企業名,会計年度,四半期,y_hat_mmlp
オイレス工業,2019,Q2,46.424236
オイレス工業,2019,Q3,19.822113
オイレス工業,2019,Q4,21.24706
オイレス工業,2020,Q1,47.352684
オイレス工業,2020,Q2,25.88035
オイレス工業,2020,Q3,27.838062
オイレス工業,2020,Q4,26.888878
オカダアイヨン,2018,Q1,20.726843
オカダアイヨン,2018,Q2,24.879095
オカダアイヨン,2018,Q3,19.987854
オカダアイヨン,2018,Q4,16.913097
オカダアイヨン,2019,Q1,17.49339
オカダアイヨン,2019,Q2,24.448889
オカダアイヨン,2019,Q3,19.278383
オカダアイヨン,2019,Q4,23.91911
オカダアイヨン,2020,Q1,24.263296
オカダアイヨン,2020,Q2,26.229576
オカダアイヨン,2020,Q3,26.750862
オカダアイヨン,2020,Q4,25.05429
オカムラ,2018,Q1,9.320542
オカムラ,2018,Q2,21.227886
オカムラ,2018,Q3,9.818264
オカムラ,2018,Q4,20.954643
オカムラ,2019,Q1,12.2304
オカムラ,2019,Q2,24.119835
オカムラ,2019,Q3,25.704407
オカムラ,2019,Q4,18.447338
オカムラ,2020,Q1,13.062612
オカムラ,2020,Q2,15.2613735
オカムラ,2020,Q3,14.615137
オカムラ,2020,Q4,33.818382
