企業名,会計年度,四半期,0
かどや製油,2020,Q4,58.076963182159666
きんでん,2018,Q1,11.079958612082553
きんでん,2018,Q2,26.52447239859567
きんでん,2018,Q3,34.55147324555607
きんでん,2018,Q4,78.63553186473358
きんでん,2019,Q1,9.918958408795044
きんでん,2019,Q2,29.926619728541898
きんでん,2019,Q3,33.347804408875135
きんでん,2019,Q4,69.95598200340565
きんでん,2020,Q1,17.969839611917187
きんでん,2020,Q2,34.68480324977463
きんでん,2020,Q3,43.033428092168805
きんでん,2020,Q4,64.5882757015091
さくらインターネット,2018,Q1,186.05473914769325
さくらインターネット,2018,Q2,167.46592183152978
さくらインターネット,2018,Q3,213.58263055107423
さくらインターネット,2018,Q4,109.7803642176646
さくらインターネット,2019,Q1,2.2338493649052915
さくらインターネット,2019,Q2,24.653323605468493
さくらインターネット,2019,Q3,9.626386370180619
さくらインターネット,2019,Q4,3.080250927964205
さくらインターネット,2020,Q1,32.03809616181296
さくらインターネット,2020,Q2,12.543346798105352
さくらインターネット,2020,Q3,6.136334421639134
さくらインターネット,2020,Q4,5.293587653673383
たけびし,2018,Q1,42.83195937153438
たけびし,2018,Q2,42.53640608651827
たけびし,2018,Q3,43.8411266373994
たけびし,2018,Q4,49.00334757259125
たけびし,2019,Q1,49.14056053698948
たけびし,2019,Q2,36.629599720089445
たけびし,2019,Q3,40.75853398131822
たけびし,2019,Q4,33.008444698198616
たけびし,2020,Q1,25.842302931652576
たけびし,2020,Q2,26.85327340634073
たけびし,2020,Q3,25.581419637338897
たけびし,2020,Q4,24.491271000105446
なとり,2018,Q1,27.432317822866423
なとり,2018,Q2,9.170599798771168
なとり,2018,Q3,45.883878431496825
なとり,2018,Q4,-15.386600142472766
なとり,2019,Q1,23.11672234686087
なとり,2019,Q2,19.32113842672249
なとり,2019,Q3,61.27373073043074
なとり,2019,Q4,-18.376123834323238
なとり,2020,Q1,13.526500856229129
なとり,2020,Q2,19.36615837546939
なとり,2020,Q3,50.80615686954936
なとり,2020,Q4,-17.51489714431826
はせがわ,2018,Q1,-4.299575538493955
はせがわ,2018,Q2,23.09863340214899
はせがわ,2018,Q3,-0.7309742802511803
はせがわ,2018,Q4,16.585418762101163
はせがわ,2019,Q1,0.24869009321295277
はせがわ,2019,Q2,19.328505647297
はせがわ,2019,Q3,-3.8561796270131685
はせがわ,2019,Q4,5.357380848681263
はせがわ,2020,Q1,-25.9637127257719
はせがわ,2020,Q2,5.779620185797491
はせがわ,2020,Q3,-23.60408486332429
はせがわ,2020,Q4,-20.412164028250487
はるやまホールディングス,2018,Q1,11.918039246310645
はるやまホールディングス,2018,Q2,-17.394537378227007
はるやまホールディングス,2018,Q3,33.50432812377413
はるやまホールディングス,2018,Q4,61.476838163846146
はるやまホールディングス,2019,Q1,-12.58881478725775
はるやまホールディングス,2019,Q2,-26.71462677852784
はるやまホールディングス,2019,Q3,21.62488624333222
はるやまホールディングス,2019,Q4,33.90264217293398
はるやまホールディングス,2020,Q1,1.3048257950093767
はるやまホールディングス,2020,Q2,-33.05701455289039
はるやまホールディングス,2020,Q3,41.96479854952703
はるやまホールディングス,2020,Q4,1.9751912334313744
ぴあ,2018,Q1,12.873954786564868
ぴあ,2018,Q2,20.115437750468733
ぴあ,2018,Q3,9.316118380415526
ぴあ,2018,Q4,15.256680881555631
ぴあ,2019,Q1,19.155177543182127
ぴあ,2019,Q2,12.443566638241967
ぴあ,2019,Q3,15.002800769089545
ぴあ,2019,Q4,8.696491111641981
ぴあ,2020,Q1,6.699572798535275
ぴあ,2020,Q2,-161.86588833930003
ぴあ,2020,Q3,-89.71373290527652
ぴあ,2020,Q4,-22.3882694424373
やまや,2018,Q1,56.57158654058357
やまや,2018,Q2,68.1959114529333
やまや,2018,Q3,113.26069662174112
やまや,2018,Q4,54.472553741482606
やまや,2019,Q1,73.59328911064868
やまや,2019,Q2,46.977076999588306
やまや,2019,Q3,119.8404404070532
やまや,2019,Q4,36.95648675064791
やまや,2020,Q1,88.42591899991874
やまや,2020,Q2,62.719396938338825
やまや,2020,Q3,81.22733448214319
やまや,2020,Q4,-564.6689690904432
りらいあコミュニケーションズ,2018,Q1,12.283472957526085
りらいあコミュニケーションズ,2018,Q2,10.387308954306182
りらいあコミュニケーションズ,2018,Q3,12.947591067346643
りらいあコミュニケーションズ,2018,Q4,12.114672410857045
りらいあコミュニケーションズ,2019,Q1,-71.63605079039665
りらいあコミュニケーションズ,2019,Q2,-23.96876557725129
りらいあコミュニケーションズ,2019,Q3,-58.09800568420809
りらいあコミュニケーションズ,2019,Q4,-64.24135291573606
りらいあコミュニケーションズ,2020,Q1,15.77729910939046
りらいあコミュニケーションズ,2020,Q2,13.596248110721264
りらいあコミュニケーションズ,2020,Q3,10.705921529144033
りらいあコミュニケーションズ,2020,Q4,8.826348895578178
わかもと製薬,2018,Q1,0.7428938810556148
わかもと製薬,2018,Q2,0.1035420422613304
わかもと製薬,2018,Q3,0.7539340866087962
わかもと製薬,2018,Q4,1.216382098638738
わかもと製薬,2019,Q1,1.0711624110345306
わかもと製薬,2019,Q2,-0.546299758369735
わかもと製薬,2019,Q3,-7.410938217413543
わかもと製薬,2019,Q4,-9.723039472979869
わかもと製薬,2020,Q1,2.5511881990707423
わかもと製薬,2020,Q2,-8.842027698923063
わかもと製薬,2020,Q3,-1.6294699868874052
わかもと製薬,2020,Q4,-3.8095830361714498
アイカ工業,2018,Q1,44.47115106699691
アイカ工業,2018,Q2,47.92229535678482
アイカ工業,2018,Q3,48.704071115112455
アイカ工業,2018,Q4,47.85957848976985
アイカ工業,2019,Q1,49.99167431193568
アイカ工業,2019,Q2,51.42221576777096
アイカ工業,2019,Q3,54.17485841727532
アイカ工業,2019,Q4,55.78545972545625
アイカ工業,2020,Q1,47.663472776054334
アイカ工業,2020,Q2,45.34728794039566
アイカ工業,2020,Q3,42.90745033502991
アイカ工業,2020,Q4,43.11433650365352
アイコム,2018,Q1,5.0026738043440915
アイコム,2018,Q2,6.030685549524228
アイコム,2018,Q3,14.39369920723798
アイコム,2018,Q4,34.847407314737865
アイコム,2019,Q1,24.716555232152565
アイコム,2019,Q2,12.379187904390347
アイコム,2019,Q3,25.70364597422236
アイコム,2019,Q4,65.22693213401371
アイコム,2020,Q1,22.296996803782992
アイコム,2020,Q2,18.21253215306289
アイコム,2020,Q3,21.26115726902366
アイコム,2020,Q4,75.54595474702447
アイシン,2018,Q1,126.5497051649995
アイシン,2018,Q2,113.51190952491669
アイシン,2018,Q3,90.83437677104403
アイシン,2018,Q4,82.89260657661086
アイシン,2019,Q1,105.44141716435907
アイシン,2019,Q2,81.07790553721985
アイシン,2019,Q3,63.32673403914369
アイシン,2019,Q4,78.67670929630687
アイシン,2020,Q1,4.973709814103133
アイシン,2020,Q2,-151.6797044062938
アイシン,2020,Q3,133.99610754436492
アイシン,2020,Q4,65.0581412090503
アイダエンジニアリング,2018,Q1,15.626474187641794
アイダエンジニアリング,2018,Q2,25.925417978065823
アイダエンジニアリング,2018,Q3,16.597301018151125
アイダエンジニアリング,2018,Q4,10.576723328945363
アイダエンジニアリング,2019,Q1,18.35328957901918
アイダエンジニアリング,2019,Q2,19.215894169625464
アイダエンジニアリング,2019,Q3,20.34640085555631
アイダエンジニアリング,2019,Q4,21.22716117763766
アイダエンジニアリング,2020,Q1,17.670478117437558
アイダエンジニアリング,2020,Q2,21.596209253105087
アイダエンジニアリング,2020,Q3,14.381721160208429
アイダエンジニアリング,2020,Q4,18.017036327270198
アイチコーポレーション,2018,Q1,13.513653468692404
アイチコーポレーション,2018,Q2,22.185424940920996
アイチコーポレーション,2018,Q3,12.890633764768877
アイチコーポレーション,2018,Q4,19.799543921345435
アイチコーポレーション,2019,Q1,12.478760287807269
アイチコーポレーション,2019,Q2,19.005398689573724
アイチコーポレーション,2019,Q3,19.144999352504048
アイチコーポレーション,2019,Q4,21.548640407884157
アイチコーポレーション,2020,Q1,14.878131098724259
アイチコーポレーション,2020,Q2,16.253851882780822
アイチコーポレーション,2020,Q3,12.447359590819023
アイチコーポレーション,2020,Q4,20.210181947454544
アイティフォー,2018,Q1,3.270132592981821
アイティフォー,2018,Q2,7.30558996046134
アイティフォー,2018,Q3,4.156173647888416
アイティフォー,2018,Q4,14.291416363156056
アイティフォー,2019,Q1,4.433779348792306
アイティフォー,2019,Q2,8.0810617789862
アイティフォー,2019,Q3,6.312460689691385
アイティフォー,2019,Q4,14.656300105855129
アイティフォー,2020,Q1,5.532636256676685
アイティフォー,2020,Q2,11.095522957243892
アイティフォー,2020,Q3,5.4513357205704205
アイティフォー,2020,Q4,14.760479923265947
アイティメディア,2018,Q1,-15.777241867123742
アイティメディア,2018,Q2,11.900635193810597
アイティメディア,2018,Q3,13.013875620707777
アイティメディア,2018,Q4,9.793476099928832
アイティメディア,2019,Q1,5.8252148831964385
アイティメディア,2019,Q2,-0.19854577651362204
アイティメディア,2019,Q3,8.308047074091398
アイティメディア,2019,Q4,8.733870686572432
アイティメディア,2020,Q1,7.6407924913701635
アイティメディア,2020,Q2,8.738059098704074
アイティメディア,2020,Q3,10.654412627990729
アイティメディア,2020,Q4,10.249977692026444
アイネス,2018,Q1,-4.782874494261415
アイネス,2018,Q2,17.813563004913718
アイネス,2018,Q3,-1.6735561816425903
アイネス,2018,Q4,21.095474099741388
アイネス,2019,Q1,-1.7813166193007248
アイネス,2019,Q2,15.263880908353045
アイネス,2019,Q3,24.39971175282509
アイネス,2019,Q4,-135.13467279786636
アイネス,2020,Q1,-30.657417486193943
アイネス,2020,Q2,15.170636533859781
アイネス,2020,Q3,94.92800033894814
アイネス,2020,Q4,7.009019266542698
アイネット,2018,Q1,16.188602443697967
アイネット,2018,Q2,24.99632321039089
アイネット,2018,Q3,18.547193534044133
アイネット,2018,Q4,24.590384201180882
アイネット,2019,Q1,19.41695456315714
アイネット,2019,Q2,26.370740606856863
アイネット,2019,Q3,23.628716538525318
アイネット,2019,Q4,26.432169704433484
アイネット,2020,Q1,23.551926164838033
アイネット,2020,Q2,24.461840958195104
アイネット,2020,Q3,18.592506079770352
アイネット,2020,Q4,24.8888964552134
アイホン,2018,Q1,8.723171919413582
アイホン,2018,Q2,40.93230654685051
アイホン,2018,Q3,13.378453498231508
アイホン,2018,Q4,38.10609999191975
アイホン,2019,Q1,13.734089939691824
アイホン,2019,Q2,52.11049566176064
アイホン,2019,Q3,21.08334470507461
アイホン,2019,Q4,66.64481968486464
アイホン,2020,Q1,17.529971709781563
アイホン,2020,Q2,54.896918216366686
アイホン,2020,Q3,21.491812668449608
アイホン,2020,Q4,47.31135313024498
アイロムグループ,2018,Q1,46.983657796078006
アイロムグループ,2018,Q2,33.44854852188236
アイロムグループ,2018,Q3,40.16502663084214
アイロムグループ,2018,Q4,29.28290058970174
アイロムグループ,2019,Q1,56.9039945765756
アイロムグループ,2019,Q2,27.077640958944755
アイロムグループ,2019,Q3,45.298782248414625
アイロムグループ,2019,Q4,33.060174137245866
アイロムグループ,2020,Q1,61.73832731627311
アイロムグループ,2020,Q2,36.46968133077452
アイロムグループ,2020,Q3,71.86678182553268
アイロムグループ,2020,Q4,57.38089284653624
アキレス,2018,Q1,32.5687688144518
アキレス,2018,Q2,19.102331830748987
アキレス,2018,Q3,19.040495143010478
アキレス,2018,Q4,-4.140627433879885
アキレス,2019,Q1,-18.421876399472353
アキレス,2019,Q2,10.22984746323155
アキレス,2019,Q3,16.703753142500712
アキレス,2019,Q4,26.71728542188531
アキレス,2020,Q1,33.06295873700074
アキレス,2020,Q2,83.39640467671573
アキレス,2020,Q3,74.97423532694587
アキレス,2020,Q4,8.830773634707539
アクシアル　リテイリング,2018,Q1,65.51134830519311
アクシアル　リテイリング,2018,Q2,66.15436301617171
アクシアル　リテイリング,2018,Q3,86.2838861092881
アクシアル　リテイリング,2018,Q4,56.154799558155624
アクシアル　リテイリング,2019,Q1,65.22511160927408
アクシアル　リテイリング,2019,Q2,75.64483185153767
アクシアル　リテイリング,2019,Q3,74.71501779389317
アクシアル　リテイリング,2019,Q4,69.769478682004
アクシアル　リテイリング,2020,Q1,69.24084415301422
アクシアル　リテイリング,2020,Q2,74.02787661890008
アクシアル　リテイリング,2020,Q3,91.3055586997059
アクシアル　リテイリング,2020,Q4,77.38481432583765
アクセル,2018,Q1,45.63543504188138
アクセル,2018,Q2,13.01053380066116
アクセル,2018,Q3,9.524185581111064
アクセル,2018,Q4,-15.683459621090206
アクセル,2019,Q1,-45.71427851355729
アクセル,2019,Q2,-0.8656850319445724
アクセル,2019,Q3,-9.26275260410248
アクセル,2019,Q4,8.95833527046766
アクセル,2020,Q1,14.341593120919377
アクセル,2020,Q2,11.982998924994456
アクセル,2020,Q3,15.688651181913144
アクセル,2020,Q4,-4.105116010877047
アジアパイルホールディングス,2018,Q1,13.938595214036656
アジアパイルホールディングス,2018,Q2,18.093846374517828
アジアパイルホールディングス,2018,Q3,22.46567717929337
アジアパイルホールディングス,2018,Q4,22.146823814489586
アジアパイルホールディングス,2019,Q1,16.423707182604744
アジアパイルホールディングス,2019,Q2,17.544569898489456
アジアパイルホールディングス,2019,Q3,17.79620916530086
アジアパイルホールディングス,2019,Q4,17.578163978815997
アジアパイルホールディングス,2020,Q1,16.82490032788774
アジアパイルホールディングス,2020,Q2,19.625419105634112
アジアパイルホールディングス,2020,Q3,17.230910324560035
アジアパイルホールディングス,2020,Q4,17.074001071489494
アステラス製薬,2018,Q1,25.849471577352666
アステラス製薬,2018,Q2,22.652503850641665
アステラス製薬,2018,Q3,31.577799584914825
アステラス製薬,2018,Q4,17.783131383229154
アステラス製薬,2019,Q1,32.18669940109572
アステラス製薬,2019,Q2,24.849020712383414
アステラス製薬,2019,Q3,39.355381297498575
アステラス製薬,2019,Q4,22.01114082537488
アステラス製薬,2020,Q1,30.800754032649827
アステラス製薬,2020,Q2,34.53291933057285
アステラス製薬,2020,Q3,32.113395245619074
アステラス製薬,2020,Q4,13.081501685976779
アズビル,2018,Q1,32.63949432241894
アズビル,2018,Q2,66.74230562984982
アズビル,2018,Q3,64.67490753931867
アズビル,2018,Q4,111.93561143374028
アズビル,2019,Q1,25.537565494653585
アズビル,2019,Q2,56.04255124556985
アズビル,2019,Q3,36.18885514663664
アズビル,2019,Q4,50.33920106391224
アズビル,2020,Q1,17.177043070523062
アズビル,2020,Q2,34.84259017188056
アズビル,2020,Q3,33.96677330460642
アズビル,2020,Q4,58.310476902291825
アズワン,2018,Q1,62.424591448429226
アズワン,2018,Q2,58.58880628822181
アズワン,2018,Q3,68.11828101801214
アズワン,2018,Q4,87.95331561390844
アズワン,2019,Q1,73.77362028157961
アズワン,2019,Q2,68.8313026649508
アズワン,2019,Q3,80.48906385060675
アズワン,2019,Q4,84.04442922041423
アズワン,2020,Q1,73.55759365532741
アズワン,2020,Q2,90.13877931257232
アズワン,2020,Q3,78.3577653383181
アズワン,2020,Q4,106.07512789996505
アツギ,2018,Q1,1.1511470925419425
アツギ,2018,Q2,1.5250061738017744
アツギ,2018,Q3,3.898512035412106
アツギ,2018,Q4,-4.7736855012782335
アツギ,2019,Q1,61.768270713900264
アツギ,2019,Q2,314.5668758590933
アツギ,2019,Q3,-377.0910253601762
アツギ,2019,Q4,-231.3363156140993
アツギ,2020,Q1,18.485654435178056
アツギ,2020,Q2,-450.29976075853887
アツギ,2020,Q3,-206.62540380615619
アツギ,2020,Q4,-34.853783229123536
アドウェイズ,2018,Q1,205.66289286810667
アドウェイズ,2018,Q2,149.15531406673998
アドウェイズ,2018,Q3,122.87182824744401
アドウェイズ,2018,Q4,126.47238448387165
アドウェイズ,2019,Q1,106.33484252086532
アドウェイズ,2019,Q2,97.6570649547754
アドウェイズ,2019,Q3,78.66502950428789
アドウェイズ,2019,Q4,77.00013937636628
アドウェイズ,2020,Q1,73.30402141901334
アドウェイズ,2020,Q2,71.93874549506931
アドウェイズ,2020,Q3,56.35262107418124
アドウェイズ,2020,Q4,32.43855670687384
アドソル日進,2018,Q1,17.047656130354728
アドソル日進,2018,Q2,17.283338240211194
アドソル日進,2018,Q3,17.294034246240386
アドソル日進,2018,Q4,14.303471440310599
アドソル日進,2019,Q1,17.341441652668323
アドソル日進,2019,Q2,17.27506813794228
アドソル日進,2019,Q3,16.886146768984386
アドソル日進,2019,Q4,15.107083031320531
アドソル日進,2020,Q1,19.08623091895906
アドソル日進,2020,Q2,16.533036613395264
アドソル日進,2020,Q3,20.272441809622052
アドソル日進,2020,Q4,16.728425962960543
アドバネクス,2018,Q1,3.0134271167333035
アドバネクス,2018,Q2,5.780454764817833
アドバネクス,2018,Q3,2.636750714494876
アドバネクス,2018,Q4,2.6280716009353706
アドバネクス,2019,Q1,-0.42947002471973983
アドバネクス,2019,Q2,-6.62305308442275
アドバネクス,2019,Q3,-5.321470101487234
アドバネクス,2019,Q4,-8.421565612989262
アドバネクス,2020,Q1,-7.096249395996047
アドバネクス,2020,Q2,-64.44871364253822
アドバネクス,2020,Q3,-60.84582868166271
アドバネクス,2020,Q4,298.00920743997136
アドバンテスト,2018,Q1,12.59064009926903
アドバンテスト,2018,Q2,38.980810479891495
アドバンテスト,2018,Q3,59.49028500070053
アドバンテスト,2018,Q4,67.10453782386574
アドバンテスト,2019,Q1,42.32091837254837
アドバンテスト,2019,Q2,47.29235084380922
アドバンテスト,2019,Q3,63.23043756756319
アドバンテスト,2019,Q4,52.15470970484445
アドバンテスト,2020,Q1,61.2010934075281
アドバンテスト,2020,Q2,53.42681115706205
アドバンテスト,2020,Q3,58.826819272173424
アドバンテスト,2020,Q4,59.518668272433096
アドヴァングループ,2018,Q1,15.607803403034683
アドヴァングループ,2018,Q2,25.744560847283836
アドヴァングループ,2018,Q3,22.000571781756992
アドヴァングループ,2018,Q4,21.954818180086175
アドヴァングループ,2019,Q1,28.603508079514306
アドヴァングループ,2019,Q2,22.79130774586382
アドヴァングループ,2019,Q3,29.228348421808462
アドヴァングループ,2019,Q4,28.39114454708391
アドヴァングループ,2020,Q1,29.93817196492605
アドヴァングループ,2020,Q2,28.052427548994423
アドヴァングループ,2020,Q3,23.424565101252004
アドヴァングループ,2020,Q4,23.33040584609676
アネスト岩田,2018,Q1,14.996464734601537
アネスト岩田,2018,Q2,16.614340354798188
アネスト岩田,2018,Q3,15.862909108688907
アネスト岩田,2018,Q4,18.703928926083243
アネスト岩田,2019,Q1,16.668004520111054
アネスト岩田,2019,Q2,16.44695076512537
アネスト岩田,2019,Q3,16.019748650877073
アネスト岩田,2019,Q4,15.39099445509321
アネスト岩田,2020,Q1,15.038133135331393
アネスト岩田,2020,Q2,17.07082892431268
アネスト岩田,2020,Q3,14.042151916957724
アネスト岩田,2020,Q4,15.999894744414043
アマダ,2018,Q1,14.996201233950718
アマダ,2018,Q2,20.50670254173515
アマダ,2018,Q3,18.72472515313101
アマダ,2018,Q4,21.625528412674555
アマダ,2019,Q1,16.580204734587213
アマダ,2019,Q2,28.91802871262913
アマダ,2019,Q3,14.528428561560498
アマダ,2019,Q4,27.787265709990088
アマダ,2020,Q1,12.833737944736589
アマダ,2020,Q2,20.585890213493705
アマダ,2020,Q3,15.813729082088575
アマダ,2020,Q4,15.31733917795166
アマノ,2018,Q1,21.264660092166647
アマノ,2018,Q2,41.74762355567874
アマノ,2018,Q3,33.46548067461288
アマノ,2018,Q4,45.05431183003953
アマノ,2019,Q1,12.009557829939316
アマノ,2019,Q2,43.39914385212363
アマノ,2019,Q3,19.481620018040235
アマノ,2019,Q4,52.598914815032416
アマノ,2020,Q1,23.496144919096405
アマノ,2020,Q2,44.537007434183636
アマノ,2020,Q3,29.4294169003804
アマノ,2020,Q4,45.70481988270504
アミューズ,2018,Q1,34.839998383213114
アミューズ,2018,Q2,43.83463117848092
アミューズ,2018,Q3,61.67646726065547
アミューズ,2018,Q4,70.4586773480797
アミューズ,2019,Q1,65.07372713593446
アミューズ,2019,Q2,74.21044846500901
アミューズ,2019,Q3,62.42794909104912
アミューズ,2019,Q4,61.395689903952174
アミューズ,2020,Q1,54.54246493092647
アミューズ,2020,Q2,31.943278123983085
アミューズ,2020,Q3,84.26341359340523
アミューズ,2020,Q4,42.16102621232127
アリアケジャパン,2018,Q1,65.26032635576261
アリアケジャパン,2018,Q2,68.26012171267257
アリアケジャパン,2018,Q3,72.30919445053402
アリアケジャパン,2018,Q4,56.6502165833997
アリアケジャパン,2019,Q1,-289.0130865849723
アリアケジャパン,2019,Q2,166.19390294630549
アリアケジャパン,2019,Q3,242.1855385914173
アリアケジャパン,2019,Q4,480.02422701992174
アリアケジャパン,2020,Q1,60.197359206167064
アリアケジャパン,2020,Q2,61.64724458205986
アリアケジャパン,2020,Q3,61.26180418712378
アリアケジャパン,2020,Q4,58.019127357049925
アルインコ,2018,Q1,21.431871166156398
アルインコ,2018,Q2,28.90274319918303
アルインコ,2018,Q3,29.880663361596266
アルインコ,2018,Q4,5.961812391824354
アルインコ,2019,Q1,22.998071174168505
アルインコ,2019,Q2,27.03829638487047
アルインコ,2019,Q3,35.39293984393131
アルインコ,2019,Q4,12.522415125191086
アルインコ,2020,Q1,22.931077956972317
アルインコ,2020,Q2,42.86410425073455
アルインコ,2020,Q3,54.582919730425075
アルインコ,2020,Q4,2.6972816074976667
アルコニックス,2018,Q1,121.2632731723243
アルコニックス,2018,Q2,100.08333788480184
アルコニックス,2018,Q3,89.86434803814709
アルコニックス,2018,Q4,78.91510526059183
アルコニックス,2019,Q1,78.50961481444278
アルコニックス,2019,Q2,69.25074166216132
アルコニックス,2019,Q3,62.70436427371281
アルコニックス,2019,Q4,51.363120323662166
アルコニックス,2020,Q1,56.72778994432803
アルコニックス,2020,Q2,47.458457321058425
アルコニックス,2020,Q3,56.985548577456704
アルコニックス,2020,Q4,35.971522984195204
アルゴグラフィックス,2018,Q1,60.80094816295523
アルゴグラフィックス,2018,Q2,72.56881443065225
アルゴグラフィックス,2018,Q3,63.21159380417305
アルゴグラフィックス,2018,Q4,80.23591455365782
アルゴグラフィックス,2019,Q1,95.6495402496252
アルゴグラフィックス,2019,Q2,68.57050520021758
アルゴグラフィックス,2019,Q3,65.98122225291294
アルゴグラフィックス,2019,Q4,65.69723007842356
アルゴグラフィックス,2020,Q1,49.199144224895484
アルゴグラフィックス,2020,Q2,48.54435948495356
アルゴグラフィックス,2020,Q3,48.14224871142609
アルゴグラフィックス,2020,Q4,42.56744666289488
アルビス,2018,Q1,84.14769053330974
アルビス,2018,Q2,73.5080476309727
アルビス,2018,Q3,66.49992409139566
アルビス,2018,Q4,63.74518327210806
アルビス,2019,Q1,66.6242382564114
アルビス,2019,Q2,48.045794315706885
アルビス,2019,Q3,35.53133080667126
アルビス,2019,Q4,31.810611613324312
アルビス,2020,Q1,30.74890111609837
アルビス,2020,Q2,40.23324548350906
アルビス,2020,Q3,48.257882728453424
アルビス,2020,Q4,50.61929530277712
アルファ,2018,Q1,18.75860014774534
アルファ,2018,Q2,43.528466747585966
アルファ,2018,Q3,30.8254113917967
アルファ,2018,Q4,37.215370450013154
アルファ,2019,Q1,33.03186477551168
アルファ,2019,Q2,11.681485690570241
アルファ,2019,Q3,26.332174414176574
アルファ,2019,Q4,34.105636840702545
アルファ,2020,Q1,-24.792704977934804
アルファ,2020,Q2,-49.405184054599175
アルファ,2020,Q3,20.6619222805668
アルファ,2020,Q4,58.26657017709494
アルファシステムズ,2018,Q1,25.030141938988137
アルファシステムズ,2018,Q2,29.398912854000805
アルファシステムズ,2018,Q3,24.019043773677886
アルファシステムズ,2018,Q4,36.10744471235178
アルファシステムズ,2019,Q1,30.484296428802196
アルファシステムズ,2019,Q2,30.801304861741354
アルファシステムズ,2019,Q3,27.117947642055476
アルファシステムズ,2019,Q4,39.07240206394998
アルファシステムズ,2020,Q1,31.174359171546214
アルファシステムズ,2020,Q2,43.60224965161028
アルファシステムズ,2020,Q3,37.26323751877218
アルファシステムズ,2020,Q4,40.00810836434898
アルフレッサ　ホールディングス,2018,Q1,55.20669263189045
アルフレッサ　ホールディングス,2018,Q2,47.00897840832915
アルフレッサ　ホールディングス,2018,Q3,47.612283717248616
アルフレッサ　ホールディングス,2018,Q4,62.44843731339191
アルフレッサ　ホールディングス,2019,Q1,56.99970360471289
アルフレッサ　ホールディングス,2019,Q2,35.170602397627796
アルフレッサ　ホールディングス,2019,Q3,56.905949989338254
アルフレッサ　ホールディングス,2019,Q4,49.56488533841091
アルフレッサ　ホールディングス,2020,Q1,53.5190010143589
アルフレッサ　ホールディングス,2020,Q2,51.924041187327596
アルフレッサ　ホールディングス,2020,Q3,39.073594864474714
アルフレッサ　ホールディングス,2020,Q4,47.6765808992451
アルプスアルパイン,2018,Q1,20.61184301198448
アルプスアルパイン,2018,Q2,46.022794325735525
アルプスアルパイン,2018,Q3,48.101219596197325
アルプスアルパイン,2018,Q4,25.235774261612583
アルプスアルパイン,2019,Q1,13.891587139124319
アルプスアルパイン,2019,Q2,48.42209031990811
アルプスアルパイン,2019,Q3,27.72741187292724
アルプスアルパイン,2019,Q4,-12.887079094703893
アルプスアルパイン,2020,Q1,-2.185272030251042
アルプスアルパイン,2020,Q2,0.8101100747869552
アルプスアルパイン,2020,Q3,-2.4253611182107777
アルプスアルパイン,2020,Q4,-1.8795191723973481
アルプス物流,2018,Q1,22.481511404928582
アルプス物流,2018,Q2,20.486029117537555
アルプス物流,2018,Q3,23.47808695916018
アルプス物流,2018,Q4,21.127811275395423
アルプス物流,2019,Q1,18.894469492665195
アルプス物流,2019,Q2,19.144893683687823
アルプス物流,2019,Q3,21.684606769687644
アルプス物流,2019,Q4,18.131317251027497
アルプス物流,2020,Q1,18.097301506693455
アルプス物流,2020,Q2,16.55059504103994
アルプス物流,2020,Q3,18.13236786036946
アルプス物流,2020,Q4,16.80782862789532
アンリツ,2018,Q1,7.12005020593189
