企業名,会計年度,四半期,y_hat_ml2
エムスリー,2019,Q2,8.844319174835217
エムスリー,2019,Q3,12.202321544311715
エムスリー,2019,Q4,12.299233611437163
エムスリー,2020,Q1,7.558015754932249
エムスリー,2020,Q2,7.2273060905369775
エムスリー,2020,Q3,21.609015548666022
エムスリー,2020,Q4,18.17733990242525
エレコム,2018,Q1,54.99543293261257
エレコム,2018,Q2,71.15664519465972
エレコム,2018,Q3,52.02963583049892
エレコム,2018,Q4,57.83303514321615
エレコム,2019,Q1,29.84629566102429
エレコム,2019,Q2,27.721907197434238
エレコム,2019,Q3,49.92636995388226
エレコム,2019,Q4,46.526601267800686
エレコム,2020,Q1,60.93309415569601
エレコム,2020,Q2,32.877372143929705
エレコム,2020,Q3,62.845723336534256
エレコム,2020,Q4,63.8429520787204
エレマテック,2018,Q1,46.83505354495878
エレマテック,2018,Q2,77.12159045934777
エレマテック,2018,Q3,75.81080204669823
エレマテック,2018,Q4,34.99181065139658
エレマテック,2019,Q1,-174.53486214868028
エレマテック,2019,Q2,-94.21843597838112
エレマテック,2019,Q3,-35.376660547212765
エレマテック,2019,Q4,-7.338000383481955
エレマテック,2020,Q1,-66.82011107207913
エレマテック,2020,Q2,6.230106934055897
エレマテック,2020,Q3,26.100750507653373
エレマテック,2020,Q4,51.81264562251829
エンシュウ,2018,Q1,1.35565678269362
エンシュウ,2018,Q2,8.105414633974522
エンシュウ,2018,Q3,-125.26501244825324
エンシュウ,2018,Q4,260.0389448786311
エンシュウ,2019,Q1,62.161028568434105
エンシュウ,2019,Q2,87.24358282371533
エンシュウ,2019,Q3,104.6423804690772
エンシュウ,2019,Q4,-9.571646095763748
エンシュウ,2020,Q1,-0.8640135488729825
エンシュウ,2020,Q2,-81.23377311170971
エンシュウ,2020,Q3,53.776699561616056
エンシュウ,2020,Q4,-3.0685606433417565
エンプラス,2018,Q1,29.055331328271198
エンプラス,2018,Q2,237.8477891588847
エンプラス,2018,Q3,111.33129777089944
エンプラス,2018,Q4,87.52865664419916
エンプラス,2019,Q1,-122.1039624385354
エンプラス,2019,Q2,36.83063986260828
エンプラス,2019,Q3,-6.866650819556128
エンプラス,2019,Q4,-5.026712980500065
エンプラス,2020,Q1,20.84952435406234
エンプラス,2020,Q2,-100.05085566182056
エンプラス,2020,Q3,-266.649290286059
エンプラス,2020,Q4,-225.28765885194505
エーアンドエーマテリアル,2018,Q1,-134.21166458407254
エーアンドエーマテリアル,2018,Q2,-299.7322801752246
エーアンドエーマテリアル,2018,Q3,82.61234888588663
エーアンドエーマテリアル,2018,Q4,173.17792154750902
エーアンドエーマテリアル,2019,Q1,-92.86162669935058
エーアンドエーマテリアル,2019,Q2,82.7825147590423
エーアンドエーマテリアル,2019,Q3,59.3077185538237
エーアンドエーマテリアル,2019,Q4,51.947510639658375
エーアンドエーマテリアル,2020,Q1,87.91686892154652
エーアンドエーマテリアル,2020,Q2,22.443854547249884
エーアンドエーマテリアル,2020,Q3,-33.488685038872006
エーアンドエーマテリアル,2020,Q4,157.74880612996006
エーザイ,2018,Q1,-41.44408006273625
エーザイ,2018,Q2,89.55430703304398
エーザイ,2018,Q3,67.25310355833994
エーザイ,2018,Q4,-37.14694548862724
エーザイ,2019,Q1,58.62784051075323
エーザイ,2019,Q2,51.9648798691685
エーザイ,2019,Q3,201.96486359118248
エーザイ,2019,Q4,131.8626388715063
エーザイ,2020,Q1,125.80391364863294
エーザイ,2020,Q2,96.7623446273472
エーザイ,2020,Q3,-29.52586638455077
エーザイ,2020,Q4,10.111926874284649
エー・アンド・デイ,2018,Q1,-40.87513880653961
エー・アンド・デイ,2018,Q2,52.1243873059433
エー・アンド・デイ,2018,Q3,-11.170896927446664
エー・アンド・デイ,2018,Q4,75.44272446546937
エー・アンド・デイ,2019,Q1,16.572049742843603
エー・アンド・デイ,2019,Q2,38.66425211380645
エー・アンド・デイ,2019,Q3,54.76056833968897
エー・アンド・デイ,2019,Q4,77.23531545612485
エー・アンド・デイ,2020,Q1,-36.7770098784883
エー・アンド・デイ,2020,Q2,-7.013181920420834
エー・アンド・デイ,2020,Q3,81.70540734267848
エー・アンド・デイ,2020,Q4,-14.15544533024351
オイレス工業,2018,Q1,33.47928909785301
オイレス工業,2018,Q2,20.198746704731708
オイレス工業,2018,Q3,80.72075600995504
オイレス工業,2018,Q4,128.2705041780496
オイレス工業,2019,Q1,142.73412572705126
オイレス工業,2019,Q2,87.7902204182513
オイレス工業,2019,Q3,100.47735305755025
オイレス工業,2019,Q4,14.904606797489066
オイレス工業,2020,Q1,-57.69017916411997
オイレス工業,2020,Q2,75.06692651199316
オイレス工業,2020,Q3,51.39088010469092
オイレス工業,2020,Q4,-12.763964384914845
オカダアイヨン,2018,Q1,5.1485584816624765
オカダアイヨン,2018,Q2,46.53986691942095
オカダアイヨン,2018,Q3,-11.1167667879769
オカダアイヨン,2018,Q4,10.923840909393403
オカダアイヨン,2019,Q1,40.52810451596244
オカダアイヨン,2019,Q2,51.44915722104389
オカダアイヨン,2019,Q3,-2.5008356974428665
オカダアイヨン,2019,Q4,33.12136279773705
オカダアイヨン,2020,Q1,32.84263297094928
オカダアイヨン,2020,Q2,36.79661057618084
オカダアイヨン,2020,Q3,-31.21869804719777
オカダアイヨン,2020,Q4,8.047657149268652
オカムラ,2018,Q1,33.01446436434157
オカムラ,2018,Q2,3.6282003530909233
オカムラ,2018,Q3,-1.1804928811248523
オカムラ,2018,Q4,37.48934776409836
オカムラ,2019,Q1,32.58249545957659
オカムラ,2019,Q2,12.10765798977002
オカムラ,2019,Q3,2.907352311839671
オカムラ,2019,Q4,32.01412757144607
オカムラ,2020,Q1,7.876626870965412
オカムラ,2020,Q2,10.275972827154993
オカムラ,2020,Q3,26.82682794151896
オカムラ,2020,Q4,39.59289200574006
オカモト,2018,Q1,61.10592184728174
オカモト,2018,Q2,-11.927146399572996
オカモト,2018,Q3,408.9792132840947
オカモト,2018,Q4,354.6963473411548
オカモト,2019,Q1,-240.34517497554933
オカモト,2019,Q2,-47.28174746347885
オカモト,2019,Q3,126.3907732418706
オカモト,2019,Q4,-62.384722398900216
オカモト,2020,Q1,152.42053556129306
オカモト,2020,Q2,126.8539446772956
オカモト,2020,Q3,153.36146426451427
オカモト,2020,Q4,20.28851731956288
オリエンタルランド,2018,Q1,66.27857706363505
オリエンタルランド,2018,Q2,75.13486925853545
オリエンタルランド,2018,Q3,85.72882017378964
オリエンタルランド,2018,Q4,28.52913561531913
オリエンタルランド,2019,Q1,73.38988361990171
オリエンタルランド,2019,Q2,62.42254891989775
オリエンタルランド,2019,Q3,85.12811240345681
オリエンタルランド,2019,Q4,-6.122724134804663
オリエンタルランド,2020,Q1,-13.376341857890374
オリエンタルランド,2020,Q2,-30.697839237291397
オリエンタルランド,2020,Q3,0.2462553738609116
オリエンタルランド,2020,Q4,-83.95204303442893
オリジン,2018,Q1,-779.736694589061
オリジン,2018,Q2,392.6491570091637
オリジン,2018,Q3,214.8241509527088
オリジン,2018,Q4,114.73505878738123
オリジン,2019,Q1,174.64362018152323
オリジン,2019,Q2,-180.88792671880336
オリジン,2019,Q3,155.3892757371551
オリジン,2019,Q4,-24.49720946491438
オリジン,2020,Q1,-105.50006151575084
オリジン,2020,Q2,-261.2105767283102
オリジン,2020,Q3,-197.5689433771097
オリジン,2020,Q4,74.62589790204643
オリンパス,2018,Q1,122.05853141527275
オリンパス,2018,Q2,144.62309337499323
オリンパス,2018,Q3,39.01789206487752
オリンパス,2018,Q4,156.96412616074906
オリンパス,2019,Q1,933.1586520273258
オリンパス,2019,Q2,-34.82544408801647
オリンパス,2019,Q3,525.8902933576303
オリンパス,2019,Q4,309.45649944041
オリンパス,2020,Q1,-384.8989351639289
オリンパス,2020,Q2,217.5509889142279
オリンパス,2020,Q3,-162.06785740843898
オリンパス,2020,Q4,-90.30463237288618
オルガノ,2018,Q1,-396.6002317505529
オルガノ,2018,Q2,-72.37329329974776
オルガノ,2018,Q3,49.91029817105768
オルガノ,2018,Q4,181.50024650942217
オルガノ,2019,Q1,-19.93587262701564
オルガノ,2019,Q2,247.4597195982542
オルガノ,2019,Q3,171.60929827202492
オルガノ,2019,Q4,151.99734629011863
オルガノ,2020,Q1,31.333305763532515
オルガノ,2020,Q2,152.14328167488577
オルガノ,2020,Q3,124.37528426107816
オルガノ,2020,Q4,283.0541639671006
オーイズミ,2018,Q1,-17.319181398770347
オーイズミ,2018,Q2,9.202959448243996
オーイズミ,2018,Q3,4.762309372300532
オーイズミ,2018,Q4,13.514335514398482
オーイズミ,2019,Q1,2.336481957450353
オーイズミ,2019,Q2,32.340552041140235
オーイズミ,2019,Q3,27.93081752610549
オーイズミ,2019,Q4,20.75120017270052
オーイズミ,2020,Q1,2.812551047809805
オーイズミ,2020,Q2,-2.5204353670036284
オーイズミ,2020,Q3,-9.976393600694834
オーイズミ,2020,Q4,13.019459862698971
オークマ,2018,Q1,238.1297369878125
オークマ,2018,Q2,-77.71600637741551
オークマ,2018,Q3,132.0788976800369
オークマ,2018,Q4,184.7027319953727
オークマ,2019,Q1,57.52212201919981
オークマ,2019,Q2,89.21485409538073
オークマ,2019,Q3,90.19330731128332
オークマ,2019,Q4,82.29833145335134
オークマ,2020,Q1,10.788334375232076
オークマ,2020,Q2,31.21477881533951
オークマ,2020,Q3,-1.93458080619601
オークマ,2020,Q4,57.45442305816514
オートバックスセブン,2018,Q1,16.820457068351494
オートバックスセブン,2018,Q2,20.77357185609645
オートバックスセブン,2018,Q3,63.901638164814
オートバックスセブン,2018,Q4,8.409072331231636
オートバックスセブン,2019,Q1,2.306985748645838
オートバックスセブン,2019,Q2,33.69075141957731
オートバックスセブン,2019,Q3,59.59761471824869
オートバックスセブン,2019,Q4,-8.623018902716417
オートバックスセブン,2020,Q1,16.799541326325162
オートバックスセブン,2020,Q2,22.858437854295083
オートバックスセブン,2020,Q3,68.60941765850359
オートバックスセブン,2020,Q4,-11.062829791331923
オーハシテクニカ,2018,Q1,42.708002765974136
オーハシテクニカ,2018,Q2,51.22774900247202
オーハシテクニカ,2018,Q3,48.59165416232776
オーハシテクニカ,2018,Q4,49.07896740130575
オーハシテクニカ,2019,Q1,42.453941557152135
オーハシテクニカ,2019,Q2,48.19687617958276
オーハシテクニカ,2019,Q3,31.633809046122607
オーハシテクニカ,2019,Q4,32.37764914791296
オーハシテクニカ,2020,Q1,-2.980353810088076
オーハシテクニカ,2020,Q2,-39.71026597699517
オーハシテクニカ,2020,Q3,28.09227545186434
オーハシテクニカ,2020,Q4,49.39868561571328
オーバル,2018,Q1,-2.458068765458074
オーバル,2018,Q2,1.5258080972765962
オーバル,2018,Q3,10.660199791928784
オーバル,2018,Q4,0.7946951951279551
オーバル,2019,Q1,-2.737292212424098
オーバル,2019,Q2,2.2240595626859943
オーバル,2019,Q3,9.756566614029296
オーバル,2019,Q4,-3.042884714909672
オーバル,2020,Q1,-8.215266302432063
オーバル,2020,Q2,-4.470384020630291
オーバル,2020,Q3,-4.650495664933132
オーバル,2020,Q4,3.808290458697215
オービック,2018,Q1,48.33989815188993
オービック,2018,Q2,163.29339023292417
オービック,2018,Q3,-184.7780543524425
オービック,2018,Q4,71.30946858878345
オービック,2019,Q1,129.5172234835527
オービック,2019,Q2,101.22390505224298
オービック,2019,Q3,-31.424486014132555
オービック,2019,Q4,-1.549686229928838
オービック,2020,Q1,192.48824525006157
オービック,2020,Q2,81.39175156447644
オービック,2020,Q3,172.99289857125143
オービック,2020,Q4,85.62278185184798
オービックビジネスコンサルタン,2018,Q1,52.00005515958459
オービックビジネスコンサルタン,2018,Q2,55.349549724753935
オービックビジネスコンサルタン,2018,Q3,95.07404236680516
オービックビジネスコンサルタン,2018,Q4,36.8389278303308
オービックビジネスコンサルタン,2019,Q1,57.12964254474748
オービックビジネスコンサルタン,2019,Q2,33.84300739382832
オービックビジネスコンサルタン,2019,Q3,37.45553929810862
オービックビジネスコンサルタン,2019,Q4,38.926268102015314
オービックビジネスコンサルタン,2020,Q1,46.92515116907732
オービックビジネスコンサルタン,2020,Q2,34.60135324306225
オービックビジネスコンサルタン,2020,Q3,32.1677575883411
オービックビジネスコンサルタン,2020,Q4,45.69710481290525
カシオ計算機,2018,Q1,10.632386726940137
カシオ計算機,2018,Q2,24.34733002886881
カシオ計算機,2018,Q3,23.476266533138972
カシオ計算機,2018,Q4,22.786004233058684
カシオ計算機,2019,Q1,18.590488143104608
カシオ計算機,2019,Q2,29.01035474778985
カシオ計算機,2019,Q3,24.209783680539218
カシオ計算機,2019,Q4,9.97215344658277
カシオ計算機,2020,Q1,-27.446357259358912
カシオ計算機,2020,Q2,28.32253299572032
カシオ計算機,2020,Q3,33.70828477408059
カシオ計算機,2020,Q4,11.93497909417951
カナデン,2018,Q1,21.25904159074215
カナデン,2018,Q2,34.68406995673266
カナデン,2018,Q3,57.57663705755759
カナデン,2018,Q4,38.04767871224379
カナデン,2019,Q1,50.73698819923799
カナデン,2019,Q2,-2.071785988328827
カナデン,2019,Q3,-29.8538058585106
カナデン,2019,Q4,-4.446480177808217
カナデン,2020,Q1,-3.789338626768771
カナデン,2020,Q2,18.185739668014683
カナデン,2020,Q3,10.351881788101554
カナデン,2020,Q4,55.05776985434108
カネカ,2018,Q1,17.328807499442384
カネカ,2018,Q2,25.228921743446904
カネカ,2018,Q3,179.41073630854558
カネカ,2018,Q4,-117.75298932185667
カネカ,2019,Q1,-36.94405865529973
カネカ,2019,Q2,-198.6306342411639
カネカ,2019,Q3,13.08495295087324
カネカ,2019,Q4,0.3687560006728514
カネカ,2020,Q1,86.34666539471706
カネカ,2020,Q2,30.621229521530687
カネカ,2020,Q3,157.42042844668325
カネカ,2020,Q4,12.211006099217244
カプコン,2018,Q1,352.6918171435408
カプコン,2018,Q2,-16.57072120488963
カプコン,2018,Q3,86.52787475251749
カプコン,2018,Q4,64.1255713136645
カプコン,2019,Q1,11.895774427992649
カプコン,2019,Q2,74.96239651347443
カプコン,2019,Q3,35.32250046917464
カプコン,2019,Q4,-0.1283952732462552
カプコン,2020,Q1,103.09583817779244
カプコン,2020,Q2,33.9240177694628
カプコン,2020,Q3,65.324103484347
カプコン,2020,Q4,81.5377038858335
カメイ,2018,Q1,-6.706521860226857
カメイ,2018,Q2,-20.09480982791472
カメイ,2018,Q3,34.55839913333096
カメイ,2018,Q4,118.79495830941318
カメイ,2019,Q1,143.50064334778833
カメイ,2019,Q2,97.18026913212732
カメイ,2019,Q3,40.20845135047617
カメイ,2019,Q4,53.73741902730214
カメイ,2020,Q1,40.424602352580735
カメイ,2020,Q2,12.409349243318331
カメイ,2020,Q3,37.382363217967054
カメイ,2020,Q4,65.8688652864555
カワタ,2018,Q1,36.46792666638985
カワタ,2018,Q2,146.22949848316176
カワタ,2018,Q3,154.60295794299432
カワタ,2018,Q4,153.06079693303292
カワタ,2019,Q1,-0.2760419587749538
カワタ,2019,Q2,-55.92305179066528
カワタ,2019,Q3,23.849920882553874
カワタ,2019,Q4,-17.046022390271304
カワタ,2020,Q1,7.072526046252831
カワタ,2020,Q2,1.945449127534001
カワタ,2020,Q3,-10.67882885568514
カワタ,2020,Q4,-4.256270840090132
カワチ薬品,2018,Q1,-65.7246023084238
カワチ薬品,2018,Q2,-38.19329052291066
カワチ薬品,2018,Q3,-9.051696193954342
カワチ薬品,2018,Q4,-277.50723810197405
カワチ薬品,2019,Q1,-581.2247402357473
カワチ薬品,2019,Q2,91.30670344810504
カワチ薬品,2019,Q3,93.44704847687116
カワチ薬品,2019,Q4,-164.34596196414503
カワチ薬品,2020,Q1,180.41927059210337
カワチ薬品,2020,Q2,78.45985232024302
カワチ薬品,2020,Q3,195.81485309709728
カワチ薬品,2020,Q4,-161.66971231456228
キッコーマン,2018,Q1,36.055296015212576
キッコーマン,2018,Q2,4.649398117450474
キッコーマン,2018,Q3,53.01108535559726
キッコーマン,2018,Q4,22.77155422876075
キッコーマン,2019,Q1,33.892257070057326
キッコーマン,2019,Q2,37.46884568444224
キッコーマン,2019,Q3,63.05252796800527
キッコーマン,2019,Q4,-137.8143031734109
キッコーマン,2020,Q1,25.67169732029663
キッコーマン,2020,Q2,32.80360809622751
キッコーマン,2020,Q3,157.36861547305668
キッコーマン,2020,Q4,5.722810022271176
キッセイ薬品工業,2018,Q1,67.16049114804129
キッセイ薬品工業,2018,Q2,-35.89117914710792
キッセイ薬品工業,2018,Q3,11.398351527439956
キッセイ薬品工業,2018,Q4,13.937345409394894
キッセイ薬品工業,2019,Q1,11.891769367034255
キッセイ薬品工業,2019,Q2,12.528122323166148
キッセイ薬品工業,2019,Q3,13.151167352146963
キッセイ薬品工業,2019,Q4,-5.973537407016657
キッセイ薬品工業,2020,Q1,2.2992888073245936
キッセイ薬品工業,2020,Q2,-61.892752597454
キッセイ薬品工業,2020,Q3,-31.09417135220248
キッセイ薬品工業,2020,Q4,-19.890837724570915
キトー,2018,Q1,12.443206956220637
キトー,2018,Q2,33.68072140015433
キトー,2018,Q3,88.71504893245117
キトー,2018,Q4,70.4725241337855
キトー,2019,Q1,22.626478232961468
キトー,2019,Q2,128.9260618994678
キトー,2019,Q3,47.35554378020727
キトー,2019,Q4,48.13578899122901
キトー,2020,Q1,14.78658621345425
キトー,2020,Q2,36.60410663921979
キトー,2020,Q3,43.35324810026853
キトー,2020,Q4,31.56266250323317
キムラタン,2018,Q1,-2.777434059406841
キムラタン,2018,Q2,-2.389449077085804
キムラタン,2018,Q3,-1.0554791713465304
キムラタン,2018,Q4,-1.097925071741459
キムラタン,2019,Q1,-1.356766318776414
キムラタン,2019,Q2,-1.8974667648039705
キムラタン,2019,Q3,-1.0866010065778753
キムラタン,2019,Q4,-2.4117133522658576
キムラタン,2020,Q1,-1.5336473580175238
キムラタン,2020,Q2,-0.9429922653350438
キムラタン,2020,Q3,-0.7276526258535205
キムラタン,2020,Q4,-0.6360693035901637
キムラユニティー,2018,Q1,35.50486652495075
キムラユニティー,2018,Q2,19.935573764800964
キムラユニティー,2018,Q3,53.89653948556841
キムラユニティー,2018,Q4,55.98631593001605
キムラユニティー,2019,Q1,21.11359128990813
キムラユニティー,2019,Q2,17.725049718964627
キムラユニティー,2019,Q3,45.95540582142607
キムラユニティー,2019,Q4,-3.824225905841047
キムラユニティー,2020,Q1,-26.36571273647274
キムラユニティー,2020,Q2,19.849602576949696
キムラユニティー,2020,Q3,59.20995110491688
キムラユニティー,2020,Q4,44.01603096676429
キューブシステム,2018,Q1,4.102658053513402
キューブシステム,2018,Q2,10.027229623385344
キューブシステム,2018,Q3,8.267716581207331
キューブシステム,2018,Q4,11.016426659347443
キューブシステム,2019,Q1,3.9732668754202223
キューブシステム,2019,Q2,10.244504084553212
キューブシステム,2019,Q3,9.36146872495127
キューブシステム,2019,Q4,15.44717433263894
キューブシステム,2020,Q1,9.849695489989289
キューブシステム,2020,Q2,26.618779682443616
キューブシステム,2020,Q3,15.27834586701096
キューブシステム,2020,Q4,19.69035322237296
キョーリン製薬ホールディングス,2018,Q1,2.74496909105261
キョーリン製薬ホールディングス,2018,Q2,26.559834704117907
キョーリン製薬ホールディングス,2018,Q3,83.56889272093046
キョーリン製薬ホールディングス,2018,Q4,80.4661772322142
キョーリン製薬ホールディングス,2019,Q1,23.68017007943677
キョーリン製薬ホールディングス,2019,Q2,31.17418939588123
キョーリン製薬ホールディングス,2019,Q3,132.99520269588533
キョーリン製薬ホールディングス,2019,Q4,2.638355220168272
キョーリン製薬ホールディングス,2020,Q1,-63.36372519154891
キョーリン製薬ホールディングス,2020,Q2,-31.40362966593524
キョーリン製薬ホールディングス,2020,Q3,60.72842586150409
キョーリン製薬ホールディングス,2020,Q4,44.80363086744528
キング,2018,Q1,11.967694404916235
キング,2018,Q2,9.267165003908348
キング,2018,Q3,9.85622755047869
キング,2018,Q4,11.51286539456619
キング,2019,Q1,12.559078980960628
キング,2019,Q2,13.838169665696244
キング,2019,Q3,10.389155802775688
キング,2019,Q4,7.394386525273
キング,2020,Q1,0.3779885427803844
キング,2020,Q2,-10.49749411141885
キング,2020,Q3,-12.646383790843842
キング,2020,Q4,4.620847516547835
キーエンス,2018,Q1,491.068103213136
キーエンス,2018,Q2,556.0199166183647
キーエンス,2018,Q3,515.149618553746
キーエンス,2018,Q4,481.9369114681685
キーエンス,2019,Q1,381.0108014210065
キーエンス,2019,Q2,383.7152620579489
キーエンス,2019,Q3,146.62591586203388
キーエンス,2019,Q4,133.56423195311044
キーエンス,2020,Q1,137.8813835679386
キーエンス,2020,Q2,235.4761399582956
キーエンス,2020,Q3,293.14889438178403
キーエンス,2020,Q4,284.5064381969409
キーコーヒー,2018,Q1,7.639985258511771
キーコーヒー,2018,Q2,-12.729056933128165
キーコーヒー,2018,Q3,99.55701204340824
キーコーヒー,2018,Q4,-20.20374645204032
キーコーヒー,2019,Q1,-4.927347402490383
キーコーヒー,2019,Q2,-12.739091335638305
キーコーヒー,2019,Q3,43.530303806528494
キーコーヒー,2019,Q4,-8.448432749430925
キーコーヒー,2020,Q1,-49.44114964965834
キーコーヒー,2020,Q2,-62.77319442873275
キーコーヒー,2020,Q3,-7.269157375163672
キーコーヒー,2020,Q4,-36.18194214193811
クオールホールディングス,2018,Q1,26.064223169524062
クオールホールディングス,2018,Q2,27.670449819563537
クオールホールディングス,2018,Q3,23.90386643323008
クオールホールディングス,2018,Q4,26.64001495118012
クオールホールディングス,2019,Q1,47.0765080158909
クオールホールディングス,2019,Q2,34.22979429067548
クオールホールディングス,2019,Q3,16.627403419059682
クオールホールディングス,2019,Q4,21.05020709315771
クオールホールディングス,2020,Q1,-1.556594779252685
クオールホールディングス,2020,Q2,20.49996550254441
クオールホールディングス,2020,Q3,49.060657184859856
クオールホールディングス,2020,Q4,46.40936478731289
クニミネ工業,2018,Q1,20.52144377560246
クニミネ工業,2018,Q2,12.874077986075749
クニミネ工業,2018,Q3,46.87952778859719
クニミネ工業,2018,Q4,26.11332857272605
クニミネ工業,2019,Q1,40.763771579829545
クニミネ工業,2019,Q2,30.555151080158318
クニミネ工業,2019,Q3,47.33650607720661
クニミネ工業,2019,Q4,37.78447421444294
クニミネ工業,2020,Q1,21.537849305603736
クニミネ工業,2020,Q2,17.502927738645944
クニミネ工業,2020,Q3,49.922257326707005
クニミネ工業,2020,Q4,28.26600705194584
クボテック,2018,Q1,-13.61347315913362
クボテック,2018,Q2,-8.992145830427198
クボテック,2018,Q3,-34.9141835833196
クボテック,2018,Q4,-23.490892325835915
クボテック,2019,Q1,25.925774018644475
クボテック,2019,Q2,55.94640422670264
クボテック,2019,Q3,11.399727399257358
クボテック,2019,Q4,-3.263884778848848
クボテック,2020,Q1,-3.525512834191545
クボテック,2020,Q2,-12.010158980149017
クボテック,2020,Q3,-3.236285505769615
クボテック,2020,Q4,-12.8886004578235
クラボウ,2018,Q1,6.1707501076110844
クラボウ,2018,Q2,3.4176331041203127
クラボウ,2018,Q3,96.65489655608538
クラボウ,2018,Q4,-49.24849267766521
クラボウ,2019,Q1,55.5267396988737
クラボウ,2019,Q2,-6.241722948861611
クラボウ,2019,Q3,-36.82666877672631
クラボウ,2019,Q4,46.83004827980072
クラボウ,2020,Q1,-5.8947089195683136
クラボウ,2020,Q2,-60.19504684653385
クラボウ,2020,Q3,54.19320149456894
クラボウ,2020,Q4,42.430181105833526
クリナップ,2018,Q1,60.36544671013135
クリナップ,2018,Q2,-25.398095851903207
クリナップ,2018,Q3,25.02995989787653
クリナップ,2018,Q4,-2.842777495800106
クリナップ,2019,Q1,-3.4603346020118764
クリナップ,2019,Q2,68.86591441887225
クリナップ,2019,Q3,-0.7262449389829548
クリナップ,2019,Q4,-38.09288590506497
クリナップ,2020,Q1,-11.019177418934056
クリナップ,2020,Q2,12.71318639177145
クリナップ,2020,Q3,43.60073084523869
クリナップ,2020,Q4,3.698719003917111
クレスコ,2018,Q1,27.844072244611997
クレスコ,2018,Q2,70.46523471025452
クレスコ,2018,Q3,60.698337862509874
クレスコ,2018,Q4,37.62205544958594
クレスコ,2019,Q1,64.18985181578475
クレスコ,2019,Q2,51.18516665711251
クレスコ,2019,Q3,46.61105246264719
クレスコ,2019,Q4,76.6347368901385
クレスコ,2020,Q1,72.35465603552817
クレスコ,2020,Q2,136.53316929367898
クレスコ,2020,Q3,73.82589812703428
クレスコ,2020,Q4,37.26563259587051
クレハ,2018,Q1,-18.23037655974822
クレハ,2018,Q2,-30.643612977140304
クレハ,2018,Q3,189.50510691607892
クレハ,2018,Q4,5.908188604865764
クレハ,2019,Q1,290.6427953860614
クレハ,2019,Q2,279.074954078843
クレハ,2019,Q3,270.09477762192114
クレハ,2019,Q4,150.82748727858598
クレハ,2020,Q1,363.1140011520435
クレハ,2020,Q2,842.4807691428828
クレハ,2020,Q3,-290.8539077723442
クレハ,2020,Q4,1110.7817982371091
クロスキャット,2018,Q1,7.917984749935091
クロスキャット,2018,Q2,19.82561882916854
クロスキャット,2018,Q3,6.899887894629439
クロスキャット,2018,Q4,29.8302780184796
クロスキャット,2019,Q1,4.455246544738383
クロスキャット,2019,Q2,23.87658227175723
クロスキャット,2019,Q3,16.85093486110948
クロスキャット,2019,Q4,20.11350338352745
クロスキャット,2020,Q1,9.086685631235053
クロスキャット,2020,Q2,20.81149930602788
クロスキャット,2020,Q3,17.750876152676803
クロスキャット,2020,Q4,19.934596069010997
クロップス,2018,Q1,28.66370471977589
クロップス,2018,Q2,14.303650946542533
クロップス,2018,Q3,5.9643771582179
クロップス,2018,Q4,15.733133016111651
クロップス,2019,Q1,25.519906481856975
クロップス,2019,Q2,28.549592615191365
クロップス,2019,Q3,38.90905139690124
クロップス,2019,Q4,17.9075460041637
クロップス,2020,Q1,-11.50548456028025
クロップス,2020,Q2,17.3617251983243
クロップス,2020,Q3,33.55423379419665
クロップス,2020,Q4,4.589275378633026
クワザワホールディングス,2018,Q1,-33.54954892744303
クワザワホールディングス,2018,Q2,-207.2642073945997
クワザワホールディングス,2018,Q3,326.4889114142918
クワザワホールディングス,2018,Q4,765.9558965611984
クワザワホールディングス,2019,Q1,-100.77203561382126
クワザワホールディングス,2019,Q2,40.906396425620265
クワザワホールディングス,2019,Q3,46.93330853552624
クワザワホールディングス,2019,Q4,17.317528978409797
クワザワホールディングス,2020,Q1,-13.336366385057232
クワザワホールディングス,2020,Q2,79.73043783909162
クワザワホールディングス,2020,Q3,-16.394202040018204
クワザワホールディングス,2020,Q4,-53.40811780905607
グランディハウス,2018,Q1,16.657767005822052
グランディハウス,2018,Q2,16.896658689328525
グランディハウス,2018,Q3,19.66968577071981
グランディハウス,2018,Q4,13.797826760493477
グランディハウス,2019,Q1,11.469793566637184
グランディハウス,2019,Q2,8.561333400179159
グランディハウス,2019,Q3,8.040778178762597
グランディハウス,2019,Q4,12.881002323589382
グランディハウス,2020,Q1,2.087190942694722
グランディハウス,2020,Q2,11.374161006426842
グランディハウス,2020,Q3,14.16286288688558
グランディハウス,2020,Q4,13.146400140606936
グリムス,2018,Q1,21.54757354782581
グリムス,2018,Q2,-5.073965116472976
グリムス,2018,Q3,19.22445492805892
グリムス,2018,Q4,24.754644034596037
グリムス,2019,Q1,41.03379401789834
グリムス,2019,Q2,16.435653285540646
グリムス,2019,Q3,50.230416842855234
グリムス,2019,Q4,19.78318687004996
グリムス,2020,Q1,52.259951701489335
グリムス,2020,Q2,14.427481405769008
グリムス,2020,Q3,10.50630819678544
グリムス,2020,Q4,-21.02138086990611
グルメ杵屋,2018,Q1,27.09316758564205
グルメ杵屋,2018,Q2,114.01806819962212
グルメ杵屋,2018,Q3,-45.23710876821946
グルメ杵屋,2018,Q4,-40.05114730473019
グルメ杵屋,2019,Q1,-42.09841948969682
グルメ杵屋,2019,Q2,-9.846676738952652
グルメ杵屋,2019,Q3,22.627144723877407
