企業名,会計年度,四半期,y_hat_ml1,best_hyparam
かどや製油,2019,Q4,142.24247387024707,[0.01]
かどや製油,2020,Q1,39.21242622607497,[0.01]
かどや製油,2020,Q2,38.890083593016016,[0.01]
かどや製油,2020,Q3,36.15521327629631,[0.01]
かどや製油,2020,Q4,30.121183084077302,[0.01]
きんでん,2018,Q1,7.638638140326986,[1]
きんでん,2018,Q2,27.97646764529528,[1]
きんでん,2018,Q3,34.244993867604876,[1]
きんでん,2018,Q4,69.12953309450168,[1]
きんでん,2019,Q1,14.25526514445895,[1]
きんでん,2019,Q2,31.694995110029,[1]
きんでん,2019,Q3,43.21260672669163,[1]
きんでん,2019,Q4,68.01063358914578,[1]
きんでん,2020,Q1,14.677135267926634,[1]
きんでん,2020,Q2,34.824678678671674,[1]
きんでん,2020,Q3,41.63489265175451,[1]
きんでん,2020,Q4,66.86007349463793,[1]
さくらインターネット,2018,Q1,5.92904229693746,[100]
さくらインターネット,2018,Q2,-6.185308671840566,[100]
さくらインターネット,2018,Q3,14.44876343588627,[100]
さくらインターネット,2018,Q4,18.738222402433195,[100]
さくらインターネット,2019,Q1,12.482422462048792,[100]
さくらインターネット,2019,Q2,4.003380046808527,[100]
さくらインターネット,2019,Q3,1.4449018305737429,[100]
さくらインターネット,2019,Q4,3.6133885111603963,[100]
さくらインターネット,2020,Q1,5.577652045113943,[100]
さくらインターネット,2020,Q2,1.3418403058007833,[100]
さくらインターネット,2020,Q3,6.059250775523937,[100]
さくらインターネット,2020,Q4,6.026721758434394,[100]
たけびし,2018,Q1,42.87849252418914,[0.001]
たけびし,2018,Q2,44.05845768024079,[0.001]
たけびし,2018,Q3,41.92237423722713,[0.001]
たけびし,2018,Q4,40.10669584327752,[0.001]
たけびし,2019,Q1,33.65827972662544,[0.001]
たけびし,2019,Q2,38.577607524180394,[0.001]
たけびし,2019,Q3,25.502196885685976,[0.001]
たけびし,2019,Q4,20.051219242638126,[0.001]
たけびし,2020,Q1,27.795649472376226,[0.001]
たけびし,2020,Q2,26.920059314673495,[0.001]
たけびし,2020,Q3,22.524927425095598,[0.001]
たけびし,2020,Q4,27.28118449153203,[0.001]
なとり,2018,Q1,24.259492146015795,[10]
なとり,2018,Q2,22.30039955918469,[10]
なとり,2018,Q3,64.32069669262764,[10]
なとり,2018,Q4,-18.560864698273132,[10]
なとり,2019,Q1,17.48775010806623,[10]
なとり,2019,Q2,26.593110713039053,[10]
なとり,2019,Q3,60.54286068264308,[10]
なとり,2019,Q4,-14.840432138736576,[10]
なとり,2020,Q1,25.857963750026393,[10]
なとり,2020,Q2,27.600301586105743,[10]
なとり,2020,Q3,84.00567750851296,[10]
なとり,2020,Q4,-14.377048548282229,[10]
はせがわ,2018,Q1,-8.554705723865112,[0.1]
はせがわ,2018,Q2,24.50287969505159,[0.1]
はせがわ,2018,Q3,-0.37448492229700037,[0.1]
はせがわ,2018,Q4,-9.29036086830773,[0.1]
はせがわ,2019,Q1,-22.802356881718765,[0.1]
はせがわ,2019,Q2,15.524419340734255,[0.1]
はせがわ,2019,Q3,-27.03649174060621,[0.1]
はせがわ,2019,Q4,-39.351450289424406,[0.1]
はせがわ,2020,Q1,-21.950216354040293,[0.1]
はせがわ,2020,Q2,9.197752201092243,[0.1]
はせがわ,2020,Q3,-0.6822653472244156,[0.1]
はせがわ,2020,Q4,2.448568237729603,[0.1]
はるやまホールディングス,2018,Q1,-2.1428074836985047,[100]
はるやまホールディングス,2018,Q2,-23.952596328050475,[100]
はるやまホールディングス,2018,Q3,24.462007462664914,[100]
はるやまホールディングス,2018,Q4,65.56814947178627,[100]
はるやまホールディングス,2019,Q1,-9.74054957881146,[100]
はるやまホールディングス,2019,Q2,-29.428276766580428,[100]
はるやまホールディングス,2019,Q3,5.290411356505601,[100]
はるやまホールディングス,2019,Q4,44.91591269136157,[100]
はるやまホールディングス,2020,Q1,-33.17586660996389,[100]
はるやまホールディングス,2020,Q2,-64.26980476889813,[100]
はるやまホールディングス,2020,Q3,-33.17178997088062,[100]
はるやまホールディングス,2020,Q4,-18.41688116455102,[100]
ぴあ,2018,Q1,24.800658645878638,[100]
ぴあ,2018,Q2,20.91382899997214,[100]
ぴあ,2018,Q3,12.98005217265888,[100]
ぴあ,2018,Q4,36.48717108012407,[100]
ぴあ,2019,Q1,19.20406431330281,[100]
ぴあ,2019,Q2,16.90163006828363,[100]
ぴあ,2019,Q3,-4.466160529831463,[100]
ぴあ,2019,Q4,17.23882137504748,[100]
ぴあ,2020,Q1,-43.08599443001671,[100]
ぴあ,2020,Q2,-79.8918146551896,[100]
ぴあ,2020,Q3,-31.49502023546853,[100]
ぴあ,2020,Q4,-74.04119819307958,[100]
りらいあコミュニケーションズ,2018,Q1,19.275339210742114,[1000]
りらいあコミュニケーションズ,2018,Q2,18.871728099631007,[1000]
りらいあコミュニケーションズ,2018,Q3,18.319783655186562,[1000]
りらいあコミュニケーションズ,2018,Q4,17.515894766297674,[1000]
りらいあコミュニケーションズ,2019,Q1,12.504228099631005,[1000]
りらいあコミュニケーションズ,2019,Q2,12.33617254407545,[1000]
りらいあコミュニケーションズ,2019,Q3,12.095616988519895,[1000]
りらいあコミュニケーションズ,2019,Q4,12.367283655186561,[1000]
りらいあコミュニケーションズ,2020,Q1,12.664228099631005,[1000]
りらいあコミュニケーションズ,2020,Q2,12.314783655186561,[1000]
りらいあコミュニケーションズ,2020,Q3,12.19361111111111,[1000]
りらいあコミュニケーションズ,2020,Q4,12.34222222222222,[1000]
わかもと製薬,2018,Q1,0.5997222222222222,[100]
わかもと製薬,2018,Q2,0.7313888888888889,[100]
わかもと製薬,2018,Q3,0.5477777777777777,[100]
わかもと製薬,2018,Q4,0.6452777777777778,[100]
わかもと製薬,2019,Q1,0.41527777777777775,[100]
わかもと製薬,2019,Q2,0.2905555555555555,[100]
わかもと製薬,2019,Q3,-0.5833333333333331,[100]
わかもと製薬,2019,Q4,-0.49249999999999994,[100]
わかもと製薬,2020,Q1,-0.5677777777777778,[100]
わかもと製薬,2020,Q2,-0.4897222222222221,[100]
わかもと製薬,2020,Q3,-0.9772222222222222,[100]
わかもと製薬,2020,Q4,-0.8527777777777777,[100]
アイカ工業,2018,Q1,45.68355170752553,[0.1]
アイカ工業,2018,Q2,57.7205115940748,[0.1]
アイカ工業,2018,Q3,65.99477872188073,[0.1]
アイカ工業,2018,Q4,60.753231077158226,[0.1]
アイカ工業,2019,Q1,49.78204313912321,[0.1]
アイカ工業,2019,Q2,50.228490003365266,[0.1]
アイカ工業,2019,Q3,45.16349951353495,[0.1]
アイカ工業,2019,Q4,53.14400631015073,[0.1]
アイカ工業,2020,Q1,37.10852716305971,[0.1]
アイカ工業,2020,Q2,36.14441780071186,[0.1]
アイカ工業,2020,Q3,62.60007502038722,[0.1]
アイカ工業,2020,Q4,64.38353752999024,[0.1]
アイコム,2018,Q1,17.297335341736314,[100]
アイコム,2018,Q2,23.513742854937043,[100]
アイコム,2018,Q3,27.000098648012298,[100]
アイコム,2018,Q4,111.3455462868853,[100]
アイコム,2019,Q1,-5.512356106646173,[100]
アイコム,2019,Q2,1.7743095160510336,[100]
アイコム,2019,Q3,37.87143659926127,[100]
アイコム,2019,Q4,53.89321690390058,[100]
アイコム,2020,Q1,-13.5732583027436,[100]
アイコム,2020,Q2,2.744868865693604,[100]
アイコム,2020,Q3,27.13111842871477,[100]
アイコム,2020,Q4,51.338055086019395,[100]
アイシン,2018,Q1,167.27676924537622,[100]
アイシン,2018,Q2,64.0509138308058,[100]
アイシン,2018,Q3,109.72927038187851,[100]
アイシン,2018,Q4,113.34606465129362,[100]
アイシン,2019,Q1,116.58615667361018,[100]
アイシン,2019,Q2,7.232486570151309,[100]
アイシン,2019,Q3,61.055431884848446,[100]
アイシン,2019,Q4,34.20578794334075,[100]
アイシン,2020,Q1,-175.56767900533083,[100]
アイシン,2020,Q2,23.508925033721503,[100]
アイシン,2020,Q3,185.59141204057886,[100]
アイシン,2020,Q4,102.51197302544857,[100]
アイダエンジニアリング,2018,Q1,24.985918356298356,[1]
アイダエンジニアリング,2018,Q2,10.091927215985834,[1]
アイダエンジニアリング,2018,Q3,5.8942197052795535,[1]
アイダエンジニアリング,2018,Q4,21.339912933872803,[1]
アイダエンジニアリング,2019,Q1,11.174504462584672,[1]
アイダエンジニアリング,2019,Q2,21.206735054391388,[1]
アイダエンジニアリング,2019,Q3,16.596311031258626,[1]
アイダエンジニアリング,2019,Q4,26.15742570174822,[1]
アイダエンジニアリング,2020,Q1,4.202749749726333,[1]
アイダエンジニアリング,2020,Q2,19.718874682299113,[1]
アイダエンジニアリング,2020,Q3,12.535936735381084,[1]
アイダエンジニアリング,2020,Q4,26.177600424259158,[1]
アイチコーポレーション,2018,Q1,5.812404467878753,[1]
アイチコーポレーション,2018,Q2,18.122873758849217,[1]
アイチコーポレーション,2018,Q3,21.900067661827855,[1]
アイチコーポレーション,2018,Q4,24.19782408592894,[1]
アイチコーポレーション,2019,Q1,14.342193252613125,[1]
アイチコーポレーション,2019,Q2,17.2783003776348,[1]
アイチコーポレーション,2019,Q3,6.16071240625517,[1]
アイチコーポレーション,2019,Q4,20.367729091283923,[1]
アイチコーポレーション,2020,Q1,11.133760730671705,[1]
アイチコーポレーション,2020,Q2,16.66455316998872,[1]
アイチコーポレーション,2020,Q3,13.861992599541592,[1]
アイチコーポレーション,2020,Q4,24.361597310803617,[1]
アイティフォー,2018,Q1,4.9643488373540965,[1]
アイティフォー,2018,Q2,6.865165917156608,[1]
アイティフォー,2018,Q3,8.94126190602885,[1]
アイティフォー,2018,Q4,23.555460429489354,[1]
アイティフォー,2019,Q1,5.711086857372699,[1]
アイティフォー,2019,Q2,7.984906374945631,[1]
アイティフォー,2019,Q3,8.022723077051975,[1]
アイティフォー,2019,Q4,21.55544703456506,[1]
アイティフォー,2020,Q1,8.551636699778498,[1]
アイティフォー,2020,Q2,14.15917282379945,[1]
アイティフォー,2020,Q3,9.950471133145065,[1]
アイティフォー,2020,Q4,23.075297683289875,[1]
アイティメディア,2018,Q1,-2.013722518206663,[0.01]
アイティメディア,2018,Q2,8.154935576855564,[0.01]
アイティメディア,2018,Q3,3.8035690587105364,[0.01]
アイティメディア,2018,Q4,-1.7871917712161576,[0.01]
アイティメディア,2019,Q1,5.894784000419207,[0.01]
アイティメディア,2019,Q2,12.959127116038815,[0.01]
アイティメディア,2019,Q3,9.15888521414945,[0.01]
アイティメディア,2019,Q4,9.708903855376462,[0.01]
アイティメディア,2020,Q1,11.241393170828502,[0.01]
アイティメディア,2020,Q2,15.639988438666974,[0.01]
アイティメディア,2020,Q3,22.22185132187944,[0.01]
アイティメディア,2020,Q4,23.675317929243825,[0.01]
アイネス,2018,Q1,9.582777777777778,[1000]
アイネス,2018,Q2,9.5275,[1000]
アイネス,2018,Q3,9.475555555555555,[1000]
アイネス,2018,Q4,10.025277777777777,[1000]
アイネス,2019,Q1,10.260833333333332,[1000]
アイネス,2019,Q2,11.011388888888888,[1000]
アイネス,2019,Q3,8.8475,[1000]
アイネス,2019,Q4,13.409166666666668,[1000]
アイネス,2020,Q1,11.960555555555553,[1000]
アイネス,2020,Q2,12.272499999999999,[1000]
アイネス,2020,Q3,11.668055555555556,[1000]
アイネス,2020,Q4,12.413333333333334,[1000]
アイネット,2018,Q1,13.999833680540135,[0.001]
アイネット,2018,Q2,25.330734826587104,[0.001]
アイネット,2018,Q3,28.912693106030247,[0.001]
アイネット,2018,Q4,23.803997681381304,[0.001]
アイネット,2019,Q1,21.52130993278854,[0.001]
アイネット,2019,Q2,31.192892369296715,[0.001]
アイネット,2019,Q3,24.776563069045153,[0.001]
アイネット,2019,Q4,24.552872046146987,[0.001]
アイネット,2020,Q1,1.3301930848703805,[0.001]
アイネット,2020,Q2,24.150798575472123,[0.001]
アイネット,2020,Q3,23.17281760141748,[0.001]
アイネット,2020,Q4,33.609313698262895,[0.001]
アイホン,2018,Q1,18.733428621146913,[0.01]
アイホン,2018,Q2,77.05042367123997,[0.01]
アイホン,2018,Q3,31.759734556459307,[0.01]
アイホン,2018,Q4,67.24274083191085,[0.01]
アイホン,2019,Q1,29.463793073991383,[0.01]
アイホン,2019,Q2,79.85932316540448,[0.01]
アイホン,2019,Q3,21.827904582160954,[0.01]
アイホン,2019,Q4,24.223349145087013,[0.01]
アイホン,2020,Q1,8.256320494093416,[0.01]
アイホン,2020,Q2,49.52810108668541,[0.01]
アイホン,2020,Q3,43.20570724224763,[0.01]
アイホン,2020,Q4,-9.480255212087059,[0.01]
アイロムグループ,2018,Q1,18.405418508531277,[1000]
アイロムグループ,2018,Q2,47.9811539826148,[1000]
アイロムグループ,2018,Q3,31.860503072073797,[1000]
アイロムグループ,2018,Q4,44.7488569482287,[1000]
アイロムグループ,2019,Q1,9.45987985969414,[1000]
アイロムグループ,2019,Q2,4.057685065684517,[1000]
アイロムグループ,2019,Q3,22.6679402422209,[1000]
アイロムグループ,2019,Q4,43.91141793468963,[1000]
アイロムグループ,2020,Q1,-3.84316079345113,[1000]
アイロムグループ,2020,Q2,41.01772354430683,[1000]
アイロムグループ,2020,Q3,134.10088884373596,[1000]
アイロムグループ,2020,Q4,14.11803167499059,[1000]
アキレス,2018,Q1,30.48136661176428,[100]
アキレス,2018,Q2,25.52851739893601,[100]
アキレス,2018,Q3,28.385553941214376,[100]
アキレス,2018,Q4,14.053688182328603,[100]
アキレス,2019,Q1,18.71089843898125,[100]
アキレス,2019,Q2,4.1588510740582425,[100]
アキレス,2019,Q3,13.187282343640948,[100]
アキレス,2019,Q4,9.944126293204832,[100]
アキレス,2020,Q1,14.37167420814237,[100]
アキレス,2020,Q2,45.333151509181015,[100]
アキレス,2020,Q3,27.3047873776709,[100]
アキレス,2020,Q4,29.04515796318708,[100]
アクシアル　リテイリング,2018,Q1,64.13355123877761,[10]
アクシアル　リテイリング,2018,Q2,77.41152166372329,[10]
アクシアル　リテイリング,2018,Q3,83.17423975866919,[10]
アクシアル　リテイリング,2018,Q4,48.83371311782529,[10]
アクシアル　リテイリング,2019,Q1,72.64811908951837,[10]
アクシアル　リテイリング,2019,Q2,74.11057101409823,[10]
アクシアル　リテイリング,2019,Q3,81.61153462280106,[10]
アクシアル　リテイリング,2019,Q4,49.392462875985274,[10]
アクシアル　リテイリング,2020,Q1,92.34917163241693,[10]
アクシアル　リテイリング,2020,Q2,96.31975528494156,[10]
アクシアル　リテイリング,2020,Q3,104.3116040917879,[10]
アクシアル　リテイリング,2020,Q4,43.814447304800986,[10]
アクセル,2018,Q1,-12.085857110383742,[10]
アクセル,2018,Q2,-6.4535109434741,[10]
アクセル,2018,Q3,-3.1777600442614844,[10]
アクセル,2018,Q4,-11.372358067377853,[10]
アクセル,2019,Q1,1.1543960049995725,[10]
アクセル,2019,Q2,-6.7019207876106,[10]
アクセル,2019,Q3,14.34123071742111,[10]
アクセル,2019,Q4,-1.3755855540041928,[10]
アクセル,2020,Q1,28.085933163523627,[10]
アクセル,2020,Q2,-5.615190290723106,[10]
アクセル,2020,Q3,9.236766803379261,[10]
アクセル,2020,Q4,16.721286287203263,[10]
アジアパイルホールディングス,2018,Q1,9.018055555555556,[1000]
アジアパイルホールディングス,2018,Q2,9.758611111111113,[1000]
アジアパイルホールディングス,2018,Q3,10.498055555555558,[1000]
アジアパイルホールディングス,2018,Q4,11.329444444444446,[1000]
アジアパイルホールディングス,2019,Q1,12.014444444444445,[1000]
アジアパイルホールディングス,2019,Q2,12.817777777777778,[1000]
アジアパイルホールディングス,2019,Q3,14.927777777777777,[1000]
アジアパイルホールディングス,2019,Q4,15.755277777777776,[1000]
アジアパイルホールディングス,2020,Q1,16.342777777777776,[1000]
アジアパイルホールディングス,2020,Q2,17.245,[1000]
アジアパイルホールディングス,2020,Q3,17.589999999999996,[1000]
アジアパイルホールディングス,2020,Q4,17.489444444444445,[1000]
アステラス製薬,2018,Q1,32.41746993011396,[100]
アステラス製薬,2018,Q2,24.454450307507237,[100]
アステラス製薬,2018,Q3,28.02608014109797,[100]
アステラス製薬,2018,Q4,13.776710012514535,[100]
アステラス製薬,2019,Q1,31.75603482114926,[100]
アステラス製薬,2019,Q2,22.609575501831735,[100]
アステラス製薬,2019,Q3,30.669242226130702,[100]
アステラス製薬,2019,Q4,18.53342554023838,[100]
アステラス製薬,2020,Q1,29.53298159568,[100]
アステラス製薬,2020,Q2,29.246137932478973,[100]
アステラス製薬,2020,Q3,29.01599846833424,[100]
アステラス製薬,2020,Q4,16.195580698063363,[100]
アズビル,2018,Q1,15.953974711413139,[100]
アズビル,2018,Q2,46.5275419745158,[100]
アズビル,2018,Q3,-13.943367297476115,[100]
アズビル,2018,Q4,83.36742513643628,[100]
アズビル,2019,Q1,9.63223012781775,[100]
アズビル,2019,Q2,27.918520412354283,[100]
アズビル,2019,Q3,-5.704228160538179,[100]
アズビル,2019,Q4,33.47176613634194,[100]
アズビル,2020,Q1,6.417462740159877,[100]
アズビル,2020,Q2,28.856711896413934,[100]
アズビル,2020,Q3,33.43414699511498,[100]
アズビル,2020,Q4,49.72161689417038,[100]
アズワン,2018,Q1,56.70124228033535,[1000]
アズワン,2018,Q2,54.67199242293839,[1000]
アズワン,2018,Q3,57.47212305508477,[1000]
アズワン,2018,Q4,65.1246918387396,[1000]
アズワン,2019,Q1,64.48797676757813,[1000]
アズワン,2019,Q2,59.72316059494122,[1000]
アズワン,2019,Q3,63.69515178179785,[1000]
アズワン,2019,Q4,70.7586811703298,[1000]
アズワン,2020,Q1,70.7008349236688,[1000]
アズワン,2020,Q2,66.8644232254536,[1000]
アズワン,2020,Q3,80.05241853196607,[1000]
アズワン,2020,Q4,80.10179343380771,[1000]
アツギ,2018,Q1,1.2128605041937404,[1000]
アツギ,2018,Q2,0.8014716153048512,[1000]
アツギ,2018,Q3,1.2220271708604067,[1000]
アツギ,2018,Q4,1.2745271708604067,[1000]
アツギ,2019,Q1,-65.72136863225329,[1000]
アツギ,2019,Q2,-40.92000424207608,[1000]
アツギ,2019,Q3,-23.59306269699644,[1000]
アツギ,2019,Q4,-66.21299459089771,[1000]
アツギ,2020,Q1,-64.08111864841695,[1000]
アツギ,2020,Q2,-153.71827379969753,[1000]
アツギ,2020,Q3,-62.17261309613615,[1000]
アツギ,2020,Q4,-56.97090558423852,[1000]
アドウェイズ,2018,Q1,-0.5798956310838967,[1000]
アドウェイズ,2018,Q2,-0.32085619481406447,[1000]
アドウェイズ,2018,Q3,-0.213257615483732,[1000]
アドウェイズ,2018,Q4,-7.5207572830493605,[1000]
アドウェイズ,2019,Q1,-14.758389494639705,[1000]
アドウェイズ,2019,Q2,-2.375335044625282,[1000]
アドウェイズ,2019,Q3,-6.205680078737832,[1000]
アドウェイズ,2019,Q4,-1.1838257527117255,[1000]
アドウェイズ,2020,Q1,-7.081463833078307,[1000]
アドウェイズ,2020,Q2,-5.51436357538595,[1000]
アドウェイズ,2020,Q3,-1.0267090344595866,[1000]
アドウェイズ,2020,Q4,4.446595460170386,[1000]
アドソル日進,2018,Q1,16.65273406649145,[10]
アドソル日進,2018,Q2,17.371048612360454,[10]
アドソル日進,2018,Q3,17.32852704277851,[10]
アドソル日進,2018,Q4,14.254267363438878,[10]
アドソル日進,2019,Q1,22.260993581724804,[10]
アドソル日進,2019,Q2,23.993277675332436,[10]
アドソル日進,2019,Q3,24.20477102712171,[10]
アドソル日進,2019,Q4,18.62672612408289,[10]
アドソル日進,2020,Q1,25.686737144149426,[10]
アドソル日進,2020,Q2,25.21335462118724,[10]
アドソル日進,2020,Q3,25.46758770613251,[10]
アドソル日進,2020,Q4,17.219881823815122,[10]
アドバンテスト,2018,Q1,71.48477332925849,[10]
アドバンテスト,2018,Q2,79.20918292226605,[10]
アドバンテスト,2018,Q3,82.3311880834048,[10]
アドバンテスト,2018,Q4,50.602903590180645,[10]
アドバンテスト,2019,Q1,59.66266608459065,[10]
アドバンテスト,2019,Q2,78.57179595526783,[10]
アドバンテスト,2019,Q3,59.471467150257716,[10]
アドバンテスト,2019,Q4,52.58437881670143,[10]
アドバンテスト,2020,Q1,62.120398603673564,[10]
アドバンテスト,2020,Q2,67.81740132956926,[10]
アドバンテスト,2020,Q3,68.62459970068092,[10]
アドバンテスト,2020,Q4,89.3938760376881,[10]
アドヴァングループ,2018,Q1,-4.617003718251455,[1]
アドヴァングループ,2018,Q2,27.551496277703336,[1]
アドヴァングループ,2018,Q3,44.610939326573074,[1]
アドヴァングループ,2018,Q4,-3.9014107497497212,[1]
アドヴァングループ,2019,Q1,44.15764955809656,[1]
アドヴァングループ,2019,Q2,26.113204261991388,[1]
アドヴァングループ,2019,Q3,43.994294362089306,[1]
アドヴァングループ,2019,Q4,30.024899202123933,[1]
アドヴァングループ,2020,Q1,25.86964983439647,[1]
アドヴァングループ,2020,Q2,24.76618997183192,[1]
アドヴァングループ,2020,Q3,23.69854484300747,[1]
アドヴァングループ,2020,Q4,21.991338216387568,[1]
アマダ,2018,Q1,13.99167173742639,[100]
アマダ,2018,Q2,18.760811634991313,[100]
アマダ,2018,Q3,13.947135023621708,[100]
アマダ,2018,Q4,20.87485520605109,[100]
アマダ,2019,Q1,17.879575901981617,[100]
アマダ,2019,Q2,19.470025540183116,[100]
アマダ,2019,Q3,13.640365345802415,[100]
アマダ,2019,Q4,20.06515396526983,[100]
アマダ,2020,Q1,15.758027979693658,[100]
アマダ,2020,Q2,14.964981250489807,[100]
アマダ,2020,Q3,11.520431927322292,[100]
アマダ,2020,Q4,15.776239221310917,[100]
アマノ,2018,Q1,18.793096688027177,[10]
アマノ,2018,Q2,37.30598030650868,[10]
アマノ,2018,Q3,31.479247036554057,[10]
アマノ,2018,Q4,51.55827665759884,[10]
アマノ,2019,Q1,20.485975240938025,[10]
アマノ,2019,Q2,36.73486139118104,[10]
アマノ,2019,Q3,28.235775249050175,[10]
アマノ,2019,Q4,48.60558770099725,[10]
アマノ,2020,Q1,8.966113266797535,[10]
アマノ,2020,Q2,27.172144076799782,[10]
アマノ,2020,Q3,22.94910004644177,[10]
アマノ,2020,Q4,37.70091715918677,[10]
アミューズ,2018,Q1,56.87870340603064,[100]
アミューズ,2018,Q2,6.7245887104727515,[100]
アミューズ,2018,Q3,35.75651041835296,[100]
アミューズ,2018,Q4,88.71703087747514,[100]
アミューズ,2019,Q1,86.96834906786677,[100]
アミューズ,2019,Q2,47.88839508633989,[100]
アミューズ,2019,Q3,59.505952827976074,[100]
アミューズ,2019,Q4,8.213425914453893,[100]
アミューズ,2020,Q1,20.005896678645367,[100]
アミューズ,2020,Q2,57.72725149307831,[100]
アミューズ,2020,Q3,61.23742908437781,[100]
アミューズ,2020,Q4,12.375071931037656,[100]
アリアケジャパン,2018,Q1,37.90907774006113,[1000]
アリアケジャパン,2018,Q2,40.30370398852968,[1000]
アリアケジャパン,2018,Q3,42.807477557261365,[1000]
アリアケジャパン,2018,Q4,39.9578059096684,[1000]
アリアケジャパン,2019,Q1,68.30602299373521,[1000]
アリアケジャパン,2019,Q2,63.990913736342016,[1000]
アリアケジャパン,2019,Q3,61.219634708131274,[1000]
アリアケジャパン,2019,Q4,78.32795409383782,[1000]
アリアケジャパン,2020,Q1,60.283516531814556,[1000]
アリアケジャパン,2020,Q2,53.06043512652644,[1000]
アリアケジャパン,2020,Q3,58.403440365347784,[1000]
アリアケジャパン,2020,Q4,71.77889854808502,[1000]
アルインコ,2018,Q1,2.7513112593341287,[0.1]
アルインコ,2018,Q2,33.30472645350614,[0.1]
アルインコ,2018,Q3,30.677835779145134,[0.1]
アルインコ,2018,Q4,6.740375182846272,[0.1]
アルインコ,2019,Q1,30.920120532238247,[0.1]
アルインコ,2019,Q2,33.79443714341066,[0.1]
アルインコ,2019,Q3,40.85781545321532,[0.1]
アルインコ,2019,Q4,10.776950867938666,[0.1]
アルインコ,2020,Q1,3.6989283186606734,[0.1]
アルインコ,2020,Q2,4.1153686847253965,[0.1]
アルインコ,2020,Q3,20.51642835214331,[0.1]
アルインコ,2020,Q4,18.810500269913916,[0.1]
アルコニックス,2018,Q1,99.59938650289219,[100]
アルコニックス,2018,Q2,20.03825405865956,[100]
アルコニックス,2018,Q3,54.057497952952815,[100]
アルコニックス,2018,Q4,49.201024097611636,[100]
アルコニックス,2019,Q1,58.03966352493252,[100]
アルコニックス,2019,Q2,47.978259326997154,[100]
アルコニックス,2019,Q3,14.126844874041035,[100]
アルコニックス,2019,Q4,21.993962764278635,[100]
アルコニックス,2020,Q1,25.256802839965186,[100]
アルコニックス,2020,Q2,38.91636551373361,[100]
アルコニックス,2020,Q3,44.286451500655154,[100]
アルコニックス,2020,Q4,17.916495055309948,[100]
アルゴグラフィックス,2018,Q1,45.00335125340918,[1000]
アルゴグラフィックス,2018,Q2,51.30903814523912,[1000]
アルゴグラフィックス,2018,Q3,57.859852098330805,[1000]
アルゴグラフィックス,2018,Q4,70.23281583744821,[1000]
アルゴグラフィックス,2019,Q1,30.46621454094241,[1000]
アルゴグラフィックス,2019,Q2,38.763098931134316,[1000]
アルゴグラフィックス,2019,Q3,23.30807386016305,[1000]
アルゴグラフィックス,2019,Q4,39.29691920179543,[1000]
アルゴグラフィックス,2020,Q1,26.517198097130873,[1000]
アルゴグラフィックス,2020,Q2,27.555038853501863,[1000]
アルゴグラフィックス,2020,Q3,32.42270772774511,[1000]
アルゴグラフィックス,2020,Q4,40.46955304883162,[1000]
アルファ,2018,Q1,29.529890138984026,[1000]
アルファ,2018,Q2,28.7576113442844,[1000]
アルファ,2018,Q3,33.47379214128664,[1000]
