企業名,会計年度,四半期,y_hat_men_i_tuned,best_hyparam
デリカフーズホールディングス,2020,Q2,17.543784160555404,[1.e+04 2.e-01]
デリカフーズホールディングス,2020,Q3,12.938315877429865,[1.e+04 2.e-01]
デリカフーズホールディングス,2020,Q4,13.636135299684291,[1.e+04 2.e-01]
デンカ,2018,Q1,48.272494210643856,[1.e+03 5.e-01]
デンカ,2018,Q2,57.9684630172969,[1.e+03 5.e-01]
デンカ,2018,Q3,64.2431890889239,[1.e+03 5.e-01]
デンカ,2018,Q4,63.18991868991192,[1.e+03 5.e-01]
デンカ,2019,Q1,64.76645912801504,[1.e+03 5.e-01]
デンカ,2019,Q2,62.82274477553622,[1.e+03 5.e-01]
デンカ,2019,Q3,68.76233092560267,[1.e+03 5.e-01]
デンカ,2019,Q4,60.16984962076807,[1.e+03 5.e-01]
デンカ,2020,Q1,54.34378385704921,[1.e+03 5.e-01]
デンカ,2020,Q2,54.74608016907247,[1.e+03 5.e-01]
デンカ,2020,Q3,68.59810795594913,[1.e+03 5.e-01]
デンカ,2020,Q4,70.72942135847092,[1.e+03 5.e-01]
デンソー,2018,Q1,101.81880392859225,[10.  1.]
デンソー,2018,Q2,76.30900074112569,[10.  1.]
デンソー,2018,Q3,87.07310753169962,[10.  1.]
デンソー,2018,Q4,65.29205291593462,[10.  1.]
デンソー,2019,Q1,68.32845627521364,[10.  1.]
デンソー,2019,Q2,44.88976466487017,[10.  1.]
デンソー,2019,Q3,42.562096043611476,[10.  1.]
デンソー,2019,Q4,-36.64000784350633,[10.  1.]
デンソー,2020,Q1,-56.92476514958345,[10.  1.]
デンソー,2020,Q2,73.11047686237869,[10.  1.]
デンソー,2020,Q3,155.93169120284693,[10.  1.]
デンソー,2020,Q4,104.63369630046513,[10.  1.]
デンヨー,2018,Q1,18.62732298139436,[1. 1.]
デンヨー,2018,Q2,34.835111142496345,[1. 1.]
デンヨー,2018,Q3,32.86072311809587,[1. 1.]
デンヨー,2018,Q4,53.3303611462218,[1. 1.]
デンヨー,2019,Q1,21.21512332971188,[1. 1.]
デンヨー,2019,Q2,58.6483910410279,[1. 1.]
デンヨー,2019,Q3,50.5144277347372,[1. 1.]
デンヨー,2019,Q4,54.90875719508403,[1. 1.]
デンヨー,2020,Q1,43.60934058333084,[1. 1.]
デンヨー,2020,Q2,32.81562256265397,[1. 1.]
デンヨー,2020,Q3,47.877249890512,[1. 1.]
デンヨー,2020,Q4,70.82140998010036,[1. 1.]
トクヤマ,2018,Q1,23.097636571362102,[1.e+04 6.e-01]
トクヤマ,2018,Q2,42.052694112088844,[1.e+04 6.e-01]
トクヤマ,2018,Q3,57.81669026388247,[1.e+04 6.e-01]
トクヤマ,2018,Q4,68.30307387770269,[1.e+04 6.e-01]
トクヤマ,2019,Q1,81.22591786242032,[1.e+04 6.e-01]
トクヤマ,2019,Q2,73.3454971558173,[1.e+04 6.e-01]
トクヤマ,2019,Q3,88.00960988674596,[1.e+04 6.e-01]
トクヤマ,2019,Q4,84.84315585770614,[1.e+04 6.e-01]
トクヤマ,2020,Q1,69.9586652257581,[1.e+04 6.e-01]
トクヤマ,2020,Q2,65.96614158952025,[1.e+04 6.e-01]
トクヤマ,2020,Q3,71.48710890598629,[1.e+04 6.e-01]
トクヤマ,2020,Q4,78.7094030913241,[1.e+04 6.e-01]
トッパン・フォームズ,2018,Q1,10.713538714340421,[100.    0.2]
トッパン・フォームズ,2018,Q2,10.205789264317554,[100.    0.2]
トッパン・フォームズ,2018,Q3,9.341139587577889,[100.    0.2]
トッパン・フォームズ,2018,Q4,10.521606523939584,[100.    0.2]
トッパン・フォームズ,2019,Q1,9.641598854451079,[100.    0.2]
トッパン・フォームズ,2019,Q2,9.86927500021378,[100.    0.2]
トッパン・フォームズ,2019,Q3,8.084041435668258,[100.    0.2]
トッパン・フォームズ,2019,Q4,8.769142573442991,[100.    0.2]
トッパン・フォームズ,2020,Q1,6.535141711513273,[100.    0.2]
トッパン・フォームズ,2020,Q2,7.518864676364139,[100.    0.2]
トッパン・フォームズ,2020,Q3,5.5231446662835,[100.    0.2]
トッパン・フォームズ,2020,Q4,6.815171174893067,[100.    0.2]
トナミホールディングス,2018,Q1,83.03365826516114,[10.  0.]
トナミホールディングス,2018,Q2,134.2272270940135,[10.  0.]
トナミホールディングス,2018,Q3,259.7121885865159,[10.  0.]
トナミホールディングス,2018,Q4,120.40200731304034,[10.  0.]
トナミホールディングス,2019,Q1,111.6096071667795,[10.  0.]
トナミホールディングス,2019,Q2,123.82554356610558,[10.  0.]
トナミホールディングス,2019,Q3,187.0603669731984,[10.  0.]
トナミホールディングス,2019,Q4,67.93408569198851,[10.  0.]
トナミホールディングス,2020,Q1,109.24278390216662,[10.  0.]
トナミホールディングス,2020,Q2,63.40749219305527,[10.  0.]
トナミホールディングス,2020,Q3,234.21133172414238,[10.  0.]
トナミホールディングス,2020,Q4,83.07853337853268,[10.  0.]
トピー工業,2018,Q1,67.7992826307568,[100.    0.7]
トピー工業,2018,Q2,60.74956332025759,[100.    0.7]
トピー工業,2018,Q3,40.33897539477806,[100.    0.7]
トピー工業,2018,Q4,52.64847021896185,[100.    0.7]
トピー工業,2019,Q1,76.62403289123732,[100.    0.7]
トピー工業,2019,Q2,21.97154979217765,[100.    0.7]
トピー工業,2019,Q3,63.64942365815022,[100.    0.7]
トピー工業,2019,Q4,59.3075144726778,[100.    0.7]
トピー工業,2020,Q1,-166.62153941972443,[100.    0.7]
トピー工業,2020,Q2,-9.040702022130457,[100.    0.7]
トピー工業,2020,Q3,57.39517147995985,[100.    0.7]
トピー工業,2020,Q4,344.22245143696506,[100.    0.7]
トプコン,2018,Q1,5.571428420180041,[10.   0.3]
トプコン,2018,Q2,16.95592970159052,[10.   0.3]
トプコン,2018,Q3,1.7399101887100983,[10.   0.3]
トプコン,2018,Q4,40.343670383473615,[10.   0.3]
トプコン,2019,Q1,1.4924007272247337,[10.   0.3]
トプコン,2019,Q2,13.186814791025341,[10.   0.3]
トプコン,2019,Q3,-6.26204155645469,[10.   0.3]
トプコン,2019,Q4,21.88519899911435,[10.   0.3]
トプコン,2020,Q1,-13.67884255745605,[10.   0.3]
トプコン,2020,Q2,3.6646524704904664,[10.   0.3]
トプコン,2020,Q3,3.458247235415236,[10.   0.3]
トプコン,2020,Q4,26.464355078985562,[10.   0.3]
トヨタ紡織,2018,Q1,44.389685564670394,[1.e+04 1.e-01]
トヨタ紡織,2018,Q2,36.50853348989357,[1.e+04 1.e-01]
トヨタ紡織,2018,Q3,36.38983331977991,[1.e+04 1.e-01]
トヨタ紡織,2018,Q4,38.10023921371614,[1.e+04 1.e-01]
トヨタ紡織,2019,Q1,34.9912307348573,[1.e+04 1.e-01]
トヨタ紡織,2019,Q2,36.13599176478154,[1.e+04 1.e-01]
トヨタ紡織,2019,Q3,32.967472562462646,[1.e+04 1.e-01]
トヨタ紡織,2019,Q4,30.50213133458324,[1.e+04 1.e-01]
トヨタ紡織,2020,Q1,27.715718602353284,[1.e+04 1.e-01]
トヨタ紡織,2020,Q2,29.247165151883177,[1.e+04 1.e-01]
トヨタ紡織,2020,Q3,30.588374135709916,[1.e+04 1.e-01]
トヨタ紡織,2020,Q4,34.967728554907765,[1.e+04 1.e-01]
トヨタ自動車,2018,Q1,126.22322246781104,[1.e+04 1.e+00]
トヨタ自動車,2018,Q2,117.74514697277036,[1.e+04 1.e+00]
トヨタ自動車,2018,Q3,150.66165541894654,[1.e+04 1.e+00]
トヨタ自動車,2018,Q4,131.0068801784608,[1.e+04 1.e+00]
トヨタ自動車,2019,Q1,150.43280520270866,[1.e+04 1.e+00]
トヨタ自動車,2019,Q2,127.93742811361592,[1.e+04 1.e+00]
トヨタ自動車,2019,Q3,143.31034645781955,[1.e+04 1.e+00]
トヨタ自動車,2019,Q4,143.41693788547923,[1.e+04 1.e+00]
トヨタ自動車,2020,Q1,152.14250918239466,[1.e+04 1.e+00]
トヨタ自動車,2020,Q2,146.8317360076821,[1.e+04 1.e+00]
トヨタ自動車,2020,Q3,150.6757207594211,[1.e+04 1.e+00]
トヨタ自動車,2020,Q4,154.3966041431081,[1.e+04 1.e+00]
トランコム,2018,Q1,96.0801907161719,[100.   1.]
トランコム,2018,Q2,92.64940696694887,[100.   1.]
トランコム,2018,Q3,138.2842452766426,[100.   1.]
トランコム,2018,Q4,88.13724893266807,[100.   1.]
トランコム,2019,Q1,111.48920109414449,[100.   1.]
トランコム,2019,Q2,118.76171754637059,[100.   1.]
トランコム,2019,Q3,154.8575517636046,[100.   1.]
トランコム,2019,Q4,78.60914566407858,[100.   1.]
トランコム,2020,Q1,101.3977535136918,[100.   1.]
トランコム,2020,Q2,149.58744439015598,[100.   1.]
トランコム,2020,Q3,167.67690792825218,[100.   1.]
トランコム,2020,Q4,111.12938744065467,[100.   1.]
トランスコスモス,2018,Q1,14.38481482679014,[1.e+03 1.e-01]
トランスコスモス,2018,Q2,7.351557033851542,[1.e+03 1.e-01]
トランスコスモス,2018,Q3,38.19096504866255,[1.e+03 1.e-01]
トランスコスモス,2018,Q4,1.7879896455492172,[1.e+03 1.e-01]
トランスコスモス,2019,Q1,19.278657550246024,[1.e+03 1.e-01]
トランスコスモス,2019,Q2,17.149291090557156,[1.e+03 1.e-01]
トランスコスモス,2019,Q3,26.94872877087517,[1.e+03 1.e-01]
トランスコスモス,2019,Q4,0.8856574903825063,[1.e+03 1.e-01]
トランスコスモス,2020,Q1,13.219756829287405,[1.e+03 1.e-01]
トランスコスモス,2020,Q2,30.477205379539413,[1.e+03 1.e-01]
トランスコスモス,2020,Q3,40.30831651478219,[1.e+03 1.e-01]
トランスコスモス,2020,Q4,17.813580611906936,[1.e+03 1.e-01]
トーエネック,2018,Q1,34.9562944650081,[10.   0.1]
トーエネック,2018,Q2,74.090914687251,[10.   0.1]
トーエネック,2018,Q3,95.26636653649444,[10.   0.1]
トーエネック,2018,Q4,173.04194785175613,[10.   0.1]
トーエネック,2019,Q1,52.09911468525919,[10.   0.1]
トーエネック,2019,Q2,82.1777746386586,[10.   0.1]
トーエネック,2019,Q3,89.82579650081227,[10.   0.1]
トーエネック,2019,Q4,168.76748360579134,[10.   0.1]
トーエネック,2020,Q1,166.14667486537212,[10.   0.1]
トーエネック,2020,Q2,138.85142686803152,[10.   0.1]
トーエネック,2020,Q3,122.1249333891218,[10.   0.1]
トーエネック,2020,Q4,151.81345079255095,[10.   0.1]
トーカイ,2018,Q1,37.47516617631862,[100.   1.]
トーカイ,2018,Q2,34.387264876531226,[100.   1.]
トーカイ,2018,Q3,32.59260596141372,[100.   1.]
トーカイ,2018,Q4,26.033432067828876,[100.   1.]
トーカイ,2019,Q1,32.10598907981302,[100.   1.]
トーカイ,2019,Q2,34.62857326231707,[100.   1.]
トーカイ,2019,Q3,37.14573967360111,[100.   1.]
トーカイ,2019,Q4,34.48425439879531,[100.   1.]
トーカイ,2020,Q1,32.905398672583196,[100.   1.]
トーカイ,2020,Q2,30.804014939408887,[100.   1.]
トーカイ,2020,Q3,36.05099251439161,[100.   1.]
トーカイ,2020,Q4,35.47634923173195,[100.   1.]
トーカロ,2018,Q1,23.330204273327787,[1.e+03 9.e-01]
トーカロ,2018,Q2,25.70990990130081,[1.e+03 9.e-01]
トーカロ,2018,Q3,27.463111624747402,[1.e+03 9.e-01]
トーカロ,2018,Q4,26.271361094376402,[1.e+03 9.e-01]
トーカロ,2019,Q1,25.47368270859088,[1.e+03 9.e-01]
トーカロ,2019,Q2,24.481746344956967,[1.e+03 9.e-01]
トーカロ,2019,Q3,24.24364986552318,[1.e+03 9.e-01]
トーカロ,2019,Q4,23.45532447389457,[1.e+03 9.e-01]
トーカロ,2020,Q1,23.42146617181368,[1.e+03 9.e-01]
トーカロ,2020,Q2,22.694456271618645,[1.e+03 9.e-01]
トーカロ,2020,Q3,23.08411241114955,[1.e+03 9.e-01]
トーカロ,2020,Q4,22.138557058694776,[1.e+03 9.e-01]
トーメンデバイス,2018,Q1,58.67111111111111,[1.e+04 1.e+00]
トーメンデバイス,2018,Q2,59.18694444444444,[1.e+04 1.e+00]
トーメンデバイス,2018,Q3,59.75444444444444,[1.e+04 1.e+00]
トーメンデバイス,2018,Q4,58.91305555555555,[1.e+04 1.e+00]
トーメンデバイス,2019,Q1,59.400277777777774,[1.e+04 1.e+00]
トーメンデバイス,2019,Q2,57.99944444444444,[1.e+04 1.e+00]
トーメンデバイス,2019,Q3,57.52638888888888,[1.e+04 1.e+00]
トーメンデバイス,2019,Q4,79.02347278270969,[1.e+04 1.e+00]
トーメンデバイス,2020,Q1,90.6381425488948,[1.e+04 1.e+00]
トーメンデバイス,2020,Q2,104.81586615636996,[1.e+04 1.e+00]
トーメンデバイス,2020,Q3,87.62551302560438,[1.e+04 1.e+00]
トーメンデバイス,2020,Q4,119.40316871098076,[1.e+04 1.e+00]
トーモク,2018,Q1,50.56333972641486,[100.    0.2]
トーモク,2018,Q2,13.528715052843516,[100.    0.2]
トーモク,2018,Q3,75.30892078923468,[100.    0.2]
トーモク,2018,Q4,49.71366937195275,[100.    0.2]
トーモク,2019,Q1,60.12462095490396,[100.    0.2]
トーモク,2019,Q2,78.00475052644538,[100.    0.2]
トーモク,2019,Q3,71.47603004430222,[100.    0.2]
トーモク,2019,Q4,126.01780927990583,[100.    0.2]
トーモク,2020,Q1,-24.252319527702713,[100.    0.2]
トーモク,2020,Q2,88.9816879989846,[100.    0.2]
トーモク,2020,Q3,137.83681464804548,[100.    0.2]
トーモク,2020,Q4,-57.46645063856067,[100.    0.2]
トーヨーカネツ,2018,Q1,7.314609316723885,[1.e+04 3.e-01]
トーヨーカネツ,2018,Q2,7.4279426500572185,[1.e+04 3.e-01]
トーヨーカネツ,2018,Q3,7.383498205612773,[1.e+04 3.e-01]
トーヨーカネツ,2018,Q4,6.415998205612772,[1.e+04 3.e-01]
トーヨーカネツ,2019,Q1,30.455712590729917,[1.e+04 3.e-01]
トーヨーカネツ,2019,Q2,29.776405445618632,[1.e+04 3.e-01]
トーヨーカネツ,2019,Q3,37.96648164655992,[1.e+04 3.e-01]
トーヨーカネツ,2019,Q4,43.12013789144922,[1.e+04 3.e-01]
トーヨーカネツ,2020,Q1,41.38638367429472,[1.e+04 3.e-01]
トーヨーカネツ,2020,Q2,29.88479473163912,[1.e+04 3.e-01]
トーヨーカネツ,2020,Q3,28.587055069469507,[1.e+04 3.e-01]
トーヨーカネツ,2020,Q4,44.73917824038539,[1.e+04 3.e-01]
ドウシシャ,2018,Q1,37.73208438980311,[10.   0.2]
ドウシシャ,2018,Q2,21.578015752661706,[10.   0.2]
ドウシシャ,2018,Q3,46.15433424179566,[10.   0.2]
ドウシシャ,2018,Q4,10.874485437560864,[10.   0.2]
ドウシシャ,2019,Q1,39.13485279369807,[10.   0.2]
ドウシシャ,2019,Q2,22.01417745631943,[10.   0.2]
ドウシシャ,2019,Q3,50.930600542829104,[10.   0.2]
ドウシシャ,2019,Q4,10.404392809315063,[10.   0.2]
ドウシシャ,2020,Q1,54.5700219886389,[10.   0.2]
ドウシシャ,2020,Q2,30.495520930618337,[10.   0.2]
ドウシシャ,2020,Q3,66.54706481468314,[10.   0.2]
ドウシシャ,2020,Q4,17.88478748468318,[10.   0.2]
ナイス,2018,Q1,171.36765230922177,[1.e+04 1.e+00]
ナイス,2018,Q2,-90.83187769632383,[1.e+04 1.e+00]
ナイス,2018,Q3,-89.87300457150599,[1.e+04 1.e+00]
ナイス,2018,Q4,-137.7924170764549,[1.e+04 1.e+00]
ナイス,2019,Q1,48.521412060650434,[1.e+04 1.e+00]
ナイス,2019,Q2,80.17865903509856,[1.e+04 1.e+00]
ナイス,2019,Q3,-2.068532990282722,[1.e+04 1.e+00]
ナイス,2019,Q4,-68.66632401866454,[1.e+04 1.e+00]
ナイス,2020,Q1,-212.4370685049119,[1.e+04 1.e+00]
ナイス,2020,Q2,-73.29824306088268,[1.e+04 1.e+00]
ナイス,2020,Q3,-5.6111375022020855,[1.e+04 1.e+00]
ナイス,2020,Q4,16.95224906316871,[1.e+04 1.e+00]
ナカノフドー建設,2018,Q1,25.096910737311916,[1. 1.]
ナカノフドー建設,2018,Q2,43.41694649942212,[1. 1.]
ナカノフドー建設,2018,Q3,28.272096790715562,[1. 1.]
ナカノフドー建設,2018,Q4,44.50962013378283,[1. 1.]
ナカノフドー建設,2019,Q1,6.9733228260630895,[1. 1.]
ナカノフドー建設,2019,Q2,15.3621602152445,[1. 1.]
ナカノフドー建設,2019,Q3,18.133265945530233,[1. 1.]
ナカノフドー建設,2019,Q4,41.11548546058322,[1. 1.]
ナカノフドー建設,2020,Q1,-0.8883443663291644,[1. 1.]
ナカノフドー建設,2020,Q2,-5.7378433169731835,[1. 1.]
ナカノフドー建設,2020,Q3,-29.814393623974762,[1. 1.]
ナカノフドー建設,2020,Q4,21.416221471224937,[1. 1.]
ナカバヤシ,2018,Q1,18.327894720749136,[1.  0.8]
ナカバヤシ,2018,Q2,6.683093092743357,[1.  0.8]
ナカバヤシ,2018,Q3,22.456562682117386,[1.  0.8]
ナカバヤシ,2018,Q4,23.407784571678746,[1.  0.8]
ナカバヤシ,2019,Q1,5.360493303326969,[1.  0.8]
ナカバヤシ,2019,Q2,13.068851199557836,[1.  0.8]
ナカバヤシ,2019,Q3,13.148425181118752,[1.  0.8]
ナカバヤシ,2019,Q4,28.331845511336244,[1.  0.8]
ナカバヤシ,2020,Q1,7.369425727810809,[1.  0.8]
ナカバヤシ,2020,Q2,12.96194474254282,[1.  0.8]
ナカバヤシ,2020,Q3,21.874345172504214,[1.  0.8]
ナカバヤシ,2020,Q4,26.48686794420995,[1.  0.8]
ナカヨ,2018,Q1,-50.05751265905481,[1.  0.8]
ナカヨ,2018,Q2,47.28370013433648,[1.  0.8]
ナカヨ,2018,Q3,5.504103958418197,[1.  0.8]
ナカヨ,2018,Q4,62.79948105866012,[1.  0.8]
ナカヨ,2019,Q1,6.712850113209601,[1.  0.8]
ナカヨ,2019,Q2,43.029525791025435,[1.  0.8]
ナカヨ,2019,Q3,-10.46766937318871,[1.  0.8]
ナカヨ,2019,Q4,25.465803872929246,[1.  0.8]
ナカヨ,2020,Q1,-5.634843397865673,[1.  0.8]
ナカヨ,2020,Q2,6.316929668271131,[1.  0.8]
ナカヨ,2020,Q3,4.764205208829491,[1.  0.8]
ナカヨ,2020,Q4,88.22986497862243,[1.  0.8]
ナガワ,2018,Q1,30.445524434886842,[100.    0.2]
ナガワ,2018,Q2,44.916982104322265,[100.    0.2]
ナガワ,2018,Q3,46.597427677106,[100.    0.2]
ナガワ,2018,Q4,45.15973646285113,[100.    0.2]
ナガワ,2019,Q1,23.38079381125972,[100.    0.2]
ナガワ,2019,Q2,48.60804067190659,[100.    0.2]
ナガワ,2019,Q3,42.765557740961704,[100.    0.2]
ナガワ,2019,Q4,40.37421322720176,[100.    0.2]
ナガワ,2020,Q1,28.33978472013368,[100.    0.2]
ナガワ,2020,Q2,47.05218417945623,[100.    0.2]
ナガワ,2020,Q3,51.30616429926805,[100.    0.2]
ナガワ,2020,Q4,39.96565876010143,[100.    0.2]
ナック,2018,Q1,21.562394171759767,[1.e+04 6.e-01]
ナック,2018,Q2,21.530513266595268,[1.e+04 6.e-01]
ナック,2018,Q3,14.889253253361822,[1.e+04 6.e-01]
ナック,2018,Q4,20.430099669806324,[1.e+04 6.e-01]
ナック,2019,Q1,11.867921407651464,[1.e+04 6.e-01]
ナック,2019,Q2,15.704336998643392,[1.e+04 6.e-01]
ナック,2019,Q3,14.509099108088801,[1.e+04 6.e-01]
ナック,2019,Q4,14.411656342332424,[1.e+04 6.e-01]
ナック,2020,Q1,14.481425881368185,[1.e+04 6.e-01]
ナック,2020,Q2,15.719693177181151,[1.e+04 6.e-01]
ナック,2020,Q3,19.4340597092536,[1.e+04 6.e-01]
ナック,2020,Q4,18.417637391989526,[1.e+04 6.e-01]
ニコン,2018,Q1,21.046455958848743,[10000.     0.]
ニコン,2018,Q2,20.604808571704343,[10000.     0.]
ニコン,2018,Q3,19.840178479397906,[10000.     0.]
ニコン,2018,Q4,21.3658010078858,[10000.     0.]
ニコン,2019,Q1,23.68401303687996,[10000.     0.]
ニコン,2019,Q2,22.66368029304666,[10000.     0.]
ニコン,2019,Q3,22.788345928880062,[10000.     0.]
ニコン,2019,Q4,20.365344977128267,[10000.     0.]
ニコン,2020,Q1,17.184357126152094,[10000.     0.]
ニコン,2020,Q2,7.254741914169983,[10000.     0.]
ニコン,2020,Q3,-1.2197170677259113,[10000.     0.]
ニコン,2020,Q4,-1.2853014812683679,[10000.     0.]
ニチアス,2018,Q1,25.053094049586146,[1000.    0.]
ニチアス,2018,Q2,27.438769184426487,[1000.    0.]
ニチアス,2018,Q3,41.33542969845014,[1000.    0.]
ニチアス,2018,Q4,63.51074427239267,[1000.    0.]
ニチアス,2019,Q1,63.79555181570393,[1000.    0.]
ニチアス,2019,Q2,58.02683325574564,[1000.    0.]
ニチアス,2019,Q3,60.68634755535943,[1000.    0.]
ニチアス,2019,Q4,51.29329938484611,[1000.    0.]
ニチアス,2020,Q1,56.09980816096944,[1000.    0.]
ニチアス,2020,Q2,45.69050831713025,[1000.    0.]
ニチアス,2020,Q3,50.68760204595872,[1000.    0.]
ニチアス,2020,Q4,54.35486074287962,[1000.    0.]
ニチコン,2018,Q1,-3.5018390047038643,[1.e+03 4.e-01]
ニチコン,2018,Q2,-2.2503493589106256,[1.e+03 4.e-01]
ニチコン,2018,Q3,-2.3890834227947404,[1.e+03 4.e-01]
ニチコン,2018,Q4,-2.7560632139835732,[1.e+03 4.e-01]
ニチコン,2019,Q1,-5.540581730160094,[1.e+03 4.e-01]
ニチコン,2019,Q2,-23.84167462189452,[1.e+03 4.e-01]
ニチコン,2019,Q3,-5.962545096790306,[1.e+03 4.e-01]
ニチコン,2019,Q4,-4.253780066090019,[1.e+03 4.e-01]
ニチコン,2020,Q1,-3.0748530463281902,[1.e+03 4.e-01]
ニチコン,2020,Q2,-4.458166741021935,[1.e+03 4.e-01]
ニチコン,2020,Q3,-4.741803611762904,[1.e+03 4.e-01]
ニチコン,2020,Q4,-3.5768673671271896,[1.e+03 4.e-01]
ニチハ,2018,Q1,52.87341062307189,[100.    0.6]
ニチハ,2018,Q2,62.53514619630331,[100.    0.6]
ニチハ,2018,Q3,78.9814516518756,[100.    0.6]
ニチハ,2018,Q4,62.99880104779571,[100.    0.6]
ニチハ,2019,Q1,54.25005633155203,[100.    0.6]
ニチハ,2019,Q2,64.55297562504558,[100.    0.6]
ニチハ,2019,Q3,86.24340496656814,[100.    0.6]
ニチハ,2019,Q4,57.96773447003466,[100.    0.6]
ニチハ,2020,Q1,52.25432148660237,[100.    0.6]
ニチハ,2020,Q2,58.81736573468589,[100.    0.6]
ニチハ,2020,Q3,82.76848067884441,[100.    0.6]
ニチハ,2020,Q4,63.57475559085107,[100.    0.6]
ニチバン,2018,Q1,10.389740541860945,[1.e+04 3.e-01]
ニチバン,2018,Q2,11.164740541860946,[1.e+04 3.e-01]
ニチバン,2018,Q3,11.721129430749835,[1.e+04 3.e-01]
ニチバン,2018,Q4,12.504740541860947,[1.e+04 3.e-01]
ニチバン,2019,Q1,14.060018319638724,[1.e+04 3.e-01]
ニチバン,2019,Q2,14.375573875194277,[1.e+04 3.e-01]
ニチバン,2019,Q3,14.968351652972059,[1.e+04 3.e-01]
ニチバン,2019,Q4,15.657796097416501,[1.e+04 3.e-01]
ニチバン,2020,Q1,15.776684986305392,[1.e+04 3.e-01]
ニチバン,2020,Q2,15.895296097416503,[1.e+04 3.e-01]
ニチバン,2020,Q3,16.184462764083168,[1.e+04 3.e-01]
ニチバン,2020,Q4,16.98862943074984,[1.e+04 3.e-01]
ニチモウ,2018,Q1,3.824857979381927,[1.e+04 1.e+00]
ニチモウ,2018,Q2,75.39774200430787,[1.e+04 1.e+00]
ニチモウ,2018,Q3,140.80305990679233,[1.e+04 1.e+00]
ニチモウ,2018,Q4,166.76313186532698,[1.e+04 1.e+00]
ニチモウ,2019,Q1,-551.0889683629356,[1.e+04 1.e+00]
ニチモウ,2019,Q2,53.48229916223174,[1.e+04 1.e+00]
ニチモウ,2019,Q3,360.2957728993505,[1.e+04 1.e+00]
ニチモウ,2019,Q4,-756.4473441221403,[1.e+04 1.e+00]
ニチモウ,2020,Q1,157.50907919232762,[1.e+04 1.e+00]
ニチモウ,2020,Q2,137.06663619755085,[1.e+04 1.e+00]
ニチモウ,2020,Q3,79.74030182231398,[1.e+04 1.e+00]
ニチモウ,2020,Q4,-776.2370358577365,[1.e+04 1.e+00]
ニチレイ,2018,Q1,41.60808381567072,[100.   0.]
ニチレイ,2018,Q2,40.82144942352711,[100.   0.]
ニチレイ,2018,Q3,43.149206468004635,[100.   0.]
ニチレイ,2018,Q4,26.159661672064395,[100.   0.]
ニチレイ,2019,Q1,38.17316219360742,[100.   0.]
ニチレイ,2019,Q2,37.996423992392195,[100.   0.]
ニチレイ,2019,Q3,49.36686052250309,[100.   0.]
ニチレイ,2019,Q4,21.82238496349155,[100.   0.]
ニチレイ,2020,Q1,30.36404443805406,[100.   0.]
ニチレイ,2020,Q2,40.596135451016984,[100.   0.]
ニチレイ,2020,Q3,49.22640165730732,[100.   0.]
ニチレイ,2020,Q4,20.04267453579994,[100.   0.]
ニチレキ,2018,Q1,-1.354763481103106,[100.    0.2]
ニチレキ,2018,Q2,38.399493906737504,[100.    0.2]
ニチレキ,2018,Q3,114.55055613208114,[100.    0.2]
ニチレキ,2018,Q4,50.594745196763455,[100.    0.2]
ニチレキ,2019,Q1,13.632824841814212,[100.    0.2]
ニチレキ,2019,Q2,63.28694741398546,[100.    0.2]
ニチレキ,2019,Q3,102.94225429697728,[100.    0.2]
ニチレキ,2019,Q4,19.12777849159678,[100.    0.2]
ニチレキ,2020,Q1,35.15626953057645,[100.    0.2]
ニチレキ,2020,Q2,36.50218377241794,[100.    0.2]
ニチレキ,2020,Q3,125.18602304863481,[100.    0.2]
ニチレキ,2020,Q4,65.52292901290426,[100.    0.2]
ニッカトー,2018,Q1,17.596959641920627,[1. 0.]
ニッカトー,2018,Q2,20.496741179542596,[1. 0.]
ニッカトー,2018,Q3,19.18297244951981,[1. 0.]
ニッカトー,2018,Q4,16.62527955875361,[1. 0.]
ニッカトー,2019,Q1,17.047316310175948,[1. 0.]
ニッカトー,2019,Q2,17.328725680763423,[1. 0.]
ニッカトー,2019,Q3,7.6011069839929775,[1. 0.]
ニッカトー,2019,Q4,7.187797205013107,[1. 0.]
ニッカトー,2020,Q1,-0.4150716039593938,[1. 0.]
ニッカトー,2020,Q2,-3.4283787645873964,[1. 0.]
ニッカトー,2020,Q3,0.2517302173801035,[1. 0.]
ニッカトー,2020,Q4,7.443585287081483,[1. 0.]
ニッコンホールディングス,2018,Q1,45.973737752127896,[1. 1.]
ニッコンホールディングス,2018,Q2,51.17424483170898,[1. 1.]
ニッコンホールディングス,2018,Q3,63.15254227781403,[1. 1.]
ニッコンホールディングス,2018,Q4,56.48251539827757,[1. 1.]
ニッコンホールディングス,2019,Q1,58.286451112737815,[1. 1.]
ニッコンホールディングス,2019,Q2,61.86113106232992,[1. 1.]
ニッコンホールディングス,2019,Q3,60.39521675139699,[1. 1.]
ニッコンホールディングス,2019,Q4,62.46705193066917,[1. 1.]
ニッコンホールディングス,2020,Q1,32.63223849744395,[1. 1.]
ニッコンホールディングス,2020,Q2,49.53926959013009,[1. 1.]
ニッコンホールディングス,2020,Q3,74.44203254790034,[1. 1.]
ニッコンホールディングス,2020,Q4,71.31717936058622,[1. 1.]
ニッタ,2018,Q1,83.71708638518619,[10.   0.5]
ニッタ,2018,Q2,94.31018204255147,[10.   0.5]
ニッタ,2018,Q3,76.67614596817032,[10.   0.5]
