,,MLM.1,MLM.2
アイティフォー,MSE,0.49244601072771416,0.11764562895588064
アイティフォー,RMSE,4.453569043536844,3.7427443341993936
アイティフォー,RMSPE,0.7017449755628565,0.34299508590631533
アイティメディア,MAE,11.669265127329929,11.492691719692791
アイティメディア,MAPE,2.2814892438186565,1.718927507587269
アイティメディア,MSE,26.48594489718596,6.489659654246078
アイティメディア,RMSE,20.76083371699614,14.22443815840078
アイティメディア,RMSPE,5.146449737166969,2.547481040998358
アイネス,MAE,54.75804499878918,41.151306654661745
アイネス,MAPE,2.9221622542294234,1.954632921140458
アイネス,MSE,20.518355770638053,8.155844821783171
アイネス,RMSE,79.20178893147299,60.7640830817054
アイネス,RMSPE,4.529719171277404,2.855843977142864
アイネット,MAE,5.656289634163411,7.292291079671414
アイネット,MAPE,0.7273072345503954,0.7974320388169764
アイネット,MSE,4.360021520590968,4.443117931777295
アイネット,RMSE,9.334693109897861,11.593661172832624
アイネット,RMSPE,2.088066455022677,2.1078704731973676
アイホン,MAE,18.072817587691503,16.883703570344395
アイホン,MAPE,0.8541040589119575,0.7584682059206288
アイホン,MSE,2.4929387596741237,1.7083823537556715
アイホン,RMSE,25.273166375829828,24.726955716873587
アイホン,RMSPE,1.5789042908530344,1.3070510142131682
アイロムグループ,MAE,29.874179103829306,48.08993253844911
アイロムグループ,MAPE,2.2598096650433654,2.8665771824939856
アイロムグループ,MSE,15.670368710230122,12.504100904459825
アイロムグループ,RMSE,34.30730957109557,57.5027025231283
アイロムグループ,RMSPE,3.958581653854082,3.5361138138442074
アキレス,MAE,32.527745366435234,53.208983057468174
アキレス,MAPE,1.1963387006611623,3.000697517837908
アキレス,MSE,1.9879449611628244,33.035443604681284
アキレス,RMSE,39.84757627790536,68.6296606047103
アキレス,RMSPE,1.4099450206170538,5.747646788441448
アクシアル　リテイリング,MAE,17.569698729756208,15.2146626434622
アクシアル　リテイリング,MAPE,0.2683370026558405,0.24404599109252936
アクシアル　リテイリング,MSE,0.14733114270250428,0.17829775248388494
アクシアル　リテイリング,RMSE,23.381458120195678,21.64323362318879
アクシアル　リテイリング,RMSPE,0.38383739096459096,0.42225318528565886
アクセル,MAE,27.134371918319857,45.916906742897346
アクセル,MAPE,2.5877264823010058,11.1267249412944
アクセル,MSE,25.30436216385228,1076.956393753352
アクセル,RMSE,38.755563956852775,58.80392705368001
アクセル,RMSPE,5.030344139703791,32.817013784824354
アジアパイルホールディングス,MAE,10.835804749258756,11.01554140024578
アジアパイルホールディングス,MAPE,0.7617472103789242,0.670971034528136
アジアパイルホールディングス,MSE,1.3901627591538797,0.9244150263397869
アジアパイルホールディングス,RMSE,13.661568536475754,13.626846319589417
アジアパイルホールディングス,RMSPE,1.1790516354909482,0.9614650416628713
アステラス製薬,MAE,14.121013817195157,9.015304651199095
アステラス製薬,MAPE,1.1837383158136054,0.929542819880797
アステラス製薬,MSE,3.603402415530889,3.475061092029131
アステラス製薬,RMSE,16.612683469925155,10.918658583744996
アステラス製薬,RMSPE,1.8982629995685236,1.864151574317156
アズビル,MAE,18.654073106621592,14.631529894179158
アズビル,MAPE,0.5643574284005234,0.47846095137544276
アズビル,MSE,0.4880489355022662,0.4229343431319463
アズビル,RMSE,25.04016064350541,21.382796132434194
アズビル,RMSPE,0.6986049924687529,0.6503340242767145
アズワン,MAE,8.661062104367106,13.617511056920796
アズワン,MAPE,0.11764571592433198,0.17599284022598416
アズワン,MSE,0.02205182764439845,0.04103995635202602
アズワン,RMSE,10.948725692925121,15.974943112857755
アズワン,RMSPE,0.1484985779204584,0.20258320846512926
アツギ,MAE,355.13054633909064,282.8353697349411
アツギ,MAPE,13.91925421227341,9.747760659195983
アツギ,MSE,647.8123971286993,245.92591710354563
アツギ,RMSE,756.6675232121722,514.1901620979924
アツギ,RMSPE,25.452158987573124,15.682025287045855
アドウェイズ,MAE,37.01005087891936,304.5351601906985
アドウェイズ,MAPE,15.53054633753829,150.89082846852327
アドウェイズ,MSE,1019.9398170143899,189513.41118306294
アドウェイズ,RMSE,46.463158867854254,774.0455487264849
アドウェイズ,RMSPE,31.93649663025658,435.3313808847956
アドソル日進,MAE,9.573318159560094,4.753235254988927
アドソル日進,MAPE,0.45876044952883527,0.20829961569965627
アドソル日進,MSE,0.32908253774837054,0.06663760515526476
アドソル日進,RMSE,11.43965447545232,5.987883563526417
アドソル日進,RMSPE,0.5736571604611682,0.25814260623784047
アドバネクス,MAE,79.20152915144712,68.29528926384585
アドバネクス,MAPE,15.656808828669966,4.273872335392296
アドバネクス,MSE,1276.9870043178337,48.60948688280276
アドバネクス,RMSE,128.2967229775221,113.00162190820475
アドバネクス,RMSPE,35.73495493655804,6.97205040736244
アドバンテスト,MAE,30.89346314415602,33.95043742398958
アドバンテスト,MAPE,0.3898748419060707,0.3891719674241029
アドバンテスト,MSE,0.20098196552628256,0.2002253038856229
アドバンテスト,RMSE,38.988098032360284,44.50514977070997
アドバンテスト,RMSPE,0.4483101220430814,0.447465421999983
アドヴァングループ,MAE,10.0550614380112,12.540156981030947
アドヴァングループ,MAPE,0.7867928024070231,0.6945753839234095
アドヴァングループ,MSE,1.8612980468281144,0.8124009973667525
アドヴァングループ,RMSE,12.297391677587829,14.218414925357312
アドヴァングループ,RMSPE,1.3642939737564315,0.9013329004129121
アネスト岩田,MAE,4.751600307787735,5.204309596042733
アネスト岩田,MAPE,0.3385912549081925,0.3603149467904015
アネスト岩田,MSE,0.1806721595877504,0.19415396265404197
アネスト岩田,RMSE,5.648500888806702,5.9125182714863564
アネスト岩田,RMSPE,0.4250554782469583,0.44062905334764524
アマダ,MAE,9.50382181133912,7.519470171033393
アマダ,MAPE,0.6198478208269844,0.5134183041425276
アマダ,MSE,0.5853153956621276,0.4011133862595527
アマダ,RMSE,10.942277622142063,9.100367486962622
アマダ,RMSPE,0.7650590798507836,0.6333351295006086
アマノ,MAE,7.0800894565903745,9.210522313196352
アマノ,MAPE,0.35235967392325684,0.6812780574410086
アマノ,MSE,0.2421461246552962,1.8149485433868762
アマノ,RMSE,8.970710656158843,10.776338923198931
アマノ,RMSPE,0.4920834529379099,1.3472002610550802
アミューズ,MAE,35.932843424497825,38.32209443206067
アミューズ,MAPE,0.9471625661626858,0.9894491366089891
アミューズ,MSE,1.9453913581401607,2.340692417005728
アミューズ,RMSE,42.78854577151601,46.70296236936865
アミューズ,RMSPE,1.3947728697319004,1.5299321609162049
アリアケジャパン,MAE,128.34173412125674,120.70545800381247
アリアケジャパン,MAPE,1.7742118366648665,1.6491191001158263
アリアケジャパン,MSE,20.901973787513175,10.241707774761212
アリアケジャパン,RMSE,294.9575541116732,214.86403702167993
アリアケジャパン,RMSPE,4.571867647637361,3.2002668286818228
アルインコ,MAE,13.908476936540076,12.772680206995938
アルインコ,MAPE,0.9751559529286163,0.8601699731204276
アルインコ,MSE,2.542731892387359,1.810349179806092
アルインコ,RMSE,17.329284472270288,15.524817724608724
アルインコ,RMSPE,1.5945945855882488,1.3454921701021125
アルコニックス,MAE,19.91451182876185,25.868936174740966
アルコニックス,MAPE,0.8495567783976165,0.8728942728606638
アルコニックス,MSE,1.8541315398637046,1.3147970858418254
アルコニックス,RMSE,25.062571569171894,29.89605700241031
アルコニックス,RMSPE,1.3616649881170129,1.1466460159272458
アルゴグラフィックス,MAE,13.957010612199491,14.023492778419696
アルゴグラフィックス,MAPE,0.25668719752553976,0.237383554885189
アルゴグラフィックス,MSE,0.11080778027940467,0.06948600742141388
アルゴグラフィックス,RMSE,17.73735199647006,15.829147325847979
アルゴグラフィックス,RMSPE,0.3328780261287979,0.26360198675543756
アルビス,MAE,23.155116407922765,23.59912102720544
アルビス,MAPE,1.176708143938191,1.190719300415917
アルビス,MSE,4.84820550733044,5.255468161438592
アルビス,RMSE,25.7180696603589,29.01102572072707
アルビス,RMSPE,2.2018640982881847,2.2924807875833095
アルファ,MAE,73.08004292172909,57.953384909883255
アルファ,MAPE,0.9958504085678953,0.6947711929198356
アルファ,MSE,1.5170302837798433,0.7295988832059347
アルファ,RMSE,106.4152790886301,101.64522992990712
アルファ,RMSPE,1.2316778327873905,0.8541656064288322
アルファシステムズ,MAE,9.292724153861192,8.706727546986103
アルファシステムズ,MAPE,0.20759045909383575,0.24262373225891057
アルファシステムズ,MSE,0.08356899638866656,0.0865903028841799
アルファシステムズ,RMSE,13.569099016649176,10.061873830386688
アルファシステムズ,RMSPE,0.2890830268083316,0.29426230285950644
アルフレッサ　ホールディングス,MAE,11.863635045852364,14.08120835486366
アルフレッサ　ホールディングス,MAPE,0.2889217403550891,0.3199398093443661
アルフレッサ　ホールディングス,MSE,0.1458215320450474,0.14459656614319916
アルフレッサ　ホールディングス,RMSE,15.236463186015545,18.608055761200912
アルフレッサ　ホールディングス,RMSPE,0.3818658560869869,0.3802585517029159
アルプスアルパイン,MAE,32.77733299172069,31.15573354918423
アルプスアルパイン,MAPE,8.486812848586768,2.8957731131575115
アルプスアルパイン,MSE,452.41497373117795,21.55046858791386
アルプスアルパイン,RMSE,39.754404783950285,41.44057777834804
アルプスアルパイン,RMSPE,21.270048747738638,4.6422482255814215
アルプス物流,MAE,6.518020363171959,7.268697109021652
アルプス物流,MAPE,0.41465662714261414,0.45826753136147497
アルプス物流,MSE,0.27778340118266404,0.6366673164409631
アルプス物流,RMSE,8.019918339176986,10.796887785981978
アルプス物流,RMSPE,0.527051611498024,0.7979143540762774
アンリツ,MAE,5.9133562489487295,8.512372221553747
アンリツ,MAPE,0.2665035503577168,0.36073472312559324
アンリツ,MSE,0.09255523581894143,0.1680408473249746
アンリツ,RMSE,6.985392175822182,9.92116494074037
アンリツ,RMSPE,0.30422892008969404,0.4099278562442111
アートネイチャー,MAE,18.06657251666078,20.33486136733497
アートネイチャー,MAPE,1.4995140838280705,1.63894905371701
アートネイチャー,MSE,8.722722510142086,9.908572583446663
アートネイチャー,RMSE,24.435791743167684,26.48591974008012
アートネイチャー,RMSPE,2.953425555205698,3.1477885226689963
アーレスティ,MAE,47.69954204597055,49.22229936434002
アーレスティ,MAPE,1.6033221088264433,2.3626617436805337
アーレスティ,MSE,3.774851776261381,13.01886380238429
アーレスティ,RMSE,66.41977517879442,72.02056806551165
アーレスティ,RMSPE,1.9428977781297143,3.608166265900768
イエローハット,MAE,84.63175802215825,54.74008721533725
イエローハット,MAPE,2.619545346036164,4.388239136321821
イエローハット,MSE,46.773975066950214,125.46351789302378
イエローハット,RMSE,203.79086812566388,107.02687197072622
イエローハット,RMSPE,6.839150171399237,11.201049856733242
イソライト工業,MAE,9.934844506752473,9.65789873759273
イソライト工業,MAPE,0.9034573032064839,0.8540647088014004
イソライト工業,MSE,3.554995709966033,2.8556119319493565
イソライト工業,RMSE,13.461458727172579,12.673757562655256
イソライト工業,RMSPE,1.885469625840213,1.68985559499898
イチカワ,MAE,23.562111368588265,14.647842128438223
イチカワ,MAPE,1.7542668743575938,0.820432491619544
イチカワ,MSE,6.136457110150705,0.9161700187967968
イチカワ,RMSE,33.006306337016845,19.918072373050876
イチカワ,RMSPE,2.47718733852543,0.9571677067247917
イチケン,MAE,141.71753179333422,156.13375732055783
イチケン,MAPE,1.6760455764308786,1.6293366778426996
イチケン,MSE,5.891378048028009,5.3369393542973205
イチケン,RMSE,224.85042019324933,239.49599260797024
イチケン,RMSPE,2.4272161106971932,2.3101816712755125
イチネンホールディングス,MAE,27.658240788633748,20.510096708664665
イチネンホールディングス,MAPE,1.173078923626578,0.8946398241239951
イチネンホールディングス,MSE,6.42622471811366,4.192728371361727
イチネンホールディングス,RMSE,33.60261627246495,27.099279776373713
イチネンホールディングス,RMSPE,2.5349999444011155,2.0476152889060306
イノテック,MAE,16.18928492196487,15.70058628765837
イノテック,MAPE,5.5996959423785775,8.929678974463002
イノテック,MSE,306.1711474721468,760.5892123009385
イノテック,RMSE,19.511361987249405,19.370095724615354
イノテック,RMSPE,17.497746925594356,27.578781921994644
イビデン,MAE,26.26691120168721,37.93880708654188
イビデン,MAPE,0.9457792016173513,1.4787185597892594
イビデン,MSE,2.070993484949238,3.106189209200067
イビデン,RMSE,41.711745948455174,41.59175944283844
イビデン,RMSPE,1.4390946754641398,1.7624384270663378
イフジ産業,MAE,4.253180407045201,3.9895025860561604
イフジ産業,MAPE,0.20171079918138368,0.1949604208612813
イフジ産業,MSE,0.06219990957394423,0.045451096509456196
イフジ産業,RMSE,5.522197233354585,4.635872223465835
イフジ産業,RMSPE,0.2493990969790072,0.21319262770897168
イリソ電子工業,MAE,21.644672339898758,29.775299688038817
イリソ電子工業,MAPE,1.1615649378944493,1.5877099217989106
イリソ電子工業,MSE,4.042718960168468,7.096238018434508
イリソ電子工業,RMSE,26.600195522440465,37.836955540961625
イリソ電子工業,RMSPE,2.0106513770836725,2.6638765020988693
インターネットイニシアティブ,MAE,140.6670757131346,258.8428062160335
インターネットイニシアティブ,MAPE,5.838904046426602,11.209809676785838
インターネットイニシアティブ,MSE,49.99594859091229,221.57791144179714
インターネットイニシアティブ,RMSE,155.15669356846672,312.8605108825128
インターネットイニシアティブ,RMSPE,7.070781328178117,14.885493322083656
インフォコム,MAE,125.46922199738698,81.07568055234464
インフォコム,MAPE,5.860605895494243,3.1399093312680626
インフォコム,MSE,103.38847564827597,14.434985719412717
インフォコム,RMSE,183.70169050148326,94.2891256631258
インフォコム,RMSPE,10.168012374514301,3.7993401689520665
インプレスホールディングス,MAE,7.379783843828853,5.0568548932960615
インプレスホールディングス,MAPE,0.7823644953339451,0.5498309045148693
インプレスホールディングス,MSE,0.7649805170621539,0.4620348818823579
インプレスホールディングス,RMSE,8.111471778134902,6.1819096237599895
インプレスホールディングス,RMSPE,0.8746316465016309,0.6797314777780693
イーグル工業,MAE,67.22925199888795,36.30612496783659
イーグル工業,MAPE,7.762245628743256,2.760148122311241
イーグル工業,MSE,380.87323932562936,30.650575846638592
イーグル工業,RMSE,137.86841049955248,44.601645815627265
イーグル工業,RMSPE,19.515973952781074,5.536296220998167
ウシオ電機,MAE,13.835323970432645,15.612547862581172
ウシオ電機,MAPE,1.1966259020320993,2.836565952841377
ウシオ電機,MSE,2.5989340952498123,26.62277579667772
ウシオ電機,RMSE,19.312529944235933,18.88298115852176
ウシオ電機,RMSPE,1.6121209927452134,5.159726329630063
ウッドワン,MAE,27.144809548442808,15.151535191682795
ウッドワン,MAPE,3.1351273659513006,2.678448580831129
ウッドワン,MSE,31.69631907203706,35.28449244573883
ウッドワン,RMSE,36.538517458184856,18.476161836980427
ウッドワン,RMSPE,5.629948407582174,5.940075121220171
エア・ウォーター,MAE,8.523324800834517,8.058004690286017
エア・ウォーター,MAPE,0.2711438455314922,0.26605553194858883
エア・ウォーター,MSE,0.14362627758072102,0.12642958219209852
エア・ウォーター,RMSE,10.363014549058354,9.657403673343076
エア・ウォーター,RMSPE,0.37898057678556696,0.355569377466759
エイチワン,MAE,25.630767698297547,42.19608532144828
エイチワン,MAPE,1.1251727714094624,1.2225099795163594
エイチワン,MSE,5.32509240130131,3.645930786529344
エイチワン,RMSE,35.15894597000757,53.7365598936714
エイチワン,RMSPE,2.307616172872194,1.9094320586313995
エイチ・ツー・オー　リテイリン,MAE,27.39073068381025,36.41403070924431
エイチ・ツー・オー　リテイリン,MAPE,3.754115960638387,4.458479974403587
エイチ・ツー・オー　リテイリン,MSE,52.25574241633583,49.226010313502826
エイチ・ツー・オー　リテイリン,RMSE,36.11017738212554,50.388043913859995
エイチ・ツー・オー　リテイリン,RMSPE,7.228813347731135,7.0161250212280875
エイベックス,MAE,69.03981373988576,65.0325808778557
エイベックス,MAPE,3.4368006794857195,4.280529157962902
エイベックス,MSE,50.6227951640679,88.41830207502092
エイベックス,RMSE,129.2163327166024,121.39625252593974
エイベックス,RMSPE,7.114969793615986,9.403100662814417
エクセディ,MAE,23.547090648527313,35.01483006806925
エクセディ,MAPE,0.6469090682802404,1.0888501098060064
エクセディ,MSE,1.0908158026328263,2.467382219413708
エクセディ,RMSE,33.22037982396331,48.883288734241276
エクセディ,RMSPE,1.0444212764171488,1.5707903168194373
エステー,MAE,5.297963981122546,8.905241452049223
エステー,MAPE,1.0190707579867422,1.3830965450171124
エステー,MSE,5.254268215845567,9.240965198017072
エステー,RMSE,7.827310998381804,9.813594538429317
エステー,RMSPE,2.2922190593059746,3.0398955899861217
エステールホールディングス,MAE,23.942242182430746,21.13775749254663
エステールホールディングス,MAPE,0.8538788129415423,0.6067413064030728
エステールホールディングス,MSE,0.9006533811949379,0.5914461829056669
エステールホールディングス,RMSE,29.794273177885692,30.510489633423646
エステールホールディングス,RMSPE,0.9490275976993177,0.7690553835099699
エスペック,MAE,16.46295561952108,23.724690483934932
エスペック,MAPE,0.9915587413262125,1.264302362931372
エスペック,MSE,1.938029035948243,4.039956865269964
エスペック,RMSE,18.39541784228346,34.24708267027804
エスペック,RMSPE,1.3921311130594858,2.009964394030393
エスライン,MAE,33.88704710916986,57.92060484913566
エスライン,MAPE,0.9643283625885434,2.498232664041161
エスライン,MSE,1.6610614849898162,31.46141366512022
エスライン,RMSE,68.87164486939562,99.96613837579406
エスライン,RMSPE,1.288821742906992,5.609047482872668
エスリード,MAE,92.34598998174476,75.9446151256438
エスリード,MAPE,4.813468066921932,8.745147661001429
エスリード,MSE,117.80222806503303,552.6000316395266
エスリード,RMSE,163.7379231146097,127.71514063838515
エスリード,RMSPE,10.853673482514251,23.507446301959867
エス・エム・エス,MAE,186.17703643947164,78.79311654427887
エス・エム・エス,MAPE,28.45060434599814,27.76017577153351
エス・エム・エス,MSE,1628.3793542706028,3068.4792353624766
エス・エム・エス,RMSE,205.2505049655856,127.24143316176333
エス・エム・エス,RMSPE,40.35318270311033,55.39385557408399
エディオン,MAE,30.157866336148015,26.313652994032974
エディオン,MAPE,1.4111016732710333,1.2348931017650242
エディオン,MSE,5.992513203304026,2.5478512703833
エディオン,RMSE,41.29724338191456,32.37374888613168
エディオン,RMSPE,2.447961029776419,1.596199007136422
エヌ・ティ・ティ・データ,MAE,127.4053847678848,59.50310844531921
エヌ・ティ・ティ・データ,MAPE,9.627489586605206,4.321620164029752
エヌ・ティ・ティ・データ,MSE,144.8326770155738,27.790432970536088
エヌ・ティ・ティ・データ,RMSE,158.43610998233711,74.84564026183013
エヌ・ティ・ティ・データ,RMSPE,12.034644864538954,5.271663207236981
エノモト,MAE,50.928232593217935,43.5236254958322
エノモト,MAPE,1.5210406348706298,1.5349351522934251
エノモト,MSE,3.8612765537220723,3.9790099055618717
エノモト,RMSE,60.620539732362126,51.12180994131808
エノモト,RMSPE,1.965013117951652,1.9947455741426954
エバラ食品工業,MAE,19.584430384327778,20.640670400106007
エバラ食品工業,MAPE,1.0850376435499083,0.9537230837025925
エバラ食品工業,MSE,4.285772128754632,3.094361410235912
エバラ食品工業,RMSE,25.12616905494415,25.042079101108815
エバラ食品工業,RMSPE,2.0702106484014213,1.7590797054812246
エフテック,MAE,68.52452308463982,45.391148670594724
エフテック,MAPE,1.5734663315119057,0.8908432285209541
エフテック,MSE,5.8190954399215435,1.292845407042848
エフテック,RMSE,102.06062650887415,62.07073804007123
エフテック,RMSPE,2.412280132969955,1.1370335997862366
エフピコ,MAE,13.103405659588127,13.888306606884266
エフピコ,MAPE,0.3009055508545441,0.29287186150446337
エフピコ,MSE,0.22030427321173862,0.20974695034605237
エフピコ,RMSE,18.349767364479952,18.844117898789783
エフピコ,RMSPE,0.4693658202423123,0.45798138646243297
エフ・シー・シー,MAE,32.87623987016105,28.98276426824822
エフ・シー・シー,MAPE,0.6215122767670576,0.5134334341162347
エフ・シー・シー,MSE,0.9450869099492193,0.4950815980769206
エフ・シー・シー,RMSE,53.03643570110968,46.592943228904204
エフ・シー・シー,RMSPE,0.9721558053878089,0.7036203508120843
エフ・ジェー・ネクスト,MAE,22.574143112078204,24.13725151439043
エフ・ジェー・ネクスト,MAPE,0.7536084569170874,0.7667028273835568
エフ・ジェー・ネクスト,MSE,1.4008815872445135,1.620006506435028
エフ・ジェー・ネクスト,RMSE,30.838888852700393,29.329205338351912
エフ・ジェー・ネクスト,RMSPE,1.1835884365963167,1.2727947621022913
エムスリー,MAE,82.45598265624297,80.18829207697178
エムスリー,MAPE,8.098120798988594,8.54384617553596
エムスリー,MSE,99.42401493129542,122.81867034690605
エムスリー,RMSE,102.58770843667484,96.55980307484357
エムスリー,RMSPE,9.9711591568531,11.082358519146817
エレコム,MAE,5.466022033307553,7.063060290948958
エレコム,MAPE,0.10889611572619073,0.1385292540430477
エレコム,MSE,0.027146017766395622,0.030926894961896875
エレコム,RMSE,7.357114619716506,8.604282742399805
エレコム,RMSPE,0.164760486058993,0.17586044171983894
エレマテック,MAE,28.543938315989905,18.285074414134826
エレマテック,MAPE,5.509022259268851,5.321389417723043
エレマテック,MSE,236.94671450685357,259.2483145201723
エレマテック,RMSE,58.08109531631735,24.06061273247438
エレマテック,RMSPE,15.393073588690907,16.10118984796379
エンシュウ,MAE,83.33240743888481,44.042934668140504
エンシュウ,MAPE,1.8451688690419819,1.3924004364846623
エンシュウ,MSE,4.939419805307115,3.888181442813972
エンシュウ,RMSE,140.69099248111675,57.048203825505546
エンシュウ,RMSPE,2.2224805522899667,1.9718472158902098
エンプラス,MAE,42.376902149076166,51.26710326861433
エンプラス,MAPE,2.3136640071246615,3.1802023107677893
エンプラス,MSE,11.48695535077203,31.150574773938256
エンプラス,RMSE,50.2268786744762,62.54836480393392
エンプラス,RMSPE,3.389241117237313,5.581269996509599
エーアンドエーマテリアル,MAE,37.525151427291874,128.99047410048658
エーアンドエーマテリアル,MAPE,1.110880986646401,2.3988472430274386
エーアンドエーマテリアル,MSE,4.467214281568584,18.77533066895616
エーアンドエーマテリアル,RMSE,49.734939160015045,295.14238843408674
エーアンドエーマテリアル,RMSPE,2.113578548710358,4.333050965423342
エーザイ,MAE,46.3918757629138,54.18004447066053
エーザイ,MAPE,2.225056970045546,2.6825723735969613
エーザイ,MSE,18.053429520057,29.552950206145596
エーザイ,RMSE,62.453434510608936,71.85919628204796
エーザイ,RMSPE,4.248932750710113,5.436262521820078
エー・アンド・デイ,MAE,14.433034899194432,10.88660092489011
エー・アンド・デイ,MAPE,0.7875077468231506,0.7240461961360302
エー・アンド・デイ,MSE,1.6604624882664787,2.106732324603323
