企業名,会計年度,四半期,y_hat_mlm3
たけびし,2018,Q4,54.885498979982685
たけびし,2019,Q1,51.493306766102535
たけびし,2019,Q2,48.4610461279168
たけびし,2019,Q3,46.51388514436985
たけびし,2019,Q4,31.491418056985765
たけびし,2020,Q1,24.38744586022193
たけびし,2020,Q2,26.239451579276874
たけびし,2020,Q3,31.18682000443249
たけびし,2020,Q4,36.073631881962
なとり,2018,Q1,29.993963460282885
なとり,2018,Q2,15.616556950456015
なとり,2018,Q3,43.606812619945686
なとり,2018,Q4,-14.224870865191178
なとり,2019,Q1,43.392515632219556
なとり,2019,Q2,32.69657954938657
なとり,2019,Q3,67.21482235002304
なとり,2019,Q4,-20.431792928538016
なとり,2020,Q1,22.301965379984267
なとり,2020,Q2,21.749849520374028
なとり,2020,Q3,50.323570805929194
なとり,2020,Q4,-29.34513100291315
はせがわ,2018,Q1,-11.593001351557234
はせがわ,2018,Q2,15.581482774531764
はせがわ,2018,Q3,2.434623892322179
はせがわ,2018,Q4,-7.145301993442899
はせがわ,2019,Q1,-24.284038765163587
はせがわ,2019,Q2,1.74123087158614
はせがわ,2019,Q3,-19.164442299797656
はせがわ,2019,Q4,-31.75632558046368
はせがわ,2020,Q1,-49.5562582861719
はせがわ,2020,Q2,-9.806014324453827
はせがわ,2020,Q3,-44.330343751829105
はせがわ,2020,Q4,-16.876646976003258
はるやまホールディングス,2018,Q1,6.773817150253535
はるやまホールディングス,2018,Q2,-30.222257291814685
はるやまホールディングス,2018,Q3,33.40733240700092
はるやまホールディングス,2018,Q4,51.60452325171832
はるやまホールディングス,2019,Q1,-4.735642577683848
はるやまホールディングス,2019,Q2,-46.884331071048564
はるやまホールディングス,2019,Q3,4.064040830867498
はるやまホールディングス,2019,Q4,39.193895939683216
はるやまホールディングス,2020,Q1,-13.777604988697249
はるやまホールディングス,2020,Q2,-69.47194862399692
はるやまホールディングス,2020,Q3,-34.13843957717427
はるやまホールディングス,2020,Q4,-23.521825603281286
ぴあ,2018,Q1,24.00917704711739
ぴあ,2018,Q2,30.39015603103192
ぴあ,2018,Q3,23.042590979044178
ぴあ,2018,Q4,40.09713058260212
ぴあ,2019,Q1,28.576984624241845
ぴあ,2019,Q2,19.577985169855424
ぴあ,2019,Q3,5.590337957165843
ぴあ,2019,Q4,-1.1192789198202036
ぴあ,2020,Q1,12.702344339261685
ぴあ,2020,Q2,-150.06975774824846
ぴあ,2020,Q3,-141.95474889148443
ぴあ,2020,Q4,12.648071657199125
やまや,2018,Q1,67.50280606270826
やまや,2018,Q2,71.04614498354204
やまや,2018,Q3,159.7039947838266
やまや,2018,Q4,73.49486362766675
やまや,2019,Q1,92.21892531976937
やまや,2019,Q2,72.80551997288376
やまや,2019,Q3,167.50609127677853
やまや,2019,Q4,58.76775099604356
やまや,2020,Q1,-56.76660290139114
やまや,2020,Q2,-103.91899278750816
やまや,2020,Q3,-45.340527730744235
やまや,2020,Q4,-358.5648783144725
りらいあコミュニケーションズ,2018,Q1,12.26040173657536
りらいあコミュニケーションズ,2018,Q2,10.914225836373305
りらいあコミュニケーションズ,2018,Q3,12.017121671977407
りらいあコミュニケーションズ,2018,Q4,14.187699030266288
りらいあコミュニケーションズ,2019,Q1,-212.65003336157585
りらいあコミュニケーションズ,2019,Q2,4.996295108138213
りらいあコミュニケーションズ,2019,Q3,-92.84424160811861
りらいあコミュニケーションズ,2019,Q4,-467.3316195112385
りらいあコミュニケーションズ,2020,Q1,-7.17076360858357
りらいあコミュニケーションズ,2020,Q2,-9.986656486648286
りらいあコミュニケーションズ,2020,Q3,-1.976049545908694
りらいあコミュニケーションズ,2020,Q4,-1.4120211616730671
わかもと製薬,2018,Q1,2.2436116781131688
わかもと製薬,2018,Q2,-4.366758773697114
わかもと製薬,2018,Q3,-1.170298038321647
わかもと製薬,2018,Q4,-0.6057040088689547
わかもと製薬,2019,Q1,1.9305650240028172
わかもと製薬,2019,Q2,-6.688879631006785
わかもと製薬,2019,Q3,-27.515232195503472
わかもと製薬,2019,Q4,-31.838082996779804
わかもと製薬,2020,Q1,1.3646698161225004
わかもと製薬,2020,Q2,-11.86611573729374
わかもと製薬,2020,Q3,-3.6783481173324617
わかもと製薬,2020,Q4,-12.44530211452809
アイカ工業,2018,Q1,44.10756607689811
アイカ工業,2018,Q2,52.24090481900423
アイカ工業,2018,Q3,50.44601871787258
アイカ工業,2018,Q4,51.46589376699675
アイカ工業,2019,Q1,53.127899062377736
アイカ工業,2019,Q2,53.596871772090424
アイカ工業,2019,Q3,53.288390090590376
アイカ工業,2019,Q4,53.537503740889534
アイカ工業,2020,Q1,56.622892619731005
アイカ工業,2020,Q2,50.28996839538965
アイカ工業,2020,Q3,43.54155924456052
アイカ工業,2020,Q4,47.82077535308515
アイコム,2018,Q1,-20.035116702523737
アイコム,2018,Q2,8.229298416100391
アイコム,2018,Q3,14.320232253877293
アイコム,2018,Q4,45.754789765170244
アイコム,2019,Q1,28.59069331547653
アイコム,2019,Q2,40.38764712048214
アイコム,2019,Q3,21.770439111977794
アイコム,2019,Q4,67.54732777667323
アイコム,2020,Q1,45.94358368819212
アイコム,2020,Q2,27.50927693655194
アイコム,2020,Q3,44.91251018017783
アイコム,2020,Q4,58.028145046306236
アイシン,2018,Q1,142.9992859634799
アイシン,2018,Q2,141.6545176308182
アイシン,2018,Q3,155.43291104394672
アイシン,2018,Q4,133.44214776934928
アイシン,2019,Q1,141.2112231132378
アイシン,2019,Q2,164.49185347989942
アイシン,2019,Q3,137.11118170162536
アイシン,2019,Q4,100.35246148797796
アイシン,2020,Q1,-54.56451701899596
アイシン,2020,Q2,-226.3687003595262
アイシン,2020,Q3,74.57340933180114
アイシン,2020,Q4,-169.83270246546567
アイダエンジニアリング,2018,Q1,20.009807049196183
アイダエンジニアリング,2018,Q2,21.44579482077745
アイダエンジニアリング,2018,Q3,-3.6732786028703117
アイダエンジニアリング,2018,Q4,13.850869759695385
アイダエンジニアリング,2019,Q1,13.783463429762804
アイダエンジニアリング,2019,Q2,14.64034277875328
アイダエンジニアリング,2019,Q3,13.215866423312207
アイダエンジニアリング,2019,Q4,22.206338205259442
アイダエンジニアリング,2020,Q1,12.708986041895287
アイダエンジニアリング,2020,Q2,22.629523262881946
アイダエンジニアリング,2020,Q3,11.52564209637967
アイダエンジニアリング,2020,Q4,20.12685726032055
アイチコーポレーション,2018,Q1,9.818190700750037
アイチコーポレーション,2018,Q2,22.7848440023553
アイチコーポレーション,2018,Q3,16.143776027987002
アイチコーポレーション,2018,Q4,19.641354154629738
アイチコーポレーション,2019,Q1,3.704757609968823
アイチコーポレーション,2019,Q2,20.352898190974372
アイチコーポレーション,2019,Q3,19.813324082222124
アイチコーポレーション,2019,Q4,24.694408731641857
アイチコーポレーション,2020,Q1,11.623419520407992
アイチコーポレーション,2020,Q2,17.199450471665926
アイチコーポレーション,2020,Q3,10.775400262864963
アイチコーポレーション,2020,Q4,16.31641777353559
アイティフォー,2018,Q1,2.033490584912144
アイティフォー,2018,Q2,7.498319925259949
アイティフォー,2018,Q3,4.957785203289632
アイティフォー,2018,Q4,18.33200541265279
アイティフォー,2019,Q1,5.05306636141745
アイティフォー,2019,Q2,7.040987094716385
アイティフォー,2019,Q3,8.080007212856245
アイティフォー,2019,Q4,23.38264370205252
アイティフォー,2020,Q1,5.137747101851211
アイティフォー,2020,Q2,7.92688139206107
アイティフォー,2020,Q3,6.132763677963979
アイティフォー,2020,Q4,21.444524045663698
アイティメディア,2018,Q1,-9.84568723194215
アイティメディア,2018,Q2,-9.646063326329568
アイティメディア,2018,Q3,-55.899526235030976
アイティメディア,2018,Q4,0.7917789987576498
アイティメディア,2019,Q1,1.8711768282954608
アイティメディア,2019,Q2,11.018030123148037
アイティメディア,2019,Q3,7.073253523797774
アイティメディア,2019,Q4,11.619271453112816
アイティメディア,2020,Q1,3.7831056413896818
アイティメディア,2020,Q2,7.627660534523443
アイティメディア,2020,Q3,5.814308427204253
アイティメディア,2020,Q4,11.46810961669945
アイネス,2018,Q1,-8.990928545948353
アイネス,2018,Q2,11.947705593376696
アイネス,2018,Q3,-8.478492322321713
アイネス,2018,Q4,23.271186743440012
アイネス,2019,Q1,-3.7454794810249723
アイネス,2019,Q2,16.220753195924203
アイネス,2019,Q3,38.54321238996556
アイネス,2019,Q4,-158.03291496251393
アイネス,2020,Q1,-106.8197136569488
アイネス,2020,Q2,70.68393393291126
アイネス,2020,Q3,40.644143214652445
アイネス,2020,Q4,32.47001134315394
アイネット,2018,Q1,11.60088925028397
アイネット,2018,Q2,22.611963178683766
アイネット,2018,Q3,19.186290503848436
アイネット,2018,Q4,28.07570872426263
アイネット,2019,Q1,15.95727171909492
アイネット,2019,Q2,27.67422993298476
アイネット,2019,Q3,25.48926820166436
アイネット,2019,Q4,29.514366608363815
アイネット,2020,Q1,22.392783398629334
アイネット,2020,Q2,22.23309388190839
アイネット,2020,Q3,17.693754400331017
アイネット,2020,Q4,23.453258567785568
アイホン,2018,Q1,30.26655048677594
アイホン,2018,Q2,57.754042214107926
アイホン,2018,Q3,17.983853538336575
アイホン,2018,Q4,58.32976524382775
アイホン,2019,Q1,11.646313185437293
アイホン,2019,Q2,55.18084943872964
アイホン,2019,Q3,18.26639028339764
アイホン,2019,Q4,70.1854885854267
アイホン,2020,Q1,27.486538241254607
アイホン,2020,Q2,64.63543954452382
アイホン,2020,Q3,26.997505252092537
アイホン,2020,Q4,36.524584579038674
アイロムグループ,2018,Q1,-35.38247217760795
アイロムグループ,2018,Q2,-48.18898238246993
アイロムグループ,2018,Q3,-63.46102651761521
アイロムグループ,2018,Q4,-31.514294800870175
アイロムグループ,2019,Q1,-23.25947687816597
アイロムグループ,2019,Q2,-36.64643953739733
アイロムグループ,2019,Q3,124.18564997689691
アイロムグループ,2019,Q4,70.05311031375686
アイロムグループ,2020,Q1,25.367694965474925
アイロムグループ,2020,Q2,7.106180081280172
アイロムグループ,2020,Q3,53.12208922840341
アイロムグループ,2020,Q4,21.134442458068406
アキレス,2018,Q1,22.618391753084154
アキレス,2018,Q2,37.478680931649194
アキレス,2018,Q3,39.07024137825999
アキレス,2018,Q4,-47.29884014157949
アキレス,2019,Q1,-37.692415186041046
アキレス,2019,Q2,43.994186731579646
アキレス,2019,Q3,-66.43519622177104
アキレス,2019,Q4,1.6959295423982894
アキレス,2020,Q1,89.3632472863907
アキレス,2020,Q2,50.134119528640895
アキレス,2020,Q3,16.736619125792714
アキレス,2020,Q4,-61.794702408065916
アクシアル　リテイリング,2018,Q1,66.74013250976441
アクシアル　リテイリング,2018,Q2,72.47100799115799
アクシアル　リテイリング,2018,Q3,99.19025734449565
アクシアル　リテイリング,2018,Q4,48.540455463580884
アクシアル　リテイリング,2019,Q1,68.08429846941522
アクシアル　リテイリング,2019,Q2,74.30502550161123
アクシアル　リテイリング,2019,Q3,78.76095139950894
アクシアル　リテイリング,2019,Q4,61.61967488550465
アクシアル　リテイリング,2020,Q1,70.48473124625559
アクシアル　リテイリング,2020,Q2,85.1279461762615
アクシアル　リテイリング,2020,Q3,115.33161254759864
アクシアル　リテイリング,2020,Q4,78.01487511424244
アクセル,2018,Q1,40.3808373304355
アクセル,2018,Q2,2.402574791586801
アクセル,2018,Q3,0.5133577273709307
アクセル,2018,Q4,40.79263412186083
アクセル,2019,Q1,-82.27456095936634
アクセル,2019,Q2,-7.196528752641598
アクセル,2019,Q3,85.58859569878533
アクセル,2019,Q4,1.161366229358208
アクセル,2020,Q1,-13.00752529905909
アクセル,2020,Q2,2.8050964037583306
アクセル,2020,Q3,11.76878569299258
アクセル,2020,Q4,-5.313842606927494
アジアパイルホールディングス,2018,Q1,5.968300839524831
アジアパイルホールディングス,2018,Q2,17.85870991914915
アジアパイルホールディングス,2018,Q3,14.837671475706935
アジアパイルホールディングス,2018,Q4,21.42789207571468
アジアパイルホールディングス,2019,Q1,29.37328078029077
アジアパイルホールディングス,2019,Q2,33.230704851331396
アジアパイルホールディングス,2019,Q3,12.503723679544976
アジアパイルホールディングス,2019,Q4,16.035140780405627
アジアパイルホールディングス,2020,Q1,11.76285681408008
アジアパイルホールディングス,2020,Q2,25.083923610727393
アジアパイルホールディングス,2020,Q3,17.64475744739699
アジアパイルホールディングス,2020,Q4,12.358067101034415
アステラス製薬,2018,Q1,22.954886489816317
アステラス製薬,2018,Q2,27.099831691503596
アステラス製薬,2018,Q3,30.1560504639084
アステラス製薬,2018,Q4,34.50007220401892
アステラス製薬,2019,Q1,25.169152570588892
アステラス製薬,2019,Q2,14.732872768672635
アステラス製薬,2019,Q3,8.890521465014544
アステラス製薬,2019,Q4,14.679784958118603
アステラス製薬,2020,Q1,19.5815285776674
アステラス製薬,2020,Q2,26.598850639547436
アステラス製薬,2020,Q3,28.571468125647016
アステラス製薬,2020,Q4,0.37581035825994036
アズビル,2018,Q1,33.17700907944072
アズビル,2018,Q2,60.97232889520228
アズビル,2018,Q3,64.27182157782704
アズビル,2018,Q4,116.8382057861545
アズビル,2019,Q1,23.83598780009993
アズビル,2019,Q2,60.27793902379631
アズビル,2019,Q3,38.79136214690493
アズビル,2019,Q4,50.73714116433871
アズビル,2020,Q1,6.794028415922639
アズビル,2020,Q2,38.48858437735589
アズビル,2020,Q3,36.30419649079499
アズビル,2020,Q4,58.042869200852465
アズワン,2018,Q1,69.01917908941542
アズワン,2018,Q2,70.16956206281037
アズワン,2018,Q3,76.11980312089975
アズワン,2018,Q4,103.16990701477454
アズワン,2019,Q1,80.24058741767996
アズワン,2019,Q2,70.53054208379871
アズワン,2019,Q3,90.85048857330648
アズワン,2019,Q4,90.43093706214256
アズワン,2020,Q1,74.6272010884968
アズワン,2020,Q2,87.53889303099038
アズワン,2020,Q3,65.87551835825752
アズワン,2020,Q4,103.147300241111
アツギ,2018,Q1,-1.7008728369007997
アツギ,2018,Q2,-4.443689547466562
アツギ,2018,Q3,103.37211275501048
アツギ,2018,Q4,-15.027938791863448
アツギ,2019,Q1,-192.38384758285017
アツギ,2019,Q2,262.9094593106643
アツギ,2019,Q3,-338.68882857373177
アツギ,2019,Q4,-1005.2798657935411
アツギ,2020,Q1,399.1190405596508
アツギ,2020,Q2,-7.783536231596372
アツギ,2020,Q3,-432.34579411850666
アツギ,2020,Q4,-385.3720297271361
アドウェイズ,2018,Q1,-140.77741059599066
アドウェイズ,2018,Q2,-3300.995115388774
アドウェイズ,2018,Q3,-504.6920204261987
アドウェイズ,2018,Q4,145.11310085712012
アドウェイズ,2019,Q1,93.27447563823262
アドウェイズ,2019,Q2,102.98242864754866
アドウェイズ,2019,Q3,104.50417686014134
アドウェイズ,2019,Q4,42.888006239824335
アドウェイズ,2020,Q1,77.43186894062273
アドウェイズ,2020,Q2,46.139558714623945
アドウェイズ,2020,Q3,36.837330556274765
アドウェイズ,2020,Q4,12.98164143797294
アドソル日進,2018,Q1,15.011579562743236
アドソル日進,2018,Q2,18.501450128488884
アドソル日進,2018,Q3,18.664976853329932
アドソル日進,2018,Q4,14.266698799971351
アドソル日進,2019,Q1,27.565557938971864
アドソル日進,2019,Q2,23.570109397407045
アドソル日進,2019,Q3,25.980845838926093
アドソル日進,2019,Q4,24.896218328552003
アドソル日進,2020,Q1,16.874146796404226
アドソル日進,2020,Q2,15.85114231323081
アドソル日進,2020,Q3,19.45267482591268
アドソル日進,2020,Q4,13.704287106831885
アドバネクス,2018,Q1,-7.359679032495819
アドバネクス,2018,Q2,2.474401319760773
アドバネクス,2018,Q3,8.88568080652044
アドバネクス,2018,Q4,5.208297075350401
アドバネクス,2019,Q1,9.363833636952904
アドバネクス,2019,Q2,-2.1579465838096894
アドバネクス,2019,Q3,-41.305272359365176
アドバネクス,2019,Q4,-29.883402422421568
アドバネクス,2020,Q1,-4.209601428466613
アドバネクス,2020,Q2,-95.17050145750409
アドバネクス,2020,Q3,-48.348704111448114
アドバネクス,2020,Q4,-175.18413737263154
アドバンテスト,2018,Q1,14.658671829929176
アドバンテスト,2018,Q2,25.844129903395697
アドバンテスト,2018,Q3,43.396482728082844
アドバンテスト,2018,Q4,57.6565859349669
アドバンテスト,2019,Q1,69.16447776771275
アドバンテスト,2019,Q2,54.70248657370928
アドバンテスト,2019,Q3,73.33483946498473
アドバンテスト,2019,Q4,44.5374856296753
アドバンテスト,2020,Q1,62.67843818261599
アドバンテスト,2020,Q2,40.88602382866429
アドバンテスト,2020,Q3,69.13781183290484
アドバンテスト,2020,Q4,70.13797548139019
アドヴァングループ,2018,Q1,40.10420588511562
アドヴァングループ,2018,Q2,22.533565553939496
アドヴァングループ,2018,Q3,20.777954943152054
アドヴァングループ,2018,Q4,4.847868604580611
アドヴァングループ,2019,Q1,28.23156448031608
アドヴァングループ,2019,Q2,9.097848151145442
アドヴァングループ,2019,Q3,31.596317828999815
アドヴァングループ,2019,Q4,14.398969033474458
アドヴァングループ,2020,Q1,20.458072455972584
アドヴァングループ,2020,Q2,23.057881648253243
アドヴァングループ,2020,Q3,15.473976352293207
アドヴァングループ,2020,Q4,16.892084002578002
アネスト岩田,2018,Q1,16.914018963595908
アネスト岩田,2018,Q2,22.94273665735929
アネスト岩田,2018,Q3,15.306628281219815
アネスト岩田,2018,Q4,24.50219222395245
アネスト岩田,2019,Q1,21.42839550512532
アネスト岩田,2019,Q2,17.891419054333696
アネスト岩田,2019,Q3,18.285519039408683
アネスト岩田,2019,Q4,13.00259931453354
アネスト岩田,2020,Q1,14.644457882139704
アネスト岩田,2020,Q2,22.173961423282748
アネスト岩田,2020,Q3,12.499255670252353
アネスト岩田,2020,Q4,12.711514884038763
アマダ,2018,Q1,5.981602940744985
アマダ,2018,Q2,18.863377160902566
アマダ,2018,Q3,19.938100025578514
アマダ,2018,Q4,30.329563228995738
アマダ,2019,Q1,15.682662840065735
アマダ,2019,Q2,30.406988727856685
アマダ,2019,Q3,29.159595058783026
アマダ,2019,Q4,36.93455464366275
アマダ,2020,Q1,13.643687325685448
アマダ,2020,Q2,21.340505288978676
アマダ,2020,Q3,12.699296699444716
アマダ,2020,Q4,17.88745958868276
アマノ,2018,Q1,22.756942702703483
アマノ,2018,Q2,31.855702049555333
アマノ,2018,Q3,35.322703510074916
アマノ,2018,Q4,46.35680208145368
アマノ,2019,Q1,16.862005073875764
アマノ,2019,Q2,30.110467499971378
アマノ,2019,Q3,24.597295070101154
アマノ,2019,Q4,56.31663712969066
アマノ,2020,Q1,24.85207966431244
アマノ,2020,Q2,36.354756874233544
アマノ,2020,Q3,22.70844423553808
アマノ,2020,Q4,45.65948736602786
アミューズ,2018,Q1,66.4899243124421
アミューズ,2018,Q2,28.047217038088547
アミューズ,2018,Q3,48.00818173781113
アミューズ,2018,Q4,104.46571344501945
アミューズ,2019,Q1,109.67654010082765
アミューズ,2019,Q2,83.09666036447175
アミューズ,2019,Q3,66.74191633428745
アミューズ,2019,Q4,37.116986088188696
アミューズ,2020,Q1,25.261465297016912
アミューズ,2020,Q2,-14.87521271454193
アミューズ,2020,Q3,63.76838160727743
アミューズ,2020,Q4,38.010630514308104
アリアケジャパン,2018,Q1,65.74372959118115
アリアケジャパン,2018,Q2,75.72502209424763
アリアケジャパン,2018,Q3,86.69005688309284
アリアケジャパン,2018,Q4,53.183041261186645
アリアケジャパン,2019,Q1,-600.3588285522947
アリアケジャパン,2019,Q2,-237.8387038752935
アリアケジャパン,2019,Q3,312.7508114435086
アリアケジャパン,2019,Q4,-232.66145151535238
アリアケジャパン,2020,Q1,92.39134777373329
アリアケジャパン,2020,Q2,60.348576208747545
アリアケジャパン,2020,Q3,115.31503316912313
アリアケジャパン,2020,Q4,138.6381957072199
アルインコ,2018,Q1,12.422588641670984
アルインコ,2018,Q2,25.010648664432495
アルインコ,2018,Q3,28.560190331752892
アルインコ,2018,Q4,1.4214689101874
アルインコ,2019,Q1,21.413851906285743
アルインコ,2019,Q2,24.174829611376424
アルインコ,2019,Q3,38.05994214196079
アルインコ,2019,Q4,17.49639431992935
アルインコ,2020,Q1,33.47919439964048
アルインコ,2020,Q2,40.78954357252739
アルインコ,2020,Q3,49.07443355946333
アルインコ,2020,Q4,11.058575098800077
アルコニックス,2018,Q1,86.31399768167012
アルコニックス,2018,Q2,29.724450958779585
アルコニックス,2018,Q3,69.60814767453132
アルコニックス,2018,Q4,61.4715992978916
アルコニックス,2019,Q1,82.4625486100482
アルコニックス,2019,Q2,59.10537171770051
アルコニックス,2019,Q3,16.88171089236039
アルコニックス,2019,Q4,8.85142374003675
アルコニックス,2020,Q1,30.806431773108102
アルコニックス,2020,Q2,31.25389578368174
アルコニックス,2020,Q3,0.3302541033848456
アルコニックス,2020,Q4,2.834215672117807
アルゴグラフィックス,2018,Q1,73.81792557482981
アルゴグラフィックス,2018,Q2,88.96041898418093
アルゴグラフィックス,2018,Q3,71.6175771737212
アルゴグラフィックス,2018,Q4,113.4462277956535
アルゴグラフィックス,2019,Q1,79.33721197927036
アルゴグラフィックス,2019,Q2,40.23845276489317
アルゴグラフィックス,2019,Q3,38.50882094072915
アルゴグラフィックス,2019,Q4,65.44467214575127
アルゴグラフィックス,2020,Q1,36.40441003556691
アルゴグラフィックス,2020,Q2,44.04608557460938
アルゴグラフィックス,2020,Q3,41.92541900058853
アルゴグラフィックス,2020,Q4,40.39942923209509
アルビス,2018,Q1,80.38390631076345
アルビス,2018,Q2,59.74733223959629
アルビス,2018,Q3,16.592700983302166
アルビス,2018,Q4,24.13565051645128
アルビス,2019,Q1,34.21853713069322
アルビス,2019,Q2,8.094959030606333
アルビス,2019,Q3,-10.90293627976098
アルビス,2019,Q4,10.967507315182047
アルビス,2020,Q1,69.70473985051558
アルビス,2020,Q2,44.258395710286095
アルビス,2020,Q3,77.9436665157973
アルビス,2020,Q4,43.0332647976029
アルファ,2018,Q1,9.668520550563589
アルファ,2018,Q2,29.971334668402108
アルファ,2018,Q3,48.07158233179524
アルファ,2018,Q4,55.35055696237126
アルファ,2019,Q1,40.30633973792881
アルファ,2019,Q2,-16.50470331039309
アルファ,2019,Q3,39.05055193443644
アルファ,2019,Q4,101.30141137265028
アルファ,2020,Q1,-57.611548683275714
アルファ,2020,Q2,-80.09395356269476
アルファ,2020,Q3,71.75182079464159
アルファ,2020,Q4,43.963586610371635
アルファシステムズ,2018,Q1,43.68067571293727
アルファシステムズ,2018,Q2,44.999590191573134
アルファシステムズ,2018,Q3,30.031295688917453
アルファシステムズ,2018,Q4,49.43782196943812
アルファシステムズ,2019,Q1,41.90067606020898
アルファシステムズ,2019,Q2,35.944940817065344
アルファシステムズ,2019,Q3,17.44919372743084
アルファシステムズ,2019,Q4,35.86937136190977
アルファシステムズ,2020,Q1,14.245215239680988
アルファシステムズ,2020,Q2,48.37480641213563
アルファシステムズ,2020,Q3,36.431342688722
アルファシステムズ,2020,Q4,53.700338685431234
アルフレッサ　ホールディングス,2018,Q1,46.43235089251675
アルフレッサ　ホールディングス,2018,Q2,30.44577607924475
アルフレッサ　ホールディングス,2018,Q3,40.826896873020814
アルフレッサ　ホールディングス,2018,Q4,25.0720706324646
アルフレッサ　ホールディングス,2019,Q1,44.563507251342344
アルフレッサ　ホールディングス,2019,Q2,33.499050522349535
アルフレッサ　ホールディングス,2019,Q3,58.77620951631161
アルフレッサ　ホールディングス,2019,Q4,21.537427051538657
アルフレッサ　ホールディングス,2020,Q1,41.9387386147381
アルフレッサ　ホールディングス,2020,Q2,33.81035445963255
アルフレッサ　ホールディングス,2020,Q3,35.787898155527785
アルフレッサ　ホールディングス,2020,Q4,13.072164308968183
アルプスアルパイン,2018,Q1,33.542187545200704
アルプスアルパイン,2018,Q2,61.040941349695004
アルプスアルパイン,2018,Q3,69.1413856351437
アルプスアルパイン,2018,Q4,55.6265819816781
アルプスアルパイン,2019,Q1,10.474409820347319
アルプスアルパイン,2019,Q2,39.98855226783553
アルプスアルパイン,2019,Q3,30.576046101179145
アルプスアルパイン,2019,Q4,18.094170558407995
アルプスアルパイン,2020,Q1,-7.748362934534612
アルプスアルパイン,2020,Q2,-17.339455243147853
アルプスアルパイン,2020,Q3,-12.098503390248222
アルプスアルパイン,2020,Q4,36.11637297566287
アルプス物流,2018,Q1,13.509094904931828
アルプス物流,2018,Q2,18.88262047033777
アルプス物流,2018,Q3,19.950388437747847
アルプス物流,2018,Q4,41.9986094220871
アルプス物流,2019,Q1,11.281187450897562
アルプス物流,2019,Q2,14.058933995785821
アルプス物流,2019,Q3,16.668427678821615
アルプス物流,2019,Q4,15.539154475160274
アルプス物流,2020,Q1,9.31123352231208
アルプス物流,2020,Q2,8.506498405677064
アルプス物流,2020,Q3,18.64277006398612
