企業名,会計年度,四半期,y_hat_mlm3
ディスコ,2020,Q2,143.77613726441473
ディスコ,2020,Q3,244.6537651685876
ディスコ,2020,Q4,241.96626454008538
ディーブイエックス,2018,Q1,20.66145601174776
ディーブイエックス,2018,Q2,36.2075830972052
ディーブイエックス,2018,Q3,27.645556761796172
ディーブイエックス,2018,Q4,26.277391208140216
ディーブイエックス,2019,Q1,29.855698268763604
ディーブイエックス,2019,Q2,29.57142174416026
ディーブイエックス,2019,Q3,14.164883817952614
ディーブイエックス,2019,Q4,24.134269105142266
ディーブイエックス,2020,Q1,23.441257972895073
ディーブイエックス,2020,Q2,31.836203959912382
ディーブイエックス,2020,Q3,13.750883839412154
ディーブイエックス,2020,Q4,24.679360579206104
デサント,2018,Q1,10.09327803532733
デサント,2018,Q2,22.6918102994548
デサント,2018,Q3,22.703264069880674
デサント,2018,Q4,-13.7203481263507
デサント,2019,Q1,-11.510706583789215
デサント,2019,Q2,8.861670604851668
デサント,2019,Q3,5.998999060210622
デサント,2019,Q4,9.114377398148008
デサント,2020,Q1,-25.354268891435368
デサント,2020,Q2,28.286039712668924
デサント,2020,Q3,30.422861019132228
デサント,2020,Q4,-39.277729508907385
デリカフーズホールディングス,2018,Q1,1138.4668769580312
デリカフーズホールディングス,2018,Q2,670.0792994070798
デリカフーズホールディングス,2018,Q3,486.65863970672945
デリカフーズホールディングス,2018,Q4,554.6736722325877
デリカフーズホールディングス,2019,Q1,1122.0989409453614
デリカフーズホールディングス,2019,Q2,616.6586447426598
デリカフーズホールディングス,2019,Q3,135.24603128864146
デリカフーズホールディングス,2019,Q4,-28.819849148581852
デリカフーズホールディングス,2020,Q1,7.788201658243224
デリカフーズホールディングス,2020,Q2,-7.086576642447881
デリカフーズホールディングス,2020,Q3,-3.084388821163884
デリカフーズホールディングス,2020,Q4,-14.530814123994787
デンカ,2018,Q1,44.87428965864717
デンカ,2018,Q2,-28.953076614509428
デンカ,2018,Q3,293.27197118425215
デンカ,2018,Q4,17.221693900708033
デンカ,2019,Q1,182.78498207743348
デンカ,2019,Q2,65.42640038968875
デンカ,2019,Q3,70.07255564115121
デンカ,2019,Q4,32.76040573666887
デンカ,2020,Q1,14.09011512011034
デンカ,2020,Q2,47.303184708846175
デンカ,2020,Q3,52.56557601500276
デンカ,2020,Q4,103.00246695265491
デンソー,2018,Q1,100.0715186767236
デンソー,2018,Q2,111.08811183668149
デンソー,2018,Q3,94.22165653998292
デンソー,2018,Q4,73.56338661468769
デンソー,2019,Q1,98.72667331324463
デンソー,2019,Q2,84.38603155262962
デンソー,2019,Q3,96.21541415516435
デンソー,2019,Q4,63.95450354602053
デンソー,2020,Q1,-70.37967853030767
デンソー,2020,Q2,-161.3812721365075
デンソー,2020,Q3,87.47110927862059
デンソー,2020,Q4,185.82548576210502
デンヨー,2018,Q1,11.908655031894114
デンヨー,2018,Q2,31.388207605694987
デンヨー,2018,Q3,35.59625315191245
デンヨー,2018,Q4,38.19062740845811
デンヨー,2019,Q1,25.141129630864214
デンヨー,2019,Q2,30.468492814336884
デンヨー,2019,Q3,31.67024250537699
デンヨー,2019,Q4,36.21799774223098
デンヨー,2020,Q1,24.25843663045194
デンヨー,2020,Q2,59.85101605508885
デンヨー,2020,Q3,51.31219928154155
デンヨー,2020,Q4,48.68111523441155
トクヤマ,2018,Q1,6.342422518619401
トクヤマ,2018,Q2,12.30216335303794
トクヤマ,2018,Q3,85.6056177039016
トクヤマ,2018,Q4,125.93774653494569
トクヤマ,2019,Q1,86.87873200273032
トクヤマ,2019,Q2,-80.74879917577817
トクヤマ,2019,Q3,6.495361392901884
トクヤマ,2019,Q4,115.88920906843555
トクヤマ,2020,Q1,28.476786540549597
トクヤマ,2020,Q2,60.33514479871829
トクヤマ,2020,Q3,70.42669063391753
トクヤマ,2020,Q4,64.32874805254517
トッパン・フォームズ,2018,Q1,11.99121112853939
トッパン・フォームズ,2018,Q2,8.7671290935685
トッパン・フォームズ,2018,Q3,8.694399389886556
トッパン・フォームズ,2018,Q4,10.082092207106953
トッパン・フォームズ,2019,Q1,9.502940451156299
トッパン・フォームズ,2019,Q2,9.19858115285706
トッパン・フォームズ,2019,Q3,13.396161778546613
トッパン・フォームズ,2019,Q4,11.010557844542632
トッパン・フォームズ,2020,Q1,5.696631046680835
トッパン・フォームズ,2020,Q2,1.6912863880382645
トッパン・フォームズ,2020,Q3,4.555382348727726
トッパン・フォームズ,2020,Q4,-16.067867380950076
トナミホールディングス,2018,Q1,196.83374582663077
トナミホールディングス,2018,Q2,-177.46606701578662
トナミホールディングス,2018,Q3,2456.092395741276
トナミホールディングス,2018,Q4,377.0506514273675
トナミホールディングス,2019,Q1,117.85563714240288
トナミホールディングス,2019,Q2,216.85649947540696
トナミホールディングス,2019,Q3,178.55716021448325
トナミホールディングス,2019,Q4,169.07519515707736
トナミホールディングス,2020,Q1,287.9864180976424
トナミホールディングス,2020,Q2,132.29104087352948
トナミホールディングス,2020,Q3,26.516626770331186
トナミホールディングス,2020,Q4,161.37588672815218
トピー工業,2018,Q1,-232.48268346688513
トピー工業,2018,Q2,7.465893679617977
トピー工業,2018,Q3,57.66251453617258
トピー工業,2018,Q4,-45.58318521307871
トピー工業,2019,Q1,453.1050028575894
トピー工業,2019,Q2,118.82062733759051
トピー工業,2019,Q3,54.38093682809722
トピー工業,2019,Q4,109.50068092886227
トピー工業,2020,Q1,-398.0038500084479
トピー工業,2020,Q2,-103.81175687576541
トピー工業,2020,Q3,-225.56406872079967
トピー工業,2020,Q4,553.7460764483204
トプコン,2018,Q1,13.936733725056456
トプコン,2018,Q2,17.764205831073014
トプコン,2018,Q3,7.472419289445611
トプコン,2018,Q4,26.20924001009587
トプコン,2019,Q1,9.335138595849457
トプコン,2019,Q2,10.237017063683027
トプコン,2019,Q3,-0.44168492986841557
トプコン,2019,Q4,32.902235150922294
トプコン,2020,Q1,236.89620396241833
トプコン,2020,Q2,-7.030949770408739
トプコン,2020,Q3,-10.072804149984378
トプコン,2020,Q4,21.670041281095628
トヨタ紡織,2018,Q1,55.51351400365547
トヨタ紡織,2018,Q2,46.392787133071124
トヨタ紡織,2018,Q3,25.626106372261802
トヨタ紡織,2018,Q4,40.07179381096512
トヨタ紡織,2019,Q1,8.01722212867594
トヨタ紡織,2019,Q2,15.879639249823185
トヨタ紡織,2019,Q3,27.134916384311964
トヨタ紡織,2019,Q4,5.613635625848701
トヨタ紡織,2020,Q1,15.454183129045305
トヨタ紡織,2020,Q2,-0.34811996490543606
トヨタ紡織,2020,Q3,-18.36492935581782
トヨタ紡織,2020,Q4,21.462906257064787
トヨタ自動車,2018,Q1,329.0621137887008
トヨタ自動車,2018,Q2,240.37560822112118
トヨタ自動車,2018,Q3,302.9190706982358
トヨタ自動車,2018,Q4,141.58280078008465
トヨタ自動車,2019,Q1,162.2408664254549
トヨタ自動車,2019,Q2,212.36332535232214
トヨタ自動車,2019,Q3,391.4445481764342
トヨタ自動車,2019,Q4,156.50653987487703
トヨタ自動車,2020,Q1,-83.83606267451296
トヨタ自動車,2020,Q2,-96.41270881596984
トヨタ自動車,2020,Q3,3.276048369481373
トヨタ自動車,2020,Q4,22.91485333415949
トランコム,2018,Q1,70.93530807339465
トランコム,2018,Q2,82.79594060865224
トランコム,2018,Q3,129.56014479441808
トランコム,2018,Q4,81.68403469821247
トランコム,2019,Q1,116.69920046383197
トランコム,2019,Q2,97.02051744772137
トランコム,2019,Q3,141.6818927869968
トランコム,2019,Q4,100.72012510047676
トランコム,2020,Q1,123.91348679844742
トランコム,2020,Q2,138.66763969539136
トランコム,2020,Q3,132.610181611099
トランコム,2020,Q4,84.93606169958048
トランスコスモス,2018,Q1,-90.08174558368069
トランスコスモス,2018,Q2,-36.591207490753504
トランスコスモス,2018,Q3,35.527896553695044
トランスコスモス,2018,Q4,-86.0537045325861
トランスコスモス,2019,Q1,24.732512541536522
トランスコスモス,2019,Q2,19.153298996546084
トランスコスモス,2019,Q3,-8.01614453734851
トランスコスモス,2019,Q4,-26.094013997597813
トランスコスモス,2020,Q1,29.3736142293767
トランスコスモス,2020,Q2,48.85776254065968
トランスコスモス,2020,Q3,71.19181471137404
トランスコスモス,2020,Q4,26.899817048897148
トーエネック,2018,Q1,170.42518825202805
トーエネック,2018,Q2,-83.52482992079098
トーエネック,2018,Q3,1193.1091267521572
トーエネック,2018,Q4,-63.119397243744515
トーエネック,2019,Q1,-49.773865493594485
トーエネック,2019,Q2,95.29217013173411
トーエネック,2019,Q3,104.19642614395707
トーエネック,2019,Q4,75.51323297448971
トーエネック,2020,Q1,477.74155297092716
トーエネック,2020,Q2,27.90748643779466
トーエネック,2020,Q3,66.47686343497367
トーエネック,2020,Q4,156.40003781798418
トーカイ,2018,Q1,62.12491431786839
トーカイ,2018,Q2,63.536660080645106
トーカイ,2018,Q3,51.469185756858224
トーカイ,2018,Q4,34.41403356079445
トーカイ,2019,Q1,46.62720462002426
トーカイ,2019,Q2,44.55394845638784
トーカイ,2019,Q3,51.90317107528472
トーカイ,2019,Q4,29.768123148335235
トーカイ,2020,Q1,34.70698554967157
トーカイ,2020,Q2,34.677170376402955
トーカイ,2020,Q3,34.32732334810453
トーカイ,2020,Q4,23.57070418194303
トーカロ,2018,Q1,59.35084154468154
トーカロ,2018,Q2,25.493101688575962
トーカロ,2018,Q3,49.2318771694643
トーカロ,2018,Q4,-21.213656364249232
トーカロ,2019,Q1,33.654110278915574
トーカロ,2019,Q2,24.475894385914955
トーカロ,2019,Q3,24.044790481693155
トーカロ,2019,Q4,22.477407656970286
トーカロ,2020,Q1,28.497845884194533
トーカロ,2020,Q2,28.98726704798048
トーカロ,2020,Q3,28.019494892501825
トーカロ,2020,Q4,21.377953541510806
トーメンデバイス,2018,Q1,51.857479319809386
トーメンデバイス,2018,Q2,41.26605560868484
トーメンデバイス,2018,Q3,37.82983984114833
トーメンデバイス,2018,Q4,28.53091034738941
トーメンデバイス,2019,Q1,35.764316864278044
トーメンデバイス,2019,Q2,70.53940244460955
トーメンデバイス,2019,Q3,85.69688921151288
トーメンデバイス,2019,Q4,108.2292505347321
トーメンデバイス,2020,Q1,93.4653242330142
トーメンデバイス,2020,Q2,117.24044536736795
トーメンデバイス,2020,Q3,123.7967451060664
トーメンデバイス,2020,Q4,126.57864204787415
トーモク,2018,Q1,59.21057779188767
トーモク,2018,Q2,83.871457331606
トーモク,2018,Q3,282.0072438071704
トーモク,2018,Q4,-18.493005383359787
トーモク,2019,Q1,238.3918777262711
トーモク,2019,Q2,37.44409189910357
トーモク,2019,Q3,90.27189381131893
トーモク,2019,Q4,250.45570828224254
トーモク,2020,Q1,2.5810589937398163
トーモク,2020,Q2,131.50300980029397
トーモク,2020,Q3,219.41648783207506
トーモク,2020,Q4,191.6341879294734
トーヨーカネツ,2018,Q1,9.737330737062138
トーヨーカネツ,2018,Q2,-26.791642981082447
トーヨーカネツ,2018,Q3,390.033555236142
トーヨーカネツ,2018,Q4,39.0853378656238
トーヨーカネツ,2019,Q1,259.6357711851923
トーヨーカネツ,2019,Q2,6.621450793179321
トーヨーカネツ,2019,Q3,1.3232664232880609
トーヨーカネツ,2019,Q4,-200.64175800281615
トーヨーカネツ,2020,Q1,20.08831211508887
トーヨーカネツ,2020,Q2,110.35932796447621
トーヨーカネツ,2020,Q3,34.202703513642014
トーヨーカネツ,2020,Q4,104.2703159898856
ドウシシャ,2018,Q1,46.63921173882227
ドウシシャ,2018,Q2,30.702388698079517
ドウシシャ,2018,Q3,60.67317912509134
ドウシシャ,2018,Q4,11.788244059253543
ドウシシャ,2019,Q1,33.85649883039264
ドウシシャ,2019,Q2,31.318837220050682
ドウシシャ,2019,Q3,52.42538642423369
ドウシシャ,2019,Q4,-5.943656448846241
ドウシシャ,2020,Q1,39.77677404944359
ドウシシャ,2020,Q2,44.562170745909384
ドウシシャ,2020,Q3,66.79774962491354
ドウシシャ,2020,Q4,24.630164922060658
ナイス,2018,Q1,-294.267728652251
ナイス,2018,Q2,110.43315760144901
ナイス,2018,Q3,-1748.059624303022
ナイス,2018,Q4,659.4564824677345
ナイス,2019,Q1,-184.59454259564427
ナイス,2019,Q2,-568.8691884772143
ナイス,2019,Q3,-110.82125255426942
ナイス,2019,Q4,812.601142433628
ナイス,2020,Q1,1433.5262504679704
ナイス,2020,Q2,23.915659615400273
ナイス,2020,Q3,-630.395250252805
ナイス,2020,Q4,329.69141698026306
ナカノフドー建設,2018,Q1,36.374440864782684
ナカノフドー建設,2018,Q2,30.452122797483582
ナカノフドー建設,2018,Q3,33.536690540253005
ナカノフドー建設,2018,Q4,30.620114410541134
ナカノフドー建設,2019,Q1,31.28032255126311
ナカノフドー建設,2019,Q2,35.57913232458429
ナカノフドー建設,2019,Q3,24.005026493552634
ナカノフドー建設,2019,Q4,26.386928695240044
ナカノフドー建設,2020,Q1,24.377881263877462
ナカノフドー建設,2020,Q2,21.449445286073654
ナカノフドー建設,2020,Q3,18.26856162958316
ナカノフドー建設,2020,Q4,2.4853802225014476
ナカバヤシ,2018,Q1,10.93551109830733
ナカバヤシ,2018,Q2,10.46753092452495
ナカバヤシ,2018,Q3,42.7877564832701
ナカバヤシ,2018,Q4,26.186602013443647
ナカバヤシ,2019,Q1,0.8900847230599283
ナカバヤシ,2019,Q2,0.22872106002600123
ナカバヤシ,2019,Q3,12.386958715088298
ナカバヤシ,2019,Q4,27.012831777121505
ナカバヤシ,2020,Q1,6.214080834141612
ナカバヤシ,2020,Q2,17.30962854169715
ナカバヤシ,2020,Q3,9.545515194387207
ナカバヤシ,2020,Q4,26.414833488853745
ナカヨ,2018,Q1,33.751272617399536
ナカヨ,2018,Q2,-6.231757750075985
ナカヨ,2018,Q3,-343.28248547290605
ナカヨ,2018,Q4,55.829458739739266
ナカヨ,2019,Q1,67.12396606893651
ナカヨ,2019,Q2,59.253300501784054
ナカヨ,2019,Q3,-8.28247973951585
ナカヨ,2019,Q4,36.44597994366126
ナカヨ,2020,Q1,17.113238464795586
ナカヨ,2020,Q2,54.064647477997994
ナカヨ,2020,Q3,-21.943667188878067
ナカヨ,2020,Q4,-16.699632816030032
ナガワ,2018,Q1,38.51584799427445
ナガワ,2018,Q2,59.41726740751642
ナガワ,2018,Q3,41.53576739953394
ナガワ,2018,Q4,49.678417845618355
ナガワ,2019,Q1,33.013937402261035
ナガワ,2019,Q2,31.92216832453869
ナガワ,2019,Q3,39.96256269566942
ナガワ,2019,Q4,41.67280856981938
ナガワ,2020,Q1,25.35771484992472
ナガワ,2020,Q2,39.965568150124284
ナガワ,2020,Q3,37.66849444768138
ナガワ,2020,Q4,27.821459630332036
ナック,2018,Q1,-83.66614396526393
ナック,2018,Q2,44.00237495981787
ナック,2018,Q3,2.7140066090735218
ナック,2018,Q4,78.43812260229925
ナック,2019,Q1,-107.3120720445645
ナック,2019,Q2,-30.617695534466975
ナック,2019,Q3,-24.88229839934752
ナック,2019,Q4,27.187898291426336
ナック,2020,Q1,-43.22981573169659
ナック,2020,Q2,19.34054889196159
ナック,2020,Q3,21.064965714038863
ナック,2020,Q4,52.91469318179338
ニコン,2018,Q1,26.112139273017306
ニコン,2018,Q2,14.167059121508032
ニコン,2018,Q3,13.180367062544274
ニコン,2018,Q4,30.70626807051059
ニコン,2019,Q1,28.70838749211964
ニコン,2019,Q2,5.758138658846235
ニコン,2019,Q3,27.16528370891666
ニコン,2019,Q4,18.547448019669083
ニコン,2020,Q1,-7.542201511095527
ニコン,2020,Q2,-14.617913671334463
ニコン,2020,Q3,-53.29950499135043
ニコン,2020,Q4,21.14109470257199
ニチアス,2018,Q1,27.551821221426053
ニチアス,2018,Q2,40.405587381426585
ニチアス,2018,Q3,43.119730900265495
ニチアス,2018,Q4,57.29226417314317
ニチアス,2019,Q1,57.6140385171899
ニチアス,2019,Q2,45.51421695710508
ニチアス,2019,Q3,64.55563489332428
ニチアス,2019,Q4,42.25670224188332
ニチアス,2020,Q1,65.71903760726525
ニチアス,2020,Q2,44.104065941768795
ニチアス,2020,Q3,37.26360363920844
ニチアス,2020,Q4,44.10935572959326
ニチコン,2018,Q1,-11.88689452672125
ニチコン,2018,Q2,10.433641881175745
ニチコン,2018,Q3,-76.86092412435619
ニチコン,2018,Q4,0.2405411949925167
ニチコン,2019,Q1,8.8578725668862
ニチコン,2019,Q2,-94.35564122737908
ニチコン,2019,Q3,4.034214963867612
ニチコン,2019,Q4,-55.792444927168816
ニチコン,2020,Q1,38.031906520000334
ニチコン,2020,Q2,13.957280476979207
ニチコン,2020,Q3,6.476932076027026
ニチコン,2020,Q4,-13.55951860883306
ニチハ,2018,Q1,67.8732827203545
ニチハ,2018,Q2,83.0578604633456
ニチハ,2018,Q3,67.67062277018101
ニチハ,2018,Q4,58.00559662581509
ニチハ,2019,Q1,65.12022287077525
ニチハ,2019,Q2,65.08889061928357
ニチハ,2019,Q3,100.2175097775098
ニチハ,2019,Q4,72.52520320272833
ニチハ,2020,Q1,68.78474613015419
ニチハ,2020,Q2,57.468767485411945
ニチハ,2020,Q3,41.16065052577801
ニチハ,2020,Q4,59.33990029390094
ニチバン,2018,Q1,41.19204679774754
ニチバン,2018,Q2,22.958312557615727
ニチバン,2018,Q3,292.03047234799345
ニチバン,2018,Q4,-18.280280096039405
ニチバン,2019,Q1,17.217937464493843
ニチバン,2019,Q2,61.14062986974909
ニチバン,2019,Q3,47.70943055106045
ニチバン,2019,Q4,78.02116880128244
ニチバン,2020,Q1,3.4395015508270035
ニチバン,2020,Q2,-28.36214634223279
ニチバン,2020,Q3,9.560034615622044
ニチバン,2020,Q4,42.63904113729427
ニチモウ,2018,Q1,2.0898257804917932
ニチモウ,2018,Q2,-18.280975929661366
ニチモウ,2018,Q3,931.2154873310797
ニチモウ,2018,Q4,144.07515521432094
ニチモウ,2019,Q1,-647.044455178665
ニチモウ,2019,Q2,-2044.8080714468488
ニチモウ,2019,Q3,-1016.1807088523137
ニチモウ,2019,Q4,-624.2634495880175
ニチモウ,2020,Q1,61.7266848023437
ニチモウ,2020,Q2,-201.07426062770992
ニチモウ,2020,Q3,755.2316939920875
ニチモウ,2020,Q4,-938.1919166067009
ニチレイ,2018,Q1,49.521548678253374
ニチレイ,2018,Q2,46.400570272949565
ニチレイ,2018,Q3,43.42462051726756
ニチレイ,2018,Q4,22.091650233030947
ニチレイ,2019,Q1,39.649525960054305
ニチレイ,2019,Q2,41.745068562154074
ニチレイ,2019,Q3,48.70962276710296
ニチレイ,2019,Q4,28.95499999251149
ニチレイ,2020,Q1,33.79197345295441
ニチレイ,2020,Q2,32.25466910810256
ニチレイ,2020,Q3,53.13810952286411
ニチレイ,2020,Q4,17.801793086133046
ニチレキ,2018,Q1,-13.773795528936716
ニチレキ,2018,Q2,46.1815955690347
ニチレキ,2018,Q3,106.34472804428106
ニチレキ,2018,Q4,90.82665271180826
ニチレキ,2019,Q1,-19.084810841340413
ニチレキ,2019,Q2,48.32733921325962
ニチレキ,2019,Q3,77.53866769894103
ニチレキ,2019,Q4,95.2466275179413
ニチレキ,2020,Q1,-21.68463744660039
ニチレキ,2020,Q2,56.3781622729598
ニチレキ,2020,Q3,110.04081178197475
ニチレキ,2020,Q4,65.06161015078317
ニッカトー,2018,Q1,16.319543706361088
ニッカトー,2018,Q2,15.274001560764901
ニッカトー,2018,Q3,18.999208193978706
ニッカトー,2018,Q4,18.292964409276323
ニッカトー,2019,Q1,10.105805806728142
ニッカトー,2019,Q2,11.435970219834303
ニッカトー,2019,Q3,13.63952402071724
ニッカトー,2019,Q4,1.7435526030474957
ニッカトー,2020,Q1,0.7299126211844786
ニッカトー,2020,Q2,-6.940051026331343
ニッカトー,2020,Q3,1.708493748463873
ニッカトー,2020,Q4,-2.2948654383759433
ニッコンホールディングス,2018,Q1,47.30329242918242
ニッコンホールディングス,2018,Q2,55.33170101058164
ニッコンホールディングス,2018,Q3,50.318164976748506
ニッコンホールディングス,2018,Q4,58.52315374373734
ニッコンホールディングス,2019,Q1,50.42431015632977
ニッコンホールディングス,2019,Q2,59.992683540815904
ニッコンホールディングス,2019,Q3,67.55420830973611
ニッコンホールディングス,2019,Q4,56.95277926137874
ニッコンホールディングス,2020,Q1,62.97936185031338
ニッコンホールディングス,2020,Q2,41.677075014212335
ニッコンホールディングス,2020,Q3,53.91688552758495
ニッコンホールディングス,2020,Q4,58.076823348827304
ニッタ,2018,Q1,76.5907694617124
ニッタ,2018,Q2,76.44884590226252
ニッタ,2018,Q3,92.10672063814502
ニッタ,2018,Q4,88.22187023194783
ニッタ,2019,Q1,84.71739385200976
ニッタ,2019,Q2,84.06783491697934
ニッタ,2019,Q3,54.155314462620936
ニッタ,2019,Q4,39.45722368535121
ニッタ,2020,Q1,46.276557519249764
ニッタ,2020,Q2,39.35057997174977
ニッタ,2020,Q3,19.696222872999556
ニッタ,2020,Q4,49.107463664630586
ニッパツ,2018,Q1,15.549724264411111
ニッパツ,2018,Q2,17.55934359893979
ニッパツ,2018,Q3,38.72023743705222
ニッパツ,2018,Q4,5.279996460485677
ニッパツ,2019,Q1,3.2958795122992797
ニッパツ,2019,Q2,13.939592468350384
ニッパツ,2019,Q3,29.79530077092386
ニッパツ,2019,Q4,-5.640141454961622
ニッパツ,2020,Q1,182.99388792035825
ニッパツ,2020,Q2,-8.398914213253036
ニッパツ,2020,Q3,9.356084401608172
ニッパツ,2020,Q4,29.402884707361384
ニップン,2018,Q1,22.277670555022084
ニップン,2018,Q2,30.307429283224735
ニップン,2018,Q3,33.80448284538932
ニップン,2018,Q4,28.248575805282087
ニップン,2019,Q1,34.87228558388833
ニップン,2019,Q2,30.98542627677901
ニップン,2019,Q3,37.86868316862865
ニップン,2019,Q4,25.888153503075728
ニップン,2020,Q1,32.290160767933116
ニップン,2020,Q2,25.454015259501602
ニップン,2020,Q3,43.04922404750846
ニップン,2020,Q4,22.47857484141764
ニフコ,2018,Q1,107.62039643014703
ニフコ,2018,Q2,97.50388382055985
ニフコ,2018,Q3,98.77107443598948
ニフコ,2018,Q4,58.31610947470472
ニフコ,2019,Q1,67.01711228306522
ニフコ,2019,Q2,64.26381519961205
ニフコ,2019,Q3,58.91913753481549
ニフコ,2019,Q4,60.629138032863466
ニフコ,2020,Q1,38.585656439355716
ニフコ,2020,Q2,33.35189442689489
ニフコ,2020,Q3,20.75661378117161
ニフコ,2020,Q4,58.38495188674858
ニプロ,2018,Q1,23.354956619367385
ニプロ,2018,Q2,-1.2164445232899652
ニプロ,2018,Q3,34.82082840256396
ニプロ,2018,Q4,18.37279613778867
ニプロ,2019,Q1,23.22280595948132
ニプロ,2019,Q2,5.597884839008884
ニプロ,2019,Q3,24.768370114040067
ニプロ,2019,Q4,5.03352713428535
ニプロ,2020,Q1,81.17183081976671
ニプロ,2020,Q2,35.07491402255302
ニプロ,2020,Q3,14.473791081076087
ニプロ,2020,Q4,16.206415695966047
ニホンフラッシュ,2018,Q1,35.569008078352454
ニホンフラッシュ,2018,Q2,41.7514679736488
ニホンフラッシュ,2018,Q3,39.54002305631434
ニホンフラッシュ,2018,Q4,31.358341155685423
ニホンフラッシュ,2019,Q1,30.904076315610354
ニホンフラッシュ,2019,Q2,31.67045497494128
ニホンフラッシュ,2019,Q3,80.83752231684414
ニホンフラッシュ,2019,Q4,80.89421822942137
ニホンフラッシュ,2020,Q1,67.05936166218103
ニホンフラッシュ,2020,Q2,52.66184607826969
ニホンフラッシュ,2020,Q3,108.0110554874633
ニホンフラッシュ,2020,Q4,54.56778697245187
ネットワンシステムズ,2018,Q1,-304.00332342690353
ネットワンシステムズ,2018,Q2,116.03761116720307
ネットワンシステムズ,2018,Q3,-330.4120065070647
ネットワンシステムズ,2018,Q4,-220.19682629926274
ネットワンシステムズ,2019,Q1,91.77792298200325
ネットワンシステムズ,2019,Q2,274.88140694275944
ネットワンシステムズ,2019,Q3,7.355525933241097
ネットワンシステムズ,2019,Q4,-395.9853767032217
ネットワンシステムズ,2020,Q1,-19.04838044568919
ネットワンシステムズ,2020,Q2,0.22971986783500142
ネットワンシステムズ,2020,Q3,3.819554705915607
ネットワンシステムズ,2020,Q4,59.97491702086751
ネツレン,2018,Q1,29.16602139565748
ネツレン,2018,Q2,13.51264456470767
ネツレン,2018,Q3,15.23377242901347
ネツレン,2018,Q4,22.123422963756184
ネツレン,2019,Q1,4.704015906185646
ネツレン,2019,Q2,13.837432406181506
ネツレン,2019,Q3,4.58012364102467
ネツレン,2019,Q4,18.355877920772855
ネツレン,2020,Q1,2.7640483832625335
ネツレン,2020,Q2,-0.3299774903539969
ネツレン,2020,Q3,2.572789376706396
ネツレン,2020,Q4,-39.59359432526708
ノジマ,2018,Q1,34.99186538414969
ノジマ,2018,Q2,63.91815713685948
ノジマ,2018,Q3,76.64972135785246
ノジマ,2018,Q4,76.67112462687027
ノジマ,2019,Q1,56.64509835320797
ノジマ,2019,Q2,80.49892154618837
ノジマ,2019,Q3,61.21467365784065
ノジマ,2019,Q4,115.37848444389113
ノジマ,2020,Q1,100.87364296551686
ノジマ,2020,Q2,147.65879059620033
ノジマ,2020,Q3,-66.66653330081363
ノジマ,2020,Q4,-1159.6626321352242
ノリタケカンパニーリミテド,2018,Q1,790.1650864222458
ノリタケカンパニーリミテド,2018,Q2,215.153145240939
ノリタケカンパニーリミテド,2018,Q3,-66.33678193649712
ノリタケカンパニーリミテド,2018,Q4,1123.7042375598417
ノリタケカンパニーリミテド,2019,Q1,116.70388715421291
ノリタケカンパニーリミテド,2019,Q2,7.827480187684841
ノリタケカンパニーリミテド,2019,Q3,305.3621116283741
ノリタケカンパニーリミテド,2019,Q4,-131.02198991113255
ノリタケカンパニーリミテド,2020,Q1,100.67985627555959
ノリタケカンパニーリミテド,2020,Q2,-88.11215556059983
ノリタケカンパニーリミテド,2020,Q3,-425.71570266421463
ノリタケカンパニーリミテド,2020,Q4,58.7508256861086
ハイマックス,2018,Q1,33.53381810195299
ハイマックス,2018,Q2,44.14185729196379
ハイマックス,2018,Q3,49.486856404869286
ハイマックス,2018,Q4,21.51359112357227
ハイマックス,2019,Q1,34.66900003946171
ハイマックス,2019,Q2,34.607811651470115
ハイマックス,2019,Q3,27.091611725445546
ハイマックス,2019,Q4,36.13391279717632
ハイマックス,2020,Q1,50.38205252471698
ハイマックス,2020,Q2,27.405281435466122
ハイマックス,2020,Q3,23.249524785881704
ハイマックス,2020,Q4,22.165473639900483
ハウス食品グループ本社,2018,Q1,2.267763762391496
ハウス食品グループ本社,2018,Q2,44.086041591308685
ハウス食品グループ本社,2018,Q3,68.90425508207977
ハウス食品グループ本社,2018,Q4,31.14631969287302
ハウス食品グループ本社,2019,Q1,36.09862656236032
ハウス食品グループ本社,2019,Q2,46.598011227901
ハウス食品グループ本社,2019,Q3,67.65899889159164
ハウス食品グループ本社,2019,Q4,31.412745749432133
ハウス食品グループ本社,2020,Q1,34.33661781841397
ハウス食品グループ本社,2020,Q2,5.537687518558414
ハウス食品グループ本社,2020,Q3,45.2512058975081
ハウス食品グループ本社,2020,Q4,-1.387810874146453
ハピネット,2018,Q1,18.559017917241135
ハピネット,2018,Q2,48.67845674774253
ハピネット,2018,Q3,57.18743735120438
ハピネット,2018,Q4,16.945548253926745
ハピネット,2019,Q1,35.30572157018423
ハピネット,2019,Q2,53.740286427796946
ハピネット,2019,Q3,88.35475023361232
ハピネット,2019,Q4,17.92642262083382
ハピネット,2020,Q1,26.790786212116927
ハピネット,2020,Q2,41.732880643812905
ハピネット,2020,Q3,45.17099564958039
ハピネット,2020,Q4,6.528981646354055
ハマキョウレックス,2018,Q1,80.90529432223866
ハマキョウレックス,2018,Q2,82.57349957560382
ハマキョウレックス,2018,Q3,114.3985530592845
ハマキョウレックス,2018,Q4,67.9170648393374
ハマキョウレックス,2019,Q1,87.61053321810778
