企業名,会計年度,四半期,y_hat_msvm
リログループ,2018,Q2,66.84824602186235
リログループ,2018,Q3,66.35943307294816
リログループ,2018,Q4,66.00390313392664
リログループ,2019,Q1,66.25922885794405
リログループ,2019,Q2,66.79470575628427
リログループ,2019,Q3,67.38763056681957
リログループ,2019,Q4,67.99254455621087
リログループ,2020,Q1,68.11241717627762
リログループ,2020,Q2,67.56592193702168
リログループ,2020,Q3,65.04147966033104
リログループ,2020,Q4,64.55596535086025
リンテック,2018,Q1,34.54978124766564
リンテック,2018,Q2,37.16526508476706
リンテック,2018,Q3,38.61911225175823
リンテック,2018,Q4,39.19932050643831
リンテック,2019,Q1,39.06624856093139
リンテック,2019,Q2,38.618620174357076
リンテック,2019,Q3,38.07725614334347
リンテック,2019,Q4,38.00879512444039
リンテック,2020,Q1,37.91873852817961
リンテック,2020,Q2,37.17581983070958
リンテック,2020,Q3,37.21188689056377
リンテック,2020,Q4,37.87127863769419
リンナイ,2018,Q1,89.26786349421505
リンナイ,2018,Q2,89.21885502396366
リンナイ,2018,Q3,91.16910853341831
リンナイ,2018,Q4,91.098163917588
リンナイ,2019,Q1,92.8493900027043
リンナイ,2019,Q2,92.85287722324428
リンナイ,2019,Q3,93.04713419976851
リンナイ,2019,Q4,92.98896569191173
リンナイ,2020,Q1,94.37193788685825
リンナイ,2020,Q2,94.47269652785104
リンナイ,2020,Q3,96.7687459715247
リンナイ,2020,Q4,96.70027965952714
ルネサンス,2018,Q1,15.623326551426013
ルネサンス,2018,Q2,16.83602304711128
ルネサンス,2018,Q3,17.712072645715608
ルネサンス,2018,Q4,17.911432555324236
ルネサンス,2019,Q1,19.46841268930568
ルネサンス,2019,Q2,19.48847928610288
ルネサンス,2019,Q3,20.075475269232452
ルネサンス,2019,Q4,20.287424153155403
ルネサンス,2020,Q1,20.20671032808827
ルネサンス,2020,Q2,20.18201190789587
ルネサンス,2020,Q3,20.154638947818718
ルネサンス,2020,Q4,20.09268156109364
レイズネクスト,2018,Q1,16.50447463190113
レイズネクスト,2018,Q2,17.550184340133562
レイズネクスト,2018,Q3,17.076943856010736
レイズネクスト,2018,Q4,19.53778120616154
レイズネクスト,2019,Q1,18.28651727081251
レイズネクスト,2019,Q2,18.995702036308263
レイズネクスト,2019,Q3,19.026850274586245
レイズネクスト,2019,Q4,22.81219170062482
レイズネクスト,2020,Q1,20.361641957402526
レイズネクスト,2020,Q2,23.800780896775333
レイズネクスト,2020,Q3,23.05607929962353
レイズネクスト,2020,Q4,25.81818437527033
レオパレス２１,2018,Q1,12.023665700841368
レオパレス２１,2018,Q2,11.905727950852652
レオパレス２１,2018,Q3,11.645476667254353
レオパレス２１,2018,Q4,10.298782991668226
レオパレス２１,2019,Q1,9.695837024733736
レオパレス２１,2019,Q2,9.12766080012418
レオパレス２１,2019,Q3,8.814144331611946
レオパレス２１,2019,Q4,8.637937877373941
レオパレス２１,2020,Q1,6.85939276541888
レオパレス２１,2020,Q2,6.693970503048528
レオパレス２１,2020,Q3,6.410667659737216
レオパレス２１,2020,Q4,4.572374007460219
レオン自動機,2018,Q1,17.39285512310984
レオン自動機,2018,Q2,18.034458822685856
レオン自動機,2018,Q3,18.587937933880003
レオン自動機,2018,Q4,18.907483783091713
レオン自動機,2019,Q1,18.532870427871423
レオン自動機,2019,Q2,18.077767394106782
レオン自動機,2019,Q3,18.085636756699408
レオン自動機,2019,Q4,17.87963345786677
レオン自動機,2020,Q1,17.17462336652162
レオン自動機,2020,Q2,18.26195229913537
レオン自動機,2020,Q3,17.246288940115484
レオン自動機,2020,Q4,18.128610715298123
レシップホールディングス,2018,Q1,-13.624901852356496
レシップホールディングス,2018,Q2,-13.470161781004252
レシップホールディングス,2018,Q3,-11.66420839289481
レシップホールディングス,2018,Q4,-10.911718705500945
レシップホールディングス,2019,Q1,-12.951294638270678
レシップホールディングス,2019,Q2,-11.04692516782692
レシップホールディングス,2019,Q3,-7.238467493050765
レシップホールディングス,2019,Q4,-7.645630041111994
レシップホールディングス,2020,Q1,-9.458238296858848
レシップホールディングス,2020,Q2,-8.604789882666376
レシップホールディングス,2020,Q3,-7.868577152146823
レシップホールディングス,2020,Q4,-8.285414207354043
レック,2018,Q1,25.66472927388787
レック,2018,Q2,25.87748601114173
レック,2018,Q3,26.47207211613622
レック,2018,Q4,26.62550127338442
レック,2019,Q1,26.498651935714104
レック,2019,Q2,24.59471063444418
レック,2019,Q3,25.817445471954752
レック,2019,Q4,22.46075080125841
レック,2020,Q1,22.54399015163782
レック,2020,Q2,22.52124791968706
レック,2020,Q3,20.18810777127865
レック,2020,Q4,20.303933839922525
レンゴー,2018,Q1,12.69761866364311
レンゴー,2018,Q2,13.072492795080432
レンゴー,2018,Q3,13.506275921573689
レンゴー,2018,Q4,13.814638879380068
レンゴー,2019,Q1,13.524857195655217
レンゴー,2019,Q2,13.854913638284177
レンゴー,2019,Q3,14.685307950404903
レンゴー,2019,Q4,14.931506127497292
レンゴー,2020,Q1,14.565579730051732
レンゴー,2020,Q2,14.803550444216787
レンゴー,2020,Q3,15.195744848565365
レンゴー,2020,Q4,15.312817218487151
ロート製薬,2018,Q1,19.92877957899458
ロート製薬,2018,Q2,20.849991197654326
ロート製薬,2018,Q3,21.212843363284346
ロート製薬,2018,Q4,21.329071828478103
ロート製薬,2019,Q1,20.838678910774256
ロート製薬,2019,Q2,20.800724504165437
ロート製薬,2019,Q3,21.092668030581255
ロート製薬,2019,Q4,21.124860196365955
ロート製薬,2020,Q1,23.0092648617612
ロート製薬,2020,Q2,22.922986765719525
ロート製薬,2020,Q3,25.1309044254945
ロート製薬,2020,Q4,24.924703184735456
ローム,2018,Q1,44.20932607245359
ローム,2018,Q2,50.60570987836921
ローム,2018,Q3,52.09606960280542
ローム,2018,Q4,52.26131335416819
ローム,2019,Q1,51.993587808245856
ローム,2019,Q2,54.305575831805356
ローム,2019,Q3,56.99815794004567
ローム,2019,Q4,60.79480781254452
ローム,2020,Q1,60.72491380891774
ローム,2020,Q2,63.73952348430172
ローム,2020,Q3,63.44020695562981
ローム,2020,Q4,64.57169249828742
ワイエイシイホールディングス,2018,Q1,14.795692754239008
ワイエイシイホールディングス,2018,Q2,14.878038355586444
ワイエイシイホールディングス,2018,Q3,15.448581894425281
ワイエイシイホールディングス,2018,Q4,17.938155169702778
ワイエイシイホールディングス,2019,Q1,18.683216121473006
ワイエイシイホールディングス,2019,Q2,17.56077251455263
ワイエイシイホールディングス,2019,Q3,15.312629424068774
ワイエイシイホールディングス,2019,Q4,15.15071196121223
ワイエイシイホールディングス,2020,Q1,15.451689461091245
ワイエイシイホールディングス,2020,Q2,15.299424832657941
ワイエイシイホールディングス,2020,Q3,15.385622871063129
ワイエイシイホールディングス,2020,Q4,15.214633014056687
ワコム,2018,Q1,11.711211051490915
ワコム,2018,Q2,10.17073808661675
ワコム,2018,Q3,10.171647549697921
ワコム,2018,Q4,10.170693151998504
ワコム,2019,Q1,9.17569097493654
ワコム,2019,Q2,8.486522675469894
ワコム,2019,Q3,8.949912850352451
ワコム,2019,Q4,8.999972581917293
ワコム,2020,Q1,7.0402783456641345
ワコム,2020,Q2,7.332691908397593
ワコム,2020,Q3,7.8146080105376425
ワコム,2020,Q4,8.020629131373024
ワコールホールディングス,2018,Q1,17.661461562677427
ワコールホールディングス,2018,Q2,18.882656924590577
ワコールホールディングス,2018,Q3,21.02791737121621
ワコールホールディングス,2018,Q4,19.11413512895689
ワコールホールディングス,2019,Q1,17.5709382310267
ワコールホールディングス,2019,Q2,18.42322867888917
ワコールホールディングス,2019,Q3,18.781915961874013
ワコールホールディングス,2019,Q4,20.543765254973493
ワコールホールディングス,2020,Q1,18.79112810378866
ワコールホールディングス,2020,Q2,18.432810881762617
ワコールホールディングス,2020,Q3,19.4415933317085
ワコールホールディングス,2020,Q4,20.978454350884167
ワタミ,2018,Q1,11.306475084137125
ワタミ,2018,Q2,10.534960424253645
ワタミ,2018,Q3,4.488215207523339
ワタミ,2018,Q4,4.506899932070999
ワタミ,2019,Q1,4.546158243829817
ワタミ,2019,Q2,4.42309953069565
ワタミ,2019,Q3,-1.091612942458243
ワタミ,2019,Q4,-1.1930419290676468
ワタミ,2020,Q1,-2.1385488975248905
ワタミ,2020,Q2,-3.696694430451763
ワタミ,2020,Q3,-5.187877917297923
ワタミ,2020,Q4,-6.839678310974096
ヴィア・ホールディングス,2018,Q1,1.2186516144096444
ヴィア・ホールディングス,2018,Q2,1.1209901747322761
ヴィア・ホールディングス,2018,Q3,0.9480880549641078
ヴィア・ホールディングス,2018,Q4,0.6623754410956295
ヴィア・ホールディングス,2019,Q1,0.48824256371697883
ヴィア・ホールディングス,2019,Q2,0.4025508469780852
ヴィア・ホールディングス,2019,Q3,0.20236898320101826
ヴィア・ホールディングス,2019,Q4,-0.08741878250738688
ヴィア・ホールディングス,2020,Q1,-0.6046910612762071
ヴィア・ホールディングス,2020,Q2,-1.9145411271904793
ヴィア・ホールディングス,2020,Q3,-3.196649523132356
ヴィア・ホールディングス,2020,Q4,-4.273649129346242
三ツ星ベルト,2018,Q1,20.843080773100557
三ツ星ベルト,2018,Q2,21.792707258292765
三ツ星ベルト,2018,Q3,21.890426576458818
三ツ星ベルト,2018,Q4,21.969087208076946
三ツ星ベルト,2019,Q1,22.903859058197842
三ツ星ベルト,2019,Q2,24.095574060900308
三ツ星ベルト,2019,Q3,25.766208064230987
三ツ星ベルト,2019,Q4,27.299215275049246
三ツ星ベルト,2020,Q1,29.607924411987792
三ツ星ベルト,2020,Q2,31.184212933090723
三ツ星ベルト,2020,Q3,29.667061307765657
三ツ星ベルト,2020,Q4,31.199307368318056
三井不動産,2018,Q1,24.35270274377766
三井不動産,2018,Q2,24.975261682859685
三井不動産,2018,Q3,25.336961347562372
三井不動産,2018,Q4,26.32687780602646
三井不動産,2019,Q1,27.099002406411316
三井不動産,2019,Q2,28.28279445990038
三井不動産,2019,Q3,29.943790483496475
三井不動産,2019,Q4,31.727833204379888
三井不動産,2020,Q1,32.59644649422024
三井不動産,2020,Q2,32.1998472485509
三井不動産,2020,Q3,31.09635845715519
三井不動産,2020,Q4,32.39966197603214
三井住友建設,2018,Q1,3.4786079527395803
三井住友建設,2018,Q2,4.878358757717483
三井住友建設,2018,Q3,5.478034688086243
三井住友建設,2018,Q4,7.149330737963416
三井住友建設,2019,Q1,9.193918070740251
三井住友建設,2019,Q2,10.805692674849698
三井住友建設,2019,Q3,12.513361598058026
三井住友建設,2019,Q4,14.287852959189024
三井住友建設,2020,Q1,16.615389306432526
三井住友建設,2020,Q2,14.41473260518681
三井住友建設,2020,Q3,13.683052672591874
三井住友建設,2020,Q4,14.878008802496307
三井化学,2018,Q1,5.539178798610664
三井化学,2018,Q2,7.0430756517858155
三井化学,2018,Q3,8.513438899835066
三井化学,2018,Q4,10.699354024689514
三井化学,2019,Q1,13.052855644199829
三井化学,2019,Q2,14.903043454833423
三井化学,2019,Q3,19.890976699317683
三井化学,2019,Q4,24.48233307014092
三井化学,2020,Q1,26.18983022431442
三井化学,2020,Q2,23.692888250779326
三井化学,2020,Q3,25.3730866479886
三井化学,2020,Q4,26.61241245115728
三井松島ホールディングス,2018,Q1,10.426063915414193
三井松島ホールディングス,2018,Q2,11.70727596156561
三井松島ホールディングス,2018,Q3,13.399234069958947
三井松島ホールディングス,2018,Q4,14.82752961697046
三井松島ホールディングス,2019,Q1,12.847120751581722
三井松島ホールディングス,2019,Q2,14.30711744370162
三井松島ホールディングス,2019,Q3,16.211453863843158
三井松島ホールディングス,2019,Q4,17.935418328618862
三井松島ホールディングス,2020,Q1,19.58557623202723
三井松島ホールディングス,2020,Q2,20.321668322790426
三井松島ホールディングス,2020,Q3,18.597860181146906
三井松島ホールディングス,2020,Q4,14.997958069859807
三井金属鉱業,2018,Q1,7.3775484727573115
三井金属鉱業,2018,Q2,8.455889630832672
三井金属鉱業,2018,Q3,7.362237694444015
三井金属鉱業,2018,Q4,5.384324669114412
三井金属鉱業,2019,Q1,4.667661289645624
三井金属鉱業,2019,Q2,4.862597948005975
三井金属鉱業,2019,Q3,4.459078392404807
三井金属鉱業,2019,Q4,4.749529130949588
三井金属鉱業,2020,Q1,4.573656276189448
三井金属鉱業,2020,Q2,4.76880500510463
三井金属鉱業,2020,Q3,6.415624780274664
三井金属鉱業,2020,Q4,4.8719877016806095
三井Ｅ＆Ｓホールディングス,2018,Q1,4.274233170730108
三井Ｅ＆Ｓホールディングス,2018,Q2,4.9539973467147576
三井Ｅ＆Ｓホールディングス,2018,Q3,4.134119712742744
三井Ｅ＆Ｓホールディングス,2018,Q4,5.464380067724147
三井Ｅ＆Ｓホールディングス,2019,Q1,3.9864216355150526
三井Ｅ＆Ｓホールディングス,2019,Q2,5.203108650414737
三井Ｅ＆Ｓホールディングス,2019,Q3,3.9409432534792965
三井Ｅ＆Ｓホールディングス,2019,Q4,1.538866027228974
三井Ｅ＆Ｓホールディングス,2020,Q1,0.12023194601896048
三井Ｅ＆Ｓホールディングス,2020,Q2,-2.8099968753694142
三井Ｅ＆Ｓホールディングス,2020,Q3,-1.0818476177839833
三井Ｅ＆Ｓホールディングス,2020,Q4,0.863296914080027
三信電気,2018,Q1,9.165231130088117
三信電気,2018,Q2,9.147650854425363
三信電気,2018,Q3,9.453190939540153
三信電気,2018,Q4,9.232907548203782
三信電気,2019,Q1,9.846077250278823
三信電気,2019,Q2,9.090928660721756
三信電気,2019,Q3,9.241214028608265
三信電気,2019,Q4,7.499455596909626
三信電気,2020,Q1,8.545479968111954
三信電気,2020,Q2,8.493200230345588
三信電気,2020,Q3,9.57014429349109
三信電気,2020,Q4,10.549262652959488
三共生興,2018,Q1,8.691185738163579
三共生興,2018,Q2,9.718559879303095
三共生興,2018,Q3,10.064620592361578
三共生興,2018,Q4,9.533529043079394
三共生興,2019,Q1,9.246621625570027
三共生興,2019,Q2,9.74133449084472
三共生興,2019,Q3,9.938640663742229
三共生興,2019,Q4,9.26555929382247
三共生興,2020,Q1,9.168587112644646
三共生興,2020,Q2,10.15466707340639
三共生興,2020,Q3,9.731791448712103
三共生興,2020,Q4,9.467352090183546
三和ホールディングス,2018,Q1,9.781894695627486
三和ホールディングス,2018,Q2,10.96721627074238
三和ホールディングス,2018,Q3,10.565435278778692
三和ホールディングス,2018,Q4,12.932413889791198
三和ホールディングス,2019,Q1,11.794685061456724
三和ホールディングス,2019,Q2,13.022419101929302
三和ホールディングス,2019,Q3,12.214078044601965
三和ホールディングス,2019,Q4,14.032939461903753
三和ホールディングス,2020,Q1,14.379410242321178
三和ホールディングス,2020,Q2,14.957491023859596
三和ホールディングス,2020,Q3,15.466730073266017
三和ホールディングス,2020,Q4,16.979019314512364
三城ホールディングス,2018,Q1,0.2068671266388712
三城ホールディングス,2018,Q2,0.3639279013112141
三城ホールディングス,2018,Q3,0.3071558129313312
三城ホールディングス,2018,Q4,-0.3534985117212074
三城ホールディングス,2019,Q1,-0.23998192644843486
三城ホールディングス,2019,Q2,0.4301471433610466
三城ホールディングス,2019,Q3,0.30163174909153995
三城ホールディングス,2019,Q4,1.023783843507447
三城ホールディングス,2020,Q1,1.044720983037687
三城ホールディングス,2020,Q2,1.193460368512847
三城ホールディングス,2020,Q3,1.2299535408555613
三城ホールディングス,2020,Q4,1.583364800860331
三愛石油,2018,Q1,18.859403154446415
三愛石油,2018,Q2,19.692920849563276
三愛石油,2018,Q3,20.396848834493888
三愛石油,2018,Q4,20.60800616364489
三愛石油,2019,Q1,20.82939857678938
三愛石油,2019,Q2,20.807436197858607
三愛石油,2019,Q3,20.650545851755275
三愛石油,2019,Q4,20.648328024962034
三愛石油,2020,Q1,20.85283880749264
三愛石油,2020,Q2,21.150301107164758
三愛石油,2020,Q3,21.04766500229721
三愛石油,2020,Q4,21.667023723895003
三晃金属工業,2018,Q1,16.420265784560293
三晃金属工業,2018,Q2,18.35009906678909
三晃金属工業,2018,Q3,20.306454835671865
三晃金属工業,2018,Q4,21.87664943198574
三晃金属工業,2019,Q1,22.200443514444913
三晃金属工業,2019,Q2,22.2376108998742
三晃金属工業,2019,Q3,24.23801924186689
三晃金属工業,2019,Q4,26.966858323900787
三晃金属工業,2020,Q1,29.79662239389423
三晃金属工業,2020,Q2,27.808781244578835
三晃金属工業,2020,Q3,31.308078371831357
三晃金属工業,2020,Q4,35.054584795249006
三桜工業,2018,Q1,14.593047200726419
三桜工業,2018,Q2,14.43540081795528
三桜工業,2018,Q3,12.93578788231868
三桜工業,2018,Q4,11.636940759284398
三桜工業,2019,Q1,11.576256436111267
三桜工業,2019,Q2,10.86968606437488
三桜工業,2019,Q3,10.8710711522357
三桜工業,2019,Q4,10.870986592324618
三桜工業,2020,Q1,10.933537815759768
三桜工業,2020,Q2,10.173118268004629
三桜工業,2020,Q3,10.163730135483323
三桜工業,2020,Q4,10.607627548554397
三機工業,2018,Q1,3.642871706243343
三機工業,2018,Q2,4.031523139213407
三機工業,2018,Q3,6.319511713794651
三機工業,2018,Q4,7.017297864600488
三機工業,2019,Q1,6.127081837935189
三機工業,2019,Q2,7.1845118763270674
三機工業,2019,Q3,9.231537174698293
三機工業,2019,Q4,9.689737888454442
三機工業,2020,Q1,8.45617144786586
三機工業,2020,Q2,8.112578795371972
三機工業,2020,Q3,9.77744225251205
三機工業,2020,Q4,12.71099510117139
三洋化成工業,2018,Q1,20.47742793489121
三洋化成工業,2018,Q2,22.733146679092798
三洋化成工業,2018,Q3,24.996454597015823
三洋化成工業,2018,Q4,27.282834925507125
三洋化成工業,2019,Q1,25.18347996361487
三洋化成工業,2019,Q2,26.84711531926071
三洋化成工業,2019,Q3,28.89633682466455
三洋化成工業,2019,Q4,31.76041451314267
三洋化成工業,2020,Q1,34.755635863098036
三洋化成工業,2020,Q2,36.920389482822024
三洋化成工業,2020,Q3,38.03628684497802
三洋化成工業,2020,Q4,39.02849437350072
三洋工業,2018,Q1,6.351573781211763
三洋工業,2018,Q2,5.40238308623463
三洋工業,2018,Q3,7.337871479100425
三洋工業,2018,Q4,9.814590295714726
三洋工業,2019,Q1,11.415456252542079
三洋工業,2019,Q2,9.865905060448972
三洋工業,2019,Q3,12.243750169679496
三洋工業,2019,Q4,14.293205678119042
三洋工業,2020,Q1,16.16602280326059
三洋工業,2020,Q2,14.704715865269439
三洋工業,2020,Q3,17.093879659011378
三洋工業,2020,Q4,18.75982778127289
三浦工業,2018,Q1,23.619251856624384
三浦工業,2018,Q2,23.791444838818666
三浦工業,2018,Q3,23.863161883280473
三浦工業,2018,Q4,24.785604797809242
三浦工業,2019,Q1,25.02446433138863
三浦工業,2019,Q2,25.02289108619484
三浦工業,2019,Q3,25.871054609093573
三浦工業,2019,Q4,26.823028626875626
三浦工業,2020,Q1,26.524697826353954
三浦工業,2020,Q2,26.41957496560757
三浦工業,2020,Q3,27.047931757384436
三浦工業,2020,Q4,27.66576337595146
三菱ケミカルホールディングス,2018,Q1,13.717119686602892
三菱ケミカルホールディングス,2018,Q2,15.834708969119704
三菱ケミカルホールディングス,2018,Q3,17.60252943146978
三菱ケミカルホールディングス,2018,Q4,17.910904592870104
三菱ケミカルホールディングス,2019,Q1,17.68170165256493
三菱ケミカルホールディングス,2019,Q2,17.667996271469416
三菱ケミカルホールディングス,2019,Q3,18.192989572054955
三菱ケミカルホールディングス,2019,Q4,16.986132007654135
三菱ケミカルホールディングス,2020,Q1,16.648614359549118
三菱ケミカルホールディングス,2020,Q2,14.43164436005262
三菱ケミカルホールディングス,2020,Q3,14.207522822210365
三菱ケミカルホールディングス,2020,Q4,14.101188751882432
三菱マテリアル,2018,Q1,10.181839748276856
三菱マテリアル,2018,Q2,12.288452693741949
三菱マテリアル,2018,Q3,14.498526505129345
三菱マテリアル,2018,Q4,12.551156819654516
三菱マテリアル,2019,Q1,10.654570570372636
三菱マテリアル,2019,Q2,12.838018184220601
三菱マテリアル,2019,Q3,14.800078122203843
三菱マテリアル,2019,Q4,15.949152698303015
三菱マテリアル,2020,Q1,15.385423237134813
三菱マテリアル,2020,Q2,13.620730939370654
三菱マテリアル,2020,Q3,10.917310237690295
三菱マテリアル,2020,Q4,13.498703450248964
三菱ロジスネクスト,2018,Q1,5.947022743850431
三菱ロジスネクスト,2018,Q2,7.261549721093399
三菱ロジスネクスト,2018,Q3,8.259496777939534
三菱ロジスネクスト,2018,Q4,9.172814279690662
三菱ロジスネクスト,2019,Q1,9.375278296395232
三菱ロジスネクスト,2019,Q2,9.23844071204163
三菱ロジスネクスト,2019,Q3,9.332894200734831
三菱ロジスネクスト,2019,Q4,9.187367526109327
三菱ロジスネクスト,2020,Q1,8.837962613926745
三菱ロジスネクスト,2020,Q2,8.611970685145922
三菱ロジスネクスト,2020,Q3,8.194557077985037
三菱ロジスネクスト,2020,Q4,7.351229748465886
三菱倉庫,2018,Q1,13.966742508578474
三菱倉庫,2018,Q2,14.37914308822765
三菱倉庫,2018,Q3,15.063400845355094
三菱倉庫,2018,Q4,16.17672993642857
三菱倉庫,2019,Q1,18.36495478152679
三菱倉庫,2019,Q2,20.387524559597416
三菱倉庫,2019,Q3,22.099363222737153
三菱倉庫,2019,Q4,23.56751135468465
三菱倉庫,2020,Q1,21.823162834004314
三菱倉庫,2020,Q2,19.851598588334227
三菱倉庫,2020,Q3,20.630352395785568
三菱倉庫,2020,Q4,21.813874517203864
三菱化工機,2018,Q1,4.029031848519651
三菱化工機,2018,Q2,2.4406985224043445
三菱化工機,2018,Q3,3.3866345205710693
三菱化工機,2018,Q4,4.827560801368264
三菱化工機,2019,Q1,6.98839832297203
三菱化工機,2019,Q2,8.950879039032602
三菱化工機,2019,Q3,9.336229279072512
三菱化工機,2019,Q4,10.27679798234823
三菱化工機,2020,Q1,12.31902439532183
三菱化工機,2020,Q2,14.55217196613797
三菱化工機,2020,Q3,16.613457110434247
三菱化工機,2020,Q4,18.561364328404
三菱地所,2018,Q1,12.667191449827246
三菱地所,2018,Q2,13.32291564738207
三菱地所,2018,Q3,14.758884671829856
三菱地所,2018,Q4,15.494394932722878
三菱地所,2019,Q1,16.70152517614445
三菱地所,2019,Q2,17.55595809276933
三菱地所,2019,Q3,16.608560501756457
三菱地所,2019,Q4,17.143974410085512
三菱地所,2020,Q1,18.226661872637116
三菱地所,2020,Q2,19.062053426406955
三菱地所,2020,Q3,19.05263076403266
三菱地所,2020,Q4,19.196604780380692
三菱瓦斯化学,2018,Q1,22.196139237447657
三菱瓦斯化学,2018,Q2,24.21234239779119
三菱瓦斯化学,2018,Q3,26.93412924941004
三菱瓦斯化学,2018,Q4,29.227696579889905
三菱瓦斯化学,2019,Q1,27.328458316156638
三菱瓦斯化学,2019,Q2,25.463971130386685
三菱瓦斯化学,2019,Q3,23.902333278303598
三菱瓦斯化学,2019,Q4,25.463473686458006
三菱瓦斯化学,2020,Q1,27.92981835211102
三菱瓦斯化学,2020,Q2,29.782447238908535
三菱瓦斯化学,2020,Q3,30.101563673717813
三菱瓦斯化学,2020,Q4,30.858861797932658
三菱自動車工業,2018,Q1,13.47204169566664
三菱自動車工業,2018,Q2,15.557678435600753
三菱自動車工業,2018,Q3,16.312468996850114
三菱自動車工業,2018,Q4,16.085292843778372
三菱自動車工業,2019,Q1,16.0281581684068
三菱自動車工業,2019,Q2,15.834915209477176
三菱自動車工業,2019,Q3,15.742586701786408
三菱自動車工業,2019,Q4,15.69402370041357
三菱自動車工業,2020,Q1,15.105038248653246
三菱自動車工業,2020,Q2,14.45351646226067
三菱自動車工業,2020,Q3,14.17872576797831
三菱自動車工業,2020,Q4,14.052337279370697
三菱製紙,2018,Q1,3.9310910181109993
三菱製紙,2018,Q2,3.6689153451134344
三菱製紙,2018,Q3,3.909036252704261
三菱製紙,2018,Q4,3.581504207633923
三菱製紙,2019,Q1,3.719820972454375
三菱製紙,2019,Q2,3.131433250480384
三菱製紙,2019,Q3,4.04644422625723
三菱製紙,2019,Q4,3.3690973942148723
三菱製紙,2020,Q1,4.175030840341377
三菱製紙,2020,Q2,3.5688234780625234
三菱製紙,2020,Q3,2.8700733834231476
三菱製紙,2020,Q4,2.193993258745349
三菱製鋼,2018,Q1,5.995239132088394
三菱製鋼,2018,Q2,7.340288705368857
三菱製鋼,2018,Q3,6.986976958619347
三菱製鋼,2018,Q4,5.558924643874451
三菱製鋼,2019,Q1,6.952393242484411
三菱製鋼,2019,Q2,5.54220246577732
三菱製鋼,2019,Q3,4.546345371433174
三菱製鋼,2019,Q4,2.7812532995481107
三菱製鋼,2020,Q1,4.631332595331902
三菱製鋼,2020,Q2,2.7110776605378164
三菱製鋼,2020,Q3,0.950937314787581
三菱製鋼,2020,Q4,-0.8773227682741416
三菱重工業,2018,Q1,3.12249926221792
三菱重工業,2018,Q2,4.212463762406491
三菱重工業,2018,Q3,5.359790913356082
三菱重工業,2018,Q4,7.665489716927103
三菱重工業,2019,Q1,10.057990213235483
三菱重工業,2019,Q2,12.828353733522452
三菱重工業,2019,Q3,15.302497565388054
三菱重工業,2019,Q4,17.609028147749086
三菱重工業,2020,Q1,15.647699911478936
三菱重工業,2020,Q2,13.786507612120795
三菱重工業,2020,Q3,11.362351887403197
三菱重工業,2020,Q4,13.573054107715816
三菱電機,2018,Q1,21.252041606984246
三菱電機,2018,Q2,21.38716329181921
三菱電機,2018,Q3,21.541549568099292
三菱電機,2018,Q4,21.785152864683873
三菱電機,2019,Q1,21.533979902718954
三菱電機,2019,Q2,21.62092926365626
三菱電機,2019,Q3,21.743050398915432
三菱電機,2019,Q4,22.059747398799146
三菱電機,2020,Q1,21.626000938049692
三菱電機,2020,Q2,21.832039594010528
三菱電機,2020,Q3,21.76071395711407
三菱電機,2020,Q4,22.42178688115142
三谷セキサン,2018,Q1,35.87518265481002
三谷セキサン,2018,Q2,39.27624529625744
三谷セキサン,2018,Q3,42.13615481135906
三谷セキサン,2018,Q4,43.29601573409803
三谷セキサン,2019,Q1,43.56495848570399
三谷セキサン,2019,Q2,43.664496536486546
三谷セキサン,2019,Q3,44.41473000598562
三谷セキサン,2019,Q4,45.39804369000814
三谷セキサン,2020,Q1,46.291688079351836
三谷セキサン,2020,Q2,47.136762272524614
三谷セキサン,2020,Q3,48.99700931633713
三谷セキサン,2020,Q4,52.11238370143024
三谷産業,2018,Q1,6.430277301439801
三谷産業,2018,Q2,6.570724406759674
三谷産業,2018,Q3,6.447219100560482
三谷産業,2018,Q4,6.691779879590175
三谷産業,2019,Q1,6.2224486126467475
三谷産業,2019,Q2,6.581593490504682
三谷産業,2019,Q3,6.261931400563288
三谷産業,2019,Q4,6.9270697526614455
三谷産業,2020,Q1,6.198870255834745
三谷産業,2020,Q2,6.563877582334516
三谷産業,2020,Q3,6.51914036640605
三谷産業,2020,Q4,6.974211337460249
三越伊勢丹ホールディングス,2018,Q1,10.144260402066863
三越伊勢丹ホールディングス,2018,Q2,10.668014192491754
三越伊勢丹ホールディングス,2018,Q3,11.218058266305466
三越伊勢丹ホールディングス,2018,Q4,11.788982644575798
三越伊勢丹ホールディングス,2019,Q1,11.927989220240512
三越伊勢丹ホールディングス,2019,Q2,12.163333692644382
三越伊勢丹ホールディングス,2019,Q3,12.381969217294952
三越伊勢丹ホールディングス,2019,Q4,11.608962789432093
三越伊勢丹ホールディングス,2020,Q1,11.628372537183173
三越伊勢丹ホールディングス,2020,Q2,10.467630054403392
三越伊勢丹ホールディングス,2020,Q3,10.708540629311628
三越伊勢丹ホールディングス,2020,Q4,6.911973865022732
三重交通グループホールディング,2018,Q1,8.105249674179689
三重交通グループホールディング,2018,Q2,8.19242613381905
三重交通グループホールディング,2018,Q3,8.37003684763842
三重交通グループホールディング,2018,Q4,8.703655189580703
三重交通グループホールディング,2019,Q1,8.896012396716646
三重交通グループホールディング,2019,Q2,9.192590328151102
三重交通グループホールディング,2019,Q3,9.270972633827444
