企業名,会計年度,四半期,y_hat_men
コムシスホールディングス,2019,Q1,30.834265707342816
コムシスホールディングス,2019,Q2,43.45567657846165
コムシスホールディングス,2019,Q3,52.104930378651694
コムシスホールディングス,2019,Q4,95.4976712006844
コムシスホールディングス,2020,Q1,27.04766783128136
コムシスホールディングス,2020,Q2,47.23826454219769
コムシスホールディングス,2020,Q3,69.87766183464265
コムシスホールディングス,2020,Q4,95.53757458239396
コムチュア,2018,Q1,17.236757023198294
コムチュア,2018,Q2,0.7784916937065276
コムチュア,2018,Q3,37.98725234115543
コムチュア,2018,Q4,35.798017280645375
コムチュア,2019,Q1,28.458583919728945
コムチュア,2019,Q2,20.990647868604988
コムチュア,2019,Q3,8.335745302435331
コムチュア,2019,Q4,21.25637856201545
コムチュア,2020,Q1,22.90235410436312
コムチュア,2020,Q2,23.0810897218241
コムチュア,2020,Q3,23.493480085983855
コムチュア,2020,Q4,3.347132606490902
コメリ,2018,Q1,91.7206128775796
コメリ,2018,Q2,52.95651978150107
コメリ,2018,Q3,57.26336020970493
コメリ,2018,Q4,3.6898433489010927
コメリ,2019,Q1,98.69481508841818
コメリ,2019,Q2,58.08346144854082
コメリ,2019,Q3,41.39585164410784
コメリ,2019,Q4,23.051910393916245
コメリ,2020,Q1,232.0877993360246
コメリ,2020,Q2,12.219794957599788
コメリ,2020,Q3,124.18124968076498
コメリ,2020,Q4,-46.63683747953178
コロナ,2018,Q1,-12.406572013672225
コロナ,2018,Q2,25.44313558956188
コロナ,2018,Q3,65.86875614725314
コロナ,2018,Q4,-36.78780482677922
コロナ,2019,Q1,-25.94923443161739
コロナ,2019,Q2,16.97474039486148
コロナ,2019,Q3,54.82594086721162
コロナ,2019,Q4,-48.497131298312496
コロナ,2020,Q1,-10.852768079926824
コロナ,2020,Q2,11.076511055717774
コロナ,2020,Q3,59.79066314723483
コロナ,2020,Q4,-29.53417188564905
コロワイド,2018,Q1,1.5239752641872428
コロワイド,2018,Q2,-6.661997084177123
コロワイド,2018,Q3,30.291734321242927
コロワイド,2018,Q4,17.004659039307654
コロワイド,2019,Q1,2.6966887520219984
コロワイド,2019,Q2,-16.38006316747746
コロワイド,2019,Q3,13.814478472258736
コロワイド,2019,Q4,-18.914378070122165
コロワイド,2020,Q1,-247.8162056799154
コロワイド,2020,Q2,-128.75549182487836
コロワイド,2020,Q3,-31.05050000074972
コロワイド,2020,Q4,-59.86801976694052
コンドーテック,2018,Q1,20.705430569837056
コンドーテック,2018,Q2,27.069350525048865
コンドーテック,2018,Q3,28.74377945889988
コンドーテック,2018,Q4,26.037636465685367
コンドーテック,2019,Q1,26.4382881147074
コンドーテック,2019,Q2,27.0970728970045
コンドーテック,2019,Q3,32.289384720555766
コンドーテック,2019,Q4,21.6811805768648
コンドーテック,2020,Q1,23.0733562793165
コンドーテック,2020,Q2,24.277332278799104
コンドーテック,2020,Q3,23.250041535189197
コンドーテック,2020,Q4,21.07499536487681
コーセー,2018,Q1,130.5221700567295
コーセー,2018,Q2,169.06773219067782
コーセー,2018,Q3,214.76725501936937
コーセー,2018,Q4,20.544657823954864
コーセー,2019,Q1,163.77702042645183
コーセー,2019,Q2,221.25411685301603
コーセー,2019,Q3,225.53180075293244
コーセー,2019,Q4,49.26066366187156
コーセー,2020,Q1,49.69052818202903
コーセー,2020,Q2,-9.99192521047378
コーセー,2020,Q3,49.237531061867415
コーセー,2020,Q4,-52.79436284436861
ゴールドウイン,2018,Q1,-70.0534703484231
ゴールドウイン,2018,Q2,20.17334225143641
ゴールドウイン,2018,Q3,319.69898918533886
ゴールドウイン,2018,Q4,-13.674983660066246
ゴールドウイン,2019,Q1,37.0131844209969
ゴールドウイン,2019,Q2,91.25668490924308
ゴールドウイン,2019,Q3,181.0582421288108
ゴールドウイン,2019,Q4,35.28895397578889
ゴールドウイン,2020,Q1,-22.191572732033062
ゴールドウイン,2020,Q2,36.84577505015728
ゴールドウイン,2020,Q3,95.93800859188208
ゴールドウイン,2020,Q4,42.80570775232583
ゴールドクレスト,2018,Q1,22.806639376247976
ゴールドクレスト,2018,Q2,42.14366524712853
ゴールドクレスト,2018,Q3,1.5861326983844108
ゴールドクレスト,2018,Q4,82.7281216948343
ゴールドクレスト,2019,Q1,136.20423868176562
ゴールドクレスト,2019,Q2,44.79293777397689
ゴールドクレスト,2019,Q3,-0.4506783237037064
ゴールドクレスト,2019,Q4,-24.9925607380646
ゴールドクレスト,2020,Q1,43.07552648212928
ゴールドクレスト,2020,Q2,15.022650950721928
ゴールドクレスト,2020,Q3,96.48987001067962
ゴールドクレスト,2020,Q4,34.549064575706815
サイネックス,2018,Q1,-7.183493257085971
サイネックス,2018,Q2,29.10613823730127
サイネックス,2018,Q3,3.789879337839988
サイネックス,2018,Q4,-7.140656353805355
サイネックス,2019,Q1,-2.1898706444039746
サイネックス,2019,Q2,-31.53683560570125
サイネックス,2019,Q3,17.76061078726557
サイネックス,2019,Q4,48.35222986980519
サイネックス,2020,Q1,15.685653273598792
サイネックス,2020,Q2,-20.733135856297046
サイネックス,2020,Q3,17.621808007734558
サイネックス,2020,Q4,67.41171201776625
サカイオーベックス,2018,Q1,99.37354081598414
サカイオーベックス,2018,Q2,92.30613666980813
サカイオーベックス,2018,Q3,114.31521088005796
サカイオーベックス,2018,Q4,85.34295296208322
サカイオーベックス,2019,Q1,76.69448138355081
サカイオーベックス,2019,Q2,114.18056721880598
サカイオーベックス,2019,Q3,105.09920484276412
サカイオーベックス,2019,Q4,70.02031397425114
サカイオーベックス,2020,Q1,31.31491313920951
サカイオーベックス,2020,Q2,22.7386246240807
サカイオーベックス,2020,Q3,91.03542682796387
サカイオーベックス,2020,Q4,-7.26829313054505
サカイ引越センター,2018,Q1,142.58116731232877
サカイ引越センター,2018,Q2,77.84506558057682
サカイ引越センター,2018,Q3,74.7940237294163
サカイ引越センター,2018,Q4,149.45163302282265
サカイ引越センター,2019,Q1,183.6796220975617
サカイ引越センター,2019,Q2,55.102537933118754
サカイ引越センター,2019,Q3,96.42406140126148
サカイ引越センター,2019,Q4,69.77472111801845
サカイ引越センター,2020,Q1,126.8680212930197
サカイ引越センター,2020,Q2,88.56946798851212
サカイ引越センター,2020,Q3,142.8203816878738
サカイ引越センター,2020,Q4,111.16739659699654
サクサホールディングス,2018,Q1,77.02505898276186
サクサホールディングス,2018,Q2,51.4555196509465
サクサホールディングス,2018,Q3,131.46324967013118
サクサホールディングス,2018,Q4,49.23108121610028
サクサホールディングス,2019,Q1,-24.65148351014762
サクサホールディングス,2019,Q2,51.6260260017436
サクサホールディングス,2019,Q3,12.196428835477075
サクサホールディングス,2019,Q4,143.43509921172378
サクサホールディングス,2020,Q1,-60.78563346722599
サクサホールディングス,2020,Q2,100.55690799330888
サクサホールディングス,2020,Q3,178.80363761464932
サクサホールディングス,2020,Q4,-433.3730438418647
サックスバー　ホールディングス,2018,Q1,11.9995054050959
サックスバー　ホールディングス,2018,Q2,17.797351916422883
サックスバー　ホールディングス,2018,Q3,14.454792164323775
サックスバー　ホールディングス,2018,Q4,19.2336326970516
サックスバー　ホールディングス,2019,Q1,15.900816110909114
サックスバー　ホールディングス,2019,Q2,21.96465367823749
サックスバー　ホールディングス,2019,Q3,11.995401916254718
サックスバー　ホールディングス,2019,Q4,8.303630512749988
サックスバー　ホールディングス,2020,Q1,-10.406275408380775
サックスバー　ホールディングス,2020,Q2,-9.90148357160719
サックスバー　ホールディングス,2020,Q3,-16.40999686932157
サックスバー　ホールディングス,2020,Q4,-15.044666180350042
サトーホールディングス,2018,Q1,21.84724475047969
サトーホールディングス,2018,Q2,41.55218079558344
サトーホールディングス,2018,Q3,81.244638271751
サトーホールディングス,2018,Q4,95.38450278861076
サトーホールディングス,2019,Q1,33.31365057072749
サトーホールディングス,2019,Q2,31.299193548086496
サトーホールディングス,2019,Q3,32.07259095075729
サトーホールディングス,2019,Q4,45.62916683299554
サトーホールディングス,2020,Q1,37.00767589976425
サトーホールディングス,2020,Q2,137.9435523713022
サトーホールディングス,2020,Q3,118.3766571605844
サトーホールディングス,2020,Q4,-99.40442303037628
サニックス,2018,Q1,3.506259756156858
サニックス,2018,Q2,16.507643737897922
サニックス,2018,Q3,1.0109066248159095
サニックス,2018,Q4,6.708235037100732
サニックス,2019,Q1,5.890602260253923
サニックス,2019,Q2,14.717923202379904
サニックス,2019,Q3,9.150097696837925
サニックス,2019,Q4,0.140239184890246
サニックス,2020,Q1,14.949251322783082
サニックス,2020,Q2,17.04232720703176
サニックス,2020,Q3,12.630051519400643
サニックス,2020,Q4,-2.6898820893865407
サンケン電気,2018,Q1,-11.48344336740179
サンケン電気,2018,Q2,3.7226860481023607
サンケン電気,2018,Q3,1410.639611662698
サンケン電気,2018,Q4,204.40298950049973
サンケン電気,2019,Q1,-482.3355050425115
サンケン電気,2019,Q2,-849.5853267878439
サンケン電気,2019,Q3,550.4071853291678
サンケン電気,2019,Q4,121.0789711469934
サンケン電気,2020,Q1,211.199767522872
サンケン電気,2020,Q2,-153.2569565789476
サンケン電気,2020,Q3,-378.87759147604913
サンケン電気,2020,Q4,-86.10603088288504
サンゲツ,2018,Q1,16.416902321739826
サンゲツ,2018,Q2,19.58787213391849
サンゲツ,2018,Q3,26.35865234309762
サンゲツ,2018,Q4,14.997727607781153
サンゲツ,2019,Q1,20.863134670944756
サンゲツ,2019,Q2,21.397285656647927
サンゲツ,2019,Q3,22.30814528089587
サンゲツ,2019,Q4,34.480397246560386
サンゲツ,2020,Q1,61.32355019474841
サンゲツ,2020,Q2,96.40315324293545
サンゲツ,2020,Q3,150.19131793234962
サンゲツ,2020,Q4,-162.66915033684228
サンコール,2018,Q1,25.152216069637948
サンコール,2018,Q2,21.20040579304932
サンコール,2018,Q3,30.332311366317185
サンコール,2018,Q4,11.596851825647065
サンコール,2019,Q1,19.78745325750843
サンコール,2019,Q2,10.038298692898008
サンコール,2019,Q3,18.35307260092385
サンコール,2019,Q4,12.234961796186203
サンコール,2020,Q1,-23.21438029846237
サンコール,2020,Q2,-1.2428866098525848
サンコール,2020,Q3,-1.0002802917185214
サンコール,2020,Q4,0.9607296577985522
サンデンホールディングス,2018,Q1,-1038.5608827475949
サンデンホールディングス,2018,Q2,1719.721500980359
サンデンホールディングス,2018,Q3,-359.36364238519684
サンデンホールディングス,2018,Q4,-157.455098598449
サンデンホールディングス,2019,Q1,-476.2864248952534
サンデンホールディングス,2019,Q2,50.07968265291496
サンデンホールディングス,2019,Q3,103.70730150469656
サンデンホールディングス,2019,Q4,-1184.2436952079145
サンデンホールディングス,2020,Q1,-307.2215335123637
サンデンホールディングス,2020,Q2,-695.7354247997496
サンデンホールディングス,2020,Q3,-197.87642199772495
サンデンホールディングス,2020,Q4,-8.81903434267166
サンドラッグ,2018,Q1,69.09232723396234
サンドラッグ,2018,Q2,52.497428717274026
サンドラッグ,2018,Q3,54.58063652086411
サンドラッグ,2018,Q4,50.53627367379634
サンドラッグ,2019,Q1,54.64405295617378
サンドラッグ,2019,Q2,53.24215732907462
サンドラッグ,2019,Q3,60.86868330427566
サンドラッグ,2019,Q4,47.85402356618707
サンドラッグ,2020,Q1,49.20742120083639
サンドラッグ,2020,Q2,45.078222418107885
サンドラッグ,2020,Q3,47.24141467416005
サンドラッグ,2020,Q4,34.425330817888074
サンフロンティア不動産,2018,Q1,66.99151994314848
サンフロンティア不動産,2018,Q2,70.15199567118648
サンフロンティア不動産,2018,Q3,83.3081415812991
サンフロンティア不動産,2018,Q4,77.47026990788781
サンフロンティア不動産,2019,Q1,127.7681258565381
サンフロンティア不動産,2019,Q2,73.89405491115045
サンフロンティア不動産,2019,Q3,100.33418644780554
サンフロンティア不動産,2019,Q4,3.4356143164610984
サンフロンティア不動産,2020,Q1,82.72928703504098
サンフロンティア不動産,2020,Q2,1.25241304672479
サンフロンティア不動産,2020,Q3,1.0008084460246254
サンフロンティア不動産,2020,Q4,-2.772677547141482
サンマルクホールディングス,2018,Q1,25.03261495516473
サンマルクホールディングス,2018,Q2,58.28563999511445
サンマルクホールディングス,2018,Q3,40.59788014894827
サンマルクホールディングス,2018,Q4,38.034424458612094
サンマルクホールディングス,2019,Q1,43.01710635351321
サンマルクホールディングス,2019,Q2,44.552823899259096
サンマルクホールディングス,2019,Q3,37.138612442039374
サンマルクホールディングス,2019,Q4,0.0752867068689653
サンマルクホールディングス,2020,Q1,-84.66364570057388
サンマルクホールディングス,2020,Q2,-37.98026449114156
サンマルクホールディングス,2020,Q3,-37.52336759950313
サンマルクホールディングス,2020,Q4,36.83698474754205
サンリオ,2018,Q1,-0.3891520131795474
サンリオ,2018,Q2,16.87360563499251
サンリオ,2018,Q3,18.80973763387526
サンリオ,2018,Q4,10.611292536228106
サンリオ,2019,Q1,1.7185182814566922
サンリオ,2019,Q2,6.948124088889045
サンリオ,2019,Q3,0.6475691805980581
サンリオ,2019,Q4,-4.950716659292908
サンリオ,2020,Q1,-31.629240940695908
サンリオ,2020,Q2,3.975509818832649
サンリオ,2020,Q3,-0.6479426553521961
サンリオ,2020,Q4,-3.5824791059350645
サンリツ,2018,Q1,59.28320531406024
サンリツ,2018,Q2,29.193190529581614
サンリツ,2018,Q3,-5.257942592265522
サンリツ,2018,Q4,42.1649640515206
サンリツ,2019,Q1,-42.61607333780614
サンリツ,2019,Q2,56.45777180992104
サンリツ,2019,Q3,-1.67620269016696
サンリツ,2019,Q4,-37.32864526867287
サンリツ,2020,Q1,45.07919835893591
サンリツ,2020,Q2,39.01348551541841
サンリツ,2020,Q3,37.54514955491453
サンリツ,2020,Q4,19.387212874384105
サンワテクノス,2018,Q1,0.1814799013797738
サンワテクノス,2018,Q2,37.49422416509682
サンワテクノス,2018,Q3,24.97265475916925
サンワテクノス,2018,Q4,69.52988584800053
サンワテクノス,2019,Q1,-11.983528547778157
サンワテクノス,2019,Q2,39.8866504605493
サンワテクノス,2019,Q3,22.30564494432008
サンワテクノス,2019,Q4,17.715267039143257
サンワテクノス,2020,Q1,6.159206279981994
サンワテクノス,2020,Q2,36.811397186602456
サンワテクノス,2020,Q3,19.506260213984724
サンワテクノス,2020,Q4,27.170468237387997
シキボウ,2018,Q1,36.4627754039203
シキボウ,2018,Q2,79.2174978349487
シキボウ,2018,Q3,84.45150020796005
シキボウ,2018,Q4,10.511336446639913
シキボウ,2019,Q1,-496.8100560160621
シキボウ,2019,Q2,-136.09657732698184
シキボウ,2019,Q3,-32.00532094873506
シキボウ,2019,Q4,-1.4654650666485125
シキボウ,2020,Q1,-107.10495482501402
シキボウ,2020,Q2,142.45451881965582
シキボウ,2020,Q3,-103.6254898454452
シキボウ,2020,Q4,83.64315617091493
システムリサーチ,2018,Q1,22.68893623586739
システムリサーチ,2018,Q2,52.794350187030304
システムリサーチ,2018,Q3,62.93112301885552
システムリサーチ,2018,Q4,72.20571628895209
システムリサーチ,2019,Q1,34.27557665400071
システムリサーチ,2019,Q2,82.73770996308261
システムリサーチ,2019,Q3,45.63667016288526
システムリサーチ,2019,Q4,45.979643504127374
システムリサーチ,2020,Q1,19.48370480297708
システムリサーチ,2020,Q2,30.40755441601134
システムリサーチ,2020,Q3,39.8992952880699
システムリサーチ,2020,Q4,50.33834880144943
シスメックス,2018,Q1,34.59219299729292
シスメックス,2018,Q2,53.01668448074248
シスメックス,2018,Q3,59.41671581276115
シスメックス,2018,Q4,50.912712065368815
シスメックス,2019,Q1,35.80697132260026
シスメックス,2019,Q2,66.26702244151647
シスメックス,2019,Q3,44.2825281946305
シスメックス,2019,Q4,41.44093255213067
シスメックス,2020,Q1,18.66063175101697
シスメックス,2020,Q2,50.25947606754844
シスメックス,2020,Q3,42.5885369668262
シスメックス,2020,Q4,30.070356495799068
シチズン時計,2018,Q1,2.4272620394437467
シチズン時計,2018,Q2,6.691393106382925
シチズン時計,2018,Q3,15.83877182858594
シチズン時計,2018,Q4,-22.36680275001524
シチズン時計,2019,Q1,1.4737131137673103
シチズン時計,2019,Q2,13.474645116564982
シチズン時計,2019,Q3,3.967900253470546
シチズン時計,2019,Q4,-19.926245847697277
シチズン時計,2020,Q1,-24.681194182741205
シチズン時計,2020,Q2,-51.61027348031417
シチズン時計,2020,Q3,-21.730289235365586
シチズン時計,2020,Q4,-13.577776077096235
シップヘルスケアホールディング,2018,Q1,-9.243252963983878
シップヘルスケアホールディング,2018,Q2,113.9538477997845
シップヘルスケアホールディング,2018,Q3,140.04573013859698
シップヘルスケアホールディング,2018,Q4,80.25583229620631
シップヘルスケアホールディング,2019,Q1,52.49328284646496
シップヘルスケアホールディング,2019,Q2,70.77825977271266
シップヘルスケアホールディング,2019,Q3,41.44523270318809
シップヘルスケアホールディング,2019,Q4,77.71249777796582
シップヘルスケアホールディング,2020,Q1,45.93021249056267
シップヘルスケアホールディング,2020,Q2,52.702321116818055
シップヘルスケアホールディング,2020,Q3,82.92437933907468
シップヘルスケアホールディング,2020,Q4,87.31951006472386
シモジマ,2018,Q1,4.463399032296863
シモジマ,2018,Q2,0.4756281922970196
シモジマ,2018,Q3,23.04438928046234
シモジマ,2018,Q4,-6.314889911782535
シモジマ,2019,Q1,4.591815796706584
シモジマ,2019,Q2,3.863972239037917
シモジマ,2019,Q3,21.65015056898654
シモジマ,2019,Q4,-6.575727142619407
シモジマ,2020,Q1,0.3013626323461409
シモジマ,2020,Q2,-4.105037532554874
シモジマ,2020,Q3,22.74825638283906
シモジマ,2020,Q4,-7.039859988949388
シャープ,2018,Q1,-232.07088457777348
シャープ,2018,Q2,455.9744725581429
シャープ,2018,Q3,285.33042325302847
シャープ,2018,Q4,-11.961492373022882
シャープ,2019,Q1,-36.3338600497862
シャープ,2019,Q2,-40.892738370183054
シャープ,2019,Q3,-56.11667062687727
シャープ,2019,Q4,-48.59505272680546
シャープ,2020,Q1,111.6821868748276
シャープ,2020,Q2,75.58385367205088
シャープ,2020,Q3,-1.5603973510725488
シャープ,2020,Q4,27.03678753869452
シンニッタン,2018,Q1,11.863751934701522
シンニッタン,2018,Q2,25.99529094088241
シンニッタン,2018,Q3,16.746258730535928
シンニッタン,2018,Q4,-7.502731365861983
シンニッタン,2019,Q1,22.836371272455207
シンニッタン,2019,Q2,8.189921761965586
シンニッタン,2019,Q3,8.214701403390182
シンニッタン,2019,Q4,1.3672001583112294
シンニッタン,2020,Q1,-104.23287437587165
シンニッタン,2020,Q2,-12.672059373912916
シンニッタン,2020,Q3,33.47754110968245
シンニッタン,2020,Q4,-4.841245863190483
シンフォニア　テクノロジー,2018,Q1,1.5832136131900976
シンフォニア　テクノロジー,2018,Q2,10.694734858950389
シンフォニア　テクノロジー,2018,Q3,48.93747377768919
シンフォニア　テクノロジー,2018,Q4,100.90787365057066
シンフォニア　テクノロジー,2019,Q1,-23.083881342799
シンフォニア　テクノロジー,2019,Q2,-3.964181030039011
シンフォニア　テクノロジー,2019,Q3,1.7228718902291966
シンフォニア　テクノロジー,2019,Q4,70.45650984561246
シンフォニア　テクノロジー,2020,Q1,-18.99691841122109
シンフォニア　テクノロジー,2020,Q2,33.03503350635413
シンフォニア　テクノロジー,2020,Q3,-6.051235077167775
シンフォニア　テクノロジー,2020,Q4,76.94991545673238
シーティーエス,2018,Q1,18.57954012785345
シーティーエス,2018,Q2,13.881572923931907
シーティーエス,2018,Q3,12.600958058062178
シーティーエス,2018,Q4,6.4813573907458775
シーティーエス,2019,Q1,9.937436202348934
シーティーエス,2019,Q2,16.032580080153142
シーティーエス,2019,Q3,10.685741996137928
シーティーエス,2019,Q4,7.403250380470138
シーティーエス,2020,Q1,8.210474143457496
シーティーエス,2020,Q2,10.488195401186497
シーティーエス,2020,Q3,8.117044412927324
シーティーエス,2020,Q4,7.274429991192216
シード,2018,Q1,75.3183013053544
シード,2018,Q2,-60.58220779541051
シード,2018,Q3,72.06730500800617
シード,2018,Q4,54.07012869883599
シード,2019,Q1,12.139752946344244
シード,2019,Q2,41.10019619407762
シード,2019,Q3,-10.126721726376616
シード,2019,Q4,10.273398503696493
シード,2020,Q1,7.683448989344555
シード,2020,Q2,29.77525806378561
シード,2020,Q3,39.29448180841136
シード,2020,Q4,-21.29941085445492
ジェイテクト,2018,Q1,28.06856733730949
ジェイテクト,2018,Q2,62.53314653935461
ジェイテクト,2018,Q3,12.361645564003418
ジェイテクト,2018,Q4,46.47131753490319
ジェイテクト,2019,Q1,-12.106296280068705
ジェイテクト,2019,Q2,36.39584829969432
ジェイテクト,2019,Q3,30.13380267703159
ジェイテクト,2019,Q4,12.131420340456808
ジェイテクト,2020,Q1,-51.13242633685571
ジェイテクト,2020,Q2,-147.70570736933425
ジェイテクト,2020,Q3,-32.37887648485644
ジェイテクト,2020,Q4,-102.67855077497326
ジェコス,2018,Q1,24.35161402402233
ジェコス,2018,Q2,38.49672442493901
ジェコス,2018,Q3,10.391416216138026
ジェコス,2018,Q4,36.41610601694805
ジェコス,2019,Q1,25.150827327478364
ジェコス,2019,Q2,24.862893289791828
ジェコス,2019,Q3,42.5055464327674
ジェコス,2019,Q4,37.61781607149986
ジェコス,2020,Q1,29.27169133225035
ジェコス,2020,Q2,22.719189912430014
ジェコス,2020,Q3,32.446695770801966
ジェコス,2020,Q4,33.78424342261036
ジャストシステム,2018,Q1,23.33080559012935
ジャストシステム,2018,Q2,27.334524355736885
ジャストシステム,2018,Q3,16.120408128521717
ジャストシステム,2018,Q4,11.64535706535716
ジャストシステム,2019,Q1,45.01026545900319
ジャストシステム,2019,Q2,52.160360436744384
ジャストシステム,2019,Q3,20.672048963393323
ジャストシステム,2019,Q4,46.12639041097856
ジャストシステム,2020,Q1,51.461158370763
ジャストシステム,2020,Q2,44.821145456501824
ジャストシステム,2020,Q3,35.403243642684416
ジャストシステム,2020,Q4,35.88413828402916
ジャパンフーズ,2018,Q1,55.386636819081616
ジャパンフーズ,2018,Q2,72.532159828229
ジャパンフーズ,2018,Q3,-90.33371336538322
ジャパンフーズ,2018,Q4,27.448035754521012
ジャパンフーズ,2019,Q1,108.40802707093428
ジャパンフーズ,2019,Q2,-143.36437584512498
ジャパンフーズ,2019,Q3,-47.39151005928635
ジャパンフーズ,2019,Q4,-79.10185955891814
ジャパンフーズ,2020,Q1,38.28783960350432
ジャパンフーズ,2020,Q2,46.94402582268803
ジャパンフーズ,2020,Q3,-97.01861849895576
ジャパンフーズ,2020,Q4,-81.18096151110845
ジーエス・ユアサ　コーポレーシ,2018,Q1,6.587028389823599
ジーエス・ユアサ　コーポレーシ,2018,Q2,5.812774918820348
ジーエス・ユアサ　コーポレーシ,2018,Q3,18.613261716464837
ジーエス・ユアサ　コーポレーシ,2018,Q4,55.87050439143768
ジーエス・ユアサ　コーポレーシ,2019,Q1,-15.38146820402788
ジーエス・ユアサ　コーポレーシ,2019,Q2,75.98921447154524
ジーエス・ユアサ　コーポレーシ,2019,Q3,-59.04284431105603
ジーエス・ユアサ　コーポレーシ,2019,Q4,48.59610089614026
ジーエス・ユアサ　コーポレーシ,2020,Q1,25.738372810961465
ジーエス・ユアサ　コーポレーシ,2020,Q2,29.764672288766057
ジーエス・ユアサ　コーポレーシ,2020,Q3,34.751649726214914
ジーエス・ユアサ　コーポレーシ,2020,Q4,80.67008280124081
ジーテクト,2018,Q1,-27.122112960380093
ジーテクト,2018,Q2,23.53817616567244
ジーテクト,2018,Q3,16.670453154272252
ジーテクト,2018,Q4,108.43203987631448
ジーテクト,2019,Q1,189.30337277658884
ジーテクト,2019,Q2,306.37204867123467
ジーテクト,2019,Q3,48.0436929281625
ジーテクト,2019,Q4,-15.307632369746957
ジーテクト,2020,Q1,-140.71490787336057
ジーテクト,2020,Q2,30.251470214504053
ジーテクト,2020,Q3,47.05197088750624
ジーテクト,2020,Q4,42.128180653141214
スカパーＪＳＡＴホールディング,2018,Q1,167.50906775801587
スカパーＪＳＡＴホールディング,2018,Q2,133.935526737689
スカパーＪＳＡＴホールディング,2018,Q3,151.71191371983437
スカパーＪＳＡＴホールディング,2018,Q4,68.30493828142224
スカパーＪＳＡＴホールディング,2019,Q1,37.70068914356256
スカパーＪＳＡＴホールディング,2019,Q2,26.954945186597385
スカパーＪＳＡＴホールディング,2019,Q3,29.145057383178028
スカパーＪＳＡＴホールディング,2019,Q4,17.733243500983008
スカパーＪＳＡＴホールディング,2020,Q1,-11.465408576299453
スカパーＪＳＡＴホールディング,2020,Q2,-18.23860619925888
スカパーＪＳＡＴホールディング,2020,Q3,-28.59874194063771
スカパーＪＳＡＴホールディング,2020,Q4,-11.695360307826864
スクウェア・エニックス・ホール,2018,Q1,-1.4744536861141595
スクウェア・エニックス・ホール,2018,Q2,49.09107475464874
スクウェア・エニックス・ホール,2018,Q3,22.675481114149463
スクウェア・エニックス・ホール,2018,Q4,21.02353099499569
スクウェア・エニックス・ホール,2019,Q1,61.61839232457784
スクウェア・エニックス・ホール,2019,Q2,87.12989584057911
スクウェア・エニックス・ホール,2019,Q3,79.80888350559917
スクウェア・エニックス・ホール,2019,Q4,24.83788004684057
スクウェア・エニックス・ホール,2020,Q1,142.220099123253
スクウェア・エニックス・ホール,2020,Q2,10.847656018369374
スクウェア・エニックス・ホール,2020,Q3,108.52749319558195
スクウェア・エニックス・ホール,2020,Q4,90.11185967998814
スクロール,2018,Q1,19.74698052267216
スクロール,2018,Q2,-21.954075766304925
スクロール,2018,Q3,-9.102999306265756
スクロール,2018,Q4,5.630573234024411
スクロール,2019,Q1,-7.918551687061779
スクロール,2019,Q2,-32.067664394158214
スクロール,2019,Q3,-50.06946850005298
スクロール,2019,Q4,0.8072246981153519
スクロール,2020,Q1,49.26893541297753
スクロール,2020,Q2,-10.764083720791746
スクロール,2020,Q3,-24.2193577182276
スクロール,2020,Q4,91.74403072581484
スズキ,2018,Q1,205.51578332020853
スズキ,2018,Q2,84.26110057984539
スズキ,2018,Q3,179.96341155665948
スズキ,2018,Q4,44.272592100443816
スズキ,2019,Q1,98.73727114263944
スズキ,2019,Q2,105.1611479072283
スズキ,2019,Q3,81.91932251517778
スズキ,2019,Q4,11.407293141984283
スズキ,2020,Q1,53.48206236219026
スズキ,2020,Q2,6.931307305789517
スズキ,2020,Q3,-13.374005634992017
スズキ,2020,Q4,84.72605859773007
スズケン,2018,Q1,32.88227984553566
スズケン,2018,Q2,91.30141910537924
スズケン,2018,Q3,104.35900802927976
スズケン,2018,Q4,82.81357775431258
スズケン,2019,Q1,45.191396544492136
スズケン,2019,Q2,87.52950308001266
スズケン,2019,Q3,65.68199180039574
スズケン,2019,Q4,13.060890142872609
スズケン,2020,Q1,-12.47189602872345
スズケン,2020,Q2,3.1133493716237126
スズケン,2020,Q3,55.01381134631481
スズケン,2020,Q4,-38.52987700761065
スズデン,2018,Q1,21.33310680230139
スズデン,2018,Q2,20.79382187383932
スズデン,2018,Q3,18.41615718379541
スズデン,2018,Q4,22.46201519790082
スズデン,2019,Q1,15.416286438438869
スズデン,2019,Q2,22.20264399690231
スズデン,2019,Q3,16.895002028640793
スズデン,2019,Q4,22.816566756084363
スズデン,2020,Q1,14.3646712407218
スズデン,2020,Q2,21.538726779569977
スズデン,2020,Q3,15.813445111485454
スズデン,2020,Q4,32.9318918486732
スタンレー電気,2018,Q1,56.448432007034334
スタンレー電気,2018,Q2,49.79814365940129
スタンレー電気,2018,Q3,63.63815256748637
スタンレー電気,2018,Q4,56.81490031072408
スタンレー電気,2019,Q1,54.174440554948255
スタンレー電気,2019,Q2,40.24937281863155
スタンレー電気,2019,Q3,47.20421582473697
スタンレー電気,2019,Q4,-15.618485732079863
スタンレー電気,2020,Q1,-25.155521314824878
スタンレー電気,2020,Q2,37.86971755111471
スタンレー電気,2020,Q3,55.182608373925
スタンレー電気,2020,Q4,60.17231233020461
スターゼン,2018,Q1,122.97957724215578
スターゼン,2018,Q2,131.6308183980033
スターゼン,2018,Q3,115.77622773794532
