企業名,会計年度,四半期,y_hat_mlgb
リソルホールディングス,2018,Q3,7.496239560759729
リソルホールディングス,2018,Q4,7.6851284433570175
リソルホールディングス,2019,Q1,13.956795142342648
リソルホールディングス,2019,Q2,13.325961806293991
リソルホールディングス,2019,Q3,12.19346180020107
リソルホールディングス,2019,Q4,16.309017185949617
リソルホールディングス,2020,Q1,14.326517288469606
リソルホールディングス,2020,Q2,8.754295201351246
リソルホールディングス,2020,Q3,4.691517596029573
リソルホールディングス,2020,Q4,19.416795377516085
リゾートトラスト,2018,Q1,29.52699700494607
リゾートトラスト,2018,Q2,30.10171922875775
リゾートトラスト,2018,Q3,29.87699694931507
リゾートトラスト,2018,Q4,29.119774667753113
リゾートトラスト,2019,Q1,30.21810802651776
リゾートトラスト,2019,Q2,29.829774679409134
リゾートトラスト,2019,Q3,29.40171912809213
リゾートトラスト,2019,Q4,28.791163532270325
リゾートトラスト,2020,Q1,30.120052399734657
リゾートトラスト,2020,Q2,28.88533015631967
リゾートトラスト,2020,Q3,29.470607925620342
リゾートトラスト,2020,Q4,29.274496882326073
リックス,2018,Q1,25.70027780863974
リックス,2018,Q2,26.802500082386864
リックス,2018,Q3,28.484444598356884
リックス,2018,Q4,30.206111358271706
リックス,2019,Q1,32.340833478503754
リックス,2019,Q2,33.24750012821622
リックス,2019,Q3,34.620833502875435
リックス,2019,Q4,35.51472234725952
リックス,2020,Q1,36.30000013775296
リックス,2020,Q2,36.44277795155843
リックス,2020,Q3,36.855277962154815
リックス,2020,Q4,37.78388908174303
リョーサン,2018,Q1,26.605555534362793
リョーサン,2018,Q2,26.914999961853027
リョーサン,2018,Q3,27.07472218407525
リョーサン,2018,Q4,27.629999955495197
リョーサン,2019,Q1,26.00749995973375
リョーサン,2019,Q2,25.776944372389053
リョーサン,2019,Q3,25.241388850741917
リョーサン,2019,Q4,25.31361108356052
リョーサン,2020,Q1,24.093972629970974
リョーサン,2020,Q2,24.236194849014282
リョーサン,2020,Q3,24.93980595800612
リョーサン,2020,Q4,26.66425045331319
リログループ,2018,Q1,78.64822297626071
リログループ,2018,Q2,78.30294524298773
リログループ,2018,Q3,77.60822296142578
リログループ,2018,Q4,76.65850077735053
リログループ,2019,Q1,75.85350079006619
リログループ,2019,Q2,75.11627859539456
リログループ,2019,Q3,74.20127863354153
リログループ,2019,Q4,73.52600081761678
リログループ,2020,Q1,71.22711186938815
リログループ,2020,Q2,70.12766740057204
リログループ,2020,Q3,68.75711184077792
リログループ,2020,Q4,67.70183406935797
リンテック,2018,Q1,34.328333139419556
リンテック,2018,Q2,35.59472205903795
リンテック,2018,Q3,36.05638869603475
リンテック,2018,Q4,36.343055407206215
リンテック,2019,Q1,36.6305554178026
リンテック,2019,Q2,35.96611097123888
リンテック,2019,Q3,35.681388749016655
リンテック,2019,Q4,35.68666648864746
リンテック,2020,Q1,35.324722078111435
リンテック,2020,Q2,34.91194428337945
リンテック,2020,Q3,34.75805542204115
リンテック,2020,Q4,35.79916657341851
リンナイ,2018,Q1,94.24083455403645
リンナイ,2018,Q2,95.64777904086642
リンナイ,2018,Q3,96.91722340053983
リンナイ,2018,Q4,97.64472325642903
リンナイ,2019,Q1,99.15027872721355
リンナイ,2019,Q2,99.40416759914822
リンナイ,2019,Q3,99.57027880350749
リンナイ,2019,Q4,100.37750095791287
リンナイ,2020,Q1,102.09444544050429
リンナイ,2020,Q2,102.79777887132433
リンナイ,2020,Q3,103.7919455634223
リンナイ,2020,Q4,105.63583437601726
ルネサンス,2018,Q1,16.538889010747273
ルネサンス,2018,Q2,17.458055681652493
ルネサンス,2018,Q3,18.56777795155843
ルネサンス,2018,Q4,19.509166803624893
ルネサンス,2019,Q1,20.379444566037918
ルネサンス,2019,Q2,21.20166679885652
ルネサンス,2019,Q3,22.230833417839474
ルネサンス,2019,Q4,23.268888970216114
ルネサンス,2020,Q1,22.356666730509865
ルネサンス,2020,Q2,17.87861101494895
ルネサンス,2020,Q3,17.009166538715363
ルネサンス,2020,Q4,15.943888750341204
レイズネクスト,2018,Q1,20.10611101674537
レイズネクスト,2018,Q2,20.099444329945577
レイズネクスト,2018,Q3,19.83749998298784
レイズネクスト,2018,Q4,20.520277811628247
レイズネクスト,2019,Q1,20.50250005080468
レイズネクスト,2019,Q2,20.665277819045716
レイズネクスト,2019,Q3,23.648333251683248
レイズネクスト,2019,Q4,24.537222167063092
レイズネクスト,2020,Q1,24.887777745930684
レイズネクスト,2020,Q2,25.313333332745565
レイズネクスト,2020,Q3,25.411388960356515
レイズネクスト,2020,Q4,26.037222259781426
レオパレス２１,2018,Q1,-6.05777731206682
レオパレス２１,2018,Q2,-5.204166233539581
レオパレス２１,2018,Q3,-4.466110686461131
レオパレス２１,2018,Q4,-6.084721916251713
レオパレス２１,2019,Q1,0.6094444791475931
レオパレス２１,2019,Q2,2.447499930858612
レオパレス２１,2019,Q3,1.0361109508408441
レオパレス２１,2019,Q4,2.9211109346813626
レオパレス２１,2020,Q1,-5.6133334504233465
レオパレス２１,2020,Q2,-6.594722337192959
レオパレス２１,2020,Q3,-6.755833427111308
レオパレス２１,2020,Q4,-7.961388972070482
レオン自動機,2018,Q1,11.052499989668528
レオン自動機,2018,Q2,11.996388865841759
レオン自動機,2018,Q3,12.259722186459435
レオン自動機,2018,Q4,13.31611102157169
レオン自動機,2019,Q1,13.033611045943367
レオン自動機,2019,Q2,14.004166616333855
レオン自動機,2019,Q3,14.997222145398458
レオン自動機,2019,Q4,15.339722143279182
レオン自動機,2020,Q1,15.28138882584042
レオン自動機,2020,Q2,15.526944385634529
レオン自動機,2020,Q3,16.77361108197106
レオン自動機,2020,Q4,16.642777760823567
レシップホールディングス,2018,Q1,-2.367121825615565
レシップホールディングス,2018,Q2,-2.4893440902233124
レシップホールディングス,2018,Q3,-1.7748996913433075
レシップホールディングス,2018,Q4,-1.2179552680916257
レシップホールディングス,2019,Q1,-1.4857330289151933
レシップホールディングス,2019,Q2,-0.43378861414061654
レシップホールディングス,2019,Q3,0.8239891297287412
レシップホールディングス,2019,Q4,1.7826002803113725
レシップホールディングス,2020,Q1,0.38121136360698277
レシップホールディングス,2020,Q2,0.7770446969403161
レシップホールディングス,2020,Q3,0.5976002779271867
レシップホールディングス,2020,Q4,0.43176694711049396
レック,2018,Q1,24.79405383931266
レック,2018,Q2,24.979887240462833
レック,2018,Q3,25.010091801484425
レック,2018,Q4,24.89064732525084
レック,2019,Q1,24.929536203543346
レック,2019,Q2,24.18564729558097
レック,2019,Q3,24.257036175992752
レック,2019,Q4,23.021480633152855
レック,2020,Q1,23.74509173631668
レック,2020,Q2,23.381480620967018
レック,2020,Q3,22.973425050576527
レック,2020,Q4,22.90731401575936
レンゴー,2018,Q1,10.650555639631218
レンゴー,2018,Q2,10.935555645989048
レンゴー,2018,Q3,10.973333387739128
レンゴー,2018,Q4,10.730000048047966
レンゴー,2019,Q1,10.782222273449102
レンゴー,2019,Q2,11.165555585589674
レンゴー,2019,Q3,11.599722228944302
レンゴー,2019,Q4,12.004999957978725
レンゴー,2020,Q1,12.804444395005703
レンゴー,2020,Q2,13.161388823555576
レンゴー,2020,Q3,13.48916658014059
レンゴー,2020,Q4,14.109722086952793
ロート製薬,2018,Q1,18.739444335301716
ロート製薬,2018,Q2,19.14333324962192
ロート製薬,2018,Q3,19.791111045413547
ロート製薬,2018,Q4,20.056944370269775
ロート製薬,2019,Q1,19.2936110496521
ロート製薬,2019,Q2,19.524444368150498
ロート製薬,2019,Q3,20.2216666009691
ロート製薬,2019,Q4,20.788055472903782
ロート製薬,2020,Q1,21.165555450651382
ロート製薬,2020,Q2,21.167777670754326
ロート製薬,2020,Q3,21.70694433318244
ロート製薬,2020,Q4,22.207222117318047
ローム,2018,Q1,29.94444481800828
ローム,2018,Q2,34.65527836750779
ローム,2018,Q3,38.43083408412834
ローム,2018,Q4,40.04555623005662
ローム,2019,Q1,40.0877784649945
ローム,2019,Q2,40.57611184919046
ローム,2019,Q3,41.232500767749215
ローム,2019,Q4,42.86750073172152
ローム,2020,Q1,44.50416734752556
ローム,2020,Q2,45.99722295606302
ローム,2020,Q3,48.59805631906622
ローム,2020,Q4,52.62861183223625
ワイエイシイホールディングス,2018,Q1,15.582222183545431
ワイエイシイホールディングス,2018,Q2,16.06277773777644
ワイエイシイホールディングス,2018,Q3,17.24999995364083
ワイエイシイホールディングス,2018,Q4,18.85888879166709
ワイエイシイホールディングス,2019,Q1,18.92138879166709
ワイエイシイホールディングス,2019,Q2,17.684166623486412
ワイエイシイホールディングス,2019,Q3,16.401944405502743
ワイエイシイホールディングス,2019,Q4,13.91305555899938
ワイエイシイホールディングス,2020,Q1,14.78833329015308
ワイエイシイホールディングス,2020,Q2,14.979444404443106
ワイエイシイホールディングス,2020,Q3,14.689444336626265
ワイエイシイホールディングス,2020,Q4,14.700833221276602
ワコム,2018,Q1,758.1317831559313
ワコム,2018,Q2,733.8403934538364
ワコム,2018,Q3,702.525394535727
ワコム,2018,Q4,652.8759494258297
ワコム,2019,Q1,622.6923379070229
ワコム,2019,Q2,600.2045599255297
ワコム,2019,Q3,563.0173391931587
ワコム,2019,Q4,503.4298413760132
ワコム,2020,Q1,485.9362294508351
ワコム,2020,Q2,483.70872940950926
ワコム,2020,Q3,449.39595093660887
ワコム,2020,Q4,372.9767826232645
ワコールホールディングス,2018,Q1,14.65493619773123
ワコールホールディングス,2018,Q2,17.147714035378563
ワコールホールディングス,2018,Q3,18.977158417304356
ワコールホールディングス,2018,Q4,15.66299173898167
ワコールホールディングス,2019,Q1,14.20076953371366
ワコールホールディングス,2019,Q2,14.500491754876244
ワコールホールディングス,2019,Q3,16.526047365532982
ワコールホールディングス,2019,Q4,18.05771393577258
ワコールホールディングス,2020,Q1,15.126047217183643
ワコールホールディングス,2020,Q2,13.15410272611512
ワコールホールディングス,2020,Q3,14.901880506012175
ワコールホールディングス,2020,Q4,15.919936024480396
ワタミ,2018,Q1,0.5241665459341474
ワタミ,2018,Q2,-0.05722233818637
ワタミ,2018,Q3,-0.5747223281198077
ワタミ,2018,Q4,-0.2080556402603785
ワタミ,2019,Q1,-0.746111219127973
ワタミ,2019,Q2,-0.07916675839159223
ワタミ,2019,Q3,-1.4861111922396555
ワタミ,2019,Q4,-2.332500128282441
ワタミ,2020,Q1,-4.865555592709118
ワタミ,2020,Q2,-8.372777768307262
ワタミ,2020,Q3,-10.67166666355398
ワタミ,2020,Q4,-12.757777732279566
ヴィア・ホールディングス,2018,Q1,-4.883333294341962
ヴィア・ホールディングス,2018,Q2,-4.948611074437697
ヴィア・ホールディングス,2018,Q3,-4.866944392936097
ヴィア・ホールディングス,2018,Q4,-5.641111069669326
ヴィア・ホールディングス,2019,Q1,-6.747222198794286
ヴィア・ホールディングス,2019,Q2,-6.038055544512139
ヴィア・ホールディングス,2019,Q3,-6.113611098792818
ヴィア・ホールディングス,2019,Q4,-6.359722206989924
ヴィア・ホールディングス,2020,Q1,-5.7594444122579365
ヴィア・ホールディングス,2020,Q2,-7.320555491579904
ヴィア・ホールディングス,2020,Q3,-8.07027769419882
ヴィア・ホールディングス,2020,Q4,-10.253055416875416
三ツ星ベルト,2018,Q1,17.579166703754
三ツ星ベルト,2018,Q2,18.688055568271214
三ツ星ベルト,2018,Q3,19.291886144214207
三ツ星ベルト,2018,Q4,20.541608413060505
三ツ星ベルト,2019,Q1,21.302997310956318
三ツ星ベルト,2019,Q2,22.50938618183136
三ツ星ベルト,2019,Q3,23.616330636872185
三ツ星ベルト,2019,Q4,24.288830664422775
三ツ星ベルト,2020,Q1,25.041608426305984
三ツ星ベルト,2020,Q2,25.447719560729134
三ツ星ベルト,2020,Q3,25.80049733320872
三ツ星ベルト,2020,Q4,26.461330638991463
三井不動産,2018,Q1,23.6344446738561
三井不動産,2018,Q2,24.195833590295578
三井不動産,2018,Q3,24.207222474945915
三井不動産,2018,Q4,24.907778011427986
三井不動産,2019,Q1,26.49500032265981
三井不動産,2019,Q2,27.293889178170097
三井不動産,2019,Q3,27.61083361837599
三井不動産,2019,Q4,28.334166897667778
三井不動産,2020,Q1,30.132777955796982
三井不動産,2020,Q2,30.323333501815796
三井不動産,2020,Q3,29.866111278533936
三井不動産,2020,Q4,32.10777786042955
三井住友建設,2018,Q1,4.126222457322809
三井住友建設,2018,Q2,4.652055812378724
三井住友建設,2018,Q3,5.580666918721464
三井住友建設,2018,Q4,6.410944732526938
三井住友建設,2019,Q1,7.2067780420184135
三井住友建設,2019,Q2,7.711500285400285
三井住友建設,2019,Q3,8.548722487356928
三井住友建設,2019,Q4,9.112333597408401
三井住友建設,2020,Q1,9.775666937232018
三井住友建設,2020,Q2,10.038722493582302
三井住友建設,2020,Q3,10.432333616746796
三井住友建設,2020,Q4,10.94900027414163
三井化学,2018,Q1,7.416522883706623
三井化学,2018,Q2,11.289300663603676
三井化学,2018,Q3,14.3815229303307
三井化学,2018,Q4,16.696245067649418
三井化学,2019,Q1,19.163189497258927
三井化学,2019,Q2,20.429300606250763
三井化学,2019,Q3,21.587633911106323
三井化学,2019,Q4,22.99096723066436
三井化学,2020,Q1,23.64495973785718
三井化学,2020,Q2,22.967459754811394
三井化学,2020,Q3,24.641626450750564
三井化学,2020,Q4,28.335237675242954
三井松島ホールディングス,2018,Q1,10.863588582310411
三井松島ホールディングス,2018,Q2,12.216644112434652
三井松島ホールディングス,2018,Q3,13.244977405501736
三井松島ホールディングス,2018,Q4,15.937477334505981
三井松島ホールディングス,2019,Q1,14.734977296657032
三井松島ホールディングス,2019,Q2,15.985532891419199
三井松島ホールディングス,2019,Q3,16.491366225812172
三井松島ホールディングス,2019,Q4,16.90914400253031
三井松島ホールディングス,2020,Q1,18.73414391775926
三井松島ホールディングス,2020,Q2,21.542199451062416
三井松島ホールディングス,2020,Q3,21.252754991253216
三井松島ホールディングス,2020,Q4,10.965532367428144
三井金属鉱業,2018,Q1,-1.3297722898423672
三井金属鉱業,2018,Q2,0.993283295383056
三井金属鉱業,2018,Q3,0.8080055204530557
三井金属鉱業,2018,Q4,0.45161663368344307
三井金属鉱業,2019,Q1,0.276894412520859
三井金属鉱業,2019,Q2,1.2118944347732596
三井金属鉱業,2019,Q3,0.6157833226025105
三井金属鉱業,2019,Q4,2.3574500634438462
三井金属鉱業,2020,Q1,0.01050556575258573
三井金属鉱業,2020,Q2,5.203560970309708
三井金属鉱業,2020,Q3,11.284949880921179
三井金属鉱業,2020,Q4,6.497727709925837
三井Ｅ＆Ｓホールディングス,2018,Q1,2.234895321644015
三井Ｅ＆Ｓホールディングス,2018,Q2,2.272673103130526
三井Ｅ＆Ｓホールディングス,2018,Q3,-14.535937190469769
三井Ｅ＆Ｓホールディングス,2018,Q4,-14.620381647100052
三井Ｅ＆Ｓホールディングス,2019,Q1,-22.343437572734224
三井Ｅ＆Ｓホールディングス,2019,Q2,-21.70954869232244
三井Ｅ＆Ｓホールディングス,2019,Q3,-45.57760424787799
三井Ｅ＆Ｓホールディングス,2019,Q4,-46.85732651460502
三井Ｅ＆Ｓホールディングス,2020,Q1,-52.41899330003394
三井Ｅ＆Ｓホールディングス,2020,Q2,-55.43288224852748
三井Ｅ＆Ｓホールディングス,2020,Q3,-54.058715627425244
三井Ｅ＆Ｓホールディングス,2020,Q4,-53.68788229674101
三信電気,2018,Q1,8.110555420319239
三信電気,2018,Q2,7.61777764889929
三信電気,2018,Q3,8.0891665716966
三信電気,2018,Q4,8.18055545952585
三信電気,2019,Q1,9.07527772254414
三信電気,2019,Q2,8.556388838423622
三信電気,2019,Q3,9.59277773896853
三信電気,2019,Q4,9.155833293476867
三信電気,2020,Q1,9.942499964911905
三信電気,2020,Q2,9.563888863867355
三信電気,2020,Q3,10.105555530534023
三信電気,2020,Q4,10.52638886982782
三共生興,2018,Q1,9.866666687859428
三共生興,2018,Q2,10.216111130184597
三共生興,2018,Q3,10.166111124886406
三共生興,2018,Q4,10.047500001059639
三共生興,2019,Q1,10.308611101574368
三共生興,2019,Q2,10.38305554125044
三共生興,2019,Q3,10.366944432258606
三共生興,2019,Q4,11.402222169770134
三共生興,2020,Q1,11.253611074553596
三共生興,2020,Q2,11.590555512242847
三共生興,2020,Q3,10.846944414907032
三共生興,2020,Q4,10.653055485751894
三和ホールディングス,2018,Q1,9.630000142691037
三和ホールディングス,2018,Q2,9.858611251020598
三和ホールディングス,2018,Q3,10.469166793860495
三和ホールディングス,2018,Q4,10.965833475295868
三和ホールディングス,2019,Q1,12.29527794994
三和ホールディングス,2019,Q2,12.871111270557675
三和ホールディングス,2019,Q3,13.55166682611323
三和ホールディングス,2019,Q4,14.133333481123877
三和ホールディングス,2020,Q1,15.286666800681916
三和ホールディングス,2020,Q2,15.436944580843878
三和ホールディングス,2020,Q3,16.000277906759745
三和ホールディングス,2020,Q4,16.639166789025897
三城ホールディングス,2018,Q1,-2.003888837993145
三城ホールディングス,2018,Q2,-2.033333280848132
三城ホールディングス,2018,Q3,-2.1158332750201225
三城ホールディングス,2018,Q4,-2.2252777185704975
三城ホールディングス,2019,Q1,-2.6099999248981476
三城ホールディングス,2019,Q2,-2.521111033132507
三城ホールディングス,2019,Q3,-2.815277704037726
三城ホールディングス,2019,Q4,-2.7016665919994316
三城ホールディングス,2020,Q1,-3.265555486186511
三城ホールディングス,2020,Q2,-3.9166665988870792
三城ホールディングス,2020,Q3,-3.5194443713666663
三城ホールディングス,2020,Q4,-2.893055477179587
三愛石油,2018,Q1,16.216388935016262
三愛石油,2018,Q2,16.88694450010856
三愛石油,2018,Q3,17.70166673345698
三愛石油,2018,Q4,18.34333340658082
三愛石油,2019,Q1,18.721666710244286
三愛石油,2019,Q2,19.729166679912144
三愛石油,2019,Q3,19.45666664176517
三愛石油,2019,Q4,19.34166665871938
三愛石油,2020,Q1,19.573055545488995
三愛石油,2020,Q2,19.652499953905743
三愛石油,2020,Q3,20.868055515819126
三愛石油,2020,Q4,21.096111098925274
三晃金属工業,2018,Q1,28.17504694395595
三晃金属工業,2018,Q2,29.29865802327792
三晃金属工業,2018,Q3,33.18143584662013
三晃金属工業,2018,Q4,37.387546787659325
三晃金属工業,2019,Q1,42.1153244541751
三晃金属工業,2019,Q2,44.029768927229775
三晃金属工業,2019,Q3,47.45532434185346
三晃金属工業,2019,Q4,50.06421314014329
三晃金属工業,2020,Q1,50.974213146501114
三晃金属工業,2020,Q2,51.64143534170257
三晃金属工業,2020,Q3,55.568379782968094
三晃金属工業,2020,Q4,59.41921326518059
三桜工業,2018,Q1,13.039722230699327
三桜工業,2018,Q2,13.47055557039049
三桜工業,2018,Q3,13.179166687859428
三桜工業,2018,Q4,11.435000048743355
三桜工業,2019,Q1,4.751389026641846
三桜工業,2019,Q2,4.1694446139865455
三桜工業,2019,Q3,4.804166899787055
三桜工業,2019,Q4,4.713611337873671
三桜工業,2020,Q1,4.010833581288655
三桜工業,2020,Q2,3.543055792649587
三桜工業,2020,Q3,2.8841669294569225
三桜工業,2020,Q4,4.863333556387159
三機工業,2018,Q1,8.15499996011042
三機工業,2018,Q2,8.220277738550472
三機工業,2018,Q3,8.582777730603185
三機工業,2018,Q4,9.136666634327007
三機工業,2019,Q1,11.144722215313879
三機工業,2019,Q2,11.498888881980545
三機工業,2019,Q3,12.541111116918424
三機工業,2019,Q4,13.201666691547466
三機工業,2020,Q1,13.908055535931554
三機工業,2020,Q2,14.353611089185708
三機工業,2020,Q3,14.978055520914495
三機工業,2020,Q4,15.758055535352064
三洋化成工業,2018,Q1,27.737640655703014
三洋化成工業,2018,Q2,31.63291852010621
三洋化成工業,2018,Q3,35.01319620675511
三洋化成工業,2018,Q4,38.774585197369255
三洋化成工業,2019,Q1,33.832362973027756
三洋化成工業,2019,Q2,35.650696413384544
三洋化成工業,2019,Q3,37.803196327553856
三洋化成工業,2019,Q4,40.092918637726044
三洋化成工業,2020,Q1,42.18375193079313
三洋化成工業,2020,Q2,43.682085278961395
三洋化成工業,2020,Q3,44.49819639325142
三洋化成工業,2020,Q4,46.8120852874385
三洋工業,2018,Q1,8.161761538849937
三洋工業,2018,Q2,6.095928235186471
三洋工業,2018,Q3,7.762317144208485
三洋工業,2018,Q4,10.166761666536331
三洋工業,2019,Q1,15.434539559814665
三洋工業,2019,Q2,14.630372951428095
三洋工業,2019,Q3,17.297039644585716
三洋工業,2019,Q4,20.758428510692383
三洋工業,2020,Q1,25.917873041497337
三洋工業,2020,Q2,26.168150812387466
三洋工業,2020,Q3,27.395650840467876
三洋工業,2020,Q4,30.007039656241734
三浦工業,2018,Q1,25.34893192185296
三浦工業,2018,Q2,25.560320801205105
三浦工業,2018,Q3,25.669487476348877
三浦工業,2018,Q4,25.943654166327583
三浦工業,2019,Q1,26.00476524564955
三浦工業,2019,Q2,26.117265277438694
三浦工業,2019,Q3,26.708931922912598
三浦工業,2019,Q4,27.03893189960056
三浦工業,2020,Q1,27.174209700690376
三浦工業,2020,Q2,27.099765247768826
三浦工業,2020,Q3,27.33476522233751
三浦工業,2020,Q4,27.91782071855333
三菱ケミカルホールディングス,2018,Q1,12.817640175422033
三菱ケミカルホールディングス,2018,Q2,14.285695741573969
三菱ケミカルホールディングス,2018,Q3,15.214306887653139
三菱ケミカルホールディングス,2018,Q4,15.852640261252722
三菱ケミカルホールディングス,2019,Q1,15.86819581853019
三菱ケミカルホールディングス,2019,Q2,16.113751378324295
三菱ケミカルホールディングス,2019,Q3,16.569306949774425
三菱ケミカルホールディングス,2019,Q4,15.788195848464966
三菱ケミカルホールディングス,2020,Q1,15.29069584608078
三菱ケミカルホールディングス,2020,Q2,14.93097362253401
三菱ケミカルホールディングス,2020,Q3,13.612362477514479
三菱ケミカルホールディングス,2020,Q4,13.751806921429104
三菱マテリアル,2018,Q1,11.20740353067716
三菱マテリアル,2018,Q2,13.651014675696691
三菱マテリアル,2018,Q3,15.069070183568531
三菱マテリアル,2018,Q4,14.622959077358246
三菱マテリアル,2019,Q1,12.934070209662119
三菱マテリアル,2019,Q2,13.359070208337572
三菱マテリアル,2019,Q3,13.552959111001757
三菱マテリアル,2019,Q4,14.627681348058912
三菱マテリアル,2020,Q1,-2.822874002986484
三菱マテリアル,2020,Q2,-2.845651772287157
三菱マテリアル,2020,Q3,-7.365651700231764
三菱マテリアル,2020,Q4,-1.0417627957132127
三菱ロジスネクスト,2018,Q1,5.69749999501639
三菱ロジスネクスト,2018,Q2,6.1999999727639885
三菱ロジスネクスト,2018,Q3,6.603611078527239
三菱ロジスネクスト,2018,Q4,7.523611101839277
三菱ロジスネクスト,2019,Q1,8.021111094289356
三菱ロジスネクスト,2019,Q2,7.998888866768943
三菱ロジスネクスト,2019,Q3,8.36333331796858
三菱ロジスネクスト,2019,Q4,8.619166649050182
三菱ロジスネクスト,2020,Q1,6.404166615671581
三菱ロジスネクスト,2020,Q2,5.697499934169981
三菱ロジスネクスト,2020,Q3,5.494722157716751
三菱ロジスネクスト,2020,Q4,5.399999933110343
三菱倉庫,2018,Q1,12.929226424958971
三菱倉庫,2018,Q2,13.540615320205688
三菱倉庫,2018,Q3,14.19311531384786
三菱倉庫,2018,Q4,14.998393072022331
三菱倉庫,2019,Q1,15.62922637992435
三菱倉庫,2019,Q2,16.298393103811478
三菱倉庫,2019,Q3,17.240615275171066
三菱倉庫,2019,Q4,17.95061531331804
三菱倉庫,2020,Q1,18.337837523884243
三菱倉庫,2020,Q2,18.516448616981506
三菱倉庫,2020,Q3,27.565060045984055
三菱倉庫,2020,Q4,28.201726741260952
三菱化工機,2018,Q1,6.566243353299797
三菱化工機,2018,Q2,6.425410018509461
三菱化工機,2018,Q3,7.016521135448581
三菱化工機,2018,Q4,8.615410075729919
三菱化工機,2019,Q1,10.708187904105419
三菱化工機,2019,Q2,11.031799024488363
三菱化工機,2019,Q3,11.999021211742527
三菱化工機,2019,Q4,14.60179892461747
三菱化工機,2020,Q1,17.177354474345016
三菱化工機,2020,Q2,18.667910038907493
三菱化工機,2020,Q3,20.589298833885955
三菱化工機,2020,Q4,22.222909989766777
三菱地所,2018,Q1,12.45722226301829
三菱地所,2018,Q2,12.77027780479855
三菱地所,2018,Q3,13.29527779420217
三菱地所,2018,Q4,13.693611105283102
三菱地所,2019,Q1,14.912500023841858
三菱地所,2019,Q2,15.306666678852505
三菱地所,2019,Q3,15.305555568801033
三菱地所,2019,Q4,15.777777791023254
三菱地所,2020,Q1,16.657500015364754
三菱地所,2020,Q2,17.17555558681488
三菱地所,2020,Q3,17.538888937897152
三菱地所,2020,Q4,17.46194448073705
三菱瓦斯化学,2018,Q1,20.34613322942621
三菱瓦斯化学,2018,Q2,22.906688833195304
三菱瓦斯化学,2018,Q3,25.426411072413128
三菱瓦斯化学,2018,Q4,26.836133268144394
三菱瓦斯化学,2019,Q1,27.139466603597004
三菱瓦斯化学,2019,Q2,27.369744380315144
三菱瓦斯化学,2019,Q3,27.815299961302017
三菱瓦斯化学,2019,Q4,28.288077751795452
三菱瓦斯化学,2020,Q1,28.7616888417138
三菱瓦斯化学,2020,Q2,29.24085545539856
三菱瓦斯化学,2020,Q3,29.92141098446316
三菱瓦斯化学,2020,Q4,31.67557762728797
三菱自動車工業,2018,Q1,6.925000016060141
三菱自動車工業,2018,Q2,7.583055573205153
三菱自動車工業,2018,Q3,8.075000012086498
三菱自動車工業,2018,Q4,8.344444461166859
三菱自動車工業,2019,Q1,9.380555551085207
三菱自動車工業,2019,Q2,9.613333332041899
三菱自動車工業,2019,Q3,9.453888880709806
三菱自動車工業,2019,Q4,9.172500002715323
三菱自動車工業,2020,Q1,8.821111111177338
三菱自動車工業,2020,Q2,5.511944428086281
三菱自動車工業,2020,Q3,4.850833321611087
三菱自動車工業,2020,Q4,4.199444442987442
三菱製紙,2018,Q1,2.4849851883740888
三菱製紙,2018,Q2,1.3183185746893287
三菱製紙,2018,Q3,1.6683185869413946
三菱製紙,2018,Q4,0.19998521512995163
三菱製紙,2019,Q1,2.7088740193802447
三菱製紙,2019,Q2,2.083318490845462
三菱製紙,2019,Q3,2.841929580498901
三菱製紙,2019,Q4,2.4088740259822874
三菱製紙,2020,Q1,4.3852629572567015
三菱製紙,2020,Q2,3.685262989045845
三菱製紙,2020,Q3,3.3202629861318402
三菱製紙,2020,Q4,2.672207419450084
三菱製鋼,2018,Q1,7.618643703042633
三菱製鋼,2018,Q2,8.073921490357154
三菱製鋼,2018,Q3,8.322532602792812
三菱製鋼,2018,Q4,7.4628103676562505
三菱製鋼,2019,Q1,8.175032559678787
三菱製鋼,2019,Q2,7.698921439030932
三菱製鋼,2019,Q3,-17.93663486145023
三菱製鋼,2019,Q4,-18.586912634989453
三菱製鋼,2020,Q1,-17.87107930218594
三菱製鋼,2020,Q2,-21.66107940973921
三菱製鋼,2020,Q3,-22.42635718619244
三菱製鋼,2020,Q4,-26.14691270360102
三菱重工業,2018,Q1,5.284304786473513
三菱重工業,2018,Q2,6.666249257408911
三菱重工業,2018,Q3,7.555415903942452
三菱重工業,2018,Q4,8.802360351300901
三菱重工業,2019,Q1,14.181249289462963
三菱重工業,2019,Q2,15.449027023795578
三菱重工業,2019,Q3,16.45597144837181
三菱重工業,2019,Q4,22.418471499035757
三菱重工業,2020,Q1,21.136527091678644
三菱重工業,2020,Q2,16.26930496800277
三菱重工業,2020,Q3,16.0868049632344
三菱重工業,2020,Q4,21.136805067873663
三菱電機,2018,Q1,18.36748379468918
三菱電機,2018,Q2,19.090261578559875
三菱電機,2018,Q3,20.027483820915222
三菱電機,2018,Q4,20.461094948980545
三菱電機,2019,Q1,20.936372743712532
三菱電機,2019,Q2,21.150817195574444
三菱電機,2019,Q3,21.195817218886482
三菱電機,2019,Q4,21.49192832575904
三菱電機,2020,Q1,22.197761634985607
三菱電機,2020,Q2,22.07776164346271
三菱電機,2020,Q3,21.922206077310776
三菱電機,2020,Q4,22.531928307480282
