企業名,会計年度,四半期,y_hat_mmlp
トーエネック,2019,Q4,100.13267
トーエネック,2020,Q1,113.54415
トーエネック,2020,Q2,103.60867
トーエネック,2020,Q3,98.76773
トーエネック,2020,Q4,176.78479
トーカイ,2018,Q1,55.02839
トーカイ,2018,Q2,69.590645
トーカイ,2018,Q3,53.516914
トーカイ,2018,Q4,46.151066
トーカイ,2019,Q1,39.15169
トーカイ,2019,Q2,26.985382
トーカイ,2019,Q3,38.52302
トーカイ,2019,Q4,39.66757
トーカイ,2020,Q1,36.924614
トーカイ,2020,Q2,25.14825
トーカイ,2020,Q3,38.642555
トーカイ,2020,Q4,40.11707
トーカロ,2018,Q1,57.597134
トーカロ,2018,Q2,37.265316
トーカロ,2018,Q3,48.91005
トーカロ,2018,Q4,49.543865
トーカロ,2019,Q1,33.270557
トーカロ,2019,Q2,30.492792
トーカロ,2019,Q3,28.105898
トーカロ,2019,Q4,25.197147
トーカロ,2020,Q1,16.766785
トーカロ,2020,Q2,14.510901
トーカロ,2020,Q3,10.567331
トーカロ,2020,Q4,13.554523
トーメンデバイス,2018,Q1,59.78684
トーメンデバイス,2018,Q2,66.7774
トーメンデバイス,2018,Q3,68.21401
トーメンデバイス,2018,Q4,54.668163
トーメンデバイス,2019,Q1,68.74522
トーメンデバイス,2019,Q2,59.837982
トーメンデバイス,2019,Q3,76.37887
トーメンデバイス,2019,Q4,91.77656
トーメンデバイス,2020,Q1,93.86968
トーメンデバイス,2020,Q2,116.78505
トーメンデバイス,2020,Q3,68.03645
トーメンデバイス,2020,Q4,86.65933
トーモク,2018,Q1,52.515003
トーモク,2018,Q2,50.015156
トーモク,2018,Q3,62.10557
トーモク,2018,Q4,58.115498
トーモク,2019,Q1,119.39337
トーモク,2019,Q2,34.082
トーモク,2019,Q3,74.876396
トーモク,2019,Q4,130.15645
トーモク,2020,Q1,17.835403
トーモク,2020,Q2,59.580986
トーモク,2020,Q3,41.152443
トーモク,2020,Q4,80.27273
トーヨーカネツ,2018,Q1,40.161434
トーヨーカネツ,2018,Q2,23.543522
トーヨーカネツ,2018,Q3,28.915302
トーヨーカネツ,2018,Q4,-13.910955
トーヨーカネツ,2019,Q1,51.14054
トーヨーカネツ,2019,Q2,33.78698
トーヨーカネツ,2019,Q3,2.5900245
トーヨーカネツ,2019,Q4,-20.419842
トーヨーカネツ,2020,Q1,23.255384
トーヨーカネツ,2020,Q2,54.404434
トーヨーカネツ,2020,Q3,57.390392
トーヨーカネツ,2020,Q4,72.49013
ドウシシャ,2018,Q1,56.35941
ドウシシャ,2018,Q2,34.551598
ドウシシャ,2018,Q3,52.155003
ドウシシャ,2018,Q4,13.882926
ドウシシャ,2019,Q1,28.520935
ドウシシャ,2019,Q2,19.621105
ドウシシャ,2019,Q3,58.72819
ドウシシャ,2019,Q4,11.5132475
ドウシシャ,2020,Q1,43.169773
ドウシシャ,2020,Q2,24.980812
ドウシシャ,2020,Q3,62.77625
ドウシシャ,2020,Q4,16.62322
ナイス,2018,Q1,19.064783
ナイス,2018,Q2,-87.48495
ナイス,2018,Q3,-38.02966
ナイス,2018,Q4,-99.26107
ナイス,2019,Q1,-23.516924
ナイス,2019,Q2,-8.234953
ナイス,2019,Q3,-20.517282
ナイス,2019,Q4,319.20728
ナイス,2020,Q1,-34.729595
ナイス,2020,Q2,-14.04264
ナイス,2020,Q3,73.22148
ナイス,2020,Q4,-20.614971
ナカノフドー建設,2018,Q1,54.70717
ナカノフドー建設,2018,Q2,28.658352
ナカノフドー建設,2018,Q3,35.782238
ナカノフドー建設,2018,Q4,22.768742
ナカノフドー建設,2019,Q1,21.680387
ナカノフドー建設,2019,Q2,29.823744
ナカノフドー建設,2019,Q3,28.242949
ナカノフドー建設,2019,Q4,27.263367
ナカノフドー建設,2020,Q1,36.816906
ナカノフドー建設,2020,Q2,29.91311
ナカノフドー建設,2020,Q3,28.143702
ナカノフドー建設,2020,Q4,7.7107124
ナカバヤシ,2018,Q1,5.4506693
ナカバヤシ,2018,Q2,8.898081
ナカバヤシ,2018,Q3,15.002637
ナカバヤシ,2018,Q4,14.140826
ナカバヤシ,2019,Q1,15.082821
ナカバヤシ,2019,Q2,12.154273
ナカバヤシ,2019,Q3,13.284575
ナカバヤシ,2019,Q4,14.337681
ナカバヤシ,2020,Q1,14.647946
ナカバヤシ,2020,Q2,13.780537
ナカバヤシ,2020,Q3,24.227488
ナカバヤシ,2020,Q4,23.175116
ナカヨ,2018,Q1,32.194817
ナカヨ,2018,Q2,-10.927707
ナカヨ,2018,Q3,15.432639
ナカヨ,2018,Q4,21.137522
ナカヨ,2019,Q1,43.83818
ナカヨ,2019,Q2,53.994244
ナカヨ,2019,Q3,11.012098
ナカヨ,2019,Q4,61.18272
ナカヨ,2020,Q1,18.158222
ナカヨ,2020,Q2,33.288902
ナカヨ,2020,Q3,-6.2211304
ナカヨ,2020,Q4,13.095217
ナガワ,2018,Q1,36.047253
ナガワ,2018,Q2,62.722668
ナガワ,2018,Q3,68.12819
ナガワ,2018,Q4,47.839764
ナガワ,2019,Q1,27.144295
ナガワ,2019,Q2,64.911064
ナガワ,2019,Q3,49.873634
ナガワ,2019,Q4,35.28296
ナガワ,2020,Q1,20.587446
ナガワ,2020,Q2,38.689766
ナガワ,2020,Q3,32.45553
ナガワ,2020,Q4,29.015686
ナック,2018,Q1,-96.84621
ナック,2018,Q2,8.991095
ナック,2018,Q3,4.421918
ナック,2018,Q4,3.4947512
ナック,2019,Q1,-36.741432
ナック,2019,Q2,24.471712
ナック,2019,Q3,15.606998
ナック,2019,Q4,25.10714
ナック,2020,Q1,-60.97875
ナック,2020,Q2,30.07914
ナック,2020,Q3,1.5706315
ナック,2020,Q4,19.386625
ニコン,2018,Q1,27.914162
ニコン,2018,Q2,28.379532
ニコン,2018,Q3,-9.80118
ニコン,2018,Q4,47.29686
ニコン,2019,Q1,47.588013
ニコン,2019,Q2,13.3088875
ニコン,2019,Q3,51.61913
ニコン,2019,Q4,18.350172
ニコン,2020,Q1,-18.584541
ニコン,2020,Q2,6.8805246
ニコン,2020,Q3,-36.918804
ニコン,2020,Q4,-21.427786
ニチアス,2018,Q1,27.340933
ニチアス,2018,Q2,32.356747
ニチアス,2018,Q3,28.191757
ニチアス,2018,Q4,28.6481
ニチアス,2019,Q1,40.832672
ニチアス,2019,Q2,41.4333
ニチアス,2019,Q3,52.032375
ニチアス,2019,Q4,52.874588
ニチアス,2020,Q1,56.703293
ニチアス,2020,Q2,50.8775
ニチアス,2020,Q3,50.513226
ニチアス,2020,Q4,52.43377
ニチコン,2018,Q1,9.45427
ニチコン,2018,Q2,34.59875
ニチコン,2018,Q3,-125.26544
ニチコン,2018,Q4,-3.1301632
ニチコン,2019,Q1,-28.23617
ニチコン,2019,Q2,-122.76305
ニチコン,2019,Q3,14.44538
ニチコン,2019,Q4,-76.28423
ニチコン,2020,Q1,-6.3647604
ニチコン,2020,Q2,-2.9402738
ニチコン,2020,Q3,9.061392
ニチコン,2020,Q4,-1.0788753
ニチハ,2018,Q1,45.44945
ニチハ,2018,Q2,58.17274
ニチハ,2018,Q3,56.178284
ニチハ,2018,Q4,36.763435
ニチハ,2019,Q1,44.913494
ニチハ,2019,Q2,44.14556
ニチハ,2019,Q3,74.684525
ニチハ,2019,Q4,60.299053
ニチハ,2020,Q1,68.3395
ニチハ,2020,Q2,58.722782
ニチハ,2020,Q3,56.14821
ニチハ,2020,Q4,53.118
ニチバン,2018,Q1,20.285368
ニチバン,2018,Q2,29.79831
ニチバン,2018,Q3,39.806786
ニチバン,2018,Q4,32.18565
ニチバン,2019,Q1,53.162746
ニチバン,2019,Q2,45.690952
ニチバン,2019,Q3,39.200333
ニチバン,2019,Q4,43.618393
ニチバン,2020,Q1,28.4591
ニチバン,2020,Q2,29.724297
ニチバン,2020,Q3,28.90136
ニチバン,2020,Q4,30.726608
ニチモウ,2018,Q1,0.39115047
ニチモウ,2018,Q2,6.5995708
ニチモウ,2018,Q3,79.91109
ニチモウ,2018,Q4,139.2988
ニチモウ,2019,Q1,-167.80585
ニチモウ,2019,Q2,-128.14795
ニチモウ,2019,Q3,-3.95188
ニチモウ,2019,Q4,-66.13897
ニチモウ,2020,Q1,0.073215604
ニチモウ,2020,Q2,-458.9997
ニチモウ,2020,Q3,107.31155
ニチモウ,2020,Q4,233.10886
ニチレイ,2018,Q1,39.716076
ニチレイ,2018,Q2,38.606773
ニチレイ,2018,Q3,41.392746
ニチレイ,2018,Q4,21.174652
ニチレイ,2019,Q1,33.823273
ニチレイ,2019,Q2,35.72033
ニチレイ,2019,Q3,51.94225
ニチレイ,2019,Q4,29.170458
ニチレイ,2020,Q1,33.304432
ニチレイ,2020,Q2,37.171383
ニチレイ,2020,Q3,55.046967
ニチレイ,2020,Q4,31.607023
ニチレキ,2018,Q1,23.425297
ニチレキ,2018,Q2,37.86584
ニチレキ,2018,Q3,34.66069
ニチレキ,2018,Q4,69.204956
ニチレキ,2019,Q1,113.98324
ニチレキ,2019,Q2,-18.521484
ニチレキ,2019,Q3,62.36502
ニチレキ,2019,Q4,-12.935856
ニチレキ,2020,Q1,-66.21711
ニチレキ,2020,Q2,21.317905
ニチレキ,2020,Q3,145.49655
ニチレキ,2020,Q4,60.83588
ニッカトー,2018,Q1,21.593243
ニッカトー,2018,Q2,18.845634
ニッカトー,2018,Q3,17.061937
ニッカトー,2018,Q4,15.58095
ニッカトー,2019,Q1,10.660166
ニッカトー,2019,Q2,17.46791
ニッカトー,2019,Q3,14.314042
ニッカトー,2019,Q4,15.4063
ニッカトー,2020,Q1,13.943294
ニッカトー,2020,Q2,11.929523
ニッカトー,2020,Q3,10.267312
ニッカトー,2020,Q4,3.319916
ニッコンホールディングス,2018,Q1,55.732258
ニッコンホールディングス,2018,Q2,57.790436
ニッコンホールディングス,2018,Q3,56.46977
ニッコンホールディングス,2018,Q4,50.62416
ニッコンホールディングス,2019,Q1,49.775482
ニッコンホールディングス,2019,Q2,85.710464
ニッコンホールディングス,2019,Q3,87.251335
ニッコンホールディングス,2019,Q4,60.96778
ニッコンホールディングス,2020,Q1,64.398254
ニッコンホールディングス,2020,Q2,83.39341
ニッコンホールディングス,2020,Q3,79.71229
ニッコンホールディングス,2020,Q4,80.231544
ニッタ,2018,Q1,46.90558
ニッタ,2018,Q2,58.49687
ニッタ,2018,Q3,50.790726
ニッタ,2018,Q4,36.655888
ニッタ,2019,Q1,55.143856
ニッタ,2019,Q2,56.357315
ニッタ,2019,Q3,104.682846
ニッタ,2019,Q4,57.40211
ニッタ,2020,Q1,56.537857
ニッタ,2020,Q2,49.59133
ニッタ,2020,Q3,82.87323
ニッタ,2020,Q4,79.758934
ニッパツ,2018,Q1,17.300463
ニッパツ,2018,Q2,20.252338
ニッパツ,2018,Q3,28.195274
ニッパツ,2018,Q4,0.20931832
ニッパツ,2019,Q1,-37.14225
ニッパツ,2019,Q2,0.97840464
ニッパツ,2019,Q3,25.945187
ニッパツ,2019,Q4,42.45039
ニッパツ,2020,Q1,11.761951
ニッパツ,2020,Q2,-10.998769
ニッパツ,2020,Q3,8.481149
ニッパツ,2020,Q4,17.565681
ニップン,2018,Q1,25.15016
ニップン,2018,Q2,20.557302
ニップン,2018,Q3,33.52019
ニップン,2018,Q4,20.225777
ニップン,2019,Q1,28.26995
ニップン,2019,Q2,22.39313
ニップン,2019,Q3,35.698067
ニップン,2019,Q4,20.358421
ニップン,2020,Q1,30.699734
ニップン,2020,Q2,24.00262
ニップン,2020,Q3,32.80243
ニップン,2020,Q4,22.10344
ニフコ,2018,Q1,97.082504
ニフコ,2018,Q2,99.1381
ニフコ,2018,Q3,74.50929
ニフコ,2018,Q4,74.25626
ニフコ,2019,Q1,21.14775
ニフコ,2019,Q2,11.273924
ニフコ,2019,Q3,11.515613
ニフコ,2019,Q4,37.527428
ニフコ,2020,Q1,23.411436
ニフコ,2020,Q2,44.71424
ニフコ,2020,Q3,40.045826
ニフコ,2020,Q4,34.081413
ニプロ,2018,Q1,25.576464
ニプロ,2018,Q2,6.9341316
ニプロ,2018,Q3,33.961697
ニプロ,2018,Q4,-10.796432
ニプロ,2019,Q1,23.069708
ニプロ,2019,Q2,9.781062
ニプロ,2019,Q3,19.007524
ニプロ,2019,Q4,15.053407
ニプロ,2020,Q1,29.90842
ニプロ,2020,Q2,23.67819
ニプロ,2020,Q3,-17.352873
ニプロ,2020,Q4,46.0903
ニホンフラッシュ,2018,Q1,27.924528
ニホンフラッシュ,2018,Q2,65.77911
ニホンフラッシュ,2018,Q3,74.76436
ニホンフラッシュ,2018,Q4,46.680946
ニホンフラッシュ,2019,Q1,41.8844
ニホンフラッシュ,2019,Q2,49.172115
ニホンフラッシュ,2019,Q3,67.56877
ニホンフラッシュ,2019,Q4,75.7418
ニホンフラッシュ,2020,Q1,55.622223
ニホンフラッシュ,2020,Q2,63.812546
ニホンフラッシュ,2020,Q3,100.12702
ニホンフラッシュ,2020,Q4,74.27459
ネットワンシステムズ,2018,Q1,418.45087
ネットワンシステムズ,2018,Q2,167.33305
ネットワンシステムズ,2018,Q3,188.56133
ネットワンシステムズ,2018,Q4,284.21585
ネットワンシステムズ,2019,Q1,45.587204
ネットワンシステムズ,2019,Q2,1.3115745
ネットワンシステムズ,2019,Q3,9.270889
ネットワンシステムズ,2019,Q4,11.696153
ネットワンシステムズ,2020,Q1,21.45815
ネットワンシステムズ,2020,Q2,-0.13746619
ネットワンシステムズ,2020,Q3,12.389621
ネットワンシステムズ,2020,Q4,375.0774
ネツレン,2018,Q1,25.840363
ネツレン,2018,Q2,19.35003
ネツレン,2018,Q3,15.22859
ネツレン,2018,Q4,15.209433
ネツレン,2019,Q1,-17.086432
ネツレン,2019,Q2,7.5733976
ネツレン,2019,Q3,0.7545642
ネツレン,2019,Q4,-21.346249
ネツレン,2020,Q1,65.82998
ネツレン,2020,Q2,13.067951
ネツレン,2020,Q3,58.175285
ネツレン,2020,Q4,38.138115
ノジマ,2018,Q1,59.513924
ノジマ,2018,Q2,57.34623
ノジマ,2018,Q3,95.9118
ノジマ,2018,Q4,87.71177
ノジマ,2019,Q1,76.1896
ノジマ,2019,Q2,85.17951
ノジマ,2019,Q3,75.28794
ノジマ,2019,Q4,118.42305
ノジマ,2020,Q1,89.668304
ノジマ,2020,Q2,76.67617
ノジマ,2020,Q3,72.85659
ノジマ,2020,Q4,-1.7284092
ノリタケカンパニーリミテド,2018,Q1,267.2702
ノリタケカンパニーリミテド,2018,Q2,185.71608
ノリタケカンパニーリミテド,2018,Q3,132.78587
ノリタケカンパニーリミテド,2018,Q4,212.61365
ノリタケカンパニーリミテド,2019,Q1,172.7872
ノリタケカンパニーリミテド,2019,Q2,200.58315
ノリタケカンパニーリミテド,2019,Q3,217.75049
ノリタケカンパニーリミテド,2019,Q4,463.4975
ノリタケカンパニーリミテド,2020,Q1,186.10556
ノリタケカンパニーリミテド,2020,Q2,181.8242
ノリタケカンパニーリミテド,2020,Q3,147.98483
ノリタケカンパニーリミテド,2020,Q4,146.8761
ハイマックス,2018,Q1,18.477032
ハイマックス,2018,Q2,43.55357
ハイマックス,2018,Q3,30.667667
ハイマックス,2018,Q4,28.797895
ハイマックス,2019,Q1,35.00037
ハイマックス,2019,Q2,37.673885
ハイマックス,2019,Q3,40.721664
ハイマックス,2019,Q4,29.177717
ハイマックス,2020,Q1,34.894432
ハイマックス,2020,Q2,14.461282
ハイマックス,2020,Q3,31.952929
ハイマックス,2020,Q4,29.882572
ハウス食品グループ本社,2018,Q1,12.232796
ハウス食品グループ本社,2018,Q2,20.376934
ハウス食品グループ本社,2018,Q3,20.10189
ハウス食品グループ本社,2018,Q4,20.660936
ハウス食品グループ本社,2019,Q1,30.83782
ハウス食品グループ本社,2019,Q2,25.228306
ハウス食品グループ本社,2019,Q3,37.804462
ハウス食品グループ本社,2019,Q4,43.024532
ハウス食品グループ本社,2020,Q1,22.86845
ハウス食品グループ本社,2020,Q2,30.21289
ハウス食品グループ本社,2020,Q3,54.567966
ハウス食品グループ本社,2020,Q4,36.262794
ハピネット,2018,Q1,3.3588912
ハピネット,2018,Q2,50.947113
ハピネット,2018,Q3,115.15804
ハピネット,2018,Q4,7.598381
ハピネット,2019,Q1,16.048223
ハピネット,2019,Q2,32.903564
ハピネット,2019,Q3,83.06745
ハピネット,2019,Q4,-12.666063
ハピネット,2020,Q1,13.249006
ハピネット,2020,Q2,31.872965
ハピネット,2020,Q3,61.266087
ハピネット,2020,Q4,-2.638075
ハマキョウレックス,2018,Q1,68.28709
ハマキョウレックス,2018,Q2,66.09291
ハマキョウレックス,2018,Q3,86.60763
ハマキョウレックス,2018,Q4,74.417305
ハマキョウレックス,2019,Q1,99.08255
ハマキョウレックス,2019,Q2,51.59859
ハマキョウレックス,2019,Q3,107.32751
ハマキョウレックス,2019,Q4,60.55217
ハマキョウレックス,2020,Q1,102.19727
ハマキョウレックス,2020,Q2,78.41993
ハマキョウレックス,2020,Q3,108.27034
ハマキョウレックス,2020,Q4,47.94434
ハリマ化成グループ,2018,Q1,5.0197678
ハリマ化成グループ,2018,Q2,4.315032
ハリマ化成グループ,2018,Q3,45.294617
ハリマ化成グループ,2018,Q4,26.292513
ハリマ化成グループ,2019,Q1,43.775143
ハリマ化成グループ,2019,Q2,38.949917
ハリマ化成グループ,2019,Q3,17.982353
ハリマ化成グループ,2019,Q4,1.390862
ハリマ化成グループ,2020,Q1,3.2142892
ハリマ化成グループ,2020,Q2,24.470938
ハリマ化成グループ,2020,Q3,3.1830916
ハリマ化成グループ,2020,Q4,6.268079
ハークスレイ,2018,Q1,3.3248296
ハークスレイ,2018,Q2,1.0702541
ハークスレイ,2018,Q3,20.539513
ハークスレイ,2018,Q4,23.309242
ハークスレイ,2019,Q1,3.1503644
ハークスレイ,2019,Q2,51.796227
ハークスレイ,2019,Q3,152.49118
ハークスレイ,2019,Q4,123.36825
ハークスレイ,2020,Q1,29.409565
ハークスレイ,2020,Q2,30.659672
ハークスレイ,2020,Q3,33.122658
ハークスレイ,2020,Q4,24.270247
ハードオフコーポレーション,2018,Q1,24.824753
ハードオフコーポレーション,2018,Q2,24.496632
ハードオフコーポレーション,2018,Q3,24.072039
ハードオフコーポレーション,2018,Q4,21.22408
ハードオフコーポレーション,2019,Q1,6.4866376
ハードオフコーポレーション,2019,Q2,13.777154
ハードオフコーポレーション,2019,Q3,13.6505995
ハードオフコーポレーション,2019,Q4,-8.184898
ハードオフコーポレーション,2020,Q1,13.933555
ハードオフコーポレーション,2020,Q2,5.110714
ハードオフコーポレーション,2020,Q3,-0.48172966
ハードオフコーポレーション,2020,Q4,9.126031
バルカー,2018,Q1,57.43166
バルカー,2018,Q2,60.631485
バルカー,2018,Q3,60.813915
バルカー,2018,Q4,56.60244
バルカー,2019,Q1,57.8115
バルカー,2019,Q2,46.789284
バルカー,2019,Q3,45.926773
バルカー,2019,Q4,59.27514
バルカー,2020,Q1,47.69157
バルカー,2020,Q2,31.091667
バルカー,2020,Q3,45.118023
バルカー,2020,Q4,23.38424
バローホールディングス,2018,Q1,33.037052
バローホールディングス,2018,Q2,26.623299
バローホールディングス,2018,Q3,23.48488
バローホールディングス,2018,Q4,37.709343
バローホールディングス,2019,Q1,0.34585562
バローホールディングス,2019,Q2,-0.39559805
バローホールディングス,2019,Q3,64.66559
バローホールディングス,2019,Q4,43.713562
バローホールディングス,2020,Q1,39.00988
バローホールディングス,2020,Q2,48.545704
バローホールディングス,2020,Q3,59.737053
バローホールディングス,2020,Q4,27.057034
バンダイナムコホールディングス,2018,Q1,62.07286
バンダイナムコホールディングス,2018,Q2,58.241848
バンダイナムコホールディングス,2018,Q3,64.05119
バンダイナムコホールディングス,2018,Q4,25.07358
バンダイナムコホールディングス,2019,Q1,60.351986
バンダイナムコホールディングス,2019,Q2,62.40917
バンダイナムコホールディングス,2019,Q3,81.17561
バンダイナムコホールディングス,2019,Q4,62.61456
バンダイナムコホールディングス,2020,Q1,54.51453
バンダイナムコホールディングス,2020,Q2,54.223198
バンダイナムコホールディングス,2020,Q3,56.727158
バンダイナムコホールディングス,2020,Q4,58.80378
バンドー化学,2018,Q1,28.096745
バンドー化学,2018,Q2,29.260447
バンドー化学,2018,Q3,27.478045
バンドー化学,2018,Q4,28.263168
バンドー化学,2019,Q1,24.077715
バンドー化学,2019,Q2,24.213495
バンドー化学,2019,Q3,28.883577
バンドー化学,2019,Q4,26.910688
バンドー化学,2020,Q1,-29.940859
バンドー化学,2020,Q2,24.306435
バンドー化学,2020,Q3,-1.5372949
バンドー化学,2020,Q4,9.922658
パイオラックス,2018,Q1,51.469696
パイオラックス,2018,Q2,54.70416
パイオラックス,2018,Q3,92.96072
パイオラックス,2018,Q4,38.174744
パイオラックス,2019,Q1,50.93863
パイオラックス,2019,Q2,66.65206
パイオラックス,2019,Q3,33.42352
パイオラックス,2019,Q4,61.168713
パイオラックス,2020,Q1,51.988953
パイオラックス,2020,Q2,46.78381
パイオラックス,2020,Q3,31.524609
パイオラックス,2020,Q4,21.877865
パスコ,2018,Q1,11.10851
パスコ,2018,Q2,8.928118
パスコ,2018,Q3,9.223268
パスコ,2018,Q4,-12.769044
パスコ,2019,Q1,25.192879
パスコ,2019,Q2,1.1530995
パスコ,2019,Q3,7.4839687
パスコ,2019,Q4,46.590588
パスコ,2020,Q1,62.19704
パスコ,2020,Q2,23.884993
パスコ,2020,Q3,73.10027
パスコ,2020,Q4,32.70576
パナソニック,2018,Q1,-2.844582
パナソニック,2018,Q2,-1.8033718
パナソニック,2018,Q3,63.627945
パナソニック,2018,Q4,-6.9587216
パナソニック,2019,Q1,35.71707
パナソニック,2019,Q2,8.250768
パナソニック,2019,Q3,21.079779
パナソニック,2019,Q4,-2.6282012
パナソニック,2020,Q1,31.429548
パナソニック,2020,Q2,-75.742134
パナソニック,2020,Q3,-106.45236
パナソニック,2020,Q4,-8.939451
ヒロセ電機,2018,Q1,138.70773
ヒロセ電機,2018,Q2,173.10808
ヒロセ電機,2018,Q3,109.58872
ヒロセ電機,2018,Q4,117.49739
ヒロセ電機,2019,Q1,122.47983
ヒロセ電機,2019,Q2,109.923874
ヒロセ電機,2019,Q3,96.67044
ヒロセ電機,2019,Q4,109.475136
ヒロセ電機,2020,Q1,95.22734
ヒロセ電機,2020,Q2,103.142624
ヒロセ電機,2020,Q3,119.2017
ヒロセ電機,2020,Q4,212.13234
ビオフェルミン製薬,2018,Q1,43.308025
ビオフェルミン製薬,2018,Q2,26.833801
ビオフェルミン製薬,2018,Q3,52.620243
ビオフェルミン製薬,2018,Q4,42.4667
ビオフェルミン製薬,2019,Q1,37.798985
ビオフェルミン製薬,2019,Q2,60.609703
ビオフェルミン製薬,2019,Q3,24.169823
ビオフェルミン製薬,2019,Q4,52.07006
ビオフェルミン製薬,2020,Q1,49.486885
ビオフェルミン製薬,2020,Q2,30.415058
ビオフェルミン製薬,2020,Q3,45.283794
ビオフェルミン製薬,2020,Q4,37.84882
ビジネスエンジニアリング,2018,Q1,13.49677
ビジネスエンジニアリング,2018,Q2,35.295948
ビジネスエンジニアリング,2018,Q3,23.647717
ビジネスエンジニアリング,2018,Q4,16.275715
ビジネスエンジニアリング,2019,Q1,17.25657
ビジネスエンジニアリング,2019,Q2,49.42942
ビジネスエンジニアリング,2019,Q3,49.07126
ビジネスエンジニアリング,2019,Q4,22.33272
ビジネスエンジニアリング,2020,Q1,17.181038
ビジネスエンジニアリング,2020,Q2,67.777306
ビジネスエンジニアリング,2020,Q3,27.683184
ビジネスエンジニアリング,2020,Q4,31.56421
ビジネスブレイン太田昭和,2018,Q1,14.525694
ビジネスブレイン太田昭和,2018,Q2,29.850332
ビジネスブレイン太田昭和,2018,Q3,23.770357
ビジネスブレイン太田昭和,2018,Q4,56.93531
ビジネスブレイン太田昭和,2019,Q1,5.000364
ビジネスブレイン太田昭和,2019,Q2,55.81837
ビジネスブレイン太田昭和,2019,Q3,41.097828
ビジネスブレイン太田昭和,2019,Q4,34.007725
ビジネスブレイン太田昭和,2020,Q1,59.84695
ビジネスブレイン太田昭和,2020,Q2,60.377316
ビジネスブレイン太田昭和,2020,Q3,32.267628
ビジネスブレイン太田昭和,2020,Q4,44.11686
ビジネス・ブレークスルー,2018,Q1,5.580864
ビジネス・ブレークスルー,2018,Q2,6.2279744
ビジネス・ブレークスルー,2018,Q3,3.3006802
ビジネス・ブレークスルー,2018,Q4,4.769042
ビジネス・ブレークスルー,2019,Q1,2.7484672
ビジネス・ブレークスルー,2019,Q2,3.5858016
ビジネス・ブレークスルー,2019,Q3,4.347581
ビジネス・ブレークスルー,2019,Q4,14.147903
ビジネス・ブレークスルー,2020,Q1,3.711906
ビジネス・ブレークスルー,2020,Q2,95.1772
ビジネス・ブレークスルー,2020,Q3,3.1187136
ビジネス・ブレークスルー,2020,Q4,0.9409895
ビーアールホールディングス,2018,Q1,6.0862374
ビーアールホールディングス,2018,Q2,6.8936357
ビーアールホールディングス,2018,Q3,3.1057181
ビーアールホールディングス,2018,Q4,9.444961
ビーアールホールディングス,2019,Q1,-2.4306767
ビーアールホールディングス,2019,Q2,-8.499046
ビーアールホールディングス,2019,Q3,4.1680064
ビーアールホールディングス,2019,Q4,9.683331
ビーアールホールディングス,2020,Q1,3.3208559
ビーアールホールディングス,2020,Q2,3.9750876
ビーアールホールディングス,2020,Q3,26.3732
ビーアールホールディングス,2020,Q4,20.996494
ビー・エム・エル,2018,Q1,36.153595
ビー・エム・エル,2018,Q2,22.249636
ビー・エム・エル,2018,Q3,23.870155
ビー・エム・エル,2018,Q4,29.229269
ビー・エム・エル,2019,Q1,27.066057
ビー・エム・エル,2019,Q2,17.482584
ビー・エム・エル,2019,Q3,26.664545
ビー・エム・エル,2019,Q4,32.544495
ビー・エム・エル,2020,Q1,46.055683
ビー・エム・エル,2020,Q2,37.122894
ビー・エム・エル,2020,Q3,36.837868
ビー・エム・エル,2020,Q4,36.48201
ピエトロ,2018,Q1,19.275206
ピエトロ,2018,Q2,23.993462
ピエトロ,2018,Q3,4.593632
ピエトロ,2018,Q4,0.50095177
ピエトロ,2019,Q1,-5.4471345
ピエトロ,2019,Q2,19.38221
ピエトロ,2019,Q3,4.7302833
ピエトロ,2019,Q4,11.193047
ピエトロ,2020,Q1,11.376304
ピエトロ,2020,Q2,17.163708
ピエトロ,2020,Q3,11.408417
ピエトロ,2020,Q4,11.347919
ピーエス三菱,2018,Q1,-42.60391
ピーエス三菱,2018,Q2,10.323804
ピーエス三菱,2018,Q3,27.349878
ピーエス三菱,2018,Q4,-18.526682
ピーエス三菱,2019,Q1,30.621216
ピーエス三菱,2019,Q2,4.603371
ピーエス三菱,2019,Q3,32.459038
ピーエス三菱,2019,Q4,8.5148535
ピーエス三菱,2020,Q1,4.5578017
ピーエス三菱,2020,Q2,25.018219
ピーエス三菱,2020,Q3,32.309544
ピーエス三菱,2020,Q4,6.387939
ピーシーデポコーポレーション,2018,Q1,1.6050739
ピーシーデポコーポレーション,2018,Q2,1.0817242
ピーシーデポコーポレーション,2018,Q3,3.1682162
ピーシーデポコーポレーション,2018,Q4,1.2660279
ピーシーデポコーポレーション,2019,Q1,-0.89142084
ピーシーデポコーポレーション,2019,Q2,15.812262
ピーシーデポコーポレーション,2019,Q3,20.040724
ピーシーデポコーポレーション,2019,Q4,9.882219
ピーシーデポコーポレーション,2020,Q1,88.47102
ピーシーデポコーポレーション,2020,Q2,-0.18071914
ピーシーデポコーポレーション,2020,Q3,63.79564
ピーシーデポコーポレーション,2020,Q4,21.757929
ピー・シー・エー,2018,Q1,13.247254
ピー・シー・エー,2018,Q2,-4.5395613
ピー・シー・エー,2018,Q3,46.246822
ピー・シー・エー,2018,Q4,26.13207
ピー・シー・エー,2019,Q1,17.18349
ピー・シー・エー,2019,Q2,40.74153
