企業名,会計年度,四半期,y_hat
クリナップ,2019,Q2,41.95903978668661
クリナップ,2019,Q3,17.55843810793778
クリナップ,2019,Q4,-26.335845036990204
クリナップ,2020,Q1,-16.913649666567707
クリナップ,2020,Q2,13.716614647219433
クリナップ,2020,Q3,45.75466793449753
クリナップ,2020,Q4,3.8684256889059725
クレスコ,2018,Q1,39.732617252141054
クレスコ,2018,Q2,52.440688069053614
クレスコ,2018,Q3,61.90776083669887
クレスコ,2018,Q4,51.24010721970903
クレスコ,2019,Q1,57.57942949090663
クレスコ,2019,Q2,63.5587730887132
クレスコ,2019,Q3,58.6455884234351
クレスコ,2019,Q4,45.7493616712893
クレスコ,2020,Q1,16.77216128092722
クレスコ,2020,Q2,47.19394957126615
クレスコ,2020,Q3,23.000551062702208
クレスコ,2020,Q4,26.34210970677212
クレハ,2018,Q1,49.19245435556683
クレハ,2018,Q2,161.78650205821762
クレハ,2018,Q3,192.21273724828333
クレハ,2018,Q4,11.721647091127874
クレハ,2019,Q1,227.95380891407785
クレハ,2019,Q2,261.77051825643565
クレハ,2019,Q3,217.43801113188096
クレハ,2019,Q4,82.10079984254575
クレハ,2020,Q1,572.4189233613481
クレハ,2020,Q2,852.707346857944
クレハ,2020,Q3,-501.66064631868346
クレハ,2020,Q4,47.65605020013704
クロスキャット,2018,Q1,5.839569863552999
クロスキャット,2018,Q2,17.46006353368941
クロスキャット,2018,Q3,10.84896028028587
クロスキャット,2018,Q4,24.28040405447073
クロスキャット,2019,Q1,6.536062759724132
クロスキャット,2019,Q2,21.803467088269258
クロスキャット,2019,Q3,15.729180916525726
クロスキャット,2019,Q4,21.620286955932592
クロスキャット,2020,Q1,6.652906217778062
クロスキャット,2020,Q2,12.445312768709417
クロスキャット,2020,Q3,11.369164277156406
クロスキャット,2020,Q4,23.92405688743945
クロップス,2018,Q1,16.77731171529802
クロップス,2018,Q2,13.771010387575897
クロップス,2018,Q3,10.597439617162026
クロップス,2018,Q4,12.992299976849813
クロップス,2019,Q1,18.81140927427915
クロップス,2019,Q2,23.554315329674637
クロップス,2019,Q3,30.44889409148262
クロップス,2019,Q4,17.17780802772991
クロップス,2020,Q1,20.5791694789816
クロップス,2020,Q2,23.492744469898724
クロップス,2020,Q3,25.702238240309132
クロップス,2020,Q4,28.63311102450603
クワザワホールディングス,2018,Q1,19.996189873442106
クワザワホールディングス,2018,Q2,-87.65883456550637
クワザワホールディングス,2018,Q3,67.1920920571448
クワザワホールディングス,2018,Q4,125.63552432838485
クワザワホールディングス,2019,Q1,9.561746500759554
クワザワホールディングス,2019,Q2,71.21031985814056
クワザワホールディングス,2019,Q3,46.98659443857901
クワザワホールディングス,2019,Q4,22.017255327536425
クワザワホールディングス,2020,Q1,-2.5493338565764034
クワザワホールディングス,2020,Q2,25.696374109301015
クワザワホールディングス,2020,Q3,3.7493927967608762
クワザワホールディングス,2020,Q4,0.7090867716614646
グランディハウス,2018,Q1,15.991764492151685
グランディハウス,2018,Q2,17.69268630902217
グランディハウス,2018,Q3,20.63017400347246
グランディハウス,2018,Q4,6.974376817871323
グランディハウス,2019,Q1,18.453641049088617
グランディハウス,2019,Q2,22.58355443885722
グランディハウス,2019,Q3,15.926251479550046
グランディハウス,2019,Q4,21.703553437365258
グランディハウス,2020,Q1,17.288074510819968
グランディハウス,2020,Q2,26.27504848281376
グランディハウス,2020,Q3,22.326457313747255
グランディハウス,2020,Q4,18.544829981388148
グリムス,2018,Q1,47.049077158212526
グリムス,2018,Q2,11.428316662568932
グリムス,2018,Q3,34.09478289673393
グリムス,2018,Q4,13.749136217664216
グリムス,2019,Q1,50.33039186484254
グリムス,2019,Q2,17.568854708602558
グリムス,2019,Q3,45.227531121485924
グリムス,2019,Q4,22.51140987019251
グリムス,2020,Q1,52.84075903079517
グリムス,2020,Q2,11.564535477896328
グリムス,2020,Q3,14.14364610688228
グリムス,2020,Q4,-24.069059194772493
グルメ杵屋,2018,Q1,22.35135261327869
グルメ杵屋,2018,Q2,5.653529031116761
グルメ杵屋,2018,Q3,-3.927965815791932
グルメ杵屋,2018,Q4,35.772546845193474
グルメ杵屋,2019,Q1,-27.287016492830915
グルメ杵屋,2019,Q2,4.634848023762089
グルメ杵屋,2019,Q3,-2.430114202106825
グルメ杵屋,2019,Q4,-29.24325777929553
グルメ杵屋,2020,Q1,-120.08085507645356
グルメ杵屋,2020,Q2,-99.72068975482354
グルメ杵屋,2020,Q3,-50.095834933383195
グルメ杵屋,2020,Q4,-65.0764398934172
グローセル,2018,Q1,10.714018507403123
グローセル,2018,Q2,-26.421314636025926
グローセル,2018,Q3,20.884597879860806
グローセル,2018,Q4,-0.030412732893907446
グローセル,2019,Q1,9.572474836053896
グローセル,2019,Q2,3.249918690416095
グローセル,2019,Q3,10.13480830077593
グローセル,2019,Q4,-3.008100146198803
グローセル,2020,Q1,-8.630598449372766
グローセル,2020,Q2,-9.589063554120735
グローセル,2020,Q3,-9.266242986081647
グローセル,2020,Q4,-0.3314476366608079
グローブライド,2018,Q1,27.12934829326263
グローブライド,2018,Q2,133.17246058218177
グローブライド,2018,Q3,-44.76409781200917
グローブライド,2018,Q4,32.065178973253566
グローブライド,2019,Q1,64.48713703920058
グローブライド,2019,Q2,152.5500596452752
グローブライド,2019,Q3,9.089512272516096
グローブライド,2019,Q4,11.98786683862058
グローブライド,2020,Q1,56.92925106563507
グローブライド,2020,Q2,112.66859250827437
グローブライド,2020,Q3,9.243389479735676
グローブライド,2020,Q4,-47.9424895093427
グローリー,2018,Q1,8.819252622649916
グローリー,2018,Q2,36.40372398600964
グローリー,2018,Q3,43.30102269903955
グローリー,2018,Q4,67.96358177456696
グローリー,2019,Q1,61.70212975969616
グローリー,2019,Q2,43.0052134409148
グローリー,2019,Q3,36.13382188373173
グローリー,2019,Q4,80.0692685817848
グローリー,2020,Q1,-1.4031153474025508
グローリー,2020,Q2,10.773195972772779
グローリー,2020,Q3,130.51407011578954
グローリー,2020,Q4,64.91832980562322
グンゼ,2018,Q1,-154.94849154760396
グンゼ,2018,Q2,58.16114690893389
グンゼ,2018,Q3,112.55724213165105
グンゼ,2018,Q4,129.3481945757858
グンゼ,2019,Q1,53.739093522613054
グンゼ,2019,Q2,37.667552989663704
グンゼ,2019,Q3,127.2152088395521
グンゼ,2019,Q4,-12.631692669857207
グンゼ,2020,Q1,27.389438295477184
グンゼ,2020,Q2,53.41431009489111
グンゼ,2020,Q3,84.71930056506396
グンゼ,2020,Q4,-66.55392021618015
ケンコーマヨネーズ,2018,Q1,-12.19522357489484
ケンコーマヨネーズ,2018,Q2,6.403890324999793
ケンコーマヨネーズ,2018,Q3,47.330788065833424
ケンコーマヨネーズ,2018,Q4,30.61452528895861
ケンコーマヨネーズ,2019,Q1,38.879828200798926
ケンコーマヨネーズ,2019,Q2,42.68953449246902
ケンコーマヨネーズ,2019,Q3,44.2199981682832
ケンコーマヨネーズ,2019,Q4,18.08590593975316
ケンコーマヨネーズ,2020,Q1,7.254923191680653
ケンコーマヨネーズ,2020,Q2,17.51932115393353
ケンコーマヨネーズ,2020,Q3,40.93027477160602
ケンコーマヨネーズ,2020,Q4,5.807221010381234
ケーズホールディングス,2018,Q1,44.37372360694186
ケーズホールディングス,2018,Q2,46.955634011895995
ケーズホールディングス,2018,Q3,26.9136002410319
ケーズホールディングス,2018,Q4,29.41754877179382
ケーズホールディングス,2019,Q1,33.564207721741795
ケーズホールディングス,2019,Q2,44.06629881945067
ケーズホールディングス,2019,Q3,15.85048175146969
ケーズホールディングス,2019,Q4,34.422302664514454
ケーズホールディングス,2020,Q1,54.00326272916143
ケーズホールディングス,2020,Q2,47.21786007547209
ケーズホールディングス,2020,Q3,-3.1216810142166764
ケーズホールディングス,2020,Q4,31.70565869091433
ケーユーホールディングス,2018,Q1,68.50941520354722
ケーユーホールディングス,2018,Q2,44.10607998666886
ケーユーホールディングス,2018,Q3,13.87881259049135
ケーユーホールディングス,2018,Q4,38.35587997440235
ケーユーホールディングス,2019,Q1,21.88352213236227
ケーユーホールディングス,2019,Q2,33.311422239408955
ケーユーホールディングス,2019,Q3,32.900534858891135
ケーユーホールディングス,2019,Q4,31.570977802352555
ケーユーホールディングス,2020,Q1,6.8069139671937275
ケーユーホールディングス,2020,Q2,43.86371652014833
ケーユーホールディングス,2020,Q3,39.96546804434172
ケーユーホールディングス,2020,Q4,40.877669759512884
ゲオホールディングス,2018,Q1,703.9992172555047
ゲオホールディングス,2018,Q2,38.1350777142444
ゲオホールディングス,2018,Q3,159.7110750409306
ゲオホールディングス,2018,Q4,35.13445525047791
ゲオホールディングス,2019,Q1,21.6171027498076
ゲオホールディングス,2019,Q2,76.23829987990666
ゲオホールディングス,2019,Q3,148.85317372888676
ゲオホールディングス,2019,Q4,85.90557403289495
ゲオホールディングス,2020,Q1,152.01326316468476
ゲオホールディングス,2020,Q2,144.5047633310569
ゲオホールディングス,2020,Q3,167.7993467193537
ゲオホールディングス,2020,Q4,140.06119049680368
コア,2018,Q1,7.975011473488831
コア,2018,Q2,17.539872919265175
コア,2018,Q3,20.76764534703842
コア,2018,Q4,29.755987583652384
コア,2019,Q1,9.197850837118297
コア,2019,Q2,23.286965153181193
コア,2019,Q3,17.75140836500222
コア,2019,Q4,42.68255401216396
コア,2020,Q1,8.63482604475897
コア,2020,Q2,23.443446473145485
コア,2020,Q3,23.773699686032735
コア,2020,Q4,37.544810645446645
ココカラファイン,2018,Q1,76.87960694737774
ココカラファイン,2018,Q2,51.57533767476116
ココカラファイン,2018,Q3,90.10442245555339
ココカラファイン,2018,Q4,97.43108663174007
ココカラファイン,2019,Q1,104.22963186154266
ココカラファイン,2019,Q2,92.86473077086112
ココカラファイン,2019,Q3,115.10902463747061
ココカラファイン,2019,Q4,107.89832732851576
ココカラファイン,2020,Q1,-101.44132527943293
ココカラファイン,2020,Q2,140.55972775427978
ココカラファイン,2020,Q3,223.0117646175604
ココカラファイン,2020,Q4,-20.541118225764876
コニカミノルタ,2018,Q1,10.356878271225877
コニカミノルタ,2018,Q2,17.30313300465602
コニカミノルタ,2018,Q3,15.12822374892785
コニカミノルタ,2018,Q4,25.594226653682902
コニカミノルタ,2019,Q1,17.17524873217296
コニカミノルタ,2019,Q2,19.469380959337105
コニカミノルタ,2019,Q3,15.285367849893513
コニカミノルタ,2019,Q4,13.941109659176899
コニカミノルタ,2020,Q1,-14.511466484608425
コニカミノルタ,2020,Q2,-10.959537953070523
コニカミノルタ,2020,Q3,-7.994342389169258
コニカミノルタ,2020,Q4,-29.63412741185396
コニシ,2018,Q1,21.79069403202351
コニシ,2018,Q2,23.932345865427607
コニシ,2018,Q3,34.28935881645721
コニシ,2018,Q4,16.47129948778073
コニシ,2019,Q1,18.574250980693648
コニシ,2019,Q2,36.46925188768453
コニシ,2019,Q3,51.260961444327485
コニシ,2019,Q4,38.03020665147052
コニシ,2020,Q1,22.476863973734496
コニシ,2020,Q2,30.188909432452675
コニシ,2020,Q3,40.171622126210366
コニシ,2020,Q4,29.389224442616825
コネクシオ,2018,Q1,30.61273153616412
コネクシオ,2018,Q2,29.79821228555761
コネクシオ,2018,Q3,42.94462820959677
コネクシオ,2018,Q4,37.79368344170871
コネクシオ,2019,Q1,34.3389915128089
コネクシオ,2019,Q2,45.21703416136724
コネクシオ,2019,Q3,33.72235490422301
コネクシオ,2019,Q4,41.684961454052015
コネクシオ,2020,Q1,24.12308962392533
コネクシオ,2020,Q2,39.936626856428546
コネクシオ,2020,Q3,41.437678043262025
コネクシオ,2020,Q4,37.897631988050904
コマツ,2018,Q1,70.4501469596305
コマツ,2018,Q2,78.99543659880987
コマツ,2018,Q3,61.08991622300967
コマツ,2018,Q4,56.91998138330937
コマツ,2019,Q1,58.40741147301664
コマツ,2019,Q2,51.96580358739428
コマツ,2019,Q3,48.28840442153139
コマツ,2019,Q4,45.62013187688501
コマツ,2020,Q1,13.124057692322909
コマツ,2020,Q2,13.505676479461513
コマツ,2020,Q3,12.491269518452444
コマツ,2020,Q4,59.95980848718461
コムシスホールディングス,2018,Q1,12.867721483464642
コムシスホールディングス,2018,Q2,46.598802371314534
コムシスホールディングス,2018,Q3,80.55943647612594
コムシスホールディングス,2018,Q4,68.47241174365095
コムシスホールディングス,2019,Q1,30.307275039718796
コムシスホールディングス,2019,Q2,27.721282832275826
コムシスホールディングス,2019,Q3,50.952151397511166
コムシスホールディングス,2019,Q4,96.06661471204703
コムシスホールディングス,2020,Q1,27.11149895671656
コムシスホールディングス,2020,Q2,47.70046723518221
コムシスホールディングス,2020,Q3,65.98085461991286
コムシスホールディングス,2020,Q4,94.83999219924102
コムチュア,2018,Q1,17.54603715943199
コムチュア,2018,Q2,6.955628567246322
コムチュア,2018,Q3,46.23958853371289
コムチュア,2018,Q4,47.91632806262487
コムチュア,2019,Q1,30.045858088998216
コムチュア,2019,Q2,29.83337753411479
コムチュア,2019,Q3,18.121092329753537
コムチュア,2019,Q4,21.064645154265087
コムチュア,2020,Q1,22.757930184443023
コムチュア,2020,Q2,22.876808231212397
コムチュア,2020,Q3,23.35863911370987
コムチュア,2020,Q4,9.155286482975384
コメリ,2018,Q1,94.26021221044205
コメリ,2018,Q2,67.45879806821009
コメリ,2018,Q3,73.08320259398566
コメリ,2018,Q4,-1.00494885411117
コメリ,2019,Q1,101.40007546243353
コメリ,2019,Q2,76.67834825736634
コメリ,2019,Q3,68.67294431690199
コメリ,2019,Q4,34.625137967737885
コメリ,2020,Q1,179.85964723660325
コメリ,2020,Q2,94.13210611591137
コメリ,2020,Q3,111.103402697176
コメリ,2020,Q4,22.492213541626235
コロナ,2018,Q1,-11.736660811176638
コロナ,2018,Q2,24.481743620629434
コロナ,2018,Q3,70.15468645572207
コロナ,2018,Q4,-32.57507974477015
コロナ,2019,Q1,-24.81601268986921
コロナ,2019,Q2,29.006072746526144
コロナ,2019,Q3,52.840462107571454
コロナ,2019,Q4,-42.50499254130136
コロナ,2020,Q1,-11.767764811783849
コロナ,2020,Q2,8.125763822346357
コロナ,2020,Q3,59.09291671268349
コロナ,2020,Q4,-29.62313417665925
コロワイド,2018,Q1,11.504584088742437
コロワイド,2018,Q2,-2.893364764135761
コロワイド,2018,Q3,26.3873557061971
コロワイド,2018,Q4,12.705139984873867
コロワイド,2019,Q1,4.771625867294858
コロワイド,2019,Q2,-14.1130586967457
コロワイド,2019,Q3,7.738385937808204
コロワイド,2019,Q4,5.57901923055546
コロワイド,2020,Q1,-246.9874010472346
コロワイド,2020,Q2,-288.1536879913934
コロワイド,2020,Q3,-2.5431884970466427
コロワイド,2020,Q4,-44.282031057042936
コンドーテック,2018,Q1,20.9376060876974
コンドーテック,2018,Q2,23.342927340283353
コンドーテック,2018,Q3,33.07438980091072
コンドーテック,2018,Q4,26.511643347380865
コンドーテック,2019,Q1,22.104440657979865
コンドーテック,2019,Q2,29.664219164566397
コンドーテック,2019,Q3,31.06236079235982
コンドーテック,2019,Q4,23.618131313916507
コンドーテック,2020,Q1,18.852875320783202
コンドーテック,2020,Q2,25.37344349874911
コンドーテック,2020,Q3,22.634819294135735
コンドーテック,2020,Q4,20.999387484880472
コーセー,2018,Q1,172.12791754948276
コーセー,2018,Q2,173.21485387931443
コーセー,2018,Q3,178.42509599785126
コーセー,2018,Q4,50.467024526702815
コーセー,2019,Q1,179.10701483667853
コーセー,2019,Q2,211.3637740682686
コーセー,2019,Q3,196.01365765084785
コーセー,2019,Q4,46.029813447299794
コーセー,2020,Q1,73.86437756546457
コーセー,2020,Q2,74.71059148256063
コーセー,2020,Q3,122.14722376175723
コーセー,2020,Q4,4.734679160539216
ゴールドウイン,2018,Q1,-62.109751476488555
ゴールドウイン,2018,Q2,40.70630432201866
ゴールドウイン,2018,Q3,307.3351936625481
ゴールドウイン,2018,Q4,19.89867402560608
ゴールドウイン,2019,Q1,56.22146533664177
ゴールドウイン,2019,Q2,97.27488140375867
ゴールドウイン,2019,Q3,168.63476810355294
ゴールドウイン,2019,Q4,28.197457226104873
ゴールドウイン,2020,Q1,-5.621501691248042
ゴールドウイン,2020,Q2,22.39242334700633
ゴールドウイン,2020,Q3,131.65547881350676
ゴールドウイン,2020,Q4,31.625690038847544
ゴールドクレスト,2018,Q1,59.59731014261702
ゴールドクレスト,2018,Q2,36.42099671174517
ゴールドクレスト,2018,Q3,6.014903835148452
ゴールドクレスト,2018,Q4,83.0710770620653
ゴールドクレスト,2019,Q1,158.92178874771668
ゴールドクレスト,2019,Q2,41.71103174977665
ゴールドクレスト,2019,Q3,3.4570905496976665
ゴールドクレスト,2019,Q4,-25.51632652646156
ゴールドクレスト,2020,Q1,-102.40246075855595
ゴールドクレスト,2020,Q2,8.170230763203566
ゴールドクレスト,2020,Q3,89.88401298746533
ゴールドクレスト,2020,Q4,28.508185556287085
サイネックス,2018,Q1,-3.2135390311963654
サイネックス,2018,Q2,18.742863828296095
サイネックス,2018,Q3,10.571048581002998
サイネックス,2018,Q4,-4.541634783324088
サイネックス,2019,Q1,-5.475687194532597
サイネックス,2019,Q2,-17.753198224145365
サイネックス,2019,Q3,-6.6099782158999005
サイネックス,2019,Q4,34.589752490821404
サイネックス,2020,Q1,2.0271194787155196
サイネックス,2020,Q2,-24.29905381034266
サイネックス,2020,Q3,18.521885640826923
サイネックス,2020,Q4,36.834883140831366
サカイオーベックス,2018,Q1,91.77900036622599
サカイオーベックス,2018,Q2,99.73414141666302
サカイオーベックス,2018,Q3,112.37812472477533
サカイオーベックス,2018,Q4,85.68755072554295
サカイオーベックス,2019,Q1,78.77698123286754
サカイオーベックス,2019,Q2,81.9747432347305
サカイオーベックス,2019,Q3,101.02178131566711
サカイオーベックス,2019,Q4,82.90305740125766
サカイオーベックス,2020,Q1,27.455654649828645
サカイオーベックス,2020,Q2,34.87247257599392
サカイオーベックス,2020,Q3,109.82049959066546
サカイオーベックス,2020,Q4,6.314213438169059
サカイ引越センター,2018,Q1,146.4744810301617
サカイ引越センター,2018,Q2,59.184282878710974
サカイ引越センター,2018,Q3,57.720963708542286
サカイ引越センター,2018,Q4,105.36254989207987
サカイ引越センター,2019,Q1,186.063288061819
サカイ引越センター,2019,Q2,58.263604433931334
サカイ引越センター,2019,Q3,64.3157010978432
サカイ引越センター,2019,Q4,68.2738530439186
サカイ引越センター,2020,Q1,164.50626903626812
サカイ引越センター,2020,Q2,83.47107776508757
サカイ引越センター,2020,Q3,64.06839711803998
サカイ引越センター,2020,Q4,114.68150461034223
サクサホールディングス,2018,Q1,85.04439924707863
サクサホールディングス,2018,Q2,39.1133023184384
サクサホールディングス,2018,Q3,191.9552054348837
サクサホールディングス,2018,Q4,45.359663007216064
サクサホールディングス,2019,Q1,-19.51980108938387
サクサホールディングス,2019,Q2,48.50501693765692
サクサホールディングス,2019,Q3,15.334337544910682
サクサホールディングス,2019,Q4,152.05706138854154
サクサホールディングス,2020,Q1,-38.00954912337292
サクサホールディングス,2020,Q2,54.04976503192813
サクサホールディングス,2020,Q3,123.3565443828396
サクサホールディングス,2020,Q4,-549.8969707523288
サックスバー　ホールディングス,2018,Q1,11.985916348243165
サックスバー　ホールディングス,2018,Q2,18.131633248176115
サックスバー　ホールディングス,2018,Q3,14.103719870115636
サックスバー　ホールディングス,2018,Q4,23.00487398210055
サックスバー　ホールディングス,2019,Q1,15.483631092692786
サックスバー　ホールディングス,2019,Q2,20.504475735880405
サックスバー　ホールディングス,2019,Q3,11.243503459780115
サックスバー　ホールディングス,2019,Q4,6.5982709651528335
サックスバー　ホールディングス,2020,Q1,-12.690993167590268
サックスバー　ホールディングス,2020,Q2,-18.33797669394627
サックスバー　ホールディングス,2020,Q3,-12.397999362803432
サックスバー　ホールディングス,2020,Q4,-18.90725159841341
サトーホールディングス,2018,Q1,43.93494433712863
サトーホールディングス,2018,Q2,50.21730392465486
サトーホールディングス,2018,Q3,65.13138330653885
サトーホールディングス,2018,Q4,63.21914524722709
サトーホールディングス,2019,Q1,28.75540718283311
サトーホールディングス,2019,Q2,36.36232773149368
サトーホールディングス,2019,Q3,40.190152083359706
サトーホールディングス,2019,Q4,28.600523334996524
サトーホールディングス,2020,Q1,-37.65743567245681
サトーホールディングス,2020,Q2,-812.0594824830546
サトーホールディングス,2020,Q3,5.174765381233655
サトーホールディングス,2020,Q4,-155.03229627976881
サニックス,2018,Q1,5.198236364615354
サニックス,2018,Q2,12.394773434116857
サニックス,2018,Q3,-14.066928422037677
サニックス,2018,Q4,8.30494006444498
サニックス,2019,Q1,10.471644555994516
サニックス,2019,Q2,17.106097563541468
サニックス,2019,Q3,9.69949926180609
サニックス,2019,Q4,6.768163288153646
サニックス,2020,Q1,12.28855269076776
サニックス,2020,Q2,15.829054768662452
サニックス,2020,Q3,10.809591073340263
サニックス,2020,Q4,-1.1855016072138174
サンケン電気,2018,Q1,-17.228698861909024
サンケン電気,2018,Q2,-6.963965139610309
サンケン電気,2018,Q3,1291.7175100619575
サンケン電気,2018,Q4,888.2076057173163
サンケン電気,2019,Q1,-262.4523509602768
サンケン電気,2019,Q2,-6.497759462638896
サンケン電気,2019,Q3,1002.3655074894018
サンケン電気,2019,Q4,63.544446530568635
サンケン電気,2020,Q1,180.45992713686204
サンケン電気,2020,Q2,-96.71508195400949
サンケン電気,2020,Q3,-298.544095544695
サンケン電気,2020,Q4,-68.98566868240243
サンゲツ,2018,Q1,15.826887728364365
サンゲツ,2018,Q2,15.300123670296834
サンゲツ,2018,Q3,20.381399903850337
サンゲツ,2018,Q4,18.575875832565465
サンゲツ,2019,Q1,13.44309739940128
サンゲツ,2019,Q2,19.087853323494297
サンゲツ,2019,Q3,21.341307372190535
サンゲツ,2019,Q4,33.87302625515443
サンゲツ,2020,Q1,19.462822598821138
サンゲツ,2020,Q2,47.60481678596044
サンゲツ,2020,Q3,27.549264631273985
サンゲツ,2020,Q4,-64.89059174523969
サンコール,2018,Q1,19.345929065348297
サンコール,2018,Q2,22.107900320247186
サンコール,2018,Q3,29.28722754543498
サンコール,2018,Q4,11.306210317833127
サンコール,2019,Q1,12.013071884651765
サンコール,2019,Q2,5.223591584111432
サンコール,2019,Q3,35.267858731711385
サンコール,2019,Q4,-20.813825217027528
サンコール,2020,Q1,-24.62699973404043
サンコール,2020,Q2,-5.527982601895673
サンコール,2020,Q3,4.418705609456498
サンコール,2020,Q4,1.7434240655208217
サンデンホールディングス,2018,Q1,1060.953304030221
サンデンホールディングス,2018,Q2,2744.71903463216
サンデンホールディングス,2018,Q3,-359.0158868803924
サンデンホールディングス,2018,Q4,-90.1678441897076
サンデンホールディングス,2019,Q1,-511.0952759302157
サンデンホールディングス,2019,Q2,-85.38089630014116
サンデンホールディングス,2019,Q3,33.336483349833486
サンデンホールディングス,2019,Q4,-695.302468629931
サンデンホールディングス,2020,Q1,-332.2550468741721
サンデンホールディングス,2020,Q2,-671.7385488159043
サンデンホールディングス,2020,Q3,-172.682055691047
サンデンホールディングス,2020,Q4,442.23095001128195
サンドラッグ,2018,Q1,49.28544531489026
サンドラッグ,2018,Q2,53.829217101139
サンドラッグ,2018,Q3,54.06127238062572
サンドラッグ,2018,Q4,50.47315766167435
サンドラッグ,2019,Q1,53.07604586483147
サンドラッグ,2019,Q2,52.64860608051998
サンドラッグ,2019,Q3,51.54196165878415
サンドラッグ,2019,Q4,47.50274110047717
サンドラッグ,2020,Q1,44.24606016771456
サンドラッグ,2020,Q2,50.25004568667228
サンドラッグ,2020,Q3,47.662589952958484
サンドラッグ,2020,Q4,29.86468491771376
サンフロンティア不動産,2018,Q1,72.96428890223183
サンフロンティア不動産,2018,Q2,75.21485088071267
サンフロンティア不動産,2018,Q3,84.0398779999831
サンフロンティア不動産,2018,Q4,87.01152853811212
サンフロンティア不動産,2019,Q1,126.08229374953305
サンフロンティア不動産,2019,Q2,70.64919708382413
サンフロンティア不動産,2019,Q3,95.1344614993431
サンフロンティア不動産,2019,Q4,1.0068119099633654
サンフロンティア不動産,2020,Q1,80.24775063717803
サンフロンティア不動産,2020,Q2,2.233155815141121
サンフロンティア不動産,2020,Q3,2.4959718090410945
サンフロンティア不動産,2020,Q4,-3.2587304109981226
サンマルクホールディングス,2018,Q1,32.092488234648044
サンマルクホールディングス,2018,Q2,53.05549466205004
サンマルクホールディングス,2018,Q3,38.510424473077435
サンマルクホールディングス,2018,Q4,38.99103681108159
サンマルクホールディングス,2019,Q1,36.914240843319114
サンマルクホールディングス,2019,Q2,45.309066298818195
サンマルクホールディングス,2019,Q3,33.09635120520244
サンマルクホールディングス,2019,Q4,1.960608194344747
サンマルクホールディングス,2020,Q1,-63.6287360130126
サンマルクホールディングス,2020,Q2,-39.44743989060127
サンマルクホールディングス,2020,Q3,-41.16908891939815
サンマルクホールディングス,2020,Q4,39.755115565247245
サンリオ,2018,Q1,6.647109402830829
サンリオ,2018,Q2,13.09452992507936
サンリオ,2018,Q3,15.377919813945145
サンリオ,2018,Q4,11.684080783069778
サンリオ,2019,Q1,6.318541073145145
サンリオ,2019,Q2,6.7122391511148365
サンリオ,2019,Q3,1.2512433043414788
サンリオ,2019,Q4,0.3868197124728461
サンリオ,2020,Q1,-37.141132532095526
サンリオ,2020,Q2,-12.362613515811068
サンリオ,2020,Q3,-1.704796951920148
サンリオ,2020,Q4,-6.394896182173174
サンリツ,2018,Q1,27.54665564568569
サンリツ,2018,Q2,-1.584138167202184
サンリツ,2018,Q3,34.76429023483831
サンリツ,2018,Q4,15.485051401008263
サンリツ,2019,Q1,1.0913354353502882
サンリツ,2019,Q2,65.08819847934365
サンリツ,2019,Q3,27.347778460143115
サンリツ,2019,Q4,-13.609238986557592
サンリツ,2020,Q1,0.5887872900092255
サンリツ,2020,Q2,26.912292916796645
サンリツ,2020,Q3,36.92151447738472
サンリツ,2020,Q4,17.82269434872238
サンワテクノス,2018,Q1,0.8524749865321368
サンワテクノス,2018,Q2,27.68951709045029
サンワテクノス,2018,Q3,43.66400635085961
サンワテクノス,2018,Q4,73.89434838401905
サンワテクノス,2019,Q1,-62.49144183099952
サンワテクノス,2019,Q2,47.365222044875786
サンワテクノス,2019,Q3,19.739504688602914
サンワテクノス,2019,Q4,26.81181786673322
サンワテクノス,2020,Q1,10.42467299818381
サンワテクノス,2020,Q2,37.60382522171115
サンワテクノス,2020,Q3,14.037937430656841
サンワテクノス,2020,Q4,24.709342526744404
シキボウ,2018,Q1,37.023472010977045
シキボウ,2018,Q2,26.535841335762356
シキボウ,2018,Q3,34.94960803046849
シキボウ,2018,Q4,14.29313337684112
シキボウ,2019,Q1,-398.20329989052414
シキボウ,2019,Q2,-98.86161532466288
シキボウ,2019,Q3,-35.116311077810984
シキボウ,2019,Q4,74.7416331031245
シキボウ,2020,Q1,-109.65695313661114
シキボウ,2020,Q2,133.3811603088735
シキボウ,2020,Q3,-109.63088586556076
シキボウ,2020,Q4,84.37813534206511
システムリサーチ,2018,Q1,19.170934396711147
システムリサーチ,2018,Q2,50.55530147115483
システムリサーチ,2018,Q3,60.33062000820294
システムリサーチ,2018,Q4,73.60011027451262
システムリサーチ,2019,Q1,38.44308660012939
システムリサーチ,2019,Q2,77.30438644035917
システムリサーチ,2019,Q3,40.55856052963037
システムリサーチ,2019,Q4,48.800405353787475
システムリサーチ,2020,Q1,22.57162809601528
システムリサーチ,2020,Q2,31.728305722799945
システムリサーチ,2020,Q3,38.747837312808585
システムリサーチ,2020,Q4,50.4332591723418
シスメックス,2018,Q1,37.56114333186726
シスメックス,2018,Q2,55.55013336309866
シスメックス,2018,Q3,57.230969963503256
シスメックス,2018,Q4,52.91260997504982
シスメックス,2019,Q1,40.287137836801584
シスメックス,2019,Q2,57.572456174663564
シスメックス,2019,Q3,42.95323317932916
シスメックス,2019,Q4,42.36550181898824
シスメックス,2020,Q1,17.80761973043053
シスメックス,2020,Q2,51.410967943304826
シスメックス,2020,Q3,42.83236193359991
