企業名,会計年度,四半期,rolling_sample,pruned_trials,complete_trials,best_trial_val_error,best_trial_params,final_train_epochs,final_train_min_loss,y_test,y_hat
アイティフォー,2018,Q1,0,218,82,0.40837350487709045,"dict_items([('hidden_units', 712), ('learning_rate', 0.005037383320648711)])",436,"tensor(0.0014, grad_fn=<MseLossBackward>)",3.35,3.6247704
アイティフォー,2018,Q2,1,227,73,0.3690085709095001,"dict_items([('hidden_units', 348), ('learning_rate', 0.012004835049348564)])",323,"tensor(0.1600, grad_fn=<MseLossBackward>)",7.61,5.8449483
アイティフォー,2018,Q3,2,222,78,0.32629719376564026,"dict_items([('hidden_units', 595), ('learning_rate', 0.006706789182088122)])",364,"tensor(0.0863, grad_fn=<MseLossBackward>)",8.59,6.015286
アイティフォー,2018,Q4,3,205,95,0.18295533955097198,"dict_items([('hidden_units', 916), ('learning_rate', 0.008209242101000162)])",229,"tensor(0.0126, grad_fn=<MseLossBackward>)",22.25,23.906761
アイティフォー,2019,Q1,4,195,105,0.27233758568763733,"dict_items([('hidden_units', 642), ('learning_rate', 0.011702977743449201)])",239,"tensor(0.4906, grad_fn=<MseLossBackward>)",5.95,2.7627122
アイティフォー,2019,Q2,5,188,112,0.2805165648460388,"dict_items([('hidden_units', 967), ('learning_rate', 0.008235924315493632)])",173,"tensor(0.0341, grad_fn=<MseLossBackward>)",12.13,6.1223416
アイティフォー,2019,Q3,6,192,108,0.23085074126720428,"dict_items([('hidden_units', 373), ('learning_rate', 0.013629421154599615)])",196,"tensor(0.4553, grad_fn=<MseLossBackward>)",5.89,5.921983
アイティフォー,2019,Q4,7,200,100,0.11586634069681168,"dict_items([('hidden_units', 958), ('learning_rate', 0.010404117867411265)])",177,"tensor(0.1980, grad_fn=<MseLossBackward>)",20.98,15.122482
アイティフォー,2020,Q1,8,186,114,0.17903681099414825,"dict_items([('hidden_units', 639), ('learning_rate', 0.014604363577117693)])",363,"tensor(0.1905, grad_fn=<MseLossBackward>)",7.91,4.3162074
アイティフォー,2020,Q2,9,211,89,0.17664797604084015,"dict_items([('hidden_units', 839), ('learning_rate', 0.012131353020401985)])",277,"tensor(1.2698, grad_fn=<MseLossBackward>)",16.23,8.2095585
アイティフォー,2020,Q3,10,213,87,0.15498904883861542,"dict_items([('hidden_units', 552), ('learning_rate', 0.01737420119852782)])",317,"tensor(2.6650, grad_fn=<MseLossBackward>)",12.15,8.502948
アイティフォー,2020,Q4,11,206,94,0.15115287899971008,"dict_items([('hidden_units', 541), ('learning_rate', 0.02133107349707196)])",244,"tensor(2.2532, grad_fn=<MseLossBackward>)",25.22,18.815054
アイティメディア,2018,Q1,0,215,85,0.5313555598258972,"dict_items([('hidden_units', 60), ('learning_rate', 0.017444809817498946)])",2916,"tensor(274770.5000, grad_fn=<MseLossBackward>)",3.76,-143.85373
アイティメディア,2018,Q2,1,247,53,0.5363009572029114,"dict_items([('hidden_units', 106), ('learning_rate', 0.024602584334756417)])",6405,"tensor(118810.5547, grad_fn=<MseLossBackward>)",5.56,-108.581566
アイティメディア,2018,Q3,2,221,79,0.44913050532341003,"dict_items([('hidden_units', 112), ('learning_rate', 0.053493462121117635)])",53,"tensor(118836.3359, grad_fn=<MseLossBackward>)",5.23,-99.20846
アイティメディア,2018,Q4,3,237,63,0.25353553891181946,"dict_items([('hidden_units', 151), ('learning_rate', 0.048496058375191456)])",39,"tensor(118089.8906, grad_fn=<MseLossBackward>)",4.78,-91.8946
アイティメディア,2019,Q1,4,240,60,0.27493637800216675,"dict_items([('hidden_units', 122), ('learning_rate', 0.06887203165791068)])",28,"tensor(110002.4531, grad_fn=<MseLossBackward>)",7.37,-75.578186
アイティメディア,2019,Q2,5,225,75,0.12801600992679596,"dict_items([('hidden_units', 499), ('learning_rate', 0.07162181815144775)])",9,"tensor(65467.2578, grad_fn=<MseLossBackward>)",8.77,-46.664482
アイティメディア,2019,Q3,6,184,116,0.06758531183004379,"dict_items([('hidden_units', 554), ('learning_rate', 0.01318357309971577)])",116,"tensor(7.1943, grad_fn=<MseLossBackward>)",13.97,6.040218
アイティメディア,2019,Q4,7,216,84,0.08982532471418381,"dict_items([('hidden_units', 386), ('learning_rate', 0.020116938181906848)])",49,"tensor(28.7793, grad_fn=<MseLossBackward>)",9.36,9.836431
アイティメディア,2020,Q1,8,205,95,0.10819321870803833,"dict_items([('hidden_units', 343), ('learning_rate', 0.022195078324368973)])",112,"tensor(21.9228, grad_fn=<MseLossBackward>)",11.04,10.534526
アイティメディア,2020,Q2,9,213,87,0.11446362733840942,"dict_items([('hidden_units', 997), ('learning_rate', 0.010641993982402948)])",228,"tensor(0.1658, grad_fn=<MseLossBackward>)",17.0,12.6167145
アイティメディア,2020,Q3,10,211,89,0.06551861017942429,"dict_items([('hidden_units', 646), ('learning_rate', 0.01926133543814222)])",7,"tensor(38.5604, grad_fn=<MseLossBackward>)",20.13,12.079583
アイティメディア,2020,Q4,11,198,102,0.07617159932851791,"dict_items([('hidden_units', 510), ('learning_rate', 0.03485918662416564)])",150,"tensor(18.4094, grad_fn=<MseLossBackward>)",15.15,13.438197
アイネス,2018,Q1,0,231,69,0.617474377155304,"dict_items([('hidden_units', 599), ('learning_rate', 0.005955329562720439)])",445,"tensor(0.0653, grad_fn=<MseLossBackward>)",-5.05,-7.0330415
アイネス,2018,Q2,1,239,61,0.8522799015045166,"dict_items([('hidden_units', 260), ('learning_rate', 0.006204130499985997)])",184,"tensor(14.8975, grad_fn=<MseLossBackward>)",17.58,16.10755
アイネス,2018,Q3,2,234,66,0.8382799029350281,"dict_items([('hidden_units', 418), ('learning_rate', 0.0044219634900824435)])",946,"tensor(0.2353, grad_fn=<MseLossBackward>)",16.69,-5.4338527
アイネス,2018,Q4,3,247,53,0.7633129954338074,"dict_items([('hidden_units', 477), ('learning_rate', 0.003341598749615208)])",966,"tensor(0.1833, grad_fn=<MseLossBackward>)",28.46,15.119786
アイネス,2019,Q1,4,242,58,0.7870907783508301,"dict_items([('hidden_units', 800), ('learning_rate', 0.003238362088285926)])",679,"tensor(0.0185, grad_fn=<MseLossBackward>)",17.0,-3.728092
アイネス,2019,Q2,5,224,76,0.9503256678581238,"dict_items([('hidden_units', 704), ('learning_rate', 0.0036376575365641597)])",832,"tensor(0.0617, grad_fn=<MseLossBackward>)",-49.93,18.608875
アイネス,2019,Q3,6,222,78,0.9697978496551514,"dict_items([('hidden_units', 166), ('learning_rate', 0.00178783509910107)])",361,"tensor(103.0365, grad_fn=<MseLossBackward>)",148.09,8.976554
アイネス,2019,Q4,7,211,89,0.45481809973716736,"dict_items([('hidden_units', 392), ('learning_rate', 0.07856490131450308)])",10,"tensor(789.2141, grad_fn=<MseLossBackward>)",-28.48,9.686588
アイネス,2020,Q1,8,183,117,0.8091360926628113,"dict_items([('hidden_units', 950), ('learning_rate', 0.018660176615174138)])",94,"tensor(561.9902, grad_fn=<MseLossBackward>)",6.97,25.190641
アイネス,2020,Q2,9,181,119,0.776179313659668,"dict_items([('hidden_units', 308), ('learning_rate', 0.036664526883449615)])",8,"tensor(830.8538, grad_fn=<MseLossBackward>)",6.08,15.894406
アイネス,2020,Q3,10,205,95,0.6783497333526611,"dict_items([('hidden_units', 454), ('learning_rate', 0.02030917510749134)])",8,"tensor(823.5547, grad_fn=<MseLossBackward>)",15.92,14.071233
アイネス,2020,Q4,11,217,83,0.6644468903541565,"dict_items([('hidden_units', 754), ('learning_rate', 0.010819858146188945)])",110,"tensor(430.6316, grad_fn=<MseLossBackward>)",31.196676,19.916443
アイネット,2018,Q1,0,209,91,0.24544845521450043,"dict_items([('hidden_units', 93), ('learning_rate', 0.3308335515772727)])",10,"tensor(105.2830, grad_fn=<MseLossBackward>)",13.21,10.350031
アイネット,2018,Q2,1,174,126,0.22375176846981049,"dict_items([('hidden_units', 837), ('learning_rate', 0.027518023778445318)])",7,"tensor(88.2896, grad_fn=<MseLossBackward>)",28.99,22.710806
アイネット,2018,Q3,2,189,111,0.22999174892902374,"dict_items([('hidden_units', 955), ('learning_rate', 0.02210112694189229)])",17,"tensor(92.9621, grad_fn=<MseLossBackward>)",24.92,17.005875
アイネット,2018,Q4,3,210,90,0.0928218886256218,"dict_items([('hidden_units', 637), ('learning_rate', 0.05788973354121227)])",10,"tensor(74.3434, grad_fn=<MseLossBackward>)",28.6,12.038243
アイネット,2019,Q1,4,189,111,0.09477180242538452,"dict_items([('hidden_units', 710), ('learning_rate', 0.0494441872463402)])",23,"tensor(76.5231, grad_fn=<MseLossBackward>)",23.38,18.496067
アイネット,2019,Q2,5,240,60,0.09559478610754013,"dict_items([('hidden_units', 103), ('learning_rate', 0.380961869720497)])",13,"tensor(61.1879, grad_fn=<MseLossBackward>)",28.62,21.490793
アイネット,2019,Q3,6,220,80,0.09919118136167526,"dict_items([('hidden_units', 842), ('learning_rate', 0.04074973561623802)])",15,"tensor(62.0849, grad_fn=<MseLossBackward>)",26.36,21.04634
アイネット,2019,Q4,7,198,102,0.006622366141527891,"dict_items([('hidden_units', 614), ('learning_rate', 0.07364632614381943)])",22,"tensor(54.4956, grad_fn=<MseLossBackward>)",26.76,21.489817
アイネット,2020,Q1,8,199,101,0.005301576107740402,"dict_items([('hidden_units', 554), ('learning_rate', 0.087932746091079)])",13,"tensor(55.4096, grad_fn=<MseLossBackward>)",2.7,23.83949
アイネット,2020,Q2,9,184,116,0.6313280463218689,"dict_items([('hidden_units', 222), ('learning_rate', 0.020967485730239224)])",14,"tensor(54.7072, grad_fn=<MseLossBackward>)",20.59,20.915619
アイネット,2020,Q3,10,207,93,0.6178348660469055,"dict_items([('hidden_units', 514), ('learning_rate', 0.01249954999752505)])",11,"tensor(53.7650, grad_fn=<MseLossBackward>)",21.27,21.019253
アイネット,2020,Q4,11,206,94,0.6085156798362732,"dict_items([('hidden_units', 616), ('learning_rate', 0.00867090156506815)])",13,"tensor(47.9210, grad_fn=<MseLossBackward>)",48.98,22.391447
アイホン,2018,Q1,0,184,116,0.6588305830955505,"dict_items([('hidden_units', 661), ('learning_rate', 0.0065206960888961624)])",16,"tensor(475.3546, grad_fn=<MseLossBackward>)",6.69,23.956814
アイホン,2018,Q2,1,216,84,0.5666074156761169,"dict_items([('hidden_units', 537), ('learning_rate', 0.007205694324017083)])",18,"tensor(475.5947, grad_fn=<MseLossBackward>)",48.96,23.916779
アイホン,2018,Q3,2,194,106,0.5772724747657776,"dict_items([('hidden_units', 156), ('learning_rate', 0.03912592181404832)])",12,"tensor(482.4323, grad_fn=<MseLossBackward>)",21.58,25.187742
アイホン,2018,Q4,3,204,96,0.37962985038757324,"dict_items([('hidden_units', 929), ('learning_rate', 0.01960471459715938)])",8,"tensor(486.6124, grad_fn=<MseLossBackward>)",62.98,28.091167
アイホン,2019,Q1,4,201,99,0.39572763442993164,"dict_items([('hidden_units', 851), ('learning_rate', 0.02017986343361008)])",9,"tensor(512.6134, grad_fn=<MseLossBackward>)",19.49,31.828989
アイホン,2019,Q2,5,196,104,0.42726895213127136,"dict_items([('hidden_units', 912), ('learning_rate', 0.01826588800929138)])",9,"tensor(471.7026, grad_fn=<MseLossBackward>)",74.79,32.297447
アイホン,2019,Q3,6,205,95,0.47452831268310547,"dict_items([('hidden_units', 378), ('learning_rate', 0.04853288825026306)])",9,"tensor(521.0211, grad_fn=<MseLossBackward>)",21.65,32.472614
アイホン,2019,Q4,7,217,83,0.19566966593265533,"dict_items([('hidden_units', 853), ('learning_rate', 0.053721329702976696)])",7,"tensor(511.5890, grad_fn=<MseLossBackward>)",29.22,44.083992
アイホン,2020,Q1,8,227,73,0.15885400772094727,"dict_items([('hidden_units', 766), ('learning_rate', 0.06070525154135604)])",17,"tensor(501.2350, grad_fn=<MseLossBackward>)",-9.76,32.325687
アイホン,2020,Q2,9,204,96,0.9587060809135437,"dict_items([('hidden_units', 991), ('learning_rate', 0.004977316178947702)])",18,"tensor(508.5572, grad_fn=<MseLossBackward>)",64.24,30.413303
アイホン,2020,Q3,10,202,98,0.95549076795578,"dict_items([('hidden_units', 1000), ('learning_rate', 0.006024317819251754)])",17,"tensor(537.3113, grad_fn=<MseLossBackward>)",35.77,32.538208
アイホン,2020,Q4,11,255,45,0.9796848297119141,"dict_items([('hidden_units', 407), ('learning_rate', 0.004327362420609726)])",45,"tensor(523.8189, grad_fn=<MseLossBackward>)",93.807076,31.306162
アイロムグループ,2018,Q1,0,258,42,0.6855511665344238,"dict_items([('hidden_units', 513), ('learning_rate', 0.004277357492286984)])",280,"tensor(63463.4453, grad_fn=<MseLossBackward>)",14.12,43.00211
アイロムグループ,2018,Q2,1,213,87,0.6858043670654297,"dict_items([('hidden_units', 853), ('learning_rate', 0.006517416975729865)])",217,"tensor(63796.5156, grad_fn=<MseLossBackward>)",32.04,44.429424
アイロムグループ,2018,Q3,2,210,90,0.6746458411216736,"dict_items([('hidden_units', 394), ('learning_rate', 0.013622804638670456)])",45,"tensor(71243.9297, grad_fn=<MseLossBackward>)",12.68,36.670494
アイロムグループ,2018,Q4,3,231,69,0.6194499135017395,"dict_items([('hidden_units', 289), ('learning_rate', 0.020761514673213948)])",30,"tensor(68144.8516, grad_fn=<MseLossBackward>)",39.06,49.150932
アイロムグループ,2019,Q1,4,232,68,0.12753325700759888,"dict_items([('hidden_units', 533), ('learning_rate', 0.09124051849658425)])",15,"tensor(67223.0312, grad_fn=<MseLossBackward>)",14.95,39.46392
アイロムグループ,2019,Q2,5,197,103,0.1261463314294815,"dict_items([('hidden_units', 739), ('learning_rate', 0.07023056997596204)])",8,"tensor(67302.5234, grad_fn=<MseLossBackward>)",8.79,58.36124
アイロムグループ,2019,Q3,6,197,103,0.17250169813632965,"dict_items([('hidden_units', 325), ('learning_rate', 0.14300141073741782)])",9,"tensor(67195.9375, grad_fn=<MseLossBackward>)",20.68,63.896214
アイロムグループ,2019,Q4,7,198,102,0.18847616016864777,"dict_items([('hidden_units', 961), ('learning_rate', 0.033605729389971)])",10,"tensor(67024.9141, grad_fn=<MseLossBackward>)",60.76,53.238445
アイロムグループ,2020,Q1,8,213,87,0.23368360102176666,"dict_items([('hidden_units', 213), ('learning_rate', 0.16015459415162334)])",9,"tensor(67062.3438, grad_fn=<MseLossBackward>)",4.32,51.339108
アイロムグループ,2020,Q2,9,206,94,0.4290914833545685,"dict_items([('hidden_units', 338), ('learning_rate', 0.06148267535995188)])",11,"tensor(66944.4531, grad_fn=<MseLossBackward>)",22.25,51.342785
アイロムグループ,2020,Q3,10,222,78,0.39540889859199524,"dict_items([('hidden_units', 312), ('learning_rate', 0.05771260609327698)])",13,"tensor(60697.9453, grad_fn=<MseLossBackward>)",59.49,63.930504
アイロムグループ,2020,Q4,11,201,99,0.47372809052467346,"dict_items([('hidden_units', 240), ('learning_rate', 0.0617467098474357)])",17,"tensor(48974.6641, grad_fn=<MseLossBackward>)",28.036564,77.02909
アキレス,2018,Q1,0,204,96,0.07856189459562302,"dict_items([('hidden_units', 558), ('learning_rate', 0.08934699108810469)])",163,"tensor(98.1286, grad_fn=<MseLossBackward>)",23.18,11.694111
アキレス,2018,Q2,1,203,97,0.057638783007860184,"dict_items([('hidden_units', 830), ('learning_rate', 0.053478145945092516)])",88,"tensor(114.8734, grad_fn=<MseLossBackward>)",18.93,9.246781
アキレス,2018,Q3,2,207,93,0.0755922868847847,"dict_items([('hidden_units', 949), ('learning_rate', 0.04281668572368796)])",181,"tensor(111.7096, grad_fn=<MseLossBackward>)",-25.25,6.5086803
アキレス,2018,Q4,3,185,115,0.5501653552055359,"dict_items([('hidden_units', 146), ('learning_rate', 0.20954104921605643)])",400,"tensor(134.9864, grad_fn=<MseLossBackward>)",2.99,5.266695
アキレス,2019,Q1,4,214,86,0.7035878300666809,"dict_items([('hidden_units', 707), ('learning_rate', 0.0075892987880685405)])",188,"tensor(118.1533, grad_fn=<MseLossBackward>)",18.01,9.340053
アキレス,2019,Q2,5,172,128,0.6728425025939941,"dict_items([('hidden_units', 595), ('learning_rate', 0.00847906110072422)])",128,"tensor(133.2206, grad_fn=<MseLossBackward>)",21.61,7.438209
アキレス,2019,Q3,6,218,82,0.6665893197059631,"dict_items([('hidden_units', 529), ('learning_rate', 0.01089739510844856)])",319,"tensor(133.8189, grad_fn=<MseLossBackward>)",40.55,8.740207
アキレス,2019,Q4,7,193,107,0.6886724829673767,"dict_items([('hidden_units', 373), ('learning_rate', 0.01283099540177793)])",10,"tensor(228.3226, grad_fn=<MseLossBackward>)",40.25,11.3545685
アキレス,2020,Q1,8,205,95,0.71986323595047,"dict_items([('hidden_units', 605), ('learning_rate', 0.007489502871431375)])",11,"tensor(250.6668, grad_fn=<MseLossBackward>)",111.61,12.909833
アキレス,2020,Q2,9,177,123,0.6465580463409424,"dict_items([('hidden_units', 279), ('learning_rate', 0.01362663905735341)])",14,"tensor(520.4589, grad_fn=<MseLossBackward>)",29.2,15.452299
アキレス,2020,Q3,10,213,87,0.18042755126953125,"dict_items([('hidden_units', 366), ('learning_rate', 0.12911821442924476)])",222,"tensor(491.3607, grad_fn=<MseLossBackward>)",28.59,13.198416
アキレス,2020,Q4,11,226,74,0.13628923892974854,"dict_items([('hidden_units', 541), ('learning_rate', 0.08912620728031961)])",9,"tensor(523.5355, grad_fn=<MseLossBackward>)",35.26697,8.158243
アクシアル　リテイリング,2018,Q1,0,203,97,0.10056925565004349,"dict_items([('hidden_units', 563), ('learning_rate', 0.1806885139415674)])",18,"tensor(578.1794, grad_fn=<MseLossBackward>)",59.37,29.954737
アクシアル　リテイリング,2018,Q2,1,212,88,0.08472833782434464,"dict_items([('hidden_units', 849), ('learning_rate', 0.1100565185755862)])",10,"tensor(582.6035, grad_fn=<MseLossBackward>)",74.32,25.421066
アクシアル　リテイリング,2018,Q3,2,217,83,0.02992878668010235,"dict_items([('hidden_units', 532), ('learning_rate', 0.23266658739997573)])",13,"tensor(607.5980, grad_fn=<MseLossBackward>)",74.81,54.50332
アクシアル　リテイリング,2018,Q4,3,205,95,0.03443301096558571,"dict_items([('hidden_units', 360), ('learning_rate', 0.34030433515798836)])",13,"tensor(640.2507, grad_fn=<MseLossBackward>)",66.86,52.988026
アクシアル　リテイリング,2019,Q1,4,213,87,0.03477371111512184,"dict_items([('hidden_units', 598), ('learning_rate', 0.2167738727132754)])",18,"tensor(613.3203, grad_fn=<MseLossBackward>)",67.5,32.405922
アクシアル　リテイリング,2019,Q2,5,210,90,0.023224106058478355,"dict_items([('hidden_units', 904), ('learning_rate', 0.1375784810818417)])",18,"tensor(538.0193, grad_fn=<MseLossBackward>)",66.96,36.325294
アクシアル　リテイリング,2019,Q3,6,211,89,0.006114795804023743,"dict_items([('hidden_units', 936), ('learning_rate', 0.13188567230878545)])",14,"tensor(541.7964, grad_fn=<MseLossBackward>)",79.52,59.53872
アクシアル　リテイリング,2019,Q4,7,206,94,0.004371883813291788,"dict_items([('hidden_units', 421), ('learning_rate', 0.31986309057557766)])",14,"tensor(569.6828, grad_fn=<MseLossBackward>)",56.24,59.562366
アクシアル　リテイリング,2020,Q1,8,205,95,0.012059560976922512,"dict_items([('hidden_units', 508), ('learning_rate', 0.2543538165665156)])",14,"tensor(549.5891, grad_fn=<MseLossBackward>)",121.52,61.33481
アクシアル　リテイリング,2020,Q2,9,210,90,0.04300527647137642,"dict_items([('hidden_units', 798), ('learning_rate', 0.16911756560834504)])",14,"tensor(681.4781, grad_fn=<MseLossBackward>)",97.99,65.656395
アクシアル　リテイリング,2020,Q3,10,190,110,0.0556938461959362,"dict_items([('hidden_units', 809), ('learning_rate', 0.1684639589062109)])",14,"tensor(727.0239, grad_fn=<MseLossBackward>)",105.63,67.469666
アクシアル　リテイリング,2020,Q4,11,184,116,0.0687703862786293,"dict_items([('hidden_units', 695), ('learning_rate', 0.21941330313748436)])",10,"tensor(804.0269, grad_fn=<MseLossBackward>)",34.328663,33.479744
アクセル,2018,Q1,0,265,35,0.8981968760490417,"dict_items([('hidden_units', 189), ('learning_rate', 0.0006606678316332632)])",320,"tensor(2048547.5000, grad_fn=<MseLossBackward>)",-77.88,16.728243
アクセル,2018,Q2,1,235,65,0.8870164752006531,"dict_items([('hidden_units', 366), ('learning_rate', 0.003540132764256893)])",409,"tensor(134.6526, grad_fn=<MseLossBackward>)",-10.5,22.410679
アクセル,2018,Q3,2,235,65,0.8996095061302185,"dict_items([('hidden_units', 432), ('learning_rate', 0.0003706981364325848)])",3478,"tensor(8.6891, grad_fn=<MseLossBackward>)",-75.12,0.78943205
アクセル,2018,Q4,3,247,53,0.886192262172699,"dict_items([('hidden_units', 949), ('learning_rate', 0.0001823787793794949)])",5016,"tensor(0.0208, grad_fn=<MseLossBackward>)",-15.31,2.8319893
アクセル,2019,Q1,4,224,76,0.8360564708709717,"dict_items([('hidden_units', 655), ('learning_rate', 4.053624214927535e-05)])",10000,"tensor(70.4787, grad_fn=<MseLossBackward>)",0.62,-19.227455
アクセル,2019,Q2,5,244,56,0.8201561570167542,"dict_items([('hidden_units', 706), ('learning_rate', 0.0016275149739913054)])",1373,"tensor(0.0248, grad_fn=<MseLossBackward>)",7.42,-1.5480615
アクセル,2019,Q3,6,216,84,0.7975719571113586,"dict_items([('hidden_units', 62), ('learning_rate', 0.006108728292521985)])",398,"tensor(293.1139, grad_fn=<MseLossBackward>)",21.64,-3.1418705
アクセル,2019,Q4,7,255,45,0.789513111114502,"dict_items([('hidden_units', 347), ('learning_rate', 0.0030398937776781485)])",792,"tensor(8.4564, grad_fn=<MseLossBackward>)",12.15,-14.907477
アクセル,2020,Q1,8,251,49,0.7565336227416992,"dict_items([('hidden_units', 397), ('learning_rate', 0.004944059287398676)])",783,"tensor(0.2971, grad_fn=<MseLossBackward>)",30.22,0.3414397
アクセル,2020,Q2,9,246,54,0.7418203353881836,"dict_items([('hidden_units', 898), ('learning_rate', 0.0019690136286253886)])",1053,"tensor(0.0003, grad_fn=<MseLossBackward>)",-9.48,21.222057
アクセル,2020,Q3,10,254,46,0.7694308161735535,"dict_items([('hidden_units', 969), ('learning_rate', 0.0018586089329160806)])",748,"tensor(0.2260, grad_fn=<MseLossBackward>)",10.95,30.46438
アクセル,2020,Q4,11,223,77,0.7105004191398621,"dict_items([('hidden_units', 408), ('learning_rate', 0.03250834609179108)])",94,"tensor(385.1158, grad_fn=<MseLossBackward>)",29.531038,-2.491811
アジアパイルホールディングス,2018,Q1,0,213,87,0.15438587963581085,"dict_items([('hidden_units', 757), ('learning_rate', 0.02306162950874372)])",7,"tensor(262.2446, grad_fn=<MseLossBackward>)",27.85,14.331601
アジアパイルホールディングス,2018,Q2,1,219,81,0.19810736179351807,"dict_items([('hidden_units', 745), ('learning_rate', 0.02519602954996806)])",11,"tensor(269.7317, grad_fn=<MseLossBackward>)",29.67,7.24175
アジアパイルホールディングス,2018,Q3,2,191,109,0.23663902282714844,"dict_items([('hidden_units', 814), ('learning_rate', 0.027365646905372232)])",7,"tensor(280.7059, grad_fn=<MseLossBackward>)",21.61,16.928026
アジアパイルホールディングス,2018,Q4,3,210,90,0.13311202824115753,"dict_items([('hidden_units', 331), ('learning_rate', 0.09183875526940266)])",18,"tensor(272.6119, grad_fn=<MseLossBackward>)",9.65,8.696458
アジアパイルホールディングス,2019,Q1,4,199,101,0.18199443817138672,"dict_items([('hidden_units', 359), ('learning_rate', 0.06776501881456107)])",11,"tensor(252.8206, grad_fn=<MseLossBackward>)",23.64,8.06927
アジアパイルホールディングス,2019,Q2,5,194,106,0.1852361559867859,"dict_items([('hidden_units', 598), ('learning_rate', 0.047989677257244734)])",7,"tensor(248.9237, grad_fn=<MseLossBackward>)",16.35,20.274288
アジアパイルホールディングス,2019,Q3,6,206,94,0.16513420641422272,"dict_items([('hidden_units', 964), ('learning_rate', 0.029393602610533188)])",11,"tensor(99.4587, grad_fn=<MseLossBackward>)",20.05,9.888682
アジアパイルホールディングス,2019,Q4,7,216,84,0.14118942618370056,"dict_items([('hidden_units', 529), ('learning_rate', 0.049178037177100516)])",7,"tensor(84.3489, grad_fn=<MseLossBackward>)",11.18,24.05538
アジアパイルホールディングス,2020,Q1,8,197,103,0.11059379577636719,"dict_items([('hidden_units', 711), ('learning_rate', 0.035160434010621404)])",17,"tensor(63.5820, grad_fn=<MseLossBackward>)",33.09,18.365725
アジアパイルホールディングス,2020,Q2,9,201,99,0.14527839422225952,"dict_items([('hidden_units', 597), ('learning_rate', 0.040942610252696)])",7,"tensor(66.1798, grad_fn=<MseLossBackward>)",16.78,25.973047
アジアパイルホールディングス,2020,Q3,10,197,103,0.09926155209541321,"dict_items([('hidden_units', 654), ('learning_rate', 0.041794323539929894)])",17,"tensor(59.3096, grad_fn=<MseLossBackward>)",17.19,19.579466
アジアパイルホールディングス,2020,Q4,11,209,91,0.08317311853170395,"dict_items([('hidden_units', 767), ('learning_rate', 0.03501305164995398)])",12,"tensor(59.7050, grad_fn=<MseLossBackward>)",-9.398959,12.130731
アステラス製薬,2018,Q1,0,190,110,0.1203518882393837,"dict_items([('hidden_units', 639), ('learning_rate', 0.04229756827075308)])",9,"tensor(1061.3462, grad_fn=<MseLossBackward>)",27.68,49.41734
アステラス製薬,2018,Q2,1,189,111,0.1130470559000969,"dict_items([('hidden_units', 933), ('learning_rate', 0.028238158857083223)])",9,"tensor(965.1137, grad_fn=<MseLossBackward>)",25.5,46.321297
アステラス製薬,2018,Q3,2,200,100,0.12764088809490204,"dict_items([('hidden_units', 951), ('learning_rate', 0.029345804444817644)])",8,"tensor(878.2828, grad_fn=<MseLossBackward>)",45.64,43.197735
アステラス製薬,2018,Q4,3,225,75,0.1881391853094101,"dict_items([('hidden_units', 822), ('learning_rate', 0.03167003064027223)])",8,"tensor(848.0389, grad_fn=<MseLossBackward>)",16.16,40.8708
アステラス製薬,2019,Q1,4,223,77,0.18711774051189423,"dict_items([('hidden_units', 546), ('learning_rate', 0.05198321018864635)])",8,"tensor(843.6984, grad_fn=<MseLossBackward>)",31.03,42.090183
アステラス製薬,2019,Q2,5,199,101,0.19066494703292847,"dict_items([('hidden_units', 500), ('learning_rate', 0.054323253789552536)])",8,"tensor(766.7077, grad_fn=<MseLossBackward>)",37.13,39.041866
アステラス製薬,2019,Q3,6,209,91,0.10812032967805862,"dict_items([('hidden_units', 280), ('learning_rate', 0.15423674544712218)])",17,"tensor(744.8544, grad_fn=<MseLossBackward>)",32.8,36.338577
アステラス製薬,2019,Q4,7,194,106,0.11726001650094986,"dict_items([('hidden_units', 571), ('learning_rate', 0.0811259804787468)])",17,"tensor(687.1089, grad_fn=<MseLossBackward>)",2.9,35.55609
アステラス製薬,2020,Q1,8,220,80,0.6383554935455322,"dict_items([('hidden_units', 459), ('learning_rate', 0.011019969284509268)])",17,"tensor(628.0828, grad_fn=<MseLossBackward>)",27.14,32.443325
アステラス製薬,2020,Q2,9,181,119,0.618025004863739,"dict_items([('hidden_units', 526), ('learning_rate', 0.012165296900278049)])",15,"tensor(611.5752, grad_fn=<MseLossBackward>)",12.07,32.38403
アステラス製薬,2020,Q3,10,178,122,0.5946614742279053,"dict_items([('hidden_units', 957), ('learning_rate', 0.005401394778528277)])",17,"tensor(598.1736, grad_fn=<MseLossBackward>)",32.34,32.123306
アステラス製薬,2020,Q4,11,216,84,0.5934013724327087,"dict_items([('hidden_units', 708), ('learning_rate', 0.007089153531947864)])",16,"tensor(448.2497, grad_fn=<MseLossBackward>)",-6.64,29.622696
アズビル,2018,Q1,0,217,83,0.3917427957057953,"dict_items([('hidden_units', 798), ('learning_rate', 0.07098440379714778)])",7,"tensor(1234.2587, grad_fn=<MseLossBackward>)",21.12,49.743828
アズビル,2018,Q2,1,204,96,0.34513652324676514,"dict_items([('hidden_units', 309), ('learning_rate', 0.1636192469340896)])",13,"tensor(1130.4019, grad_fn=<MseLossBackward>)",59.285843,23.641378
