企業名,会計年度,四半期,y_hat_ml1_a10
カワタ,2020,Q1,2.3587216322609947
カワタ,2020,Q2,28.271950848105554
カワタ,2020,Q3,13.188987695569168
カワタ,2020,Q4,-0.6146093715647822
カワチ薬品,2018,Q1,18.550213705625254
カワチ薬品,2018,Q2,59.247655707238266
カワチ薬品,2018,Q3,-13.416799704324887
カワチ薬品,2018,Q4,-74.7248625619797
カワチ薬品,2019,Q1,-254.38929589436236
カワチ薬品,2019,Q2,23.728813064568754
カワチ薬品,2019,Q3,114.03480507641177
カワチ薬品,2019,Q4,-99.10851991014832
カワチ薬品,2020,Q1,116.58414269330547
カワチ薬品,2020,Q2,145.0977640036338
カワチ薬品,2020,Q3,272.56011838363435
カワチ薬品,2020,Q4,53.441114585032665
キッコーマン,2018,Q1,37.5776188756533
キッコーマン,2018,Q2,29.546541573407122
キッコーマン,2018,Q3,40.82986673937327
キッコーマン,2018,Q4,29.65933468356142
キッコーマン,2019,Q1,37.48724642944488
キッコーマン,2019,Q2,37.11969698286484
キッコーマン,2019,Q3,46.018883531678085
キッコーマン,2019,Q4,7.55804152920242
キッコーマン,2020,Q1,39.28102608362164
キッコーマン,2020,Q2,42.19583888761673
キッコーマン,2020,Q3,43.01217356132254
キッコーマン,2020,Q4,21.252606502185152
キッセイ薬品工業,2018,Q1,56.29013379815349
キッセイ薬品工業,2018,Q2,27.436941325965734
キッセイ薬品工業,2018,Q3,27.327957749122497
キッセイ薬品工業,2018,Q4,20.555394056370595
キッセイ薬品工業,2019,Q1,39.72916452233387
キッセイ薬品工業,2019,Q2,14.025545183124883
キッセイ薬品工業,2019,Q3,16.60106889063947
キッセイ薬品工業,2019,Q4,-2.88712440512149
キッセイ薬品工業,2020,Q1,32.14395333054633
キッセイ薬品工業,2020,Q2,7.848033358149969
キッセイ薬品工業,2020,Q3,52.66457445049055
キッセイ薬品工業,2020,Q4,-4.376482120031067
キトー,2018,Q1,-37.9904286767794
キトー,2018,Q2,-79.63967300836464
キトー,2018,Q3,-6.762709995009089
キトー,2018,Q4,41.10857604399253
キトー,2019,Q1,11.669741882990472
キトー,2019,Q2,33.38557829760944
キトー,2019,Q3,27.988951658180753
キトー,2019,Q4,32.86364595505701
キトー,2020,Q1,22.466619700238727
キトー,2020,Q2,40.86962093676962
キトー,2020,Q3,37.41264159044104
キトー,2020,Q4,40.69097253587579
キムラタン,2018,Q1,-0.09776527087644234
キムラタン,2018,Q2,-0.13359860420977568
キムラタン,2018,Q3,-0.1760986042097757
キムラタン,2018,Q4,-0.19665415976533124
キムラタン,2019,Q1,-0.26415415976533124
キムラタン,2019,Q2,-0.2974874930986646
キムラタン,2019,Q3,-0.33637638198755343
キムラタン,2019,Q4,-0.3683208264319979
キムラタン,2020,Q1,-0.4041541597653312
キムラタン,2020,Q2,-0.42776527087644234
キムラタン,2020,Q3,-0.46470971532088673
キムラタン,2020,Q4,-0.46276527087644237
キムラユニティー,2018,Q1,22.039766386027477
キムラユニティー,2018,Q2,22.916593914468926
キムラユニティー,2018,Q3,44.697578760382086
キムラユニティー,2018,Q4,22.259937423777824
キムラユニティー,2019,Q1,31.959321230124345
キムラユニティー,2019,Q2,39.39641382319583
キムラユニティー,2019,Q3,38.06491255133324
キムラユニティー,2019,Q4,31.692358820596258
キムラユニティー,2020,Q1,0.7552326246458634
キムラユニティー,2020,Q2,44.59656458461967
キムラユニティー,2020,Q3,61.64036885936632
キムラユニティー,2020,Q4,40.945600152966385
キューブシステム,2018,Q1,7.889938778692468
キューブシステム,2018,Q2,12.000541272041918
キューブシステム,2018,Q3,10.598613114970114
キューブシステム,2018,Q4,12.874529747418624
キューブシステム,2019,Q1,10.070835968935825
キューブシステム,2019,Q2,12.945892697116774
キューブシステム,2019,Q3,11.538708207029218
キューブシステム,2019,Q4,13.352736619514594
キューブシステム,2020,Q1,9.076821342769017
キューブシステム,2020,Q2,12.665858499537638
キューブシステム,2020,Q3,10.123564473683452
キューブシステム,2020,Q4,15.764114169706483
キョーリン製薬ホールディングス,2018,Q1,18.41110785495171
キョーリン製薬ホールディングス,2018,Q2,17.904139675209326
キョーリン製薬ホールディングス,2018,Q3,75.30923342070956
キョーリン製薬ホールディングス,2018,Q4,30.02877952258609
キョーリン製薬ホールディングス,2019,Q1,31.32321788053582
キョーリン製薬ホールディングス,2019,Q2,-6.804461064013573
キョーリン製薬ホールディングス,2019,Q3,59.10936197720922
キョーリン製薬ホールディングス,2019,Q4,15.88352148920442
キョーリン製薬ホールディングス,2020,Q1,44.55915916288052
キョーリン製薬ホールディングス,2020,Q2,-1.9058793224487829
キョーリン製薬ホールディングス,2020,Q3,53.07311431883973
キョーリン製薬ホールディングス,2020,Q4,34.62168036704794
キング,2018,Q1,10.397276740050312
キング,2018,Q2,10.536137406376401
キング,2018,Q3,10.729920442866913
キング,2018,Q4,10.347068995437843
キング,2019,Q1,10.621579338984523
キング,2019,Q2,10.425543324272939
キング,2019,Q3,10.424094747855026
キング,2019,Q4,10.32374139262036
キング,2020,Q1,10.175555555555555
キング,2020,Q2,7.3158437807272385
キング,2020,Q3,4.203078239505661
キング,2020,Q4,3.2525995666864755
キーエンス,2018,Q1,478.76428503277714
キーエンス,2018,Q2,493.3428264687832
キーエンス,2018,Q3,459.9058554224915
キーエンス,2018,Q4,480.99882564619145
キーエンス,2019,Q1,395.7650343876168
キーエンス,2019,Q2,380.65026995298064
キーエンス,2019,Q3,161.88824793546934
キーエンス,2019,Q4,169.93798946546536
キーエンス,2020,Q1,124.14143025429402
キーエンス,2020,Q2,215.76246124346687
キーエンス,2020,Q3,203.88845482804655
キーエンス,2020,Q4,238.20406311638087
キーコーヒー,2018,Q1,18.94328521323687
キーコーヒー,2018,Q2,3.6125959148448317
キーコーヒー,2018,Q3,18.901974386743333
キーコーヒー,2018,Q4,-3.166308346160829
キーコーヒー,2019,Q1,20.29134759717818
キーコーヒー,2019,Q2,-2.8207425605703023
キーコーヒー,2019,Q3,19.84678070718209
キーコーヒー,2019,Q4,-11.023362437924675
キーコーヒー,2020,Q1,-23.765219930274043
キーコーヒー,2020,Q2,-34.773351521523836
キーコーヒー,2020,Q3,-16.257366338550185
キーコーヒー,2020,Q4,-36.73620986865861
クオールホールディングス,2018,Q1,28.854937828223225
クオールホールディングス,2018,Q2,17.403004125236034
クオールホールディングス,2018,Q3,29.68927949255059
クオールホールディングス,2018,Q4,24.762285828942264
クオールホールディングス,2019,Q1,25.328692481166758
クオールホールディングス,2019,Q2,27.590054189273136
クオールホールディングス,2019,Q3,31.88974622484141
クオールホールディングス,2019,Q4,28.308441269578264
クオールホールディングス,2020,Q1,26.715159791129885
クオールホールディングス,2020,Q2,19.055629798639394
クオールホールディングス,2020,Q3,25.928002853757974
クオールホールディングス,2020,Q4,21.717147776523078
クニミネ工業,2018,Q1,5.805475485583344
クニミネ工業,2018,Q2,17.74572865578996
クニミネ工業,2018,Q3,32.70901129377317
クニミネ工業,2018,Q4,25.766552935540687
クニミネ工業,2019,Q1,17.60277697990746
クニミネ工業,2019,Q2,30.016671403716927
クニミネ工業,2019,Q3,46.5426524025913
クニミネ工業,2019,Q4,41.83476385017733
クニミネ工業,2020,Q1,29.409203183237913
クニミネ工業,2020,Q2,24.42956452755753
クニミネ工業,2020,Q3,47.60958791026191
クニミネ工業,2020,Q4,37.30890869465097
クボテック,2018,Q1,-9.73902695695477
クボテック,2018,Q2,-10.407102941845439
クボテック,2018,Q3,-5.266026256114893
クボテック,2018,Q4,-16.263359223518098
クボテック,2019,Q1,-0.21622593648978317
クボテック,2019,Q2,15.637521406541556
クボテック,2019,Q3,-1.7143330238963266
クボテック,2019,Q4,8.129640566931188
クボテック,2020,Q1,8.370615657368917
クボテック,2020,Q2,5.063791231741962
クボテック,2020,Q3,13.823315703253908
クボテック,2020,Q4,1.6840200968440218
クラボウ,2018,Q1,4.158037967643224
クラボウ,2018,Q2,5.328925706581511
クラボウ,2018,Q3,-52.577190568827156
クラボウ,2018,Q4,65.7405809347705
クラボウ,2019,Q1,-8.037352707931028
クラボウ,2019,Q2,8.87199654928065
クラボウ,2019,Q3,57.4589099043155
クラボウ,2019,Q4,56.772186897636914
クラボウ,2020,Q1,1.4257538494841775
クラボウ,2020,Q2,4.897824580174344
クラボウ,2020,Q3,35.42159076510248
クラボウ,2020,Q4,-11.902599188228802
クリナップ,2018,Q1,3.7582243447344226
クリナップ,2018,Q2,-21.695590551709266
クリナップ,2018,Q3,22.898962035419927
クリナップ,2018,Q4,3.8785850999276406
クリナップ,2019,Q1,2.565221066360472
クリナップ,2019,Q2,41.95854973384089
クリナップ,2019,Q3,17.55874139461589
クリナップ,2019,Q4,-26.334970453282025
クリナップ,2020,Q1,-17.693359475836054
クリナップ,2020,Q2,9.925199065514365
クリナップ,2020,Q3,43.06118859713973
クリナップ,2020,Q4,3.4936672157805653
クレスコ,2018,Q1,39.73292783126144
クレスコ,2018,Q2,52.22956993791849
クレスコ,2018,Q3,60.53324642424542
クレスコ,2018,Q4,51.2411887770301
クレスコ,2019,Q1,57.97023534907828
クレスコ,2019,Q2,63.38551713009445
クレスコ,2019,Q3,54.6315388930183
クレスコ,2019,Q4,44.14613729848339
クレスコ,2020,Q1,26.717192952900646
クレスコ,2020,Q2,40.36491954639179
クレスコ,2020,Q3,22.999838127756895
クレスコ,2020,Q4,26.14625727727939
クレハ,2018,Q1,49.23221185537899
クレハ,2018,Q2,161.79093877930853
クレハ,2018,Q3,189.93876711948351
クレハ,2018,Q4,14.063903068807459
クレハ,2019,Q1,237.3715539458439
クレハ,2019,Q2,258.8482085013449
クレハ,2019,Q3,199.41672375054867
クレハ,2019,Q4,95.03552643369719
クレハ,2020,Q1,688.4246672775536
クレハ,2020,Q2,680.8563974769708
クレハ,2020,Q3,-320.9216486657172
クレハ,2020,Q4,47.6431227526883
クロスキャット,2018,Q1,5.592825321170231
クロスキャット,2018,Q2,17.9605381482896
クロスキャット,2018,Q3,10.163703054984788
クロスキャット,2018,Q4,21.155175335098235
クロスキャット,2019,Q1,8.281237718239634
クロスキャット,2019,Q2,21.761183557204944
クロスキャット,2019,Q3,15.3140007094202
クロスキャット,2019,Q4,29.10269551678421
クロスキャット,2020,Q1,8.425682445755132
クロスキャット,2020,Q2,18.747308840407193
クロスキャット,2020,Q3,14.918906327430989
クロスキャット,2020,Q4,23.22829270624694
クロップス,2018,Q1,12.04510972943424
クロップス,2018,Q2,12.114858485642145
クロップス,2018,Q3,11.032468988352319
クロップス,2018,Q4,11.58986588567145
クロップス,2019,Q1,14.111115572946957
クロップス,2019,Q2,19.260045041199845
クロップス,2019,Q3,25.666294758043495
クロップス,2019,Q4,16.778099523544412
クロップス,2020,Q1,20.606712903568038
クロップス,2020,Q2,23.768263765200132
クロップス,2020,Q3,25.70258412748588
クロップス,2020,Q4,28.633060290672248
クワザワホールディングス,2018,Q1,19.99618517258149
クワザワホールディングス,2018,Q2,-87.63910389704955
クワザワホールディングス,2018,Q3,67.1916670351658
クワザワホールディングス,2018,Q4,125.62401623638782
クワザワホールディングス,2019,Q1,9.566494547597586
クワザワホールディングス,2019,Q2,71.20534783235436
クワザワホールディングス,2019,Q3,46.987526240147616
クワザワホールディングス,2019,Q4,22.017527100613588
クワザワホールディングス,2020,Q1,-2.549083109206631
クワザワホールディングス,2020,Q2,25.698088837821917
クワザワホールディングス,2020,Q3,15.130988775941116
クワザワホールディングス,2020,Q4,0.7095418903034822
グランディハウス,2018,Q1,15.933783416124024
グランディハウス,2018,Q2,17.692670920722993
グランディハウス,2018,Q3,20.630171828546302
グランディハウス,2018,Q4,6.974383166547987
グランディハウス,2019,Q1,22.32053726171492
グランディハウス,2019,Q2,22.969212364529707
グランディハウス,2019,Q3,20.510866084905174
グランディハウス,2019,Q4,19.255496702447157
グランディハウス,2020,Q1,23.66733071971257
グランディハウス,2020,Q2,19.98178572028469
グランディハウス,2020,Q3,18.986414938032716
グランディハウス,2020,Q4,18.639633238655772
グリムス,2018,Q1,32.38117574602818
グリムス,2018,Q2,6.770633973197054
グリムス,2018,Q3,20.506020307323404
グリムス,2018,Q4,14.776142073414956
グリムス,2019,Q1,42.20792317129929
グリムス,2019,Q2,18.674184365517256
グリムス,2019,Q3,39.26601250780646
グリムス,2019,Q4,24.238986249850512
グリムス,2020,Q1,54.57791160701646
グリムス,2020,Q2,2.42311419711616
グリムス,2020,Q3,28.03380928428371
グリムス,2020,Q4,-16.15595435172714
グルメ杵屋,2018,Q1,12.984446809150192
グルメ杵屋,2018,Q2,5.653838703822174
グルメ杵屋,2018,Q3,-3.9277659814816595
グルメ杵屋,2018,Q4,24.55042990999492
グルメ杵屋,2019,Q1,-27.285228553589036
グルメ杵屋,2019,Q2,4.633503727282509
グルメ杵屋,2019,Q3,-2.430152006853877
グルメ杵屋,2019,Q4,-29.24122085527243
グルメ杵屋,2020,Q1,-112.29696572932178
グルメ杵屋,2020,Q2,-67.5536243331844
グルメ杵屋,2020,Q3,-27.379665267591953
グルメ杵屋,2020,Q4,-64.36278499144036
グローセル,2018,Q1,10.714973434313826
グローセル,2018,Q2,9.407646949108328
グローセル,2018,Q3,15.834505857264423
グローセル,2018,Q4,5.725424512586228
グローセル,2019,Q1,11.170663654883823
グローセル,2019,Q2,4.109984749290902
グローセル,2019,Q3,6.672486475268377
グローセル,2019,Q4,1.4599652287512974
グローセル,2020,Q1,1.0736338146976552
グローセル,2020,Q2,-7.546661518777403
グローセル,2020,Q3,-1.3668560924332205
グローセル,2020,Q4,-0.33094497178429005
グローブライド,2018,Q1,52.78761376956193
グローブライド,2018,Q2,113.29726343418552
グローブライド,2018,Q3,-32.44500434185177
グローブライド,2018,Q4,28.214546619661505
グローブライド,2019,Q1,62.912877369435904
グローブライド,2019,Q2,151.09897212436505
グローブライド,2019,Q3,9.08588223877517
グローブライド,2019,Q4,11.99148897437016
グローブライド,2020,Q1,56.91485569446513
グローブライド,2020,Q2,112.67219647937533
グローブライド,2020,Q3,34.92118603119023
グローブライド,2020,Q4,-48.15066450884181
グローリー,2018,Q1,8.821048285437566
グローリー,2018,Q2,36.40357239166008
グローリー,2018,Q3,41.75091271563177
グローリー,2018,Q4,67.96218948055377
グローリー,2019,Q1,27.824549479106352
グローリー,2019,Q2,43.630716205612174
グローリー,2019,Q3,36.13499425048035
グローリー,2019,Q4,79.84824341458577
グローリー,2020,Q1,0.42166712297652964
グローリー,2020,Q2,20.260098728145746
グローリー,2020,Q3,65.0857974460445
グローリー,2020,Q4,56.44254759146679
グンゼ,2018,Q1,-154.9205834844167
グンゼ,2018,Q2,98.17587120725057
グンゼ,2018,Q3,53.656859098353856
グンゼ,2018,Q4,129.33042156408086
グンゼ,2019,Q1,53.73940883581897
グンゼ,2019,Q2,24.195495641333423
グンゼ,2019,Q3,127.21235579113242
グンゼ,2019,Q4,-12.623993844109336
グンゼ,2020,Q1,25.33522941905793
グンゼ,2020,Q2,56.99591339611872
グンゼ,2020,Q3,98.94176408449881
グンゼ,2020,Q4,-42.60029310509608
ケンコーマヨネーズ,2018,Q1,46.52473688807886
ケンコーマヨネーズ,2018,Q2,50.017782430440256
ケンコーマヨネーズ,2018,Q3,42.959414122475415
ケンコーマヨネーズ,2018,Q4,30.611596523659138
ケンコーマヨネーズ,2019,Q1,41.994444228609154
ケンコーマヨネーズ,2019,Q2,34.557682940990055
ケンコーマヨネーズ,2019,Q3,42.943895999975084
ケンコーマヨネーズ,2019,Q4,22.70315414996483
ケンコーマヨネーズ,2020,Q1,7.392563098331038
ケンコーマヨネーズ,2020,Q2,19.87989221034092
ケンコーマヨネーズ,2020,Q3,38.50791947861941
ケンコーマヨネーズ,2020,Q4,18.007231996932745
ケーズホールディングス,2018,Q1,44.372651651248
ケーズホールディングス,2018,Q2,41.51669667669562
ケーズホールディングス,2018,Q3,26.91274395658654
ケーズホールディングス,2018,Q4,29.417313568180592
ケーズホールディングス,2019,Q1,33.56364614911939
ケーズホールディングス,2019,Q2,44.06634215572417
ケーズホールディングス,2019,Q3,15.850554155433946
ケーズホールディングス,2019,Q4,34.42118223998051
ケーズホールディングス,2020,Q1,53.42957254386577
ケーズホールディングス,2020,Q2,48.965565940876026
ケーズホールディングス,2020,Q3,46.48050259097718
ケーズホールディングス,2020,Q4,28.915341863233714
ケーユーホールディングス,2018,Q1,54.211220155452814
ケーユーホールディングス,2018,Q2,42.55639124294822
ケーユーホールディングス,2018,Q3,13.874968138588457
ケーユーホールディングス,2018,Q4,38.35483230949477
ケーユーホールディングス,2019,Q1,31.03979115052837
ケーユーホールディングス,2019,Q2,33.872680363213696
ケーユーホールディングス,2019,Q3,33.41144022550269
ケーユーホールディングス,2019,Q4,34.61684150858233
ケーユーホールディングス,2020,Q1,24.358064348839925
ケーユーホールディングス,2020,Q2,37.96172703736408
ケーユーホールディングス,2020,Q3,38.359403724693884
ケーユーホールディングス,2020,Q4,39.59757513761144
ゲオホールディングス,2018,Q1,703.9976627116929
ゲオホールディングス,2018,Q2,38.13613185820407
ゲオホールディングス,2018,Q3,56.76538015525939
ゲオホールディングス,2018,Q4,59.79673558199528
ゲオホールディングス,2019,Q1,66.82643963018285
ゲオホールディングス,2019,Q2,73.76097105434832
ゲオホールディングス,2019,Q3,175.16558429413695
ゲオホールディングス,2019,Q4,123.18255602060043
ゲオホールディングス,2020,Q1,135.4631163182843
ゲオホールディングス,2020,Q2,78.04762972626668
ゲオホールディングス,2020,Q3,116.63313252346015
ゲオホールディングス,2020,Q4,140.06128522041524
コア,2018,Q1,3.4429836735282606
コア,2018,Q2,14.57815549736432
コア,2018,Q3,17.50381705992068
コア,2018,Q4,29.012297367266616
コア,2019,Q1,6.402559436592217
コア,2019,Q2,21.594135892460013
コア,2019,Q3,21.78304493832662
コア,2019,Q4,33.720209139055214
コア,2020,Q1,8.400457864488398
コア,2020,Q2,22.66742948177009
コア,2020,Q3,21.9746018226828
コア,2020,Q4,37.210472067261705
ココカラファイン,2018,Q1,78.41409869886434
ココカラファイン,2018,Q2,77.00521798247149
ココカラファイン,2018,Q3,86.15144199731179
ココカラファイン,2018,Q4,65.89663578468407
ココカラファイン,2019,Q1,71.93985849235
ココカラファイン,2019,Q2,123.35954305650453
ココカラファイン,2019,Q3,120.6091693800322
ココカラファイン,2019,Q4,107.89715661966858
ココカラファイン,2020,Q1,82.4786296401771
ココカラファイン,2020,Q2,140.56624965801444
ココカラファイン,2020,Q3,82.97333177814326
ココカラファイン,2020,Q4,130.2519377759284
コニカミノルタ,2018,Q1,10.358076064049744
コニカミノルタ,2018,Q2,17.303433727463485
コニカミノルタ,2018,Q3,15.128934652926706
コニカミノルタ,2018,Q4,25.59409233154684
コニカミノルタ,2019,Q1,17.174805861430634
コニカミノルタ,2019,Q2,19.468451955819347
コニカミノルタ,2019,Q3,15.28661934803209
コニカミノルタ,2019,Q4,13.942145580858073
コニカミノルタ,2020,Q1,-14.515822400960117
コニカミノルタ,2020,Q2,-18.16745724980671
コニカミノルタ,2020,Q3,-1.4445686350408273
コニカミノルタ,2020,Q4,2.0634596886401466
コニシ,2018,Q1,22.060240801491982
コニシ,2018,Q2,24.051907165504574
コニシ,2018,Q3,33.74765060721382
コニシ,2018,Q4,15.98953755799619
コニシ,2019,Q1,18.575557074275196
コニシ,2019,Q2,36.46666779760991
コニシ,2019,Q3,51.26018385446224
コニシ,2019,Q4,38.02977235955723
コニシ,2020,Q1,22.477138486244158
コニシ,2020,Q2,30.189204937430077
コニシ,2020,Q3,40.17125736293782
コニシ,2020,Q4,34.940332396148285
コネクシオ,2018,Q1,26.64556408170066
コネクシオ,2018,Q2,24.670583429625434
コネクシオ,2018,Q3,34.027122276083645
コネクシオ,2018,Q4,28.746629885975324
コネクシオ,2019,Q1,30.9379406076451
コネクシオ,2019,Q2,44.79214268483286
コネクシオ,2019,Q3,35.10280633591846
コネクシオ,2019,Q4,39.85201627622311
コネクシオ,2020,Q1,27.187721552913324
コネクシオ,2020,Q2,33.08647223173341
コネクシオ,2020,Q3,45.384844626011514
コネクシオ,2020,Q4,44.27590434382242
コマツ,2018,Q1,51.1541920230607
コマツ,2018,Q2,64.92429182763898
コマツ,2018,Q3,61.08952278864304
コマツ,2018,Q4,56.918189187681236
コマツ,2019,Q1,53.78670058337795
コマツ,2019,Q2,52.685989273858105
コマツ,2019,Q3,45.09952555828128
コマツ,2019,Q4,39.13596154368962
コマツ,2020,Q1,22.639682841734636
コマツ,2020,Q2,28.73946323963129
コマツ,2020,Q3,21.489699311236503
コマツ,2020,Q4,42.85350003391417
コムシスホールディングス,2018,Q1,19.511486026206377
コムシスホールディングス,2018,Q2,46.5990094631102
コムシスホールディングス,2018,Q3,65.47338584853092
コムシスホールディングス,2018,Q4,94.13782810872898
コムシスホールディングス,2019,Q1,33.87066947582885
コムシスホールディングス,2019,Q2,53.985756562270794
コムシスホールディングス,2019,Q3,60.42970547221924
コムシスホールディングス,2019,Q4,86.40849427789473
コムシスホールディングス,2020,Q1,28.768936772326185
コムシスホールディングス,2020,Q2,46.065978950296554
コムシスホールディングス,2020,Q3,60.38312209756034
コムシスホールディングス,2020,Q4,93.94224684632076
コムチュア,2018,Q1,18.840082540458823
コムチュア,2018,Q2,2.3928337167564706
コムチュア,2018,Q3,36.16820505094483
コムチュア,2018,Q4,36.81695835019893
コムチュア,2019,Q1,28.216255408366386
コムチュア,2019,Q2,20.46058377327334
コムチュア,2019,Q3,7.010321635871156
コムチュア,2019,Q4,21.06468329714084
コムチュア,2020,Q1,22.757955777945
コムチュア,2020,Q2,22.973915400877473
コムチュア,2020,Q3,23.53168498702749
コムチュア,2020,Q4,3.5404414152689583
コメリ,2018,Q1,94.55398073179153
コメリ,2018,Q2,67.4615669618054
コメリ,2018,Q3,73.08289683093167
コメリ,2018,Q4,-1.0047614181780844
コメリ,2019,Q1,101.40374280075903
コメリ,2019,Q2,76.67910864149118
コメリ,2019,Q3,68.67178252027209
コメリ,2019,Q4,32.428984581523736
コメリ,2020,Q1,179.8561445640925
コメリ,2020,Q2,94.1352262170993
コメリ,2020,Q3,111.09966469958678
コメリ,2020,Q4,22.49651796962896
コロナ,2018,Q1,-11.667335585771802
コロナ,2018,Q2,21.42124109937648
コロナ,2018,Q3,69.76487627816083
コロナ,2018,Q4,-32.574920502563856
コロナ,2019,Q1,-14.294076690119894
コロナ,2019,Q2,34.491951769526445
コロナ,2019,Q3,55.22774614783375
コロナ,2019,Q4,-35.29038248547843
コロナ,2020,Q1,-2.32391642254607
コロナ,2020,Q2,10.914654589228846
コロナ,2020,Q3,60.152916837301625
コロナ,2020,Q4,-26.822096609120074
コロワイド,2018,Q1,11.5026635421132
コロワイド,2018,Q2,-1.2912001370907191
コロワイド,2018,Q3,18.033714448059996
コロワイド,2018,Q4,11.72293382728613
コロワイド,2019,Q1,4.772451779943921
コロワイド,2019,Q2,-14.11195334921084
コロワイド,2019,Q3,7.738169676202972
コロワイド,2019,Q4,5.795128055945682
コロワイド,2020,Q1,-206.49119308122505
コロワイド,2020,Q2,-57.73664547930126
コロワイド,2020,Q3,-1.1617807853980189
コロワイド,2020,Q4,-73.8163264108992
コンドーテック,2018,Q1,19.200339162204877
コンドーテック,2018,Q2,20.33830975077735
コンドーテック,2018,Q3,21.94161260814132
コンドーテック,2018,Q4,23.636632309191178
コンドーテック,2019,Q1,19.700815991123218
コンドーテック,2019,Q2,21.164101812538465
コンドーテック,2019,Q3,25.49045710238388
コンドーテック,2019,Q4,24.593064938641696
コンドーテック,2020,Q1,25.171313715712273
コンドーテック,2020,Q2,22.67389279775318
コンドーテック,2020,Q3,24.71330495456636
コンドーテック,2020,Q4,24.132679937743976
コーセー,2018,Q1,172.12664092843465
コーセー,2018,Q2,149.76440562620093
コーセー,2018,Q3,200.29686980686256
コーセー,2018,Q4,50.4702104003745
コーセー,2019,Q1,179.10928124864407
コーセー,2019,Q2,206.16624596417532
コーセー,2019,Q3,196.0083543438003
コーセー,2019,Q4,46.02883615613342
コーセー,2020,Q1,43.93289513369848
コーセー,2020,Q2,18.34602475204852
コーセー,2020,Q3,72.79035930873388
コーセー,2020,Q4,8.785841638392327
ゴールドウイン,2018,Q1,-33.70654634063205
ゴールドウイン,2018,Q2,41.16684616883373
ゴールドウイン,2018,Q3,307.32971843382995
ゴールドウイン,2018,Q4,19.899806097441385
ゴールドウイン,2019,Q1,56.218417935477866
ゴールドウイン,2019,Q2,97.26737161179581
ゴールドウイン,2019,Q3,168.63325917463845
ゴールドウイン,2019,Q4,28.194866050433866
ゴールドウイン,2020,Q1,0.4351237777418149
ゴールドウイン,2020,Q2,18.321898354550463
ゴールドウイン,2020,Q3,131.65972684593842
ゴールドウイン,2020,Q4,31.621106667084767
ゴールドクレスト,2018,Q1,28.214408853904
ゴールドクレスト,2018,Q2,25.171870645259663
ゴールドクレスト,2018,Q3,3.5357222523695686
ゴールドクレスト,2018,Q4,85.21259741486023
ゴールドクレスト,2019,Q1,158.92113189385648
ゴールドクレスト,2019,Q2,41.71149409978023
ゴールドクレスト,2019,Q3,-1.3257002297798735
ゴールドクレスト,2019,Q4,-10.500996392672278
ゴールドクレスト,2020,Q1,6.309124043907326
ゴールドクレスト,2020,Q2,8.17026048712029
ゴールドクレスト,2020,Q3,89.88386840373775
ゴールドクレスト,2020,Q4,28.50820930396601
サイネックス,2018,Q1,-3.212183869655121
サイネックス,2018,Q2,18.742551498048925
サイネックス,2018,Q3,10.571340421982669
サイネックス,2018,Q4,-2.0508800592223224
サイネックス,2019,Q1,7.222169734683959
サイネックス,2019,Q2,-3.9045775179158966
サイネックス,2019,Q3,-7.365839056003182
サイネックス,2019,Q4,34.585387915276634
サイネックス,2020,Q1,2.028970980463143
サイネックス,2020,Q2,-6.607506051233926
サイネックス,2020,Q3,21.04987821551154
サイネックス,2020,Q4,34.05530995829308
サカイオーベックス,2018,Q1,90.81679225333866
サカイオーベックス,2018,Q2,98.27399197613545
サカイオーベックス,2018,Q3,106.88039007361915
サカイオーベックス,2018,Q4,91.77131470623084
サカイオーベックス,2019,Q1,74.02121569488406
サカイオーベックス,2019,Q2,82.00204813091898
サカイオーベックス,2019,Q3,101.10265389704574
サカイオーベックス,2019,Q4,91.30202085289166
サカイオーベックス,2020,Q1,44.06023496176007
サカイオーベックス,2020,Q2,31.222672960106685
サカイオーベックス,2020,Q3,122.84205561597452
サカイオーベックス,2020,Q4,28.31365250757508
サカイ引越センター,2018,Q1,145.33048550719826
サカイ引越センター,2018,Q2,66.50024579295156
サカイ引越センター,2018,Q3,61.93306015323088
サカイ引越センター,2018,Q4,105.46078059903
サカイ引越センター,2019,Q1,186.06407108491464
サカイ引越センター,2019,Q2,58.26479630135371
サカイ引越センター,2019,Q3,64.31547921179174
サカイ引越センター,2019,Q4,75.33305136894015
サカイ引越センター,2020,Q1,164.50766953391627
サカイ引越センター,2020,Q2,83.47153971596258
サカイ引越センター,2020,Q3,64.06501459632237
サカイ引越センター,2020,Q4,114.67755756828527
サクサホールディングス,2018,Q1,104.2044025883446
サクサホールディングス,2018,Q2,48.92427614866238
サクサホールディングス,2018,Q3,79.32313966529364
サクサホールディングス,2018,Q4,37.490802501136784
サクサホールディングス,2019,Q1,8.654586918471765
サクサホールディングス,2019,Q2,58.43266556581346
サクサホールディングス,2019,Q3,22.15166473844051
サクサホールディングス,2019,Q4,139.61879347813678
サクサホールディングス,2020,Q1,-38.008916543899744
サクサホールディングス,2020,Q2,54.049152244918744
サクサホールディングス,2020,Q3,121.70644834776756
サクサホールディングス,2020,Q4,-522.9001625405066
サックスバー　ホールディングス,2018,Q1,13.81483977033523
サックスバー　ホールディングス,2018,Q2,18.13189432143467
サックスバー　ホールディングス,2018,Q3,14.104141319726043
サックスバー　ホールディングス,2018,Q4,20.095459814038865
サックスバー　ホールディングス,2019,Q1,15.484075357264995
