企業名,会計年度,四半期,y_hat_ml1_a10
アドバンテスト,2019,Q4,52.584378816701445
アドバンテスト,2020,Q1,62.12039860367358
アドバンテスト,2020,Q2,67.81740132956928
アドバンテスト,2020,Q3,68.62459970068093
アドバンテスト,2020,Q4,89.39387603768819
アドヴァングループ,2018,Q1,12.869011937962345
アドヴァングループ,2018,Q2,16.51879961427385
アドヴァングループ,2018,Q3,40.83625284711898
アドヴァングループ,2018,Q4,1.1046113251721508
アドヴァングループ,2019,Q1,30.436238619499072
アドヴァングループ,2019,Q2,25.852685423858507
アドヴァングループ,2019,Q3,37.641384986275256
アドヴァングループ,2019,Q4,27.539016557611703
アドヴァングループ,2020,Q1,26.065180411705786
アドヴァングループ,2020,Q2,22.744433374706226
アドヴァングループ,2020,Q3,19.357313071706184
アドヴァングループ,2020,Q4,16.422950124088647
アネスト岩田,2018,Q1,20.285568480148626
アネスト岩田,2018,Q2,23.130735759571472
アネスト岩田,2018,Q3,22.589834774181234
アネスト岩田,2018,Q4,22.974078124387773
アネスト岩田,2019,Q1,20.139281680337593
アネスト岩田,2019,Q2,20.97525506020678
アネスト岩田,2019,Q3,18.052676768976834
アネスト岩田,2019,Q4,20.400850526122415
アネスト岩田,2020,Q1,14.694116576665065
アネスト岩田,2020,Q2,16.35418220077044
アネスト岩田,2020,Q3,16.62424991733745
アネスト岩田,2020,Q4,18.693426864456907
アマダ,2018,Q1,13.31650855507705
アマダ,2018,Q2,22.901281484083277
アマダ,2018,Q3,19.773608454408723
アマダ,2018,Q4,28.090757036679978
アマダ,2019,Q1,15.636740810645293
アマダ,2019,Q2,22.4232845782616
アマダ,2019,Q3,15.628988770308052
アマダ,2019,Q4,23.119876444252775
アマダ,2020,Q1,3.215794405627431
アマダ,2020,Q2,16.52778189660784
アマダ,2020,Q3,10.870810853447608
アマダ,2020,Q4,18.066157705848298
アマノ,2018,Q1,18.793096688027177
アマノ,2018,Q2,37.305980306508694
アマノ,2018,Q3,31.479247036554057
アマノ,2018,Q4,51.55827665759882
アマノ,2019,Q1,20.485975240938032
アマノ,2019,Q2,36.73486139118104
アマノ,2019,Q3,28.235775249050125
アマノ,2019,Q4,48.605587700997276
アマノ,2020,Q1,8.96611326679755
アマノ,2020,Q2,27.17214407679983
アマノ,2020,Q3,22.949100046441757
アマノ,2020,Q4,37.70091715918676
アミューズ,2018,Q1,65.78273977227605
アミューズ,2018,Q2,8.902149554001475
アミューズ,2018,Q3,45.28902382586485
アミューズ,2018,Q4,95.53053326075013
アミューズ,2019,Q1,93.14201224329265
アミューズ,2019,Q2,65.07197872729515
アミューズ,2019,Q3,75.19607391893925
アミューズ,2019,Q4,15.523009839095437
アミューズ,2020,Q1,48.69356445378854
アミューズ,2020,Q2,43.92561691613903
アミューズ,2020,Q3,53.985064029371
アミューズ,2020,Q4,3.5077966092210318
アリアケジャパン,2018,Q1,61.43267621117617
アリアケジャパン,2018,Q2,71.34102651502353
アリアケジャパン,2018,Q3,81.38512871982769
アリアケジャパン,2018,Q4,69.50560042834728
アリアケジャパン,2019,Q1,-619.7146326484882
アリアケジャパン,2019,Q2,131.0293393797833
アリアケジャパン,2019,Q3,-121.41800949186201
アリアケジャパン,2019,Q4,-29.332183848932488
アリアケジャパン,2020,Q1,-104.78215416502289
アリアケジャパン,2020,Q2,-43.99082875169346
アリアケジャパン,2020,Q3,96.52911803339691
アリアケジャパン,2020,Q4,89.0479076566836
アルインコ,2018,Q1,27.217851495114814
アルインコ,2018,Q2,28.826033695523364
アルインコ,2018,Q3,34.57283975567569
アルインコ,2018,Q4,11.226886335972253
アルインコ,2019,Q1,29.396874901918554
アルインコ,2019,Q2,25.712513971205592
アルインコ,2019,Q3,38.918053297117055
アルインコ,2019,Q4,15.519904490547532
アルインコ,2020,Q1,25.2744359498028
アルインコ,2020,Q2,30.31861830252843
アルインコ,2020,Q3,35.05301591504988
アルインコ,2020,Q4,-4.057398765223802
アルコニックス,2018,Q1,94.85678687754488
アルコニックス,2018,Q2,97.57021301874997
アルコニックス,2018,Q3,96.07736914823899
アルコニックス,2018,Q4,37.93345798175616
アルコニックス,2019,Q1,37.18178067048319
アルコニックス,2019,Q2,47.49015069827385
アルコニックス,2019,Q3,-46.05371549983896
アルコニックス,2019,Q4,-0.38062094654481626
アルコニックス,2020,Q1,47.848556053887805
アルコニックス,2020,Q2,71.27064580032477
アルコニックス,2020,Q3,36.410004187899915
アルコニックス,2020,Q4,17.149374014562284
アルゴグラフィックス,2018,Q1,88.04451675328482
アルゴグラフィックス,2018,Q2,82.05189303435778
アルゴグラフィックス,2018,Q3,62.327656147050334
アルゴグラフィックス,2018,Q4,108.33893044166425
アルゴグラフィックス,2019,Q1,112.93206828510955
アルゴグラフィックス,2019,Q2,10.926357615584394
アルゴグラフィックス,2019,Q3,20.672683910500396
アルゴグラフィックス,2019,Q4,27.472034070848906
アルゴグラフィックス,2020,Q1,-1.3973290958163744
アルゴグラフィックス,2020,Q2,30.535837050730237
アルゴグラフィックス,2020,Q3,26.441606685874156
アルゴグラフィックス,2020,Q4,42.95341767023636
アルビス,2018,Q1,56.703980634352064
アルビス,2018,Q2,62.254779489370726
アルビス,2018,Q3,44.113494532092275
アルビス,2018,Q4,45.122920565153095
アルビス,2019,Q1,31.561534528327215
アルビス,2019,Q2,87.20240983456175
アルビス,2019,Q3,4.5111886216049015
アルビス,2019,Q4,-5.952875715600371
アルビス,2020,Q1,47.887219262041995
アルビス,2020,Q2,86.05735789431108
アルビス,2020,Q3,79.62186203090243
アルビス,2020,Q4,32.67371075195365
アルファ,2018,Q1,4.711879044542513
アルファ,2018,Q2,-2.6724904373527636
アルファ,2018,Q3,-24.92707091555566
アルファ,2018,Q4,78.96701054224579
アルファ,2019,Q1,-18.748089033699216
アルファ,2019,Q2,-35.5635063590144
アルファ,2019,Q3,76.57003009277045
アルファ,2019,Q4,97.29866154309275
アルファ,2020,Q1,-71.02233866685262
アルファ,2020,Q2,156.07227487012196
アルファ,2020,Q3,-50.5170620361307
アルファ,2020,Q4,-92.73361952589153
アルファシステムズ,2018,Q1,42.21175976950333
アルファシステムズ,2018,Q2,44.3025168894325
アルファシステムズ,2018,Q3,35.740161198140015
アルファシステムズ,2018,Q4,44.41416766349266
アルファシステムズ,2019,Q1,39.005285066856636
アルファシステムズ,2019,Q2,44.21376122836325
アルファシステムズ,2019,Q3,40.525684267828055
アルファシステムズ,2019,Q4,50.27298998004477
アルファシステムズ,2020,Q1,27.77404297365047
アルファシステムズ,2020,Q2,42.18919041516082
アルファシステムズ,2020,Q3,38.35816363982033
アルファシステムズ,2020,Q4,57.62565397414495
アルフレッサ　ホールディングス,2018,Q1,41.98711980402142
アルフレッサ　ホールディングス,2018,Q2,39.071518365292405
アルフレッサ　ホールディングス,2018,Q3,67.52927724164545
アルフレッサ　ホールディングス,2018,Q4,16.7427718871125
アルフレッサ　ホールディングス,2019,Q1,51.728837519843545
アルフレッサ　ホールディングス,2019,Q2,60.93469261929126
アルフレッサ　ホールディングス,2019,Q3,46.96199333907417
アルフレッサ　ホールディングス,2019,Q4,45.726660592681
アルフレッサ　ホールディングス,2020,Q1,29.69015354301596
アルフレッサ　ホールディングス,2020,Q2,31.287708006523765
アルフレッサ　ホールディングス,2020,Q3,38.3082469706781
アルフレッサ　ホールディングス,2020,Q4,2.4831855008520876
アルプスアルパイン,2018,Q1,53.19092596984571
アルプスアルパイン,2018,Q2,79.69057857586671
アルプスアルパイン,2018,Q3,56.58256810399324
アルプスアルパイン,2018,Q4,-41.296266340087286
アルプスアルパイン,2019,Q1,-6.368717241967545
アルプスアルパイン,2019,Q2,57.17356001958612
アルプスアルパイン,2019,Q3,13.034039886911494
アルプスアルパイン,2019,Q4,-58.97268889945827
アルプスアルパイン,2020,Q1,-51.5864393057943
アルプスアルパイン,2020,Q2,-19.302987290229105
アルプスアルパイン,2020,Q3,12.36625654973952
アルプスアルパイン,2020,Q4,7.828299464298018
アルプス物流,2018,Q1,14.673250556318244
アルプス物流,2018,Q2,15.293929319742109
アルプス物流,2018,Q3,24.33503970790331
アルプス物流,2018,Q4,16.62906612953693
アルプス物流,2019,Q1,14.940395742470326
アルプス物流,2019,Q2,16.15031045744227
アルプス物流,2019,Q3,21.109937702694683
アルプス物流,2019,Q4,12.78291708980262
アルプス物流,2020,Q1,10.46523572741221
