企業名,会計年度,四半期,y_hat_ml2_i_tuned_simple,best_hyparam
デサント,2020,Q4,11.837977080262291,[10]
デリカフーズホールディングス,2018,Q1,7.3473304945173314,[100]
デリカフーズホールディングス,2018,Q2,11.77943171108756,[100]
デリカフーズホールディングス,2018,Q3,39.33202707723002,[100]
デリカフーズホールディングス,2018,Q4,1.6159239532955962,[100]
デリカフーズホールディングス,2019,Q1,12.944880397047974,[100]
デリカフーズホールディングス,2019,Q2,11.800136762946723,[100]
デリカフーズホールディングス,2019,Q3,17.06786255259236,[100]
デリカフーズホールディングス,2019,Q4,-16.24522340553235,[100]
デリカフーズホールディングス,2020,Q1,-37.204266471009944,[100]
デリカフーズホールディングス,2020,Q2,9.14010005130892,[100]
デリカフーズホールディングス,2020,Q3,6.656313087494809,[100]
デリカフーズホールディングス,2020,Q4,-14.085369668609552,[100]
デンカ,2018,Q1,64.57683553065831,[0.1]
デンカ,2018,Q2,97.67670269003278,[0.1]
デンカ,2018,Q3,151.95418842059365,[0.1]
デンカ,2018,Q4,71.31326990253316,[0.1]
デンカ,2019,Q1,30.392844750984708,[0.1]
デンカ,2019,Q2,68.95367880379425,[0.1]
デンカ,2019,Q3,58.63754322531169,[0.1]
デンカ,2019,Q4,59.606672104651125,[0.1]
デンカ,2020,Q1,69.41675150768317,[0.1]
デンカ,2020,Q2,57.78385727262663,[0.1]
デンカ,2020,Q3,165.1247043184865,[0.1]
デンカ,2020,Q4,-8.202179189976562,[0.1]
デンソー,2018,Q1,111.55276285494617,[1000]
デンソー,2018,Q2,86.76099706545992,[1000]
デンソー,2018,Q3,102.4185172242711,[1000]
デンソー,2018,Q4,62.505366113114505,[1000]
デンソー,2019,Q1,64.92047453455322,[1000]
デンソー,2019,Q2,39.479588645520295,[1000]
デンソー,2019,Q3,46.59775525356743,[1000]
デンソー,2019,Q4,-18.454340118873375,[1000]
デンソー,2020,Q1,-17.13812706883551,[1000]
デンソー,2020,Q2,106.2813991125478,[1000]
デンソー,2020,Q3,138.71134002349936,[1000]
デンソー,2020,Q4,110.16028761670658,[1000]
デンヨー,2018,Q1,18.489501781326123,[100]
デンヨー,2018,Q2,35.42819324552011,[100]
デンヨー,2018,Q3,31.88155992631789,[100]
デンヨー,2018,Q4,50.40239841625325,[100]
デンヨー,2019,Q1,19.62828192434062,[100]
デンヨー,2019,Q2,53.46490000257925,[100]
デンヨー,2019,Q3,43.11189501008424,[100]
デンヨー,2019,Q4,55.936768943695455,[100]
デンヨー,2020,Q1,42.9819771278971,[100]
デンヨー,2020,Q2,35.63670264209147,[100]
デンヨー,2020,Q3,45.450649494627505,[100]
デンヨー,2020,Q4,73.29003081308329,[100]
トクヤマ,2018,Q1,-13.403213292285045,[1000]
トクヤマ,2018,Q2,60.27377757362807,[1000]
トクヤマ,2018,Q3,-425.9174862747253,[1000]
トクヤマ,2018,Q4,241.0260284269596,[1000]
トクヤマ,2019,Q1,110.41419058962951,[1000]
トクヤマ,2019,Q2,-102.71689051225457,[1000]
トクヤマ,2019,Q3,51.9756053438272,[1000]
トクヤマ,2019,Q4,94.33737275889266,[1000]
トクヤマ,2020,Q1,-8.849747624328089,[1000]
トクヤマ,2020,Q2,31.617056627079954,[1000]
トクヤマ,2020,Q3,169.49121896053265,[1000]
トクヤマ,2020,Q4,64.08123759672812,[1000]
トッパン・フォームズ,2018,Q1,6.84706182428846,[1000]
トッパン・フォームズ,2018,Q2,6.497366880803586,[1000]
トッパン・フォームズ,2018,Q3,7.406826542811274,[1000]
トッパン・フォームズ,2018,Q4,9.103981593941636,[1000]
トッパン・フォームズ,2019,Q1,7.299813043923242,[1000]
トッパン・フォームズ,2019,Q2,8.86411293736641,[1000]
トッパン・フォームズ,2019,Q3,6.79536753943913,[1000]
トッパン・フォームズ,2019,Q4,7.759063791791222,[1000]
トッパン・フォームズ,2020,Q1,7.144431483278771,[1000]
トッパン・フォームズ,2020,Q2,6.971500700910527,[1000]
トッパン・フォームズ,2020,Q3,9.260303137496654,[1000]
トッパン・フォームズ,2020,Q4,4.77866662674637,[1000]
トナミホールディングス,2018,Q1,101.5658098295081,[100]
トナミホールディングス,2018,Q2,131.0578140550246,[100]
トナミホールディングス,2018,Q3,243.90120302984906,[100]
トナミホールディングス,2018,Q4,91.89545324354052,[100]
トナミホールディングス,2019,Q1,112.49296466777412,[100]
トナミホールディングス,2019,Q2,120.10663786098618,[100]
トナミホールディングス,2019,Q3,175.15499508121934,[100]
トナミホールディングス,2019,Q4,81.09425468557326,[100]
トナミホールディングス,2020,Q1,106.38787234207703,[100]
トナミホールディングス,2020,Q2,75.9442431061315,[100]
トナミホールディングス,2020,Q3,230.6670394959964,[100]
トナミホールディングス,2020,Q4,104.49566565431604,[100]
トピー工業,2018,Q1,54.54166054619499,[100]
トピー工業,2018,Q2,10.114796583595368,[100]
トピー工業,2018,Q3,97.99894116304927,[100]
トピー工業,2018,Q4,21.985423123051966,[100]
トピー工業,2019,Q1,3.972058138975738,[100]
トピー工業,2019,Q2,-1.4108897384200487,[100]
トピー工業,2019,Q3,74.74698935047545,[100]
トピー工業,2019,Q4,13.972387559126407,[100]
トピー工業,2020,Q1,-188.99303288544004,[100]
トピー工業,2020,Q2,215.60653111148534,[100]
トピー工業,2020,Q3,72.71407983171727,[100]
トピー工業,2020,Q4,1.4493966798456768,[100]
トプコン,2018,Q1,6.946155367920625,[1000]
トプコン,2018,Q2,16.194009945552224,[1000]
トプコン,2018,Q3,-1.0411407734165152,[1000]
トプコン,2018,Q4,38.08318993337279,[1000]
トプコン,2019,Q1,6.029316181837572,[1000]
トプコン,2019,Q2,21.692132054955707,[1000]
トプコン,2019,Q3,-5.8175644501866515,[1000]
トプコン,2019,Q4,30.739308338582703,[1000]
トプコン,2020,Q1,-9.71735457362169,[1000]
トプコン,2020,Q2,5.85330646524676,[1000]
トプコン,2020,Q3,3.3948505859342077,[1000]
トプコン,2020,Q4,30.117535650741356,[1000]
トヨタ紡織,2018,Q1,152.21899473652826,[1000]
トヨタ紡織,2018,Q2,75.3042619288493,[1000]
トヨタ紡織,2018,Q3,92.52266644607508,[1000]
トヨタ紡織,2018,Q4,95.57774418652272,[1000]
トヨタ紡織,2019,Q1,31.147597152521826,[1000]
トヨタ紡織,2019,Q2,-5.228350812855915,[1000]
トヨタ紡織,2019,Q3,-8.96522769691434,[1000]
トヨタ紡織,2019,Q4,-84.33032898106336,[1000]
トヨタ紡織,2020,Q1,-79.98244989104266,[1000]
トヨタ紡織,2020,Q2,-8.031940257887182,[1000]
トヨタ紡織,2020,Q3,75.7885373223425,[1000]
トヨタ紡織,2020,Q4,42.13918281403488,[1000]
トヨタ自動車,2018,Q1,266.7023951061217,[1000]
トヨタ自動車,2018,Q2,186.09114422678982,[1000]
トヨタ自動車,2018,Q3,265.4559783681878,[1000]
トヨタ自動車,2018,Q4,172.7406806075503,[1000]
トヨタ自動車,2019,Q1,-348.2472006208865,[1000]
トヨタ自動車,2019,Q2,297.05506690905423,[1000]
トヨタ自動車,2019,Q3,45.399043674153376,[1000]
トヨタ自動車,2019,Q4,-497.6196493482745,[1000]
トヨタ自動車,2020,Q1,249.8894024384656,[1000]
トヨタ自動車,2020,Q2,234.34861159078048,[1000]
トヨタ自動車,2020,Q3,590.3342477376332,[1000]
トヨタ自動車,2020,Q4,-295.4881560021819,[1000]
トランコム,2018,Q1,100.13112547439052,[1000]
トランコム,2018,Q2,88.7116609510265,[1000]
トランコム,2018,Q3,143.19019496310756,[1000]
トランコム,2018,Q4,73.34741548950156,[1000]
トランコム,2019,Q1,122.84435628359581,[1000]
トランコム,2019,Q2,99.97384283894667,[1000]
トランコム,2019,Q3,152.01670305933465,[1000]
トランコム,2019,Q4,56.93199662255826,[1000]
トランコム,2020,Q1,112.10161198031858,[1000]
トランコム,2020,Q2,137.221130974566,[1000]
トランコム,2020,Q3,147.6692200727747,[1000]
トランコム,2020,Q4,112.02711210364552,[1000]
トランスコスモス,2018,Q1,-76.76449709780589,[1000]
トランスコスモス,2018,Q2,0.7545594216635223,[1000]
トランスコスモス,2018,Q3,27.858492945327768,[1000]
トランスコスモス,2018,Q4,-67.61941277495245,[1000]
トランスコスモス,2019,Q1,4.868707863557368,[1000]
トランスコスモス,2019,Q2,-11.659725729987926,[1000]
トランスコスモス,2019,Q3,24.513792454356008,[1000]
トランスコスモス,2019,Q4,3.1888789039375567,[1000]
トランスコスモス,2020,Q1,29.497317485223817,[1000]
トランスコスモス,2020,Q2,92.9517650374689,[1000]
トランスコスモス,2020,Q3,111.55983872263911,[1000]
トランスコスモス,2020,Q4,24.111163916858942,[1000]
トーエネック,2018,Q1,18.712139133691856,[1000]
トーエネック,2018,Q2,50.03619009638362,[1000]
トーエネック,2018,Q3,123.28626348028774,[1000]
トーエネック,2018,Q4,172.05560954052132,[1000]
トーエネック,2019,Q1,53.86979120108985,[1000]
トーエネック,2019,Q2,88.05607990840043,[1000]
トーエネック,2019,Q3,105.29164342109931,[1000]
トーエネック,2019,Q4,169.1309352045149,[1000]
トーエネック,2020,Q1,144.06863605962553,[1000]
トーエネック,2020,Q2,133.04210429956265,[1000]
トーエネック,2020,Q3,125.79651251373365,[1000]
トーエネック,2020,Q4,152.66344183426835,[1000]
トーカイ,2018,Q1,57.62431407857861,[1000]
トーカイ,2018,Q2,33.28168209131832,[1000]
トーカイ,2018,Q3,75.56240414131386,[1000]
トーカイ,2018,Q4,14.06908808457463,[1000]
トーカイ,2019,Q1,33.85071341046937,[1000]
トーカイ,2019,Q2,36.2090252870029,[1000]
トーカイ,2019,Q3,43.313798503480385,[1000]
トーカイ,2019,Q4,47.24606052414396,[1000]
トーカイ,2020,Q1,29.245401648533,[1000]
トーカイ,2020,Q2,42.67088574826534,[1000]
トーカイ,2020,Q3,39.7523672086462,[1000]
トーカイ,2020,Q4,40.801844281004804,[1000]
トーカロ,2018,Q1,8.844907611908312,[100]
トーカロ,2018,Q2,9.461586764847384,[100]
トーカロ,2018,Q3,55.54083552842443,[100]
トーカロ,2018,Q4,3.0808139449958576,[100]
トーカロ,2019,Q1,29.747308054276427,[100]
トーカロ,2019,Q2,16.366117327704412,[100]
トーカロ,2019,Q3,22.48178485997845,[100]
トーカロ,2019,Q4,14.757229834260613,[100]
トーカロ,2020,Q1,24.785152518542873,[100]
トーカロ,2020,Q2,21.269793684271622,[100]
トーカロ,2020,Q3,24.7094513298541,[100]
トーカロ,2020,Q4,26.269845460116443,[100]
トーメンデバイス,2018,Q1,72.40083707230454,[1000]
トーメンデバイス,2018,Q2,66.63830446883858,[1000]
トーメンデバイス,2018,Q3,70.90814070329759,[1000]
トーメンデバイス,2018,Q4,51.170203735875994,[1000]
トーメンデバイス,2019,Q1,67.61639668878718,[1000]
トーメンデバイス,2019,Q2,94.02396611611206,[1000]
トーメンデバイス,2019,Q3,133.73704046644613,[1000]
トーメンデバイス,2019,Q4,71.19797927946769,[1000]
トーメンデバイス,2020,Q1,142.66315879280225,[1000]
トーメンデバイス,2020,Q2,204.66713710960013,[1000]
トーメンデバイス,2020,Q3,138.86172843757805,[1000]
トーメンデバイス,2020,Q4,171.7312713197536,[1000]
トーモク,2018,Q1,169.61983898332326,[1000]
トーモク,2018,Q2,46.05924092160609,[1000]
トーモク,2018,Q3,84.52079943331002,[1000]
トーモク,2018,Q4,45.7633264817214,[1000]
トーモク,2019,Q1,38.05754370977613,[1000]
トーモク,2019,Q2,53.71082843582384,[1000]
トーモク,2019,Q3,85.24111224070788,[1000]
トーモク,2019,Q4,119.04359901462738,[1000]
トーモク,2020,Q1,-20.01887992746307,[1000]
トーモク,2020,Q2,103.01867349362325,[1000]
トーモク,2020,Q3,157.80423349596398,[1000]
トーモク,2020,Q4,-177.04133069979744,[1000]
トーヨーカネツ,2018,Q1,25.201759833410186,[1000]
トーヨーカネツ,2018,Q2,30.42695967575422,[1000]
トーヨーカネツ,2018,Q3,-64.11053256483817,[1000]
トーヨーカネツ,2018,Q4,56.5880739344729,[1000]
トーヨーカネツ,2019,Q1,-76.72003889870061,[1000]
トーヨーカネツ,2019,Q2,-46.68526579379971,[1000]
トーヨーカネツ,2019,Q3,-54.29044209192679,[1000]
トーヨーカネツ,2019,Q4,-62.699848043493816,[1000]
トーヨーカネツ,2020,Q1,26.309544804510967,[1000]
トーヨーカネツ,2020,Q2,0.09358980867884137,[1000]
トーヨーカネツ,2020,Q3,20.907058816388055,[1000]
トーヨーカネツ,2020,Q4,31.683042747966578,[1000]
ドウシシャ,2018,Q1,39.19821652414048,[1000]
ドウシシャ,2018,Q2,23.99732990567158,[1000]
ドウシシャ,2018,Q3,46.13319421067652,[1000]
ドウシシャ,2018,Q4,10.235086835330804,[1000]
ドウシシャ,2019,Q1,40.586795699954564,[1000]
ドウシシャ,2019,Q2,20.64633660308419,[1000]
ドウシシャ,2019,Q3,53.02651290279553,[1000]
ドウシシャ,2019,Q4,11.399331888009334,[1000]
ドウシシャ,2020,Q1,51.59008739189012,[1000]
ドウシシャ,2020,Q2,30.591748560743312,[1000]
ドウシシャ,2020,Q3,66.89976214317437,[1000]
ドウシシャ,2020,Q4,17.863119370741526,[1000]
ナイス,2018,Q1,-98.29083596955701,[1000]
ナイス,2018,Q2,-225.5564351013677,[1000]
ナイス,2018,Q3,-359.6449213565597,[1000]
ナイス,2018,Q4,281.7247962879987,[1000]
ナイス,2019,Q1,-149.95902627704365,[1000]
ナイス,2019,Q2,175.29300269410803,[1000]
ナイス,2019,Q3,-70.07279007613134,[1000]
ナイス,2019,Q4,280.574255345127,[1000]
ナイス,2020,Q1,-148.5918978473278,[1000]
ナイス,2020,Q2,-156.51677710162073,[1000]
ナイス,2020,Q3,227.5495414010004,[1000]
ナイス,2020,Q4,424.2302569284508,[1000]
ナカノフドー建設,2018,Q1,24.326828768490948,[100]
ナカノフドー建設,2018,Q2,43.513344279026754,[100]
ナカノフドー建設,2018,Q3,29.64457503065278,[100]
ナカノフドー建設,2018,Q4,47.31476538522496,[100]
ナカノフドー建設,2019,Q1,7.796943987230847,[100]
ナカノフドー建設,2019,Q2,18.798915705995945,[100]
ナカノフドー建設,2019,Q3,34.306812815354235,[100]
ナカノフドー建設,2019,Q4,44.02513990931352,[100]
ナカノフドー建設,2020,Q1,-4.749484865123748,[100]
ナカノフドー建設,2020,Q2,-4.322932039632377,[100]
ナカノフドー建設,2020,Q3,-21.553657384134013,[100]
ナカノフドー建設,2020,Q4,21.686506583549246,[100]
ナカバヤシ,2018,Q1,15.936347052633778,[1000]
ナカバヤシ,2018,Q2,10.064245978841818,[1000]
ナカバヤシ,2018,Q3,26.700720318429756,[1000]
ナカバヤシ,2018,Q4,22.22682612469468,[1000]
ナカバヤシ,2019,Q1,6.373689139033171,[1000]
ナカバヤシ,2019,Q2,12.532477459141472,[1000]
ナカバヤシ,2019,Q3,15.919085951718566,[1000]
ナカバヤシ,2019,Q4,26.090025749701695,[1000]
ナカバヤシ,2020,Q1,7.520372786046945,[1000]
ナカバヤシ,2020,Q2,13.827510010743561,[1000]
ナカバヤシ,2020,Q3,21.98053920150733,[1000]
ナカバヤシ,2020,Q4,25.50406376923652,[1000]
ナカヨ,2018,Q1,-24.2858715568942,[100]
ナカヨ,2018,Q2,21.722286218390906,[100]
ナカヨ,2018,Q3,-23.649466718515473,[100]
ナカヨ,2018,Q4,50.06334397819661,[100]
ナカヨ,2019,Q1,11.231009339552763,[100]
ナカヨ,2019,Q2,44.368727574805476,[100]
ナカヨ,2019,Q3,-9.629177602207864,[100]
ナカヨ,2019,Q4,29.381989767756636,[100]
ナカヨ,2020,Q1,-13.344065720484602,[100]
ナカヨ,2020,Q2,23.79847552804663,[100]
ナカヨ,2020,Q3,6.811734495235205,[100]
ナカヨ,2020,Q4,86.5715156297869,[100]
ナガワ,2018,Q1,20.558937823610485,[1000]
ナガワ,2018,Q2,44.499018616072,[1000]
ナガワ,2018,Q3,43.24532640137868,[1000]
ナガワ,2018,Q4,43.0686182618431,[1000]
ナガワ,2019,Q1,21.709784628159923,[1000]
ナガワ,2019,Q2,48.259768783914566,[1000]
ナガワ,2019,Q3,39.10827419001202,[1000]
ナガワ,2019,Q4,43.07401616335979,[1000]
ナガワ,2020,Q1,25.891078021962926,[1000]
ナガワ,2020,Q2,46.16647273191366,[1000]
ナガワ,2020,Q3,55.84856792238361,[1000]
ナガワ,2020,Q4,35.80555567278198,[1000]
ナック,2018,Q1,-13.660705725664315,[0.001]
ナック,2018,Q2,-16.55262408032104,[0.001]
ナック,2018,Q3,107.0858550148547,[0.001]
ナック,2018,Q4,41.053287317647346,[0.001]
ナック,2019,Q1,-52.36781377599323,[0.001]
ナック,2019,Q2,72.43501403549362,[0.001]
ナック,2019,Q3,37.358419663033374,[0.001]
ナック,2019,Q4,-73.17019130418839,[0.001]
ナック,2020,Q1,90.47025705519445,[0.001]
ナック,2020,Q2,-5.92975034495953,[0.001]
ナック,2020,Q3,-14.763074967198918,[0.001]
ナック,2020,Q4,17.649483021364176,[0.001]
ニコン,2018,Q1,15.52818325190205,[1000]
ニコン,2018,Q2,32.0627871051026,[1000]
ニコン,2018,Q3,22.97947233481719,[1000]
ニコン,2018,Q4,25.33340414777004,[1000]
ニコン,2019,Q1,26.421718267497056,[1000]
ニコン,2019,Q2,57.14315799245085,[1000]
ニコン,2019,Q3,36.2947989641531,[1000]
ニコン,2019,Q4,8.677968280733978,[1000]
ニコン,2020,Q1,5.374899279105733,[1000]
ニコン,2020,Q2,-20.677574653037084,[1000]
ニコン,2020,Q3,12.399298248465158,[1000]
ニコン,2020,Q4,-116.052259043293,[1000]
ニチアス,2018,Q1,32.12698170818568,[1000]
ニチアス,2018,Q2,33.40777043415663,[1000]
ニチアス,2018,Q3,51.30260905508668,[1000]
ニチアス,2018,Q4,68.68049129589777,[1000]
ニチアス,2019,Q1,88.480382425795,[1000]
ニチアス,2019,Q2,79.14825777516077,[1000]
ニチアス,2019,Q3,52.82334290195109,[1000]
ニチアス,2019,Q4,51.13158116914978,[1000]
ニチアス,2020,Q1,63.3217037638033,[1000]
ニチアス,2020,Q2,32.792038007962226,[1000]
ニチアス,2020,Q3,48.95863524691365,[1000]
ニチアス,2020,Q4,60.998479735495785,[1000]
ニチコン,2018,Q1,14.287229702640118,[1000]
ニチコン,2018,Q2,21.253853994987566,[1000]
ニチコン,2018,Q3,-90.60429150126296,[1000]
ニチコン,2018,Q4,-23.380565590294708,[1000]
ニチコン,2019,Q1,-30.83732755805418,[1000]
ニチコン,2019,Q2,-106.35944010089514,[1000]
ニチコン,2019,Q3,66.03160009641587,[1000]
ニチコン,2019,Q4,-65.50592243504673,[1000]
ニチコン,2020,Q1,-31.25529186322754,[1000]
ニチコン,2020,Q2,20.80282956317935,[1000]
ニチコン,2020,Q3,38.07885741859391,[1000]
ニチコン,2020,Q4,-1.9716464342691111,[1000]
ニチハ,2018,Q1,58.36739627578254,[1000]
ニチハ,2018,Q2,45.54714162244042,[1000]
ニチハ,2018,Q3,91.01443092021616,[1000]
ニチハ,2018,Q4,54.05099592292896,[1000]
ニチハ,2019,Q1,58.53395521178393,[1000]
ニチハ,2019,Q2,60.13587736744276,[1000]
ニチハ,2019,Q3,105.07805977092946,[1000]
ニチハ,2019,Q4,52.3300082859904,[1000]
ニチハ,2020,Q1,58.54754989243765,[1000]
ニチハ,2020,Q2,72.67481622691737,[1000]
ニチハ,2020,Q3,74.88669348594979,[1000]
ニチハ,2020,Q4,68.46047696616891,[1000]
ニチバン,2018,Q1,44.082353802173714,[1000]
ニチバン,2018,Q2,86.1437545491757,[1000]
ニチバン,2018,Q3,104.52848477122156,[1000]
ニチバン,2018,Q4,25.728115516941244,[1000]
ニチバン,2019,Q1,38.038880531951,[1000]
ニチバン,2019,Q2,32.983707853361445,[1000]
ニチバン,2019,Q3,40.1286965062415,[1000]
ニチバン,2019,Q4,26.050465849858256,[1000]
ニチバン,2020,Q1,2.5976852985349534,[1000]
ニチバン,2020,Q2,8.078999060758388,[1000]
ニチバン,2020,Q3,24.540891854399497,[1000]
ニチバン,2020,Q4,7.849183028299024,[1000]
ニチモウ,2018,Q1,138.5245790403963,[1000]
ニチモウ,2018,Q2,-399.3856512777217,[1000]
ニチモウ,2018,Q3,343.8698963987577,[1000]
ニチモウ,2018,Q4,-147.3663810134227,[1000]
ニチモウ,2019,Q1,-919.6628211701687,[1000]
ニチモウ,2019,Q2,-506.26687594272767,[1000]
ニチモウ,2019,Q3,78.46148908142811,[1000]
ニチモウ,2019,Q4,-449.5310677923486,[1000]
ニチモウ,2020,Q1,117.69635701644269,[1000]
ニチモウ,2020,Q2,-929.0918973564026,[1000]
ニチモウ,2020,Q3,283.1085776576909,[1000]
ニチモウ,2020,Q4,-814.2657940780118,[1000]
ニチレイ,2018,Q1,41.639399906948725,[1000]
ニチレイ,2018,Q2,42.264211813498065,[1000]
ニチレイ,2018,Q3,43.16626790165048,[1000]
ニチレイ,2018,Q4,26.152140422601256,[1000]
ニチレイ,2019,Q1,38.03345060679832,[1000]
ニチレイ,2019,Q2,38.99642871060584,[1000]
ニチレイ,2019,Q3,50.7419313166762,[1000]
ニチレイ,2019,Q4,21.293907645779232,[1000]
ニチレイ,2020,Q1,30.88318479819044,[1000]
ニチレイ,2020,Q2,41.69754343758267,[1000]
ニチレイ,2020,Q3,49.98715479416802,[1000]
ニチレイ,2020,Q4,19.085242038650488,[1000]
ニチレキ,2018,Q1,-1.794825405065012,[1000]
ニチレキ,2018,Q2,29.045743501073673,[1000]
ニチレキ,2018,Q3,118.00394304157453,[1000]
ニチレキ,2018,Q4,47.429275902316014,[1000]
ニチレキ,2019,Q1,28.007652888919793,[1000]
ニチレキ,2019,Q2,106.97063440501238,[1000]
ニチレキ,2019,Q3,94.51949928301354,[1000]
ニチレキ,2019,Q4,-10.327881028449653,[1000]
ニチレキ,2020,Q1,50.46452906183096,[1000]
ニチレキ,2020,Q2,17.675538574129483,[1000]
ニチレキ,2020,Q3,150.33218751185922,[1000]
ニチレキ,2020,Q4,87.1430981642344,[1000]
ニッカトー,2018,Q1,16.073199099612495,[100]
ニッカトー,2018,Q2,19.520817831385266,[100]
ニッカトー,2018,Q3,19.286221842764547,[100]
ニッカトー,2018,Q4,16.877281420002348,[100]
ニッカトー,2019,Q1,16.139546090003034,[100]
ニッカトー,2019,Q2,16.220726035604745,[100]
ニッカトー,2019,Q3,8.95982502008205,[100]
ニッカトー,2019,Q4,5.8836735396889335,[100]
ニッカトー,2020,Q1,-1.7341420948431043,[100]
ニッカトー,2020,Q2,-0.315091419981238,[100]
ニッカトー,2020,Q3,2.1627447494904963,[100]
ニッカトー,2020,Q4,5.972332377043308,[100]
ニッコンホールディングス,2018,Q1,47.08453900014082,[100]
ニッコンホールディングス,2018,Q2,49.99882487858099,[100]
ニッコンホールディングス,2018,Q3,69.39688314108562,[100]
ニッコンホールディングス,2018,Q4,58.90124797293245,[100]
ニッコンホールディングス,2019,Q1,60.995835830757585,[100]
ニッコンホールディングス,2019,Q2,62.474190325733645,[100]
ニッコンホールディングス,2019,Q3,62.340719883575886,[100]
ニッコンホールディングス,2019,Q4,61.20061012714895,[100]
ニッコンホールディングス,2020,Q1,31.46715573021403,[100]
ニッコンホールディングス,2020,Q2,48.06349488217087,[100]
ニッコンホールディングス,2020,Q3,69.37708853901731,[100]
ニッコンホールディングス,2020,Q4,74.7599398593606,[100]
ニッタ,2018,Q1,73.98360618441446,[1000]
ニッタ,2018,Q2,85.868753846066,[1000]
ニッタ,2018,Q3,71.65437811707872,[1000]
ニッタ,2018,Q4,70.73461351083782,[1000]
ニッタ,2019,Q1,70.63300189055863,[1000]
ニッタ,2019,Q2,69.51963564431438,[1000]
ニッタ,2019,Q3,53.5962751779896,[1000]
ニッタ,2019,Q4,53.59164648296552,[1000]
ニッタ,2020,Q1,56.606646225801164,[1000]
ニッタ,2020,Q2,47.196969502184956,[1000]
ニッタ,2020,Q3,24.99249427287608,[1000]
ニッタ,2020,Q4,44.658658755482335,[1000]
ニッパツ,2018,Q1,23.995025256546057,[1000]
ニッパツ,2018,Q2,15.717197126387918,[1000]
ニッパツ,2018,Q3,34.20454024567709,[1000]
ニッパツ,2018,Q4,7.399658080413644,[1000]
ニッパツ,2019,Q1,0.37928980209074936,[1000]
ニッパツ,2019,Q2,-0.26884494911374546,[1000]
ニッパツ,2019,Q3,20.847634920549392,[1000]
ニッパツ,2019,Q4,-43.72025212771468,[1000]
ニッパツ,2020,Q1,-47.32076912994078,[1000]
ニッパツ,2020,Q2,9.341289244365122,[1000]
ニッパツ,2020,Q3,34.01634629574683,[1000]
ニッパツ,2020,Q4,25.591906587487525,[1000]
ニップン,2018,Q1,31.397115880982348,[10]
ニップン,2018,Q2,29.37575538210396,[10]
ニップン,2018,Q3,38.334613300706906,[10]
ニップン,2018,Q4,14.855700548234276,[10]
ニップン,2019,Q1,31.984212656462496,[10]
ニップン,2019,Q2,29.343440226370756,[10]
ニップン,2019,Q3,38.01283959641631,[10]
ニップン,2019,Q4,15.670234444320144,[10]
ニップン,2020,Q1,23.086060133592788,[10]
ニップン,2020,Q2,23.416413365184756,[10]
ニップン,2020,Q3,43.899906038176454,[10]
ニップン,2020,Q4,20.345811711412445,[10]
ニフコ,2018,Q1,9.739032499881453,[1000]
ニフコ,2018,Q2,63.01061922228376,[1000]
ニフコ,2018,Q3,-33.87753693917944,[1000]
ニフコ,2018,Q4,87.12170405871166,[1000]
ニフコ,2019,Q1,19.539697103774266,[1000]
ニフコ,2019,Q2,52.13087389225123,[1000]
ニフコ,2019,Q3,45.6442859708801,[1000]
ニフコ,2019,Q4,35.31289996768031,[1000]
ニフコ,2020,Q1,25.326181182517526,[1000]
ニフコ,2020,Q2,21.015791887651154,[1000]
ニフコ,2020,Q3,29.131312824012966,[1000]
ニフコ,2020,Q4,70.40505317490444,[1000]
ニプロ,2018,Q1,26.07615021320387,[1000]
ニプロ,2018,Q2,4.3363913525106526,[1000]
ニプロ,2018,Q3,41.18656247979936,[1000]
ニプロ,2018,Q4,-5.934503314020688,[1000]
ニプロ,2019,Q1,22.904544238954934,[1000]
ニプロ,2019,Q2,-10.804162562907933,[1000]
ニプロ,2019,Q3,43.82872588073674,[1000]
ニプロ,2019,Q4,-15.531325443535394,[1000]
ニプロ,2020,Q1,10.112096635451607,[1000]
ニプロ,2020,Q2,-17.1064655152543,[1000]
ニプロ,2020,Q3,-21.26704236434027,[1000]
ニプロ,2020,Q4,-79.6110413751099,[1000]
ニホンフラッシュ,2018,Q1,26.73328461121523,[1000]
ニホンフラッシュ,2018,Q2,47.528908659299184,[1000]
ニホンフラッシュ,2018,Q3,46.619661503372996,[1000]
ニホンフラッシュ,2018,Q4,53.69249808825147,[1000]
ニホンフラッシュ,2019,Q1,41.880529753350416,[1000]
ニホンフラッシュ,2019,Q2,57.828705561670105,[1000]
ニホンフラッシュ,2019,Q3,93.60401220899078,[1000]
ニホンフラッシュ,2019,Q4,86.43648331722812,[1000]
ニホンフラッシュ,2020,Q1,23.668264345526385,[1000]
ニホンフラッシュ,2020,Q2,32.48238975892992,[1000]
ニホンフラッシュ,2020,Q3,48.79781241459917,[1000]
ニホンフラッシュ,2020,Q4,45.98582016241883,[1000]
ネットワンシステムズ,2018,Q1,18.7502970912068,[1000]
ネットワンシステムズ,2018,Q2,-1.9117283294390253,[1000]
ネットワンシステムズ,2018,Q3,12.967594737802093,[1000]
ネットワンシステムズ,2018,Q4,29.724836299954532,[1000]
ネットワンシステムズ,2019,Q1,2.5485096150787756,[1000]
ネットワンシステムズ,2019,Q2,-16.776127110637425,[1000]
ネットワンシステムズ,2019,Q3,32.21290018071776,[1000]
ネットワンシステムズ,2019,Q4,49.880232301538996,[1000]
ネットワンシステムズ,2020,Q1,16.782789500914156,[1000]
