企業名,会計年度,四半期,y_hat_ml1_i_tuned,best_hyparam
きんでん,2018,Q3,31.812300946702962,[0.01321941]
きんでん,2018,Q4,68.38807364718849,[0.01321941]
きんでん,2019,Q1,17.760751933567,[0.01321941]
きんでん,2019,Q2,29.499324050132618,[0.01321941]
きんでん,2019,Q3,39.99489585177672,[0.01321941]
きんでん,2019,Q4,60.352473148918605,[0.01321941]
きんでん,2020,Q1,12.294939183963638,[0.01321941]
きんでん,2020,Q2,36.07841968118827,[0.01321941]
きんでん,2020,Q3,46.2021484316681,[0.01321941]
きんでん,2020,Q4,65.46291501031257,[0.01321941]
さくらインターネット,2018,Q1,5.929042296936913,[100.]
さくらインターネット,2018,Q2,-6.18530867184041,[100.]
さくらインターネット,2018,Q3,14.44876343588723,[100.]
さくらインターネット,2018,Q4,18.738222402432143,[100.]
さくらインターネット,2019,Q1,12.482422462049005,[100.]
さくらインターネット,2019,Q2,4.0033800468084415,[100.]
さくらインターネット,2019,Q3,1.444901830573487,[100.]
さくらインターネット,2019,Q4,3.613388511160384,[100.]
さくらインターネット,2020,Q1,5.577652045114522,[100.]
さくらインターネット,2020,Q2,1.3418403058017017,[100.]
さくらインターネット,2020,Q3,6.059250775523938,[100.]
さくらインターネット,2020,Q4,6.0267217584343955,[100.]
たけびし,2018,Q1,40.652983462267365,[0.95454846]
たけびし,2018,Q2,42.592654551017965,[0.95454846]
たけびし,2018,Q3,45.41655401456205,[0.95454846]
たけびし,2018,Q4,35.537612872168424,[0.95454846]
たけびし,2019,Q1,28.027022849747393,[0.95454846]
たけびし,2019,Q2,37.3088165538627,[0.95454846]
たけびし,2019,Q3,28.674914491290235,[0.95454846]
たけびし,2019,Q4,31.688487349399058,[0.95454846]
たけびし,2020,Q1,23.560131144774388,[0.95454846]
たけびし,2020,Q2,22.48100639532047,[0.95454846]
たけびし,2020,Q3,22.710625622696732,[0.95454846]
たけびし,2020,Q4,33.22693185680313,[0.95454846]
なとり,2018,Q1,23.70231098011785,[3.19926714]
なとり,2018,Q2,22.761326603689547,[3.19926714]
なとり,2018,Q3,63.290858292554525,[3.19926714]
なとり,2018,Q4,-18.94236307473735,[3.19926714]
なとり,2019,Q1,17.680777142719315,[3.19926714]
なとり,2019,Q2,27.39896840346229,[3.19926714]
なとり,2019,Q3,57.55812149137844,[3.19926714]
なとり,2019,Q4,-14.127079588595318,[3.19926714]
なとり,2020,Q1,24.46193120143852,[3.19926714]
なとり,2020,Q2,29.283219147139395,[3.19926714]
なとり,2020,Q3,85.06056408216241,[3.19926714]
なとり,2020,Q4,-13.51833927115689,[3.19926714]
はせがわ,2018,Q1,-10.241747312408862,[0.25950242]
はせがわ,2018,Q2,23.398254570407545,[0.25950242]
はせがわ,2018,Q3,-4.577105579584924,[0.25950242]
はせがわ,2018,Q4,-8.499404814967932,[0.25950242]
はせがわ,2019,Q1,-24.070278011000426,[0.25950242]
はせがわ,2019,Q2,18.593000494874815,[0.25950242]
はせがわ,2019,Q3,-23.399097110607684,[0.25950242]
はせがわ,2019,Q4,-35.958623758430804,[0.25950242]
はせがわ,2020,Q1,-20.258678017568542,[0.25950242]
はせがわ,2020,Q2,10.467913814932729,[0.25950242]
はせがわ,2020,Q3,1.8142372959610782,[0.25950242]
はせがわ,2020,Q4,3.3353650452660304,[0.25950242]
はるやまホールディングス,2018,Q1,-3.407817286352426,[47.50810162]
はるやまホールディングス,2018,Q2,-24.617401959186296,[47.50810162]
はるやまホールディングス,2018,Q3,22.369369846297957,[47.50810162]
はるやまホールディングス,2018,Q4,65.78340262398967,[47.50810162]
はるやまホールディングス,2019,Q1,-12.757403811268219,[47.50810162]
はるやまホールディングス,2019,Q2,-28.457441745612712,[47.50810162]
はるやまホールディングス,2019,Q3,2.93841215078875,[47.50810162]
はるやまホールディングス,2019,Q4,38.841044603194725,[47.50810162]
はるやまホールディングス,2020,Q1,-40.31854019461651,[47.50810162]
はるやまホールディングス,2020,Q2,-71.87140111908455,[47.50810162]
はるやまホールディングス,2020,Q3,-37.32464918094853,[47.50810162]
はるやまホールディングス,2020,Q4,-28.353941542136084,[47.50810162]
ぴあ,2018,Q1,24.37726760125382,[91.11627561]
ぴあ,2018,Q2,20.51007602096221,[91.11627561]
ぴあ,2018,Q3,11.793196101303018,[91.11627561]
ぴあ,2018,Q4,36.46845007311806,[91.11627561]
ぴあ,2019,Q1,18.794273226174234,[91.11627561]
ぴあ,2019,Q2,16.376728298088203,[91.11627561]
ぴあ,2019,Q3,-6.470904766675076,[91.11627561]
ぴあ,2019,Q4,16.480496697640667,[91.11627561]
ぴあ,2020,Q1,-49.77943142107044,[91.11627561]
ぴあ,2020,Q2,-79.61903695112451,[91.11627561]
ぴあ,2020,Q3,-30.082867395534933,[91.11627561]
ぴあ,2020,Q4,-75.18912736834909,[91.11627561]
やまや,2018,Q1,85.62493822673841,[100.]
やまや,2018,Q2,68.50020922719132,[100.]
やまや,2018,Q3,150.5534139139246,[100.]
やまや,2018,Q4,55.412343470253774,[100.]
やまや,2019,Q1,80.68358443808182,[100.]
やまや,2019,Q2,61.09408662917076,[100.]
やまや,2019,Q3,133.3128428189268,[100.]
やまや,2019,Q4,7.218063277950947,[100.]
やまや,2020,Q1,-108.20898633168132,[100.]
やまや,2020,Q2,-28.982935553347005,[100.]
やまや,2020,Q3,34.938123187724926,[100.]
やまや,2020,Q4,-391.7667773051599,[100.]
りらいあコミュニケーションズ,2018,Q1,19.287661446280083,[100.]
りらいあコミュニケーションズ,2018,Q2,18.303189786161106,[100.]
りらいあコミュニケーションズ,2018,Q3,18.25892395778173,[100.]
りらいあコミュニケーションズ,2018,Q4,21.09652353342099,[100.]
りらいあコミュニケーションズ,2019,Q1,5.144303881578193,[100.]
りらいあコミュニケーションズ,2019,Q2,6.61166042422495,[100.]
りらいあコミュニケーションズ,2019,Q3,8.585497519023097,[100.]
りらいあコミュニケーションズ,2019,Q4,9.635962423505239,[100.]
りらいあコミュニケーションズ,2020,Q1,10.392116882935479,[100.]
りらいあコミュニケーションズ,2020,Q2,10.825738697457307,[100.]
りらいあコミュニケーションズ,2020,Q3,10.829892137735445,[100.]
りらいあコミュニケーションズ,2020,Q4,10.613774497661538,[100.]
わかもと製薬,2018,Q1,0.5997222222222222,[39.44206059]
わかもと製薬,2018,Q2,0.7313888888888889,[39.44206059]
わかもと製薬,2018,Q3,0.5477777777777777,[39.44206059]
わかもと製薬,2018,Q4,0.6452777777777778,[39.44206059]
わかもと製薬,2019,Q1,0.41527777777777775,[39.44206059]
わかもと製薬,2019,Q2,0.2905555555555555,[39.44206059]
わかもと製薬,2019,Q3,-0.5833333333333331,[39.44206059]
わかもと製薬,2019,Q4,-0.49249999999999994,[39.44206059]
わかもと製薬,2020,Q1,-0.5677777777777778,[39.44206059]
わかもと製薬,2020,Q2,-0.4897222222222221,[39.44206059]
わかもと製薬,2020,Q3,-0.9772222222222222,[39.44206059]
わかもと製薬,2020,Q4,-0.8527777777777777,[39.44206059]
アイカ工業,2018,Q1,45.0622507961833,[0.04037017]
アイカ工業,2018,Q2,57.70887797806811,[0.04037017]
アイカ工業,2018,Q3,65.71695832255301,[0.04037017]
アイカ工業,2018,Q4,60.185540621745695,[0.04037017]
アイカ工業,2019,Q1,48.2797787453958,[0.04037017]
アイカ工業,2019,Q2,48.65294334378626,[0.04037017]
アイカ工業,2019,Q3,45.345059009813276,[0.04037017]
アイカ工業,2019,Q4,52.92034869156123,[0.04037017]
アイカ工業,2020,Q1,37.372453009767675,[0.04037017]
アイカ工業,2020,Q2,35.45367846530826,[0.04037017]
アイカ工業,2020,Q3,63.752562928984354,[0.04037017]
アイカ工業,2020,Q4,65.80845187810618,[0.04037017]
アイコム,2018,Q1,13.13990612118998,[52.14008288]
アイコム,2018,Q2,20.61130086571891,[52.14008288]
アイコム,2018,Q3,26.795823275781515,[52.14008288]
アイコム,2018,Q4,112.3744771660532,[52.14008288]
アイコム,2019,Q1,-8.02667477607013,[52.14008288]
アイコム,2019,Q2,-4.873538746957323,[52.14008288]
アイコム,2019,Q3,27.099313164905666,[52.14008288]
アイコム,2019,Q4,50.55295332467303,[52.14008288]
アイコム,2020,Q1,-20.745277791656733,[52.14008288]
アイコム,2020,Q2,-1.9235888802095502,[52.14008288]
アイコム,2020,Q3,28.807045886116214,[52.14008288]
アイコム,2020,Q4,50.70187023791985,[52.14008288]
アイシン,2018,Q1,173.03959905423105,[35.93813664]
アイシン,2018,Q2,52.78274734417282,[35.93813664]
アイシン,2018,Q3,92.05219333535092,[35.93813664]
アイシン,2018,Q4,130.8241329327115,[35.93813664]
アイシン,2019,Q1,116.29654533570306,[35.93813664]
アイシン,2019,Q2,-6.484775583938294,[35.93813664]
アイシン,2019,Q3,50.62198377629727,[35.93813664]
アイシン,2019,Q4,18.482521480328195,[35.93813664]
アイシン,2020,Q1,-201.57355657047668,[35.93813664]
アイシン,2020,Q2,104.44637116762807,[35.93813664]
アイシン,2020,Q3,197.6041030324925,[35.93813664]
アイシン,2020,Q4,102.21077269880493,[35.93813664]
アイダエンジニアリング,2018,Q1,13.397148712749068,[0.07742637]
アイダエンジニアリング,2018,Q2,2.8139226515753393,[0.07742637]
アイダエンジニアリング,2018,Q3,5.7507342641937385,[0.07742637]
アイダエンジニアリング,2018,Q4,23.078525609264027,[0.07742637]
アイダエンジニアリング,2019,Q1,4.760311785338963,[0.07742637]
アイダエンジニアリング,2019,Q2,17.02844786466709,[0.07742637]
アイダエンジニアリング,2019,Q3,14.877530416628478,[0.07742637]
アイダエンジニアリング,2019,Q4,27.170244490398737,[0.07742637]
アイダエンジニアリング,2020,Q1,4.35334453508662,[0.07742637]
アイダエンジニアリング,2020,Q2,32.6196677918981,[0.07742637]
アイダエンジニアリング,2020,Q3,17.44276912250659,[0.07742637]
アイダエンジニアリング,2020,Q4,22.9512468799946,[0.07742637]
アイチコーポレーション,2018,Q1,5.248369466481504,[1.66810054]
アイチコーポレーション,2018,Q2,18.459725530096534,[1.66810054]
アイチコーポレーション,2018,Q3,20.69840503758094,[1.66810054]
アイチコーポレーション,2018,Q4,23.987593716234016,[1.66810054]
アイチコーポレーション,2019,Q1,13.494484347520011,[1.66810054]
アイチコーポレーション,2019,Q2,17.48468540168468,[1.66810054]
アイチコーポレーション,2019,Q3,7.172802352043307,[1.66810054]
アイチコーポレーション,2019,Q4,19.865641326101123,[1.66810054]
アイチコーポレーション,2020,Q1,10.388325366588907,[1.66810054]
アイチコーポレーション,2020,Q2,17.298001780407663,[1.66810054]
アイチコーポレーション,2020,Q3,12.524702548365264,[1.66810054]
アイチコーポレーション,2020,Q4,23.517721047747838,[1.66810054]
アイティフォー,2018,Q1,3.7899497770067487,[3.85352859]
アイティフォー,2018,Q2,6.730928349795255,[3.85352859]
アイティフォー,2018,Q3,7.8025706177744745,[3.85352859]
アイティフォー,2018,Q4,21.303556134543715,[3.85352859]
アイティフォー,2019,Q1,6.161817002496587,[3.85352859]
アイティフォー,2019,Q2,9.848779693267716,[3.85352859]
アイティフォー,2019,Q3,8.444840052645006,[3.85352859]
アイティフォー,2019,Q4,21.19801900987879,[3.85352859]
アイティフォー,2020,Q1,8.917619395674727,[3.85352859]
アイティフォー,2020,Q2,13.730853404924131,[3.85352859]
アイティフォー,2020,Q3,10.683112953878311,[3.85352859]
アイティフォー,2020,Q4,22.476754272403944,[3.85352859]
アイティメディア,2018,Q1,-1.7723362381042307,[0.02782559]
アイティメディア,2018,Q2,8.274087454175088,[0.02782559]
アイティメディア,2018,Q3,4.11405909758048,[0.02782559]
アイティメディア,2018,Q4,-1.265286293408593,[0.02782559]
アイティメディア,2019,Q1,7.066668216272717,[0.02782559]
アイティメディア,2019,Q2,12.046796917101062,[0.02782559]
アイティメディア,2019,Q3,9.60190709208861,[0.02782559]
アイティメディア,2019,Q4,10.756782115183114,[0.02782559]
アイティメディア,2020,Q1,11.464800474501558,[0.02782559]
アイティメディア,2020,Q2,16.797110418016878,[0.02782559]
アイティメディア,2020,Q3,21.81678155281714,[0.02782559]
アイティメディア,2020,Q4,21.859657413921983,[0.02782559]
アイネス,2018,Q1,-5.389459188171651,[20.56512308]
アイネス,2018,Q2,16.333127780067343,[20.56512308]
アイネス,2018,Q3,5.132749465024275,[20.56512308]
アイネス,2018,Q4,22.11482829840245,[20.56512308]
アイネス,2019,Q1,15.211255979295357,[20.56512308]
アイネス,2019,Q2,25.455743244930268,[20.56512308]
アイネス,2019,Q3,-9.754682282657715,[20.56512308]
アイネス,2019,Q4,-122.52638521655537,[20.56512308]
アイネス,2020,Q1,19.57638765728708,[20.56512308]
アイネス,2020,Q2,24.05386590069324,[20.56512308]
アイネス,2020,Q3,42.98449228561535,[20.56512308]
アイネス,2020,Q4,54.13844131666486,[20.56512308]
アイネット,2018,Q1,12.211760473025976,[0.01]
アイネット,2018,Q2,25.89571024583959,[0.01]
アイネット,2018,Q3,26.400210374160267,[0.01]
アイネット,2018,Q4,25.06437685279805,[0.01]
アイネット,2019,Q1,20.955979783073552,[0.01]
アイネット,2019,Q2,27.258920757535286,[0.01]
アイネット,2019,Q3,26.927353526782802,[0.01]
アイネット,2019,Q4,24.57099518375903,[0.01]
アイネット,2020,Q1,12.187602627534115,[0.01]
アイネット,2020,Q2,24.56942447678552,[0.01]
アイネット,2020,Q3,18.85521561735161,[0.01]
アイネット,2020,Q4,32.65157419088742,[0.01]
アイホン,2018,Q1,10.512182713568563,[0.01450829]
アイホン,2018,Q2,69.56220381577509,[0.01450829]
アイホン,2018,Q3,31.076303677393412,[0.01450829]
アイホン,2018,Q4,67.82410192214411,[0.01450829]
アイホン,2019,Q1,35.69602361448642,[0.01450829]
アイホン,2019,Q2,83.9730708464233,[0.01450829]
アイホン,2019,Q3,20.276126367735287,[0.01450829]
アイホン,2019,Q4,25.791817577971642,[0.01450829]
アイホン,2020,Q1,9.540003255620832,[0.01450829]
アイホン,2020,Q2,51.302845621732786,[0.01450829]
アイホン,2020,Q3,46.27207839339735,[0.01450829]
アイホン,2020,Q4,-14.845760352712318,[0.01450829]
アイロムグループ,2018,Q1,34.33376655684232,[100.]
アイロムグループ,2018,Q2,59.738977779905795,[100.]
アイロムグループ,2018,Q3,32.944861950602856,[100.]
アイロムグループ,2018,Q4,60.32063748926128,[100.]
アイロムグループ,2019,Q1,23.46502502601348,[100.]
アイロムグループ,2019,Q2,-11.532588226304213,[100.]
アイロムグループ,2019,Q3,21.010121379010776,[100.]
アイロムグループ,2019,Q4,59.64746841995498,[100.]
アイロムグループ,2020,Q1,13.032048512519978,[100.]
アイロムグループ,2020,Q2,41.514967298894135,[100.]
アイロムグループ,2020,Q3,65.47477669815257,[100.]
アイロムグループ,2020,Q4,25.133044065769596,[100.]
アキレス,2018,Q1,31.457192760627322,[52.14008288]
アキレス,2018,Q2,24.978728979552958,[52.14008288]
アキレス,2018,Q3,28.56284832333342,[52.14008288]
アキレス,2018,Q4,5.607476129619577,[52.14008288]
アキレス,2019,Q1,11.891999569267726,[52.14008288]
アキレス,2019,Q2,2.5488853404246505,[52.14008288]
アキレス,2019,Q3,1.4239419354916052,[52.14008288]
アキレス,2019,Q4,8.751914103511673,[52.14008288]
アキレス,2020,Q1,17.611108628657043,[52.14008288]
アキレス,2020,Q2,72.1130774702744,[52.14008288]
アキレス,2020,Q3,30.524808559661395,[52.14008288]
アキレス,2020,Q4,30.455821316435557,[52.14008288]
アクシアル　リテイリング,2018,Q1,63.35290137133063,[5.09413801]
アクシアル　リテイリング,2018,Q2,80.95582116574903,[5.09413801]
アクシアル　リテイリング,2018,Q3,94.19855744764416,[5.09413801]
アクシアル　リテイリング,2018,Q4,51.805493977121714,[5.09413801]
アクシアル　リテイリング,2019,Q1,78.94706097583216,[5.09413801]
アクシアル　リテイリング,2019,Q2,72.44209093803642,[5.09413801]
アクシアル　リテイリング,2019,Q3,81.35354783027506,[5.09413801]
アクシアル　リテイリング,2019,Q4,55.32879088577576,[5.09413801]
アクシアル　リテイリング,2020,Q1,103.22105140864016,[5.09413801]
アクシアル　リテイリング,2020,Q2,96.94025087083112,[5.09413801]
アクシアル　リテイリング,2020,Q3,103.2797088173894,[5.09413801]
アクシアル　リテイリング,2020,Q4,41.67344580619923,[5.09413801]
アクセル,2018,Q1,-12.138816764678754,[10.72267222]
アクセル,2018,Q2,-6.511693714351072,[10.72267222]
アクセル,2018,Q3,-3.2132050757469424,[10.72267222]
アクセル,2018,Q4,-11.681835439287191,[10.72267222]
アクセル,2019,Q1,0.8540458933188759,[10.72267222]
アクセル,2019,Q2,-6.654614109782436,[10.72267222]
アクセル,2019,Q3,14.182678280293894,[10.72267222]
アクセル,2019,Q4,-1.2059452526846286,[10.72267222]
アクセル,2020,Q1,27.781282827174195,[10.72267222]
アクセル,2020,Q2,-5.684696236787602,[10.72267222]
アクセル,2020,Q3,8.594994825867989,[10.72267222]
アクセル,2020,Q4,16.507429842633623,[10.72267222]
アジアパイルホールディングス,2018,Q1,14.986661165567423,[100.]
アジアパイルホールディングス,2018,Q2,19.35787255384995,[100.]
アジアパイルホールディングス,2018,Q3,22.32434384751656,[100.]
アジアパイルホールディングス,2018,Q4,25.813566503800672,[100.]
アジアパイルホールディングス,2019,Q1,19.769928771947974,[100.]
アジアパイルホールディングス,2019,Q2,19.7927194863218,[100.]
アジアパイルホールディングス,2019,Q3,17.22121408057516,[100.]
アジアパイルホールディングス,2019,Q4,19.083039183670692,[100.]
アジアパイルホールディングス,2020,Q1,16.85264301291658,[100.]
アジアパイルホールディングス,2020,Q2,18.466357389031202,[100.]
アジアパイルホールディングス,2020,Q3,18.253433625359843,[100.]
アジアパイルホールディングス,2020,Q4,17.019766285397402,[100.]
アステラス製薬,2018,Q1,33.64884871579583,[75.64633276]
アステラス製薬,2018,Q2,25.010201943913657,[75.64633276]
アステラス製薬,2018,Q3,29.88144010250606,[75.64633276]
アステラス製薬,2018,Q4,14.659823925853626,[75.64633276]
アステラス製薬,2019,Q1,33.187151753871795,[75.64633276]
アステラス製薬,2019,Q2,24.02327719791823,[75.64633276]
アステラス製薬,2019,Q3,30.86840919569587,[75.64633276]
アステラス製薬,2019,Q4,16.782214718013844,[75.64633276]
アステラス製薬,2020,Q1,31.35625269571073,[75.64633276]
アステラス製薬,2020,Q2,29.856527131223363,[75.64633276]
アステラス製薬,2020,Q3,31.70852283043666,[75.64633276]
アステラス製薬,2020,Q4,14.29218913709564,[75.64633276]
アズビル,2018,Q1,15.220737635283044,[75.64633276]
アズビル,2018,Q2,47.610788468099884,[75.64633276]
アズビル,2018,Q3,-12.356879046210707,[75.64633276]
アズビル,2018,Q4,85.51765162159212,[75.64633276]
アズビル,2019,Q1,7.099014163342801,[75.64633276]
アズビル,2019,Q2,24.8794441645654,[75.64633276]
アズビル,2019,Q3,-2.5770752684848333,[75.64633276]
アズビル,2019,Q4,36.62466876610462,[75.64633276]
アズビル,2020,Q1,7.703840397530858,[75.64633276]
アズビル,2020,Q2,29.849863287807885,[75.64633276]
アズビル,2020,Q3,34.477928204151546,[75.64633276]
アズビル,2020,Q4,51.791461533415685,[75.64633276]
アズワン,2018,Q1,75.22795845385654,[100.]
アズワン,2018,Q2,67.67914925695479,[100.]
アズワン,2018,Q3,75.518516176,[100.]
アズワン,2018,Q4,94.94941736435081,[100.]
アズワン,2019,Q1,82.22837622238501,[100.]
アズワン,2019,Q2,66.31390462768977,[100.]
アズワン,2019,Q3,74.62450809627336,[100.]
アズワン,2019,Q4,85.36453899607446,[100.]
アズワン,2020,Q1,80.50656922912768,[100.]
アズワン,2020,Q2,71.72798468029669,[100.]
アズワン,2020,Q3,92.24443495093281,[100.]
アズワン,2020,Q4,91.66138177159851,[100.]
アツギ,2018,Q1,1.2128605041937404,[100.]
アツギ,2018,Q2,-5.6162396165559745,[100.]
アツギ,2018,Q3,6.053430434784486,[100.]
アツギ,2018,Q4,5.8600252617136075,[100.]
アツギ,2019,Q1,-95.84919899536773,[100.]
アツギ,2019,Q2,-73.95255830956886,[100.]
アツギ,2019,Q3,-30.766519086537382,[100.]
アツギ,2019,Q4,-113.77070005616359,[100.]
アツギ,2020,Q1,27.478636366571116,[100.]
アツギ,2020,Q2,-409.4561213529191,[100.]
アツギ,2020,Q3,-132.83962968639497,[100.]
アツギ,2020,Q4,-255.36114527652822,[100.]
アドウェイズ,2018,Q1,1.987206823849058,[2.009233]
アドウェイズ,2018,Q2,13.566795488369369,[2.009233]
アドウェイズ,2018,Q3,11.419679453849195,[2.009233]
アドウェイズ,2018,Q4,11.225465706808475,[2.009233]
アドウェイズ,2019,Q1,10.714111121225784,[2.009233]
アドウェイズ,2019,Q2,5.436270882549387,[2.009233]
アドウェイズ,2019,Q3,12.755151606241753,[2.009233]
アドウェイズ,2019,Q4,0.2777900293915501,[2.009233]
アドウェイズ,2020,Q1,1.7574005190710547,[2.009233]
アドウェイズ,2020,Q2,-4.815803741047628,[2.009233]
アドウェイズ,2020,Q3,0.8579931699749985,[2.009233]
アドウェイズ,2020,Q4,11.922566690312717,[2.009233]
アドソル日進,2018,Q1,17.31337172289762,[12.91549665]
アドソル日進,2018,Q2,18.694657130414974,[12.91549665]
アドソル日進,2018,Q3,18.522408477437125,[12.91549665]
アドソル日進,2018,Q4,15.522370770914238,[12.91549665]
アドソル日進,2019,Q1,21.30558747458642,[12.91549665]
アドソル日進,2019,Q2,23.282326437885736,[12.91549665]
アドソル日進,2019,Q3,23.519010421398534,[12.91549665]
アドソル日進,2019,Q4,18.580076493070457,[12.91549665]
アドソル日進,2020,Q1,24.766531763587167,[12.91549665]
アドソル日進,2020,Q2,24.545849183128944,[12.91549665]
アドソル日進,2020,Q3,24.271865766684286,[12.91549665]
アドソル日進,2020,Q4,17.4804925167095,[12.91549665]
アドバネクス,2018,Q1,-1.352070004658799,[22.5701972]
アドバネクス,2018,Q2,9.547395506415615,[22.5701972]
アドバネクス,2018,Q3,-5.8221892797079935,[22.5701972]
アドバネクス,2018,Q4,-30.059103774415572,[22.5701972]
アドバネクス,2019,Q1,-16.314437116202797,[22.5701972]
アドバネクス,2019,Q2,-10.20425392744408,[22.5701972]
アドバネクス,2019,Q3,17.499850562352158,[22.5701972]
アドバネクス,2019,Q4,-16.009708720866982,[22.5701972]
アドバネクス,2020,Q1,-67.07127279100537,[22.5701972]
アドバネクス,2020,Q2,-56.82368432951782,[22.5701972]
アドバネクス,2020,Q3,-24.82288029709083,[22.5701972]
アドバネクス,2020,Q4,-50.38568436406173,[22.5701972]
アドバンテスト,2018,Q1,71.04890012453593,[22.5701972]
アドバンテスト,2018,Q2,79.98466145937212,[22.5701972]
アドバンテスト,2018,Q3,83.54117153711074,[22.5701972]
アドバンテスト,2018,Q4,50.49672256248729,[22.5701972]
アドバンテスト,2019,Q1,59.503933936489965,[22.5701972]
アドバンテスト,2019,Q2,79.75544997363369,[22.5701972]
アドバンテスト,2019,Q3,61.54024245254096,[22.5701972]
アドバンテスト,2019,Q4,52.1883492457243,[22.5701972]
アドバンテスト,2020,Q1,59.71814524816447,[22.5701972]
アドバンテスト,2020,Q2,68.26807414312509,[22.5701972]
アドバンテスト,2020,Q3,72.42873625582088,[22.5701972]
アドバンテスト,2020,Q4,91.75328160148564,[22.5701972]
アドヴァングループ,2018,Q1,-31.30735766753736,[0.04430621]
アドヴァングループ,2018,Q2,40.17301783757978,[0.04430621]
アドヴァングループ,2018,Q3,63.45226931956029,[0.04430621]
アドヴァングループ,2018,Q4,6.257224113427128,[0.04430621]
アドヴァングループ,2019,Q1,54.73616783480452,[0.04430621]
アドヴァングループ,2019,Q2,24.11215116034259,[0.04430621]
アドヴァングループ,2019,Q3,34.849929035332025,[0.04430621]
アドヴァングループ,2019,Q4,41.237275535518506,[0.04430621]
アドヴァングループ,2020,Q1,13.251759097070988,[0.04430621]
アドヴァングループ,2020,Q2,17.07386857708559,[0.04430621]
アドヴァングループ,2020,Q3,14.435670163352455,[0.04430621]
アドヴァングループ,2020,Q4,19.651319177218966,[0.04430621]
アネスト岩田,2018,Q1,19.496938834047477,[0.34304693]
アネスト岩田,2018,Q2,26.759532974973865,[0.34304693]
アネスト岩田,2018,Q3,19.66366458921875,[0.34304693]
アネスト岩田,2018,Q4,15.837584801589182,[0.34304693]
アネスト岩田,2019,Q1,17.399053253802506,[0.34304693]
アネスト岩田,2019,Q2,24.3113929533027,[0.34304693]
アネスト岩田,2019,Q3,9.371616567958334,[0.34304693]
アネスト岩田,2019,Q4,17.717328976690634,[0.34304693]
アネスト岩田,2020,Q1,12.512858206465403,[0.34304693]
アネスト岩田,2020,Q2,20.34255749096121,[0.34304693]
アネスト岩田,2020,Q3,19.710830530645392,[0.34304693]
アネスト岩田,2020,Q4,18.810748332955196,[0.34304693]
アマダ,2018,Q1,14.479467339240184,[35.93813664]
アマダ,2018,Q2,21.32668541658861,[35.93813664]
アマダ,2018,Q3,17.497773074499836,[35.93813664]
