企業名,会計年度,四半期,y_hat_mraf,best_hyparam
エヌ・ティ・ティ・データ,2018,Q4,19.014294098472,[500 100]
エヌ・ティ・ティ・データ,2019,Q1,17.62333944800141,[500 100]
エヌ・ティ・ティ・データ,2019,Q2,14.783103595464818,[500 100]
エヌ・ティ・ティ・データ,2019,Q3,16.21970719092971,[500 100]
エヌ・ティ・ティ・データ,2019,Q4,30.951348133794617,[500 100]
エヌ・ティ・ティ・データ,2020,Q1,14.694204484590342,[500 100]
エヌ・ティ・ティ・データ,2020,Q2,13.854788363442694,[500 100]
エヌ・ティ・ティ・データ,2020,Q3,14.45010298972682,[500 100]
エヌ・ティ・ティ・データ,2020,Q4,17.441965090328246,[500 100]
エノモト,2018,Q1,33.92847864061655,[100 10]
エノモト,2018,Q2,27.73404601491216,[100 10]
エノモト,2018,Q3,37.99582300745605,[100 10]
エノモト,2018,Q4,39.91405575186402,[100 10]
エノモト,2019,Q1,28.704303533552363,[100 10]
エノモト,2019,Q2,33.13067875932011,[100 10]
エノモト,2019,Q3,23.776078759320104,[100 10]
エノモト,2019,Q4,35.48993451118411,[100 10]
エノモト,2020,Q1,30.324590263048155,[100 10]
エノモト,2020,Q2,31.150078759320117,[100 10]
エノモト,2020,Q3,42.56775575186401,[100 10]
エノモト,2020,Q4,46.97136725559205,[100 10]
エバラ食品工業,2018,Q1,23.263974999999814,[2000 100]
エバラ食品工業,2018,Q2,33.346889999999775,[2000 100]
エバラ食品工業,2018,Q3,56.7659899999997,[2000 100]
エバラ食品工業,2018,Q4,-10.338580000000029,[2000 100]
エバラ食品工業,2019,Q1,24.947204999999663,[2000 100]
エバラ食品工業,2019,Q2,37.275679999999646,[2000 100]
エバラ食品工業,2019,Q3,68.53344500000041,[2000 100]
エバラ食品工業,2019,Q4,-3.141254999999976,[2000 100]
エバラ食品工業,2020,Q1,31.72644499999988,[2000 100]
エバラ食品工業,2020,Q2,40.49944000000011,[2000 100]
エバラ食品工業,2020,Q3,59.32951499999996,[2000 100]
エバラ食品工業,2020,Q4,-12.102884999999857,[2000 100]
エフテック,2018,Q1,24.80180000000001,[100 10]
エフテック,2018,Q2,33.47920000000005,[100 10]
エフテック,2018,Q3,36.96170000000005,[100 10]
エフテック,2018,Q4,16.075599999999998,[100 10]
エフテック,2019,Q1,18.749,[100 10]
エフテック,2019,Q2,14.557149999999996,[100 10]
エフテック,2019,Q3,-7.175100000000004,[100 10]
エフテック,2019,Q4,37.67610000000003,[100 10]
エフテック,2020,Q1,16.88840000000001,[100 10]
エフテック,2020,Q2,4.280700000000011,[100 10]
エフテック,2020,Q3,22.97030000000001,[100 10]
エフテック,2020,Q4,32.11656666666669,[100 10]
エフピコ,2018,Q1,46.85257017384251,[2000 100]
エフピコ,2018,Q2,54.756663748560605,[2000 100]
エフピコ,2018,Q3,87.5093339281614,[2000 100]
エフピコ,2018,Q4,35.37523319824915,[2000 100]
エフピコ,2019,Q1,56.804951604880905,[2000 100]
エフピコ,2019,Q2,73.1841719640794,[2000 100]
エフピコ,2019,Q3,95.23575392816107,[2000 100]
エフピコ,2019,Q4,43.72257606032584,[2000 100]
エフピコ,2020,Q1,70.54123678448033,[2000 100]
エフピコ,2020,Q2,87.75379392815967,[2000 100]
エフピコ,2020,Q3,86.54527656146198,[2000 100]
エフピコ,2020,Q4,41.04047322422461,[2000 100]
エフ・シー・シー,2018,Q1,34.36603163627041,[2000 10]
エフ・シー・シー,2018,Q2,40.68651736105118,[2000 10]
エフ・シー・シー,2018,Q3,53.8925026073326,[2000 10]
エフ・シー・シー,2018,Q4,44.58300833936839,[2000 10]
エフ・シー・シー,2019,Q1,53.72600255747568,[2000 10]
エフ・シー・シー,2019,Q2,55.67465688567128,[2000 10]
エフ・シー・シー,2019,Q3,42.23437496040665,[2000 10]
エフ・シー・シー,2019,Q4,59.56210663578069,[2000 10]
エフ・シー・シー,2020,Q1,30.704507705012357,[2000 10]
エフ・シー・シー,2020,Q2,31.303183569596985,[2000 10]
エフ・シー・シー,2020,Q3,15.303962523466051,[2000 10]
エフ・シー・シー,2020,Q4,50.41786355809341,[2000 10]
エフ・ジェー・ネクスト,2018,Q1,43.95667714720551,[500 10]
エフ・ジェー・ネクスト,2018,Q2,41.46489343096304,[500 10]
エフ・ジェー・ネクスト,2018,Q3,22.909560000000003,[500 10]
エフ・ジェー・ネクスト,2018,Q4,54.07680457969025,[500 10]
エフ・ジェー・ネクスト,2019,Q1,63.82181000760958,[500 10]
エフ・ジェー・ネクスト,2019,Q2,54.20167885888221,[500 10]
エフ・ジェー・ネクスト,2019,Q3,22.16316000000006,[500 10]
エフ・ジェー・ネクスト,2019,Q4,76.6542971472056,[500 10]
エフ・ジェー・ネクスト,2020,Q1,23.950264857360303,[500 10]
エフ・ジェー・ネクスト,2020,Q2,49.54143171928633,[500 10]
エフ・ジェー・ネクスト,2020,Q3,36.79268000000006,[500 10]
エフ・ジェー・ネクスト,2020,Q4,60.15976371624244,[500 10]
エムスリー,2018,Q1,14.51228000000009,[500 10]
エムスリー,2018,Q2,14.565880000000057,[500 10]
エムスリー,2018,Q3,12.864584303899724,[500 10]
エムスリー,2018,Q4,9.9946925242176,[500 10]
エムスリー,2019,Q1,8.443919999999963,[500 10]
エムスリー,2019,Q2,8.727845420702888,[500 10]
エムスリー,2019,Q3,11.569423365623472,[500 10]
エムスリー,2019,Q4,9.222067103514629,[500 10]
エムスリー,2020,Q1,11.28739084140588,[500 10]
エムスリー,2020,Q2,11.512937944920546,[500 10]
エムスリー,2020,Q3,28.499636440459376,[500 10]
エムスリー,2020,Q4,51.390000187367725,[500 10]
エレコム,2018,Q1,44.3131009918848,[1000 100]
エレコム,2018,Q2,46.40342479350768,[1000 100]
エレコム,2018,Q3,50.04017396753908,[1000 100]
エレコム,2018,Q4,49.93259115780066,[1000 100]
エレコム,2019,Q1,41.21166619837685,[1000 100]
エレコム,2019,Q2,48.80123818214626,[1000 100]
エレコム,2019,Q3,48.47991198376935,[1000 100]
エレコム,2019,Q4,46.9037485951306,[1000 100]
エレコム,2020,Q1,46.502830991884615,[1000 100]
エレコム,2020,Q2,52.68677999999977,[1000 100]
エレコム,2020,Q3,56.01416479350748,[1000 100]
エレコム,2020,Q4,55.65736479350806,[1000 100]
エレマテック,2018,Q1,43.14817499999965,[2000 100]
エレマテック,2018,Q2,50.75309000000049,[2000 100]
エレマテック,2018,Q3,65.91865500000114,[2000 100]
エレマテック,2018,Q4,46.508644999999824,[2000 100]
エレマテック,2019,Q1,36.54873658411584,[2000 100]
エレマテック,2019,Q2,34.96827034794682,[2000 100]
エレマテック,2019,Q3,32.17322394685099,[2000 100]
エレマテック,2019,Q4,27.222926107950155,[2000 100]
エレマテック,2020,Q1,24.87190923068881,[2000 100]
エレマテック,2020,Q2,21.012496556715544,[2000 100]
エレマテック,2020,Q3,22.01326929479809,[2000 100]
エレマテック,2020,Q4,28.557168470685657,[2000 100]
エンシュウ,2018,Q1,2.8525,[100 10]
エンシュウ,2018,Q2,1.722300000000002,[100 10]
エンシュウ,2018,Q3,5.671639669483119,[100 10]
エンシュウ,2018,Q4,40.83684342603472,[100 10]
エンシュウ,2019,Q1,50.25629812172415,[100 10]
エンシュウ,2019,Q2,69.30474906086205,[100 10]
エンシュウ,2019,Q3,82.7071,[100 10]
エンシュウ,2019,Q4,57.178700000000006,[100 10]
エンシュウ,2020,Q1,37.844549060862136,[100 10]
エンシュウ,2020,Q2,20.758699999999973,[100 10]
エンシュウ,2020,Q3,12.174199999999995,[100 10]
エンシュウ,2020,Q4,29.5249,[100 10]
エンプラス,2018,Q1,42.16584000000002,[500 10]
エンプラス,2018,Q2,50.00855999999995,[500 10]
エンプラス,2018,Q3,35.41723999999992,[500 10]
エンプラス,2018,Q4,44.15020000000002,[500 10]
エンプラス,2019,Q1,33.89645999999992,[500 10]
エンプラス,2019,Q2,40.08537999999989,[500 10]
エンプラス,2019,Q3,31.05270000000003,[500 10]
エンプラス,2019,Q4,5.169179999999996,[500 10]
エンプラス,2020,Q1,19.386059999999976,[500 10]
エンプラス,2020,Q2,5.507480000000004,[500 10]
エンプラス,2020,Q3,10.816400000000032,[500 10]
エンプラス,2020,Q4,18.051779999999976,[500 10]
エーアンドエーマテリアル,2018,Q1,44.93990791720262,[1000 10]
エーアンドエーマテリアル,2018,Q2,45.31595884289061,[1000 10]
エーアンドエーマテリアル,2018,Q3,51.379899884289536,[1000 10]
エーアンドエーマテリアル,2018,Q4,66.30562988428949,[1000 10]
エーアンドエーマテリアル,2019,Q1,63.45107988428934,[1000 10]
エーアンドエーマテリアル,2019,Q2,61.79099000000002,[1000 10]
エーアンドエーマテリアル,2019,Q3,71.94142999999997,[1000 10]
エーアンドエーマテリアル,2019,Q4,79.49888999999976,[1000 10]
エーアンドエーマテリアル,2020,Q1,50.14808999999998,[1000 10]
エーアンドエーマテリアル,2020,Q2,59.124329884289125,[1000 10]
エーアンドエーマテリアル,2020,Q3,30.8559495371562,[1000 10]
エーアンドエーマテリアル,2020,Q4,42.98487976857811,[1000 10]
エーザイ,2018,Q1,46.67446316742996,[500 10]
エーザイ,2018,Q2,55.66160576255901,[500 10]
エーザイ,2018,Q3,60.22038316742997,[500 10]
エーザイ,2018,Q4,58.06886842922575,[500 10]
エーザイ,2019,Q1,47.081848786913824,[500 10]
エーザイ,2019,Q2,45.17109757382752,[500 10]
エーザイ,2019,Q3,71.1068547382044,[500 10]
エーザイ,2019,Q4,108.04785999999972,[500 10]
エーザイ,2020,Q1,78.9902336910214,[500 10]
エーザイ,2020,Q2,71.58135614307521,[500 10]
エーザイ,2020,Q3,90.00364,[500 10]
エーザイ,2020,Q4,42.99906738204292,[500 10]
エー・アンド・デイ,2018,Q1,7.991133333333315,[500 10]
エー・アンド・デイ,2018,Q2,17.356159999999953,[500 10]
エー・アンド・デイ,2018,Q3,21.433459999999982,[500 10]
エー・アンド・デイ,2018,Q4,49.05977999999989,[500 10]
エー・アンド・デイ,2019,Q1,-1.5605999999999949,[500 10]
エー・アンド・デイ,2019,Q2,22.240039999999944,[500 10]
エー・アンド・デイ,2019,Q3,11.656979999999995,[500 10]
エー・アンド・デイ,2019,Q4,55.44516000000015,[500 10]
エー・アンド・デイ,2020,Q1,-9.826640000000038,[500 10]
エー・アンド・デイ,2020,Q2,18.040567999999976,[500 10]
エー・アンド・デイ,2020,Q3,9.268759999999986,[500 10]
エー・アンド・デイ,2020,Q4,49.49508000000016,[500 10]
オイレス工業,2018,Q1,30.769630067912665,[500 10]
オイレス工業,2018,Q2,33.68490223276506,[500 10]
オイレス工業,2018,Q3,30.75831673457928,[500 10]
オイレス工業,2018,Q4,22.354956150338836,[500 10]
オイレス工業,2019,Q1,25.449774741836062,[500 10]
オイレス工業,2019,Q2,22.987576734579303,[500 10]
オイレス工業,2019,Q3,32.07986924365029,[500 10]
オイレス工業,2019,Q4,31.54029274909292,[500 10]
オイレス工業,2020,Q1,19.64032274909296,[500 10]
オイレス工業,2020,Q2,15.299992749092857,[500 10]
オイレス工業,2020,Q3,23.83640549818583,[500 10]
オイレス工業,2020,Q4,14.50045274909293,[500 10]
オカダアイヨン,2018,Q1,22.13237000000003,[2000 100]
オカダアイヨン,2018,Q2,23.6735199999997,[2000 100]
オカダアイヨン,2018,Q3,21.463140000000077,[2000 100]
オカダアイヨン,2018,Q4,27.24411500000005,[2000 100]
オカダアイヨン,2019,Q1,25.44183499999997,[2000 100]
オカダアイヨン,2019,Q2,30.63128999999991,[2000 100]
オカダアイヨン,2019,Q3,27.24997499999964,[2000 100]
オカダアイヨン,2019,Q4,29.325669999999903,[2000 100]
オカダアイヨン,2020,Q1,26.615995000000083,[2000 100]
オカダアイヨン,2020,Q2,33.485579999999715,[2000 100]
オカダアイヨン,2020,Q3,22.83005000000013,[2000 100]
オカダアイヨン,2020,Q4,28.44762500000019,[2000 100]
オカムラ,2018,Q1,21.97983499999989,[2000 100]
オカムラ,2018,Q2,21.736624999999982,[2000 100]
オカムラ,2018,Q3,20.320550000000036,[2000 100]
オカムラ,2018,Q4,37.971600000000215,[2000 100]
オカムラ,2019,Q1,22.65390000000003,[2000 100]
オカムラ,2019,Q2,22.899545000000057,[2000 100]
オカムラ,2019,Q3,14.965144999999833,[2000 100]
オカムラ,2019,Q4,42.16238500000037,[2000 100]
オカムラ,2020,Q1,15.236314999999983,[2000 100]
オカムラ,2020,Q2,11.77127000000005,[2000 100]
オカムラ,2020,Q3,17.372429999999905,[2000 100]
オカムラ,2020,Q4,43.69272000000013,[2000 100]
オカモト,2018,Q1,23.349729999999926,[1000 100]
オカモト,2018,Q2,23.48931999999998,[1000 100]
オカモト,2018,Q3,27.348323032096964,[1000 100]
オカモト,2018,Q4,48.56271576503603,[1000 100]
オカモト,2019,Q1,47.25201972888782,[1000 100]
オカモト,2019,Q2,66.74457963851688,[1000 100]
オカモト,2019,Q3,83.42634189155561,[1000 100]
オカモト,2019,Q4,47.755800570271205,[1000 100]
オカモト,2020,Q1,48.18539047990025,[1000 100]
オカモト,2020,Q2,57.0369331224679,[1000 100]
オカモト,2020,Q3,55.76757246182608,[1000 100]
オカモト,2020,Q4,63.11643330320957,[1000 100]
オリエンタルランド,2018,Q1,60.43725583333494,[2000 10]
オリエンタルランド,2018,Q2,68.258845000002,[2000 10]
オリエンタルランド,2018,Q3,71.94888051718038,[2000 10]
オリエンタルランド,2018,Q4,57.23949387929596,[2000 10]
オリエンタルランド,2019,Q1,64.73070000000158,[2000 10]
オリエンタルランド,2019,Q2,69.24638637929557,[2000 10]
オリエンタルランド,2019,Q3,74.7028922409635,[2000 10]
オリエンタルランド,2019,Q4,-14.622816724230312,[2000 10]
オリエンタルランド,2020,Q1,-1.2984408621151726,[2000 10]
オリエンタルランド,2020,Q2,21.089955000000025,[2000 10]
オリエンタルランド,2020,Q3,1.6514127585898786,[2000 10]
オリエンタルランド,2020,Q4,-10.539022241409944,[2000 10]
オリジン,2018,Q1,44.18140320145428,[2000 100]
オリジン,2018,Q2,23.08741161890473,[2000 100]
オリジン,2018,Q3,101.98791780581708,[2000 100]
オリジン,2018,Q4,79.6260938130876,[2000 100]
オリジン,2019,Q1,89.8154014029085,[2000 100]
オリジン,2019,Q2,46.54130381308722,[2000 100]
オリジン,2019,Q3,45.11152780581604,[2000 100]
オリジン,2019,Q4,17.070418490160723,[2000 100]
オリジン,2020,Q1,-3.6312890996598015,[2000 100]
オリジン,2020,Q2,-33.55773039563794,[2000 100]
オリジン,2020,Q3,-40.2897250000005,[2000 100]
オリジン,2020,Q4,30.571052014541525,[2000 100]
オリンパス,2018,Q1,30.090024287020697,[2000 100]
オリンパス,2018,Q2,42.49763738269525,[2000 100]
オリンパス,2018,Q3,32.648619907984816,[2000 100]
オリンパス,2018,Q4,11.663684181009891,[2000 100]
オリンパス,2019,Q1,15.0115724285936,[2000 100]
オリンパス,2019,Q2,26.27358165232835,[2000 100]
オリンパス,2019,Q3,31.16001880215141,[2000 100]
オリンパス,2019,Q4,8.559537419302513,[2000 100]
オリンパス,2020,Q1,2.7327630966593057,[2000 100]
オリンパス,2020,Q2,9.056033298453253,[2000 100]
オリンパス,2020,Q3,21.73491258547416,[2000 100]
オリンパス,2020,Q4,-10.33041298490913,[2000 100]
オルガノ,2018,Q1,97.24709705779598,[1000 10]
オルガノ,2018,Q2,70.97932117338634,[1000 10]
オルガノ,2018,Q3,112.96615513294306,[1000 10]
オルガノ,2018,Q4,120.80928320809008,[1000 10]
オルガノ,2019,Q1,110.81243513294334,[1000 10]
オルガノ,2019,Q2,154.7282300000004,[1000 10]
オルガノ,2019,Q3,150.5067900000001,[1000 10]
オルガノ,2019,Q4,206.90894999999864,[1000 10]
オルガノ,2020,Q1,100.4513332080884,[1000 10]
オルガノ,2020,Q2,196.6406199999984,[1000 10]
オルガノ,2020,Q3,143.19678064161684,[1000 10]
オルガノ,2020,Q4,199.3093099999989,[1000 10]
オーイズミ,2018,Q1,0.3835999999999995,[100 100]
オーイズミ,2018,Q2,3.597100000000002,[100 100]
オーイズミ,2018,Q3,6.4411000000000005,[100 100]
オーイズミ,2018,Q4,3.4667000000000003,[100 100]
オーイズミ,2019,Q1,11.405600000000002,[100 100]
オーイズミ,2019,Q2,13.965199999999989,[100 100]
オーイズミ,2019,Q3,10.720900000000004,[100 100]
オーイズミ,2019,Q4,6.7514,[100 100]
オーイズミ,2020,Q1,5.813199999999998,[100 100]
オーイズミ,2020,Q2,-0.1624000000000003,[100 100]
オーイズミ,2020,Q3,21.60649999999997,[100 100]
オーイズミ,2020,Q4,11.424699999999996,[100 100]
オークマ,2018,Q1,95.72369999999997,[100 10]
オークマ,2018,Q2,103.58289999999994,[100 10]
オークマ,2018,Q3,123.77159999999988,[100 10]
オークマ,2018,Q4,134.8977,[100 10]
オークマ,2019,Q1,149.73519999999996,[100 10]
オークマ,2019,Q2,127.0918,[100 10]
オークマ,2019,Q3,128.95040000000006,[100 10]
オークマ,2019,Q4,115.20709999999995,[100 10]
オークマ,2020,Q1,65.63789999999996,[100 10]
オークマ,2020,Q2,36.43499999999999,[100 10]
オークマ,2020,Q3,23.4257,[100 10]
オークマ,2020,Q4,14.982300000000002,[100 10]
オートバックスセブン,2018,Q1,19.59617999999997,[2000 100]
オートバックスセブン,2018,Q2,13.063990000000068,[2000 100]
オートバックスセブン,2018,Q3,56.09216259546408,[2000 100]
オートバックスセブン,2018,Q4,1.9888075954635456,[2000 100]
オートバックスセブン,2019,Q1,9.75967538185408,[2000 100]
オートバックスセブン,2019,Q2,42.27616759546378,[2000 100]
オートバックスセブン,2019,Q3,51.09466855009977,[2000 100]
オートバックスセブン,2019,Q4,6.097920077515175,[2000 100]
オートバックスセブン,2020,Q1,4.187345459369382,[2000 100]
オートバックスセブン,2020,Q2,28.710840381854112,[2000 100]
オートバックスセブン,2020,Q3,43.433456336490295,[2000 100]
オートバックスセブン,2020,Q4,0.9568636276140224,[2000 100]
オーハシテクニカ,2018,Q1,52.57397000000006,[1000 10]
オーハシテクニカ,2018,Q2,54.09996000000027,[1000 10]
オーハシテクニカ,2018,Q3,54.276130000000094,[1000 10]
オーハシテクニカ,2018,Q4,49.49854000000013,[1000 10]
オーハシテクニカ,2019,Q1,52.52673999999982,[1000 10]
オーハシテクニカ,2019,Q2,49.62463999999997,[1000 10]
オーハシテクニカ,2019,Q3,43.50184000000009,[1000 10]
オーハシテクニカ,2019,Q4,40.80682,[1000 10]
オーハシテクニカ,2020,Q1,31.82564000000024,[1000 10]
オーハシテクニカ,2020,Q2,20.54983000000018,[1000 10]
オーハシテクニカ,2020,Q3,28.110039999999948,[1000 10]
オーハシテクニカ,2020,Q4,39.09393000000004,[1000 10]
オーバル,2018,Q1,-2.04041000000002,[1000 100]
オーバル,2018,Q2,4.829829999999999,[1000 100]
オーバル,2018,Q3,4.677870000000001,[1000 100]
オーバル,2018,Q4,5.986740000000022,[1000 100]
オーバル,2019,Q1,-0.9094999999999986,[1000 100]
オーバル,2019,Q2,5.711819999999997,[1000 100]
オーバル,2019,Q3,6.17537000000001,[1000 100]
オーバル,2019,Q4,6.064510000000011,[1000 100]
オーバル,2020,Q1,-2.77868999999999,[1000 100]
オーバル,2020,Q2,0.0795499999999998,[1000 100]
オーバル,2020,Q3,0.1723700000000008,[1000 100]
オーバル,2020,Q4,2.224789999999999,[1000 100]
オービック,2018,Q1,61.28830000000003,[100 100]
オービック,2018,Q2,76.18860000000002,[100 100]
オービック,2018,Q3,82.35859999999998,[100 100]
オービック,2018,Q4,83.40720000000009,[100 100]
オービック,2019,Q1,93.7496,[100 100]
オービック,2019,Q2,90.36670000000004,[100 100]
オービック,2019,Q3,93.7975,[100 100]
オービック,2019,Q4,97.6997,[100 100]
オービック,2020,Q1,97.247,[100 100]
オービック,2020,Q2,96.95010000000008,[100 100]
オービック,2020,Q3,100.73459999999996,[100 100]
オービック,2020,Q4,92.59159999999994,[100 100]
オービックビジネスコンサルタン,2018,Q1,50.54999999999999,[100 10]
オービックビジネスコンサルタン,2018,Q2,56.32630000000003,[100 10]
オービックビジネスコンサルタン,2018,Q3,58.61686685170502,[100 10]
オービックビジネスコンサルタン,2018,Q4,54.8995469468676,[100 10]
オービックビジネスコンサルタン,2019,Q1,44.37940586835843,[100 10]
オービックビジネスコンサルタン,2019,Q2,37.49080000000001,[100 10]
オービックビジネスコンサルタン,2019,Q3,36.76170000000001,[100 10]
オービックビジネスコンサルタン,2019,Q4,36.35000000000002,[100 10]
オービックビジネスコンサルタン,2020,Q1,39.580500000000015,[100 10]
オービックビジネスコンサルタン,2020,Q2,38.10440000000003,[100 10]
オービックビジネスコンサルタン,2020,Q3,33.88790000000002,[100 10]
オービックビジネスコンサルタン,2020,Q4,33.89150000000003,[100 10]
カシオ計算機,2018,Q1,14.124635000000062,[2000 100]
カシオ計算機,2018,Q2,22.109675000000085,[2000 100]
カシオ計算機,2018,Q3,17.195665000000087,[2000 100]
カシオ計算機,2018,Q4,19.553370000000047,[2000 100]
カシオ計算機,2019,Q1,18.11521000000012,[2000 100]
カシオ計算機,2019,Q2,22.7940550000001,[2000 100]
カシオ計算機,2019,Q3,21.078850000000205,[2000 100]
カシオ計算機,2019,Q4,18.148375000000065,[2000 100]
カシオ計算機,2020,Q1,7.728815000000048,[2000 100]
カシオ計算機,2020,Q2,5.212469999999994,[2000 100]
カシオ計算機,2020,Q3,16.38311500000008,[2000 100]
カシオ計算機,2020,Q4,8.701520000000034,[2000 100]
カナデン,2018,Q1,12.649789999999866,[2000 10]
カナデン,2018,Q2,33.29620499999956,[2000 10]
カナデン,2018,Q3,27.16491500000032,[2000 10]
カナデン,2018,Q4,41.36854000000002,[2000 10]
カナデン,2019,Q1,12.247164999999985,[2000 10]
カナデン,2019,Q2,36.62364999999996,[2000 10]
カナデン,2019,Q3,18.058774999999933,[2000 10]
カナデン,2019,Q4,48.61320499999874,[2000 10]
カナデン,2020,Q1,5.275865000000129,[2000 10]
カナデン,2020,Q2,33.12511000000016,[2000 10]
カナデン,2020,Q3,12.746254999999865,[2000 10]
カナデン,2020,Q4,43.819434999999686,[2000 10]
カネカ,2018,Q1,17.72610000000015,[2000 10]
カネカ,2018,Q2,18.23049000000013,[2000 10]
カネカ,2018,Q3,17.898201428571483,[2000 10]
カネカ,2018,Q4,37.29024214285785,[2000 10]
カネカ,2019,Q1,62.60755500000036,[2000 10]
カネカ,2019,Q2,59.575245,[2000 10]
カネカ,2019,Q3,62.99775000000002,[2000 10]
カネカ,2019,Q4,63.20896214285745,[2000 10]
カネカ,2020,Q1,56.3997492857141,[2000 10]
カネカ,2020,Q2,37.34263785714214,[2000 10]
カネカ,2020,Q3,65.45264571428616,[2000 10]
カネカ,2020,Q4,82.09984000000065,[2000 10]
カプコン,2018,Q1,2.9151999999999934,[2000 10]
カプコン,2018,Q2,12.03763466583269,[2000 10]
カプコン,2018,Q3,18.46013000000012,[2000 10]
カプコン,2018,Q4,16.126293997497925,[2000 10]
カプコン,2019,Q1,20.52812250000036,[2000 10]
カプコン,2019,Q2,25.716823250000427,[2000 10]
カプコン,2019,Q3,28.756560000000224,[2000 10]
カプコン,2019,Q4,30.63396716583323,[2000 10]
カプコン,2020,Q1,38.83348699249359,[2000 10]
カプコン,2020,Q2,31.98199933166556,[2000 10]
カプコン,2020,Q3,34.27099216666726,[2000 10]
カプコン,2020,Q4,38.89035049499583,[2000 10]
カメイ,2018,Q1,49.38310000000004,[100 100]
カメイ,2018,Q2,37.67730000000002,[100 100]
カメイ,2018,Q3,49.89789999999998,[100 100]
カメイ,2018,Q4,65.82610000000001,[100 100]
カメイ,2019,Q1,43.29450000000003,[100 100]
カメイ,2019,Q2,36.52860000000002,[100 100]
カメイ,2019,Q3,51.93000000000001,[100 100]
カメイ,2019,Q4,73.72640000000004,[100 100]
カメイ,2020,Q1,45.089400000000026,[100 100]
カメイ,2020,Q2,37.97420000000001,[100 100]
カメイ,2020,Q3,53.5082,[100 100]
カメイ,2020,Q4,70.38729999999998,[100 100]
カワタ,2018,Q1,25.82076500000011,[2000 100]
カワタ,2018,Q2,61.918390000000095,[2000 100]
カワタ,2018,Q3,59.80204499999919,[2000 100]
カワタ,2018,Q4,64.44908500000074,[2000 100]
カワタ,2019,Q1,53.71414500000087,[2000 100]
カワタ,2019,Q2,50.18063500000036,[2000 100]
カワタ,2019,Q3,43.02619499999992,[2000 100]
カワタ,2019,Q4,40.37235499999975,[2000 100]
カワタ,2020,Q1,25.14962499999999,[2000 100]
カワタ,2020,Q2,14.301730000000088,[2000 100]
カワタ,2020,Q3,13.260385000000094,[2000 100]
カワタ,2020,Q4,13.318479999999974,[2000 100]
カワチ薬品,2018,Q1,37.10189999999998,[500 100]
カワチ薬品,2018,Q2,47.09011999999992,[500 100]
カワチ薬品,2018,Q3,38.31236000000002,[500 100]
カワチ薬品,2018,Q4,-57.46612000000004,[500 100]
カワチ薬品,2019,Q1,37.6921,[500 100]
カワチ薬品,2019,Q2,50.6826,[500 100]
カワチ薬品,2019,Q3,36.51465999999998,[500 100]
カワチ薬品,2019,Q4,21.899100000000065,[500 100]
カワチ薬品,2020,Q1,54.39311999999996,[500 100]
カワチ薬品,2020,Q2,70.56664000000009,[500 100]
カワチ薬品,2020,Q3,49.15566000000004,[500 100]
カワチ薬品,2020,Q4,55.8422800000001,[500 100]
キッセイ薬品工業,2018,Q1,56.73141999999995,[500 100]
キッセイ薬品工業,2018,Q2,47.25465999999996,[500 100]
キッセイ薬品工業,2018,Q3,68.25133999999987,[500 100]
キッセイ薬品工業,2018,Q4,24.382020000000075,[500 100]
キッセイ薬品工業,2019,Q1,34.02294000000008,[500 100]
キッセイ薬品工業,2019,Q2,23.484660000000087,[500 100]
キッセイ薬品工業,2019,Q3,27.47524000000008,[500 100]
キッセイ薬品工業,2019,Q4,28.004960000000064,[500 100]
キッセイ薬品工業,2020,Q1,36.40398000000008,[500 100]
キッセイ薬品工業,2020,Q2,19.12342000000003,[500 100]
キッセイ薬品工業,2020,Q3,52.08945999999989,[500 100]
キッセイ薬品工業,2020,Q4,18.87798,[500 100]
キトー,2018,Q1,36.223290321056496,[100 10]
キトー,2018,Q2,-75.22101967894356,[100 10]
キトー,2018,Q3,49.163326773685455,[100 10]
キトー,2018,Q4,61.99371693421374,[100 10]
キトー,2019,Q1,41.58202402895572,[100 10]
キトー,2019,Q2,38.75246064211297,[100 10]
キトー,2019,Q3,48.36659016052823,[100 10]
キトー,2019,Q4,53.59069999999998,[100 10]
キトー,2020,Q1,8.78869999999999,[100 10]
キトー,2020,Q2,40.36082402895573,[100 10]
キトー,2020,Q3,32.79364370789922,[100 10]
キトー,2020,Q4,96.53815643111186,[100 10]
キムラタン,2018,Q1,-1.201936721852494,[1000 100]
キムラタン,2018,Q2,-1.368977522037245,[1000 100]
キムラタン,2018,Q3,-1.536800815562202,[1000 100]
キムラタン,2018,Q4,-1.237873023374075,[1000 100]
キムラタン,2019,Q1,-1.613515625895939,[1000 100]
キムラタン,2019,Q2,-1.441659873545593,[1000 100]
キムラタン,2019,Q3,-1.5296133471681224,[1000 100]
キムラタン,2019,Q4,-1.552350000000005,[1000 100]
キムラタン,2020,Q1,-1.3671199999999966,[1000 100]
キムラタン,2020,Q2,-0.8685467358559292,[1000 100]
キムラタン,2020,Q3,-0.8621333471681193,[1000 100]
キムラタン,2020,Q4,-1.1625733471681148,[1000 100]
キムラユニティー,2018,Q1,19.90035999999996,[500 10]
キムラユニティー,2018,Q2,19.697539999999933,[500 10]
キムラユニティー,2018,Q3,29.74683999999992,[500 10]
キムラユニティー,2018,Q4,28.74573999999996,[500 10]
キムラユニティー,2019,Q1,32.68161999999996,[500 10]
キムラユニティー,2019,Q2,27.28956666666672,[500 10]
キムラユニティー,2019,Q3,32.94510000000004,[500 10]
