企業名,会計年度,四半期,y_hat_mraf,best_hyparam
ヨータイ,2018,Q2,37.9274,[100 10]
ヨータイ,2018,Q3,39.0546,[100 10]
ヨータイ,2018,Q4,38.91179999999998,[100 10]
ヨータイ,2019,Q1,40.66539999999995,[100 10]
ヨータイ,2019,Q2,37.87869999999996,[100 10]
ヨータイ,2019,Q3,39.28339999999996,[100 10]
ヨータイ,2019,Q4,35.200499999999984,[100 10]
ヨータイ,2020,Q1,32.49309999999997,[100 10]
ヨータイ,2020,Q2,25.627499999999984,[100 10]
ヨータイ,2020,Q3,28.412999999999972,[100 10]
ヨータイ,2020,Q4,33.29119999999997,[100 10]
ライト工業,2018,Q1,26.26325499999963,[2000 10]
ライト工業,2018,Q2,27.762975000000058,[2000 10]
ライト工業,2018,Q3,34.82613000000061,[2000 10]
ライト工業,2018,Q4,35.8520500000003,[2000 10]
ライト工業,2019,Q1,25.20037999999975,[2000 10]
ライト工業,2019,Q2,32.76688000000062,[2000 10]
ライト工業,2019,Q3,34.55189999999998,[2000 10]
ライト工業,2019,Q4,34.84050500000008,[2000 10]
ライト工業,2020,Q1,25.69229999999964,[2000 10]
ライト工業,2020,Q2,33.347895000000136,[2000 10]
ライト工業,2020,Q3,36.7122599999997,[2000 10]
ライト工業,2020,Q4,41.63000499999952,[2000 10]
ラウンドワン,2018,Q1,11.790894999999963,[1000 10]
ラウンドワン,2018,Q2,23.79379366666649,[1000 10]
ラウンドワン,2018,Q3,7.890246666666699,[1000 10]
ラウンドワン,2018,Q4,28.63218499999997,[1000 10]
ラウンドワン,2019,Q1,17.402445333333183,[1000 10]
ラウンドワン,2019,Q2,22.432289999999945,[1000 10]
ラウンドワン,2019,Q3,15.961924999999855,[1000 10]
ラウンドワン,2019,Q4,21.634768249999908,[1000 10]
ラウンドワン,2020,Q1,5.624655000000027,[1000 10]
ラウンドワン,2020,Q2,-22.865475523809515,[1000 10]
ラウンドワン,2020,Q3,-23.84249833333348,[1000 10]
ラウンドワン,2020,Q4,-19.379690000000046,[1000 10]
ラサ工業,2018,Q1,64.1843381229214,[500 10]
ラサ工業,2018,Q2,69.87527208194784,[500 10]
ラサ工業,2018,Q3,75.6384773606494,[500 10]
ラサ工業,2018,Q4,69.77203999999988,[500 10]
ラサ工業,2019,Q1,68.40134000000015,[500 10]
ラサ工業,2019,Q2,62.65805208194784,[500 10]
ラサ工業,2019,Q3,54.50768076227248,[500 10]
ラサ工業,2019,Q4,61.398514721298575,[500 10]
ラサ工業,2020,Q1,62.01943736064916,[500 10]
ラサ工業,2020,Q2,52.920806040973886,[500 10]
ラサ工業,2020,Q3,58.052183401623246,[500 10]
ラサ工業,2020,Q4,74.61230000000009,[500 10]
リオン,2018,Q1,25.426799999999997,[100 10]
リオン,2018,Q2,36.56399999999997,[100 10]
リオン,2018,Q3,44.534599999999934,[100 10]
リオン,2018,Q4,43.88299999999994,[100 10]
リオン,2019,Q1,30.52610000000001,[100 10]
リオン,2019,Q2,40.25789999999994,[100 10]
リオン,2019,Q3,31.618499999999997,[100 10]
リオン,2019,Q4,44.27029999999996,[100 10]
リオン,2020,Q1,19.197599999999987,[100 10]
リオン,2020,Q2,30.791200000000003,[100 10]
リオン,2020,Q3,36.76949999999997,[100 10]
リオン,2020,Q4,40.36289999999997,[100 10]
リケン,2018,Q1,109.20964028310009,[2000 100]
リケン,2018,Q2,125.99113685540044,[2000 100]
リケン,2018,Q3,113.13374671385095,[2000 100]
リケン,2018,Q4,112.11775685540208,[2000 100]
リケン,2019,Q1,126.7614567138519,[2000 100]
リケン,2019,Q2,125.36887514155198,[2000 100]
リケン,2019,Q3,117.23903014155104,[2000 100]
リケン,2019,Q4,95.30102000000171,[2000 100]
リケン,2020,Q1,96.29707385235196,[2000 100]
リケン,2020,Q2,35.82372467115291,[2000 100]
リケン,2020,Q3,83.71276327090165,[2000 100]
リケン,2020,Q4,86.04361171385098,[2000 100]
リケンテクノス,2018,Q1,11.683170000000032,[2000 100]
リケンテクノス,2018,Q2,10.97527500000002,[2000 100]
リケンテクノス,2018,Q3,11.814710000000092,[2000 100]
リケンテクノス,2018,Q4,11.10513000000008,[2000 100]
リケンテクノス,2019,Q1,10.315530000000075,[2000 100]
リケンテクノス,2019,Q2,11.224180000000043,[2000 100]
リケンテクノス,2019,Q3,11.471365000000006,[2000 100]
リケンテクノス,2019,Q4,12.42171000000002,[2000 100]
リケンテクノス,2020,Q1,11.411625000000043,[2000 100]
リケンテクノス,2020,Q2,8.765255000000053,[2000 100]
リケンテクノス,2020,Q3,10.457145000000091,[2000 100]
リケンテクノス,2020,Q4,12.490255000000005,[2000 100]
リコー,2018,Q1,-33.13696352653436,[100 100]
リコー,2018,Q2,-75.47790833161407,[100 100]
リコー,2018,Q3,-25.415244805079723,[100 100]
リコー,2018,Q4,-46.63560368108525,[100 100]
リコー,2019,Q1,12.51547294693132,[100 100]
リコー,2019,Q2,14.106043182220953,[100 100]
リコー,2019,Q3,14.254897892419455,[100 100]
リコー,2019,Q4,-26.47360368108526,[100 100]
リコー,2020,Q1,0.0040249454881286,[100 100]
リコー,2020,Q2,-19.455600000000008,[100 100]
リコー,2020,Q3,-12.039899999999998,[100 100]
リコー,2020,Q4,12.703956768424971,[100 100]
リソルホールディングス,2018,Q1,66.72507945472806,[1000 100]
リソルホールディングス,2018,Q2,53.460031899284495,[1000 100]
リソルホールディングス,2018,Q3,20.43472701017221,[1000 100]
リソルホールディングス,2018,Q4,34.983598585960465,[1000 100]
リソルホールディングス,2019,Q1,71.44945016174859,[1000 100]
リソルホールディングス,2019,Q2,6.766723912512136,[1000 100]
リソルホールディングス,2019,Q3,-3.9179267945077534,[1000 100]
リソルホールディングス,2019,Q4,98.29039771719236,[1000 100]
リソルホールディングス,2020,Q1,-9.072285272635815,[1000 100]
リソルホールディングス,2020,Q2,-52.99095614140402,[1000 100]
リソルホールディングス,2020,Q3,8.4411654343841,[1000 100]
リソルホールディングス,2020,Q4,1.1285523367240533,[1000 100]
リゾートトラスト,2018,Q1,24.87204000000008,[500 100]
リゾートトラスト,2018,Q2,21.54294000000004,[500 100]
リゾートトラスト,2018,Q3,28.520960000000013,[500 100]
リゾートトラスト,2018,Q4,36.8218026702564,[500 100]
リゾートトラスト,2019,Q1,17.369643778376116,[500 100]
リゾートトラスト,2019,Q2,25.258331335128165,[500 100]
リゾートトラスト,2019,Q3,18.326080000000022,[500 100]
リゾートトラスト,2019,Q4,39.34319556752114,[500 100]
リゾートトラスト,2020,Q1,17.93780755675216,[500 100]
リゾートトラスト,2020,Q2,49.64860090803393,[500 100]
リゾートトラスト,2020,Q3,17.869667556752105,[500 100]
リゾートトラスト,2020,Q4,16.64526377837608,[500 100]
リックス,2018,Q1,55.45415999999938,[1000 10]
リックス,2018,Q2,52.93024999999986,[1000 10]
リックス,2018,Q3,59.38872000000029,[1000 10]
リックス,2018,Q4,64.7600300000008,[1000 10]
リックス,2019,Q1,58.91779000000025,[1000 10]
リックス,2019,Q2,67.4820000000001,[1000 10]
リックス,2019,Q3,60.05093999999984,[1000 10]
リックス,2019,Q4,63.86031999999963,[1000 10]
リックス,2020,Q1,41.28488000000003,[1000 10]
リックス,2020,Q2,58.88347999999984,[1000 10]
リックス,2020,Q3,51.99559999999983,[1000 10]
リックス,2020,Q4,46.63529999999993,[1000 10]
リョーサン,2018,Q1,42.57618000000014,[500 10]
リョーサン,2018,Q2,29.934259999999934,[500 10]
リョーサン,2018,Q3,38.10936000000005,[500 10]
リョーサン,2018,Q4,39.81199999999992,[500 10]
リョーサン,2019,Q1,26.829919999999976,[500 10]
リョーサン,2019,Q2,22.96012,[500 10]
リョーサン,2019,Q3,24.315599999999968,[500 10]
リョーサン,2019,Q4,27.815045999999928,[500 10]
リョーサン,2020,Q1,20.842523275516918,[500 10]
リョーサン,2020,Q2,30.701591666666584,[500 10]
リョーサン,2020,Q3,38.51499999999995,[500 10]
リョーサン,2020,Q4,39.59191721777119,[500 10]
リログループ,2018,Q1,32.17290000000005,[100 10]
リログループ,2018,Q2,27.1476,[100 10]
リログループ,2018,Q3,23.3262,[100 10]
リログループ,2018,Q4,27.315600000000003,[100 10]
リログループ,2019,Q1,49.57244149924946,[100 10]
リログループ,2019,Q2,42.15726037481237,[100 10]
リログループ,2019,Q3,37.128960374812365,[100 10]
リログループ,2019,Q4,30.400600000000004,[100 10]
リログループ,2020,Q1,18.02110000000001,[100 10]
リログループ,2020,Q2,20.178899999999995,[100 10]
リログループ,2020,Q3,16.093399999999995,[100 10]
リログループ,2020,Q4,14.022,[100 10]
リンテック,2018,Q1,44.39956999999977,[1000 10]
リンテック,2018,Q2,46.28164000000009,[1000 10]
リンテック,2018,Q3,45.89177000000005,[1000 10]
リンテック,2018,Q4,46.9741100000003,[1000 10]
リンテック,2019,Q1,42.07747250000008,[1000 10]
リンテック,2019,Q2,41.79946000000013,[1000 10]
リンテック,2019,Q3,42.82078999999989,[1000 10]
リンテック,2019,Q4,27.452239999999872,[1000 10]
リンテック,2020,Q1,36.49432999999989,[1000 10]
リンテック,2020,Q2,31.36909999999981,[1000 10]
リンテック,2020,Q3,41.41653999999967,[1000 10]
リンテック,2020,Q4,38.43422999999992,[1000 10]
リンナイ,2018,Q1,82.46840000000006,[100 10]
リンナイ,2018,Q2,94.936,[100 10]
リンナイ,2018,Q3,142.53099999999998,[100 10]
リンナイ,2018,Q4,124.73270000000004,[100 10]
リンナイ,2019,Q1,81.90740000000004,[100 10]
リンナイ,2019,Q2,98.44029999999997,[100 10]
リンナイ,2019,Q3,131.22170000000003,[100 10]
リンナイ,2019,Q4,110.60279999999992,[100 10]
リンナイ,2020,Q1,73.40090000000001,[100 10]
リンナイ,2020,Q2,84.07549999999993,[100 10]
リンナイ,2020,Q3,139.60460000000012,[100 10]
リンナイ,2020,Q4,130.88010000000008,[100 10]
レイズネクスト,2018,Q1,11.55701999999999,[500 10]
レイズネクスト,2018,Q2,36.91587999999992,[500 10]
レイズネクスト,2018,Q3,34.77641999999992,[500 10]
レイズネクスト,2018,Q4,26.419780000000102,[500 10]
レイズネクスト,2019,Q1,13.177680000000016,[500 10]
レイズネクスト,2019,Q2,37.973599999999976,[500 10]
レイズネクスト,2019,Q3,57.31468000000021,[500 10]
レイズネクスト,2019,Q4,55.789100000000055,[500 10]
レイズネクスト,2020,Q1,19.16926,[500 10]
レイズネクスト,2020,Q2,49.86070000000007,[500 10]
レイズネクスト,2020,Q3,59.83306000000018,[500 10]
レイズネクスト,2020,Q4,49.08930000000015,[500 10]
レオン自動機,2018,Q1,33.23598999999983,[1000 10]
レオン自動機,2018,Q2,27.78770999999992,[1000 10]
レオン自動機,2018,Q3,27.214550000000003,[1000 10]
レオン自動機,2018,Q4,10.121210000000058,[1000 10]
レオン自動機,2019,Q1,17.286706666666646,[1000 10]
レオン自動機,2019,Q2,29.33022999999981,[1000 10]
レオン自動機,2019,Q3,17.12954999999998,[1000 10]
レオン自動機,2019,Q4,15.44798999999995,[1000 10]
レオン自動機,2020,Q1,-2.364560000000019,[1000 10]
レオン自動機,2020,Q2,30.38503999999995,[1000 10]
レオン自動機,2020,Q3,4.695005000000003,[1000 10]
レオン自動機,2020,Q4,12.837599999999934,[1000 10]
レシップホールディングス,2018,Q1,-30.653580000000105,[500 10]
レシップホールディングス,2018,Q2,-18.353819999999978,[500 10]
レシップホールディングス,2018,Q3,1.5927360925755207,[500 10]
レシップホールディングス,2018,Q4,37.7247182109984,[500 10]
レシップホールディングス,2019,Q1,-17.19994225187918,[500 10]
レシップホールディングス,2019,Q2,24.6567338406963,[500 10]
レシップホールディングス,2019,Q3,32.55014105921131,[500 10]
レシップホールディングス,2019,Q4,-2.2325599999999963,[500 10]
レシップホールディングス,2020,Q1,-27.096540000000044,[500 10]
レシップホールディングス,2020,Q2,-16.60138000000004,[500 10]
レシップホールディングス,2020,Q3,-18.90106,[500 10]
レシップホールディングス,2020,Q4,6.104408874060416,[500 10]
レック,2018,Q1,21.908674966668784,[500 100]
レック,2018,Q2,24.01379122500158,[500 100]
レック,2018,Q3,31.38293298451421,[500 100]
レック,2018,Q4,21.85818618940649,[500 100]
レック,2019,Q1,30.782389024732847,[500 100]
レック,2019,Q2,23.25351781901583,[500 100]
レック,2019,Q3,26.001330339506968,[500 100]
レック,2019,Q4,21.77201847406045,[500 100]
レック,2020,Q1,21.495283085060912,[500 100]
レック,2020,Q2,22.613910332558213,[500 100]
レック,2020,Q3,26.73051033255821,[500 100]
レック,2020,Q4,20.88278132867147,[500 100]
レンゴー,2018,Q1,18.10919999999999,[100 100]
レンゴー,2018,Q2,22.324599999999982,[100 100]
レンゴー,2018,Q3,24.079,[100 100]
レンゴー,2018,Q4,12.0792,[100 100]
レンゴー,2019,Q1,15.874599999999994,[100 100]
レンゴー,2019,Q2,22.0472,[100 100]
レンゴー,2019,Q3,20.096699999999984,[100 100]
レンゴー,2019,Q4,22.094299999999965,[100 100]
レンゴー,2020,Q1,24.67829999999999,[100 100]
レンゴー,2020,Q2,23.59719999999997,[100 100]
レンゴー,2020,Q3,27.269699999999972,[100 100]
レンゴー,2020,Q4,24.959,[100 100]
ロート製薬,2018,Q1,20.296474999999884,[2000 100]
ロート製薬,2018,Q2,27.966409999999435,[2000 100]
ロート製薬,2018,Q3,28.07763499999928,[2000 100]
ロート製薬,2018,Q4,9.80078000000011,[2000 100]
ロート製薬,2019,Q1,29.487944999999467,[2000 100]
ロート製薬,2019,Q2,21.721804999999648,[2000 100]
ロート製薬,2019,Q3,29.30795499999968,[2000 100]
ロート製薬,2019,Q4,6.471715000000129,[2000 100]
ロート製薬,2020,Q1,18.65294999999989,[2000 100]
ロート製薬,2020,Q2,32.88554999999955,[2000 100]
ロート製薬,2020,Q3,35.1820049999994,[2000 100]
ロート製薬,2020,Q4,29.7459049999997,[2000 100]
ローム,2018,Q1,-51.7481,[100 10]
ローム,2018,Q2,-39.1137,[100 10]
ローム,2018,Q3,63.270800000000015,[100 10]
ローム,2018,Q4,-46.18989999999998,[100 10]
ローム,2019,Q1,57.85880000000006,[100 10]
ローム,2019,Q2,111.23539999999998,[100 10]
ローム,2019,Q3,53.77590000000003,[100 10]
ローム,2019,Q4,0.6056999999999997,[100 10]
ローム,2020,Q1,25.85799999999997,[100 10]
ローム,2020,Q2,40.27779999999998,[100 10]
ローム,2020,Q3,103.8664,[100 10]
ローム,2020,Q4,106.3522,[100 10]
ワイエイシイホールディングス,2018,Q1,5.51146500000003,[2000 100]
ワイエイシイホールディングス,2018,Q2,26.339420000000047,[2000 100]
ワイエイシイホールディングス,2018,Q3,17.783984999999884,[2000 100]
ワイエイシイホールディングス,2018,Q4,21.01847999999979,[2000 100]
ワイエイシイホールディングス,2019,Q1,-10.751404999999936,[2000 100]
ワイエイシイホールディングス,2019,Q2,0.1715399999999959,[2000 100]
ワイエイシイホールディングス,2019,Q3,-8.73813999999991,[2000 100]
ワイエイシイホールディングス,2019,Q4,11.681414999999948,[2000 100]
ワイエイシイホールディングス,2020,Q1,13.233269999999932,[2000 100]
ワイエイシイホールディングス,2020,Q2,25.234859999999923,[2000 100]
ワイエイシイホールディングス,2020,Q3,-23.35954500000017,[2000 100]
ワイエイシイホールディングス,2020,Q4,22.93806999999984,[2000 100]
ワコム,2018,Q1,2.594150000000084,[2000 10]
ワコム,2018,Q2,13.460139999999928,[2000 10]
ワコム,2018,Q3,12.425515000000022,[2000 10]
ワコム,2018,Q4,-5.804189999999968,[2000 10]
ワコム,2019,Q1,2.5573295833333014,[2000 10]
ワコム,2019,Q2,11.025915000000005,[2000 10]
ワコム,2019,Q3,10.745273750000068,[2000 10]
ワコム,2019,Q4,-0.5016685000000062,[2000 10]
ワコム,2020,Q1,6.194453750000089,[2000 10]
ワコム,2020,Q2,11.760850000000143,[2000 10]
ワコム,2020,Q3,15.352560000000077,[2000 10]
ワコム,2020,Q4,10.61861375000001,[2000 10]
ワコールホールディングス,2018,Q1,27.36489726703722,[2000 10]
ワコールホールディングス,2018,Q2,50.86617705339377,[2000 10]
ワコールホールディングス,2018,Q3,64.68867818100519,[2000 10]
ワコールホールディングス,2018,Q4,-13.115706148368323,[2000 10]
ワコールホールディングス,2019,Q1,11.140764258159264,[2000 10]
ワコールホールディングス,2019,Q2,32.11432703263727,[2000 10]
ワコールホールディングス,2019,Q3,-12.664498445104398,[2000 10]
ワコールホールディングス,2019,Q4,-44.08743344510432,[2000 10]
ワコールホールディングス,2020,Q1,-52.05052729673563,[2000 10]
ワコールホールディングス,2020,Q2,29.310407256179666,[2000 10]
ワコールホールディングス,2020,Q3,37.11742588426923,[2000 10]
ワコールホールディングス,2020,Q4,-64.86904459347164,[2000 10]
ワタミ,2018,Q1,3.246500000000002,[100 10]
ワタミ,2018,Q2,-6.004,[100 10]
ワタミ,2018,Q3,-1.6824999999999986,[100 10]
ワタミ,2018,Q4,4.176700000000007,[100 10]
ワタミ,2019,Q1,8.95203999999999,[100 10]
ワタミ,2019,Q2,-7.600799999999998,[100 10]
ワタミ,2019,Q3,23.219649999999987,[100 10]
ワタミ,2019,Q4,-4.371699999999999,[100 10]
ワタミ,2020,Q1,47.199600000000025,[100 10]
ワタミ,2020,Q2,-45.63269999999999,[100 10]
ワタミ,2020,Q3,1.206400000000001,[100 10]
ワタミ,2020,Q4,-29.002100000000013,[100 10]
三ツ星ベルト,2018,Q1,28.7172,[100 10]
三ツ星ベルト,2018,Q2,29.443300000000004,[100 10]
三ツ星ベルト,2018,Q3,32.736337012874245,[100 10]
三ツ星ベルト,2018,Q4,27.58767402574855,[100 10]
三ツ星ベルト,2019,Q1,36.711979004291386,[100 10]
三ツ星ベルト,2019,Q2,38.46319999999996,[100 10]
三ツ星ベルト,2019,Q3,45.476979004291415,[100 10]
三ツ星ベルト,2019,Q4,44.72259999999999,[100 10]
三ツ星ベルト,2020,Q1,40.84819999999996,[100 10]
三ツ星ベルト,2020,Q2,37.26939999999996,[100 10]
三ツ星ベルト,2020,Q3,36.60915800858281,[100 10]
三ツ星ベルト,2020,Q4,42.536499999999975,[100 10]
三井不動産,2018,Q1,52.34663999999994,[500 10]
三井不動産,2018,Q2,40.054800000000114,[500 10]
三井不動産,2018,Q3,33.53572000000008,[500 10]
三井不動産,2018,Q4,59.87491999999981,[500 10]
三井不動産,2019,Q1,38.04902000000013,[500 10]
三井不動産,2019,Q2,32.43118000000001,[500 10]
三井不動産,2019,Q3,49.29755999999984,[500 10]
三井不動産,2019,Q4,56.65749999999982,[500 10]
三井不動産,2020,Q1,29.621020000000065,[500 10]
三井不動産,2020,Q2,22.70867999999994,[500 10]
三井不動産,2020,Q3,55.43309999999982,[500 10]
三井不動産,2020,Q4,45.4904800000001,[500 10]
三井住友建設,2018,Q1,25.82091242777038,[1000 10]
三井住友建設,2018,Q2,25.33838238321093,[1000 10]
三井住友建設,2018,Q3,31.982638062383035,[1000 10]
三井住友建設,2018,Q4,31.764212071295205,[1000 10]
三井住友建設,2019,Q1,30.01470405347127,[1000 10]
三井住友建設,2019,Q2,31.74783400891201,[1000 10]
三井住友建設,2019,Q3,31.7328400000002,[1000 10]
三井住友建設,2019,Q4,27.360440000000164,[1000 10]
三井住友建設,2020,Q1,22.89600801782384,[1000 10]
三井住友建設,2020,Q2,22.460354098030784,[1000 10]
三井住友建設,2020,Q3,27.16588004455937,[1000 10]
三井住友建設,2020,Q4,17.340514276268433,[1000 10]
三井化学,2018,Q1,59.65934111887298,[100 100]
三井化学,2018,Q2,82.57483756642225,[100 100]
三井化学,2018,Q3,88.58024822377463,[100 100]
三井化学,2018,Q4,89.13649999999998,[100 100]
三井化学,2019,Q1,88.26969999999996,[100 100]
三井化学,2019,Q2,88.71249999999996,[100 100]
三井化学,2019,Q3,78.30759999999997,[100 100]
三井化学,2019,Q4,69.47500000000002,[100 100]
三井化学,2020,Q1,34.92478160518656,[100 100]
三井化学,2020,Q2,27.559623687207267,[100 100]
三井化学,2020,Q3,68.16094918692231,[100 100]
三井化学,2020,Q4,83.03987459346114,[100 100]
三井松島ホールディングス,2018,Q1,45.76587094968918,[2000 100]
三井松島ホールディングス,2018,Q2,44.59893256981361,[2000 100]
三井松島ホールディングス,2018,Q3,63.921489594968136,[2000 100]
三井松島ホールディングス,2018,Q4,81.01697459496837,[2000 100]
三井松島ホールディングス,2019,Q1,37.32719297484476,[2000 100]
三井松島ホールディングス,2019,Q2,40.73819499999975,[2000 100]
三井松島ホールディングス,2019,Q3,53.70889999999908,[2000 100]
三井松島ホールディングス,2019,Q4,56.816003379875454,[2000 100]
三井松島ホールディングス,2020,Q1,56.806934594968446,[2000 100]
三井松島ホールディングス,2020,Q2,62.45750959496866,[2000 100]
三井松島ホールディングス,2020,Q3,33.453267569813946,[2000 100]
三井松島ホールディングス,2020,Q4,-95.03872662012516,[2000 100]
三井金属鉱業,2018,Q1,-102.82765624607752,[2000 10]
三井金属鉱業,2018,Q2,-0.5582968100743865,[2000 10]
三井金属鉱業,2018,Q3,-47.36560090503787,[2000 10]
三井金属鉱業,2018,Q4,-26.01247681007401,[2000 10]
三井金属鉱業,2019,Q1,-10.733351251792168,[2000 10]
三井金属鉱業,2019,Q2,1.1406856531775984,[2000 10]
三井金属鉱業,2019,Q3,16.716889560276808,[2000 10]
三井金属鉱業,2019,Q4,9.895159120283584,[2000 10]
三井金属鉱業,2020,Q1,20.46374652119285,[2000 10]
三井金属鉱業,2020,Q2,6.162962317229876,[2000 10]
三井金属鉱業,2020,Q3,29.735836854665507,[2000 10]
三井金属鉱業,2020,Q4,14.178384426369227,[2000 10]
三井Ｅ＆Ｓホールディングス,2018,Q1,-2.9057157441900485,[2000 100]
三井Ｅ＆Ｓホールディングス,2018,Q2,-10.595500780152683,[2000 100]
三井Ｅ＆Ｓホールディングス,2018,Q3,-192.6347634608942,[2000 100]
三井Ｅ＆Ｓホールディングス,2018,Q4,-161.81194197251753,[2000 100]
三井Ｅ＆Ｓホールディングス,2019,Q1,-154.87825854758216,[2000 100]
三井Ｅ＆Ｓホールディングス,2019,Q2,-258.34010205919674,[2000 100]
三井Ｅ＆Ｓホールディングス,2019,Q3,-174.62968600423997,[2000 100]
三井Ｅ＆Ｓホールディングス,2019,Q4,-276.78882688583417,[2000 100]
三井Ｅ＆Ｓホールディングス,2020,Q1,-155.72408197251846,[2000 100]
三井Ｅ＆Ｓホールディングス,2020,Q2,-182.26887631501384,[2000 100]
三井Ｅ＆Ｓホールディングス,2020,Q3,-153.0730850000002,[2000 100]
三井Ｅ＆Ｓホールディングス,2020,Q4,-46.06905828753154,[2000 100]
三信電気,2018,Q1,0.9995999999999994,[100 10]
三信電気,2018,Q2,18.3777,[100 10]
三信電気,2018,Q3,19.904299999999992,[100 10]
三信電気,2018,Q4,21.723800000000004,[100 10]
三信電気,2019,Q1,21.868099999999984,[100 10]
三信電気,2019,Q2,19.2106,[100 10]
三信電気,2019,Q3,15.289999999999996,[100 10]
三信電気,2019,Q4,23.435600000000004,[100 10]
三信電気,2020,Q1,-0.3857999999999995,[100 10]
三信電気,2020,Q2,29.465599999999995,[100 10]
三信電気,2020,Q3,13.3563,[100 10]
三信電気,2020,Q4,24.790199999999984,[100 10]
三共生興,2018,Q1,5.841180000000047,[2000 100]
三共生興,2018,Q2,10.426664999999954,[2000 100]
三共生興,2018,Q3,11.182039999999873,[2000 100]
三共生興,2018,Q4,6.193890000000039,[2000 100]
三共生興,2019,Q1,7.675650000000025,[2000 100]
三共生興,2019,Q2,9.843744999999972,[2000 100]
三共生興,2019,Q3,17.31435499999978,[2000 100]
三共生興,2019,Q4,9.565484999999862,[2000 100]
三共生興,2020,Q1,5.557520000000044,[2000 100]
三共生興,2020,Q2,19.71043999999981,[2000 100]
三共生興,2020,Q3,24.38284999999974,[2000 100]
三共生興,2020,Q4,11.573714999999869,[2000 100]
三和ホールディングス,2018,Q1,2.024395000000014,[2000 10]
三和ホールディングス,2018,Q2,33.69461500000006,[2000 10]
三和ホールディングス,2018,Q3,14.597570000000186,[2000 10]
三和ホールディングス,2018,Q4,42.41906500000073,[2000 10]
三和ホールディングス,2019,Q1,1.3745600000000182,[2000 10]
三和ホールディングス,2019,Q2,30.54317999999997,[2000 10]
三和ホールディングス,2019,Q3,21.19882499999992,[2000 10]
三和ホールディングス,2019,Q4,41.75385000000039,[2000 10]
三和ホールディングス,2020,Q1,0.741070000000001,[2000 10]
三和ホールディングス,2020,Q2,27.022930000000216,[2000 10]
三和ホールディングス,2020,Q3,18.504160000000056,[2000 10]
三和ホールディングス,2020,Q4,45.13553500000124,[2000 10]
三城ホールディングス,2018,Q1,-0.4611799999999992,[500 10]
三城ホールディングス,2018,Q2,2.4980799999999914,[500 10]
三城ホールディングス,2018,Q3,-5.9428200000000135,[500 10]
三城ホールディングス,2018,Q4,-19.43984,[500 10]
三城ホールディングス,2019,Q1,-2.359310000000007,[500 10]
三城ホールディングス,2019,Q2,2.2344399999999927,[500 10]
三城ホールディングス,2019,Q3,-14.968379999999962,[500 10]
三城ホールディングス,2019,Q4,-25.54759999999988,[500 10]
三城ホールディングス,2020,Q1,-10.35072,[500 10]
三城ホールディングス,2020,Q2,1.7271199999999984,[500 10]
三城ホールディングス,2020,Q3,-2.3652333333333337,[500 10]
三城ホールディングス,2020,Q4,-25.15705999999999,[500 10]
三愛石油,2018,Q1,10.728644333333383,[1000 10]
三愛石油,2018,Q2,17.44773833333342,[1000 10]
三愛石油,2018,Q3,25.168612499999977,[1000 10]
三愛石油,2018,Q4,25.15344928205121,[1000 10]
三愛石油,2019,Q1,16.696872500000033,[1000 10]
三愛石油,2019,Q2,27.534211666666533,[1000 10]
三愛石油,2019,Q3,22.98630023809517,[1000 10]
三愛石油,2019,Q4,24.70556690476184,[1000 10]
三愛石油,2020,Q1,9.27823999999999,[1000 10]
三愛石油,2020,Q2,16.303908444444367,[1000 10]
三愛石油,2020,Q3,26.41496999999998,[1000 10]
三愛石油,2020,Q4,27.44430499999997,[1000 10]
三晃金属工業,2018,Q1,140.51210000000006,[100 10]
三晃金属工業,2018,Q2,127.58010000000004,[100 10]
三晃金属工業,2018,Q3,136.37319999999997,[100 10]
三晃金属工業,2018,Q4,124.87660000000004,[100 10]
三晃金属工業,2019,Q1,122.30079999999992,[100 10]
三晃金属工業,2019,Q2,117.86074545454544,[100 10]
三晃金属工業,2019,Q3,135.10099999999997,[100 10]
三晃金属工業,2019,Q4,144.99370000000008,[100 10]
三晃金属工業,2020,Q1,76.71182727272726,[100 10]
三晃金属工業,2020,Q2,92.10486234075408,[100 10]
三晃金属工業,2020,Q3,111.8068714316631,[100 10]
三晃金属工業,2020,Q4,122.96737143166315,[100 10]
三桜工業,2018,Q1,25.59136500000012,[2000 100]
三桜工業,2018,Q2,14.714755000000157,[2000 100]
三桜工業,2018,Q3,-4.005679999999977,[2000 100]
三桜工業,2018,Q4,-8.185780000000086,[2000 100]
三桜工業,2019,Q1,-40.68501999999992,[2000 100]
三桜工業,2019,Q2,-34.5191199999996,[2000 100]
三桜工業,2019,Q3,17.640445000000234,[2000 100]
三桜工業,2019,Q4,0.5836450000000043,[2000 100]
三桜工業,2020,Q1,12.192275000000077,[2000 100]
三桜工業,2020,Q2,12.77129500000003,[2000 100]
三桜工業,2020,Q3,14.584339999999957,[2000 100]
三桜工業,2020,Q4,16.494589999999903,[2000 100]
三機工業,2018,Q1,7.645439999999979,[500 10]
三機工業,2018,Q2,13.001919999999968,[500 10]
三機工業,2018,Q3,25.385399999999976,[500 10]
三機工業,2018,Q4,43.57970000000005,[500 10]
三機工業,2019,Q1,14.134919999999932,[500 10]
三機工業,2019,Q2,38.81608000000002,[500 10]
三機工業,2019,Q3,49.9502600000001,[500 10]
三機工業,2019,Q4,61.17626000000015,[500 10]
三機工業,2020,Q1,18.696499999999943,[500 10]
