企業名,会計年度,四半期,y_hat_men,best_hyparam
タケエイ,2020,Q2,14.47884981001858,[100.    0.9]
タケエイ,2020,Q3,13.8152155582316,[100.    0.9]
タケエイ,2020,Q4,22.644748252489272,[100.    0.9]
タダノ,2018,Q1,21.420407264656582,[10.   0.4]
タダノ,2018,Q2,16.445621445046186,[10.   0.4]
タダノ,2018,Q3,18.72497320988057,[10.   0.4]
タダノ,2018,Q4,23.823997842096077,[10.   0.4]
タダノ,2019,Q1,21.36752376448412,[10.   0.4]
タダノ,2019,Q2,55.87399333644092,[10.   0.4]
タダノ,2019,Q3,12.444757454538443,[10.   0.4]
タダノ,2019,Q4,24.15523734101437,[10.   0.4]
タダノ,2020,Q1,-15.262024268122977,[10.   0.4]
タダノ,2020,Q2,-20.827484074869584,[10.   0.4]
タダノ,2020,Q3,-18.816002757962966,[10.   0.4]
タダノ,2020,Q4,-35.76833433017144,[10.   0.4]
タチエス,2018,Q1,47.22444110003597,[100.    0.6]
タチエス,2018,Q2,21.44561950362202,[100.    0.6]
タチエス,2018,Q3,33.833418194501995,[100.    0.6]
タチエス,2018,Q4,59.26931071893263,[100.    0.6]
タチエス,2019,Q1,-3.2122037838185094,[100.    0.6]
タチエス,2019,Q2,-16.92777384689477,[100.    0.6]
タチエス,2019,Q3,-4.935634523927707,[100.    0.6]
タチエス,2019,Q4,16.169595248092655,[100.    0.6]
タチエス,2020,Q1,-142.92418729695376,[100.    0.6]
タチエス,2020,Q2,-94.2160092972458,[100.    0.6]
タチエス,2020,Q3,-4.127601547260667,[100.    0.6]
タチエス,2020,Q4,38.05404168379156,[100.    0.6]
タツタ電線,2018,Q1,9.147921371109618,[0.01 0.8 ]
タツタ電線,2018,Q2,12.542752385220297,[0.01 0.8 ]
タツタ電線,2018,Q3,21.680152817419938,[0.01 0.8 ]
タツタ電線,2018,Q4,11.820996518245352,[0.01 0.8 ]
タツタ電線,2019,Q1,7.392912298152972,[0.01 0.8 ]
タツタ電線,2019,Q2,17.87411313484452,[0.01 0.8 ]
タツタ電線,2019,Q3,11.508602321215037,[0.01 0.8 ]
タツタ電線,2019,Q4,14.147564351202092,[0.01 0.8 ]
タツタ電線,2020,Q1,12.065667779790967,[0.01 0.8 ]
タツタ電線,2020,Q2,13.985427043879902,[0.01 0.8 ]
タツタ電線,2020,Q3,13.024043557965225,[0.01 0.8 ]
タツタ電線,2020,Q4,6.09067384880613,[0.01 0.8 ]
タナベ経営,2018,Q1,18.774038493504577,[0.1 0.8]
タナベ経営,2018,Q2,26.855958724180567,[0.1 0.8]
タナベ経営,2018,Q3,39.97090755602231,[0.1 0.8]
タナベ経営,2018,Q4,5.327684627456158,[0.1 0.8]
タナベ経営,2019,Q1,2.569986689166843,[0.1 0.8]
タナベ経営,2019,Q2,19.8511192661514,[0.1 0.8]
タナベ経営,2019,Q3,33.37437410151003,[0.1 0.8]
タナベ経営,2019,Q4,22.234034852413338,[0.1 0.8]
タナベ経営,2020,Q1,4.577502366247192,[0.1 0.8]
タナベ経営,2020,Q2,11.172852802470782,[0.1 0.8]
タナベ経営,2020,Q3,36.22888195613976,[0.1 0.8]
タナベ経営,2020,Q4,19.994619800865202,[0.1 0.8]
タムラ製作所,2018,Q1,5.82532099712561,[100.    0.4]
タムラ製作所,2018,Q2,6.060566371115664,[100.    0.4]
タムラ製作所,2018,Q3,5.898640946155305,[100.    0.4]
タムラ製作所,2018,Q4,7.2665266798529515,[100.    0.4]
タムラ製作所,2019,Q1,6.597798752576697,[100.    0.4]
タムラ製作所,2019,Q2,7.118634194615157,[100.    0.4]
タムラ製作所,2019,Q3,7.251961009170842,[100.    0.4]
タムラ製作所,2019,Q4,7.2631884654559284,[100.    0.4]
タムラ製作所,2020,Q1,5.656796134667448,[100.    0.4]
タムラ製作所,2020,Q2,6.675304783436557,[100.    0.4]
タムラ製作所,2020,Q3,6.731358167243112,[100.    0.4]
タムラ製作所,2020,Q4,6.39717684590084,[100.    0.4]
ダイオーズ,2018,Q1,21.38757404074417,[0.001 0.9  ]
ダイオーズ,2018,Q2,17.98541301331727,[0.001 0.9  ]
ダイオーズ,2018,Q3,38.630979304702976,[0.001 0.9  ]
ダイオーズ,2018,Q4,10.587819680434905,[0.001 0.9  ]
ダイオーズ,2019,Q1,15.060311683732607,[0.001 0.9  ]
ダイオーズ,2019,Q2,25.462214837020838,[0.001 0.9  ]
ダイオーズ,2019,Q3,34.0188575893261,[0.001 0.9  ]
ダイオーズ,2019,Q4,29.2909391200445,[0.001 0.9  ]
ダイオーズ,2020,Q1,0.8006068290349617,[0.001 0.9  ]
ダイオーズ,2020,Q2,-15.656674934548946,[0.001 0.9  ]
ダイオーズ,2020,Q3,-2.0766182511564537,[0.001 0.9  ]
ダイオーズ,2020,Q4,-29.454298506324,[0.001 0.9  ]
ダイキン工業,2018,Q1,183.01261602783103,[0.01 0.5 ]
ダイキン工業,2018,Q2,168.18089370741427,[0.01 0.5 ]
ダイキン工業,2018,Q3,144.29496407085185,[0.01 0.5 ]
ダイキン工業,2018,Q4,147.00702289667916,[0.01 0.5 ]
ダイキン工業,2019,Q1,231.92930216731375,[0.01 0.5 ]
ダイキン工業,2019,Q2,192.12750123947265,[0.01 0.5 ]
ダイキン工業,2019,Q3,103.96919119846272,[0.01 0.5 ]
ダイキン工業,2019,Q4,87.84310153437548,[0.01 0.5 ]
ダイキン工業,2020,Q1,124.60268845084727,[0.01 0.5 ]
ダイキン工業,2020,Q2,180.41674115013325,[0.01 0.5 ]
ダイキン工業,2020,Q3,121.1768074343719,[0.01 0.5 ]
ダイキン工業,2020,Q4,51.367878870071635,[0.01 0.5 ]
ダイコク電機,2018,Q1,31.67702245595838,[10.   0.5]
ダイコク電機,2018,Q2,10.472677142704335,[10.   0.5]
ダイコク電機,2018,Q3,39.722952994301,[10.   0.5]
ダイコク電機,2018,Q4,-5.795701723307001,[10.   0.5]
ダイコク電機,2019,Q1,46.232947718161995,[10.   0.5]
ダイコク電機,2019,Q2,32.39524337698861,[10.   0.5]
ダイコク電機,2019,Q3,27.440832874843373,[10.   0.5]
ダイコク電機,2019,Q4,-10.264023963259056,[10.   0.5]
ダイコク電機,2020,Q1,-0.2752698469330461,[10.   0.5]
ダイコク電機,2020,Q2,10.544914430222558,[10.   0.5]
ダイコク電機,2020,Q3,32.865212851525214,[10.   0.5]
ダイコク電機,2020,Q4,1.1656102142384768,[10.   0.5]
ダイジェット工業,2018,Q1,55.09437125512395,[100.    0.3]
ダイジェット工業,2018,Q2,52.775726365902656,[100.    0.3]
ダイジェット工業,2018,Q3,50.593249936430794,[100.    0.3]
ダイジェット工業,2018,Q4,28.116552696117036,[100.    0.3]
ダイジェット工業,2019,Q1,22.03621603594248,[100.    0.3]
ダイジェット工業,2019,Q2,25.55186712496076,[100.    0.3]
ダイジェット工業,2019,Q3,20.619706774037,[100.    0.3]
ダイジェット工業,2019,Q4,15.012125717928237,[100.    0.3]
ダイジェット工業,2020,Q1,-2.677581133536142,[100.    0.3]
ダイジェット工業,2020,Q2,-22.769331764803393,[100.    0.3]
ダイジェット工業,2020,Q3,-101.79927852271888,[100.    0.3]
ダイジェット工業,2020,Q4,-36.74901884154319,[100.    0.3]
ダイセル,2018,Q1,31.88013392646315,[10.   0.7]
ダイセル,2018,Q2,31.308871347945868,[10.   0.7]
ダイセル,2018,Q3,34.44328033842499,[10.   0.7]
ダイセル,2018,Q4,27.082397243002113,[10.   0.7]
ダイセル,2019,Q1,26.42207475921457,[10.   0.7]
ダイセル,2019,Q2,19.71273216655741,[10.   0.7]
ダイセル,2019,Q3,13.536343383419343,[10.   0.7]
ダイセル,2019,Q4,1.9461307638909346,[10.   0.7]
ダイセル,2020,Q1,3.066905773309923,[10.   0.7]
ダイセル,2020,Q2,3.744859179275112,[10.   0.7]
ダイセル,2020,Q3,-3.948492466046819,[10.   0.7]
ダイセル,2020,Q4,18.47124138713758,[10.   0.7]
ダイダン,2018,Q1,34.494530816995045,[1. 0.]
ダイダン,2018,Q2,79.16052745185179,[1. 0.]
ダイダン,2018,Q3,84.10423818474743,[1. 0.]
ダイダン,2018,Q4,48.8055522487488,[1. 0.]
ダイダン,2019,Q1,50.58759625834344,[1. 0.]
ダイダン,2019,Q2,82.36228169547367,[1. 0.]
ダイダン,2019,Q3,94.3889154172956,[1. 0.]
ダイダン,2019,Q4,61.03568535460333,[1. 0.]
ダイダン,2020,Q1,72.92790812810955,[1. 0.]
ダイダン,2020,Q2,88.2732526409822,[1. 0.]
ダイダン,2020,Q3,44.62169064779311,[1. 0.]
ダイダン,2020,Q4,80.01038181690274,[1. 0.]
ダイトウボウ,2018,Q1,-0.4817649586542018,[100.    0.2]
ダイトウボウ,2018,Q2,-0.49320265473590014,[100.    0.2]
ダイトウボウ,2018,Q3,-0.41802310041706053,[100.    0.2]
ダイトウボウ,2018,Q4,-0.5672844478473441,[100.    0.2]
ダイトウボウ,2019,Q1,0.0763888888888889,[100.    0.2]
ダイトウボウ,2019,Q2,0.13333333333333341,[100.    0.2]
ダイトウボウ,2019,Q3,0.2808333333333334,[100.    0.2]
ダイトウボウ,2019,Q4,0.18888888888888897,[100.    0.2]
ダイトウボウ,2020,Q1,0.17166666666666666,[100.    0.2]
ダイトウボウ,2020,Q2,0.1719444444444445,[100.    0.2]
ダイトウボウ,2020,Q3,0.20111111111111113,[100.    0.2]
ダイトウボウ,2020,Q4,0.08305555555555566,[100.    0.2]
ダイドーリミテッド,2018,Q1,-3.656701199840973,[100.   0.]
ダイドーリミテッド,2018,Q2,-13.072056676285953,[100.   0.]
ダイドーリミテッド,2018,Q3,4.5069896317171,[100.   0.]
ダイドーリミテッド,2018,Q4,1.289590478442511,[100.   0.]
ダイドーリミテッド,2019,Q1,-1.8089647929398645,[100.   0.]
ダイドーリミテッド,2019,Q2,-3.810382328326303,[100.   0.]
ダイドーリミテッド,2019,Q3,5.534642856123606,[100.   0.]
ダイドーリミテッド,2019,Q4,1.4211926858502761,[100.   0.]
ダイドーリミテッド,2020,Q1,-19.398987690437405,[100.   0.]
ダイドーリミテッド,2020,Q2,-27.400326888642933,[100.   0.]
ダイドーリミテッド,2020,Q3,-11.987973080499444,[100.   0.]
ダイドーリミテッド,2020,Q4,-36.88906006604989,[100.   0.]
ダイニチ工業,2018,Q1,-22.1125890581026,[10.   0.9]
ダイニチ工業,2018,Q2,28.70290767523268,[10.   0.9]
ダイニチ工業,2018,Q3,83.26262321406224,[10.   0.9]
ダイニチ工業,2018,Q4,-34.878982839717594,[10.   0.9]
ダイニチ工業,2019,Q1,-31.258987843406125,[10.   0.9]
ダイニチ工業,2019,Q2,22.849772188794528,[10.   0.9]
ダイニチ工業,2019,Q3,73.3598868695932,[10.   0.9]
ダイニチ工業,2019,Q4,-60.93986069975477,[10.   0.9]
ダイニチ工業,2020,Q1,-20.6326292149263,[10.   0.9]
ダイニチ工業,2020,Q2,22.86589870028599,[10.   0.9]
ダイニチ工業,2020,Q3,96.5900767896506,[10.   0.9]
ダイニチ工業,2020,Q4,-17.936272120598527,[10.   0.9]
ダイニック,2018,Q1,4.842168730298503,[1000.    1.]
ダイニック,2018,Q2,11.200814128389842,[1000.    1.]
ダイニック,2018,Q3,13.073631442498995,[1000.    1.]
ダイニック,2018,Q4,14.457693650143755,[1000.    1.]
ダイニック,2019,Q1,16.12801019932899,[1000.    1.]
ダイニック,2019,Q2,16.047173884728444,[1000.    1.]
ダイニック,2019,Q3,16.2944365146088,[1000.    1.]
ダイニック,2019,Q4,16.13221071704698,[1000.    1.]
ダイニック,2020,Q1,17.9716886740651,[1000.    1.]
ダイニック,2020,Q2,14.5139976291562,[1000.    1.]
ダイニック,2020,Q3,15.444958356966806,[1000.    1.]
ダイニック,2020,Q4,15.875031779523205,[1000.    1.]
ダイビル,2018,Q1,15.187455475271149,[1. 1.]
ダイビル,2018,Q2,11.245860852763784,[1. 1.]
ダイビル,2018,Q3,18.39007509275053,[1. 1.]
ダイビル,2018,Q4,14.232363661083216,[1. 1.]
ダイビル,2019,Q1,14.117482091649194,[1. 1.]
ダイビル,2019,Q2,16.448812362367875,[1. 1.]
ダイビル,2019,Q3,20.521332633409948,[1. 1.]
ダイビル,2019,Q4,17.341419567990826,[1. 1.]
ダイビル,2020,Q1,18.957829529905467,[1. 1.]
ダイビル,2020,Q2,18.45618903949179,[1. 1.]
ダイビル,2020,Q3,20.04268801619517,[1. 1.]
ダイビル,2020,Q4,15.639212288669587,[1. 1.]
ダイフク,2018,Q1,53.68911472810833,[10.   0.7]
ダイフク,2018,Q2,94.92172551179182,[10.   0.7]
ダイフク,2018,Q3,87.91613265420766,[10.   0.7]
ダイフク,2018,Q4,98.5176211412201,[10.   0.7]
ダイフク,2019,Q1,74.50133921694622,[10.   0.7]
ダイフク,2019,Q2,69.25647748993043,[10.   0.7]
ダイフク,2019,Q3,76.46261849950321,[10.   0.7]
ダイフク,2019,Q4,72.58102738875027,[10.   0.7]
ダイフク,2020,Q1,56.810544388387335,[10.   0.7]
ダイフク,2020,Q2,66.24916639203482,[10.   0.7]
ダイフク,2020,Q3,64.18316561838762,[10.   0.7]
ダイフク,2020,Q4,68.79861343140996,[10.   0.7]
ダイヘン,2018,Q1,8.205555555555556,[1000.    1.]
ダイヘン,2018,Q2,8.368611111111113,[1000.    1.]
ダイヘン,2018,Q3,8.62673826480867,[1000.    1.]
ダイヘン,2018,Q4,17.102145714380555,[1000.    1.]
ダイヘン,2019,Q1,89.74366930096947,[1000.    1.]
ダイヘン,2019,Q2,44.45081049956728,[1000.    1.]
ダイヘン,2019,Q3,59.44774488969148,[1000.    1.]
ダイヘン,2019,Q4,62.57776963220108,[1000.    1.]
ダイヘン,2020,Q1,73.79444324049386,[1000.    1.]
ダイヘン,2020,Q2,67.56895582917268,[1000.    1.]
ダイヘン,2020,Q3,68.81804181756618,[1000.    1.]
ダイヘン,2020,Q4,88.72425972117767,[1000.    1.]
ダスキン,2018,Q1,4.818788533027089,[0.1 1. ]
ダスキン,2018,Q2,12.379474403919986,[0.1 1. ]
ダスキン,2018,Q3,67.86819404633663,[0.1 1. ]
ダスキン,2018,Q4,6.067891004536847,[0.1 1. ]
ダスキン,2019,Q1,8.290007018898379,[0.1 1. ]
ダスキン,2019,Q2,28.907991913101725,[0.1 1. ]
ダスキン,2019,Q3,37.29556060909691,[0.1 1. ]
ダスキン,2019,Q4,-33.89710047158428,[0.1 1. ]
ダスキン,2020,Q1,35.09465613163909,[0.1 1. ]
ダスキン,2020,Q2,15.48966950764229,[0.1 1. ]
ダスキン,2020,Q3,60.00080025026588,[0.1 1. ]
ダスキン,2020,Q4,-41.17753303635874,[0.1 1. ]
チノー,2018,Q1,9.389345864875867,[10.  1.]
チノー,2018,Q2,24.2616757545872,[10.  1.]
チノー,2018,Q3,29.13197933381486,[10.  1.]
チノー,2018,Q4,59.3460871042157,[10.  1.]
チノー,2019,Q1,-0.04363793986733633,[10.  1.]
チノー,2019,Q2,14.33908629638659,[10.  1.]
チノー,2019,Q3,37.01829941597881,[10.  1.]
チノー,2019,Q4,46.777116601211674,[10.  1.]
チノー,2020,Q1,-10.81643901194859,[10.  1.]
チノー,2020,Q2,36.88423291272839,[10.  1.]
チノー,2020,Q3,14.985905901526316,[10.  1.]
チノー,2020,Q4,84.35471325729414,[10.  1.]
ツカモトコーポレーション,2018,Q1,17.697667251207072,[1.e+03 5.e-01]
ツカモトコーポレーション,2018,Q2,3.4747946790497655,[1.e+03 5.e-01]
ツカモトコーポレーション,2018,Q3,8.212536689694568,[1.e+03 5.e-01]
ツカモトコーポレーション,2018,Q4,3.683683567938655,[1.e+03 5.e-01]
ツカモトコーポレーション,2019,Q1,13.286711655878843,[1.e+03 5.e-01]
ツカモトコーポレーション,2019,Q2,7.623050589682696,[1.e+03 5.e-01]
ツカモトコーポレーション,2019,Q3,22.963252429108927,[1.e+03 5.e-01]
ツカモトコーポレーション,2019,Q4,12.732716303556115,[1.e+03 5.e-01]
ツカモトコーポレーション,2020,Q1,15.235781556830625,[1.e+03 5.e-01]
ツカモトコーポレーション,2020,Q2,44.94068058692673,[1.e+03 5.e-01]
ツカモトコーポレーション,2020,Q3,5.466202984930871,[1.e+03 5.e-01]
ツカモトコーポレーション,2020,Q4,31.63123833180132,[1.e+03 5.e-01]
ツツミ,2018,Q1,12.51298730618427,[1.e+03 6.e-01]
ツツミ,2018,Q2,12.52120641261103,[1.e+03 6.e-01]
ツツミ,2018,Q3,12.883261919213652,[1.e+03 6.e-01]
ツツミ,2018,Q4,12.425275808048642,[1.e+03 6.e-01]
ツツミ,2019,Q1,11.937201871561875,[1.e+03 6.e-01]
ツツミ,2019,Q2,11.405301219331312,[1.e+03 6.e-01]
ツツミ,2019,Q3,12.247867051273314,[1.e+03 6.e-01]
ツツミ,2019,Q4,10.934444894963367,[1.e+03 6.e-01]
ツツミ,2020,Q1,10.733343649478144,[1.e+03 6.e-01]
ツツミ,2020,Q2,9.364722222222222,[1.e+03 6.e-01]
ツツミ,2020,Q3,9.170277777777777,[1.e+03 6.e-01]
ツツミ,2020,Q4,8.753888888888888,[1.e+03 6.e-01]
ツムラ,2018,Q1,31.07573659183514,[1000.    0.]
ツムラ,2018,Q2,50.32963779454801,[1000.    0.]
ツムラ,2018,Q3,64.94610278055775,[1000.    0.]
ツムラ,2018,Q4,33.6531023891035,[1000.    0.]
ツムラ,2019,Q1,44.319307006512396,[1000.    0.]
ツムラ,2019,Q2,46.193368261494776,[1000.    0.]
ツムラ,2019,Q3,67.78431534893727,[1000.    0.]
ツムラ,2019,Q4,32.14646401692983,[1000.    0.]
ツムラ,2020,Q1,45.82110225880722,[1000.    0.]
ツムラ,2020,Q2,56.08425071013744,[1000.    0.]
ツムラ,2020,Q3,64.83115757832408,[1000.    0.]
ツムラ,2020,Q4,19.78501016847074,[1000.    0.]
ティアック,2018,Q1,-0.3451750761731165,[1.e+03 1.e-01]
ティアック,2018,Q2,-0.27850840950644984,[1.e+03 1.e-01]
ティアック,2018,Q3,-0.23668250130120377,[1.e+03 1.e-01]
ティアック,2018,Q4,-0.16751583463453704,[1.e+03 1.e-01]
ティアック,2019,Q1,0.08109527647657405,[1.e+03 1.e-01]
ティアック,2019,Q2,-0.12057139019009266,[1.e+03 1.e-01]
ティアック,2019,Q3,-0.052793612412314866,[1.e+03 1.e-01]
ティアック,2019,Q4,-0.059738056856759245,[1.e+03 1.e-01]
ティアック,2020,Q1,0.2327619431432407,[1.e+03 1.e-01]
ティアック,2020,Q2,0.046650832032129594,[1.e+03 1.e-01]
ティアック,2020,Q3,0.1944286098099074,[1.e+03 1.e-01]
ティアック,2020,Q4,0.683595276476574,[1.e+03 1.e-01]
ティーガイア,2018,Q1,46.2422691002871,[1. 1.]
ティーガイア,2018,Q2,40.32543457851875,[1. 1.]
ティーガイア,2018,Q3,66.99361197674375,[1. 1.]
ティーガイア,2018,Q4,78.35322413988195,[1. 1.]
ティーガイア,2019,Q1,64.2804246364476,[1. 1.]
ティーガイア,2019,Q2,58.996338397063596,[1. 1.]
ティーガイア,2019,Q3,73.38717453691277,[1. 1.]
ティーガイア,2019,Q4,89.98438548169037,[1. 1.]
ティーガイア,2020,Q1,53.8286570684005,[1. 1.]
ティーガイア,2020,Q2,47.915480438882014,[1. 1.]
ティーガイア,2020,Q3,47.83241970001313,[1. 1.]
ティーガイア,2020,Q4,75.6945486045089,[1. 1.]
テイカ,2018,Q1,25.769554960765163,[0.001 1.   ]
テイカ,2018,Q2,4.287132656278288,[0.001 1.   ]
テイカ,2018,Q3,-9.719593759295407,[0.001 1.   ]
テイカ,2018,Q4,63.80256433528126,[0.001 1.   ]
テイカ,2019,Q1,54.176992525122,[0.001 1.   ]
テイカ,2019,Q2,33.653248955601086,[0.001 1.   ]
テイカ,2019,Q3,30.898677163779546,[0.001 1.   ]
テイカ,2019,Q4,28.430244327270827,[0.001 1.   ]
テイカ,2020,Q1,39.31917300175661,[0.001 1.   ]
テイカ,2020,Q2,30.283643376275336,[0.001 1.   ]
テイカ,2020,Q3,-3.3721278447455916,[0.001 1.   ]
テイカ,2020,Q4,18.00206209594512,[0.001 1.   ]
テイクアンドギヴ・ニーズ,2018,Q1,7.0008755012514685,[1000.    1.]
テイクアンドギヴ・ニーズ,2018,Q2,42.35444062410785,[1000.    1.]
テイクアンドギヴ・ニーズ,2018,Q3,37.55867690539989,[1000.    1.]
テイクアンドギヴ・ニーズ,2018,Q4,-9.630777489086228,[1000.    1.]
テイクアンドギヴ・ニーズ,2019,Q1,48.26243383479879,[1000.    1.]
テイクアンドギヴ・ニーズ,2019,Q2,45.2351858315551,[1000.    1.]
テイクアンドギヴ・ニーズ,2019,Q3,50.21166786247893,[1000.    1.]
テイクアンドギヴ・ニーズ,2019,Q4,-30.578885200273902,[1000.    1.]
テイクアンドギヴ・ニーズ,2020,Q1,-107.0870117445369,[1000.    1.]
テイクアンドギヴ・ニーズ,2020,Q2,-233.16980281069317,[1000.    1.]
テイクアンドギヴ・ニーズ,2020,Q3,-216.73759778737298,[1000.    1.]
テイクアンドギヴ・ニーズ,2020,Q4,-171.1812506124869,[1000.    1.]
テイ・エス　テック,2018,Q1,108.69035495783044,[0.001 0.9  ]
テイ・エス　テック,2018,Q2,136.4175245701456,[0.001 0.9  ]
テイ・エス　テック,2018,Q3,154.6348955202419,[0.001 0.9  ]
テイ・エス　テック,2018,Q4,74.8542103384583,[0.001 0.9  ]
テイ・エス　テック,2019,Q1,81.6311547859334,[0.001 0.9  ]
テイ・エス　テック,2019,Q2,104.39509102816578,[0.001 0.9  ]
テイ・エス　テック,2019,Q3,86.78361516659118,[0.001 0.9  ]
テイ・エス　テック,2019,Q4,-4.710812003248918,[0.001 0.9  ]
テイ・エス　テック,2020,Q1,-29.053247521512787,[0.001 0.9  ]
テイ・エス　テック,2020,Q2,77.31396584895106,[0.001 0.9  ]
テイ・エス　テック,2020,Q3,155.85381127128306,[0.001 0.9  ]
テイ・エス　テック,2020,Q4,77.67658044227184,[0.001 0.9  ]
テクノメディカ,2018,Q1,27.653045623069147,[0.1 0.5]
テクノメディカ,2018,Q2,14.195901733848132,[0.1 0.5]
テクノメディカ,2018,Q3,40.35355966065481,[0.1 0.5]
テクノメディカ,2018,Q4,18.77502551423308,[0.1 0.5]
テクノメディカ,2019,Q1,20.31164352127888,[0.1 0.5]
テクノメディカ,2019,Q2,44.24870005268099,[0.1 0.5]
テクノメディカ,2019,Q3,17.138621521571565,[0.1 0.5]
テクノメディカ,2019,Q4,45.704650862457456,[0.1 0.5]
テクノメディカ,2020,Q1,13.152806201758693,[0.1 0.5]
テクノメディカ,2020,Q2,-32.965934686214744,[0.1 0.5]
テクノメディカ,2020,Q3,34.089777749944346,[0.1 0.5]
テクノメディカ,2020,Q4,32.21081030413504,[0.1 0.5]
テルモ,2018,Q1,42.27921024583654,[1.e+03 2.e-01]
テルモ,2018,Q2,43.467950813375126,[1.e+03 2.e-01]
テルモ,2018,Q3,44.018243300135175,[1.e+03 2.e-01]
テルモ,2018,Q4,45.00145243058234,[1.e+03 2.e-01]
テルモ,2019,Q1,36.328281354283625,[1.e+03 2.e-01]
テルモ,2019,Q2,35.20772330480623,[1.e+03 2.e-01]
テルモ,2019,Q3,34.52989420514104,[1.e+03 2.e-01]
テルモ,2019,Q4,33.64052118806488,[1.e+03 2.e-01]
テルモ,2020,Q1,39.130009292759794,[1.e+03 2.e-01]
テルモ,2020,Q2,36.36921134939446,[1.e+03 2.e-01]
テルモ,2020,Q3,34.80392709760745,[1.e+03 2.e-01]
テルモ,2020,Q4,35.02212339783508,[1.e+03 2.e-01]
テレビ朝日ホールディングス,2018,Q1,38.596750880662455,[1.e+03 7.e-01]
テレビ朝日ホールディングス,2018,Q2,15.385242882852374,[1.e+03 7.e-01]
テレビ朝日ホールディングス,2018,Q3,64.0766131486255,[1.e+03 7.e-01]
テレビ朝日ホールディングス,2018,Q4,21.79758596127766,[1.e+03 7.e-01]
テレビ朝日ホールディングス,2019,Q1,26.944727423484213,[1.e+03 7.e-01]
テレビ朝日ホールディングス,2019,Q2,22.602614585266465,[1.e+03 7.e-01]
テレビ朝日ホールディングス,2019,Q3,64.22935353712506,[1.e+03 7.e-01]
テレビ朝日ホールディングス,2019,Q4,-34.38320486382281,[1.e+03 7.e-01]
テレビ朝日ホールディングス,2020,Q1,56.7768861412366,[1.e+03 7.e-01]
テレビ朝日ホールディングス,2020,Q2,7.900464484694485,[1.e+03 7.e-01]
テレビ朝日ホールディングス,2020,Q3,86.42968908023214,[1.e+03 7.e-01]
テレビ朝日ホールディングス,2020,Q4,33.09264330633593,[1.e+03 7.e-01]
テンアライド,2018,Q1,-1.2011484643068897,[100.   0.]
テンアライド,2018,Q2,-2.4233556218569916,[100.   0.]
テンアライド,2018,Q3,0.13231493333405808,[100.   0.]
テンアライド,2018,Q4,-3.962218304478988,[100.   0.]
テンアライド,2019,Q1,0.07928289986952564,[100.   0.]
テンアライド,2019,Q2,-2.3965981037321527,[100.   0.]
テンアライド,2019,Q3,0.40987541968027585,[100.   0.]
テンアライド,2019,Q4,-3.4498312408032064,[100.   0.]
テンアライド,2020,Q1,-13.085732740677393,[100.   0.]
テンアライド,2020,Q2,-47.742958481220306,[100.   0.]
テンアライド,2020,Q3,-50.41478623621512,[100.   0.]
テンアライド,2020,Q4,-49.88410158603003,[100.   0.]
テーオーシー,2018,Q1,11.398055555555555,[1.e+03 3.e-01]
テーオーシー,2018,Q2,11.526944444444444,[1.e+03 3.e-01]
テーオーシー,2018,Q3,11.681666666666665,[1.e+03 3.e-01]
テーオーシー,2018,Q4,12.36361111111111,[1.e+03 3.e-01]
テーオーシー,2019,Q1,12.474722222222221,[1.e+03 3.e-01]
テーオーシー,2019,Q2,12.801944444444443,[1.e+03 3.e-01]
テーオーシー,2019,Q3,12.976944444444444,[1.e+03 3.e-01]
テーオーシー,2019,Q4,13.080555555555554,[1.e+03 3.e-01]
テーオーシー,2020,Q1,13.293888888888889,[1.e+03 3.e-01]
テーオーシー,2020,Q2,13.45861111111111,[1.e+03 3.e-01]
テーオーシー,2020,Q3,13.649722222222222,[1.e+03 3.e-01]
テーオーシー,2020,Q4,13.843888888888891,[1.e+03 3.e-01]
ディスコ,2018,Q1,225.14994765903603,[1000.    1.]
ディスコ,2018,Q2,233.45991545643759,[1000.    1.]
ディスコ,2018,Q3,182.23346492999158,[1000.    1.]
ディスコ,2018,Q4,170.02763494148292,[1000.    1.]
ディスコ,2019,Q1,136.83459107943614,[1000.    1.]
ディスコ,2019,Q2,186.69668061539906,[1000.    1.]
ディスコ,2019,Q3,183.22442738724672,[1000.    1.]
ディスコ,2019,Q4,206.30356194420438,[1000.    1.]
ディスコ,2020,Q1,188.77238981067399,[1000.    1.]
ディスコ,2020,Q2,264.38432568164086,[1000.    1.]
ディスコ,2020,Q3,261.26471304587693,[1000.    1.]
ディスコ,2020,Q4,320.5601598318266,[1000.    1.]
ディーブイエックス,2018,Q1,23.652455980684678,[0.1 1. ]
ディーブイエックス,2018,Q2,27.694630502408252,[0.1 1. ]
ディーブイエックス,2018,Q3,16.74725604836891,[0.1 1. ]
ディーブイエックス,2018,Q4,21.623163976385566,[0.1 1. ]
ディーブイエックス,2019,Q1,17.35528003084728,[0.1 1. ]
ディーブイエックス,2019,Q2,-4.284257701577641,[0.1 1. ]
ディーブイエックス,2019,Q3,21.069340952312942,[0.1 1. ]
ディーブイエックス,2019,Q4,19.828261664666336,[0.1 1. ]
ディーブイエックス,2020,Q1,12.123650969513267,[0.1 1. ]
ディーブイエックス,2020,Q2,38.85370991676486,[0.1 1. ]
ディーブイエックス,2020,Q3,19.37602922892694,[0.1 1. ]
ディーブイエックス,2020,Q4,19.539065578736306,[0.1 1. ]
