企業名,会計年度,四半期,y_hat_mlm1
ぴあ,2020,Q2,-5.147521606206624
ぴあ,2020,Q3,-24.686168489424205
ぴあ,2020,Q4,-99.76114652760327
やまや,2018,Q1,75.87438744951203
やまや,2018,Q2,91.45324114139885
やまや,2018,Q3,117.32067051566082
やまや,2018,Q4,65.2225016454696
やまや,2019,Q1,76.7747071621252
やまや,2019,Q2,58.544680729665515
やまや,2019,Q3,117.46392449183054
やまや,2019,Q4,-3.4510760129687696
やまや,2020,Q1,-140.65363175417133
やまや,2020,Q2,117.16795171568583
やまや,2020,Q3,-29.567147671051544
やまや,2020,Q4,399.4480344116755
りらいあコミュニケーションズ,2018,Q1,11.62160239037135
りらいあコミュニケーションズ,2018,Q2,6.010074068152463
りらいあコミュニケーションズ,2018,Q3,10.730026120122488
りらいあコミュニケーションズ,2018,Q4,10.842385227731398
りらいあコミュニケーションズ,2019,Q1,-131.37294540104983
りらいあコミュニケーションズ,2019,Q2,12.344691121114735
りらいあコミュニケーションズ,2019,Q3,5.233665452049081
りらいあコミュニケーションズ,2019,Q4,-26.750827937468785
りらいあコミュニケーションズ,2020,Q1,43.959599042246026
りらいあコミュニケーションズ,2020,Q2,16.87373798530919
りらいあコミュニケーションズ,2020,Q3,15.182549222550279
りらいあコミュニケーションズ,2020,Q4,24.041672526880944
わかもと製薬,2018,Q1,4.220706408735353
わかもと製薬,2018,Q2,3.8905368084984815
わかもと製薬,2018,Q3,3.932721794454693
わかもと製薬,2018,Q4,0.7107288497029742
わかもと製薬,2019,Q1,-5.770067949258788
わかもと製薬,2019,Q2,-7.2335819704847495
わかもと製薬,2019,Q3,-15.354059762147585
わかもと製薬,2019,Q4,-13.339017464431606
わかもと製薬,2020,Q1,1.9388596006466514
わかもと製薬,2020,Q2,4.3497173569840015
わかもと製薬,2020,Q3,10.176323709323924
わかもと製薬,2020,Q4,7.857559712711634
アイカ工業,2018,Q1,48.55868293256433
アイカ工業,2018,Q2,52.52501467833734
アイカ工業,2018,Q3,54.898394122813485
アイカ工業,2018,Q4,46.04549151031665
アイカ工業,2019,Q1,49.28505860198902
アイカ工業,2019,Q2,57.27707415791264
アイカ工業,2019,Q3,57.93838850359312
アイカ工業,2019,Q4,56.72508963430677
アイカ工業,2020,Q1,42.60121393690952
アイカ工業,2020,Q2,40.97642494561549
アイカ工業,2020,Q3,40.12494871249527
アイカ工業,2020,Q4,42.379586324851566
アイコム,2018,Q1,13.175648840334048
アイコム,2018,Q2,50.847844312916266
アイコム,2018,Q3,32.72509576857777
アイコム,2018,Q4,122.68589454946482
アイコム,2019,Q1,-20.787675616881643
アイコム,2019,Q2,28.632451960023445
アイコム,2019,Q3,22.812107799156593
アイコム,2019,Q4,68.63324781234064
アイコム,2020,Q1,33.10646737107595
アイコム,2020,Q2,25.279746373643775
アイコム,2020,Q3,12.552750006049337
アイコム,2020,Q4,102.38740114647521
アイシン,2018,Q1,166.68532564153747
アイシン,2018,Q2,113.32370287425056
アイシン,2018,Q3,145.800437050445
アイシン,2018,Q4,111.29888524089415
アイシン,2019,Q1,156.3586290490946
アイシン,2019,Q2,33.80110779234042
アイシン,2019,Q3,59.441211268561574
アイシン,2019,Q4,51.791928943416224
アイシン,2020,Q1,5.850895313393266
アイシン,2020,Q2,-346.3349100362657
アイシン,2020,Q3,34.43107368006167
アイシン,2020,Q4,108.75910063666197
アイダエンジニアリング,2018,Q1,17.018091539469424
アイダエンジニアリング,2018,Q2,-4.842374708809302
アイダエンジニアリング,2018,Q3,21.228411419114536
アイダエンジニアリング,2018,Q4,9.227563988784595
アイダエンジニアリング,2019,Q1,18.40512000053289
アイダエンジニアリング,2019,Q2,16.958996533312785
アイダエンジニアリング,2019,Q3,18.951835983644514
アイダエンジニアリング,2019,Q4,19.166277152697603
アイダエンジニアリング,2020,Q1,15.141636524499916
アイダエンジニアリング,2020,Q2,52.7381486722785
アイダエンジニアリング,2020,Q3,8.944527303630878
アイダエンジニアリング,2020,Q4,11.611198634652169
アイチコーポレーション,2018,Q1,12.63921004931612
アイチコーポレーション,2018,Q2,23.751553214136607
アイチコーポレーション,2018,Q3,14.10878104305931
アイチコーポレーション,2018,Q4,26.617612854241912
アイチコーポレーション,2019,Q1,12.440421975818964
アイチコーポレーション,2019,Q2,22.748595641157024
アイチコーポレーション,2019,Q3,17.573093087306006
アイチコーポレーション,2019,Q4,27.569856977441802
アイチコーポレーション,2020,Q1,16.04652863780867
アイチコーポレーション,2020,Q2,16.50862473091677
アイチコーポレーション,2020,Q3,12.46615544377294
アイチコーポレーション,2020,Q4,18.74946696653862
アイティフォー,2018,Q1,-0.6712469822381308
アイティフォー,2018,Q2,9.433198557284726
アイティフォー,2018,Q3,9.993602325084623
アイティフォー,2018,Q4,27.34955132331237
アイティフォー,2019,Q1,6.855568952653044
アイティフォー,2019,Q2,10.5057480496356
アイティフォー,2019,Q3,17.792405911573525
アイティフォー,2019,Q4,22.490577036187574
アイティフォー,2020,Q1,7.983281467787322
アイティフォー,2020,Q2,15.635144408973474
アイティフォー,2020,Q3,7.087568915277643
アイティフォー,2020,Q4,21.0791628356789
アイティメディア,2018,Q1,-60.050088110469005
アイティメディア,2018,Q2,32.91497994185033
アイティメディア,2018,Q3,-0.8679531217405838
アイティメディア,2018,Q4,9.068850987487508
アイティメディア,2019,Q1,19.961077647837328
アイティメディア,2019,Q2,9.912299967462332
アイティメディア,2019,Q3,7.95269108058784
アイティメディア,2019,Q4,8.372212090092574
アイティメディア,2020,Q1,9.784775729361527
アイティメディア,2020,Q2,10.168198511376005
アイティメディア,2020,Q3,13.774350870825444
アイティメディア,2020,Q4,18.448160033355464
アイネス,2018,Q1,-6.989138799389423
アイネス,2018,Q2,10.80948415871643
アイネス,2018,Q3,0.7273393512019197
アイネス,2018,Q4,26.610151527606945
アイネス,2019,Q1,-3.5922080056809023
アイネス,2019,Q2,10.882015935594922
アイネス,2019,Q3,-12.680311648723489
アイネス,2019,Q4,-208.39391290818105
アイネス,2020,Q1,86.21682663261345
アイネス,2020,Q2,-39.5375553730147
アイネス,2020,Q3,77.37383777926823
アイネス,2020,Q4,9.028967996966514
アイネット,2018,Q1,11.5900255236796
アイネット,2018,Q2,27.202220208378826
アイネット,2018,Q3,22.848413234664832
アイネット,2018,Q4,25.025942828609914
アイネット,2019,Q1,15.55471661224172
アイネット,2019,Q2,27.136114090124458
アイネット,2019,Q3,24.256056901737566
アイネット,2019,Q4,28.511784328660497
アイネット,2020,Q1,22.152996194783356
アイネット,2020,Q2,21.91679291008461
アイネット,2020,Q3,22.258847172853223
アイネット,2020,Q4,25.09145559698385
アイホン,2018,Q1,-2.885204839834273
アイホン,2018,Q2,52.78125003634372
アイホン,2018,Q3,14.57719205633191
アイホン,2018,Q4,50.77509471040428
アイホン,2019,Q1,21.85583770520229
アイホン,2019,Q2,65.23215253584311
アイホン,2019,Q3,38.705853601360076
アイホン,2019,Q4,70.45656185053743
アイホン,2020,Q1,38.770821510699506
アイホン,2020,Q2,73.24458776290791
アイホン,2020,Q3,39.14201163880193
アイホン,2020,Q4,40.66095335761844
アイロムグループ,2018,Q1,55.13927747885293
アイロムグループ,2018,Q2,41.47533698780137
アイロムグループ,2018,Q3,53.843135655064884
アイロムグループ,2018,Q4,-20.022487749366235
アイロムグループ,2019,Q1,29.24323852820629
アイロムグループ,2019,Q2,31.854695818043695
アイロムグループ,2019,Q3,39.93312789128652
アイロムグループ,2019,Q4,28.59978303680066
アイロムグループ,2020,Q1,58.42199929283606
アイロムグループ,2020,Q2,12.200311613344184
アイロムグループ,2020,Q3,16.36107677555242
アイロムグループ,2020,Q4,16.29854172589239
アキレス,2018,Q1,4.264443046960196
アキレス,2018,Q2,33.40872656192079
アキレス,2018,Q3,26.740508407714003
アキレス,2018,Q4,11.922697494817442
アキレス,2019,Q1,3.4275696322846443
アキレス,2019,Q2,-3.043745694194797
アキレス,2019,Q3,5.476974286556981
アキレス,2019,Q4,0.3713227839591582
アキレス,2020,Q1,24.642187874908757
アキレス,2020,Q2,92.18270412628371
アキレス,2020,Q3,41.02575661323095
アキレス,2020,Q4,54.70827441469734
アクシアル　リテイリング,2018,Q1,81.44139115813414
アクシアル　リテイリング,2018,Q2,69.81397527922644
アクシアル　リテイリング,2018,Q3,97.54843601006473
アクシアル　リテイリング,2018,Q4,45.40377202037132
アクシアル　リテイリング,2019,Q1,67.4845584518817
アクシアル　リテイリング,2019,Q2,83.58766792132246
アクシアル　リテイリング,2019,Q3,81.28119582318021
アクシアル　リテイリング,2019,Q4,44.6795972134224
アクシアル　リテイリング,2020,Q1,64.97101348210737
アクシアル　リテイリング,2020,Q2,85.86228255917172
アクシアル　リテイリング,2020,Q3,100.07494683535879
アクシアル　リテイリング,2020,Q4,70.19650168833698
アクセル,2018,Q1,-63.308336922067895
アクセル,2018,Q2,-3.5772910229927675
アクセル,2018,Q3,34.00909663845249
アクセル,2018,Q4,27.12412585249359
アクセル,2019,Q1,10.834911197188866
アクセル,2019,Q2,4.8073674276834915
アクセル,2019,Q3,-13.979870986651314
アクセル,2019,Q4,21.92870947730296
アクセル,2020,Q1,14.998734688247822
アクセル,2020,Q2,27.944175065733333
アクセル,2020,Q3,-3.675564675178009
アクセル,2020,Q4,2.473298673552904
アジアパイルホールディングス,2018,Q1,15.092875324789844
アジアパイルホールディングス,2018,Q2,31.019014928540642
アジアパイルホールディングス,2018,Q3,33.72356402527001
アジアパイルホールディングス,2018,Q4,38.66739833223694
アジアパイルホールディングス,2019,Q1,19.028428183990798
アジアパイルホールディングス,2019,Q2,30.93696542296702
アジアパイルホールディングス,2019,Q3,23.73079841585347
アジアパイルホールディングス,2019,Q4,16.42755119560242
アジアパイルホールディングス,2020,Q1,16.37565815017974
アジアパイルホールディングス,2020,Q2,19.380270104503055
アジアパイルホールディングス,2020,Q3,22.17508634866453
アジアパイルホールディングス,2020,Q4,12.967010488254473
アステラス製薬,2018,Q1,24.35787314171432
アステラス製薬,2018,Q2,6.1204722312591
アステラス製薬,2018,Q3,19.488480428556613
アステラス製薬,2018,Q4,-13.32269607670321
アステラス製薬,2019,Q1,20.165002985204637
アステラス製薬,2019,Q2,26.576094236886433
アステラス製薬,2019,Q3,27.587944292274415
アステラス製薬,2019,Q4,17.0512712405025
アステラス製薬,2020,Q1,15.641553443198404
アステラス製薬,2020,Q2,25.783901359806805
アステラス製薬,2020,Q3,31.59752185953039
アステラス製薬,2020,Q4,17.73923974795366
アズビル,2018,Q1,41.518118557217804
アズビル,2018,Q2,63.95977172054893
アズビル,2018,Q3,69.44059089496776
アズビル,2018,Q4,120.56199988547056
アズビル,2019,Q1,-3.3055084545053433
アズビル,2019,Q2,42.10361974682883
アズビル,2019,Q3,19.174252862917854
アズビル,2019,Q4,35.15985240423862
アズビル,2020,Q1,6.748612245468792
アズビル,2020,Q2,32.41465800521382
アズビル,2020,Q3,30.44797435054096
アズビル,2020,Q4,50.35522420973436
アズワン,2018,Q1,66.68575352776598
アズワン,2018,Q2,67.68558332262563
アズワン,2018,Q3,72.66076586681334
アズワン,2018,Q4,94.68250667704177
アズワン,2019,Q1,75.8873828671783
アズワン,2019,Q2,68.84863787222594
アズワン,2019,Q3,72.81709481811879
アズワン,2019,Q4,81.48283107948646
アズワン,2020,Q1,71.66642047416968
アズワン,2020,Q2,86.41011813300406
アズワン,2020,Q3,69.84662445436311
アズワン,2020,Q4,132.6798799419389
アツギ,2018,Q1,5.761697998950339
アツギ,2018,Q2,-16.470326668766056
アツギ,2018,Q3,23.573742778927482
アツギ,2018,Q4,-16.061861848235054
アツギ,2019,Q1,288.93902884184627
アツギ,2019,Q2,220.77800510508564
アツギ,2019,Q3,86.96610789564784
アツギ,2019,Q4,-2593.2854870688307
アツギ,2020,Q1,-65.69612874845711
アツギ,2020,Q2,104.45109946304069
アツギ,2020,Q3,-361.7560294862358
アツギ,2020,Q4,-40.135006088507794
アドウェイズ,2018,Q1,-41.38906728528673
アドウェイズ,2018,Q2,-20.763838857869814
アドウェイズ,2018,Q3,-43.02407933073118
アドウェイズ,2018,Q4,-44.43083367388408
アドウェイズ,2019,Q1,-65.65800240963745
アドウェイズ,2019,Q2,-105.82338824292492
アドウェイズ,2019,Q3,-44.110581313666444
アドウェイズ,2019,Q4,-22.733780854326596
アドウェイズ,2020,Q1,-3.452071149414678
アドウェイズ,2020,Q2,5.1726188257862304
アドウェイズ,2020,Q3,0.999105919771182
アドウェイズ,2020,Q4,-1.0880512782626965
アドソル日進,2018,Q1,18.945162495554882
アドソル日進,2018,Q2,1.1209810374190852
アドソル日進,2018,Q3,4.781433341332445
アドソル日進,2018,Q4,-3.071059198168939
アドソル日進,2019,Q1,7.477679331868558
アドソル日進,2019,Q2,20.615521950288496
アドソル日進,2019,Q3,18.410000121194656
アドソル日進,2019,Q4,18.71811491966713
アドソル日進,2020,Q1,23.536948173635608
アドソル日進,2020,Q2,17.189144375186515
アドソル日進,2020,Q3,17.35917800223592
アドソル日進,2020,Q4,8.909527769956213
アドバネクス,2018,Q1,25.341802647433383
アドバネクス,2018,Q2,-9.764586567404479
アドバネクス,2018,Q3,-30.43940544389062
アドバネクス,2018,Q4,-20.75722218626167
アドバネクス,2019,Q1,-19.14060147634622
アドバネクス,2019,Q2,-7.876658117846844
アドバネクス,2019,Q3,13.182310130972894
アドバネクス,2019,Q4,-44.57911878105615
アドバネクス,2020,Q1,95.43615086807944
アドバネクス,2020,Q2,11.115627621837461
アドバネクス,2020,Q3,18.455620421491346
アドバネクス,2020,Q4,306.2404454560253
アドバンテスト,2018,Q1,35.468496199451266
アドバンテスト,2018,Q2,33.98552443415025
アドバンテスト,2018,Q3,68.16566506531228
アドバンテスト,2018,Q4,79.08092652160622
アドバンテスト,2019,Q1,48.73601856703908
アドバンテスト,2019,Q2,45.54393196515707
アドバンテスト,2019,Q3,53.52700120364307
アドバンテスト,2019,Q4,60.731400771287554
アドバンテスト,2020,Q1,84.8360049950727
アドバンテスト,2020,Q2,70.18929348776578
アドバンテスト,2020,Q3,91.62363540117383
アドバンテスト,2020,Q4,75.96167749417418
アドヴァングループ,2018,Q1,25.7526511624867
アドヴァングループ,2018,Q2,18.127482827246467
アドヴァングループ,2018,Q3,26.404490552832385
アドヴァングループ,2018,Q4,18.350702534241464
アドヴァングループ,2019,Q1,20.521436209375224
アドヴァングループ,2019,Q2,33.13994951363384
アドヴァングループ,2019,Q3,30.89254188605878
アドヴァングループ,2019,Q4,21.536572219417167
アドヴァングループ,2020,Q1,30.61459726570081
アドヴァングループ,2020,Q2,29.050745925968386
アドヴァングループ,2020,Q3,28.072815200023115
アドヴァングループ,2020,Q4,8.777994879461176
アネスト岩田,2018,Q1,21.20230275539194
アネスト岩田,2018,Q2,24.430819584399885
アネスト岩田,2018,Q3,20.66874155712167
アネスト岩田,2018,Q4,22.748829985851764
アネスト岩田,2019,Q1,20.89901687963453
アネスト岩田,2019,Q2,24.075835156959158
アネスト岩田,2019,Q3,18.42114025512707
アネスト岩田,2019,Q4,21.39784154232251
アネスト岩田,2020,Q1,16.432659110535795
アネスト岩田,2020,Q2,24.539048323083435
アネスト岩田,2020,Q3,15.484675709986476
アネスト岩田,2020,Q4,18.832231434280274
アマダ,2018,Q1,2.1144263242322268
アマダ,2018,Q2,24.31839110842826
アマダ,2018,Q3,22.837073586752823
アマダ,2018,Q4,17.742396099392153
アマダ,2019,Q1,26.515149858917823
アマダ,2019,Q2,35.26130445895978
アマダ,2019,Q3,15.55898062593933
アマダ,2019,Q4,28.26663054372109
アマダ,2020,Q1,8.39494358580744
アマダ,2020,Q2,32.72895438206919
アマダ,2020,Q3,10.896915516599876
アマダ,2020,Q4,13.793095980641894
アマノ,2018,Q1,13.130019888877825
アマノ,2018,Q2,32.72965684585165
アマノ,2018,Q3,32.460399199630785
アマノ,2018,Q4,41.34052009710774
アマノ,2019,Q1,0.22795710332331964
アマノ,2019,Q2,41.3273724125427
アマノ,2019,Q3,24.678377025257817
アマノ,2019,Q4,46.338376506168274
アマノ,2020,Q1,9.26408834167367
アマノ,2020,Q2,44.726862462781185
アマノ,2020,Q3,28.879409529015874
アマノ,2020,Q4,35.02130626080617
アミューズ,2018,Q1,34.088213464490536
アミューズ,2018,Q2,43.72360879633857
アミューズ,2018,Q3,62.010955799564954
アミューズ,2018,Q4,58.20485517955831
アミューズ,2019,Q1,59.71542669202063
アミューズ,2019,Q2,72.40859338620385
アミューズ,2019,Q3,59.5714550450964
アミューズ,2019,Q4,58.35014371096895
アミューズ,2020,Q1,0.5719552411870836
アミューズ,2020,Q2,64.64134490977824
アミューズ,2020,Q3,61.718310037741276
アミューズ,2020,Q4,39.961135799888666
アリアケジャパン,2018,Q1,57.85555788999565
アリアケジャパン,2018,Q2,66.6813449506072
アリアケジャパン,2018,Q3,74.54175059507111
アリアケジャパン,2018,Q4,47.45341957284273
アリアケジャパン,2019,Q1,-905.9994452115272
アリアケジャパン,2019,Q2,76.04438215066716
アリアケジャパン,2019,Q3,101.17230859307352
アリアケジャパン,2019,Q4,138.81304594283375
アリアケジャパン,2020,Q1,90.2970018290494
アリアケジャパン,2020,Q2,70.23193525575289
アリアケジャパン,2020,Q3,57.22311330135085
アリアケジャパン,2020,Q4,94.03168569068794
アルインコ,2018,Q1,11.872088259834698
アルインコ,2018,Q2,25.008266491526257
アルインコ,2018,Q3,29.566164268537648
アルインコ,2018,Q4,3.8909033882655244
アルインコ,2019,Q1,21.323224369901993
アルインコ,2019,Q2,29.442200437791826
アルインコ,2019,Q3,40.366330609809154
アルインコ,2019,Q4,24.907380098330577
アルインコ,2020,Q1,29.596243007801974
アルインコ,2020,Q2,42.27988748120569
アルインコ,2020,Q3,26.902404478469307
アルインコ,2020,Q4,-13.999794955279128
アルコニックス,2018,Q1,73.06097832653772
アルコニックス,2018,Q2,63.22660228730277
アルコニックス,2018,Q3,64.76525468193836
アルコニックス,2018,Q4,79.33399049761601
アルコニックス,2019,Q1,40.25551457097606
アルコニックス,2019,Q2,44.216565273344145
アルコニックス,2019,Q3,31.87355220780796
アルコニックス,2019,Q4,36.367849272703324
アルコニックス,2020,Q1,40.39980151411805
アルコニックス,2020,Q2,38.387180204721545
アルコニックス,2020,Q3,36.42177236706715
アルコニックス,2020,Q4,25.927814843375003
アルゴグラフィックス,2018,Q1,77.15529231165004
アルゴグラフィックス,2018,Q2,61.41239686695161
アルゴグラフィックス,2018,Q3,80.59985303604742
アルゴグラフィックス,2018,Q4,103.25209737433181
アルゴグラフィックス,2019,Q1,101.09065312123062
アルゴグラフィックス,2019,Q2,41.637667357228565
アルゴグラフィックス,2019,Q3,66.7790526527483
アルゴグラフィックス,2019,Q4,54.590303397565435
アルゴグラフィックス,2020,Q1,40.885121482857244
アルゴグラフィックス,2020,Q2,38.87426903276662
アルゴグラフィックス,2020,Q3,44.92466907810558
アルゴグラフィックス,2020,Q4,42.875868714377305
アルビス,2018,Q1,49.99999044095148
アルビス,2018,Q2,30.27132129146321
アルビス,2018,Q3,46.8393386187081
アルビス,2018,Q4,23.91579443502178
アルビス,2019,Q1,29.856214156883652
アルビス,2019,Q2,15.188356578603816
アルビス,2019,Q3,26.140730932627775
アルビス,2019,Q4,-2.777343128521352
アルビス,2020,Q1,17.69269527495635
アルビス,2020,Q2,77.03562785313352
アルビス,2020,Q3,56.854904234762216
アルビス,2020,Q4,46.75519183820052
アルファ,2018,Q1,30.635093227257585
アルファ,2018,Q2,49.454934090846564
アルファ,2018,Q3,23.40159415042808
アルファ,2018,Q4,15.980996143668563
アルファ,2019,Q1,68.77385603421135
アルファ,2019,Q2,49.73344736729314
アルファ,2019,Q3,44.40338674143686
アルファ,2019,Q4,50.16435851969891
アルファ,2020,Q1,5.183003409340472
アルファ,2020,Q2,59.58950019042186
アルファ,2020,Q3,-44.81020737021035
アルファ,2020,Q4,23.814626959662974
アルファシステムズ,2018,Q1,33.47418393089811
アルファシステムズ,2018,Q2,30.62438246765521
アルファシステムズ,2018,Q3,27.41857176980193
アルファシステムズ,2018,Q4,31.527510082045296
アルファシステムズ,2019,Q1,24.97502298032805
アルファシステムズ,2019,Q2,11.74850065100145
アルファシステムズ,2019,Q3,27.501043281472903
アルファシステムズ,2019,Q4,31.07940991293026
アルファシステムズ,2020,Q1,30.294155837503467
アルファシステムズ,2020,Q2,37.036178344550535
アルファシステムズ,2020,Q3,34.30549694300271
アルファシステムズ,2020,Q4,39.62656646594746
アルフレッサ　ホールディングス,2018,Q1,53.02324034392586
アルフレッサ　ホールディングス,2018,Q2,31.383440335868727
アルフレッサ　ホールディングス,2018,Q3,51.12374426587394
アルフレッサ　ホールディングス,2018,Q4,26.58626956268381
アルフレッサ　ホールディングス,2019,Q1,37.464351936783714
アルフレッサ　ホールディングス,2019,Q2,37.18947668574992
アルフレッサ　ホールディングス,2019,Q3,53.66241157051991
アルフレッサ　ホールディングス,2019,Q4,38.98836105031023
アルフレッサ　ホールディングス,2020,Q1,54.505075549382695
アルフレッサ　ホールディングス,2020,Q2,28.56350622127252
アルフレッサ　ホールディングス,2020,Q3,35.19702117733368
アルフレッサ　ホールディングス,2020,Q4,34.58334800616399
アルプスアルパイン,2018,Q1,46.11127949121919
アルプスアルパイン,2018,Q2,47.03981937624519
アルプスアルパイン,2018,Q3,71.84311979137249
アルプスアルパイン,2018,Q4,31.812877562445237
アルプスアルパイン,2019,Q1,-19.898756571283684
アルプスアルパイン,2019,Q2,33.55633432262039
アルプスアルパイン,2019,Q3,58.97395763177815
アルプスアルパイン,2019,Q4,-11.002445383615168
アルプスアルパイン,2020,Q1,35.11198478851907
アルプスアルパイン,2020,Q2,41.77163418429063
アルプスアルパイン,2020,Q3,3.6181515645976106
アルプスアルパイン,2020,Q4,-9.092479561329924
アルプス物流,2018,Q1,6.8721398141478005
アルプス物流,2018,Q2,20.62800725846462
アルプス物流,2018,Q3,20.173317023547625
アルプス物流,2018,Q4,15.93441011815618
アルプス物流,2019,Q1,19.642547099357117
アルプス物流,2019,Q2,18.81227747157621
アルプス物流,2019,Q3,21.21205929072159
アルプス物流,2019,Q4,16.66660106342934
アルプス物流,2020,Q1,20.428180121196306
アルプス物流,2020,Q2,20.820858330178623
