企業名,会計年度,四半期,y_hat_ml1_i_tuned_fine,best_hyparam
シップヘルスケアホールディング,2018,Q4,46.88544570379621,[2921.3408346]
シップヘルスケアホールディング,2019,Q1,45.022338266857766,[2921.3408346]
シップヘルスケアホールディング,2019,Q2,86.6045188875515,[2921.3408346]
シップヘルスケアホールディング,2019,Q3,60.447915015394614,[2921.3408346]
シップヘルスケアホールディング,2019,Q4,60.84302642565725,[2921.3408346]
シップヘルスケアホールディング,2020,Q1,57.53522568104917,[2921.3408346]
シップヘルスケアホールディング,2020,Q2,56.43790499927796,[2921.3408346]
シップヘルスケアホールディング,2020,Q3,60.87122615633112,[2921.3408346]
シップヘルスケアホールディング,2020,Q4,66.12098115043719,[2921.3408346]
シモジマ,2018,Q1,4.597185260739407,[1.35395549]
シモジマ,2018,Q2,1.013777444142539,[1.35395549]
シモジマ,2018,Q3,22.81494058385006,[1.35395549]
シモジマ,2018,Q4,-5.404507008391073,[1.35395549]
シモジマ,2019,Q1,4.191594037864313,[1.35395549]
シモジマ,2019,Q2,4.230996677750555,[1.35395549]
シモジマ,2019,Q3,20.142837889666506,[1.35395549]
シモジマ,2019,Q4,-6.712761815162057,[1.35395549]
シモジマ,2020,Q1,1.4176452948991978,[1.35395549]
シモジマ,2020,Q2,-2.9200170936050185,[1.35395549]
シモジマ,2020,Q3,21.05215884873303,[1.35395549]
シモジマ,2020,Q4,-9.70892971500939,[1.35395549]
シャープ,2018,Q1,17.86488411866225,[869.28998363]
シャープ,2018,Q2,-18.28898587004354,[869.28998363]
シャープ,2018,Q3,10.375136749062843,[869.28998363]
シャープ,2018,Q4,4.916990821316265,[869.28998363]
シャープ,2019,Q1,16.709502141428022,[869.28998363]
シャープ,2019,Q2,3.0354212764792514,[869.28998363]
シャープ,2019,Q3,15.720208356049252,[869.28998363]
シャープ,2019,Q4,-11.069351269979439,[869.28998363]
シャープ,2020,Q1,-24.493379577873625,[869.28998363]
シャープ,2020,Q2,-30.619787953089627,[869.28998363]
シャープ,2020,Q3,-14.736350422082797,[869.28998363]
シャープ,2020,Q4,-5.160948206361914,[869.28998363]
シンニッタン,2018,Q1,9.678611111111111,[258.67063052]
シンニッタン,2018,Q2,10.129444444444445,[258.67063052]
シンニッタン,2018,Q3,10.335277777777778,[258.67063052]
シンニッタン,2018,Q4,10.462222222222222,[258.67063052]
シンニッタン,2019,Q1,11.410555555555556,[258.67063052]
シンニッタン,2019,Q2,11.256666666666668,[258.67063052]
シンニッタン,2019,Q3,11.203055555555556,[258.67063052]
シンニッタン,2019,Q4,10.878055555555555,[258.67063052]
シンニッタン,2020,Q1,9.61138888888889,[258.67063052]
シンニッタン,2020,Q2,9.105555555555556,[258.67063052]
シンニッタン,2020,Q3,8.338611111111112,[258.67063052]
シンニッタン,2020,Q4,8.067500000000003,[258.67063052]
シンフォニア　テクノロジー,2018,Q1,1.2364270013158074,[0.40289032]
シンフォニア　テクノロジー,2018,Q2,10.501642953581662,[0.40289032]
シンフォニア　テクノロジー,2018,Q3,27.404103020406296,[0.40289032]
シンフォニア　テクノロジー,2018,Q4,96.21926252593809,[0.40289032]
シンフォニア　テクノロジー,2019,Q1,-27.920880720932093,[0.40289032]
シンフォニア　テクノロジー,2019,Q2,-3.148177579152571,[0.40289032]
シンフォニア　テクノロジー,2019,Q3,-13.799723596310304,[0.40289032]
シンフォニア　テクノロジー,2019,Q4,72.63479105827392,[0.40289032]
シンフォニア　テクノロジー,2020,Q1,-16.418598980854856,[0.40289032]
シンフォニア　テクノロジー,2020,Q2,33.8767728714724,[0.40289032]
シンフォニア　テクノロジー,2020,Q3,-6.621406805635992,[0.40289032]
シンフォニア　テクノロジー,2020,Q4,76.0102478229402,[0.40289032]
シーティーエス,2018,Q1,5.1728372663942235,[9817.47452821]
シーティーエス,2018,Q2,7.022576841131883,[9817.47452821]
シーティーエス,2018,Q3,5.589301821089151,[9817.47452821]
シーティーエス,2018,Q4,3.7595227765434416,[9817.47452821]
シーティーエス,2019,Q1,8.326581957846408,[9817.47452821]
シーティーエス,2019,Q2,12.103669023290257,[9817.47452821]
シーティーエス,2019,Q3,10.24013675154953,[9817.47452821]
シーティーエス,2019,Q4,2.312790821761601,[9817.47452821]
シーティーエス,2020,Q1,1.9508554055654042,[9817.47452821]
シーティーエス,2020,Q2,8.15791136377189,[9817.47452821]
シーティーエス,2020,Q3,10.063364413356588,[9817.47452821]
シーティーエス,2020,Q4,8.618900089742837,[9817.47452821]
シード,2018,Q1,30.16816009282519,[141.10368144]
シード,2018,Q2,-4.172004739857805,[141.10368144]
シード,2018,Q3,8.991709745771828,[141.10368144]
シード,2018,Q4,8.149406070565169,[141.10368144]
シード,2019,Q1,4.167534201424277,[141.10368144]
シード,2019,Q2,5.280758560479885,[141.10368144]
シード,2019,Q3,5.031471859605178,[141.10368144]
シード,2019,Q4,8.649338655765806,[141.10368144]
シード,2020,Q1,0.27245509057820616,[141.10368144]
シード,2020,Q2,2.641938637310483,[141.10368144]
シード,2020,Q3,5.127800293693593,[141.10368144]
シード,2020,Q4,5.535374438432505,[141.10368144]
ジェイテクト,2018,Q1,27.802692102581673,[1063.90030765]
ジェイテクト,2018,Q2,24.076488936221295,[1063.90030765]
ジェイテクト,2018,Q3,23.04329406123655,[1063.90030765]
ジェイテクト,2018,Q4,22.88611111111111,[1063.90030765]
ジェイテクト,2019,Q1,23.297270214765764,[1063.90030765]
ジェイテクト,2019,Q2,23.54393688143243,[1063.90030765]
ジェイテクト,2019,Q3,23.04032577032132,[1063.90030765]
ジェイテクト,2019,Q4,22.906436881432427,[1063.90030765]
ジェイテクト,2020,Q1,21.30566322356379,[1063.90030765]
ジェイテクト,2020,Q2,19.053718779119347,[1063.90030765]
ジェイテクト,2020,Q3,18.672052112452683,[1063.90030765]
ジェイテクト,2020,Q4,19.7717743346749,[1063.90030765]
ジェコス,2018,Q1,32.88281731801967,[1063.90030765]
ジェコス,2018,Q2,26.491298937906436,[1063.90030765]
ジェコス,2018,Q3,25.211466299819595,[1063.90030765]
ジェコス,2018,Q4,30.87216216647298,[1063.90030765]
ジェコス,2019,Q1,27.27108038812226,[1063.90030765]
ジェコス,2019,Q2,26.059920568322816,[1063.90030765]
ジェコス,2019,Q3,26.469904541166358,[1063.90030765]
ジェコス,2019,Q4,26.810924663911567,[1063.90030765]
ジェコス,2020,Q1,26.514568195570625,[1063.90030765]
ジェコス,2020,Q2,27.30777777777778,[1063.90030765]
ジェコス,2020,Q3,28.12166666666666,[1063.90030765]
ジェコス,2020,Q4,28.84666666666666,[1063.90030765]
ジャストシステム,2018,Q1,20.239282877341488,[3.71779709]
ジャストシステム,2018,Q2,23.55857954920287,[3.71779709]
ジャストシステム,2018,Q3,13.986626684872533,[3.71779709]
ジャストシステム,2018,Q4,13.927811111252934,[3.71779709]
ジャストシステム,2019,Q1,36.870662732563616,[3.71779709]
ジャストシステム,2019,Q2,40.70790480684086,[3.71779709]
ジャストシステム,2019,Q3,27.424451960865067,[3.71779709]
ジャストシステム,2019,Q4,36.44613870499451,[3.71779709]
ジャストシステム,2020,Q1,45.94941911669817,[3.71779709]
ジャストシステム,2020,Q2,47.88151944136546,[3.71779709]
ジャストシステム,2020,Q3,38.00316437142685,[3.71779709]
ジャストシステム,2020,Q4,36.968190055493714,[3.71779709]
ジャパンフーズ,2018,Q1,87.33328745725188,[22.90403581]
ジャパンフーズ,2018,Q2,84.8053703257344,[22.90403581]
ジャパンフーズ,2018,Q3,-70.53211830403373,[22.90403581]
ジャパンフーズ,2018,Q4,-3.3146680009462557,[22.90403581]
ジャパンフーズ,2019,Q1,139.42655570366045,[22.90403581]
ジャパンフーズ,2019,Q2,14.553033933542089,[22.90403581]
ジャパンフーズ,2019,Q3,-72.38651403091367,[22.90403581]
ジャパンフーズ,2019,Q4,3.4731782512091414,[22.90403581]
ジャパンフーズ,2020,Q1,54.715259273092656,[22.90403581]
ジャパンフーズ,2020,Q2,25.097582021755983,[22.90403581]
ジャパンフーズ,2020,Q3,-157.903505649532,[22.90403581]
ジャパンフーズ,2020,Q4,-64.18063970880627,[22.90403581]
ジーエス・ユアサ　コーポレーシ,2018,Q1,5.935555555555555,[5355.38880305]
ジーエス・ユアサ　コーポレーシ,2018,Q2,6.214722222222222,[5355.38880305]
ジーエス・ユアサ　コーポレーシ,2018,Q3,6.334393668627698,[5355.38880305]
ジーエス・ユアサ　コーポレーシ,2018,Q4,8.437449224183254,[5355.38880305]
ジーエス・ユアサ　コーポレーシ,2019,Q1,9.194949224183254,[5355.38880305]
ジーエス・ユアサ　コーポレーシ,2019,Q2,9.641060335294364,[5355.38880305]
ジーエス・ユアサ　コーポレーシ,2019,Q3,10.649393668627699,[5355.38880305]
ジーエス・ユアサ　コーポレーシ,2019,Q4,11.80078255751659,[5355.38880305]
ジーエス・ユアサ　コーポレーシ,2020,Q1,13.083282557516586,[5355.38880305]
ジーエス・ユアサ　コーポレーシ,2020,Q2,13.064949224183255,[5355.38880305]
ジーエス・ユアサ　コーポレーシ,2020,Q3,12.958560335294369,[5355.38880305]
ジーエス・ユアサ　コーポレーシ,2020,Q4,14.65078255751659,[5355.38880305]
ジーテクト,2018,Q1,80.11522392336974,[0.02381657]
ジーテクト,2018,Q2,14.951555520335205,[0.02381657]
ジーテクト,2018,Q3,106.3379772109538,[0.02381657]
ジーテクト,2018,Q4,78.27895355491273,[0.02381657]
ジーテクト,2019,Q1,118.69012543610643,[0.02381657]
ジーテクト,2019,Q2,103.2613556827605,[0.02381657]
ジーテクト,2019,Q3,39.21765811520254,[0.02381657]
ジーテクト,2019,Q4,60.045013283342314,[0.02381657]
ジーテクト,2020,Q1,-84.78975908536245,[0.02381657]
ジーテクト,2020,Q2,3.4448811050579025,[0.02381657]
ジーテクト,2020,Q3,21.66997797722877,[0.02381657]
ジーテクト,2020,Q4,3.9599435840244013,[0.02381657]
スカパーＪＳＡＴホールディング,2018,Q1,32.88824354874896,[22026.46579481]
スカパーＪＳＡＴホールディング,2018,Q2,31.94630921166872,[22026.46579481]
スカパーＪＳＡＴホールディング,2018,Q3,22.507252396572305,[22026.46579481]
スカパーＪＳＡＴホールディング,2018,Q4,27.11107803603937,[22026.46579481]
スカパーＪＳＡＴホールディング,2019,Q1,19.689014170816492,[22026.46579481]
スカパーＪＳＡＴホールディング,2019,Q2,21.710489935233575,[22026.46579481]
スカパーＪＳＡＴホールディング,2019,Q3,17.63282403407586,[22026.46579481]
スカパーＪＳＡＴホールディング,2019,Q4,18.743259782651755,[22026.46579481]
スカパーＪＳＡＴホールディング,2020,Q1,21.198217063937044,[22026.46579481]
スカパーＪＳＡＴホールディング,2020,Q2,23.691458427611778,[22026.46579481]
スカパーＪＳＡＴホールディング,2020,Q3,21.77161525790273,[22026.46579481]
スカパーＪＳＡＴホールディング,2020,Q4,15.1271197986958,[22026.46579481]
スクウェア・エニックス・ホール,2018,Q1,16.56916666666667,[2921.3408346]
スクウェア・エニックス・ホール,2018,Q2,18.278333333333332,[2921.3408346]
スクウェア・エニックス・ホール,2018,Q3,17.859166666666667,[2921.3408346]
スクウェア・エニックス・ホール,2018,Q4,16.852777777777778,[2921.3408346]
スクウェア・エニックス・ホール,2019,Q1,18.66416666666667,[2921.3408346]
スクウェア・エニックス・ホール,2019,Q2,19.187222222222225,[2921.3408346]
スクウェア・エニックス・ホール,2019,Q3,20.804166666666667,[2921.3408346]
スクウェア・エニックス・ホール,2019,Q4,22.69555555555556,[2921.3408346]
スクウェア・エニックス・ホール,2020,Q1,26.544722222222223,[2921.3408346]
スクウェア・エニックス・ホール,2020,Q2,29.724444444444448,[2921.3408346]
スクウェア・エニックス・ホール,2020,Q3,29.386944444444445,[2921.3408346]
スクウェア・エニックス・ホール,2020,Q4,29.611666666666665,[2921.3408346]
スクロール,2018,Q1,13.56248418768757,[28.03162489]
スクロール,2018,Q2,-1.8649972624260833,[28.03162489]
スクロール,2018,Q3,14.007154630927538,[28.03162489]
スクロール,2018,Q4,-8.888176692456863,[28.03162489]
スクロール,2019,Q1,18.13258557236423,[28.03162489]
スクロール,2019,Q2,4.4116346807468005,[28.03162489]
スクロール,2019,Q3,13.675214504836909,[28.03162489]
スクロール,2019,Q4,-9.748711390675918,[28.03162489]
スクロール,2020,Q1,38.8672875413722,[28.03162489]
スクロール,2020,Q2,15.726326178986845,[28.03162489]
スクロール,2020,Q3,40.12559092646677,[28.03162489]
スクロール,2020,Q4,19.814231545445352,[28.03162489]
スズキ,2018,Q1,179.23856630763237,[0.00708699]
スズキ,2018,Q2,109.23750195290108,[0.00708699]
スズキ,2018,Q3,159.41259607087136,[0.00708699]
スズキ,2018,Q4,-61.900276852401475,[0.00708699]
スズキ,2019,Q1,112.84212006125654,[0.00708699]
スズキ,2019,Q2,-2.9269771300555476,[0.00708699]
スズキ,2019,Q3,190.8334480624303,[0.00708699]
スズキ,2019,Q4,-5.76532015408884,[0.00708699]
スズキ,2020,Q1,15.03898262437906,[0.00708699]
スズキ,2020,Q2,60.05463428534449,[0.00708699]
スズキ,2020,Q3,86.23364337975681,[0.00708699]
スズキ,2020,Q4,111.9104247627256,[0.00708699]
スズケン,2018,Q1,14.278122111946239,[15.29112703]
スズケン,2018,Q2,78.55392353103952,[15.29112703]
スズケン,2018,Q3,101.2202807196962,[15.29112703]
スズケン,2018,Q4,79.29632125782106,[15.29112703]
スズケン,2019,Q1,55.22415500487038,[15.29112703]
スズケン,2019,Q2,73.56343640194937,[15.29112703]
スズケン,2019,Q3,95.86398448668399,[15.29112703]
スズケン,2019,Q4,55.078303158857025,[15.29112703]
スズケン,2020,Q1,4.208616606844544,[15.29112703]
スズケン,2020,Q2,23.726553096092303,[15.29112703]
スズケン,2020,Q3,64.73856305909078,[15.29112703]
スズケン,2020,Q4,-7.299842508979161,[15.29112703]
スズデン,2018,Q1,21.766688524371748,[0.9039239]
スズデン,2018,Q2,22.78593757843852,[0.9039239]
スズデン,2018,Q3,19.280938476919953,[0.9039239]
スズデン,2018,Q4,21.206099362575802,[0.9039239]
スズデン,2019,Q1,15.9978813252858,[0.9039239]
スズデン,2019,Q2,22.650770253574624,[0.9039239]
スズデン,2019,Q3,15.75643370667435,[0.9039239]
スズデン,2019,Q4,23.47876185239783,[0.9039239]
スズデン,2020,Q1,14.855943128742748,[0.9039239]
スズデン,2020,Q2,20.80524278245501,[0.9039239]
スズデン,2020,Q3,15.582614636856338,[0.9039239]
スズデン,2020,Q4,32.67566766949732,[0.9039239]
スタンレー電気,2018,Q1,56.857291362965675,[1.65706921]
スタンレー電気,2018,Q2,49.35238483398894,[1.65706921]
スタンレー電気,2018,Q3,61.08011081148103,[1.65706921]
スタンレー電気,2018,Q4,58.94792327406484,[1.65706921]
スタンレー電気,2019,Q1,54.428722406975055,[1.65706921]
スタンレー電気,2019,Q2,40.30411709218283,[1.65706921]
スタンレー電気,2019,Q3,47.48704118920858,[1.65706921]
スタンレー電気,2019,Q4,-14.520607422126512,[1.65706921]
スタンレー電気,2020,Q1,-16.0906442459168,[1.65706921]
スタンレー電気,2020,Q2,39.552241199903804,[1.65706921]
スタンレー電気,2020,Q3,61.58580004843514,[1.65706921]
スタンレー電気,2020,Q4,60.35155076358067,[1.65706921]
スターゼン,2018,Q1,131.11086897788323,[316.5799314]
スターゼン,2018,Q2,126.64280076656186,[316.5799314]
スターゼン,2018,Q3,157.4741929485062,[316.5799314]
スターゼン,2018,Q4,85.80137038927865,[316.5799314]
スターゼン,2019,Q1,119.66790734988334,[316.5799314]
スターゼン,2019,Q2,88.40233612928463,[316.5799314]
スターゼン,2019,Q3,188.06455424837037,[316.5799314]
スターゼン,2019,Q4,75.40378020247482,[316.5799314]
スターゼン,2020,Q1,73.61379120438936,[316.5799314]
スターゼン,2020,Q2,40.47569621857731,[316.5799314]
スターゼン,2020,Q3,190.46106211040126,[316.5799314]
スターゼン,2020,Q4,79.2489175564486,[316.5799314]
スターツコーポレーション,2018,Q1,46.18808834935294,[0.00093994]
スターツコーポレーション,2018,Q2,71.08913890909776,[0.00093994]
スターツコーポレーション,2018,Q3,87.2077359218191,[0.00093994]
スターツコーポレーション,2018,Q4,92.22099846877478,[0.00093994]
スターツコーポレーション,2019,Q1,45.397211491155474,[0.00093994]
スターツコーポレーション,2019,Q2,98.08539656678965,[0.00093994]
スターツコーポレーション,2019,Q3,54.314898809685666,[0.00093994]
スターツコーポレーション,2019,Q4,119.8789817740618,[0.00093994]
スターツコーポレーション,2020,Q1,68.66424204966461,[0.00093994]
スターツコーポレーション,2020,Q2,96.44772170739816,[0.00093994]
スターツコーポレーション,2020,Q3,83.27350606765924,[0.00093994]
スターツコーポレーション,2020,Q4,92.88243704851794,[0.00093994]
ステラ　ケミファ,2018,Q1,7.473654592334185,[6.81544881]
ステラ　ケミファ,2018,Q2,109.22560158193363,[6.81544881]
ステラ　ケミファ,2018,Q3,40.38246500634017,[6.81544881]
ステラ　ケミファ,2018,Q4,31.587715314088143,[6.81544881]
ステラ　ケミファ,2019,Q1,38.117345819630884,[6.81544881]
ステラ　ケミファ,2019,Q2,5.2236771943390465,[6.81544881]
ステラ　ケミファ,2019,Q3,47.564736084914074,[6.81544881]
ステラ　ケミファ,2019,Q4,54.284781591560716,[6.81544881]
ステラ　ケミファ,2020,Q1,71.51610097711162,[6.81544881]
ステラ　ケミファ,2020,Q2,32.06821161973633,[6.81544881]
ステラ　ケミファ,2020,Q3,74.48007894857749,[6.81544881]
ステラ　ケミファ,2020,Q4,60.09969755734127,[6.81544881]
セイコーエプソン,2018,Q1,66.62165201236712,[0.00315876]
セイコーエプソン,2018,Q2,38.09931649636019,[0.00315876]
セイコーエプソン,2018,Q3,68.79178614746343,[0.00315876]
セイコーエプソン,2018,Q4,54.772146960929604,[0.00315876]
セイコーエプソン,2019,Q1,15.230628780294865,[0.00315876]
セイコーエプソン,2019,Q2,-25.21848987084195,[0.00315876]
セイコーエプソン,2019,Q3,-82.37011166227876,[0.00315876]
セイコーエプソン,2019,Q4,28.167170205701268,[0.00315876]
セイコーエプソン,2020,Q1,-42.584562029275276,[0.00315876]
セイコーエプソン,2020,Q2,14.026556080057162,[0.00315876]
セイコーエプソン,2020,Q3,55.41230693083844,[0.00315876]
セイコーエプソン,2020,Q4,80.27659059064717,[0.00315876]
セイコーホールディングス,2018,Q1,11.286867327611134,[14705.24623687]
セイコーホールディングス,2018,Q2,14.195200660944469,[14705.24623687]
セイコーホールディングス,2018,Q3,16.87936732761113,[14705.24623687]
セイコーホールディングス,2018,Q4,19.17992288316669,[14705.24623687]
セイコーホールディングス,2019,Q1,18.58631177205558,[14705.24623687]
セイコーホールディングス,2019,Q2,19.877422883166687,[14705.24623687]
セイコーホールディングス,2019,Q3,22.011589549833356,[14705.24623687]
セイコーホールディングス,2019,Q4,22.208811772055576,[14705.24623687]
セイコーホールディングス,2020,Q1,20.51825621650003,[14705.24623687]
セイコーホールディングス,2020,Q2,21.422978438722247,[14705.24623687]
セイコーホールディングス,2020,Q3,22.30270066094447,[14705.24623687]
セイコーホールディングス,2020,Q4,23.15825621650002,[14705.24623687]
セイノーホールディングス,2018,Q1,21.66534860029597,[2.02804182]
セイノーホールディングス,2018,Q2,25.119632941000443,[2.02804182]
セイノーホールディングス,2018,Q3,34.60248774310486,[2.02804182]
セイノーホールディングス,2018,Q4,18.240253452589254,[2.02804182]
セイノーホールディングス,2019,Q1,26.362515825775287,[2.02804182]
セイノーホールディングス,2019,Q2,30.296033617824317,[2.02804182]
セイノーホールディングス,2019,Q3,18.946804394102756,[2.02804182]
セイノーホールディングス,2019,Q4,4.891916047512851,[2.02804182]
セイノーホールディングス,2020,Q1,32.86611384592908,[2.02804182]
セイノーホールディングス,2020,Q2,56.31499068272056,[2.02804182]
セイノーホールディングス,2020,Q3,59.4767385690315,[2.02804182]
セイノーホールディングス,2020,Q4,39.2139898292368,[2.02804182]
セガサミーホールディングス,2018,Q1,1.326496279632778,[580.35289817]
セガサミーホールディングス,2018,Q2,30.676286907363227,[580.35289817]
セガサミーホールディングス,2018,Q3,6.390165283215822,[580.35289817]
セガサミーホールディングス,2018,Q4,7.0915708196567095,[580.35289817]
セガサミーホールディングス,2019,Q1,6.155619576268322,[580.35289817]
セガサミーホールディングス,2019,Q2,28.52255777297004,[580.35289817]
セガサミーホールディングス,2019,Q3,38.828140072600775,[580.35289817]
セガサミーホールディングス,2019,Q4,4.156492641120472,[580.35289817]
セガサミーホールディングス,2020,Q1,-17.771350349823678,[580.35289817]
セガサミーホールディングス,2020,Q2,-3.500895557359776,[580.35289817]
セガサミーホールディングス,2020,Q3,30.692012875505,[580.35289817]
セガサミーホールディングス,2020,Q4,-23.342954066590643,[580.35289817]
セコム,2018,Q1,102.81463054360246,[12.49404993]
セコム,2018,Q2,85.46221802708662,[12.49404993]
セコム,2018,Q3,122.59201029275815,[12.49404993]
セコム,2018,Q4,91.04438008246959,[12.49404993]
セコム,2019,Q1,112.16918880818079,[12.49404993]
セコム,2019,Q2,103.11196718995078,[12.49404993]
セコム,2019,Q3,121.80133943518064,[12.49404993]
セコム,2019,Q4,97.20384508384754,[12.49404993]
セコム,2020,Q1,110.7548404858018,[12.49404993]
セコム,2020,Q2,84.26974567952972,[12.49404993]
セコム,2020,Q3,111.13200129730849,[12.49404993]
セコム,2020,Q4,75.76885964360666,[12.49404993]
センコーグループホールディング,2018,Q1,14.314362917989996,[0.00315876]
センコーグループホールディング,2018,Q2,18.747111253417728,[0.00315876]
センコーグループホールディング,2018,Q3,31.263291081670758,[0.00315876]
センコーグループホールディング,2018,Q4,13.609414754143387,[0.00315876]
センコーグループホールディング,2019,Q1,18.77767074010785,[0.00315876]
センコーグループホールディング,2019,Q2,24.219146417063346,[0.00315876]
センコーグループホールディング,2019,Q3,29.67117061335036,[0.00315876]
センコーグループホールディング,2019,Q4,10.57672826955961,[0.00315876]
センコーグループホールディング,2020,Q1,17.117955037588793,[0.00315876]
センコーグループホールディング,2020,Q2,19.75946604401915,[0.00315876]
センコーグループホールディング,2020,Q3,29.622245817937028,[0.00315876]
センコーグループホールディング,2020,Q4,6.862828409666008,[0.00315876]
セントケア・ホールディング,2018,Q1,12.125280061213235,[22026.46579481]
セントケア・ホールディング,2018,Q2,10.492749948686305,[22026.46579481]
セントケア・ホールディング,2018,Q3,13.872348051577095,[22026.46579481]
セントケア・ホールディング,2018,Q4,10.092185639200789,[22026.46579481]
セントケア・ホールディング,2019,Q1,10.550313345653349,[22026.46579481]
セントケア・ホールディング,2019,Q2,11.664794999590482,[22026.46579481]
セントケア・ホールディング,2019,Q3,12.156767514755305,[22026.46579481]
セントケア・ホールディング,2019,Q4,7.692877429444831,[22026.46579481]
セントケア・ホールディング,2020,Q1,6.855231520793071,[22026.46579481]
セントケア・ホールディング,2020,Q2,18.326763557489606,[22026.46579481]
セントケア・ホールディング,2020,Q3,15.75222415243466,[22026.46579481]
セントケア・ホールディング,2020,Q4,12.330710706531008,[22026.46579481]
セントラルスポーツ,2018,Q1,66.07827489389385,[62.89169635]
セントラルスポーツ,2018,Q2,56.32044207050783,[62.89169635]
セントラルスポーツ,2018,Q3,50.010677119246125,[62.89169635]
セントラルスポーツ,2018,Q4,58.80648101550808,[62.89169635]
セントラルスポーツ,2019,Q1,61.498336859385034,[62.89169635]
セントラルスポーツ,2019,Q2,50.28098648958178,[62.89169635]
セントラルスポーツ,2019,Q3,56.9573805502739,[62.89169635]
セントラルスポーツ,2019,Q4,45.80799650705589,[62.89169635]
セントラルスポーツ,2020,Q1,-2.4474595443352456,[62.89169635]
セントラルスポーツ,2020,Q2,-115.62746195751882,[62.89169635]
セントラルスポーツ,2020,Q3,18.16973099511773,[62.89169635]
セントラルスポーツ,2020,Q4,38.63263989223711,[62.89169635]
セントラル硝子,2018,Q1,7.789031826016412,[6554.31432833]
セントラル硝子,2018,Q2,8.874309603794192,[6554.31432833]
セントラル硝子,2018,Q3,10.808754048238637,[6554.31432833]
セントラル硝子,2018,Q4,12.329031826016415,[6554.31432833]
セントラル硝子,2019,Q1,12.89680960379419,[6554.31432833]
セントラル硝子,2019,Q2,13.726809603794193,[6554.31432833]
セントラル硝子,2019,Q3,14.507642937127526,[6554.31432833]
セントラル硝子,2019,Q4,15.488754048238636,[6554.31432833]
セントラル硝子,2020,Q1,16.645420714905303,[6554.31432833]
セントラル硝子,2020,Q2,16.912920714905297,[6554.31432833]
セントラル硝子,2020,Q3,15.146254048238632,[6554.31432833]
セントラル硝子,2020,Q4,16.332642937127524,[6554.31432833]
セーレン,2018,Q1,17.66777777777778,[474.19382974]
セーレン,2018,Q2,18.445277777777775,[474.19382974]
セーレン,2018,Q3,19.235,[474.19382974]
セーレン,2018,Q4,20.020833333333332,[474.19382974]
セーレン,2019,Q1,20.670555555555556,[474.19382974]
セーレン,2019,Q2,21.30527777777778,[474.19382974]
セーレン,2019,Q3,21.996111111111116,[474.19382974]
セーレン,2019,Q4,22.87027777777778,[474.19382974]
セーレン,2020,Q1,24.020555310691027,[474.19382974]
セーレン,2020,Q2,23.753333333333334,[474.19382974]
セーレン,2020,Q3,24.135555555555555,[474.19382974]
セーレン,2020,Q4,25.02861111111111,[474.19382974]
ゼビオホールディングス,2018,Q1,27.827040907486676,[211.35419038]
ゼビオホールディングス,2018,Q2,5.084868586510574,[211.35419038]
ゼビオホールディングス,2018,Q3,23.206188522777424,[211.35419038]
ゼビオホールディングス,2018,Q4,-11.999987120135586,[211.35419038]
ゼビオホールディングス,2019,Q1,28.000252606049536,[211.35419038]
ゼビオホールディングス,2019,Q2,-2.5872330952809506,[211.35419038]
ゼビオホールディングス,2019,Q3,3.5090466396254314,[211.35419038]
ゼビオホールディングス,2019,Q4,-8.890645816780975,[211.35419038]
ゼビオホールディングス,2020,Q1,16.44504428742033,[211.35419038]
ゼビオホールディングス,2020,Q2,7.167219687952937,[211.35419038]
ゼビオホールディングス,2020,Q3,2.13842058044186,[211.35419038]
ゼビオホールディングス,2020,Q4,-14.958796973337016,[211.35419038]
ゼンショーホールディングス,2018,Q1,12.804752164391871,[15.29112703]
ゼンショーホールディングス,2018,Q2,26.34365555973163,[15.29112703]
ゼンショーホールディングス,2018,Q3,16.410624068822955,[15.29112703]
ゼンショーホールディングス,2018,Q4,19.61363585466843,[15.29112703]
ゼンショーホールディングス,2019,Q1,25.29911094370118,[15.29112703]
ゼンショーホールディングス,2019,Q2,40.15297823257059,[15.29112703]
ゼンショーホールディングス,2019,Q3,30.274952669413835,[15.29112703]
ゼンショーホールディングス,2019,Q4,15.111571381415771,[15.29112703]
ゼンショーホールディングス,2020,Q1,-12.909966133331423,[15.29112703]
ゼンショーホールディングス,2020,Q2,21.09536918636728,[15.29112703]
ゼンショーホールディングス,2020,Q3,22.540783912493595,[15.29112703]
ゼンショーホールディングス,2020,Q4,-3.4189331952838415,[15.29112703]
ゼンリン,2018,Q1,-2.827591581993758,[5.56875615]
ゼンリン,2018,Q2,-4.881564587303004,[5.56875615]
ゼンリン,2018,Q3,3.5655690380853002,[5.56875615]
ゼンリン,2018,Q4,39.98293160531172,[5.56875615]
ゼンリン,2019,Q1,-18.095076259352876,[5.56875615]
ゼンリン,2019,Q2,-7.09761746303932,[5.56875615]
ゼンリン,2019,Q3,-7.415031727831977,[5.56875615]
ゼンリン,2019,Q4,43.27571116348767,[5.56875615]
ゼンリン,2020,Q1,-6.432214769652876,[5.56875615]
ゼンリン,2020,Q2,-3.5056325313250234,[5.56875615]
ゼンリン,2020,Q3,-1.3662253776475186,[5.56875615]
ゼンリン,2020,Q4,36.514048802101,[5.56875615]
ソトー,2018,Q1,16.351031576937768,[12.49404993]
ソトー,2018,Q2,12.94243930715144,[12.49404993]
ソトー,2018,Q3,4.727741510504476,[12.49404993]
ソトー,2018,Q4,3.7926366989606155,[12.49404993]
