企業名,会計年度,四半期,rolling_sample,pruned_trials,complete_trials,best_trial_val_error,best_trial_params,final_train_epochs,final_train_min_loss,y_test,y_hat
タチエス,2020,Q3,10,82,18,0.9521625638008118,"dict_items([('hidden_units', 1), ('learning_rate', 0.0001670991566233039)])",10000,"tensor(4140.7656, grad_fn=<MseLossBackward>)",3.78,-0.24571693
タチエス,2020,Q4,11,56,44,0.9169564843177795,"dict_items([('hidden_units', 775), ('learning_rate', 0.007081441431403399)])",741,"tensor(9.4200e-10, grad_fn=<MseLossBackward>)",-22.71,4.495014
タツタ電線,2018,Q1,0,69,31,0.1998516470193863,"dict_items([('hidden_units', 591), ('learning_rate', 0.02872185658105153)])",12,"tensor(13.1098, grad_fn=<MseLossBackward>)",15.75,11.104808
タツタ電線,2018,Q2,1,65,35,0.19757616519927979,"dict_items([('hidden_units', 940), ('learning_rate', 0.01775754414852191)])",12,"tensor(14.0821, grad_fn=<MseLossBackward>)",16.44,12.707661
タツタ電線,2018,Q3,2,70,30,0.18899977207183838,"dict_items([('hidden_units', 968), ('learning_rate', 0.01855082776891615)])",12,"tensor(14.2029, grad_fn=<MseLossBackward>)",11.65,11.735581
タツタ電線,2018,Q4,3,66,34,0.14522746205329895,"dict_items([('hidden_units', 443), ('learning_rate', 0.03581762690827362)])",12,"tensor(16.7741, grad_fn=<MseLossBackward>)",3.53,11.096766
タツタ電線,2019,Q1,4,53,47,0.30240577459335327,"dict_items([('hidden_units', 760), ('learning_rate', 0.01208482022848404)])",8,"tensor(25.0217, grad_fn=<MseLossBackward>)",5.18,16.806696
タツタ電線,2019,Q2,5,65,35,0.24528272449970245,"dict_items([('hidden_units', 939), ('learning_rate', 0.009593054262560746)])",9,"tensor(24.6980, grad_fn=<MseLossBackward>)",17.95,19.257223
タツタ電線,2019,Q3,6,64,36,0.3171088695526123,"dict_items([('hidden_units', 789), ('learning_rate', 0.010003970761942541)])",9,"tensor(22.7510, grad_fn=<MseLossBackward>)",11.05,18.432579
タツタ電線,2019,Q4,7,65,35,0.27878493070602417,"dict_items([('hidden_units', 429), ('learning_rate', 0.020515733552280885)])",9,"tensor(24.6262, grad_fn=<MseLossBackward>)",10.18,17.022041
タツタ電線,2020,Q1,8,71,29,0.24411380290985107,"dict_items([('hidden_units', 683), ('learning_rate', 0.011920528435362114)])",9,"tensor(20.9655, grad_fn=<MseLossBackward>)",8.38,17.606148
タツタ電線,2020,Q2,9,70,30,0.22635596990585327,"dict_items([('hidden_units', 144), ('learning_rate', 0.049126629205374577)])",10,"tensor(18.7122, grad_fn=<MseLossBackward>)",15.26,17.039515
タツタ電線,2020,Q3,10,70,30,0.15956322848796844,"dict_items([('hidden_units', 420), ('learning_rate', 0.026674574591455752)])",8,"tensor(20.9121, grad_fn=<MseLossBackward>)",13.72,17.571894
タツタ電線,2020,Q4,11,64,36,0.05044211074709892,"dict_items([('hidden_units', 544), ('learning_rate', 0.03425848149917042)])",12,"tensor(11.4098, grad_fn=<MseLossBackward>)",5.47,10.0304575
タナベ経営,2018,Q1,0,65,35,0.35887739062309265,"dict_items([('hidden_units', 274), ('learning_rate', 0.03973986895444579)])",121,"tensor(0.0016, grad_fn=<MseLossBackward>)",14.06,14.457932
タナベ経営,2018,Q2,1,73,27,0.2947677671909332,"dict_items([('hidden_units', 302), ('learning_rate', 0.03451207220985765)])",218,"tensor(1.0043e-07, grad_fn=<MseLossBackward>)",22.98,19.454746
タナベ経営,2018,Q3,2,58,42,0.22555594146251678,"dict_items([('hidden_units', 681), ('learning_rate', 0.029186098231200167)])",142,"tensor(0.0003, grad_fn=<MseLossBackward>)",36.32,39.475365
タナベ経営,2018,Q4,3,60,40,0.2746202051639557,"dict_items([('hidden_units', 299), ('learning_rate', 0.07033270063123666)])",88,"tensor(0.0107, grad_fn=<MseLossBackward>)",7.14,8.31248
タナベ経営,2019,Q1,4,66,34,0.2812853455543518,"dict_items([('hidden_units', 418), ('learning_rate', 0.0399597228313506)])",171,"tensor(1.1685e-05, grad_fn=<MseLossBackward>)",5.46,14.663397
タナベ経営,2019,Q2,5,73,27,0.23167894780635834,"dict_items([('hidden_units', 560), ('learning_rate', 0.02405835164474438)])",15,"tensor(86.0188, grad_fn=<MseLossBackward>)",26.63,15.383046
タナベ経営,2019,Q3,6,68,32,0.3047524094581604,"dict_items([('hidden_units', 542), ('learning_rate', 0.025273075252331658)])",15,"tensor(87.3780, grad_fn=<MseLossBackward>)",35.33,24.135403
タナベ経営,2019,Q4,7,68,32,0.37688204646110535,"dict_items([('hidden_units', 480), ('learning_rate', 0.032975390973123554)])",14,"tensor(83.4759, grad_fn=<MseLossBackward>)",13.44,10.608584
タナベ経営,2020,Q1,8,67,33,0.31561079621315,"dict_items([('hidden_units', 267), ('learning_rate', 0.05536804953144072)])",227,"tensor(9.0462e-06, grad_fn=<MseLossBackward>)",5.32,6.3020377
タナベ経営,2020,Q2,9,70,30,0.2719760537147522,"dict_items([('hidden_units', 370), ('learning_rate', 0.03358982327819923)])",212,"tensor(6.2122e-05, grad_fn=<MseLossBackward>)",11.71,23.751
タナベ経営,2020,Q3,10,74,26,0.29059794545173645,"dict_items([('hidden_units', 417), ('learning_rate', 0.031085138227837532)])",200,"tensor(1.5758e-05, grad_fn=<MseLossBackward>)",31.24,35.5253
タナベ経営,2020,Q4,11,67,33,0.33263400197029114,"dict_items([('hidden_units', 456), ('learning_rate', 0.03786417642318079)])",14,"tensor(76.3273, grad_fn=<MseLossBackward>)",13.5842905,9.911903
タムラ製作所,2018,Q1,0,59,41,0.22585023939609528,"dict_items([('hidden_units', 529), ('learning_rate', 0.02143510240351796)])",227,"tensor(3.3744e-08, grad_fn=<MseLossBackward>)",12.74,4.018393
タムラ製作所,2018,Q2,1,68,32,0.17821671068668365,"dict_items([('hidden_units', 340), ('learning_rate', 0.033618810478566304)])",82,"tensor(0.0118, grad_fn=<MseLossBackward>)",5.46,12.595482
タムラ製作所,2018,Q3,2,58,42,0.18811625242233276,"dict_items([('hidden_units', 468), ('learning_rate', 0.021665104627596927)])",118,"tensor(0.0025, grad_fn=<MseLossBackward>)",38.96,8.79806
タムラ製作所,2018,Q4,3,65,35,0.30852213501930237,"dict_items([('hidden_units', 529), ('learning_rate', 0.02143510240351796)])",171,"tensor(1.2064e-05, grad_fn=<MseLossBackward>)",20.85,4.0569477
タムラ製作所,2019,Q1,4,61,39,0.30388766527175903,"dict_items([('hidden_units', 420), ('learning_rate', 0.026674574591455752)])",116,"tensor(0.0018, grad_fn=<MseLossBackward>)",-0.03,19.002588
タムラ製作所,2019,Q2,5,72,28,0.9079976081848145,"dict_items([('hidden_units', 691), ('learning_rate', 6.199312352336798e-05)])",10000,"tensor(1.7979e-06, grad_fn=<MseLossBackward>)",9.37,17.790775
タムラ製作所,2019,Q3,6,69,31,0.833519697189331,"dict_items([('hidden_units', 792), ('learning_rate', 0.00030847124846356027)])",4031,"tensor(2.3746e-10, grad_fn=<MseLossBackward>)",3.12,45.413006
タムラ製作所,2019,Q4,7,56,44,0.8270237445831299,"dict_items([('hidden_units', 762), ('learning_rate', 0.0002255877765849799)])",4852,"tensor(5.2444e-10, grad_fn=<MseLossBackward>)",0.02,34.550674
タムラ製作所,2020,Q1,8,67,33,0.7248452305793762,"dict_items([('hidden_units', 756), ('learning_rate', 3.103151623821864e-05)])",10000,"tensor(6.1284, grad_fn=<MseLossBackward>)",-3.84,16.22444
タムラ製作所,2020,Q2,9,85,15,1.898958683013916,"dict_items([('hidden_units', 388), ('learning_rate', 0.001027991349878455)])",2010,"tensor(2.6253e-10, grad_fn=<MseLossBackward>)",4.17,16.786121
タムラ製作所,2020,Q3,10,51,49,0.9534494280815125,"dict_items([('hidden_units', 790), ('learning_rate', 0.00012544999503689516)])",6839,"tensor(9.7651e-10, grad_fn=<MseLossBackward>)",-3.47,16.75106
タムラ製作所,2020,Q4,11,65,35,0.8630537390708923,"dict_items([('hidden_units', 473), ('learning_rate', 0.00042272678535866157)])",3784,"tensor(4.1964e-10, grad_fn=<MseLossBackward>)",9.777781,-15.646699
ダイオーズ,2018,Q1,0,64,36,0.0253461841493845,"dict_items([('hidden_units', 773), ('learning_rate', 0.03871314697026336)])",11,"tensor(21.8130, grad_fn=<MseLossBackward>)",17.77,14.714877
ダイオーズ,2018,Q2,1,55,45,0.026610247790813446,"dict_items([('hidden_units', 705), ('learning_rate', 0.040072475976422536)])",11,"tensor(23.9391, grad_fn=<MseLossBackward>)",18.83,15.367327
ダイオーズ,2018,Q3,2,60,40,0.024633334949612617,"dict_items([('hidden_units', 715), ('learning_rate', 0.03879011592856362)])",7,"tensor(24.7667, grad_fn=<MseLossBackward>)",35.27,31.775845
ダイオーズ,2018,Q4,3,62,38,0.057217229157686234,"dict_items([('hidden_units', 203), ('learning_rate', 0.13734202743650836)])",12,"tensor(33.8623, grad_fn=<MseLossBackward>)",10.44,16.97428
ダイオーズ,2019,Q1,4,58,42,0.1436464637517929,"dict_items([('hidden_units', 62), ('learning_rate', 0.40112800243359875)])",12,"tensor(47.9650, grad_fn=<MseLossBackward>)",17.65,21.35861
ダイオーズ,2019,Q2,5,61,39,0.14049780368804932,"dict_items([('hidden_units', 413), ('learning_rate', 0.05711103984228586)])",13,"tensor(33.9719, grad_fn=<MseLossBackward>)",19.41,14.974946
ダイオーズ,2019,Q3,6,58,42,0.10941478610038757,"dict_items([('hidden_units', 297), ('learning_rate', 0.07463452229870855)])",13,"tensor(31.8386, grad_fn=<MseLossBackward>)",25.21,17.576735
ダイオーズ,2019,Q4,7,62,38,0.13131633400917053,"dict_items([('hidden_units', 562), ('learning_rate', 0.041657142259717304)])",13,"tensor(37.3210, grad_fn=<MseLossBackward>)",13.18,15.054791
ダイオーズ,2020,Q1,8,56,44,0.12761108577251434,"dict_items([('hidden_units', 916), ('learning_rate', 0.023780782811542167)])",13,"tensor(33.1745, grad_fn=<MseLossBackward>)",-49.85,15.626022
ダイオーズ,2020,Q2,9,58,42,0.3449375629425049,"dict_items([('hidden_units', 265), ('learning_rate', 0.0775018997091727)])",13,"tensor(158.3966, grad_fn=<MseLossBackward>)",-31.5,15.5539
ダイオーズ,2020,Q3,10,55,45,0.6261637210845947,"dict_items([('hidden_units', 890), ('learning_rate', 0.021892566661601637)])",227,"tensor(0.0002, grad_fn=<MseLossBackward>)",-10.2,-29.124676
ダイオーズ,2020,Q4,11,58,42,0.9374987483024597,"dict_items([('hidden_units', 131), ('learning_rate', 0.04676687599107465)])",12,"tensor(160.3448, grad_fn=<MseLossBackward>)",-76.366066,6.437183
ダイキン工業,2018,Q1,0,53,47,0.06572037935256958,"dict_items([('hidden_units', 236), ('learning_rate', 0.957153185696151)])",20,"tensor(1117.1875, grad_fn=<MseLossBackward>)",203.9,106.75967
ダイキン工業,2018,Q2,1,48,52,0.07227643579244614,"dict_items([('hidden_units', 708), ('learning_rate', 0.3504560720941472)])",258,"tensor(1.6353, grad_fn=<MseLossBackward>)",181.86,160.04724
ダイキン工業,2018,Q3,2,49,51,0.03251064941287041,"dict_items([('hidden_units', 855), ('learning_rate', 0.3587183127982465)])",221,"tensor(7.3456, grad_fn=<MseLossBackward>)",126.78,178.3007
ダイキン工業,2018,Q4,3,55,45,0.04010194167494774,"dict_items([('hidden_units', 912), ('learning_rate', 0.32850834347068036)])",397,"tensor(2.3326, grad_fn=<MseLossBackward>)",133.86,133.71361
ダイキン工業,2019,Q1,4,56,44,0.03897598385810852,"dict_items([('hidden_units', 469), ('learning_rate', 0.5077701987301696)])",342,"tensor(25.7260, grad_fn=<MseLossBackward>)",215.74,190.45049
ダイキン工業,2019,Q2,5,58,42,0.05025011673569679,"dict_items([('hidden_units', 574), ('learning_rate', 0.500485028528017)])",20,"tensor(979.9556, grad_fn=<MseLossBackward>)",189.4,133.51714
ダイキン工業,2019,Q3,6,51,49,0.043099965900182724,"dict_items([('hidden_units', 662), ('learning_rate', 0.48982237737919626)])",10,"tensor(1699.3109, grad_fn=<MseLossBackward>)",100.87,83.148636
ダイキン工業,2019,Q4,7,54,46,0.06786219030618668,"dict_items([('hidden_units', 716), ('learning_rate', 0.3679786340739632)])",241,"tensor(22.4017, grad_fn=<MseLossBackward>)",77.61,148.76723
ダイキン工業,2020,Q1,8,53,47,0.10780507326126099,"dict_items([('hidden_units', 355), ('learning_rate', 0.6186899502649613)])",11,"tensor(1768.4377, grad_fn=<MseLossBackward>)",113.15,102.07142
ダイキン工業,2020,Q2,9,54,46,0.10518106818199158,"dict_items([('hidden_units', 571), ('learning_rate', 0.3729944908090346)])",770,"tensor(0.0077, grad_fn=<MseLossBackward>)",176.01,166.88776
ダイキン工業,2020,Q3,10,54,46,0.12315917760133743,"dict_items([('hidden_units', 584), ('learning_rate', 0.3578866722920731)])",365,"tensor(0.0393, grad_fn=<MseLossBackward>)",150.81,157.19339
ダイキン工業,2020,Q4,11,52,48,0.09551490098237991,"dict_items([('hidden_units', 442), ('learning_rate', 0.4506170990905242)])",12,"tensor(1593.6980, grad_fn=<MseLossBackward>)",94.0,108.00446
ダイコク電機,2018,Q1,0,68,32,0.9806168675422668,"dict_items([('hidden_units', 898), ('learning_rate', 1.0416466929988811e-05)])",10000,"tensor(2908.1628, grad_fn=<MseLossBackward>)",37.46,25.154974
ダイコク電機,2018,Q2,1,81,19,0.9792181849479675,"dict_items([('hidden_units', 86), ('learning_rate', 1.167524670613787e-05)])",10000,"tensor(4067.6980, grad_fn=<MseLossBackward>)",5.67,5.837368
ダイコク電機,2018,Q3,2,58,42,0.957563579082489,"dict_items([('hidden_units', 292), ('learning_rate', 0.012109433398653204)])",1507,"tensor(2.1172e-09, grad_fn=<MseLossBackward>)",47.67,85.87211
ダイコク電機,2018,Q4,3,62,38,0.8297064900398254,"dict_items([('hidden_units', 529), ('learning_rate', 0.02143510240351796)])",715,"tensor(1.4154e-10, grad_fn=<MseLossBackward>)",-5.34,2.2476468
ダイコク電機,2019,Q1,4,80,20,0.9845139384269714,"dict_items([('hidden_units', 28), ('learning_rate', 0.02250803339759749)])",2591,"tensor(24.0123, grad_fn=<MseLossBackward>)",36.99,46.43786
ダイコク電機,2019,Q2,5,54,46,0.9805648326873779,"dict_items([('hidden_units', 35), ('learning_rate', 0.027338243622670146)])",1394,"tensor(30.9032, grad_fn=<MseLossBackward>)",24.72,0.14584589
ダイコク電機,2019,Q3,6,58,42,0.8459839820861816,"dict_items([('hidden_units', 8), ('learning_rate', 0.3238630110935202)])",372,"tensor(307.4508, grad_fn=<MseLossBackward>)",24.72,34.720413
ダイコク電機,2019,Q4,7,69,31,0.9431648254394531,"dict_items([('hidden_units', 478), ('learning_rate', 0.008017077510955227)])",2708,"tensor(4.0425e-10, grad_fn=<MseLossBackward>)",-14.64,9.788765
ダイコク電機,2020,Q1,8,67,33,0.9587588310241699,"dict_items([('hidden_units', 1), ('learning_rate', 0.00032483503450866756)])",10000,"tensor(3926.7705, grad_fn=<MseLossBackward>)",-14.3,6.945792
ダイコク電機,2020,Q2,9,60,40,0.9539303779602051,"dict_items([('hidden_units', 141), ('learning_rate', 9.783797277120768e-05)])",10000,"tensor(1521.3623, grad_fn=<MseLossBackward>)",11.0,18.829035
ダイコク電機,2020,Q3,10,49,51,0.9317397475242615,"dict_items([('hidden_units', 23), ('learning_rate', 0.27352248116414307)])",357,"tensor(77.7011, grad_fn=<MseLossBackward>)",38.44,32.374916
ダイコク電機,2020,Q4,11,64,36,0.9596366882324219,"dict_items([('hidden_units', 408), ('learning_rate', 0.01984102311607619)])",1023,"tensor(1.5013e-10, grad_fn=<MseLossBackward>)",6.2910156,14.134052
ダイジェット工業,2018,Q1,0,66,34,0.8559746742248535,"dict_items([('hidden_units', 714), ('learning_rate', 9.963946901472983e-05)])",9999,"tensor(4.1208e-10, grad_fn=<MseLossBackward>)",50.88,27.01988
ダイジェット工業,2018,Q2,1,69,31,0.8560656905174255,"dict_items([('hidden_units', 804), ('learning_rate', 1.0847498106872746e-05)])",10000,"tensor(54.5119, grad_fn=<MseLossBackward>)",47.3,21.817554
ダイジェット工業,2018,Q3,2,80,20,0.8467257618904114,"dict_items([('hidden_units', 779), ('learning_rate', 0.00012175055408905187)])",6626,"tensor(5.6473e-05, grad_fn=<MseLossBackward>)",28.7,55.687675
ダイジェット工業,2018,Q4,3,63,37,0.6845464706420898,"dict_items([('hidden_units', 897), ('learning_rate', 0.007043209344028326)])",776,"tensor(1.3742e-11, grad_fn=<MseLossBackward>)",10.11,28.921148
ダイジェット工業,2019,Q1,4,60,40,0.4116230010986328,"dict_items([('hidden_units', 232), ('learning_rate', 0.09953701213821357)])",299,"tensor(4.7998, grad_fn=<MseLossBackward>)",37.28,19.131632
ダイジェット工業,2019,Q2,5,60,40,0.37145599722862244,"dict_items([('hidden_units', 841), ('learning_rate', 0.02962750167218182)])",104,"tensor(10.8301, grad_fn=<MseLossBackward>)",13.0,26.192116
ダイジェット工業,2019,Q3,6,62,38,0.2965453565120697,"dict_items([('hidden_units', 426), ('learning_rate', 0.06457216840730319)])",170,"tensor(13.9012, grad_fn=<MseLossBackward>)",17.86,22.152082
ダイジェット工業,2019,Q4,7,61,39,0.2181941419839859,"dict_items([('hidden_units', 764), ('learning_rate', 0.03462370037253105)])",93,"tensor(14.2933, grad_fn=<MseLossBackward>)",-14.83,23.575369
ダイジェット工業,2020,Q1,8,66,34,0.6496556401252747,"dict_items([('hidden_units', 917), ('learning_rate', 0.015564921855330274)])",215,"tensor(0.0894, grad_fn=<MseLossBackward>)",-33.77,30.492285
ダイジェット工業,2020,Q2,9,58,42,0.8137409090995789,"dict_items([('hidden_units', 478), ('learning_rate', 0.017802872700371536)])",433,"tensor(0.2220, grad_fn=<MseLossBackward>)",-133.64,-28.359137
ダイジェット工業,2020,Q3,10,66,34,0.9513301849365234,"dict_items([('hidden_units', 359), ('learning_rate', 0.02476800274941243)])",151,"tensor(3.1470, grad_fn=<MseLossBackward>)",-74.0,-104.97711
ダイジェット工業,2020,Q4,11,55,45,0.9735514521598816,"dict_items([('hidden_units', 458), ('learning_rate', 0.026839461004383783)])",248,"tensor(1.8659, grad_fn=<MseLossBackward>)",24.898773,-70.199425
ダイセル,2018,Q1,0,67,33,0.019268635660409927,"dict_items([('hidden_units', 712), ('learning_rate', 0.06923351596619423)])",10,"tensor(28.0545, grad_fn=<MseLossBackward>)",30.73,18.376944
ダイセル,2018,Q2,1,56,44,0.007943994365632534,"dict_items([('hidden_units', 160), ('learning_rate', 0.3116595254338567)])",273,"tensor(0.3340, grad_fn=<MseLossBackward>)",35.5,28.182951
ダイセル,2018,Q3,2,66,34,0.012193184345960617,"dict_items([('hidden_units', 909), ('learning_rate', 0.049126629205374577)])",21,"tensor(15.5622, grad_fn=<MseLossBackward>)",32.05,26.420002
ダイセル,2018,Q4,3,62,38,0.012550813145935535,"dict_items([('hidden_units', 887), ('learning_rate', 0.05346694940551351)])",21,"tensor(17.9103, grad_fn=<MseLossBackward>)",6.74,25.961983
ダイセル,2019,Q1,4,67,33,0.40783679485321045,"dict_items([('hidden_units', 926), ('learning_rate', 0.018570243525313914)])",8,"tensor(56.6374, grad_fn=<MseLossBackward>)",16.29,34.852165
ダイセル,2019,Q2,5,70,30,0.3679896891117096,"dict_items([('hidden_units', 418), ('learning_rate', 0.0399597228313506)])",9,"tensor(52.6606, grad_fn=<MseLossBackward>)",19.68,37.515762
ダイセル,2019,Q3,6,65,35,0.338634729385376,"dict_items([('hidden_units', 234), ('learning_rate', 0.07225006776570242)])",9,"tensor(49.9766, grad_fn=<MseLossBackward>)",-21.93,35.060932
ダイセル,2019,Q4,7,63,37,0.6133541464805603,"dict_items([('hidden_units', 877), ('learning_rate', 0.014116668715702118)])",9,"tensor(114.9029, grad_fn=<MseLossBackward>)",1.05,28.53974
ダイセル,2020,Q1,8,70,30,0.7323229908943176,"dict_items([('hidden_units', 388), ('learning_rate', 0.004084724349620781)])",1728,"tensor(1.6058e-10, grad_fn=<MseLossBackward>)",2.08,-15.092949
ダイセル,2020,Q2,9,79,21,0.6019666790962219,"dict_items([('hidden_units', 421), ('learning_rate', 0.003955718820705906)])",2583,"tensor(1.7258e-10, grad_fn=<MseLossBackward>)",8.76,-12.656795
ダイセル,2020,Q3,10,74,26,0.6164047122001648,"dict_items([('hidden_units', 633), ('learning_rate', 0.0034176657226160697)])",1665,"tensor(7.5218e-11, grad_fn=<MseLossBackward>)",26.42,-7.4800377
ダイセル,2020,Q4,11,74,26,0.629152774810791,"dict_items([('hidden_units', 902), ('learning_rate', 0.002741523635400758)])",1487,"tensor(6.6814e-11, grad_fn=<MseLossBackward>)",28.617567,11.063309
ダイダン,2018,Q1,0,57,43,0.258659690618515,"dict_items([('hidden_units', 754), ('learning_rate', 0.045008147658832216)])",107,"tensor(0.0023, grad_fn=<MseLossBackward>)",36.49,17.938406
ダイダン,2018,Q2,1,55,45,0.271681010723114,"dict_items([('hidden_units', 532), ('learning_rate', 0.07170297726877217)])",91,"tensor(0.0132, grad_fn=<MseLossBackward>)",82.18,47.13136
ダイダン,2018,Q3,2,57,43,0.34819743037223816,"dict_items([('hidden_units', 223), ('learning_rate', 0.16695437040098807)])",196,"tensor(2.8788e-07, grad_fn=<MseLossBackward>)",50.67,72.41519
ダイダン,2018,Q4,3,65,35,0.07788287103176117,"dict_items([('hidden_units', 748), ('learning_rate', 0.10087675999975061)])",149,"tensor(2.5988e-05, grad_fn=<MseLossBackward>)",75.82,55.414207
ダイダン,2019,Q1,4,62,38,0.07820960134267807,"dict_items([('hidden_units', 948), ('learning_rate', 0.09198370969787319)])",612,"tensor(1.6195e-09, grad_fn=<MseLossBackward>)",48.74,66.69887
ダイダン,2019,Q2,5,63,37,0.07601799070835114,"dict_items([('hidden_units', 789), ('learning_rate', 0.11197488570176999)])",211,"tensor(4.2115e-07, grad_fn=<MseLossBackward>)",82.82,60.47334
ダイダン,2019,Q3,6,53,47,0.09300389140844345,"dict_items([('hidden_units', 317), ('learning_rate', 0.3148644445565542)])",668,"tensor(0.0108, grad_fn=<MseLossBackward>)",94.27,46.943188
ダイダン,2019,Q4,7,62,38,0.06575269997119904,"dict_items([('hidden_units', 956), ('learning_rate', 0.11981783530165921)])",260,"tensor(10.5092, grad_fn=<MseLossBackward>)",65.59,69.31442
ダイダン,2020,Q1,8,61,39,0.05715625360608101,"dict_items([('hidden_units', 827), ('learning_rate', 0.1407972851923961)])",202,"tensor(2.4881, grad_fn=<MseLossBackward>)",79.41,54.832466
ダイダン,2020,Q2,9,64,36,0.04982893168926239,"dict_items([('hidden_units', 749), ('learning_rate', 0.15936429501147445)])",413,"tensor(2.4658e-07, grad_fn=<MseLossBackward>)",89.2,73.241104
ダイダン,2020,Q3,10,62,38,0.057655900716781616,"dict_items([('hidden_units', 467), ('learning_rate', 0.2845803632679724)])",412,"tensor(4.7649e-11, grad_fn=<MseLossBackward>)",70.8,67.70641
ダイダン,2020,Q4,11,62,38,0.015914304181933403,"dict_items([('hidden_units', 993), ('learning_rate', 0.14309552679151513)])",9,"tensor(246.1867, grad_fn=<MseLossBackward>)",52.297688,65.10547
ダイトウボウ,2018,Q1,0,71,29,0.8627761006355286,"dict_items([('hidden_units', 182), ('learning_rate', 0.009256213501027424)])",689,"tensor(1.5141e-12, grad_fn=<MseLossBackward>)",-0.76,-0.55999005
ダイトウボウ,2018,Q2,1,69,31,0.767455518245697,"dict_items([('hidden_units', 40), ('learning_rate', 0.029872173504804277)])",317,"tensor(1.4517e-12, grad_fn=<MseLossBackward>)",5.56,-5.7004795
ダイトウボウ,2018,Q3,2,76,24,0.9342618584632874,"dict_items([('hidden_units', 653), ('learning_rate', 0.00024908633216692486)])",4226,"tensor(2.2557e-11, grad_fn=<MseLossBackward>)",0.62,2.6503155
ダイトウボウ,2018,Q4,3,66,34,0.9393646121025085,"dict_items([('hidden_units', 907), ('learning_rate', 1.4863594968500343e-05)])",10000,"tensor(0.8388, grad_fn=<MseLossBackward>)",4.42,-10.799283
ダイトウボウ,2019,Q1,4,71,29,0.8841380476951599,"dict_items([('hidden_units', 110), ('learning_rate', 0.014624431927073626)])",292,"tensor(2.6464e-12, grad_fn=<MseLossBackward>)",1.91,-12.18448
ダイトウボウ,2019,Q2,5,57,43,0.8767499327659607,"dict_items([('hidden_units', 184), ('learning_rate', 0.0034118544193998596)])",516,"tensor(3.4375e-13, grad_fn=<MseLossBackward>)",3.06,6.9280376
ダイトウボウ,2019,Q3,6,52,48,0.7661729454994202,"dict_items([('hidden_units', 848), ('learning_rate', 1.0751730554410216e-05)])",10000,"tensor(1.5186, grad_fn=<MseLossBackward>)",1.17,0.9115886
ダイトウボウ,2019,Q4,7,73,27,0.3007950186729431,"dict_items([('hidden_units', 880), ('learning_rate', 0.004967357429805015)])",386,"tensor(2.0804e-13, grad_fn=<MseLossBackward>)",-3.61,1.8058406
ダイトウボウ,2020,Q1,8,73,27,0.46721410751342773,"dict_items([('hidden_units', 542), ('learning_rate', 0.008471620343537316)])",155,"tensor(1.1706e-05, grad_fn=<MseLossBackward>)",-1.88,25.726177
ダイトウボウ,2020,Q2,9,68,32,0.3972938358783722,"dict_items([('hidden_units', 656), ('learning_rate', 0.01466090370692459)])",339,"tensor(1.2300e-13, grad_fn=<MseLossBackward>)",0.08,-4.926115
ダイトウボウ,2020,Q3,10,61,39,0.6695420742034912,"dict_items([('hidden_units', 587), ('learning_rate', 0.0026215581750904144)])",276,"tensor(8.2773e-09, grad_fn=<MseLossBackward>)",0.21,-6.859561
ダイトウボウ,2020,Q4,11,79,21,0.6166258454322815,"dict_items([('hidden_units', 139), ('learning_rate', 0.00366021873150521)])",311,"tensor(6.1119e-09, grad_fn=<MseLossBackward>)",4.8169494,-24.26267
ダイドーリミテッド,2018,Q1,0,69,31,0.9138075709342957,"dict_items([('hidden_units', 910), ('learning_rate', 5.91186179344405e-05)])",8691,"tensor(1.2853e-09, grad_fn=<MseLossBackward>)",-4.96,-6.1655874
ダイドーリミテッド,2018,Q2,1,77,23,0.9614759087562561,"dict_items([('hidden_units', 96), ('learning_rate', 0.0002850413958269837)])",9320,"tensor(5.9436e-10, grad_fn=<MseLossBackward>)",-8.75,-23.966995
ダイドーリミテッド,2018,Q3,2,76,24,0.9753682017326355,"dict_items([('hidden_units', 24), ('learning_rate', 0.0005768591979559927)])",10000,"tensor(0.1755, grad_fn=<MseLossBackward>)",-12.15,-12.398745
ダイドーリミテッド,2018,Q4,3,58,42,0.7994228005409241,"dict_items([('hidden_units', 237), ('learning_rate', 0.03148455696794856)])",139,"tensor(6.5503e-05, grad_fn=<MseLossBackward>)",5.48,-16.085451
ダイドーリミテッド,2019,Q1,4,66,34,0.9761070609092712,"dict_items([('hidden_units', 263), ('learning_rate', 0.0003100702878090099)])",4545,"tensor(1.1722e-09, grad_fn=<MseLossBackward>)",-4.31,15.054465
ダイドーリミテッド,2019,Q2,5,60,40,0.7945668697357178,"dict_items([('hidden_units', 491), ('learning_rate', 0.010397468165874307)])",157,"tensor(0.0001, grad_fn=<MseLossBackward>)",-11.93,7.665813
ダイドーリミテッド,2019,Q3,6,51,49,0.6652653813362122,"dict_items([('hidden_units', 106), ('learning_rate', 0.04404920120805889)])",71,"tensor(0.0280, grad_fn=<MseLossBackward>)",4.46,14.761924
ダイドーリミテッド,2019,Q4,7,61,39,0.8883967399597168,"dict_items([('hidden_units', 46), ('learning_rate', 0.09399260878604698)])",359,"tensor(1.6732e-11, grad_fn=<MseLossBackward>)",-33.13,-1.1916957
ダイドーリミテッド,2020,Q1,8,66,34,0.9656009674072266,"dict_items([('hidden_units', 28), ('learning_rate', 0.02250803339759749)])",1809,"tensor(0.0088, grad_fn=<MseLossBackward>)",-52.78,-10.3045
