企業名,会計年度,四半期,y_hat_ml1_a20
あらた,2018,Q1,87.37333149906571
あらた,2018,Q2,76.8379901810769
あらた,2018,Q3,86.78310146034424
あらた,2018,Q4,66.73932413567522
あらた,2019,Q1,112.547783109042
あらた,2019,Q2,103.67812372222355
あらた,2019,Q3,108.32127879368664
あらた,2019,Q4,87.14278079692696
あらた,2020,Q1,131.28997769211895
あらた,2020,Q2,91.90899547551719
あらた,2020,Q3,116.97200611918277
あらた,2020,Q4,101.46432578598419
いすゞ自動車,2018,Q1,32.807895558811396
いすゞ自動車,2018,Q2,37.784158787564294
いすゞ自動車,2018,Q3,43.29597976527882
いすゞ自動車,2018,Q4,46.963119981880446
いすゞ自動車,2019,Q1,38.535791110425365
いすゞ自動車,2019,Q2,27.29295532850565
いすゞ自動車,2019,Q3,36.27518964194372
いすゞ自動車,2019,Q4,23.596660063313006
いすゞ自動車,2020,Q1,11.745282178976737
いすゞ自動車,2020,Q2,11.196536767222762
いすゞ自動車,2020,Q3,35.168282124094915
いすゞ自動車,2020,Q4,31.87639234410688
いなげや,2018,Q1,3.367084859976462
いなげや,2018,Q2,3.5763560868836564
いなげや,2018,Q3,10.667389537586704
いなげや,2018,Q4,4.93702505798856
いなげや,2019,Q1,-5.651753039829096
いなげや,2019,Q2,-6.180489512393628
いなげや,2019,Q3,2.6967044427984206
いなげや,2019,Q4,-12.403934263095039
いなげや,2020,Q1,5.420339440863231
いなげや,2020,Q2,9.552235980425408
いなげや,2020,Q3,22.363227945530745
いなげや,2020,Q4,4.588863572657729
かどや製油,2018,Q1,104.05407792899277
かどや製油,2018,Q2,124.62464247453961
かどや製油,2018,Q3,116.53035301804229
かどや製油,2018,Q4,68.88361315297436
かどや製油,2019,Q1,131.62849582545482
かどや製油,2019,Q2,99.71193445401907
かどや製油,2019,Q3,52.09354016167921
かどや製油,2019,Q4,17.509174947306278
かどや製油,2020,Q1,84.16529856477277
かどや製油,2020,Q2,83.74707707449063
かどや製油,2020,Q3,58.82401854130275
かどや製油,2020,Q4,36.7519146194497
きんでん,2018,Q1,12.567081637336372
きんでん,2018,Q2,31.28761705775087
きんでん,2018,Q3,34.26502746918357
きんでん,2018,Q4,65.01898827649096
きんでん,2019,Q1,14.010038273951093
きんでん,2019,Q2,33.86635043171417
きんでん,2019,Q3,41.65983747857309
きんでん,2019,Q4,72.44392698943926
きんでん,2020,Q1,24.36168527359486
きんでん,2020,Q2,34.32386658196184
きんでん,2020,Q3,41.50543157160564
きんでん,2020,Q4,64.82495281788914
さくらインターネット,2018,Q1,5.743858634448316
さくらインターネット,2018,Q2,-6.211885692861955
さくらインターネット,2018,Q3,14.270900898121901
さくらインターネット,2018,Q4,19.040362670576954
さくらインターネット,2019,Q1,12.47869194828587
さくらインターネット,2019,Q2,3.9977020848809097
さくらインターネット,2019,Q3,1.5658547174441573
さくらインターネット,2019,Q4,2.6716057155922712
さくらインターネット,2020,Q1,5.747036777573289
さくらインターネット,2020,Q2,0.9772290463273059
さくらインターネット,2020,Q3,4.352330062328131
さくらインターネット,2020,Q4,4.70929786412767
たけびし,2018,Q1,39.254515598158555
たけびし,2018,Q2,40.77718789178008
たけびし,2018,Q3,43.69457257774383
たけびし,2018,Q4,40.15832518697809
たけびし,2019,Q1,33.92337515410887
たけびし,2019,Q2,37.46444829261772
たけびし,2019,Q3,32.53267551401859
たけびし,2019,Q4,33.62948418836892
たけびし,2020,Q1,25.31586372232361
たけびし,2020,Q2,24.278111499222387
たけびし,2020,Q3,27.00467772666452
たけびし,2020,Q4,35.82797800370763
なとり,2018,Q1,22.829308519118996
なとり,2018,Q2,20.973617219963256
なとり,2018,Q3,63.34174288507912
なとり,2018,Q4,-18.78787552522693
なとり,2019,Q1,17.336412206300004
なとり,2019,Q2,27.82181131477078
なとり,2019,Q3,63.28992655646605
なとり,2019,Q4,-15.576524444039489
なとり,2020,Q1,26.38814994021815
なとり,2020,Q2,26.71145254968914
なとり,2020,Q3,83.01047343270913
なとり,2020,Q4,-15.001219742227914
はせがわ,2018,Q1,-3.282268938160314
はせがわ,2018,Q2,22.261069432067494
はせがわ,2018,Q3,-1.8428007400976014
はせがわ,2018,Q4,9.902029505986263
はせがわ,2019,Q1,-6.744787745214424
はせがわ,2019,Q2,27.010816658412587
はせがわ,2019,Q3,-16.128997573588023
はせがわ,2019,Q4,-10.668557656306135
はせがわ,2020,Q1,-28.151345862776857
はせがわ,2020,Q2,12.531536102521255
はせがわ,2020,Q3,1.10475089064699
はせがわ,2020,Q4,6.116264298548543
はるやまホールディングス,2018,Q1,-0.48197392427823615
はるやまホールディングス,2018,Q2,-21.177499820084222
はるやまホールディングス,2018,Q3,24.8498797614061
はるやまホールディングス,2018,Q4,70.4956860797895
はるやまホールディングス,2019,Q1,-16.47361260774602
はるやまホールディングス,2019,Q2,-27.30188290542644
はるやまホールディングス,2019,Q3,1.4748754471524919
はるやまホールディングス,2019,Q4,30.500131401686673
はるやまホールディングス,2020,Q1,-57.81161645014902
はるやまホールディングス,2020,Q2,-85.66740440447282
はるやまホールディングス,2020,Q3,-40.87682802305055
はるやまホールディングス,2020,Q4,-44.63069761515759
ぴあ,2018,Q1,27.508333144669596
ぴあ,2018,Q2,12.664327073421843
ぴあ,2018,Q3,8.47648119804737
ぴあ,2018,Q4,21.837578608030846
ぴあ,2019,Q1,8.345423230660343
ぴあ,2019,Q2,18.545623403792497
ぴあ,2019,Q3,-17.137020182485408
ぴあ,2019,Q4,18.337281672790297
ぴあ,2020,Q1,-136.1701601548333
ぴあ,2020,Q2,-102.05442089803807
ぴあ,2020,Q3,-14.74930487961996
ぴあ,2020,Q4,-73.28999269227192
やまや,2018,Q1,85.14424511065758
やまや,2018,Q2,83.77045814905108
やまや,2018,Q3,168.65012226477876
やまや,2018,Q4,46.38091793754896
やまや,2019,Q1,67.83034374378828
やまや,2019,Q2,50.3636820875683
やまや,2019,Q3,127.4357423947604
やまや,2019,Q4,-9.816152871207045
やまや,2020,Q1,-156.96984995267368
やまや,2020,Q2,-41.48421765362846
やまや,2020,Q3,-53.58774291522815
やまや,2020,Q4,-278.3018864793623
りらいあコミュニケーションズ,2018,Q1,14.534884300687871
りらいあコミュニケーションズ,2018,Q2,13.618539762792789
りらいあコミュニケーションズ,2018,Q3,14.321459073055188
りらいあコミュニケーションズ,2018,Q4,19.82675684623665
りらいあコミュニケーションズ,2019,Q1,-11.107838218295612
りらいあコミュニケーションズ,2019,Q2,-3.054481497466778
りらいあコミュニケーションズ,2019,Q3,-3.6268697184627783
りらいあコミュニケーションズ,2019,Q4,-6.477766926647492
りらいあコミュニケーションズ,2020,Q1,-0.6754873909943573
りらいあコミュニケーションズ,2020,Q2,5.881308595740009
りらいあコミュニケーションズ,2020,Q3,3.4676050486198644
りらいあコミュニケーションズ,2020,Q4,-7.950776607425235
わかもと製薬,2018,Q1,0.8174384880426212
わかもと製薬,2018,Q2,0.896652296770424
わかもと製薬,2018,Q3,0.8772328528588118
わかもと製薬,2018,Q4,1.0607192063631137
わかもと製薬,2019,Q1,0.4933929023677026
わかもと製薬,2019,Q2,0.2905555555555555
わかもと製薬,2019,Q3,-3.003966509483554
わかもと製薬,2019,Q4,-0.6198296940086845
わかもと製薬,2020,Q1,0.3543936071758118
わかもと製薬,2020,Q2,-0.6620246791735909
わかもと製薬,2020,Q3,-2.2029576459061193
わかもと製薬,2020,Q4,-3.4190680259701534
アイカ工業,2018,Q1,50.25323764844708
アイカ工業,2018,Q2,50.10598405158952
アイカ工業,2018,Q3,56.684348336194205
アイカ工業,2018,Q4,55.538450639638356
アイカ工業,2019,Q1,53.994722590563576
アイカ工業,2019,Q2,54.231142617547555
アイカ工業,2019,Q3,56.446741000361364
アイカ工業,2019,Q4,55.07715834593415
アイカ工業,2020,Q1,48.868889132203435
アイカ工業,2020,Q2,47.117247532839976
アイカ工業,2020,Q3,49.30267192061761
アイカ工業,2020,Q4,43.741249330738825
アイコム,2018,Q1,10.47297257039574
アイコム,2018,Q2,20.25027386295401
アイコム,2018,Q3,26.53316702092448
アイコム,2018,Q4,118.90598322122926
アイコム,2019,Q1,-10.517157553093035
アイコム,2019,Q2,-6.615424128344401
アイコム,2019,Q3,28.487555488909393
アイコム,2019,Q4,56.506124799662174
アイコム,2020,Q1,-23.235588933099873
アイコム,2020,Q2,-4.5850118606756425
アイコム,2020,Q3,36.99896064517763
アイコム,2020,Q4,52.58410946702067
アイシン,2018,Q1,181.13853389175569
アイシン,2018,Q2,48.05280025831086
アイシン,2018,Q3,91.29472307948161
アイシン,2018,Q4,130.43521072113947
アイシン,2019,Q1,117.70887002007692
アイシン,2019,Q2,-18.351345856960002
アイシン,2019,Q3,46.43455029771724
アイシン,2019,Q4,9.551431359099873
アイシン,2020,Q1,-215.1479173942842
アイシン,2020,Q2,146.07409375004994
アイシン,2020,Q3,198.06891445964084
アイシン,2020,Q4,109.24826868476056
アイダエンジニアリング,2018,Q1,13.75338933316568
アイダエンジニアリング,2018,Q2,-0.09962405660586171
アイダエンジニアリング,2018,Q3,7.312104976416702
アイダエンジニアリング,2018,Q4,11.297580548364994
