企業名,会計年度,四半期,y_hat_mraf_part1,best_hyparam
セーレン,2018,Q1,31.107184166666688,[500   5]
セーレン,2018,Q2,29.333393857142894,[500   5]
セーレン,2018,Q3,34.45758366666662,[500   5]
セーレン,2018,Q4,35.817443333333266,[500   5]
セーレン,2019,Q1,34.133383595238115,[500   5]
セーレン,2019,Q2,33.98698857503603,[500   5]
セーレン,2019,Q3,35.31508046825391,[500   5]
セーレン,2019,Q4,31.98495797619054,[500   5]
セーレン,2020,Q1,30.015676936507973,[500   5]
セーレン,2020,Q2,25.04646599999995,[500   5]
セーレン,2020,Q3,34.32402004761905,[500   5]
セーレン,2020,Q4,37.20801209523811,[500   5]
ゼビオホールディングス,2018,Q1,25.77489999999999,[100  10]
ゼビオホールディングス,2018,Q2,13.91369999999999,[100  10]
ゼビオホールディングス,2018,Q3,31.901900000000005,[100  10]
ゼビオホールディングス,2018,Q4,3.4175,[100  10]
ゼビオホールディングス,2019,Q1,25.706599999999995,[100  10]
ゼビオホールディングス,2019,Q2,8.040199999999993,[100  10]
ゼビオホールディングス,2019,Q3,7.473699999999991,[100  10]
ゼビオホールディングス,2019,Q4,-16.196499999999997,[100  10]
ゼビオホールディングス,2020,Q1,10.360499999999996,[100  10]
ゼビオホールディングス,2020,Q2,23.19269999999999,[100  10]
ゼビオホールディングス,2020,Q3,9.025699999999997,[100  10]
ゼビオホールディングス,2020,Q4,-0.7104000000000003,[100  10]
ゼンショーホールディングス,2018,Q1,10.486819999999968,[500  15]
ゼンショーホールディングス,2018,Q2,12.966279999999946,[500  15]
ゼンショーホールディングス,2018,Q3,17.21977999999999,[500  15]
ゼンショーホールディングス,2018,Q4,2.769880000000012,[500  15]
ゼンショーホールディングス,2019,Q1,13.619419999999927,[500  15]
ゼンショーホールディングス,2019,Q2,19.33532,[500  15]
ゼンショーホールディングス,2019,Q3,26.279980000000155,[500  15]
ゼンショーホールディングス,2019,Q4,15.32487999999994,[500  15]
ゼンショーホールディングス,2020,Q1,10.150479999999956,[500  15]
ゼンショーホールディングス,2020,Q2,22.211740000000027,[500  15]
ゼンショーホールディングス,2020,Q3,20.187480000000036,[500  15]
ゼンショーホールディングス,2020,Q4,13.066779999999948,[500  15]
ゼンリン,2018,Q1,-0.20493266392868617,[250  10]
ゼンリン,2018,Q2,6.321120000000002,[250  10]
ゼンリン,2018,Q3,5.416224556011884,[250  10]
ゼンリン,2018,Q4,43.99412880470123,[250  10]
ゼンリン,2019,Q1,14.640922780059457,[250  10]
ゼンリン,2019,Q2,9.033289112023766,[250  10]
ゼンリン,2019,Q3,5.439920000000004,[250  10]
ゼンリン,2019,Q4,33.460364788273345,[250  10]
ゼンリン,2020,Q1,7.833784556011889,[250  10]
ゼンリン,2020,Q2,-2.47056,[250  10]
ゼンリン,2020,Q3,2.421880000000004,[250  10]
ゼンリン,2020,Q4,25.47315366803563,[250  10]
ソトー,2018,Q1,16.546922142857138,[100   5]
ソトー,2018,Q2,10.574109061494063,[100   5]
ソトー,2018,Q3,2.944972748281131,[100   5]
ソトー,2018,Q4,5.96972532967033,[100   5]
ソトー,2019,Q1,15.600336839826836,[100   5]
ソトー,2019,Q2,11.73009922438672,[100   5]
ソトー,2019,Q3,4.4783823015873025,[100   5]
ソトー,2019,Q4,7.281979285714291,[100   5]
ソトー,2020,Q1,7.402478596681098,[100   5]
ソトー,2020,Q2,0.7696373701298702,[100   5]
ソトー,2020,Q3,-1.9241038888888884,[100   5]
ソトー,2020,Q4,-6.98251166666666,[100   5]
ソニーグループ,2018,Q1,21.636226562453313,[500   5]
ソニーグループ,2018,Q2,90.14719337251678,[500   5]
ソニーグループ,2018,Q3,-133.9740584475523,[500   5]
ソニーグループ,2018,Q4,71.9794673479856,[500   5]
ソニーグループ,2019,Q1,120.97895761417713,[500   5]
ソニーグループ,2019,Q2,114.1656043787048,[500   5]
ソニーグループ,2019,Q3,152.1982718984909,[500   5]
ソニーグループ,2019,Q4,52.9307335030117,[500   5]
ソニーグループ,2020,Q1,130.65467683473398,[500   5]
ソニーグループ,2020,Q2,110.31024924603149,[500   5]
ソニーグループ,2020,Q3,218.0801656984129,[500   5]
ソニーグループ,2020,Q4,146.78909852675082,[500   5]
ソネック,2018,Q1,12.46913550000001,[500   5]
ソネック,2018,Q2,22.232264738095278,[500   5]
ソネック,2018,Q3,24.635448317460376,[500   5]
ソネック,2018,Q4,18.422444769230726,[500   5]
ソネック,2019,Q1,17.881083071428574,[500   5]
ソネック,2019,Q2,19.832095119047608,[500   5]
ソネック,2019,Q3,13.170067047619051,[500   5]
ソネック,2019,Q4,27.040331523809563,[500   5]
