企業名,会計年度,四半期,y_hat_ml2_i_tuned_simple
アドソル日進,2018,Q1,14.434909583465823
アドソル日進,2018,Q2,12.591808447775223
アドソル日進,2018,Q3,15.752764302507524
アドソル日進,2018,Q4,14.43367733408588
アドソル日進,2019,Q1,22.326470619752502
アドソル日進,2019,Q2,30.701961367045552
アドソル日進,2019,Q3,26.951514322756587
アドソル日進,2019,Q4,15.700282125204284
アドソル日進,2020,Q1,25.469681865504093
アドソル日進,2020,Q2,24.76494980676502
アドソル日進,2020,Q3,27.137306974080403
アドソル日進,2020,Q4,15.974637890565688
アドバネクス,2018,Q1,1.039967682956483
アドバネクス,2018,Q2,3.4666417184678386
アドバネクス,2018,Q3,-3.4000761647354967
アドバネクス,2018,Q4,-46.845542364547306
アドバネクス,2019,Q1,-38.76964180155805
アドバネクス,2019,Q2,15.489229615213706
アドバネクス,2019,Q3,-4.76860882050076
アドバネクス,2019,Q4,-11.796580376169166
アドバネクス,2020,Q1,-60.54339579292319
アドバネクス,2020,Q2,-79.62070353543592
アドバネクス,2020,Q3,-20.231698280607997
アドバネクス,2020,Q4,-106.33065516107996
アドバンテスト,2018,Q1,87.56964794495866
アドバンテスト,2018,Q2,79.3891536287451
アドバンテスト,2018,Q3,72.69163451646445
アドバンテスト,2018,Q4,50.387693507756325
アドバンテスト,2019,Q1,55.57760165380818
アドバンテスト,2019,Q2,66.60838839523812
アドバンテスト,2019,Q3,45.72852571590725
アドバンテスト,2019,Q4,49.26707298543555
アドバンテスト,2020,Q1,61.86423529827627
アドバンテスト,2020,Q2,70.16383260416228
アドバンテスト,2020,Q3,59.83745237873927
アドバンテスト,2020,Q4,97.46882449924466
アドヴァングループ,2018,Q1,3.6281495896423994
アドヴァングループ,2018,Q2,28.8092503588612
アドヴァングループ,2018,Q3,43.87879308097156
アドヴァングループ,2018,Q4,-5.0814480965577165
アドヴァングループ,2019,Q1,46.52198756363926
アドヴァングループ,2019,Q2,28.798165793008682
アドヴァングループ,2019,Q3,41.058186836522694
アドヴァングループ,2019,Q4,28.426937464130965
アドヴァングループ,2020,Q1,24.16327297946775
アドヴァングループ,2020,Q2,24.500532022968592
アドヴァングループ,2020,Q3,23.165124809659304
アドヴァングループ,2020,Q4,21.863404659319478
アネスト岩田,2018,Q1,18.171646965629535
アネスト岩田,2018,Q2,27.133905796558565
アネスト岩田,2018,Q3,19.41147707167231
アネスト岩田,2018,Q4,18.815113874262302
アネスト岩田,2019,Q1,19.021239143139844
アネスト岩田,2019,Q2,22.460190259267655
アネスト岩田,2019,Q3,12.100090926186258
アネスト岩田,2019,Q4,18.98164665899975
アネスト岩田,2020,Q1,12.476136657117275
アネスト岩田,2020,Q2,18.891276200219725
アネスト岩田,2020,Q3,19.212071656137233
アネスト岩田,2020,Q4,21.25251823668078
アマダ,2018,Q1,6.303242343502365
アマダ,2018,Q2,23.435932670253912
アマダ,2018,Q3,17.161754685076513
アマダ,2018,Q4,26.530428501894004
アマダ,2019,Q1,14.29451428152312
アマダ,2019,Q2,28.199097534739145
アマダ,2019,Q3,14.097094566736871
アマダ,2019,Q4,25.853361287542022
アマダ,2020,Q1,1.0116813967135485
アマダ,2020,Q2,26.072318390360877
アマダ,2020,Q3,17.033988720066667
アマダ,2020,Q4,14.036963675752965
アマノ,2018,Q1,14.620890686744723
アマノ,2018,Q2,33.85414318773664
アマノ,2018,Q3,31.523270954199155
アマノ,2018,Q4,50.850311253607515
アマノ,2019,Q1,18.160871376456257
アマノ,2019,Q2,36.545966442110995
アマノ,2019,Q3,27.90131608597975
アマノ,2019,Q4,45.38514819489122
アマノ,2020,Q1,5.700642593141346
アマノ,2020,Q2,25.6491724144484
アマノ,2020,Q3,20.768193623089935
アマノ,2020,Q4,36.69397347497076
アミューズ,2018,Q1,60.136635358347235
アミューズ,2018,Q2,4.3158090011803765
アミューズ,2018,Q3,50.59875155489135
アミューズ,2018,Q4,107.81438766649529
アミューズ,2019,Q1,79.34147504245921
アミューズ,2019,Q2,64.22993440489583
アミューズ,2019,Q3,74.0281979578991
アミューズ,2019,Q4,37.54697805627589
アミューズ,2020,Q1,53.51198960303727
アミューズ,2020,Q2,47.82379360349055
アミューズ,2020,Q3,54.38848753741743
アミューズ,2020,Q4,5.443119342745768
アリアケジャパン,2018,Q1,61.95126735685197
アリアケジャパン,2018,Q2,68.73071980788727
アリアケジャパン,2018,Q3,80.68663808145678
アリアケジャパン,2018,Q4,65.36901756964005
アリアケジャパン,2019,Q1,-490.25038250604695
アリアケジャパン,2019,Q2,13.634268966314615
アリアケジャパン,2019,Q3,63.244936414945116
アリアケジャパン,2019,Q4,116.14676292539875
アリアケジャパン,2020,Q1,15.732200417813303
アリアケジャパン,2020,Q2,-8.894947138004348
アリアケジャパン,2020,Q3,75.93844109248232
アリアケジャパン,2020,Q4,102.57544584154334
アルインコ,2018,Q1,-18.446147979004408
アルインコ,2018,Q2,36.7590008516881
アルインコ,2018,Q3,28.664887610793357
アルインコ,2018,Q4,7.659048975718115
アルインコ,2019,Q1,26.85623293569338
アルインコ,2019,Q2,36.49137221729265
アルインコ,2019,Q3,44.07734142033827
アルインコ,2019,Q4,10.960800799223112
アルインコ,2020,Q1,7.522039153947745
アルインコ,2020,Q2,-0.21413911774168248
アルインコ,2020,Q3,16.541541831001176
アルインコ,2020,Q4,23.431153659977664
アルコニックス,2018,Q1,93.40163510581847
アルコニックス,2018,Q2,69.9258958508301
アルコニックス,2018,Q3,77.84447688284402
アルコニックス,2018,Q4,47.98322878210801
アルコニックス,2019,Q1,43.01687545915287
アルコニックス,2019,Q2,56.36503086110837
アルコニックス,2019,Q3,-30.368331167867225
アルコニックス,2019,Q4,5.263061730190742
アルコニックス,2020,Q1,32.028468515154785
アルコニックス,2020,Q2,53.98830110095871
アルコニックス,2020,Q3,42.16331283122345
アルコニックス,2020,Q4,17.556425281375873
アルゴグラフィックス,2018,Q1,89.89679986785205
アルゴグラフィックス,2018,Q2,75.44817341678221
アルゴグラフィックス,2018,Q3,59.016951275814904
アルゴグラフィックス,2018,Q4,107.42080845888026
アルゴグラフィックス,2019,Q1,130.39253040389622
アルゴグラフィックス,2019,Q2,2.042436343291371
アルゴグラフィックス,2019,Q3,22.731078813701743
アルゴグラフィックス,2019,Q4,16.68972939174455
アルゴグラフィックス,2020,Q1,-6.770392888156792
アルゴグラフィックス,2020,Q2,30.08042344932563
アルゴグラフィックス,2020,Q3,29.71046444844243
アルゴグラフィックス,2020,Q4,42.61587956438876
アルビス,2018,Q1,56.97100001449552
アルビス,2018,Q2,59.59578797728669
アルビス,2018,Q3,63.17260965834469
アルビス,2018,Q4,59.920680394648514
アルビス,2019,Q1,5.8518619326536365
アルビス,2019,Q2,80.93240443337763
アルビス,2019,Q3,-4.922827614626497
アルビス,2019,Q4,-13.533162761306516
アルビス,2020,Q1,67.49003835271753
アルビス,2020,Q2,98.09694767891813
アルビス,2020,Q3,75.3237279927394
アルビス,2020,Q4,19.413066250744638
アルファ,2018,Q1,39.31771965431258
アルファ,2018,Q2,-7.308363031162173
アルファ,2018,Q3,-32.49231758858622
アルファ,2018,Q4,65.53220703871962
アルファ,2019,Q1,-5.123477977937611
アルファ,2019,Q2,-40.79468881469216
アルファ,2019,Q3,83.31687173370031
アルファ,2019,Q4,111.1482471585415
アルファ,2020,Q1,-142.1517096945723
アルファ,2020,Q2,115.86372484508149
アルファ,2020,Q3,-0.376453167113155
アルファ,2020,Q4,-23.91885939402104
アルファシステムズ,2018,Q1,41.66570633470957
アルファシステムズ,2018,Q2,44.09119115370564
アルファシステムズ,2018,Q3,35.40793572803094
アルファシステムズ,2018,Q4,44.86791941259405
アルファシステムズ,2019,Q1,38.27642357869426
アルファシステムズ,2019,Q2,37.92948656380894
アルファシステムズ,2019,Q3,37.218787386912076
アルファシステムズ,2019,Q4,48.069919351767524
アルファシステムズ,2020,Q1,22.62255840926975
アルファシステムズ,2020,Q2,48.93883096777786
アルファシステムズ,2020,Q3,37.39743128266936
アルファシステムズ,2020,Q4,55.54631681758842
アルフレッサ　ホールディングス,2018,Q1,43.11933405940574
アルフレッサ　ホールディングス,2018,Q2,44.81336182795908
アルフレッサ　ホールディングス,2018,Q3,65.42124768098881
アルフレッサ　ホールディングス,2018,Q4,23.39535990341343
アルフレッサ　ホールディングス,2019,Q1,58.93156532366149
アルフレッサ　ホールディングス,2019,Q2,72.82801483743245
アルフレッサ　ホールディングス,2019,Q3,48.65509298492176
アルフレッサ　ホールディングス,2019,Q4,55.90355473941187
アルフレッサ　ホールディングス,2020,Q1,44.037967117437205
アルフレッサ　ホールディングス,2020,Q2,38.55061853104746
アルフレッサ　ホールディングス,2020,Q3,45.98831618630411
アルフレッサ　ホールディングス,2020,Q4,10.512836860072856
アルプスアルパイン,2018,Q1,61.13172541002761
アルプスアルパイン,2018,Q2,86.96662290433477
アルプスアルパイン,2018,Q3,68.41321556889487
アルプスアルパイン,2018,Q4,-53.82108802458645
アルプスアルパイン,2019,Q1,-13.605164091954451
アルプスアルパイン,2019,Q2,55.65212052769972
アルプスアルパイン,2019,Q3,25.30219526955168
アルプスアルパイン,2019,Q4,-58.62875071125126
アルプスアルパイン,2020,Q1,-43.4661636016388
アルプスアルパイン,2020,Q2,-5.415418759300405
アルプスアルパイン,2020,Q3,2.851990030879847
アルプスアルパイン,2020,Q4,6.360964206529076
アルプス物流,2018,Q1,17.73868265523769
アルプス物流,2018,Q2,14.47231062248138
アルプス物流,2018,Q3,24.407115456438515
アルプス物流,2018,Q4,18.102829553922394
アルプス物流,2019,Q1,14.505913031027927
アルプス物流,2019,Q2,15.391202046479709
