企業名,会計年度,四半期,y_hat_ml2_a10
あらた,2018,Q1,94.54596606158549
あらた,2018,Q2,84.04663240147231
あらた,2018,Q3,75.53289477397468
あらた,2018,Q4,97.41099976596755
あらた,2019,Q1,118.10723368289081
あらた,2019,Q2,122.54900161537098
あらた,2019,Q3,105.28745118782524
あらた,2019,Q4,140.35146500088885
あらた,2020,Q1,164.4458123502743
あらた,2020,Q2,134.73187200558436
あらた,2020,Q3,144.0286760074731
あらた,2020,Q4,62.32902153371815
いすゞ自動車,2018,Q1,44.214978070138706
いすゞ自動車,2018,Q2,28.280987357253476
いすゞ自動車,2018,Q3,71.3883775431581
いすゞ自動車,2018,Q4,33.87205494611191
いすゞ自動車,2019,Q1,45.90978288735928
いすゞ自動車,2019,Q2,-8.441700840051274
いすゞ自動車,2019,Q3,33.24412731352905
いすゞ自動車,2019,Q4,19.186791593908396
いすゞ自動車,2020,Q1,10.46213135542676
いすゞ自動車,2020,Q2,42.19389765222943
いすゞ自動車,2020,Q3,66.4092503357154
いすゞ自動車,2020,Q4,46.62358669906092
いなげや,2018,Q1,7.118617256707797
いなげや,2018,Q2,-9.532378640047366
いなげや,2018,Q3,3.298245145111423
いなげや,2018,Q4,-0.018854598650612786
いなげや,2019,Q1,-23.568628008517017
いなげや,2019,Q2,-34.34150724887486
いなげや,2019,Q3,-16.75411858883492
いなげや,2019,Q4,-38.78902478128175
いなげや,2020,Q1,80.65036575568706
いなげや,2020,Q2,8.28956299060647
いなげや,2020,Q3,7.510502621090396
いなげや,2020,Q4,-62.20356348966236
かどや製油,2018,Q1,132.82739500728098
かどや製油,2018,Q2,154.93985923551526
かどや製油,2018,Q3,129.39269393955766
かどや製油,2018,Q4,-14.688552457926818
かどや製油,2019,Q1,191.90846607618522
かどや製油,2019,Q2,113.14679280672826
かどや製油,2019,Q3,32.084238340652945
かどや製油,2019,Q4,203.25576982572014
かどや製油,2020,Q1,110.78305143401465
かどや製油,2020,Q2,91.63953120419347
かどや製油,2020,Q3,59.918270300568295
かどや製油,2020,Q4,26.12481047615742
きんでん,2018,Q1,6.849183007344703
きんでん,2018,Q2,25.970995428228328
きんでん,2018,Q3,32.39159249647157
きんでん,2018,Q4,69.05844516991169
きんでん,2019,Q1,19.468515357776628
きんでん,2019,Q2,32.53542216225209
きんでん,2019,Q3,42.1939841311868
きんでん,2019,Q4,62.234003090553166
きんでん,2020,Q1,17.127735839821245
きんでん,2020,Q2,35.91572705388346
きんでん,2020,Q3,45.14438581556436
きんでん,2020,Q4,67.30775608419421
さくらインターネット,2018,Q1,3.899361761429357
さくらインターネット,2018,Q2,-3.8336814409960294
さくらインターネット,2018,Q3,-0.8386626419659922
さくらインターネット,2018,Q4,1.9240984309982903
さくらインターネット,2019,Q1,4.731279216280205
さくらインターネット,2019,Q2,0.6140231353580524
さくらインターネット,2019,Q3,2.0114079626157677
さくらインターネット,2019,Q4,21.960086594374044
さくらインターネット,2020,Q1,3.0153174361010833
さくらインターネット,2020,Q2,3.568071237563621
さくらインターネット,2020,Q3,6.383661355469921
さくらインターネット,2020,Q4,10.35676311392797
たけびし,2018,Q1,42.35814417743267
たけびし,2018,Q2,42.34276526981555
たけびし,2018,Q3,42.97909513150729
たけびし,2018,Q4,40.09638580167084
たけびし,2019,Q1,31.67788572998163
たけびし,2019,Q2,39.15163306433196
たけびし,2019,Q3,25.010869456727473
たけびし,2019,Q4,30.102128547396227
たけびし,2020,Q1,13.750124176840867
たけびし,2020,Q2,20.95420601252102
たけびし,2020,Q3,14.126757878919644
たけびし,2020,Q4,29.383406883014082
なとり,2018,Q1,28.608300512253205
なとり,2018,Q2,27.9812446627728
なとり,2018,Q3,61.60795892296555
なとり,2018,Q4,-14.352001679003582
なとり,2019,Q1,15.877584679149255
なとり,2019,Q2,28.21782817798708
なとり,2019,Q3,53.3477965178613
なとり,2019,Q4,-19.09424464790309
なとり,2020,Q1,14.370243928561308
なとり,2020,Q2,27.10910022350063
なとり,2020,Q3,83.97454529605227
なとり,2020,Q4,-15.775371004473813
はせがわ,2018,Q1,-9.167915649974248
はせがわ,2018,Q2,22.56879793502752
はせがわ,2018,Q3,-2.537733861402515
はせがわ,2018,Q4,-9.107167058760226
はせがわ,2019,Q1,-21.617161439948205
はせがわ,2019,Q2,15.24365624749015
はせがわ,2019,Q3,-28.946832499087407
はせがわ,2019,Q4,-39.98041314160395
はせがわ,2020,Q1,-20.522911819257303
はせがわ,2020,Q2,7.536311757843421
はせがわ,2020,Q3,-0.7979468339169671
はせがわ,2020,Q4,1.5194591234156576
はるやまホールディングス,2018,Q1,13.300049126290617
はるやまホールディングス,2018,Q2,-49.280714841380615
はるやまホールディングス,2018,Q3,26.50234283832981
はるやまホールディングス,2018,Q4,75.57687601154703
はるやまホールディングス,2019,Q1,-14.670576233523605
はるやまホールディングス,2019,Q2,-0.7390222665681847
はるやまホールディングス,2019,Q3,23.480996049817747
はるやまホールディングス,2019,Q4,1.6064075553188957
はるやまホールディングス,2020,Q1,-110.0576231165096
はるやまホールディングス,2020,Q2,-92.72645849911052
はるやまホールディングス,2020,Q3,-1.0067525172393914
はるやまホールディングス,2020,Q4,-62.04803102972865
ぴあ,2018,Q1,37.77121508362153
ぴあ,2018,Q2,9.818734121698393
ぴあ,2018,Q3,7.305685025623124
ぴあ,2018,Q4,6.781402160617981
ぴあ,2019,Q1,6.624805718403362
ぴあ,2019,Q2,27.0610337326154
ぴあ,2019,Q3,-16.732274655778056
ぴあ,2019,Q4,21.897704337157116
ぴあ,2020,Q1,-188.426109942172
ぴあ,2020,Q2,-110.28453326545772
ぴあ,2020,Q3,15.179494499523479
ぴあ,2020,Q4,-39.99377988158417
やまや,2018,Q1,115.91301940251589
やまや,2018,Q2,59.853020089788224
やまや,2018,Q3,159.8577070395545
やまや,2018,Q4,32.31991545879333
やまや,2019,Q1,90.81079855108061
やまや,2019,Q2,-84.27428371448121
やまや,2019,Q3,137.5291603301585
やまや,2019,Q4,-45.22616996831124
やまや,2020,Q1,-146.82182725639586
やまや,2020,Q2,42.05726833298617
やまや,2020,Q3,-353.61861495314173
やまや,2020,Q4,-138.8460542169322
りらいあコミュニケーションズ,2018,Q1,10.276016713828604
りらいあコミュニケーションズ,2018,Q2,10.44562722975104
りらいあコミュニケーションズ,2018,Q3,9.55477418356301
りらいあコミュニケーションズ,2018,Q4,18.37180406889722
りらいあコミュニケーションズ,2019,Q1,-655.2567693001079
りらいあコミュニケーションズ,2019,Q2,243.1446669720351
りらいあコミュニケーションズ,2019,Q3,-968.2751792340171
りらいあコミュニケーションズ,2019,Q4,-998.9943920655999
りらいあコミュニケーションズ,2020,Q1,31.93835634310102
りらいあコミュニケーションズ,2020,Q2,114.88580268587688
りらいあコミュニケーションズ,2020,Q3,69.41988110299222
りらいあコミュニケーションズ,2020,Q4,-41.112404044069535
わかもと製薬,2018,Q1,5.342840548088461
わかもと製薬,2018,Q2,-3.938529314143719
わかもと製薬,2018,Q3,1.5656851377695649
わかもと製薬,2018,Q4,-11.823991475770882
わかもと製薬,2019,Q1,-7.4857627106158
わかもと製薬,2019,Q2,-31.15867437139114
わかもと製薬,2019,Q3,-21.192125010166677
わかもと製薬,2019,Q4,-6.0980309234828125
わかもと製薬,2020,Q1,-20.359423988945203
わかもと製薬,2020,Q2,-17.14605397421804
わかもと製薬,2020,Q3,16.783178261672806
わかもと製薬,2020,Q4,-15.975999983001335
アイカ工業,2018,Q1,44.01352850796479
アイカ工業,2018,Q2,57.95150141617569
アイカ工業,2018,Q3,64.54906959221918
アイカ工業,2018,Q4,60.11955974376445
アイカ工業,2019,Q1,49.13163580119636
アイカ工業,2019,Q2,50.14761382830649
アイカ工業,2019,Q3,45.32830704368089
アイカ工業,2019,Q4,52.731526189715154
アイカ工業,2020,Q1,33.12909034229656
アイカ工業,2020,Q2,34.74379792767479
アイカ工業,2020,Q3,60.285406704871434
アイカ工業,2020,Q4,63.644276104758085
アイコム,2018,Q1,7.9586802769589795
アイコム,2018,Q2,32.549650588361004
アイコム,2018,Q3,79.7335534181144
アイコム,2018,Q4,168.6803980117473
アイコム,2019,Q1,-69.6615449829682
アイコム,2019,Q2,75.84249916385504
アイコム,2019,Q3,61.266233080746375
アイコム,2019,Q4,33.781640177088775
アイコム,2020,Q1,-30.55660020406654
アイコム,2020,Q2,-52.31783093088259
アイコム,2020,Q3,63.74817545422805
アイコム,2020,Q4,81.21739003460605
アイシン,2018,Q1,248.38988677444723
アイシン,2018,Q2,11.58459318970418
アイシン,2018,Q3,86.39857599501626
アイシン,2018,Q4,163.39878831156665
アイシン,2019,Q1,139.82479765882982
アイシン,2019,Q2,-51.10202958813308
アイシン,2019,Q3,6.733771329538012
アイシン,2019,Q4,-41.151470547045705
アイシン,2020,Q1,-280.56572176034956
アイシン,2020,Q2,161.56154330330452
アイシン,2020,Q3,225.6241987810635
アイシン,2020,Q4,147.3775566398274
アイダエンジニアリング,2018,Q1,17.157031273220383
アイダエンジニアリング,2018,Q2,6.957993228051066
