企業名,会計年度,四半期,y_hat_mraf_part2,best_hyparam
リゾートトラスト,2018,Q1,25.05666540062281,[250   5]
リゾートトラスト,2018,Q2,21.010419952602955,[250   5]
リゾートトラスト,2018,Q3,29.063016217893217,[250   5]
リゾートトラスト,2018,Q4,36.91207143216108,[250   5]
リゾートトラスト,2019,Q1,17.75450775746477,[250   5]
リゾートトラスト,2019,Q2,25.076258083201193,[250   5]
リゾートトラスト,2019,Q3,19.121009142857147,[250   5]
リゾートトラスト,2019,Q4,39.7804430032718,[250   5]
リゾートトラスト,2020,Q1,17.07522076190475,[250   5]
リゾートトラスト,2020,Q2,48.44697235247824,[250   5]
リゾートトラスト,2020,Q3,16.926020131770308,[250   5]
リゾートトラスト,2020,Q4,16.41630617460318,[250   5]
リックス,2018,Q1,54.923163333333406,[250   5]
リックス,2018,Q2,53.43759333333342,[250   5]
リックス,2018,Q3,58.99395333333352,[250   5]
リックス,2018,Q4,64.64963333333337,[250   5]
リックス,2019,Q1,58.86119399999998,[250   5]
リックス,2019,Q2,66.88716800000005,[250   5]
リックス,2019,Q3,59.411210476190455,[250   5]
リックス,2019,Q4,64.16295733333331,[250   5]
リックス,2020,Q1,40.7885183333333,[250   5]
リックス,2020,Q2,58.6117873333334,[250   5]
リックス,2020,Q3,52.710944380952306,[250   5]
リックス,2020,Q4,46.18522738095235,[250   5]
リョーサン,2018,Q1,42.47426000000013,[500   5]
リョーサン,2018,Q2,30.008209404761853,[500   5]
リョーサン,2018,Q3,38.05283023565328,[500   5]
リョーサン,2018,Q4,39.90378613736257,[500   5]
リョーサン,2019,Q1,27.00962709745807,[500   5]
リョーサン,2019,Q2,22.68382390068325,[500   5]
リョーサン,2019,Q3,24.6291722879956,[500   5]
リョーサン,2019,Q4,27.98980351019968,[500   5]
リョーサン,2020,Q1,20.713657265375986,[500   5]
リョーサン,2020,Q2,30.637773133281716,[500   5]
リョーサン,2020,Q3,38.394526253151774,[500   5]
リョーサン,2020,Q4,39.549598324230054,[500   5]
リログループ,2018,Q1,32.17290000000005,[100  10]
リログループ,2018,Q2,27.147599999999997,[100  10]
リログループ,2018,Q3,23.3262,[100  10]
リログループ,2018,Q4,27.315600000000003,[100  10]
リログループ,2019,Q1,49.572441499249464,[100  10]
リログループ,2019,Q2,42.157260374812374,[100  10]
リログループ,2019,Q3,37.128960374812365,[100  10]
リログループ,2019,Q4,30.400600000000004,[100  10]
リログループ,2020,Q1,18.021100000000015,[100  10]
リログループ,2020,Q2,20.178899999999995,[100  10]
リログループ,2020,Q3,16.093399999999995,[100  10]
リログループ,2020,Q4,14.022,[100  10]
リンテック,2018,Q1,44.06840000000002,[100  10]
リンテック,2018,Q2,44.77780000000003,[100  10]
リンテック,2018,Q3,46.193600000000025,[100  10]
リンテック,2018,Q4,46.94259999999999,[100  10]
リンテック,2019,Q1,42.46930000000003,[100  10]
リンテック,2019,Q2,42.46590000000002,[100  10]
リンテック,2019,Q3,43.19649999999999,[100  10]
リンテック,2019,Q4,26.398700000000005,[100  10]
リンテック,2020,Q1,34.84790000000002,[100  10]
リンテック,2020,Q2,32.30970000000001,[100  10]
リンテック,2020,Q3,41.711900000000036,[100  10]
リンテック,2020,Q4,39.39030000000002,[100  10]
リンナイ,2018,Q1,82.46840000000006,[100  10]
リンナイ,2018,Q2,94.936,[100  10]
リンナイ,2018,Q3,142.53099999999998,[100  10]
リンナイ,2018,Q4,124.73270000000004,[100  10]
リンナイ,2019,Q1,81.90740000000004,[100  10]
リンナイ,2019,Q2,98.44029999999997,[100  10]
リンナイ,2019,Q3,131.22170000000003,[100  10]
リンナイ,2019,Q4,110.60279999999993,[100  10]
リンナイ,2020,Q1,73.40090000000001,[100  10]
リンナイ,2020,Q2,84.07549999999993,[100  10]
リンナイ,2020,Q3,139.60460000000012,[100  10]
リンナイ,2020,Q4,130.88010000000008,[100  10]
ルネサンス,2018,Q1,21.439797494338986,[500   5]
ルネサンス,2018,Q2,41.28145938095236,[500   5]
ルネサンス,2018,Q3,43.67672383333332,[500   5]
ルネサンス,2018,Q4,42.06781066666679,[500   5]
ルネサンス,2019,Q1,22.20520943867241,[500   5]
ルネサンス,2019,Q2,41.52919999999998,[500   5]
ルネサンス,2019,Q3,43.04945333333331,[500   5]
ルネサンス,2019,Q4,22.051856405483395,[500   5]
ルネサンス,2020,Q1,10.298718129481639,[500   5]
ルネサンス,2020,Q2,-17.92812896239869,[500   5]
ルネサンス,2020,Q3,-13.518672943603724,[500   5]
ルネサンス,2020,Q4,-42.04780524247971,[500   5]
レイズネクスト,2018,Q1,11.559115428571419,[500   5]
レイズネクスト,2018,Q2,36.97224280952372,[500   5]
レイズネクスト,2018,Q3,34.83587519047612,[500   5]
レイズネクスト,2018,Q4,26.612578714285817,[500   5]
