企業名,会計年度,四半期,y_hat_ml1_i_tuned
アドバンテスト,2020,Q1,59.90887108595715
アドバンテスト,2020,Q2,68.02991189081035
アドバンテスト,2020,Q3,71.93114673160007
アドバンテスト,2020,Q4,91.51960116972997
アドヴァングループ,2018,Q1,-4.6170037182514
アドヴァングループ,2018,Q2,27.5514962777035
アドヴァングループ,2018,Q3,44.61093932657318
アドヴァングループ,2018,Q4,-3.901410749749479
アドヴァングループ,2019,Q1,44.15764955809669
アドヴァングループ,2019,Q2,26.113204261991232
アドヴァングループ,2019,Q3,43.994294362089306
アドヴァングループ,2019,Q4,30.02489920212389
アドヴァングループ,2020,Q1,25.869649834396448
アドヴァングループ,2020,Q2,24.76618997183187
アドヴァングループ,2020,Q3,23.698544843007877
アドヴァングループ,2020,Q4,21.991338216387625
アネスト岩田,2018,Q1,14.775407958580344
アネスト岩田,2018,Q2,14.74322358489443
アネスト岩田,2018,Q3,15.76843603532588
アネスト岩田,2018,Q4,16.31600662813058
アネスト岩田,2019,Q1,15.244348191535792
アネスト岩田,2019,Q2,15.08721357307786
アネスト岩田,2019,Q3,15.827152946518742
アネスト岩田,2019,Q4,15.460756538529028
アネスト岩田,2020,Q1,15.27094180357079
アネスト岩田,2020,Q2,14.689444444444446
アネスト岩田,2020,Q3,14.872777777777776
アネスト岩田,2020,Q4,15.308611111111109
アマダ,2018,Q1,14.480226001547404
アマダ,2018,Q2,21.32289208781841
アマダ,2018,Q3,17.487692802928333
アマダ,2018,Q4,23.91694608050493
アマダ,2019,Q1,17.818071346339366
アマダ,2019,Q2,21.517645660493187
アマダ,2019,Q3,13.906047795166636
アマダ,2019,Q4,22.01422175136519
アマダ,2020,Q1,12.533775571365696
アマダ,2020,Q2,14.656096593305762
アマダ,2020,Q3,10.27098499635791
アマダ,2020,Q4,16.692748987448482
アマノ,2018,Q1,14.942841527118858
アマノ,2018,Q2,37.066754637531695
アマノ,2018,Q3,31.563145849771036
アマノ,2018,Q4,52.83276219334056
アマノ,2019,Q1,19.197283972592416
アマノ,2019,Q2,37.61071977568227
アマノ,2019,Q3,29.044544652957764
アマノ,2019,Q4,46.86724162356384
アマノ,2020,Q1,3.2087732110816845
アマノ,2020,Q2,23.591177125910093
アマノ,2020,Q3,22.777589822417
アマノ,2020,Q4,39.16538253464724
アミューズ,2018,Q1,56.87870340603075
アミューズ,2018,Q2,6.724588710472816
アミューズ,2018,Q3,35.75651041835294
アミューズ,2018,Q4,88.71703087747514
アミューズ,2019,Q1,86.96834906786674
アミューズ,2019,Q2,47.88839508633987
アミューズ,2019,Q3,59.50595282797604
アミューズ,2019,Q4,8.213425914453842
アミューズ,2020,Q1,20.005896678645424
アミューズ,2020,Q2,57.72725149307831
アミューズ,2020,Q3,61.237429084377794
アミューズ,2020,Q4,12.375071931037612
アリアケジャパン,2018,Q1,58.85647563369078
アリアケジャパン,2018,Q2,70.30791140959
アリアケジャパン,2018,Q3,81.3167699662323
アリアケジャパン,2018,Q4,59.52238101445667
アリアケジャパン,2019,Q1,-476.84781760707074
アリアケジャパン,2019,Q2,82.58783558743383
アリアケジャパン,2019,Q3,88.85107612781333
アリアケジャパン,2019,Q4,88.1357344662224
アリアケジャパン,2020,Q1,54.376649033738616
アリアケジャパン,2020,Q2,21.78784520043288
アリアケジャパン,2020,Q3,66.68171855431282
アリアケジャパン,2020,Q4,103.7874375873394
アルインコ,2018,Q1,25.8069517592898
アルインコ,2018,Q2,8.891466192480266
アルインコ,2018,Q3,28.007408508220465
アルインコ,2018,Q4,5.91990385942762
アルインコ,2019,Q1,26.038958850262134
アルインコ,2019,Q2,36.53453113156797
アルインコ,2019,Q3,41.32256164540661
アルインコ,2019,Q4,5.074522007774817
アルインコ,2020,Q1,49.27210722694167
アルインコ,2020,Q2,67.64756031338914
アルインコ,2020,Q3,10.699508899603416
アルインコ,2020,Q4,-45.24951370196709
アルコニックス,2018,Q1,99.59938650289192
アルコニックス,2018,Q2,20.038254058659987
アルコニックス,2018,Q3,54.0574979529524
アルコニックス,2018,Q4,49.20102409761167
アルコニックス,2019,Q1,58.03966352493245
アルコニックス,2019,Q2,47.97825932699753
アルコニックス,2019,Q3,14.126844874040934
アルコニックス,2019,Q4,21.99396276427869
アルコニックス,2020,Q1,25.256802839965783
アルコニックス,2020,Q2,38.91636551373318
アルコニックス,2020,Q3,44.28645150065577
アルコニックス,2020,Q4,17.916495055310207
アルゴグラフィックス,2018,Q1,62.202635903485074
アルゴグラフィックス,2018,Q2,77.31783536506981
アルゴグラフィックス,2018,Q3,78.20956263468344
アルゴグラフィックス,2018,Q4,98.3649293831516
アルゴグラフィックス,2019,Q1,77.89447043717269
アルゴグラフィックス,2019,Q2,46.54841793615692
アルゴグラフィックス,2019,Q3,15.736384217003716
アルゴグラフィックス,2019,Q4,45.26949146543116
アルゴグラフィックス,2020,Q1,6.018363088714921
アルゴグラフィックス,2020,Q2,7.389438097664225
アルゴグラフィックス,2020,Q3,14.239977202505962
アルゴグラフィックス,2020,Q4,28.75885762389692
アルビス,2018,Q1,60.26419788823252
アルビス,2018,Q2,70.20572308097229
アルビス,2018,Q3,48.45042998747142
アルビス,2018,Q4,48.98458636443725
アルビス,2019,Q1,30.734288108508856
アルビス,2019,Q2,58.69450937092739
アルビス,2019,Q3,31.961442732574845
アルビス,2019,Q4,20.44450899129059
アルビス,2020,Q1,64.08022726694684
アルビス,2020,Q2,76.10558439904403
アルビス,2020,Q3,66.64427661049001
アルビス,2020,Q4,43.18913666598044
アルファ,2018,Q1,25.54704031692409
アルファ,2018,Q2,34.74556681604149
アルファ,2018,Q3,27.20573828614508
アルファ,2018,Q4,90.10336236882031
アルファ,2019,Q1,43.80838735988387
アルファ,2019,Q2,35.03339398068611
アルファ,2019,Q3,64.70701074389095
アルファ,2019,Q4,61.768656428324505
アルファ,2020,Q1,-78.32672397139905
アルファ,2020,Q2,-49.64541086545978
アルファ,2020,Q3,47.76751330987594
アルファ,2020,Q4,7.177104187494876
アルファシステムズ,2018,Q1,39.44345517674551
アルファシステムズ,2018,Q2,39.6587870888279
アルファシステムズ,2018,Q3,31.99679040289216
アルファシステムズ,2018,Q4,41.49666396368197
アルファシステムズ,2019,Q1,34.91610029951069
アルファシステムズ,2019,Q2,37.57876951170508
アルファシステムズ,2019,Q3,32.0653866308836
アルファシステムズ,2019,Q4,46.96733241706323
アルファシステムズ,2020,Q1,33.03859703567082
アルファシステムズ,2020,Q2,37.335401546645954
アルファシステムズ,2020,Q3,36.4346715497729
アルファシステムズ,2020,Q4,54.06436021514155
アルフレッサ　ホールディングス,2018,Q1,39.54124586432521
アルフレッサ　ホールディングス,2018,Q2,38.47509950488092
アルフレッサ　ホールディングス,2018,Q3,61.53914584650868
アルフレッサ　ホールディングス,2018,Q4,33.92153387508312
アルフレッサ　ホールディングス,2019,Q1,42.19871722904324
アルフレッサ　ホールディングス,2019,Q2,50.41894651085822
アルフレッサ　ホールディングス,2019,Q3,42.49603312558108
アルフレッサ　ホールディングス,2019,Q4,46.945601764656
アルフレッサ　ホールディングス,2020,Q1,28.195089553845754
アルフレッサ　ホールディングス,2020,Q2,32.44391140558378
アルフレッサ　ホールディングス,2020,Q3,33.70714286288086
アルフレッサ　ホールディングス,2020,Q4,21.78688771022462
アルプスアルパイン,2018,Q1,37.55919295760423
アルプスアルパイン,2018,Q2,74.31895297998679
アルプスアルパイン,2018,Q3,69.94969383749739
アルプスアルパイン,2018,Q4,-26.25307850764043
アルプスアルパイン,2019,Q1,5.924981288289622
アルプスアルパイン,2019,Q2,59.99633908433948
アルプスアルパイン,2019,Q3,22.22380635060611
アルプスアルパイン,2019,Q4,-29.5023219387972
アルプスアルパイン,2020,Q1,-31.219069891598213
アルプスアルパイン,2020,Q2,-2.64763807980966
アルプスアルパイン,2020,Q3,20.23034659734219
アルプスアルパイン,2020,Q4,-9.457245789615122
アルプス物流,2018,Q1,16.12882164869318
アルプス物流,2018,Q2,15.67347889914902
アルプス物流,2018,Q3,25.315133010014296
アルプス物流,2018,Q4,17.108825411300938
アルプス物流,2019,Q1,15.049244863661649
アルプス物流,2019,Q2,15.474681622806251
アルプス物流,2019,Q3,22.41475696121051
アルプス物流,2019,Q4,11.6053461920068
アルプス物流,2020,Q1,9.570153146335468
アルプス物流,2020,Q2,12.849912258403876
