企業名,会計年度,四半期,y_hat_ml1_i_tuned
サンリツ,2020,Q2,7.734384038631042
サンリツ,2020,Q3,34.25516193152859
サンリツ,2020,Q4,17.15799646825664
サンワテクノス,2018,Q1,-0.1775923159846648
サンワテクノス,2018,Q2,30.171564427101757
サンワテクノス,2018,Q3,18.72886221570566
サンワテクノス,2018,Q4,68.04359011967047
サンワテクノス,2019,Q1,11.30608215695804
サンワテクノス,2019,Q2,31.251008419696216
サンワテクノス,2019,Q3,9.683623045998717
サンワテクノス,2019,Q4,27.547634753799585
サンワテクノス,2020,Q1,9.950252028174532
サンワテクノス,2020,Q2,37.357406250123816
サンワテクノス,2020,Q3,14.021593567721393
サンワテクノス,2020,Q4,25.341356590165184
シキボウ,2018,Q1,33.90470416547459
シキボウ,2018,Q2,29.332664305135395
シキボウ,2018,Q3,31.707794005424898
シキボウ,2018,Q4,19.26669803371029
シキボウ,2019,Q1,-136.63509198074394
シキボウ,2019,Q2,-99.3449816551299
シキボウ,2019,Q3,-22.38636215760865
シキボウ,2019,Q4,23.452141706798805
シキボウ,2020,Q1,107.76314887427549
シキボウ,2020,Q2,63.96764675421832
シキボウ,2020,Q3,-7.916293384955928
シキボウ,2020,Q4,6.484331799353367
システムリサーチ,2018,Q1,22.1901001943711
システムリサーチ,2018,Q2,51.94239504791604
システムリサーチ,2018,Q3,62.004765754566336
システムリサーチ,2018,Q4,72.15627492606504
システムリサーチ,2019,Q1,36.3236983171773
システムリサーチ,2019,Q2,82.25601296455136
システムリサーチ,2019,Q3,45.56178356182879
システムリサーチ,2019,Q4,47.0941114555015
システムリサーチ,2020,Q1,20.02528886473779
システムリサーチ,2020,Q2,31.57020187861882
システムリサーチ,2020,Q3,39.68252924476409
システムリサーチ,2020,Q4,51.41848198911752
シスメックス,2018,Q1,38.18663143601773
シスメックス,2018,Q2,54.04938247573055
シスメックス,2018,Q3,57.43014482114261
シスメックス,2018,Q4,53.39940078148063
シスメックス,2019,Q1,40.37389475228706
シスメックス,2019,Q2,62.98106930534904
シスメックス,2019,Q3,46.37791400187261
シスメックス,2019,Q4,42.80091756747408
シスメックス,2020,Q1,23.32608841865745
シスメックス,2020,Q2,48.13657842232279
シスメックス,2020,Q3,42.353550998710254
シスメックス,2020,Q4,33.43922705652985
シチズン時計,2018,Q1,2.91498989548085
シチズン時計,2018,Q2,5.889679934253053
シチズン時計,2018,Q3,17.23549658450209
シチズン時計,2018,Q4,-21.781319382437943
シチズン時計,2019,Q1,-1.130680483953249
シチズン時計,2019,Q2,19.4697953245025
シチズン時計,2019,Q3,-0.3038056878940836
シチズン時計,2019,Q4,-18.193041802885475
シチズン時計,2020,Q1,-32.01750226509556
シチズン時計,2020,Q2,-54.10364835487204
シチズン時計,2020,Q3,-4.053247215934466
シチズン時計,2020,Q4,-14.2930460635921
シップヘルスケアホールディング,2018,Q1,17.763303153929883
シップヘルスケアホールディング,2018,Q2,102.08148523942214
シップヘルスケアホールディング,2018,Q3,114.4986805805645
シップヘルスケアホールディング,2018,Q4,78.66793319190447
シップヘルスケアホールディング,2019,Q1,86.58526020914496
シップヘルスケアホールディング,2019,Q2,61.85839900197016
シップヘルスケアホールディング,2019,Q3,43.35931193338712
シップヘルスケアホールディング,2019,Q4,75.50323885282614
シップヘルスケアホールディング,2020,Q1,26.91644018134264
シップヘルスケアホールディング,2020,Q2,51.14498522280565
シップヘルスケアホールディング,2020,Q3,88.24301168677312
シップヘルスケアホールディング,2020,Q4,82.24972234516645
シモジマ,2018,Q1,4.429927546217355
シモジマ,2018,Q2,0.581400586223138
シモジマ,2018,Q3,22.73384028131792
シモジマ,2018,Q4,-5.946738564649675
シモジマ,2019,Q1,4.099821412957656
シモジマ,2019,Q2,3.801053832989595
シモジマ,2019,Q3,20.295696787029318
シモジマ,2019,Q4,-6.221251282955519
シモジマ,2020,Q1,0.9803374712082517
シモジマ,2020,Q2,-3.295491321331024
シモジマ,2020,Q3,21.438049342594525
シモジマ,2020,Q4,-7.735635569091471
シャープ,2018,Q1,-49.46570093619434
シャープ,2018,Q2,131.67854475939197
シャープ,2018,Q3,32.22032800036248
シャープ,2018,Q4,7.159582516454311
シャープ,2019,Q1,57.03640867365593
シャープ,2019,Q2,-2.839890361251856
シャープ,2019,Q3,9.096150707594504
シャープ,2019,Q4,-47.46105974499156
シャープ,2020,Q1,-10.85883244234424
シャープ,2020,Q2,-13.104126670474226
シャープ,2020,Q3,-19.32741931235988
シャープ,2020,Q4,5.353479270257338
シンニッタン,2018,Q1,6.893738121670722
シンニッタン,2018,Q2,10.290235954298623
シンニッタン,2018,Q3,10.335277777777778
シンニッタン,2018,Q4,10.462222222222222
シンニッタン,2019,Q1,11.410555555555556
シンニッタン,2019,Q2,11.256666666666668
シンニッタン,2019,Q3,11.203055555555556
シンニッタン,2019,Q4,10.878055555555555
シンニッタン,2020,Q1,19.07965067141375
シンニッタン,2020,Q2,12.570875012769106
シンニッタン,2020,Q3,28.848676591485752
シンニッタン,2020,Q4,28.652934086095577
シンフォニア　テクノロジー,2018,Q1,1.2444219478523966
シンフォニア　テクノロジー,2018,Q2,10.820460112487018
シンフォニア　テクノロジー,2018,Q3,82.76403273439158
シンフォニア　テクノロジー,2018,Q4,99.22045569596854
シンフォニア　テクノロジー,2019,Q1,-17.16283103537661
シンフォニア　テクノロジー,2019,Q2,8.246503889149452
シンフォニア　テクノロジー,2019,Q3,1.930136337352664
シンフォニア　テクノロジー,2019,Q4,68.17604573050976
シンフォニア　テクノロジー,2020,Q1,-16.885548691977252
シンフォニア　テクノロジー,2020,Q2,32.64358829896013
シンフォニア　テクノロジー,2020,Q3,-5.421661980589587
シンフォニア　テクノロジー,2020,Q4,77.40386265800836
シーティーエス,2018,Q1,18.44430363200251
シーティーエス,2018,Q2,13.728664205377534
シーティーエス,2018,Q3,12.825396002767167
シーティーエス,2018,Q4,6.299602732960718
シーティーエス,2019,Q1,9.55894881723768
シーティーエス,2019,Q2,15.989151621265895
シーティーエス,2019,Q3,11.159150680499833
シーティーエス,2019,Q4,7.635764830070512
シーティーエス,2020,Q1,8.006163600846339
シーティーエス,2020,Q2,10.078694026631068
シーティーエス,2020,Q3,8.018089022065528
シーティーエス,2020,Q4,7.534759602185623
シード,2018,Q1,33.59412499778609
シード,2018,Q2,-0.7253816874485572
シード,2018,Q3,15.035091919423266
シード,2018,Q4,11.069796568964048
シード,2019,Q1,2.5270951903003187
シード,2019,Q2,3.205003853719102
シード,2019,Q3,2.46248260638234
シード,2019,Q4,7.630508744067166
シード,2020,Q1,-2.3667707385049037
シード,2020,Q2,0.4223451947451169
シード,2020,Q3,2.239617679508349
シード,2020,Q4,4.369995055747605
ジェイテクト,2018,Q1,42.98195457653236
ジェイテクト,2018,Q2,34.525236402947655
ジェイテクト,2018,Q3,37.75753247395848
ジェイテクト,2018,Q4,47.32925086274638
ジェイテクト,2019,Q1,38.089995098812864
ジェイテクト,2019,Q2,31.915590133608355
ジェイテクト,2019,Q3,32.472972154541594
ジェイテクト,2019,Q4,27.538555095961765
ジェイテクト,2020,Q1,11.425246887402754
ジェイテクト,2020,Q2,-3.978420359923664
ジェイテクト,2020,Q3,18.235546040914294
ジェイテクト,2020,Q4,22.964135095699444
ジェコス,2018,Q1,26.29835131920449
ジェコス,2018,Q2,37.82726869301053
ジェコス,2018,Q3,26.716923324679712
ジェコス,2018,Q4,25.8889013972385
ジェコス,2019,Q1,35.43838648283224
ジェコス,2019,Q2,31.736925037675803
ジェコス,2019,Q3,38.89818105716682
ジェコス,2019,Q4,33.88384718425155
ジェコス,2020,Q1,23.08477141316783
ジェコス,2020,Q2,25.78789767569868
ジェコス,2020,Q3,30.475299767399253
ジェコス,2020,Q4,30.361047725775503
ジャストシステム,2018,Q1,20.043842373751453
ジャストシステム,2018,Q2,23.381361085085743
ジャストシステム,2018,Q3,13.997354549341116
ジャストシステム,2018,Q4,14.19747325327395
ジャストシステム,2019,Q1,36.194540210403055
ジャストシステム,2019,Q2,40.53897709817132
ジャストシステム,2019,Q3,28.11653359523202
ジャストシステム,2019,Q4,35.64147540132387
ジャストシステム,2020,Q1,45.81720056190197
ジャストシステム,2020,Q2,47.66997257911859
ジャストシステム,2020,Q3,37.99964364801289
ジャストシステム,2020,Q4,37.03181605297463
ジャパンフーズ,2018,Q1,87.02409761161545
ジャパンフーズ,2018,Q2,84.83242059477305
ジャパンフーズ,2018,Q3,-70.6062451855173
ジャパンフーズ,2018,Q4,-3.2076579937563
ジャパンフーズ,2019,Q1,138.61380952121695
ジャパンフーズ,2019,Q2,11.375564022227437
ジャパンフーズ,2019,Q3,-72.52925552996477
ジャパンフーズ,2019,Q4,3.0547580296171617
ジャパンフーズ,2020,Q1,54.05320865096534
ジャパンフーズ,2020,Q2,24.785714786242167
ジャパンフーズ,2020,Q3,-156.9571070417334
ジャパンフーズ,2020,Q4,-65.92198706726784
ジーエス・ユアサ　コーポレーシ,2018,Q1,4.369615429137143
ジーエス・ユアサ　コーポレーシ,2018,Q2,5.714085387916693
ジーエス・ユアサ　コーポレーシ,2018,Q3,64.61956578519626
ジーエス・ユアサ　コーポレーシ,2018,Q4,76.8655869616954
ジーエス・ユアサ　コーポレーシ,2019,Q1,5.751423841613176
ジーエス・ユアサ　コーポレーシ,2019,Q2,67.4933322229657
ジーエス・ユアサ　コーポレーシ,2019,Q3,-42.76981316583062
ジーエス・ユアサ　コーポレーシ,2019,Q4,49.29022186080291
ジーエス・ユアサ　コーポレーシ,2020,Q1,26.17944984791062
ジーエス・ユアサ　コーポレーシ,2020,Q2,31.75759204304282
ジーエス・ユアサ　コーポレーシ,2020,Q3,42.08782397628735
ジーエス・ユアサ　コーポレーシ,2020,Q4,80.2505825724195
ジーテクト,2018,Q1,57.46825527728251
ジーテクト,2018,Q2,37.61662201994474
ジーテクト,2018,Q3,22.982121039300296
ジーテクト,2018,Q4,77.43010206248432
ジーテクト,2019,Q1,139.1847926795658
ジーテクト,2019,Q2,124.98751294914985
ジーテクト,2019,Q3,33.18525045859144
ジーテクト,2019,Q4,23.591892024613344
ジーテクト,2020,Q1,-99.28769678604915
ジーテクト,2020,Q2,34.199195458028655
ジーテクト,2020,Q3,65.42091155081363
ジーテクト,2020,Q4,33.84579043943202
スカパーＪＳＡＴホールディング,2018,Q1,157.64797828016003
スカパーＪＳＡＴホールディング,2018,Q2,125.51123910734484
スカパーＪＳＡＴホールディング,2018,Q3,138.19397097630406
スカパーＪＳＡＴホールディング,2018,Q4,64.70228171189905
スカパーＪＳＡＴホールディング,2019,Q1,30.29775489328452
スカパーＪＳＡＴホールディング,2019,Q2,22.366028867488303
スカパーＪＳＡＴホールディング,2019,Q3,27.25143463408717
スカパーＪＳＡＴホールディング,2019,Q4,18.56099059726001
スカパーＪＳＡＴホールディング,2020,Q1,-12.581837178482823
スカパーＪＳＡＴホールディング,2020,Q2,-8.900255187544403
スカパーＪＳＡＴホールディング,2020,Q3,-16.480873494274494
スカパーＪＳＡＴホールディング,2020,Q4,-7.857506051562506
スクウェア・エニックス・ホール,2018,Q1,30.23692208958545
スクウェア・エニックス・ホール,2018,Q2,66.51172665858913
スクウェア・エニックス・ホール,2018,Q3,33.45460221361776
スクウェア・エニックス・ホール,2018,Q4,53.59923378534198
スクウェア・エニックス・ホール,2019,Q1,34.78408600439069
スクウェア・エニックス・ホール,2019,Q2,54.87310845935397
スクウェア・エニックス・ホール,2019,Q3,73.81471091768688
スクウェア・エニックス・ホール,2019,Q4,17.96422217711336
スクウェア・エニックス・ホール,2020,Q1,116.52264140966476
スクウェア・エニックス・ホール,2020,Q2,33.70218551669707
スクウェア・エニックス・ホール,2020,Q3,59.4469828586116
スクウェア・エニックス・ホール,2020,Q4,33.17454704229812
スクロール,2018,Q1,13.384269204252856
スクロール,2018,Q2,-1.9051075063933527
スクロール,2018,Q3,13.841187685091436
スクロール,2018,Q4,-8.882296886299976
スクロール,2019,Q1,17.909624179873298
スクロール,2019,Q2,4.294666771266577
スクロール,2019,Q3,13.610845478341616
スクロール,2019,Q4,-9.68698362793308
スクロール,2020,Q1,38.29676236262012
スクロール,2020,Q2,15.44371900157821
スクロール,2020,Q3,40.131287919691225
スクロール,2020,Q4,19.35484276329001
スズキ,2018,Q1,176.4219476976648
スズキ,2018,Q2,94.66943462428368
スズキ,2018,Q3,96.51191358892925
スズキ,2018,Q4,-134.21941222844157
スズキ,2019,Q1,65.05459355040875
スズキ,2019,Q2,20.56668665026837
スズキ,2019,Q3,231.2536928331056
スズキ,2019,Q4,30.60726591577713
スズキ,2020,Q1,-45.492209066304895
スズキ,2020,Q2,51.56329256319532
スズキ,2020,Q3,61.36147546407028
スズキ,2020,Q4,146.06454656997903
スズケン,2018,Q1,14.300364622084588
スズケン,2018,Q2,78.8335975376784
スズケン,2018,Q3,101.20274657108624
スズケン,2018,Q4,79.87402964288563
スズケン,2019,Q1,55.59052311917711
スズケン,2019,Q2,73.34965435177122
スズケン,2019,Q3,94.79624593103136
スズケン,2019,Q4,55.43865416670616
スズケン,2020,Q1,4.441127996521345
スズケン,2020,Q2,21.923357497473773
スズケン,2020,Q3,64.66421454314471
スズケン,2020,Q4,-7.556772119266093
スズデン,2018,Q1,21.93768596703633
スズデン,2018,Q2,22.85777890611309
スズデン,2018,Q3,19.72154961394222
スズデン,2018,Q4,21.087558942509435
スズデン,2019,Q1,16.207879258123292
スズデン,2019,Q2,22.822801117231823
スズデン,2019,Q3,15.73767267534323
スズデン,2019,Q4,23.605816812536588
スズデン,2020,Q1,14.977728225009756
スズデン,2020,Q2,20.62710588627451
スズデン,2020,Q3,15.529986792664731
スズデン,2020,Q4,32.70255505449289
スタンレー電気,2018,Q1,56.98652461011879
スタンレー電気,2018,Q2,49.21311690618735
スタンレー電気,2018,Q3,59.97310381022752
スタンレー電気,2018,Q4,58.93712841498925
スタンレー電気,2019,Q1,54.4785861140983
スタンレー電気,2019,Q2,40.28723908874857
スタンレー電気,2019,Q3,47.61758253774037
スタンレー電気,2019,Q4,-14.357048254253256
スタンレー電気,2020,Q1,-13.408969032579536
スタンレー電気,2020,Q2,39.347009484446815
スタンレー電気,2020,Q3,61.933609946161965
スタンレー電気,2020,Q4,60.32631458496334
スターゼン,2018,Q1,133.14501032979868
スターゼン,2018,Q2,123.83813955040677
スターゼン,2018,Q3,152.37986529772334
スターゼン,2018,Q4,88.2731184988823
スターゼン,2019,Q1,128.5018508303458
スターゼン,2019,Q2,92.84944116875756
スターゼン,2019,Q3,195.8440879124762
スターゼン,2019,Q4,64.52409585488621
スターゼン,2020,Q1,-2.2647013508422447
スターゼン,2020,Q2,14.706957433118042
スターゼン,2020,Q3,200.3587241216739
スターゼン,2020,Q4,106.35413575885592
スターツコーポレーション,2018,Q1,39.20037310478301
スターツコーポレーション,2018,Q2,72.70958113986012
スターツコーポレーション,2018,Q3,81.77260233430621
スターツコーポレーション,2018,Q4,83.74844399068581
スターツコーポレーション,2019,Q1,35.190774753574544
スターツコーポレーション,2019,Q2,107.71875151430017
スターツコーポレーション,2019,Q3,58.28360467964608
スターツコーポレーション,2019,Q4,116.3090547599162
スターツコーポレーション,2020,Q1,64.6821072321361
スターツコーポレーション,2020,Q2,96.05503336800643
スターツコーポレーション,2020,Q3,87.83943260882421
スターツコーポレーション,2020,Q4,94.66677341919171
ステラ　ケミファ,2018,Q1,7.881473776223856
ステラ　ケミファ,2018,Q2,108.76626907041732
ステラ　ケミファ,2018,Q3,40.56827579627564
ステラ　ケミファ,2018,Q4,31.542757535916
ステラ　ケミファ,2019,Q1,38.39599504552483
ステラ　ケミファ,2019,Q2,6.032815056668113
ステラ　ケミファ,2019,Q3,47.67040162411661
ステラ　ケミファ,2019,Q4,54.16616184284983
ステラ　ケミファ,2020,Q1,71.10210618574096
ステラ　ケミファ,2020,Q2,31.997186990905437
ステラ　ケミファ,2020,Q3,74.19972990714653
ステラ　ケミファ,2020,Q4,60.21029839202561
セイコーエプソン,2018,Q1,79.92367861093408
セイコーエプソン,2018,Q2,36.28604892505064
セイコーエプソン,2018,Q3,71.14282690774235
セイコーエプソン,2018,Q4,47.07082280587019
セイコーエプソン,2019,Q1,23.411938893672414
セイコーエプソン,2019,Q2,-28.477249492384544
セイコーエプソン,2019,Q3,-88.38752683048097
セイコーエプソン,2019,Q4,33.88726843752602
セイコーエプソン,2020,Q1,-53.98186654962592
セイコーエプソン,2020,Q2,28.98840493508044
セイコーエプソン,2020,Q3,38.96323947926248
セイコーエプソン,2020,Q4,103.63113402351928
セイコーホールディングス,2018,Q1,211.0210993975616
セイコーホールディングス,2018,Q2,413.4747025155712
セイコーホールディングス,2018,Q3,123.19968075439684
セイコーホールディングス,2018,Q4,-23.3751020334408
セイコーホールディングス,2019,Q1,89.91619282569596
セイコーホールディングス,2019,Q2,142.16971746966084
セイコーホールディングス,2019,Q3,83.50355484971034
セイコーホールディングス,2019,Q4,-74.16585202480032
セイコーホールディングス,2020,Q1,-132.14972136246436
セイコーホールディングス,2020,Q2,40.04153606059338
セイコーホールディングス,2020,Q3,106.85304806763612
セイコーホールディングス,2020,Q4,-104.608867389626
セイノーホールディングス,2018,Q1,21.644255024760632
セイノーホールディングス,2018,Q2,25.13476984179889
セイノーホールディングス,2018,Q3,34.60216222372855
セイノーホールディングス,2018,Q4,18.17707021490504
セイノーホールディングス,2019,Q1,26.40148206977707
セイノーホールディングス,2019,Q2,30.29331003018343
セイノーホールディングス,2019,Q3,18.75858724694777
セイノーホールディングス,2019,Q4,4.803760164281911
セイノーホールディングス,2020,Q1,32.92968577360391
セイノーホールディングス,2020,Q2,56.515712231237984
セイノーホールディングス,2020,Q3,59.720443990020215
セイノーホールディングス,2020,Q4,39.09922892584347
セガサミーホールディングス,2018,Q1,2.118833610054267
セガサミーホールディングス,2018,Q2,57.697527667287005
セガサミーホールディングス,2018,Q3,20.39675487389644
セガサミーホールディングス,2018,Q4,-13.6850934178052
セガサミーホールディングス,2019,Q1,22.229504719309016
セガサミーホールディングス,2019,Q2,64.01899764346251
セガサミーホールディングス,2019,Q3,38.80142942907759
セガサミーホールディングス,2019,Q4,-23.0419452349158
セガサミーホールディングス,2020,Q1,-34.67241207208296
セガサミーホールディングス,2020,Q2,8.543320168071702
セガサミーホールディングス,2020,Q3,27.788352349325507
セガサミーホールディングス,2020,Q4,-64.05828099268926
セコム,2018,Q1,102.82777476561584
セコム,2018,Q2,85.49296475385914
セコム,2018,Q3,122.57734908390412
セコム,2018,Q4,91.1222738433639
セコム,2019,Q1,112.18392827135386
セコム,2019,Q2,103.11681119609648
セコム,2019,Q3,121.80691057549504
セコム,2019,Q4,97.47522296658144
セコム,2020,Q1,110.79952630315574
セコム,2020,Q2,84.2233894213857
セコム,2020,Q3,111.13669894695832
セコム,2020,Q4,75.65955716039677
センコーグループホールディング,2018,Q1,14.83438889678537
センコーグループホールディング,2018,Q2,19.837481224758385
センコーグループホールディング,2018,Q3,24.74209281731379
センコーグループホールディング,2018,Q4,13.778263976587786
センコーグループホールディング,2019,Q1,21.01276042934163
センコーグループホールディング,2019,Q2,23.06120027715105
センコーグループホールディング,2019,Q3,25.45713922028576
センコーグループホールディング,2019,Q4,12.95711378815782
センコーグループホールディング,2020,Q1,19.33162096318909
センコーグループホールディング,2020,Q2,21.850767019125527
センコーグループホールディング,2020,Q3,29.25255166371499
センコーグループホールディング,2020,Q4,18.346848022227647
セントケア・ホールディング,2018,Q1,30.339560664246928
セントケア・ホールディング,2018,Q2,-2.742879613396795
セントケア・ホールディング,2018,Q3,26.26186904616013
セントケア・ホールディング,2018,Q4,17.172181694411663
セントケア・ホールディング,2019,Q1,16.837593447999335
セントケア・ホールディング,2019,Q2,16.567729760126298
セントケア・ホールディング,2019,Q3,12.594853036052372
セントケア・ホールディング,2019,Q4,9.117681595645518
セントケア・ホールディング,2020,Q1,7.852786399280026
セントケア・ホールディング,2020,Q2,20.59138906335609
セントケア・ホールディング,2020,Q3,16.44764257070332
セントケア・ホールディング,2020,Q4,15.107452021101938
セントラルスポーツ,2018,Q1,66.06963805254142
セントラルスポーツ,2018,Q2,56.31613931524358
セントラルスポーツ,2018,Q3,50.00788609298921
セントラルスポーツ,2018,Q4,58.80780710680571
セントラルスポーツ,2019,Q1,61.50192194954441
セントラルスポーツ,2019,Q2,50.27761094239743
セントラルスポーツ,2019,Q3,56.95141668524317
セントラルスポーツ,2019,Q4,45.80427755746966
セントラルスポーツ,2020,Q1,-2.4394497533815027
セントラルスポーツ,2020,Q2,-115.60657510024166
セントラルスポーツ,2020,Q3,18.108934059614228
セントラルスポーツ,2020,Q4,38.603425787982616
セントラル硝子,2018,Q1,54.11887315512409
セントラル硝子,2018,Q2,70.69702926390096
セントラル硝子,2018,Q3,117.94402427654153
セントラル硝子,2018,Q4,69.49948451354604
セントラル硝子,2019,Q1,-13.162180868856812
セントラル硝子,2019,Q2,58.33621968047863
セントラル硝子,2019,Q3,47.85996943372197
セントラル硝子,2019,Q4,30.941874945914083
セントラル硝子,2020,Q1,24.633501651111818
セントラル硝子,2020,Q2,-3.148545658620332
セントラル硝子,2020,Q3,28.725473980895337
セントラル硝子,2020,Q4,94.72596439720684
セーレン,2018,Q1,15.311799335975024
セーレン,2018,Q2,30.54441661705482
セーレン,2018,Q3,55.201832676580125
セーレン,2018,Q4,32.21452448221385
セーレン,2019,Q1,44.366544123202345
セーレン,2019,Q2,16.364776120813474
セーレン,2019,Q3,45.82648914267736
セーレン,2019,Q4,67.03855730814345
セーレン,2020,Q1,45.07278556252437
セーレン,2020,Q2,8.357659270945135
セーレン,2020,Q3,38.03170369848192
セーレン,2020,Q4,25.44952861797867
ゼビオホールディングス,2018,Q1,25.41422149322908
ゼビオホールディングス,2018,Q2,-1.9971817991287075
ゼビオホールディングス,2018,Q3,9.23319690857754
ゼビオホールディングス,2018,Q4,-32.56698759143801
ゼビオホールディングス,2019,Q1,28.68617509879575
ゼビオホールディングス,2019,Q2,-12.531138338112957
ゼビオホールディングス,2019,Q3,-4.117953956065403
ゼビオホールディングス,2019,Q4,-22.98292376328504
ゼビオホールディングス,2020,Q1,-1.5965798984485566
ゼビオホールディングス,2020,Q2,-1.2725345077627246
ゼビオホールディングス,2020,Q3,-3.02065589426644
ゼビオホールディングス,2020,Q4,-27.79008268920731
ゼンショーホールディングス,2018,Q1,12.787964592630717
ゼンショーホールディングス,2018,Q2,26.407269989467707
ゼンショーホールディングス,2018,Q3,16.354774021754068
ゼンショーホールディングス,2018,Q4,19.632800711627013
ゼンショーホールディングス,2019,Q1,25.376247712488635
ゼンショーホールディングス,2019,Q2,40.25912111529178
ゼンショーホールディングス,2019,Q3,30.33441457042028
ゼンショーホールディングス,2019,Q4,15.09471013960831
ゼンショーホールディングス,2020,Q1,-13.145561664924372
ゼンショーホールディングス,2020,Q2,21.02600618171222
ゼンショーホールディングス,2020,Q3,22.500592329788688
ゼンショーホールディングス,2020,Q4,-3.657738626481816
ゼンリン,2018,Q1,-3.520989095944458
ゼンリン,2018,Q2,-4.72279855699977
ゼンリン,2018,Q3,3.5134210650098083
ゼンリン,2018,Q4,40.38823788447107
ゼンリン,2019,Q1,-17.713626525677796
ゼンリン,2019,Q2,-6.960218006266338
ゼンリン,2019,Q3,-7.342070085207236
ゼンリン,2019,Q4,42.667031331556494
ゼンリン,2020,Q1,-6.604138914828046
ゼンリン,2020,Q2,-3.3638949599223267
ゼンリン,2020,Q3,-1.3506106233429778
ゼンリン,2020,Q4,36.36457121025159
ソトー,2018,Q1,16.20301642822968
ソトー,2018,Q2,12.853379651214793
ソトー,2018,Q3,4.84186289748542
ソトー,2018,Q4,3.8561700539509474
ソトー,2019,Q1,9.50402056065222
ソトー,2019,Q2,7.670041695705457
ソトー,2019,Q3,1.2138355650599024
ソトー,2019,Q4,-2.29416082100545
ソトー,2020,Q1,-3.4289200377742883
ソトー,2020,Q2,-12.044924414228149
ソトー,2020,Q3,-11.865835834911636
ソトー,2020,Q4,-13.932205560756795
ソニーグループ,2018,Q1,188.7438222511964
ソニーグループ,2018,Q2,146.31386794737602
ソニーグループ,2018,Q3,108.46679198276505
ソニーグループ,2018,Q4,119.8607366734405
ソニーグループ,2019,Q1,247.2142266752859
ソニーグループ,2019,Q2,245.01268908813944
ソニーグループ,2019,Q3,285.21023814745456
ソニーグループ,2019,Q4,69.57453171491682
ソニーグループ,2020,Q1,102.5229082678643
ソニーグループ,2020,Q2,87.95579148337313
ソニーグループ,2020,Q3,186.31909524608304
ソニーグループ,2020,Q4,98.86460068502996
ソネック,2018,Q1,12.159898469993951
ソネック,2018,Q2,24.86172874448683
ソネック,2018,Q3,37.31294783723139
ソネック,2018,Q4,14.583902425505975
ソネック,2019,Q1,18.70408639637342
ソネック,2019,Q2,21.18523515970168
ソネック,2019,Q3,14.019030587893749
ソネック,2019,Q4,29.20654275447613
ソネック,2020,Q1,16.632655931481253
ソネック,2020,Q2,21.40271911021061
ソネック,2020,Q3,35.84314120115529
ソネック,2020,Q4,43.98680966490844
ソフトクリエイトホールディング,2018,Q1,25.74897645558052
ソフトクリエイトホールディング,2018,Q2,34.50203335979813
ソフトクリエイトホールディング,2018,Q3,40.66169920310468
ソフトクリエイトホールディング,2018,Q4,-3.167286536205893
ソフトクリエイトホールディング,2019,Q1,37.61292519949406
ソフトクリエイトホールディング,2019,Q2,60.44118220979777
ソフトクリエイトホールディング,2019,Q3,41.29050677559815
ソフトクリエイトホールディング,2019,Q4,14.06399646321779
ソフトクリエイトホールディング,2020,Q1,33.82891131687535
ソフトクリエイトホールディング,2020,Q2,51.63345901312135
ソフトクリエイトホールディング,2020,Q3,40.623867544846334
ソフトクリエイトホールディング,2020,Q4,3.754462404599167
ソースネクスト,2018,Q1,10.562374433519592
ソースネクスト,2018,Q2,13.06715333864241
ソースネクスト,2018,Q3,9.324086827884708
ソースネクスト,2018,Q4,8.972019908665493
ソースネクスト,2019,Q1,4.674333111472633
ソースネクスト,2019,Q2,5.643784023992052
ソースネクスト,2019,Q3,5.112791991068346
ソースネクスト,2019,Q4,-4.809674322968525
ソースネクスト,2020,Q1,-3.050025957088786
ソースネクスト,2020,Q2,-1.716508695237866
ソースネクスト,2020,Q3,-0.1058184971616734
ソースネクスト,2020,Q4,1.2806237986103222
ソーダニッカ,2018,Q1,10.919053556358136
ソーダニッカ,2018,Q2,12.90326464974354
ソーダニッカ,2018,Q3,12.779829250335167
ソーダニッカ,2018,Q4,11.744585852987525
ソーダニッカ,2019,Q1,10.342495388185371
ソーダニッカ,2019,Q2,10.843290817415706
ソーダニッカ,2019,Q3,10.0161894836608
ソーダニッカ,2019,Q4,5.364015761505274
ソーダニッカ,2020,Q1,7.229423372827901
ソーダニッカ,2020,Q2,7.381395347274072
ソーダニッカ,2020,Q3,11.252373175063004
ソーダニッカ,2020,Q4,5.534884883923297
タイガースポリマー,2018,Q1,25.04098221877979
タイガースポリマー,2018,Q2,24.09003491115481
タイガースポリマー,2018,Q3,29.180675848243293
タイガースポリマー,2018,Q4,39.99231310082942
タイガースポリマー,2019,Q1,16.419675181612487
タイガースポリマー,2019,Q2,14.842545004789065
タイガースポリマー,2019,Q3,8.752632229833392
タイガースポリマー,2019,Q4,1.3482202371653609
タイガースポリマー,2020,Q1,1.5314139271416352
タイガースポリマー,2020,Q2,-24.90990417921572
タイガースポリマー,2020,Q3,12.58198044873824
タイガースポリマー,2020,Q4,-1.436915606920138
タカノ,2018,Q1,17.578805629339747
タカノ,2018,Q2,13.86596368643388
タカノ,2018,Q3,7.676961590841131
タカノ,2018,Q4,35.19838493658602
タカノ,2019,Q1,10.690428303007735
タカノ,2019,Q2,11.645075022286797
タカノ,2019,Q3,10.903392077144032
タカノ,2019,Q4,32.037389981402825
タカノ,2020,Q1,-24.897628058797864
タカノ,2020,Q2,-0.5493371846329678
