企業名,会計年度,四半期,y_hat_men_a10
ぴあ,2020,Q2,-93.24579488168294
ぴあ,2020,Q3,-11.264021069666667
ぴあ,2020,Q4,-69.41616611330062
やまや,2018,Q1,87.27510861729522
やまや,2018,Q2,84.94482346297477
やまや,2018,Q3,177.86823128008422
やまや,2018,Q4,53.021526770573395
やまや,2019,Q1,66.71796388050029
やまや,2019,Q2,39.11588907525226
やまや,2019,Q3,134.31084595800314
やまや,2019,Q4,-22.16524150188539
やまや,2020,Q1,-164.26582944119212
やまや,2020,Q2,-12.180960636801544
やまや,2020,Q3,-100.76191349402328
やまや,2020,Q4,-239.43770592767623
りらいあコミュニケーションズ,2018,Q1,12.708718498171521
りらいあコミュニケーションズ,2018,Q2,11.604061530776674
りらいあコミュニケーションズ,2018,Q3,12.94155616796688
りらいあコミュニケーションズ,2018,Q4,19.39746773093676
りらいあコミュニケーションズ,2019,Q1,-109.93010029714335
りらいあコミュニケーションズ,2019,Q2,-8.927993619606564
りらいあコミュニケーションズ,2019,Q3,-77.50313849056508
りらいあコミュニケーションズ,2019,Q4,-11.088608018290717
りらいあコミュニケーションズ,2020,Q1,6.597279450115407
りらいあコミュニケーションズ,2020,Q2,21.898460131329323
りらいあコミュニケーションズ,2020,Q3,6.004314118933639
りらいあコミュニケーションズ,2020,Q4,-23.985274429433467
わかもと製薬,2018,Q1,2.0647745208364845
わかもと製薬,2018,Q2,0.8561620357939241
わかもと製薬,2018,Q3,2.565862268173677
わかもと製薬,2018,Q4,2.097731930102989
わかもと製薬,2019,Q1,-0.47769604531420207
わかもと製薬,2019,Q2,-5.608138573961684
わかもと製薬,2019,Q3,-7.908481118130068
わかもと製薬,2019,Q4,-7.947125813288364
わかもと製薬,2020,Q1,-6.089163941595148
わかもと製薬,2020,Q2,-6.284481282444522
わかもと製薬,2020,Q3,2.681785988782835
わかもと製薬,2020,Q4,-5.278554622468949
アイカ工業,2018,Q1,48.96484316013959
アイカ工業,2018,Q2,47.40803635331676
アイカ工業,2018,Q3,54.82778060005711
アイカ工業,2018,Q4,54.225683194402336
アイカ工業,2019,Q1,49.68377870557008
アイカ工業,2019,Q2,52.558652471249744
アイカ工業,2019,Q3,56.79317747991701
アイカ工業,2019,Q4,55.29551650769728
アイカ工業,2020,Q1,42.087614335470114
アイカ工業,2020,Q2,46.078128141954544
アイカ工業,2020,Q3,47.021778549940464
アイカ工業,2020,Q4,43.31428488833399
アイコム,2018,Q1,15.524961496683641
アイコム,2018,Q2,28.72658599193278
アイコム,2018,Q3,44.53266381984788
アイコム,2018,Q4,129.63681839192964
アイコム,2019,Q1,-14.666626441381009
アイコム,2019,Q2,20.077053415108352
アイコム,2019,Q3,36.301748213648665
アイコム,2019,Q4,56.58466691709464
アイコム,2020,Q1,-19.031439718762286
アイコム,2020,Q2,-13.211425453542574
アイコム,2020,Q3,52.072999887831784
アイコム,2020,Q4,60.82658699331595
アイシン,2018,Q1,214.08170099735796
アイシン,2018,Q2,32.14307450665832
アイシン,2018,Q3,99.34804297519379
アイシン,2018,Q4,129.80680700772916
アイシン,2019,Q1,121.81504925981703
アイシン,2019,Q2,-27.056016061203884
アイシン,2019,Q3,27.13966275106786
アイシン,2019,Q4,-1.9523778533409128
アイシン,2020,Q1,-230.66224300129122
アイシン,2020,Q2,162.8210483703868
アイシン,2020,Q3,215.30539626724573
アイシン,2020,Q4,141.86153836441417
アイダエンジニアリング,2018,Q1,23.611202969122473
アイダエンジニアリング,2018,Q2,4.765034734217714
アイダエンジニアリング,2018,Q3,4.836906223510617
アイダエンジニアリング,2018,Q4,14.679866733711588
アイダエンジニアリング,2019,Q1,15.19859330635867
アイダエンジニアリング,2019,Q2,21.898152229404822
アイダエンジニアリング,2019,Q3,17.71121788879694
アイダエンジニアリング,2019,Q4,22.981862965942383
アイダエンジニアリング,2020,Q1,6.170854680988664
アイダエンジニアリング,2020,Q2,16.824880796819187
アイダエンジニアリング,2020,Q3,10.509588154676786
アイダエンジニアリング,2020,Q4,20.872301512436028
アイチコーポレーション,2018,Q1,4.198150939556385
アイチコーポレーション,2018,Q2,19.28630793813287
アイチコーポレーション,2018,Q3,17.378847131288268
アイチコーポレーション,2018,Q4,23.154765894964473
アイチコーポレーション,2019,Q1,10.981423921036036
アイチコーポレーション,2019,Q2,18.44677796706378
アイチコーポレーション,2019,Q3,11.092913268748925
アイチコーポレーション,2019,Q4,18.390177774256404
アイチコーポレーション,2020,Q1,9.184478237640944
アイチコーポレーション,2020,Q2,17.651513391724873
アイチコーポレーション,2020,Q3,11.957687821396215
アイチコーポレーション,2020,Q4,21.26017002790596
アイティフォー,2018,Q1,3.2944800240797907
アイティフォー,2018,Q2,6.080540677030456
アイティフォー,2018,Q3,6.959877336044322
アイティフォー,2018,Q4,20.147141430822714
アイティフォー,2019,Q1,5.848310890860766
アイティフォー,2019,Q2,9.813795472764312
アイティフォー,2019,Q3,8.608585155597815
アイティフォー,2019,Q4,20.255687665471907
アイティフォー,2020,Q1,8.151666213045473
アイティフォー,2020,Q2,12.584620332930866
アイティフォー,2020,Q3,10.400927284888486
アイティフォー,2020,Q4,21.370983717351436
アイティメディア,2018,Q1,23.610702976601846
アイティメディア,2018,Q2,10.873434375868847
アイティメディア,2018,Q3,11.456271949717287
アイティメディア,2018,Q4,9.589697796262875
アイティメディア,2019,Q1,13.396586046651967
アイティメディア,2019,Q2,11.3323817287955
アイティメディア,2019,Q3,6.964490046101016
アイティメディア,2019,Q4,8.819979460051854
アイティメディア,2020,Q1,8.47590763406232
アイティメディア,2020,Q2,10.763831092730664
アイティメディア,2020,Q3,11.955662845191572
アイティメディア,2020,Q4,14.57343666827951
アイネス,2018,Q1,-5.06263640358645
アイネス,2018,Q2,15.761538585351868
アイネス,2018,Q3,1.5768180737107178
アイネス,2018,Q4,17.561702455819194
アイネス,2019,Q1,18.01657870739155
アイネス,2019,Q2,20.554366487040035
アイネス,2019,Q3,-11.351719405640267
アイネス,2019,Q4,-79.38489023225648
アイネス,2020,Q1,-36.692538527670415
アイネス,2020,Q2,37.785065302384126
アイネス,2020,Q3,64.34050780177331
アイネス,2020,Q4,71.29139745807649
アイネット,2018,Q1,10.768248387026361
アイネット,2018,Q2,23.568599520318806
アイネット,2018,Q3,20.34853348932323
アイネット,2018,Q4,30.94330939677738
アイネット,2019,Q1,16.13840669183574
アイネット,2019,Q2,33.497051763711575
アイネット,2019,Q3,27.112848345075513
アイネット,2019,Q4,30.38974173530798
アイネット,2020,Q1,19.407910268233877
アイネット,2020,Q2,24.268893254393845
アイネット,2020,Q3,17.5970759055812
アイネット,2020,Q4,30.13736267040382
アイホン,2018,Q1,24.18884899868219
アイホン,2018,Q2,68.0516974134957
アイホン,2018,Q3,25.050442750113675
アイホン,2018,Q4,60.55631546373756
アイホン,2019,Q1,33.789164527714874
アイホン,2019,Q2,78.24513886610043
アイホン,2019,Q3,24.555475379185832
アイホン,2019,Q4,33.1391977944791
アイホン,2020,Q1,1.6122687208016266
アイホン,2020,Q2,61.247355371113315
アイホン,2020,Q3,48.54210910800796
アイホン,2020,Q4,28.14442882805592
アイロムグループ,2018,Q1,40.03863925034018
アイロムグループ,2018,Q2,62.83828991940071
アイロムグループ,2018,Q3,90.012618548594
アイロムグループ,2018,Q4,156.54601485231518
アイロムグループ,2019,Q1,63.14311345635441
アイロムグループ,2019,Q2,-72.43934405735894
アイロムグループ,2019,Q3,-7.1413894056689315
アイロムグループ,2019,Q4,42.490091925245046
アイロムグループ,2020,Q1,44.02443002533847
アイロムグループ,2020,Q2,28.97814279855602
アイロムグループ,2020,Q3,75.90468787292565
アイロムグループ,2020,Q4,36.50978233516605
アキレス,2018,Q1,40.476907495986325
アキレス,2018,Q2,21.558935838907868
アキレス,2018,Q3,36.1116177247263
アキレス,2018,Q4,-16.743548167744414
アキレス,2019,Q1,0.48745864974360664
アキレス,2019,Q2,-6.270917034672589
アキレス,2019,Q3,-25.85322082959081
アキレス,2019,Q4,-6.6929378615515684
アキレス,2020,Q1,56.805242648880906
アキレス,2020,Q2,76.66541071328865
アキレス,2020,Q3,24.62860451301909
アキレス,2020,Q4,-9.50095950476722
アクシアル　リテイリング,2018,Q1,63.18888731086173
アクシアル　リテイリング,2018,Q2,79.61588930254894
アクシアル　リテイリング,2018,Q3,90.18151228810044
アクシアル　リテイリング,2018,Q4,50.997088734387575
アクシアル　リテイリング,2019,Q1,76.58948330514058
アクシアル　リテイリング,2019,Q2,72.2490615185183
アクシアル　リテイリング,2019,Q3,81.416737963358
アクシアル　リテイリング,2019,Q4,53.5116747072518
アクシアル　リテイリング,2020,Q1,99.60351070445866
アクシアル　リテイリング,2020,Q2,95.78655715865013
アクシアル　リテイリング,2020,Q3,101.25403847636741
アクシアル　リテイリング,2020,Q4,44.76322104139502
アクセル,2018,Q1,-11.979240295159414
アクセル,2018,Q2,-6.191185957606637
アクセル,2018,Q3,-2.1155667116878245
アクセル,2018,Q4,-10.80593512357158
アクセル,2019,Q1,4.313709395160256
アクセル,2019,Q2,-9.182881121246837
アクセル,2019,Q3,20.075949260214138
アクセル,2019,Q4,-3.58433400898182
アクセル,2020,Q1,28.497194990220475
アクセル,2020,Q2,-5.390459607449635
アクセル,2020,Q3,11.663576174337813
アクセル,2020,Q4,16.415111804726294
アジアパイルホールディングス,2018,Q1,17.17343107769579
アジアパイルホールディングス,2018,Q2,12.753309995700299
アジアパイルホールディングス,2018,Q3,27.121979528589605
アジアパイルホールディングス,2018,Q4,32.55352052834597
アジアパイルホールディングス,2019,Q1,38.29742174193913
アジアパイルホールディングス,2019,Q2,8.25062201097603
アジアパイルホールディングス,2019,Q3,18.201782329802796
アジアパイルホールディングス,2019,Q4,13.727148481077002
アジアパイルホールディングス,2020,Q1,16.861771733751297
アジアパイルホールディングス,2020,Q2,22.00614264588109
アジアパイルホールディングス,2020,Q3,18.479287672228054
アジアパイルホールディングス,2020,Q4,12.439129186423749
アステラス製薬,2018,Q1,34.769531757261696
アステラス製薬,2018,Q2,27.70982666522573
アステラス製薬,2018,Q3,41.03261409669847
アステラス製薬,2018,Q4,22.28778291060357
アステラス製薬,2019,Q1,43.26939929147272
アステラス製薬,2019,Q2,30.538526132896706
アステラス製薬,2019,Q3,31.590568569899897
アステラス製薬,2019,Q4,23.308277522590938
アステラス製薬,2020,Q1,30.820287523085042
アステラス製薬,2020,Q2,35.02012754754148
アステラス製薬,2020,Q3,35.57885366840421
アステラス製薬,2020,Q4,13.556057985147655
アズビル,2018,Q1,32.68919085580116
アズビル,2018,Q2,54.882879652173685
アズビル,2018,Q3,14.09933077472779
アズビル,2018,Q4,117.15887122273737
アズビル,2019,Q1,20.22381330667534
アズビル,2019,Q2,-14.06697640266043
アズビル,2019,Q3,-8.534341621305018
アズビル,2019,Q4,46.21441015463998
アズビル,2020,Q1,12.138138785583688
アズビル,2020,Q2,29.132903897044162
アズビル,2020,Q3,38.40313357950971
アズビル,2020,Q4,57.66291038085674
アズワン,2018,Q1,72.56925291612421
アズワン,2018,Q2,67.02109365300254
アズワン,2018,Q3,72.84266650413278
アズワン,2018,Q4,88.17818609574935
アズワン,2019,Q1,72.67818377292086
アズワン,2019,Q2,70.72209625645101
アズワン,2019,Q3,74.73229744725882
アズワン,2019,Q4,96.64651615246886
アズワン,2020,Q1,68.49669625555205
アズワン,2020,Q2,72.78028682856048
アズワン,2020,Q3,104.833634021521
アズワン,2020,Q4,102.67576722731052
アツギ,2018,Q1,-3.6402320620681308
アツギ,2018,Q2,-4.715393538368615
アツギ,2018,Q3,7.298704224464178
アツギ,2018,Q4,9.06549232228804
アツギ,2019,Q1,-74.67703590410323
アツギ,2019,Q2,-98.18833050202144
アツギ,2019,Q3,-17.263568326697964
アツギ,2019,Q4,-114.26150745818858
アツギ,2020,Q1,84.61502998890471
アツギ,2020,Q2,-488.42968416811647
アツギ,2020,Q3,17.141479511898332
アツギ,2020,Q4,-229.43190799985186
アドウェイズ,2018,Q1,4.448132262455964
アドウェイズ,2018,Q2,8.66079479376011
アドウェイズ,2018,Q3,9.746371219252293
アドウェイズ,2018,Q4,3.1745725554402533
アドウェイズ,2019,Q1,3.2674486549757105
アドウェイズ,2019,Q2,13.459959754416753
アドウェイズ,2019,Q3,16.442494462862033
アドウェイズ,2019,Q4,-1.3408912393543657
アドウェイズ,2020,Q1,-7.89768953666899
アドウェイズ,2020,Q2,-9.163249917452289
アドウェイズ,2020,Q3,-0.08911353872209693
アドウェイズ,2020,Q4,4.120597344277472
アドソル日進,2018,Q1,14.988192042670592
アドソル日進,2018,Q2,14.476879349834743
アドソル日進,2018,Q3,15.293699832679595
アドソル日進,2018,Q4,12.256243223571733
アドソル日進,2019,Q1,21.964297868840276
アドソル日進,2019,Q2,25.450849153871886
アドソル日進,2019,Q3,25.84266495798227
アドソル日進,2019,Q4,18.89429623144676
アドソル日進,2020,Q1,27.055687917493408
アドソル日進,2020,Q2,26.238721127621226
アドソル日進,2020,Q3,26.71569775212418
アドソル日進,2020,Q4,16.2289513721621
アドバネクス,2018,Q1,-5.207835321131336
アドバネクス,2018,Q2,12.661966796457218
アドバネクス,2018,Q3,-10.303430222929908
アドバネクス,2018,Q4,-45.26412987686877
アドバネクス,2019,Q1,-21.29137198426769
アドバネクス,2019,Q2,-3.4671831545983234
アドバネクス,2019,Q3,5.520949084873085
アドバネクス,2019,Q4,-28.08345628248102
アドバネクス,2020,Q1,-57.73917894776359
アドバネクス,2020,Q2,-76.31008804788718
アドバネクス,2020,Q3,-46.01358440436205
アドバネクス,2020,Q4,-33.80554938027337
アドバンテスト,2018,Q1,77.65744655174767
アドバンテスト,2018,Q2,77.06851069850107
アドバンテスト,2018,Q3,78.40710571516976
アドバンテスト,2018,Q4,52.08981349275237
アドバンテスト,2019,Q1,58.1078236929185
アドバンテスト,2019,Q2,74.21993220400103
アドバンテスト,2019,Q3,55.8722223403975
アドバンテスト,2019,Q4,50.726298360249764
アドバンテスト,2020,Q1,62.466455215049365
アドバンテスト,2020,Q2,69.08173386808863
アドバンテスト,2020,Q3,67.43391460064147
アドバンテスト,2020,Q4,90.92570657642834
アドヴァングループ,2018,Q1,13.781101484140002
アドヴァングループ,2018,Q2,20.121555484497932
アドヴァングループ,2018,Q3,42.904862937185854
アドヴァングループ,2018,Q4,-0.9425194043570215
アドヴァングループ,2019,Q1,37.08339668880973
アドヴァングループ,2019,Q2,26.294977553844763
アドヴァングループ,2019,Q3,39.995183609716946
アドヴァングループ,2019,Q4,27.08297996494001
アドヴァングループ,2020,Q1,26.791039451229814
アドヴァングループ,2020,Q2,22.408493713068513
アドヴァングループ,2020,Q3,20.098229633046685
アドヴァングループ,2020,Q4,16.439382593026448
アネスト岩田,2018,Q1,20.07059481013687
アネスト岩田,2018,Q2,23.26968745304962
アネスト岩田,2018,Q3,21.20894759373745
アネスト岩田,2018,Q4,22.69529405938298
アネスト岩田,2019,Q1,18.613741432585986
アネスト岩田,2019,Q2,20.810334847115012
アネスト岩田,2019,Q3,17.00471408906933
アネスト岩田,2019,Q4,21.161418425222273
アネスト岩田,2020,Q1,13.773246025417976
アネスト岩田,2020,Q2,16.56665114282662
アネスト岩田,2020,Q3,16.480694154680585
アネスト岩田,2020,Q4,19.794110618185428
アマダ,2018,Q1,12.393400363086787
アマダ,2018,Q2,23.576910808108096
アマダ,2018,Q3,20.118921460670403
アマダ,2018,Q4,28.720037012610256
アマダ,2019,Q1,15.2546981368422
アマダ,2019,Q2,22.73070546298886
アマダ,2019,Q3,15.447431326092637
アマダ,2019,Q4,23.238482195235147
アマダ,2020,Q1,0.6490783115675907
アマダ,2020,Q2,20.3855047979754
アマダ,2020,Q3,13.396948376519852
アマダ,2020,Q4,17.14859886726252
アマノ,2018,Q1,16.902910007999004
アマノ,2018,Q2,36.64047758478178
アマノ,2018,Q3,31.511177570839997
アマノ,2018,Q4,51.677246572297534
アマノ,2019,Q1,19.81045104529025
アマノ,2019,Q2,36.7973588417547
アマノ,2019,Q3,28.519436837173945
アマノ,2019,Q4,48.01156389388604
アマノ,2020,Q1,6.557539702616914
アマノ,2020,Q2,24.96690324845344
アマノ,2020,Q3,22.99498138977038
アマノ,2020,Q4,38.09106838094502
アミューズ,2018,Q1,66.70091774597196
アミューズ,2018,Q2,6.0489012030271
アミューズ,2018,Q3,47.58479923773706
アミューズ,2018,Q4,98.8750876074426
アミューズ,2019,Q1,84.82322785253294
アミューズ,2019,Q2,59.65758206913088
アミューズ,2019,Q3,72.56840301452725
アミューズ,2019,Q4,31.508366610595786
アミューズ,2020,Q1,55.23254800840701
アミューズ,2020,Q2,45.842041565945
アミューズ,2020,Q3,55.58513369684959
アミューズ,2020,Q4,3.4485269251016426
アリアケジャパン,2018,Q1,61.004856864171174
アリアケジャパン,2018,Q2,69.4981332527329
アリアケジャパン,2018,Q3,80.98188622562704
アリアケジャパン,2018,Q4,67.98915421396164
アリアケジャパン,2019,Q1,-648.3400154498083
アリアケジャパン,2019,Q2,117.39700286254802
アリアケジャパン,2019,Q3,-94.09248386602793
アリアケジャパン,2019,Q4,57.34807179421216
アリアケジャパン,2020,Q1,-63.3801034959342
アリアケジャパン,2020,Q2,-26.518997374176323
アリアケジャパン,2020,Q3,104.27804794228632
アリアケジャパン,2020,Q4,101.29590959717282
アルインコ,2018,Q1,20.861606467107134
アルインコ,2018,Q2,26.284821564133438
アルインコ,2018,Q3,33.84831097702508
アルインコ,2018,Q4,9.209442876630874
アルインコ,2019,Q1,27.86321809869239
アルインコ,2019,Q2,24.664924708369316
アルインコ,2019,Q3,36.2847900949627
アルインコ,2019,Q4,13.563508045804014
アルインコ,2020,Q1,20.883121529473364
アルインコ,2020,Q2,25.693678415621275
アルインコ,2020,Q3,36.3004497057815
アルインコ,2020,Q4,-5.70626315130664
アルコニックス,2018,Q1,99.97799394020701
アルコニックス,2018,Q2,96.05244727863726
アルコニックス,2018,Q3,92.38611843837595
アルコニックス,2018,Q4,38.98060527017883
アルコニックス,2019,Q1,36.47071088292568
アルコニックス,2019,Q2,49.308102807225616
アルコニックス,2019,Q3,-45.94858132639818
アルコニックス,2019,Q4,-0.2024243311005094
アルコニックス,2020,Q1,46.261227441233714
アルコニックス,2020,Q2,64.71099668850333
アルコニックス,2020,Q3,37.41643487410613
アルコニックス,2020,Q4,16.74175497000641
アルゴグラフィックス,2018,Q1,90.14691459032744
アルゴグラフィックス,2018,Q2,79.25697611698597
アルゴグラフィックス,2018,Q3,64.2912820584367
アルゴグラフィックス,2018,Q4,105.83933963172677
アルゴグラフィックス,2019,Q1,130.3274359336013
アルゴグラフィックス,2019,Q2,6.283327736006626
アルゴグラフィックス,2019,Q3,27.694042592931538
アルゴグラフィックス,2019,Q4,13.759261727940043
アルゴグラフィックス,2020,Q1,4.863729330399707
アルゴグラフィックス,2020,Q2,34.11255271109407
アルゴグラフィックス,2020,Q3,28.821300545323567
アルゴグラフィックス,2020,Q4,41.976055350608576
アルビス,2018,Q1,54.64537821748958
アルビス,2018,Q2,59.69249693465453
アルビス,2018,Q3,44.92505456249678
アルビス,2018,Q4,55.340848233387945
アルビス,2019,Q1,27.747605234812664
アルビス,2019,Q2,88.61660071878264
アルビス,2019,Q3,0.39432713176050527
アルビス,2019,Q4,-10.747070056589884
アルビス,2020,Q1,45.37659045758616
アルビス,2020,Q2,97.04787413396716
アルビス,2020,Q3,83.70977390821037
アルビス,2020,Q4,28.226698256495837
アルファ,2018,Q1,21.532486381888532
アルファ,2018,Q2,-13.577980053948068
アルファ,2018,Q3,-36.629935123897184
アルファ,2018,Q4,83.1266103977145
アルファ,2019,Q1,-56.765604704210745
アルファ,2019,Q2,-45.56821799938097
アルファ,2019,Q3,85.81823190984765
アルファ,2019,Q4,107.39439363097267
アルファ,2020,Q1,-139.1552844415239
アルファ,2020,Q2,182.5701730074764
アルファ,2020,Q3,-32.091109738836685
アルファ,2020,Q4,-73.12017521010799
アルファシステムズ,2018,Q1,42.17180814919665
アルファシステムズ,2018,Q2,44.56180336770497
アルファシステムズ,2018,Q3,37.08593628814775
アルファシステムズ,2018,Q4,45.288098719018464
アルファシステムズ,2019,Q1,39.273762655720155
アルファシステムズ,2019,Q2,43.50608213292844
アルファシステムズ,2019,Q3,38.494395054005565
アルファシステムズ,2019,Q4,49.282453134912956
アルファシステムズ,2020,Q1,24.449908886268997
アルファシステムズ,2020,Q2,43.756103694754756
アルファシステムズ,2020,Q3,37.942490346798294
アルファシステムズ,2020,Q4,56.7671293800895
アルフレッサ　ホールディングス,2018,Q1,41.69056172934427
アルフレッサ　ホールディングス,2018,Q2,37.93835675346569
アルフレッサ　ホールディングス,2018,Q3,67.3028805592616
アルフレッサ　ホールディングス,2018,Q4,16.7734792499023
アルフレッサ　ホールディングス,2019,Q1,52.0551924550716
アルフレッサ　ホールディングス,2019,Q2,61.59478383192857
アルフレッサ　ホールディングス,2019,Q3,52.21780951725342
アルフレッサ　ホールディングス,2019,Q4,43.53338510052987
アルフレッサ　ホールディングス,2020,Q1,30.44205080497275
アルフレッサ　ホールディングス,2020,Q2,30.591009700847337
アルフレッサ　ホールディングス,2020,Q3,39.69697976900472
アルフレッサ　ホールディングス,2020,Q4,3.185895820860864
アルプスアルパイン,2018,Q1,59.02118918087537
アルプスアルパイン,2018,Q2,84.0978377258519
アルプスアルパイン,2018,Q3,61.20672422811115
アルプスアルパイン,2018,Q4,-49.82423522818989
アルプスアルパイン,2019,Q1,-6.540825630214741
アルプスアルパイン,2019,Q2,57.63558714475411
アルプスアルパイン,2019,Q3,21.24099085430628
アルプスアルパイン,2019,Q4,-68.4587248652467
アルプスアルパイン,2020,Q1,-50.476452211071084
アルプスアルパイン,2020,Q2,-16.349132426731593
アルプスアルパイン,2020,Q3,12.480881301459238
アルプスアルパイン,2020,Q4,10.714603141991429
アルプス物流,2018,Q1,16.380481285425162
アルプス物流,2018,Q2,15.956569977567643
アルプス物流,2018,Q3,25.289477615712155
アルプス物流,2018,Q4,17.10438271047342
アルプス物流,2019,Q1,15.105798909314792
アルプス物流,2019,Q2,15.547734377539818
アルプス物流,2019,Q3,22.37617932402961
アルプス物流,2019,Q4,11.593104225699303
アルプス物流,2020,Q1,9.359546058793256
アルプス物流,2020,Q2,12.642634449223312
