企業名,会計年度,四半期,y_hat_sarima_f
シモジマ,2019,Q1,3.3722115458286974
シモジマ,2019,Q2,0.3009506017051812
シモジマ,2019,Q3,23.72334086420788
シモジマ,2019,Q4,-4.0558050521906495
シモジマ,2020,Q1,1.5913409758096895
シモジマ,2020,Q2,6.362005455951916
シモジマ,2020,Q3,16.71453060496833
シモジマ,2020,Q4,-9.29297757443089
シャープ,2018,Q1,9.615326030259443
シャープ,2018,Q2,14.931346733892378
シャープ,2018,Q3,40.27472207139241
シャープ,2018,Q4,25.513717715750506
シャープ,2019,Q1,22.918545640556353
シャープ,2019,Q2,20.88443632083892
シャープ,2019,Q3,38.876752325729605
シャープ,2019,Q4,1.8267199651146282
シャープ,2020,Q1,-5.975993952547828
シャープ,2020,Q2,21.116811073032878
シャープ,2020,Q3,41.17161002070834
シャープ,2020,Q4,-56.47106960526898
シンニッタン,2018,Q1,13.740936338746335
シンニッタン,2018,Q2,8.929636950732858
シンニッタン,2018,Q3,18.219147323710107
シンニッタン,2018,Q4,18.703937770759477
シンニッタン,2019,Q1,4.51487976788437
シンニッタン,2019,Q2,7.034335650145568
シンニッタン,2019,Q3,8.30074490151744
シンニッタン,2019,Q4,5.450181326733453
シンニッタン,2020,Q1,5.071916081974006
シンニッタン,2020,Q2,11.364431189227561
シンニッタン,2020,Q3,1.2571366600414258
シンニッタン,2020,Q4,-25.708122128319914
シンフォニア　テクノロジー,2018,Q1,4.852681821946067
シンフォニア　テクノロジー,2018,Q2,4.38478262147942
シンフォニア　テクノロジー,2018,Q3,3.1357225188208813
シンフォニア　テクノロジー,2018,Q4,30.1381449171879
シンフォニア　テクノロジー,2019,Q1,146.6448935519768
シンフォニア　テクノロジー,2019,Q2,8.984867281145661
シンフォニア　テクノロジー,2019,Q3,13.839391320833789
シンフォニア　テクノロジー,2019,Q4,97.77814361875109
シンフォニア　テクノロジー,2020,Q1,-14.769252780715671
シンフォニア　テクノロジー,2020,Q2,14.58887064487852
シンフォニア　テクノロジー,2020,Q3,-9.916198107798683
シンフォニア　テクノロジー,2020,Q4,66.38613869565172
シーティーエス,2018,Q1,7.254665932209642
シーティーエス,2018,Q2,3.0234149832458765
シーティーエス,2018,Q3,8.106591361691576
シーティーエス,2018,Q4,5.363534639357663
シーティーエス,2019,Q1,4.919456517789138
シーティーエス,2019,Q2,7.302790062411247
シーティーエス,2019,Q3,7.438122654132322
シーティーエス,2019,Q4,6.8310151492476745
シーティーエス,2020,Q1,6.454379773177255
シーティーエス,2020,Q2,7.552413936804369
シーティーエス,2020,Q3,9.761007266743418
シーティーエス,2020,Q4,8.184486989824432
シード,2018,Q1,64.58301092848502
シード,2018,Q2,30.562429812805966
シード,2018,Q3,14.97340615114264
シード,2018,Q4,14.349621080960286
シード,2019,Q1,34.54341843845352
シード,2019,Q2,6.769099736014904
シード,2019,Q3,9.807856427732279
シード,2019,Q4,1.8660012232920893
シード,2020,Q1,-5.78924505182893
シード,2020,Q2,25.1029737188996
シード,2020,Q3,2.880455528494828
シード,2020,Q4,-14.102660420991453
ジェイテクト,2018,Q1,30.91601863888323
ジェイテクト,2018,Q2,32.65304968111954
ジェイテクト,2018,Q3,29.449378173407133
ジェイテクト,2018,Q4,20.429282600601375
ジェイテクト,2019,Q1,30.876240287377236
ジェイテクト,2019,Q2,15.286839946107722
ジェイテクト,2019,Q3,20.45236229187659
ジェイテクト,2019,Q4,-0.9632225093809721
ジェイテクト,2020,Q1,9.14414308353163
ジェイテクト,2020,Q2,-51.50426513631778
ジェイテクト,2020,Q3,17.489043673580316
ジェイテクト,2020,Q4,-40.54105514705416
ジェコス,2018,Q1,25.04667033236359
ジェコス,2018,Q2,25.87196166768302
ジェコス,2018,Q3,31.567324852642727
ジェコス,2018,Q4,38.809662332481885
ジェコス,2019,Q1,24.55539385265028
ジェコス,2019,Q2,29.191165933496208
ジェコス,2019,Q3,32.27592528968815
ジェコス,2019,Q4,32.78799438114114
ジェコス,2020,Q1,23.790310470818614
ジェコス,2020,Q2,28.83221883281768
ジェコス,2020,Q3,39.516926590858326
ジェコス,2020,Q4,27.76465708227844
ジャストシステム,2018,Q1,18.170528992127473
ジャストシステム,2018,Q2,22.080932962064903
ジャストシステム,2018,Q3,10.456178024998486
ジャストシステム,2018,Q4,12.198482939025013
ジャストシステム,2019,Q1,30.65877308740194
ジャストシステム,2019,Q2,32.535410706668806
ジャストシステム,2019,Q3,32.189340667009716
ジャストシステム,2019,Q4,36.364549313392686
ジャストシステム,2020,Q1,40.72945855900517
ジャストシステム,2020,Q2,49.40819508528554
ジャストシステム,2020,Q3,31.76590359619274
ジャストシステム,2020,Q4,31.147837897504576
ジャパンフーズ,2018,Q1,146.4642797344844
ジャパンフーズ,2018,Q2,114.67934757206369
ジャパンフーズ,2018,Q3,-93.80192599069902
ジャパンフーズ,2018,Q4,-29.357321485062585
ジャパンフーズ,2019,Q1,98.5194461480376
ジャパンフーズ,2019,Q2,58.25420863562835
ジャパンフーズ,2019,Q3,-81.70410386969887
ジャパンフーズ,2019,Q4,-141.0185688612193
ジャパンフーズ,2020,Q1,114.80446316480241
ジャパンフーズ,2020,Q2,23.523190404358488
ジャパンフーズ,2020,Q3,-80.63272198672558
ジャパンフーズ,2020,Q4,-18.993750470103528
ジーエス・ユアサ　コーポレーシ,2018,Q1,3.941856118116881
ジーエス・ユアサ　コーポレーシ,2018,Q2,3.2440683712254095
ジーエス・ユアサ　コーポレーシ,2018,Q3,9.651141444498066
ジーエス・ユアサ　コーポレーシ,2018,Q4,44.34378340237624
ジーエス・ユアサ　コーポレーシ,2019,Q1,15.29896620652705
ジーエス・ユアサ　コーポレーシ,2019,Q2,12.238970530746222
ジーエス・ユアサ　コーポレーシ,2019,Q3,97.15841711006215
ジーエス・ユアサ　コーポレーシ,2019,Q4,34.053902033631175
ジーエス・ユアサ　コーポレーシ,2020,Q1,21.16508386667571
ジーエス・ユアサ　コーポレーシ,2020,Q2,36.8712965259773
ジーエス・ユアサ　コーポレーシ,2020,Q3,43.81185519366265
ジーエス・ユアサ　コーポレーシ,2020,Q4,57.798042471267294
ジーテクト,2018,Q1,60.11178347571589
ジーテクト,2018,Q2,46.779298548545746
ジーテクト,2018,Q3,51.051129361129405
ジーテクト,2018,Q4,96.77026527138516
ジーテクト,2019,Q1,64.98941245533325
ジーテクト,2019,Q2,42.30842774210531
ジーテクト,2019,Q3,91.09757024977984
ジーテクト,2019,Q4,66.36599674437741
ジーテクト,2020,Q1,55.40331860527969
ジーテクト,2020,Q2,49.4416152218085
ジーテクト,2020,Q3,37.48367439671762
ジーテクト,2020,Q4,6.975072389081409
スカパーＪＳＡＴホールディング,2018,Q1,12.449076130632431
スカパーＪＳＡＴホールディング,2018,Q2,11.43279849674164
スカパーＪＳＡＴホールディング,2018,Q3,7.466780253896841
スカパーＪＳＡＴホールディング,2018,Q4,9.242015643896902
スカパーＪＳＡＴホールディング,2019,Q1,11.639085778981084
スカパーＪＳＡＴホールディング,2019,Q2,11.755766878551725
スカパーＪＳＡＴホールディング,2019,Q3,7.201968478402041
スカパーＪＳＡＴホールディング,2019,Q4,2.4727977808046724
スカパーＪＳＡＴホールディング,2020,Q1,10.91422588755485
スカパーＪＳＡＴホールディング,2020,Q2,13.294939234622234
スカパーＪＳＡＴホールディング,2020,Q3,9.119302778648247
スカパーＪＳＡＴホールディング,2020,Q4,12.786805454424147
スクウェア・エニックス・ホール,2018,Q1,69.10478665987621
スクウェア・エニックス・ホール,2018,Q2,74.04771926820361
スクウェア・エニックス・ホール,2018,Q3,33.70569111191559
スクウェア・エニックス・ホール,2018,Q4,24.77850644694223
スクウェア・エニックス・ホール,2019,Q1,53.00256352876844
スクウェア・エニックス・ホール,2019,Q2,21.239881248334815
スクウェア・エニックス・ホール,2019,Q3,11.654668234872938
スクウェア・エニックス・ホール,2019,Q4,83.41212143441585
スクウェア・エニックス・ホール,2020,Q1,35.0473646895027
スクウェア・エニックス・ホール,2020,Q2,50.835825774569585
スクウェア・エニックス・ホール,2020,Q3,74.1939475054536
スクウェア・エニックス・ホール,2020,Q4,23.459943706775764
スクロール,2018,Q1,12.308822391635928
スクロール,2018,Q2,10.600291221082081
スクロール,2018,Q3,-37.29876257320575
スクロール,2018,Q4,-12.728458393746406
スクロール,2019,Q1,21.094004002545912
スクロール,2019,Q2,4.146689554140584
スクロール,2019,Q3,14.549490822427899
スクロール,2019,Q4,-23.746187987054704
スクロール,2020,Q1,24.628441303476336
スクロール,2020,Q2,-6.091864153856024
スクロール,2020,Q3,25.555960020261274
スクロール,2020,Q4,-3.1092083277009763
スズキ,2018,Q1,152.67812491466782
スズキ,2018,Q2,95.98126409298318
スズキ,2018,Q3,141.01545719242046
スズキ,2018,Q4,110.45956330462059
スズキ,2019,Q1,160.13919453071057
スズキ,2019,Q2,61.98801726200022
スズキ,2019,Q3,84.41639181976367
スズキ,2019,Q4,-11.891893216081248
スズキ,2020,Q1,105.48900347115332
スズキ,2020,Q2,53.38458968663684
スズキ,2020,Q3,86.87962401509434
スズキ,2020,Q4,49.28224005549232
スズケン,2018,Q1,32.478941525889645
スズケン,2018,Q2,39.83582716570482
スズケン,2018,Q3,82.62653529831474
スズケン,2018,Q4,56.387422005885064
スズケン,2019,Q1,12.62466127425898
スズケン,2019,Q2,100.19881087213516
スズケン,2019,Q3,163.1139930069876
スズケン,2019,Q4,46.270959458560625
スズケン,2020,Q1,46.85853609406397
スズケン,2020,Q2,94.03590855956821
スズケン,2020,Q3,72.99382213197977
スズケン,2020,Q4,76.6361298542486
スズデン,2018,Q1,18.70619728683662
スズデン,2018,Q2,28.207229009697432
スズデン,2018,Q3,21.44953006220167
スズデン,2018,Q4,27.005761867935686
スズデン,2019,Q1,24.646316118200282
スズデン,2019,Q2,22.553527366940216
スズデン,2019,Q3,14.386649515544816
スズデン,2019,Q4,34.03518755661933
スズデン,2020,Q1,14.825563465335875
スズデン,2020,Q2,20.68891437802318
スズデン,2020,Q3,15.93748942859441
スズデン,2020,Q4,22.86717447865268
スタンレー電気,2018,Q1,44.093697795834835
スタンレー電気,2018,Q2,60.85009813762254
スタンレー電気,2018,Q3,60.92161410915322
スタンレー電気,2018,Q4,66.85659659748954
スタンレー電気,2019,Q1,60.55756506087311
スタンレー電気,2019,Q2,55.06772831858521
スタンレー電気,2019,Q3,55.9756929916378
スタンレー電気,2019,Q4,55.385921689098325
スタンレー電気,2020,Q1,-11.991152373188946
スタンレー電気,2020,Q2,-11.58675001701232
スタンレー電気,2020,Q3,40.907069056509386
スタンレー電気,2020,Q4,-16.784453361103502
スターゼン,2018,Q1,146.58415845524866
スターゼン,2018,Q2,108.27701160568422
スターゼン,2018,Q3,152.50385409971918
スターゼン,2018,Q4,92.8577929617122
スターゼン,2019,Q1,113.37724640830304
スターゼン,2019,Q2,77.84472697424586
スターゼン,2019,Q3,159.8279794644201
スターゼン,2019,Q4,67.18502069347832
スターゼン,2020,Q1,-35.76986075808465
スターゼン,2020,Q2,52.240151048387816
スターゼン,2020,Q3,206.62713027577266
スターゼン,2020,Q4,-17.262855134418587
スターツコーポレーション,2018,Q1,59.17374471044697
スターツコーポレーション,2018,Q2,62.830554883236765
スターツコーポレーション,2018,Q3,82.40938587167301
スターツコーポレーション,2018,Q4,58.204767518902095
スターツコーポレーション,2019,Q1,61.613833290806056
スターツコーポレーション,2019,Q2,81.28110361965776
スターツコーポレーション,2019,Q3,65.14627040931137
スターツコーポレーション,2019,Q4,92.41226611350308
スターツコーポレーション,2020,Q1,45.339306781063684
スターツコーポレーション,2020,Q2,85.72665617953633
スターツコーポレーション,2020,Q3,67.05773610255046
スターツコーポレーション,2020,Q4,86.65919190889417
ステラ　ケミファ,2018,Q1,25.536649554750788
ステラ　ケミファ,2018,Q2,45.38118792056441
ステラ　ケミファ,2018,Q3,39.26849242374155
ステラ　ケミファ,2018,Q4,-11.574745886244193
ステラ　ケミファ,2019,Q1,54.098941362726045
ステラ　ケミファ,2019,Q2,68.63247024543473
ステラ　ケミファ,2019,Q3,24.312358003729855
ステラ　ケミファ,2019,Q4,28.364220657937235
ステラ　ケミファ,2020,Q1,43.45879726174521
ステラ　ケミファ,2020,Q2,12.924698323080287
ステラ　ケミファ,2020,Q3,43.085248773595396
ステラ　ケミファ,2020,Q4,71.4552651821031
セイコーエプソン,2018,Q1,35.39731392184902
セイコーエプソン,2018,Q2,14.635786320824133
セイコーエプソン,2018,Q3,60.35339178464568
セイコーエプソン,2018,Q4,25.841685263756908
セイコーエプソン,2019,Q1,32.17057027543194
セイコーエプソン,2019,Q2,15.552849526283465
セイコーエプソン,2019,Q3,75.96813441432515
セイコーエプソン,2019,Q4,9.034418681447614
セイコーエプソン,2020,Q1,-25.19047318317325
セイコーエプソン,2020,Q2,34.11335745394136
セイコーエプソン,2020,Q3,27.585109149420173
セイコーエプソン,2020,Q4,-44.52575516192695
セイコーホールディングス,2018,Q1,78.99020556772645
セイコーホールディングス,2018,Q2,40.7081947491392
セイコーホールディングス,2018,Q3,84.84892355630096
セイコーホールディングス,2018,Q4,190.62930176493322
セイコーホールディングス,2019,Q1,5.2795464874824205
セイコーホールディングス,2019,Q2,69.00111693640379
セイコーホールディングス,2019,Q3,86.51321420044846
セイコーホールディングス,2019,Q4,-27.64529952320935
セイコーホールディングス,2020,Q1,33.622306825181425
セイコーホールディングス,2020,Q2,69.84973325994886
セイコーホールディングス,2020,Q3,7.267161616885144
セイコーホールディングス,2020,Q4,-78.3968998030841
セイノーホールディングス,2018,Q1,22.8957069737463
セイノーホールディングス,2018,Q2,23.812999073574503
セイノーホールディングス,2018,Q3,33.84979365214186
セイノーホールディングス,2018,Q4,22.83084935371316
セイノーホールディングス,2019,Q1,30.01796155379331
セイノーホールディングス,2019,Q2,22.18062121603906
セイノーホールディングス,2019,Q3,19.489945301209133
セイノーホールディングス,2019,Q4,16.910608390932126
セイノーホールディングス,2020,Q1,25.765360403723534
セイノーホールディングス,2020,Q2,83.37949976554567
セイノーホールディングス,2020,Q3,27.367616048866378
セイノーホールディングス,2020,Q4,-3.8279818493791726
セガサミーホールディングス,2018,Q1,47.02576132512629
セガサミーホールディングス,2018,Q2,32.77048140363586
セガサミーホールディングス,2018,Q3,-17.18090673705837
セガサミーホールディングス,2018,Q4,-19.07432736790984
セガサミーホールディングス,2019,Q1,-4.493029360471793
セガサミーホールディングス,2019,Q2,25.806339047233884
セガサミーホールディングス,2019,Q3,-27.332232485574156
セガサミーホールディングス,2019,Q4,-9.354305109952975
セガサミーホールディングス,2020,Q1,18.28100224832712
セガサミーホールディングス,2020,Q2,39.69092768462767
セガサミーホールディングス,2020,Q3,78.6861214364223
セガサミーホールディングス,2020,Q4,-40.92470368662588
セコム,2018,Q1,101.92915263913461
セコム,2018,Q2,104.94214196083865
セコム,2018,Q3,96.83319203761624
セコム,2018,Q4,112.71284952420702
セコム,2019,Q1,123.9462762213459
セコム,2019,Q2,71.51636745708015
セコム,2019,Q3,118.98846073500064
セコム,2019,Q4,102.77379816173598
セコム,2020,Q1,92.58910823083718
セコム,2020,Q2,104.27333402975839
セコム,2020,Q3,104.53521052454228
セコム,2020,Q4,96.16958295019596
センコーグループホールディング,2018,Q1,13.205487136186603
センコーグループホールディング,2018,Q2,17.62265447287772
センコーグループホールディング,2018,Q3,20.69870605199701
センコーグループホールディング,2018,Q4,14.982252623087359
センコーグループホールディング,2019,Q1,19.308155292680304
センコーグループホールディング,2019,Q2,18.117431786299978
センコーグループホールディング,2019,Q3,26.928127826654936
センコーグループホールディング,2019,Q4,14.920538089327122
センコーグループホールディング,2020,Q1,18.953966964751856
センコーグループホールディング,2020,Q2,20.331728995400194
センコーグループホールディング,2020,Q3,29.085281166340444
センコーグループホールディング,2020,Q4,11.220314356509867
セントケア・ホールディング,2018,Q1,35.019347101286186
セントケア・ホールディング,2018,Q2,7.098229425480714
セントケア・ホールディング,2018,Q3,-6.400761810754304
セントケア・ホールディング,2018,Q4,7.858724457059431
セントケア・ホールディング,2019,Q1,8.302522627755893
セントケア・ホールディング,2019,Q2,9.040411685981514
セントケア・ホールディング,2019,Q3,12.466754438826914
セントケア・ホールディング,2019,Q4,5.344979270743351
セントケア・ホールディング,2020,Q1,7.973838438254082
セントケア・ホールディング,2020,Q2,13.371521566116392
セントケア・ホールディング,2020,Q3,22.667663616789046
セントケア・ホールディング,2020,Q4,6.0885206925428506
セントラルスポーツ,2018,Q1,56.5056416797936
セントラルスポーツ,2018,Q2,59.242865775516464
セントラルスポーツ,2018,Q3,57.36285732490562
セントラルスポーツ,2018,Q4,88.27144453635223
セントラルスポーツ,2019,Q1,50.379310430427466
セントラルスポーツ,2019,Q2,51.60996136964662
セントラルスポーツ,2019,Q3,46.136666193282196
セントラルスポーツ,2019,Q4,78.35052111844311
セントラルスポーツ,2020,Q1,39.20970330778108
セントラルスポーツ,2020,Q2,-399.71202365361785
セントラルスポーツ,2020,Q3,-50.660097363988044
セントラルスポーツ,2020,Q4,40.4699279579026
セントラル硝子,2018,Q1,12.076202617509797
セントラル硝子,2018,Q2,-17.374940075962364
セントラル硝子,2018,Q3,48.8139932717711
セントラル硝子,2018,Q4,-4.106066126127813
セントラル硝子,2019,Q1,53.67908126565315
セントラル硝子,2019,Q2,60.147991462543104
セントラル硝子,2019,Q3,50.465383794630284
セントラル硝子,2019,Q4,12.386611737476908
セントラル硝子,2020,Q1,41.973567940082376
セントラル硝子,2020,Q2,27.474494593024215
セントラル硝子,2020,Q3,10.600666789241345
セントラル硝子,2020,Q4,53.13016780898465
セーレン,2018,Q1,34.13629329596466
セーレン,2018,Q2,22.709546343491965
セーレン,2018,Q3,41.46795535050819
セーレン,2018,Q4,24.52367515980397
セーレン,2019,Q1,35.69952216896106
セーレン,2019,Q2,35.849090848335315
セーレン,2019,Q3,42.16420362320302
セーレン,2019,Q4,23.267792291728416
セーレン,2020,Q1,40.452409980929446
セーレン,2020,Q2,36.846747128062816
セーレン,2020,Q3,40.352007678231914
セーレン,2020,Q4,44.24402608092919
ゼビオホールディングス,2018,Q1,58.37936475879102
ゼビオホールディングス,2018,Q2,25.49238954415893
ゼビオホールディングス,2018,Q3,43.86994375227753
ゼビオホールディングス,2018,Q4,-30.912816804452333
ゼビオホールディングス,2019,Q1,64.52981814374164
ゼビオホールディングス,2019,Q2,10.434957662795465
ゼビオホールディングス,2019,Q3,4.081589707247215
ゼビオホールディングス,2019,Q4,-40.1592781444792
ゼビオホールディングス,2020,Q1,35.33133029040037
ゼビオホールディングス,2020,Q2,-2.813900051689094
ゼビオホールディングス,2020,Q3,4.198557155042586
ゼビオホールディングス,2020,Q4,-27.96214563489979
ゼンショーホールディングス,2018,Q1,11.967596301939617
ゼンショーホールディングス,2018,Q2,22.22970911589205
ゼンショーホールディングス,2018,Q3,12.365539762252665
ゼンショーホールディングス,2018,Q4,10.026330858203975
ゼンショーホールディングス,2019,Q1,10.40650871256912
ゼンショーホールディングス,2019,Q2,27.121002697228967
ゼンショーホールディングス,2019,Q3,31.379736083385225
ゼンショーホールディングス,2019,Q4,22.609619508891083
ゼンショーホールディングス,2020,Q1,11.100313104586064
ゼンショーホールディングス,2020,Q2,26.589294294939634
ゼンショーホールディングス,2020,Q3,16.647375909656024
ゼンショーホールディングス,2020,Q4,9.171268797302117
ゼンリン,2018,Q1,-0.4744089469907875
ゼンリン,2018,Q2,12.99583336539451
ゼンリン,2018,Q3,0.7458860308292381
ゼンリン,2018,Q4,84.73758351804183
ゼンリン,2019,Q1,-4.858138132819413
ゼンリン,2019,Q2,-1.5939174636661297
ゼンリン,2019,Q3,9.248336389227044
ゼンリン,2019,Q4,42.07868157203454
ゼンリン,2020,Q1,-10.92820918367951
ゼンリン,2020,Q2,8.302530047838767
ゼンリン,2020,Q3,5.6080009452189685
ゼンリン,2020,Q4,42.59432991443613
ソトー,2018,Q1,21.59255693273662
ソトー,2018,Q2,4.966829989907927
ソトー,2018,Q3,2.300874566552468
ソトー,2018,Q4,-4.585830896658613
ソトー,2019,Q1,16.538780650265338
ソトー,2019,Q2,8.235758424326972
ソトー,2019,Q3,-1.4747104155957806
ソトー,2019,Q4,-9.05935276535729
ソトー,2020,Q1,15.636200468649566
ソトー,2020,Q2,7.614512498303923
ソトー,2020,Q3,-4.023134561970998
ソトー,2020,Q4,-28.037999499794548
ソニーグループ,2018,Q1,58.08562880096921
ソニーグループ,2018,Q2,121.46114283997971
ソニーグループ,2018,Q3,239.52236443539311
ソニーグループ,2018,Q4,3.2710301235089254
ソニーグループ,2019,Q1,192.2056478362281
ソニーグループ,2019,Q2,128.02670767729225
ソニーグループ,2019,Q3,340.2337222581737
ソニーグループ,2019,Q4,48.94909538296005
ソニーグループ,2020,Q1,112.66934843567806
ソニーグループ,2020,Q2,161.48991816386828
ソニーグループ,2020,Q3,218.74783638674194
ソニーグループ,2020,Q4,40.95669412757353
ソネック,2018,Q1,15.402968463691009
ソネック,2018,Q2,17.96702164713409
ソネック,2018,Q3,21.194247232484567
ソネック,2018,Q4,27.710571654152535
ソネック,2019,Q1,11.506735730320656
ソネック,2019,Q2,26.821896953790713
ソネック,2019,Q3,32.811266873946906
ソネック,2019,Q4,13.991348517294506
ソネック,2020,Q1,14.962449884532477
ソネック,2020,Q2,20.829480850726323
ソネック,2020,Q3,11.719317260228072
ソネック,2020,Q4,22.494501337039054
ソフトクリエイトホールディング,2018,Q1,14.752470849704121
ソフトクリエイトホールディング,2018,Q2,31.89554599514379
ソフトクリエイトホールディング,2018,Q3,25.599046805315922
ソフトクリエイトホールディング,2018,Q4,14.272033652807965
ソフトクリエイトホールディング,2019,Q1,26.67334278560967
ソフトクリエイトホールディング,2019,Q2,25.368510122062034
ソフトクリエイトホールディング,2019,Q3,31.124991837765933
ソフトクリエイトホールディング,2019,Q4,4.23870476252485
ソフトクリエイトホールディング,2020,Q1,22.17309810758655
ソフトクリエイトホールディング,2020,Q2,41.16002328064931
ソフトクリエイトホールディング,2020,Q3,40.67499404273171
ソフトクリエイトホールディング,2020,Q4,14.371400583287667
ソースネクスト,2018,Q1,5.0592690667841005
ソースネクスト,2018,Q2,7.05359943597956
ソースネクスト,2018,Q3,6.6749341583905775
ソースネクスト,2018,Q4,8.395460157499706
ソースネクスト,2019,Q1,-4.13298584232833
ソースネクスト,2019,Q2,5.153145489159859
ソースネクスト,2019,Q3,1.0277949503355726
ソースネクスト,2019,Q4,-0.31135183029459623
ソースネクスト,2020,Q1,0.34528493721569475
ソースネクスト,2020,Q2,0.9084161970552426
ソースネクスト,2020,Q3,0.42562119787175084
ソースネクスト,2020,Q4,-0.2720658734607362
ソーダニッカ,2018,Q1,9.631091410595626
ソーダニッカ,2018,Q2,8.18973959929539
ソーダニッカ,2018,Q3,13.07387486699125
ソーダニッカ,2018,Q4,10.56021947911783
ソーダニッカ,2019,Q1,10.561752849324343
ソーダニッカ,2019,Q2,9.342577760035084
ソーダニッカ,2019,Q3,15.34238966247567
ソーダニッカ,2019,Q4,5.768538484663306
ソーダニッカ,2020,Q1,8.263619854782846
ソーダニッカ,2020,Q2,8.65828993681802
ソーダニッカ,2020,Q3,8.790522289456703
ソーダニッカ,2020,Q4,3.397123589015506
タイガースポリマー,2018,Q1,13.48633916670545
タイガースポリマー,2018,Q2,31.62099246066307
タイガースポリマー,2018,Q3,34.15541188098991
タイガースポリマー,2018,Q4,3.900456618288392
タイガースポリマー,2019,Q1,30.51940534469416
タイガースポリマー,2019,Q2,24.44445354719224
タイガースポリマー,2019,Q3,8.434076954191278
タイガースポリマー,2019,Q4,15.35705131714657
タイガースポリマー,2020,Q1,7.346723796553672
タイガースポリマー,2020,Q2,5.223676486661297
タイガースポリマー,2020,Q3,-0.12467426356596967
タイガースポリマー,2020,Q4,-15.648959842253579
タカノ,2018,Q1,10.289441928004425
タカノ,2018,Q2,14.89505187954976
タカノ,2018,Q3,-1.5563852397582063
タカノ,2018,Q4,43.227550761288285
タカノ,2019,Q1,15.226648405122742
タカノ,2019,Q2,4.126044652667077
タカノ,2019,Q3,-1.561586295036598
タカノ,2019,Q4,36.41020873539809
タカノ,2020,Q1,4.18772903094024
タカノ,2020,Q2,-12.711658813810338
タカノ,2020,Q3,0.3482200886628429
タカノ,2020,Q4,29.262810308603225
タカミヤ,2018,Q1,5.803296718954341
タカミヤ,2018,Q2,9.566464728320115
タカミヤ,2018,Q3,10.757760356123589
タカミヤ,2018,Q4,3.7786587804580876
タカミヤ,2019,Q1,2.806358870021465
タカミヤ,2019,Q2,11.10159213107279
タカミヤ,2019,Q3,9.653461585202962
タカミヤ,2019,Q4,10.605179252200372
タカミヤ,2020,Q1,7.677109927698954
タカミヤ,2020,Q2,20.141889699839336
タカミヤ,2020,Q3,11.97458019518308
タカミヤ,2020,Q4,13.917738516896783
タカラスタンダード,2018,Q1,32.03138216578472
タカラスタンダード,2018,Q2,24.184752375133847
タカラスタンダード,2018,Q3,45.73990168724403
タカラスタンダード,2018,Q4,4.515517388262251
タカラスタンダード,2019,Q1,32.48513044007921
タカラスタンダード,2019,Q2,27.727248953225626
タカラスタンダード,2019,Q3,62.53641818179093
タカラスタンダード,2019,Q4,10.123971339938425
タカラスタンダード,2020,Q1,26.095834066432616
タカラスタンダード,2020,Q2,38.15848076990266
タカラスタンダード,2020,Q3,21.790932702944854
タカラスタンダード,2020,Q4,4.41524589799411
タカラトミー,2018,Q1,14.371613269631416
タカラトミー,2018,Q2,31.978337734690015
タカラトミー,2018,Q3,60.04828035938486
タカラトミー,2018,Q4,-19.615598655264336
タカラトミー,2019,Q1,13.90110470339398
タカラトミー,2019,Q2,37.954741420226924
タカラトミー,2019,Q3,57.34404515600396
タカラトミー,2019,Q4,-15.075377121640969
タカラトミー,2020,Q1,1.4724985617050437
タカラトミー,2020,Q2,39.28543590329628
タカラトミー,2020,Q3,22.282353852448374
タカラトミー,2020,Q4,-18.932354560942542
タカラバイオ,2018,Q1,-0.04350662650960607
タカラバイオ,2018,Q2,2.0484942669374337
タカラバイオ,2018,Q3,5.978752298265053
タカラバイオ,2018,Q4,10.41575586010203
タカラバイオ,2019,Q1,9.150459314022308
タカラバイオ,2019,Q2,6.915758003432997
タカラバイオ,2019,Q3,2.633242199535445
タカラバイオ,2019,Q4,13.661667366826576
タカラバイオ,2020,Q1,11.944743492974315
タカラバイオ,2020,Q2,0.7095147106544921
タカラバイオ,2020,Q3,8.631097766914936
タカラバイオ,2020,Q4,9.217627598358341
タカラレーベン,2018,Q1,23.351552967320476
タカラレーベン,2018,Q2,-8.533113870473558
タカラレーベン,2018,Q3,-5.486974340888097
タカラレーベン,2018,Q4,59.57969663526111
タカラレーベン,2019,Q1,7.273829994876365
タカラレーベン,2019,Q2,12.468604363615826
タカラレーベン,2019,Q3,-10.162545228506477
タカラレーベン,2019,Q4,43.464287002719196
タカラレーベン,2020,Q1,-3.4887430313160497
タカラレーベン,2020,Q2,31.41589364146739
タカラレーベン,2020,Q3,23.12947663097794
タカラレーベン,2020,Q4,12.108365428507028
タキロンシーアイ,2018,Q1,27.498001587754196
タキロンシーアイ,2018,Q2,6.303257091248619
タキロンシーアイ,2018,Q3,23.990762099702764
タキロンシーアイ,2018,Q4,6.981641333459757
タキロンシーアイ,2019,Q1,13.82193407614696
タキロンシーアイ,2019,Q2,19.544343806996565
タキロンシーアイ,2019,Q3,20.764362230310216
タキロンシーアイ,2019,Q4,0.8721326503667601
タキロンシーアイ,2020,Q1,7.8039885045506745
タキロンシーアイ,2020,Q2,16.25102034378899
タキロンシーアイ,2020,Q3,97.91740478336561
タキロンシーアイ,2020,Q4,8.359835845326394
タクマ,2018,Q1,9.926550974469551
タクマ,2018,Q2,27.163007303016947
タクマ,2018,Q3,22.37394855539992
タクマ,2018,Q4,35.52877889362684
タクマ,2019,Q1,14.289060011357918
