企業名,会計年度,四半期,y_hat_sarima_br
荒川化学工業,2019,Q1,41.71897630941827
荒川化学工業,2019,Q2,35.438001708033454
荒川化学工業,2019,Q3,80.83430604999039
荒川化学工業,2019,Q4,12.52932167949671
荒川化学工業,2020,Q1,31.74104412251249
荒川化学工業,2020,Q2,14.411794634006682
荒川化学工業,2020,Q3,60.8694916118322
荒川化学工業,2020,Q4,10.15500028665237
菱電商事,2018,Q1,25.441981187775028
菱電商事,2018,Q2,27.69284988479439
菱電商事,2018,Q3,34.54474196234584
菱電商事,2018,Q4,37.18868530475211
菱電商事,2019,Q1,37.733694449863734
菱電商事,2019,Q2,38.99822714983542
菱電商事,2019,Q3,44.83615885471413
菱電商事,2019,Q4,35.285283535026835
菱電商事,2020,Q1,31.654086290496434
菱電商事,2020,Q2,39.675446900834004
菱電商事,2020,Q3,23.759436233925044
菱電商事,2020,Q4,38.180959720034785
萩原電気ホールディングス,2018,Q1,40.52148873226105
萩原電気ホールディングス,2018,Q2,86.32825878036678
萩原電気ホールディングス,2018,Q3,72.1426524901905
萩原電気ホールディングス,2018,Q4,104.6560331552844
萩原電気ホールディングス,2019,Q1,50.37219800044472
萩原電気ホールディングス,2019,Q2,90.12772259881136
萩原電気ホールディングス,2019,Q3,83.52164239834568
萩原電気ホールディングス,2019,Q4,70.17396658847976
萩原電気ホールディングス,2020,Q1,69.11885754761745
萩原電気ホールディングス,2020,Q2,74.97647663526348
萩原電気ホールディングス,2020,Q3,72.96479476040736
萩原電気ホールディングス,2020,Q4,87.4694279839797
蔵王産業,2018,Q1,22.819424725202918
蔵王産業,2018,Q2,29.513941638981525
蔵王産業,2018,Q3,31.77230512255101
蔵王産業,2018,Q4,35.424363749913326
蔵王産業,2019,Q1,24.425556014974195
蔵王産業,2019,Q2,29.030112587623087
蔵王産業,2019,Q3,27.323717866828652
蔵王産業,2019,Q4,37.61923535183068
蔵王産業,2020,Q1,22.302517654281992
蔵王産業,2020,Q2,23.789013661886155
蔵王産業,2020,Q3,26.870945805416845
蔵王産業,2020,Q4,38.553208836124774
藤倉化成,2018,Q1,11.899008548614056
藤倉化成,2018,Q2,20.039004139341706
藤倉化成,2018,Q3,16.87933736239057
藤倉化成,2018,Q4,15.132792185064835
藤倉化成,2019,Q1,12.197292270418103
藤倉化成,2019,Q2,13.231227694318742
藤倉化成,2019,Q3,14.299305706022611
藤倉化成,2019,Q4,12.509296768025186
藤倉化成,2020,Q1,9.709204227601058
藤倉化成,2020,Q2,10.780089496910488
藤倉化成,2020,Q3,-1.0153393730500504
藤倉化成,2020,Q4,11.391052044632973
藤森工業,2018,Q1,90.44903792795738
藤森工業,2018,Q2,77.93868155343534
藤森工業,2018,Q3,80.33220410479703
藤森工業,2018,Q4,15.365010512629347
藤森工業,2019,Q1,86.51695349443962
藤森工業,2019,Q2,75.98554541073695
藤森工業,2019,Q3,87.82744806987645
藤森工業,2019,Q4,28.281667339376366
藤森工業,2020,Q1,79.32782730032959
藤森工業,2020,Q2,84.52728398240008
藤森工業,2020,Q3,87.7262491357396
藤森工業,2020,Q4,30.458187516601523
虹技,2018,Q1,31.47137440386074
虹技,2018,Q2,39.3382179064545
虹技,2018,Q3,41.37564382770056
虹技,2018,Q4,59.38585280035437
虹技,2019,Q1,48.06530161790177
虹技,2019,Q2,27.78462108453453
虹技,2019,Q3,46.06738166381267
虹技,2019,Q4,6.059011843559183
虹技,2020,Q1,-27.65187095275465
虹技,2020,Q2,4.331529616259466
虹技,2020,Q3,4.41994075244876
虹技,2020,Q4,13.49136734248576
蛇の目ミシン工業,2018,Q1,7.480399527304776
蛇の目ミシン工業,2018,Q2,10.910675044800414
蛇の目ミシン工業,2018,Q3,21.242566704481312
蛇の目ミシン工業,2018,Q4,14.108565397731164
蛇の目ミシン工業,2019,Q1,5.738758794188879
蛇の目ミシン工業,2019,Q2,7.016874425034516
蛇の目ミシン工業,2019,Q3,11.986900732612918
蛇の目ミシン工業,2019,Q4,4.418814755599206
蛇の目ミシン工業,2020,Q1,7.391484363847745
蛇の目ミシン工業,2020,Q2,29.60733763998778
蛇の目ミシン工業,2020,Q3,59.26148354696198
蛇の目ミシン工業,2020,Q4,41.818354374439494
蝶理,2018,Q1,36.81813518888784
蝶理,2018,Q2,58.015699267227674
蝶理,2018,Q3,57.14818641873302
蝶理,2018,Q4,48.851540988916035
蝶理,2019,Q1,54.76406405146587
蝶理,2019,Q2,64.230872820507
蝶理,2019,Q3,61.47761025473311
蝶理,2019,Q4,54.150416839070026
蝶理,2020,Q1,57.845446450583964
蝶理,2020,Q2,-19.469008793178602
蝶理,2020,Q3,57.27224596950619
蝶理,2020,Q4,52.27721673931902
西日本旅客鉄道,2018,Q1,171.9879913595109
西日本旅客鉄道,2018,Q2,161.7157809006688
西日本旅客鉄道,2018,Q3,219.47360075051154
西日本旅客鉄道,2018,Q4,3.9618160177075312
西日本旅客鉄道,2019,Q1,407.5305524960978
西日本旅客鉄道,2019,Q2,180.2272210053681
西日本旅客鉄道,2019,Q3,150.41154456825734
西日本旅客鉄道,2019,Q4,38.32871624132487
西日本旅客鉄道,2020,Q1,219.66852752303208
西日本旅客鉄道,2020,Q2,-747.3894207771993
西日本旅客鉄道,2020,Q3,-220.0870907489133
西日本旅客鉄道,2020,Q4,-459.746017189408
西日本鉄道,2018,Q1,8.57831053655596
西日本鉄道,2018,Q2,6.539269650539982
西日本鉄道,2018,Q3,53.757282825313325
西日本鉄道,2018,Q4,-2.1718638321864114
西日本鉄道,2019,Q1,15.208789265218025
西日本鉄道,2019,Q2,-6.439653739195939
西日本鉄道,2019,Q3,37.43073565800127
西日本鉄道,2019,Q4,11.697567131811162
西日本鉄道,2020,Q1,25.195590175944144
西日本鉄道,2020,Q2,-9.465195959743479
西日本鉄道,2020,Q3,13.472550783038606
西日本鉄道,2020,Q4,-5.9350426445532705
西松建設,2018,Q1,54.7141296628605
西松建設,2018,Q2,40.22707792126644
西松建設,2018,Q3,76.46539760689774
西松建設,2018,Q4,100.97725110290054
西松建設,2019,Q1,76.7485974098629
西松建設,2019,Q2,69.66684417959358
西松建設,2019,Q3,93.65764408815382
西松建設,2019,Q4,152.74434319988927
西松建設,2020,Q1,34.554358362081565
西松建設,2020,Q2,59.03641965705733
西松建設,2020,Q3,96.26580477898473
西松建設,2020,Q4,86.30945607473711
西華産業,2018,Q1,-126.01294986474228
西華産業,2018,Q2,7.540733041969778
西華産業,2018,Q3,0.08192318903805429
西華産業,2018,Q4,54.18173617005759
西華産業,2019,Q1,10.585213401969881
西華産業,2019,Q2,31.44740931638598
西華産業,2019,Q3,4.825225399263902
西華産業,2019,Q4,51.712532813485495
西華産業,2020,Q1,116.55714052152273
西華産業,2020,Q2,-25.808316087103236
西華産業,2020,Q3,36.79341474987908
西華産業,2020,Q4,-304.48124688507704
西部ガスホールディングス,2018,Q1,132.28237197003625
西部ガスホールディングス,2018,Q2,24.94827867274466
西部ガスホールディングス,2018,Q3,-0.43874578481171156
西部ガスホールディングス,2018,Q4,58.88299376625511
西部ガスホールディングス,2019,Q1,54.047631371799554
西部ガスホールディングス,2019,Q2,-21.014879082692026
西部ガスホールディングス,2019,Q3,-1.8784493207862596
西部ガスホールディングス,2019,Q4,123.23113330515736
西部ガスホールディングス,2020,Q1,50.91122935037251
西部ガスホールディングス,2020,Q2,-43.530239869329414
西部ガスホールディングス,2020,Q3,4.5126396775688455
西部ガスホールディングス,2020,Q4,87.53615096363939
豊田合成,2018,Q1,40.259370663792666
豊田合成,2018,Q2,48.69908383683518
豊田合成,2018,Q3,42.74996973227727
豊田合成,2018,Q4,26.085907120722513
豊田合成,2019,Q1,36.841394876382836
豊田合成,2019,Q2,35.773983212212514
豊田合成,2019,Q3,42.61060483718292
豊田合成,2019,Q4,56.20522483280756
豊田合成,2020,Q1,34.32560006571281
豊田合成,2020,Q2,53.68070187834176
豊田合成,2020,Q3,32.921551168678576
豊田合成,2020,Q4,23.57202663797135
近畿車両,2018,Q1,-36.98295001107442
近畿車両,2018,Q2,-44.526427134810405
近畿車両,2018,Q3,26.79426756023919
近畿車両,2018,Q4,-76.20680827741197
近畿車両,2019,Q1,128.62117145708672
近畿車両,2019,Q2,52.510998310629475
近畿車両,2019,Q3,46.26365798553733
近畿車両,2019,Q4,-88.29780171585023
近畿車両,2020,Q1,51.97379222518138
近畿車両,2020,Q2,60.804723117650084
近畿車両,2020,Q3,43.218954960489945
近畿車両,2020,Q4,-83.28308812625123
近鉄グループホールディングス,2018,Q1,5.2576484217392565
近鉄グループホールディングス,2018,Q2,16.17677451056729
近鉄グループホールディングス,2018,Q3,66.63663495917945
近鉄グループホールディングス,2018,Q4,19.773639893918332
近鉄グループホールディングス,2019,Q1,50.39078454743034
近鉄グループホールディングス,2019,Q2,42.22023591295021
近鉄グループホールディングス,2019,Q3,71.10771919786124
近鉄グループホールディングス,2019,Q4,6.049169192960796
近鉄グループホールディングス,2020,Q1,12.333365429374425
近鉄グループホールディングス,2020,Q2,-158.27231505294043
近鉄グループホールディングス,2020,Q3,-25.855053995416625
近鉄グループホールディングス,2020,Q4,-137.98357454184318
進学会ホールディングス,2018,Q1,12.22210475213827
進学会ホールディングス,2018,Q2,16.55987192530278
進学会ホールディングス,2018,Q3,13.376380788612483
進学会ホールディングス,2018,Q4,3.17827770005002
進学会ホールディングス,2019,Q1,13.247107332765081
進学会ホールディングス,2019,Q2,19.00307038491053
進学会ホールディングス,2019,Q3,10.908167016945757
進学会ホールディングス,2019,Q4,-2.782472444394802
進学会ホールディングス,2020,Q1,19.510469165814712
進学会ホールディングス,2020,Q2,14.386668906518375
進学会ホールディングス,2020,Q3,12.609073196805571
進学会ホールディングス,2020,Q4,-11.275494382302853
遠藤照明,2018,Q1,13.488819753992978
遠藤照明,2018,Q2,50.4719442895865
遠藤照明,2018,Q3,66.9685190542854
遠藤照明,2018,Q4,-67.08602840111809
遠藤照明,2019,Q1,85.93137620910684
遠藤照明,2019,Q2,35.947026878033945
遠藤照明,2019,Q3,23.06938752297591
遠藤照明,2019,Q4,38.915123738741094
遠藤照明,2020,Q1,25.593494921942266
遠藤照明,2020,Q2,37.117122756434846
遠藤照明,2020,Q3,10.639327484443585
遠藤照明,2020,Q4,49.4186782585808
酉島製作所,2018,Q1,8.432033243053212
酉島製作所,2018,Q2,4.8413784818457835
酉島製作所,2018,Q3,12.111696184025718
酉島製作所,2018,Q4,22.901669657449396
酉島製作所,2019,Q1,4.744702665123434
酉島製作所,2019,Q2,-3.9894837608935934
酉島製作所,2019,Q3,-8.966286389152671
酉島製作所,2019,Q4,12.946258893934228
酉島製作所,2020,Q1,8.154994651272922
酉島製作所,2020,Q2,-50.5457951713298
酉島製作所,2020,Q3,7.5848954621855285
酉島製作所,2020,Q4,95.25568703392484
野村マイクロ・サイエンス,2018,Q1,-9.99825521350837
野村マイクロ・サイエンス,2018,Q2,13.175082833022419
野村マイクロ・サイエンス,2018,Q3,24.602557508816638
野村マイクロ・サイエンス,2018,Q4,29.4984008367669
野村マイクロ・サイエンス,2019,Q1,-11.712644587625697
野村マイクロ・サイエンス,2019,Q2,3.5347172748954705
野村マイクロ・サイエンス,2019,Q3,33.773494697413184
野村マイクロ・サイエンス,2019,Q4,36.137917581664254
野村マイクロ・サイエンス,2020,Q1,1.2143432441275817
野村マイクロ・サイエンス,2020,Q2,25.554731508864492
野村マイクロ・サイエンス,2020,Q3,86.07393221079835
野村マイクロ・サイエンス,2020,Q4,61.990480382508196
野村不動産ホールディングス,2018,Q1,38.01535530485221
野村不動産ホールディングス,2018,Q2,62.89244329901315
野村不動産ホールディングス,2018,Q3,44.3756324753753
野村不動産ホールディングス,2018,Q4,94.2047938569249
野村不動産ホールディングス,2019,Q1,36.78476790570839
野村不動産ホールディングス,2019,Q2,45.24578203888614
野村不動産ホールディングス,2019,Q3,38.23899294067196
野村不動産ホールディングス,2019,Q4,128.25967095701634
野村不動産ホールディングス,2020,Q1,8.8903691210921
野村不動産ホールディングス,2020,Q2,44.07139122866631
野村不動産ホールディングス,2020,Q3,25.615673747544527
野村不動産ホールディングス,2020,Q4,155.51500622106494
鉄建建設,2018,Q1,188.93246269909778
鉄建建設,2018,Q2,67.25045922133883
鉄建建設,2018,Q3,191.14989048756732
鉄建建設,2018,Q4,100.29893458152455
鉄建建設,2019,Q1,70.9816770351311
鉄建建設,2019,Q2,27.660059737590146
鉄建建設,2019,Q3,121.45874014026975
鉄建建設,2019,Q4,96.82604820101213
鉄建建設,2020,Q1,6.1101608776367655
鉄建建設,2020,Q2,134.1264405059002
鉄建建設,2020,Q3,70.0284956233396
鉄建建設,2020,Q4,57.01566440898284
銭高組,2018,Q1,236.89763669061006
銭高組,2018,Q2,114.57596571979906
銭高組,2018,Q3,191.75745359397052
銭高組,2018,Q4,219.12270627987039
銭高組,2019,Q1,38.73090364853513
銭高組,2019,Q2,106.35998430962778
銭高組,2019,Q3,115.51150184269379
銭高組,2019,Q4,214.98146447134087
銭高組,2020,Q1,108.99547994062316
銭高組,2020,Q2,111.50602971779696
銭高組,2020,Q3,199.42752195404944
銭高組,2020,Q4,136.98458190171573
長瀬産業,2018,Q1,27.40927457180651
長瀬産業,2018,Q2,36.87759973109861
長瀬産業,2018,Q3,36.00353453217572
長瀬産業,2018,Q4,19.171431573272972
長瀬産業,2019,Q1,37.43153320296128
長瀬産業,2019,Q2,32.44753948601719
長瀬産業,2019,Q3,32.24742607124392
長瀬産業,2019,Q4,18.997166053581175
長瀬産業,2020,Q1,32.95374312666809
長瀬産業,2020,Q2,38.27624453875624
長瀬産業,2020,Q3,38.47509097876471
長瀬産業,2020,Q4,26.409578159950147
長谷工コーポレーション,2018,Q1,54.86745421915748
長谷工コーポレーション,2018,Q2,63.672333987893474
長谷工コーポレーション,2018,Q3,63.059193401812905
長谷工コーポレーション,2018,Q4,89.28311658235413
長谷工コーポレーション,2019,Q1,53.75819879013232
長谷工コーポレーション,2019,Q2,87.18615258680748
長谷工コーポレーション,2019,Q3,41.375209374768545
長谷工コーポレーション,2019,Q4,74.05993151081836
長谷工コーポレーション,2020,Q1,34.693352653911006
長谷工コーポレーション,2020,Q2,57.38768986907107
長谷工コーポレーション,2020,Q3,32.771496066294034
長谷工コーポレーション,2020,Q4,61.727664774576695
長野計器,2018,Q1,33.147606774458644
長野計器,2018,Q2,32.44370923413388
長野計器,2018,Q3,34.10959277609666
長野計器,2018,Q4,58.20836162445189
長野計器,2019,Q1,5.124539234089596
長野計器,2019,Q2,15.196783321948093
長野計器,2019,Q3,10.37778900310572
長野計器,2019,Q4,30.61073509603421
長野計器,2020,Q1,28.39749726725254
長野計器,2020,Q2,11.832216703836679
長野計器,2020,Q3,4.802570995732292
長野計器,2020,Q4,36.994438162559106
関東電化工業,2018,Q1,16.065376360459183
関東電化工業,2018,Q2,10.572524127828073
関東電化工業,2018,Q3,30.87545658352851
関東電化工業,2018,Q4,19.379412221847524
関東電化工業,2019,Q1,20.625608279355134
関東電化工業,2019,Q2,7.9525594157121375
関東電化工業,2019,Q3,26.194344046763472
関東電化工業,2019,Q4,27.9985325793107
関東電化工業,2020,Q1,17.190524535166382
関東電化工業,2020,Q2,18.37472574016856
関東電化工業,2020,Q3,19.622746457141922
関東電化工業,2020,Q4,20.825227258152033
関西スーパーマーケット,2018,Q1,5.6386841159605385
関西スーパーマーケット,2018,Q2,4.568646516438665
関西スーパーマーケット,2018,Q3,14.355157550059332
関西スーパーマーケット,2018,Q4,1.6062380806829637
関西スーパーマーケット,2019,Q1,6.053636152257861
関西スーパーマーケット,2019,Q2,6.726044588323517
関西スーパーマーケット,2019,Q3,14.543827798875338
関西スーパーマーケット,2019,Q4,2.0217185322891957
関西スーパーマーケット,2020,Q1,6.653005053183137
関西スーパーマーケット,2020,Q2,10.09005680721914
関西スーパーマーケット,2020,Q3,15.261309779838385
関西スーパーマーケット,2020,Q4,3.8811291045460443
関西ペイント,2018,Q1,2.794858186894711
関西ペイント,2018,Q2,21.852738451013806
関西ペイント,2018,Q3,23.80871524066333
関西ペイント,2018,Q4,10.859669892000547
関西ペイント,2019,Q1,16.926482771168683
関西ペイント,2019,Q2,28.421767748578503
関西ペイント,2019,Q3,18.86490849203174
関西ペイント,2019,Q4,3.570052342122172
関西ペイント,2020,Q1,17.326258818866407
関西ペイント,2020,Q2,21.26257254983184
関西ペイント,2020,Q3,23.852586889410954
関西ペイント,2020,Q4,10.245819608283899
関電工,2018,Q1,26.575113919506787
関電工,2018,Q2,19.13144131096625
関電工,2018,Q3,15.412493335170598
関電工,2018,Q4,34.23628204959974
関電工,2019,Q1,21.90450873126553
関電工,2019,Q2,24.349074590379583
関電工,2019,Q3,16.518115306604535
関電工,2019,Q4,36.21411013440443
関電工,2020,Q1,25.11202918640383
関電工,2020,Q2,24.80171698485607
関電工,2020,Q3,19.844561841763852
関電工,2020,Q4,39.304600607051675
阪和興業,2018,Q1,82.65932089503846
阪和興業,2018,Q2,65.94734740883938
阪和興業,2018,Q3,87.45530572547841
阪和興業,2018,Q4,138.50647951765896
阪和興業,2019,Q1,36.27408166928493
阪和興業,2019,Q2,72.5762038295526
阪和興業,2019,Q3,76.46761721201398
阪和興業,2019,Q4,87.46061803170417
阪和興業,2020,Q1,4.534875358801344
阪和興業,2020,Q2,-55.62139111850703
阪和興業,2020,Q3,154.29469483579868
阪和興業,2020,Q4,-969.3115533338089
電源開発,2018,Q1,105.03027767175499
電源開発,2018,Q2,79.19853279610297
電源開発,2018,Q3,77.86027602460689
電源開発,2018,Q4,-0.7112031773847178
電源開発,2019,Q1,116.57132024879505
電源開発,2019,Q2,64.86192003134241
電源開発,2019,Q3,91.47067858718
電源開発,2019,Q4,-6.386039236699851
電源開発,2020,Q1,100.62896290412034
電源開発,2020,Q2,60.94837809820897
電源開発,2020,Q3,73.51890849751446
電源開発,2020,Q4,-8.323793764987396
電算,2018,Q1,10.667177369699957
電算,2018,Q2,-16.353197253846425
電算,2018,Q3,10.636908640191638
電算,2018,Q4,98.6080288439993
電算,2019,Q1,-71.55360265844098
電算,2019,Q2,-28.10743779281112
電算,2019,Q3,-0.9466121627610775
電算,2019,Q4,1.9397595891909134
電算,2020,Q1,5.663360293533632
電算,2020,Q2,-6.135409612902182
電算,2020,Q3,0.5530331251863316
電算,2020,Q4,21.859088167371524
青山商事,2018,Q1,54.52708362718783
青山商事,2018,Q2,-20.320392075673908
青山商事,2018,Q3,57.1374171549437
青山商事,2018,Q4,109.39007728463581
青山商事,2019,Q1,31.17013768927527
青山商事,2019,Q2,-112.19631241848951
青山商事,2019,Q3,1.631064078411276
青山商事,2019,Q4,90.50595716445301
青山商事,2020,Q1,-309.3309574375854
青山商事,2020,Q2,-65.08334818163948
青山商事,2020,Q3,-77.97284549816678
青山商事,2020,Q4,-15.88010303661244
飛島建設,2018,Q1,5.330922561564147
飛島建設,2018,Q2,5.6668084852483736
飛島建設,2018,Q3,7.859903024194002
飛島建設,2018,Q4,-26.842450372744587
飛島建設,2019,Q1,38.69270190151608
飛島建設,2019,Q2,8.18455521393695
飛島建設,2019,Q3,102.68858525665004
飛島建設,2019,Q4,41.93380369752417
飛島建設,2020,Q1,44.315421736597415
飛島建設,2020,Q2,50.755309433609575
飛島建設,2020,Q3,51.024480158453144
飛島建設,2020,Q4,35.89065114093904
飯野海運,2018,Q1,12.683585340285543
飯野海運,2018,Q2,17.606187226736704
飯野海運,2018,Q3,10.46867012269872
飯野海運,2018,Q4,-2.639166460477644
飯野海運,2019,Q1,18.708572248288824
飯野海運,2019,Q2,4.0358410847769495
飯野海運,2019,Q3,8.78162164850921
飯野海運,2019,Q4,-2.1552547131215887
飯野海運,2020,Q1,23.603681873590094
飯野海運,2020,Q2,16.280152711380232
飯野海運,2020,Q3,8.027084532929466
飯野海運,2020,Q4,1.316836820606973
養命酒製造,2018,Q1,-10.290296941065687
養命酒製造,2018,Q2,-2.533228392920517
養命酒製造,2018,Q3,25.380074988517467
養命酒製造,2018,Q4,71.7114955033669
養命酒製造,2019,Q1,21.113733563632696
養命酒製造,2019,Q2,1.3941144645843488
養命酒製造,2019,Q3,25.05662428318452
養命酒製造,2019,Q4,35.70720294644835
養命酒製造,2020,Q1,20.88217674952882
養命酒製造,2020,Q2,7.971631225125563
養命酒製造,2020,Q3,22.361891293794205
養命酒製造,2020,Q4,21.261352975921127
高圧ガス工業,2018,Q1,10.454003116064225
高圧ガス工業,2018,Q2,15.063970664299159
高圧ガス工業,2018,Q3,18.450429121498416
高圧ガス工業,2018,Q4,9.654179271703681
高圧ガス工業,2019,Q1,15.976705555214368
高圧ガス工業,2019,Q2,14.120804570163978
高圧ガス工業,2019,Q3,19.784388008569884
高圧ガス工業,2019,Q4,10.290501814765921
高圧ガス工業,2020,Q1,17.05173016548534
高圧ガス工業,2020,Q2,14.353452534710454
高圧ガス工業,2020,Q3,18.883920108791617
高圧ガス工業,2020,Q4,12.16845302441994
高島,2018,Q1,102.50792388079411
高島,2018,Q2,59.82685757439472
高島,2018,Q3,172.8287005631381
高島,2018,Q4,61.52064515841465
高島,2019,Q1,0.689942885293064
高島,2019,Q2,42.68778451927169
高島,2019,Q3,12.9075071150734
高島,2019,Q4,66.47331791633609
高島,2020,Q1,69.63305629942593
高島,2020,Q2,42.97273528942718
高島,2020,Q3,59.77024396081393
高島,2020,Q4,58.70770099203024
高松コンストラクショングループ,2018,Q1,25.18161177727189
高松コンストラクショングループ,2018,Q2,49.73636386154675
高松コンストラクショングループ,2018,Q3,48.25603589585105
高松コンストラクショングループ,2018,Q4,58.730830303307
高松コンストラクショングループ,2019,Q1,20.34491850950822
高松コンストラクショングループ,2019,Q2,47.271074255779936
高松コンストラクショングループ,2019,Q3,44.51019468967266
高松コンストラクショングループ,2019,Q4,84.95000585292505
高松コンストラクショングループ,2020,Q1,16.151611320040526
高松コンストラクショングループ,2020,Q2,52.565864129757244
高松コンストラクショングループ,2020,Q3,62.921230176584956
高松コンストラクショングループ,2020,Q4,84.32041151260381
高田機工,2018,Q1,30.348732548922243
高田機工,2018,Q2,36.804564207364926
高田機工,2018,Q3,166.54666400624646
高田機工,2018,Q4,38.117325183354296
高田機工,2019,Q1,87.22617312996007
高田機工,2019,Q2,57.54683082194035
高田機工,2019,Q3,110.76391444018564
高田機工,2019,Q4,84.13161901896913
高田機工,2020,Q1,27.458715769483618
高田機工,2020,Q2,-29.95461678354036
高田機工,2020,Q3,127.94452875459437
高田機工,2020,Q4,67.98297698608039
高砂香料工業,2018,Q1,123.83279360704324
高砂香料工業,2018,Q2,82.14057086833434
高砂香料工業,2018,Q3,105.097112667635
高砂香料工業,2018,Q4,81.65639670140402
高砂香料工業,2019,Q1,28.93742901828068
高砂香料工業,2019,Q2,52.298502324522545
高砂香料工業,2019,Q3,51.899223745020805
高砂香料工業,2019,Q4,14.507606597652718
高砂香料工業,2020,Q1,62.47099336354217
高砂香料工業,2020,Q2,53.172994602013446
高砂香料工業,2020,Q3,94.89005991338927
高砂香料工業,2020,Q4,23.057953747009957
高速,2018,Q1,23.972490847008885
高速,2018,Q2,27.507520694253248
高速,2018,Q3,34.29626746268427
高速,2018,Q4,18.21397674021939
高速,2019,Q1,24.711632318690036
高速,2019,Q2,30.40446646225987
高速,2019,Q3,34.73632274773791
高速,2019,Q4,18.927678288373937
高速,2020,Q1,25.81553076529388
高速,2020,Q2,30.66808430906063
高速,2020,Q3,35.462597588245835
高速,2020,Q4,21.380358393424643
魚力,2018,Q1,-15.024843467368072
魚力,2018,Q2,4.188245946256691
魚力,2018,Q3,18.42631776469574
魚力,2018,Q4,-31.33310414268893
魚力,2019,Q1,20.93437960664506
魚力,2019,Q2,9.1501950122423
魚力,2019,Q3,24.729277458134508
魚力,2019,Q4,2.170123584731531
魚力,2020,Q1,18.04532250744724
魚力,2020,Q2,7.948433481575519
魚力,2020,Q3,26.298128582808616
魚力,2020,Q4,4.873455778710769
鶴見製作所,2018,Q1,22.21468065965425
鶴見製作所,2018,Q2,34.045675653383675
鶴見製作所,2018,Q3,39.64317800467146
鶴見製作所,2018,Q4,41.62781291656695
鶴見製作所,2019,Q1,39.36357844558846
鶴見製作所,2019,Q2,35.706816278980654
鶴見製作所,2019,Q3,28.477017258301792
鶴見製作所,2019,Q4,57.8203659960683
鶴見製作所,2020,Q1,34.5546342177786
鶴見製作所,2020,Q2,30.724635871472156
鶴見製作所,2020,Q3,38.20646904535007
鶴見製作所,2020,Q4,50.18623589496924
鹿島,2018,Q1,27.04169986109269
鹿島,2018,Q2,25.173318184897852
鹿島,2018,Q3,25.63375702037292
鹿島,2018,Q4,34.36733304076107
鹿島,2019,Q1,38.89019773326087
鹿島,2019,Q2,30.571435665065998
鹿島,2019,Q3,63.056348413596524
鹿島,2019,Q4,35.731232045487424
鹿島,2020,Q1,41.382409530975416
鹿島,2020,Q2,56.0416170274416
鹿島,2020,Q3,41.38618921453727
鹿島,2020,Q4,59.020811256322276
ＡＮＡホールディングス,2018,Q1,22.432908265853502
ＡＮＡホールディングス,2018,Q2,12.08704021016953
ＡＮＡホールディングス,2018,Q3,163.26456391647622
ＡＮＡホールディングス,2018,Q4,-31.25667932987543
ＡＮＡホールディングス,2019,Q1,41.8653942220618
ＡＮＡホールディングス,2019,Q2,115.83949478951385
ＡＮＡホールディングス,2019,Q3,93.74265991262936
ＡＮＡホールディングス,2019,Q4,2.7936632359709943
ＡＮＡホールディングス,2020,Q1,-2.7623314959687164
ＡＮＡホールディングス,2020,Q2,-245.3987751071789
ＡＮＡホールディングス,2020,Q3,-291.3456744194759
ＡＮＡホールディングス,2020,Q4,-582.000440634306
ＡＯＫＩホールディングス,2018,Q1,4.625952516850666
ＡＯＫＩホールディングス,2018,Q2,-3.9899237685026203
ＡＯＫＩホールディングス,2018,Q3,22.669207574326755
ＡＯＫＩホールディングス,2018,Q4,57.02223394955
ＡＯＫＩホールディングス,2019,Q1,-5.080622642836872
ＡＯＫＩホールディングス,2019,Q2,-8.400243445066849
ＡＯＫＩホールディングス,2019,Q3,15.93107491895476
ＡＯＫＩホールディングス,2019,Q4,44.37852346889419
ＡＯＫＩホールディングス,2020,Q1,-17.21133643463104
ＡＯＫＩホールディングス,2020,Q2,-62.49376155469156
ＡＯＫＩホールディングス,2020,Q3,-26.216011104999147
ＡＯＫＩホールディングス,2020,Q4,8.777128059719303
ＣＤＧ,2018,Q1,16.921283919753215
ＣＤＧ,2018,Q2,18.106406439674004
ＣＤＧ,2018,Q3,45.110565798645794
ＣＤＧ,2018,Q4,12.61668142477193
ＣＤＧ,2019,Q1,6.044890103065986
ＣＤＧ,2019,Q2,24.429866228920023
ＣＤＧ,2019,Q3,23.105687040644035
ＣＤＧ,2019,Q4,10.756022284497575
ＣＤＧ,2020,Q1,10.594988457522227
ＣＤＧ,2020,Q2,15.191684998700158
ＣＤＧ,2020,Q3,9.412053344609378
ＣＤＧ,2020,Q4,23.145046460682035
ＣＫサンエツ,2018,Q1,96.04540109546367
ＣＫサンエツ,2018,Q2,91.06903323270434
ＣＫサンエツ,2018,Q3,108.16735760644163
ＣＫサンエツ,2018,Q4,145.54357295244822
ＣＫサンエツ,2019,Q1,79.33184431138339
ＣＫサンエツ,2019,Q2,94.04188987566943
ＣＫサンエツ,2019,Q3,94.11572628570252
ＣＫサンエツ,2019,Q4,110.39999141140015
ＣＫサンエツ,2020,Q1,108.11253721603461
ＣＫサンエツ,2020,Q2,146.07622434121566
ＣＫサンエツ,2020,Q3,72.79165003896472
ＣＫサンエツ,2020,Q4,157.50479862649613
ＣＫＤ,2018,Q1,35.22116765688352
ＣＫＤ,2018,Q2,36.607696024931215
ＣＫＤ,2018,Q3,7.727927201027416
ＣＫＤ,2018,Q4,24.091915757353377
ＣＫＤ,2019,Q1,22.724952254961288
