,,SARIMA: BR,SARIMA: G,SARIMA: F
アイコム,MAE,20.640440504895096,15.582138747253879,21.661328433851804
アイコム,MAPE,0.7327200552881427,0.6603862765094031,0.7803764617711316
アイコム,MSE,0.7432140268099157,0.6652732737129651,1.0095303497835195
アイコム,RMSE,25.73244453088052,19.788466605556653,26.805228073758382
アイコム,RMSPE,0.8620986177984022,0.8156428591687449,1.0047538752269232
アイシン,MAE,116.84766130124609,102.68666377334124,128.35301175808516
アイシン,MAPE,0.9291611532578007,0.8458525489381136,0.9879596730609652
アイシン,MSE,1.6813856295323486,1.2319593003366107,1.6756801995600508
アイシン,RMSE,170.7758508974651,138.6277607038416,182.54535895827487
アイシン,RMSPE,1.2966825477087092,1.1099366199637755,1.2944806678973815
アイダエンジニアリング,MAE,7.638375617766634,6.097708892698743,7.382452707351625
アイダエンジニアリング,MAPE,1.5537109476873592,1.2765619412772742,1.4393005117988558
アイダエンジニアリング,MSE,9.707004175112859,6.754698266006066,8.05218144677348
アイダエンジニアリング,RMSE,9.014478826500088,7.647132426410783,8.703646337199343
アイダエンジニアリング,RMSPE,3.1156065501139354,2.598980235785964,2.837636595262593
アイチコーポレーション,MAE,5.794601192475734,6.326153256098402,6.195947315410617
アイチコーポレーション,MAPE,0.40142475968921204,0.44857109157313935,0.45652175063675277
アイチコーポレーション,MSE,0.26269617115260196,0.3170155754984096,0.3540355304511018
アイチコーポレーション,RMSE,6.666829030775206,7.056614271572058,6.994104297622052
アイチコーポレーション,RMSPE,0.5125389459861581,0.5630413621559339,0.5950088490527699
アイティフォー,MAE,2.5453618052199545,2.8742649410753565,2.176894632007624
アイティフォー,MAPE,0.2507938780698917,0.2829436572834073,0.21439048168587085
アイティフォー,MSE,0.09057782993155451,0.10186684391787615,0.06051959082055384
アイティフォー,RMSE,3.052896963840487,3.2307265936143748,2.535301982563672
アイティフォー,RMSPE,0.30096150905315866,0.3191658564412493,0.24600729830749704
アイティメディア,MAE,3.6103561668921085,3.3468470778966615,2.5907414105704354
アイティメディア,MAPE,0.36823920378471814,0.3402615091845327,0.3037859156086271
アイティメディア,MSE,0.18073935157624518,0.1450272577216792,0.1570523343075477
アイティメディア,RMSE,4.533555837887987,4.053793522970958,3.2463364271796893
アイティメディア,RMSPE,0.4251345099803651,0.3808244447533262,0.3962982895592002
アイネス,MAE,42.02166848924161,49.276046010632534,43.73664993769827
アイネス,MAPE,2.3337047509808495,2.771676117048518,2.43795728925914
アイネス,MSE,12.784167902639185,16.02033758083899,17.858304661560023
アイネス,RMSE,62.6710619884279,64.53390665160993,60.90567624588577
アイネス,RMSPE,3.5754954765233844,4.002541390271809,4.225908737959212
アイネット,MAE,5.68350753224082,5.947055706360355,5.826902277545767
アイネット,MAPE,0.6025945313414435,0.7669782448526682,0.6504154360048243
アイネット,MSE,2.518991362698739,4.641971514678558,3.2144564294017886
アイネット,RMSE,8.778079298329175,9.713345225193397,9.581364174959658
アイネット,RMSPE,1.587133063954859,2.154523500609487,1.7928905235406283
アイホン,MAE,16.546110617987907,17.19270996078831,20.999163325475262
アイホン,MAPE,0.5730021647044362,0.5672556604030297,0.847566447350539
アイホン,MSE,0.5688723584774171,0.5517287151975726,1.3709237400257626
アイホン,RMSE,21.18728860309982,23.425866025683607,23.784448631934985
アイホン,RMSPE,0.7542362749678758,0.7427844338686511,1.1708645267603603
アイロムグループ,MAE,31.731740734305593,31.849180909478353,33.97936926024992
アイロムグループ,MAPE,1.8169348353483301,1.7897171522184376,1.8532017006695616
アイロムグループ,MSE,5.588340945061364,6.046315227861322,5.3384046165128005
アイロムグループ,RMSE,40.11822349983727,40.84539536774567,42.12714636705031
アイロムグループ,RMSPE,2.3639672047347364,2.458925624711191,2.3104987808940303
アキレス,MAE,25.681737876540414,28.046658220504913,26.40213249096321
アキレス,MAPE,1.233511143452932,1.1601927949598811,1.1754250625470728
アキレス,MSE,4.423778771866196,2.919197660812634,3.031322975278584
アキレス,RMSE,35.32149132352375,38.59218485179912,34.34880775311875
アキレス,RMSPE,2.103278101408893,1.7085659661870343,1.741069491800538
アクシアル　リテイリング,MAE,21.37293872888397,18.54259108338132,16.28159553224813
アクシアル　リテイリング,MAPE,0.2829976627509578,0.25120024856888734,0.23776623171607383
アクシアル　リテイリング,MSE,0.12375691364724067,0.10059481501533529,0.1030774955990394
アクシアル　リテイリング,RMSE,28.07850697877969,23.495977200068427,21.10309591173894
アクシアル　リテイリング,RMSPE,0.3517910084798085,0.3171668567415821,0.32105684169479926
アクセル,MAE,38.393356684175835,38.51448497863922,41.1466079270588
アクセル,MAPE,9.886574384306176,11.966045432239532,10.26832228720963
アクセル,MSE,836.7215124809605,1346.237179081763,856.3305420043453
アクセル,RMSE,43.905239257423,50.28384961123278,47.59212624683035
アクセル,RMSPE,28.926138914154453,36.691104904074,29.2631259780008
アジアパイルホールディングス,MAE,7.659295782857257,7.705327353077663,7.9945533410675855
アジアパイルホールディングス,MAPE,0.4508638753753231,0.4547103350933052,0.5079894786045283
アジアパイルホールディングス,MSE,0.43741062614613924,0.47846759050401116,0.4806763699595982
アジアパイルホールディングス,RMSE,9.239531591129492,9.696173572813041,9.572292305275282
アジアパイルホールディングス,RMSPE,0.6613702640322887,0.6917135176530896,0.6933082791656235
アステラス製薬,MAE,8.420938786583267,9.672760711875746,10.516938814677443
アステラス製薬,MAPE,0.7982791359693066,0.860519959716293,0.7401427472894899
アステラス製薬,MSE,2.134335798468554,2.3629520660098975,1.3976800968089842
アステラス製薬,RMSE,10.173740748355154,11.490832173858315,12.026470024846285
アステラス製薬,RMSPE,1.4609366168552809,1.5371896649437562,1.1822352121337718
アズビル,MAE,15.00738803597342,12.038903938767724,17.904050833362312
アズビル,MAPE,0.5341130546434516,0.32655974078584354,0.6172659311137737
アズビル,MSE,0.5994005840749371,0.22314598325890375,0.6624917658947677
アズビル,RMSE,20.2253337780812,20.184551135427217,22.731426345561825
アズビル,RMSPE,0.7742096512411462,0.4723833012066618,0.8139359716186327
アズワン,MAE,11.949368831105003,11.626863547037374,12.028430119770064
アズワン,MAPE,0.14529163985985938,0.1450271454982445,0.15388946007429186
アズワン,MSE,0.028762108196106587,0.02686894214976864,0.03467409210145784
アズワン,RMSE,15.292586538961451,14.079982011451893,14.985028825558635
アズワン,RMSPE,0.16959395094196783,0.1639174857962647,0.186209806673703
アツギ,MAE,146.8622090550675,131.3782523383884,124.22191386808463
アツギ,MAPE,5.165726044832571,4.870410595725023,3.7361370405453678
アツギ,MSE,136.25815731720053,112.33291827406232,45.06347490748758
アツギ,RMSE,227.20845763307855,207.69115929120423,177.50964110642792
アツギ,RMSPE,11.672966945776919,10.598722483113818,6.712933405560313
アドウェイズ,MAE,116.89735783035314,5.265909264551166,239.5904376364783
アドウェイズ,MAPE,64.20743005362178,0.9572967502337916,76.41495374706143
アドウェイズ,MSE,20043.285896400128,1.6770115223069295,16543.388454599208
アドウェイズ,RMSE,238.58144756046025,6.619234021105176,292.60060399632897
アドウェイズ,RMSPE,141.57431227592147,1.2949947962470465,128.62110423487744
アドソル日進,MAE,4.13828935483506,3.644664482176646,2.505314788012228
アドソル日進,MAPE,0.1856430901931649,0.1682727228856777,0.11787675231380368
アドソル日進,MSE,0.05671823437876666,0.03513253715529315,0.020845814905269284
アドソル日進,RMSE,5.336256650275033,4.056485298891841,3.026861852124345
アドソル日進,RMSPE,0.23815590351441357,0.18743675508099567,0.1443807982567948
アドバネクス,MAE,53.85152612031155,56.12581835301347,76.37497600510024
アドバネクス,MAPE,4.809530990344708,6.43774524512725,9.681829243551062
アドバネクス,MSE,96.387260916183,190.54940968821643,562.7160449911197
アドバネクス,RMSE,88.88267980602161,95.107377112448,133.28459028217665
アドバネクス,RMSPE,9.817701406957893,13.803963549945227,23.721636642338144
アドバンテスト,MAE,33.69390068505434,34.73311649922833,26.60438053126056
アドバンテスト,MAPE,0.4132555463970396,0.4241792921186094,0.36983470421470604
アドバンテスト,MSE,0.2125031565818937,0.2566882883460691,0.3250363966786665
アドバンテスト,RMSE,41.975176670347345,44.83966493059175,37.17001637225487
アドバンテスト,RMSPE,0.4609806466457065,0.5066441437005554,0.5701196336547852
アドヴァングループ,MAE,12.112937424941935,14.114320264324382,11.78065366931171
アドヴァングループ,MAPE,0.9299156891414143,1.0230017640837523,0.9322877695280103
アドヴァングループ,MSE,2.355003441914316,2.733899182903912,2.6346851006727277
アドヴァングループ,RMSE,14.39470274042959,17.571699713414677,14.600147452078144
アドヴァングループ,RMSPE,1.5346020467581543,1.6534506895894756,1.623171309712172
アネスト岩田,MAE,4.057111656381141,4.294627595215722,3.791750878149662
アネスト岩田,MAPE,0.2573751207430232,0.2757167053258521,0.26155774150161126
アネスト岩田,MSE,0.09702789059039223,0.1054783270830052,0.1164535729260095
アネスト岩田,RMSE,4.664553748716829,4.848988365904323,4.5930450121446835
アネスト岩田,RMSPE,0.3114930024742004,0.32477427096832223,0.34125294566642134
アマダ,MAE,7.96536093426451,8.14756842864286,7.965435273692036
アマダ,MAPE,0.5094026989241651,0.5192967715992051,0.5607120282591317
アマダ,MSE,0.3739413110542949,0.3984098994718827,0.4056810708568741
アマダ,RMSE,9.53639109732211,9.921252067083476,8.478781060102369
アマダ,RMSPE,0.6115074088302569,0.6311971953929157,0.6369309780948593
アマノ,MAE,7.15793186671668,7.819233629848237,7.103160677821677
アマノ,MAPE,0.41517168112674213,0.47073957329469107,0.5386431375250561
アマノ,MSE,0.5614431780675291,0.7525124885589317,1.1382975224156116
アマノ,RMSE,8.571749055012392,9.221829363440246,9.030928153723165
アマノ,RMSPE,0.7492951208085697,0.8674747769007072,1.0669102691490093
アミューズ,MAE,31.624127032191097,46.39117957410165,35.19388683391076
アミューズ,MAPE,0.8091875457237706,1.140550671855526,0.7628905221066763
アミューズ,MSE,1.0933096109067195,1.927481466430094,1.0354561141436534
アミューズ,RMSE,35.39101046068987,50.02252032449385,41.265673428395544
アミューズ,RMSPE,1.0456144657122526,1.3883376629732747,1.0175736406489966
アリアケジャパン,MAE,108.21454531904031,108.05909952056031,69.35399541648576
アリアケジャパン,MAPE,1.4010977338457933,1.4255657266352044,0.8160031120989037
アリアケジャパン,MSE,8.057003285830614,7.313640987468826,1.5481410706815073
アリアケジャパン,RMSE,198.76597138079993,190.55958290067875,117.19161779517513
アリアケジャパン,RMSPE,2.8384860904768607,2.70437441702676,1.2442431718444378
アルインコ,MAE,8.612710423921657,10.451952653015686,9.425303598134372
アルインコ,MAPE,0.6202716811079324,0.7588323537652685,0.6964370589299148
アルインコ,MSE,1.093954006369619,1.6200328436038725,1.4218971613282738
アルインコ,RMSE,10.79468499517919,14.423554940005982,12.114679847495717
アルインコ,RMSPE,1.0459225623198014,1.2728051082565124,1.1924332942887303
アルコニックス,MAE,24.352930557446765,19.63966856897073,17.175812903657
アルコニックス,MAPE,0.8345126929802688,0.63152730175002,0.52700569797222
アルコニックス,MSE,0.94130943363187,0.5511328583879422,0.46046287867332764
アルコニックス,RMSE,27.994634256608983,23.0955162766164,21.857173056556693
アルコニックス,RMSPE,0.9702110253093756,0.7423832287895129,0.6785741511974411
アルゴグラフィックス,MAE,17.29474749587887,19.375338443694712,17.893629972477544
アルゴグラフィックス,MAPE,0.3096747300803251,0.35078999524918686,0.3212271236479101
アルゴグラフィックス,MSE,0.143429799739525,0.17139365631731204,0.16161251316057
アルゴグラフィックス,RMSE,21.206930326018174,22.51382153205987,21.852861582696974
アルゴグラフィックス,RMSPE,0.37872126919348614,0.4139971694556764,0.4020105883687269
アルビス,MAE,15.90001851379988,22.97357080840357,17.52798840644689
アルビス,MAPE,1.0440131114435987,1.2390826937672597,1.2125353478301912
アルビス,MSE,4.3990544311296915,5.0744201019860276,6.018418408718269
アルビス,RMSE,20.469406884294827,28.316013182087925,22.8974772521306
アルビス,RMSPE,2.097392293093901,2.2526473541116077,2.453246503863456
アルファ,MAE,61.322173967054276,98.51419924799809,69.57339481191461
アルファ,MAPE,0.8192286911041385,1.5264515744886982,1.1379291868856098
アルファ,MSE,1.2029361006599115,3.6538007676955826,2.7297387293688122
アルファ,RMSE,95.72979274449015,141.36909600762087,108.05050602139171
アルファ,RMSPE,1.0967844367330855,1.9114917650085712,1.6521920982043257
アルファシステムズ,MAE,6.852221640093883,7.02714469083903,5.493632904285995
アルファシステムズ,MAPE,0.1788368133427561,0.19180767166489232,0.1458110198235325
アルファシステムズ,MSE,0.04250685414061705,0.048926655110010486,0.031035056280308476
アルファシステムズ,RMSE,8.024028337638937,7.83558198139794,6.7099090755358795
アルファシステムズ,RMSPE,0.20617190434347996,0.22119370495113663,0.1761676936339591
アルフレッサ　ホールディングス,MAE,17.081160574519306,18.56038360990191,14.528733148251304
アルフレッサ　ホールディングス,MAPE,0.4378217125723968,0.48454156735767145,0.34614426290515365
アルフレッサ　ホールディングス,MSE,0.24110424054998447,0.3647615723180751,0.16412642924583337
アルフレッサ　ホールディングス,RMSE,19.06183508250586,22.68745583038813,17.178628486478853
アルフレッサ　ホールディングス,RMSPE,0.491023665977501,0.6039549422912898,0.40512520193865176
アルプスアルパイン,MAE,20.66204332700637,23.17343223121215,18.47490651199612
アルプスアルパイン,MAPE,4.631724280213628,4.274957759946245,2.31719239329784
アルプスアルパイン,MSE,103.25247327889072,74.57345555913915,18.20768915112073
アルプスアルパイン,RMSE,24.959879660179727,27.194435227667014,24.503446126203293
アルプスアルパイン,RMSPE,10.161322417819973,8.63559236874571,4.26704688878863
アルプス物流,MAE,5.3332103879309125,4.480191390152661,4.795894436118718
アルプス物流,MAPE,0.32101772064139494,0.24743043046692426,0.2571765672208694
アルプス物流,MSE,0.15067048900922436,0.09593049075691217,0.08667065233300882
アルプス物流,RMSE,6.20470814372377,6.293715736612861,6.1348889840423535
アルプス物流,RMSPE,0.38816296707597486,0.3097264773262243,0.29439879811746655
アンリツ,MAE,7.852237219580019,7.30351560043135,5.811726209988028
アンリツ,MAPE,0.36341736690473536,0.3643426803811498,0.2619365681669478
アンリツ,MSE,0.20574829942645897,0.2282630634648347,0.1441800059332148
アンリツ,RMSE,9.394800464678903,8.872356290308943,7.421227883679394
アンリツ,RMSPE,0.45359486265439447,0.4777688389428874,0.3797104237879371
アートネイチャー,MAE,17.86245094098607,20.63783135301388,19.898896417853916
アートネイチャー,MAPE,1.2033098012752326,1.263008586909784,1.0494145254357221
アートネイチャー,MSE,4.190239434166275,2.783173607740135,1.7729767241250736
アートネイチャー,RMSE,23.893606593030494,26.541349409446394,26.200668537376245
アートネイチャー,RMSPE,2.047007433832685,1.668284630313465,1.331531721035993
アーレスティ,MAE,42.66027154652121,48.31948813399288,44.779996786450674
アーレスティ,MAPE,1.5601306084883593,3.2852697490295184,1.674966382430317
アーレスティ,MSE,3.853283468367534,46.83137156837904,4.108314383728772
アーレスティ,RMSE,58.52184923236918,62.90399308094073,59.80455529402815
アーレスティ,RMSPE,1.9629782139309477,6.843345056942478,2.0268977240425263
イエローハット,MAE,23.10094770150431,22.313763146501582,23.087557728797734
イエローハット,MAPE,1.4359807030413168,1.291573519682528,1.18577661779425
イエローハット,MSE,10.208418872479358,10.957584951213844,7.753517435758117
イエローハット,RMSE,32.227751313036684,34.355021436327114,31.840175102676724
イエローハット,RMSPE,3.1950616382910924,3.310224305272053,2.78451385986102
イソライト工業,MAE,8.351751336601982,8.978586672066994,8.819832549848277
イソライト工業,MAPE,0.785291374222743,0.818960204533879,0.831779974024423
イソライト工業,MSE,2.383705147014448,2.139918826311273,2.8694842863008554
イソライト工業,RMSE,11.743311712734243,11.707467528984651,12.241190691409974
イソライト工業,RMSPE,1.5439252400989008,1.4628461389740457,1.693955219685826
イチカワ,MAE,15.62366135599108,14.285417691115072,15.59925977531715
イチカワ,MAPE,1.3758410341466518,1.4787650250766895,1.51845253517788
イチカワ,MSE,7.3221104827618,10.6532894399844,10.284084636408496
イチカワ,RMSE,21.474281631609202,19.138997961655562,21.491652677112643
イチカワ,RMSPE,2.7059398520221767,3.2639377199916666,3.206880826661399
イチケン,MAE,45.50309588569012,50.02414507498605,45.76726027140219
イチケン,MAPE,0.6237817971503826,0.6241213794201398,0.7326282718144707
イチケン,MSE,0.9176468359529223,0.7615880620425214,1.5958999910677807
イチケン,RMSE,57.10645193352798,61.41787255449623,56.3740978632655
イチケン,RMSPE,0.957938847710501,0.8726901294517553,1.2632893536588443
イチネンホールディングス,MAE,18.44117601846198,18.7095215362759,16.559034707328944
イチネンホールディングス,MAPE,0.92277379131529,0.8370220697999251,0.9008155937511358
イチネンホールディングス,MSE,5.762270128257186,4.2341107354982706,5.789350987089097
イチネンホールディングス,RMSE,27.01576157851274,27.253040907199804,25.10289907895786
イチネンホールディングス,RMSPE,2.400472896797043,2.0576954914414016,2.4061070190432297
イノテック,MAE,14.089596306013666,16.01614036601662,14.482391061305362
イノテック,MAPE,2.7228597336460942,3.322181321090263,4.972001134305561
イノテック,MSE,64.05448784727703,86.16683954664569,234.3060506082977
イノテック,RMSE,18.869669396596567,18.615545288610434,17.617079237162706
イノテック,RMSPE,8.003404765927876,9.282609522469729,15.30705884905058
イビデン,MAE,24.828807565426036,26.495102589363494,24.58586810781463
イビデン,MAPE,0.8321965585069977,0.9411368465260699,0.8538215398627891
イビデン,MSE,1.2148911078984288,1.4093804619165529,1.1792343914237569
イビデン,RMSE,33.90263488189304,34.109100526083054,33.319563587891935
イビデン,RMSPE,1.102220988685313,1.1871733074478017,1.0859255920291024
イフジ産業,MAE,3.7270334067637614,3.975973750124448,4.099183414570686
イフジ産業,MAPE,0.17458522803092827,0.19023467372827818,0.21928782658717183
イフジ産業,MSE,0.04643571520253434,0.047856373679650434,0.08303121077243027
イフジ産業,RMSE,4.945950431949214,4.954679101236,5.28581653511714
イフジ産業,RMSPE,0.21548947817128877,0.21876099670565233,0.2881513678128741
イリソ電子工業,MAE,19.90244181776156,22.41057760700274,21.459637482585066
イリソ電子工業,MAPE,1.1797055613259906,1.2024171529243701,1.0963944455462262
イリソ電子工業,MSE,4.713541211321609,4.380326513959326,3.372890218031836
イリソ電子工業,RMSE,27.271216141396152,29.332298850376826,27.39099837820079
イリソ電子工業,RMSPE,2.1710691401522912,2.092922959394188,1.8365430074005444
インターネットイニシアティブ,MAE,48.47997582517089,9.660053310051268,137.4524151925464
インターネットイニシアティブ,MAPE,1.8225868330805177,0.36203318184553823,6.387431730459867
インターネットイニシアティブ,MSE,5.910362310267676,0.2555925747250253,96.8901403492149
インターネットイニシアティブ,RMSE,68.52026005274033,11.718626960648326,188.8642820985274
インターネットイニシアティブ,RMSPE,2.4311236723514655,0.5055616428537921,9.843278942974994
インフォコム,MAE,8.506156623254945,8.48379116179177,53.68808409449644
インフォコム,MAPE,0.2675489558631854,0.2632854388683517,1.8322380993476672
インフォコム,MSE,0.11070616791521071,0.10827225748944441,11.86217653216371
インフォコム,RMSE,11.51819351950094,11.673568466180733,104.14897650843649
インフォコム,RMSPE,0.33272536409959896,0.32904750035434766,3.4441510611707655
インプレスホールディングス,MAE,3.306467080931626,4.301995664062477,3.3540623875182707
インプレスホールディングス,MAPE,0.35706019422295987,0.6169238335738451,0.5369367656291455
インプレスホールディングス,MSE,0.2291304176780764,0.6838642055275463,0.8518712538276426
インプレスホールディングス,RMSE,4.075970218173322,4.9011798435489125,4.125484555703928
インプレスホールディングス,RMSPE,0.4786756915470812,0.8269608246631435,0.9229687176863811
イーグル工業,MAE,25.48387911427794,29.379422559195024,25.283590472174634
イーグル工業,MAPE,2.6422351095351053,1.7588801226819026,2.7483360931553675
イーグル工業,MSE,45.02874273484063,8.706916579319184,43.59100376410577
イーグル工業,RMSE,34.26647333417286,37.73619722243111,32.49188985244046
イーグル工業,RMSPE,6.710345947478463,2.950748477813584,6.602348352223304
ウシオ電機,MAE,14.670177614918872,21.38513822913121,15.7792048900588
ウシオ電機,MAPE,2.3802040719181146,4.459600094659012,2.7413856809138504
ウシオ電機,MSE,16.472032574817533,109.4582297793116,27.796498112393436
ウシオ電機,RMSE,17.802666791616236,25.415597701107732,17.838311446033508
ウシオ電機,RMSPE,4.058575190238261,10.46222871950865,5.272238434706215
ウッドワン,MAE,19.56137660359431,16.44052159808112,18.362654194724875
ウッドワン,MAPE,1.0048300703830273,1.0111699914445833,2.138971786821497
ウッドワン,MSE,1.3205403929027841,1.77203648035968,19.656342886419228
ウッドワン,RMSE,22.591455900145636,22.445809852533884,23.450045295440386
ウッドワン,RMSPE,1.1491476810674877,1.3311786057324089,4.433547438160466
エア・ウォーター,MAE,7.302035315491422,6.809698355830908,6.016037412089868
エア・ウォーター,MAPE,0.22497761712516265,0.21941896532050417,0.20640816973398587
エア・ウォーター,MSE,0.09098934151349967,0.10802136755567267,0.12291536019411482
エア・ウォーター,RMSE,9.224756178982089,8.774039543694547,8.678012067244905
エア・ウォーター,RMSPE,0.3016443957932911,0.32866604259593457,0.3505928695711235
エイチワン,MAE,34.73101903505949,39.19628740835455,35.39508702979929
エイチワン,MAPE,0.9662844371689189,0.874651613874892,0.9236018075853422
エイチワン,MSE,1.457340143749941,1.226421873986282,1.4256140893358127
エイチワン,RMSE,44.579580163977816,50.82848381258297,48.583738515177096
エイチワン,RMSPE,1.2072034392553481,1.1074393319664433,1.1939908246447344
エイチ・ツー・オー　リテイリン,MAE,31.205193431434125,31.20022852778884,28.515396673953017
エイチ・ツー・オー　リテイリン,MAPE,4.428022185063274,4.154286395137121,4.119536137409554
エイチ・ツー・オー　リテイリン,MSE,63.29007078237425,62.41264410812402,55.40395108492033
エイチ・ツー・オー　リテイリン,RMSE,41.38277905267598,40.82172406819126,36.42475265720981
エイチ・ツー・オー　リテイリン,RMSPE,7.955505689921556,7.900167346842978,7.443383040319794
エイベックス,MAE,63.94818703892819,66.50703032490038,58.79166280228143
エイベックス,MAPE,2.9180239041583476,2.0037427745354046,2.1549730638201283
エイベックス,MSE,34.23703949275156,7.397303220316765,20.337192207411572
エイベックス,RMSE,124.92220451020633,131.44054672186144,123.43101279171083
エイベックス,RMSPE,5.85124255972623,2.7197983786149966,4.509677616793863
エクセディ,MAE,26.010188860367453,20.984739079526523,32.46708639347628
エクセディ,MAPE,0.7258539013514255,0.5336069090879404,0.8389406863362011
エクセディ,MSE,1.1399177418636817,0.8677025017358552,1.3698911683903472
