企業名,会計年度,四半期,y_hat_ul2_i_tuned_simple,best_hyparam
かどや製油,2019,Q2,86.08961675198644,[1000]
かどや製油,2019,Q3,80.39658250005925,[1000]
かどや製油,2019,Q4,43.33183045629023,[1000]
かどや製油,2020,Q1,72.13892616092075,[1000]
かどや製油,2020,Q2,68.4254013388061,[1000]
かどや製油,2020,Q3,64.81798613436274,[1000]
かどや製油,2020,Q4,58.076963182159666,[1000]
きんでん,2018,Q1,11.079958612082553,[0.001]
きんでん,2018,Q2,26.52447239859567,[0.001]
きんでん,2018,Q3,34.55147324555607,[0.001]
きんでん,2018,Q4,78.63553186473358,[0.001]
きんでん,2019,Q1,9.918958408795044,[0.001]
きんでん,2019,Q2,29.926619728541898,[0.001]
きんでん,2019,Q3,33.347804408875135,[0.001]
きんでん,2019,Q4,69.95598200340565,[0.001]
きんでん,2020,Q1,17.969839611917187,[0.001]
きんでん,2020,Q2,34.68480324977463,[0.001]
きんでん,2020,Q3,43.033428092168805,[0.001]
きんでん,2020,Q4,64.5882757015091,[0.001]
さくらインターネット,2018,Q1,186.05473914769325,[0.001]
さくらインターネット,2018,Q2,167.46592183152978,[0.001]
さくらインターネット,2018,Q3,213.58263055107423,[0.001]
さくらインターネット,2018,Q4,109.7803642176646,[0.001]
さくらインターネット,2019,Q1,2.2338493649052915,[0.001]
さくらインターネット,2019,Q2,24.653323605468493,[0.001]
さくらインターネット,2019,Q3,9.626386370180619,[0.001]
さくらインターネット,2019,Q4,3.080250927964205,[0.001]
さくらインターネット,2020,Q1,32.03809616181296,[0.001]
さくらインターネット,2020,Q2,12.543346798105352,[0.001]
さくらインターネット,2020,Q3,6.136334421639134,[0.001]
さくらインターネット,2020,Q4,5.293587653673383,[0.001]
たけびし,2018,Q1,42.83195937153438,[1000]
たけびし,2018,Q2,42.53640608651827,[1000]
たけびし,2018,Q3,43.8411266373994,[1000]
たけびし,2018,Q4,49.00334757259125,[1000]
たけびし,2019,Q1,49.14056053698948,[1000]
たけびし,2019,Q2,36.629599720089445,[1000]
たけびし,2019,Q3,40.75853398131822,[1000]
たけびし,2019,Q4,33.008444698198616,[1000]
たけびし,2020,Q1,25.842302931652576,[1000]
たけびし,2020,Q2,26.85327340634073,[1000]
たけびし,2020,Q3,25.581419637338897,[1000]
たけびし,2020,Q4,24.491271000105446,[1000]
なとり,2018,Q1,27.432317822866423,[1000]
なとり,2018,Q2,9.170599798771168,[1000]
なとり,2018,Q3,45.883878431496825,[1000]
なとり,2018,Q4,-15.386600142472766,[1000]
なとり,2019,Q1,23.11672234686087,[1000]
なとり,2019,Q2,19.32113842672249,[1000]
なとり,2019,Q3,61.27373073043074,[1000]
なとり,2019,Q4,-18.376123834323238,[1000]
なとり,2020,Q1,13.526500856229129,[1000]
なとり,2020,Q2,19.36615837546939,[1000]
なとり,2020,Q3,50.80615686954936,[1000]
なとり,2020,Q4,-17.51489714431826,[1000]
はせがわ,2018,Q1,-4.299575538493955,[1000]
はせがわ,2018,Q2,23.09863340214899,[1000]
はせがわ,2018,Q3,-0.7309742802511803,[1000]
はせがわ,2018,Q4,16.585418762101163,[1000]
はせがわ,2019,Q1,0.24869009321295277,[1000]
はせがわ,2019,Q2,19.328505647297,[1000]
はせがわ,2019,Q3,-3.8561796270131685,[1000]
はせがわ,2019,Q4,5.357380848681263,[1000]
はせがわ,2020,Q1,-25.9637127257719,[1000]
はせがわ,2020,Q2,5.779620185797491,[1000]
はせがわ,2020,Q3,-23.60408486332429,[1000]
はせがわ,2020,Q4,-20.412164028250487,[1000]
はるやまホールディングス,2018,Q1,11.918039246310645,[1000]
はるやまホールディングス,2018,Q2,-17.394537378227007,[1000]
はるやまホールディングス,2018,Q3,33.50432812377413,[1000]
はるやまホールディングス,2018,Q4,61.476838163846146,[1000]
はるやまホールディングス,2019,Q1,-12.58881478725775,[1000]
はるやまホールディングス,2019,Q2,-26.71462677852784,[1000]
はるやまホールディングス,2019,Q3,21.62488624333222,[1000]
はるやまホールディングス,2019,Q4,33.90264217293398,[1000]
はるやまホールディングス,2020,Q1,1.3048257950093767,[1000]
はるやまホールディングス,2020,Q2,-33.05701455289039,[1000]
はるやまホールディングス,2020,Q3,41.96479854952703,[1000]
はるやまホールディングス,2020,Q4,1.9751912334313744,[1000]
ぴあ,2018,Q1,12.873954786564868,[1000]
ぴあ,2018,Q2,20.115437750468733,[1000]
ぴあ,2018,Q3,9.316118380415526,[1000]
ぴあ,2018,Q4,15.256680881555631,[1000]
ぴあ,2019,Q1,19.155177543182127,[1000]
ぴあ,2019,Q2,12.443566638241967,[1000]
ぴあ,2019,Q3,15.002800769089545,[1000]
ぴあ,2019,Q4,8.696491111641981,[1000]
ぴあ,2020,Q1,6.699572798535275,[1000]
ぴあ,2020,Q2,-161.86588833930003,[1000]
ぴあ,2020,Q3,-89.71373290527652,[1000]
ぴあ,2020,Q4,-22.3882694424373,[1000]
やまや,2018,Q1,56.57158654058357,[1000]
やまや,2018,Q2,68.1959114529333,[1000]
やまや,2018,Q3,113.26069662174112,[1000]
やまや,2018,Q4,54.472553741482606,[1000]
やまや,2019,Q1,73.59328911064868,[1000]
やまや,2019,Q2,46.977076999588306,[1000]
やまや,2019,Q3,119.8404404070532,[1000]
やまや,2019,Q4,36.95648675064791,[1000]
やまや,2020,Q1,88.42591899991874,[1000]
やまや,2020,Q2,62.719396938338825,[1000]
やまや,2020,Q3,81.22733448214319,[1000]
やまや,2020,Q4,-564.6689690904432,[1000]
りらいあコミュニケーションズ,2018,Q1,12.283472957526085,[1000]
りらいあコミュニケーションズ,2018,Q2,10.387308954306182,[1000]
りらいあコミュニケーションズ,2018,Q3,12.947591067346643,[1000]
りらいあコミュニケーションズ,2018,Q4,12.114672410857045,[1000]
りらいあコミュニケーションズ,2019,Q1,-71.63605079039665,[1000]
りらいあコミュニケーションズ,2019,Q2,-23.96876557725129,[1000]
りらいあコミュニケーションズ,2019,Q3,-58.09800568420809,[1000]
りらいあコミュニケーションズ,2019,Q4,-64.24135291573606,[1000]
りらいあコミュニケーションズ,2020,Q1,15.77729910939046,[1000]
りらいあコミュニケーションズ,2020,Q2,13.596248110721264,[1000]
りらいあコミュニケーションズ,2020,Q3,10.705921529144033,[1000]
りらいあコミュニケーションズ,2020,Q4,8.826348895578178,[1000]
わかもと製薬,2018,Q1,0.7428938810556148,[1000]
わかもと製薬,2018,Q2,0.1035420422613304,[1000]
わかもと製薬,2018,Q3,0.7539340866087962,[1000]
わかもと製薬,2018,Q4,1.216382098638738,[1000]
わかもと製薬,2019,Q1,1.0711624110345306,[1000]
わかもと製薬,2019,Q2,-0.546299758369735,[1000]
わかもと製薬,2019,Q3,-7.410938217413543,[1000]
わかもと製薬,2019,Q4,-9.723039472979869,[1000]
わかもと製薬,2020,Q1,2.5511881990707423,[1000]
わかもと製薬,2020,Q2,-8.842027698923063,[1000]
わかもと製薬,2020,Q3,-1.6294699868874052,[1000]
わかもと製薬,2020,Q4,-3.8095830361714498,[1000]
アイカ工業,2018,Q1,44.47115106699691,[1000]
アイカ工業,2018,Q2,47.92229535678482,[1000]
アイカ工業,2018,Q3,48.704071115112455,[1000]
アイカ工業,2018,Q4,47.85957848976985,[1000]
アイカ工業,2019,Q1,49.99167431193568,[1000]
アイカ工業,2019,Q2,51.42221576777096,[1000]
アイカ工業,2019,Q3,54.17485841727532,[1000]
アイカ工業,2019,Q4,55.78545972545625,[1000]
アイカ工業,2020,Q1,47.663472776054334,[1000]
アイカ工業,2020,Q2,45.34728794039566,[1000]
アイカ工業,2020,Q3,42.90745033502991,[1000]
アイカ工業,2020,Q4,43.11433650365352,[1000]
アイコム,2018,Q1,5.0026738043440915,[0.001]
アイコム,2018,Q2,6.030685549524228,[0.001]
アイコム,2018,Q3,14.39369920723798,[0.001]
アイコム,2018,Q4,34.847407314737865,[0.001]
アイコム,2019,Q1,24.716555232152565,[0.001]
アイコム,2019,Q2,12.379187904390347,[0.001]
アイコム,2019,Q3,25.70364597422236,[0.001]
アイコム,2019,Q4,65.22693213401371,[0.001]
アイコム,2020,Q1,22.296996803782992,[0.001]
アイコム,2020,Q2,18.21253215306289,[0.001]
アイコム,2020,Q3,21.26115726902366,[0.001]
アイコム,2020,Q4,75.54595474702447,[0.001]
アイシン,2018,Q1,126.5497051649995,[1000]
アイシン,2018,Q2,113.51190952491669,[1000]
アイシン,2018,Q3,90.83437677104403,[1000]
アイシン,2018,Q4,82.89260657661086,[1000]
アイシン,2019,Q1,105.44141716435907,[1000]
アイシン,2019,Q2,81.07790553721985,[1000]
アイシン,2019,Q3,63.32673403914369,[1000]
アイシン,2019,Q4,78.67670929630687,[1000]
アイシン,2020,Q1,4.973709814103133,[1000]
アイシン,2020,Q2,-151.6797044062938,[1000]
アイシン,2020,Q3,133.99610754436492,[1000]
アイシン,2020,Q4,65.0581412090503,[1000]
アイダエンジニアリング,2018,Q1,15.626474187641794,[0.001]
アイダエンジニアリング,2018,Q2,25.925417978065823,[0.001]
アイダエンジニアリング,2018,Q3,16.597301018151125,[0.001]
アイダエンジニアリング,2018,Q4,10.576723328945363,[0.001]
アイダエンジニアリング,2019,Q1,18.35328957901918,[0.001]
アイダエンジニアリング,2019,Q2,19.215894169625464,[0.001]
アイダエンジニアリング,2019,Q3,20.34640085555631,[0.001]
アイダエンジニアリング,2019,Q4,21.22716117763766,[0.001]
アイダエンジニアリング,2020,Q1,17.670478117437558,[0.001]
アイダエンジニアリング,2020,Q2,21.596209253105087,[0.001]
アイダエンジニアリング,2020,Q3,14.381721160208429,[0.001]
アイダエンジニアリング,2020,Q4,18.017036327270198,[0.001]
アイチコーポレーション,2018,Q1,13.513653468692404,[1000]
アイチコーポレーション,2018,Q2,22.185424940920996,[1000]
アイチコーポレーション,2018,Q3,12.890633764768877,[1000]
アイチコーポレーション,2018,Q4,19.799543921345435,[1000]
アイチコーポレーション,2019,Q1,12.478760287807269,[1000]
アイチコーポレーション,2019,Q2,19.005398689573724,[1000]
アイチコーポレーション,2019,Q3,19.144999352504048,[1000]
アイチコーポレーション,2019,Q4,21.548640407884157,[1000]
アイチコーポレーション,2020,Q1,14.878131098724259,[1000]
アイチコーポレーション,2020,Q2,16.253851882780822,[1000]
アイチコーポレーション,2020,Q3,12.447359590819023,[1000]
アイチコーポレーション,2020,Q4,20.210181947454544,[1000]
アイティフォー,2018,Q1,3.270132592981821,[1000]
アイティフォー,2018,Q2,7.30558996046134,[1000]
アイティフォー,2018,Q3,4.156173647888416,[1000]
アイティフォー,2018,Q4,14.291416363156056,[1000]
アイティフォー,2019,Q1,4.433779348792306,[1000]
アイティフォー,2019,Q2,8.0810617789862,[1000]
アイティフォー,2019,Q3,6.312460689691385,[1000]
アイティフォー,2019,Q4,14.656300105855129,[1000]
アイティフォー,2020,Q1,5.532636256676685,[1000]
アイティフォー,2020,Q2,11.095522957243892,[1000]
アイティフォー,2020,Q3,5.4513357205704205,[1000]
アイティフォー,2020,Q4,14.760479923265947,[1000]
アイティメディア,2018,Q1,-15.777241867123742,[0.001]
アイティメディア,2018,Q2,11.900635193810597,[0.001]
アイティメディア,2018,Q3,13.013875620707777,[0.001]
アイティメディア,2018,Q4,9.793476099928832,[0.001]
アイティメディア,2019,Q1,5.8252148831964385,[0.001]
アイティメディア,2019,Q2,-0.19854577651362204,[0.001]
アイティメディア,2019,Q3,8.308047074091398,[0.001]
アイティメディア,2019,Q4,8.733870686572432,[0.001]
アイティメディア,2020,Q1,7.6407924913701635,[0.001]
アイティメディア,2020,Q2,8.738059098704074,[0.001]
アイティメディア,2020,Q3,10.654412627990729,[0.001]
アイティメディア,2020,Q4,10.249977692026444,[0.001]
アイネス,2018,Q1,-4.782874494261415,[1000]
アイネス,2018,Q2,17.813563004913718,[1000]
アイネス,2018,Q3,-1.6735561816425903,[1000]
アイネス,2018,Q4,21.095474099741388,[1000]
アイネス,2019,Q1,-1.7813166193007248,[1000]
アイネス,2019,Q2,15.263880908353045,[1000]
アイネス,2019,Q3,24.39971175282509,[1000]
アイネス,2019,Q4,-135.13467279786636,[1000]
アイネス,2020,Q1,-30.657417486193943,[1000]
アイネス,2020,Q2,15.170636533859781,[1000]
アイネス,2020,Q3,94.92800033894814,[1000]
アイネス,2020,Q4,7.009019266542698,[1000]
アイネット,2018,Q1,16.188602443697967,[1000]
アイネット,2018,Q2,24.99632321039089,[1000]
アイネット,2018,Q3,18.547193534044133,[1000]
アイネット,2018,Q4,24.590384201180882,[1000]
アイネット,2019,Q1,19.41695456315714,[1000]
アイネット,2019,Q2,26.370740606856863,[1000]
アイネット,2019,Q3,23.628716538525318,[1000]
アイネット,2019,Q4,26.432169704433484,[1000]
アイネット,2020,Q1,23.551926164838033,[1000]
アイネット,2020,Q2,24.461840958195104,[1000]
アイネット,2020,Q3,18.592506079770352,[1000]
アイネット,2020,Q4,24.8888964552134,[1000]
アイホン,2018,Q1,8.723171919413582,[0.001]
アイホン,2018,Q2,40.93230654685051,[0.001]
アイホン,2018,Q3,13.378453498231508,[0.001]
アイホン,2018,Q4,38.10609999191975,[0.001]
アイホン,2019,Q1,13.734089939691824,[0.001]
アイホン,2019,Q2,52.11049566176064,[0.001]
アイホン,2019,Q3,21.08334470507461,[0.001]
アイホン,2019,Q4,66.64481968486464,[0.001]
アイホン,2020,Q1,17.529971709781563,[0.001]
アイホン,2020,Q2,54.896918216366686,[0.001]
アイホン,2020,Q3,21.491812668449608,[0.001]
アイホン,2020,Q4,47.31135313024498,[0.001]
アイロムグループ,2018,Q1,46.983657796078006,[1000]
アイロムグループ,2018,Q2,33.44854852188236,[1000]
アイロムグループ,2018,Q3,40.16502663084214,[1000]
アイロムグループ,2018,Q4,29.28290058970174,[1000]
アイロムグループ,2019,Q1,56.9039945765756,[1000]
アイロムグループ,2019,Q2,27.077640958944755,[1000]
アイロムグループ,2019,Q3,45.298782248414625,[1000]
アイロムグループ,2019,Q4,33.060174137245866,[1000]
アイロムグループ,2020,Q1,61.73832731627311,[1000]
アイロムグループ,2020,Q2,36.46968133077452,[1000]
アイロムグループ,2020,Q3,71.86678182553268,[1000]
アイロムグループ,2020,Q4,57.38089284653624,[1000]
アキレス,2018,Q1,32.5687688144518,[1000]
アキレス,2018,Q2,19.102331830748987,[1000]
アキレス,2018,Q3,19.040495143010478,[1000]
アキレス,2018,Q4,-4.140627433879885,[1000]
アキレス,2019,Q1,-18.421876399472353,[1000]
アキレス,2019,Q2,10.22984746323155,[1000]
アキレス,2019,Q3,16.703753142500712,[1000]
アキレス,2019,Q4,26.71728542188531,[1000]
アキレス,2020,Q1,33.06295873700074,[1000]
アキレス,2020,Q2,83.39640467671573,[1000]
アキレス,2020,Q3,74.97423532694587,[1000]
アキレス,2020,Q4,8.830773634707539,[1000]
アクシアル　リテイリング,2018,Q1,65.51134830519311,[1000]
アクシアル　リテイリング,2018,Q2,66.15436301617171,[1000]
アクシアル　リテイリング,2018,Q3,86.2838861092881,[1000]
アクシアル　リテイリング,2018,Q4,56.154799558155624,[1000]
アクシアル　リテイリング,2019,Q1,65.22511160927408,[1000]
アクシアル　リテイリング,2019,Q2,75.64483185153767,[1000]
アクシアル　リテイリング,2019,Q3,74.71501779389317,[1000]
アクシアル　リテイリング,2019,Q4,69.769478682004,[1000]
アクシアル　リテイリング,2020,Q1,69.24084415301422,[1000]
アクシアル　リテイリング,2020,Q2,74.02787661890008,[1000]
アクシアル　リテイリング,2020,Q3,91.3055586997059,[1000]
アクシアル　リテイリング,2020,Q4,77.38481432583765,[1000]
アクセル,2018,Q1,45.63543504188138,[1000]
アクセル,2018,Q2,13.01053380066116,[1000]
アクセル,2018,Q3,9.524185581111064,[1000]
アクセル,2018,Q4,-15.683459621090206,[1000]
アクセル,2019,Q1,-45.71427851355729,[1000]
アクセル,2019,Q2,-0.8656850319445724,[1000]
アクセル,2019,Q3,-9.26275260410248,[1000]
アクセル,2019,Q4,8.95833527046766,[1000]
アクセル,2020,Q1,14.341593120919377,[1000]
アクセル,2020,Q2,11.982998924994456,[1000]
アクセル,2020,Q3,15.688651181913144,[1000]
アクセル,2020,Q4,-4.105116010877047,[1000]
アジアパイルホールディングス,2018,Q1,13.938595214036656,[1000]
アジアパイルホールディングス,2018,Q2,18.093846374517828,[1000]
アジアパイルホールディングス,2018,Q3,22.46567717929337,[1000]
アジアパイルホールディングス,2018,Q4,22.146823814489586,[1000]
アジアパイルホールディングス,2019,Q1,16.423707182604744,[1000]
アジアパイルホールディングス,2019,Q2,17.544569898489456,[1000]
アジアパイルホールディングス,2019,Q3,17.79620916530086,[1000]
アジアパイルホールディングス,2019,Q4,17.578163978815997,[1000]
アジアパイルホールディングス,2020,Q1,16.82490032788774,[1000]
アジアパイルホールディングス,2020,Q2,19.625419105634112,[1000]
アジアパイルホールディングス,2020,Q3,17.230910324560035,[1000]
アジアパイルホールディングス,2020,Q4,17.074001071489494,[1000]
アステラス製薬,2018,Q1,25.849471577352666,[0.001]
アステラス製薬,2018,Q2,22.652503850641665,[0.001]
アステラス製薬,2018,Q3,31.577799584914825,[0.001]
アステラス製薬,2018,Q4,17.783131383229154,[0.001]
アステラス製薬,2019,Q1,32.18669940109572,[0.001]
アステラス製薬,2019,Q2,24.849020712383414,[0.001]
アステラス製薬,2019,Q3,39.355381297498575,[0.001]
アステラス製薬,2019,Q4,22.01114082537488,[0.001]
アステラス製薬,2020,Q1,30.800754032649827,[0.001]
アステラス製薬,2020,Q2,34.53291933057285,[0.001]
アステラス製薬,2020,Q3,32.113395245619074,[0.001]
アステラス製薬,2020,Q4,13.081501685976779,[0.001]
アズビル,2018,Q1,32.63949432241894,[1000]
アズビル,2018,Q2,66.74230562984982,[1000]
アズビル,2018,Q3,64.67490753931867,[1000]
アズビル,2018,Q4,111.93561143374028,[1000]
アズビル,2019,Q1,25.537565494653585,[1000]
アズビル,2019,Q2,56.04255124556985,[1000]
アズビル,2019,Q3,36.18885514663664,[1000]
アズビル,2019,Q4,50.33920106391224,[1000]
アズビル,2020,Q1,17.177043070523062,[1000]
アズビル,2020,Q2,34.84259017188056,[1000]
アズビル,2020,Q3,33.96677330460642,[1000]
アズビル,2020,Q4,58.310476902291825,[1000]
アズワン,2018,Q1,62.424591448429226,[100]
アズワン,2018,Q2,58.58880628822181,[100]
アズワン,2018,Q3,68.11828101801214,[100]
アズワン,2018,Q4,87.95331561390844,[100]
アズワン,2019,Q1,73.77362028157961,[100]
アズワン,2019,Q2,68.8313026649508,[100]
アズワン,2019,Q3,80.48906385060675,[100]
アズワン,2019,Q4,84.04442922041423,[100]
アズワン,2020,Q1,73.55759365532741,[100]
アズワン,2020,Q2,90.13877931257232,[100]
アズワン,2020,Q3,78.3577653383181,[100]
アズワン,2020,Q4,106.07512789996505,[100]
アツギ,2018,Q1,1.1511470925419425,[1000]
アツギ,2018,Q2,1.5250061738017744,[1000]
アツギ,2018,Q3,3.898512035412106,[1000]
アツギ,2018,Q4,-4.7736855012782335,[1000]
アツギ,2019,Q1,61.768270713900264,[1000]
アツギ,2019,Q2,314.5668758590933,[1000]
アツギ,2019,Q3,-377.0910253601762,[1000]
アツギ,2019,Q4,-231.3363156140993,[1000]
アツギ,2020,Q1,18.485654435178056,[1000]
アツギ,2020,Q2,-450.29976075853887,[1000]
アツギ,2020,Q3,-206.62540380615619,[1000]
アツギ,2020,Q4,-34.853783229123536,[1000]
アドウェイズ,2018,Q1,205.66289286810667,[0.001]
アドウェイズ,2018,Q2,149.15531406673998,[0.001]
アドウェイズ,2018,Q3,122.87182824744401,[0.001]
アドウェイズ,2018,Q4,126.47238448387165,[0.001]
アドウェイズ,2019,Q1,106.33484252086532,[0.001]
アドウェイズ,2019,Q2,97.6570649547754,[0.001]
アドウェイズ,2019,Q3,78.66502950428789,[0.001]
アドウェイズ,2019,Q4,77.00013937636628,[0.001]
アドウェイズ,2020,Q1,73.30402141901334,[0.001]
アドウェイズ,2020,Q2,71.93874549506931,[0.001]
アドウェイズ,2020,Q3,56.35262107418124,[0.001]
アドウェイズ,2020,Q4,32.43855670687384,[0.001]
アドソル日進,2018,Q1,17.047656130354728,[1000]
アドソル日進,2018,Q2,17.283338240211194,[1000]
アドソル日進,2018,Q3,17.294034246240386,[1000]
アドソル日進,2018,Q4,14.303471440310599,[1000]
アドソル日進,2019,Q1,17.341441652668323,[1000]
アドソル日進,2019,Q2,17.27506813794228,[1000]
アドソル日進,2019,Q3,16.886146768984386,[1000]
アドソル日進,2019,Q4,15.107083031320531,[1000]
アドソル日進,2020,Q1,19.08623091895906,[1000]
アドソル日進,2020,Q2,16.533036613395264,[1000]
アドソル日進,2020,Q3,20.272441809622052,[1000]
アドソル日進,2020,Q4,16.728425962960543,[1000]
アドバネクス,2018,Q1,3.0134271167333035,[1000]
アドバネクス,2018,Q2,5.780454764817833,[1000]
アドバネクス,2018,Q3,2.636750714494876,[1000]
アドバネクス,2018,Q4,2.6280716009353706,[1000]
アドバネクス,2019,Q1,-0.42947002471973983,[1000]
アドバネクス,2019,Q2,-6.62305308442275,[1000]
アドバネクス,2019,Q3,-5.321470101487234,[1000]
アドバネクス,2019,Q4,-8.421565612989262,[1000]
アドバネクス,2020,Q1,-7.096249395996047,[1000]
アドバネクス,2020,Q2,-64.44871364253822,[1000]
アドバネクス,2020,Q3,-60.84582868166271,[1000]
アドバネクス,2020,Q4,298.00920743997136,[1000]
アドバンテスト,2018,Q1,12.59064009926903,[0.001]
アドバンテスト,2018,Q2,38.980810479891495,[0.001]
アドバンテスト,2018,Q3,59.49028500070053,[0.001]
アドバンテスト,2018,Q4,67.10453782386574,[0.001]
アドバンテスト,2019,Q1,42.32091837254837,[0.001]
アドバンテスト,2019,Q2,47.29235084380922,[0.001]
アドバンテスト,2019,Q3,63.23043756756319,[0.001]
アドバンテスト,2019,Q4,52.15470970484445,[0.001]
アドバンテスト,2020,Q1,61.2010934075281,[0.001]
アドバンテスト,2020,Q2,53.42681115706205,[0.001]
アドバンテスト,2020,Q3,58.826819272173424,[0.001]
アドバンテスト,2020,Q4,59.518668272433096,[0.001]
アドヴァングループ,2018,Q1,15.607803403034683,[0.001]
アドヴァングループ,2018,Q2,25.744560847283836,[0.001]
アドヴァングループ,2018,Q3,22.000571781756992,[0.001]
アドヴァングループ,2018,Q4,21.954818180086175,[0.001]
アドヴァングループ,2019,Q1,28.603508079514306,[0.001]
アドヴァングループ,2019,Q2,22.79130774586382,[0.001]
アドヴァングループ,2019,Q3,29.228348421808462,[0.001]
アドヴァングループ,2019,Q4,28.39114454708391,[0.001]
アドヴァングループ,2020,Q1,29.93817196492605,[0.001]
アドヴァングループ,2020,Q2,28.052427548994423,[0.001]
アドヴァングループ,2020,Q3,23.424565101252004,[0.001]
アドヴァングループ,2020,Q4,23.33040584609676,[0.001]
アネスト岩田,2018,Q1,14.996464734601537,[1000]
アネスト岩田,2018,Q2,16.614340354798188,[1000]
アネスト岩田,2018,Q3,15.862909108688907,[1000]
アネスト岩田,2018,Q4,18.703928926083243,[1000]
アネスト岩田,2019,Q1,16.668004520111054,[1000]
アネスト岩田,2019,Q2,16.44695076512537,[1000]
アネスト岩田,2019,Q3,16.019748650877073,[1000]
アネスト岩田,2019,Q4,15.39099445509321,[1000]
アネスト岩田,2020,Q1,15.038133135331393,[1000]
アネスト岩田,2020,Q2,17.07082892431268,[1000]
アネスト岩田,2020,Q3,14.042151916957724,[1000]
アネスト岩田,2020,Q4,15.999894744414043,[1000]
アマダ,2018,Q1,14.996201233950718,[1000]
アマダ,2018,Q2,20.50670254173515,[1000]
アマダ,2018,Q3,18.72472515313101,[1000]
アマダ,2018,Q4,21.625528412674555,[1000]
アマダ,2019,Q1,16.580204734587213,[1000]
アマダ,2019,Q2,28.91802871262913,[1000]
アマダ,2019,Q3,14.528428561560498,[1000]
アマダ,2019,Q4,27.787265709990088,[1000]
アマダ,2020,Q1,12.833737944736589,[1000]
アマダ,2020,Q2,20.585890213493705,[1000]
アマダ,2020,Q3,15.813729082088575,[1000]
アマダ,2020,Q4,15.31733917795166,[1000]
アマノ,2018,Q1,21.264660092166647,[0.001]
アマノ,2018,Q2,41.74762355567874,[0.001]
アマノ,2018,Q3,33.46548067461288,[0.001]
アマノ,2018,Q4,45.05431183003953,[0.001]
アマノ,2019,Q1,12.009557829939316,[0.001]
アマノ,2019,Q2,43.39914385212363,[0.001]
アマノ,2019,Q3,19.481620018040235,[0.001]
アマノ,2019,Q4,52.598914815032416,[0.001]
アマノ,2020,Q1,23.496144919096405,[0.001]
アマノ,2020,Q2,44.537007434183636,[0.001]
アマノ,2020,Q3,29.4294169003804,[0.001]
アマノ,2020,Q4,45.70481988270504,[0.001]
アミューズ,2018,Q1,34.839998383213114,[1000]
アミューズ,2018,Q2,43.83463117848092,[1000]
アミューズ,2018,Q3,61.67646726065547,[1000]
アミューズ,2018,Q4,70.4586773480797,[1000]
アミューズ,2019,Q1,65.07372713593446,[1000]
アミューズ,2019,Q2,74.21044846500901,[1000]
アミューズ,2019,Q3,62.42794909104912,[1000]
アミューズ,2019,Q4,61.395689903952174,[1000]
アミューズ,2020,Q1,54.54246493092647,[1000]
アミューズ,2020,Q2,31.943278123983085,[1000]
アミューズ,2020,Q3,84.26341359340523,[1000]
アミューズ,2020,Q4,42.16102621232127,[1000]
アリアケジャパン,2018,Q1,65.26032635576261,[1000]
アリアケジャパン,2018,Q2,68.26012171267257,[1000]
アリアケジャパン,2018,Q3,72.30919445053402,[1000]
アリアケジャパン,2018,Q4,56.6502165833997,[1000]
アリアケジャパン,2019,Q1,-289.0130865849723,[1000]
アリアケジャパン,2019,Q2,166.19390294630549,[1000]
