企業名,会計年度,四半期,y_hat_umlp_sklearn_default,best_hyparam
あらた,2018,Q1,12.371581420629692,"[(16,), 0.0001]"
あらた,2018,Q2,11.207963075926923,"[(16,), 0.0001]"
あらた,2018,Q3,8.772117403230407,"[(16,), 0.0001]"
あらた,2018,Q4,6.92719459303411,"[(16,), 0.0001]"
あらた,2019,Q1,12.39909729084928,"[(16,), 0.0001]"
あらた,2019,Q2,11.750328659216223,"[(16,), 0.0001]"
あらた,2019,Q3,12.014460719413124,"[(16,), 0.0001]"
あらた,2019,Q4,10.570046429039813,"[(16,), 0.0001]"
あらた,2020,Q1,8.176601150643735,"[(16,), 0.0001]"
あらた,2020,Q2,12.626635410434687,"[(16,), 0.0001]"
あらた,2020,Q3,10.136677960771062,"[(16,), 0.0001]"
あらた,2020,Q4,12.589530758312524,"[(16,), 0.0001]"
いすゞ自動車,2018,Q1,11.636182110287528,"[(16,), 1e-05]"
いすゞ自動車,2018,Q2,10.74054374222004,"[(16,), 1e-05]"
いすゞ自動車,2018,Q3,11.934962084646957,"[(16,), 1e-05]"
いすゞ自動車,2018,Q4,13.298883497577513,"[(16,), 1e-05]"
いすゞ自動車,2019,Q1,11.35618546470872,"[(16,), 1e-05]"
いすゞ自動車,2019,Q2,10.505747214274146,"[(16,), 1e-05]"
いすゞ自動車,2019,Q3,10.41798072694134,"[(16,), 1e-05]"
いすゞ自動車,2019,Q4,10.350304719739368,"[(16,), 1e-05]"
いすゞ自動車,2020,Q1,10.460676016019928,"[(16,), 1e-05]"
いすゞ自動車,2020,Q2,10.364479003361785,"[(16,), 1e-05]"
いすゞ自動車,2020,Q3,9.547305724086296,"[(16,), 1e-05]"
いすゞ自動車,2020,Q4,8.9858877006656,"[(16,), 1e-05]"
いなげや,2018,Q1,2.817063669082338,"[(4,), 1e-05]"
いなげや,2018,Q2,0.39064647891221543,"[(4,), 1e-05]"
いなげや,2018,Q3,-0.6302832181419551,"[(4,), 1e-05]"
いなげや,2018,Q4,2.600240185706923,"[(4,), 1e-05]"
いなげや,2019,Q1,0.3406917222615726,"[(4,), 1e-05]"
いなげや,2019,Q2,1.0785125318643667,"[(4,), 1e-05]"
いなげや,2019,Q3,-0.5729551410184478,"[(4,), 1e-05]"
いなげや,2019,Q4,1.3774771383479538,"[(4,), 1e-05]"
いなげや,2020,Q1,2.0120635270902363,"[(4,), 1e-05]"
いなげや,2020,Q2,0.4673359526148351,"[(4,), 1e-05]"
いなげや,2020,Q3,0.2602052704142239,"[(4,), 1e-05]"
いなげや,2020,Q4,3.9876616398634503,"[(4,), 1e-05]"
かどや製油,2018,Q1,11.083220751484625,"[(16,), 0.0001]"
かどや製油,2018,Q2,11.47661712255592,"[(16,), 0.0001]"
かどや製油,2018,Q3,11.356815202486485,"[(16,), 0.0001]"
かどや製油,2018,Q4,11.081735413430849,"[(16,), 0.0001]"
かどや製油,2019,Q1,11.066427351812534,"[(16,), 0.0001]"
かどや製油,2019,Q2,11.07132654511625,"[(16,), 0.0001]"
かどや製油,2019,Q3,11.02303204132336,"[(16,), 0.0001]"
かどや製油,2019,Q4,12.168838782052637,"[(16,), 0.0001]"
かどや製油,2020,Q1,11.097623753286761,"[(16,), 0.0001]"
かどや製油,2020,Q2,11.088560271290618,"[(16,), 0.0001]"
かどや製油,2020,Q3,11.096584471030221,"[(16,), 0.0001]"
かどや製油,2020,Q4,11.08138506479133,"[(16,), 0.0001]"
きんでん,2018,Q1,9.614732994960491,"[(16,), 0.001]"
きんでん,2018,Q2,10.71362941081291,"[(16,), 0.001]"
きんでん,2018,Q3,10.689263183606483,"[(16,), 0.001]"
きんでん,2018,Q4,10.755473027482537,"[(16,), 0.001]"
きんでん,2019,Q1,8.84221197592603,"[(16,), 0.001]"
きんでん,2019,Q2,10.89831287407954,"[(16,), 0.001]"
きんでん,2019,Q3,10.852429476243339,"[(16,), 0.001]"
きんでん,2019,Q4,11.666294852086086,"[(16,), 0.001]"
きんでん,2020,Q1,11.104600670638675,"[(16,), 0.001]"
きんでん,2020,Q2,11.052213346209017,"[(16,), 0.001]"
きんでん,2020,Q3,11.019621151431483,"[(16,), 0.001]"
きんでん,2020,Q4,11.818985841010853,"[(16,), 0.001]"
さくらインターネット,2018,Q1,3.5786769268136105,"[(4,), 1e-05]"
さくらインターネット,2018,Q2,3.1658140535266717,"[(4,), 1e-05]"
さくらインターネット,2018,Q3,3.439172749320254,"[(4,), 1e-05]"
さくらインターネット,2018,Q4,3.2335836609971595,"[(4,), 1e-05]"
さくらインターネット,2019,Q1,1.558383615568216,"[(4,), 1e-05]"
さくらインターネット,2019,Q2,2.9918346424566216,"[(4,), 1e-05]"
さくらインターネット,2019,Q3,3.5710364062764635,"[(4,), 1e-05]"
さくらインターネット,2019,Q4,3.4879680403883158,"[(4,), 1e-05]"
さくらインターネット,2020,Q1,2.4922236881020963,"[(4,), 1e-05]"
さくらインターネット,2020,Q2,2.4451061814099875,"[(4,), 1e-05]"
さくらインターネット,2020,Q3,2.776189766713909,"[(4,), 1e-05]"
さくらインターネット,2020,Q4,3.349833358841406,"[(4,), 1e-05]"
たけびし,2018,Q1,11.819380076808827,"[(16,), 0.001]"
たけびし,2018,Q2,11.685139119909874,"[(16,), 0.001]"
たけびし,2018,Q3,11.288589117330254,"[(16,), 0.001]"
たけびし,2018,Q4,11.592057485295951,"[(16,), 0.001]"
たけびし,2019,Q1,11.155072439914518,"[(16,), 0.001]"
たけびし,2019,Q2,10.30122181702667,"[(16,), 0.001]"
たけびし,2019,Q3,10.337028355546906,"[(16,), 0.001]"
たけびし,2019,Q4,10.349519903937288,"[(16,), 0.001]"
たけびし,2020,Q1,10.355936126420875,"[(16,), 0.001]"
たけびし,2020,Q2,10.355081501328085,"[(16,), 0.001]"
たけびし,2020,Q3,10.35388653811889,"[(16,), 0.001]"
たけびし,2020,Q4,10.410436304300664,"[(16,), 0.001]"
なとり,2018,Q1,13.016759966107733,"[(16,), 1e-05]"
なとり,2018,Q2,8.901829270860159,"[(16,), 1e-05]"
なとり,2018,Q3,12.972810818703017,"[(16,), 1e-05]"
なとり,2018,Q4,-0.4181483720354666,"[(16,), 1e-05]"
なとり,2019,Q1,13.110868208639904,"[(16,), 1e-05]"
なとり,2019,Q2,8.103571424781707,"[(16,), 1e-05]"
なとり,2019,Q3,12.981870858217924,"[(16,), 1e-05]"
なとり,2019,Q4,0.06757461914695023,"[(16,), 1e-05]"
なとり,2020,Q1,12.932550690879157,"[(16,), 1e-05]"
なとり,2020,Q2,9.047685402310462,"[(16,), 1e-05]"
なとり,2020,Q3,13.943455307399594,"[(16,), 1e-05]"
なとり,2020,Q4,2.11253332806408,"[(16,), 1e-05]"
はせがわ,2018,Q1,-1.1125838210794399,"[(4,), 1e-05]"
はせがわ,2018,Q2,3.4947471793410094,"[(4,), 1e-05]"
はせがわ,2018,Q3,0.5483573855706553,"[(4,), 1e-05]"
はせがわ,2018,Q4,3.4744788975509966,"[(4,), 1e-05]"
はせがわ,2019,Q1,0.4600373949931008,"[(4,), 1e-05]"
はせがわ,2019,Q2,2.8389139109341794,"[(4,), 1e-05]"
はせがわ,2019,Q3,-1.0181297600488022,"[(4,), 1e-05]"
はせがわ,2019,Q4,1.943331487452778,"[(4,), 1e-05]"
はせがわ,2020,Q1,-1.375281836679546,"[(4,), 1e-05]"
はせがわ,2020,Q2,0.34124261740720563,"[(4,), 1e-05]"
はせがわ,2020,Q3,-2.606565856619197,"[(4,), 1e-05]"
はせがわ,2020,Q4,-1.4863510952877657,"[(4,), 1e-05]"
はるやまホールディングス,2018,Q1,1.0332731375403648,"[(16,), 0.001]"
はるやまホールディングス,2018,Q2,-1.4047182295137033,"[(16,), 0.001]"
はるやまホールディングス,2018,Q3,7.8520130133658,"[(16,), 0.001]"
はるやまホールディングス,2018,Q4,10.916372686847657,"[(16,), 0.001]"
はるやまホールディングス,2019,Q1,-3.4796244136898267,"[(16,), 0.001]"
はるやまホールディングス,2019,Q2,-6.87992388990927,"[(16,), 0.001]"
はるやまホールディングス,2019,Q3,9.044682319924883,"[(16,), 0.001]"
はるやまホールディングス,2019,Q4,11.756916259624052,"[(16,), 0.001]"
はるやまホールディングス,2020,Q1,-0.28288988051786795,"[(16,), 0.001]"
はるやまホールディングス,2020,Q2,-6.618653922905855,"[(16,), 0.001]"
はるやまホールディングス,2020,Q3,8.573934000707041,"[(16,), 0.001]"
はるやまホールディングス,2020,Q4,4.849601105659481,"[(16,), 0.001]"
ぴあ,2018,Q1,-0.010105114129667261,"[(4,), 0.001]"
ぴあ,2018,Q2,0.3545508475030693,"[(4,), 0.001]"
ぴあ,2018,Q3,2.7139588616441754,"[(4,), 0.001]"
ぴあ,2018,Q4,0.17189783091664673,"[(4,), 0.001]"
ぴあ,2019,Q1,0.3496555667898996,"[(4,), 0.001]"
ぴあ,2019,Q2,4.154687005064337,"[(4,), 0.001]"
ぴあ,2019,Q3,0.15505820172310014,"[(4,), 0.001]"
ぴあ,2019,Q4,0.24424149041031165,"[(4,), 0.001]"
ぴあ,2020,Q1,2.1028287218669908,"[(4,), 0.001]"
ぴあ,2020,Q2,-0.5294619790169124,"[(4,), 0.001]"
ぴあ,2020,Q3,-1.7992692647927404,"[(4,), 0.001]"
ぴあ,2020,Q4,-0.46539396511791636,"[(4,), 0.001]"
やまや,2018,Q1,4.402405918445915,"[(4,), 0.001]"
やまや,2018,Q2,-0.010524998907043198,"[(4,), 0.001]"
やまや,2018,Q3,4.330167007349544,"[(4,), 0.001]"
やまや,2018,Q4,4.438048552862767,"[(4,), 0.001]"
やまや,2019,Q1,4.341270788157323,"[(4,), 0.001]"
やまや,2019,Q2,-0.010524998905644997,"[(4,), 0.001]"
やまや,2019,Q3,5.13178380236237,"[(4,), 0.001]"
やまや,2019,Q4,1.2484271914129135,"[(4,), 0.001]"
やまや,2020,Q1,1.938178989621416,"[(4,), 0.001]"
やまや,2020,Q2,0.3973106558349775,"[(4,), 0.001]"
やまや,2020,Q3,0.5580857635279877,"[(4,), 0.001]"
やまや,2020,Q4,-0.5485081915439391,"[(4,), 0.001]"
りらいあコミュニケーションズ,2018,Q1,9.978423013655107,"[(16,), 0.001]"
りらいあコミュニケーションズ,2018,Q2,9.950561786630908,"[(16,), 0.001]"
りらいあコミュニケーションズ,2018,Q3,9.791623335271334,"[(16,), 0.001]"
りらいあコミュニケーションズ,2018,Q4,9.884361102312432,"[(16,), 0.001]"
りらいあコミュニケーションズ,2019,Q1,-1.8310015670186501,"[(16,), 0.001]"
りらいあコミュニケーションズ,2019,Q2,1.2471982832918358,"[(16,), 0.001]"
りらいあコミュニケーションズ,2019,Q3,0.6985090370839833,"[(16,), 0.001]"
りらいあコミュニケーションズ,2019,Q4,8.773769470470764,"[(16,), 0.001]"
りらいあコミュニケーションズ,2020,Q1,10.66437390548554,"[(16,), 0.001]"
りらいあコミュニケーションズ,2020,Q2,10.517139417087384,"[(16,), 0.001]"
りらいあコミュニケーションズ,2020,Q3,8.848010995638152,"[(16,), 0.001]"
りらいあコミュニケーションズ,2020,Q4,4.406452312985147,"[(16,), 0.001]"
わかもと製薬,2018,Q1,0.29429954376189127,"[(8,), 0.001]"
わかもと製薬,2018,Q2,0.2737672206122048,"[(8,), 0.001]"
わかもと製薬,2018,Q3,0.3906860215660224,"[(8,), 0.001]"
わかもと製薬,2018,Q4,4.024282657105848,"[(8,), 0.001]"
わかもと製薬,2019,Q1,0.25985851873054056,"[(8,), 0.001]"
わかもと製薬,2019,Q2,0.11705004227939123,"[(8,), 0.001]"
わかもと製薬,2019,Q3,0.05112999389449688,"[(8,), 0.001]"
わかもと製薬,2019,Q4,0.2158725784687191,"[(8,), 0.001]"
わかもと製薬,2020,Q1,0.19445965729817988,"[(8,), 0.001]"
わかもと製薬,2020,Q2,0.36784091430466614,"[(8,), 0.001]"
わかもと製薬,2020,Q3,-0.38256622486035374,"[(8,), 0.001]"
わかもと製薬,2020,Q4,0.1772660596887425,"[(8,), 0.001]"
アイカ工業,2018,Q1,10.545098571012986,"[(16,), 0.001]"
アイカ工業,2018,Q2,10.608084419718882,"[(16,), 0.001]"
アイカ工業,2018,Q3,10.682750010893853,"[(16,), 0.001]"
アイカ工業,2018,Q4,10.735429755845008,"[(16,), 0.001]"
アイカ工業,2019,Q1,10.786272958033472,"[(16,), 0.001]"
アイカ工業,2019,Q2,10.795343228071419,"[(16,), 0.001]"
アイカ工業,2019,Q3,10.813942958753792,"[(16,), 0.001]"
アイカ工業,2019,Q4,10.817311950647362,"[(16,), 0.001]"
アイカ工業,2020,Q1,10.810532344263653,"[(16,), 0.001]"
アイカ工業,2020,Q2,10.79194715252722,"[(16,), 0.001]"
アイカ工業,2020,Q3,10.793772189123237,"[(16,), 0.001]"
アイカ工業,2020,Q4,10.805709380105721,"[(16,), 0.001]"
アイコム,2018,Q1,2.8563093316539883,"[(16,), 1e-05]"
アイコム,2018,Q2,7.971085748329568,"[(16,), 1e-05]"
アイコム,2018,Q3,12.152264811290259,"[(16,), 1e-05]"
アイコム,2018,Q4,12.26399079038274,"[(16,), 1e-05]"
アイコム,2019,Q1,5.706352216625099,"[(16,), 1e-05]"
アイコム,2019,Q2,13.833378006308374,"[(16,), 1e-05]"
アイコム,2019,Q3,12.849351123453815,"[(16,), 1e-05]"
アイコム,2019,Q4,13.585911453048203,"[(16,), 1e-05]"
アイコム,2020,Q1,2.8984272394499233,"[(16,), 1e-05]"
アイコム,2020,Q2,9.028417771296738,"[(16,), 1e-05]"
アイコム,2020,Q3,6.334154908605378,"[(16,), 1e-05]"
アイコム,2020,Q4,12.917856580145896,"[(16,), 1e-05]"
アイシン,2018,Q1,12.373884444733202,"[(16,), 0.0001]"
アイシン,2018,Q2,15.620656539739986,"[(16,), 0.0001]"
アイシン,2018,Q3,15.723422257246087,"[(16,), 0.0001]"
アイシン,2018,Q4,14.377681518909847,"[(16,), 0.0001]"
アイシン,2019,Q1,14.730545951991038,"[(16,), 0.0001]"
アイシン,2019,Q2,13.547582959757932,"[(16,), 0.0001]"
アイシン,2019,Q3,13.454449501052888,"[(16,), 0.0001]"
アイシン,2019,Q4,14.555202100378775,"[(16,), 0.0001]"
アイシン,2020,Q1,10.737010175994616,"[(16,), 0.0001]"
アイシン,2020,Q2,-1.1568086098052786,"[(16,), 0.0001]"
アイシン,2020,Q3,5.196876809483929,"[(16,), 0.0001]"
アイシン,2020,Q4,9.145579780126754,"[(16,), 0.0001]"
アイダエンジニアリング,2018,Q1,-0.009212505517033787,"[(4,), 0.0001]"
アイダエンジニアリング,2018,Q2,3.2849042219362756,"[(4,), 0.0001]"
アイダエンジニアリング,2018,Q3,3.2799903168721545,"[(4,), 0.0001]"
アイダエンジニアリング,2018,Q4,3.3080863192755467,"[(4,), 0.0001]"
アイダエンジニアリング,2019,Q1,4.076391548538497,"[(4,), 0.0001]"
アイダエンジニアリング,2019,Q2,3.286931256882667,"[(4,), 0.0001]"
アイダエンジニアリング,2019,Q3,3.2996242559949915,"[(4,), 0.0001]"
アイダエンジニアリング,2019,Q4,3.300608286190658,"[(4,), 0.0001]"
アイダエンジニアリング,2020,Q1,3.300182969033105,"[(4,), 0.0001]"
アイダエンジニアリング,2020,Q2,2.567995754298056,"[(4,), 0.0001]"
アイダエンジニアリング,2020,Q3,3.277655532097217,"[(4,), 0.0001]"
アイダエンジニアリング,2020,Q4,3.310979676291647,"[(4,), 0.0001]"
アイチコーポレーション,2018,Q1,9.467213482615076,"[(16,), 1e-05]"
アイチコーポレーション,2018,Q2,10.177869967621186,"[(16,), 1e-05]"
アイチコーポレーション,2018,Q3,8.235234856927313,"[(16,), 1e-05]"
アイチコーポレーション,2018,Q4,10.406168446686085,"[(16,), 1e-05]"
アイチコーポレーション,2019,Q1,9.9943092024697,"[(16,), 1e-05]"
アイチコーポレーション,2019,Q2,10.345687505490833,"[(16,), 1e-05]"
アイチコーポレーション,2019,Q3,10.501183436206547,"[(16,), 1e-05]"
アイチコーポレーション,2019,Q4,10.562259686398342,"[(16,), 1e-05]"
アイチコーポレーション,2020,Q1,10.535552522523869,"[(16,), 1e-05]"
アイチコーポレーション,2020,Q2,10.013490224358609,"[(16,), 1e-05]"
アイチコーポレーション,2020,Q3,10.199215151424387,"[(16,), 1e-05]"
アイチコーポレーション,2020,Q4,11.031668671573401,"[(16,), 1e-05]"
アイティフォー,2018,Q1,5.205771227929645,"[(16,), 1e-05]"
アイティフォー,2018,Q2,6.207389617900388,"[(16,), 1e-05]"
アイティフォー,2018,Q3,3.755394821658352,"[(16,), 1e-05]"
アイティフォー,2018,Q4,9.128221510870626,"[(16,), 1e-05]"
アイティフォー,2019,Q1,4.00791992237985,"[(16,), 1e-05]"
アイティフォー,2019,Q2,7.051471808258679,"[(16,), 1e-05]"
アイティフォー,2019,Q3,5.653066318883015,"[(16,), 1e-05]"
アイティフォー,2019,Q4,9.671304160395994,"[(16,), 1e-05]"
アイティフォー,2020,Q1,3.8462213806128553,"[(16,), 1e-05]"
アイティフォー,2020,Q2,9.296820301871344,"[(16,), 1e-05]"
アイティフォー,2020,Q3,4.796051709037448,"[(16,), 1e-05]"
アイティフォー,2020,Q4,10.148356322861,"[(16,), 1e-05]"
アイティメディア,2018,Q1,-1.4189076252459043,"[(16,), 0.0001]"
アイティメディア,2018,Q2,0.4707129062033748,"[(16,), 0.0001]"
アイティメディア,2018,Q3,2.413842360544882,"[(16,), 0.0001]"
アイティメディア,2018,Q4,3.3549747269142953,"[(16,), 0.0001]"
アイティメディア,2019,Q1,0.11568081035038874,"[(16,), 0.0001]"
アイティメディア,2019,Q2,4.760063957199971,"[(16,), 0.0001]"
アイティメディア,2019,Q3,7.978342177746126,"[(16,), 0.0001]"
アイティメディア,2019,Q4,7.329218788960423,"[(16,), 0.0001]"
アイティメディア,2020,Q1,6.500888384516772,"[(16,), 0.0001]"
アイティメディア,2020,Q2,8.216042892067504,"[(16,), 0.0001]"
アイティメディア,2020,Q3,2.0109304673014363,"[(16,), 0.0001]"
アイティメディア,2020,Q4,6.153738545044162,"[(16,), 0.0001]"
アイネス,2018,Q1,-2.8635264866937025,"[(16,), 0.001]"
アイネス,2018,Q2,10.225696494840555,"[(16,), 0.001]"
アイネス,2018,Q3,0.5252641156133099,"[(16,), 0.001]"
アイネス,2018,Q4,10.152193615899058,"[(16,), 0.001]"
アイネス,2019,Q1,2.416314178765761,"[(16,), 0.001]"
アイネス,2019,Q2,11.419549025366615,"[(16,), 0.001]"
アイネス,2019,Q3,9.938814209171499,"[(16,), 0.001]"
アイネス,2019,Q4,-2.11005764697246,"[(16,), 0.001]"
アイネス,2020,Q1,11.866268854500268,"[(16,), 0.001]"
アイネス,2020,Q2,1.414832304752308,"[(16,), 0.001]"
アイネス,2020,Q3,11.24942232763469,"[(16,), 0.001]"
アイネス,2020,Q4,-2.1397795262628962,"[(16,), 0.001]"
アイネット,2018,Q1,7.852929928419231,"[(8,), 1e-05]"
アイネット,2018,Q2,7.781923859890306,"[(8,), 1e-05]"
アイネット,2018,Q3,7.79282681257639,"[(8,), 1e-05]"
アイネット,2018,Q4,7.716282068227824,"[(8,), 1e-05]"
アイネット,2019,Q1,7.252615009391985,"[(8,), 1e-05]"
アイネット,2019,Q2,7.250820977727969,"[(8,), 1e-05]"
アイネット,2019,Q3,7.157699501877139,"[(8,), 1e-05]"
アイネット,2019,Q4,7.174517374777388,"[(8,), 1e-05]"
アイネット,2020,Q1,7.118152290932863,"[(8,), 1e-05]"
アイネット,2020,Q2,7.135237655671535,"[(8,), 1e-05]"
アイネット,2020,Q3,7.114041714793364,"[(8,), 1e-05]"
アイネット,2020,Q4,7.143978200480755,"[(8,), 1e-05]"
アイホン,2018,Q1,8.212883356863165,"[(8,), 0.001]"
アイホン,2018,Q2,8.282060225809747,"[(8,), 0.001]"
アイホン,2018,Q3,8.310724838931991,"[(8,), 0.001]"
アイホン,2018,Q4,8.345775896204982,"[(8,), 0.001]"
アイホン,2019,Q1,8.918933719886594,"[(8,), 0.001]"
アイホン,2019,Q2,8.415356173419777,"[(8,), 0.001]"
アイホン,2019,Q3,8.429585841725222,"[(8,), 0.001]"
アイホン,2019,Q4,7.807220015848172,"[(8,), 0.001]"
アイホン,2020,Q1,7.438568432774735,"[(8,), 0.001]"
アイホン,2020,Q2,2.2684644573792476,"[(8,), 0.001]"
アイホン,2020,Q3,7.330977702441787,"[(8,), 0.001]"
アイホン,2020,Q4,7.462728319275124,"[(8,), 0.001]"
アイロムグループ,2018,Q1,0.4720889620583628,"[(8,), 0.001]"
アイロムグループ,2018,Q2,4.986359226482001,"[(8,), 0.001]"
アイロムグループ,2018,Q3,1.0956092980650505,"[(8,), 0.001]"
アイロムグループ,2018,Q4,5.7647326964771235,"[(8,), 0.001]"
アイロムグループ,2019,Q1,6.122627682841842,"[(8,), 0.001]"
アイロムグループ,2019,Q2,0.8795096202022173,"[(8,), 0.001]"
アイロムグループ,2019,Q3,5.938908823189155,"[(8,), 0.001]"
アイロムグループ,2019,Q4,7.327884331058601,"[(8,), 0.001]"
アイロムグループ,2020,Q1,5.239566882009292,"[(8,), 0.001]"
アイロムグループ,2020,Q2,7.011418414353948,"[(8,), 0.001]"
アイロムグループ,2020,Q3,5.125248483675359,"[(8,), 0.001]"
アイロムグループ,2020,Q4,10.098090823503096,"[(8,), 0.001]"
アキレス,2018,Q1,2.4233465222294535,"[(16,), 1e-05]"
アキレス,2018,Q2,2.9228666698468935,"[(16,), 1e-05]"
アキレス,2018,Q3,1.5845347412166173,"[(16,), 1e-05]"
アキレス,2018,Q4,2.8654996499139957,"[(16,), 1e-05]"
アキレス,2019,Q1,2.660912032383606,"[(16,), 1e-05]"
アキレス,2019,Q2,3.6016876886394558,"[(16,), 1e-05]"
アキレス,2019,Q3,5.284760863742296,"[(16,), 1e-05]"
アキレス,2019,Q4,8.129418790366756,"[(16,), 1e-05]"
アキレス,2020,Q1,7.926115165387679,"[(16,), 1e-05]"
アキレス,2020,Q2,8.83841252949056,"[(16,), 1e-05]"
アキレス,2020,Q3,11.942531863618555,"[(16,), 1e-05]"
アキレス,2020,Q4,9.110995196219278,"[(16,), 1e-05]"
アクシアル　リテイリング,2018,Q1,12.98887499165334,"[(16,), 0.001]"
アクシアル　リテイリング,2018,Q2,13.339205238604347,"[(16,), 0.001]"
アクシアル　リテイリング,2018,Q3,13.245573827576422,"[(16,), 0.001]"
アクシアル　リテイリング,2018,Q4,10.724355764510296,"[(16,), 0.001]"
アクシアル　リテイリング,2019,Q1,13.838845070993054,"[(16,), 0.001]"
アクシアル　リテイリング,2019,Q2,12.122755856690095,"[(16,), 0.001]"
アクシアル　リテイリング,2019,Q3,10.710521682852875,"[(16,), 0.001]"
アクシアル　リテイリング,2019,Q4,12.566379952060352,"[(16,), 0.001]"
アクシアル　リテイリング,2020,Q1,12.570051898407426,"[(16,), 0.001]"
アクシアル　リテイリング,2020,Q2,12.79121403561463,"[(16,), 0.001]"
アクシアル　リテイリング,2020,Q3,12.05989797758909,"[(16,), 0.001]"
アクシアル　リテイリング,2020,Q4,11.059355582898153,"[(16,), 0.001]"
アクセル,2018,Q1,3.025498035938284,"[(4,), 1e-05]"
アクセル,2018,Q2,0.8866374267214876,"[(4,), 1e-05]"
アクセル,2018,Q3,2.361424971253043,"[(4,), 1e-05]"
アクセル,2018,Q4,-0.7965865793850349,"[(4,), 1e-05]"
アクセル,2019,Q1,-0.7969181937058365,"[(4,), 1e-05]"
アクセル,2019,Q2,0.503477313213403,"[(4,), 1e-05]"
アクセル,2019,Q3,-0.30803187930230097,"[(4,), 1e-05]"
アクセル,2019,Q4,0.6592745709945083,"[(4,), 1e-05]"
アクセル,2020,Q1,0.517856176037319,"[(4,), 1e-05]"
アクセル,2020,Q2,4.3287919431009465,"[(4,), 1e-05]"
アクセル,2020,Q3,2.164833878063249,"[(4,), 1e-05]"
アクセル,2020,Q4,-0.7962724503273985,"[(4,), 1e-05]"
アジアパイルホールディングス,2018,Q1,9.317013718783977,"[(16,), 1e-05]"
アジアパイルホールディングス,2018,Q2,8.755752821643963,"[(16,), 1e-05]"
アジアパイルホールディングス,2018,Q3,8.831170073556633,"[(16,), 1e-05]"
アジアパイルホールディングス,2018,Q4,10.813481847626951,"[(16,), 1e-05]"
アジアパイルホールディングス,2019,Q1,9.457121711176827,"[(16,), 1e-05]"
アジアパイルホールディングス,2019,Q2,9.496295871622298,"[(16,), 1e-05]"
アジアパイルホールディングス,2019,Q3,11.655238361807339,"[(16,), 1e-05]"
アジアパイルホールディングス,2019,Q4,6.00268760633984,"[(16,), 1e-05]"
アジアパイルホールディングス,2020,Q1,12.115687247992286,"[(16,), 1e-05]"
アジアパイルホールディングス,2020,Q2,12.062852876926199,"[(16,), 1e-05]"
アジアパイルホールディングス,2020,Q3,12.400093738295933,"[(16,), 1e-05]"
アジアパイルホールディングス,2020,Q4,11.60824313458721,"[(16,), 1e-05]"
アステラス製薬,2018,Q1,3.5473599270435177,"[(4,), 0.0001]"
アステラス製薬,2018,Q2,3.5556793876162534,"[(4,), 0.0001]"
アステラス製薬,2018,Q3,4.0396239788147605,"[(4,), 0.0001]"
アステラス製薬,2018,Q4,3.5414424648920217,"[(4,), 0.0001]"
アステラス製薬,2019,Q1,4.782352256679243,"[(4,), 0.0001]"
アステラス製薬,2019,Q2,-0.01052498065912505,"[(4,), 0.0001]"
アステラス製薬,2019,Q3,5.22544562271609,"[(4,), 0.0001]"
アステラス製薬,2019,Q4,4.818099749739064,"[(4,), 0.0001]"
アステラス製薬,2020,Q1,4.813678758721875,"[(4,), 0.0001]"
アステラス製薬,2020,Q2,-0.010524998741571617,"[(4,), 0.0001]"
アステラス製薬,2020,Q3,5.137445468536599,"[(4,), 0.0001]"
アステラス製薬,2020,Q4,5.169612264799596,"[(4,), 0.0001]"
アズビル,2018,Q1,10.215999817556748,"[(16,), 1e-05]"
アズビル,2018,Q2,13.418042574619903,"[(16,), 1e-05]"
アズビル,2018,Q3,13.52443096210046,"[(16,), 1e-05]"
アズビル,2018,Q4,13.531133264558516,"[(16,), 1e-05]"
アズビル,2019,Q1,3.192875162826227,"[(16,), 1e-05]"
アズビル,2019,Q2,13.313896790331928,"[(16,), 1e-05]"
アズビル,2019,Q3,13.455709381635957,"[(16,), 1e-05]"
アズビル,2019,Q4,13.488072954917078,"[(16,), 1e-05]"
アズビル,2020,Q1,13.425534382259347,"[(16,), 1e-05]"
アズビル,2020,Q2,14.199925884608733,"[(16,), 1e-05]"
アズビル,2020,Q3,13.344325534986359,"[(16,), 1e-05]"
アズビル,2020,Q4,13.447364103498899,"[(16,), 1e-05]"
アズワン,2018,Q1,11.368563747078285,"[(16,), 0.001]"
アズワン,2018,Q2,11.549567207475445,"[(16,), 0.001]"
アズワン,2018,Q3,11.519918614297211,"[(16,), 0.001]"
アズワン,2018,Q4,11.545162772128613,"[(16,), 0.001]"
アズワン,2019,Q1,11.548264507488684,"[(16,), 0.001]"
アズワン,2019,Q2,11.75316862957866,"[(16,), 0.001]"
アズワン,2019,Q3,11.648270184753912,"[(16,), 0.001]"
アズワン,2019,Q4,11.62850884353766,"[(16,), 0.001]"
アズワン,2020,Q1,11.810860863854447,"[(16,), 0.001]"
アズワン,2020,Q2,11.809627894228548,"[(16,), 0.001]"
アズワン,2020,Q3,11.838530261906028,"[(16,), 0.001]"
アズワン,2020,Q4,11.82254818812353,"[(16,), 0.001]"
アツギ,2018,Q1,0.29928598662964456,"[(4,), 0.001]"
アツギ,2018,Q2,-0.28082630523339736,"[(4,), 0.001]"
アツギ,2018,Q3,2.510536084786547,"[(4,), 0.001]"
アツギ,2018,Q4,0.26670330908814166,"[(4,), 0.001]"
アツギ,2019,Q1,-0.5281989266522735,"[(4,), 0.001]"
