企業名,会計年度,四半期,y_hat_umlp
シンフォニア　テクノロジー,2018,Q3,7.1603904
シンフォニア　テクノロジー,2018,Q4,23.405125
シンフォニア　テクノロジー,2019,Q1,-2.0302534
シンフォニア　テクノロジー,2019,Q2,7.7511353
シンフォニア　テクノロジー,2019,Q3,1.078186
シンフォニア　テクノロジー,2019,Q4,18.119032
シンフォニア　テクノロジー,2020,Q1,-5.941512
シンフォニア　テクノロジー,2020,Q2,14.800711
シンフォニア　テクノロジー,2020,Q3,6.1415715
シンフォニア　テクノロジー,2020,Q4,26.311697
シーティーエス,2018,Q1,-78.68179
シーティーエス,2018,Q2,-41.596313
シーティーエス,2018,Q3,21.965366
シーティーエス,2018,Q4,-24.516516
シーティーエス,2019,Q1,32.89801
シーティーエス,2019,Q2,31.875479
シーティーエス,2019,Q3,2.150123
シーティーエス,2019,Q4,-10.711296
シーティーエス,2020,Q1,22.025528
シーティーエス,2020,Q2,9.270211
シーティーエス,2020,Q3,21.961689
シーティーエス,2020,Q4,-0.30720592
シード,2018,Q1,25.254892
シード,2018,Q2,10.154065
シード,2018,Q3,33.925644
シード,2018,Q4,4.042206
シード,2019,Q1,26.910238
シード,2019,Q2,22.398031
シード,2019,Q3,13.154887
シード,2019,Q4,25.566519
シード,2020,Q1,17.010672
シード,2020,Q2,28.043694
シード,2020,Q3,44.071262
シード,2020,Q4,8.321185
ジェイテクト,2018,Q1,35.911312
ジェイテクト,2018,Q2,0.36975938
ジェイテクト,2018,Q3,47.38062
ジェイテクト,2018,Q4,19.024656
ジェイテクト,2019,Q1,16.430357
ジェイテクト,2019,Q2,51.046135
ジェイテクト,2019,Q3,14.350844
ジェイテクト,2019,Q4,26.904055
ジェイテクト,2020,Q1,-8.179556
ジェイテクト,2020,Q2,-83.32653
ジェイテクト,2020,Q3,-27.88083
ジェイテクト,2020,Q4,2.3407013
ジェコス,2018,Q1,34.069244
ジェコス,2018,Q2,27.261013
ジェコス,2018,Q3,31.996014
ジェコス,2018,Q4,38.105255
ジェコス,2019,Q1,23.45157
ジェコス,2019,Q2,21.700409
ジェコス,2019,Q3,32.55893
ジェコス,2019,Q4,28.84275
ジェコス,2020,Q1,29.656961
ジェコス,2020,Q2,26.435495
ジェコス,2020,Q3,29.336533
ジェコス,2020,Q4,24.800377
ジャストシステム,2018,Q1,11.411921
ジャストシステム,2018,Q2,21.30178
ジャストシステム,2018,Q3,10.973653
ジャストシステム,2018,Q4,9.676188
ジャストシステム,2019,Q1,14.749233
ジャストシステム,2019,Q2,12.119797
ジャストシステム,2019,Q3,24.663435
ジャストシステム,2019,Q4,21.67298
ジャストシステム,2020,Q1,27.65101
ジャストシステム,2020,Q2,33.641464
ジャストシステム,2020,Q3,28.541779
ジャストシステム,2020,Q4,27.527254
ジャパンフーズ,2018,Q1,91.196304
ジャパンフーズ,2018,Q2,58.765865
ジャパンフーズ,2018,Q3,-96.74879
ジャパンフーズ,2018,Q4,-17.93608
ジャパンフーズ,2019,Q1,46.52209
ジャパンフーズ,2019,Q2,101.71809
ジャパンフーズ,2019,Q3,-67.494774
ジャパンフーズ,2019,Q4,-54.221474
ジャパンフーズ,2020,Q1,137.85191
ジャパンフーズ,2020,Q2,9.348669
ジャパンフーズ,2020,Q3,-83.739716
ジャパンフーズ,2020,Q4,-115.97797
ジーエス・ユアサ　コーポレーシ,2018,Q1,-0.73994106
ジーエス・ユアサ　コーポレーシ,2018,Q2,3.8494258
ジーエス・ユアサ　コーポレーシ,2018,Q3,6.203198
ジーエス・ユアサ　コーポレーシ,2018,Q4,19.12011
ジーエス・ユアサ　コーポレーシ,2019,Q1,18.53056
ジーエス・ユアサ　コーポレーシ,2019,Q2,7.104335
ジーエス・ユアサ　コーポレーシ,2019,Q3,8.339132
ジーエス・ユアサ　コーポレーシ,2019,Q4,14.24899
ジーエス・ユアサ　コーポレーシ,2020,Q1,6.596619
ジーエス・ユアサ　コーポレーシ,2020,Q2,-7.6387515
ジーエス・ユアサ　コーポレーシ,2020,Q3,36.47865
ジーエス・ユアサ　コーポレーシ,2020,Q4,14.853956
ジーテクト,2018,Q1,106.75304
ジーテクト,2018,Q2,16.902285
ジーテクト,2018,Q3,68.344055
ジーテクト,2018,Q4,128.13054
ジーテクト,2019,Q1,40.507893
ジーテクト,2019,Q2,52.212914
ジーテクト,2019,Q3,56.355923
ジーテクト,2019,Q4,71.00539
ジーテクト,2020,Q1,99.683014
ジーテクト,2020,Q2,92.907715
ジーテクト,2020,Q3,80.74692
ジーテクト,2020,Q4,131.88382
スカパーＪＳＡＴホールディング,2018,Q1,-75.53577
スカパーＪＳＡＴホールディング,2018,Q2,-14.969833
スカパーＪＳＡＴホールディング,2018,Q3,26.684082
スカパーＪＳＡＴホールディング,2018,Q4,-87.49436
スカパーＪＳＡＴホールディング,2019,Q1,-68.779144
スカパーＪＳＡＴホールディング,2019,Q2,-45.906986
スカパーＪＳＡＴホールディング,2019,Q3,8.8576765
スカパーＪＳＡＴホールディング,2019,Q4,-1.0278802
スカパーＪＳＡＴホールディング,2020,Q1,16.398527
スカパーＪＳＡＴホールディング,2020,Q2,26.564228
スカパーＪＳＡＴホールディング,2020,Q3,1.5400567
スカパーＪＳＡＴホールディング,2020,Q4,15.926471
スクウェア・エニックス・ホール,2018,Q1,10.107449
スクウェア・エニックス・ホール,2018,Q2,30.30464
スクウェア・エニックス・ホール,2018,Q3,57.818733
スクウェア・エニックス・ホール,2018,Q4,-5.4352555
スクウェア・エニックス・ホール,2019,Q1,20.182426
スクウェア・エニックス・ホール,2019,Q2,62.97021
スクウェア・エニックス・ホール,2019,Q3,10.908708
スクウェア・エニックス・ホール,2019,Q4,40.28348
スクウェア・エニックス・ホール,2020,Q1,37.699368
スクウェア・エニックス・ホール,2020,Q2,35.899094
スクウェア・エニックス・ホール,2020,Q3,47.882015
スクウェア・エニックス・ホール,2020,Q4,9.396728
スクロール,2018,Q1,-16.309807
スクロール,2018,Q2,5.6268144
スクロール,2018,Q3,-1.073749
スクロール,2018,Q4,-30.654799
スクロール,2019,Q1,17.972256
スクロール,2019,Q2,14.383233
スクロール,2019,Q3,21.396473
スクロール,2019,Q4,-36.27507
スクロール,2020,Q1,35.756298
スクロール,2020,Q2,9.657318
スクロール,2020,Q3,-17.070438
スクロール,2020,Q4,-12.111725
スズキ,2018,Q1,45.77552
スズキ,2018,Q2,91.23322
スズキ,2018,Q3,122.755104
スズキ,2018,Q4,125.32001
スズキ,2019,Q1,65.9052
スズキ,2019,Q2,59.616135
スズキ,2019,Q3,96.26063
スズキ,2019,Q4,46.94436
スズキ,2020,Q1,46.503784
スズキ,2020,Q2,112.611946
スズキ,2020,Q3,83.86866
スズキ,2020,Q4,25.24588
スズケン,2018,Q1,27.010822
スズケン,2018,Q2,48.90586
スズケン,2018,Q3,51.565353
スズケン,2018,Q4,56.426716
スズケン,2019,Q1,39.010036
スズケン,2019,Q2,63.94185
スズケン,2019,Q3,107.59313
スズケン,2019,Q4,1.8910651
スズケン,2020,Q1,10.730017
スズケン,2020,Q2,48.337715
スズケン,2020,Q3,28.215702
スズケン,2020,Q4,51.112064
スズデン,2018,Q1,22.604696
スズデン,2018,Q2,24.643908
スズデン,2018,Q3,22.627264
スズデン,2018,Q4,24.037909
スズデン,2019,Q1,16.137354
スズデン,2019,Q2,14.113283
スズデン,2019,Q3,4.420857
スズデン,2019,Q4,11.5896845
スズデン,2020,Q1,18.514526
スズデン,2020,Q2,25.829628
スズデン,2020,Q3,14.1061325
スズデン,2020,Q4,32.66237
スタンレー電気,2018,Q1,36.722977
スタンレー電気,2018,Q2,43.04922
スタンレー電気,2018,Q3,37.84438
スタンレー電気,2018,Q4,50.46088
スタンレー電気,2019,Q1,53.757812
スタンレー電気,2019,Q2,48.702946
スタンレー電気,2019,Q3,49.75538
スタンレー電気,2019,Q4,59.883564
スタンレー電気,2020,Q1,43.26831
スタンレー電気,2020,Q2,-11.482855
スタンレー電気,2020,Q3,46.06014
スタンレー電気,2020,Q4,32.432903
スターゼン,2018,Q1,151.1267
スターゼン,2018,Q2,136.4247
スターゼン,2018,Q3,181.29628
スターゼン,2018,Q4,95.56025
スターゼン,2019,Q1,132.64806
スターゼン,2019,Q2,88.97496
スターゼン,2019,Q3,162.28546
スターゼン,2019,Q4,115.449
スターゼン,2020,Q1,35.613773
スターゼン,2020,Q2,87.12459
スターゼン,2020,Q3,71.77742
スターゼン,2020,Q4,139.12231
スターツコーポレーション,2018,Q1,54.54755
スターツコーポレーション,2018,Q2,39.74961
スターツコーポレーション,2018,Q3,62.969486
スターツコーポレーション,2018,Q4,53.20788
スターツコーポレーション,2019,Q1,65.38173
スターツコーポレーション,2019,Q2,67.61446
スターツコーポレーション,2019,Q3,47.23944
スターツコーポレーション,2019,Q4,73.96469
スターツコーポレーション,2020,Q1,34.85649
スターツコーポレーション,2020,Q2,59.331554
スターツコーポレーション,2020,Q3,65.79461
スターツコーポレーション,2020,Q4,89.60954
ステラ　ケミファ,2018,Q1,39.466423
ステラ　ケミファ,2018,Q2,46.27574
ステラ　ケミファ,2018,Q3,25.521477
ステラ　ケミファ,2018,Q4,32.165936
ステラ　ケミファ,2019,Q1,34.03478
ステラ　ケミファ,2019,Q2,42.77245
ステラ　ケミファ,2019,Q3,21.792624
ステラ　ケミファ,2019,Q4,55.955826
ステラ　ケミファ,2020,Q1,24.763647
ステラ　ケミファ,2020,Q2,22.218102
ステラ　ケミファ,2020,Q3,6.330535
ステラ　ケミファ,2020,Q4,33.277233
セイコーエプソン,2018,Q1,60.531998
セイコーエプソン,2018,Q2,34.720776
セイコーエプソン,2018,Q3,38.28314
セイコーエプソン,2018,Q4,130.22609
セイコーエプソン,2019,Q1,57.04995
セイコーエプソン,2019,Q2,19.453447
セイコーエプソン,2019,Q3,73.315735
セイコーエプソン,2019,Q4,29.03343
セイコーエプソン,2020,Q1,-8.787949
セイコーエプソン,2020,Q2,81.55842
セイコーエプソン,2020,Q3,45.58443
セイコーエプソン,2020,Q4,-19.33793
セイコーホールディングス,2018,Q1,92.52319
セイコーホールディングス,2018,Q2,19.706266
セイコーホールディングス,2018,Q3,41.87502
セイコーホールディングス,2018,Q4,8.673305
セイコーホールディングス,2019,Q1,1.7043871
セイコーホールディングス,2019,Q2,-1.5225536
セイコーホールディングス,2019,Q3,67.58436
セイコーホールディングス,2019,Q4,19.165045
セイコーホールディングス,2020,Q1,10.090645
セイコーホールディングス,2020,Q2,111.93518
セイコーホールディングス,2020,Q3,71.08052
セイコーホールディングス,2020,Q4,41.68434
セイノーホールディングス,2018,Q1,16.921892
セイノーホールディングス,2018,Q2,17.085207
セイノーホールディングス,2018,Q3,40.675156
セイノーホールディングス,2018,Q4,17.961664
セイノーホールディングス,2019,Q1,18.187029
セイノーホールディングス,2019,Q2,16.846529
セイノーホールディングス,2019,Q3,3.8757024
セイノーホールディングス,2019,Q4,27.35335
セイノーホールディングス,2020,Q1,42.468964
セイノーホールディングス,2020,Q2,23.073982
セイノーホールディングス,2020,Q3,17.612947
セイノーホールディングス,2020,Q4,27.19013
セガサミーホールディングス,2018,Q1,75.0901
セガサミーホールディングス,2018,Q2,18.548952
セガサミーホールディングス,2018,Q3,8.201305
セガサミーホールディングス,2018,Q4,26.33832
セガサミーホールディングス,2019,Q1,6.567184
セガサミーホールディングス,2019,Q2,28.434824
セガサミーホールディングス,2019,Q3,31.515978
セガサミーホールディングス,2019,Q4,-8.324908
セガサミーホールディングス,2020,Q1,2.7443945
セガサミーホールディングス,2020,Q2,8.1904955
セガサミーホールディングス,2020,Q3,-28.89347
セガサミーホールディングス,2020,Q4,41.4941
セコム,2018,Q1,70.501656
セコム,2018,Q2,92.27543
セコム,2018,Q3,103.29941
セコム,2018,Q4,91.25469
セコム,2019,Q1,104.10193
セコム,2019,Q2,63.070736
セコム,2019,Q3,84.871124
セコム,2019,Q4,102.55948
セコム,2020,Q1,45.6503
セコム,2020,Q2,101.014305
セコム,2020,Q3,100.23672
セコム,2020,Q4,86.4361
センコーグループホールディング,2018,Q1,14.777359
センコーグループホールディング,2018,Q2,15.914834
センコーグループホールディング,2018,Q3,20.759216
センコーグループホールディング,2018,Q4,7.965557
センコーグループホールディング,2019,Q1,15.861241
センコーグループホールディング,2019,Q2,18.827301
センコーグループホールディング,2019,Q3,25.04562
センコーグループホールディング,2019,Q4,8.189608
センコーグループホールディング,2020,Q1,16.690771
センコーグループホールディング,2020,Q2,16.897373
センコーグループホールディング,2020,Q3,20.295223
センコーグループホールディング,2020,Q4,5.5755715
セントケア・ホールディング,2018,Q1,22.548046
セントケア・ホールディング,2018,Q2,-202.08287
セントケア・ホールディング,2018,Q3,-428.51633
セントケア・ホールディング,2018,Q4,-238.28647
セントケア・ホールディング,2019,Q1,-173.54794
セントケア・ホールディング,2019,Q2,-102.640945
セントケア・ホールディング,2019,Q3,50.371643
セントケア・ホールディング,2019,Q4,39.03141
セントケア・ホールディング,2020,Q1,-15.501648
セントケア・ホールディング,2020,Q2,199.88293
セントケア・ホールディング,2020,Q3,-22.21494
セントケア・ホールディング,2020,Q4,-332.81183
セントラルスポーツ,2018,Q1,40.976433
セントラルスポーツ,2018,Q2,34.216156
セントラルスポーツ,2018,Q3,41.70212
セントラルスポーツ,2018,Q4,41.584633
セントラルスポーツ,2019,Q1,46.39665
セントラルスポーツ,2019,Q2,45.07258
セントラルスポーツ,2019,Q3,44.63677
セントラルスポーツ,2019,Q4,68.753296
セントラルスポーツ,2020,Q1,75.036224
セントラルスポーツ,2020,Q2,96.33954
セントラルスポーツ,2020,Q3,27.223022
セントラルスポーツ,2020,Q4,54.862648
セントラル硝子,2018,Q1,6.9685283
セントラル硝子,2018,Q2,5.262933
セントラル硝子,2018,Q3,10.950264
セントラル硝子,2018,Q4,10.566134
セントラル硝子,2019,Q1,7.3227053
セントラル硝子,2019,Q2,45.401142
セントラル硝子,2019,Q3,17.095173
セントラル硝子,2019,Q4,24.3404
セントラル硝子,2020,Q1,29.21423
セントラル硝子,2020,Q2,27.732203
セントラル硝子,2020,Q3,-5.1067047
セントラル硝子,2020,Q4,16.876095
セーレン,2018,Q1,29.629812
セーレン,2018,Q2,26.413715
セーレン,2018,Q3,34.016144
セーレン,2018,Q4,17.817694
セーレン,2019,Q1,39.06244
セーレン,2019,Q2,22.307793
セーレン,2019,Q3,34.83956
セーレン,2019,Q4,23.104307
セーレン,2020,Q1,35.012585
セーレン,2020,Q2,18.521046
セーレン,2020,Q3,5.2333236
セーレン,2020,Q4,14.881133
ゼビオホールディングス,2018,Q1,43.16669
ゼビオホールディングス,2018,Q2,9.352143
ゼビオホールディングス,2018,Q3,38.272217
ゼビオホールディングス,2018,Q4,-26.831173
ゼビオホールディングス,2019,Q1,48.55448
ゼビオホールディングス,2019,Q2,0.5498389
ゼビオホールディングス,2019,Q3,28.212477
ゼビオホールディングス,2019,Q4,-13.485978
ゼビオホールディングス,2020,Q1,33.528095
ゼビオホールディングス,2020,Q2,-28.994638
ゼビオホールディングス,2020,Q3,25.316082
ゼビオホールディングス,2020,Q4,-15.180217
ゼンショーホールディングス,2018,Q1,9.253796
ゼンショーホールディングス,2018,Q2,27.75555
ゼンショーホールディングス,2018,Q3,13.177676
ゼンショーホールディングス,2018,Q4,17.946903
ゼンショーホールディングス,2019,Q1,12.036719
ゼンショーホールディングス,2019,Q2,17.779985
ゼンショーホールディングス,2019,Q3,5.9272795
ゼンショーホールディングス,2019,Q4,-11.750778
ゼンショーホールディングス,2020,Q1,10.81769
ゼンショーホールディングス,2020,Q2,2.3976843
ゼンショーホールディングス,2020,Q3,7.877928
ゼンショーホールディングス,2020,Q4,-25.056168
ゼンリン,2018,Q1,-10.15057
ゼンリン,2018,Q2,8.844135
ゼンリン,2018,Q3,1.0608763
ゼンリン,2018,Q4,45.05114
ゼンリン,2019,Q1,2.3831499
ゼンリン,2019,Q2,1.0549823
ゼンリン,2019,Q3,4.0550327
ゼンリン,2019,Q4,43.117096
ゼンリン,2020,Q1,-5.447068
ゼンリン,2020,Q2,6.79078
ゼンリン,2020,Q3,5.3097506
ゼンリン,2020,Q4,62.54225
ソトー,2018,Q1,6.653965
ソトー,2018,Q2,18.283634
ソトー,2018,Q3,2.763601
ソトー,2018,Q4,7.937821
ソトー,2019,Q1,5.951254
ソトー,2019,Q2,10.902388
ソトー,2019,Q3,1.6289067
ソトー,2019,Q4,2.4192119
ソトー,2020,Q1,-9.908939
ソトー,2020,Q2,-18.506102
ソトー,2020,Q3,-23.007359
ソトー,2020,Q4,-9.022235
ソニーグループ,2018,Q1,-36.872143
ソニーグループ,2018,Q2,33.414516
ソニーグループ,2018,Q3,149.95253
ソニーグループ,2018,Q4,17.34199
ソニーグループ,2019,Q1,137.811
ソニーグループ,2019,Q2,165.66972
ソニーグループ,2019,Q3,159.4324
ソニーグループ,2019,Q4,94.22524
ソニーグループ,2020,Q1,126.86847
ソニーグループ,2020,Q2,148.10022
ソニーグループ,2020,Q3,137.34229
ソニーグループ,2020,Q4,7.781066
ソネック,2018,Q1,18.203135
ソネック,2018,Q2,16.413008
ソネック,2018,Q3,22.853434
ソネック,2018,Q4,15.912263
ソネック,2019,Q1,16.693272
ソネック,2019,Q2,15.222012
ソネック,2019,Q3,24.187178
ソネック,2019,Q4,21.232891
ソネック,2020,Q1,21.655733
ソネック,2020,Q2,21.766605
ソネック,2020,Q3,19.129745
ソネック,2020,Q4,15.529519
ソフトクリエイトホールディング,2018,Q1,29.39149
ソフトクリエイトホールディング,2018,Q2,5.103955
ソフトクリエイトホールディング,2018,Q3,21.880257
ソフトクリエイトホールディング,2018,Q4,20.905565
ソフトクリエイトホールディング,2019,Q1,46.76391
ソフトクリエイトホールディング,2019,Q2,9.671681
ソフトクリエイトホールディング,2019,Q3,27.876486
ソフトクリエイトホールディング,2019,Q4,29.093927
ソフトクリエイトホールディング,2020,Q1,35.387413
ソフトクリエイトホールディング,2020,Q2,26.70279
ソフトクリエイトホールディング,2020,Q3,39.52909
ソフトクリエイトホールディング,2020,Q4,4.5389643
ソースネクスト,2018,Q1,131.03812
ソースネクスト,2018,Q2,-93.2619
ソースネクスト,2018,Q3,7.18196
ソースネクスト,2018,Q4,-175.74597
ソースネクスト,2019,Q1,-195.10767
ソースネクスト,2019,Q2,-292.11835
ソースネクスト,2019,Q3,-255.10481
ソースネクスト,2019,Q4,-39.335674
ソースネクスト,2020,Q1,-126.9246
ソースネクスト,2020,Q2,-18.43657
ソースネクスト,2020,Q3,-54.979763
ソースネクスト,2020,Q4,-9.515636
ソーダニッカ,2018,Q1,7.9518976
ソーダニッカ,2018,Q2,9.017941
ソーダニッカ,2018,Q3,13.026016
ソーダニッカ,2018,Q4,7.4527864
ソーダニッカ,2019,Q1,3.7082052
ソーダニッカ,2019,Q2,1.890912
ソーダニッカ,2019,Q3,13.278816
ソーダニッカ,2019,Q4,9.054681
ソーダニッカ,2020,Q1,4.0772686
ソーダニッカ,2020,Q2,12.492115
ソーダニッカ,2020,Q3,11.672114
ソーダニッカ,2020,Q4,8.776492
タイガースポリマー,2018,Q1,27.35809
タイガースポリマー,2018,Q2,25.278126
タイガースポリマー,2018,Q3,5.8803353
タイガースポリマー,2018,Q4,29.096312
タイガースポリマー,2019,Q1,18.262238
タイガースポリマー,2019,Q2,8.167628
タイガースポリマー,2019,Q3,20.017017
タイガースポリマー,2019,Q4,11.632461
タイガースポリマー,2020,Q1,30.310427
タイガースポリマー,2020,Q2,7.017464
タイガースポリマー,2020,Q3,30.991028
タイガースポリマー,2020,Q4,-19.348341
タカノ,2018,Q1,-0.32605198
タカノ,2018,Q2,22.268957
タカノ,2018,Q3,1.0863537
タカノ,2018,Q4,28.280964
タカノ,2019,Q1,14.891602
タカノ,2019,Q2,12.919133
タカノ,2019,Q3,-8.4519205
タカノ,2019,Q4,11.762491
タカノ,2020,Q1,15.433761
タカノ,2020,Q2,-6.1165867
タカノ,2020,Q3,9.655118
タカノ,2020,Q4,19.979473
タカミヤ,2018,Q1,11.048352
タカミヤ,2018,Q2,13.387035
タカミヤ,2018,Q3,15.58492
タカミヤ,2018,Q4,-2.7519674
タカミヤ,2019,Q1,-3.2341335
タカミヤ,2019,Q2,6.0479994
タカミヤ,2019,Q3,6.040142
タカミヤ,2019,Q4,5.2421694
タカミヤ,2020,Q1,6.4599676
タカミヤ,2020,Q2,2.4385734
タカミヤ,2020,Q3,20.021482
タカミヤ,2020,Q4,-3.6977787
タカラスタンダード,2018,Q1,32.68135
タカラスタンダード,2018,Q2,16.730936
タカラスタンダード,2018,Q3,49.248398
タカラスタンダード,2018,Q4,9.144493
タカラスタンダード,2019,Q1,34.157707
タカラスタンダード,2019,Q2,21.093103
タカラスタンダード,2019,Q3,55.175823
タカラスタンダード,2019,Q4,3.622823
タカラスタンダード,2020,Q1,11.035869
タカラスタンダード,2020,Q2,17.955463
タカラスタンダード,2020,Q3,29.13487
タカラスタンダード,2020,Q4,11.447965
タカラトミー,2018,Q1,17.512953
タカラトミー,2018,Q2,31.844042
タカラトミー,2018,Q3,44.08097
タカラトミー,2018,Q4,-5.3601055
タカラトミー,2019,Q1,14.202741
タカラトミー,2019,Q2,27.335756
タカラトミー,2019,Q3,26.87485
タカラトミー,2019,Q4,-1.7158875
タカラトミー,2020,Q1,-8.531676
タカラトミー,2020,Q2,21.036629
タカラトミー,2020,Q3,-2.5773532
タカラトミー,2020,Q4,-31.548746
タカラバイオ,2018,Q1,4.430187
タカラバイオ,2018,Q2,0.9867511
タカラバイオ,2018,Q3,28.544632
タカラバイオ,2018,Q4,67.497574
タカラバイオ,2019,Q1,-8.131262
タカラバイオ,2019,Q2,40.11843
タカラバイオ,2019,Q3,4.6780066
タカラバイオ,2019,Q4,18.664516
タカラバイオ,2020,Q1,57.461952
タカラバイオ,2020,Q2,5.323833
タカラバイオ,2020,Q3,23.740467
タカラバイオ,2020,Q4,62.105537
タカラレーベン,2018,Q1,24.255322
タカラレーベン,2018,Q2,-29.015646
タカラレーベン,2018,Q3,24.291172
タカラレーベン,2018,Q4,26.877567
タカラレーベン,2019,Q1,13.474585
タカラレーベン,2019,Q2,25.055399
タカラレーベン,2019,Q3,21.30987
タカラレーベン,2019,Q4,52.03285
タカラレーベン,2020,Q1,18.592632
タカラレーベン,2020,Q2,31.643623
タカラレーベン,2020,Q3,30.07338
タカラレーベン,2020,Q4,-5.527113
タキロンシーアイ,2018,Q1,2.3941178
タキロンシーアイ,2018,Q2,2.6621659
タキロンシーアイ,2018,Q3,26.393795
タキロンシーアイ,2018,Q4,11.052823
タキロンシーアイ,2019,Q1,5.526561
タキロンシーアイ,2019,Q2,10.947672
タキロンシーアイ,2019,Q3,17.840166
タキロンシーアイ,2019,Q4,16.935919
タキロンシーアイ,2020,Q1,-1.3497232
タキロンシーアイ,2020,Q2,6.7861905
タキロンシーアイ,2020,Q3,15.659301
タキロンシーアイ,2020,Q4,3.6084852
タクマ,2018,Q1,13.275964
タクマ,2018,Q2,34.853203
タクマ,2018,Q3,17.735884
タクマ,2018,Q4,33.225677
タクマ,2019,Q1,13.392423
タクマ,2019,Q2,29.68323
タクマ,2019,Q3,31.00572
タクマ,2019,Q4,40.149387
タクマ,2020,Q1,11.144564
タクマ,2020,Q2,23.180258
タクマ,2020,Q3,43.614285
タクマ,2020,Q4,28.327345
タケエイ,2018,Q1,11.826877
タケエイ,2018,Q2,30.647324
タケエイ,2018,Q3,26.735289
タケエイ,2018,Q4,-3.3082874
タケエイ,2019,Q1,-3.679526
タケエイ,2019,Q2,31.775064
タケエイ,2019,Q3,19.718489
タケエイ,2019,Q4,14.100065
タケエイ,2020,Q1,30.558748
タケエイ,2020,Q2,-5.918897
タケエイ,2020,Q3,12.35563
タケエイ,2020,Q4,67.367805
タダノ,2018,Q1,26.730078
タダノ,2018,Q2,18.580793
タダノ,2018,Q3,30.540678
タダノ,2018,Q4,13.410875
タダノ,2019,Q1,-10.294018
タダノ,2019,Q2,-7.1490197
タダノ,2019,Q3,29.67883
タダノ,2019,Q4,9.236935
タダノ,2020,Q1,11.168873
タダノ,2020,Q2,12.919197
タダノ,2020,Q3,-9.093068
タダノ,2020,Q4,-17.605675
タチエス,2018,Q1,15.65266
タチエス,2018,Q2,41.59751
タチエス,2018,Q3,24.182644
タチエス,2018,Q4,-0.56931084
タチエス,2019,Q1,63.002953
タチエス,2019,Q2,61.72329
タチエス,2019,Q3,14.685095
タチエス,2019,Q4,-32.489494
タチエス,2020,Q1,-6.8239837
タチエス,2020,Q2,19.690903
タチエス,2020,Q3,-68.714516
タチエス,2020,Q4,-27.855658
タツタ電線,2018,Q1,7.402407
タツタ電線,2018,Q2,13.038653
タツタ電線,2018,Q3,14.233811
タツタ電線,2018,Q4,12.898059
タツタ電線,2019,Q1,10.965867
タツタ電線,2019,Q2,7.632926
タツタ電線,2019,Q3,15.06318
タツタ電線,2019,Q4,-4.455283
タツタ電線,2020,Q1,6.57184
タツタ電線,2020,Q2,15.775792
タツタ電線,2020,Q3,20.184439
タツタ電線,2020,Q4,9.481752
タナベ経営,2018,Q1,20.930529
タナベ経営,2018,Q2,19.455189
タナベ経営,2018,Q3,35.622818
タナベ経営,2018,Q4,11.780397
タナベ経営,2019,Q1,17.767157
タナベ経営,2019,Q2,15.366104
タナベ経営,2019,Q3,33.761154
タナベ経営,2019,Q4,15.686311
タナベ経営,2020,Q1,21.438757
タナベ経営,2020,Q2,27.239304
タナベ経営,2020,Q3,22.76317
タナベ経営,2020,Q4,20.29562
タムラ製作所,2018,Q1,9.544711
タムラ製作所,2018,Q2,6.4858713
タムラ製作所,2018,Q3,-3.3607278
タムラ製作所,2018,Q4,17.568304
タムラ製作所,2019,Q1,1.6678748
タムラ製作所,2019,Q2,-1.4945347
タムラ製作所,2019,Q3,11.41734
タムラ製作所,2019,Q4,33.99889
タムラ製作所,2020,Q1,12.318863
タムラ製作所,2020,Q2,9.783698
タムラ製作所,2020,Q3,1.3855678
タムラ製作所,2020,Q4,3.6592038
ダイオーズ,2018,Q1,15.956856
ダイオーズ,2018,Q2,24.629286
ダイオーズ,2018,Q3,24.089563
ダイオーズ,2018,Q4,15.196755
ダイオーズ,2019,Q1,14.090852
ダイオーズ,2019,Q2,16.998611
ダイオーズ,2019,Q3,16.772757
ダイオーズ,2019,Q4,20.247103
ダイオーズ,2020,Q1,13.511716
ダイオーズ,2020,Q2,-3.112284
ダイオーズ,2020,Q3,-17.823061
ダイオーズ,2020,Q4,6.313631
ダイキン工業,2018,Q1,86.49796
ダイキン工業,2018,Q2,130.05571
ダイキン工業,2018,Q3,162.72095
ダイキン工業,2018,Q4,98.58209
ダイキン工業,2019,Q1,194.75679
ダイキン工業,2019,Q2,169.38394
ダイキン工業,2019,Q3,162.71837
ダイキン工業,2019,Q4,124.34428
ダイキン工業,2020,Q1,120.68506
ダイキン工業,2020,Q2,146.03595
ダイキン工業,2020,Q3,100.409904
ダイキン工業,2020,Q4,88.270935
ダイコク電機,2018,Q1,40.69782
ダイコク電機,2018,Q2,36.844673
ダイコク電機,2018,Q3,64.11505
ダイコク電機,2018,Q4,-28.101973
ダイコク電機,2019,Q1,40.89476
ダイコク電機,2019,Q2,-2.6409147
ダイコク電機,2019,Q3,102.04613
ダイコク電機,2019,Q4,10.609122
ダイコク電機,2020,Q1,37.296326
ダイコク電機,2020,Q2,23.671879
ダイコク電機,2020,Q3,64.61803
ダイコク電機,2020,Q4,9.5210495
ダイジェット工業,2018,Q1,14.418325
ダイジェット工業,2018,Q2,8.285424
ダイジェット工業,2018,Q3,12.7381525
ダイジェット工業,2018,Q4,20.40474
ダイジェット工業,2019,Q1,12.554023
ダイジェット工業,2019,Q2,67.58576
ダイジェット工業,2019,Q3,5.1416545
ダイジェット工業,2019,Q4,4.9634666
