企業名,会計年度,四半期,y_hat_rw
ゲオホールディングス,2020,Q2,56.44
ゲオホールディングス,2020,Q3,-27.45
ゲオホールディングス,2020,Q4,-4.96
コア,2018,Q1,27.04
コア,2018,Q2,8.26
コア,2018,Q3,18.33
コア,2018,Q4,21.23
コア,2019,Q1,40.22
コア,2019,Q2,7.23
コア,2019,Q3,23.69
コア,2019,Q4,22.29
コア,2020,Q1,29.58
コア,2020,Q2,11.01
コア,2020,Q3,25.85
コア,2020,Q4,24.69
ココカラファイン,2018,Q1,66.22
ココカラファイン,2018,Q2,90.34
ココカラファイン,2018,Q3,74.59
ココカラファイン,2018,Q4,119.28
ココカラファイン,2019,Q1,97.05
ココカラファイン,2019,Q2,93.09
ココカラファイン,2019,Q3,115.77
ココカラファイン,2019,Q4,55.25
ココカラファイン,2020,Q1,79.95
ココカラファイン,2020,Q2,46.05
ココカラファイン,2020,Q3,-8.61
ココカラファイン,2020,Q4,55.78
コニカミノルタ,2018,Q1,27.57
コニカミノルタ,2018,Q2,22.61
コニカミノルタ,2018,Q3,24.57
コニカミノルタ,2018,Q4,21.05
コニカミノルタ,2019,Q1,16.1
コニカミノルタ,2019,Q2,-2.44
コニカミノルタ,2019,Q3,2.66
コニカミノルタ,2019,Q4,4.18
コニカミノルタ,2020,Q1,-10.6
コニカミノルタ,2020,Q2,-34.96
コニカミノルタ,2020,Q3,-9.98
コニカミノルタ,2020,Q4,3.24
コニシ,2018,Q1,40.0
コニシ,2018,Q2,19.61
コニシ,2018,Q3,30.17
コニシ,2018,Q4,42.13
コニシ,2019,Q1,29.44
コニシ,2019,Q2,21.42
コニシ,2019,Q3,32.86
コニシ,2019,Q4,36.13
コニシ,2020,Q1,36.05
コニシ,2020,Q2,18.26
コニシ,2020,Q3,29.18
コニシ,2020,Q4,53.27
コネクシオ,2018,Q1,37.53
コネクシオ,2018,Q2,24.16
コネクシオ,2018,Q3,39.92
コネクシオ,2018,Q4,47.21
コネクシオ,2019,Q1,43.43
コネクシオ,2019,Q2,34.31
コネクシオ,2019,Q3,49.57
コネクシオ,2019,Q4,31.27
コネクシオ,2020,Q1,41.33
コネクシオ,2020,Q2,24.55
コネクシオ,2020,Q3,50.71
コネクシオ,2020,Q4,50.59
コマツ,2018,Q1,43.83
コマツ,2018,Q2,66.75
コマツ,2018,Q3,66.15
コマツ,2018,Q4,62.32
コマツ,2019,Q1,76.59
コマツ,2019,Q2,50.3
コマツ,2019,Q3,45.11
コマツ,2019,Q4,47.87
コマツ,2020,Q1,19.67
コマツ,2020,Q2,17.2
コマツ,2020,Q3,22.27
コマツ,2020,Q4,30.35
コムシスホールディングス,2018,Q1,74.99
コムシスホールディングス,2018,Q2,24.33
コムシスホールディングス,2018,Q3,38.12
コムシスホールディングス,2018,Q4,85.95
コムシスホールディングス,2019,Q1,75.44
コムシスホールディングス,2019,Q2,27.2
コムシスホールディングス,2019,Q3,41.62
コムシスホールディングス,2019,Q4,43.86
コムシスホールディングス,2020,Q1,90.82
コムシスホールディングス,2020,Q2,22.8
コムシスホールディングス,2020,Q3,47.84
コムシスホールディングス,2020,Q4,62.24
コムチュア,2018,Q1,24.35
コムチュア,2018,Q2,22.77
コムチュア,2018,Q3,32.81
コムチュア,2018,Q4,30.75
コムチュア,2019,Q1,35.96
コムチュア,2019,Q2,29.58
コムチュア,2019,Q3,29.46503895588308
コムチュア,2019,Q4,14.18
コムチュア,2020,Q1,18.28
コムチュア,2020,Q2,11.6
コムチュア,2020,Q3,17.28
コムチュア,2020,Q4,18.8
コメリ,2018,Q1,9.8
コメリ,2018,Q2,93.34
コメリ,2018,Q3,69.36
コメリ,2018,Q4,67.15
コメリ,2019,Q1,-13.95
コメリ,2019,Q2,95.48
コメリ,2019,Q3,76.02
コメリ,2019,Q4,62.77
コメリ,2020,Q1,1.72
コメリ,2020,Q2,171.18
コメリ,2020,Q3,114.25
コメリ,2020,Q4,92.16
コロナ,2018,Q1,-33.48
コロナ,2018,Q2,-9.23
コロナ,2018,Q3,22.33
コロナ,2018,Q4,68.33
コロナ,2019,Q1,-38.88
コロナ,2019,Q2,-13.89
コロナ,2019,Q3,24.28
コロナ,2019,Q4,51.06
コロナ,2020,Q1,-48.21
コロナ,2020,Q2,-16.21
コロナ,2020,Q3,11.62
コロナ,2020,Q4,52.29
コロワイド,2018,Q1,-1.9
コロワイド,2018,Q2,11.58
コロワイド,2018,Q3,-4.14
コロワイド,2018,Q4,18.02
コロワイド,2019,Q1,-19.75
コロワイド,2019,Q2,2.3
コロワイド,2019,Q3,-3.49
コロワイド,2019,Q4,16.44
コロワイド,2020,Q1,-103.87
コロワイド,2020,Q2,-58.52
コロワイド,2020,Q3,-21.31
コロワイド,2020,Q4,-6.86
コンドーテック,2018,Q1,27.06
コンドーテック,2018,Q2,23.5
コンドーテック,2018,Q3,25.4
コンドーテック,2018,Q4,32.99
コンドーテック,2019,Q1,20.76
コンドーテック,2019,Q2,22.31
コンドーテック,2019,Q3,29.61
コンドーテック,2019,Q4,30.66
コンドーテック,2020,Q1,24.88
コンドーテック,2020,Q2,16.1
コンドーテック,2020,Q3,23.64
コンドーテック,2020,Q4,25.14
コーセー,2018,Q1,103.2
コーセー,2018,Q2,234.79
コーセー,2018,Q3,154.63
コーセー,2018,Q4,187.86
コーセー,2019,Q1,71.43
コーセー,2019,Q2,147.62
コーセー,2019,Q3,171.3
コーセー,2019,Q4,117.12
コーセー,2020,Q1,31.72
コーセー,2020,Q2,27.9
コーセー,2020,Q3,26.33
コーセー,2020,Q4,97.95
ゴールドウイン,2018,Q1,50.84735176347501
ゴールドウイン,2018,Q2,25.62
ゴールドウイン,2018,Q3,42.79
ゴールドウイン,2018,Q4,267.41
ゴールドウイン,2019,Q1,72.08
ゴールドウイン,2019,Q2,60.81
ゴールドウイン,2019,Q3,94.23236635394952
ゴールドウイン,2019,Q4,173.56
ゴールドウイン,2020,Q1,-15.14
ゴールドウイン,2020,Q2,-6.46
ゴールドウイン,2020,Q3,20.21
ゴールドウイン,2020,Q4,189.36
ゴールドクレスト,2018,Q1,12.32
ゴールドクレスト,2018,Q2,29.08
ゴールドクレスト,2018,Q3,19.29
ゴールドクレスト,2018,Q4,5.41
ゴールドクレスト,2019,Q1,99.76
ゴールドクレスト,2019,Q2,142.06
ゴールドクレスト,2019,Q3,41.18
ゴールドクレスト,2019,Q4,12.37
ゴールドクレスト,2020,Q1,19.64
ゴールドクレスト,2020,Q2,-4.01
ゴールドクレスト,2020,Q3,6.79
ゴールドクレスト,2020,Q4,90.82
サイネックス,2018,Q1,23.03
サイネックス,2018,Q2,-0.34
サイネックス,2018,Q3,20.22
サイネックス,2018,Q4,-30.33
サイネックス,2019,Q1,58.81
サイネックス,2019,Q2,4.89
サイネックス,2019,Q3,11.06
サイネックス,2019,Q4,15.63
サイネックス,2020,Q1,34.73
サイネックス,2020,Q2,6.52
サイネックス,2020,Q3,-24.76
サイネックス,2020,Q4,22.42
サカイオーベックス,2018,Q1,85.64
サカイオーベックス,2018,Q2,97.45
サカイオーベックス,2018,Q3,110.81
サカイオーベックス,2018,Q4,99.27
サカイオーベックス,2019,Q1,50.04
サカイオーベックス,2019,Q2,86.7
サカイオーベックス,2019,Q3,89.47
サカイオーベックス,2019,Q4,155.3
サカイオーベックス,2020,Q1,44.5
サカイオーベックス,2020,Q2,67.94
サカイオーベックス,2020,Q3,52.17
サカイオーベックス,2020,Q4,87.57
サカイ引越センター,2018,Q1,93.51
サカイ引越センター,2018,Q2,160.14
サカイ引越センター,2018,Q3,43.25
サカイ引越センター,2018,Q4,47.15
サカイ引越センター,2019,Q1,100.88
サカイ引越センター,2019,Q2,170.72
サカイ引越センター,2019,Q3,50.51
サカイ引越センター,2019,Q4,43.26
サカイ引越センター,2020,Q1,171.46
サカイ引越センター,2020,Q2,137.28
サカイ引越センター,2020,Q3,60.95
サカイ引越センター,2020,Q4,52.72
サックスバー　ホールディングス,2018,Q1,18.48
サックスバー　ホールディングス,2018,Q2,15.38
サックスバー　ホールディングス,2018,Q3,20.32
サックスバー　ホールディングス,2018,Q4,18.8
サックスバー　ホールディングス,2019,Q1,19.44
サックスバー　ホールディングス,2019,Q2,16.99
サックスバー　ホールディングス,2019,Q3,22.45
サックスバー　ホールディングス,2019,Q4,10.57
サックスバー　ホールディングス,2020,Q1,6.97
サックスバー　ホールディングス,2020,Q2,-25.07
サックスバー　ホールディングス,2020,Q3,-12.65
サックスバー　ホールディングス,2020,Q4,-13.36
サトーホールディングス,2018,Q1,15.18
サトーホールディングス,2018,Q2,23.29
サトーホールディングス,2018,Q3,33.93
サトーホールディングス,2018,Q4,34.52
サトーホールディングス,2019,Q1,20.72
サトーホールディングス,2019,Q2,25.09
サトーホールディングス,2019,Q3,60.73
サトーホールディングス,2019,Q4,38.02
サトーホールディングス,2020,Q1,-179.85
サトーホールディングス,2020,Q2,6.34
サトーホールディングス,2020,Q3,90.42
サトーホールディングス,2020,Q4,248.73
サニックス,2018,Q1,17.54
サニックス,2018,Q2,2.33
サニックス,2018,Q3,1.73
サニックス,2018,Q4,-0.02
サニックス,2019,Q1,0.98
サニックス,2019,Q2,9.12
サニックス,2019,Q3,14.73
サニックス,2019,Q4,8.18
サニックス,2020,Q1,6.68
サニックス,2020,Q2,13.89
サニックス,2020,Q3,15.63
サニックス,2020,Q4,10.56
サンケン電気,2018,Q1,-3.5
サンケン電気,2018,Q2,4.65
サンケン電気,2018,Q3,21.18091962198003
サンケン電気,2018,Q4,28.48
サンケン電気,2019,Q1,42.5
サンケン電気,2019,Q2,-88.04
サンケン電気,2019,Q3,-86.29
サンケン電気,2019,Q4,-131.79
サンケン電気,2020,Q1,76.44
サンケン電気,2020,Q2,-65.26
サンケン電気,2020,Q3,-137.19
サンケン電気,2020,Q4,-51.73
サンゲツ,2018,Q1,18.02
サンゲツ,2018,Q2,15.83
サンゲツ,2018,Q3,13.31
サンゲツ,2018,Q4,23.18
サンゲツ,2019,Q1,4.85
サンゲツ,2019,Q2,29.76
サンゲツ,2019,Q3,29.8
サンゲツ,2019,Q4,22.75
サンゲツ,2020,Q1,-59.14
サンゲツ,2020,Q2,17.65
サンゲツ,2020,Q3,14.96
サンゲツ,2020,Q4,24.29
サンコール,2018,Q1,11.16
サンコール,2018,Q2,28.32
サンコール,2018,Q3,15.42
サンコール,2018,Q4,24.57
サンコール,2019,Q1,4.29
サンコール,2019,Q2,3.76
サンコール,2019,Q3,6.51
サンコール,2019,Q4,27.57
サンコール,2020,Q1,-2.47
サンコール,2020,Q2,-21.52
サンコール,2020,Q3,-10.63
サンコール,2020,Q4,7.13
サンドラッグ,2018,Q1,50.69
サンドラッグ,2018,Q2,52.48
サンドラッグ,2018,Q3,47.82
サンドラッグ,2018,Q4,56.8
サンドラッグ,2019,Q1,47.66
サンドラッグ,2019,Q2,55.98
サンドラッグ,2019,Q3,59.79
サンドラッグ,2019,Q4,46.72
サンドラッグ,2020,Q1,40.19
サンドラッグ,2020,Q2,60.32
サンドラッグ,2020,Q3,54.98
サンドラッグ,2020,Q4,61.99
サンフロンティア不動産,2018,Q1,53.18
サンフロンティア不動産,2018,Q2,66.91
サンフロンティア不動産,2018,Q3,55.81
サンフロンティア不動産,2018,Q4,40.8
サンフロンティア不動産,2019,Q1,16.82
サンフロンティア不動産,2019,Q2,137.52
サンフロンティア不動産,2019,Q3,17.34
サンフロンティア不動産,2019,Q4,29.45
サンフロンティア不動産,2020,Q1,34.7
サンフロンティア不動産,2020,Q2,25.43
サンフロンティア不動産,2020,Q3,45.61
サンフロンティア不動産,2020,Q4,12.3
サンマルクホールディングス,2018,Q1,43.89
サンマルクホールディングス,2018,Q2,28.96
サンマルクホールディングス,2018,Q3,37.23
サンマルクホールディングス,2018,Q4,42.33
サンマルクホールディングス,2019,Q1,23.04
サンマルクホールディングス,2019,Q2,35.83
サンマルクホールディングス,2019,Q3,40.26
サンマルクホールディングス,2019,Q4,29.7
サンマルクホールディングス,2020,Q1,-36.01
サンマルクホールディングス,2020,Q2,-169.28
サンマルクホールディングス,2020,Q3,-104.29
サンマルクホールディングス,2020,Q4,-0.63
サンワテクノス,2018,Q1,72.21
サンワテクノス,2018,Q2,49.34
サンワテクノス,2018,Q3,53.88
サンワテクノス,2018,Q4,22.77
サンワテクノス,2019,Q1,38.14
サンワテクノス,2019,Q2,7.56
サンワテクノス,2019,Q3,35.4
サンワテクノス,2019,Q4,11.92
サンワテクノス,2020,Q1,29.28
サンワテクノス,2020,Q2,6.29
サンワテクノス,2020,Q3,38.46
サンワテクノス,2020,Q4,14.48
シキボウ,2018,Q1,35.47
シキボウ,2018,Q2,30.24
シキボウ,2018,Q3,33.16
シキボウ,2018,Q4,15.55
シキボウ,2019,Q1,-211.11
シキボウ,2019,Q2,25.75
シキボウ,2019,Q3,22.98
シキボウ,2019,Q4,26.29
シキボウ,2020,Q1,14.16
シキボウ,2020,Q2,5.31
シキボウ,2020,Q3,6.97
シキボウ,2020,Q4,25.37
システムリサーチ,2018,Q1,60.49
システムリサーチ,2018,Q2,18.99
システムリサーチ,2018,Q3,49.03
システムリサーチ,2018,Q4,60.46
システムリサーチ,2019,Q1,91.72
システムリサーチ,2019,Q2,36.29
システムリサーチ,2019,Q3,78.94736842105263
システムリサーチ,2019,Q4,38.64
システムリサーチ,2020,Q1,51.86
システムリサーチ,2020,Q2,17.63
システムリサーチ,2020,Q3,25.94
システムリサーチ,2020,Q4,37.07
シスメックス,2018,Q1,41.58
シスメックス,2018,Q2,45.19
シスメックス,2018,Q3,48.17
シスメックス,2018,Q4,45.21
シスメックス,2019,Q1,59.02
シスメックス,2019,Q2,32.09
シスメックス,2019,Q3,52.2
シスメックス,2019,Q4,42.64
シスメックス,2020,Q1,40.17
シスメックス,2020,Q2,21.49
シスメックス,2020,Q3,39.1
シスメックス,2020,Q4,50.9
シチズン時計,2018,Q1,10.51
シチズン時計,2018,Q2,12.33
シチズン時計,2018,Q3,13.99
シチズン時計,2018,Q4,18.89
シチズン時計,2019,Q1,-3.2
シチズン時計,2019,Q2,2.87
シチズン時計,2019,Q3,8.56
シチズン時計,2019,Q4,10.97
シチズン時計,2020,Q1,-75.78
シチズン時計,2020,Q2,-21.61
シチズン時計,2020,Q3,-47.2
シチズン時計,2020,Q4,-1.28
シップヘルスケアホールディング,2018,Q1,66.15
シップヘルスケアホールディング,2018,Q2,35.19
シップヘルスケアホールディング,2018,Q3,44.53
シップヘルスケアホールディング,2018,Q4,52.99
シップヘルスケアホールディング,2019,Q1,97.18
シップヘルスケアホールディング,2019,Q2,38.96
シップヘルスケアホールディング,2019,Q3,101.57
シップヘルスケアホールディング,2019,Q4,46.01
シップヘルスケアホールディング,2020,Q1,61.46
シップヘルスケアホールディング,2020,Q2,34.7
シップヘルスケアホールディング,2020,Q3,65.01
シップヘルスケアホールディング,2020,Q4,87.34
シモジマ,2018,Q1,-1.69
シモジマ,2018,Q2,3.65
シモジマ,2018,Q3,0.37
シモジマ,2018,Q4,23.72
シモジマ,2019,Q1,-5.49
シモジマ,2019,Q2,1.69
シモジマ,2019,Q3,6.29
シモジマ,2019,Q4,11.03
シモジマ,2020,Q1,-4.75
シモジマ,2020,Q2,1.13
シモジマ,2020,Q3,-34.9
シモジマ,2020,Q4,26.63
シンニッタン,2018,Q1,19.6
シンニッタン,2018,Q2,6.2
シンニッタン,2018,Q3,7.28
シンニッタン,2018,Q4,8.04
シンニッタン,2019,Q1,5.29
シンニッタン,2019,Q2,3.34
シンニッタン,2019,Q3,11.47
シンニッタン,2019,Q4,2.5
シンニッタン,2020,Q1,-25.86
シンニッタン,2020,Q2,-5.2
シンニッタン,2020,Q3,-11.53
シンニッタン,2020,Q4,5.94
シンフォニア　テクノロジー,2018,Q1,27.09
シンフォニア　テクノロジー,2018,Q2,-0.62
シンフォニア　テクノロジー,2018,Q3,9.379262608819
シンフォニア　テクノロジー,2018,Q4,13.69
シンフォニア　テクノロジー,2019,Q1,98.27
シンフォニア　テクノロジー,2019,Q2,-9.77
シンフォニア　テクノロジー,2019,Q3,13.64
シンフォニア　テクノロジー,2019,Q4,-12.45
シンフォニア　テクノロジー,2020,Q1,65.62
シンフォニア　テクノロジー,2020,Q2,5.55
シンフォニア　テクノロジー,2020,Q3,37.0
シンフォニア　テクノロジー,2020,Q4,-6.06
シーティーエス,2018,Q1,5.68
シーティーエス,2018,Q2,4.7
シーティーエス,2018,Q3,6.69
シーティーエス,2018,Q4,7.2
シーティーエス,2019,Q1,6.04
シーティーエス,2019,Q2,5.75
シーティーエス,2019,Q3,7.17
シーティーエス,2019,Q4,8.97
シーティーエス,2020,Q1,7.36
シーティーエス,2020,Q2,6.47
シーティーエス,2020,Q3,8.7
シーティーエス,2020,Q4,10.51
シード,2018,Q1,16.11
シード,2018,Q2,36.98419666374011
シード,2018,Q3,14.68
シード,2018,Q4,8.07
シード,2019,Q1,2.26
シード,2019,Q2,-2.23
シード,2019,Q3,24.92
シード,2019,Q4,5.75
シード,2020,Q1,-18.33
シード,2020,Q2,-1.14
シード,2020,Q3,8.9
シード,2020,Q4,23.69
ジェコス,2018,Q1,38.77
ジェコス,2018,Q2,25.33
ジェコス,2018,Q3,29.21
ジェコス,2018,Q4,32.49
ジェコス,2019,Q1,32.53
ジェコス,2019,Q2,25.17
ジェコス,2019,Q3,27.32
ジェコス,2019,Q4,38.66
ジェコス,2020,Q1,29.9
ジェコス,2020,Q2,28.06
ジェコス,2020,Q3,28.92
ジェコス,2020,Q4,34.62
ジャパンフーズ,2018,Q1,-29.31
ジャパンフーズ,2018,Q2,95.97
ジャパンフーズ,2018,Q3,59.43
ジャパンフーズ,2018,Q4,-84.58
ジャパンフーズ,2019,Q1,-140.41
ジャパンフーズ,2019,Q2,118.26
ジャパンフーズ,2019,Q3,17.32
ジャパンフーズ,2019,Q4,-76.4
ジャパンフーズ,2020,Q1,-34.35
ジャパンフーズ,2020,Q2,57.8
ジャパンフーズ,2020,Q3,48.6
ジャパンフーズ,2020,Q4,-168.01
ジーエス・ユアサ　コーポレーシ,2018,Q1,12.72
ジーエス・ユアサ　コーポレーシ,2018,Q2,3.48
ジーエス・ユアサ　コーポレーシ,2018,Q3,6.16817207059714
ジーエス・ユアサ　コーポレーシ,2018,Q4,80.79
ジーエス・ユアサ　コーポレーシ,2019,Q1,41.96
ジーエス・ユアサ　コーポレーシ,2019,Q2,18.03
ジーエス・ユアサ　コーポレーシ,2019,Q3,40.68
ジーエス・ユアサ　コーポレーシ,2019,Q4,54.6
ジーエス・ユアサ　コーポレーシ,2020,Q1,55.09
ジーエス・ユアサ　コーポレーシ,2020,Q2,-0.34
ジーエス・ユアサ　コーポレーシ,2020,Q3,1.85
ジーエス・ユアサ　コーポレーシ,2020,Q4,68.8
ジーテクト,2018,Q1,102.52
ジーテクト,2018,Q2,56.73
ジーテクト,2018,Q3,40.39
ジーテクト,2018,Q4,88.85
ジーテクト,2019,Q1,57.35
ジーテクト,2019,Q2,46.76
ジーテクト,2019,Q3,28.65
ジーテクト,2019,Q4,41.2
ジーテクト,2020,Q1,14.78
ジーテクト,2020,Q2,-38.71
ジーテクト,2020,Q3,43.1
ジーテクト,2020,Q4,75.09
スクウェア・エニックス・ホール,2018,Q1,29.34
スクウェア・エニックス・ホール,2018,Q2,46.99
スクウェア・エニックス・ホール,2018,Q3,22.76
スクウェア・エニックス・ホール,2018,Q4,8.21
スクウェア・エニックス・ホール,2019,Q1,80.09
スクウェア・エニックス・ホール,2019,Q2,34.58
スクウェア・エニックス・ホール,2019,Q3,57.44
スクウェア・エニックス・ホール,2019,Q4,68.94
スクウェア・エニックス・ホール,2020,Q1,18.08
スクウェア・エニックス・ホール,2020,Q2,120.47
スクウェア・エニックス・ホール,2020,Q3,14.04
スクウェア・エニックス・ホール,2020,Q4,19.47
スクロール,2018,Q1,-16.33
スクロール,2018,Q2,22.03
スクロール,2018,Q3,4.01
スクロール,2018,Q4,16.34
スクロール,2019,Q1,-23.83
スクロール,2019,Q2,23.11
スクロール,2019,Q3,-10.06
スクロール,2019,Q4,17.09
スクロール,2020,Q1,-9.6
スクロール,2020,Q2,53.14
スクロール,2020,Q3,33.03
スクロール,2020,Q4,44.45
スズキ,2018,Q1,116.45
スズキ,2018,Q2,194.49
スズキ,2018,Q3,112.56
スズキ,2018,Q4,96.73
スズキ,2019,Q1,-4.38
スズキ,2019,Q2,87.82
スズキ,2019,Q3,84.09
スズキ,2019,Q4,79.73
スズキ,2020,Q1,36.38
スズキ,2020,Q2,3.63
スズキ,2020,Q3,108.3
スズキ,2020,Q4,121.39
スズケン,2018,Q1,40.95
スズケン,2018,Q2,7.02
スズケン,2018,Q3,90.4
スズケン,2018,Q4,160.4
スズケン,2019,Q1,65.26
スズケン,2019,Q2,43.77
スズケン,2019,Q3,100.82
スズケン,2019,Q4,78.0
スズケン,2020,Q1,87.81
スズケン,2020,Q2,-17.7
スズケン,2020,Q3,66.79
スズケン,2020,Q4,19.36
スズデン,2018,Q1,28.67
スズデン,2018,Q2,23.72
スズデン,2018,Q3,23.67
スズデン,2018,Q4,14.89
スズデン,2019,Q1,33.8
スズデン,2019,Q2,16.16
スズデン,2019,Q3,20.2
スズデン,2019,Q4,16.54
スズデン,2020,Q1,24.26
スズデン,2020,Q2,19.93
スズデン,2020,Q3,15.19
スズデン,2020,Q4,6.32
スタンレー電気,2018,Q1,65.13
スタンレー電気,2018,Q2,60.83
スタンレー電気,2018,Q3,56.4
スタンレー電気,2018,Q4,64.02
スタンレー電気,2019,Q1,64.49
スタンレー電気,2019,Q2,57.71
スタンレー電気,2019,Q3,38.45
スタンレー電気,2019,Q4,45.04
スタンレー電気,2020,Q1,-27.3
スタンレー電気,2020,Q2,-8.03
スタンレー電気,2020,Q3,31.45
スタンレー電気,2020,Q4,62.67
スターゼン,2018,Q1,90.87
スターゼン,2018,Q2,110.15
スターゼン,2018,Q3,81.05
スターゼン,2018,Q4,184.36
スターゼン,2019,Q1,96.34
スターゼン,2019,Q2,104.71
スターゼン,2019,Q3,39.61
スターゼン,2019,Q4,136.22
スターゼン,2020,Q1,-101.5
スターゼン,2020,Q2,134.56
スターゼン,2020,Q3,193.13
スターゼン,2020,Q4,289.76
スターツコーポレーション,2018,Q1,62.47
スターツコーポレーション,2018,Q2,51.39
スターツコーポレーション,2018,Q3,82.82
スターツコーポレーション,2018,Q4,65.61
スターツコーポレーション,2019,Q1,90.34
スターツコーポレーション,2019,Q2,46.7
スターツコーポレーション,2019,Q3,81.4
スターツコーポレーション,2019,Q4,71.81
スターツコーポレーション,2020,Q1,86.34
スターツコーポレーション,2020,Q2,59.44
スターツコーポレーション,2020,Q3,66.44
スターツコーポレーション,2020,Q4,72.85
ステラ　ケミファ,2018,Q1,-12.91
ステラ　ケミファ,2018,Q2,45.03
ステラ　ケミファ,2018,Q3,70.7
ステラ　ケミファ,2018,Q4,37.62
ステラ　ケミファ,2019,Q1,28.72
ステラ　ケミファ,2019,Q2,36.15
ステラ　ケミファ,2019,Q3,12.7
ステラ　ケミファ,2019,Q4,35.91
ステラ　ケミファ,2020,Q1,64.24
ステラ　ケミファ,2020,Q2,37.27
ステラ　ケミファ,2020,Q3,48.3
ステラ　ケミファ,2020,Q4,68.48
セイコーエプソン,2018,Q1,20.65
セイコーエプソン,2018,Q2,31.7
セイコーエプソン,2018,Q3,25.67
セイコーエプソン,2018,Q4,72.98
セイコーエプソン,2019,Q1,22.13
セイコーエプソン,2019,Q2,0.71
セイコーエプソン,2019,Q3,34.63
セイコーエプソン,2019,Q4,35.47
セイコーエプソン,2020,Q1,-48.55
セイコーエプソン,2020,Q2,-0.71
セイコーエプソン,2020,Q3,12.95
セイコーエプソン,2020,Q4,46.42
セイコーホールディングス,2018,Q1,171.56
セイコーホールディングス,2018,Q2,74.45
セイコーホールディングス,2018,Q3,75.15
セイコーホールディングス,2018,Q4,85.48
セイコーホールディングス,2019,Q1,-10.66
セイコーホールディングス,2019,Q2,52.26
セイコーホールディングス,2019,Q3,78.94
セイコーホールディングス,2019,Q4,23.48
セイコーホールディングス,2020,Q1,-72.3
セイコーホールディングス,2020,Q2,22.87
セイコーホールディングス,2020,Q3,28.25
セイコーホールディングス,2020,Q4,4.61
セイノーホールディングス,2018,Q1,22.83
セイノーホールディングス,2018,Q2,29.75
セイノーホールディングス,2018,Q3,22.45
セイノーホールディングス,2018,Q4,39.09
セイノーホールディングス,2019,Q1,13.56
セイノーホールディングス,2019,Q2,22.58
セイノーホールディングス,2019,Q3,81.91
セイノーホールディングス,2019,Q4,25.71
セイノーホールディングス,2020,Q1,-3.18
セイノーホールディングス,2020,Q2,12.53
セイノーホールディングス,2020,Q3,21.79
セイノーホールディングス,2020,Q4,34.79
セガサミーホールディングス,2018,Q1,-20.58
セガサミーホールディングス,2018,Q2,1.44
セガサミーホールディングス,2018,Q3,27.16
セガサミーホールディングス,2018,Q4,-25.67
セガサミーホールディングス,2019,Q1,8.36
セガサミーホールディングス,2019,Q2,7.32
セガサミーホールディングス,2019,Q3,34.72
セガサミーホールディングス,2019,Q4,55.86
セガサミーホールディングス,2020,Q1,-39.21
セガサミーホールディングス,2020,Q2,-14.04
セガサミーホールディングス,2020,Q3,-78.33
セガサミーホールディングス,2020,Q4,65.83
セコム,2018,Q1,109.42
セコム,2018,Q2,125.36
セコム,2018,Q3,78.87
セコム,2018,Q4,114.21
セコム,2019,Q1,103.11
セコム,2019,Q2,93.5
セコム,2019,Q3,105.2
セコム,2019,Q4,112.04
セコム,2020,Q1,97.4
セコム,2020,Q2,87.73
セコム,2020,Q3,60.54
セコム,2020,Q4,99.78
センコーグループホールディング,2018,Q1,13.61
センコーグループホールディング,2018,Q2,19.21
センコーグループホールディング,2018,Q3,17.75
センコーグループホールディング,2018,Q4,25.92
センコーグループホールディング,2019,Q1,14.02
センコーグループホールディング,2019,Q2,20.69
センコーグループホールディング,2019,Q3,21.64
センコーグループホールディング,2019,Q4,29.27
センコーグループホールディング,2020,Q1,7.91
センコーグループホールディング,2020,Q2,16.62
センコーグループホールディング,2020,Q3,21.05
センコーグループホールディング,2020,Q4,38.64
セントケア・ホールディング,2018,Q1,6.83
セントケア・ホールディング,2018,Q2,8.89
セントケア・ホールディング,2018,Q3,9.08
セントケア・ホールディング,2018,Q4,13.61
セントケア・ホールディング,2019,Q1,5.94
セントケア・ホールディング,2019,Q2,8.83
セントケア・ホールディング,2019,Q3,7.3
セントケア・ホールディング,2019,Q4,12.69
セントケア・ホールディング,2020,Q1,4.63
セントケア・ホールディング,2020,Q2,18.18
セントケア・ホールディング,2020,Q3,22.23
セントケア・ホールディング,2020,Q4,14.87
セントラルスポーツ,2018,Q1,89.85
セントラルスポーツ,2018,Q2,53.38
セントラルスポーツ,2018,Q3,52.75
セントラルスポーツ,2018,Q4,48.99
セントラルスポーツ,2019,Q1,79.09
セントラルスポーツ,2019,Q2,50.29
セントラルスポーツ,2019,Q3,45.32
セントラルスポーツ,2019,Q4,47.11
セントラルスポーツ,2020,Q1,47.65
セントラルスポーツ,2020,Q2,-194.73
セントラルスポーツ,2020,Q3,-97.82
セントラルスポーツ,2020,Q4,33.9
セントラル硝子,2018,Q1,-10.34
セントラル硝子,2018,Q2,43.41
セントラル硝子,2018,Q3,63.17
セントラル硝子,2018,Q4,60.88
セントラル硝子,2019,Q1,18.61
セントラル硝子,2019,Q2,32.79
セントラル硝子,2019,Q3,30.89
セントラル硝子,2019,Q4,42.92
セントラル硝子,2020,Q1,52.0
セントラル硝子,2020,Q2,15.05
セントラル硝子,2020,Q3,-64.25
セントラル硝子,2020,Q4,50.37
セーレン,2018,Q1,22.69
セーレン,2018,Q2,35.43
セーレン,2018,Q3,36.24
セーレン,2018,Q4,42.98
セーレン,2019,Q1,23.62
