企業名,会計年度,四半期,y_hat_rw
東亜道路工業,2019,Q4,200.25
東亜道路工業,2020,Q1,419.67
東亜道路工業,2020,Q2,-2.97
東亜道路工業,2020,Q3,122.95
東亜道路工業,2020,Q4,276.91
東京エネシス,2018,Q1,38.7
東京エネシス,2018,Q2,3.73
東京エネシス,2018,Q3,11.54
東京エネシス,2018,Q4,14.05
東京エネシス,2019,Q1,74.22
東京エネシス,2019,Q2,6.43
東京エネシス,2019,Q3,13.38
東京エネシス,2019,Q4,15.46
東京エネシス,2020,Q1,34.61
東京エネシス,2020,Q2,15.23
東京エネシス,2020,Q3,16.99
東京エネシス,2020,Q4,12.26
東京エレクトロン,2018,Q1,444.74
東京エレクトロン,2018,Q2,339.65
東京エレクトロン,2018,Q3,485.09
東京エレクトロン,2018,Q4,297.86
東京エレクトロン,2019,Q1,390.97
東京エレクトロン,2019,Q2,195.68
東京エレクトロン,2019,Q3,295.99
東京エレクトロン,2019,Q4,315.88
東京エレクトロン,2020,Q1,367.53
東京エレクトロン,2020,Q2,362.98
東京エレクトロン,2020,Q3,357.31
東京エレクトロン,2020,Q4,296.91
東京エレクトロン　デバイス,2018,Q1,32.45
東京エレクトロン　デバイス,2018,Q2,36.15
東京エレクトロン　デバイス,2018,Q3,52.05
東京エレクトロン　デバイス,2018,Q4,62.28
東京エレクトロン　デバイス,2019,Q1,80.07
東京エレクトロン　デバイス,2019,Q2,39.45
東京エレクトロン　デバイス,2019,Q3,45.32
東京エレクトロン　デバイス,2019,Q4,42.27
東京エレクトロン　デバイス,2020,Q1,97.47
東京エレクトロン　デバイス,2020,Q2,43.23
東京エレクトロン　デバイス,2020,Q3,38.72
東京エレクトロン　デバイス,2020,Q4,95.67
東京ガス,2018,Q1,58.31
東京ガス,2018,Q2,83.25
東京ガス,2018,Q3,-23.99
東京ガス,2018,Q4,17.17
東京ガス,2019,Q1,110.92
東京ガス,2019,Q2,78.23
東京ガス,2019,Q3,-14.92
東京ガス,2019,Q4,12.04
東京ガス,2020,Q1,22.05
東京ガス,2020,Q2,37.08
東京ガス,2020,Q3,29.47
東京ガス,2020,Q4,36.32
東京テアトル,2018,Q1,-4.32
東京テアトル,2018,Q2,-19.45
東京テアトル,2018,Q3,1.85
東京テアトル,2018,Q4,14.49
東京テアトル,2019,Q1,21.02
東京テアトル,2019,Q2,19.51
東京テアトル,2019,Q3,8.55
東京テアトル,2019,Q4,3.93
東京テアトル,2020,Q1,-25.4
東京テアトル,2020,Q2,-97.71
東京テアトル,2020,Q3,-8.52
東京テアトル,2020,Q4,-29.83
東京機械製作所,2018,Q1,-3.82
東京機械製作所,2018,Q2,-9.13
東京機械製作所,2018,Q3,0.13
東京機械製作所,2018,Q4,60.74
東京機械製作所,2019,Q1,38.55
東京機械製作所,2019,Q2,-48.39
東京機械製作所,2019,Q3,-39.05
東京機械製作所,2019,Q4,-45.02
東京機械製作所,2020,Q1,18.04
東京機械製作所,2020,Q2,-45.04
東京機械製作所,2020,Q3,-7.53
東京機械製作所,2020,Q4,9.96
東京特殊電線,2018,Q1,62.43
東京特殊電線,2018,Q2,53.99
東京特殊電線,2018,Q3,85.08
東京特殊電線,2018,Q4,80.3
東京特殊電線,2019,Q1,53.32
東京特殊電線,2019,Q2,47.71
東京特殊電線,2019,Q3,66.05
東京特殊電線,2019,Q4,88.8
東京特殊電線,2020,Q1,-27.47
東京特殊電線,2020,Q2,60.03
東京特殊電線,2020,Q3,54.8
東京特殊電線,2020,Q4,97.67
東京精密,2018,Q1,90.53
東京精密,2018,Q2,61.43
東京精密,2018,Q3,128.53
東京精密,2018,Q4,83.84
東京精密,2019,Q1,79.12
東京精密,2019,Q2,33.7
東京精密,2019,Q3,68.69
東京精密,2019,Q4,54.8
東京精密,2020,Q1,14.73
東京精密,2020,Q2,59.3
東京精密,2020,Q3,52.98
東京精密,2020,Q4,54.73
東京製鉄,2018,Q1,9.42
東京製鉄,2018,Q2,27.14
東京製鉄,2018,Q3,20.28
東京製鉄,2018,Q4,27.52
東京製鉄,2019,Q1,35.19
東京製鉄,2019,Q2,27.85
東京製鉄,2019,Q3,25.89
東京製鉄,2019,Q4,45.69
東京製鉄,2020,Q1,3.27
東京製鉄,2020,Q2,24.87
東京製鉄,2020,Q3,1.53
東京製鉄,2020,Q4,7.37
東京計器,2018,Q1,57.46
東京計器,2018,Q2,-5.36
東京計器,2018,Q3,23.68
東京計器,2018,Q4,25.54
東京計器,2019,Q1,73.44
東京計器,2019,Q2,-9.53
東京計器,2019,Q3,12.42
東京計器,2019,Q4,13.06
東京計器,2020,Q1,71.04
東京計器,2020,Q2,-13.22
東京計器,2020,Q3,0.39
東京計器,2020,Q4,4.46
東京鉄鋼,2018,Q1,-20.27
東京鉄鋼,2018,Q2,235.5
東京鉄鋼,2018,Q3,-49.44
東京鉄鋼,2018,Q4,24.05
東京鉄鋼,2019,Q1,127.44
東京鉄鋼,2019,Q2,79.68
東京鉄鋼,2019,Q3,87.36
東京鉄鋼,2019,Q4,145.52
東京鉄鋼,2020,Q1,115.62
東京鉄鋼,2020,Q2,198.85
東京鉄鋼,2020,Q3,193.45
東京鉄鋼,2020,Q4,122.88
東北電力,2018,Q1,8.78
東北電力,2018,Q2,45.09
東北電力,2018,Q3,15.64
東北電力,2018,Q4,-13.0
東北電力,2019,Q1,45.4
東北電力,2019,Q2,49.71
東北電力,2019,Q3,39.73
東北電力,2019,Q4,9.55
東北電力,2020,Q1,27.34
東北電力,2020,Q2,55.91
東北電力,2020,Q3,56.39
東北電力,2020,Q4,-10.98
東和薬品,2018,Q1,-53.53
東和薬品,2018,Q2,217.41
東和薬品,2018,Q3,159.18
東和薬品,2018,Q4,260.8
東和薬品,2019,Q1,175.86769159096204
東和薬品,2019,Q2,76.51
東和薬品,2019,Q3,67.09
東和薬品,2019,Q4,79.32
東和薬品,2020,Q1,71.82
東和薬品,2020,Q2,67.77
東和薬品,2020,Q3,59.24
東和薬品,2020,Q4,62.28
東急,2018,Q1,12.69
東急,2018,Q2,22.29
東急,2018,Q3,32.46
東急,2018,Q4,22.2
東急,2019,Q1,18.19
東急,2019,Q2,26.94
東急,2019,Q3,26.07
東急,2019,Q4,22.74
東急,2020,Q1,-6.02
東急,2020,Q2,-33.34
東急,2020,Q3,-11.62
東急,2020,Q4,1.06
東急建設,2018,Q1,44.87
東急建設,2018,Q2,23.34
東急建設,2018,Q3,48.47
東急建設,2018,Q4,36.18
東急建設,2019,Q1,37.4
東急建設,2019,Q2,45.39
東急建設,2019,Q3,62.64
東急建設,2019,Q4,10.74
東急建設,2020,Q1,21.02
東急建設,2020,Q2,0.56
東急建設,2020,Q3,6.56
東急建設,2020,Q4,7.41
東日本旅客鉄道,2018,Q1,52.25
東日本旅客鉄道,2018,Q2,203.8
東日本旅客鉄道,2018,Q3,264.24
東日本旅客鉄道,2018,Q4,246.32
東日本旅客鉄道,2019,Q1,58.84
東日本旅客鉄道,2019,Q2,240.79
東日本旅客鉄道,2019,Q3,256.92
東日本旅客鉄道,2019,Q4,166.94
東日本旅客鉄道,2020,Q1,-140.72
東日本旅客鉄道,2020,Q2,-411.88
東日本旅客鉄道,2020,Q3,-288.95
東日本旅客鉄道,2020,Q4,-80.08
東映,2018,Q1,137.73
東映,2018,Q2,212.54
東映,2018,Q3,157.49
東映,2018,Q4,288.19
東映,2019,Q1,198.75
東映,2019,Q2,241.12
東映,2019,Q3,306.19
東映,2019,Q4,225.2
東映,2020,Q1,129.37
東映,2020,Q2,48.17
東映,2020,Q3,79.37
東映,2020,Q4,188.7
東武鉄道,2018,Q1,10.47
東武鉄道,2018,Q2,45.37
東武鉄道,2018,Q3,-21.22
東武鉄道,2018,Q4,51.97
東武鉄道,2019,Q1,56.52
東武鉄道,2019,Q2,55.61
東武鉄道,2019,Q3,50.36
東武鉄道,2019,Q4,43.62
東武鉄道,2020,Q1,18.96
東武鉄道,2020,Q2,-63.71
東武鉄道,2020,Q3,-43.84
東武鉄道,2020,Q4,2.4
東洋埠頭,2018,Q1,-16.49
東洋埠頭,2018,Q2,60.1
東洋埠頭,2018,Q3,25.34
東洋埠頭,2018,Q4,43.9
東洋埠頭,2019,Q1,33.13
東洋埠頭,2019,Q2,23.64
東洋埠頭,2019,Q3,35.88
東洋埠頭,2019,Q4,36.41
東洋埠頭,2020,Q1,66.63
東洋埠頭,2020,Q2,48.95
東洋埠頭,2020,Q3,27.09
東洋埠頭,2020,Q4,18.08
東洋建設,2018,Q1,26.38
東洋建設,2018,Q2,7.68
東洋建設,2018,Q3,15.62
東洋建設,2018,Q4,12.4
東洋建設,2019,Q1,22.22
東洋建設,2019,Q2,14.67
東洋建設,2019,Q3,17.67
東洋建設,2019,Q4,18.75
東洋建設,2020,Q1,10.22
東洋建設,2020,Q2,9.53
東洋建設,2020,Q3,15.57
東洋建設,2020,Q4,35.55
東洋機械金属,2018,Q1,18.18
東洋機械金属,2018,Q2,19.12
東洋機械金属,2018,Q3,13.76
東洋機械金属,2018,Q4,18.23
東洋機械金属,2019,Q1,20.19
東洋機械金属,2019,Q2,17.36
東洋機械金属,2019,Q3,14.72
東洋機械金属,2019,Q4,2.58
東洋機械金属,2020,Q1,8.63
東洋機械金属,2020,Q2,-12.69
東洋機械金属,2020,Q3,-8.64
東洋機械金属,2020,Q4,2.14
東洋水産,2018,Q1,21.12
東洋水産,2018,Q2,50.01
東洋水産,2018,Q3,33.51
東洋水産,2018,Q4,60.78
東洋水産,2019,Q1,36.25
東洋水産,2019,Q2,46.63
東洋水産,2019,Q3,47.09
東洋水産,2019,Q4,75.16
東洋水産,2020,Q1,60.04
東洋水産,2020,Q2,82.26
東洋水産,2020,Q3,61.73
東洋水産,2020,Q4,78.28
東洋精糖,2018,Q1,32.77
東洋精糖,2018,Q2,33.24
東洋精糖,2018,Q3,36.95
東洋精糖,2018,Q4,39.79
東洋精糖,2019,Q1,23.47
東洋精糖,2019,Q2,33.89
東洋精糖,2019,Q3,42.23
東洋精糖,2019,Q4,37.96
東洋精糖,2020,Q1,25.03
東洋精糖,2020,Q2,32.11
東洋精糖,2020,Q3,30.63
東洋精糖,2020,Q4,-5.73
東洋紡,2018,Q1,-31.04
東洋紡,2018,Q2,34.61
東洋紡,2018,Q3,9.52
東洋紡,2018,Q4,-47.51
東洋紡,2019,Q1,-3.41
東洋紡,2019,Q2,18.82
東洋紡,2019,Q3,11.18
東洋紡,2019,Q4,36.24
東洋紡,2020,Q1,88.89
東洋紡,2020,Q2,19.86
東洋紡,2020,Q3,9.89
東洋紡,2020,Q4,-29.46
東洋製缶グループホールディング,2018,Q1,-206.75
東洋製缶グループホールディング,2018,Q2,41.16
東洋製缶グループホールディング,2018,Q3,17.41
東洋製缶グループホールディング,2018,Q4,21.73
東洋製缶グループホールディング,2019,Q1,22.3
東洋製缶グループホールディング,2019,Q2,-30.35
東洋製缶グループホールディング,2019,Q3,31.98
東洋製缶グループホールディング,2019,Q4,25.04
東洋製缶グループホールディング,2020,Q1,-29.86
東洋製缶グループホールディング,2020,Q2,16.98
東洋製缶グループホールディング,2020,Q3,17.86
東洋製缶グループホールディング,2020,Q4,24.76
東海旅客鉄道,2018,Q1,284.66
東海旅客鉄道,2018,Q2,626.34
東海旅客鉄道,2018,Q3,623.03
東海旅客鉄道,2018,Q4,668.24
東海旅客鉄道,2019,Q1,321.49
東海旅客鉄道,2019,Q2,669.73
東海旅客鉄道,2019,Q3,643.32
東海旅客鉄道,2019,Q4,665.46
東海旅客鉄道,2020,Q1,49.72
東海旅客鉄道,2020,Q2,-369.96
東海旅客鉄道,2020,Q3,-208.22
東海旅客鉄道,2020,Q4,10.55
東海染工,2018,Q1,45.1
東海染工,2018,Q2,12.07
東海染工,2018,Q3,15.49
東海染工,2018,Q4,65.05
東海染工,2019,Q1,30.23
東海染工,2019,Q2,-8.92
東海染工,2019,Q3,31.1
東海染工,2019,Q4,-149.48
東海染工,2020,Q1,-42.29
東海染工,2020,Q2,-22.67
東海染工,2020,Q3,-56.35
東海染工,2020,Q4,21.7
東海理化電機製作所,2018,Q1,87.84
東海理化電機製作所,2018,Q2,60.35
東海理化電機製作所,2018,Q3,54.48
東海理化電機製作所,2018,Q4,18.36
東海理化電機製作所,2019,Q1,65.06
東海理化電機製作所,2019,Q2,58.02
東海理化電機製作所,2019,Q3,42.36
東海理化電機製作所,2019,Q4,56.96
東海理化電機製作所,2020,Q1,7.78
東海理化電機製作所,2020,Q2,-105.04
東海理化電機製作所,2020,Q3,76.39
東海理化電機製作所,2020,Q4,92.4
東海運,2018,Q1,0.82
東海運,2018,Q2,-0.15
東海運,2018,Q3,6.25
東海運,2018,Q4,8.39
東海運,2019,Q1,-2.77
東海運,2019,Q2,0.07
東海運,2019,Q3,2.15
東海運,2019,Q4,7.14
東海運,2020,Q1,0.45
東海運,2020,Q2,3.44
東海運,2020,Q3,3.96
東海運,2020,Q4,8.55
東祥,2018,Q1,23.63
東祥,2018,Q2,26.17
東祥,2018,Q3,29.73
東祥,2018,Q4,29.35
東祥,2019,Q1,19.77
東祥,2019,Q2,25.57
東祥,2019,Q3,26.63
東祥,2019,Q4,31.69
東祥,2020,Q1,67.61
東祥,2020,Q2,-12.98
東祥,2020,Q3,9.96
東祥,2020,Q4,8.08
東芝テック,2018,Q1,20.91
東芝テック,2018,Q2,5.85
東芝テック,2018,Q3,8.974626253667832
東芝テック,2018,Q4,88.45
東芝テック,2019,Q1,37.15
東芝テック,2019,Q2,76.46
東芝テック,2019,Q3,67.05
東芝テック,2019,Q4,45.8
東芝テック,2020,Q1,-121.44
東芝テック,2020,Q2,-79.66
東芝テック,2020,Q3,-47.05
東芝テック,2020,Q4,65.34
東邦アセチレン,2018,Q1,58.4
東邦アセチレン,2018,Q2,49.77
東邦アセチレン,2018,Q3,13.0
東邦アセチレン,2018,Q4,47.0
東邦アセチレン,2019,Q1,47.97
東邦アセチレン,2019,Q2,34.35
東邦アセチレン,2019,Q3,28.22
東邦アセチレン,2019,Q4,39.6
東邦アセチレン,2020,Q1,29.99
東邦アセチレン,2020,Q2,17.13
東邦アセチレン,2020,Q3,16.25
東邦アセチレン,2020,Q4,35.07
東邦システムサイエンス,2018,Q1,17.5
東邦システムサイエンス,2018,Q2,10.15
東邦システムサイエンス,2018,Q3,10.96
東邦システムサイエンス,2018,Q4,13.91
東邦システムサイエンス,2019,Q1,18.66
東邦システムサイエンス,2019,Q2,10.19
東邦システムサイエンス,2019,Q3,13.02
東邦システムサイエンス,2019,Q4,10.99
東邦システムサイエンス,2020,Q1,17.93
東邦システムサイエンス,2020,Q2,9.38
東邦システムサイエンス,2020,Q3,14.48
東邦システムサイエンス,2020,Q4,18.18
東邦チタニウム,2018,Q1,15.19
東邦チタニウム,2018,Q2,13.73
東邦チタニウム,2018,Q3,18.56
東邦チタニウム,2018,Q4,14.31
東邦チタニウム,2019,Q1,44.66
東邦チタニウム,2019,Q2,6.47
東邦チタニウム,2019,Q3,6.68
東邦チタニウム,2019,Q4,9.33
東邦チタニウム,2020,Q1,10.67
東邦チタニウム,2020,Q2,-5.65
東邦チタニウム,2020,Q3,1.57
東邦チタニウム,2020,Q4,2.04
東邦ホールディングス,2018,Q1,65.23
東邦ホールディングス,2018,Q2,33.59
東邦ホールディングス,2018,Q3,39.83
東邦ホールディングス,2018,Q4,68.19
東邦ホールディングス,2019,Q1,66.81
東邦ホールディングス,2019,Q2,50.08
東邦ホールディングス,2019,Q3,54.28
東邦ホールディングス,2019,Q4,67.3
東邦ホールディングス,2020,Q1,61.24
東邦ホールディングス,2020,Q2,32.21
東邦ホールディングス,2020,Q3,-6.4
東邦ホールディングス,2020,Q4,30.5
東邦亜鉛,2018,Q1,106.97
東邦亜鉛,2018,Q2,90.14
東邦亜鉛,2018,Q3,-182.84
東邦亜鉛,2018,Q4,-74.84
東邦亜鉛,2019,Q1,-20.29
東邦亜鉛,2019,Q2,-218.01
東邦亜鉛,2019,Q3,-275.62
東邦亜鉛,2019,Q4,-314.74
東邦亜鉛,2020,Q1,-544.13
東邦亜鉛,2020,Q2,63.0
東邦亜鉛,2020,Q3,136.03
東邦亜鉛,2020,Q4,-114.09
東邦瓦斯,2018,Q1,60.15
東邦瓦斯,2018,Q2,56.67
東邦瓦斯,2018,Q3,-16.33
東邦瓦斯,2018,Q4,-0.96
東邦瓦斯,2019,Q1,99.99
東邦瓦斯,2019,Q2,118.17
東邦瓦斯,2019,Q3,20.95
東邦瓦斯,2019,Q4,13.53
東邦瓦斯,2020,Q1,0.48
東邦瓦斯,2020,Q2,63.79
東邦瓦斯,2020,Q3,47.58
東邦瓦斯,2020,Q4,11.4
東都水産,2018,Q1,104.23
東都水産,2018,Q2,56.51
東都水産,2018,Q3,52.73
東都水産,2018,Q4,79.99
東都水産,2019,Q1,168.18
東都水産,2019,Q2,43.48
東都水産,2019,Q3,14.41
東都水産,2019,Q4,129.0
東都水産,2020,Q1,160.19
東都水産,2020,Q2,46.02
東都水産,2020,Q3,89.4
東都水産,2020,Q4,138.82
東鉄工業,2018,Q1,132.81
東鉄工業,2018,Q2,12.77
東鉄工業,2018,Q3,58.8
東鉄工業,2018,Q4,74.65
東鉄工業,2019,Q1,111.15
東鉄工業,2019,Q2,29.0
東鉄工業,2019,Q3,59.35
東鉄工業,2019,Q4,78.56
東鉄工業,2020,Q1,142.67
東鉄工業,2020,Q2,40.12
東鉄工業,2020,Q3,76.71
東鉄工業,2020,Q4,76.87
東陽倉庫,2018,Q1,2.52
東陽倉庫,2018,Q2,7.83
東陽倉庫,2018,Q3,5.22
東陽倉庫,2018,Q4,9.4
東陽倉庫,2019,Q1,4.31
東陽倉庫,2019,Q2,6.27
東陽倉庫,2019,Q3,7.75
東陽倉庫,2019,Q4,7.66
東陽倉庫,2020,Q1,5.57
東陽倉庫,2020,Q2,7.05
東陽倉庫,2020,Q3,6.94
東陽倉庫,2020,Q4,10.54
松井建設,2018,Q1,31.76
松井建設,2018,Q2,49.68
松井建設,2018,Q3,28.54
松井建設,2018,Q4,21.43
松井建設,2019,Q1,21.46
松井建設,2019,Q2,24.32
松井建設,2019,Q3,11.24
松井建設,2019,Q4,29.64
松井建設,2020,Q1,18.65
松井建設,2020,Q2,27.99
松井建設,2020,Q3,11.62
松井建設,2020,Q4,18.04
松屋フーズホールディングス,2018,Q1,18.66
松屋フーズホールディングス,2018,Q2,23.29
松屋フーズホールディングス,2018,Q3,28.15
松屋フーズホールディングス,2018,Q4,47.39
松屋フーズホールディングス,2019,Q1,16.5
松屋フーズホールディングス,2019,Q2,35.12
松屋フーズホールディングス,2019,Q3,64.24
松屋フーズホールディングス,2019,Q4,41.6
松屋フーズホールディングス,2020,Q1,-4.29
松屋フーズホールディングス,2020,Q2,-96.02
松屋フーズホールディングス,2020,Q3,-36.82
松屋フーズホールディングス,2020,Q4,34.87
松田産業,2018,Q1,18.62
松田産業,2018,Q2,34.13
松田産業,2018,Q3,36.35
松田産業,2018,Q4,26.57
松田産業,2019,Q1,31.7
松田産業,2019,Q2,41.73
松田産業,2019,Q3,44.98
松田産業,2019,Q4,55.31
松田産業,2020,Q1,11.62
松田産業,2020,Q2,42.7
松田産業,2020,Q3,61.43
松田産業,2020,Q4,74.12
松風,2018,Q1,-3.52
松風,2018,Q2,16.51
松風,2018,Q3,17.84
松風,2018,Q4,21.79
松風,2019,Q1,19.39
松風,2019,Q2,15.54
松風,2019,Q3,33.95
松風,2019,Q4,25.12
松風,2020,Q1,-30.35
松風,2020,Q2,-3.61
松風,2020,Q3,35.35
松風,2020,Q4,32.5
林兼産業,2018,Q1,-5.55
林兼産業,2018,Q2,19.88
林兼産業,2018,Q3,25.34
林兼産業,2018,Q4,60.3
林兼産業,2019,Q1,-8.37
林兼産業,2019,Q2,11.79
林兼産業,2019,Q3,27.46
林兼産業,2019,Q4,58.74
林兼産業,2020,Q1,0.26
林兼産業,2020,Q2,18.33
林兼産業,2020,Q3,94.39
林兼産業,2020,Q4,33.22
栄研化学,2018,Q1,3.3071944018017967
栄研化学,2018,Q2,26.9
栄研化学,2018,Q3,26.67
栄研化学,2018,Q4,34.21
栄研化学,2019,Q1,5.87
栄研化学,2019,Q2,30.68
栄研化学,2019,Q3,32.88
栄研化学,2019,Q4,26.87
栄研化学,2020,Q1,5.53
栄研化学,2020,Q2,20.72
栄研化学,2020,Q3,37.58
栄研化学,2020,Q4,57.76
栗本鉄工所,2018,Q1,51.62
栗本鉄工所,2018,Q2,-14.45
栗本鉄工所,2018,Q3,28.45
栗本鉄工所,2018,Q4,64.88
栗本鉄工所,2019,Q1,86.75
栗本鉄工所,2019,Q2,-22.42
栗本鉄工所,2019,Q3,54.07
栗本鉄工所,2019,Q4,129.89
栗本鉄工所,2020,Q1,61.84
栗本鉄工所,2020,Q2,47.73
栗本鉄工所,2020,Q3,68.43
栗本鉄工所,2020,Q4,91.93
栗田工業,2018,Q1,38.75
栗田工業,2018,Q2,13.04
栗田工業,2018,Q3,38.4
栗田工業,2018,Q4,17.71
栗田工業,2019,Q1,37.84299927313653
栗田工業,2019,Q2,65.07
栗田工業,2019,Q3,55.19
栗田工業,2019,Q4,30.76
栗田工業,2020,Q1,11.77
栗田工業,2020,Q2,35.87
栗田工業,2020,Q3,60.04
栗田工業,2020,Q4,36.97
森永乳業,2018,Q1,-23.76
森永乳業,2018,Q2,80.46
森永乳業,2018,Q3,113.74
森永乳業,2018,Q4,81.18
森永乳業,2019,Q1,7.96
森永乳業,2019,Q2,87.03
森永乳業,2019,Q3,116.4
森永乳業,2019,Q4,96.5
森永乳業,2020,Q1,77.18
森永乳業,2020,Q2,96.9
森永乳業,2020,Q3,138.66
森永乳業,2020,Q4,104.47
森永製菓,2018,Q1,-33.74
森永製菓,2018,Q2,56.11
森永製菓,2018,Q3,91.61
森永製菓,2018,Q4,88.97
森永製菓,2019,Q1,9.88
森永製菓,2019,Q2,88.58
森永製菓,2019,Q3,93.4
森永製菓,2019,Q4,81.89
森永製菓,2020,Q1,-48.69
森永製菓,2020,Q2,79.23
森永製菓,2020,Q3,86.08
森永製菓,2020,Q4,77.19
植木組,2018,Q1,99.41
植木組,2018,Q2,-12.7
植木組,2018,Q3,83.68
植木組,2018,Q4,119.41
植木組,2019,Q1,132.62
植木組,2019,Q2,33.5
植木組,2019,Q3,118.96
植木組,2019,Q4,166.55
植木組,2020,Q1,114.39
植木組,2020,Q2,-13.4
植木組,2020,Q3,241.77
植木組,2020,Q4,177.61
椿本チエイン,2018,Q1,17.85
椿本チエイン,2018,Q2,22.29
椿本チエイン,2018,Q3,22.93542404926751
椿本チエイン,2018,Q4,110.87
椿本チエイン,2019,Q1,22.06
椿本チエイン,2019,Q2,84.58
椿本チエイン,2019,Q3,87.05
椿本チエイン,2019,Q4,83.86
椿本チエイン,2020,Q1,52.78
椿本チエイン,2020,Q2,32.74
椿本チエイン,2020,Q3,50.75
椿本チエイン,2020,Q4,54.84
椿本興業,2018,Q1,109.43
椿本興業,2018,Q2,87.18
椿本興業,2018,Q3,239.28
椿本興業,2018,Q4,160.45
椿本興業,2019,Q1,168.87
椿本興業,2019,Q2,136.88
椿本興業,2019,Q3,209.61
椿本興業,2019,Q4,154.54
椿本興業,2020,Q1,96.44
椿本興業,2020,Q2,70.79
椿本興業,2020,Q3,129.8
椿本興業,2020,Q4,100.59
極東貿易,2018,Q1,23.1
極東貿易,2018,Q2,1.87
極東貿易,2018,Q3,16.13
極東貿易,2018,Q4,24.31
極東貿易,2019,Q1,85.97
極東貿易,2019,Q2,15.41
極東貿易,2019,Q3,39.04
極東貿易,2019,Q4,-9.9
極東貿易,2020,Q1,-10.27
極東貿易,2020,Q2,0.61
極東貿易,2020,Q3,-35.02
極東貿易,2020,Q4,12.54
極東開発工業,2018,Q1,50.07
極東開発工業,2018,Q2,27.19
極東開発工業,2018,Q3,37.71
極東開発工業,2018,Q4,26.52
極東開発工業,2019,Q1,66.78
極東開発工業,2019,Q2,21.31
極東開発工業,2019,Q3,46.69
極東開発工業,2019,Q4,29.74
極東開発工業,2020,Q1,55.13
極東開発工業,2020,Q2,32.12
極東開発工業,2020,Q3,37.88
極東開発工業,2020,Q4,37.16
極洋,2018,Q1,39.9
極洋,2018,Q2,51.51
極洋,2018,Q3,24.86
極洋,2018,Q4,155.01
極洋,2019,Q1,38.2
極洋,2019,Q2,65.28
極洋,2019,Q3,0.39
極洋,2019,Q4,95.09
極洋,2020,Q1,27.67
極洋,2020,Q2,52.64
極洋,2020,Q3,94.12
極洋,2020,Q4,152.93
横河ブリッジホールディングス,2018,Q1,96.31
横河ブリッジホールディングス,2018,Q2,34.48
横河ブリッジホールディングス,2018,Q3,47.31
横河ブリッジホールディングス,2018,Q4,49.77
横河ブリッジホールディングス,2019,Q1,50.77
横河ブリッジホールディングス,2019,Q2,31.29
横河ブリッジホールディングス,2019,Q3,47.51
横河ブリッジホールディングス,2019,Q4,68.46
横河ブリッジホールディングス,2020,Q1,70.33
横河ブリッジホールディングス,2020,Q2,30.84
横河ブリッジホールディングス,2020,Q3,103.38
横河ブリッジホールディングス,2020,Q4,75.35
横河電機,2018,Q1,47.85
横河電機,2018,Q2,12.61
横河電機,2018,Q3,25.36
横河電機,2018,Q4,33.42
横河電機,2019,Q1,35.16
横河電機,2019,Q2,7.87
横河電機,2019,Q3,29.07
横河電機,2019,Q4,9.81
横河電機,2020,Q1,8.27
横河電機,2020,Q2,11.18
横河電機,2020,Q3,25.47
横河電機,2020,Q4,26.02
橋本総業ホールディングス,2018,Q1,62.08
橋本総業ホールディングス,2018,Q2,30.74
橋本総業ホールディングス,2018,Q3,54.32
橋本総業ホールディングス,2018,Q4,49.29
橋本総業ホールディングス,2019,Q1,57.2393285847421
橋本総業ホールディングス,2019,Q2,34.03
橋本総業ホールディングス,2019,Q3,56.12
橋本総業ホールディングス,2019,Q4,56.68
橋本総業ホールディングス,2020,Q1,62.17
橋本総業ホールディングス,2020,Q2,37.94
橋本総業ホールディングス,2020,Q3,53.96
橋本総業ホールディングス,2020,Q4,49.65
武田薬品工業,2018,Q1,-69.14
武田薬品工業,2018,Q2,100.05
武田薬品工業,2018,Q3,61.73
武田薬品工業,2018,Q4,48.14
武田薬品工業,2019,Q1,-21.47
武田薬品工業,2019,Q2,4.51
武田薬品工業,2019,Q3,43.47
武田薬品工業,2019,Q4,-20.68
武田薬品工業,2020,Q1,1.11
武田薬品工業,2020,Q2,52.93
武田薬品工業,2020,Q3,2.58
武田薬品工業,2020,Q4,59.08
武蔵精密工業,2018,Q1,125.7
武蔵精密工業,2018,Q2,107.92
武蔵精密工業,2018,Q3,74.25655760830381
武蔵精密工業,2018,Q4,38.36
武蔵精密工業,2019,Q1,29.68
武蔵精密工業,2019,Q2,29.76
武蔵精密工業,2019,Q3,11.67
武蔵精密工業,2019,Q4,25.41
武蔵精密工業,2020,Q1,-172.74
武蔵精密工業,2020,Q2,-48.11
武蔵精密工業,2020,Q3,25.31
武蔵精密工業,2020,Q4,61.75
永大産業,2018,Q1,-2.62
永大産業,2018,Q2,4.95
永大産業,2018,Q3,-20.75
永大産業,2018,Q4,-16.39
永大産業,2019,Q1,-43.62
永大産業,2019,Q2,-12.84
永大産業,2019,Q3,-8.99
永大産業,2019,Q4,3.22
永大産業,2020,Q1,-2.04
永大産業,2020,Q2,-4.93
永大産業,2020,Q3,0.57
永大産業,2020,Q4,25.28
永谷園ホールディングス,2018,Q1,-28.25
永谷園ホールディングス,2018,Q2,28.21
永谷園ホールディングス,2018,Q3,9.039275022973085
永谷園ホールディングス,2018,Q4,36.68
永谷園ホールディングス,2019,Q1,-53.01
永谷園ホールディングス,2019,Q2,10.88
永谷園ホールディングス,2019,Q3,10.28
永谷園ホールディングス,2019,Q4,72.99
永谷園ホールディングス,2020,Q1,-29.77
