企業名,会計年度,四半期,y_hat_uraf,best_hyparam
コムシスホールディングス,2020,Q1,34.890599999999964,[100 100]
コムシスホールディングス,2020,Q2,58.766599999999954,[100 100]
コムシスホールディングス,2020,Q3,66.33649999999993,[100 100]
コムシスホールディングス,2020,Q4,74.17109999999988,[100 100]
コムチュア,2018,Q1,45.66823868036528,[1000 10]
コムチュア,2018,Q2,36.38203747553828,[1000 10]
コムチュア,2018,Q3,29.19343323320313,[1000 10]
コムチュア,2018,Q4,32.689555095238354,[1000 10]
コムチュア,2019,Q1,40.79951808545327,[1000 10]
コムチュア,2019,Q2,36.3046199142204,[1000 10]
コムチュア,2019,Q3,28.39348413571605,[1000 10]
コムチュア,2019,Q4,35.007880736818365,[1000 10]
コムチュア,2020,Q1,26.191139529345254,[1000 10]
コムチュア,2020,Q2,23.48139170562262,[1000 10]
コムチュア,2020,Q3,18.92824,[1000 10]
コムチュア,2020,Q4,20.062363333333238,[1000 10]
コメリ,2018,Q1,84.50385999999983,[2000 10]
コメリ,2018,Q2,57.0614100000011,[2000 10]
コメリ,2018,Q3,57.87439632539549,[2000 10]
コメリ,2018,Q4,-3.223199999999963,[2000 10]
コメリ,2019,Q1,64.35409000000104,[2000 10]
コメリ,2019,Q2,57.028065000000026,[2000 10]
コメリ,2019,Q3,65.61652333333204,[2000 10]
コメリ,2019,Q4,-2.7383399999999285,[2000 10]
コメリ,2020,Q1,59.03054500000007,[2000 10]
コメリ,2020,Q2,74.1509649999999,[2000 10]
コメリ,2020,Q3,64.0220145833336,[2000 10]
コメリ,2020,Q4,-11.135100000000234,[2000 10]
コロナ,2018,Q1,-17.626354999999567,[2000 100]
コロナ,2018,Q2,23.126295000000262,[2000 100]
コロナ,2018,Q3,84.87442000000108,[2000 100]
コロナ,2018,Q4,-24.828795000000788,[2000 100]
コロナ,2019,Q1,-20.47669499999952,[2000 100]
コロナ,2019,Q2,20.051610000000483,[2000 100]
コロナ,2019,Q3,83.67899500000041,[2000 100]
コロナ,2019,Q4,-29.448310000000248,[2000 100]
コロナ,2020,Q1,-16.372549999999517,[2000 100]
コロナ,2020,Q2,18.06802499999992,[2000 100]
コロナ,2020,Q3,33.700849999999896,[2000 100]
コロナ,2020,Q4,-39.110400000000354,[2000 100]
コロワイド,2018,Q1,2.6943399999999964,[500 100]
コロワイド,2018,Q2,-8.719279999999982,[500 100]
コロワイド,2018,Q3,3.1741599999999863,[500 100]
コロワイド,2018,Q4,-8.843393120212891,[500 100]
コロワイド,2019,Q1,7.7923199999999735,[500 100]
コロワイド,2019,Q2,8.673480000000032,[500 100]
コロワイド,2019,Q3,3.587113759574176,[500 100]
コロワイド,2019,Q4,-0.4362793606387104,[500 100]
コロワイド,2020,Q1,4.410239999999977,[500 100]
コロワイド,2020,Q2,-2.36134,[500 100]
コロワイド,2020,Q3,8.447239999999965,[500 100]
コロワイド,2020,Q4,-28.48368,[500 100]
コンドーテック,2018,Q1,21.032372022766786,[500 10]
コンドーテック,2018,Q2,24.58521560113834,[500 10]
コンドーテック,2018,Q3,24.480639999999962,[500 10]
コンドーテック,2018,Q4,25.88359999999993,[500 10]
コンドーテック,2019,Q1,22.88922280341492,[500 10]
コンドーテック,2019,Q2,28.1839268034149,[500 10]
コンドーテック,2019,Q3,23.66509166666672,[500 10]
コンドーテック,2019,Q4,23.017457868943378,[500 10]
コンドーテック,2020,Q1,28.49755060113821,[500 10]
コンドーテック,2020,Q2,25.133240000000008,[500 10]
コンドーテック,2020,Q3,25.562651202276644,[500 10]
コンドーテック,2020,Q4,26.252013142857074,[500 10]
コーセー,2018,Q1,146.53769999999992,[500 10]
コーセー,2018,Q2,134.93657999999988,[500 10]
コーセー,2018,Q3,201.4024799999988,[500 10]
コーセー,2018,Q4,146.7324999999997,[500 10]
コーセー,2019,Q1,202.41391999999917,[500 10]
コーセー,2019,Q2,165.5529599999998,[500 10]
コーセー,2019,Q3,174.88932000000003,[500 10]
コーセー,2019,Q4,113.91418000000007,[500 10]
コーセー,2020,Q1,160.9437000000003,[500 10]
コーセー,2020,Q2,130.3569800000007,[500 10]
コーセー,2020,Q3,67.68534000000035,[500 10]
コーセー,2020,Q4,36.61957999999999,[500 10]
ゴールドウイン,2018,Q1,47.73540938029542,[100 10]
ゴールドウイン,2018,Q2,71.34160068631319,[100 10]
ゴールドウイン,2018,Q3,241.4270900667043,[100 10]
ゴールドウイン,2018,Q4,87.18931145850351,[100 10]
ゴールドウイン,2019,Q1,24.584491953793886,[100 10]
ゴールドウイン,2019,Q2,65.5378351763475,[100 10]
ゴールドウイン,2019,Q3,233.1141,[100 10]
ゴールドウイン,2019,Q4,72.58829042124934,[100 10]
ゴールドウイン,2020,Q1,58.05600788570632,[100 10]
ゴールドウイン,2020,Q2,104.20008985981842,[100 10]
ゴールドウイン,2020,Q3,248.55639999999974,[100 10]
ゴールドウイン,2020,Q4,27.050473517634767,[100 10]
ゴールドクレスト,2018,Q1,32.59643999999993,[500 100]
ゴールドクレスト,2018,Q2,14.780620000000011,[500 100]
ゴールドクレスト,2018,Q3,10.382200000000006,[500 100]
ゴールドクレスト,2018,Q4,19.70869999999997,[500 100]
ゴールドクレスト,2019,Q1,21.72780000000001,[500 100]
ゴールドクレスト,2019,Q2,54.492000000000104,[500 100]
ゴールドクレスト,2019,Q3,62.16474000000003,[500 100]
ゴールドクレスト,2019,Q4,42.85690000000002,[500 100]
ゴールドクレスト,2020,Q1,26.066119999999923,[500 100]
ゴールドクレスト,2020,Q2,33.64737999999993,[500 100]
ゴールドクレスト,2020,Q3,47.569959999999845,[500 100]
ゴールドクレスト,2020,Q4,77.30470000000003,[500 100]
サイネックス,2018,Q1,25.2463,[100 100]
サイネックス,2018,Q2,17.703900000000004,[100 100]
サイネックス,2018,Q3,24.452799999999996,[100 100]
サイネックス,2018,Q4,28.507899999999974,[100 100]
サイネックス,2019,Q1,2.0216000000000034,[100 100]
サイネックス,2019,Q2,18.12310000000001,[100 100]
サイネックス,2019,Q3,15.754000000000019,[100 100]
サイネックス,2019,Q4,23.063800000000004,[100 100]
サイネックス,2020,Q1,10.594199999999994,[100 100]
サイネックス,2020,Q2,15.9279,[100 100]
サイネックス,2020,Q3,38.691999999999965,[100 100]
サイネックス,2020,Q4,18.48,[100 100]
サカイオーベックス,2018,Q1,90.44805199789172,[100 10]
サカイオーベックス,2018,Q2,92.95650000000006,[100 10]
サカイオーベックス,2018,Q3,99.015,[100 10]
サカイオーベックス,2018,Q4,100.53100000000013,[100 10]
サカイオーベックス,2019,Q1,94.28160000000008,[100 10]
サカイオーベックス,2019,Q2,100.5001,[100 10]
サカイオーベックス,2019,Q3,103.77130000000002,[100 10]
サカイオーベックス,2019,Q4,97.82570000000004,[100 10]
サカイオーベックス,2020,Q1,78.27909999999993,[100 10]
サカイオーベックス,2020,Q2,90.51130000000003,[100 10]
サカイオーベックス,2020,Q3,121.35699999999987,[100 10]
サカイオーベックス,2020,Q4,98.23449999999997,[100 10]
サカイ引越センター,2018,Q1,111.2487200000003,[500 100]
サカイ引越センター,2018,Q2,41.298160000000074,[500 100]
サカイ引越センター,2018,Q3,56.75111050123929,[500 100]
サカイ引越センター,2018,Q4,81.34945459705935,[500 100]
サカイ引越センター,2019,Q1,136.02383999999978,[500 100]
サカイ引越センター,2019,Q2,42.883119999999984,[500 100]
サカイ引越センター,2019,Q3,57.86305198281922,[500 100]
サカイ引越センター,2019,Q4,77.30530557739957,[500 100]
サカイ引越センター,2020,Q1,144.2741200000003,[500 100]
サカイ引越センター,2020,Q2,51.87777525061986,[500 100]
サカイ引越センター,2020,Q3,96.70982265851755,[500 100]
サカイ引越センター,2020,Q4,106.16755655774011,[500 100]
サックスバー　ホールディングス,2018,Q1,19.67340000000001,[100 10]
サックスバー　ホールディングス,2018,Q2,19.103600000000018,[100 10]
サックスバー　ホールディングス,2018,Q3,17.314800000000027,[100 10]
サックスバー　ホールディングス,2018,Q4,21.59500000000001,[100 10]
サックスバー　ホールディングス,2019,Q1,20.27850000000001,[100 10]
サックスバー　ホールディングス,2019,Q2,19.54050000000001,[100 10]
サックスバー　ホールディングス,2019,Q3,17.661700000000017,[100 10]
サックスバー　ホールディングス,2019,Q4,19.68730000000001,[100 10]
サックスバー　ホールディングス,2020,Q1,14.704500000000007,[100 10]
サックスバー　ホールディングス,2020,Q2,-7.544800000000001,[100 10]
サックスバー　ホールディングス,2020,Q3,-13.737300000000005,[100 10]
サックスバー　ホールディングス,2020,Q4,-13.618999999999993,[100 10]
サトーホールディングス,2018,Q1,21.721899999999987,[100 100]
サトーホールディングス,2018,Q2,34.72840000000001,[100 100]
サトーホールディングス,2018,Q3,28.601399999999995,[100 100]
サトーホールディングス,2018,Q4,18.728199999999987,[100 100]
サトーホールディングス,2019,Q1,26.8914,[100 100]
サトーホールディングス,2019,Q2,34.34459999999998,[100 100]
サトーホールディングス,2019,Q3,31.1471,[100 100]
サトーホールディングス,2019,Q4,21.65679999999999,[100 100]
サトーホールディングス,2020,Q1,25.799900000000008,[100 100]
サトーホールディングス,2020,Q2,37.46669999999999,[100 100]
サトーホールディングス,2020,Q3,29.117199999999976,[100 100]
サトーホールディングス,2020,Q4,15.053500000000005,[100 100]
サニックス,2018,Q1,4.364999999999998,[100 100]
サニックス,2018,Q2,2.4561999999999986,[100 100]
サニックス,2018,Q3,1.4330999999999994,[100 100]
サニックス,2018,Q4,-3.3156,[100 100]
サニックス,2019,Q1,0.9094,[100 100]
サニックス,2019,Q2,0.12999999999999975,[100 100]
サニックス,2019,Q3,0.5236999999999996,[100 100]
サニックス,2019,Q4,3.8495,[100 100]
サニックス,2020,Q1,3.9485,[100 100]
サニックス,2020,Q2,-1.3329000000000002,[100 100]
サニックス,2020,Q3,10.000699999999997,[100 100]
サニックス,2020,Q4,9.657699999999997,[100 100]
サンケン電気,2018,Q1,-23.73230000000002,[100 100]
サンケン電気,2018,Q2,-7.9144999999999985,[100 100]
サンケン電気,2018,Q3,9.754400000000002,[100 100]
サンケン電気,2018,Q4,8.275500000000013,[100 100]
サンケン電気,2019,Q1,21.9686091962198,[100 100]
サンケン電気,2019,Q2,-25.526799999999994,[100 100]
サンケン電気,2019,Q3,-17.037100000000002,[100 100]
サンケン電気,2019,Q4,-20.926400000000005,[100 100]
サンケン電気,2020,Q1,5.367509196219796,[100 100]
サンケン電気,2020,Q2,-18.3829,[100 100]
サンケン電気,2020,Q3,-51.77987241134059,[100 100]
サンケン電気,2020,Q4,-18.732599999999987,[100 100]
サンゲツ,2018,Q1,15.275320000000054,[500 100]
サンゲツ,2018,Q2,18.258260000000092,[500 100]
サンゲツ,2018,Q3,22.167460000000066,[500 100]
サンゲツ,2018,Q4,16.236580000000085,[500 100]
サンゲツ,2019,Q1,15.142540000000052,[500 100]
サンゲツ,2019,Q2,18.36708064777333,[500 100]
サンゲツ,2019,Q3,24.94958194331986,[500 100]
サンゲツ,2019,Q4,21.706380161943358,[500 100]
サンゲツ,2020,Q1,28.028808582996078,[500 100]
サンゲツ,2020,Q2,19.875720485830072,[500 100]
サンゲツ,2020,Q3,22.115040000000047,[500 100]
サンゲツ,2020,Q4,-30.20065999999989,[500 100]
サンコール,2018,Q1,17.27310000000001,[100 100]
サンコール,2018,Q2,10.812,[100 100]
サンコール,2018,Q3,22.2829,[100 100]
サンコール,2018,Q4,16.0562,[100 100]
サンコール,2019,Q1,10.970700000000017,[100 100]
サンコール,2019,Q2,4.704900000000001,[100 100]
サンコール,2019,Q3,8.711300000000005,[100 100]
サンコール,2019,Q4,13.160100000000007,[100 100]
サンコール,2020,Q1,8.951000000000004,[100 100]
サンコール,2020,Q2,-2.8688,[100 100]
サンコール,2020,Q3,-6.342599999999994,[100 100]
サンコール,2020,Q4,10.923700000000014,[100 100]
サンドラッグ,2018,Q1,57.851902000000464,[1000 10]
サンドラッグ,2018,Q2,56.768930000000545,[1000 10]
サンドラッグ,2018,Q3,56.40349000000069,[1000 10]
サンドラッグ,2018,Q4,57.37328999999996,[1000 10]
サンドラッグ,2019,Q1,58.31024000000082,[1000 10]
サンドラッグ,2019,Q2,50.47473000000015,[1000 10]
サンドラッグ,2019,Q3,66.18351333333372,[1000 10]
サンドラッグ,2019,Q4,55.6287916666673,[1000 10]
サンドラッグ,2020,Q1,51.481070000000564,[1000 10]
サンドラッグ,2020,Q2,56.91256000000061,[1000 10]
サンドラッグ,2020,Q3,53.76915000000037,[1000 10]
サンドラッグ,2020,Q4,60.57581333333378,[1000 10]
サンフロンティア不動産,2018,Q1,28.99621372817516,[2000 10]
サンフロンティア不動産,2018,Q2,45.90403708333311,[2000 10]
サンフロンティア不動産,2018,Q3,47.95842041666749,[2000 10]
サンフロンティア不動産,2018,Q4,43.94688238888904,[2000 10]
サンフロンティア不動産,2019,Q1,40.34653097222277,[2000 10]
サンフロンティア不動産,2019,Q2,158.93639194047458,[2000 10]
サンフロンティア不動産,2019,Q3,115.7103267499975,[2000 10]
サンフロンティア不動産,2019,Q4,47.362515000000116,[2000 10]
サンフロンティア不動産,2020,Q1,46.72581145887436,[2000 10]
サンフロンティア不動産,2020,Q2,53.54275271428597,[2000 10]
サンフロンティア不動産,2020,Q3,39.41817670634969,[2000 10]
サンフロンティア不動産,2020,Q4,91.27948049999851,[2000 10]
サンマルクホールディングス,2018,Q1,41.048119999999976,[500 10]
サンマルクホールディングス,2018,Q2,40.09295999999984,[500 10]
サンマルクホールディングス,2018,Q3,44.899759999999866,[500 10]
サンマルクホールディングス,2018,Q4,42.99241999999989,[500 10]
サンマルクホールディングス,2019,Q1,34.28783999999977,[500 10]
サンマルクホールディングス,2019,Q2,38.232240000000004,[500 10]
サンマルクホールディングス,2019,Q3,31.28072000000021,[500 10]
サンマルクホールディングス,2019,Q4,37.32200000000001,[500 10]
サンマルクホールディングス,2020,Q1,35.56068000000001,[500 10]
サンマルクホールディングス,2020,Q2,-88.18587999999961,[500 10]
サンマルクホールディングス,2020,Q3,-113.87263999999996,[500 10]
サンマルクホールディングス,2020,Q4,-16.203200000000116,[500 10]
サンワテクノス,2018,Q1,44.07579999999997,[100 100]
サンワテクノス,2018,Q2,53.805700000000044,[100 100]
サンワテクノス,2018,Q3,51.545,[100 100]
サンワテクノス,2018,Q4,43.40229999999998,[100 100]
サンワテクノス,2019,Q1,32.853799999999985,[100 100]
サンワテクノス,2019,Q2,47.31030000000004,[100 100]
サンワテクノス,2019,Q3,19.698699999999988,[100 100]
サンワテクノス,2019,Q4,34.2404,[100 100]
サンワテクノス,2020,Q1,28.07670000000001,[100 100]
サンワテクノス,2020,Q2,21.402799999999992,[100 100]
サンワテクノス,2020,Q3,14.165099999999995,[100 100]
サンワテクノス,2020,Q4,43.694200000000045,[100 100]
シキボウ,2018,Q1,17.174824555255462,[100 100]
シキボウ,2018,Q2,26.34382455525543,[100 100]
シキボウ,2018,Q3,32.43829999999996,[100 100]
シキボウ,2018,Q4,20.86942455525546,[100 100]
シキボウ,2019,Q1,-16.287714946094933,[100 100]
シキボウ,2019,Q2,-19.056100000000004,[100 100]
シキボウ,2019,Q3,20.822800000000008,[100 100]
シキボウ,2019,Q4,20.542262277627724,[100 100]
シキボウ,2020,Q1,13.813199999999993,[100 100]
シキボウ,2020,Q2,19.36562455525546,[100 100]
シキボウ,2020,Q3,10.363562277627734,[100 100]
シキボウ,2020,Q4,24.984586832883178,[100 100]
システムリサーチ,2018,Q1,14.465401411483299,[2000 10]
システムリサーチ,2018,Q2,48.287901095238816,[2000 10]
システムリサーチ,2018,Q3,52.044114866826966,[2000 10]
システムリサーチ,2018,Q4,69.9588471169412,[2000 10]
システムリサーチ,2019,Q1,16.891822033493117,[2000 10]
システムリサーチ,2019,Q2,53.80610642587596,[2000 10]
システムリサーチ,2019,Q3,72.2737707894741,[2000 10]
システムリサーチ,2019,Q4,73.55443111921834,[2000 10]
システムリサーチ,2020,Q1,53.75646294956201,[2000 10]
システムリサーチ,2020,Q2,50.72207027773975,[2000 10]
システムリサーチ,2020,Q3,59.688017033626565,[2000 10]
システムリサーチ,2020,Q4,73.72737244138885,[2000 10]
シスメックス,2018,Q1,47.601942958697045,[100 100]
シスメックス,2018,Q2,53.59458573967425,[100 100]
シスメックス,2018,Q3,54.446000000000026,[100 100]
シスメックス,2018,Q4,49.607516302075794,[100 100]
シスメックス,2019,Q1,46.034679719246405,[100 100]
シスメックス,2019,Q2,50.8541286983713,[100 100]
シスメックス,2019,Q3,47.04755721902283,[100 100]
シスメックス,2019,Q4,47.892159438492705,[100 100]
シスメックス,2020,Q1,43.86773056240153,[100 100]
シスメックス,2020,Q2,43.0598,[100 100]
シスメックス,2020,Q3,42.43679999999997,[100 100]
シスメックス,2020,Q4,49.459728698371315,[100 100]
シチズン時計,2018,Q1,10.813399999999987,[100 100]
シチズン時計,2018,Q2,16.52289999999999,[100 100]
シチズン時計,2018,Q3,21.917000000000016,[100 100]
シチズン時計,2018,Q4,11.359299999999996,[100 100]
シチズン時計,2019,Q1,7.7162,[100 100]
シチズン時計,2019,Q2,12.8377,[100 100]
シチズン時計,2019,Q3,15.785899999999984,[100 100]
シチズン時計,2019,Q4,-6.5745000000000084,[100 100]
シチズン時計,2020,Q1,-5.9491000000000005,[100 100]
シチズン時計,2020,Q2,7.420699999999996,[100 100]
シチズン時計,2020,Q3,4.3017999999999965,[100 100]
シチズン時計,2020,Q4,-40.24600000000002,[100 100]
シップヘルスケアホールディング,2018,Q1,39.28889999999999,[100 100]
シップヘルスケアホールディング,2018,Q2,47.8907,[100 100]
シップヘルスケアホールディング,2018,Q3,71.25960000000009,[100 100]
シップヘルスケアホールディング,2018,Q4,57.483899999999984,[100 100]
シップヘルスケアホールディング,2019,Q1,29.82550000000001,[100 100]
シップヘルスケアホールディング,2019,Q2,49.14209999999999,[100 100]
シップヘルスケアホールディング,2019,Q3,31.84260000000002,[100 100]
シップヘルスケアホールディング,2019,Q4,77.85559999999995,[100 100]
シップヘルスケアホールディング,2020,Q1,39.210100000000025,[100 100]
シップヘルスケアホールディング,2020,Q2,61.73609999999994,[100 100]
シップヘルスケアホールディング,2020,Q3,42.3014,[100 100]
シップヘルスケアホールディング,2020,Q4,53.89999999999999,[100 100]
シモジマ,2018,Q1,7.7972999999999955,[100 100]
シモジマ,2018,Q2,7.717199999999994,[100 100]
シモジマ,2018,Q3,26.9152,[100 100]
シモジマ,2018,Q4,1.5505000000000004,[100 100]
シモジマ,2019,Q1,4.318299999999999,[100 100]
シモジマ,2019,Q2,3.3869,[100 100]
シモジマ,2019,Q3,25.713699999999992,[100 100]
シモジマ,2019,Q4,-0.6401999999999994,[100 100]
シモジマ,2020,Q1,4.100299999999995,[100 100]
シモジマ,2020,Q2,4.492200000000001,[100 100]
シモジマ,2020,Q3,2.6518,[100 100]
シモジマ,2020,Q4,-10.192000000000002,[100 100]
シンニッタン,2018,Q1,12.703275000000158,[2000 100]
シンニッタン,2018,Q2,11.214374999999961,[2000 100]
シンニッタン,2018,Q3,0.1252749999999943,[2000 100]
シンニッタン,2018,Q4,1.3714349999999984,[2000 100]
シンニッタン,2019,Q1,11.546580000000048,[2000 100]
シンニッタン,2019,Q2,9.439495000000095,[2000 100]
シンニッタン,2019,Q3,11.877350000000106,[2000 100]
シンニッタン,2019,Q4,6.582150000000074,[2000 100]
シンニッタン,2020,Q1,-1.6413550000000212,[2000 100]
シンニッタン,2020,Q2,-4.95617499999997,[2000 100]
シンニッタン,2020,Q3,-11.997615000000167,[2000 100]
シンニッタン,2020,Q4,-1.5295199999999958,[2000 100]
シンフォニア　テクノロジー,2018,Q1,1.4395799999999983,[500 100]
シンフォニア　テクノロジー,2018,Q2,5.085099999999993,[500 100]
シンフォニア　テクノロジー,2018,Q3,1.8438999999999992,[500 100]
シンフォニア　テクノロジー,2018,Q4,19.310020180876265,[500 100]
シンフォニア　テクノロジー,2019,Q1,0.9447599999999959,[500 100]
シンフォニア　テクノロジー,2019,Q2,12.988504862651356,[500 100]
シンフォニア　テクノロジー,2019,Q3,16.36598377739395,[500 100]
シンフォニア　テクノロジー,2019,Q4,67.97796000000011,[500 100]
シンフォニア　テクノロジー,2020,Q1,-5.7875799999999975,[500 100]
シンフォニア　テクノロジー,2020,Q2,13.558513453917465,[500 100]
シンフォニア　テクノロジー,2020,Q3,1.768980000000003,[500 100]
シンフォニア　テクノロジー,2020,Q4,61.433134100870504,[500 100]
シーティーエス,2018,Q1,8.136028571428563,[100 10]
シーティーエス,2018,Q2,5.840514285714287,[100 10]
シーティーエス,2018,Q3,5.703014285714287,[100 10]
シーティーエス,2018,Q4,6.270300000000002,[100 10]
シーティーエス,2019,Q1,6.276000000000005,[100 10]
シーティーエス,2019,Q2,5.8646142857142864,[100 10]
シーティーエス,2019,Q3,6.4545,[100 10]
シーティーエス,2019,Q4,6.406671428571433,[100 10]
シーティーエス,2020,Q1,6.290214285714287,[100 10]
シーティーエス,2020,Q2,6.658140000000002,[100 10]
シーティーエス,2020,Q3,6.4014500000000005,[100 10]
シーティーエス,2020,Q4,8.959671428571431,[100 10]
シード,2018,Q1,20.031625000000005,[100 10]
シード,2018,Q2,23.73288393327481,[100 10]
シード,2018,Q3,27.380975299970746,[100 10]
シード,2018,Q4,17.980361633011395,[100 10]
シード,2019,Q1,14.450799999999996,[100 10]
シード,2019,Q2,9.1787,[100 10]
シード,2019,Q3,6.438200000000003,[100 10]
シード,2019,Q4,13.881366666666672,[100 10]
シード,2020,Q1,19.596899999999987,[100 10]
シード,2020,Q2,13.86074,[100 10]
シード,2020,Q3,2.788699999999998,[100 10]
シード,2020,Q4,6.034542857142858,[100 10]
ジェコス,2018,Q1,31.330400000000004,[100 100]
ジェコス,2018,Q2,28.4469,[100 100]
ジェコス,2018,Q3,33.891299999999966,[100 100]
ジェコス,2018,Q4,38.67150000000001,[100 100]
ジェコス,2019,Q1,28.714199999999984,[100 100]
ジェコス,2019,Q2,28.7652,[100 100]
ジェコス,2019,Q3,31.228799999999968,[100 100]
ジェコス,2019,Q4,33.11530000000001,[100 100]
ジェコス,2020,Q1,28.322800000000008,[100 100]
ジェコス,2020,Q2,36.8949,[100 100]
ジェコス,2020,Q3,35.25429999999999,[100 100]
ジェコス,2020,Q4,31.22490000000001,[100 100]
ジャパンフーズ,2018,Q1,138.76851000000335,[2000 100]
ジャパンフーズ,2018,Q2,72.70098500000027,[2000 100]
ジャパンフーズ,2018,Q3,-65.76497499999925,[2000 100]
ジャパンフーズ,2018,Q4,-12.129600000000277,[2000 100]
ジャパンフーズ,2019,Q1,114.51488500000231,[2000 100]
ジャパンフーズ,2019,Q2,91.00133000000156,[2000 100]
ジャパンフーズ,2019,Q3,-74.43489500000025,[2000 100]
ジャパンフーズ,2019,Q4,-23.256500000000372,[2000 100]
ジャパンフーズ,2020,Q1,112.9431850000024,[2000 100]
ジャパンフーズ,2020,Q2,44.30822000000007,[2000 100]
ジャパンフーズ,2020,Q3,-80.42794000000032,[2000 100]
ジャパンフーズ,2020,Q4,-47.75922000000053,[2000 100]
ジーエス・ユアサ　コーポレーシ,2018,Q1,0.6973699999999966,[2000 100]
ジーエス・ユアサ　コーポレーシ,2018,Q2,4.23285500000005,[2000 100]
ジーエス・ユアサ　コーポレーシ,2018,Q3,9.148459086035226,[2000 100]
ジーエス・ユアサ　コーポレーシ,2018,Q4,5.736164999999969,[2000 100]
ジーエス・ユアサ　コーポレーシ,2019,Q1,3.7772495723890174,[2000 100]
ジーエス・ユアサ　コーポレーシ,2019,Q2,19.89864828057704,[2000 100]
ジーエス・ユアサ　コーポレーシ,2019,Q3,42.021058064846834,[2000 100]
ジーエス・ユアサ　コーポレーシ,2019,Q4,48.44562543017615,[2000 100]
ジーエス・ユアサ　コーポレーシ,2020,Q1,49.18031499999922,[2000 100]
ジーエス・ユアサ　コーポレーシ,2020,Q2,33.03616306484689,[2000 100]
ジーエス・ユアサ　コーポレーシ,2020,Q3,31.076569999999393,[2000 100]
ジーエス・ユアサ　コーポレーシ,2020,Q4,43.83468500000024,[2000 100]
ジーテクト,2018,Q1,82.91363857823036,[2000 10]
ジーテクト,2018,Q2,51.48326138060389,[2000 10]
ジーテクト,2018,Q3,62.55138189435072,[2000 10]
ジーテクト,2018,Q4,75.17068791940274,[2000 10]
ジーテクト,2019,Q1,63.90924431896468,[2000 10]
ジーテクト,2019,Q2,76.55203463555651,[2000 10]
ジーテクト,2019,Q3,54.12020423833057,[2000 10]
ジーテクト,2019,Q4,50.446779841810724,[2000 10]
ジーテクト,2020,Q1,33.31862892857089,[2000 10]
ジーテクト,2020,Q2,22.069077797618853,[2000 10]
ジーテクト,2020,Q3,78.32803225000002,[2000 10]
ジーテクト,2020,Q4,56.33063736853149,[2000 10]
スクウェア・エニックス・ホール,2018,Q1,63.173720000001104,[2000 100]
スクウェア・エニックス・ホール,2018,Q2,35.1243800000001,[2000 100]
スクウェア・エニックス・ホール,2018,Q3,36.95791999999971,[2000 100]
スクウェア・エニックス・ホール,2018,Q4,17.615944999999837,[2000 100]
スクウェア・エニックス・ホール,2019,Q1,18.98366499999965,[2000 100]
スクウェア・エニックス・ホール,2019,Q2,37.209034999999815,[2000 100]
スクウェア・エニックス・ホール,2019,Q3,43.396355000000604,[2000 100]
スクウェア・エニックス・ホール,2019,Q4,33.12920000000043,[2000 100]
スクウェア・エニックス・ホール,2020,Q1,43.07297499999947,[2000 100]
スクウェア・エニックス・ホール,2020,Q2,52.1220900000008,[2000 100]
スクウェア・エニックス・ホール,2020,Q3,59.33160999999976,[2000 100]
スクウェア・エニックス・ホール,2020,Q4,49.0690600000003,[2000 100]
スクロール,2018,Q1,-3.544779999999998,[500 10]
スクロール,2018,Q2,5.114340000000014,[500 10]
スクロール,2018,Q3,2.5488399999999976,[500 10]
スクロール,2018,Q4,-15.522420000000016,[500 10]
スクロール,2019,Q1,13.423340000000033,[500 10]
スクロール,2019,Q2,-0.8869100000000001,[500 10]
スクロール,2019,Q3,13.311240000000018,[500 10]
スクロール,2019,Q4,-16.903479999999988,[500 10]
スクロール,2020,Q1,14.713979999999975,[500 10]
スクロール,2020,Q2,-13.998830000000027,[500 10]
スクロール,2020,Q3,18.81468000000002,[500 10]
スクロール,2020,Q4,17.286719999999978,[500 10]
スズキ,2018,Q1,116.64884000000102,[1000 10]
スズキ,2018,Q2,132.5808300000012,[1000 10]
スズキ,2018,Q3,148.81842000000054,[1000 10]
スズキ,2018,Q4,127.43163000000095,[1000 10]
スズキ,2019,Q1,129.25373000000081,[1000 10]
スズキ,2019,Q2,117.36724500000143,[1000 10]
スズキ,2019,Q3,109.05223000000088,[1000 10]
スズキ,2019,Q4,64.13517999999986,[1000 10]
スズキ,2020,Q1,108.9688400000006,[1000 10]
スズキ,2020,Q2,56.53521999999962,[1000 10]
スズキ,2020,Q3,97.34107471428587,[1000 10]
スズキ,2020,Q4,66.0907153333333,[1000 10]
スズケン,2018,Q1,31.7494604858523,[2000 10]
スズケン,2018,Q2,34.69370264880929,[2000 10]
スズケン,2018,Q3,83.22249037020003,[2000 10]
スズケン,2018,Q4,48.76531113525692,[2000 10]
スズケン,2019,Q1,36.05951661500527,[2000 10]
スズケン,2019,Q2,73.95029959527946,[2000 10]
スズケン,2019,Q3,88.8477622902429,[2000 10]
スズケン,2019,Q4,65.66184369706848,[2000 10]
スズケン,2020,Q1,60.5334372902419,[2000 10]
スズケン,2020,Q2,74.60115884008506,[2000 10]
スズケン,2020,Q3,127.00150615004999,[2000 10]
スズケン,2020,Q4,64.18268495068469,[2000 10]
スズデン,2018,Q1,24.703949999999388,[2000 100]
スズデン,2018,Q2,25.93581499999957,[2000 100]
スズデン,2018,Q3,24.80909999999957,[2000 100]
スズデン,2018,Q4,21.002729999999566,[2000 100]
スズデン,2019,Q1,19.634999999999934,[2000 100]
