企業名,会計年度,四半期,y_hat_srw
芝浦機械,2018,Q3,5.54
芝浦機械,2018,Q4,12.77
芝浦機械,2019,Q1,-1.53
芝浦機械,2019,Q2,14.12411191393859
芝浦機械,2019,Q3,33.55
芝浦機械,2019,Q4,55.35
芝浦機械,2020,Q1,-18.29
芝浦機械,2020,Q2,85.43
芝浦機械,2020,Q3,36.93
芝浦機械,2020,Q4,199.99
芦森工業,2018,Q1,-7.25
芦森工業,2018,Q2,1.1737043217628074
芦森工業,2018,Q3,74.46
芦森工業,2018,Q4,62.68
芦森工業,2019,Q1,-22.6
芦森工業,2019,Q2,-44.42
芦森工業,2019,Q3,165.84
芦森工業,2019,Q4,108.76
芦森工業,2020,Q1,18.46
芦森工業,2020,Q2,223.22
芦森工業,2020,Q3,-9.36
芦森工業,2020,Q4,108.54
若築建設,2018,Q1,4.81
若築建設,2018,Q2,3.9259563400180233
若築建設,2018,Q3,56.26
若築建設,2018,Q4,74.77
若築建設,2019,Q1,33.29
若築建設,2019,Q2,85.31
若築建設,2019,Q3,47.39
若築建設,2019,Q4,81.28
若築建設,2020,Q1,51.07
若築建設,2020,Q2,75.74
若築建設,2020,Q3,87.99
若築建設,2020,Q4,16.16
荒川化学工業,2018,Q1,54.23
荒川化学工業,2018,Q2,45.73
荒川化学工業,2018,Q3,41.95
荒川化学工業,2018,Q4,8.84
荒川化学工業,2019,Q1,37.61
荒川化学工業,2019,Q2,31.45
荒川化学工業,2019,Q3,102.7
荒川化学工業,2019,Q4,16.75
荒川化学工業,2020,Q1,24.28
荒川化学工業,2020,Q2,-2.28
荒川化学工業,2020,Q3,52.05
荒川化学工業,2020,Q4,11.4
菱電商事,2018,Q1,12.29
菱電商事,2018,Q2,21.664862539294944
菱電商事,2018,Q3,44.08
菱電商事,2018,Q4,51.19
菱電商事,2019,Q1,24.86
菱電商事,2019,Q2,49.39
菱電商事,2019,Q3,38.27
菱電商事,2019,Q4,59.46
菱電商事,2020,Q1,32.9
菱電商事,2020,Q2,56.37
菱電商事,2020,Q3,31.46
菱電商事,2020,Q4,57.03
萩原電気ホールディングス,2018,Q1,58.37
萩原電気ホールディングス,2018,Q2,82.29
萩原電気ホールディングス,2018,Q3,89.41
萩原電気ホールディングス,2018,Q4,80.28
萩原電気ホールディングス,2019,Q1,62.52
萩原電気ホールディングス,2019,Q2,90.43
萩原電気ホールディングス,2019,Q3,91.77
萩原電気ホールディングス,2019,Q4,74.62
萩原電気ホールディングス,2020,Q1,68.31
萩原電気ホールディングス,2020,Q2,79.66
萩原電気ホールディングス,2020,Q3,67.77
萩原電気ホールディングス,2020,Q4,91.7
蔵王産業,2018,Q1,26.11
蔵王産業,2018,Q2,30.21
蔵王産業,2018,Q3,32.27
蔵王産業,2018,Q4,36.48
蔵王産業,2019,Q1,23.68
蔵王産業,2019,Q2,29.2
蔵王産業,2019,Q3,25.92
蔵王産業,2019,Q4,39.1
蔵王産業,2020,Q1,24.3
蔵王産業,2020,Q2,28.57
蔵王産業,2020,Q3,24.92
蔵王産業,2020,Q4,34.1
藤倉コンポジット,2018,Q1,18.41
藤倉コンポジット,2018,Q2,28.15
藤倉コンポジット,2018,Q3,20.23
藤倉コンポジット,2018,Q4,1.24
藤倉コンポジット,2019,Q1,18.59
藤倉コンポジット,2019,Q2,10.51
藤倉コンポジット,2019,Q3,-2.91
藤倉コンポジット,2019,Q4,-1.35
藤倉コンポジット,2020,Q1,6.42
藤倉コンポジット,2020,Q2,11.25
藤倉コンポジット,2020,Q3,2.98
藤倉コンポジット,2020,Q4,-3.95
藤倉化成,2018,Q1,11.8
藤倉化成,2018,Q2,20.38
藤倉化成,2018,Q3,16.88
藤倉化成,2018,Q4,13.8
藤倉化成,2019,Q1,18.6
藤倉化成,2019,Q2,15.68
藤倉化成,2019,Q3,18.62
藤倉化成,2019,Q4,10.97
藤倉化成,2020,Q1,13.63
藤倉化成,2020,Q2,13.16
藤倉化成,2020,Q3,10.41
藤倉化成,2020,Q4,1.6
藤森工業,2018,Q1,77.64
藤森工業,2018,Q2,86.48
藤森工業,2018,Q3,87.44
藤森工業,2018,Q4,29.68
藤森工業,2019,Q1,72.04
藤森工業,2019,Q2,66.78
藤森工業,2019,Q3,92.98
藤森工業,2019,Q4,58.88
藤森工業,2020,Q1,89.85
藤森工業,2020,Q2,75.16
藤森工業,2020,Q3,81.19
藤森工業,2020,Q4,33.78
虹技,2018,Q1,5.21
虹技,2018,Q2,4.937296777072455
虹技,2018,Q3,69.64
虹技,2018,Q4,47.99
虹技,2019,Q1,51.72
虹技,2019,Q2,43.73
虹技,2019,Q3,71.89
虹技,2019,Q4,54.18
虹技,2020,Q1,34.09
虹技,2020,Q2,25.66
虹技,2020,Q3,6.27
虹技,2020,Q4,-35.23
蛇の目ミシン工業,2018,Q1,17.66
蛇の目ミシン工業,2018,Q2,20.27
蛇の目ミシン工業,2018,Q3,20.13
蛇の目ミシン工業,2018,Q4,13.92
蛇の目ミシン工業,2019,Q1,8.77
蛇の目ミシン工業,2019,Q2,10.41
蛇の目ミシン工業,2019,Q3,16.08
蛇の目ミシン工業,2019,Q4,10.28
蛇の目ミシン工業,2020,Q1,3.71
蛇の目ミシン工業,2020,Q2,-0.59
蛇の目ミシン工業,2020,Q3,4.65
蛇の目ミシン工業,2020,Q4,14.17
蝶理,2018,Q1,45.25
蝶理,2018,Q2,49.93
蝶理,2018,Q3,61.84
蝶理,2018,Q4,35.72
蝶理,2019,Q1,59.85
蝶理,2019,Q2,60.74
蝶理,2019,Q3,55.65
蝶理,2019,Q4,53.04
蝶理,2020,Q1,66.36
蝶理,2020,Q2,65.42
蝶理,2020,Q3,61.25
蝶理,2020,Q4,55.43
西日本旅客鉄道,2018,Q1,179.44
西日本旅客鉄道,2018,Q2,170.99
西日本旅客鉄道,2018,Q3,209.83
西日本旅客鉄道,2018,Q4,10.46
西日本旅客鉄道,2019,Q1,199.19
西日本旅客鉄道,2019,Q2,93.2
西日本旅客鉄道,2019,Q3,214.72
西日本旅客鉄道,2019,Q4,25.81
西日本旅客鉄道,2020,Q1,221.26
西日本旅客鉄道,2020,Q2,198.57
西日本旅客鉄道,2020,Q3,191.57
西日本旅客鉄道,2020,Q4,-145.04
西日本鉄道,2018,Q1,7.53
西日本鉄道,2018,Q2,11.514589948163678
西日本鉄道,2018,Q3,57.9
西日本鉄道,2018,Q4,-4.92
西日本鉄道,2019,Q1,28.88
西日本鉄道,2019,Q2,-12.42
西日本鉄道,2019,Q3,44.4
西日本鉄道,2019,Q4,19.43
西日本鉄道,2020,Q1,26.83
西日本鉄道,2020,Q2,22.25
西日本鉄道,2020,Q3,38.84
西日本鉄道,2020,Q4,-3.17
西松建設,2018,Q1,10.32
西松建設,2018,Q2,16.17513393135015
西松建設,2018,Q3,73.9
西松建設,2018,Q4,100.99
西松建設,2019,Q1,57.25
西松建設,2019,Q2,69.16
西松建設,2019,Q3,86.48
西松建設,2019,Q4,130.5
西松建設,2020,Q1,55.55
西松建設,2020,Q2,83.3
西松建設,2020,Q3,117.63
西松建設,2020,Q4,85.76
西華産業,2018,Q1,5.17
西華産業,2018,Q2,6.447851091284318
西華産業,2018,Q3,-7.61
西華産業,2018,Q4,77.2
西華産業,2019,Q1,15.43
西華産業,2019,Q2,50.74
西華産業,2019,Q3,11.75
西華産業,2019,Q4,47.53
西華産業,2020,Q1,9.34
西華産業,2020,Q2,28.15
西華産業,2020,Q3,36.99
西華産業,2020,Q4,-178.1
西部ガスホールディングス,2018,Q1,5.26
西部ガスホールディングス,2018,Q2,0.0672267685504657
西部ガスホールディングス,2018,Q3,18.93
西部ガスホールディングス,2018,Q4,94.83
西部ガスホールディングス,2019,Q1,43.69
西部ガスホールディングス,2019,Q2,-20.25
西部ガスホールディングス,2019,Q3,3.29
西部ガスホールディングス,2019,Q4,121.4
西部ガスホールディングス,2020,Q1,57.78
西部ガスホールディングス,2020,Q2,-28.83
西部ガスホールディングス,2020,Q3,-0.92
西部ガスホールディングス,2020,Q4,98.7
豊田合成,2018,Q1,40.01
豊田合成,2018,Q2,52.12
豊田合成,2018,Q3,43.66
豊田合成,2018,Q4,36.79048180635735
豊田合成,2019,Q1,52.29
豊田合成,2019,Q2,-7.8
豊田合成,2019,Q3,51.41
豊田合成,2019,Q4,84.18
豊田合成,2020,Q1,28.65
豊田合成,2020,Q2,67.51
豊田合成,2020,Q3,-41.08
豊田合成,2020,Q4,31.65
近畿車両,2018,Q1,285.31
近畿車両,2018,Q2,220.92
近畿車両,2018,Q3,115.76
近畿車両,2018,Q4,128.5
近畿車両,2019,Q1,255.35
近畿車両,2019,Q2,182.88
近畿車両,2019,Q3,58.09
近畿車両,2019,Q4,-234.23
近畿車両,2020,Q1,13.44
近畿車両,2020,Q2,126.24
近畿車両,2020,Q3,-18.39
近畿車両,2020,Q4,-18.88
近鉄グループホールディングス,2018,Q1,5.26
近鉄グループホールディングス,2018,Q2,5.292085858784192
近鉄グループホールディングス,2018,Q3,51.66
近鉄グループホールディングス,2018,Q4,4.24
近鉄グループホールディングス,2019,Q1,59.52
近鉄グループホールディングス,2019,Q2,53.4
近鉄グループホールディングス,2019,Q3,65.43
近鉄グループホールディングス,2019,Q4,10.82
近鉄グループホールディングス,2020,Q1,48.03
近鉄グループホールディングス,2020,Q2,62.89
近鉄グループホールディングス,2020,Q3,54.2
近鉄グループホールディングス,2020,Q4,-56.96
進学会ホールディングス,2018,Q1,-11.86
進学会ホールディングス,2018,Q2,6.62
進学会ホールディングス,2018,Q3,-5.5
進学会ホールディングス,2018,Q4,-1.77
進学会ホールディングス,2019,Q1,-6.91
進学会ホールディングス,2019,Q2,16.14
進学会ホールディングス,2019,Q3,-12.45
進学会ホールディングス,2019,Q4,-28.73
進学会ホールディングス,2020,Q1,-15.49
進学会ホールディングス,2020,Q2,16.82
進学会ホールディングス,2020,Q3,26.81
進学会ホールディングス,2020,Q4,-75.68
遠藤照明,2018,Q1,52.01
遠藤照明,2018,Q2,35.99
遠藤照明,2018,Q3,29.43
遠藤照明,2018,Q4,-27.68
遠藤照明,2019,Q1,27.96
遠藤照明,2019,Q2,44.72
遠藤照明,2019,Q3,16.99
遠藤照明,2019,Q4,69.31
遠藤照明,2020,Q1,12.59
遠藤照明,2020,Q2,34.77
遠藤照明,2020,Q3,24.8
遠藤照明,2020,Q4,57.61
都築電気,2018,Q1,-46.23
都築電気,2018,Q2,44.98
都築電気,2018,Q3,-1.35
都築電気,2018,Q4,90.9
都築電気,2019,Q1,-38.27
都築電気,2019,Q2,56.68
都築電気,2019,Q3,-0.97
都築電気,2019,Q4,110.99
都築電気,2020,Q1,-33.4
都築電気,2020,Q2,71.3
都築電気,2020,Q3,26.74
都築電気,2020,Q4,116.65
酉島製作所,2018,Q1,-6.61
酉島製作所,2018,Q2,-23.08
酉島製作所,2018,Q3,4.99
酉島製作所,2018,Q4,56.15
酉島製作所,2019,Q1,7.45
酉島製作所,2019,Q2,-7.29
酉島製作所,2019,Q3,19.82
酉島製作所,2019,Q4,60.1
酉島製作所,2020,Q1,-16.24
酉島製作所,2020,Q2,-73.49
酉島製作所,2020,Q3,-16.68
酉島製作所,2020,Q4,110.22
酒井重工業,2018,Q1,7.08
酒井重工業,2018,Q2,12.061326839057276
酒井重工業,2018,Q3,138.44
酒井重工業,2018,Q4,115.28
酒井重工業,2019,Q1,47.82
酒井重工業,2019,Q2,64.79
酒井重工業,2019,Q3,26.25
酒井重工業,2019,Q4,54.93
酒井重工業,2020,Q1,26.31
酒井重工業,2020,Q2,66.51
酒井重工業,2020,Q3,28.0
酒井重工業,2020,Q4,-10.77
野村マイクロ・サイエンス,2018,Q1,2.2
野村マイクロ・サイエンス,2018,Q2,6.72
野村マイクロ・サイエンス,2018,Q3,43.96
野村マイクロ・サイエンス,2018,Q4,57.97
野村マイクロ・サイエンス,2019,Q1,19.1
野村マイクロ・サイエンス,2019,Q2,18.32
野村マイクロ・サイエンス,2019,Q3,43.63
野村マイクロ・サイエンス,2019,Q4,31.94
野村マイクロ・サイエンス,2020,Q1,-6.13
野村マイクロ・サイエンス,2020,Q2,29.87
野村マイクロ・サイエンス,2020,Q3,56.13
野村マイクロ・サイエンス,2020,Q4,58.96
野村不動産ホールディングス,2018,Q1,50.05
野村不動産ホールディングス,2018,Q2,54.76
野村不動産ホールディングス,2018,Q3,38.55
野村不動産ホールディングス,2018,Q4,98.0
野村不動産ホールディングス,2019,Q1,40.01
野村不動産ホールディングス,2019,Q2,29.24
野村不動産ホールディングス,2019,Q3,40.7
野村不動産ホールディングス,2019,Q4,137.07
野村不動産ホールディングス,2020,Q1,16.15
野村不動産ホールディングス,2020,Q2,51.81
野村不動産ホールディングス,2020,Q3,12.02
野村不動産ホールディングス,2020,Q4,188.25
野村総合研究所,2018,Q1,38.91
野村総合研究所,2018,Q2,97.88
野村総合研究所,2018,Q3,50.1
野村総合研究所,2018,Q4,41.36
野村総合研究所,2019,Q1,46.73
野村総合研究所,2019,Q2,49.95
野村総合研究所,2019,Q3,72.23
野村総合研究所,2019,Q4,47.37
野村総合研究所,2020,Q1,57.15593409217544
野村総合研究所,2020,Q2,41.0
野村総合研究所,2020,Q3,24.75
野村総合研究所,2020,Q4,5.115429241256341
鉄建建設,2018,Q1,6.85
鉄建建設,2018,Q2,9.573069011622682
鉄建建設,2018,Q3,75.8
鉄建建設,2018,Q4,121.36
鉄建建設,2019,Q1,74.43
鉄建建設,2019,Q2,102.41
鉄建建設,2019,Q3,97.68
鉄建建設,2019,Q4,83.54
鉄建建設,2020,Q1,15.22
鉄建建設,2020,Q2,129.92
鉄建建設,2020,Q3,107.34
鉄建建設,2020,Q4,65.37
銭高組,2018,Q1,13.79
銭高組,2018,Q2,32.87030850464086
銭高組,2018,Q3,81.05
銭高組,2018,Q4,249.82
銭高組,2019,Q1,141.53
銭高組,2019,Q2,197.14
銭高組,2019,Q3,187.32
銭高組,2019,Q4,79.3
銭高組,2020,Q1,114.29
銭高組,2020,Q2,121.06
銭高組,2020,Q3,229.61
銭高組,2020,Q4,158.03
長瀬産業,2018,Q1,27.62
長瀬産業,2018,Q2,41.85
長瀬産業,2018,Q3,46.6
長瀬産業,2018,Q4,20.2
長瀬産業,2019,Q1,43.89
長瀬産業,2019,Q2,38.54
長瀬産業,2019,Q3,46.29
長瀬産業,2019,Q4,32.52
長瀬産業,2020,Q1,33.51
長瀬産業,2020,Q2,26.34
長瀬産業,2020,Q3,37.31
長瀬産業,2020,Q4,24.96
長谷工コーポレーション,2018,Q1,45.19
長谷工コーポレーション,2018,Q2,61.57
長谷工コーポレーション,2018,Q3,45.49
長谷工コーポレーション,2018,Q4,89.9
長谷工コーポレーション,2019,Q1,57.21
長谷工コーポレーション,2019,Q2,98.74
長谷工コーポレーション,2019,Q3,56.77
長谷工コーポレーション,2019,Q4,81.15
長谷工コーポレーション,2020,Q1,42.11
長谷工コーポレーション,2020,Q2,59.32
長谷工コーポレーション,2020,Q3,40.7
長谷工コーポレーション,2020,Q4,59.26
長野計器,2018,Q1,11.6
長野計器,2018,Q2,32.23
長野計器,2018,Q3,34.19
長野計器,2018,Q4,67.35
長野計器,2019,Q1,35.43
長野計器,2019,Q2,32.71
長野計器,2019,Q3,16.86
長野計器,2019,Q4,13.11
長野計器,2020,Q1,2.78
長野計器,2020,Q2,9.21
長野計器,2020,Q3,20.58
長野計器,2020,Q4,49.82
関東電化工業,2018,Q1,29.55
関東電化工業,2018,Q2,21.74
関東電化工業,2018,Q3,30.38
関東電化工業,2018,Q4,24.67
関東電化工業,2019,Q1,34.29
関東電化工業,2019,Q2,29.2
関東電化工業,2019,Q3,20.87
関東電化工業,2019,Q4,29.55
関東電化工業,2020,Q1,21.87
関東電化工業,2020,Q2,22.24
関東電化工業,2020,Q3,27.88
関東電化工業,2020,Q4,15.29
関西スーパーマーケット,2018,Q1,5.46
関西スーパーマーケット,2018,Q2,10.36
関西スーパーマーケット,2018,Q3,13.78
関西スーパーマーケット,2018,Q4,9.91
関西スーパーマーケット,2019,Q1,7.37
関西スーパーマーケット,2019,Q2,14.28
関西スーパーマーケット,2019,Q3,13.91
関西スーパーマーケット,2019,Q4,8.01
関西スーパーマーケット,2020,Q1,10.97
関西スーパーマーケット,2020,Q2,13.97
関西スーパーマーケット,2020,Q3,11.06
関西スーパーマーケット,2020,Q4,17.89
関西ペイント,2018,Q1,22.88
関西ペイント,2018,Q2,26.49
関西ペイント,2018,Q3,20.9
関西ペイント,2018,Q4,-1.51
関西ペイント,2019,Q1,15.97
関西ペイント,2019,Q2,29.24
関西ペイント,2019,Q3,19.96
関西ペイント,2019,Q4,2.48
関西ペイント,2020,Q1,16.16
関西ペイント,2020,Q2,21.95
関西ペイント,2020,Q3,25.03
関西ペイント,2020,Q4,8.72
関電工,2018,Q1,23.66
関電工,2018,Q2,20.93
関電工,2018,Q3,14.0
関電工,2018,Q4,34.72
関電工,2019,Q1,21.09
関電工,2019,Q2,24.68
関電工,2019,Q3,16.57
関電工,2019,Q4,34.12
関電工,2020,Q1,23.41
関電工,2020,Q2,25.24
関電工,2020,Q3,22.18
関電工,2020,Q4,39.4
阪和興業,2018,Q1,21.82
阪和興業,2018,Q2,20.263323997747364
阪和興業,2018,Q3,91.0
阪和興業,2018,Q4,137.9
阪和興業,2019,Q1,87.84
阪和興業,2019,Q2,73.69
阪和興業,2019,Q3,117.33
阪和興業,2019,Q4,63.55
阪和興業,2020,Q1,101.88
阪和興業,2020,Q2,25.04
阪和興業,2020,Q3,117.42
阪和興業,2020,Q4,-580.84
阪急阪神ホールディングス,2018,Q1,93.22
阪急阪神ホールディングス,2018,Q2,74.47
阪急阪神ホールディングス,2018,Q3,63.49
阪急阪神ホールディングス,2018,Q4,36.55
阪急阪神ホールディングス,2019,Q1,77.82
阪急阪神ホールディングス,2019,Q2,59.8
阪急阪神ホールディングス,2019,Q3,101.86
阪急阪神ホールディングス,2019,Q4,27.35
阪急阪神ホールディングス,2020,Q1,87.5
阪急阪神ホールディングス,2020,Q2,107.92
阪急阪神ホールディングス,2020,Q3,46.8
阪急阪神ホールディングス,2020,Q4,-16.96
電気興業,2018,Q1,-2.38
電気興業,2018,Q2,0.6247849994119922
電気興業,2018,Q3,54.14
電気興業,2018,Q4,25.87
電気興業,2019,Q1,3.3
電気興業,2019,Q2,8.81
電気興業,2019,Q3,69.52
電気興業,2019,Q4,43.16
電気興業,2020,Q1,-6.25
電気興業,2020,Q2,21.38
電気興業,2020,Q3,46.58
電気興業,2020,Q4,87.15
電源開発,2018,Q1,105.1
電源開発,2018,Q2,145.92
電源開発,2018,Q3,107.69
電源開発,2018,Q4,15.24
電源開発,2019,Q1,137.58
電源開発,2019,Q2,32.4
電源開発,2019,Q3,112.56
電源開発,2019,Q4,-29.86
電源開発,2020,Q1,105.19
電源開発,2020,Q2,48.87
電源開発,2020,Q3,57.59
電源開発,2020,Q4,19.3
電算,2018,Q1,22.1
電算,2018,Q2,-7.9
電算,2018,Q3,9.85
電算,2018,Q4,110.3
電算,2019,Q1,-16.36
電算,2019,Q2,-39.9
電算,2019,Q3,-35.03
電算,2019,Q4,-191.06272614486517
電算,2020,Q1,-28.35
電算,2020,Q2,-5.12
電算,2020,Q3,12.83
電算,2020,Q4,67.47
青山商事,2018,Q1,56.4
青山商事,2018,Q2,-17.9
青山商事,2018,Q3,60.62
青山商事,2018,Q4,126.71
青山商事,2019,Q1,33.86
青山商事,2019,Q2,-36.55
青山商事,2019,Q3,11.28
青山商事,2019,Q4,105.7
青山商事,2020,Q1,-83.05
青山商事,2020,Q2,-46.39
青山商事,2020,Q3,-35.19
青山商事,2020,Q4,-174.01
飛島建設,2018,Q1,3.47
飛島建設,2018,Q2,7.8
飛島建設,2018,Q3,8.24
飛島建設,2018,Q4,11.79
飛島建設,2019,Q1,5.36
飛島建設,2019,Q2,3.801053482168917
飛島建設,2019,Q3,103.96
飛島建設,2019,Q4,67.7
飛島建設,2020,Q1,16.33
飛島建設,2020,Q2,83.32
飛島建設,2020,Q3,67.99
飛島建設,2020,Q4,99.0
飯野海運,2018,Q1,9.07
飯野海運,2018,Q2,21.97
飯野海運,2018,Q3,6.21
飯野海運,2018,Q4,1.28
飯野海運,2019,Q1,33.86
飯野海運,2019,Q2,9.9
飯野海運,2019,Q3,5.14
飯野海運,2019,Q4,-4.62
飯野海運,2020,Q1,-2.85
飯野海運,2020,Q2,6.63
飯野海運,2020,Q3,15.63
飯野海運,2020,Q4,16.39
養命酒製造,2018,Q1,23.41
養命酒製造,2018,Q2,-11.24
養命酒製造,2018,Q3,20.25
養命酒製造,2018,Q4,85.25
養命酒製造,2019,Q1,14.01
養命酒製造,2019,Q2,3.67
養命酒製造,2019,Q3,17.38
養命酒製造,2019,Q4,14.95
養命酒製造,2020,Q1,25.02
養命酒製造,2020,Q2,19.56
養命酒製造,2020,Q3,0.56
養命酒製造,2020,Q4,12.18
駒井ハルテック,2018,Q1,57.41
駒井ハルテック,2018,Q2,103.96
駒井ハルテック,2018,Q3,60.67
駒井ハルテック,2018,Q4,62.82
駒井ハルテック,2019,Q1,128.02
駒井ハルテック,2019,Q2,69.07
駒井ハルテック,2019,Q3,62.24
駒井ハルテック,2019,Q4,-420.98
駒井ハルテック,2020,Q1,-13.49
駒井ハルテック,2020,Q2,24.13
駒井ハルテック,2020,Q3,-35.75
駒井ハルテック,2020,Q4,-42.08
高圧ガス工業,2018,Q1,17.32
高圧ガス工業,2018,Q2,17.54
高圧ガス工業,2018,Q3,19.4
高圧ガス工業,2018,Q4,4.43
高圧ガス工業,2019,Q1,17.07
高圧ガス工業,2019,Q2,13.59
高圧ガス工業,2019,Q3,21.7
高圧ガス工業,2019,Q4,10.84
高圧ガス工業,2020,Q1,18.28
高圧ガス工業,2020,Q2,15.18
高圧ガス工業,2020,Q3,20.6
高圧ガス工業,2020,Q4,14.82
高島,2018,Q1,4.72
高島,2018,Q2,8.018274128712097
高島,2018,Q3,75.67
高島,2018,Q4,90.43
高島,2019,Q1,62.5
高島,2019,Q2,116.92
高島,2019,Q3,68.5
高島,2019,Q4,1.71
高島,2020,Q1,45.56
高島,2020,Q2,5.57
高島,2020,Q3,128.25
高島,2020,Q4,95.92
高松コンストラクショングループ,2018,Q1,29.35
高松コンストラクショングループ,2018,Q2,48.95
高松コンストラクショングループ,2018,Q3,55.83
高松コンストラクショングループ,2018,Q4,89.99
高松コンストラクショングループ,2019,Q1,13.32
高松コンストラクショングループ,2019,Q2,42.81
高松コンストラクショングループ,2019,Q3,36.04
高松コンストラクショングループ,2019,Q4,109.54
高松コンストラクショングループ,2020,Q1,12.14
高松コンストラクショングループ,2020,Q2,59.61
高松コンストラクショングループ,2020,Q3,92.06
高松コンストラクショングループ,2020,Q4,86.02
高田機工,2018,Q1,5.42
高田機工,2018,Q2,8.089072757634174
高田機工,2018,Q3,218.04
高田機工,2018,Q4,82.98
高田機工,2019,Q1,73.9
高田機工,2019,Q2,79.25
高田機工,2019,Q3,84.56
高田機工,2019,Q4,159.38
高田機工,2020,Q1,83.04
高田機工,2020,Q2,107.6
高田機工,2020,Q3,107.15
高田機工,2020,Q4,52.56
高砂熱学工業,2018,Q1,21.6
高砂熱学工業,2018,Q2,39.8
高砂熱学工業,2018,Q3,39.8
高砂熱学工業,2018,Q4,59.19
高砂熱学工業,2019,Q1,14.95
高砂熱学工業,2019,Q2,39.83
高砂熱学工業,2019,Q3,45.45
高砂熱学工業,2019,Q4,73.92
高砂熱学工業,2020,Q1,31.67
高砂熱学工業,2020,Q2,51.03
高砂熱学工業,2020,Q3,49.74
高砂熱学工業,2020,Q4,54.19
高砂香料工業,2018,Q1,93.24
高砂香料工業,2018,Q2,83.4
高砂香料工業,2018,Q3,77.18
高砂香料工業,2018,Q4,100.84
高砂香料工業,2019,Q1,103.88
高砂香料工業,2019,Q2,111.0
高砂香料工業,2019,Q3,63.68
高砂香料工業,2019,Q4,-36.87
高砂香料工業,2020,Q1,39.21
高砂香料工業,2020,Q2,45.27
高砂香料工業,2020,Q3,75.37
高砂香料工業,2020,Q4,13.68
高速,2018,Q1,24.77
高速,2018,Q2,27.68
高速,2018,Q3,35.82
高速,2018,Q4,19.03
高速,2019,Q1,24.82
高速,2019,Q2,36.56
高速,2019,Q3,38.29
高速,2019,Q4,21.73
高速,2020,Q1,26.26
高速,2020,Q2,30.38
高速,2020,Q3,35.29
高速,2020,Q4,25.65
魚力,2018,Q1,9.34
魚力,2018,Q2,4.3
魚力,2018,Q3,21.13
魚力,2018,Q4,-26.2
魚力,2019,Q1,29.36
魚力,2019,Q2,13.99
魚力,2019,Q3,24.54
魚力,2019,Q4,10.31
魚力,2020,Q1,16.61
魚力,2020,Q2,5.69
魚力,2020,Q3,28.2
魚力,2020,Q4,7.02
鶴見製作所,2018,Q1,23.84
鶴見製作所,2018,Q2,29.05
鶴見製作所,2018,Q3,32.94
鶴見製作所,2018,Q4,43.92
鶴見製作所,2019,Q1,35.45
鶴見製作所,2019,Q2,36.31
鶴見製作所,2019,Q3,29.64
鶴見製作所,2019,Q4,58.88
鶴見製作所,2020,Q1,35.0
鶴見製作所,2020,Q2,29.38
鶴見製作所,2020,Q3,37.39
鶴見製作所,2020,Q4,56.06
鹿島,2018,Q1,32.79
鹿島,2018,Q2,29.23
鹿島,2018,Q3,31.47
鹿島,2018,Q4,28.66
鹿島,2019,Q1,26.52
鹿島,2019,Q2,25.887343972714238
鹿島,2019,Q3,52.94
鹿島,2019,Q4,53.66
鹿島,2020,Q1,36.6
鹿島,2020,Q2,60.27
鹿島,2020,Q3,38.04
鹿島,2020,Q4,66.21
黒崎播磨,2018,Q1,17.63
黒崎播磨,2018,Q2,16.27229710918372
黒崎播磨,2018,Q3,226.29
黒崎播磨,2018,Q4,121.19
黒崎播磨,2019,Q1,232.26
黒崎播磨,2019,Q2,201.37
黒崎播磨,2019,Q3,271.92
黒崎播磨,2019,Q4,228.21
黒崎播磨,2020,Q1,177.92
黒崎播磨,2020,Q2,197.96
黒崎播磨,2020,Q3,190.0
黒崎播磨,2020,Q4,199.16
ＡＤＥＫＡ,2018,Q1,37.54
ＡＤＥＫＡ,2018,Q2,33.07
ＡＤＥＫＡ,2018,Q3,47.35
ＡＤＥＫＡ,2018,Q4,31.19
ＡＤＥＫＡ,2019,Q1,39.74
ＡＤＥＫＡ,2019,Q2,37.59
ＡＤＥＫＡ,2019,Q3,36.61
ＡＤＥＫＡ,2019,Q4,54.55
ＡＤＥＫＡ,2020,Q1,31.21
ＡＤＥＫＡ,2020,Q2,26.25
ＡＤＥＫＡ,2020,Q3,40.72
ＡＤＥＫＡ,2020,Q4,49.5
ＡＮＡホールディングス,2018,Q1,14.58
ＡＮＡホールディングス,2018,Q2,19.48711972864777
ＡＮＡホールディングス,2018,Q3,101.34
ＡＮＡホールディングス,2018,Q4,-26.94
ＡＮＡホールディングス,2019,Q1,48.14
ＡＮＡホールディングス,2019,Q2,172.22
ＡＮＡホールディングス,2019,Q3,98.91
ＡＮＡホールディングス,2019,Q4,11.77
ＡＮＡホールディングス,2020,Q1,34.12
ＡＮＡホールディングス,2020,Q2,135.61
ＡＮＡホールディングス,2020,Q3,88.66
ＡＮＡホールディングス,2020,Q4,-175.74
ＡＯＫＩホールディングス,2018,Q1,3.74
ＡＯＫＩホールディングス,2018,Q2,-1.87
ＡＯＫＩホールディングス,2018,Q3,23.87
ＡＯＫＩホールディングス,2018,Q4,59.24
ＡＯＫＩホールディングス,2019,Q1,-3.43
ＡＯＫＩホールディングス,2019,Q2,-8.79
ＡＯＫＩホールディングス,2019,Q3,15.03
ＡＯＫＩホールディングス,2019,Q4,50.79
ＡＯＫＩホールディングス,2020,Q1,-3.35
ＡＯＫＩホールディングス,2020,Q2,-8.15
