企業名,会計年度,四半期,y_hat_srw
トーエネック,2018,Q1,6.56
トーエネック,2018,Q2,11.929648719750038
トーエネック,2018,Q3,61.08
トーエネック,2018,Q4,153.78
トーエネック,2019,Q1,12.7
トーエネック,2019,Q2,96.72
トーエネック,2019,Q3,95.4
トーエネック,2019,Q4,152.11
トーエネック,2020,Q1,126.34
トーエネック,2020,Q2,106.81
トーエネック,2020,Q3,81.48
トーエネック,2020,Q4,183.72
トーカイ,2018,Q1,62.25
トーカイ,2018,Q2,81.3
トーカイ,2018,Q3,90.17421269449817
トーカイ,2018,Q4,37.89
トーカイ,2019,Q1,29.65
トーカイ,2019,Q2,32.56
トーカイ,2019,Q3,32.76
トーカイ,2019,Q4,44.65
トーカイ,2020,Q1,34.4
トーカイ,2020,Q2,40.24
トーカイ,2020,Q3,34.41
トーカイ,2020,Q4,37.55
トーカロ,2018,Q1,84.7
トーカロ,2018,Q2,70.48
トーカロ,2018,Q3,88.58
トーカロ,2018,Q4,18.62
トーカロ,2019,Q1,29.63
トーカロ,2019,Q2,23.28
トーカロ,2019,Q3,22.07
トーカロ,2019,Q4,14.52
トーカロ,2020,Q1,20.85
トーカロ,2020,Q2,14.5
トーカロ,2020,Q3,20.1
トーカロ,2020,Q4,17.01
トーメンデバイス,2018,Q1,86.92
トーメンデバイス,2018,Q2,50.34
トーメンデバイス,2018,Q3,41.48
トーメンデバイス,2018,Q4,77.28
トーメンデバイス,2019,Q1,81.19
トーメンデバイス,2019,Q2,85.53
トーメンデバイス,2019,Q3,44.71
トーメンデバイス,2019,Q4,68.28
トーメンデバイス,2020,Q1,99.59
トーメンデバイス,2020,Q2,102.87
トーメンデバイス,2020,Q3,191.34
トーメンデバイス,2020,Q4,103.53
トーモク,2018,Q1,0.05
トーモク,2018,Q2,8.913444682179962
トーモク,2018,Q3,104.32
トーモク,2018,Q4,82.14
トーモク,2019,Q1,6.04
トーモク,2019,Q2,57.02
トーモク,2019,Q3,58.8
トーモク,2019,Q4,151.29
トーモク,2020,Q1,-24.66
トーモク,2020,Q2,84.32
トーモク,2020,Q3,85.9
トーモク,2020,Q4,133.56
トーヨーカネツ,2018,Q1,7.48
トーヨーカネツ,2018,Q2,7.945935402059847
トーヨーカネツ,2018,Q3,68.91
トーヨーカネツ,2018,Q4,25.2
トーヨーカネツ,2019,Q1,8.55
トーヨーカネツ,2019,Q2,4.75
トーヨーカネツ,2019,Q3,-21.06
トーヨーカネツ,2019,Q4,121.07
トーヨーカネツ,2020,Q1,22.86
トーヨーカネツ,2020,Q2,53.27
トーヨーカネツ,2020,Q3,66.19
トーヨーカネツ,2020,Q4,54.42
ドウシシャ,2018,Q1,42.82
ドウシシャ,2018,Q2,31.34
ドウシシャ,2018,Q3,61.09
ドウシシャ,2018,Q4,16.97
ドウシシャ,2019,Q1,36.09
ドウシシャ,2019,Q2,14.04
ドウシシャ,2019,Q3,44.74
ドウシシャ,2019,Q4,19.66
ドウシシャ,2020,Q1,37.11
ドウシシャ,2020,Q2,20.48
ドウシシャ,2020,Q3,48.74
ドウシシャ,2020,Q4,8.14
ナイス,2018,Q1,-21.15
ナイス,2018,Q2,0.6420798748399914
ナイス,2018,Q3,-75.0
ナイス,2018,Q4,269.75
ナイス,2019,Q1,-230.07
ナイス,2019,Q2,-33.71
ナイス,2019,Q3,-149.92
ナイス,2019,Q4,453.05
ナイス,2020,Q1,-40.46
ナイス,2020,Q2,-9.51
ナイス,2020,Q3,-113.78
ナイス,2020,Q4,-240.11
ナカノフドー建設,2018,Q1,20.62
ナカノフドー建設,2018,Q2,35.06
ナカノフドー建設,2018,Q3,28.75
ナカノフドー建設,2018,Q4,30.4
ナカノフドー建設,2019,Q1,25.52
ナカノフドー建設,2019,Q2,41.5
ナカノフドー建設,2019,Q3,18.51
ナカノフドー建設,2019,Q4,30.56
ナカノフドー建設,2020,Q1,4.28
ナカノフドー建設,2020,Q2,19.57
ナカノフドー建設,2020,Q3,19.65
ナカノフドー建設,2020,Q4,41.82
ナカバヤシ,2018,Q1,5.06
ナカバヤシ,2018,Q2,5.799760087888244
ナカバヤシ,2018,Q3,15.76
ナカバヤシ,2018,Q4,26.34
ナカバヤシ,2019,Q1,9.55
ナカバヤシ,2019,Q2,12.17
ナカバヤシ,2019,Q3,13.58
ナカバヤシ,2019,Q4,24.94
ナカバヤシ,2020,Q1,3.32
ナカバヤシ,2020,Q2,14.54
ナカバヤシ,2020,Q3,18.75
ナカバヤシ,2020,Q4,24.02
ナカヨ,2018,Q1,0.48
ナカヨ,2018,Q2,8.258666093620906
ナカヨ,2018,Q3,24.43
ナカヨ,2018,Q4,65.1
ナカヨ,2019,Q1,-20.92
ナカヨ,2019,Q2,48.07
ナカヨ,2019,Q3,28.64
ナカヨ,2019,Q4,82.06
ナカヨ,2020,Q1,5.52
ナカヨ,2020,Q2,26.82
ナカヨ,2020,Q3,6.99
ナカヨ,2020,Q4,17.9
ナガワ,2018,Q1,36.66
ナガワ,2018,Q2,66.34
ナガワ,2018,Q3,52.07
ナガワ,2018,Q4,57.26
ナガワ,2019,Q1,30.85
ナガワ,2019,Q2,49.58
ナガワ,2019,Q3,51.22
ナガワ,2019,Q4,43.92
ナガワ,2020,Q1,29.21
ナガワ,2020,Q2,45.1
ナガワ,2020,Q3,38.9
ナガワ,2020,Q4,22.48
ナック,2018,Q1,-87.04
ナック,2018,Q2,1.9
ナック,2018,Q3,23.06
ナック,2018,Q4,2.85
ナック,2019,Q1,-65.76
ナック,2019,Q2,6.05
ナック,2019,Q3,25.1
ナック,2019,Q4,55.14
ナック,2020,Q1,-60.49
ナック,2020,Q2,29.24
ナック,2020,Q3,6.03
ナック,2020,Q4,48.16
ニコン,2018,Q1,22.44
ニコン,2018,Q2,12.76
ニコン,2018,Q3,21.11
ニコン,2018,Q4,31.46
ニコン,2019,Q1,41.23
ニコン,2019,Q2,16.36
ニコン,2019,Q3,45.32
ニコン,2019,Q4,64.94
ニコン,2020,Q1,20.8
ニコン,2020,Q2,20.9
ニコン,2020,Q3,10.05
ニコン,2020,Q4,-33.56
ニチアス,2018,Q1,25.18
ニチアス,2018,Q2,25.0
ニチアス,2018,Q3,29.21
ニチアス,2018,Q4,31.34
ニチアス,2019,Q1,34.79
ニチアス,2019,Q2,27.060140476488808
ニチアス,2019,Q3,60.7
ニチアス,2019,Q4,53.5
ニチアス,2020,Q1,49.92
ニチアス,2020,Q2,56.22
ニチアス,2020,Q3,52.94
ニチアス,2020,Q4,62.14
ニチコン,2018,Q1,-51.25
ニチコン,2018,Q2,20.38
ニチコン,2018,Q3,20.0
ニチコン,2018,Q4,-145.72
ニチコン,2019,Q1,16.56
ニチコン,2019,Q2,-7.16
ニチコン,2019,Q3,-117.1
ニチコン,2019,Q4,-6.52
ニチコン,2020,Q1,13.43
ニチコン,2020,Q2,16.77
ニチコン,2020,Q3,7.27
ニチコン,2020,Q4,3.11
ニチハ,2018,Q1,51.42
ニチハ,2018,Q2,84.0
ニチハ,2018,Q3,77.54
ニチハ,2018,Q4,88.64
ニチハ,2019,Q1,49.51
ニチハ,2019,Q2,64.11
ニチハ,2019,Q3,83.71
ニチハ,2019,Q4,70.78
ニチハ,2020,Q1,48.93
ニチハ,2020,Q2,82.28
ニチハ,2020,Q3,85.15
ニチハ,2020,Q4,75.9
ニチバン,2018,Q1,19.88
ニチバン,2018,Q2,17.190659506994063
ニチバン,2018,Q3,56.63
ニチバン,2018,Q4,20.41
ニチバン,2019,Q1,29.81
ニチバン,2019,Q2,27.06
ニチバン,2019,Q3,39.89
ニチバン,2019,Q4,57.36
ニチバン,2020,Q1,16.22
ニチバン,2020,Q2,30.71
ニチバン,2020,Q3,33.51
ニチバン,2020,Q4,4.1
ニチモウ,2018,Q1,8.83
ニチモウ,2018,Q2,3.8548872577493793
ニチモウ,2018,Q3,55.41
ニチモウ,2018,Q4,-9.49
ニチモウ,2019,Q1,129.23
ニチモウ,2019,Q2,181.67
ニチモウ,2019,Q3,187.57
ニチモウ,2019,Q4,-1288.56
ニチモウ,2020,Q1,154.88
ニチモウ,2020,Q2,157.27
ニチモウ,2020,Q3,259.02
ニチモウ,2020,Q4,119.48
ニチレイ,2018,Q1,36.61
ニチレイ,2018,Q2,38.88
ニチレイ,2018,Q3,46.12
ニチレイ,2018,Q4,20.79
ニチレイ,2019,Q1,34.6
ニチレイ,2019,Q2,36.1
ニチレイ,2019,Q3,51.77
ニチレイ,2019,Q4,27.18
ニチレイ,2020,Q1,33.55
ニチレイ,2020,Q2,37.76
ニチレイ,2020,Q3,56.57
ニチレイ,2020,Q4,19.29
ニチレキ,2018,Q1,4.95
ニチレキ,2018,Q2,30.16
ニチレキ,2018,Q3,61.99
ニチレキ,2018,Q4,38.32
ニチレキ,2019,Q1,-7.29
ニチレキ,2019,Q2,22.15
ニチレキ,2019,Q3,64.45
ニチレキ,2019,Q4,45.87
ニチレキ,2020,Q1,-93.96
ニチレキ,2020,Q2,35.92
ニチレキ,2020,Q3,65.98
ニチレキ,2020,Q4,55.59
ニッカトー,2018,Q1,11.88
ニッカトー,2018,Q2,14.83
ニッカトー,2018,Q3,20.02
ニッカトー,2018,Q4,16.27
ニッカトー,2019,Q1,17.98
ニッカトー,2019,Q2,19.5
ニッカトー,2019,Q3,18.79
ニッカトー,2019,Q4,10.04
ニッカトー,2020,Q1,18.23
ニッカトー,2020,Q2,13.22
ニッカトー,2020,Q3,2.09
ニッカトー,2020,Q4,3.41
ニッコンホールディングス,2018,Q1,45.19
ニッコンホールディングス,2018,Q2,58.29
ニッコンホールディングス,2018,Q3,63.01
ニッコンホールディングス,2018,Q4,48.81
ニッコンホールディングス,2019,Q1,46.63
ニッコンホールディングス,2019,Q2,51.03
ニッコンホールディングス,2019,Q3,63.53
ニッコンホールディングス,2019,Q4,59.98
ニッコンホールディングス,2020,Q1,68.5
ニッコンホールディングス,2020,Q2,71.45
ニッコンホールディングス,2020,Q3,53.52
ニッコンホールディングス,2020,Q4,60.52
ニッタ,2018,Q1,74.5
ニッタ,2018,Q2,93.29
ニッタ,2018,Q3,75.21
ニッタ,2018,Q4,71.75
ニッタ,2019,Q1,80.13
ニッタ,2019,Q2,88.15
ニッタ,2019,Q3,92.75
ニッタ,2019,Q4,46.77
ニッタ,2020,Q1,62.61
ニッタ,2020,Q2,53.07
ニッタ,2020,Q3,49.74
ニッタ,2020,Q4,45.52
ニッパツ,2018,Q1,30.78
ニッパツ,2018,Q2,22.78
ニッパツ,2018,Q3,32.36
ニッパツ,2018,Q4,0.52
ニッパツ,2019,Q1,28.93
ニッパツ,2019,Q2,24.66
ニッパツ,2019,Q3,27.79
ニッパツ,2019,Q4,-51.41
ニッパツ,2020,Q1,-6.59
ニッパツ,2020,Q2,5.95
ニッパツ,2020,Q3,21.98
ニッパツ,2020,Q4,-1.9
ニップン,2018,Q1,22.15
ニップン,2018,Q2,22.1
ニップン,2018,Q3,33.54
ニップン,2018,Q4,17.55
ニップン,2019,Q1,28.8
ニップン,2019,Q2,22.28
ニップン,2019,Q3,36.58
ニップン,2019,Q4,21.11
ニップン,2020,Q1,32.53
ニップン,2020,Q2,20.34
ニップン,2020,Q3,36.47
ニップン,2020,Q4,27.37
ニフコ,2018,Q1,101.87
ニフコ,2018,Q2,108.23
ニフコ,2018,Q3,108.21
ニフコ,2018,Q4,96.71752550024809
ニフコ,2019,Q1,50.54
ニフコ,2019,Q2,62.05
ニフコ,2019,Q3,51.54
ニフコ,2019,Q4,35.63
ニフコ,2020,Q1,41.39
ニフコ,2020,Q2,52.66
ニフコ,2020,Q3,52.59
ニフコ,2020,Q4,31.18
ニプロ,2018,Q1,25.53
ニプロ,2018,Q2,24.3
ニプロ,2018,Q3,33.33
ニプロ,2018,Q4,-11.99
ニプロ,2019,Q1,28.14
ニプロ,2019,Q2,17.7
ニプロ,2019,Q3,13.67
ニプロ,2019,Q4,14.01
ニプロ,2020,Q1,17.12
ニプロ,2020,Q2,18.97
ニプロ,2020,Q3,30.48
ニプロ,2020,Q4,-141.88
ニホンフラッシュ,2018,Q1,26.5
ニホンフラッシュ,2018,Q2,45.05
ニホンフラッシュ,2018,Q3,70.67
ニホンフラッシュ,2018,Q4,44.99
ニホンフラッシュ,2019,Q1,21.98
ニホンフラッシュ,2019,Q2,47.66
ニホンフラッシュ,2019,Q3,59.35
ニホンフラッシュ,2019,Q4,69.28
ニホンフラッシュ,2020,Q1,25.03
ニホンフラッシュ,2020,Q2,60.77
ニホンフラッシュ,2020,Q3,97.19
ニホンフラッシュ,2020,Q4,90.18355945730248
ネットワンシステムズ,2018,Q1,31.12
ネットワンシステムズ,2018,Q2,3.22
ネットワンシステムズ,2018,Q3,-24.3
ネットワンシステムズ,2018,Q4,43.76
ネットワンシステムズ,2019,Q1,4.48
ネットワンシステムズ,2019,Q2,-14.62
ネットワンシステムズ,2019,Q3,9.2
ネットワンシステムズ,2019,Q4,85.45
ネットワンシステムズ,2020,Q1,-2.32
ネットワンシステムズ,2020,Q2,33.68
ネットワンシステムズ,2020,Q3,28.62
ネットワンシステムズ,2020,Q4,55.91
ネツレン,2018,Q1,16.87
ネツレン,2018,Q2,17.6
ネツレン,2018,Q3,14.09
ネツレン,2018,Q4,24.22
ネツレン,2019,Q1,19.98
ネツレン,2019,Q2,13.62
ネツレン,2019,Q3,6.99
ネツレン,2019,Q4,-17.44
ネツレン,2020,Q1,8.4
ネツレン,2020,Q2,5.62
ネツレン,2020,Q3,3.67
ネツレン,2020,Q4,-11.54
ノジマ,2018,Q1,43.49
ノジマ,2018,Q2,45.66
ノジマ,2018,Q3,83.36
ノジマ,2018,Q4,102.23
ノジマ,2019,Q1,56.55
ノジマ,2019,Q2,91.66
ノジマ,2019,Q3,77.53
ノジマ,2019,Q4,95.94
ノジマ,2020,Q1,59.16
ノジマ,2020,Q2,125.08
ノジマ,2020,Q3,81.97
ノジマ,2020,Q4,50.73
ノリタケカンパニーリミテド,2018,Q1,96.11
ノリタケカンパニーリミテド,2018,Q2,76.53
ノリタケカンパニーリミテド,2018,Q3,150.07
ノリタケカンパニーリミテド,2018,Q4,612.92
ノリタケカンパニーリミテド,2019,Q1,162.84
ノリタケカンパニーリミテド,2019,Q2,121.11
ノリタケカンパニーリミテド,2019,Q3,154.78
ノリタケカンパニーリミテド,2019,Q4,237.03
ノリタケカンパニーリミテド,2020,Q1,134.33
ノリタケカンパニーリミテド,2020,Q2,61.31
ノリタケカンパニーリミテド,2020,Q3,89.58
ノリタケカンパニーリミテド,2020,Q4,-47.83
ハイマックス,2018,Q1,17.15
ハイマックス,2018,Q2,40.21
ハイマックス,2018,Q3,43.09
ハイマックス,2018,Q4,35.3
ハイマックス,2019,Q1,24.41
ハイマックス,2019,Q2,34.88
ハイマックス,2019,Q3,46.15
ハイマックス,2019,Q4,41.8
ハイマックス,2020,Q1,28.29
ハイマックス,2020,Q2,13.7
ハイマックス,2020,Q3,46.77
ハイマックス,2020,Q4,53.77
ハウス食品グループ本社,2018,Q1,22.02
ハウス食品グループ本社,2018,Q2,20.11
ハウス食品グループ本社,2018,Q3,43.35
ハウス食品グループ本社,2018,Q4,5.55
ハウス食品グループ本社,2019,Q1,26.42
ハウス食品グループ本社,2019,Q2,27.74
ハウス食品グループ本社,2019,Q3,45.63
ハウス食品グループ本社,2019,Q4,34.54
ハウス食品グループ本社,2020,Q1,24.69
ハウス食品グループ本社,2020,Q2,26.99
ハウス食品グループ本社,2020,Q3,48.74
ハウス食品グループ本社,2020,Q4,13.31
ハピネット,2018,Q1,8.18
ハピネット,2018,Q2,39.81
ハピネット,2018,Q3,126.26
ハピネット,2018,Q4,10.91
ハピネット,2019,Q1,19.97
ハピネット,2019,Q2,30.62
ハピネット,2019,Q3,88.67
ハピネット,2019,Q4,-13.91
ハピネット,2020,Q1,6.29
ハピネット,2020,Q2,28.6
ハピネット,2020,Q3,43.21
ハピネット,2020,Q4,-22.2
ハマキョウレックス,2018,Q1,68.38
ハマキョウレックス,2018,Q2,64.3
ハマキョウレックス,2018,Q3,85.85
ハマキョウレックス,2018,Q4,74.81
ハマキョウレックス,2019,Q1,76.26
ハマキョウレックス,2019,Q2,72.91
ハマキョウレックス,2019,Q3,100.2
ハマキョウレックス,2019,Q4,61.35
ハマキョウレックス,2020,Q1,80.4
ハマキョウレックス,2020,Q2,81.26
ハマキョウレックス,2020,Q3,92.59
ハマキョウレックス,2020,Q4,73.75
ハリマ化成グループ,2018,Q1,23.96
ハリマ化成グループ,2018,Q2,25.54
ハリマ化成グループ,2018,Q3,33.49
ハリマ化成グループ,2018,Q4,22.05
ハリマ化成グループ,2019,Q1,64.95
ハリマ化成グループ,2019,Q2,48.31
ハリマ化成グループ,2019,Q3,28.46
ハリマ化成グループ,2019,Q4,17.15
ハリマ化成グループ,2020,Q1,33.63
ハリマ化成グループ,2020,Q2,27.28
ハリマ化成グループ,2020,Q3,25.32
ハリマ化成グループ,2020,Q4,1.21
ハークスレイ,2018,Q1,21.66
ハークスレイ,2018,Q2,20.73
ハークスレイ,2018,Q3,25.16
ハークスレイ,2018,Q4,-0.83
ハークスレイ,2019,Q1,16.96
ハークスレイ,2019,Q2,21.46
ハークスレイ,2019,Q3,29.37
ハークスレイ,2019,Q4,30.15
ハークスレイ,2020,Q1,29.41
ハークスレイ,2020,Q2,22.48
ハークスレイ,2020,Q3,41.17
ハークスレイ,2020,Q4,42.63
ハードオフコーポレーション,2018,Q1,15.71
ハードオフコーポレーション,2018,Q2,11.86
ハードオフコーポレーション,2018,Q3,24.96
ハードオフコーポレーション,2018,Q4,-10.58
ハードオフコーポレーション,2019,Q1,14.9
ハードオフコーポレーション,2019,Q2,3.89
ハードオフコーポレーション,2019,Q3,15.75
ハードオフコーポレーション,2019,Q4,2.09
ハードオフコーポレーション,2020,Q1,20.78
ハードオフコーポレーション,2020,Q2,0.84
ハードオフコーポレーション,2020,Q3,9.61
ハードオフコーポレーション,2020,Q4,-2.35
バルカー,2018,Q1,60.06
バルカー,2018,Q2,47.44
バルカー,2018,Q3,48.67
バルカー,2018,Q4,60.83
バルカー,2019,Q1,72.4
バルカー,2019,Q2,61.36
バルカー,2019,Q3,41.76
バルカー,2019,Q4,56.86
バルカー,2020,Q1,62.14
バルカー,2020,Q2,41.17
バルカー,2020,Q3,32.79
バルカー,2020,Q4,29.79
バローホールディングス,2018,Q1,55.86
バローホールディングス,2018,Q2,35.73
バローホールディングス,2018,Q3,56.53
バローホールディングス,2018,Q4,-0.08
バローホールディングス,2019,Q1,55.13
バローホールディングス,2019,Q2,44.85
バローホールディングス,2019,Q3,57.63
バローホールディングス,2019,Q4,-4.55
バローホールディングス,2020,Q1,23.83
バローホールディングス,2020,Q2,46.85
バローホールディングス,2020,Q3,46.82
バローホールディングス,2020,Q4,3.09
バンダイナムコホールディングス,2018,Q1,61.45
バンダイナムコホールディングス,2018,Q2,66.9
バンダイナムコホールディングス,2018,Q3,57.72
バンダイナムコホールディングス,2018,Q4,60.22
バンダイナムコホールディングス,2019,Q1,66.61
バンダイナムコホールディングス,2019,Q2,88.95
バンダイナムコホールディングス,2019,Q3,87.87
バンダイナムコホールディングス,2019,Q4,44.96
バンダイナムコホールディングス,2020,Q1,77.0
バンダイナムコホールディングス,2020,Q2,80.45
バンダイナムコホールディングス,2020,Q3,83.24
バンダイナムコホールディングス,2020,Q4,21.67
バンドー化学,2018,Q1,29.48
バンドー化学,2018,Q2,27.2
バンドー化学,2018,Q3,29.48
バンドー化学,2018,Q4,25.350271193220426
バンドー化学,2019,Q1,42.73
バンドー化学,2019,Q2,36.35
バンドー化学,2019,Q3,29.24
バンドー化学,2019,Q4,10.905265738424989
バンドー化学,2020,Q1,14.89
バンドー化学,2020,Q2,30.14
バンドー化学,2020,Q3,24.05
バンドー化学,2020,Q4,-54.57
パイオラックス,2018,Q1,58.09
パイオラックス,2018,Q2,53.69
パイオラックス,2018,Q3,65.39
パイオラックス,2018,Q4,49.74
パイオラックス,2019,Q1,61.05
パイオラックス,2019,Q2,59.96
パイオラックス,2019,Q3,60.12
パイオラックス,2019,Q4,26.09
パイオラックス,2020,Q1,43.15
パイオラックス,2020,Q2,44.21
パイオラックス,2020,Q3,47.02
パイオラックス,2020,Q4,12.39
パスコ,2018,Q1,-11.22
パスコ,2018,Q2,-3.78
パスコ,2018,Q3,1.24
パスコ,2018,Q4,27.64
パスコ,2019,Q1,-11.57
パスコ,2019,Q2,-3.3580977697708208
パスコ,2019,Q3,51.3
パスコ,2019,Q4,115.73
パスコ,2020,Q1,-29.38
パスコ,2020,Q2,77.43
パスコ,2020,Q3,95.28
パスコ,2020,Q4,97.48
パナソニック,2018,Q1,20.91
パナソニック,2018,Q2,30.08
パナソニック,2018,Q3,34.81
パナソニック,2018,Q4,15.4
パナソニック,2019,Q1,24.59
パナソニック,2019,Q2,24.12
パナソニック,2019,Q3,25.77
パナソニック,2019,Q4,47.35
パナソニック,2020,Q1,21.34
パナソニック,2020,Q2,21.92
パナソニック,2020,Q3,33.11
パナソニック,2020,Q4,20.39
ヒロセ電機,2018,Q1,136.36
ヒロセ電機,2018,Q2,174.32
ヒロセ電機,2018,Q3,158.95
ヒロセ電機,2018,Q4,79.2360667423097
ヒロセ電機,2019,Q1,113.01
ヒロセ電機,2019,Q2,141.9
ヒロセ電機,2019,Q3,161.18
ヒロセ電機,2019,Q4,73.28
ヒロセ電機,2020,Q1,111.56
ヒロセ電機,2020,Q2,123.57
ヒロセ電機,2020,Q3,93.39
ヒロセ電機,2020,Q4,91.8
ビオフェルミン製薬,2018,Q1,67.01
ビオフェルミン製薬,2018,Q2,44.97
ビオフェルミン製薬,2018,Q3,40.07
ビオフェルミン製薬,2018,Q4,32.99
ビオフェルミン製薬,2019,Q1,66.42
ビオフェルミン製薬,2019,Q2,49.92
ビオフェルミン製薬,2019,Q3,31.8
ビオフェルミン製薬,2019,Q4,44.65
ビオフェルミン製薬,2020,Q1,40.35
ビオフェルミン製薬,2020,Q2,55.35
ビオフェルミン製薬,2020,Q3,72.88
ビオフェルミン製薬,2020,Q4,18.75
ビジネスエンジニアリング,2018,Q1,-9.81
ビジネスエンジニアリング,2018,Q2,20.52
ビジネスエンジニアリング,2018,Q3,19.47
ビジネスエンジニアリング,2018,Q4,51.14
ビジネスエンジニアリング,2019,Q1,29.91
ビジネスエンジニアリング,2019,Q2,31.26
ビジネスエンジニアリング,2019,Q3,33.03
ビジネスエンジニアリング,2019,Q4,47.35
ビジネスエンジニアリング,2020,Q1,52.65
ビジネスエンジニアリング,2020,Q2,48.59
ビジネスエンジニアリング,2020,Q3,22.18
ビジネスエンジニアリング,2020,Q4,21.84
ビジネスブレイン太田昭和,2018,Q1,7.71
ビジネスブレイン太田昭和,2018,Q2,59.64
ビジネスブレイン太田昭和,2018,Q3,25.2
ビジネスブレイン太田昭和,2018,Q4,35.05
ビジネスブレイン太田昭和,2019,Q1,17.9
ビジネスブレイン太田昭和,2019,Q2,61.36
ビジネスブレイン太田昭和,2019,Q3,48.12
ビジネスブレイン太田昭和,2019,Q4,43.38
ビジネスブレイン太田昭和,2020,Q1,42.0
ビジネスブレイン太田昭和,2020,Q2,63.43
ビジネスブレイン太田昭和,2020,Q3,54.17
ビジネスブレイン太田昭和,2020,Q4,67.125
ビジネス・ブレークスルー,2018,Q1,9.66
ビジネス・ブレークスルー,2018,Q2,4.35
ビジネス・ブレークスルー,2018,Q3,1.18
ビジネス・ブレークスルー,2018,Q4,1.5
ビジネス・ブレークスルー,2019,Q1,7.22
ビジネス・ブレークスルー,2019,Q2,4.54
ビジネス・ブレークスルー,2019,Q3,3.13
ビジネス・ブレークスルー,2019,Q4,1.91
ビジネス・ブレークスルー,2020,Q1,7.22
ビジネス・ブレークスルー,2020,Q2,0.23
ビジネス・ブレークスルー,2020,Q3,-1.13
ビジネス・ブレークスルー,2020,Q4,-2.89
ビーアールホールディングス,2018,Q1,5.55
ビーアールホールディングス,2018,Q2,6.76
ビーアールホールディングス,2018,Q3,5.76
ビーアールホールディングス,2018,Q4,8.29
ビーアールホールディングス,2019,Q1,2.46
ビーアールホールディングス,2019,Q2,-2.24
ビーアールホールディングス,2019,Q3,8.53
ビーアールホールディングス,2019,Q4,10.18
ビーアールホールディングス,2020,Q1,0.9
ビーアールホールディングス,2020,Q2,4.5
ビーアールホールディングス,2020,Q3,14.61
ビーアールホールディングス,2020,Q4,14.55
ビー・エム・エル,2018,Q1,44.06
ビー・エム・エル,2018,Q2,43.43
ビー・エム・エル,2018,Q3,33.16
ビー・エム・エル,2018,Q4,20.2
ビー・エム・エル,2019,Q1,48.86
ビー・エム・エル,2019,Q2,38.48
ビー・エム・エル,2019,Q3,45.03
ビー・エム・エル,2019,Q4,23.7
ビー・エム・エル,2020,Q1,50.11
ビー・エム・エル,2020,Q2,45.46
ビー・エム・エル,2020,Q3,40.84
ビー・エム・エル,2020,Q4,13.7
ピエトロ,2018,Q1,10.62
ピエトロ,2018,Q2,14.1
ピエトロ,2018,Q3,7.43
ピエトロ,2018,Q4,13.78
ピエトロ,2019,Q1,21.05
ピエトロ,2019,Q2,21.5
ピエトロ,2019,Q3,4.73
ピエトロ,2019,Q4,0.19
ピエトロ,2020,Q1,13.99
ピエトロ,2020,Q2,-0.19
ピエトロ,2020,Q3,13.3
ピエトロ,2020,Q4,9.25
ピーエス三菱,2018,Q1,7.07
ピーエス三菱,2018,Q2,34.54
ピーエス三菱,2018,Q3,46.94
ピーエス三菱,2018,Q4,-6.4
ピーエス三菱,2019,Q1,-9.08
ピーエス三菱,2019,Q2,33.63
ピーエス三菱,2019,Q3,35.25
ピーエス三菱,2019,Q4,109.34
ピーエス三菱,2020,Q1,11.19
ピーエス三菱,2020,Q2,20.29
ピーエス三菱,2020,Q3,25.99
ピーエス三菱,2020,Q4,11.55
ピーシーデポコーポレーション,2018,Q1,8.06
ピーシーデポコーポレーション,2018,Q2,7.94
ピーシーデポコーポレーション,2018,Q3,9.2
ピーシーデポコーポレーション,2018,Q4,13.5
ピーシーデポコーポレーション,2019,Q1,9.15
ピーシーデポコーポレーション,2019,Q2,8.72
ピーシーデポコーポレーション,2019,Q3,10.49
ピーシーデポコーポレーション,2019,Q4,2.58
ピーシーデポコーポレーション,2020,Q1,9.64
ピーシーデポコーポレーション,2020,Q2,9.74
ピーシーデポコーポレーション,2020,Q3,11.18
ピーシーデポコーポレーション,2020,Q4,3.62
ピー・シー・エー,2018,Q1,14.37
ピー・シー・エー,2018,Q2,1.26
ピー・シー・エー,2018,Q3,4.77
ピー・シー・エー,2018,Q4,43.97
ピー・シー・エー,2019,Q1,5.09
ピー・シー・エー,2019,Q2,23.53
ピー・シー・エー,2019,Q3,25.55
ピー・シー・エー,2019,Q4,80.46
ピー・シー・エー,2020,Q1,54.76
ピー・シー・エー,2020,Q2,122.26
ピー・シー・エー,2020,Q3,70.41
ピー・シー・エー,2020,Q4,25.48
ファナック,2018,Q1,210.65
ファナック,2018,Q2,231.76
ファナック,2018,Q3,260.78
ファナック,2018,Q4,235.47
ファナック,2019,Q1,230.73
ファナック,2019,Q2,190.72
ファナック,2019,Q3,242.78
ファナック,2019,Q4,131.11
ファナック,2020,Q1,120.75
ファナック,2020,Q2,88.08
ファナック,2020,Q3,85.13
ファナック,2020,Q4,87.81
ファンケル,2018,Q1,12.06
ファンケル,2018,Q2,27.18
ファンケル,2018,Q3,37.08
ファンケル,2018,Q4,21.27
ファンケル,2019,Q1,49.71
ファンケル,2019,Q2,26.53
ファンケル,2019,Q3,19.11
ファンケル,2019,Q4,11.31
ファンケル,2020,Q1,21.75
ファンケル,2020,Q2,27.18
ファンケル,2020,Q3,23.24
ファンケル,2020,Q4,10.98
フィールズ,2018,Q1,-82.96
フィールズ,2018,Q2,-16.16
フィールズ,2018,Q3,-25.42
