企業名,会計年度,四半期,y_hat_umlp
イチネンホールディングス,2020,Q1,34.687283
イチネンホールディングス,2020,Q2,43.72255
イチネンホールディングス,2020,Q3,36.57676
イチネンホールディングス,2020,Q4,32.41384
イノテック,2018,Q1,19.219978
イノテック,2018,Q2,7.5661855
イノテック,2018,Q3,4.479195
イノテック,2018,Q4,22.110552
イノテック,2019,Q1,1.9708043
イノテック,2019,Q2,-4.21411
イノテック,2019,Q3,17.400509
イノテック,2019,Q4,2.3439639
イノテック,2020,Q1,7.313509
イノテック,2020,Q2,4.4282045
イノテック,2020,Q3,8.489564
イノテック,2020,Q4,27.597794
イビデン,2018,Q1,36.92357
イビデン,2018,Q2,32.325855
イビデン,2018,Q3,24.16873
イビデン,2018,Q4,-10.216244
イビデン,2019,Q1,-175.86403
イビデン,2019,Q2,7.0504427
イビデン,2019,Q3,60.17603
イビデン,2019,Q4,29.011282
イビデン,2020,Q1,-46.06753
イビデン,2020,Q2,-22.540016
イビデン,2020,Q3,4.371632
イビデン,2020,Q4,9.550855
イフジ産業,2018,Q1,3.587695
イフジ産業,2018,Q2,17.049091
イフジ産業,2018,Q3,32.803032
イフジ産業,2018,Q4,14.995854
イフジ産業,2019,Q1,22.918333
イフジ産業,2019,Q2,19.090809
イフジ産業,2019,Q3,25.990007
イフジ産業,2019,Q4,8.864752
イフジ産業,2020,Q1,16.150146
イフジ産業,2020,Q2,15.727331
イフジ産業,2020,Q3,21.937643
イフジ産業,2020,Q4,11.386466
イリソ電子工業,2018,Q1,72.99369
イリソ電子工業,2018,Q2,114.97886
イリソ電子工業,2018,Q3,77.713615
イリソ電子工業,2018,Q4,68.950806
イリソ電子工業,2019,Q1,49.918896
イリソ電子工業,2019,Q2,57.53615
イリソ電子工業,2019,Q3,79.27496
イリソ電子工業,2019,Q4,71.606224
イリソ電子工業,2020,Q1,70.606155
イリソ電子工業,2020,Q2,26.218113
イリソ電子工業,2020,Q3,67.962975
イリソ電子工業,2020,Q4,78.9456
インターネットイニシアティブ,2018,Q1,1548.0153
インターネットイニシアティブ,2018,Q2,1519.2056
インターネットイニシアティブ,2018,Q3,1313.5814
インターネットイニシアティブ,2018,Q4,1309.0713
インターネットイニシアティブ,2019,Q1,1249.3855
インターネットイニシアティブ,2019,Q2,1122.6848
インターネットイニシアティブ,2019,Q3,965.06934
インターネットイニシアティブ,2019,Q4,900.114
インターネットイニシアティブ,2020,Q1,786.142
インターネットイニシアティブ,2020,Q2,722.0645
インターネットイニシアティブ,2020,Q3,610.9548
インターネットイニシアティブ,2020,Q4,465.42685
インフォコム,2018,Q1,620.8739
インフォコム,2018,Q2,1347.8102
インフォコム,2018,Q3,768.8125
インフォコム,2018,Q4,1451.4215
インフォコム,2019,Q1,688.4148
インフォコム,2019,Q2,1252.8173
インフォコム,2019,Q3,822.99255
インフォコム,2019,Q4,1051.0704
インフォコム,2020,Q1,100.24559
インフォコム,2020,Q2,90.921326
インフォコム,2020,Q3,80.58079
インフォコム,2020,Q4,91.00599
インプレスホールディングス,2018,Q1,-4.156547
インプレスホールディングス,2018,Q2,-2.3859324
インプレスホールディングス,2018,Q3,9.987123
インプレスホールディングス,2018,Q4,-5.444731
インプレスホールディングス,2019,Q1,-4.2513785
インプレスホールディングス,2019,Q2,5.788707
インプレスホールディングス,2019,Q3,14.960851
インプレスホールディングス,2019,Q4,-6.0347695
インプレスホールディングス,2020,Q1,2.8696578
インプレスホールディングス,2020,Q2,3.070358
インプレスホールディングス,2020,Q3,12.773974
インプレスホールディングス,2020,Q4,-8.434707
イーグル工業,2018,Q1,70.8471
イーグル工業,2018,Q2,-13.269095
イーグル工業,2018,Q3,57.820454
イーグル工業,2018,Q4,45.052147
イーグル工業,2019,Q1,19.782969
イーグル工業,2019,Q2,67.966385
イーグル工業,2019,Q3,24.140335
イーグル工業,2019,Q4,39.44945
イーグル工業,2020,Q1,9.586729
イーグル工業,2020,Q2,19.09106
イーグル工業,2020,Q3,-3.5689063
イーグル工業,2020,Q4,70.47511
ウシオ電機,2018,Q1,21.287651
ウシオ電機,2018,Q2,19.734251
ウシオ電機,2018,Q3,20.436394
ウシオ電機,2018,Q4,21.40622
ウシオ電機,2019,Q1,20.384253
ウシオ電機,2019,Q2,29.108265
ウシオ電機,2019,Q3,16.433128
ウシオ電機,2019,Q4,16.306864
ウシオ電機,2020,Q1,19.230381
ウシオ電機,2020,Q2,18.679985
ウシオ電機,2020,Q3,16.023829
ウシオ電機,2020,Q4,48.291656
ウッドワン,2018,Q1,27.139841
ウッドワン,2018,Q2,17.625816
ウッドワン,2018,Q3,22.46843
ウッドワン,2018,Q4,2.2696328
ウッドワン,2019,Q1,10.118211
ウッドワン,2019,Q2,-9.434264
ウッドワン,2019,Q3,18.329678
ウッドワン,2019,Q4,6.356705
ウッドワン,2020,Q1,3.5169015
ウッドワン,2020,Q2,7.753365
ウッドワン,2020,Q3,34.860264
ウッドワン,2020,Q4,8.878353
エア・ウォーター,2018,Q1,25.219202
エア・ウォーター,2018,Q2,19.86619
エア・ウォーター,2018,Q3,34.56516
エア・ウォーター,2018,Q4,27.912525
エア・ウォーター,2019,Q1,32.470955
エア・ウォーター,2019,Q2,32.839874
エア・ウォーター,2019,Q3,22.732698
エア・ウォーター,2019,Q4,16.640425
エア・ウォーター,2020,Q1,26.867249
エア・ウォーター,2020,Q2,47.67329
エア・ウォーター,2020,Q3,49.38756
エア・ウォーター,2020,Q4,49.261642
エイチワン,2018,Q1,30.802208
エイチワン,2018,Q2,26.499758
エイチワン,2018,Q3,9.965615
エイチワン,2018,Q4,21.208647
エイチワン,2019,Q1,11.813848
エイチワン,2019,Q2,71.43677
エイチワン,2019,Q3,18.556255
エイチワン,2019,Q4,5.8101377
エイチワン,2020,Q1,-19.790415
エイチワン,2020,Q2,35.351746
エイチワン,2020,Q3,59.728344
エイチワン,2020,Q4,14.200162
エイチ・ツー・オー　リテイリン,2018,Q1,28.42167
エイチ・ツー・オー　リテイリン,2018,Q2,25.835535
エイチ・ツー・オー　リテイリン,2018,Q3,25.485582
エイチ・ツー・オー　リテイリン,2018,Q4,-17.06431
エイチ・ツー・オー　リテイリン,2019,Q1,35.4319
エイチ・ツー・オー　リテイリン,2019,Q2,5.1267643
エイチ・ツー・オー　リテイリン,2019,Q3,30.744324
エイチ・ツー・オー　リテイリン,2019,Q4,-12.320283
エイチ・ツー・オー　リテイリン,2020,Q1,23.944195
エイチ・ツー・オー　リテイリン,2020,Q2,-64.28079
エイチ・ツー・オー　リテイリン,2020,Q3,-53.831207
エイチ・ツー・オー　リテイリン,2020,Q4,-79.93223
エイベックス,2018,Q1,-5.5626044
エイベックス,2018,Q2,32.088894
エイベックス,2018,Q3,31.203236
エイベックス,2018,Q4,10.965925
エイベックス,2019,Q1,41.09345
エイベックス,2019,Q2,16.671621
エイベックス,2019,Q3,34.20208
エイベックス,2019,Q4,12.408001
エイベックス,2020,Q1,51.84041
エイベックス,2020,Q2,33.824116
エイベックス,2020,Q3,14.322078
エイベックス,2020,Q4,-8.740348
エクセディ,2018,Q1,63.302334
エクセディ,2018,Q2,61.483566
エクセディ,2018,Q3,61.060444
エクセディ,2018,Q4,70.57626
エクセディ,2019,Q1,52.989956
エクセディ,2019,Q2,49.06107
エクセディ,2019,Q3,52.372997
エクセディ,2019,Q4,54.64316
エクセディ,2020,Q1,82.82716
エクセディ,2020,Q2,-16.87307
エクセディ,2020,Q3,68.9736
エクセディ,2020,Q4,63.521355
エステー,2018,Q1,3.3238115
エステー,2018,Q2,35.20155
エステー,2018,Q3,3.9949503
エステー,2018,Q4,6.5340576
エステー,2019,Q1,-2.6392655
エステー,2019,Q2,43.87295
エステー,2019,Q3,-7.8905888
エステー,2019,Q4,8.384868
エステー,2020,Q1,17.39937
エステー,2020,Q2,56.57784
エステー,2020,Q3,12.458675
エステー,2020,Q4,13.068409
エステールホールディングス,2018,Q1,-8.556939
エステールホールディングス,2018,Q2,32.920513
エステールホールディングス,2018,Q3,21.664955
エステールホールディングス,2018,Q4,20.279234
エステールホールディングス,2019,Q1,-20.62122
エステールホールディングス,2019,Q2,17.454514
エステールホールディングス,2019,Q3,37.45625
エステールホールディングス,2019,Q4,39.18506
エステールホールディングス,2020,Q1,-3.3782547
エステールホールディングス,2020,Q2,43.072643
エステールホールディングス,2020,Q3,48.333054
エステールホールディングス,2020,Q4,26.72801
エスペック,2018,Q1,27.85368
エスペック,2018,Q2,37.81561
エスペック,2018,Q3,24.206228
エスペック,2018,Q4,43.354084
エスペック,2019,Q1,6.8463783
エスペック,2019,Q2,40.828682
エスペック,2019,Q3,39.150578
エスペック,2019,Q4,70.64278
エスペック,2020,Q1,25.383759
エスペック,2020,Q2,47.38232
エスペック,2020,Q3,17.315844
エスペック,2020,Q4,37.842514
エスライン,2018,Q1,17.89818
エスライン,2018,Q2,40.412186
エスライン,2018,Q3,25.680174
エスライン,2018,Q4,27.160646
エスライン,2019,Q1,30.129309
エスライン,2019,Q2,31.450926
エスライン,2019,Q3,25.751242
エスライン,2019,Q4,20.913452
エスライン,2020,Q1,-21.23357
エスライン,2020,Q2,10.829025
エスライン,2020,Q3,-9.707732
エスライン,2020,Q4,-37.79344
エスリード,2018,Q1,16.141024
エスリード,2018,Q2,53.65317
エスリード,2018,Q3,24.14019
エスリード,2018,Q4,68.8965
エスリード,2019,Q1,43.05049
エスリード,2019,Q2,73.136086
エスリード,2019,Q3,28.859013
エスリード,2019,Q4,63.880714
エスリード,2020,Q1,33.888992
エスリード,2020,Q2,57.464577
エスリード,2020,Q3,43.091793
エスリード,2020,Q4,89.22476
エス・エム・エス,2018,Q1,31.199505
エス・エム・エス,2018,Q2,316.6869
エス・エム・エス,2018,Q3,391.23993
エス・エム・エス,2018,Q4,117.50031
エス・エム・エス,2019,Q1,50.1272
エス・エム・エス,2019,Q2,299.14294
エス・エム・エス,2019,Q3,26.747835
エス・エム・エス,2019,Q4,134.62973
エス・エム・エス,2020,Q1,227.66014
エス・エム・エス,2020,Q2,18.614124
エス・エム・エス,2020,Q3,23.429476
エス・エム・エス,2020,Q4,44.422928
エディオン,2018,Q1,25.095623
エディオン,2018,Q2,54.08728
エディオン,2018,Q3,23.123028
エディオン,2018,Q4,-46.925327
エディオン,2019,Q1,5.679022
エディオン,2019,Q2,85.1006
エディオン,2019,Q3,49.276047
エディオン,2019,Q4,7.206237
エディオン,2020,Q1,13.724835
エディオン,2020,Q2,14.58347
エディオン,2020,Q3,6.1521983
エディオン,2020,Q4,-0.360417
エヌ・ティ・ティ・データ,2018,Q1,1516.1615
エヌ・ティ・ティ・データ,2018,Q2,1369.2905
エヌ・ティ・ティ・データ,2018,Q3,1132.0334
エヌ・ティ・ティ・データ,2018,Q4,1134.1162
エヌ・ティ・ティ・データ,2019,Q1,1137.2443
エヌ・ティ・ティ・データ,2019,Q2,1001.6864
エヌ・ティ・ティ・データ,2019,Q3,905.51196
エヌ・ティ・ティ・データ,2019,Q4,969.2616
エヌ・ティ・ティ・データ,2020,Q1,623.3756
エヌ・ティ・ティ・データ,2020,Q2,645.0451
エヌ・ティ・ティ・データ,2020,Q3,562.1963
エヌ・ティ・ティ・データ,2020,Q4,420.77344
エノモト,2018,Q1,19.57114
エノモト,2018,Q2,12.37396
エノモト,2018,Q3,39.013504
エノモト,2018,Q4,58.228283
エノモト,2019,Q1,10.035878
エノモト,2019,Q2,26.36226
エノモト,2019,Q3,20.698483
エノモト,2019,Q4,95.66003
エノモト,2020,Q1,34.768833
エノモト,2020,Q2,29.67277
エノモト,2020,Q3,48.594402
エノモト,2020,Q4,48.989185
エバラ食品工業,2018,Q1,13.355506
エバラ食品工業,2018,Q2,22.504726
エバラ食品工業,2018,Q3,62.259483
エバラ食品工業,2018,Q4,24.147484
エバラ食品工業,2019,Q1,28.729937
エバラ食品工業,2019,Q2,30.003983
エバラ食品工業,2019,Q3,2.318449
エバラ食品工業,2019,Q4,-1.6394181
エバラ食品工業,2020,Q1,6.2681246
エバラ食品工業,2020,Q2,45.55841
エバラ食品工業,2020,Q3,55.087997
エバラ食品工業,2020,Q4,5.0823584
エフテック,2018,Q1,16.06008
エフテック,2018,Q2,-2.989597
エフテック,2018,Q3,31.177994
エフテック,2018,Q4,32.49025
エフテック,2019,Q1,14.321376
エフテック,2019,Q2,-19.375824
エフテック,2019,Q3,-1.1070603
エフテック,2019,Q4,18.916195
エフテック,2020,Q1,102.39348
エフテック,2020,Q2,107.12059
エフテック,2020,Q3,33.8141
エフテック,2020,Q4,9.991166
エフピコ,2018,Q1,64.22049
エフピコ,2018,Q2,85.50297
エフピコ,2018,Q3,115.84679
エフピコ,2018,Q4,37.600655
エフピコ,2019,Q1,52.312225
エフピコ,2019,Q2,88.42522
エフピコ,2019,Q3,110.15171
エフピコ,2019,Q4,59.013
エフピコ,2020,Q1,46.58534
エフピコ,2020,Q2,75.2596
エフピコ,2020,Q3,96.93534
エフピコ,2020,Q4,43.950356
エフ・シー・シー,2018,Q1,34.79134
エフ・シー・シー,2018,Q2,48.321823
エフ・シー・シー,2018,Q3,70.70519
エフ・シー・シー,2018,Q4,44.92677
エフ・シー・シー,2019,Q1,41.633457
エフ・シー・シー,2019,Q2,49.091225
エフ・シー・シー,2019,Q3,47.25228
エフ・シー・シー,2019,Q4,36.951508
エフ・シー・シー,2020,Q1,10.996385
エフ・シー・シー,2020,Q2,21.959566
エフ・シー・シー,2020,Q3,61.65564
エフ・シー・シー,2020,Q4,31.467985
エフ・ジェー・ネクスト,2018,Q1,40.45407
エフ・ジェー・ネクスト,2018,Q2,24.234858
エフ・ジェー・ネクスト,2018,Q3,31.180998
エフ・ジェー・ネクスト,2018,Q4,63.688858
エフ・ジェー・ネクスト,2019,Q1,42.423386
エフ・ジェー・ネクスト,2019,Q2,40.229515
エフ・ジェー・ネクスト,2019,Q3,17.217875
エフ・ジェー・ネクスト,2019,Q4,69.82746
エフ・ジェー・ネクスト,2020,Q1,48.395527
エフ・ジェー・ネクスト,2020,Q2,44.57327
エフ・ジェー・ネクスト,2020,Q3,48.357162
エフ・ジェー・ネクスト,2020,Q4,25.515867
エムスリー,2018,Q1,794.29755
エムスリー,2018,Q2,797.8092
エムスリー,2018,Q3,787.54156
エムスリー,2018,Q4,731.27045
エムスリー,2019,Q1,484.65155
エムスリー,2019,Q2,583.497
エムスリー,2019,Q3,464.27084
エムスリー,2019,Q4,225.74617
エムスリー,2020,Q1,250.46541
エムスリー,2020,Q2,420.36816
エムスリー,2020,Q3,264.64233
エムスリー,2020,Q4,307.45715
エレコム,2018,Q1,41.987774
エレコム,2018,Q2,47.03407
エレコム,2018,Q3,50.33334
エレコム,2018,Q4,46.55062
エレコム,2019,Q1,42.29921
エレコム,2019,Q2,48.105812
エレコム,2019,Q3,75.9633
エレコム,2019,Q4,37.26611
エレコム,2020,Q1,47.20162
エレコム,2020,Q2,66.65544
エレコム,2020,Q3,52.287964
エレコム,2020,Q4,52.94611
エレマテック,2018,Q1,45.004036
エレマテック,2018,Q2,37.670044
エレマテック,2018,Q3,42.814392
エレマテック,2018,Q4,46.504948
エレマテック,2019,Q1,29.515825
エレマテック,2019,Q2,-5.431616
エレマテック,2019,Q3,11.8893175
エレマテック,2019,Q4,39.378777
エレマテック,2020,Q1,41.448418
エレマテック,2020,Q2,-4.216955
エレマテック,2020,Q3,43.12571
エレマテック,2020,Q4,12.395601
エンシュウ,2018,Q1,5.9714456
エンシュウ,2018,Q2,6.7295294
エンシュウ,2018,Q3,1.0143204
エンシュウ,2018,Q4,-5.1993937
エンシュウ,2019,Q1,25.0258
エンシュウ,2019,Q2,54.002483
エンシュウ,2019,Q3,2.498819
エンシュウ,2019,Q4,12.211554
エンシュウ,2020,Q1,13.933974
エンシュウ,2020,Q2,19.778528
エンシュウ,2020,Q3,-11.27616
エンシュウ,2020,Q4,6.9489923
エンプラス,2018,Q1,103.50339
エンプラス,2018,Q2,103.8627
エンプラス,2018,Q3,94.54026
エンプラス,2018,Q4,30.14766
エンプラス,2019,Q1,36.36049
エンプラス,2019,Q2,70.168724
エンプラス,2019,Q3,64.927444
エンプラス,2019,Q4,84.338524
エンプラス,2020,Q1,48.45987
エンプラス,2020,Q2,112.95713
エンプラス,2020,Q3,60.97635
エンプラス,2020,Q4,1.2518599
エーアンドエーマテリアル,2018,Q1,22.277964
エーアンドエーマテリアル,2018,Q2,28.341839
エーアンドエーマテリアル,2018,Q3,33.931847
エーアンドエーマテリアル,2018,Q4,34.633343
エーアンドエーマテリアル,2019,Q1,35.480404
エーアンドエーマテリアル,2019,Q2,37.287956
エーアンドエーマテリアル,2019,Q3,80.232956
エーアンドエーマテリアル,2019,Q4,55.55947
エーアンドエーマテリアル,2020,Q1,75.950356
エーアンドエーマテリアル,2020,Q2,70.545685
エーアンドエーマテリアル,2020,Q3,10.809538
エーアンドエーマテリアル,2020,Q4,3.486358
エーザイ,2018,Q1,46.096222
エーザイ,2018,Q2,48.95891
エーザイ,2018,Q3,-5.615626
エーザイ,2018,Q4,53.402412
エーザイ,2019,Q1,11.061917
エーザイ,2019,Q2,56.663784
エーザイ,2019,Q3,40.917015
エーザイ,2019,Q4,41.101234
エーザイ,2020,Q1,43.94919
エーザイ,2020,Q2,103.274765
エーザイ,2020,Q3,60.540203
エーザイ,2020,Q4,53.074116
エー・アンド・デイ,2018,Q1,-8.417257
エー・アンド・デイ,2018,Q2,16.130753
エー・アンド・デイ,2018,Q3,4.198474
エー・アンド・デイ,2018,Q4,67.65511
エー・アンド・デイ,2019,Q1,-9.372651
エー・アンド・デイ,2019,Q2,30.256
エー・アンド・デイ,2019,Q3,6.7490807
エー・アンド・デイ,2019,Q4,64.70215
エー・アンド・デイ,2020,Q1,-9.806473
エー・アンド・デイ,2020,Q2,27.948872
エー・アンド・デイ,2020,Q3,14.483037
エー・アンド・デイ,2020,Q4,49.19886
オイレス工業,2018,Q1,28.351797
オイレス工業,2018,Q2,23.620691
オイレス工業,2018,Q3,45.877754
オイレス工業,2018,Q4,48.741234
オイレス工業,2019,Q1,27.948124
オイレス工業,2019,Q2,46.838337
オイレス工業,2019,Q3,44.984333
オイレス工業,2019,Q4,48.963806
オイレス工業,2020,Q1,48.535366
オイレス工業,2020,Q2,17.87595
オイレス工業,2020,Q3,30.04734
オイレス工業,2020,Q4,2.6046152
オカダアイヨン,2018,Q1,22.522573
オカダアイヨン,2018,Q2,12.701378
オカダアイヨン,2018,Q3,28.555107
オカダアイヨン,2018,Q4,15.016825
オカダアイヨン,2019,Q1,24.22499
オカダアイヨン,2019,Q2,30.16186
オカダアイヨン,2019,Q3,13.832536
オカダアイヨン,2019,Q4,26.027191
オカダアイヨン,2020,Q1,26.906855
オカダアイヨン,2020,Q2,29.880419
オカダアイヨン,2020,Q3,25.56383
オカダアイヨン,2020,Q4,28.409899
オカムラ,2018,Q1,17.172268
オカムラ,2018,Q2,16.934528
オカムラ,2018,Q3,9.563819
オカムラ,2018,Q4,45.886112
オカムラ,2019,Q1,16.604687
オカムラ,2019,Q2,16.567131
オカムラ,2019,Q3,9.871147
オカムラ,2019,Q4,32.987354
オカムラ,2020,Q1,18.078777
オカムラ,2020,Q2,12.846442
オカムラ,2020,Q3,28.730883
オカムラ,2020,Q4,18.933784
オカモト,2018,Q1,13.592622
オカモト,2018,Q2,18.283428
オカモト,2018,Q3,36.36823
オカモト,2018,Q4,-1.0765617
オカモト,2019,Q1,36.521286
オカモト,2019,Q2,7.1769123
オカモト,2019,Q3,68.82212
オカモト,2019,Q4,39.450096
オカモト,2020,Q1,10.415802
オカモト,2020,Q2,21.668346
オカモト,2020,Q3,30.135475
オカモト,2020,Q4,3.6030269
オリエンタルランド,2018,Q1,99.588715
オリエンタルランド,2018,Q2,92.81756
オリエンタルランド,2018,Q3,146.51204
オリエンタルランド,2018,Q4,76.912674
オリエンタルランド,2019,Q1,95.13847
オリエンタルランド,2019,Q2,109.91735
オリエンタルランド,2019,Q3,116.56614
オリエンタルランド,2019,Q4,97.41859
オリエンタルランド,2020,Q1,110.886024
オリエンタルランド,2020,Q2,77.01578
オリエンタルランド,2020,Q3,129.27843
オリエンタルランド,2020,Q4,14.557429
オリジン,2018,Q1,28.663284
オリジン,2018,Q2,3.2148328
オリジン,2018,Q3,95.002686
オリジン,2018,Q4,16.865082
オリジン,2019,Q1,109.224
オリジン,2019,Q2,15.178213
オリジン,2019,Q3,14.766722
オリジン,2019,Q4,10.691518
オリジン,2020,Q1,-7.2463875
オリジン,2020,Q2,-0.43469566
オリジン,2020,Q3,9.927822
オリジン,2020,Q4,6.144166
オリンパス,2018,Q1,-28.017443
オリンパス,2018,Q2,-24.509531
オリンパス,2018,Q3,37.85636
オリンパス,2018,Q4,26.277552
オリンパス,2019,Q1,38.066696
オリンパス,2019,Q2,-34.04013
オリンパス,2019,Q3,8.851899
オリンパス,2019,Q4,-20.19297
オリンパス,2020,Q1,8.421126
オリンパス,2020,Q2,4.918519
オリンパス,2020,Q3,-1.6640286
オリンパス,2020,Q4,3.11851
オルガノ,2018,Q1,-0.8027884
オルガノ,2018,Q2,13.694097
オルガノ,2018,Q3,35.80132
オルガノ,2018,Q4,27.382229
オルガノ,2019,Q1,-2.2227545
オルガノ,2019,Q2,0.3595759
オルガノ,2019,Q3,133.67183
オルガノ,2019,Q4,161.40259
オルガノ,2020,Q1,88.28751
オルガノ,2020,Q2,83.316414
オルガノ,2020,Q3,44.674103
オルガノ,2020,Q4,5.4929996
オーイズミ,2018,Q1,1.446453
オーイズミ,2018,Q2,1.6083175
オーイズミ,2018,Q3,2.142008
オーイズミ,2018,Q4,4.746734
オーイズミ,2019,Q1,11.733046
オーイズミ,2019,Q2,4.5324507
オーイズミ,2019,Q3,6.460149
オーイズミ,2019,Q4,11.184447
オーイズミ,2020,Q1,10.918052
オーイズミ,2020,Q2,28.881212
オーイズミ,2020,Q3,31.979778
オーイズミ,2020,Q4,-26.166414
オークマ,2018,Q1,36.437866
オークマ,2018,Q2,6.101602
オークマ,2018,Q3,38.076553
オークマ,2018,Q4,38.747982
オークマ,2019,Q1,27.825138
オークマ,2019,Q2,45.357174
オークマ,2019,Q3,29.378832
オークマ,2019,Q4,39.56819
オークマ,2020,Q1,42.626984
オークマ,2020,Q2,47.585163
オークマ,2020,Q3,10.589704
オークマ,2020,Q4,21.89472
オートバックスセブン,2018,Q1,21.978317
オートバックスセブン,2018,Q2,14.257569
オートバックスセブン,2018,Q3,80.06312
オートバックスセブン,2018,Q4,-1.695122
オートバックスセブン,2019,Q1,21.936596
オートバックスセブン,2019,Q2,16.667227
オートバックスセブン,2019,Q3,94.55187
オートバックスセブン,2019,Q4,33.183636
オートバックスセブン,2020,Q1,2.2578683
オートバックスセブン,2020,Q2,6.9822164
オートバックスセブン,2020,Q3,49.65192
オートバックスセブン,2020,Q4,-5.9958396
オーハシテクニカ,2018,Q1,46.838135
オーハシテクニカ,2018,Q2,52.11848
オーハシテクニカ,2018,Q3,54.469128
オーハシテクニカ,2018,Q4,51.567905
オーハシテクニカ,2019,Q1,44.329865
オーハシテクニカ,2019,Q2,50.43036
オーハシテクニカ,2019,Q3,42.70987
オーハシテクニカ,2019,Q4,49.124897
オーハシテクニカ,2020,Q1,61.3317
オーハシテクニカ,2020,Q2,40.399323
オーハシテクニカ,2020,Q3,37.73791
オーハシテクニカ,2020,Q4,37.380013
オーバル,2018,Q1,-0.8717438
オーバル,2018,Q2,1.8865247
オーバル,2018,Q3,-1.8885286
オーバル,2018,Q4,4.403523
オーバル,2019,Q1,-0.6268974
オーバル,2019,Q2,1.2981831
オーバル,2019,Q3,2.696243
オーバル,2019,Q4,7.5234394
オーバル,2020,Q1,-0.7863972
オーバル,2020,Q2,6.4385405
オーバル,2020,Q3,4.0594354
オーバル,2020,Q4,2.9702709
オービック,2018,Q1,99.30594
オービック,2018,Q2,156.44885
オービック,2018,Q3,147.8874
オービック,2018,Q4,104.72907
オービック,2019,Q1,129.04622
オービック,2019,Q2,87.26432
オービック,2019,Q3,89.0093
オービック,2019,Q4,92.67628
オービック,2020,Q1,93.19672
オービック,2020,Q2,41.84316
オービック,2020,Q3,67.63381
オービック,2020,Q4,82.94892
オービックビジネスコンサルタン,2018,Q1,100.03473
オービックビジネスコンサルタン,2018,Q2,103.68288
オービックビジネスコンサルタン,2018,Q3,45.67197
オービックビジネスコンサルタン,2018,Q4,90.94507
オービックビジネスコンサルタン,2019,Q1,44.226547
オービックビジネスコンサルタン,2019,Q2,43.712975
オービックビジネスコンサルタン,2019,Q3,49.421852
オービックビジネスコンサルタン,2019,Q4,49.769184
オービックビジネスコンサルタン,2020,Q1,42.840267
オービックビジネスコンサルタン,2020,Q2,46.53648
オービックビジネスコンサルタン,2020,Q3,45.813717
オービックビジネスコンサルタン,2020,Q4,40.925106
カシオ計算機,2018,Q1,15.912272
カシオ計算機,2018,Q2,18.968138
カシオ計算機,2018,Q3,29.999197
カシオ計算機,2018,Q4,27.003706
カシオ計算機,2019,Q1,18.874735
カシオ計算機,2019,Q2,18.301271
カシオ計算機,2019,Q3,27.837307
カシオ計算機,2019,Q4,22.170614
カシオ計算機,2020,Q1,17.7631
カシオ計算機,2020,Q2,0.72872794
カシオ計算機,2020,Q3,6.2299604
カシオ計算機,2020,Q4,10.705392
カナデン,2018,Q1,23.269459
カナデン,2018,Q2,36.094303
カナデン,2018,Q3,21.135069
カナデン,2018,Q4,34.497524
カナデン,2019,Q1,4.170669
カナデン,2019,Q2,28.070791
カナデン,2019,Q3,4.5366354
カナデン,2019,Q4,35.39198
カナデン,2020,Q1,5.593714
カナデン,2020,Q2,37.881184
カナデン,2020,Q3,8.548066
カナデン,2020,Q4,39.043297
カネカ,2018,Q1,14.318751
カネカ,2018,Q2,19.749296
カネカ,2018,Q3,18.872997
カネカ,2018,Q4,15.751021
カネカ,2019,Q1,102.44308
カネカ,2019,Q2,13.964057
カネカ,2019,Q3,17.684105
カネカ,2019,Q4,20.817186
カネカ,2020,Q1,27.1451
カネカ,2020,Q2,24.46091
カネカ,2020,Q3,26.24995
カネカ,2020,Q4,49.785515
カプコン,2018,Q1,8.360725
カプコン,2018,Q2,-6.3672924
カプコン,2018,Q3,12.835309
カプコン,2018,Q4,2.1545053
カプコン,2019,Q1,-5.3759394
カプコン,2019,Q2,23.74387
カプコン,2019,Q3,0.20609173
カプコン,2019,Q4,35.01233
カプコン,2020,Q1,2.0784826
カプコン,2020,Q2,24.170715
カプコン,2020,Q3,19.496193
カプコン,2020,Q4,27.59568
カメイ,2018,Q1,53.792953
カメイ,2018,Q2,26.389957
カメイ,2018,Q3,29.243168
カメイ,2018,Q4,51.046368
カメイ,2019,Q1,46.512688
カメイ,2019,Q2,29.421862
カメイ,2019,Q3,42.95061
カメイ,2019,Q4,57.348278
カメイ,2020,Q1,75.167625
カメイ,2020,Q2,31.961168
カメイ,2020,Q3,45.1233
カメイ,2020,Q4,44.837193
カワタ,2018,Q1,7.973105
カワタ,2018,Q2,40.654034
カワタ,2018,Q3,0.2730556
カワタ,2018,Q4,42.648342
カワタ,2019,Q1,49.528244
カワタ,2019,Q2,29.466803
カワタ,2019,Q3,28.002283
カワタ,2019,Q4,40.327568
カワタ,2020,Q1,48.163113
カワタ,2020,Q2,33.052425
カワタ,2020,Q3,32.13046
カワタ,2020,Q4,20.372269
カワチ薬品,2018,Q1,30.328365
カワチ薬品,2018,Q2,83.223274
カワチ薬品,2018,Q3,32.9907
カワチ薬品,2018,Q4,-11.672029
カワチ薬品,2019,Q1,4.2408824
カワチ薬品,2019,Q2,-88.04449
カワチ薬品,2019,Q3,61.474056
カワチ薬品,2019,Q4,4.842826
カワチ薬品,2020,Q1,2.58354
カワチ薬品,2020,Q2,38.100697
カワチ薬品,2020,Q3,-0.8498319
