企業名,会計年度,四半期,y_hat_ul1_i_tuned_fine,best_hyparam
あらた,2018,Q1,98.31287070018368,[211.35419038]
あらた,2018,Q2,76.29388918542394,[211.35419038]
あらた,2018,Q3,99.60661627370865,[211.35419038]
あらた,2018,Q4,88.69428894329035,[211.35419038]
あらた,2019,Q1,101.6381369530005,[211.35419038]
あらた,2019,Q2,100.85123223723672,[211.35419038]
あらた,2019,Q3,110.01180488531801,[211.35419038]
あらた,2019,Q4,103.45209429084173,[211.35419038]
あらた,2020,Q1,104.34975581789624,[211.35419038]
あらた,2020,Q2,94.03377765869172,[211.35419038]
あらた,2020,Q3,132.33595000847507,[211.35419038]
あらた,2020,Q4,118.82634596987779,[211.35419038]
いすゞ自動車,2018,Q1,23.324187826106815,[94.20323713]
いすゞ自動車,2018,Q2,23.810510725561812,[94.20323713]
いすゞ自動車,2018,Q3,25.95789399144047,[94.20323713]
いすゞ自動車,2018,Q4,25.38832356383783,[94.20323713]
いすゞ自動車,2019,Q1,29.002928922141464,[94.20323713]
いすゞ自動車,2019,Q2,25.265402140534675,[94.20323713]
いすゞ自動車,2019,Q3,27.49497984871352,[94.20323713]
いすゞ自動車,2019,Q4,26.094090958585618,[94.20323713]
いすゞ自動車,2020,Q1,27.084668551623952,[94.20323713]
いすゞ自動車,2020,Q2,25.761120072775597,[94.20323713]
いすゞ自動車,2020,Q3,25.653342294997817,[94.20323713]
いすゞ自動車,2020,Q4,26.546397850553372,[94.20323713]
いなげや,2018,Q1,6.232857979589964,[51.38744795]
いなげや,2018,Q2,6.5729116777895555,[51.38744795]
いなげや,2018,Q3,7.115751934266729,[51.38744795]
いなげや,2018,Q4,4.874026282276441,[51.38744795]
いなげや,2019,Q1,2.0317747301457576,[51.38744795]
いなげや,2019,Q2,4.679389160692261,[51.38744795]
いなげや,2019,Q3,6.285033542264039,[51.38744795]
いなげや,2019,Q4,-1.238924029413952,[51.38744795]
いなげや,2020,Q1,4.012789649324894,[51.38744795]
いなげや,2020,Q2,6.317777777777777,[51.38744795]
いなげや,2020,Q3,6.699722222222222,[51.38744795]
いなげや,2020,Q4,7.260277777777777,[51.38744795]
かどや製油,2018,Q1,46.516111111111115,[710.27808734]
かどや製油,2018,Q2,48.641666666666666,[710.27808734]
かどや製油,2018,Q3,50.114999999999995,[710.27808734]
かどや製油,2018,Q4,51.032777777777774,[710.27808734]
かどや製油,2019,Q1,50.8736111111111,[710.27808734]
かどや製油,2019,Q2,52.30027777777778,[710.27808734]
かどや製油,2019,Q3,53.01722222222222,[710.27808734]
かどや製油,2019,Q4,53.31166666666667,[710.27808734]
かどや製油,2020,Q1,54.083333333333336,[710.27808734]
かどや製油,2020,Q2,54.83055555555555,[710.27808734]
かどや製油,2020,Q3,55.489999999999995,[710.27808734]
かどや製油,2020,Q4,56.2575,[710.27808734]
きんでん,2018,Q1,11.01856714178738,[0.40289032]
きんでん,2018,Q2,26.677619548496846,[0.40289032]
きんでん,2018,Q3,34.61272519043587,[0.40289032]
きんでん,2018,Q4,78.42941760551729,[0.40289032]
きんでん,2019,Q1,10.016862981196592,[0.40289032]
きんでん,2019,Q2,29.92038703640555,[0.40289032]
きんでん,2019,Q3,33.419269911787666,[0.40289032]
きんでん,2019,Q4,69.86898429579804,[0.40289032]
きんでん,2020,Q1,17.94105736764182,[0.40289032]
きんでん,2020,Q2,34.683846674770066,[0.40289032]
きんでん,2020,Q3,42.975750366076205,[0.40289032]
きんでん,2020,Q4,64.5885991251709,[0.40289032]
さくらインターネット,2018,Q1,183.3920221876257,[22026.46579481]
さくらインターネット,2018,Q2,165.40001585095368,[22026.46579481]
さくらインターネット,2018,Q3,211.16197593371228,[22026.46579481]
さくらインターネット,2018,Q4,109.18097142291612,[22026.46579481]
さくらインターネット,2019,Q1,3.8437017463766736,[22026.46579481]
さくらインターネット,2019,Q2,24.558923458140196,[22026.46579481]
さくらインターネット,2019,Q3,5.188743892458042,[22026.46579481]
さくらインターネット,2019,Q4,1.5846764707604897,[22026.46579481]
さくらインターネット,2020,Q1,23.63635548639314,[22026.46579481]
さくらインターネット,2020,Q2,3.200230428710486,[22026.46579481]
さくらインターネット,2020,Q3,6.909722222222222,[22026.46579481]
さくらインターネット,2020,Q4,6.859444444444445,[22026.46579481]
たけびし,2018,Q1,30.557365281835942,[51.38744795]
たけびし,2018,Q2,31.09180713382846,[51.38744795]
たけびし,2018,Q3,31.900290460393116,[51.38744795]
たけびし,2018,Q4,34.86137143409067,[51.38744795]
たけびし,2019,Q1,39.92492613453415,[51.38744795]
たけびし,2019,Q2,28.956403043401004,[51.38744795]
たけびし,2019,Q3,29.396803696334906,[51.38744795]
たけびし,2019,Q4,31.06977817282439,[51.38744795]
たけびし,2020,Q1,25.773114174991452,[51.38744795]
たけびし,2020,Q2,25.677552163725593,[51.38744795]
たけびし,2020,Q3,27.19279656997438,[51.38744795]
たけびし,2020,Q4,26.451376000630695,[51.38744795]
なとり,2018,Q1,23.091347340627966,[141.10368144]
なとり,2018,Q2,10.855966508045263,[141.10368144]
なとり,2018,Q3,41.47187889052088,[141.10368144]
なとり,2018,Q4,-5.578651773566236,[141.10368144]
なとり,2019,Q1,21.650488564831967,[141.10368144]
なとり,2019,Q2,19.983392448163315,[141.10368144]
なとり,2019,Q3,54.18692512193512,[141.10368144]
なとり,2019,Q4,-10.634912548481868,[141.10368144]
なとり,2020,Q1,16.118850290560694,[141.10368144]
なとり,2020,Q2,23.059292811332025,[141.10368144]
なとり,2020,Q3,50.877372521860394,[141.10368144]
なとり,2020,Q4,0.7873614666297017,[141.10368144]
はせがわ,2018,Q1,3.9412182840573013,[141.10368144]
はせがわ,2018,Q2,13.880622131159218,[141.10368144]
はせがわ,2018,Q3,6.713677605003536,[141.10368144]
はせがわ,2018,Q4,9.505936044492161,[141.10368144]
はせがわ,2019,Q1,3.9838450337227567,[141.10368144]
はせがわ,2019,Q2,12.581023923934836,[141.10368144]
はせがわ,2019,Q3,3.8051428354454027,[141.10368144]
はせがわ,2019,Q4,2.5284431839242223,[141.10368144]
はせがわ,2020,Q1,-6.26855034080312,[141.10368144]
はせがわ,2020,Q2,11.559380982146916,[141.10368144]
はせがわ,2020,Q3,-8.38797237681016,[141.10368144]
はせがわ,2020,Q4,-10.725093326389297,[141.10368144]
はるやまホールディングス,2018,Q1,9.658064737488683,[258.67063052]
はるやまホールディングス,2018,Q2,-4.4525716690272645,[258.67063052]
はるやまホールディングス,2018,Q3,31.825785507261024,[258.67063052]
はるやまホールディングス,2018,Q4,49.82556637261779,[258.67063052]
はるやまホールディングス,2019,Q1,-4.280924887905735,[258.67063052]
はるやまホールディングス,2019,Q2,-17.229332558354496,[258.67063052]
はるやまホールディングス,2019,Q3,20.091059077138343,[258.67063052]
はるやまホールディングス,2019,Q4,27.87853194486466,[258.67063052]
はるやまホールディングス,2020,Q1,2.2241522225644275,[258.67063052]
はるやまホールディングス,2020,Q2,-20.386884371565483,[258.67063052]
はるやまホールディングス,2020,Q3,27.84612025523698,[258.67063052]
はるやまホールディングス,2020,Q4,39.88464173050833,[258.67063052]
ぴあ,2018,Q1,11.464400711064954,[141.10368144]
ぴあ,2018,Q2,13.269315238905119,[141.10368144]
ぴあ,2018,Q3,11.225932255121373,[141.10368144]
ぴあ,2018,Q4,11.867407149262137,[141.10368144]
ぴあ,2019,Q1,13.31097317908735,[141.10368144]
ぴあ,2019,Q2,12.519172047528544,[141.10368144]
ぴあ,2019,Q3,12.834999999999999,[141.10368144]
ぴあ,2019,Q4,13.356666666666664,[141.10368144]
ぴあ,2020,Q1,12.421944444444442,[141.10368144]
ぴあ,2020,Q2,-60.7538326101443,[141.10368144]
ぴあ,2020,Q3,-58.73537852952796,[141.10368144]
ぴあ,2020,Q4,-27.503842238763315,[141.10368144]
やまや,2018,Q1,46.278930170930636,[1063.90030765]
やまや,2018,Q2,47.904207948708425,[1063.90030765]
やまや,2018,Q3,49.02781905981953,[1063.90030765]
やまや,2018,Q4,51.75087461537508,[1063.90030765]
やまや,2019,Q1,52.61476350426397,[1063.90030765]
やまや,2019,Q2,53.25754128204175,[1063.90030765]
やまや,2019,Q3,53.81365239315286,[1063.90030765]
やまや,2019,Q4,54.19504128204174,[1063.90030765]
やまや,2020,Q1,50.864485726486194,[1063.90030765]
やまや,2020,Q2,48.80837461537508,[1063.90030765]
やまや,2020,Q3,47.361152393152864,[1063.90030765]
やまや,2020,Q4,-56.783484447282476,[1063.90030765]
りらいあコミュニケーションズ,2018,Q1,19.275339210742114,[115.29277325]
りらいあコミュニケーションズ,2018,Q2,18.871728099631007,[115.29277325]
りらいあコミュニケーションズ,2018,Q3,18.319783655186562,[115.29277325]
りらいあコミュニケーションズ,2018,Q4,17.515894766297674,[115.29277325]
りらいあコミュニケーションズ,2019,Q1,12.504228099631005,[115.29277325]
りらいあコミュニケーションズ,2019,Q2,12.33617254407545,[115.29277325]
りらいあコミュニケーションズ,2019,Q3,12.095616988519895,[115.29277325]
りらいあコミュニケーションズ,2019,Q4,12.367283655186561,[115.29277325]
りらいあコミュニケーションズ,2020,Q1,12.664228099631005,[115.29277325]
りらいあコミュニケーションズ,2020,Q2,12.314783655186561,[115.29277325]
りらいあコミュニケーションズ,2020,Q3,12.19361111111111,[115.29277325]
りらいあコミュニケーションズ,2020,Q4,12.34222222222222,[115.29277325]
わかもと製薬,2018,Q1,0.5997222222222222,[12.49404993]
わかもと製薬,2018,Q2,0.7313888888888889,[12.49404993]
わかもと製薬,2018,Q3,0.5477777777777777,[12.49404993]
わかもと製薬,2018,Q4,0.6452777777777778,[12.49404993]
わかもと製薬,2019,Q1,0.41527777777777775,[12.49404993]
わかもと製薬,2019,Q2,0.2905555555555555,[12.49404993]
わかもと製薬,2019,Q3,-0.6316103333689342,[12.49404993]
わかもと製薬,2019,Q4,-0.49249999999999994,[12.49404993]
わかもと製薬,2020,Q1,-0.49614127769847566,[12.49404993]
わかもと製薬,2020,Q2,-0.5603774319865367,[12.49404993]
わかもと製薬,2020,Q3,-0.3129755006703663,[12.49404993]
わかもと製薬,2020,Q4,-1.4925506473434513,[12.49404993]
アイカ工業,2018,Q1,35.91772720725649,[51.38744795]
アイカ工業,2018,Q2,41.41554232391249,[51.38744795]
アイカ工業,2018,Q3,42.125309091310044,[51.38744795]
アイカ工業,2018,Q4,41.270681866394646,[51.38744795]
アイカ工業,2019,Q1,39.707329359967865,[51.38744795]
アイカ工業,2019,Q2,43.976779784164,[51.38744795]
アイカ工業,2019,Q3,45.64751425144184,[51.38744795]
アイカ工業,2019,Q4,49.07640946415204,[51.38744795]
アイカ工業,2020,Q1,41.34484072880964,[51.38744795]
アイカ工業,2020,Q2,44.67480832693737,[51.38744795]
アイカ工業,2020,Q3,41.86547308349866,[51.38744795]
アイカ工業,2020,Q4,40.38486871992118,[51.38744795]
アイコム,2018,Q1,4.9370258321173175,[18.71439342]
アイコム,2018,Q2,8.230756549232105,[18.71439342]
アイコム,2018,Q3,13.691560633046846,[18.71439342]
アイコム,2018,Q4,34.389382436308196,[18.71439342]
アイコム,2019,Q1,22.212205990801586,[18.71439342]
アイコム,2019,Q2,15.525465250764581,[18.71439342]
アイコム,2019,Q3,23.772925168287756,[18.71439342]
アイコム,2019,Q4,63.129428396819975,[18.71439342]
アイコム,2020,Q1,22.271036076960016,[18.71439342]
アイコム,2020,Q2,17.881108450584186,[18.71439342]
アイコム,2020,Q3,21.997676173460384,[18.71439342]
アイコム,2020,Q4,73.40824822401808,[18.71439342]
アイシン,2018,Q1,76.29418916743587,[1950.33723135]
アイシン,2018,Q2,81.86530027854695,[1950.33723135]
アイシン,2018,Q3,86.3797447229914,[1950.33723135]
アイシン,2018,Q4,85.84780027854697,[1950.33723135]
アイシン,2019,Q1,86.00641138965808,[1950.33723135]
アイシン,2019,Q2,85.67418916743587,[1950.33723135]
アイシン,2019,Q3,84.75224472299142,[1950.33723135]
アイシン,2019,Q4,84.45113361188032,[1950.33723135]
アイシン,2020,Q1,81.612800278547,[1950.33723135]
アイシン,2020,Q2,76.48863361188033,[1950.33723135]
アイシン,2020,Q3,78.41446694521365,[1950.33723135]
アイシン,2020,Q4,83.26391138965809,[1950.33723135]
アイダエンジニアリング,2018,Q1,15.617954068002625,[1.65706921]
アイダエンジニアリング,2018,Q2,25.827646234899827,[1.65706921]
アイダエンジニアリング,2018,Q3,16.522635339610883,[1.65706921]
アイダエンジニアリング,2018,Q4,10.72873462745883,[1.65706921]
アイダエンジニアリング,2019,Q1,18.53145256275708,[1.65706921]
アイダエンジニアリング,2019,Q2,19.13415728482199,[1.65706921]
アイダエンジニアリング,2019,Q3,20.573128616087804,[1.65706921]
アイダエンジニアリング,2019,Q4,20.825973104849545,[1.65706921]
アイダエンジニアリング,2020,Q1,17.63647531611246,[1.65706921]
アイダエンジニアリング,2020,Q2,20.690683142989116,[1.65706921]
アイダエンジニアリング,2020,Q3,15.310956178760108,[1.65706921]
アイダエンジニアリング,2020,Q4,17.41035139394279,[1.65706921]
アイチコーポレーション,2018,Q1,9.356487137586303,[34.30714136]
アイチコーポレーション,2018,Q2,14.79420336637316,[34.30714136]
アイチコーポレーション,2018,Q3,11.447196772337659,[34.30714136]
アイチコーポレーション,2018,Q4,15.924027744594685,[34.30714136]
アイチコーポレーション,2019,Q1,9.269540358120116,[34.30714136]
アイチコーポレーション,2019,Q2,13.50592532725599,[34.30714136]
アイチコーポレーション,2019,Q3,15.385120307821204,[34.30714136]
アイチコーポレーション,2019,Q4,17.40496227656855,[34.30714136]
アイチコーポレーション,2020,Q1,13.705598330312874,[34.30714136]
アイチコーポレーション,2020,Q2,13.603752364133356,[34.30714136]
アイチコーポレーション,2020,Q3,12.66244232255534,[34.30714136]
アイチコーポレーション,2020,Q4,15.286732761993703,[34.30714136]
アイティフォー,2018,Q1,3.7464088554606514,[4.55011049]
アイティフォー,2018,Q2,7.099516223696579,[4.55011049]
アイティフォー,2018,Q3,6.128549518556051,[4.55011049]
アイティフォー,2018,Q4,19.624427331359204,[4.55011049]
アイティフォー,2019,Q1,4.959393560225582,[4.55011049]
アイティフォー,2019,Q2,8.156162222976093,[4.55011049]
アイティフォー,2019,Q3,9.03457976983362,[4.55011049]
アイティフォー,2019,Q4,18.649424677079146,[4.55011049]
アイティフォー,2020,Q1,6.918432400658565,[4.55011049]
アイティフォー,2020,Q2,11.890026249625999,[4.55011049]
アイティフォー,2020,Q3,7.169370896541164,[4.55011049]
アイティフォー,2020,Q4,18.88216490562162,[4.55011049]
アイティメディア,2018,Q1,-20.796727521797077,[8021.6465871]
アイティメディア,2018,Q2,7.400465146920199,[8021.6465871]
アイティメディア,2018,Q3,8.961687389582067,[8021.6465871]
アイティメディア,2018,Q4,8.2680962720472,[8021.6465871]
アイティメディア,2019,Q1,4.446982085907305,[8021.6465871]
アイティメディア,2019,Q2,-2.4711714451818514,[8021.6465871]
アイティメディア,2019,Q3,7.226925405814054,[8021.6465871]
アイティメディア,2019,Q4,7.394147628036279,[8021.6465871]
アイティメディア,2020,Q1,7.972480961369612,[8021.6465871]
アイティメディア,2020,Q2,8.388314294702946,[8021.6465871]
アイティメディア,2020,Q3,8.831092072480724,[8021.6465871]
アイティメディア,2020,Q4,9.120536516925167,[8021.6465871]
アイネス,2018,Q1,9.582777777777778,[580.35289817]
アイネス,2018,Q2,9.5275,[580.35289817]
アイネス,2018,Q3,9.475555555555555,[580.35289817]
アイネス,2018,Q4,10.025277777777777,[580.35289817]
アイネス,2019,Q1,10.260833333333332,[580.35289817]
アイネス,2019,Q2,11.011388888888888,[580.35289817]
アイネス,2019,Q3,8.8475,[580.35289817]
アイネス,2019,Q4,13.409166666666668,[580.35289817]
アイネス,2020,Q1,11.960555555555553,[580.35289817]
アイネス,2020,Q2,12.272499999999999,[580.35289817]
アイネス,2020,Q3,11.668055555555556,[580.35289817]
アイネス,2020,Q4,12.413333333333334,[580.35289817]
アイネット,2018,Q1,14.691906408757806,[51.38744795]
アイネット,2018,Q2,18.61364133889265,[51.38744795]
アイネット,2018,Q3,17.399217918013495,[51.38744795]
アイネット,2018,Q4,19.317019060685393,[51.38744795]
アイネット,2019,Q1,16.497759691741336,[51.38744795]
アイネット,2019,Q2,18.995954906538646,[51.38744795]
アイネット,2019,Q3,19.27014972103815,[51.38744795]
アイネット,2019,Q4,18.873485707552028,[51.38744795]
アイネット,2020,Q1,19.47229660475046,[51.38744795]
アイネット,2020,Q2,19.25820792977425,[51.38744795]
アイネット,2020,Q3,19.53570792977425,[51.38744795]
アイネット,2020,Q4,19.95459681866314,[51.38744795]
アイホン,2018,Q1,8.723176951831263,[4.53999298e-05]
アイホン,2018,Q2,40.932306616118765,[4.53999298e-05]
アイホン,2018,Q3,13.378451017436738,[4.53999298e-05]
アイホン,2018,Q4,38.10609426437641,[4.53999298e-05]
アイホン,2019,Q1,13.73408745815454,[4.53999298e-05]
アイホン,2019,Q2,52.11049322588009,[4.53999298e-05]
アイホン,2019,Q3,21.08334198826622,[4.53999298e-05]
アイホン,2019,Q4,66.64481462798389,[4.53999298e-05]
アイホン,2020,Q1,17.529984606329606,[4.53999298e-05]
アイホン,2020,Q2,54.89692397931346,[4.53999298e-05]
アイホン,2020,Q3,21.491807285335707,[4.53999298e-05]
アイホン,2020,Q4,47.31134299353665,[4.53999298e-05]
アイロムグループ,2018,Q1,38.1029230896142,[22026.46579481]
アイロムグループ,2018,Q2,38.19836178242934,[22026.46579481]
アイロムグループ,2018,Q3,38.727010822765635,[22026.46579481]
アイロムグループ,2018,Q4,42.8070121602447,[22026.46579481]
アイロムグループ,2019,Q1,48.9945018850221,[22026.46579481]
アイロムグループ,2019,Q2,46.32417129515713,[22026.46579481]
アイロムグループ,2019,Q3,45.37018133252201,[22026.46579481]
アイロムグループ,2019,Q4,42.3746335874643,[22026.46579481]
アイロムグループ,2020,Q1,46.85142108650267,[22026.46579481]
アイロムグループ,2020,Q2,44.49073122171365,[22026.46579481]
アイロムグループ,2020,Q3,55.66057470550026,[22026.46579481]
アイロムグループ,2020,Q4,71.36587241926301,[22026.46579481]
アキレス,2018,Q1,7.043938824745535,[172.69294817]
アキレス,2018,Q2,7.67949438030109,[172.69294817]
アキレス,2018,Q3,8.21199438030109,[172.69294817]
アキレス,2018,Q4,7.416994380301091,[172.69294817]
アキレス,2019,Q1,7.506716602523314,[172.69294817]
アキレス,2019,Q2,8.000327713634425,[172.69294817]
アキレス,2019,Q3,8.515605491412202,[172.69294817]
アキレス,2019,Q4,9.574216602523313,[172.69294817]
アキレス,2020,Q1,10.630049935856645,[172.69294817]
アキレス,2020,Q2,32.634769099664254,[172.69294817]
アキレス,2020,Q3,16.991201708504065,[172.69294817]
アキレス,2020,Q4,18.129191617284967,[172.69294817]
アクシアル　リテイリング,2018,Q1,66.64962581295683,[4.53999298e-05]
アクシアル　リテイリング,2018,Q2,66.97051914105377,[4.53999298e-05]
アクシアル　リテイリング,2018,Q3,88.34815165582015,[4.53999298e-05]
アクシアル　リテイリング,2018,Q4,56.207942599825216,[4.53999298e-05]
アクシアル　リテイリング,2019,Q1,65.66122763902351,[4.53999298e-05]
アクシアル　リテイリング,2019,Q2,76.6121527754465,[4.53999298e-05]
アクシアル　リテイリング,2019,Q3,75.65438699949348,[4.53999298e-05]
アクシアル　リテイリング,2019,Q4,70.19238321094956,[4.53999298e-05]
アクシアル　リテイリング,2020,Q1,69.91140833216397,[4.53999298e-05]
アクシアル　リテイリング,2020,Q2,73.99242057454516,[4.53999298e-05]
アクシアル　リテイリング,2020,Q3,92.28802419644559,[4.53999298e-05]
アクシアル　リテイリング,2020,Q4,76.57529284189943,[4.53999298e-05]
アクセル,2018,Q1,45.585969722758094,[387.45354572]
アクセル,2018,Q2,12.915923829150653,[387.45354572]
アクセル,2018,Q3,11.740234758379822,[387.45354572]
アクセル,2018,Q4,6.475051031159828,[387.45354572]
アクセル,2019,Q1,-2.039196352960751,[387.45354572]
アクセル,2019,Q2,5.483073051207228,[387.45354572]
アクセル,2019,Q3,7.325393328740671,[387.45354572]
アクセル,2019,Q4,7.79051841732943,[387.45354572]
アクセル,2020,Q1,9.005170876488906,[387.45354572]
アクセル,2020,Q2,8.583995605793286,[387.45354572]
アクセル,2020,Q3,9.620251741165905,[387.45354572]
アクセル,2020,Q4,5.204984872348394,[387.45354572]
アジアパイルホールディングス,2018,Q1,9.6795499326509,[115.29277325]
アジアパイルホールディングス,2018,Q2,11.758069962272504,[115.29277325]
アジアパイルホールディングス,2018,Q3,13.966619564705315,[115.29277325]
アジアパイルホールディングス,2018,Q4,13.524459305413998,[115.29277325]
アジアパイルホールディングス,2019,Q1,12.238302796585934,[115.29277325]
アジアパイルホールディングス,2019,Q2,13.230811395712912,[115.29277325]
アジアパイルホールディングス,2019,Q3,14.927777777777777,[115.29277325]
アジアパイルホールディングス,2019,Q4,15.755277777777776,[115.29277325]
アジアパイルホールディングス,2020,Q1,16.342777777777776,[115.29277325]
アジアパイルホールディングス,2020,Q2,17.245,[115.29277325]
アジアパイルホールディングス,2020,Q3,17.589999999999996,[115.29277325]
アジアパイルホールディングス,2020,Q4,17.489444444444445,[115.29277325]
アステラス製薬,2018,Q1,25.849471729716086,[4.53999298e-05]
アステラス製薬,2018,Q2,22.652504497744726,[4.53999298e-05]
アステラス製薬,2018,Q3,31.577798947667503,[4.53999298e-05]
アステラス製薬,2018,Q4,17.78313205689512,[4.53999298e-05]
アステラス製薬,2019,Q1,32.18669845483624,[4.53999298e-05]
アステラス製薬,2019,Q2,24.84902162122719,[4.53999298e-05]
アステラス製薬,2019,Q3,39.35538092038733,[4.53999298e-05]
アステラス製薬,2019,Q4,22.011141849611846,[4.53999298e-05]
アステラス製薬,2020,Q1,30.80075250623966,[4.53999298e-05]
アステラス製薬,2020,Q2,34.5329160701758,[4.53999298e-05]
アステラス製薬,2020,Q3,32.11339324693388,[4.53999298e-05]
アステラス製薬,2020,Q4,13.081504861230542,[4.53999298e-05]
アズビル,2018,Q1,21.413415836659922,[94.20323713]
アズビル,2018,Q2,56.282066591672006,[94.20323713]
アズビル,2018,Q3,56.95849077155966,[94.20323713]
アズビル,2018,Q4,105.7968317801301,[94.20323713]
アズビル,2019,Q1,26.75872124063415,[94.20323713]
アズビル,2019,Q2,53.55396202061789,[94.20323713]
アズビル,2019,Q3,37.640606222247555,[94.20323713]
アズビル,2019,Q4,48.717963425574844,[94.20323713]
アズビル,2020,Q1,18.191956769581203,[94.20323713]
アズビル,2020,Q2,33.865521723368175,[94.20323713]
アズビル,2020,Q3,36.39488500966236,[94.20323713]
アズビル,2020,Q4,55.67464763801192,[94.20323713]
アズワン,2018,Q1,56.86700360435632,[22.90403581]
アズワン,2018,Q2,55.220228363590785,[22.90403581]
アズワン,2018,Q3,62.01306979389797,[22.90403581]
アズワン,2018,Q4,82.22177706433419,[22.90403581]
アズワン,2019,Q1,69.65183822881195,[22.90403581]
アズワン,2019,Q2,65.42307004643456,[22.90403581]
アズワン,2019,Q3,75.80517860175047,[22.90403581]
アズワン,2019,Q4,80.59675230655989,[22.90403581]
アズワン,2020,Q1,72.19428365108577,[22.90403581]
アズワン,2020,Q2,82.62617774575332,[22.90403581]
アズワン,2020,Q3,73.55932097873179,[22.90403581]
アズワン,2020,Q4,98.82185086881499,[22.90403581]
アツギ,2018,Q1,1.2128605041937404,[1950.33723135]
アツギ,2018,Q2,0.8014716153048512,[1950.33723135]
アツギ,2018,Q3,1.2220271708604067,[1950.33723135]
アツギ,2018,Q4,1.2745271708604067,[1950.33723135]
アツギ,2019,Q1,-4.191861718028482,[1950.33723135]
アツギ,2019,Q2,-4.656861718028483,[1950.33723135]
アツギ,2019,Q3,-4.6338061624729265,[1950.33723135]
アツギ,2019,Q4,-12.952695051361815,[1950.33723135]
アツギ,2020,Q1,-14.622972829139592,[1950.33723135]
アツギ,2020,Q2,-16.09575060691737,[1950.33723135]
アツギ,2020,Q3,-15.774917273584038,[1950.33723135]
アツギ,2020,Q4,-16.556861718028482,[1950.33723135]
アドウェイズ,2018,Q1,205.6628929201564,[4.53999298e-05]
アドウェイズ,2018,Q2,149.1553141144778,[4.53999298e-05]
アドウェイズ,2018,Q3,122.87182829316014,[4.53999298e-05]
アドウェイズ,2018,Q4,126.47238452656777,[4.53999298e-05]
アドウェイズ,2019,Q1,106.33484256176699,[4.53999298e-05]
アドウェイズ,2019,Q2,97.65706499170567,[4.53999298e-05]
アドウェイズ,2019,Q3,78.66502951492473,[4.53999298e-05]
アドウェイズ,2019,Q4,77.00013937899351,[4.53999298e-05]
アドウェイズ,2020,Q1,73.30402142655359,[4.53999298e-05]
アドウェイズ,2020,Q2,71.93874550079076,[4.53999298e-05]
アドウェイズ,2020,Q3,56.352621088650224,[4.53999298e-05]
アドウェイズ,2020,Q4,32.438556711245,[4.53999298e-05]
アドソル日進,2018,Q1,16.647340866483248,[76.97143226]
アドソル日進,2018,Q2,17.63166681237686,[76.97143226]
アドソル日進,2018,Q3,17.761997075681215,[76.97143226]
アドソル日進,2018,Q4,15.965233310484821,[76.97143226]
アドソル日進,2019,Q1,18.01529851416546,[76.97143226]
アドソル日進,2019,Q2,18.668439400876682,[76.97143226]
アドソル日進,2019,Q3,18.213093456312397,[76.97143226]
アドソル日進,2019,Q4,17.61014511354157,[76.97143226]
アドソル日進,2020,Q1,18.757295295396048,[76.97143226]
アドソル日進,2020,Q2,18.0913491049415,[76.97143226]
アドソル日進,2020,Q3,18.54299622348718,[76.97143226]
アドソル日進,2020,Q4,19.837165372051444,[76.97143226]
アドバネクス,2018,Q1,4.250082961049373,[258.67063052]
アドバネクス,2018,Q2,4.603138516604929,[258.67063052]
アドバネクス,2018,Q3,4.334805183271595,[258.67063052]
アドバネクス,2018,Q4,4.085638516604927,[258.67063052]
アドバネクス,2019,Q1,3.787305183271594,[258.67063052]
アドバネクス,2019,Q2,2.5598051832715942,[258.67063052]
アドバネクス,2019,Q3,2.922582961049372,[258.67063052]
アドバネクス,2019,Q4,2.514805183271594,[258.67063052]
アドバネクス,2020,Q1,-0.1304725945061836,[258.67063052]
アドバネクス,2020,Q2,-12.933321388437255,[258.67063052]
アドバネクス,2020,Q3,-3.8752107883705387,[258.67063052]
アドバネクス,2020,Q4,111.46053904207842,[258.67063052]
アドバンテスト,2018,Q1,12.590638065778156,[0.00010186]
アドバンテスト,2018,Q2,38.98080379083175,[0.00010186]
アドバンテスト,2018,Q3,59.49027670220808,[0.00010186]
アドバンテスト,2018,Q4,67.10453844318921,[0.00010186]
アドバンテスト,2019,Q1,42.32091513183641,[0.00010186]
アドバンテスト,2019,Q2,47.29235159783967,[0.00010186]
アドバンテスト,2019,Q3,63.230424587251036,[0.00010186]
アドバンテスト,2019,Q4,52.15470775944881,[0.00010186]
アドバンテスト,2020,Q1,61.201093431527475,[0.00010186]
アドバンテスト,2020,Q2,53.42680577188895,[0.00010186]
アドバンテスト,2020,Q3,58.826820891245696,[0.00010186]
アドバンテスト,2020,Q4,59.5186617522244,[0.00010186]
アドヴァングループ,2018,Q1,15.607804556738511,[4.53999298e-05]
アドヴァングループ,2018,Q2,25.744563434980485,[4.53999298e-05]
アドヴァングループ,2018,Q3,22.000577542736764,[4.53999298e-05]
アドヴァングループ,2018,Q4,21.954822564811426,[4.53999298e-05]
アドヴァングループ,2019,Q1,28.603504285027558,[4.53999298e-05]
アドヴァングループ,2019,Q2,22.791315536714485,[4.53999298e-05]
アドヴァングループ,2019,Q3,29.228338725822198,[4.53999298e-05]
アドヴァングループ,2019,Q4,28.391149350678628,[4.53999298e-05]
アドヴァングループ,2020,Q1,29.938168669363023,[4.53999298e-05]
アドヴァングループ,2020,Q2,28.052428163331562,[4.53999298e-05]
アドヴァングループ,2020,Q3,23.424570734672848,[4.53999298e-05]
