企業名,会計年度,四半期,y_hat_sarima_g
北野建設,2019,Q1,28.362515403320018
北野建設,2019,Q2,20.307297723248354
北野建設,2019,Q3,202.32347866753852
北野建設,2019,Q4,-19.69442421478945
北野建設,2020,Q1,78.5669720699357
北野建設,2020,Q2,66.09274220605144
北野建設,2020,Q3,98.98825744247667
北野建設,2020,Q4,67.19959168052048
北陸電気工事,2018,Q1,24.07307826271643
北陸電気工事,2018,Q2,33.79957467707488
北陸電気工事,2018,Q3,33.10233473885482
北陸電気工事,2018,Q4,62.42158678455927
北陸電気工事,2019,Q1,12.607094968049443
北陸電気工事,2019,Q2,24.356241166894215
北陸電気工事,2019,Q3,32.14842288471212
北陸電気工事,2019,Q4,58.21968853003228
北陸電気工事,2020,Q1,17.212674146461985
北陸電気工事,2020,Q2,25.86848508850546
北陸電気工事,2020,Q3,38.71626303554983
北陸電気工事,2020,Q4,52.06766544925108
北陸電気工業,2018,Q1,18.067225270739467
北陸電気工業,2018,Q2,12.445140717631446
北陸電気工業,2018,Q3,37.86425327978748
北陸電気工業,2018,Q4,24.83265300503767
北陸電気工業,2019,Q1,14.32933774186409
北陸電気工業,2019,Q2,31.625576029970674
北陸電気工業,2019,Q3,45.93273939463428
北陸電気工業,2019,Q4,25.320133083774834
北陸電気工業,2020,Q1,7.753970112433288
北陸電気工業,2020,Q2,-5.5420306679804785
北陸電気工業,2020,Q3,2.8389979973803188
北陸電気工業,2020,Q4,-11.286270699087398
協和エクシオ,2018,Q1,33.06829284286541
協和エクシオ,2018,Q2,34.37327545665216
協和エクシオ,2018,Q3,36.87090169654452
協和エクシオ,2018,Q4,140.48398388610212
協和エクシオ,2019,Q1,52.69808131199584
協和エクシオ,2019,Q2,47.56570473634615
協和エクシオ,2019,Q3,230.9343282245406
協和エクシオ,2019,Q4,95.01696375189903
協和エクシオ,2020,Q1,39.78981923358786
協和エクシオ,2020,Q2,47.912593436095534
協和エクシオ,2020,Q3,76.74528525853768
協和エクシオ,2020,Q4,86.56129718115429
南海電気鉄道,2018,Q1,11.577934229758513
南海電気鉄道,2018,Q2,27.404948505823086
南海電気鉄道,2018,Q3,54.17975008334559
南海電気鉄道,2018,Q4,19.561730727120505
南海電気鉄道,2019,Q1,93.28678901023092
南海電気鉄道,2019,Q2,35.38619361705192
南海電気鉄道,2019,Q3,56.767182220399086
南海電気鉄道,2019,Q4,-42.12690106964934
南海電気鉄道,2020,Q1,68.70511524612664
南海電気鉄道,2020,Q2,38.99547266402122
南海電気鉄道,2020,Q3,41.78357145391408
南海電気鉄道,2020,Q4,7.4953091107571055
南陽,2018,Q1,70.7816643590155
南陽,2018,Q2,67.95663700212351
南陽,2018,Q3,77.70513472632524
南陽,2018,Q4,75.11803065689945
南陽,2019,Q1,82.35418818532702
南陽,2019,Q2,55.826645116825894
南陽,2019,Q3,69.22940994015238
南陽,2019,Q4,28.14528030285836
南陽,2020,Q1,62.55020383885994
南陽,2020,Q2,39.82268866532122
南陽,2020,Q3,69.64767588138012
南陽,2020,Q4,38.62275948284298
博報堂ＤＹホールディングス,2018,Q1,-11.444825822615641
博報堂ＤＹホールディングス,2018,Q2,34.18974548267991
博報堂ＤＹホールディングス,2018,Q3,36.84361956228247
博報堂ＤＹホールディングス,2018,Q4,28.805102341604368
博報堂ＤＹホールディングス,2019,Q1,24.409291114800745
博報堂ＤＹホールディングス,2019,Q2,36.23173834429495
博報堂ＤＹホールディングス,2019,Q3,29.54479358822965
博報堂ＤＹホールディングス,2019,Q4,27.771239063510112
博報堂ＤＹホールディングス,2020,Q1,18.842281719120336
博報堂ＤＹホールディングス,2020,Q2,41.65582517844555
博報堂ＤＹホールディングス,2020,Q3,9.036090429607597
博報堂ＤＹホールディングス,2020,Q4,21.33915967133911
原田工業,2018,Q1,9.529916527061545
原田工業,2018,Q2,3.8479797774366933
原田工業,2018,Q3,14.861605963325397
原田工業,2018,Q4,-5.4065833050780014
原田工業,2019,Q1,11.531883387969081
原田工業,2019,Q2,6.301366143296308
原田工業,2019,Q3,11.240462674563934
原田工業,2019,Q4,-2.7349771460434473
原田工業,2020,Q1,7.651893280284858
原田工業,2020,Q2,1.577177567855074
原田工業,2020,Q3,-17.400180414871503
原田工業,2020,Q4,-15.77116406193294
参天製薬,2018,Q1,20.428107830317863
参天製薬,2018,Q2,21.884712908057665
参天製薬,2018,Q3,21.94535774881392
参天製薬,2018,Q4,7.253131289417193
参天製薬,2019,Q1,15.92741093965866
参天製薬,2019,Q2,21.16194029900199
参天製薬,2019,Q3,22.127889300980566
参天製薬,2019,Q4,8.554611484499517
参天製薬,2020,Q1,7.801670525171605
参天製薬,2020,Q2,15.556095324915226
参天製薬,2020,Q3,18.454502193140186
参天製薬,2020,Q4,4.8796712107149185
双信電機,2018,Q1,32.977884399936855
双信電機,2018,Q2,8.8796310408109
双信電機,2018,Q3,4.505461996695466
双信電機,2018,Q4,-5.889697802605411
双信電機,2019,Q1,3.126848746831979
双信電機,2019,Q2,-4.25965498447076
双信電機,2019,Q3,-8.427121111513612
双信電機,2019,Q4,-17.75383011245921
双信電機,2020,Q1,-11.733408702914858
双信電機,2020,Q2,-7.084045433157285
双信電機,2020,Q3,-5.335078224810525
双信電機,2020,Q4,-7.28935890316724
双葉電子工業,2018,Q1,12.380613982063707
双葉電子工業,2018,Q2,26.02020079826805
双葉電子工業,2018,Q3,38.9517814219969
双葉電子工業,2018,Q4,-75.42393343187231
双葉電子工業,2019,Q1,-328.6889029532263
双葉電子工業,2019,Q2,-57.6675645074709
双葉電子工業,2019,Q3,-69.97580593262687
双葉電子工業,2019,Q4,-180.1115774905328
双葉電子工業,2020,Q1,-57.81095938222717
双葉電子工業,2020,Q2,-58.14754915198722
双葉電子工業,2020,Q3,-35.81588698215805
双葉電子工業,2020,Q4,-126.89463969899758
古河機械金属,2018,Q1,5.226657624252537
古河機械金属,2018,Q2,34.33541486018052
古河機械金属,2018,Q3,66.95721650624837
古河機械金属,2018,Q4,26.345673514186057
古河機械金属,2019,Q1,26.244729306956394
古河機械金属,2019,Q2,30.10929757695263
古河機械金属,2019,Q3,38.84430776404257
古河機械金属,2019,Q4,32.5813246010848
古河機械金属,2020,Q1,37.96345688486327
古河機械金属,2020,Q2,19.90757799257399
古河機械金属,2020,Q3,41.382063846758584
古河機械金属,2020,Q4,11.754771200650538
古河電気工業,2018,Q1,95.37565452096699
古河電気工業,2018,Q2,125.46418274894955
古河電気工業,2018,Q3,113.62158703921695
古河電気工業,2018,Q4,35.409313786556346
古河電気工業,2019,Q1,104.8909568533356
古河電気工業,2019,Q2,116.24051551299371
古河電気工業,2019,Q3,108.71167505054942
古河電気工業,2019,Q4,57.25224024263296
古河電気工業,2020,Q1,82.43129020063398
古河電気工業,2020,Q2,106.04507547581032
古河電気工業,2020,Q3,91.62306104959528
古河電気工業,2020,Q4,144.4109661863044
古河電池,2018,Q1,5.978097903155227
古河電池,2018,Q2,6.791763899125342
古河電池,2018,Q3,26.27339674768879
古河電池,2018,Q4,31.42328365867878
古河電池,2019,Q1,5.14461105942583
古河電池,2019,Q2,6.650660272803064
古河電池,2019,Q3,29.95678817555094
古河電池,2019,Q4,29.553831375222657
古河電池,2020,Q1,4.315457463335221
古河電池,2020,Q2,11.357226667329687
古河電池,2020,Q3,28.901265195779033
古河電池,2020,Q4,30.14778496242076
合同製鉄,2018,Q1,104.20745823618498
合同製鉄,2018,Q2,98.53595904294272
合同製鉄,2018,Q3,80.22029569982435
合同製鉄,2018,Q4,137.50078886407732
合同製鉄,2019,Q1,78.8260555541537
合同製鉄,2019,Q2,79.73273667792125
合同製鉄,2019,Q3,80.39250354740837
合同製鉄,2019,Q4,147.66957219571015
合同製鉄,2020,Q1,127.36015124261021
合同製鉄,2020,Q2,132.61351864746626
合同製鉄,2020,Q3,142.24694901853763
合同製鉄,2020,Q4,142.73115894772718
名古屋鉄道,2018,Q1,22.964330107056863
名古屋鉄道,2018,Q2,32.62978554818115
名古屋鉄道,2018,Q3,61.83181739369396
名古屋鉄道,2018,Q4,38.845447699629894
名古屋鉄道,2019,Q1,44.3379435970024
名古屋鉄道,2019,Q2,48.12756239667616
名古屋鉄道,2019,Q3,65.8154493965536
名古屋鉄道,2019,Q4,29.01148288099651
名古屋鉄道,2020,Q1,53.07407458863904
名古屋鉄道,2020,Q2,10.241186786631097
名古屋鉄道,2020,Q3,-14.037868705234057
名古屋鉄道,2020,Q4,-3.9455750392690767
名村造船所,2018,Q1,-118.75331630625122
名村造船所,2018,Q2,-55.67817131503148
名村造船所,2018,Q3,-16.36695381327545
名村造船所,2018,Q4,-165.00206492209787
名村造船所,2019,Q1,-21.217441979139494
名村造船所,2019,Q2,-47.988513560726034
名村造船所,2019,Q3,-0.37803519117918327
名村造船所,2019,Q4,-98.66354550614692
名村造船所,2020,Q1,-59.45072214949674
名村造船所,2020,Q2,-59.2577291737548
名村造船所,2020,Q3,-11.70267519655161
名村造船所,2020,Q4,-116.33506908370683
名糖産業,2018,Q1,13.69843294716896
名糖産業,2018,Q2,8.608541163459266
名糖産業,2018,Q3,20.104063891080166
名糖産業,2018,Q4,-6.140742362267357
名糖産業,2019,Q1,14.226798642092591
名糖産業,2019,Q2,3.4350232252304416
名糖産業,2019,Q3,15.677548323778069
名糖産業,2019,Q4,-2.0467524108071267
名糖産業,2020,Q1,13.992182844746003
名糖産業,2020,Q2,6.252885775170441
名糖産業,2020,Q3,32.37022100215262
名糖産業,2020,Q4,-1.9356846216682442
味の素,2018,Q1,38.13852873534458
味の素,2018,Q2,33.901147386258785
味の素,2018,Q3,43.492451761797795
味の素,2018,Q4,-2.358231768113015
味の素,2019,Q1,28.2991002997463
味の素,2019,Q2,27.715652167740533
味の素,2019,Q3,17.650796934336455
味の素,2019,Q4,0.8300386057253704
味の素,2020,Q1,19.61276893030434
味の素,2020,Q2,14.054837369579296
味の素,2020,Q3,29.304245522745035
味の素,2020,Q4,4.540764346828318
品川リフラクトリーズ,2018,Q1,47.602593663423164
品川リフラクトリーズ,2018,Q2,122.4691869267754
品川リフラクトリーズ,2018,Q3,269.6024642447136
品川リフラクトリーズ,2018,Q4,185.52214934856792
品川リフラクトリーズ,2019,Q1,177.8543746318215
品川リフラクトリーズ,2019,Q2,115.07433257874298
品川リフラクトリーズ,2019,Q3,189.10252759021074
品川リフラクトリーズ,2019,Q4,113.46691188637627
品川リフラクトリーズ,2020,Q1,163.86172404197166
品川リフラクトリーズ,2020,Q2,163.15953615019498
品川リフラクトリーズ,2020,Q3,-136.980627611787
品川リフラクトリーズ,2020,Q4,26.62809895120185
商船三井,2018,Q1,-16.939865880859088
商船三井,2018,Q2,-14.447801507371045
商船三井,2018,Q3,54.530128684970606
商船三井,2018,Q4,-392.63828661161585
商船三井,2019,Q1,-10.43980144704392
商船三井,2019,Q2,8.70020234164167
商船三井,2019,Q3,46.8966475817646
商船三井,2019,Q4,-108.33412779411148
商船三井,2020,Q1,35.4292258477233
商船三井,2020,Q2,52.71973774273005
商船三井,2020,Q3,127.67363333277487
商船三井,2020,Q4,-63.33562966442989
四国化成工業,2018,Q1,28.085544332477728
四国化成工業,2018,Q2,26.666659133756298
四国化成工業,2018,Q3,30.7487968900218
四国化成工業,2018,Q4,34.45366179326803
四国化成工業,2019,Q1,27.018484867685512
四国化成工業,2019,Q2,26.764338384698288
四国化成工業,2019,Q3,28.503709973176868
四国化成工業,2019,Q4,24.410453912197703
四国化成工業,2020,Q1,24.927836346121637
四国化成工業,2020,Q2,22.879588034428068
四国化成工業,2020,Q3,25.811991156806123
四国化成工業,2020,Q4,26.49575915427859
四電工,2018,Q1,162.25987917327132
四電工,2018,Q2,51.22629258519311
四電工,2018,Q3,67.21892159233529
四電工,2018,Q4,161.04314096040744
四電工,2019,Q1,63.0961247479267
四電工,2019,Q2,77.00771911404976
四電工,2019,Q3,84.23140139002253
四電工,2019,Q4,83.8758174753847
四電工,2020,Q1,68.91505469232085
四電工,2020,Q2,43.82431872074559
四電工,2020,Q3,23.738855100329303
四電工,2020,Q4,244.0390763441209
因幡電機産業,2018,Q1,68.3306014026158
因幡電機産業,2018,Q2,100.26927472295746
因幡電機産業,2018,Q3,75.87298722793561
因幡電機産業,2018,Q4,98.86573841213807
因幡電機産業,2019,Q1,76.78844982119536
因幡電機産業,2019,Q2,105.56929252198358
因幡電機産業,2019,Q3,82.71861282617749
因幡電機産業,2019,Q4,97.55220872152756
因幡電機産業,2020,Q1,97.15195984950117
因幡電機産業,2020,Q2,86.58156996829472
因幡電機産業,2020,Q3,-2.394144592628834
因幡電機産業,2020,Q4,49.6297035831646
図研,2018,Q1,-2.3024512046171672
図研,2018,Q2,22.19694726130834
図研,2018,Q3,14.918546209524791
図研,2018,Q4,49.63962389437048
図研,2019,Q1,4.804759536936929
図研,2019,Q2,27.27856591669008
図研,2019,Q3,22.79196496029434
図研,2019,Q4,50.33703943363567
図研,2020,Q1,11.644894168937725
図研,2020,Q2,34.535553378204405
図研,2020,Q3,12.26919766329036
図研,2020,Q4,39.26702461123728
堺化学工業,2018,Q1,10.53739409443427
堺化学工業,2018,Q2,34.006596323061956
堺化学工業,2018,Q3,37.54455652999558
堺化学工業,2018,Q4,69.27941537312154
堺化学工業,2019,Q1,55.12029657129275
堺化学工業,2019,Q2,47.471259152802546
堺化学工業,2019,Q3,37.18100513871121
堺化学工業,2019,Q4,51.021450941706014
堺化学工業,2020,Q1,38.696053076042276
堺化学工業,2020,Q2,31.23801833309062
堺化学工業,2020,Q3,22.963664855543787
堺化学工業,2020,Q4,55.88186174254667
塩水港精糖,2018,Q1,7.518108415222957
塩水港精糖,2018,Q2,1.808647313245519
塩水港精糖,2018,Q3,6.672380371314903
塩水港精糖,2018,Q4,3.0605407355240004
塩水港精糖,2019,Q1,9.633981889763454
塩水港精糖,2019,Q2,3.8356284848091304
塩水港精糖,2019,Q3,9.834796119909267
塩水港精糖,2019,Q4,1.8534069128351174
塩水港精糖,2020,Q1,12.990784686362584
塩水港精糖,2020,Q2,2.655186100038651
塩水港精糖,2020,Q3,12.960365107672095
塩水港精糖,2020,Q4,2.590479053076292
塩野義製薬,2018,Q1,71.94959752836863
塩野義製薬,2018,Q2,86.80342883094113
塩野義製薬,2018,Q3,107.94626256503877
塩野義製薬,2018,Q4,109.79923079749763
塩野義製薬,2019,Q1,100.06118640368268
塩野義製薬,2019,Q2,98.94148156667846
塩野義製薬,2019,Q3,120.30165181110708
塩野義製薬,2019,Q4,124.38138449086108
塩野義製薬,2020,Q1,98.2045187181949
塩野義製薬,2020,Q2,93.90923915779811
塩野義製薬,2020,Q3,117.84055112084985
塩野義製薬,2020,Q4,115.64952673504732
大同メタル工業,2018,Q1,32.55663571933371
大同メタル工業,2018,Q2,23.626192917623637
大同メタル工業,2018,Q3,30.404723318882198
大同メタル工業,2018,Q4,24.013886524155648
大同メタル工業,2019,Q1,20.645872901794746
大同メタル工業,2019,Q2,20.31727576797681
大同メタル工業,2019,Q3,20.907014358137776
大同メタル工業,2019,Q4,19.69707351894763
大同メタル工業,2020,Q1,9.363645705956447
大同メタル工業,2020,Q2,9.75726132921324
大同メタル工業,2020,Q3,-12.461259244234393
大同メタル工業,2020,Q4,0.9913433590664908
大同工業,2018,Q1,14.258605703332464
大同工業,2018,Q2,17.329844193979596
大同工業,2018,Q3,96.5315357720389
大同工業,2018,Q4,9.277709585322853
大同工業,2019,Q1,17.397242574644103
大同工業,2019,Q2,16.832285607320998
大同工業,2019,Q3,19.195926468629473
大同工業,2019,Q4,16.79663603255156
大同工業,2020,Q1,-59.908128585279
大同工業,2020,Q2,-47.905468640559306
大同工業,2020,Q3,-16.73539519342617
大同工業,2020,Q4,-76.19347653946828
大同特殊鋼,2018,Q1,133.55206842401589
大同特殊鋼,2018,Q2,134.7366857455918
大同特殊鋼,2018,Q3,213.70974029847372
大同特殊鋼,2018,Q4,134.77483905568778
大同特殊鋼,2019,Q1,106.38397086969776
大同特殊鋼,2019,Q2,188.68066342023562
大同特殊鋼,2019,Q3,152.66555072887022
大同特殊鋼,2019,Q4,112.89560731747528
大同特殊鋼,2020,Q1,29.820598432463242
大同特殊鋼,2020,Q2,-129.28723569518323
大同特殊鋼,2020,Q3,7.2504111198420915
大同特殊鋼,2020,Q4,-20.845340250537248
大和ハウス工業,2018,Q1,93.31172722476911
大和ハウス工業,2018,Q2,103.98982908846466
大和ハウス工業,2018,Q3,88.3299054193664
大和ハウス工業,2018,Q4,79.26545396644299
大和ハウス工業,2019,Q1,97.67805564294949
大和ハウス工業,2019,Q2,116.12703649833244
大和ハウス工業,2019,Q3,96.13448089999947
大和ハウス工業,2019,Q4,89.53509439525261
大和ハウス工業,2020,Q1,105.06570992012122
大和ハウス工業,2020,Q2,95.22113563298234
大和ハウス工業,2020,Q3,64.2901079450978
大和ハウス工業,2020,Q4,78.05958326509054
大和工業,2018,Q1,64.74215202270273
大和工業,2018,Q2,79.79356659125769
大和工業,2018,Q3,79.1253328428586
大和工業,2018,Q4,61.98276660151093
大和工業,2019,Q1,85.83291434251703
大和工業,2019,Q2,83.94673655331127
大和工業,2019,Q3,81.98846410412297
大和工業,2019,Q4,59.68180519108252
大和工業,2020,Q1,54.41185897527542
大和工業,2020,Q2,77.77058884867569
大和工業,2020,Q3,-1.7264213197645404
大和工業,2020,Q4,16.278694576088085
大崎電気工業,2018,Q1,13.731874408989096
大崎電気工業,2018,Q2,14.592740532867523
大崎電気工業,2018,Q3,15.791733786184702
大崎電気工業,2018,Q4,21.121871202425755
大崎電気工業,2019,Q1,11.959365132653863
大崎電気工業,2019,Q2,12.17340717597748
大崎電気工業,2019,Q3,14.002443847850616
大崎電気工業,2019,Q4,20.233525386771255
大崎電気工業,2020,Q1,7.7566379883669825
大崎電気工業,2020,Q2,2.5207431478125244
大崎電気工業,2020,Q3,5.562683950270099
大崎電気工業,2020,Q4,8.084949106646866
大平洋金属,2018,Q1,14.411725988883894
大平洋金属,2018,Q2,59.84678748543381
大平洋金属,2018,Q3,77.89893150278603
大平洋金属,2018,Q4,11.147757851053711
大平洋金属,2019,Q1,55.65217048084164
大平洋金属,2019,Q2,21.199510162813894
大平洋金属,2019,Q3,23.51625305872423
大平洋金属,2019,Q4,44.82975334409264
大平洋金属,2020,Q1,17.095842890439656
大平洋金属,2020,Q2,22.8827848052196
大平洋金属,2020,Q3,27.55692428266505
大平洋金属,2020,Q4,-1.920522471806521
大建工業,2018,Q1,70.5534885471049
大建工業,2018,Q2,41.2480154557616
大建工業,2018,Q3,88.16601278733488
大建工業,2018,Q4,15.598977929141576
大建工業,2019,Q1,46.72553097381289
大建工業,2019,Q2,33.41929903057754
大建工業,2019,Q3,59.053935131440944
大建工業,2019,Q4,30.47103988368533
大建工業,2020,Q1,69.00083277441237
大建工業,2020,Q2,35.64437652717481
大建工業,2020,Q3,72.48307560970585
大建工業,2020,Q4,45.238121991667924
大成ラミック,2018,Q1,75.54121685931034
大成ラミック,2018,Q2,73.58858819141969
大成ラミック,2018,Q3,60.818813883877446
大成ラミック,2018,Q4,71.67238780185625
大成ラミック,2019,Q1,66.1274201226463
大成ラミック,2019,Q2,64.30625429566139
大成ラミック,2019,Q3,49.42887742416478
大成ラミック,2019,Q4,54.4780665492588
大成ラミック,2020,Q1,48.58709543979899
大成ラミック,2020,Q2,55.54022144443839
大成ラミック,2020,Q3,46.00575585795224
大成ラミック,2020,Q4,60.98884174088681
大成建設,2018,Q1,211.85947900255078
大成建設,2018,Q2,105.8916946168736
大成建設,2018,Q3,207.298713566585
大成建設,2018,Q4,146.93126560840622
大成建設,2019,Q1,117.02107446290714
大成建設,2019,Q2,136.66485615097218
大成建設,2019,Q3,177.58088295750593
大成建設,2019,Q4,222.18841156605032
大成建設,2020,Q1,119.85658366258845
大成建設,2020,Q2,114.17656916855685
大成建設,2020,Q3,112.57803936700222
大成建設,2020,Q4,243.30743127200844
大日本住友製薬,2018,Q1,36.33567003658319
大日本住友製薬,2018,Q2,28.67419821337728
大日本住友製薬,2018,Q3,33.49461684090829
大日本住友製薬,2018,Q4,15.576364394576352
大日本住友製薬,2019,Q1,40.346538970048556
大日本住友製薬,2019,Q2,28.96646436903834
大日本住友製薬,2019,Q3,34.995893581591645
大日本住友製薬,2019,Q4,19.821537431436376
大日本住友製薬,2020,Q1,39.26233209346529
大日本住友製薬,2020,Q2,38.55327888571652
大日本住友製薬,2020,Q3,38.2170231894435
大日本住友製薬,2020,Q4,23.234660980684453
大日本印刷,2018,Q1,16.69884224570555
大日本印刷,2018,Q2,2.1202894924019837
大日本印刷,2018,Q3,46.31439170822591
大日本印刷,2018,Q4,41.928312269572224
大日本印刷,2019,Q1,-343.5383043423352
大日本印刷,2019,Q2,7.888052147330619
大日本印刷,2019,Q3,32.069151464072064
大日本印刷,2019,Q4,5.438475364774092
大日本印刷,2020,Q1,33.31001611604569
大日本印刷,2020,Q2,55.12463716653423
大日本印刷,2020,Q3,33.43897657117407
大日本印刷,2020,Q4,-4.64451568272986
大日本塗料,2018,Q1,29.893800037524294
大日本塗料,2018,Q2,24.88661359797665
大日本塗料,2018,Q3,53.004046189026724
大日本塗料,2018,Q4,42.287635408450186
大日本塗料,2019,Q1,26.82294390523682
大日本塗料,2019,Q2,32.54769721756429
大日本塗料,2019,Q3,40.1348666531544
大日本塗料,2019,Q4,33.896836280541294
大日本塗料,2020,Q1,29.67828150418527
大日本塗料,2020,Q2,23.377654894653674
大日本塗料,2020,Q3,14.125371389874076
大日本塗料,2020,Q4,17.618904013224988
大日精化工業,2018,Q1,75.28173174858196
大日精化工業,2018,Q2,89.52022934923626
大日精化工業,2018,Q3,124.62252028688117
大日精化工業,2018,Q4,104.5398751401859
大日精化工業,2019,Q1,78.53789589661051
大日精化工業,2019,Q2,18.324540027630587
大日精化工業,2019,Q3,61.05496376354421
大日精化工業,2019,Q4,-296.2432639964182
大日精化工業,2020,Q1,79.96796702516647
大日精化工業,2020,Q2,60.91366375539515
大日精化工業,2020,Q3,92.29454425067506
大日精化工業,2020,Q4,3.655895928140822
大末建設,2018,Q1,51.656211593886326
大末建設,2018,Q2,62.78485480023803
大末建設,2018,Q3,68.78115374348081
大末建設,2018,Q4,101.92638510679772
大末建設,2019,Q1,66.14321522222382
大末建設,2019,Q2,73.96330067466161
大末建設,2019,Q3,77.64624981528458
大末建設,2019,Q4,70.3173793056979
大末建設,2020,Q1,46.32830176708005
大末建設,2020,Q2,55.19948071642641
大末建設,2020,Q3,56.558869122475
大末建設,2020,Q4,56.298166621725215
大東建託,2018,Q1,380.60101225756046
大東建託,2018,Q2,412.2924736124769
大東建託,2018,Q3,314.33844357160166
大東建託,2018,Q4,143.84856224753148
大東建託,2019,Q1,365.63733222761067
大東建託,2019,Q2,400.6225541905213
大東建託,2019,Q3,282.25088904049903
大東建託,2019,Q4,246.9472646490106
大東建託,2020,Q1,280.18946344974256
大東建託,2020,Q2,301.65832684753667
大東建託,2020,Q3,322.7610330318666
大東建託,2020,Q4,501.98175106784805
大林組,2018,Q1,36.44732892970177
大林組,2018,Q2,43.787773814814045
大林組,2018,Q3,44.2947193665556
大林組,2018,Q4,28.348600400430747
大林組,2019,Q1,35.76295823161633
大林組,2019,Q2,51.11322698837155
大林組,2019,Q3,49.060810491577286
大林組,2019,Q4,45.504153765175445
大林組,2020,Q1,32.239271217715945
大林組,2020,Q2,46.100525389827446
大林組,2020,Q3,39.79880183638897
大林組,2020,Q4,25.269503543421443
大気社,2018,Q1,27.580339205912782
大気社,2018,Q2,60.015408453500434
大気社,2018,Q3,49.34547958213567
大気社,2018,Q4,79.62769211108696
大気社,2019,Q1,40.66068493547017
大気社,2019,Q2,17.47052148628716
大気社,2019,Q3,73.83951937778676
大気社,2019,Q4,96.95171548979367
大気社,2020,Q1,48.37469626010022
大気社,2020,Q2,64.42065157837399
大気社,2020,Q3,69.74765874429693
大気社,2020,Q4,82.62372057378052
大王製紙,2018,Q1,24.026632413586405
大王製紙,2018,Q2,38.38665828484357
大王製紙,2018,Q3,18.595031937585002
大王製紙,2018,Q4,14.877874335314814
大王製紙,2019,Q1,15.654243668312478
大王製紙,2019,Q2,29.388599859153608
大王製紙,2019,Q3,14.946885343645233
大王製紙,2019,Q4,23.889435927698706
大王製紙,2020,Q1,24.339406484024064
大王製紙,2020,Q2,51.18258319392723
大王製紙,2020,Q3,21.19809856706494
大王製紙,2020,Q4,28.018960871192554
大真空,2018,Q1,6.602833075407304
大真空,2018,Q2,8.757108920890733
大真空,2018,Q3,19.92319236395084
大真空,2018,Q4,-28.51105762376004
大真空,2019,Q1,-0.42289688019980076
大真空,2019,Q2,-9.481378013197443
大真空,2019,Q3,-10.27147769160829
大真空,2019,Q4,-40.661424175432266
大真空,2020,Q1,-1.4509646012885895
大真空,2020,Q2,-2.0516947142169677
大真空,2020,Q3,10.902165479743772
大真空,2020,Q4,-8.830109208228862
大紀アルミニウム工業所,2018,Q1,28.209708000667497
大紀アルミニウム工業所,2018,Q2,30.050319316737784
大紀アルミニウム工業所,2018,Q3,28.430169334000098
大紀アルミニウム工業所,2018,Q4,33.55093074575605
大紀アルミニウム工業所,2019,Q1,33.322836780062616
大紀アルミニウム工業所,2019,Q2,34.48425010936551
大紀アルミニウム工業所,2019,Q3,32.49077998328581
大紀アルミニウム工業所,2019,Q4,41.403027417844534
大紀アルミニウム工業所,2020,Q1,37.98316817303647
大紀アルミニウム工業所,2020,Q2,27.60184351117414
大紀アルミニウム工業所,2020,Q3,27.44522436188533
大紀アルミニウム工業所,2020,Q4,38.52979609449946
大豊工業,2018,Q1,1.2211812024678395
大豊工業,2018,Q2,18.496737312204008
大豊工業,2018,Q3,16.511880468235677
大豊工業,2018,Q4,-15.44984860958973
大豊工業,2019,Q1,27.53497334800951
大豊工業,2019,Q2,23.135575868730896
大豊工業,2019,Q3,23.28890226709288
大豊工業,2019,Q4,6.252110470296799
大豊工業,2020,Q1,12.993196150238903
大豊工業,2020,Q2,-22.492791862132428
大豊工業,2020,Q3,-21.69906267334317
大豊工業,2020,Q4,-19.249040542822204
大阪ガス,2018,Q1,15.518721327111654
大阪ガス,2018,Q2,15.477809546796927
大阪ガス,2018,Q3,7.785382510822071
大阪ガス,2018,Q4,11.914386435698752
大阪ガス,2019,Q1,25.17569135814209
大阪ガス,2019,Q2,-1.0949691042380216
大阪ガス,2019,Q3,0.1840488136542655
大阪ガス,2019,Q4,58.31556228523786
大阪ガス,2020,Q1,40.95197786779317
大阪ガス,2020,Q2,10.843904808539747
大阪ガス,2020,Q3,11.926927722984509
大阪ガス,2020,Q4,43.052293042709636
大阪ソーダ,2018,Q1,38.567869628019025
大阪ソーダ,2018,Q2,65.11661399310904
大阪ソーダ,2018,Q3,155.20916402415637
大阪ソーダ,2018,Q4,75.39633645081241
大阪ソーダ,2019,Q1,101.30522967337983
大阪ソーダ,2019,Q2,63.71349106835858
大阪ソーダ,2019,Q3,99.62648534935555
大阪ソーダ,2019,Q4,54.682105038824936
大阪ソーダ,2020,Q1,82.7580289205022
大阪ソーダ,2020,Q2,61.19718867796759
大阪ソーダ,2020,Q3,72.1446764119074
大阪ソーダ,2020,Q4,57.34687377120616
大阪製鉄,2018,Q1,14.848792870540205
大阪製鉄,2018,Q2,20.025083197097565
大阪製鉄,2018,Q3,33.16596811503149
大阪製鉄,2018,Q4,47.17836491869182
大阪製鉄,2019,Q1,35.13824180197024
大阪製鉄,2019,Q2,20.449422663557524
大阪製鉄,2019,Q3,33.412866486543294
大阪製鉄,2019,Q4,45.46436961395903
大阪製鉄,2020,Q1,31.299299941978134
大阪製鉄,2020,Q2,14.742624438497199
大阪製鉄,2020,Q3,25.865467587438438
大阪製鉄,2020,Q4,27.3257006219983
天馬,2018,Q1,39.265972256017676
天馬,2018,Q2,6.964984437454142
天馬,2018,Q3,15.895763847368176
