企業名,会計年度,四半期,y_hat_comb_mols
アマノ,2020,Q4,-0.7709782149143317
アミューズ,2018,Q1,121.90477745071924
アミューズ,2018,Q2,101.37598718793042
アミューズ,2018,Q3,216.51209815093316
アミューズ,2018,Q4,81.12651114626745
アミューズ,2019,Q1,28.931677650744025
アミューズ,2019,Q2,160.54934603900722
アミューズ,2019,Q3,103.72688422741219
アミューズ,2019,Q4,41.0890202155521
アミューズ,2020,Q1,24.255873437638837
アミューズ,2020,Q2,76.25132086894946
アミューズ,2020,Q3,34.850525253974034
アミューズ,2020,Q4,41.13797341057758
アリアケジャパン,2018,Q1,61.073907711393986
アリアケジャパン,2018,Q2,66.91612295805992
アリアケジャパン,2018,Q3,78.25511773095529
アリアケジャパン,2018,Q4,54.74565023956918
アリアケジャパン,2019,Q1,141.07612758176575
アリアケジャパン,2019,Q2,-821.1293993630261
アリアケジャパン,2019,Q3,302.1171888700633
アリアケジャパン,2019,Q4,391.54113192350366
アリアケジャパン,2020,Q1,74.82386874877135
アリアケジャパン,2020,Q2,-63.258955255321474
アリアケジャパン,2020,Q3,79.47104411518656
アリアケジャパン,2020,Q4,205.15893257810225
アルインコ,2018,Q1,6.408468846610333
アルインコ,2018,Q2,15.376093430125678
アルインコ,2018,Q3,22.628211244561953
アルインコ,2018,Q4,-3.6236273169302975
アルインコ,2019,Q1,24.787095875959125
アルインコ,2019,Q2,26.126348497659535
アルインコ,2019,Q3,40.266104580739984
アルインコ,2019,Q4,23.197459358524327
アルインコ,2020,Q1,42.03871546908875
アルインコ,2020,Q2,44.13366204117255
アルインコ,2020,Q3,56.109503199811456
アルインコ,2020,Q4,-9.516167691713747
アルコニックス,2018,Q1,115.32770956262961
アルコニックス,2018,Q2,94.90167755833045
アルコニックス,2018,Q3,30.879022492486495
アルコニックス,2018,Q4,61.70838413276514
アルコニックス,2019,Q1,34.119343630145636
アルコニックス,2019,Q2,3.372570696856902
アルコニックス,2019,Q3,-0.5534182021685675
アルコニックス,2019,Q4,-26.743311567797107
アルコニックス,2020,Q1,61.60211417187654
アルコニックス,2020,Q2,59.38576513572292
アルコニックス,2020,Q3,7.434374376097064
アルコニックス,2020,Q4,12.24460801589077
アルゴグラフィックス,2018,Q1,74.45957556120906
アルゴグラフィックス,2018,Q2,78.96968235236078
アルゴグラフィックス,2018,Q3,81.55791471090477
アルゴグラフィックス,2018,Q4,103.72495475421995
アルゴグラフィックス,2019,Q1,77.9081059395974
アルゴグラフィックス,2019,Q2,21.56526233134078
アルゴグラフィックス,2019,Q3,33.23640280208409
アルゴグラフィックス,2019,Q4,61.36810952297594
アルゴグラフィックス,2020,Q1,45.72044657957478
アルゴグラフィックス,2020,Q2,46.05410067835826
アルゴグラフィックス,2020,Q3,50.21747892758189
アルゴグラフィックス,2020,Q4,30.483813887045056
アルファ,2018,Q1,49.5122480996716
アルファ,2018,Q2,-32.035322400298355
アルファ,2018,Q3,28.54637371170399
アルファ,2018,Q4,-11.362601041299222
アルファ,2019,Q1,6.447720349152064
アルファ,2019,Q2,0.7500249711995366
アルファ,2019,Q3,46.32240389686685
アルファ,2019,Q4,80.89499692703926
アルファ,2020,Q1,-74.58278824891737
アルファ,2020,Q2,285.9656335609232
アルファ,2020,Q3,-43.63010446135834
アルファ,2020,Q4,3.953219108078334
アルファシステムズ,2018,Q1,40.65001209027116
アルファシステムズ,2018,Q2,43.07906190836578
アルファシステムズ,2018,Q3,31.702994232172955
アルファシステムズ,2018,Q4,48.293078176316875
アルファシステムズ,2019,Q1,27.558363984786183
アルファシステムズ,2019,Q2,9.599107904010252
アルファシステムズ,2019,Q3,20.723024708627765
アルファシステムズ,2019,Q4,56.946567443332604
アルファシステムズ,2020,Q1,11.720214571855214
アルファシステムズ,2020,Q2,48.31440568962811
アルファシステムズ,2020,Q3,33.28083109461037
アルファシステムズ,2020,Q4,45.11443574007808
アルフレッサ　ホールディングス,2018,Q1,53.40487652222813
アルフレッサ　ホールディングス,2018,Q2,32.98791748332618
アルフレッサ　ホールディングス,2018,Q3,32.07838220593612
アルフレッサ　ホールディングス,2018,Q4,12.357434262302982
アルフレッサ　ホールディングス,2019,Q1,47.1828964669794
アルフレッサ　ホールディングス,2019,Q2,45.34468299619084
アルフレッサ　ホールディングス,2019,Q3,68.13508772229754
アルフレッサ　ホールディングス,2019,Q4,41.623575206871315
アルフレッサ　ホールディングス,2020,Q1,65.1135983790398
アルフレッサ　ホールディングス,2020,Q2,26.951349833583624
アルフレッサ　ホールディングス,2020,Q3,49.587129262611676
アルフレッサ　ホールディングス,2020,Q4,42.596288462739416
アルプスアルパイン,2018,Q1,66.33031683515112
アルプスアルパイン,2018,Q2,106.30178017974181
アルプスアルパイン,2018,Q3,153.20995455746936
アルプスアルパイン,2018,Q4,147.49721836490812
アルプスアルパイン,2019,Q1,-135.3633100973244
アルプスアルパイン,2019,Q2,-29.76738540973334
アルプスアルパイン,2019,Q3,31.653915670782833
アルプスアルパイン,2019,Q4,106.68616202766334
アルプスアルパイン,2020,Q1,30.91824700178495
アルプスアルパイン,2020,Q2,-38.219726797144254
アルプスアルパイン,2020,Q3,8.380648766008184
アルプスアルパイン,2020,Q4,42.66776169871389
アルプス物流,2018,Q1,-3.2770912420638374
アルプス物流,2018,Q2,-14.750190021772573
アルプス物流,2018,Q3,-14.33135731846535
アルプス物流,2018,Q4,37.70249031999212
アルプス物流,2019,Q1,7.908420221416485
アルプス物流,2019,Q2,12.231434733251191
アルプス物流,2019,Q3,32.792802624483826
アルプス物流,2019,Q4,13.627201150007343
アルプス物流,2020,Q1,24.841273294416567
アルプス物流,2020,Q2,9.532799352044227
アルプス物流,2020,Q3,23.943507027876876
アルプス物流,2020,Q4,24.338866087022904
アンリツ,2018,Q1,8.648784801476529
アンリツ,2018,Q2,7.960774839803776
アンリツ,2018,Q3,17.391426681054288
アンリツ,2018,Q4,15.073605167765626
アンリツ,2019,Q1,12.838487827050036
アンリツ,2019,Q2,16.246475225629336
アンリツ,2019,Q3,19.410364871499457
アンリツ,2019,Q4,24.088558011617042
アンリツ,2020,Q1,22.72280429544931
アンリツ,2020,Q2,36.29453630265508
アンリツ,2020,Q3,21.694077330899727
アンリツ,2020,Q4,28.65710555648256
アートネイチャー,2018,Q1,-42.098856034857306
アートネイチャー,2018,Q2,36.93459784745952
アートネイチャー,2018,Q3,23.906496173050744
アートネイチャー,2018,Q4,26.477056922557153
アートネイチャー,2019,Q1,6.272747198592545
アートネイチャー,2019,Q2,34.6500128854936
アートネイチャー,2019,Q3,6.08250797917762
アートネイチャー,2019,Q4,54.750297667616316
アートネイチャー,2020,Q1,9.974188978094537
アートネイチャー,2020,Q2,79.54733446636408
アートネイチャー,2020,Q3,12.502730871297073
アートネイチャー,2020,Q4,-54.692468226807826
イエローハット,2018,Q1,-12.608583766046138
イエローハット,2018,Q2,53.18920319383596
イエローハット,2018,Q3,83.75781030675718
イエローハット,2018,Q4,57.30105563473319
イエローハット,2019,Q1,85.59748062644815
イエローハット,2019,Q2,-38.069099802807976
イエローハット,2019,Q3,62.68882064516117
イエローハット,2019,Q4,-95.60247483948217
イエローハット,2020,Q1,677.7128546831426
イエローハット,2020,Q2,-1176.2464290843866
イエローハット,2020,Q3,959.4041551893857
イエローハット,2020,Q4,-1429.1459838316205
イソライト工業,2018,Q1,18.69152126095661
イソライト工業,2018,Q2,20.26323276115848
イソライト工業,2018,Q3,26.056414309745133
イソライト工業,2018,Q4,14.059146714365673
イソライト工業,2019,Q1,7.912904791085751
イソライト工業,2019,Q2,11.633929506793342
