,,y_test,y_hat_rw,y_hat_sarima_br,y_hat_sarima_f,y_hat_sarima_g,y_hat_srw,y_hat_uen_i_tuned_simple,y_hat_ul1_i_tuned_fine,y_hat_ul1_i_tuned_simple,y_hat_ul2_i_tuned_simple,y_hat_umlp,y_hat_umlp_sklearn_default,y_hat_men_i_tuned,y_hat_men_i_tuned_simple,y_hat_ml1_i_tuned,y_hat_ml1_i_tuned_fine,y_hat_ml1_i_tuned_simple,y_hat_ml2_i_tuned,y_hat_ml2_i_tuned_simple,y_hat_mlm1,y_hat_mlm2,y_hat_mlm3,y_hat_mlm4,y_hat_mmlp,y_hat_mraf_i_tuned_simple
いすゞ自動車,MAPE,0.0,1.033565326063538,0.674521617605161,0.596405565647522,0.769031053821554,0.5359333525125634,0.6369268981072174,0.6333406103399076,0.6369268981072174,0.6304728009758874,0.6274324458392785,0.663027792284476,0.386257350845834,0.386257350845834,0.3672383569568682,0.36690582772764735,0.38933105064608947,0.5469497818659609,0.41343467874402134,1.4069492012203775,0.5094529773271675,0.5292815197290649,3.667137216137172,0.838838409745307,0.627047180338959
いすゞ自動車,MSPE,0.0,1.474316336786357,1.6226141441465067,1.3356335240539288,1.5590133331960374,1.2876161296182589,1.0249804727909917,1.0392787108115782,1.0249804727909917,1.2478220055297387,1.1032899831360403,0.5954548531245433,0.31662785641685415,0.31662785641685415,0.2915071265444887,0.29105443255510566,0.3184985254223287,0.7339744243540437,0.43639356884291414,8.717807529640845,0.8330570286621533,1.0250204256958708,40.12836864709781,1.8022764164741993,1.249108070157765
いすゞ自動車,MAPE-UB,0.0,0.7867554218078548,0.3405848740877595,0.3263812918457266,0.4584862434090889,0.3020583210184843,0.43836512013930445,0.4319119173859279,0.43836512013930445,0.4103303664148242,0.4120549696455573,0.5971379206794122,0.33842488718912644,0.33842488718912644,0.3267143515108248,0.3262045823650376,0.341425950695527,0.3966257306512049,0.34094317818464076,0.4716364999143745,0.34811002465337154,0.3094489886370373,0.7956224406100358,0.5057482705783568,0.40713328423417905
いすゞ自動車,MSPE-UB,0.0,0.6852582468384966,0.20860593455056234,0.20185048600592248,0.2865978565770727,0.16349570235382285,0.27883496442192096,0.275759614050831,0.27883496442192096,0.22598483847394787,0.2614708361269819,0.41157740775283425,0.19350759414979612,0.19350759414979612,0.1907527754437105,0.18977284534107766,0.19514954230592318,0.28939451068515254,0.2283503558839448,0.3148832925987199,0.19799254278457637,0.2128684971843889,0.7126958151124173,0.3478463615312492,0.2827119040929424
いすゞ自動車,Large_error_rate,0.0,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.5833333333333334,0.25,0.16666666666666666
いなげや,Max_error,0.0,46.9,48.336967295411775,46.3580494581274,53.92985613052913,53.74,41.61671020769687,41.737210350675106,40.852777777777774,45.25286397389198,58.346479,43.737936472909766,43.37316142539306,46.398516175026494,44.1585578250548,40.852777777777774,40.852777777777774,49.72526546207101,43.0115528502192,55.51333485809107,46.74114203843056,48.686173717462125,75.40812906576252,65.767566,39.1039
いなげや,Max_percentage_error,0.0,5.101604278074865,3.197073542688673,4.165143706929685,3.336398406316865,4.109613656783468,2.495414111476538,2.514926030903506,2.424985145573381,3.8541634003392553,3.7228545454545454,1.4339131272974373,1.7896745647625316,1.8183760064414034,2.24967303598391,2.424985145573381,2.424985145573381,10.09929283802961,6.831664685659425,12.733172847516906,4.199563525465459,4.374319291775572,6.899712256884554,8.171081339712918,2.9441711229946512
いなげや,MAE,0.0,18.3725,13.778783109886497,16.39616918332923,16.651364505119865,18.044166666666666,15.764656174988898,15.759090542652503,15.749930555555558,16.683280703213956,22.563215483333334,16.661054556402572,15.677750918122287,14.973646692899656,15.965249725226755,15.724102019419988,15.749930555555558,17.991881759458053,14.600152789840303,21.860784908238788,17.376977321223787,18.668712413918886,24.555664888033547,21.167434394166666,11.442766666666666
いなげや,MAPE,0.0,1.923584443122323,0.9335793093385115,1.2393368918433283,1.253766167648563,1.3285601573752814,1.1765185555700586,1.1694361565553206,1.1964055825577449,1.3549787345589033,1.5450338705035935,1.008993998722903,1.0089714458396308,1.0457928427001855,1.1616959053215623,1.1656997470114974,1.1964055825577449,2.5381123059820325,1.4480947664453054,2.690945054524805,1.5322009751949863,1.5948087960753128,2.3582272511035716,2.173016086553582,0.8197346044904315
いなげや,MSPE,0.0,6.97610770123958,1.5784789977504399,3.0953534592905005,2.6259573832460634,3.4415603890156237,1.73949631258428,1.7253917704355903,1.8146579058354642,3.0194254743107813,3.1888312701183867,1.0733678527847716,1.2710332901082741,1.2925724788009367,1.6370179809926608,1.7263777072547442,1.8146579058354642,14.755870737888998,5.529950818969067,18.38533640029731,3.986890809156422,4.260336649966141,9.690904344540298,10.417181031367132,1.2000726007184188
いなげや,MAPE-UB,0.0,0.7623878262155673,0.6471442415470662,0.670107048623901,0.7297057048925489,0.6829238559715879,0.849055882397248,0.847523951615811,0.8237838248272698,0.7502215704668546,0.8980238406730398,0.9231454315169939,0.7956123916643115,0.8347090456409596,0.8709385675091014,0.8267188370035453,0.8237838248272698,0.7397375115506822,0.6676412282442251,0.9032299991797818,0.7858035882275177,0.7987446832802014,0.8964722107129006,0.8319492301916286,0.6329524806210004
いなげや,MSPE-UB,0.0,0.676728873668276,0.5403812366376598,0.5723137272970201,0.6477346409513212,0.6016149485315367,0.7692374589526666,0.7704443893633418,0.7223925643124134,0.6739164636719094,0.8786970146110233,0.8735988594907896,0.7095538849661959,0.7468139557019745,0.7952336068047585,0.7252778472095841,0.7223925643124134,0.6783750766623875,0.5654896526606646,0.8400130569564257,0.7046274036540042,0.7242746080723578,0.8495226619871765,0.7523607876404131,0.5041635418695195
いなげや,Large_error_rate,0.0,0.5,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.5,0.5833333333333334,0.5,0.5,0.8333333333333334,0.5,0.4166666666666667,0.5833333333333334,0.5,0.5,0.5,0.5833333333333334,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.75,0.4166666666666667,0.16666666666666666
かどや製油,Max_error,0.0,87.22999999999999,62.28476289220481,55.68695503493474,58.9876618853152,42.82,80.55388888888888,80.55388888888888,80.55388888888888,76.4899899365343,69.711597,115.98677924851538,95.93819913377436,95.93819913377436,95.93819913377436,92.6342249085126,95.93819913377436,106.49300586294413,55.323173016961846,98.54996236010112,66.48711728103484,81.46090576406999,175.24681821519718,77.597138,77.36337999999975
かどや製油,Max_percentage_error,0.0,6.07417102966841,3.6246353015074995,2.7092881419076975,5.147265435018777,3.7364746945898775,3.4531219701376763,3.4531219701376763,3.4531219701376763,6.674519191669659,3.3326119877049183,0.9127786200402564,1.9958398035012501,1.9958398035012501,1.9958398035012501,2.2963216544599154,1.9958398035012501,2.24290239812435,3.246260475376749,6.776298677120204,0.9267336036628886,1.3923109447932593,10.610379668366319,4.419680191972076,6.750731239092473
かどや製油,MAE,0.0,34.87666666666667,25.439808600079274,23.23376647435188,23.776624210056312,22.664166666666663,30.36201388888888,30.36201388888888,30.36201388888888,24.483754415795918,34.81545350000001,57.653152769111536,40.00867977662981,40.00867977662981,40.00867977662981,41.21006067216329,40.00867977662981,36.64492779858916,27.525915831650824,34.40945231719886,23.30205889743905,20.808796994477163,84.59657779186422,31.41555066666666,22.029121666666587
かどや製油,MAPE,0.0,0.9739426705398855,0.6129280671262735,0.5852151509929945,0.717559601807896,0.6583424482842897,0.7060444651955052,0.7060444651955052,0.7060444651955052,0.8897521061755226,0.7565907826731775,0.7445206149660456,0.7260097474920966,0.7260097474920966,0.7260097474920966,0.7846200948900154,0.7260097474920966,0.5892918888098824,0.6320171666464024,0.9645277816269306,0.37277946999134226,0.3485355990069587,1.9998522158350382,0.8338859466104299,0.8728233562717143
かどや製油,MSPE,0.0,3.5952910759930776,1.2478357052744893,0.9172534360120269,2.3488064183088353,1.4325590184181205,1.397073933569293,1.397073933569293,1.397073933569293,4.087638366662844,1.3392830602609367,0.6150440017399147,0.8987127791269174,0.8987127791269174,0.8987127791269174,1.0531119695309004,0.8987127791269174,0.6664547314034936,1.0735789094329318,4.098593078271232,0.19423312467291357,0.2643420823815605,11.525533935482514,2.0917077442093643,4.158150889870802
かどや製油,MAPE-UB,0.0,0.45674740713855627,0.3942084586673152,0.40611102283181816,0.37195414888966455,0.39427146963677256,0.42811396290261156,0.42811396290261156,0.42811396290261156,0.3356043184212898,0.5043145073743237,0.7445206149660456,0.5504961212958697,0.5504961212958697,0.5504961212958697,0.5817378437408774,0.5504961212958697,0.4842087015373909,0.44482879369834,0.4831695585335803,0.37277946999134226,0.31584302027418704,0.7261479727973398,0.47431430066057123,0.31280946544570315
かどや製油,MSPE-UB,0.0,0.3084817681176417,0.23633728286329247,0.2994425145180251,0.22427796343058234,0.26481342222403176,0.27489550235631194,0.27489550235631194,0.27489550235631194,0.21673538024026776,0.3410895611397961,0.6150440017399147,0.40741970614407363,0.40741970614407363,0.40741970614407363,0.44252004457513977,0.40741970614407363,0.3275272042735478,0.27872831993349206,0.35540776480947933,0.19423312467291357,0.18613126846563566,0.6413970064790914,0.3312678640612542,0.2038968684204486
かどや製油,Large_error_rate,0.0,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.25,0.25,0.25,0.25,0.25,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.5833333333333334,0.16666666666666666,0.16666666666666666
きんでん,Max_error,0.0,63.23,8.25450502557883,8.372719406343158,8.028278116306538,8.93,12.405616520148527,12.649417605517286,12.34383650843671,12.855531864733578,15.732746000000002,55.024526972517464,5.062961665929507,5.062961665929507,2.778419681188275,2.8217330380974914,5.455107348245441,6.581356599404934,6.581356599404934,15.065787612939715,19.029231179639112,18.810733754487416,29.14445177454472,21.72006368242812,12.502384999999915
きんでん,Max_percentage_error,0.0,7.893882646691635,0.5280813784993241,0.5028629129259389,0.682787429880894,0.47198417930125247,0.37809264174703333,0.3756013909846916,0.3807178328264615,0.38326574432990657,0.7802601373283395,0.8364932650124273,0.11200969726873325,0.11200969726873325,0.17078127446058014,0.16908992907483147,0.11584428431185902,0.31534617884307703,0.31534617884307703,0.8426599749544416,0.7756415731573129,0.7457136354345199,0.9800806091978291,0.8037812121212122,0.9471503787878724
きんでん,MAE,0.0,26.58911480686901,3.8513291431782055,3.697476541409978,4.047180563429927,3.6491148068690094,4.333540309037333,4.378660822894198,4.316683674825002,4.427100297464508,7.775672365202344,26.200922905655137,2.3370041659080276,2.3370041659080276,1.6788485223322962,1.6807597032939512,2.330246136289824,2.9982467299538142,2.9982467299538142,5.368222205153245,7.576675501201834,6.681102766001968,15.129127904413636,7.302861640202344,4.954195640202215
きんでん,MAPE,0.0,1.5488294662453301,0.1519856744350128,0.13203904486036724,0.16948141198354014,0.1287671819738691,0.15760588234018233,0.1585336349068228,0.15703162317987332,0.1605973816864083,0.30876638572981974,0.6115281186921638,0.06347350523630678,0.06347350523630678,0.05789791092764471,0.058160315555565605,0.062212470953568126,0.08985361628481621,0.08985361628481621,0.18425843234184505,0.28341135525996625,0.24818788337943434,0.43808859715586085,0.2329253360421478,0.20770882895067766
きんでん,MSPE,0.0,7.445106213919744,0.04661833287278402,0.03342287628527179,0.0622910303713354,0.030941800070703893,0.040615709000330395,0.04084029642218015,0.04042567813061461,0.04198827839034885,0.15343035159912222,0.42316326016870826,0.005142809114495608,0.005142809114495608,0.005144136941040993,0.005162148452872033,0.004952407832851819,0.013512457845396925,0.013512457845396925,0.07660914359532735,0.142996601833685,0.11253035594588383,0.26527866802323086,0.0934307161131287,0.11758459521058114
きんでん,MAPE-UB,0.0,0.5496062532717747,0.1519856744350128,0.13203904486036724,0.16948141198354014,0.1287671819738691,0.15760588234018233,0.1585336349068228,0.15703162317987332,0.1605973816864083,0.30876638572981974,0.6115281186921638,0.06347350523630678,0.06347350523630678,0.05789791092764471,0.058160315555565605,0.062212470953568126,0.08985361628481621,0.08985361628481621,0.18425843234184505,0.28341135525996625,0.24818788337943434,0.43808859715586085,0.2329253360421478,0.20770882895067766
きんでん,MSPE-UB,0.0,0.3962975566469685,0.04661833287278402,0.03342287628527179,0.0622910303713354,0.030941800070703893,0.040615709000330395,0.04084029642218015,0.04042567813061461,0.04198827839034885,0.15343035159912222,0.42316326016870826,0.005142809114495608,0.005142809114495608,0.005144136941040993,0.005162148452872033,0.004952407832851819,0.013512457845396925,0.013512457845396925,0.07660914359532735,0.142996601833685,0.11253035594588383,0.26527866802323086,0.0934307161131287,0.11758459521058114
きんでん,Large_error_rate,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
さくらインターネット,Max_error,0.0,5.82,326.9074322229468,4.5493768753997,423.7887784499981,6.619999999999999,212.49333814120524,210.1819759337123,212.49333814120524,212.60263055107424,438.38581999999997,4.921036406276464,20.188222402432142,20.188222402432142,20.188222402432142,12.694546909777948,20.188222402432142,7.707877608410043,7.707877608410043,567.3120532752289,434.8253983675148,395.3367247070992,1614.3315786523247,2627.4826000000003,92.35944999999977
さくらインターネット,Max_percentage_error,0.0,7.918367346938775,314.33406944514115,4.1790044052076984,407.4892100480751,3.393103448275862,216.82993687878087,214.47140401399213,216.82993687878087,216.94145974599414,894.6649387755101,5.105784984605351,13.92291200167734,13.92291200167734,13.92291200167734,11.460538081336118,13.92291200167734,8.758951827738684,8.758951827738684,391.249691913951,494.11977087217593,380.13146606451846,355.5796428749614,593.111196388262,63.696172413792944
さくらインターネット,MAE,0.0,2.1633333333333336,57.02403490428012,2.391398571467041,67.85523854296831,2.7616666666666667,62.44665680793482,60.0882432662116,62.44665680793482,62.640329751212825,122.25687754166667,2.798029155761957,5.781980867840865,5.781980867840865,5.781980867840865,4.834837730862783,5.781980867840865,3.1354314191931087,3.1354314191931087,144.97883588139413,65.94372224773353,74.91135898295471,264.0608053543791,414.96556745000004,12.255891666666663
さくらインターネット,MAPE,0.0,1.6359572005869552,48.57367935608806,1.456956880823486,53.480421655438526,1.3914914608278883,52.459106170109955,51.23936671571956,52.459106170109955,52.529061346147095,120.35943530547878,1.9266356172444,4.343771830136796,4.343771830136796,4.343771830136796,3.708778141974701,4.343771830136796,2.4067859546143793,2.4067859546143793,93.84324586896298,60.27517334501919,59.32168193902904,60.71110782205397,119.23342752897845,9.583135804203028
さくらインターネット,MSPE,0.0,6.8900606797407775,10406.98109439386,3.8925076875726514,16124.59436517999,3.050328226410009,7928.259369108738,7743.366304236343,7928.259369108738,7937.083165459325,74314.05097835658,6.052365359044061,41.1034619379984,41.1034619379984,41.1034619379984,26.080216645040622,41.1034619379984,11.725735277244453,11.725735277244453,26918.746229137218,21452.742757138294,13924.223897949034,14221.220494313427,52519.40733036593,387.7812328656083
さくらインターネット,MAPE-UB,0.0,0.7059880731022057,0.7892464588198949,0.7076207843262502,0.7535485960751683,0.7501253760273584,0.8095732096862459,0.7145577244041834,0.8095732096862459,0.8204191806487233,1.0,0.7687147559631092,0.7660964076438249,0.7660964076438249,0.7660964076438249,0.7667974078725263,0.7660964076438249,0.677384355359639,0.677384355359639,0.8271227285132708,0.9608040621193977,0.9494480383469188,0.9618325327503499,0.9126279355290504,0.7747393496065232
さくらインターネット,MSPE-UB,0.0,0.6382720268091134,0.7342396434833737,0.6261647004802399,0.6962235118376344,0.687735972633035,0.7727315435610498,0.6534885630487549,0.7727315435610498,0.775230419488344,1.0,0.6500027255640909,0.716013472610309,0.716013472610309,0.716013472610309,0.698530646695668,0.716013472610309,0.6168804810054808,0.6168804810054808,0.8008272776769932,0.9400439827948759,0.9295620866175328,0.9411461321757372,0.8946267582716106,0.6920351439480709
さくらインターネット,Large_error_rate,0.0,0.5,0.5833333333333334,0.5,0.5833333333333334,0.5,0.75,0.5833333333333334,0.75,0.75,1.0,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.75,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8333333333333334,0.5833333333333334
たけびし,Max_error,0.0,22.490000000000002,30.957820378866106,30.09755107174517,25.533780938670898,32.64,26.457564391266313,23.549709539606884,31.08583333333334,20.63056053698948,20.785987,44.16141088266975,13.598207417808801,13.508234856157522,14.470137615845736,14.024808459160838,13.527625762773212,20.420981094141055,20.420981094141055,25.02779812789587,23.08250484549802,23.703885144369853,56.64841478633585,33.82936,16.93700575904264
たけびし,Max_percentage_error,0.0,0.6823422330097088,1.3572038745666861,1.3194893060826467,1.119411702703678,1.4309513371328366,0.47714273023023107,0.4350936800380781,0.5606101593026752,0.7868712837053146,0.7816080173780433,0.796418591211357,0.4038210111382502,0.40698380501015047,0.771461126563339,0.4245358893455997,0.454469465361036,0.5025246118630021,0.5025246118630021,0.8767219126771757,1.021069477948625,1.0391883009368634,2.480228318140799,0.610087646528404,0.902979770501451
たけびし,MAE,0.0,6.751100479920216,8.341357063023471,8.987229614278538,9.108618431160943,10.287767146586887,8.508365773146641,8.479069153058951,10.00707270214244,7.726048382316662,7.208501396586883,20.57362045458488,4.291133271219035,3.897145745022778,4.242613144537866,3.5956494047960104,3.831109026405411,5.998255664641246,5.998255664641246,10.752156447904374,10.231449826836622,11.293481496181249,19.975501778545876,11.774287603413116,7.524717146586876
たけびし,MAPE,0.0,0.2240076723848566,0.3109085301702262,0.3414472465336324,0.34241344398731677,0.37076644761616806,0.2511754729981173,0.2625450604014133,0.2828929060990171,0.28330743822564225,0.24960851978822177,0.6217392190286043,0.14393234244705175,0.1319013471396653,0.16697756985367126,0.11976830776396037,0.13121285090936444,0.19638595847771922,0.19638595847771922,0.4109138112253819,0.3932063404838974,0.42146068956052063,0.7979092547509244,0.32965418274118796,0.28677490911756714
たけびし,MSPE,0.0,0.09661323188021569,0.2298615430088288,0.2377019885814401,0.23066124291269163,0.2754887079327678,0.08449362121485098,0.08744767224509187,0.10749907053434536,0.15301179405603302,0.12132151512034116,0.39675199200063754,0.033821991080430776,0.029320029271738143,0.07768015052748418,0.02885754494331705,0.03336474787630491,0.05964200760462213,0.05964200760462213,0.26350383320471954,0.2685901921840433,0.2921347043134454,1.1299252864067693,0.14156665589511588,0.15169496274259564
たけびし,MAPE-UB,0.0,0.2240076723848566,0.2811415406230024,0.3148231376934118,0.3324624687620103,0.3348538361884317,0.2511754729981173,0.2625450604014133,0.2828929060990171,0.28330743822564225,0.24960851978822177,0.6217392190286043,0.14393234244705175,0.1319013471396653,0.16697756985367126,0.11976830776396037,0.13121285090936444,0.19638595847771922,0.19638595847771922,0.4109138112253819,0.3904549900619108,0.41819499781578195,0.5988332500600521,0.32965418274118796,0.28677490911756714
たけびし,MSPE-UB,0.0,0.09661323188021569,0.15969467991392666,0.17594765284256808,0.20957102956686266,0.18818689716258005,0.08449362121485098,0.08744767224509187,0.10749907053434536,0.15301179405603302,0.12132151512034116,0.39675199200063754,0.033821991080430776,0.029320029271738143,0.07768015052748418,0.02885754494331705,0.03336474787630491,0.05964200760462213,0.05964200760462213,0.26350383320471954,0.26303860407425417,0.2854753439131083,0.5230654236481358,0.14156665589511588,0.15169496274259564
たけびし,Large_error_rate,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.4166666666666667,0.0,0.0
なとり,Max_error,0.0,114.33064383996684,36.48291543873742,37.20800723115237,33.713869363374755,37.0,44.952362075003116,46.922627478139596,44.952362075003116,46.993843130450635,36.778065,83.85654469260041,13.794322491487137,13.794322491487137,12.739435917837582,12.689101208502876,13.794322491487137,13.472950539540378,13.479879395223321,36.113438988107575,48.49530648707223,47.476429194070796,96.21932308817372,33.54348,36.61437999999936
なとり,Max_percentage_error,0.0,7.901248581157775,1.4605797350425695,1.486680312554853,1.4761034150185397,1.5119182746878546,0.9628870850429752,1.0476304174387971,0.9628870850429752,1.0858256338618888,2.861419750283768,1.1277949817632946,0.6844985401517107,0.6844985401517107,0.6035277626101382,0.5968695308524937,0.6844985401517107,0.921608101113237,0.9207359070416518,1.2940237109266142,2.02155368986484,2.2238124541024935,10.921603074707573,2.319047548291233,1.521687854710556
なとり,MAE,0.0,45.44505365333057,9.090330079231135,11.37650368815149,9.961420003849552,11.09255365333057,12.333295792191736,12.692701949546203,12.333295792191736,11.489342928176798,9.235885430002764,25.18093345560356,3.9993618782159124,3.9993618782159124,4.044964366738389,4.027728157019469,3.9993618782159124,5.652855673353216,5.629126170070669,12.010778337597941,13.773934080068889,14.500877911793,40.832735614329344,12.819234131663903,10.11541634666927
なとり,MAPE,0.0,2.2708149149103263,0.37408376951526495,0.4457479108995986,0.4396496842995996,0.43564666790925693,0.41393053506317684,0.40285626238292843,0.41393053506317684,0.39692651354005726,0.44890290698770974,0.695754011214718,0.17782634652338158,0.17782634652338158,0.17329259694922997,0.17189835818243113,0.17782634652338158,0.24389346259061262,0.2432435784286314,0.4913789539416907,0.5738068751737372,0.590134279652781,2.1868673666148464,0.5514108337949152,0.4346478353514534
なとり,MSPE,0.0,11.614252437310244,0.30493460597676514,0.3392336884355225,0.39776667362568424,0.3246843829860248,0.23301955403532612,0.23863474276609017,0.23301955403532612,0.23806371841068208,0.7824218413297198,0.5703270714370006,0.060277749138855974,0.060277749138855974,0.05294165582848157,0.052156722845189664,0.060277749138855974,0.11016038108314335,0.10980413457183606,0.39074546010622985,0.7158079182576523,0.6925492859556824,13.544335588316612,0.662330567897343,0.36001516259368344
なとり,MAPE-UB,0.0,0.7287992147727639,0.3357021249283841,0.4051912181866942,0.39441021725654984,0.3929868116852691,0.41393053506317684,0.39888706092969534,0.41393053506317684,0.38977437738489984,0.2937845944640624,0.6844652445813318,0.17782634652338158,0.17782634652338158,0.17329259694922997,0.17189835818243113,0.17782634652338158,0.24389346259061262,0.2432435784286314,0.4619272899630593,0.42326999310112207,0.46155330491591956,0.7030588878407674,0.43914360438127714,0.39117384745890704
