企業名,会計年度,四半期,|(y_test - y_test) / y_test|,|(y_test - y_hat_rw) / y_test|,|(y_test - y_hat_sarima_br) / y_test|,|(y_test - y_hat_sarima_f) / y_test|,|(y_test - y_hat_sarima_g) / y_test|,|(y_test - y_hat_umlp) / y_test|,|(y_test - y_hat_mlm1) / y_test|,|(y_test - y_hat_mlm2) / y_test|,|(y_test - y_hat_mlm3) / y_test|,|(y_test - y_hat_mlm4) / y_test|
かどや製油,2018,Q2,0.0,0.06643260059318346,0.03843309499058932,0.05771020189124878,0.019234034947590843,0.4761122524791057,0.010517284467554889,0.06500656872955576,0.07569866485578022,0.294403783069802
かどや製油,2018,Q3,0.0,0.0606178777988356,0.03243343590160175,0.06662461870830107,0.1320693180986348,0.3060907285542388,0.48951916594101097,0.05555457614002878,0.00012210285587284492,0.14934235138952068
かどや製油,2018,Q4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8588351721580039,1.0,1.0
かどや製油,2019,Q1,0.0,0.7812417550856537,0.35041054674018635,0.004261904463449887,0.24805236191346014,0.20123060538460913,0.07894477409083915,0.4538671064901042,0.6813216216746494,0.008660378677351201
かどや製油,2019,Q2,0.0,0.16036348135385414,0.08995140988296327,0.04967600420288626,0.03426837843536524,0.19435515982661208,0.02222159282967472,0.021169436872411462,0.010481025379425213,1.0
かどや製油,2019,Q3,0.0,0.025174554572113803,0.025616064494447886,0.003700206099583572,0.07624950665885323,0.0017246936481697353,0.055840329241184906,0.10362260807778045,0.043144649190755446,1.0
かどや製油,2019,Q4,0.0,0.07893874882981816,0.4591719515052313,0.982890323840681,0.1757321696115958,0.42533728540834154,0.5732490401369236,0.3724167376267231,0.16565959563484328,1.0
かどや製油,2020,Q1,0.0,0.16125275773683437,0.0879070076503686,0.225830061655289,0.0025221321484969485,0.3041652625919121,0.44221332075218645,0.14232306418454022,0.12898053051026978,1.0
かどや製油,2020,Q2,0.0,0.025364890636138934,0.001998788795061674,0.010148149505154865,0.010315224073420774,0.04897387107556194,0.0015302683002628142,0.007913099545296764,0.01690799910684236,1.0
かどや製油,2020,Q3,0.0,0.014255906931960818,0.007126110468287593,0.0004157979450250566,0.024222374539501487,0.009688963335066018,0.01069124089707239,0.03403466830003327,0.030255343568189617,1.0
かどや製油,2020,Q4,0.0,1.0,0.5027411423502995,1.0,0.8397580477307132,1.0,0.9786783019367191,0.08603769222476693,0.00019689985914109103,0.08708159346371057
きんでん,2018,Q1,0.0,1.0,0.17056342846946135,0.03083397276251749,0.46619867440335677,0.6088058819036393,0.02350848892747179,0.52737938240546,0.20758493783876947,0.007874257477865628
きんでん,2018,Q2,0.0,0.5057246028983049,0.013589003382328785,0.013578230650639907,0.0009425320971357022,0.02187801564442373,0.014914634512709862,0.006358591988683999,0.006090091142161929,0.10580254902763286
きんでん,2018,Q3,0.0,0.013858450855999757,2.526559808942096e-05,5.347605749922207e-06,0.011143575813045838,0.00016398338484107942,0.003152082986962255,0.008926762404643282,0.06071122308802146,0.15059090579065013
きんでん,2018,Q4,0.0,0.27268782283852283,0.00629495122270079,0.006978778375621705,0.010647376305372632,5.8539480556591234e-05,0.05245609331338662,0.08368637308126078,0.08177559913731904,0.10996245862431801
きんでん,2019,Q1,0.0,1.0,0.2788699423177463,0.2528711091963605,0.12463295996112003,0.2301859007828048,0.021812123382987495,0.35893857800347523,0.36552041187019174,0.9605580005255883
きんでん,2019,Q2,0.0,0.27614252453010324,0.009597232741355943,0.013169273147931539,0.0022780259922113564,0.11437589716549436,0.023721213696582862,0.008517088306225632,0.0013297320014460006,0.10537345470363994
きんでん,2019,Q3,0.0,0.04321371531341809,0.04182921914937648,0.0430358870373252,0.01936620959422957,0.10605807308232904,0.030258428686328304,0.028684540341320376,0.008600534254319116,0.34939046947530583
きんでん,2019,Q4,0.0,0.12797356283789452,0.006366581183162138,0.004898832769698724,0.016321965860971937,0.0103776110258389,0.025276767751775352,0.0435754064857892,0.04706958695194408,0.17409747815535748
きんでん,2020,Q1,0.0,1.0,0.011706212745882653,0.013854596157240476,0.08546557553828518,0.5073419350306703,0.7100758333902201,0.6016198500099517,0.5560888260729683,0.10582354726297698
きんでん,2020,Q2,0.0,0.36433731028325617,0.002407964780362509,0.0023701614957879645,0.00017772246441807575,0.11425029317975628,0.010630593019787712,0.009675023522340634,0.006102779744605449,0.7659903770786669
きんでん,2020,Q3,0.0,0.08575731033064249,0.018111015839765994,0.019447082063544594,0.007871556898385474,0.11162248363370644,0.0001472474027643173,0.00934367234652648,0.004368752713284497,0.3474653821858409
きんでん,2020,Q4,0.0,0.0658753798754808,5.9177043175972244e-05,3.124416084348223e-05,0.002446189527492286,0.016045604875406152,0.0033562160729517098,0.029253953108543215,0.005121796535575368,0.0004151359709278854
さくらインターネット,2018,Q1,0.0,1.0,1.0,0.04588415257762536,1.0,1.0,1.0,1.0,1.0,1.0
さくらインターネット,2018,Q2,0.0,0.1890359168241966,1.0,0.033275264451811434,1.0,1.0,1.0,0.2805277935385099,1.0,0.2937535861088453
さくらインターネット,2018,Q3,0.0,0.7700957934194087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
さくらインターネット,2018,Q4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
さくらインターネット,2019,Q1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
さくらインターネット,2019,Q2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
さくらインターネット,2019,Q3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
さくらインターネット,2019,Q4,0.0,1.0,0.034321519742280544,1.0,0.003782217853207679,1.0,1.0,1.0,1.0,1.0
さくらインターネット,2020,Q1,0.0,0.6421688772936421,0.014910045734481833,0.09374000394779843,0.2881660316132064,1.0,1.0,1.0,1.0,1.0
さくらインターネット,2020,Q2,0.0,0.0005870480700188277,0.7963940236681372,0.7782950826998577,0.7434961869181871,1.0,2.1521362414181543e-05,1.0,0.15474503941039253,1.0
さくらインターネット,2020,Q3,0.0,0.019187769372301752,0.8391222762571142,0.5312467159980738,0.3189397044413381,1.0,0.024182801078269804,1.0,1.0,1.0
さくらインターネット,2020,Q4,0.0,0.03818891672979432,0.12612785639847135,0.03153518608771168,0.00029800122567511536,1.0,0.5857230096832331,1.0,1.0,1.0
たけびし,2018,Q1,0.0,0.0028654273656427576,0.014438039753542657,0.011683020008632703,0.0005482761078688057,0.0009968750825619663,0.0011193643437919206,0.007715814769888731,0.01980023450775412,0.006010280193280948
たけびし,2018,Q2,0.0,0.00023777710978188876,0.0029216681692341862,0.002137288809309795,0.004901964178581,0.06766879632078929,0.010340059683289878,0.0007786906674455276,1.006543579775751e-05,0.02370198446908802
たけびし,2018,Q3,0.0,0.046833799367581086,0.01401272064645968,0.012415419766047188,0.0012918289367638428,0.03748773368743808,0.01227007188048935,0.008695996703721884,0.028942290132960184,0.0005333336496881459
たけびし,2018,Q4,0.0,0.46559092294867566,0.28594763867366285,0.32639862064443126,0.4162646457693023,0.397710353131194,0.5765950113946479,0.46916018766805445,0.4425115040159943,0.07660947960619721
たけびし,2019,Q1,0.0,0.024362709534372973,0.15440387572419007,0.09901569638616224,0.44882747415595314,0.006705949695879805,0.39459064675315114,0.22199259843648886,0.6498761409871321,1.0
たけびし,2019,Q2,0.0,0.06138365786927127,0.0006285980917002521,0.0009290517890585444,0.016610845001611287,0.010419227520265114,0.0014884526213406178,0.08409792527110616,0.07764892705842091,0.3898807355606466
たけびし,2019,Q3,0.0,0.4376509837379139,1.0,1.0,1.0,0.2774742686073104,0.7686413121683253,1.0,1.0,0.7537987292436082
たけびし,2019,Q4,0.0,0.0028707817525294825,0.09027627472176378,0.12249534868139077,0.42497922431741464,0.00479882884122056,0.32870564242929573,0.06452032219344211,0.20663294246033745,1.0
たけびし,2020,Q1,0.0,0.03451574272649137,0.012061553336176783,0.018170921412103296,0.1141929687953121,0.03184227509476499,0.012972942527967816,3.7875814188303785e-05,0.0068614595921343315,1.0
たけびし,2020,Q2,0.0,0.026956924129173936,0.32471135300445964,0.38403295702951945,0.07515829285616239,0.0060959312378581305,0.6695383979097471,0.12056847917396363,0.022152641538656294,1.0
たけびし,2020,Q3,0.0,0.00022778996686539433,0.0003836768319923212,0.1073507023934605,0.0036399998856996257,0.0037468493951758057,0.21629127229157485,0.17889535819275018,0.11891404282059313,0.026250541055120678
たけびし,2020,Q4,0.0,0.05586226605428874,0.016550760013937016,0.02674280719070121,0.008436834797682079,0.6109110928296356,0.16949282445301206,1.0,0.8523538784075204,1.0
なとり,2018,Q1,0.0,1.0,0.10757408987167412,0.0017717067683484836,0.12503177047586736,0.00475808495338228,0.10824287714718797,0.04491497657791964,0.16660054365036475,1.0
なとり,2018,Q2,0.0,0.006685906822379688,8.957338000553026e-05,0.3977730555795883,0.002954591883779087,0.04350650199556822,0.14260658124686634,0.10444771095425594,0.042798826910763886,0.008547672179322596
なとり,2018,Q3,0.0,0.49080933635397617,0.024806237748620636,0.08049850723749778,0.021942478866034433,0.0012634749163035718,0.12529385466759846,0.12122086264132413,0.11348771002231581,1.0
なとり,2018,Q4,0.0,1.0,0.002059646950951021,0.068205305916949,0.0840627266580509,0.02852989658832934,0.178747756192628,0.3435853398040985,0.1276013031446135,1.0
なとり,2019,Q1,0.0,1.0,0.7224960231286799,0.3821495463182073,0.9886241482792297,0.6336665050182752,1.0,1.0,1.0,1.0
なとり,2019,Q2,0.0,0.15992867491451582,0.011419544295855805,0.01148655370352433,0.018879420103522785,0.008868945320168815,0.14931940959986223,0.009817933935207263,0.2095043312913123,0.48813675321531663
なとり,2019,Q3,0.0,0.39826894152527703,0.000872056116829934,0.006356108981307637,0.0016682842072493936,0.0007270588925535059,0.005000130179667306,0.00022912628657836083,0.011131715769551586,0.025487225915476135
なとり,2019,Q4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
なとり,2020,Q1,0.0,1.0,0.03182417620656535,0.2195797533369121,0.005010510957137032,0.036988380521090415,0.04787156415146889,0.003729826725698707,0.004951105753511765,0.049758366520484584
なとり,2020,Q2,0.0,0.07118719773913358,0.11870197870812914,0.10609625312576611,0.0893125585572525,0.30153759432341765,0.00021179723384081887,0.18630276767612572,0.11240835176443188,0.32636684963152895
なとり,2020,Q3,0.0,0.44280995813834834,0.13915581639735378,0.14474218095791336,0.118833664488972,0.1414164863337207,0.13635152031270448,0.24587915231985794,0.2356559366408239,0.478292444128018
なとり,2020,Q4,0.0,1.0,0.36692296649949385,0.44192693756205975,1.0,7.617977980497191e-05,1.0,0.25705963364693357,0.6009286677931895,1.0
はせがわ,2018,Q1,0.0,1.0,0.3509591733468869,0.15937453576009877,0.2960380197192019,0.007120523207942883,1.0,0.30524040763808824,0.3975562067266044,1.0
はせがわ,2018,Q2,0.0,1.0,0.01636567201849846,0.03739158985397097,0.012434373688311956,0.038809203334922895,0.02178817201119088,0.07150887417513754,0.14549779480177696,0.2563743328067175
はせがわ,2018,Q3,0.0,1.0,0.7130466076844996,0.7954116035969057,0.7282550874812979,1.0,0.8677314021405773,1.0,1.0,1.0
はせがわ,2018,Q4,0.0,0.0011070072877979746,1.0,1.0,1.0,1.0,1.0,0.5419879483209579,0.10288583845370558,1.0
はせがわ,2019,Q1,0.0,0.5980790025008035,0.1018794700262993,0.4204346226670257,0.026592374653744918,0.9150949654967873,1.0,0.015357677323372098,0.0003008688120880113,0.4519122555741878
はせがわ,2019,Q2,0.0,1.0,0.0034214564706566415,0.0001293072106642138,0.08297379840275745,1.0,0.028763003219133516,0.16362862526654906,0.8492190715303629,0.39959428252932816
はせがわ,2019,Q3,0.0,1.0,0.6891728885954566,0.5806760285823866,0.28787820870423686,0.3739334118761607,0.40703093392583606,0.2667115158594291,0.043433894811817454,0.4574757930007156
はせがわ,2019,Q4,0.0,0.10199736031119842,1.0,0.5547251758792622,0.8518596263063054,1.0,1.0,0.07262721384919994,0.011495278490192284,0.3900229856782355
はせがわ,2020,Q1,0.0,0.45945376468494137,0.7265950709806459,0.39069942055281476,1.0,0.3839004774805291,0.557437259607476,1.0,1.0,0.5514027386631796
はせがわ,2020,Q2,0.0,1.0,0.021246684496654154,0.015574717584927199,0.47442799541550007,1.0,0.7515007321478313,1.0,1.0,1.0
はせがわ,2020,Q3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
はせがわ,2020,Q4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
はるやまホールディングス,2018,Q1,0.0,1.0,1.0,1.0,1.0,0.43420829659539073,0.14595874822842947,1.0,1.0,1.0
はるやまホールディングス,2018,Q2,0.0,0.30465801214963356,0.20550623079626412,0.1902732484877912,0.2064383695293108,0.5134885317027283,0.06636517926925317,0.1394080935057896,0.0997132923994271,0.04641333895423308
はるやまホールディングス,2018,Q3,0.0,1.0,0.035110165176802245,0.03348581466483251,0.0179688049530158,0.06178025750932147,1.0,0.7072684200994432,0.5238930436314668,1.0
はるやまホールディングス,2018,Q4,0.0,0.11539157614294965,1.0,1.0,1.0,1.0,0.00903056072607484,0.5970519720394407,0.5749371593628809,1.0
はるやまホールディングス,2019,Q1,0.0,1.0,0.17582311995808322,0.9095764249919248,0.08208330621841217,0.33205762092200475,1.0,0.006334631954142252,0.4537760883517527,1.0
はるやまホールディングス,2019,Q2,0.0,0.27550467914581844,0.003070681987739542,0.1758110203993512,0.14126962988462788,0.041700368060336335,0.33665348709992954,0.360387855227979,0.28641531473001747,1.0
はるやまホールディングス,2019,Q3,0.0,1.0,0.3010321660122537,0.6388067572478598,0.006558284659802896,0.06142519520915488,0.27361753284717105,0.21061949886409337,0.4366097751077404,0.9315257482809359
はるやまホールディングス,2019,Q4,0.0,0.6283127619941766,0.002448155152192136,0.26091909005867997,0.01912186698322737,0.09718446915315264,0.22336177575000557,0.13001772798457992,0.10347171650267349,0.2271544188907667
はるやまホールディングス,2020,Q1,0.0,1.0,0.9640199000907899,0.7815880547271132,0.8381838475190108,0.7770060142141836,0.5589218794048888,0.629159107968103,0.7106928941385964,0.5751257187922776
はるやまホールディングス,2020,Q2,0.0,0.08331923358625067,0.09315006524148219,0.29515477492366615,0.03877387019147767,0.20391139807197292,0.6436598908057936,0.03184900470167654,0.00039985238419673044,0.26454945014111975
はるやまホールディングス,2020,Q3,0.0,0.12308781746679462,1.0,1.0,0.6828830177890846,1.0,0.9507202993072329,0.42481763482423307,0.45511767438246153,0.1875949514268818
はるやまホールディングス,2020,Q4,0.0,0.027710833810575354,0.931693249027491,1.0,0.5797042883486895,0.6169655340349075,1.0,1.0,0.661182757263543,0.1143040257942281
ぴあ,2018,Q1,0.0,0.5130099649681362,0.19451955909240295,0.32106607533561393,0.17618576038001932,0.3755659498957134,1.0,0.06399375952487023,0.04628086419538185,1.0
ぴあ,2018,Q2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9686760307816172
ぴあ,2018,Q3,0.0,0.15268347665303122,0.25171044757272043,0.14935368536457272,0.11383785983671425,0.8356367799093236,0.08731476468828389,0.7216772439236677,0.4096538418529991,1.0
ぴあ,2018,Q4,0.0,1.0,0.8050258987054253,0.40873702813037827,1.0,1.0,1.0,1.0,1.0,1.0
ぴあ,2019,Q1,0.0,0.07938926466516356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ぴあ,2019,Q2,0.0,0.24779389669694066,0.23333590256807193,0.55142255209119,0.18676447139022215,1.0,0.1313869870363015,0.03129257424997284,0.0560575222344493,0.3656707034050652
ぴあ,2019,Q3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ぴあ,2019,Q4,0.0,0.8362621191135734,1.0,1.0,1.0,1.0,1.0,0.7442079307307721,0.8430570199702104,1.0
ぴあ,2020,Q1,0.0,0.8696390182416581,1.0,1.0,1.0,0.9746712374675275,0.7794851015590659,1.0,1.0,1.0
ぴあ,2020,Q2,0.0,0.6104158963756836,1.0,0.024833930075870845,0.07314398966680793,0.2061784840672487,0.9116178538128505,0.03826766231712708,0.10121037001870727,1.0
ぴあ,2020,Q3,0.0,1.0,0.20453442958980173,0.23016158819155685,1.0,0.22258860671853864,0.2977984020707479,1.0,1.0,1.0
ぴあ,2020,Q4,0.0,0.2554903194523091,0.3627725317471069,0.36142141002735667,0.011375071068932908,0.25568615620882534,0.008480575261359593,0.8985632644711561,1.0,1.0
やまや,2018,Q1,0.0,0.09549038273754831,0.06485066690054565,0.04349643929937385,0.0009501245878353565,0.587606410450222,0.0003765922465000368,0.0007000636469072605,0.008662009487854304,0.04981868451562249
やまや,2018,Q2,0.0,0.11388350854759856,0.0012257888321691073,0.15727885319228793,0.10446972066312275,0.05662475635166846,0.4139180351555957,0.15231355246670375,0.07654091452215774,0.5581129022465898
やまや,2018,Q3,0.0,0.356027831927174,0.05854608171711028,0.0036792735857107,0.012691642823896962,0.039127537970846935,0.02241817024128069,0.018637842255683136,0.024788320257310346,0.2788419582964798
やまや,2018,Q4,0.0,1.0,0.30652524795640407,0.6820534378901564,0.909955818738204,0.16368220376558754,1.0,1.0,1.0,1.0
やまや,2019,Q1,0.0,0.20743064405450448,0.001358099627928161,0.12930675834123254,0.12974184313793596,0.13133834179167375,0.21327631888988713,0.5914904387265518,0.571357675059929,0.04684548342281621
やまや,2019,Q2,0.0,0.02067519560167454,0.03586570714306394,0.02001166441554897,4.11774875359394e-05,0.44295311344670935,0.0020767073195703664,0.07529072697747817,0.034938154992951304,0.14304505512363447
やまや,2019,Q3,0.0,0.06334153529837686,0.216324611869291,0.47689197030359937,0.28859106717511135,0.2934358633077926,0.1874986615850641,0.8796371748507856,1.0,0.46652573602638675
やまや,2019,Q4,0.0,1.0,1.0,1.0,1.0,1.0,0.9613503538208001,1.0,1.0,1.0
やまや,2020,Q1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.888378566897694e-05
やまや,2020,Q2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
やまや,2020,Q3,0.0,0.9894702539963048,1.0,1.0,1.0,1.0,0.9123108453843412,0.9108612930054729,0.8671763371737167,0.1806057109258057
やまや,2020,Q4,0.0,1.0,1.0,1.0,1.0,0.06662065050521057,1.0,1.0,1.0,1.0
りらいあコミュニケーションズ,2018,Q1,0.0,0.8288177181690886,0.0005676919493399982,0.00031555636381374105,0.033792743500023176,0.40167684609466053,0.15091901161867963,0.19475212022471033,0.2160418983989955,1.0
りらいあコミュニケーションズ,2018,Q2,0.0,0.05387509468899929,0.0013801772701170908,1.211045702755415e-09,0.000218728030281533,0.05662199259671742,0.20125726469956234,4.575197052874724e-05,1.7033450090062674e-06,1.0
りらいあコミュニケーションズ,2018,Q3,0.0,0.09136716012270037,0.5652019793182399,0.5744652911485334,0.5716319063895304,0.41347558083342256,0.0795028510776299,0.09699225928408152,0.1898670436489096,1.0
りらいあコミュニケーションズ,2018,Q4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
りらいあコミュニケーションズ,2019,Q1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
りらいあコミュニケーションズ,2019,Q2,0.0,0.0016065843551850533,0.18304158613162363,0.1815093864940757,0.6432143924206328,1.0,0.1336908989846712,1.0,0.5524251374967563,1.0
りらいあコミュニケーションズ,2019,Q3,0.0,0.11780903616193825,0.5051745456254296,0.5046190531852957,0.8436199261196173,1.0,0.6779315681748239,1.0,1.0,1.0
りらいあコミュニケーションズ,2019,Q4,0.0,0.13658528746038934,1.0,1.0,1.0,0.024437326017883204,1.0,1.0,1.0,1.0
りらいあコミュニケーションズ,2020,Q1,0.0,1.0,0.017965267121965417,1.0,0.5750394945819091,0.00226510833109313,0.8184133406915612,1.0,1.0,0.021226128367357183
りらいあコミュニケーションズ,2020,Q2,0.0,0.04368516039240659,0.040420756412242125,0.001057894227760479,0.7652727674195794,0.001468961217779314,0.01347815198049047,0.7865465961178508,1.0,0.00661810674637805
りらいあコミュニケーションズ,2020,Q3,0.0,0.02719757908651619,0.11968358530430405,0.0868619660520195,0.7735524596081924,0.02651398214243342,0.11279286531690731,0.5985096956502308,1.0,0.10577652563041992
りらいあコミュニケーションズ,2020,Q4,0.0,0.30044873536350925,0.8601136604326984,0.006841787782846005,1.0,1.0,0.2753879754066935,1.0,1.0,1.0
