企業名,会計年度,四半期,y_hat_comb_uall
富士興産,2019,Q4,-0.31154460237127796
富士興産,2020,Q1,15.999151837850567
富士興産,2020,Q2,14.001776286069699
富士興産,2020,Q3,18.268892387464618
富士興産,2020,Q4,20.49986092460198
富士通,2018,Q1,8.727509492039529
富士通,2018,Q2,22.49715884621018
富士通,2018,Q3,6.436482887322403
富士通,2018,Q4,-27.501102142237222
富士通,2019,Q1,-12.437706390066971
富士通,2019,Q2,-4.2541087075498645
富士通,2019,Q3,-102.87574124979987
富士通,2019,Q4,213.74566097980338
富士通,2020,Q1,141.46917216614256
富士通,2020,Q2,194.92817041783127
富士通,2020,Q3,103.70609623988352
富士通,2020,Q4,245.2690991528773
富士通ゼネラル,2018,Q1,48.617532180682026
富士通ゼネラル,2018,Q2,8.984765470638228
富士通ゼネラル,2018,Q3,9.458430045045201
富士通ゼネラル,2018,Q4,52.5558886239398
富士通ゼネラル,2019,Q1,36.483559128265945
富士通ゼネラル,2019,Q2,13.155956043485977
富士通ゼネラル,2019,Q3,-6.626034657190964
富士通ゼネラル,2019,Q4,49.06852828786498
富士通ゼネラル,2020,Q1,24.999737627448745
富士通ゼネラル,2020,Q2,15.578930625755655
富士通ゼネラル,2020,Q3,4.125073441618885
富士通ゼネラル,2020,Q4,24.771445111728355
富士電機,2018,Q1,5.876389112430591
富士電機,2018,Q2,7.538818808763436
富士電機,2018,Q3,10.407427001823653
富士電機,2018,Q4,24.759017821891675
富士電機,2019,Q1,75.68320463307313
富士電機,2019,Q2,19.355121655327828
富士電機,2019,Q3,30.7917792883268
富士電機,2019,Q4,95.91892547648084
富士電機,2020,Q1,30.446648936899727
富士電機,2020,Q2,21.427042942547757
富士電機,2020,Q3,25.61218774596323
富士電機,2020,Q4,71.4490407650105
寿スピリッツ,2018,Q1,19.723686353294628
寿スピリッツ,2018,Q2,31.0590804582145
寿スピリッツ,2018,Q3,35.353367001584985
寿スピリッツ,2018,Q4,34.349672318083186
寿スピリッツ,2019,Q1,21.83038649303781
寿スピリッツ,2019,Q2,35.285776986577616
寿スピリッツ,2019,Q3,45.081929933100746
寿スピリッツ,2019,Q4,40.6941155426734
寿スピリッツ,2020,Q1,16.477165010454694
寿スピリッツ,2020,Q2,6.054800470036336
寿スピリッツ,2020,Q3,25.840153931950443
寿スピリッツ,2020,Q4,21.52395055922542
小松マテーレ,2018,Q1,11.03766189624103
小松マテーレ,2018,Q2,11.591853565782326
小松マテーレ,2018,Q3,11.466857490476416
小松マテーレ,2018,Q4,11.991077062139489
小松マテーレ,2019,Q1,11.991047382494667
小松マテーレ,2019,Q2,9.35127210396023
小松マテーレ,2019,Q3,10.544596303413265
小松マテーレ,2019,Q4,10.634950066966674
小松マテーレ,2020,Q1,7.588912328524481
小松マテーレ,2020,Q2,4.964739134016511
小松マテーレ,2020,Q3,12.636027387778386
小松マテーレ,2020,Q4,4.585393825966138
小森コーポレーション,2018,Q1,1.8695401024019183
小森コーポレーション,2018,Q2,10.904639837608318
小森コーポレーション,2018,Q3,10.142896912022726
小森コーポレーション,2018,Q4,11.932223903827433
小森コーポレーション,2019,Q1,0.0804461311112846
小森コーポレーション,2019,Q2,16.854010804144977
小森コーポレーション,2019,Q3,-1.6505654488143306
小森コーポレーション,2019,Q4,15.20177354400949
小森コーポレーション,2020,Q1,-176.0034861627252
小森コーポレーション,2020,Q2,-35.70829868098211
小森コーポレーション,2020,Q3,-31.120364008544726
小森コーポレーション,2020,Q4,-126.11595477884109
小田急電鉄,2018,Q1,23.456949417918885
小田急電鉄,2018,Q2,23.087165549463066
小田急電鉄,2018,Q3,26.39014019845547
小田急電鉄,2018,Q4,4.783623292666311
小田急電鉄,2019,Q1,28.86625658886472
小田急電鉄,2019,Q2,18.910268026409586
小田急電鉄,2019,Q3,23.854873281537202
小田急電鉄,2019,Q4,13.873373592068685
小田急電鉄,2020,Q1,17.653093398884824
小田急電鉄,2020,Q2,-18.709180835060927
小田急電鉄,2020,Q3,-6.692785573922913
小田急電鉄,2020,Q4,2.2136064494076946
小糸製作所,2018,Q1,127.84733358048001
小糸製作所,2018,Q2,92.76306474025382
小糸製作所,2018,Q3,111.68501563387038
小糸製作所,2018,Q4,152.79258131561798
小糸製作所,2019,Q1,103.50802563874745
小糸製作所,2019,Q2,100.37678525282243
小糸製作所,2019,Q3,105.02054620834406
小糸製作所,2019,Q4,114.73127781164035
小糸製作所,2020,Q1,81.38126837015488
小糸製作所,2020,Q2,55.6296846258751
小糸製作所,2020,Q3,76.44178110886453
小糸製作所,2020,Q4,87.43111788767489
小野建,2018,Q1,50.029740136337594
小野建,2018,Q2,47.792929470543896
小野建,2018,Q3,60.44479976360291
小野建,2018,Q4,58.9470566318607
小野建,2019,Q1,44.07449907095352
小野建,2019,Q2,50.31270721163257
小野建,2019,Q3,57.097479396440804
小野建,2019,Q4,56.515345003528125
小野建,2020,Q1,45.98406038814917
小野建,2020,Q2,40.70840441006726
小野建,2020,Q3,46.7245009371923
小野建,2020,Q4,59.6044244008124
小野薬品工業,2018,Q1,33.170873936800184
小野薬品工業,2018,Q2,21.398556938977947
小野薬品工業,2018,Q3,35.05786126369121
小野薬品工業,2018,Q4,20.930415563493334
小野薬品工業,2019,Q1,29.96442482253399
小野薬品工業,2019,Q2,24.53702407125332
小野薬品工業,2019,Q3,29.230219894704323
小野薬品工業,2019,Q4,20.50898590769102
小野薬品工業,2020,Q1,31.149196975724315
小野薬品工業,2020,Q2,28.586882727834755
小野薬品工業,2020,Q3,35.21234670903172
小野薬品工業,2020,Q4,21.70755099677835
尾家産業,2018,Q1,6.412347314137099
尾家産業,2018,Q2,17.654986681607195
尾家産業,2018,Q3,18.936408707035454
尾家産業,2018,Q4,17.258243548079733
尾家産業,2019,Q1,6.126209800771484
尾家産業,2019,Q2,14.630568590696347
尾家産業,2019,Q3,19.917689217408938
尾家産業,2019,Q4,12.439124645223956
尾家産業,2020,Q1,2.3713152342220942
尾家産業,2020,Q2,5.84206518765301
尾家産業,2020,Q3,-156.5162574899259
尾家産業,2020,Q4,-86.8584841351273
山一電機,2018,Q1,33.224939365216564
山一電機,2018,Q2,30.069007960820585
山一電機,2018,Q3,27.31537529712694
山一電機,2018,Q4,7.630705173576496
山一電機,2019,Q1,27.54646117652765
山一電機,2019,Q2,22.69245253675299
山一電機,2019,Q3,21.49671181125559
山一電機,2019,Q4,22.50048747878826
山一電機,2020,Q1,27.56204613541678
山一電機,2020,Q2,31.95885823985508
山一電機,2020,Q3,30.895878117650437
山一電機,2020,Q4,18.157988344039058
山九,2018,Q1,46.82529203410711
山九,2018,Q2,79.84310277954597
山九,2018,Q3,139.2688272309757
山九,2018,Q4,102.32924560273611
山九,2019,Q1,120.91051672064376
山九,2019,Q2,100.04494878180071
山九,2019,Q3,111.60834927163758
山九,2019,Q4,105.34684635971526
山九,2020,Q1,105.64361903309648
山九,2020,Q2,89.12283190630376
山九,2020,Q3,96.93517484724349
山九,2020,Q4,110.88598215205805
山善,2018,Q1,21.685122595094246
山善,2018,Q2,27.604683771723167
山善,2018,Q3,26.398964842824263
山善,2018,Q4,31.633909499605846
山善,2019,Q1,29.623308456748497
山善,2019,Q2,26.293079797928897
山善,2019,Q3,29.822191701376262
山善,2019,Q4,26.674446533687263
山善,2020,Q1,17.449378563286608
山善,2020,Q2,21.558234052289475
山善,2020,Q3,19.32672505163627
山善,2020,Q4,22.55119661782019
山洋電気,2018,Q1,126.90808433940052
山洋電気,2018,Q2,160.21764271250782
山洋電気,2018,Q3,137.63086020355948
山洋電気,2018,Q4,73.19987649505232
山洋電気,2019,Q1,33.891799364396846
山洋電気,2019,Q2,-1.543094856957456
山洋電気,2019,Q3,-11.87131237975226
山洋電気,2019,Q4,41.91232039678998
山洋電気,2020,Q1,29.969116838495232
山洋電気,2020,Q2,-47.018706355507774
山洋電気,2020,Q3,79.572095051364
山洋電気,2020,Q4,57.064220584225325
山田コンサルティンググループ,2018,Q1,285.88436372474797
山田コンサルティンググループ,2018,Q2,194.8740620957116
山田コンサルティンググループ,2018,Q3,13.951542371474204
山田コンサルティンググループ,2018,Q4,146.86821916262585
山田コンサルティンググループ,2019,Q1,66.54892880940352
山田コンサルティンググループ,2019,Q2,-43.64601719611981
山田コンサルティンググループ,2019,Q3,-4.1695354388754655
山田コンサルティンググループ,2019,Q4,67.6128201993527
山田コンサルティンググループ,2020,Q1,64.88610058506171
山田コンサルティンググループ,2020,Q2,107.74824673582384
山田コンサルティンググループ,2020,Q3,-78.27021584067612
山田コンサルティンググループ,2020,Q4,54.6073924020522
山陽特殊製鋼,2018,Q1,22.039511735841916
山陽特殊製鋼,2018,Q2,68.7495624497528
山陽特殊製鋼,2018,Q3,85.44087024421103
山陽特殊製鋼,2018,Q4,36.334356831769185
山陽特殊製鋼,2019,Q1,76.55058853624199
山陽特殊製鋼,2019,Q2,20.113204474332395
山陽特殊製鋼,2019,Q3,28.56379126779539
山陽特殊製鋼,2019,Q4,-7.801499100937017
山陽特殊製鋼,2020,Q1,-22.91720291221602
山陽特殊製鋼,2020,Q2,-39.923660676792345
山陽特殊製鋼,2020,Q3,-18.24640833063003
山陽特殊製鋼,2020,Q4,-44.950414006349874
山陽電気鉄道,2018,Q1,4.204499088181113
山陽電気鉄道,2018,Q2,13.361188349241164
山陽電気鉄道,2018,Q3,23.470029731718903
山陽電気鉄道,2018,Q4,10.811394102844138
山陽電気鉄道,2019,Q1,26.804482689669744
山陽電気鉄道,2019,Q2,16.177547204589846
山陽電気鉄道,2019,Q3,27.730736479119162
山陽電気鉄道,2019,Q4,14.259032040100706
山陽電気鉄道,2020,Q1,31.38632173613862
山陽電気鉄道,2020,Q2,16.226420406932775
山陽電気鉄道,2020,Q3,22.35515499762069
山陽電気鉄道,2020,Q4,17.943959531460322
岩崎電気,2018,Q1,77.80150168843686
岩崎電気,2018,Q2,-16.140517454113603
岩崎電気,2018,Q3,20.845901764422315
岩崎電気,2018,Q4,70.52353824842412
岩崎電気,2019,Q1,-26.671788899562863
岩崎電気,2019,Q2,13.857895411122978
岩崎電気,2019,Q3,36.52821869352083
岩崎電気,2019,Q4,125.00828619789358
岩崎電気,2020,Q1,13.425261852738021
岩崎電気,2020,Q2,56.27693486162097
岩崎電気,2020,Q3,110.68272597436403
岩崎電気,2020,Q4,147.8371123276887
岩谷産業,2018,Q1,76.58337595281002
岩谷産業,2018,Q2,59.44791867752392
岩谷産業,2018,Q3,128.29346468837952
岩谷産業,2018,Q4,92.92352920116798
岩谷産業,2019,Q1,104.09169263576734
岩谷産業,2019,Q2,84.28939935340992
岩谷産業,2019,Q3,75.83708501316113
岩谷産業,2019,Q4,126.84757084558771
岩谷産業,2020,Q1,114.29953925886525
岩谷産業,2020,Q2,53.02971400205293
岩谷産業,2020,Q3,108.98883074640287
岩谷産業,2020,Q4,154.9209205545818
島津製作所,2018,Q1,13.433802221812613
島津製作所,2018,Q2,28.89186124254224
島津製作所,2018,Q3,22.41708998284238
島津製作所,2018,Q4,34.74218777758006
島津製作所,2019,Q1,17.61164389710888
島津製作所,2019,Q2,29.857328502240883
島津製作所,2019,Q3,23.219210436457725
島津製作所,2019,Q4,38.1111320064925
島津製作所,2020,Q1,16.678403269535757
島津製作所,2020,Q2,30.704657261368425
島津製作所,2020,Q3,26.538218665417997
島津製作所,2020,Q4,33.330254614457495
島精機製作所,2018,Q1,59.41149162431975
島精機製作所,2018,Q2,60.112133033099894
島精機製作所,2018,Q3,40.18708630512113
島精機製作所,2018,Q4,42.10441270412972
島精機製作所,2019,Q1,26.030086924251457
島精機製作所,2019,Q2,10.122906966900832
島精機製作所,2019,Q3,0.5492208560887001
島精機製作所,2019,Q4,-3.437939911082045
島精機製作所,2020,Q1,-65.99272900734924
島精機製作所,2020,Q2,-43.71345276797444
島精機製作所,2020,Q3,-40.38787429151384
島精機製作所,2020,Q4,-65.75158957068791
川崎汽船,2018,Q1,2.997071259145413
川崎汽船,2018,Q2,-6.964502486402765
川崎汽船,2018,Q3,-41.11520756525092
川崎汽船,2018,Q4,-34.84346273494042
川崎汽船,2019,Q1,-402.8907459661335
川崎汽船,2019,Q2,-192.37479204533105
川崎汽船,2019,Q3,-670.3045920582871
川崎汽船,2019,Q4,60.14761317094049
川崎汽船,2020,Q1,-40.175974590980665
川崎汽船,2020,Q2,-19.749194707517294
川崎汽船,2020,Q3,-11.852438204413012
川崎汽船,2020,Q4,-32.487923518405914
川崎重工業,2018,Q1,51.11887079795448
川崎重工業,2018,Q2,8.498021388011717
川崎重工業,2018,Q3,3.653547317131887
川崎重工業,2018,Q4,59.38705176251699
川崎重工業,2019,Q1,17.585798674879992
川崎重工業,2019,Q2,-19.884542412838098
川崎重工業,2019,Q3,73.73284393129947
川崎重工業,2019,Q4,48.78463368046427
川崎重工業,2020,Q1,-6.8576826212142805
川崎重工業,2020,Q2,19.48319506105413
川崎重工業,2020,Q3,42.96255671742198
川崎重工業,2020,Q4,72.08607742372035
巴コーポレーション,2018,Q1,14.526814594068217
巴コーポレーション,2018,Q2,14.713173661085964
巴コーポレーション,2018,Q3,12.78956768687313
巴コーポレーション,2018,Q4,18.34492860370361
巴コーポレーション,2019,Q1,13.428433609398947
巴コーポレーション,2019,Q2,10.043192455809914
巴コーポレーション,2019,Q3,20.50780150833948
巴コーポレーション,2019,Q4,12.842439242264664
巴コーポレーション,2020,Q1,10.36483933433821
巴コーポレーション,2020,Q2,12.7801068957431
巴コーポレーション,2020,Q3,11.771500686887562
巴コーポレーション,2020,Q4,16.240128542911332
帝人,2018,Q1,31.20490839182215
帝人,2018,Q2,64.69109840957768
帝人,2018,Q3,56.308159548894665
帝人,2018,Q4,36.964641286477125
帝人,2019,Q1,50.512800816833526
帝人,2019,Q2,48.511476511788175
帝人,2019,Q3,37.75250874460362
帝人,2019,Q4,37.60603323176698
帝人,2020,Q1,21.13055519348791
帝人,2020,Q2,29.466785340588075
帝人,2020,Q3,43.90953670432644
帝人,2020,Q4,20.550777955811157
帝国通信工業,2018,Q1,13.940831243274477
帝国通信工業,2018,Q2,11.90298207279908
帝国通信工業,2018,Q3,30.221112250703204
帝国通信工業,2018,Q4,19.993381352676955
帝国通信工業,2019,Q1,18.173145399211016
帝国通信工業,2019,Q2,14.563378959622728
帝国通信工業,2019,Q3,8.941341996212007
帝国通信工業,2019,Q4,11.513136670466137
帝国通信工業,2020,Q1,-3.6430073750416008
帝国通信工業,2020,Q2,-7.236393930336609
帝国通信工業,2020,Q3,11.37671943576942
帝国通信工業,2020,Q4,1.2392874311506108
常磐興産,2018,Q1,-11.664414830104267
常磐興産,2018,Q2,42.45845608889981
常磐興産,2018,Q3,11.476126601205248
常磐興産,2018,Q4,-4.89889234972337
常磐興産,2019,Q1,-26.164511501434845
常磐興産,2019,Q2,34.577637253552936
常磐興産,2019,Q3,6.899620101013767
常磐興産,2019,Q4,-43.1312348757716
常磐興産,2020,Q1,-30.111966210729776
常磐興産,2020,Q2,35.646889342975435
常磐興産,2020,Q3,-54.95351274678495
常磐興産,2020,Q4,-62.905862637602795
平河ヒューテック,2018,Q1,33.38208591307633
平河ヒューテック,2018,Q2,38.95637672442994
平河ヒューテック,2018,Q3,31.14243477884029
平河ヒューテック,2018,Q4,32.04060876773651
平河ヒューテック,2019,Q1,36.93487200868047
平河ヒューテック,2019,Q2,33.52805186020093
平河ヒューテック,2019,Q3,35.869580485415696
平河ヒューテック,2019,Q4,31.473117815134696
平河ヒューテック,2020,Q1,28.143669085378452
平河ヒューテック,2020,Q2,38.289708813748476
平河ヒューテック,2020,Q3,27.785163223431073
平河ヒューテック,2020,Q4,7.210647070983953
平田機工,2018,Q1,138.1382192092415
平田機工,2018,Q2,112.03425093094094
平田機工,2018,Q3,125.08234168944486
平田機工,2018,Q4,117.78291251910636
平田機工,2019,Q1,90.37297656969868
平田機工,2019,Q2,78.8653464355928
平田機工,2019,Q3,35.014607781945564
平田機工,2019,Q4,46.02361533465358
平田機工,2020,Q1,61.01732911664493
平田機工,2020,Q2,94.54121684601799
平田機工,2020,Q3,60.25665833696969
平田機工,2020,Q4,71.75627399237335
愛三工業,2018,Q1,19.19576178827131
愛三工業,2018,Q2,15.502610671847288
愛三工業,2018,Q3,19.93836185586746
愛三工業,2018,Q4,14.048242233785459
愛三工業,2019,Q1,19.85272052488049
愛三工業,2019,Q2,15.31458630499111
愛三工業,2019,Q3,15.437929820033796
愛三工業,2019,Q4,14.343348925954208
愛三工業,2020,Q1,-22.78514837724405
愛三工業,2020,Q2,-12.509634173732712
愛三工業,2020,Q3,-2.222031250269498
愛三工業,2020,Q4,8.208571787253154
愛眼,2018,Q1,-2.920751215869053
愛眼,2018,Q2,0.8198322694607085
愛眼,2018,Q3,0.2684591672627261
愛眼,2018,Q4,-10.534248513845856
愛眼,2019,Q1,0.4804116199239541
愛眼,2019,Q2,1.9738102713752368
愛眼,2019,Q3,2.3354466169434294
愛眼,2019,Q4,-5.072207077930715
愛眼,2020,Q1,-3.325257180725802
愛眼,2020,Q2,-9.151462366135238
愛眼,2020,Q3,-2.454758020372278
愛眼,2020,Q4,-5.5979729433796
愛知時計電機,2018,Q1,118.75658363975238
愛知時計電機,2018,Q2,123.90577812259312
愛知時計電機,2018,Q3,116.8417040419661
愛知時計電機,2018,Q4,166.20243606288676
愛知時計電機,2019,Q1,127.38730517390186
愛知時計電機,2019,Q2,107.12343959065247
愛知時計電機,2019,Q3,124.26306775962288
愛知時計電機,2019,Q4,157.93331522497746
愛知時計電機,2020,Q1,79.63016219878509
愛知時計電機,2020,Q2,134.56755768113996
愛知時計電機,2020,Q3,76.02526938500498
愛知時計電機,2020,Q4,168.30041998979485
愛知製鋼,2018,Q1,54.883675646848005
愛知製鋼,2018,Q2,61.84044355587211
愛知製鋼,2018,Q3,77.88195820830101
愛知製鋼,2018,Q4,58.22026432938621
愛知製鋼,2019,Q1,69.36856217357362
愛知製鋼,2019,Q2,76.00491122886122
愛知製鋼,2019,Q3,80.10767988546333
愛知製鋼,2019,Q4,103.99568954190548
愛知製鋼,2020,Q1,86.33892070084373
愛知製鋼,2020,Q2,-28.639548471288112
愛知製鋼,2020,Q3,47.105524318879205
愛知製鋼,2020,Q4,79.9587069477292
戸田工業,2018,Q1,3.9672149944941593
戸田工業,2018,Q2,2.0710577702102557
戸田工業,2018,Q3,21.421297600900463
戸田工業,2018,Q4,-13.471725523328965
戸田工業,2019,Q1,4.609591847544702
戸田工業,2019,Q2,-12.12421384849051
戸田工業,2019,Q3,-14.346310333637405
戸田工業,2019,Q4,-18.805597367805404
戸田工業,2020,Q1,-215.4352609252327
戸田工業,2020,Q2,-152.09625738975308
戸田工業,2020,Q3,-276.5644513232805
戸田工業,2020,Q4,-391.87074894412706
戸田建設,2018,Q1,19.312266847212936
戸田建設,2018,Q2,12.388291933456125
戸田建設,2018,Q3,16.21932573205164
戸田建設,2018,Q4,19.209213143827352
戸田建設,2019,Q1,20.15211407463044
戸田建設,2019,Q2,17.107011205172423
戸田建設,2019,Q3,15.350314406546294
戸田建設,2019,Q4,25.942451323795996
戸田建設,2020,Q1,15.534576981194212
戸田建設,2020,Q2,9.052879250466722
戸田建設,2020,Q3,12.624505941957214
戸田建設,2020,Q4,18.83489678646289
扶桑化学工業,2018,Q1,47.071315681817026
扶桑化学工業,2018,Q2,52.26560012175996
扶桑化学工業,2018,Q3,65.89740866770283
扶桑化学工業,2018,Q4,38.60664584895342
扶桑化学工業,2019,Q1,48.71854781863712
扶桑化学工業,2019,Q2,44.44505433430582
扶桑化学工業,2019,Q3,47.923452001050535
扶桑化学工業,2019,Q4,47.54084240241303
扶桑化学工業,2020,Q1,51.0038908457531
扶桑化学工業,2020,Q2,45.23041236893407
扶桑化学工業,2020,Q3,47.20017746422475
扶桑化学工業,2020,Q4,53.0735881817914
扶桑薬品工業,2018,Q1,23.102793243766122
扶桑薬品工業,2018,Q2,9.339410918129007
扶桑薬品工業,2018,Q3,57.520878953946536
扶桑薬品工業,2018,Q4,13.502156434702096
扶桑薬品工業,2019,Q1,19.832542449282816
扶桑薬品工業,2019,Q2,26.741726479205717
扶桑薬品工業,2019,Q3,36.884743687614176
扶桑薬品工業,2019,Q4,7.368616538205481
扶桑薬品工業,2020,Q1,35.07638554538684
扶桑薬品工業,2020,Q2,9.80102706192054
扶桑薬品工業,2020,Q3,46.077658962003554
扶桑薬品工業,2020,Q4,15.486744026841126
持田製薬,2018,Q1,177.69413452813336
持田製薬,2018,Q2,99.1173531266351
持田製薬,2018,Q3,171.97583239423489
持田製薬,2018,Q4,23.766508404787338
持田製薬,2019,Q1,248.29267181260315
持田製薬,2019,Q2,52.89023876190919
持田製薬,2019,Q3,121.2502156542392
持田製薬,2019,Q4,-3.969550388082838
持田製薬,2020,Q1,71.5544586346688
持田製薬,2020,Q2,34.27162632362233
持田製薬,2020,Q3,63.05307528902235
持田製薬,2020,Q4,-15.629020809053412
文化シヤッター,2018,Q1,5.053508490058887
文化シヤッター,2018,Q2,3.2837116855822828
文化シヤッター,2018,Q3,14.68052374746315
文化シヤッター,2018,Q4,35.63203684004485
文化シヤッター,2019,Q1,9.460280427268897
文化シヤッター,2019,Q2,14.678032231109345
文化シヤッター,2019,Q3,31.91754567260175
文化シヤッター,2019,Q4,44.62329410479115
文化シヤッター,2020,Q1,3.4546049126642964
文化シヤッター,2020,Q2,23.089266630623918
文化シヤッター,2020,Q3,22.14300318395889
文化シヤッター,2020,Q4,44.09841931651982
新京成電鉄,2018,Q1,24.312811724242344
新京成電鉄,2018,Q2,46.38286081856122
新京成電鉄,2018,Q3,69.99063517247046
新京成電鉄,2018,Q4,41.857918893967096
新京成電鉄,2019,Q1,60.88285232225739
新京成電鉄,2019,Q2,55.2243669056355
新京成電鉄,2019,Q3,64.34407778143773
新京成電鉄,2019,Q4,51.4673644282165
新京成電鉄,2020,Q1,48.25293826783548
新京成電鉄,2020,Q2,-1.3534087606011713
新京成電鉄,2020,Q3,8.939110418182503
新京成電鉄,2020,Q4,-12.969145044731295
新光商事,2018,Q1,22.455734257067494
新光商事,2018,Q2,23.45239604723963
新光商事,2018,Q3,17.78535975435134
新光商事,2018,Q4,20.944951555577262
新光商事,2019,Q1,18.382917242376774
新光商事,2019,Q2,16.432714596079062
新光商事,2019,Q3,20.333544963166055
新光商事,2019,Q4,11.871352669315483
新光商事,2020,Q1,17.89333429735423
新光商事,2020,Q2,10.201727785122538
新光商事,2020,Q3,11.667806179822836
新光商事,2020,Q4,12.230632491208087
新光電気工業,2018,Q1,2.8180079904181805
新光電気工業,2018,Q2,8.532520607172463
新光電気工業,2018,Q3,10.483200139637864
新光電気工業,2018,Q4,4.348123042704261
新光電気工業,2019,Q1,5.697013455465618
新光電気工業,2019,Q2,3.4843383465043005
新光電気工業,2019,Q3,2.533031043586199
新光電気工業,2019,Q4,4.652531632681935
新光電気工業,2020,Q1,8.180353904760544
新光電気工業,2020,Q2,10.952877227423963
新光電気工業,2020,Q3,11.153074262354384
新光電気工業,2020,Q4,22.365955131241655
新家工業,2018,Q1,35.79413673237919
新家工業,2018,Q2,41.233045880301766
新家工業,2018,Q3,81.88935941711541
新家工業,2018,Q4,59.477238801160524
新家工業,2019,Q1,61.06327419374087
新家工業,2019,Q2,39.55588417836357
新家工業,2019,Q3,49.86150870239764
新家工業,2019,Q4,48.88392930893245
新家工業,2020,Q1,17.30960333439844
新家工業,2020,Q2,16.450690414458876
新家工業,2020,Q3,84.3854313185729
新家工業,2020,Q4,24.429436345097162
新日本建設,2018,Q1,36.08167326896049
新日本建設,2018,Q2,33.48268579234015
新日本建設,2018,Q3,37.53499524329946
新日本建設,2018,Q4,45.54765971459064
新日本建設,2019,Q1,34.40879971498902
新日本建設,2019,Q2,34.59596838020678
新日本建設,2019,Q3,46.91255140262266
新日本建設,2019,Q4,35.73439071387795
新日本建設,2020,Q1,37.28062139428611
新日本建設,2020,Q2,40.481800402233674
新日本建設,2020,Q3,36.76970762816102
新日本建設,2020,Q4,41.668003820378814
新日本科学,2018,Q1,-6.06273572162987
新日本科学,2018,Q2,-10.303283901790564
新日本科学,2018,Q3,-3.1397074818786694
新日本科学,2018,Q4,-8.663508570640044
新日本科学,2019,Q1,-4.701256743017902
新日本科学,2019,Q2,-1.99745521919558
新日本科学,2019,Q3,-0.44216065214017986
新日本科学,2019,Q4,4.714202230248047
新日本科学,2020,Q1,2.844788295502653
新日本科学,2020,Q2,4.669168542380145
新日本科学,2020,Q3,11.076544269276646
新日本科学,2020,Q4,9.369502006181436
新日本空調,2018,Q1,6.351229255339136
新日本空調,2018,Q2,16.919478631896055
新日本空調,2018,Q3,31.165284858542442
新日本空調,2018,Q4,72.85345707346522
新日本空調,2019,Q1,1.5719685239753676
新日本空調,2019,Q2,26.237464586666885
新日本空調,2019,Q3,33.87951797114407
新日本空調,2019,Q4,65.59633690886483
新日本空調,2020,Q1,19.68336292928661
新日本空調,2020,Q2,32.258448434206784
新日本空調,2020,Q3,34.21771754762947
新日本空調,2020,Q4,103.74103245383483
新晃工業,2018,Q1,27.907824024306912
新晃工業,2018,Q2,22.8062000002628
新晃工業,2018,Q3,38.45623298331166
新晃工業,2018,Q4,51.92825647578303
新晃工業,2019,Q1,23.49179796739576
新晃工業,2019,Q2,35.579293365534326
新晃工業,2019,Q3,59.060721269534554
新晃工業,2019,Q4,59.3973983317081
新晃工業,2020,Q1,45.009285383533246
新晃工業,2020,Q2,49.06758288173159
新晃工業,2020,Q3,50.58985416165874
新晃工業,2020,Q4,51.61580284747282
新東工業,2018,Q1,21.264475932739998
新東工業,2018,Q2,17.63120503470249
新東工業,2018,Q3,21.17369642875839
新東工業,2018,Q4,27.336736011823206
新東工業,2019,Q1,18.17313069472727
新東工業,2019,Q2,26.80154067177772
新東工業,2019,Q3,19.203380078940988
新東工業,2019,Q4,23.231373585046082
新東工業,2020,Q1,13.380704491308157
新東工業,2020,Q2,15.329821079187216
新東工業,2020,Q3,10.919062368322614
新東工業,2020,Q4,16.347822271865944
新電元工業,2018,Q1,30.875053537639438
新電元工業,2018,Q2,44.31837342459417
新電元工業,2018,Q3,95.24267823179525
新電元工業,2018,Q4,68.53165583062068
新電元工業,2019,Q1,74.16414911459167
新電元工業,2019,Q2,54.185357967770095
新電元工業,2019,Q3,54.330400179588764
新電元工業,2019,Q4,28.292027749316407
新電元工業,2020,Q1,-159.3856226045121
新電元工業,2020,Q2,-148.2302278644371
新電元工業,2020,Q3,-89.35588839282505
新電元工業,2020,Q4,-348.8414745441763
日亜鋼業,2018,Q1,3.734961050238094
日亜鋼業,2018,Q2,3.2838787795512325
日亜鋼業,2018,Q3,3.949252746773058
日亜鋼業,2018,Q4,2.582012461120855
日亜鋼業,2019,Q1,4.542632574351126
日亜鋼業,2019,Q2,2.0107326231439506
日亜鋼業,2019,Q3,5.707840069935865
日亜鋼業,2019,Q4,5.603438703649636
日亜鋼業,2020,Q1,1.5579734629462532
日亜鋼業,2020,Q2,3.573074026920321
日亜鋼業,2020,Q3,7.256379345847982
日亜鋼業,2020,Q4,-0.8535888961818354
日伝,2018,Q1,34.11789145999079
日伝,2018,Q2,47.92361183549012
日伝,2018,Q3,37.81153392840573
日伝,2018,Q4,39.81172897617755
日伝,2019,Q1,35.281055233337554
日伝,2019,Q2,32.016040746818746
日伝,2019,Q3,34.25244423028325
日伝,2019,Q4,32.87561527164828
日伝,2020,Q1,27.564362824221075
日伝,2020,Q2,24.242387165626173
日伝,2020,Q3,21.92444065885079
日伝,2020,Q4,24.574320986847717
日工,2018,Q1,29.979275567565974
日工,2018,Q2,37.51340166815802
日工,2018,Q3,28.151556425650746
日工,2018,Q4,30.538582241854222
日工,2019,Q1,26.94716065518433
日工,2019,Q2,54.582048298657966
日工,2019,Q3,27.95575498769491
日工,2019,Q4,69.53410521070823
