企業名,会計年度,四半期,y_test - y_test,y_test - y_hat_rw,y_test - y_hat_sarima_br,y_test - y_hat_sarima_f,y_test - y_hat_sarima_g,y_test - y_hat_umlp,y_test - y_hat_mlm1,y_test - y_hat_mlm2,y_test - y_hat_mlm3,y_test - y_hat_mlm4
日清食品ホールディングス,2020,Q1,0.0,80.89,59.20390058007462,57.728666953536795,50.84797536653457,74.15764,64.06232736744333,56.6973157422152,65.66076810990158,214.9732870641113
日清食品ホールディングス,2020,Q2,0.0,-21.28,17.59328609012354,10.102957096898308,17.11041875398685,70.05385,8.098619651127294,-2.5645668652816056,6.827173925413106,112.4638681629245
日清食品ホールディングス,2020,Q3,0.0,42.510000000000005,24.520569970362644,16.291712788458156,19.932998374449596,40.28638000000001,22.202343993028563,8.989419763702557,14.359910673982853,179.8737798767191
日清食品ホールディングス,2020,Q4,0.0,-93.68,30.781250022720176,4.341607745351887,24.084301008275062,67.816942,-16.118715859797646,-18.29901777839754,-8.647472636161496,20.041808765345337
日特建設,2018,Q1,0.0,-20.009999999999998,5.025244889245035,3.411761116118197,-2.5092238421598982,7.284619999999999,14.30599040026187,-3.8103765996785843,-2.579322296766571,10.146457644479376
日特建設,2018,Q2,0.0,8.89,4.198682607569477,-4.279989208352571,-1.1558596589237915,4.643834000000001,10.54201320595445,-0.47484208987888543,0.983276860805482,11.632926354446361
日特建設,2018,Q3,0.0,13.869999999999997,12.123157059488054,2.558897902524489,6.550751731902139,7.730001999999999,9.9973924507619,4.153324696882073,4.738335427947234,-33.47171439374715
日特建設,2018,Q4,0.0,-3.4499999999999993,-5.086645483550232,-0.9874906556934846,-10.169697356530211,0.6006479999999996,-20.011053174819725,-12.822250637591427,-12.809487220967629,-12.183038150676449
日特建設,2019,Q1,0.0,-14.87,8.058399710198733,4.540954850862096,1.5786657993796034,3.5078823999999997,4.610029942693599,-2.331007844578373,-1.355289252265596,-28.053899136193195
日特建設,2019,Q2,0.0,12.65,9.741474366096751,7.561107659982081,6.353344868290296,7.425463000000001,23.32160285318618,8.69050947225745,9.703970571063936,33.607937515248665
日特建設,2019,Q3,0.0,9.469999999999999,9.270556576128719,2.578609281956897,7.813984910710406,8.390614,23.438586086608243,4.596679341416802,3.0384337937969157,-1.721926676363747
日特建設,2019,Q4,0.0,-10.79,-7.653191793790175,-4.129338115387984,-13.506131187180035,4.6828129999999994,-1.6083656527596482,-12.638056078861073,-11.830977350379872,2.2598942348068043
日特建設,2020,Q1,0.0,-7.66,9.540093648518063,4.213034887701449,3.9969566998784547,11.38586595,15.934100031329343,2.9734081860765897,6.728694556038754,11.55565167761295
日特建設,2020,Q2,0.0,9.219999999999999,5.539086119227658,-0.31525632779964496,1.9644296242164963,16.457265,13.247944158209869,11.635865242669318,14.057291467813023,29.05999817547822
日特建設,2020,Q3,0.0,12.5,8.209616335379863,3.233655233598931,4.886239261237371,10.324790999999998,20.087955760508628,15.000216458964267,15.302094202399442,22.216808683907082
日特建設,2020,Q4,0.0,-15.394130182342877,-3.086906625941875,-1.8452522984533672,-7.864710384044528,7.504307817657121,-2.512570326079924,-6.442405208862915,-5.989703942202997,-33.35569457276945
日産化学,2018,Q1,0.0,-3.450000000000003,7.578566292594992,7.497798997447653,2.6032791226214727,10.561859999999996,3.8875462159517085,-0.9063412463057432,-2.2264461146173176,-2.92994559879844
日産化学,2018,Q2,0.0,-14.990000000000002,5.490729725387716,7.022973426803702,5.268837867141315,15.61862,4.485680038157973,-4.09197315985076,-2.8652124499855844,-16.32155460253057
日産化学,2018,Q3,0.0,-21.2,-11.438303623061717,-10.194849668362902,-15.823969886916903,-15.035065999999997,-15.340807712220677,-17.681627663812133,-17.94829040272197,-24.624324033493796
日産化学,2018,Q4,0.0,48.05,11.47259632542142,10.485070740750352,3.753343158083453,6.088874000000004,4.286680690284626,-6.695166306024291,-3.4437554761843074,15.433818310278063
日産化学,2019,Q1,0.0,-17.979999999999997,-9.136813461762713,-8.909983543068314,-9.927989676124504,13.874279999999999,-12.25852303738521,-14.644363580298254,-16.667744365546348,-41.78960832826299
日産化学,2019,Q2,0.0,-7.530000000000001,4.217573579428596,3.057034311766529,0.32604765135546643,-3.3467199999999977,-1.9444821507428571,-5.629154638246341,-10.295765543521917,-29.426445233241473
日産化学,2019,Q3,0.0,-24.610000000000003,-2.9435053666327633,-2.4383814973251496,-9.322421165016198,-6.75535,-12.624241279259895,-19.907101617983475,-22.900255664619646,-38.795294512042034
日産化学,2019,Q4,0.0,69.59,20.010658758650266,20.087609369506026,18.714183858232445,33.757383,16.745084303061233,17.570633772486403,16.16913863965209,17.4390619955537
日産化学,2020,Q1,0.0,-38.199999999999996,-4.323536056796556,-6.2322863992749475,-5.864213128447986,16.947770000000006,2.453760975336543,-4.181199763918968,-3.5042923318467984,-10.498225313122354
日産化学,2020,Q2,0.0,-8.830000000000005,-2.1881447411049564,-1.8923352256788561,-6.157750445858355,9.289259999999992,-8.206599596177583,-4.339474201230004,-10.720443138302862,2.9663154342434126
日産化学,2020,Q3,0.0,-12.729999999999997,10.30390252018007,10.280800759930791,5.798783045144926,12.030522000000001,1.9370549274902409,0.8432544321951312,1.6808902629136995,-10.134142312973772
日産化学,2020,Q4,0.0,73.97999999999999,8.329516118190796,12.115767377937274,11.172571414249646,40.066304,17.8256907391048,5.775930491752234,5.491770955320064,25.71136282958159
日産東京販売ホールディングス,2018,Q1,0.0,-8.48,7.835048522650095,6.772950968956924,10.716895949796177,8.10587733,9.033756400582398,8.545819383452432,7.579198298257477,11.680826070628818
日産東京販売ホールディングス,2018,Q2,0.0,5.41,-0.905570785346864,0.6353032033986263,-1.3650235479766017,6.9115265,4.174001125381547,-4.442656744787108,-5.480297405204283,-15.772245734985212
日産東京販売ホールディングス,2018,Q3,0.0,-9.75,-2.4993236635175897,-1.4222371809078966,-3.8230224604245917,-5.372199999999999,2.5675273002939,-7.584020166315,-8.496225514146106,-39.796497593460614
日産東京販売ホールディングス,2018,Q4,0.0,14.670000000000002,-6.562611158266282,1.7935773892169653,-8.573643925114009,-0.120671999999999,-13.041357656119803,-18.60117428610381,-18.071698433342657,-37.19855343232881
日産東京販売ホールディングス,2019,Q1,0.0,-11.720000000000002,0.9839285227244519,-1.3277464249582636,4.232625995314003,5.18951086,0.8190732743051905,0.32264824551057725,-0.3199339970405761,29.21744360126289
日産東京販売ホールディングス,2019,Q2,0.0,8.829999999999998,1.9061896461110628,1.9807415450503463,3.810549025830996,-1.406186,6.370944331672627,-0.7973453924991141,-0.8052357183279657,12.1992925921819
日産東京販売ホールディングス,2019,Q3,0.0,-15.92,-4.993230693385999,-4.040691403535062,-3.9014508213431345,-6.9056714,-0.6646553983255956,-9.255479862310796,-11.664203899380256,38.75128723733969
日産東京販売ホールディングス,2019,Q4,0.0,15.06,-6.305812693251868,-4.050928502202835,-5.07851962771616,-8.344315,-18.570380115225134,-11.014278696072198,-10.34198187780582,4.291367345467174
日産東京販売ホールディングス,2020,Q1,0.0,-28.86,-20.3935561051071,-21.164217551289365,-17.60181336692199,-14.911681119999999,-22.209675747751493,-14.783489006435298,-15.989730262823974,-0.9915109672309441
日産東京販売ホールディングス,2020,Q2,0.0,29.75,0.9275863154026425,-1.6208411751492502,5.994643649501349,-1.1023140000000016,-12.256531851621462,8.984460288504723,5.881653833753898,71.44743596754454
日産東京販売ホールディングス,2020,Q3,0.0,-10.24,3.054893256688012,5.709838646102414,7.6966314613682485,10.241204,2.7122400555543713,15.072361311528685,4.949696383703188,15.112787489427607
日産東京販売ホールディングス,2020,Q4,0.0,15.34,-0.7232196030869282,5.608575994504168,2.2550434253456793,-15.140957,3.058622736553108,0.5761322994712366,-8.05304128716961,-37.67749383256338
日産自動車,2018,Q1,0.0,-13.539999999999996,-3.8653084643374847,1.9714708256329452,-15.361875855327344,-12.942096000000003,-3.707169681852246,-11.30178385059629,-15.404870899652796,47.36664716854643
日産自動車,2018,Q2,0.0,3.7300000000000004,-3.026808843676797,-1.289291305958848,-8.107843941770291,-25.154677,-11.409070095232686,-8.142421002926561,-19.347728685036174,-39.08536294088666
日産自動車,2018,Q3,0.0,-15.350000000000001,-57.52770145136604,-58.10655118029797,-52.14537363234449,2.956129999999998,-33.293453754129565,-37.115047026323175,-34.78614414738502,87.81389670829071
日産自動車,2018,Q4,0.0,-17.37,-30.030983444648253,-29.71980733027443,-42.93765941004647,-18.574912,-32.10255197348251,-43.06056921170943,-41.58579262885847,-45.49655274054714
