企業名,会計年度,四半期,y_hat_comb_all
アステラス製薬,2020,Q4,15.212296622475609
アズビル,2018,Q1,41.436796211474544
アズビル,2018,Q2,52.702853648506775
アズビル,2018,Q3,48.792298179723126
アズビル,2018,Q4,86.44390968785679
アズビル,2019,Q1,43.640540960755466
アズビル,2019,Q2,46.11831484341518
アズビル,2019,Q3,24.544701062488443
アズビル,2019,Q4,50.40817782649228
アズビル,2020,Q1,10.764338356141355
アズビル,2020,Q2,36.537849552386135
アズビル,2020,Q3,31.288115915140988
アズビル,2020,Q4,51.690578633270064
アズワン,2018,Q1,62.71317191644195
アズワン,2018,Q2,57.868791197222464
アズワン,2018,Q3,67.49518137453974
アズワン,2018,Q4,81.31920781077598
アズワン,2019,Q1,71.2713881892187
アズワン,2019,Q2,64.59622418025316
アズワン,2019,Q3,77.73494025048572
アズワン,2019,Q4,78.33160138360338
アズワン,2020,Q1,72.30882012747696
アズワン,2020,Q2,78.76729561663909
アズワン,2020,Q3,75.11575555998701
アズワン,2020,Q4,101.25233976252733
アツギ,2018,Q1,4.686645787847282
アツギ,2018,Q2,19.41289568506484
アツギ,2018,Q3,41.557911054957586
アツギ,2018,Q4,5.4099465911214
アツギ,2019,Q1,-122.9463354894241
アツギ,2019,Q2,-3.532936144233856
アツギ,2019,Q3,-33.0180346569625
アツギ,2019,Q4,-391.9815687884654
アツギ,2020,Q1,-4.656739937017754
アツギ,2020,Q2,-128.70847922243954
アツギ,2020,Q3,-245.33735741624116
アツギ,2020,Q4,-71.92559086219947
アドウェイズ,2018,Q1,18.757190725719546
アドウェイズ,2018,Q2,-53.27405230859191
アドウェイズ,2018,Q3,8.767969265673768
アドウェイズ,2018,Q4,4.512226298667309
アドウェイズ,2019,Q1,-3.3775612651360545
アドウェイズ,2019,Q2,66.90587177389526
アドウェイズ,2019,Q3,29.001288347054714
アドウェイズ,2019,Q4,18.604835682336265
アドウェイズ,2020,Q1,20.45695357584391
アドウェイズ,2020,Q2,5.790841127704138
アドウェイズ,2020,Q3,18.566311852581933
アドウェイズ,2020,Q4,14.97457258161895
アドソル日進,2018,Q1,17.017300493252005
アドソル日進,2018,Q2,17.032468402459
アドソル日進,2018,Q3,18.075248056638376
アドソル日進,2018,Q4,13.333537557771997
アドソル日進,2019,Q1,19.332921964076355
アドソル日進,2019,Q2,22.180051491973078
アドソル日進,2019,Q3,21.64142573001301
アドソル日進,2019,Q4,18.701867942802583
アドソル日進,2020,Q1,20.710926310157927
アドソル日進,2020,Q2,21.67967564065769
アドソル日進,2020,Q3,22.824698101069814
アドソル日進,2020,Q4,17.728275979567506
アドバンテスト,2018,Q1,35.681722357883366
アドバンテスト,2018,Q2,49.967185012742995
アドバンテスト,2018,Q3,56.970669633338176
アドバンテスト,2018,Q4,66.4634882150174
アドバンテスト,2019,Q1,49.954480742763195
アドバンテスト,2019,Q2,59.05317658770194
アドバンテスト,2019,Q3,58.30293480312915
アドバンテスト,2019,Q4,53.07046762919177
アドバンテスト,2020,Q1,61.04726401357269
アドバンテスト,2020,Q2,68.91127266823635
アドバンテスト,2020,Q3,62.11822560448505
アドバンテスト,2020,Q4,81.0131419450448
アドヴァングループ,2018,Q1,7.0582158911790245
アドヴァングループ,2018,Q2,26.049129341317315
アドヴァングループ,2018,Q3,29.914967289491862
アドヴァングループ,2018,Q4,13.014766455926196
アドヴァングループ,2019,Q1,30.792639715526207
アドヴァングループ,2019,Q2,21.966917881193158
アドヴァングループ,2019,Q3,25.099000357982593
アドヴァングループ,2019,Q4,32.39134888065006
アドヴァングループ,2020,Q1,26.790507529047957
アドヴァングループ,2020,Q2,28.732537319276716
アドヴァングループ,2020,Q3,22.824887721559275
アドヴァングループ,2020,Q4,21.324783250870027
アマダ,2018,Q1,7.537600554074863
アマダ,2018,Q2,20.228679824372207
アマダ,2018,Q3,23.207214491865088
アマダ,2018,Q4,22.13253451563249
アマダ,2019,Q1,19.279405927855098
アマダ,2019,Q2,25.9350812097708
アマダ,2019,Q3,16.654637549275137
アマダ,2019,Q4,24.434808666600635
アマダ,2020,Q1,8.690344370513849
アマダ,2020,Q2,24.73411493027062
アマダ,2020,Q3,14.288217632246358
アマダ,2020,Q4,16.11281606453359
アマノ,2018,Q1,16.617080012960145
アマノ,2018,Q2,33.663857072672364
アマノ,2018,Q3,33.98176882359655
アマノ,2018,Q4,41.863012493239644
アマノ,2019,Q1,11.974147790039542
アマノ,2019,Q2,37.051332027768865
アマノ,2019,Q3,24.03136568847502
アマノ,2019,Q4,47.16902470584548
アマノ,2020,Q1,20.461525809182838
アマノ,2020,Q2,21.31837926506894
アマノ,2020,Q3,-35.93467165731315
アマノ,2020,Q4,33.654481980809486
アミューズ,2018,Q1,52.440829524869436
アミューズ,2018,Q2,43.5703730514862
アミューズ,2018,Q3,88.83020420979139
アミューズ,2018,Q4,72.4621761201951
アミューズ,2019,Q1,71.3468474521656
アミューズ,2019,Q2,91.84641767382985
アミューズ,2019,Q3,74.73649937953624
アミューズ,2019,Q4,44.45756142648386
アミューズ,2020,Q1,37.3233062603116
アミューズ,2020,Q2,46.21822111717549
アミューズ,2020,Q3,65.35283585133445
アミューズ,2020,Q4,28.007520869634167
アリアケジャパン,2018,Q1,54.740016035761904
アリアケジャパン,2018,Q2,58.875482852475606
アリアケジャパン,2018,Q3,64.92336420022315
アリアケジャパン,2018,Q4,48.20151546797106
アリアケジャパン,2019,Q1,-10.673184499126668
アリアケジャパン,2019,Q2,-78.23440702177285
アリアケジャパン,2019,Q3,107.47978241649231
アリアケジャパン,2019,Q4,219.03140546621742
アリアケジャパン,2020,Q1,67.53607590914683
アリアケジャパン,2020,Q2,39.97554936406296
アリアケジャパン,2020,Q3,72.23931233721514
アリアケジャパン,2020,Q4,98.24128041725947
アルインコ,2018,Q1,14.072030996254675
アルインコ,2018,Q2,27.37810370722577
アルインコ,2018,Q3,29.68198724431792
アルインコ,2018,Q4,5.907527089451717
アルインコ,2019,Q1,23.665051516856167
アルインコ,2019,Q2,29.059943850317907
アルインコ,2019,Q3,39.38020636524894
アルインコ,2019,Q4,17.75906512726421
アルインコ,2020,Q1,21.662397600967065
アルインコ,2020,Q2,31.108679997397456
アルインコ,2020,Q3,37.912913852847815
アルインコ,2020,Q4,6.685363431894962
アルコニックス,2018,Q1,101.5377321193993
アルコニックス,2018,Q2,70.97086238645501
アルコニックス,2018,Q3,66.27632623611494
アルコニックス,2018,Q4,49.41820296997759
アルコニックス,2019,Q1,60.93269555216143
アルコニックス,2019,Q2,42.199968352447996
アルコニックス,2019,Q3,40.56002367247054
アルコニックス,2019,Q4,21.08790608625004
アルコニックス,2020,Q1,49.71037735944546
アルコニックス,2020,Q2,43.49926497941598
アルコニックス,2020,Q3,47.52659111338186
アルコニックス,2020,Q4,22.0568141458113
アルゴグラフィックス,2018,Q1,62.23007686979526
アルゴグラフィックス,2018,Q2,65.79521116031766
アルゴグラフィックス,2018,Q3,62.328354761211344
アルゴグラフィックス,2018,Q4,82.40390889488714
アルゴグラフィックス,2019,Q1,74.78488788966709
アルゴグラフィックス,2019,Q2,50.20087279556092
アルゴグラフィックス,2019,Q3,49.6368981533099
アルゴグラフィックス,2019,Q4,57.76758795832685
アルゴグラフィックス,2020,Q1,42.397316821761244
アルゴグラフィックス,2020,Q2,44.64520521174134
アルゴグラフィックス,2020,Q3,44.43264589006736
アルゴグラフィックス,2020,Q4,40.122674920129604
アルファ,2018,Q1,43.75849195221442
アルファ,2018,Q2,26.275359030868632
アルファ,2018,Q3,31.399800584570116
アルファ,2018,Q4,43.375585298415935
アルファ,2019,Q1,31.585876688923236
アルファ,2019,Q2,26.378744720646157
アルファ,2019,Q3,44.239464180128266
アルファ,2019,Q4,50.27277209001972
アルファ,2020,Q1,-42.514532758355095
アルファ,2020,Q2,33.44330116123136
アルファ,2020,Q3,-10.18528917434201
アルファ,2020,Q4,0.12336273878953266
アルファシステムズ,2018,Q1,32.96002642209148
アルファシステムズ,2018,Q2,34.14012005417621
アルファシステムズ,2018,Q3,28.91180434381458
アルファシステムズ,2018,Q4,42.637819094923
アルファシステムズ,2019,Q1,32.1163314488943
アルファシステムズ,2019,Q2,27.7546577483505
アルファシステムズ,2019,Q3,27.38620176808469
アルファシステムズ,2019,Q4,45.28691426902766
アルファシステムズ,2020,Q1,27.399980237502902
アルファシステムズ,2020,Q2,43.21296111743246
アルファシステムズ,2020,Q3,34.9199087246116
アルファシステムズ,2020,Q4,47.466634036463475
アルフレッサ　ホールディングス,2018,Q1,48.066474162428136
アルフレッサ　ホールディングス,2018,Q2,35.95372327149601
アルフレッサ　ホールディングス,2018,Q3,50.7393884869896
アルフレッサ　ホールディングス,2018,Q4,44.48425742440216
アルフレッサ　ホールディングス,2019,Q1,55.57750153012413
アルフレッサ　ホールディングス,2019,Q2,39.818901150303034
アルフレッサ　ホールディングス,2019,Q3,63.119566002356336
アルフレッサ　ホールディングス,2019,Q4,40.099441400632315
アルフレッサ　ホールディングス,2020,Q1,46.68588670581435
アルフレッサ　ホールディングス,2020,Q2,38.079204138917106
アルフレッサ　ホールディングス,2020,Q3,42.72142271907681
アルフレッサ　ホールディングス,2020,Q4,39.83899427577998
アルプスアルパイン,2018,Q1,36.84412142641161
アルプスアルパイン,2018,Q2,73.39384898308298
アルプスアルパイン,2018,Q3,87.86203188809174
アルプスアルパイン,2018,Q4,32.326438530956544
アルプスアルパイン,2019,Q1,-16.105803443439942
アルプスアルパイン,2019,Q2,35.63478656070984
アルプスアルパイン,2019,Q3,33.814794296386765
アルプスアルパイン,2019,Q4,0.4733460998131118
アルプスアルパイン,2020,Q1,-7.616531045772455
アルプスアルパイン,2020,Q2,-3.719788523002476
アルプスアルパイン,2020,Q3,5.37190942685067
アルプスアルパイン,2020,Q4,2.196364614860266
アルプス物流,2018,Q1,16.027038210943275
アルプス物流,2018,Q2,12.003674888731119
アルプス物流,2018,Q3,16.21141363236336
アルプス物流,2018,Q4,22.046339747972898
アルプス物流,2019,Q1,14.843218814188162
アルプス物流,2019,Q2,17.075890771414656
アルプス物流,2019,Q3,25.099304899877623
アルプス物流,2019,Q4,14.499879105086482
アルプス物流,2020,Q1,16.096815010548923
アルプス物流,2020,Q2,14.496501787021076
アルプス物流,2020,Q3,20.729100700969145
アルプス物流,2020,Q4,20.53574830952842
アンリツ,2018,Q1,5.195750035902295
アンリツ,2018,Q2,8.295636941780558
アンリツ,2018,Q3,13.131190196333343
アンリツ,2018,Q4,16.10213372275169
アンリツ,2019,Q1,14.431121287190722
アンリツ,2019,Q2,14.869504074059275
アンリツ,2019,Q3,19.147300116830053
アンリツ,2019,Q4,21.513806165229646
アンリツ,2020,Q1,21.09260917904094
アンリツ,2020,Q2,26.6347466635109
アンリツ,2020,Q3,25.065189806606085
アンリツ,2020,Q4,29.3413516931438
アートネイチャー,2018,Q1,-4.87648677958321
アートネイチャー,2018,Q2,18.939087180669045
アートネイチャー,2018,Q3,15.953956085039623
アートネイチャー,2018,Q4,10.31331611539448
アートネイチャー,2019,Q1,11.24584109057921
アートネイチャー,2019,Q2,22.950201215144137
アートネイチャー,2019,Q3,13.013930848548098
アートネイチャー,2019,Q4,19.967532406316263
アートネイチャー,2020,Q1,6.626704277988688
アートネイチャー,2020,Q2,28.63142610787857
アートネイチャー,2020,Q3,2.7659973449480706
アートネイチャー,2020,Q4,1.4796557565814143
イエローハット,2018,Q1,44.7974503634688
イエローハット,2018,Q2,55.17419658296426
イエローハット,2018,Q3,114.87000217925197
イエローハット,2018,Q4,63.876848675927626
イエローハット,2019,Q1,53.32785936914518
イエローハット,2019,Q2,41.46065686479463
イエローハット,2019,Q3,100.50087973966659
イエローハット,2019,Q4,24.00796425388789
イエローハット,2020,Q1,153.3438472453081
イエローハット,2020,Q2,-153.12285918386576
イエローハット,2020,Q3,226.42811273088566
イエローハット,2020,Q4,-206.56854424355961
イソライト工業,2018,Q1,20.769477987521203
イソライト工業,2018,Q2,19.867670050741417
イソライト工業,2018,Q3,21.167837225551104
イソライト工業,2018,Q4,15.409087642806945
イソライト工業,2019,Q1,8.501172584622342
イソライト工業,2019,Q2,17.90024159780702
イソライト工業,2019,Q3,17.885253689420328
イソライト工業,2019,Q4,13.726279799515925
