企業名,会計年度,四半期,y_test,y_hat_rw,y_hat_sarima_br,y_hat_sarima_f,y_hat_sarima_g,y_hat_umlp,y_hat_mlm1,y_hat_mlm2,y_hat_mlm3,y_hat_mlm4
いなげや,2019,Q4,11.13,9.56,-24.45342853012493,-35.2280494581274,-26.00411426230671,-9.037592,-33.3891696555487,-35.611142038430565,-37.556173717462116,-44.19757336737439
いなげや,2020,Q1,45.75,11.13,-2.5869672954117773,-0.44671707084587103,-8.179856130529133,-12.596478999999999,-9.76333485809107,4.912676229282283,0.7341448420675079,121.15812906576252
いなげや,2020,Q2,22.33,45.75,24.153861308010978,30.431980494136056,41.60206259193493,-18.516766,10.066868733401547,12.213312422109,15.0886165418256,39.844788259924826
いなげや,2020,Q3,30.09,22.33,20.205689013451536,19.23293076345869,37.5901304331797,-4.277463,11.694915803750293,41.77816412621729,45.00159835375654,37.826173314859254
いなげや,2020,Q4,-9.19,30.09,3.957580919121668,21.438755902807245,17.45814791574866,15.334435000000001,15.106265791014721,13.846887634710924,16.593215999596314,-23.68882564453816
かどや製油,2018,Q1,127.07,54.28,64.78523710779518,71.38304496506525,81.44638171858709,82.07288,28.520037639898877,81.25130567588303,90.94840203333523,177.46346461672238
かどや製油,2018,Q2,101.03,127.07,120.83628539490508,125.30038411841213,115.04152975455528,31.318403000000004,111.391011681441,126.78899854269594,128.8267782707212,155.84785605971706
かどや製油,2018,Q3,81.07,101.03,95.67012763770813,101.99558178359557,110.53192643484196,36.217644,137.79114943938157,100.17821381410569,81.96582480545658,49.74062973009313
かどや製油,2018,Q4,11.46,81.07,52.99832055527594,42.508442106262216,70.4476618853152,30.8813,89.11638283979755,22.080367097976705,27.415883427330755,133.05495099947802
かどや製油,2019,Q1,98.69,11.46,40.26997566163468,105.1328052523202,49.53758822833253,54.418915000000005,70.9609594968847,32.20288271896516,17.229094235930006,107.87420544390717
かどや製油,2019,Q2,70.47,98.69,91.60529232026995,86.1764341943046,83.51520921714685,39.402786,59.965101408226026,80.72318808710861,63.25550132804392,-104.77681821519718
かどや製油,2019,Q3,60.82,70.47,70.55425277913164,64.51963920636611,77.61441709602867,63.345819999999996,46.44789435388885,80.39824122735581,73.45309863134163,169.09056135164428
かどや製油,2019,Q4,47.48,60.82,15.30649424534841,0.4079361541649753,27.576184113171443,16.514547,11.531367161847587,18.50487581673724,28.15502197457272,-74.45048184742336
かどや製油,2020,Q1,79.34,47.48,102.86360859321998,117.04362199653912,75.3554790455736,35.583054,132.10040327997012,49.40840647192454,50.8459438625714,-17.839120404169076
かどや製油,2020,Q2,68.44,79.34,71.49980291446563,61.5454896286996,75.39103273991942,83.5858,71.1172799882429,74.52812156172286,77.3393053619493,-104.82470612462748
かどや製油,2020,Q3,61.14,68.44,66.30121213389468,59.89328666808324,70.65554772869963,67.158165,54.81821834283642,49.86059487568218,50.505269740604035,-5.047126093528277
かどや製油,2020,Q4,19.52,61.14,33.36050788685847,47.628046450435725,37.407798769833384,84.572586,38.83077898113561,25.245641997495113,19.793906611983854,13.759727923950551
きんでん,2018,Q1,8.01,71.24,11.31807597055199,9.416524360201556,13.47912731334596,1.7601163,9.238131507793641,2.193066622947057,4.360524644523649,8.720783474206883
きんでん,2018,Q2,27.73,8.01,24.497461746714894,24.498743303963852,28.58133001206088,23.628395,24.34346025256039,25.51878817169966,29.894022468697987,18.71017866572788
きんでん,2018,Q3,31.43,27.73,31.587982569348913,31.35731846818296,34.747849383965566,31.027520000000003,33.1945875164036,34.399554969172755,39.17424122172497,19.233260342547513
きんでん,2018,Q4,65.78,31.43,70.99903313059197,71.27520087467724,72.56758327472366,66.28329000000001,80.84578761293972,84.80923117963911,84.59073375448742,87.59303468461178
きんでん,2019,Q1,15.17,65.78,7.159005488165254,7.5415696109135055,9.814475191020342,7.8917839999999995,12.929553624656196,6.081428048174787,5.9984782990370595,30.03782284153107
きんでん,2019,Q2,31.97,15.17,28.838044017264203,28.301204209637213,30.44411440260327,21.157904000000002,27.046078854805273,29.01955032555941,30.804198266943846,42.34787046650735
きんでん,2019,Q3,40.36,31.97,32.10549497442117,31.98728059365684,34.74340031265851,27.216137,33.33939816421346,33.52442417755674,36.61705131979153,16.503502401102082
きんでん,2019,Q4,62.84,40.36,67.85405758082177,67.23827604913744,70.86827811630654,56.43845400000001,72.83072363015688,75.9576760014017,76.47346884401549,89.05998364863035
きんでん,2020,Q1,13.2,62.84,14.628177338023045,14.753713240735747,17.05895346976234,3.797912,24.323111669398628,23.438468765676532,23.043419987735664,8.90596985628872
きんでん,2020,Q2,33.3,13.2,31.66593510982697,31.67881266318037,33.743930922068465,22.04429,36.733388747828066,36.57544452459331,35.90140566444288,4.155548225455277
きんでん,2020,Q3,47.09,33.3,40.75276086270403,40.52316787834558,42.91209067600735,31.357253999999998,46.518583848287676,42.53815472964265,43.97751389103553,74.84776289349361
きんでん,2020,Q4,63.34937768242812,47.09,63.83670301032543,63.70347838247621,66.48257253364332,55.324833,67.01938820426955,74.18452033194701,67.88308535467894,62.05864134732407
さくらインターネット,2018,Q1,1.04,3.47,327.9474322229468,0.8172259004552828,-422.7487784499981,26.20627,-393.28508189658265,-4.992855441252686,-394.29672470709914,21.54654312352386
さくらインターネット,2018,Q2,1.84,1.04,137.07400098156802,2.1756437625341083,-294.3231837695057,37.55805,53.408579200863635,2.8145536915963016,-134.9359282472769,0.8427376768722752
さくらインターネット,2018,Q3,0.98,1.84,134.41067979978806,2.792852497761268,-16.542473184724276,-12.048515,95.77326021291016,33.1015355847328,-19.11742743855666,23.787398018174372
さくらインターネット,2018,Q4,-1.45,0.98,64.45005174648972,3.0993768753997,2.630378250723272,10.1193285,565.8620532752287,-100.922233617233,146.4088397402361,-4.475748024975927
さくらインターネット,2019,Q1,4.37,-1.45,-0.12093921642713434,-0.09090178249511438,-9.895508509314837,289.1957,239.47543601735995,42.91229475112175,-65.85086366395943,55.900221496699146
さくらインターネット,2019,Q2,0.49,4.37,4.489746787270847,2.537712158551772,8.962922633190761,438.87582000000003,-41.71435326423972,-8.314183120713835,-32.288520914624314,2.1076451530592517
さくらインターネット,2019,Q3,-1.35,0.49,-3.766359313507333,0.5841656896902462,-41.883464751620494,104.29211,-10.701151458413307,-114.54723875867136,4.9918324971786205,-15.231218755618157
さくらインターネット,2019,Q4,0.88,-1.35,1.043029398847024,-2.087501964193032,0.9341197700062004,246.7453,8.124033583304367,-433.9453983675148,34.32496081318618,5.9885259763622685
さくらインターネット,2020,Q1,4.43,0.88,4.970932672829653,5.786332630100429,6.808072655283268,-97.63931,-327.5586103216322,-7.168043781921541,-0.1288904701978879,841.1431451358023
さくらインターネット,2020,Q2,4.54,4.43,0.4884626302799362,0.5347650597528754,0.6253293872558183,18.755735,4.561061569588617,-9.992744943969242,2.7540708708598634,1618.8715786523246
さくらインターネット,2020,Q3,5.27,4.54,0.4424893509945305,1.4288723115805038,2.293780835106588,185.17141999999998,6.0895282277424485,-1.4684685818015168,-0.983469103899722,435.38853106202316
さくらインターネット,2020,Q4,6.55,5.27,4.22380130703858,5.386841231332519,6.66307076361521,17.244972,1.537118451136621,-17.935116332273648,-36.93292107010123,174.64184653085854
たけびし,2018,Q1,42.78,45.07,37.639623886009176,38.15599451605354,41.77829361784395,44.130707,44.211286301031684,46.537782822292,48.79971523407053,46.09656214681422
たけびし,2018,Q2,43.45,42.78,41.101420718632724,41.44127082803132,46.49210953577506,54.752747,39.03173964933797,44.66247352869953,43.587849778404525,50.13932251682878
たけびし,2018,Q3,55.45,43.45,48.8860875079362,49.27151133421654,53.45701488679917,44.71391,49.30778373173654,50.27915840458002,46.01660549814978,56.73056327685526
たけびし,2018,Q4,32.96,55.45,50.58505416348393,51.79047869176664,54.225322160770865,53.745987,57.98779812789587,55.53604066552344,54.88549897998269,42.08280641251122
たけびし,2019,Q1,28.51,32.96,39.71279312075894,37.481173180703294,47.610156869151346,26.175320000000003,46.41897006957578,41.9427974026413,51.49330676610254,57.45104326406818
たけびし,2019,Q2,37.9,28.51,36.949776560540016,36.744794702089024,33.01533175448276,34.031372,39.362199791348594,48.89086442636199,48.461046127916795,61.56492314305433
たけびし,2019,Q3,22.81,37.9,53.7678203788661,52.907551071745175,48.3437809386709,34.825356,42.808026828166376,45.89250484549803,46.51388514436985,42.61400310569571
たけびし,2019,Q4,21.65,22.81,15.145038725843794,14.072643860005444,7.536271772840481,23.149773,34.062563413073285,27.149284200631538,31.491418056985765,53.46473207219107
たけびし,2020,Q1,26.59,21.65,23.66975050067195,23.0056796960583,17.604587501916853,31.334827,23.561430220886717,26.426356286581154,24.38744586022193,-4.63543558650872
たけびし,2020,Q2,22.84,26.59,35.855019892104785,36.994037690658395,29.101588930757565,24.623266,41.5289044641099,30.770726828568314,26.239451579276878,79.48841478633584
たけびし,2020,Q3,23.19,22.84,22.73576192325039,15.591931688552949,21.79089137572096,24.609495000000003,33.975002405053104,32.99844778938035,31.186820004432487,26.947248140795693
たけびし,2020,Q4,18.75679424095739,23.19,21.16985126490952,21.824135602433483,17.03394059254763,33.417255,26.478873817516497,37.90878434456153,36.073631881962,42.197761131848885
なとり,2018,Q1,21.3,-14.99,28.286078215556984,22.196552086457906,28.83164417290118,19.83075,14.292239235468458,25.81414174828797,29.993963460282888,76.64377516231751
なとり,2018,Q2,19.69,21.3,19.50364751117315,7.27166426878023,20.760272745814266,15.583018,12.254408874625824,13.326512733501206,15.616556950456015,21.510411812750586
なとり,2018,Q3,65.76,19.69,55.40280255762161,47.102402578807926,56.018975202949505,63.422534999999996,42.483016979380295,42.864481157684615,43.606812619945686,-7.787320775960325
なとり,2018,Q4,-22.13,65.76,-21.12566683174695,-16.350496986477275,-15.713722328400896,-18.392067,-12.773752247843506,-9.158245330676893,-14.224870865191178,2.156212056546792
なとり,2019,Q1,13.46,-22.13,24.90096851249316,21.78073582958525,26.843221538268928,24.174587,27.469074524743174,40.67011266558074,43.39251563221956,64.67738609475055
なとり,2019,Q2,22.43,13.46,20.03307933151468,20.02605710293355,19.348064120842093,24.542347,31.09737137976663,24.652487496180587,32.69657954938657,38.10111969237414
なとり,2019,Q3,60.8,22.43,59.004539745993185,65.64729271910218,58.31664619276946,59.160587,65.09926519621264,59.87967538552039,67.21482235002304,51.09345072602082
なとり,2019,Q4,-8.81,60.8,-21.67770746572504,-21.907653553608256,-21.81447108631334,-34.019108,-20.210348893263472,-24.534871165007644,-20.431792928538016,-105.02932308817371
なとり,2020,Q1,23.99,-8.81,19.710344281040808,12.74844487633339,22.291868742675465,28.603844,18.74109083831604,22.52487534654665,22.301965379984264,18.638650630382468
なとり,2020,Q2,32.72,23.99,21.44692817011454,22.06230424329723,22.941560334526738,14.75265,33.196182506686675,18.59713042651629,21.749849520374028,14.027546254475965
なとり,2020,Q3,97.8,32.72,61.317084561262575,60.59199276884762,64.08613063662524,61.021935,61.68656101189242,49.30469351292777,50.3235708059292,165.43719909408898
なとり,2020,Q4,-16.530643839966842,97.8,-6.517344092500894,-5.5414709454253375,1.1037542217194771,-16.674925,0.3075228980624161,-24.91185361911039,-29.34513100291315,-87.03037104583565
はせがわ,2018,Q1,-7.11,10.8,-11.32209249980923,-9.948435743362547,-10.97850663391535,-6.510035500000001,4.643851244602956,-11.038173062755943,-11.593001351557234,5.443404433622163
はせがわ,2018,Q2,25.19,-7.11,28.41251605061901,30.06096639269235,27.99892488082613,30.152442999999998,28.908249815990075,18.453906017989173,15.581482774531764,37.94455876458596
はせがわ,2018,Q3,-5.23,25.19,-0.813678843728261,-0.5655799876055538,-0.7668297609919481,6.171329,-0.3581450894334921,4.158981176111638,2.434623892322179,12.766408106809196
はせがわ,2018,Q4,-5.41,-5.23,14.155829572698133,10.584561477449741,13.105037834647346,17.894829,27.86238589037293,-1.4271671551202871,-7.145301993442899,-50.43459595008925
はせがわ,2019,Q1,-23.87,-5.41,-16.25103887624909,-8.392469965918734,-19.977478864045906,-1.0358157,9.74926098710489,-20.91188408332073,-24.28403876516359,-7.8235311032904065
はせがわ,2019,Q2,22.19,-23.87,23.487964491991633,22.442329875823173,15.798132140312662,-1.1967041,18.42665167578275,13.213915278385002,1.7412308715861398,8.162930944073196
はせがわ,2019,Q3,-24.21,22.19,-4.111720494718655,-5.761471206504687,-11.220298079386772,-9.405562,-8.764267909243017,-11.706958482323447,-19.164442299797656,-40.5849072499459
はせがわ,2019,Q4,-35.57,-24.21,1.1139058519289478,-9.07750851317827,-2.740226767346797,4.1358533,6.890862220377585,-25.984085365515057,-31.75632558046368,-57.78411247501117
はせがわ,2020,Q1,-21.2,-35.57,-39.27099578610823,-34.45126211246525,-43.22273263570278,-34.335457,-37.02828487101442,-48.226014189566506,-49.5562582861719,-36.942377420986304
はせがわ,2020,Q2,26.24,-21.2,22.41519397207081,22.965281895093323,8.166220280854382,-10.863275,48.98723083171467,-1.76806519128354,-9.806014324453828,-65.33587962541787
はせがわ,2020,Q3,6.87,26.24,-15.878197949692,-23.033398847217203,-24.19297025834093,-28.988965999999998,-22.333438776442332,-34.768890703414634,-44.33034375182911,-64.74799959835241
はせがわ,2020,Q4,-0.04,6.87,-4.562345628769037,-25.58633736593086,-2.5006825028074045,-12.747436,-26.84315337627049,-20.27260627486703,-16.876646976003258,6.037545044174294
はるやまホールディングス,2018,Q1,-19.79,75.12,3.988505020375962,3.5398713048289663,5.960536227056262,-6.7494817,-12.229319965304056,7.658578693998378,6.773817150253535,-80.56425540366945
はるやまホールディングス,2018,Q2,-44.17,-19.79,-24.146504421945966,-24.90290380553877,-24.101144340401877,-12.518611,-32.7911719364065,-27.678073399388488,-30.222257291814685,-34.65412331355401
はるやまホールディングス,2018,Q3,19.38,-44.17,23.011367555319918,22.926371329881054,16.782154194915435,14.562978,-4.18565421733183,35.67843505377118,33.40733240700092,1206.626211098006
はるやまホールディングス,2018,Q4,29.35,19.38,64.32444904440649,75.60858349623513,61.5839267451866,71.20795,32.13910885356904,52.02849206592328,51.60452325171832,-9.148708779810477
はるやまホールディングス,2019,Q1,-14.51,29.35,-8.42577307636485,-28.34843601984857,-18.667141746387188,-6.1486936,-35.47136678923925,-13.355143279411552,-4.735642577683848,-40.234295125768774
はるやまホールディングス,2019,Q2,-30.54,-14.51,-28.84766454382236,-43.34536848020796,-42.018719315694646,-24.303528,-48.25987244674218,-48.87386825831232,-46.884331071048564,70.419363441717
はるやまホールディングス,2019,Q3,11.98,-30.54,18.552994513838048,21.555061426587077,11.009820821863933,14.949136,5.7134461016249825,6.481982655104276,4.064040830867498,0.4174333297671637
はるやまホールディングス,2019,Q4,57.78,11.98,54.921112890791285,28.265837429073805,49.79007534550376,39.767418,30.47249861639068,36.94570429844112,39.193895939683216,30.241636238652067
はるやまホールディングス,2020,Q1,-87.77,57.78,-1.593451116907005,-10.17476459627494,-7.414475155934787,-10.402549,-22.15220177878132,-18.151230591662625,-13.777604988697247,-154.3321732020613
はるやまホールディングス,2020,Q2,-68.11,-87.77,-47.32249043852497,-31.107097869860713,-54.698404195350705,-37.353874,-13.466425123010822,-55.954892257826494,-69.47194862399692,-33.07805003607427
はるやまホールディングス,2020,Q3,-104.92,-68.11,6.595219402861326,6.3013526140382305,-18.21753632752347,30.61545,-2.6178725370591565,-36.53520485879199,-34.13843957717427,-59.47680529600621
はるやまホールディングス,2020,Q4,-125.8736463685208,-104.92,-4.375042490713838,10.216457779207076,-30.03557404883289,-27.00348,56.78346683577729,1.6389714680926772,-23.52182560328129,-83.3171783436137
ぴあ,2018,Q1,30.59,8.68,17.098472739027883,13.256882277854409,17.750004263137065,11.843397,-0.665453098913872,22.851651410846483,24.00917704711739,-48.06368149887976
ぴあ,2018,Q2,8.56,30.59,23.273380529461235,21.98617538479095,19.562744282361407,32.993590000000005,20.80961390854096,26.467331367356906,30.390156031031925,16.984866765063998
ぴあ,2018,Q3,14.05,8.56,7.001009176699552,8.620194213861783,9.309548742322416,1.2064495000000002,9.89835540582061,25.985698226062933,23.042590979044174,80.50662962754359
ぴあ,2018,Q4,5.71,14.05,10.833196746561814,9.360548306606237,12.266571880059313,11.8664255,18.564851587790944,31.36079490434122,40.09713058260212,107.25522936072413
ぴあ,2019,Q1,7.95,5.71,25.549639962426802,29.98494594851955,23.98457087633203,31.868772999999997,26.915624171714054,27.985190770100647,28.57698462424184,44.588530124105155
ぴあ,2019,Q2,15.83,7.95,8.183341438573295,4.074985292917579,8.988866801124448,33.098877,10.092045612263805,13.02971934273205,19.577985169855424,6.257486258641279
ぴあ,2019,Q3,-1.17,15.83,12.644531606352565,15.208200909292245,8.567402215011345,17.279173,13.627548572869728,5.596511222649041,5.590337957165843,24.03556846108472
ぴあ,2019,Q4,-13.68,-1.17,5.878988761375705,4.198626017654806,5.031983330560555,23.81011,17.025062259097897,-1.878607783147345,-1.1192789198202036,111.26613146611773
ぴあ,2020,Q1,-202.8,-13.68,9.541124793392363,5.5740722832838525,8.149944998478738,-2.584809,-23.751016368969545,9.667739497357957,12.702344339261684,322.24245268881725
ぴあ,2020,Q2,-113.85,-202.8,24.31360590561223,-95.9086234190113,-144.6408981844148,-62.154266,-5.147521606206624,-136.12147607242366,-150.06975774824846,464.6661616214478
ぴあ,2020,Q3,-54.34,-113.85,-78.91552736196032,-80.40970140535885,-130.5091639090328,-79.97723,-24.686168489424205,-129.28322048879235,-141.95474889148443,163.19306755886385
ぴあ,2020,Q4,-109.88,-54.34,-43.698615432839965,-43.821974442354104,-98.1608608738145,-54.318718000000004,-99.76114652760329,-5.721916447978174,12.648071657199125,322.87223746287145
やまや,2018,Q1,74.43,51.43,55.47580945338872,58.90702807153187,72.13576290462548,17.375319,75.87438744951203,76.39932222419839,67.50280606270826,57.81714988435489
やまや,2018,Q2,55.65,74.43,57.59837702064904,77.71989848697527,73.63706836842346,42.40755,91.45324114139885,77.36873080290525,71.04614498354205,97.22442007422069
やまや,2018,Q3,137.98,55.65,104.59394858225964,129.61054493722614,122.43556070015508,110.68661499999999,117.32067051566082,156.81709623278266,159.7039947838266,65.11898739569187
やまや,2018,Q4,28.6,137.98,44.43431058866853,52.2197466128795,55.88199885446632,40.17089,65.22250164546959,70.86755265456895,73.49486362766675,130.69716506512123
やまや,2019,Q1,52.52,28.6,54.45548822056232,71.40579753659459,71.43754383941697,33.48642,76.77470716212521,92.91229986343387,92.21892531976937,63.88733292982653
やまや,2019,Q2,61.34,52.52,49.72328136316538,52.662684719418046,60.946383138798936,20.515333,58.54468072966553,78.17117815383881,72.80551997288377,84.53958394044912
やまや,2019,Q3,81.97,61.34,120.09482875779072,138.57632234150424,126.00483538480538,126.37292,117.46392449183054,158.84882244461002,167.50609127677853,137.95771438711654
やまや,2019,Q4,-176.84,81.97,16.256209946181272,19.89676728820521,23.756443645819548,37.887802,-3.4510760129687696,53.71396776716938,58.76775099604356,27.903346282715567
やまや,2020,Q1,-9.96,-176.84,-139.0253527883242,-85.39527864279714,-159.2267352038124,73.69572,-140.6536317541713,-40.87680841672272,-56.766602901391146,-10.022107437174784
やまや,2020,Q2,-3.48,-9.96,28.66665379015217,33.34936812236657,-30.477587652702827,103.49535999999999,117.16795171568585,-58.282165690004824,-103.91899278750816,144.807520851934
やまや,2020,Q3,-659.24,-3.48,58.636266254967296,50.9356455742574,16.053823770776972,85.65692,-29.567147671051544,-30.067583807487782,-45.340527730744235,-379.0779605515072
やまや,2020,Q4,-156.43223813856702,-659.24,-1152.3629979831508,-976.9176377647127,-1377.713011740731,-116.05555,399.4480344116755,-648.6156288800576,-358.5648783144725,-937.4444742073464
りらいあコミュニケーションズ,2018,Q1,8.37,15.99,8.569426021686532,8.221316105027938,9.908640585746642,13.674737,11.621602390371349,12.06374197953383,12.26040173657536,-17.74035984519935
りらいあコミュニケーションズ,2018,Q2,10.9,8.37,10.49505696516348,10.900379320893103,10.738794921675064,13.493696,6.010074068152464,10.826272178802569,10.914225836373305,89.29132205260487
りらいあコミュニケーションズ,2018,Q3,8.37,10.9,14.662558982234492,14.713914994344082,14.698250888100176,13.752082999999999,10.730026120122488,10.976717669683268,12.017121671977408,34.73255932442058
りらいあコミュニケーションズ,2018,Q4,-133.32,8.37,13.102332636717005,12.937291899799927,12.171625119150765,23.689459,10.8423852277314,14.683724467283568,14.187699030266288,21.31680649099627
りらいあコミュニケーションズ,2019,Q1,20.24,-133.32,-127.54543220824905,-111.79020571461436,-174.81640848144437,77.62966,-131.37294540104983,-140.20669241335221,-212.65003336157585,-2035.907604698
りらいあコミュニケーションズ,2019,Q2,19.46,20.24,11.134358215805682,11.169277475004973,3.852953917899861,-50.056553,12.344691121114733,-11.145567244350758,4.996295108138213,-208.08409422056752
りらいあコミュニケーションズ,2019,Q3,29.63,19.46,8.570290254960822,8.581872120437088,2.4152050767292064,72.1234,5.233665452049081,-20.29494459091136,-92.8442416081186,-1029.3814930170706
りらいあコミュニケーションズ,2019,Q4,47.0,29.63,-113.54215525498499,-132.79435774314874,-123.31409618620748,54.347248,-26.750827937468785,-411.7617549635843,-467.3316195112385,-1785.3707481038175
りらいあコミュニケーションズ,2020,Q1,23.08,47.0,26.17351797606513,52.549902612044924,5.578122437102452,24.17845,43.959599042246026,-1.0443731044993159,-7.170763608583571,19.717431055584825
りらいあコミュニケーションズ,2020,Q2,19.09,23.08,15.251971930811838,19.7109077092642,2.3900927962919742,19.821663,16.873737985309187,2.159563455578123,-9.986656486648286,20.643004850983967
りらいあコミュニケーションズ,2020,Q3,22.86,19.09,14.951510881660829,29.597380164030966,2.754211407630254,19.13768,15.18254922255028,5.174724843842,-1.976049545908694,30.294827130023574
りらいあコミュニケーションズ,2020,Q4,50.59,22.86,3.671663897656472,46.40544308646302,-5.977417018188135,-6.0647400000000005,24.041672526880948,-9.657009779792132,-1.4120211616730671,-46.26832458749436
わかもと製薬,2018,Q1,2.89,3.25,0.5054229423967973,3.133720514561162,0.12465596577810878,0.72191095,4.220706408735353,2.8862829924910467,2.2436116781131688,-3.0371588827938747
わかもと製薬,2018,Q2,-3.8,2.89,-1.9475433988961173,-5.297754279008041,-1.4165233063771163,-3.484522,3.8905368084984815,-4.348967106107267,-4.366758773697114,-26.82295334424407
わかもと製薬,2018,Q3,6.43,-3.8,3.115236214267655,2.9754970240631833,3.5109350879174457,-0.015948214,3.932721794454693,-1.1385268991423416,-1.1702980383216468,1.6370500286973029
