企業名,会計年度,四半期,y_hat_ibes_comb_all
大同特殊鋼,2020,Q4,194.62664294702924
大阪ガス,2018,Q1,42.912294578809835
大阪ガス,2018,Q2,26.47441068645647
大阪ガス,2018,Q3,23.238297863166064
大阪ガス,2018,Q4,20.83096612610271
大阪ガス,2019,Q1,20.750908558345184
大阪ガス,2019,Q2,14.28814657268038
大阪ガス,2019,Q3,8.144507639796139
大阪ガス,2019,Q4,32.182520764769194
大阪ガス,2020,Q1,37.33432475107747
大阪ガス,2020,Q2,18.566165501762686
大阪ガス,2020,Q3,1.9329856147527855
大阪ガス,2020,Q4,33.500690876020464
太平洋工業,2018,Q1,32.86674471702443
太平洋工業,2018,Q2,34.160433629846715
太平洋工業,2018,Q3,33.32682219646541
太平洋工業,2018,Q4,34.38026921341186
太平洋工業,2019,Q1,30.26972447060364
太平洋工業,2019,Q2,33.30910670786617
太平洋工業,2019,Q3,31.562474677406776
太平洋工業,2019,Q4,39.72680244378395
太平洋工業,2020,Q1,17.511130610463965
太平洋工業,2020,Q2,8.519268512324384
太平洋工業,2020,Q3,44.7175270257518
太平洋工業,2020,Q4,34.19731346360129
太陽誘電,2018,Q1,36.103059475718716
太陽誘電,2018,Q2,40.64154021077847
太陽誘電,2018,Q3,40.94436631738115
太陽誘電,2018,Q4,35.84147292731168
太陽誘電,2019,Q1,38.904440545284096
太陽誘電,2019,Q2,32.81335423941654
太陽誘電,2019,Q3,57.54799091793357
太陽誘電,2019,Q4,25.23055219266358
太陽誘電,2020,Q1,18.393105859549856
太陽誘電,2020,Q2,38.327757253576216
太陽誘電,2020,Q3,42.99532792175137
太陽誘電,2020,Q4,35.89912949059758
富士フイルムホールディングス,2018,Q1,59.03165740148031
富士フイルムホールディングス,2018,Q2,58.32379151828397
富士フイルムホールディングス,2018,Q3,94.02849681733899
富士フイルムホールディングス,2018,Q4,48.17682885204691
富士フイルムホールディングス,2019,Q1,68.36915150189812
富士フイルムホールディングス,2019,Q2,63.9213994354488
富士フイルムホールディングス,2019,Q3,74.00781965796553
富士フイルムホールディングス,2019,Q4,76.82932833881632
富士フイルムホールディングス,2020,Q1,62.07284363480058
富士フイルムホールディングス,2020,Q2,67.10478357312522
富士フイルムホールディングス,2020,Q3,98.95002062376736
富士フイルムホールディングス,2020,Q4,63.66377109540309
富士通,2018,Q1,8.312437065613699
富士通,2018,Q2,28.37293194180072
富士通,2018,Q3,45.06638857988158
富士通,2018,Q4,-284.49615069359237
富士通,2019,Q1,-655.1936036267515
富士通,2019,Q2,-230.01085372483703
富士通,2019,Q3,356.8142316907269
富士通,2019,Q4,303.9153771480632
富士通,2020,Q1,-27.896973389084025
富士通,2020,Q2,92.00191861973781
富士通,2020,Q3,124.0141155349205
富士通,2020,Q4,281.51977246481704
小野薬品工業,2018,Q1,35.47394578524595
小野薬品工業,2018,Q2,16.696761655988393
小野薬品工業,2018,Q3,33.29603201123313
小野薬品工業,2018,Q4,18.8033005070837
小野薬品工業,2019,Q1,28.367836990436068
小野薬品工業,2019,Q2,25.414292349413017
小野薬品工業,2019,Q3,25.77164500669658
小野薬品工業,2019,Q4,21.102349908460827
小野薬品工業,2020,Q1,30.314105771466533
小野薬品工業,2020,Q2,28.54801802343545
小野薬品工業,2020,Q3,33.074188403337835
小野薬品工業,2020,Q4,20.901745755497945
新光電気工業,2018,Q1,4.6600418484590245
新光電気工業,2018,Q2,7.865576109829132
新光電気工業,2018,Q3,9.224952394739061
新光電気工業,2018,Q4,0.6702117241952944
新光電気工業,2019,Q1,4.199862254058163
新光電気工業,2019,Q2,1.5405776326114387
新光電気工業,2019,Q3,0.9678277359109847
新光電気工業,2019,Q4,6.978325297311344
新光電気工業,2020,Q1,13.362022738469962
新光電気工業,2020,Q2,10.241089889446538
新光電気工業,2020,Q3,12.2842922888328
新光電気工業,2020,Q4,26.386800352067375
日本ガイシ,2018,Q1,-0.48643053711782924
日本ガイシ,2018,Q2,20.58772121862171
日本ガイシ,2018,Q3,-9.997949229181373
日本ガイシ,2018,Q4,42.530121368787526
日本ガイシ,2019,Q1,29.35591626987965
日本ガイシ,2019,Q2,25.315608430543
日本ガイシ,2019,Q3,16.252100699532637
日本ガイシ,2019,Q4,48.67105513254029
日本ガイシ,2020,Q1,29.004586309832167
日本ガイシ,2020,Q2,37.486402723723884
日本ガイシ,2020,Q3,16.141771836645542
日本ガイシ,2020,Q4,31.21090420619428
日本航空電子工業,2018,Q1,30.074069760515137
日本航空電子工業,2018,Q2,34.29534662124376
日本航空電子工業,2018,Q3,37.55712995056842
日本航空電子工業,2018,Q4,29.083025291791778
日本航空電子工業,2019,Q1,22.501363278325837
日本航空電子工業,2019,Q2,28.318627197089082
日本航空電子工業,2019,Q3,33.389612231794764
日本航空電子工業,2019,Q4,26.43423050077247
日本航空電子工業,2020,Q1,21.52970810264799
日本航空電子工業,2020,Q2,12.743572733249128
日本航空電子工業,2020,Q3,25.71512335825989
日本航空電子工業,2020,Q4,24.33667824414651
日本製鉄,2018,Q1,51.16316871937013
日本製鉄,2018,Q2,66.2034619041658
日本製鉄,2018,Q3,44.45114271665945
日本製鉄,2018,Q4,57.48677354138501
日本製鉄,2019,Q1,71.19192946128496
日本製鉄,2019,Q2,41.27800405256572
日本製鉄,2019,Q3,37.40982143703673
日本製鉄,2019,Q4,-173.78606279303986
日本製鉄,2020,Q1,-144.2920253519315
日本製鉄,2020,Q2,-54.36209725891894
日本製鉄,2020,Q3,-91.44454850592516
日本製鉄,2020,Q4,21.943325221344647
日本電産,2018,Q1,98.00032519386988
日本電産,2018,Q2,106.70453610968602
日本電産,2018,Q3,93.47233396004457
日本電産,2018,Q4,71.619499038201
日本電産,2019,Q1,39.29170811986696
日本電産,2019,Q2,54.437105083202844
日本電産,2019,Q3,109.42343495534229
日本電産,2019,Q4,101.80051953084549
日本電産,2020,Q1,-11.229435146847896
日本電産,2020,Q2,52.928569368207974
日本電産,2020,Q3,62.6679995597107
日本電産,2020,Q4,65.68181838281117
日東電工,2018,Q1,89.45991426656009
日東電工,2018,Q2,137.980880000142
日東電工,2018,Q3,157.14617455236336
日東電工,2018,Q4,53.91700008774878
日東電工,2019,Q1,85.82563339322027
日東電工,2019,Q2,101.37713668002283
日東電工,2019,Q3,134.86930241252836
日東電工,2019,Q4,53.32021756591412
日東電工,2020,Q1,75.83695421000454
日東電工,2020,Q2,98.23431528239023
日東電工,2020,Q3,116.82835852820482
日東電工,2020,Q4,58.82659192092853
日清食品ホールディングス,2018,Q1,48.95673822758085
日清食品ホールディングス,2018,Q2,63.88676958048613
日清食品ホールディングス,2018,Q3,84.47960823173693
日清食品ホールディングス,2018,Q4,30.690379050583225
日清食品ホールディングス,2019,Q1,59.71372360256637
日清食品ホールディングス,2019,Q2,67.34918185480174
日清食品ホールディングス,2019,Q3,89.28584199360512
日清食品ホールディングス,2019,Q4,-36.77039776777004
日清食品ホールディングス,2020,Q1,63.46094060646828
日清食品ホールディングス,2020,Q2,49.6387235873421
日清食品ホールディングス,2020,Q3,92.04362465998798
日清食品ホールディングス,2020,Q4,31.876152453171063
日産自動車,2018,Q1,28.999258432704565
日産自動車,2018,Q2,35.31351122409351
日産自動車,2018,Q3,43.51426272165074
日産自動車,2018,Q4,28.63798797329725
日産自動車,2019,Q1,18.992005484985736
日産自動車,2019,Q2,8.989899606814934
日産自動車,2019,Q3,9.150585902422366
日産自動車,2019,Q4,-3.714957172514428
日産自動車,2020,Q1,-47.4505311030497
日産自動車,2020,Q2,-54.64260179298033
日産自動車,2020,Q3,-27.8637660971726
日産自動車,2020,Q4,26.62558065690687
日立製作所,2018,Q1,20.45573703934823
日立製作所,2018,Q2,22.455400701557135
日立製作所,2018,Q3,18.799293601472574
日立製作所,2018,Q4,72.10888956791574
日立製作所,2019,Q1,-89.8379770763124
日立製作所,2019,Q2,39.59919397483819
日立製作所,2019,Q3,-56.188333442524886
日立製作所,2019,Q4,129.13769008375365
日立製作所,2020,Q1,50.74503930996068
日立製作所,2020,Q2,41.036198543716566
日立製作所,2020,Q3,-66.70317177761673
日立製作所,2020,Q4,40.916960348841236
日立金属,2018,Q1,24.60222714916637
日立金属,2018,Q2,23.809355000664606
日立金属,2018,Q3,32.00677445971589
日立金属,2018,Q4,16.20310820687127
日立金属,2019,Q1,20.88888818432866
日立金属,2019,Q2,7.324748063882291
日立金属,2019,Q3,-30.552952354669138
日立金属,2019,Q4,-3.3581305771600922
日立金属,2020,Q1,-8.177896667027348
日立金属,2020,Q2,-13.007362307758298
日立金属,2020,Q3,-21.940577841863043
日立金属,2020,Q4,-1.1444685894654771
日鉄ソリューションズ,2018,Q1,31.951065763025703
日鉄ソリューションズ,2018,Q2,37.81039373560715
日鉄ソリューションズ,2018,Q3,37.90018206771089
日鉄ソリューションズ,2018,Q4,47.29894472716749
日鉄ソリューションズ,2019,Q1,42.99109822291713
日鉄ソリューションズ,2019,Q2,47.029626934204195
日鉄ソリューションズ,2019,Q3,45.16420441592519
日鉄ソリューションズ,2019,Q4,53.38208303952746
日鉄ソリューションズ,2020,Q1,41.998802494453045
日鉄ソリューションズ,2020,Q2,44.66679694360076
日鉄ソリューションズ,2020,Q3,46.53133597409763
日鉄ソリューションズ,2020,Q4,49.80767584311656
本田技研工業,2018,Q1,133.3032343535802
本田技研工業,2018,Q2,98.84936292931916
本田技研工業,2018,Q3,227.0809292894166
本田技研工業,2018,Q4,105.46541427776948
本田技研工業,2019,Q1,81.14238641898982
本田技研工業,2019,Q2,82.63745103265528
本田技研工業,2019,Q3,129.36196464268758
本田技研工業,2019,Q4,42.234427184055804
本田技研工業,2020,Q1,63.10696441786116
本田技研工業,2020,Q2,69.08637984796351
本田技研工業,2020,Q3,11.143909966967922
本田技研工業,2020,Q4,109.6633746662368
村田製作所,2018,Q1,124.06363275983324
村田製作所,2018,Q2,259.22740764049615
村田製作所,2018,Q3,223.8149251509629
村田製作所,2018,Q4,188.51937786786797
村田製作所,2019,Q1,158.79923202113005
村田製作所,2019,Q2,191.94917610795113
村田製作所,2019,Q3,83.23124706050666
村田製作所,2019,Q4,74.46483854811012
村田製作所,2020,Q1,41.3492235925727
村田製作所,2020,Q2,72.3399832145726
村田製作所,2020,Q3,99.15434396258074
村田製作所,2020,Q4,80.19167481073868
東レ,2018,Q1,14.654972786200952
東レ,2018,Q2,15.732596912004686
東レ,2018,Q3,16.78452446296756
東レ,2018,Q4,9.677792224123182
東レ,2019,Q1,11.865634543259842
東レ,2019,Q2,17.848157922921843
東レ,2019,Q3,13.969851125575167
東レ,2019,Q4,10.669911480869613
東レ,2020,Q1,11.220995688714165
東レ,2020,Q2,14.992750010721338
東レ,2020,Q3,12.56973994752746
東レ,2020,Q4,6.839415155652128
東京エレクトロン,2018,Q1,349.8822173389848
東京エレクトロン,2018,Q2,431.3480477763692
東京エレクトロン,2018,Q3,354.3436997576716
東京エレクトロン,2018,Q4,439.00158540659527
東京エレクトロン,2019,Q1,304.70959765192384
東京エレクトロン,2019,Q2,351.9073105685256
東京エレクトロン,2019,Q3,255.81256524597416
東京エレクトロン,2019,Q4,399.5086951604499
東京エレクトロン,2020,Q1,291.942753983991
東京エレクトロン,2020,Q2,365.17249753428
東京エレクトロン,2020,Q3,329.7296973148067
東京エレクトロン,2020,Q4,413.38215652739825
東京製鉄,2018,Q1,60.34198433961273
東京製鉄,2018,Q2,-2.3298454280664407
東京製鉄,2018,Q3,-7.116839614818747
東京製鉄,2018,Q4,2.4405355835250298
東京製鉄,2019,Q1,51.414512756205106
東京製鉄,2019,Q2,15.204756548845157
東京製鉄,2019,Q3,20.88992380916552
東京製鉄,2019,Q4,21.92908969102868
東京製鉄,2020,Q1,14.463382981627326
東京製鉄,2020,Q2,21.466489265841243
東京製鉄,2020,Q3,96.35380904214644
東京製鉄,2020,Q4,-5.737952508021904
横河電機,2018,Q1,16.976241525622253
横河電機,2018,Q2,18.569478845888284
横河電機,2018,Q3,10.931896918196362
横河電機,2018,Q4,33.10347372794296
横河電機,2019,Q1,17.51493527061418
横河電機,2019,Q2,22.888061619637877
横河電機,2019,Q3,21.940955950181706
横河電機,2019,Q4,23.029787055112855
横河電機,2020,Q1,14.89581685136266
横河電機,2020,Q2,23.67945032196317
横河電機,2020,Q3,19.16501313777038
横河電機,2020,Q4,18.883234343513635
神戸製鋼所,2018,Q1,61.12532676788801
神戸製鋼所,2018,Q2,76.97597211553824
神戸製鋼所,2018,Q3,69.20672765860982
神戸製鋼所,2018,Q4,0.8154375836126296
神戸製鋼所,2019,Q1,37.74651157408655
神戸製鋼所,2019,Q2,17.17134925442921
神戸製鋼所,2019,Q3,-22.446015469218786
神戸製鋼所,2019,Q4,26.07848657447516
神戸製鋼所,2020,Q1,-145.69707290895283
神戸製鋼所,2020,Q2,-66.56767613938095
神戸製鋼所,2020,Q3,93.32222389559976
神戸製鋼所,2020,Q4,-110.53902012324103
積水化学工業,2018,Q1,23.027224247425846
積水化学工業,2018,Q2,47.951215185558915
積水化学工業,2018,Q3,26.58770723425813
積水化学工業,2018,Q4,42.023004398887785
積水化学工業,2019,Q1,21.80991077401951
積水化学工業,2019,Q2,56.36302849280874
積水化学工業,2019,Q3,28.756456718853897
積水化学工業,2019,Q4,46.57351069694002
積水化学工業,2020,Q1,12.948828941599691
積水化学工業,2020,Q2,46.57457711218677
積水化学工業,2020,Q3,18.088091262098782
積水化学工業,2020,Q4,34.63220695753862
第一三共,2018,Q1,33.021655356122594
第一三共,2018,Q2,13.056824316429742
第一三共,2018,Q3,50.67215529837722
第一三共,2018,Q4,50.86486724528807
第一三共,2019,Q1,62.983229429897854
第一三共,2019,Q2,67.6633354468152
第一三共,2019,Q3,64.19798928786545
第一三共,2019,Q4,106.07058500588882
第一三共,2020,Q1,64.32384867163931
第一三共,2020,Q2,39.22078611834495
第一三共,2020,Q3,51.19596205873856
第一三共,2020,Q4,38.35677996202472
豊田合成,2018,Q1,29.367601604690865
豊田合成,2018,Q2,47.86175389523
豊田合成,2018,Q3,50.47317435611255
豊田合成,2018,Q4,34.534321470958254
豊田合成,2019,Q1,46.51215269707293
豊田合成,2019,Q2,35.94174508273081
豊田合成,2019,Q3,36.33082387098478
豊田合成,2019,Q4,68.82988330839987
豊田合成,2020,Q1,41.86561041173888
豊田合成,2020,Q2,39.21163722871076
豊田合成,2020,Q3,23.085191762135587
豊田合成,2020,Q4,50.03562213405734
野村不動産ホールディングス,2018,Q1,49.42581676343609
野村不動産ホールディングス,2018,Q2,52.68013602586095
野村不動産ホールディングス,2018,Q3,46.79539478252415
野村不動産ホールディングス,2018,Q4,86.33242523846513
野村不動産ホールディングス,2019,Q1,45.100871325316845
野村不動産ホールディングス,2019,Q2,48.92303776709552
野村不動産ホールディングス,2019,Q3,41.560866407099226
野村不動産ホールディングス,2019,Q4,99.90603493302682
野村不動産ホールディングス,2020,Q1,43.74221971108661
野村不動産ホールディングス,2020,Q2,48.05658523637584
野村不動産ホールディングス,2020,Q3,42.40103134144675
野村不動産ホールディングス,2020,Q4,117.5904459896105
関西ペイント,2018,Q1,12.728809187532867
関西ペイント,2018,Q2,26.35225576625692
関西ペイント,2018,Q3,25.27074467732387
関西ペイント,2018,Q4,11.803830127085622
関西ペイント,2019,Q1,20.39478789859196
関西ペイント,2019,Q2,27.394731834730013
関西ペイント,2019,Q3,21.44550233531241
関西ペイント,2019,Q4,8.27596481781945
関西ペイント,2020,Q1,8.278014980060393
関西ペイント,2020,Q2,17.506444917492367
関西ペイント,2020,Q3,23.100000028467008
関西ペイント,2020,Q4,16.71293238924168
ＪＦＥホールディングス,2018,Q1,8.145027565166155
ＪＦＥホールディングス,2018,Q2,24.812749807131507
ＪＦＥホールディングス,2018,Q3,74.18088006322691
ＪＦＥホールディングス,2018,Q4,-0.653141432352462
ＪＦＥホールディングス,2019,Q1,-8.671787624014673
ＪＦＥホールディングス,2019,Q2,7.52609555845391
ＪＦＥホールディングス,2019,Q3,38.49517656348059
ＪＦＥホールディングス,2019,Q4,113.88880129680642
ＪＦＥホールディングス,2020,Q1,-181.16876712731332
ＪＦＥホールディングス,2020,Q2,-257.2373080525768
ＪＦＥホールディングス,2020,Q3,-91.71220625772249
ＪＦＥホールディングス,2020,Q4,-121.41820048463816
ＪＳＲ,2018,Q1,29.946318066239645
ＪＳＲ,2018,Q2,39.87732277007326
ＪＳＲ,2018,Q3,39.318413204300455
ＪＳＲ,2018,Q4,34.731724454624256
ＪＳＲ,2019,Q1,36.530116869117975
ＪＳＲ,2019,Q2,32.23684782169037
ＪＳＲ,2019,Q3,32.20807347499939
ＪＳＲ,2019,Q4,19.845808439106435
ＪＳＲ,2020,Q1,24.18291082392476
ＪＳＲ,2020,Q2,19.04726906303921
ＪＳＲ,2020,Q3,8.638651951545638
ＪＳＲ,2020,Q4,22.66885556329155
ＳＣＲＥＥＮホールディングス,2018,Q1,48.304779641897966
ＳＣＲＥＥＮホールディングス,2018,Q2,137.2174297493889
ＳＣＲＥＥＮホールディングス,2018,Q3,96.02166705126493
ＳＣＲＥＥＮホールディングス,2018,Q4,124.25844819230349
ＳＣＲＥＥＮホールディングス,2019,Q1,-10.581931363689987
ＳＣＲＥＥＮホールディングス,2019,Q2,68.36315227472396
ＳＣＲＥＥＮホールディングス,2019,Q3,130.69720092784027
ＳＣＲＥＥＮホールディングス,2019,Q4,103.4040848061784
ＳＣＲＥＥＮホールディングス,2020,Q1,-125.15645545616435
ＳＣＲＥＥＮホールディングス,2020,Q2,53.10144510657739
ＳＣＲＥＥＮホールディングス,2020,Q3,37.539700814003375
ＳＣＲＥＥＮホールディングス,2020,Q4,51.67050002645345
ＳＭＣ,2018,Q1,514.1306510579338
ＳＭＣ,2018,Q2,496.5979805056811
ＳＭＣ,2018,Q3,593.3125366606803
ＳＭＣ,2018,Q4,396.0994060003162
ＳＭＣ,2019,Q1,511.4172550675922
ＳＭＣ,2019,Q2,387.7009613526485
ＳＭＣ,2019,Q3,436.9944303824492
ＳＭＣ,2019,Q4,326.02550237235266
ＳＭＣ,2020,Q1,440.9668562357185
ＳＭＣ,2020,Q2,365.8996714573202
ＳＭＣ,2020,Q3,455.4165319238029
ＳＭＣ,2020,Q4,480.81847280330055
ＳＵＢＡＲＵ,2018,Q1,24.078810519463442
ＳＵＢＡＲＵ,2018,Q2,47.98718878959481
ＳＵＢＡＲＵ,2018,Q3,57.78809901203408
ＳＵＢＡＲＵ,2018,Q4,77.09480195468196
ＳＵＢＡＲＵ,2019,Q1,72.57046774790156
ＳＵＢＡＲＵ,2019,Q2,68.82950267242269
ＳＵＢＡＲＵ,2019,Q3,67.06334937889875
ＳＵＢＡＲＵ,2019,Q4,44.37081702216448
ＳＵＢＡＲＵ,2020,Q1,23.769651328182
ＳＵＢＡＲＵ,2020,Q2,17.13788844600395
ＳＵＢＡＲＵ,2020,Q3,49.625706086665744
ＳＵＢＡＲＵ,2020,Q4,64.3182702970322
ＴＤＫ,2018,Q1,92.32339684850878
ＴＤＫ,2018,Q2,181.36787009363053
ＴＤＫ,2018,Q3,179.4470046800457
ＴＤＫ,2018,Q4,158.31062886300754
ＴＤＫ,2019,Q1,135.25265788942247
ＴＤＫ,2019,Q2,169.0028353344934
ＴＤＫ,2019,Q3,180.27078171944987
ＴＤＫ,2019,Q4,162.88156007620063
ＴＤＫ,2020,Q1,90.53386692363418
ＴＤＫ,2020,Q2,140.16897409391757
ＴＤＫ,2020,Q3,239.7972761361417
ＴＤＫ,2020,Q4,106.4477684959138
ＴＯＷＡ,2018,Q1,30.748716679086552
ＴＯＷＡ,2018,Q2,28.71971893308061
ＴＯＷＡ,2018,Q3,19.973147302437987
ＴＯＷＡ,2018,Q4,8.45222201860122
ＴＯＷＡ,2019,Q1,-1.6504465162333606
ＴＯＷＡ,2019,Q2,5.54607192716199
ＴＯＷＡ,2019,Q3,3.152404017649884
ＴＯＷＡ,2019,Q4,17.196660976311644
ＴＯＷＡ,2020,Q1,10.655903419981138
ＴＯＷＡ,2020,Q2,13.742359240785754
ＴＯＷＡ,2020,Q3,23.894463407016627
ＴＯＷＡ,2020,Q4,31.763698837135216
