企業名,会計年度,四半期,y_hat_ibes_comb_mml
大阪ガス,2018,Q1,18.74937004175029
大阪ガス,2018,Q2,14.348450037982394
大阪ガス,2018,Q3,8.059380158345585
大阪ガス,2018,Q4,17.811075870052314
大阪ガス,2019,Q1,32.66222001960807
大阪ガス,2019,Q2,16.428941404794543
大阪ガス,2019,Q3,12.5930921679301
大阪ガス,2019,Q4,36.690845040018225
大阪ガス,2020,Q1,42.591844538639215
大阪ガス,2020,Q2,17.066286542456115
大阪ガス,2020,Q3,10.465553499360832
大阪ガス,2020,Q4,41.2016462410836
太平洋工業,2018,Q1,36.86357217761805
太平洋工業,2018,Q2,35.22323982299047
太平洋工業,2018,Q3,39.61302288270838
太平洋工業,2018,Q4,46.69239815810176
太平洋工業,2019,Q1,39.46963798644756
太平洋工業,2019,Q2,29.85165916539601
太平洋工業,2019,Q3,35.74986531983521
太平洋工業,2019,Q4,40.148644013005004
太平洋工業,2020,Q1,0.9919412531751018
太平洋工業,2020,Q2,20.026132642325877
太平洋工業,2020,Q3,40.12853857656279
太平洋工業,2020,Q4,36.72641321444307
太陽誘電,2018,Q1,35.18098012983676
太陽誘電,2018,Q2,42.261400489395164
太陽誘電,2018,Q3,47.61732817754648
太陽誘電,2018,Q4,37.91286581630379
太陽誘電,2019,Q1,50.844357599325015
太陽誘電,2019,Q2,60.20925469502399
太陽誘電,2019,Q3,50.659764755755525
太陽誘電,2019,Q4,39.42227911477851
太陽誘電,2020,Q1,22.563115797233138
太陽誘電,2020,Q2,44.888778996576065
太陽誘電,2020,Q3,51.3986182852731
太陽誘電,2020,Q4,50.532364990347396
富士フイルムホールディングス,2018,Q1,51.270366027414774
富士フイルムホールディングス,2018,Q2,72.84538999696765
富士フイルムホールディングス,2018,Q3,101.68403031468587
富士フイルムホールディングス,2018,Q4,61.09426565995877
富士フイルムホールディングス,2019,Q1,52.12126100735125
富士フイルムホールディングス,2019,Q2,67.96288673911239
富士フイルムホールディングス,2019,Q3,82.16369482779065
富士フイルムホールディングス,2019,Q4,75.00188097390955
富士フイルムホールディングス,2020,Q1,71.161045571743
富士フイルムホールディングス,2020,Q2,55.44505985678473
富士フイルムホールディングス,2020,Q3,96.75167192441688
富士フイルムホールディングス,2020,Q4,92.58189084718624
富士通,2018,Q1,3.3511829725105478
富士通,2018,Q2,33.23878128996279
富士通,2018,Q3,133.02423849427268
富士通,2018,Q4,57.53233167125029
富士通,2019,Q1,11.984210818525405
富士通,2019,Q2,33.448419159397055
富士通,2019,Q3,184.86127995506652
富士通,2019,Q4,400.98618102376435
富士通,2020,Q1,167.05023552173142
富士通,2020,Q2,147.7740232867779
富士通,2020,Q3,156.02413903807624
富士通,2020,Q4,283.60247711971687
小野薬品工業,2018,Q1,24.927576873865736
小野薬品工業,2018,Q2,19.381419530837785
小野薬品工業,2018,Q3,30.62274800974141
小野薬品工業,2018,Q4,17.046290862880213
小野薬品工業,2019,Q1,29.39401150712124
小野薬品工業,2019,Q2,26.569518437160514
小野薬品工業,2019,Q3,27.507742611554463
小野薬品工業,2019,Q4,19.763934510588175
小野薬品工業,2020,Q1,30.652049975431805
小野薬品工業,2020,Q2,28.174628973463133
小野薬品工業,2020,Q3,32.221712589184754
小野薬品工業,2020,Q4,20.92296510915457
新光電気工業,2018,Q1,8.287498552245724
新光電気工業,2018,Q2,7.724826704211188
新光電気工業,2018,Q3,6.056952043536616
新光電気工業,2018,Q4,-0.8115601765552197
新光電気工業,2019,Q1,1.655208274904516
新光電気工業,2019,Q2,-1.7971967350929534
新光電気工業,2019,Q3,4.247537329693049
新光電気工業,2019,Q4,9.658104791252901
新光電気工業,2020,Q1,15.23133357666268
新光電気工業,2020,Q2,11.01371813269381
新光電気工業,2020,Q3,17.07966970213626
新光電気工業,2020,Q4,29.341595463164442
日本ガイシ,2018,Q1,-3.207733902178758
日本ガイシ,2018,Q2,2.7645305913691978
日本ガイシ,2018,Q3,-60.925956660123525
日本ガイシ,2018,Q4,38.564067746049034
日本ガイシ,2019,Q1,26.248523378577755
日本ガイシ,2019,Q2,14.001010835694947
日本ガイシ,2019,Q3,-12.533599932709455
日本ガイシ,2019,Q4,88.35468633536188
日本ガイシ,2020,Q1,69.99216587033551
日本ガイシ,2020,Q2,101.47964370465212
日本ガイシ,2020,Q3,30.799413082361895
日本ガイシ,2020,Q4,52.91421646443578
日本航空電子工業,2018,Q1,30.950644874525906
日本航空電子工業,2018,Q2,39.071210623705774
日本航空電子工業,2018,Q3,40.13346248033216
日本航空電子工業,2018,Q4,21.363225525877137
日本航空電子工業,2019,Q1,20.837042500011645
日本航空電子工業,2019,Q2,33.56684416178963
日本航空電子工業,2019,Q3,34.05896100870604
日本航空電子工業,2019,Q4,25.926456992635654
日本航空電子工業,2020,Q1,2.1972284151383126
日本航空電子工業,2020,Q2,17.195283979050565
日本航空電子工業,2020,Q3,24.049047687511088
日本航空電子工業,2020,Q4,30.445706580542787
日本製鉄,2018,Q1,60.02381659215478
日本製鉄,2018,Q2,59.754894520659576
日本製鉄,2018,Q3,58.884238500325786
日本製鉄,2018,Q4,73.69108983274174
日本製鉄,2019,Q1,65.6247137862838
日本製鉄,2019,Q2,38.02890887104673
日本製鉄,2019,Q3,33.34266631734359
日本製鉄,2019,Q4,-75.4564764810236
日本製鉄,2020,Q1,-134.9685037128956
日本製鉄,2020,Q2,-10.087839769853034
日本製鉄,2020,Q3,-172.31451682330862
日本製鉄,2020,Q4,-12.835595567021691
日本電産,2018,Q1,104.2009980061709
日本電産,2018,Q2,109.35165450169875
日本電産,2018,Q3,90.21495834689715
日本電産,2018,Q4,74.34829399901948
日本電産,2019,Q1,48.45261436836751
日本電産,2019,Q2,63.22767802913495
日本電産,2019,Q3,89.90520486852377
日本電産,2019,Q4,99.37909164223618
日本電産,2020,Q1,14.953904733732868
日本電産,2020,Q2,37.361359793318776
日本電産,2020,Q3,62.876183706770895
日本電産,2020,Q4,75.77003446718102
日東電工,2018,Q1,102.67160560869979
日東電工,2018,Q2,149.31394494373947
日東電工,2018,Q3,145.85212989699042
日東電工,2018,Q4,39.84906625220044
日東電工,2019,Q1,71.01074249661096
日東電工,2019,Q2,116.68322296532573
日東電工,2019,Q3,115.88883471365592
日東電工,2019,Q4,59.186746042967634
日東電工,2020,Q1,81.83631046078575
日東電工,2020,Q2,84.79234830692705
日東電工,2020,Q3,127.96886157923102
日東電工,2020,Q4,79.34611981188065
日清食品ホールディングス,2018,Q1,66.60339242720039
日清食品ホールディングス,2018,Q2,73.60720251267894
日清食品ホールディングス,2018,Q3,68.2879582779453
日清食品ホールディングス,2018,Q4,42.027020641449674
日清食品ホールディングス,2019,Q1,52.402066163051934
日清食品ホールディングス,2019,Q2,98.37886368296836
日清食品ホールディングス,2019,Q3,80.77264037763403
日清食品ホールディングス,2019,Q4,-45.197849020044224
日清食品ホールディングス,2020,Q1,107.49074299124037
日清食品ホールディングス,2020,Q2,23.93967425677771
日清食品ホールディングス,2020,Q3,84.99386554728197
日清食品ホールディングス,2020,Q4,13.4107009074517
日産自動車,2018,Q1,19.277490356684066
日産自動車,2018,Q2,18.95143166078169
日産自動車,2018,Q3,44.26912812561502
日産自動車,2018,Q4,22.474741044505578
日産自動車,2019,Q1,14.961043601486798
日産自動車,2019,Q2,6.13781005905157
日産自動車,2019,Q3,-4.894913133380184
日産自動車,2019,Q4,-11.110082168166144
日産自動車,2020,Q1,36.46322923157614
日産自動車,2020,Q2,-106.76463630670428
日産自動車,2020,Q3,-9.241100222040702
日産自動車,2020,Q4,148.68297431246697
日立製作所,2018,Q1,28.993709605154482
日立製作所,2018,Q2,40.242910565706374
日立製作所,2018,Q3,22.76055469292883
日立製作所,2018,Q4,96.28031516467217
日立製作所,2019,Q1,-76.75805609013997
日立製作所,2019,Q2,105.44383584919275
日立製作所,2019,Q3,-22.643999696460288
日立製作所,2019,Q4,19.14680654377238
日立製作所,2020,Q1,13.820419158657707
日立製作所,2020,Q2,60.44365678674219
日立製作所,2020,Q3,-19.90383463414094
日立製作所,2020,Q4,69.25752758754146
日立金属,2018,Q1,30.08221416953083
日立金属,2018,Q2,24.299997189762752
日立金属,2018,Q3,28.62209437298584
日立金属,2018,Q4,13.588154470467765
日立金属,2019,Q1,17.71537164517372
日立金属,2019,Q2,0.4435076443274199
日立金属,2019,Q3,-8.714950971909813
日立金属,2019,Q4,-11.141093539015005
日立金属,2020,Q1,-17.62095797839096
日立金属,2020,Q2,-8.208958593064734
日立金属,2020,Q3,-20.87063381051536
日立金属,2020,Q4,5.027288461183872
日鉄ソリューションズ,2018,Q1,30.358436977558224
日鉄ソリューションズ,2018,Q2,37.0013973623373
日鉄ソリューションズ,2018,Q3,39.323179891791774
日鉄ソリューションズ,2018,Q4,49.941644912113496
日鉄ソリューションズ,2019,Q1,43.71356503278228
日鉄ソリューションズ,2019,Q2,50.871268640617615
日鉄ソリューションズ,2019,Q3,43.09532306504673
日鉄ソリューションズ,2019,Q4,51.57536917711701
日鉄ソリューションズ,2020,Q1,33.79543379687629
日鉄ソリューションズ,2020,Q2,43.52413137255055
日鉄ソリューションズ,2020,Q3,51.223469603290276
日鉄ソリューションズ,2020,Q4,42.86645180134983
本田技研工業,2018,Q1,180.23891380233536
本田技研工業,2018,Q2,149.74599232135319
本田技研工業,2018,Q3,277.5144070106933
本田技研工業,2018,Q4,62.76056393512698
本田技研工業,2019,Q1,84.49941910402372
本田技研工業,2019,Q2,57.541540573705085
本田技研工業,2019,Q3,147.37069696824105
本田技研工業,2019,Q4,-8.577542482799217
本田技研工業,2020,Q1,-88.31561945027198
本田技研工業,2020,Q2,147.8414918275421
本田技研工業,2020,Q3,56.075434500837815
本田技研工業,2020,Q4,71.84373240571126
村田製作所,2018,Q1,172.28846172836668
村田製作所,2018,Q2,268.3524327696727
村田製作所,2018,Q3,242.4495985053392
村田製作所,2018,Q4,181.9141791974445
村田製作所,2019,Q1,73.58609741664476
村田製作所,2019,Q2,130.81910942297884
村田製作所,2019,Q3,42.34254613333721
村田製作所,2019,Q4,36.55073638740385
村田製作所,2020,Q1,45.45180160634947
村田製作所,2020,Q2,61.26076949075978
村田製作所,2020,Q3,87.37929738690214
村田製作所,2020,Q4,67.56880348734738
東レ,2018,Q1,13.548392389030079
東レ,2018,Q2,17.703790710249795
東レ,2018,Q3,16.530557628503107
東レ,2018,Q4,5.648410412901176
東レ,2019,Q1,14.26394568344795
東レ,2019,Q2,22.116121783225413
東レ,2019,Q3,11.280744317546038
東レ,2019,Q4,14.194658678464421
東レ,2020,Q1,9.536742711854782
東レ,2020,Q2,13.688025743450718
東レ,2020,Q3,13.669742780585613
東レ,2020,Q4,4.974173557089364
東京エレクトロン,2018,Q1,341.6619185878863
東京エレクトロン,2018,Q2,446.2830930244168
東京エレクトロン,2018,Q3,308.59355134546723
東京エレクトロン,2018,Q4,377.6909214287648
東京エレクトロン,2019,Q1,261.1097957335893
東京エレクトロン,2019,Q2,329.0971713298357
東京エレクトロン,2019,Q3,303.9989217441867
東京エレクトロン,2019,Q4,359.76364431762653
東京エレクトロン,2020,Q1,313.1312259075124
東京エレクトロン,2020,Q2,336.9082953035598
東京エレクトロン,2020,Q3,308.896826440914
東京エレクトロン,2020,Q4,464.48373530876523
東京製鉄,2018,Q1,55.81673551201371
東京製鉄,2018,Q2,-4.242457536202266
東京製鉄,2018,Q3,-19.394645737548085
東京製鉄,2018,Q4,14.574346302183637
東京製鉄,2019,Q1,40.03962559157562
東京製鉄,2019,Q2,45.801059208071685
東京製鉄,2019,Q3,33.88895958327327
東京製鉄,2019,Q4,8.851246012314892
東京製鉄,2020,Q1,5.953224718525077
東京製鉄,2020,Q2,-3.357672859453731
東京製鉄,2020,Q3,-15.707041331366314
東京製鉄,2020,Q4,-38.88996964065857
横河電機,2018,Q1,17.22380043208464
横河電機,2018,Q2,20.43165322982801
横河電機,2018,Q3,19.840253584976608
横河電機,2018,Q4,26.901259901838696
横河電機,2019,Q1,17.013406288315153
横河電機,2019,Q2,21.820587076983756
横河電機,2019,Q3,21.697961852374338
横河電機,2019,Q4,22.84783967768067
横河電機,2020,Q1,15.445058199475588
横河電機,2020,Q2,22.324404654689
横河電機,2020,Q3,19.753187481922122
横河電機,2020,Q4,13.823686943166855
神戸製鋼所,2018,Q1,17.536476653666444
神戸製鋼所,2018,Q2,35.11872379702184
神戸製鋼所,2018,Q3,43.011429036885175
神戸製鋼所,2018,Q4,21.403275301040694
神戸製鋼所,2019,Q1,11.310223994671864
神戸製鋼所,2019,Q2,26.53645397786373
神戸製鋼所,2019,Q3,-3.1857920610328367
神戸製鋼所,2019,Q4,-11.948393940683369
神戸製鋼所,2020,Q1,-90.25501753367986
神戸製鋼所,2020,Q2,-73.47951972740205
神戸製鋼所,2020,Q3,51.204992534866754
神戸製鋼所,2020,Q4,-45.84815050341397
積水化学工業,2018,Q1,21.70334137423396
積水化学工業,2018,Q2,50.559550151666464
積水化学工業,2018,Q3,27.26998443264577
積水化学工業,2018,Q4,44.14555915106814
積水化学工業,2019,Q1,27.0349246900854
積水化学工業,2019,Q2,61.09246390426521
積水化学工業,2019,Q3,34.739557000481874
積水化学工業,2019,Q4,39.14184767293512
積水化学工業,2020,Q1,12.235025249579417
積水化学工業,2020,Q2,38.74230995753111
積水化学工業,2020,Q3,17.435203666051056
積水化学工業,2020,Q4,38.84813785691863
第一三共,2018,Q1,34.0794019625507
第一三共,2018,Q2,15.343344183923733
第一三共,2018,Q3,51.155548920240534
第一三共,2018,Q4,44.01216961204562
第一三共,2019,Q1,75.15326966043742
第一三共,2019,Q2,60.56367995660233
第一三共,2019,Q3,40.507490239769744
第一三共,2019,Q4,54.678007452551505
第一三共,2020,Q1,48.39690630376899
第一三共,2020,Q2,40.6896120666886
第一三共,2020,Q3,47.78789597897307
第一三共,2020,Q4,46.646320290416696
豊田合成,2018,Q1,24.817189569492342
豊田合成,2018,Q2,18.165738796741376
豊田合成,2018,Q3,77.14261735620745
豊田合成,2018,Q4,46.25394277770229
豊田合成,2019,Q1,36.78213917121517
豊田合成,2019,Q2,37.96127025827371
豊田合成,2019,Q3,30.068657608615627
豊田合成,2019,Q4,88.79862884534647
豊田合成,2020,Q1,5.295163702275469
豊田合成,2020,Q2,60.70361472683288
豊田合成,2020,Q3,37.856799367174794
豊田合成,2020,Q4,80.69393769193594
野村不動産ホールディングス,2018,Q1,53.78642069786161
野村不動産ホールディングス,2018,Q2,47.54545688857726
野村不動産ホールディングス,2018,Q3,45.926040076365354
野村不動産ホールディングス,2018,Q4,117.91558133516604
野村不動産ホールディングス,2019,Q1,52.982259853602706
野村不動産ホールディングス,2019,Q2,44.3523076612662
野村不動産ホールディングス,2019,Q3,34.85714749345175
野村不動産ホールディングス,2019,Q4,125.21944410395038
野村不動産ホールディングス,2020,Q1,48.65964600913531
野村不動産ホールディングス,2020,Q2,43.812459708139244
野村不動産ホールディングス,2020,Q3,61.257432111070784
野村不動産ホールディングス,2020,Q4,110.5381122006425
関西ペイント,2018,Q1,12.690567702550064
関西ペイント,2018,Q2,29.741997256183108
関西ペイント,2018,Q3,25.912584455930173
関西ペイント,2018,Q4,10.731180807505112
関西ペイント,2019,Q1,30.320157498337476
関西ペイント,2019,Q2,25.950666360951672
関西ペイント,2019,Q3,21.724867893950545
関西ペイント,2019,Q4,1.0761006811412333
関西ペイント,2020,Q1,-0.853620193555253
関西ペイント,2020,Q2,13.475195235893358
関西ペイント,2020,Q3,26.624876592657888
関西ペイント,2020,Q4,21.098312654171796
ＪＦＥホールディングス,2018,Q1,31.03750893092362
ＪＦＥホールディングス,2018,Q2,29.589194721116048
ＪＦＥホールディングス,2018,Q3,63.21722495861283
ＪＦＥホールディングス,2018,Q4,16.290031541117376
ＪＦＥホールディングス,2019,Q1,1.9131758615314471
ＪＦＥホールディングス,2019,Q2,-14.610478093053223
ＪＦＥホールディングス,2019,Q3,16.690202061825875
ＪＦＥホールディングス,2019,Q4,24.879796614847603
ＪＦＥホールディングス,2020,Q1,-47.03959927963521
ＪＦＥホールディングス,2020,Q2,-78.37567152860454
ＪＦＥホールディングス,2020,Q3,-23.397740942618952
ＪＦＥホールディングス,2020,Q4,-131.04328885499226
ＪＳＲ,2018,Q1,36.892239272841145
ＪＳＲ,2018,Q2,44.705416099283205
ＪＳＲ,2018,Q3,47.0346166404654
ＪＳＲ,2018,Q4,33.51256189437339
ＪＳＲ,2019,Q1,30.741241993898345
ＪＳＲ,2019,Q2,28.44606961075077
ＪＳＲ,2019,Q3,38.02357175034948
ＪＳＲ,2019,Q4,24.19181605834119
ＪＳＲ,2020,Q1,22.51627105295276
ＪＳＲ,2020,Q2,18.526096845926812
ＪＳＲ,2020,Q3,27.461325464217282
ＪＳＲ,2020,Q4,23.446421316643505
ＳＣＲＥＥＮホールディングス,2018,Q1,109.16987404330787
ＳＣＲＥＥＮホールディングス,2018,Q2,128.02205600832093
ＳＣＲＥＥＮホールディングス,2018,Q3,96.0994279967503
ＳＣＲＥＥＮホールディングス,2018,Q4,119.89647184701353
ＳＣＲＥＥＮホールディングス,2019,Q1,21.52868725525846
ＳＣＲＥＥＮホールディングス,2019,Q2,108.7932956283733
ＳＣＲＥＥＮホールディングス,2019,Q3,65.41061218142585
ＳＣＲＥＥＮホールディングス,2019,Q4,90.68221192949333
ＳＣＲＥＥＮホールディングス,2020,Q1,-28.744183905797595
ＳＣＲＥＥＮホールディングス,2020,Q2,19.037633273350938
ＳＣＲＥＥＮホールディングス,2020,Q3,66.43927519883735
ＳＣＲＥＥＮホールディングス,2020,Q4,111.99181955074936
ＳＭＣ,2018,Q1,530.9770361946327
ＳＭＣ,2018,Q2,510.05127076637547
ＳＭＣ,2018,Q3,522.5976041860602
ＳＭＣ,2018,Q4,421.2408291394028
ＳＭＣ,2019,Q1,404.2466917684249
ＳＭＣ,2019,Q2,354.73375892612853
ＳＭＣ,2019,Q3,490.94562676079266
ＳＭＣ,2019,Q4,328.667154485346
ＳＭＣ,2020,Q1,441.3297572559111
ＳＭＣ,2020,Q2,484.4611759194056
ＳＭＣ,2020,Q3,541.0284898301859
ＳＭＣ,2020,Q4,608.64816611141
ＳＵＢＡＲＵ,2018,Q1,11.500153341396443
ＳＵＢＡＲＵ,2018,Q2,36.45229976775046
ＳＵＢＡＲＵ,2018,Q3,97.41687754070347
ＳＵＢＡＲＵ,2018,Q4,92.57737336935139
ＳＵＢＡＲＵ,2019,Q1,102.92947061410712
ＳＵＢＡＲＵ,2019,Q2,41.37222686511575
ＳＵＢＡＲＵ,2019,Q3,84.02516003385864
ＳＵＢＡＲＵ,2019,Q4,79.32522572173654
ＳＵＢＡＲＵ,2020,Q1,10.321795006984066
ＳＵＢＡＲＵ,2020,Q2,26.37728835033052
ＳＵＢＡＲＵ,2020,Q3,59.645502287395125
ＳＵＢＡＲＵ,2020,Q4,52.51831524541907
ＴＤＫ,2018,Q1,117.14892262250318
ＴＤＫ,2018,Q2,176.8574428609512
ＴＤＫ,2018,Q3,150.2612396661059
ＴＤＫ,2018,Q4,117.30447413650431
ＴＤＫ,2019,Q1,126.42395935202842
ＴＤＫ,2019,Q2,200.5060726123531
ＴＤＫ,2019,Q3,191.97211701831006
ＴＤＫ,2019,Q4,114.49098098592066
ＴＤＫ,2020,Q1,94.24693633910753
ＴＤＫ,2020,Q2,230.89432642874996
ＴＤＫ,2020,Q3,209.4030257626362
ＴＤＫ,2020,Q4,46.64389264132041
ＴＯＷＡ,2018,Q1,32.38055847965827
ＴＯＷＡ,2018,Q2,28.967704267081434
ＴＯＷＡ,2018,Q3,9.71349106843198
ＴＯＷＡ,2018,Q4,9.503804327818655
ＴＯＷＡ,2019,Q1,-15.392056844746314
ＴＯＷＡ,2019,Q2,4.510077284283809
ＴＯＷＡ,2019,Q3,5.132146324453092
ＴＯＷＡ,2019,Q4,13.771191606363361
ＴＯＷＡ,2020,Q1,10.82424867983395
ＴＯＷＡ,2020,Q2,16.203514616350503
ＴＯＷＡ,2020,Q3,29.716004721520903
ＴＯＷＡ,2020,Q4,33.61924280484263
