企業名,会計年度,四半期,y_hat_comb_mall
アルプスアルパイン,2020,Q2,-0.17132998378417366
アルプスアルパイン,2020,Q3,19.448626245112685
アルプスアルパイン,2020,Q4,-3.9780170745404937
アルプス物流,2018,Q1,18.69548069939632
アルプス物流,2018,Q2,17.822691383958144
アルプス物流,2018,Q3,21.570842956010825
アルプス物流,2018,Q4,18.56136647878659
アルプス物流,2019,Q1,15.192816936562718
アルプス物流,2019,Q2,15.892462376292267
アルプス物流,2019,Q3,21.56204580681021
アルプス物流,2019,Q4,12.252020815992832
アルプス物流,2020,Q1,12.1889688267079
アルプス物流,2020,Q2,14.477814557691755
アルプス物流,2020,Q3,20.943116737154742
アルプス物流,2020,Q4,23.064589293635823
アンリツ,2018,Q1,6.576991769715026
アンリツ,2018,Q2,7.936393866952936
アンリツ,2018,Q3,16.11131163761936
アンリツ,2018,Q4,15.860919936073287
アンリツ,2019,Q1,12.223736030073328
アンリツ,2019,Q2,17.319034952215425
アンリツ,2019,Q3,19.381064816247594
アンリツ,2019,Q4,23.024825886678478
アンリツ,2020,Q1,19.778109631230603
アンリツ,2020,Q2,22.702140603300478
アンリツ,2020,Q3,24.796827436273098
アンリツ,2020,Q4,32.54121501582902
アートネイチャー,2018,Q1,0.9392429201117984
アートネイチャー,2018,Q2,15.286831408844325
アートネイチャー,2018,Q3,14.931776977827843
アートネイチャー,2018,Q4,12.841485741850352
アートネイチャー,2019,Q1,8.5340014827703
アートネイチャー,2019,Q2,32.44147691913548
アートネイチャー,2019,Q3,-0.35246821883660717
アートネイチャー,2019,Q4,10.172932391638287
アートネイチャー,2020,Q1,-15.925729251048898
アートネイチャー,2020,Q2,19.256046361291393
アートネイチャー,2020,Q3,16.19884667405686
アートネイチャー,2020,Q4,11.003288477996517
イエローハット,2018,Q1,53.120418659468726
イエローハット,2018,Q2,58.559256433580074
イエローハット,2018,Q3,152.2302644402514
イエローハット,2018,Q4,66.8840164262106
イエローハット,2019,Q1,21.155068021746708
イエローハット,2019,Q2,57.92038394812471
イエローハット,2019,Q3,71.89465379126523
イエローハット,2019,Q4,31.6278043771203
イエローハット,2020,Q1,51.377871898990485
イエローハット,2020,Q2,43.14325365767688
イエローハット,2020,Q3,107.975433492659
イエローハット,2020,Q4,33.12415862500178
イソライト工業,2018,Q1,26.03752142594571
イソライト工業,2018,Q2,22.644202624936096
イソライト工業,2018,Q3,19.715363779986923
イソライト工業,2018,Q4,6.323960634906094
イソライト工業,2019,Q1,13.618266987465134
イソライト工業,2019,Q2,28.012963386299454
イソライト工業,2019,Q3,19.106518014608582
イソライト工業,2019,Q4,26.37738023610292
