企業名,会計年度,四半期,y_hat_comb_mall
シップヘルスケアホールディング,2019,Q3,58.182550559869085
シップヘルスケアホールディング,2019,Q4,82.20292321114957
シップヘルスケアホールディング,2020,Q1,41.30195495510144
シップヘルスケアホールディング,2020,Q2,54.08282508485494
シップヘルスケアホールディング,2020,Q3,76.64920492267748
シップヘルスケアホールディング,2020,Q4,82.77384066905256
シモジマ,2018,Q1,5.90264014656115
シモジマ,2018,Q2,1.7286177705954362
シモジマ,2018,Q3,25.91483220543954
シモジマ,2018,Q4,-0.5784648437373725
シモジマ,2019,Q1,4.846791504214627
シモジマ,2019,Q2,5.146738029086508
シモジマ,2019,Q3,23.98727367635923
シモジマ,2019,Q4,-5.184967956911787
シモジマ,2020,Q1,1.3801948281712244
シモジマ,2020,Q2,-1.1688717490735914
シモジマ,2020,Q3,16.33600514318685
シモジマ,2020,Q4,-6.466678395782429
シンニッタン,2018,Q1,9.854945110485298
シンニッタン,2018,Q2,9.165568196356912
シンニッタン,2018,Q3,8.79817025225412
シンニッタン,2018,Q4,3.1356561976657455
シンニッタン,2019,Q1,11.511583824938603
シンニッタン,2019,Q2,9.79174637345948
シンニッタン,2019,Q3,11.18364776087966
シンニッタン,2019,Q4,9.533578152816643
シンニッタン,2020,Q1,0.3063091467939067
シンニッタン,2020,Q2,11.138100897000522
シンニッタン,2020,Q3,26.35945904605337
シンニッタン,2020,Q4,16.36645368025922
シンフォニア　テクノロジー,2018,Q1,1.5638944694234536
シンフォニア　テクノロジー,2018,Q2,10.457615608773953
シンフォニア　テクノロジー,2018,Q3,29.20488514627766
シンフォニア　テクノロジー,2018,Q4,65.85892367163176
シンフォニア　テクノロジー,2019,Q1,13.375093348642812
シンフォニア　テクノロジー,2019,Q2,2.367890257776524
シンフォニア　テクノロジー,2019,Q3,11.932993215673472
シンフォニア　テクノロジー,2019,Q4,54.102998875825975
シンフォニア　テクノロジー,2020,Q1,-6.986634273698252
シンフォニア　テクノロジー,2020,Q2,24.653152007619575
シンフォニア　テクノロジー,2020,Q3,-4.708692855959689
シンフォニア　テクノロジー,2020,Q4,63.380709403490314
シーティーエス,2018,Q1,11.431660825532447
シーティーエス,2018,Q2,11.013314851466742
シーティーエス,2018,Q3,10.036321199236038
シーティーエス,2018,Q4,6.20713368194322
シーティーエス,2019,Q1,9.232468075961453
シーティーエス,2019,Q2,11.488349187645024
シーティーエス,2019,Q3,8.660857724903915
シーティーエス,2019,Q4,6.8959038606088425
シーティーエス,2020,Q1,-3.6910502028884147
シーティーエス,2020,Q2,14.19290707207172
シーティーエス,2020,Q3,9.407650868808869
シーティーエス,2020,Q4,8.872899163355846
シード,2018,Q1,35.05306195868867
シード,2018,Q2,6.55239995880126
シード,2018,Q3,27.807069524878944
シード,2018,Q4,16.21649825787447
シード,2019,Q1,10.403135356374166
シード,2019,Q2,7.225723092323827
シード,2019,Q3,6.568869503780261
シード,2019,Q4,9.118575591740122
シード,2020,Q1,1.3285867903102253
シード,2020,Q2,3.9647307468574793
シード,2020,Q3,6.228888907528445
シード,2020,Q4,1.3132713345523386
ジェコス,2018,Q1,27.80359350443938
ジェコス,2018,Q2,28.811337161655878
ジェコス,2018,Q3,24.587381726497817
ジェコス,2018,Q4,33.5840566499246
ジェコス,2019,Q1,27.392069061243653
ジェコス,2019,Q2,27.581088890058915
ジェコス,2019,Q3,33.12014823067227
ジェコス,2019,Q4,31.699433110945883
ジェコス,2020,Q1,26.598427591541263
ジェコス,2020,Q2,32.04230420530044
ジェコス,2020,Q3,29.252033275821738
ジェコス,2020,Q4,34.664859443716736
ジャパンフーズ,2018,Q1,93.75310608745755
ジャパンフーズ,2018,Q2,79.7098137519663
ジャパンフーズ,2018,Q3,-60.2672917894984
ジャパンフーズ,2018,Q4,-11.469088037541852
ジャパンフーズ,2019,Q1,101.29918128749316
ジャパンフーズ,2019,Q2,13.188780527889472
ジャパンフーズ,2019,Q3,-74.0020992324565
ジャパンフーズ,2019,Q4,-32.44937590378375
ジャパンフーズ,2020,Q1,73.13318238833881
ジャパンフーズ,2020,Q2,24.314494418696803
ジャパンフーズ,2020,Q3,-113.34946948193677
ジャパンフーズ,2020,Q4,-46.41634805836943
ジーエス・ユアサ　コーポレーシ,2018,Q1,5.4908197332767354
ジーエス・ユアサ　コーポレーシ,2018,Q2,6.802917760514703
ジーエス・ユアサ　コーポレーシ,2018,Q3,12.495607551650426
ジーエス・ユアサ　コーポレーシ,2018,Q4,35.01883201170803
ジーエス・ユアサ　コーポレーシ,2019,Q1,-6.14323464364472
ジーエス・ユアサ　コーポレーシ,2019,Q2,37.60877050928675
ジーエス・ユアサ　コーポレーシ,2019,Q3,-20.784493935584827
ジーエス・ユアサ　コーポレーシ,2019,Q4,51.014696985730936
ジーエス・ユアサ　コーポレーシ,2020,Q1,31.443350295634712
ジーエス・ユアサ　コーポレーシ,2020,Q2,23.237389925549635
ジーエス・ユアサ　コーポレーシ,2020,Q3,50.1896751472187
ジーエス・ユアサ　コーポレーシ,2020,Q4,63.96950364120441
ジーテクト,2018,Q1,81.26014300455134
ジーテクト,2018,Q2,36.33974060344209
ジーテクト,2018,Q3,89.28917637843173
ジーテクト,2018,Q4,91.81419885562994
ジーテクト,2019,Q1,117.24688164836228
ジーテクト,2019,Q2,111.29621619842483
ジーテクト,2019,Q3,38.123638795892425
ジーテクト,2019,Q4,57.143534608149444
ジーテクト,2020,Q1,-33.116158097188254
ジーテクト,2020,Q2,-18.725064289608493
ジーテクト,2020,Q3,29.88108821944453
ジーテクト,2020,Q4,-4.143483975692954
スクウェア・エニックス・ホール,2018,Q1,30.15230226493714
スクウェア・エニックス・ホール,2018,Q2,46.224553903150046
スクウェア・エニックス・ホール,2018,Q3,36.569404821643104
スクウェア・エニックス・ホール,2018,Q4,39.08583628865101
スクウェア・エニックス・ホール,2019,Q1,44.857656862265785
スクウェア・エニックス・ホール,2019,Q2,61.87621436265481
スクウェア・エニックス・ホール,2019,Q3,56.401875458723474
スクウェア・エニックス・ホール,2019,Q4,27.539820512448507
スクウェア・エニックス・ホール,2020,Q1,83.2238542533959
スクウェア・エニックス・ホール,2020,Q2,45.549230665230276
スクウェア・エニックス・ホール,2020,Q3,78.23470632109107
スクウェア・エニックス・ホール,2020,Q4,66.69177810625999
スクロール,2018,Q1,6.575250536754885
スクロール,2018,Q2,-1.855161885322231
スクロール,2018,Q3,4.895199503068178
スクロール,2018,Q4,-1.7454694812434646
スクロール,2019,Q1,14.798839074016362
スクロール,2019,Q2,-6.562169639721098
スクロール,2019,Q3,8.318754158293014
スクロール,2019,Q4,-7.14320178124692
スクロール,2020,Q1,26.633016783855464
スクロール,2020,Q2,2.7362763126379166
スクロール,2020,Q3,28.796643700776116
スクロール,2020,Q4,25.350093885824805
スズキ,2018,Q1,153.94171413265462
スズキ,2018,Q2,107.65811543907884
スズキ,2018,Q3,150.2470737116281
スズキ,2018,Q4,30.206465747076358
スズキ,2019,Q1,125.51083929159736
スズキ,2019,Q2,49.36767834727757
スズキ,2019,Q3,118.30805142168143
スズキ,2019,Q4,17.00904637242088
スズキ,2020,Q1,30.880821911192307
スズキ,2020,Q2,42.005563693416164
スズキ,2020,Q3,63.09001240319124
スズキ,2020,Q4,85.83619388352493
スズケン,2018,Q1,29.881163901219168
スズケン,2018,Q2,81.26548965479267
スズケン,2018,Q3,96.79508207251146
スズケン,2018,Q4,82.6185548651551
スズケン,2019,Q1,57.26690365455643
スズケン,2019,Q2,80.94537151054787
スズケン,2019,Q3,90.19101716890626
スズケン,2019,Q4,54.9989563525431
スズケン,2020,Q1,25.733566396387015
スズケン,2020,Q2,35.660481256608634
スズケン,2020,Q3,71.80076509216377
スズケン,2020,Q4,15.013692281524607
スズデン,2018,Q1,22.786702035532482
スズデン,2018,Q2,23.14894442049556
スズデン,2018,Q3,20.26694161606065
スズデン,2018,Q4,24.792751486723112
スズデン,2019,Q1,16.985227977816955
スズデン,2019,Q2,23.40980816945149
スズデン,2019,Q3,13.851771909532744
スズデン,2019,Q4,21.160756509986445
スズデン,2020,Q1,16.456296061342236
スズデン,2020,Q2,21.881881263714714
スズデン,2020,Q3,14.650428095331614
スズデン,2020,Q4,31.003071633267314
スタンレー電気,2018,Q1,54.387647588633726
スタンレー電気,2018,Q2,50.268386018540824
スタンレー電気,2018,Q3,63.35514749411175
スタンレー電気,2018,Q4,53.548079727683024
スタンレー電気,2019,Q1,53.00102463800397
スタンレー電気,2019,Q2,46.50970079789857
スタンレー電気,2019,Q3,51.55571920206946
スタンレー電気,2019,Q4,6.719312739720342
スタンレー電気,2020,Q1,9.614154005557655
スタンレー電気,2020,Q2,30.70703200642825
スタンレー電気,2020,Q3,44.77032450046004
スタンレー電気,2020,Q4,48.79095434289708
スターゼン,2018,Q1,126.40958810936293
スターゼン,2018,Q2,124.27351850156992
スターゼン,2018,Q3,144.96027718082706
スターゼン,2018,Q4,85.80717963609604
スターゼン,2019,Q1,118.4388879685096
スターゼン,2019,Q2,90.99866470404196
スターゼン,2019,Q3,176.23152594974556
スターゼン,2019,Q4,70.00213422142879
スターゼン,2020,Q1,56.71069277099235
スターゼン,2020,Q2,34.36161074525664
スターゼン,2020,Q3,157.94862034296705
スターゼン,2020,Q4,96.58619989547681
スターツコーポレーション,2018,Q1,55.127479383374194
スターツコーポレーション,2018,Q2,60.50053895210702
スターツコーポレーション,2018,Q3,71.02135537741009
スターツコーポレーション,2018,Q4,75.29250557407882
スターツコーポレーション,2019,Q1,62.11083583483899
スターツコーポレーション,2019,Q2,82.75044836228732
スターツコーポレーション,2019,Q3,61.52829416207901
スターツコーポレーション,2019,Q4,103.19598787166203
スターツコーポレーション,2020,Q1,72.92768414196948
スターツコーポレーション,2020,Q2,91.31492561928407
スターツコーポレーション,2020,Q3,86.97292329671352
スターツコーポレーション,2020,Q4,89.96920188726696
ステラ　ケミファ,2018,Q1,7.922657131510786
ステラ　ケミファ,2018,Q2,76.17421033119044
ステラ　ケミファ,2018,Q3,37.01122245112261
ステラ　ケミファ,2018,Q4,22.39646538391827
ステラ　ケミファ,2019,Q1,33.282329200979014
ステラ　ケミファ,2019,Q2,12.079223345279928
ステラ　ケミファ,2019,Q3,36.71426705306643
ステラ　ケミファ,2019,Q4,48.62917526567683
ステラ　ケミファ,2020,Q1,53.95723307479999
ステラ　ケミファ,2020,Q2,39.273821546815114
ステラ　ケミファ,2020,Q3,70.33474738454765
ステラ　ケミファ,2020,Q4,49.44193727367865
セイコーエプソン,2018,Q1,44.27972017250803
セイコーエプソン,2018,Q2,29.420565954663935
セイコーエプソン,2018,Q3,60.09671259868429
セイコーエプソン,2018,Q4,37.61371224641918
セイコーエプソン,2019,Q1,17.58748505903977
セイコーエプソン,2019,Q2,-0.6718197641133484
セイコーエプソン,2019,Q3,-0.7112008881327654
セイコーエプソン,2019,Q4,9.758805827756454
セイコーエプソン,2020,Q1,-38.29914403832243
セイコーエプソン,2020,Q2,23.692766669766378
セイコーエプソン,2020,Q3,53.733925910871825
セイコーエプソン,2020,Q4,36.8717519669825
セイコーホールディングス,2018,Q1,76.75611157564859
セイコーホールディングス,2018,Q2,180.58845943393948
セイコーホールディングス,2018,Q3,89.96857250801051
セイコーホールディングス,2018,Q4,44.242621843679295
セイコーホールディングス,2019,Q1,57.60210236739389
セイコーホールディングス,2019,Q2,97.9684607192676
セイコーホールディングス,2019,Q3,69.67523947349724
セイコーホールディングス,2019,Q4,0.8306997968632913
セイコーホールディングス,2020,Q1,-75.88877804378026
セイコーホールディングス,2020,Q2,43.355050106456375
セイコーホールディングス,2020,Q3,72.18988323872125
セイコーホールディングス,2020,Q4,-43.348760360928885
セイノーホールディングス,2018,Q1,17.620099866533614
セイノーホールディングス,2018,Q2,22.153231102760945
セイノーホールディングス,2018,Q3,31.677129278591046
セイノーホールディングス,2018,Q4,16.900081703323597
セイノーホールディングス,2019,Q1,30.241400450173575
セイノーホールディングス,2019,Q2,20.252023898060074
セイノーホールディングス,2019,Q3,-4.685865514791474
セイノーホールディングス,2019,Q4,-5.979148534348287
セイノーホールディングス,2020,Q1,15.8469280036958
セイノーホールディングス,2020,Q2,69.53528887393843
セイノーホールディングス,2020,Q3,60.27843760289733
セイノーホールディングス,2020,Q4,32.89971224021459
セガサミーホールディングス,2018,Q1,15.281092333084857
セガサミーホールディングス,2018,Q2,57.048185041823714
セガサミーホールディングス,2018,Q3,20.883932086745723
セガサミーホールディングス,2018,Q4,-2.480625819870019
セガサミーホールディングス,2019,Q1,13.525166029491379
セガサミーホールディングス,2019,Q2,38.4879926730667
セガサミーホールディングス,2019,Q3,33.94414586771905
セガサミーホールディングス,2019,Q4,-14.092550548258334
セガサミーホールディングス,2020,Q1,-21.717925714513704
セガサミーホールディングス,2020,Q2,4.3597816243902985
セガサミーホールディングス,2020,Q3,29.431001158500898
セガサミーホールディングス,2020,Q4,-30.924877175786605
セコム,2018,Q1,95.01347078635442
セコム,2018,Q2,81.0366415227818
セコム,2018,Q3,103.64572154964276
セコム,2018,Q4,89.49140521334294
セコム,2019,Q1,120.64659506740949
セコム,2019,Q2,116.65606779298787
セコム,2019,Q3,128.91911591654224
セコム,2019,Q4,100.33552777611263
セコム,2020,Q1,114.25212634832516
セコム,2020,Q2,100.73237364990446
セコム,2020,Q3,116.78422357265822
セコム,2020,Q4,101.91434404617789
センコーグループホールディング,2018,Q1,14.013965586935749
センコーグループホールディング,2018,Q2,18.094293358183084
センコーグループホールディング,2018,Q3,26.507455713339347
センコーグループホールディング,2018,Q4,14.113250785498542
センコーグループホールディング,2019,Q1,17.13944076590901
センコーグループホールディング,2019,Q2,23.615303175163355
センコーグループホールディング,2019,Q3,28.041312486409065
センコーグループホールディング,2019,Q4,14.041481983339079
センコーグループホールディング,2020,Q1,17.93216537474508
センコーグループホールディング,2020,Q2,18.89130328814599
センコーグループホールディング,2020,Q3,25.270320292750206
センコーグループホールディング,2020,Q4,11.049359680257341
セントケア・ホールディング,2018,Q1,21.88115582483423
セントケア・ホールディング,2018,Q2,43.55957978721345
セントケア・ホールディング,2018,Q3,29.569995126855492
セントケア・ホールディング,2018,Q4,17.13500533471761
セントケア・ホールディング,2019,Q1,29.240469292075193
セントケア・ホールディング,2019,Q2,47.33628119834182
セントケア・ホールディング,2019,Q3,18.93302064202494
セントケア・ホールディング,2019,Q4,-20.033436165565142
セントケア・ホールディング,2020,Q1,36.18975967677886
セントケア・ホールディング,2020,Q2,18.31488268586862
セントケア・ホールディング,2020,Q3,19.527681805967347
セントケア・ホールディング,2020,Q4,14.464717154162992
セントラルスポーツ,2018,Q1,56.40242504952605
セントラルスポーツ,2018,Q2,47.55747475588491
セントラルスポーツ,2018,Q3,48.1838017140283
セントラルスポーツ,2018,Q4,60.38819703245963
セントラルスポーツ,2019,Q1,59.70868681044372
セントラルスポーツ,2019,Q2,57.68536726170059
セントラルスポーツ,2019,Q3,47.96383962414213
セントラルスポーツ,2019,Q4,67.37450217855249
セントラルスポーツ,2020,Q1,22.933376429590076
セントラルスポーツ,2020,Q2,-17.265136990441608
セントラルスポーツ,2020,Q3,-4.497088798392403
セントラルスポーツ,2020,Q4,79.29060360614719
セントラル硝子,2018,Q1,27.35437791407559
セントラル硝子,2018,Q2,65.54868347625624
セントラル硝子,2018,Q3,43.28751538996973
セントラル硝子,2018,Q4,54.01746788059192
セントラル硝子,2019,Q1,29.14873157469753
セントラル硝子,2019,Q2,46.10013579940263
セントラル硝子,2019,Q3,33.70731755345672
セントラル硝子,2019,Q4,32.64405532451344
セントラル硝子,2020,Q1,29.17809832184465
セントラル硝子,2020,Q2,22.26647197298904
セントラル硝子,2020,Q3,11.970167743562982
セントラル硝子,2020,Q4,39.47482620651196
セーレン,2018,Q1,26.227063367990457
セーレン,2018,Q2,24.7396446604791
セーレン,2018,Q3,30.22407535469973
セーレン,2018,Q4,26.27202748927661
セーレン,2019,Q1,30.192574946659743
セーレン,2019,Q2,27.33427652687309
セーレン,2019,Q3,28.828728980111116
セーレン,2019,Q4,28.135166537178247
セーレン,2020,Q1,29.517739075704675
セーレン,2020,Q2,26.836559246845024
セーレン,2020,Q3,29.54241602852137
セーレン,2020,Q4,30.496417831256007
ゼビオホールディングス,2018,Q1,35.49858002671404
ゼビオホールディングス,2018,Q2,6.458238912910266
ゼビオホールディングス,2018,Q3,23.029775535510165
ゼビオホールディングス,2018,Q4,-6.1524752732078944
ゼビオホールディングス,2019,Q1,37.695307232212635
ゼビオホールディングス,2019,Q2,1.3369686722654712
ゼビオホールディングス,2019,Q3,14.388102300939678
ゼビオホールディングス,2019,Q4,-7.705267442902242
ゼビオホールディングス,2020,Q1,18.09850939446266
ゼビオホールディングス,2020,Q2,31.95394848701157
ゼビオホールディングス,2020,Q3,1.053950735988969
ゼビオホールディングス,2020,Q4,-3.429099650523485
ゼンショーホールディングス,2018,Q1,12.09615331108453
ゼンショーホールディングス,2018,Q2,20.17379922468455
ゼンショーホールディングス,2018,Q3,15.60274899586513
ゼンショーホールディングス,2018,Q4,12.673854387500917
ゼンショーホールディングス,2019,Q1,20.381578578214956
ゼンショーホールディングス,2019,Q2,34.598655916153504
ゼンショーホールディングス,2019,Q3,32.40168019916821
ゼンショーホールディングス,2019,Q4,14.214250154547557
ゼンショーホールディングス,2020,Q1,-6.770045621030462
ゼンショーホールディングス,2020,Q2,12.576893444122137
ゼンショーホールディングス,2020,Q3,20.3560037313781
ゼンショーホールディングス,2020,Q4,-3.0879279275023377
ゼンリン,2018,Q1,-1.7257802159431326
ゼンリン,2018,Q2,0.5116437442596713
ゼンリン,2018,Q3,2.083641440199436
ゼンリン,2018,Q4,28.80139457778994
ゼンリン,2019,Q1,4.135815505662545
ゼンリン,2019,Q2,-2.7400188182276404
ゼンリン,2019,Q3,-0.6023121880206658
ゼンリン,2019,Q4,36.25462413819678
ゼンリン,2020,Q1,-6.679715951286978
ゼンリン,2020,Q2,-0.4277914734252697
ゼンリン,2020,Q3,1.8357575305344866
ゼンリン,2020,Q4,31.38005670751315
ソトー,2018,Q1,15.537428290803968
ソトー,2018,Q2,11.917916268581047
ソトー,2018,Q3,4.926765859313972
ソトー,2018,Q4,4.815411583580519
ソトー,2019,Q1,8.4920195678807
ソトー,2019,Q2,8.142640552498946
ソトー,2019,Q3,2.7992824356493915
ソトー,2019,Q4,-3.2910127007823333
ソトー,2020,Q1,2.1940960165282988
ソトー,2020,Q2,-7.779778042157583
ソトー,2020,Q3,-11.294318847137792
ソトー,2020,Q4,-9.612226513084277
ソニーグループ,2018,Q1,159.99447577276322
ソニーグループ,2018,Q2,125.20522164062103
ソニーグループ,2018,Q3,68.42206415758741
ソニーグループ,2018,Q4,111.85924691343573
ソニーグループ,2019,Q1,234.95461089128835
ソニーグループ,2019,Q2,227.99858872258915
ソニーグループ,2019,Q3,250.79317453880702
ソニーグループ,2019,Q4,99.18900890609017
ソニーグループ,2020,Q1,111.15697048527925
ソニーグループ,2020,Q2,59.31473046904002
ソニーグループ,2020,Q3,159.29113929122087
ソニーグループ,2020,Q4,72.0828088157157
ソネック,2018,Q1,12.975297967445263
ソネック,2018,Q2,23.24575965175392
ソネック,2018,Q3,32.09350676377396
ソネック,2018,Q4,15.46726178288595
ソネック,2019,Q1,19.543685425102673
ソネック,2019,Q2,20.60541703195026
ソネック,2019,Q3,15.404133047295517
ソネック,2019,Q4,27.324925667142246
ソネック,2020,Q1,18.233904551099492
ソネック,2020,Q2,20.27216035707876
ソネック,2020,Q3,30.391820840369736
ソネック,2020,Q4,37.35653604009187
ソフトクリエイトホールディング,2018,Q1,25.053159741490393
ソフトクリエイトホールディング,2018,Q2,25.87623531210561
ソフトクリエイトホールディング,2018,Q3,33.58494766360085
ソフトクリエイトホールディング,2018,Q4,9.729685089529378
ソフトクリエイトホールディング,2019,Q1,24.009282617445415
ソフトクリエイトホールディング,2019,Q2,44.327291782743984
ソフトクリエイトホールディング,2019,Q3,27.122256457213286
ソフトクリエイトホールディング,2019,Q4,24.808150383030295
ソフトクリエイトホールディング,2020,Q1,29.93390855119186
ソフトクリエイトホールディング,2020,Q2,37.215635030976614
ソフトクリエイトホールディング,2020,Q3,37.08190261728116
ソフトクリエイトホールディング,2020,Q4,19.498319813857016
ソースネクスト,2018,Q1,39.01994846137626
ソースネクスト,2018,Q2,9.927672143240638
ソースネクスト,2018,Q3,7.650127914345058
ソースネクスト,2018,Q4,4.8313923648491555
ソースネクスト,2019,Q1,8.64821561260716
ソースネクスト,2019,Q2,7.2998992629315556
ソースネクスト,2019,Q3,7.480756508406371
ソースネクスト,2019,Q4,-2.2063547382879927
ソースネクスト,2020,Q1,-1.0119814174535642
ソースネクスト,2020,Q2,1.4091440431371736
ソースネクスト,2020,Q3,3.9322498771327012
ソースネクスト,2020,Q4,3.3773945918562185
ソーダニッカ,2018,Q1,10.619663834066548
ソーダニッカ,2018,Q2,11.319659417935613
ソーダニッカ,2018,Q3,10.790672381461832
ソーダニッカ,2018,Q4,9.868935208496909
ソーダニッカ,2019,Q1,9.462008048328542
ソーダニッカ,2019,Q2,8.604104073890277
ソーダニッカ,2019,Q3,10.692685050512472
ソーダニッカ,2019,Q4,5.6483314307969135
ソーダニッカ,2020,Q1,7.356446981327752
ソーダニッカ,2020,Q2,5.382708323423088
ソーダニッカ,2020,Q3,10.181147052629502
ソーダニッカ,2020,Q4,6.865920228546003
タイガースポリマー,2018,Q1,22.802068726316556
タイガースポリマー,2018,Q2,25.069489326670116
タイガースポリマー,2018,Q3,27.20270137166279
タイガースポリマー,2018,Q4,32.73725850078995
タイガースポリマー,2019,Q1,18.578043834851115
タイガースポリマー,2019,Q2,16.50411773378422
タイガースポリマー,2019,Q3,11.734666790946402
タイガースポリマー,2019,Q4,8.310349129076876
タイガースポリマー,2020,Q1,1.3866722328895285
タイガースポリマー,2020,Q2,-11.558566786750152
タイガースポリマー,2020,Q3,12.441455174013175
タイガースポリマー,2020,Q4,8.676928585170762
タカノ,2018,Q1,17.259630940518367
タカノ,2018,Q2,13.01094707858152
タカノ,2018,Q3,12.550488627944194
タカノ,2018,Q4,32.06700199699227
タカノ,2019,Q1,15.114378728630333
タカノ,2019,Q2,11.534779246589274
タカノ,2019,Q3,9.550546986785513
タカノ,2019,Q4,35.29900781721068
タカノ,2020,Q1,-7.508166101921279
タカノ,2020,Q2,-1.4556834945722328
タカノ,2020,Q3,3.402935972042377
タカノ,2020,Q4,34.35774994128044
タカミヤ,2018,Q1,5.393656347211617
タカミヤ,2018,Q2,12.518269450106686
タカミヤ,2018,Q3,13.869849425226443
タカミヤ,2018,Q4,13.625107897244154
タカミヤ,2019,Q1,6.902156021042325
タカミヤ,2019,Q2,11.008425000350885
タカミヤ,2019,Q3,10.002030350785017
タカミヤ,2019,Q4,10.731081525586514
タカミヤ,2020,Q1,2.6739195778914167
タカミヤ,2020,Q2,3.808342073070714
タカミヤ,2020,Q3,10.53421749384421
タカミヤ,2020,Q4,5.050264622934905
タカラスタンダード,2018,Q1,31.52509522307753
タカラスタンダード,2018,Q2,33.27485019598544
タカラスタンダード,2018,Q3,43.50214221265794
タカラスタンダード,2018,Q4,19.833206089053437
タカラスタンダード,2019,Q1,31.224343532009005
タカラスタンダード,2019,Q2,40.98217025872409
タカラスタンダード,2019,Q3,41.684092031418224
タカラスタンダード,2019,Q4,10.430689513488279
タカラスタンダード,2020,Q1,19.416877362339978
タカラスタンダード,2020,Q2,26.084388662759018
タカラスタンダード,2020,Q3,39.116148758843984
タカラスタンダード,2020,Q4,16.008119053476175
タカラトミー,2018,Q1,6.814199737904372
タカラトミー,2018,Q2,26.407996890210615
タカラトミー,2018,Q3,36.787873305885704
タカラトミー,2018,Q4,-4.241197233219161
タカラトミー,2019,Q1,18.400745242372075
タカラトミー,2019,Q2,24.12567566801468
タカラトミー,2019,Q3,32.8590933193192
タカラトミー,2019,Q4,-13.41221120652555
タカラトミー,2020,Q1,-1.9307643324407926
タカラトミー,2020,Q2,12.707876429618132
タカラトミー,2020,Q3,33.86022686549817
タカラトミー,2020,Q4,-7.341796207045952
タカラバイオ,2018,Q1,-0.8843674565164898
タカラバイオ,2018,Q2,5.48526993675223
タカラバイオ,2018,Q3,7.218567634670602
タカラバイオ,2018,Q4,20.794409610872282
タカラバイオ,2019,Q1,13.641516917238869
タカラバイオ,2019,Q2,30.231783568715276
タカラバイオ,2019,Q3,3.720273969516574
タカラバイオ,2019,Q4,14.106959754267422
タカラバイオ,2020,Q1,3.520054079649571
タカラバイオ,2020,Q2,10.917527362361602
タカラバイオ,2020,Q3,17.749288395088872
タカラバイオ,2020,Q4,23.97690895968095
タカラレーベン,2018,Q1,7.014288795846829
タカラレーベン,2018,Q2,5.158426571178352
タカラレーベン,2018,Q3,3.2373927313047894
タカラレーベン,2018,Q4,42.09450739246928
タカラレーベン,2019,Q1,-0.2933577111387947
タカラレーベン,2019,Q2,29.50138452288503
タカラレーベン,2019,Q3,7.593730528304374
タカラレーベン,2019,Q4,33.34604155401989
タカラレーベン,2020,Q1,3.5581871300055132
タカラレーベン,2020,Q2,14.840174052928353
タカラレーベン,2020,Q3,9.893380023249014
タカラレーベン,2020,Q4,23.690641973690447
タキロンシーアイ,2018,Q1,10.676993918889645
タキロンシーアイ,2018,Q2,12.594962348071464
タキロンシーアイ,2018,Q3,15.432987819653352
タキロンシーアイ,2018,Q4,14.774115754198174
タキロンシーアイ,2019,Q1,12.977722498334156
タキロンシーアイ,2019,Q2,12.137236950669603
タキロンシーアイ,2019,Q3,11.89354105525187
タキロンシーアイ,2019,Q4,24.57651155180387
タキロンシーアイ,2020,Q1,18.00319286940584
タキロンシーアイ,2020,Q2,16.835218810343676
タキロンシーアイ,2020,Q3,45.845213240232226
タキロンシーアイ,2020,Q4,25.442610099090093
タクマ,2018,Q1,18.722222599747294
タクマ,2018,Q2,31.132209487480186
タクマ,2018,Q3,29.269137795875157
タクマ,2018,Q4,36.042140507854015
タクマ,2019,Q1,16.28690775694542
タクマ,2019,Q2,14.865392786487742
タクマ,2019,Q3,22.31020383504451
タクマ,2019,Q4,36.35027175197007
タクマ,2020,Q1,17.160854276163178
タクマ,2020,Q2,34.262192220982925
タクマ,2020,Q3,20.06568804807769
タクマ,2020,Q4,24.928880649253088
タケエイ,2018,Q1,9.029069009731133
タケエイ,2018,Q2,8.039581339585258
タケエイ,2018,Q3,13.739977858926318
タケエイ,2018,Q4,12.56353888163078
タケエイ,2019,Q1,10.047939136974758
タケエイ,2019,Q2,14.836006883002977
タケエイ,2019,Q3,11.98107946323132
タケエイ,2019,Q4,12.255849650984509
タケエイ,2020,Q1,8.360396180367115
タケエイ,2020,Q2,23.06253865958803
タケエイ,2020,Q3,17.79023338747703
タケエイ,2020,Q4,26.56905609780887
タダノ,2018,Q1,19.4076142070293
タダノ,2018,Q2,15.769950251919436
タダノ,2018,Q3,19.632416928633745
タダノ,2018,Q4,24.770797333123888
タダノ,2019,Q1,24.639328751066707
タダノ,2019,Q2,48.17466120998881
タダノ,2019,Q3,18.903996619962356
タダノ,2019,Q4,28.36374478382743
タダノ,2020,Q1,1.3410574515795326
タダノ,2020,Q2,-8.104651926484616
タダノ,2020,Q3,-10.088957852407155
タダノ,2020,Q4,-22.794879455532445
タチエス,2018,Q1,31.155654982600318
タチエス,2018,Q2,26.120328021911963
タチエス,2018,Q3,18.230529055999398
タチエス,2018,Q4,55.70189984130493
タチエス,2019,Q1,-2.4233846949014817
タチエス,2019,Q2,6.8049629538203265
タチエス,2019,Q3,18.613333676618367
タチエス,2019,Q4,27.271353778096135
タチエス,2020,Q1,-78.69030991965545
タチエス,2020,Q2,-59.89816027986825
タチエス,2020,Q3,-20.618588389677562
タチエス,2020,Q4,30.540380348141092
タツタ電線,2018,Q1,13.32396317549339
タツタ電線,2018,Q2,14.543307190509571
