企業名,会計年度,四半期,y_hat_comb_uml
クワザワホールディングス,2019,Q1,2.926387982736144
クワザワホールディングス,2019,Q2,40.86692868283241
クワザワホールディングス,2019,Q3,39.78954845990626
クワザワホールディングス,2019,Q4,11.116578457180946
クワザワホールディングス,2020,Q1,6.950378825054725
クワザワホールディングス,2020,Q2,35.35973844369546
クワザワホールディングス,2020,Q3,25.31226878705909
クワザワホールディングス,2020,Q4,18.754600534233838
グランディハウス,2018,Q1,97.4274127447064
グランディハウス,2018,Q2,63.04282281726394
グランディハウス,2018,Q3,96.87147730070926
グランディハウス,2018,Q4,129.1387434705834
グランディハウス,2019,Q1,133.8409438501423
グランディハウス,2019,Q2,48.572065804026714
グランディハウス,2019,Q3,40.408536737094124
グランディハウス,2019,Q4,12.229936945424763
グランディハウス,2020,Q1,41.985115947387904
グランディハウス,2020,Q2,39.6044689462197
グランディハウス,2020,Q3,232.6841297686327
グランディハウス,2020,Q4,92.97460605849709
グリムス,2018,Q1,34.60653659872642
グリムス,2018,Q2,32.43139967296591
グリムス,2018,Q3,25.60390978711297
グリムス,2018,Q4,31.830042136452505
グリムス,2019,Q1,28.78560340942864
グリムス,2019,Q2,24.241819929819197
グリムス,2019,Q3,24.2528106802707
グリムス,2019,Q4,23.87383078272613
グリムス,2020,Q1,25.128673025918395
グリムス,2020,Q2,22.40627751620669
グリムス,2020,Q3,26.517654520737644
グリムス,2020,Q4,34.23815565311399
グルメ杵屋,2018,Q1,4.434555043112949
グルメ杵屋,2018,Q2,0.9884548605740756
グルメ杵屋,2018,Q3,5.435418861037727
グルメ杵屋,2018,Q4,-2.6318553779579275
グルメ杵屋,2019,Q1,-4.5037130880628675
グルメ杵屋,2019,Q2,7.82389679006347
グルメ杵屋,2019,Q3,2.6201748139685996
グルメ杵屋,2019,Q4,0.44403701369184745
グルメ杵屋,2020,Q1,-5.493503528858005
グルメ杵屋,2020,Q2,-28.897493513645916
グルメ杵屋,2020,Q3,5.886020263338477
グルメ杵屋,2020,Q4,-29.516496650581445
グローセル,2018,Q1,9.498157846599582
グローセル,2018,Q2,10.237960166404648
グローセル,2018,Q3,6.463876203059482
グローセル,2018,Q4,10.99149997565273
グローセル,2019,Q1,9.746965428716344
グローセル,2019,Q2,7.692083124058174
グローセル,2019,Q3,3.368248043647269
グローセル,2019,Q4,6.826647356143184
グローセル,2020,Q1,7.95974713356536
グローセル,2020,Q2,6.888830252465487
グローセル,2020,Q3,-4.518301753402684
グローセル,2020,Q4,1.5399254053935842
グローブライド,2018,Q1,36.23416702595431
グローブライド,2018,Q2,82.24763146773878
グローブライド,2018,Q3,33.1440153818885
グローブライド,2018,Q4,33.229926090459315
グローブライド,2019,Q1,52.7992615178802
グローブライド,2019,Q2,162.56910173159812
グローブライド,2019,Q3,16.525442131774692
グローブライド,2019,Q4,24.221894884044673
グローブライド,2020,Q1,59.10565173332836
グローブライド,2020,Q2,84.7580513962664
グローブライド,2020,Q3,27.31514331227502
グローブライド,2020,Q4,-24.84664532336461
グローリー,2018,Q1,20.12733904653805
グローリー,2018,Q2,29.38089940056372
グローリー,2018,Q3,46.38264587658801
グローリー,2018,Q4,66.16167581836609
グローリー,2019,Q1,19.554641731752994
グローリー,2019,Q2,41.6722333802463
グローリー,2019,Q3,40.578895184108816
グローリー,2019,Q4,74.30785400929278
グローリー,2020,Q1,27.70750009046015
グローリー,2020,Q2,47.93535288753761
グローリー,2020,Q3,48.44114223909237
グローリー,2020,Q4,45.22650882212954
グンゼ,2018,Q1,6.543271642223356
グンゼ,2018,Q2,-13.888496544717077
グンゼ,2018,Q3,39.586449152763656
グンゼ,2018,Q4,8.476117780154937
グンゼ,2019,Q1,40.75435679027145
グンゼ,2019,Q2,9.932676863005662
グンゼ,2019,Q3,25.98357622023805
グンゼ,2019,Q4,14.017454718912095
グンゼ,2020,Q1,35.2596450655321
グンゼ,2020,Q2,27.359781438339773
グンゼ,2020,Q3,49.06719157510156
グンゼ,2020,Q4,17.397584296599057
ケンコーマヨネーズ,2018,Q1,36.72511581010072
ケンコーマヨネーズ,2018,Q2,36.89514461889844
ケンコーマヨネーズ,2018,Q3,39.72730624958318
ケンコーマヨネーズ,2018,Q4,27.73643019616206
ケンコーマヨネーズ,2019,Q1,38.644019691065004
ケンコーマヨネーズ,2019,Q2,31.423594247020326
ケンコーマヨネーズ,2019,Q3,23.311995960299534
ケンコーマヨネーズ,2019,Q4,45.698358459370816
ケンコーマヨネーズ,2020,Q1,31.337563531263676
ケンコーマヨネーズ,2020,Q2,25.931919308291015
ケンコーマヨネーズ,2020,Q3,38.96701479510825
ケンコーマヨネーズ,2020,Q4,35.350605893121
ケーズホールディングス,2018,Q1,81.22998762778987
ケーズホールディングス,2018,Q2,69.67516322890404
ケーズホールディングス,2018,Q3,62.88296021923644
ケーズホールディングス,2018,Q4,37.72580970364937
ケーズホールディングス,2019,Q1,35.71265559401216
ケーズホールディングス,2019,Q2,42.93745316262312
ケーズホールディングス,2019,Q3,49.09359472479869
ケーズホールディングス,2019,Q4,53.165849275966295
ケーズホールディングス,2020,Q1,43.189085294166915
ケーズホールディングス,2020,Q2,48.03360589030377
ケーズホールディングス,2020,Q3,47.43405722140824
ケーズホールディングス,2020,Q4,41.33658790251672
ケーユーホールディングス,2018,Q1,31.403966299375917
ケーユーホールディングス,2018,Q2,33.40702942634987
ケーユーホールディングス,2018,Q3,32.44850346988779
ケーユーホールディングス,2018,Q4,31.754706294565718
ケーユーホールディングス,2019,Q1,30.80080461447983
ケーユーホールディングス,2019,Q2,31.38704328048302
ケーユーホールディングス,2019,Q3,27.60897871880136
ケーユーホールディングス,2019,Q4,32.676770753339355
ケーユーホールディングス,2020,Q1,26.923020398361317
ケーユーホールディングス,2020,Q2,30.8544024770243
ケーユーホールディングス,2020,Q3,22.02144380851976
ケーユーホールディングス,2020,Q4,38.02080729550742
ゲオホールディングス,2018,Q1,442.3336065598735
ゲオホールディングス,2018,Q2,517.4700676128176
ゲオホールディングス,2018,Q3,420.0131490478013
ゲオホールディングス,2018,Q4,453.5176610474982
ゲオホールディングス,2019,Q1,75.99474382397818
ゲオホールディングス,2019,Q2,218.27078103133238
ゲオホールディングス,2019,Q3,69.43793213245263
ゲオホールディングス,2019,Q4,-35.00736015511809
ゲオホールディングス,2020,Q1,-124.17172347760288
ゲオホールディングス,2020,Q2,183.79515090623704
ゲオホールディングス,2020,Q3,265.7235137248521
ゲオホールディングス,2020,Q4,1181.030475908501
コア,2018,Q1,7.922458723324432
コア,2018,Q2,13.359120282253436
コア,2018,Q3,14.312805307654891
コア,2018,Q4,18.694240660784622
コア,2019,Q1,9.836972818587405
コア,2019,Q2,20.2163827697977
コア,2019,Q3,17.4209997423901
コア,2019,Q4,31.599887841926414
コア,2020,Q1,6.762418777638673
コア,2020,Q2,20.683151361203286
コア,2020,Q3,21.232104399218883
コア,2020,Q4,25.59182071347697
ココカラファイン,2018,Q1,67.76778702852998
ココカラファイン,2018,Q2,61.66110987829185
ココカラファイン,2018,Q3,80.50055295420384
ココカラファイン,2018,Q4,67.60390107301512
ココカラファイン,2019,Q1,79.97243018032113
ココカラファイン,2019,Q2,71.18659713296371
ココカラファイン,2019,Q3,86.40861347285124
ココカラファイン,2019,Q4,72.55721602288693
ココカラファイン,2020,Q1,63.80697588929149
ココカラファイン,2020,Q2,76.78577919599391
ココカラファイン,2020,Q3,59.461947251517756
ココカラファイン,2020,Q4,56.8073068150639
コニカミノルタ,2018,Q1,13.08639846305276
コニカミノルタ,2018,Q2,12.291297609337855
コニカミノルタ,2018,Q3,14.498139768953527
コニカミノルタ,2018,Q4,18.053165239218778
コニカミノルタ,2019,Q1,16.32900471003471
コニカミノルタ,2019,Q2,14.267105036466953
コニカミノルタ,2019,Q3,12.47020513949014
コニカミノルタ,2019,Q4,15.49222810528801
コニカミノルタ,2020,Q1,12.8425560308437
コニカミノルタ,2020,Q2,-5.046406831976624
コニカミノルタ,2020,Q3,-6.17214579266696
コニカミノルタ,2020,Q4,3.7200733591483743
コニシ,2018,Q1,35.382951769721274
コニシ,2018,Q2,23.92373862295471
コニシ,2018,Q3,50.73856922900784
コニシ,2018,Q4,37.43256757010191
コニシ,2019,Q1,23.67555148000693
コニシ,2019,Q2,44.10509212702659
コニシ,2019,Q3,37.47518159989238
コニシ,2019,Q4,34.63015610291674
コニシ,2020,Q1,29.520354775460653
コニシ,2020,Q2,25.51501779915867
コニシ,2020,Q3,40.927586762744944
コニシ,2020,Q4,41.68636904186845
コネクシオ,2018,Q1,93.95038834750127
コネクシオ,2018,Q2,57.32873737050762
コネクシオ,2018,Q3,20.215942269224357
コネクシオ,2018,Q4,53.65134631736857
コネクシオ,2019,Q1,47.12498625285298
コネクシオ,2019,Q2,37.68931761896627
コネクシオ,2019,Q3,44.832254080914666
コネクシオ,2019,Q4,75.82457014384237
コネクシオ,2020,Q1,54.104829287908316
コネクシオ,2020,Q2,77.41283193934358
コネクシオ,2020,Q3,48.570175316641766
コネクシオ,2020,Q4,36.104118426153796
コマツ,2018,Q1,45.37501337048073
コマツ,2018,Q2,48.90271346659041
コマツ,2018,Q3,52.08794173717766
コマツ,2018,Q4,52.78847422004576
コマツ,2019,Q1,58.00151299532544
コマツ,2019,Q2,45.0961627069904
コマツ,2019,Q3,47.19604938591374
コマツ,2019,Q4,36.745696035341616
コマツ,2020,Q1,25.892390917559986
コマツ,2020,Q2,24.518970998059938
コマツ,2020,Q3,19.299817657917202
コマツ,2020,Q4,35.079897803612
コムシスホールディングス,2018,Q1,26.030914310765457
コムシスホールディングス,2018,Q2,34.820761685317294
コムシスホールディングス,2018,Q3,39.3156567607428
コムシスホールディングス,2018,Q4,51.40615122634493
コムシスホールディングス,2019,Q1,29.343649439805162
コムシスホールディングス,2019,Q2,40.82153168834468
コムシスホールディングス,2019,Q3,64.4700398140358
コムシスホールディングス,2019,Q4,64.88042782425917
コムシスホールディングス,2020,Q1,31.40654472256967
コムシスホールディングス,2020,Q2,41.69971049768047
コムシスホールディングス,2020,Q3,46.30559576822077
コムシスホールディングス,2020,Q4,70.1582610897381
コムチュア,2018,Q1,67.85169975019146
コムチュア,2018,Q2,360.66642900510806
コムチュア,2018,Q3,-1.1092648504367446
コムチュア,2018,Q4,32.130460136020986
コムチュア,2019,Q1,50.327416833992295
コムチュア,2019,Q2,8.001855699246432
コムチュア,2019,Q3,-8.575777973110739
コムチュア,2019,Q4,-27.640509357502022
コムチュア,2020,Q1,-115.78744733675768
コムチュア,2020,Q2,-83.11214818134913
コムチュア,2020,Q3,23.623387636230454
コムチュア,2020,Q4,30.707551438695678
コメリ,2018,Q1,87.10689160186405
コメリ,2018,Q2,55.77365964905481
コメリ,2018,Q3,54.130577767362475
コメリ,2018,Q4,7.6341458829660676
コメリ,2019,Q1,85.9610904365219
コメリ,2019,Q2,63.7687990185135
コメリ,2019,Q3,63.1133075438321
コメリ,2019,Q4,-10.405626512389942
コメリ,2020,Q1,90.04980411212097
コメリ,2020,Q2,63.886879487855246
コメリ,2020,Q3,65.46109040740328
コメリ,2020,Q4,12.50129692688728
コロナ,2018,Q1,-4.205316153829683
コロナ,2018,Q2,28.311576577841276
コロナ,2018,Q3,73.72379986388208
コロナ,2018,Q4,-28.240595591068825
コロナ,2019,Q1,-8.255122275363945
コロナ,2019,Q2,26.713989627128
コロナ,2019,Q3,68.29043315939651
コロナ,2019,Q4,-32.353065856468845
コロナ,2020,Q1,-12.435021590244071
コロナ,2020,Q2,27.930607437130753
コロナ,2020,Q3,45.03393321446031
コロナ,2020,Q4,-42.897656016187355
コロワイド,2018,Q1,3.9818675432329353
コロワイド,2018,Q2,2.3570617985701983
コロワイド,2018,Q3,5.85502942219841
コロワイド,2018,Q4,0.7034396290913629
コロワイド,2019,Q1,6.183489302217919
コロワイド,2019,Q2,2.420934167207488
コロワイド,2019,Q3,3.114196531101123
コロワイド,2019,Q4,4.9964270927977825
コロワイド,2020,Q1,1.2736532114484431
コロワイド,2020,Q2,-17.81285688086165
コロワイド,2020,Q3,-26.51841678874306
コロワイド,2020,Q4,-11.459063557727255
コンドーテック,2018,Q1,19.783443707106848
コンドーテック,2018,Q2,23.36965054207509
コンドーテック,2018,Q3,24.553140641345585
コンドーテック,2018,Q4,27.55068533778064
コンドーテック,2019,Q1,21.909416109887793
コンドーテック,2019,Q2,24.784622788856407
コンドーテック,2019,Q3,27.007309919962076
コンドーテック,2019,Q4,20.258550459327502
コンドーテック,2020,Q1,23.138358405393458
コンドーテック,2020,Q2,24.129490745957476
コンドーテック,2020,Q3,24.43273624242925
コンドーテック,2020,Q4,23.007849997614493
コーセー,2018,Q1,126.80222277329553
コーセー,2018,Q2,126.17061775613192
コーセー,2018,Q3,173.79005217194464
コーセー,2018,Q4,128.99464005208236
コーセー,2019,Q1,202.27560253529285
コーセー,2019,Q2,126.43021655131099
コーセー,2019,Q3,162.1208545261279
コーセー,2019,Q4,81.49655631569479
コーセー,2020,Q1,107.06880811247227
コーセー,2020,Q2,102.09040499573811
コーセー,2020,Q3,80.71025595689613
コーセー,2020,Q4,62.37425492045966
ゴールドウイン,2018,Q1,51.263190053673476
ゴールドウイン,2018,Q2,59.282927495076784
ゴールドウイン,2018,Q3,293.2387557187931
ゴールドウイン,2018,Q4,65.4227674862242
ゴールドウイン,2019,Q1,33.871808449054285
ゴールドウイン,2019,Q2,46.84355976513798
ゴールドウイン,2019,Q3,245.09622586476618
ゴールドウイン,2019,Q4,73.5579036764803
ゴールドウイン,2020,Q1,71.78818309048201
ゴールドウイン,2020,Q2,84.47200187489494
ゴールドウイン,2020,Q3,143.93079945953684
ゴールドウイン,2020,Q4,17.117722248270997
ゴールドクレスト,2018,Q1,33.771222491268425
ゴールドクレスト,2018,Q2,26.946881753792763
ゴールドクレスト,2018,Q3,13.028307879035593
ゴールドクレスト,2018,Q4,17.755974800165873
ゴールドクレスト,2019,Q1,33.55974361572617
ゴールドクレスト,2019,Q2,39.206681963156065
ゴールドクレスト,2019,Q3,33.53905120377827
ゴールドクレスト,2019,Q4,43.44946416667219
ゴールドクレスト,2020,Q1,20.49758028717036
ゴールドクレスト,2020,Q2,13.454513711332845
ゴールドクレスト,2020,Q3,42.55997353980715
ゴールドクレスト,2020,Q4,56.04335450339392
サイネックス,2018,Q1,17.690802017239996
サイネックス,2018,Q2,17.8641347670809
サイネックス,2018,Q3,17.15491934227247
サイネックス,2018,Q4,32.72220856495772
サイネックス,2019,Q1,-1.4162820375238205
サイネックス,2019,Q2,32.348447917271926
サイネックス,2019,Q3,8.957098891424991
サイネックス,2019,Q4,25.855978245777806
サイネックス,2020,Q1,13.465280954131764
サイネックス,2020,Q2,21.15219402195287
サイネックス,2020,Q3,32.143688569088184
サイネックス,2020,Q4,27.734717551301685
サカイオーベックス,2018,Q1,70.65211409453332
サカイオーベックス,2018,Q2,61.81638391975791
サカイオーベックス,2018,Q3,73.60747982865628
サカイオーベックス,2018,Q4,78.2694096876904
サカイオーベックス,2019,Q1,65.24145333974074
サカイオーベックス,2019,Q2,51.93377706818352
サカイオーベックス,2019,Q3,81.86301438300657
サカイオーベックス,2019,Q4,90.09515149471719
サカイオーベックス,2020,Q1,90.80638023857726
サカイオーベックス,2020,Q2,69.54396733425945
サカイオーベックス,2020,Q3,75.35335388812709
サカイオーベックス,2020,Q4,57.76122488032623
サカイ引越センター,2018,Q1,127.99057542240676
サカイ引越センター,2018,Q2,59.56952509346674
サカイ引越センター,2018,Q3,49.42749711049676
サカイ引越センター,2018,Q4,75.68517054619568
サカイ引越センター,2019,Q1,139.36399421039815
サカイ引越センター,2019,Q2,57.55316552143529
サカイ引越センター,2019,Q3,47.597557519807374
サカイ引越センター,2019,Q4,89.45581054851684
サカイ引越センター,2020,Q1,138.93141729904923
サカイ引越センター,2020,Q2,54.12671027338489
サカイ引越センター,2020,Q3,60.96404508860997
サカイ引越センター,2020,Q4,118.57872279959332
サックスバー　ホールディングス,2018,Q1,18.97418056768072
サックスバー　ホールディングス,2018,Q2,18.24130272547711
サックスバー　ホールディングス,2018,Q3,18.502409139395002
サックスバー　ホールディングス,2018,Q4,21.78300895929524
サックスバー　ホールディングス,2019,Q1,18.69927167961528
サックスバー　ホールディングス,2019,Q2,19.399270386262252
サックスバー　ホールディングス,2019,Q3,20.10762757507531
サックスバー　ホールディングス,2019,Q4,19.420358075560294
サックスバー　ホールディングス,2020,Q1,17.24298972045372
サックスバー　ホールディングス,2020,Q2,-6.7770654762711295
サックスバー　ホールディングス,2020,Q3,-14.48080869638044
サックスバー　ホールディングス,2020,Q4,-7.185764230509137
サトーホールディングス,2018,Q1,26.764139918760588
サトーホールディングス,2018,Q2,27.1273337997836
サトーホールディングス,2018,Q3,23.53220727322031
サトーホールディングス,2018,Q4,25.701693842367053
サトーホールディングス,2019,Q1,25.22363736406195
サトーホールディングス,2019,Q2,32.22082547367891
サトーホールディングス,2019,Q3,24.173914023485466
サトーホールディングス,2019,Q4,24.639257561520935
サトーホールディングス,2020,Q1,27.533044403723526
サトーホールディングス,2020,Q2,107.12490427765866
サトーホールディングス,2020,Q3,25.684030792800037
サトーホールディングス,2020,Q4,2.5708765158692213
サニックス,2018,Q1,1.970787311191591
サニックス,2018,Q2,-4.430322032693041
サニックス,2018,Q3,4.520269655213954
サニックス,2018,Q4,7.121613705155184
サニックス,2019,Q1,2.996698775158069
サニックス,2019,Q2,-2.20644162757275
サニックス,2019,Q3,2.296096839709663
サニックス,2019,Q4,-0.8099503777158252
サニックス,2020,Q1,4.788704401123596
サニックス,2020,Q2,2.161230379242621
サニックス,2020,Q3,0.936630918769219
サニックス,2020,Q4,4.094433416683419
サンケン電気,2018,Q1,-8.286285458999927
サンケン電気,2018,Q2,0.9729094069333266
サンケン電気,2018,Q3,0.08659804328863563
サンケン電気,2018,Q4,11.43636474935168
サンケン電気,2019,Q1,12.0780682417776
サンケン電気,2019,Q2,8.468031015669869
サンケン電気,2019,Q3,-18.776287774542638
サンケン電気,2019,Q4,-16.251888946067517
サンケン電気,2020,Q1,23.94615109283954
サンケン電気,2020,Q2,6.914644794936654
サンケン電気,2020,Q3,-28.728236014912753
サンケン電気,2020,Q4,-20.054546058334523
サンゲツ,2018,Q1,15.088716978928295
サンゲツ,2018,Q2,17.175778635101718
サンゲツ,2018,Q3,19.974788748405715
サンゲツ,2018,Q4,19.489087318922248
サンゲツ,2019,Q1,18.998825037811766
サンゲツ,2019,Q2,21.900901451722746
サンゲツ,2019,Q3,29.380969030480994
サンゲツ,2019,Q4,22.418017444446487
サンゲツ,2020,Q1,27.047424962172222
サンゲツ,2020,Q2,36.11042832308425
サンゲツ,2020,Q3,29.739961418146102
サンゲツ,2020,Q4,-41.11271432217926
サンコール,2018,Q1,14.461890267022808
サンコール,2018,Q2,13.709117523722838
サンコール,2018,Q3,12.945898844395813
サンコール,2018,Q4,12.985242674582716
サンコール,2019,Q1,11.918571822743552
サンコール,2019,Q2,9.936399331530978
サンコール,2019,Q3,10.582102043299368
サンコール,2019,Q4,15.605653543961445
サンコール,2020,Q1,14.98773192215964
サンコール,2020,Q2,7.476811543668003
サンコール,2020,Q3,8.833582098550561
サンコール,2020,Q4,11.810602679110085
サンドラッグ,2018,Q1,55.15639254712293
サンドラッグ,2018,Q2,53.84574063907355
サンドラッグ,2018,Q3,54.50229879312142
サンドラッグ,2018,Q4,56.97460827764789
サンドラッグ,2019,Q1,50.06664527421538
サンドラッグ,2019,Q2,55.78693876188599
サンドラッグ,2019,Q3,66.55343223200657
サンドラッグ,2019,Q4,53.04379266130718
サンドラッグ,2020,Q1,47.393472699415554
サンドラッグ,2020,Q2,65.38071454852641
サンドラッグ,2020,Q3,58.24566119391307
サンドラッグ,2020,Q4,62.270032630102904
サンフロンティア不動産,2018,Q1,386.3268205698916
サンフロンティア不動産,2018,Q2,265.97438584464453
サンフロンティア不動産,2018,Q3,382.402732859235
サンフロンティア不動産,2018,Q4,296.02422346111996
サンフロンティア不動産,2019,Q1,122.87644879550247
サンフロンティア不動産,2019,Q2,70.84113292611192
サンフロンティア不動産,2019,Q3,361.8724517419172
サンフロンティア不動産,2019,Q4,270.32768130457816
サンフロンティア不動産,2020,Q1,-67.52058805722235
サンフロンティア不動産,2020,Q2,133.65731270858637
サンフロンティア不動産,2020,Q3,92.80097002179521
サンフロンティア不動産,2020,Q4,106.4027625225759
サンマルクホールディングス,2018,Q1,61.40100564276719
サンマルクホールディングス,2018,Q2,51.415208358915415
サンマルクホールディングス,2018,Q3,54.94986015539342
サンマルクホールディングス,2018,Q4,53.13721262430738
サンマルクホールディングス,2019,Q1,48.27474817779844
サンマルクホールディングス,2019,Q2,48.33734250448174
サンマルクホールディングス,2019,Q3,45.31447538642601
サンマルクホールディングス,2019,Q4,44.15017852583467
サンマルクホールディングス,2020,Q1,29.763453604460118
サンマルクホールディングス,2020,Q2,-79.1045882917058
サンマルクホールディングス,2020,Q3,-44.493221128841384
サンマルクホールディングス,2020,Q4,11.874031430942267
サンワテクノス,2018,Q1,44.63556827648214
サンワテクノス,2018,Q2,55.37452017275065
サンワテクノス,2018,Q3,35.33157752840349
サンワテクノス,2018,Q4,45.217028547767896
サンワテクノス,2019,Q1,20.15218239799701
サンワテクノス,2019,Q2,38.455016181552274
サンワテクノス,2019,Q3,15.957676483763713
サンワテクノス,2019,Q4,44.78040732723865
サンワテクノス,2020,Q1,23.65210056366961
サンワテクノス,2020,Q2,38.31323565655545
サンワテクノス,2020,Q3,21.074170544416457
サンワテクノス,2020,Q4,41.33433542478031
シキボウ,2018,Q1,9.074715869713703
シキボウ,2018,Q2,9.30138254799711
シキボウ,2018,Q3,13.496513084982357
シキボウ,2018,Q4,19.930840553731098
シキボウ,2019,Q1,-113.65591963942242
シキボウ,2019,Q2,-18.32737849299958
シキボウ,2019,Q3,-16.464269000907457
シキボウ,2019,Q4,85.03580028682184
シキボウ,2020,Q1,-37.691290440543945
シキボウ,2020,Q2,-22.460758213860917
シキボウ,2020,Q3,0.3858360252847505
シキボウ,2020,Q4,8.08845908151449
システムリサーチ,2018,Q1,25.952055878851823
システムリサーチ,2018,Q2,39.212338809076215
システムリサーチ,2018,Q3,38.31178374282196
システムリサーチ,2018,Q4,53.07214534697263
システムリサーチ,2019,Q1,30.956251744208725
システムリサーチ,2019,Q2,48.81552019612874
システムリサーチ,2019,Q3,51.89461467962248
システムリサーチ,2019,Q4,62.73783108127668
システムリサーチ,2020,Q1,39.92493890898905
システムリサーチ,2020,Q2,50.85174725249005
システムリサーチ,2020,Q3,40.49980243009905
システムリサーチ,2020,Q4,58.95098750560847
シスメックス,2018,Q1,42.72509517706065
シスメックス,2018,Q2,47.79112200247482
シスメックス,2018,Q3,48.676506624260384
シスメックス,2018,Q4,46.92764557010939
シスメックス,2019,Q1,47.6057754113427
シスメックス,2019,Q2,47.197179807569135
シスメックス,2019,Q3,39.093419998693165
シスメックス,2019,Q4,47.57382254030144
シスメックス,2020,Q1,37.61290514039726
シスメックス,2020,Q2,43.27585918584736
シスメックス,2020,Q3,38.47399414506825
シスメックス,2020,Q4,47.14584017885556
シチズン時計,2018,Q1,9.213337307291111
シチズン時計,2018,Q2,11.077949146546263
シチズン時計,2018,Q3,13.379828391449715
シチズン時計,2018,Q4,5.005563244779325
シチズン時計,2019,Q1,9.726598816718043
シチズン時計,2019,Q2,11.490268348854539
シチズン時計,2019,Q3,12.099359296373812
シチズン時計,2019,Q4,7.0345257244439185
シチズン時計,2020,Q1,7.78798886265467
シチズン時計,2020,Q2,6.614289028091312
シチズン時計,2020,Q3,-10.06798250603735
シチズン時計,2020,Q4,-11.292011731447465
シップヘルスケアホールディング,2018,Q1,56.23647242740239
シップヘルスケアホールディング,2018,Q2,65.62461708082922
シップヘルスケアホールディング,2018,Q3,105.80370655877483
シップヘルスケアホールディング,2018,Q4,53.369297006904816
シップヘルスケアホールディング,2019,Q1,43.39011743010911
シップヘルスケアホールディング,2019,Q2,71.73236276962669
シップヘルスケアホールディング,2019,Q3,42.986483771608576
シップヘルスケアホールディング,2019,Q4,108.48042533528702
シップヘルスケアホールディング,2020,Q1,67.40963873389606
シップヘルスケアホールディング,2020,Q2,88.65896726014367
シップヘルスケアホールディング,2020,Q3,43.67361151631383
シップヘルスケアホールディング,2020,Q4,37.52725610580816
シモジマ,2018,Q1,11.645809547424687
シモジマ,2018,Q2,6.9990792280372744
シモジマ,2018,Q3,25.079486791382738
シモジマ,2018,Q4,-4.242075638065465
シモジマ,2019,Q1,3.8841001760917173
シモジマ,2019,Q2,0.07775786667903573
シモジマ,2019,Q3,20.050410278240633
シモジマ,2019,Q4,-9.025504859868617
シモジマ,2020,Q1,3.7335553720974968
シモジマ,2020,Q2,7.220200966525784
シモジマ,2020,Q3,-0.0827644236784435
シモジマ,2020,Q4,-2.4115875416254653
シンニッタン,2018,Q1,10.211215586709233
シンニッタン,2018,Q2,11.200841137480673
シンニッタン,2018,Q3,15.390219142894637
シンニッタン,2018,Q4,11.646546582788082
シンニッタン,2019,Q1,12.153488794870132
シンニッタン,2019,Q2,9.333897877391834
シンニッタン,2019,Q3,10.146805915705901
シンニッタン,2019,Q4,10.360595661079824
シンニッタン,2020,Q1,2.7581197699694004
シンニッタン,2020,Q2,8.885459652988935
シンニッタン,2020,Q3,-2.0499564611953778
シンニッタン,2020,Q4,6.912459154048916
シンフォニア　テクノロジー,2018,Q1,1.3690128175525142
シンフォニア　テクノロジー,2018,Q2,5.919345380119774
シンフォニア　テクノロジー,2018,Q3,2.771362203050345
シンフォニア　テクノロジー,2018,Q4,13.924854572670089
シンフォニア　テクノロジー,2019,Q1,13.360441730882131
シンフォニア　テクノロジー,2019,Q2,14.004093732197568
シンフォニア　テクノロジー,2019,Q3,8.838872280256641
シンフォニア　テクノロジー,2019,Q4,53.00114971178419
シンフォニア　テクノロジー,2020,Q1,-5.419305950007716
シンフォニア　テクノロジー,2020,Q2,16.552897655737446
シンフォニア　テクノロジー,2020,Q3,-6.64020486268124
シンフォニア　テクノロジー,2020,Q4,41.67399800685897
シーティーエス,2018,Q1,-3.3548571761567736
シーティーエス,2018,Q2,7.449337757186052
シーティーエス,2018,Q3,25.48578567167563
シーティーエス,2018,Q4,40.85663227675254
シーティーエス,2019,Q1,57.046411188632334
シーティーエス,2019,Q2,34.00829221464866
シーティーエス,2019,Q3,20.33934670967353
シーティーエス,2019,Q4,26.325231747028862
シーティーエス,2020,Q1,38.753611365531164
シーティーエス,2020,Q2,34.62018998029615
シーティーエス,2020,Q3,33.889357048624674
シーティーエス,2020,Q4,22.03799281824535
シード,2018,Q1,21.42146889979717
シード,2018,Q2,18.643181858172536
シード,2018,Q3,28.54182395377078
シード,2018,Q4,12.451448328412466
シード,2019,Q1,14.696448657306139
シード,2019,Q2,11.798562028554517
シード,2019,Q3,11.963295856638874
シード,2019,Q4,23.52383994298603
シード,2020,Q1,11.385554555714668
シード,2020,Q2,7.948428700147993
シード,2020,Q3,19.286216409055868
シード,2020,Q4,17.010484059188006
ジェコス,2018,Q1,30.279205771496542
ジェコス,2018,Q2,28.386863937644684
ジェコス,2018,Q3,30.816692936678077
ジェコス,2018,Q4,32.704563163932406
ジェコス,2019,Q1,27.683384216378983
ジェコス,2019,Q2,26.582558864933212
ジェコス,2019,Q3,29.52614326856991
ジェコス,2019,Q4,30.853829416864542
ジェコス,2020,Q1,28.995586562508453
ジェコス,2020,Q2,28.789147604888914
ジェコス,2020,Q3,31.033579839945766
ジェコス,2020,Q4,29.213547905596496
ジャパンフーズ,2018,Q1,119.65227117748458
ジャパンフーズ,2018,Q2,73.34286115886225
ジャパンフーズ,2018,Q3,-57.79633033346879
ジャパンフーズ,2018,Q4,-13.320334257561324
ジャパンフーズ,2019,Q1,81.7471877902193
ジャパンフーズ,2019,Q2,117.8528329723895
