企業名,会計年度,四半期,y_hat_comb_uts
ユシロ化学工業,2020,Q4,13.974679144904007
ユナイテッドアローズ,2018,Q1,33.47962649762394
ユナイテッドアローズ,2018,Q2,8.433857484732586
ユナイテッドアローズ,2018,Q3,126.28169535232401
ユナイテッドアローズ,2018,Q4,15.044405845605587
ユナイテッドアローズ,2019,Q1,51.66446425587624
ユナイテッドアローズ,2019,Q2,13.933219585549375
ユナイテッドアローズ,2019,Q3,122.54765018316888
ユナイテッドアローズ,2019,Q4,37.76571207178514
ユナイテッドアローズ,2020,Q1,34.1164904185683
ユナイテッドアローズ,2020,Q2,-142.84043959716496
ユナイテッドアローズ,2020,Q3,52.08207125054226
ユナイテッドアローズ,2020,Q4,-28.021954329305327
ユニチカ,2018,Q1,12.003295334284505
ユニチカ,2018,Q2,20.403813894362568
ユニチカ,2018,Q3,34.47447868006385
ユニチカ,2018,Q4,11.595346347068563
ユニチカ,2019,Q1,23.13823033724642
ユニチカ,2019,Q2,-10.048632609160743
ユニチカ,2019,Q3,8.845758954222458
ユニチカ,2019,Q4,3.8354375690406086
ユニチカ,2020,Q1,-23.27641214002644
ユニチカ,2020,Q2,6.416386821241424
ユニチカ,2020,Q3,26.142666242305104
ユニチカ,2020,Q4,-3.377725476680145
ユーシン精機,2018,Q1,22.100495961517616
ユーシン精機,2018,Q2,20.171417736628047
ユーシン精機,2018,Q3,20.180488157247296
ユーシン精機,2018,Q4,21.081095818401465
ユーシン精機,2019,Q1,11.155056871717642
ユーシン精機,2019,Q2,17.33580636936818
ユーシン精機,2019,Q3,12.828929711223381
ユーシン精機,2019,Q4,14.552509060327427
ユーシン精機,2020,Q1,11.0261140806583
ユーシン精機,2020,Q2,12.317405724948577
ユーシン精機,2020,Q3,10.317951763363755
ユーシン精機,2020,Q4,14.285072972806725
ユー・エス・エス,2018,Q1,25.024939404599543
ユー・エス・エス,2018,Q2,22.952129582727125
ユー・エス・エス,2018,Q3,20.804842478282843
ユー・エス・エス,2018,Q4,29.87516071019109
ユー・エス・エス,2019,Q1,26.18252776467914
ユー・エス・エス,2019,Q2,22.395753205061844
ユー・エス・エス,2019,Q3,21.05798679423091
ユー・エス・エス,2019,Q4,30.01734076220061
ユー・エス・エス,2020,Q1,10.930772647992828
ユー・エス・エス,2020,Q2,18.84033670436304
ユー・エス・エス,2020,Q3,22.493096878233228
ユー・エス・エス,2020,Q4,22.709895588687914
ヨコオ,2018,Q1,23.557348101110023
ヨコオ,2018,Q2,27.57876953523222
ヨコオ,2018,Q3,43.83151431644718
ヨコオ,2018,Q4,24.05107294612299
ヨコオ,2019,Q1,22.0244765230697
ヨコオ,2019,Q2,32.18351179970979
ヨコオ,2019,Q3,41.57008883035144
ヨコオ,2019,Q4,28.764002471980337
ヨコオ,2020,Q1,34.44915573696991
ヨコオ,2020,Q2,32.66642660958907
ヨコオ,2020,Q3,54.70802662894188
ヨコオ,2020,Q4,34.879141225065055
ヨロズ,2018,Q1,17.03095817301487
ヨロズ,2018,Q2,48.85577097233849
ヨロズ,2018,Q3,36.58876549151652
ヨロズ,2018,Q4,17.298448319376117
ヨロズ,2019,Q1,0.6690243772208113
ヨロズ,2019,Q2,22.27766185646925
ヨロズ,2019,Q3,4.716639999754006
ヨロズ,2019,Q4,-35.890004720094645
ヨロズ,2020,Q1,-161.4427521534389
ヨロズ,2020,Q2,-62.10328013807448
ヨロズ,2020,Q3,-16.65892152665564
ヨロズ,2020,Q4,-429.59143619827245
ヨータイ,2018,Q1,27.94724526283818
ヨータイ,2018,Q2,34.985589687295224
ヨータイ,2018,Q3,48.23371203069464
ヨータイ,2018,Q4,39.3366530922116
ヨータイ,2019,Q1,41.6792737159293
ヨータイ,2019,Q2,34.88137475136835
ヨータイ,2019,Q3,40.711291301843474
ヨータイ,2019,Q4,32.02308334881299
ヨータイ,2020,Q1,30.317457422653796
ヨータイ,2020,Q2,24.794293280004176
ヨータイ,2020,Q3,24.49630458622744
ヨータイ,2020,Q4,26.812558145759727
ライト工業,2018,Q1,25.180962601828156
ライト工業,2018,Q2,32.8151748236523
ライト工業,2018,Q3,29.78828988396496
ライト工業,2018,Q4,37.97099545383558
ライト工業,2019,Q1,24.980009074646453
ライト工業,2019,Q2,27.36519716170407
ライト工業,2019,Q3,37.8462834241074
ライト工業,2019,Q4,29.82427415990969
ライト工業,2020,Q1,30.823351139155598
ライト工業,2020,Q2,32.96431802368296
ライト工業,2020,Q3,30.14963601104506
ライト工業,2020,Q4,53.69162324230088
ラウンドワン,2018,Q1,24.859571984481978
ラウンドワン,2018,Q2,20.890518797037615
ラウンドワン,2018,Q3,6.951530533627695
ラウンドワン,2018,Q4,26.82011866977222
ラウンドワン,2019,Q1,18.678116354758107
ラウンドワン,2019,Q2,19.304597576819155
ラウンドワン,2019,Q3,9.060607171469076
ラウンドワン,2019,Q4,26.179189782733538
ラウンドワン,2020,Q1,14.259949212376654
ラウンドワン,2020,Q2,-22.104621060292562
ラウンドワン,2020,Q3,-21.032567752238982
ラウンドワン,2020,Q4,-17.093940896321154
ラサ工業,2018,Q1,71.55672991139849
ラサ工業,2018,Q2,56.243689548857695
ラサ工業,2018,Q3,119.64620682697515
ラサ工業,2018,Q4,70.89259699274976
ラサ工業,2019,Q1,75.09813454669404
ラサ工業,2019,Q2,48.09073040457045
ラサ工業,2019,Q3,48.694944294006504
ラサ工業,2019,Q4,61.498237177933845
ラサ工業,2020,Q1,35.85176062335618
ラサ工業,2020,Q2,54.295800377702506
ラサ工業,2020,Q3,47.44696871652833
ラサ工業,2020,Q4,74.60696974331594
リオン,2018,Q1,28.330734732751058
リオン,2018,Q2,36.03952454820784
リオン,2018,Q3,41.53915706851534
リオン,2018,Q4,46.93130257422092
リオン,2019,Q1,35.44902618515424
リオン,2019,Q2,36.4609947168776
リオン,2019,Q3,47.07937536241514
リオン,2019,Q4,44.62147544591815
リオン,2020,Q1,31.894240201698512
リオン,2020,Q2,36.19502428149201
リオン,2020,Q3,29.713455023303034
リオン,2020,Q4,42.028069751300855
リケン,2018,Q1,77.40554492406974
リケン,2018,Q2,133.34783122961954
リケン,2018,Q3,117.9225433438193
リケン,2018,Q4,73.63949217544764
リケン,2019,Q1,162.7788504648051
リケン,2019,Q2,74.69234461142253
リケン,2019,Q3,126.77160266252042
リケン,2019,Q4,115.44362007147959
リケン,2020,Q1,67.85894693018611
リケン,2020,Q2,51.82057739625037
リケン,2020,Q3,38.318607597444206
リケン,2020,Q4,79.4097342420262
リケンテクノス,2018,Q1,9.910855433821434
リケンテクノス,2018,Q2,11.48597182172791
リケンテクノス,2018,Q3,11.91549916521387
リケンテクノス,2018,Q4,10.591967369250218
リケンテクノス,2019,Q1,11.780394396099302
リケンテクノス,2019,Q2,11.532556048184512
リケンテクノス,2019,Q3,11.810695984323154
リケンテクノス,2019,Q4,11.178653162700808
リケンテクノス,2020,Q1,11.787048225654301
リケンテクノス,2020,Q2,9.829780824874124
リケンテクノス,2020,Q3,11.57832157905903
リケンテクノス,2020,Q4,14.452800725079332
リコー,2018,Q1,-60.16909990333518
リコー,2018,Q2,-9.788210940094483
リコー,2018,Q3,19.843424404022805
リコー,2018,Q4,-162.68214830052392
リコー,2019,Q1,10.983597151115191
リコー,2019,Q2,23.74445351030973
リコー,2019,Q3,15.959945188401871
リコー,2019,Q4,-11.191972179368573
リコー,2020,Q1,14.642986474384724
リコー,2020,Q2,6.569993949916414
リコー,2020,Q3,8.806626569682614
リコー,2020,Q4,-11.163222881500214
リソルホールディングス,2018,Q1,-207.2611097423512
リソルホールディングス,2018,Q2,25.31744160019847
リソルホールディングス,2018,Q3,-64.00617592719524
リソルホールディングス,2018,Q4,162.22757806062123
リソルホールディングス,2019,Q1,97.7822980299047
リソルホールディングス,2019,Q2,-31.719991436032853
リソルホールディングス,2019,Q3,-0.9534650355341103
リソルホールディングス,2019,Q4,209.43688948471862
リソルホールディングス,2020,Q1,36.752979601655205
リソルホールディングス,2020,Q2,-55.483232540537564
リソルホールディングス,2020,Q3,96.05968798238862
リソルホールディングス,2020,Q4,-34.45169203185939
リゾートトラスト,2018,Q1,19.861962831074603
リゾートトラスト,2018,Q2,23.408176774669304
リゾートトラスト,2018,Q3,25.201852697199364
リゾートトラスト,2018,Q4,42.613517186782104
リゾートトラスト,2019,Q1,22.468447247912618
リゾートトラスト,2019,Q2,22.283496197920496
リゾートトラスト,2019,Q3,23.062420883125007
リゾートトラスト,2019,Q4,51.43548117208799
リゾートトラスト,2020,Q1,8.492652251441562
リゾートトラスト,2020,Q2,20.93365713724603
リゾートトラスト,2020,Q3,26.62304856786546
リゾートトラスト,2020,Q4,6.687710943095728
リックス,2018,Q1,46.376373247203226
リックス,2018,Q2,50.68427486110871
リックス,2018,Q3,60.92576332376785
リックス,2018,Q4,70.24037520536065
リックス,2019,Q1,56.33674568975912
リックス,2019,Q2,60.654919441656105
リックス,2019,Q3,70.17616974265567
リックス,2019,Q4,68.18914934313234
リックス,2020,Q1,44.39435863149301
リックス,2020,Q2,48.506608522812684
リックス,2020,Q3,42.296089541977906
リックス,2020,Q4,58.944787599852816
リョーサン,2018,Q1,41.86899187912665
リョーサン,2018,Q2,32.979772335323794
リョーサン,2018,Q3,35.86352499979153
リョーサン,2018,Q4,42.32428791633348
リョーサン,2019,Q1,3.052269119748184
リョーサン,2019,Q2,27.337734128568492
リョーサン,2019,Q3,35.72665598049358
リョーサン,2019,Q4,-2.008364090495403
リョーサン,2020,Q1,14.794506915390363
リョーサン,2020,Q2,18.86312963231196
リョーサン,2020,Q3,30.85259069782478
リョーサン,2020,Q4,5.609664266364206
リログループ,2018,Q1,-13.989329940138173
リログループ,2018,Q2,25.465074325311857
リログループ,2018,Q3,21.53436839650484
リログループ,2018,Q4,28.76300063538671
リログループ,2019,Q1,19.083405524485745
リログループ,2019,Q2,26.01932755028829
リログループ,2019,Q3,22.94585283138692
リログループ,2019,Q4,31.393784824113816
リログループ,2020,Q1,-21.066371323152286
リログループ,2020,Q2,18.01748631529967
リログループ,2020,Q3,19.38271053870033
リログループ,2020,Q4,-1.9519524215676243
リンテック,2018,Q1,28.948216806785247
リンテック,2018,Q2,51.10030585412919
リンテック,2018,Q3,51.082190643361
リンテック,2018,Q4,23.991301783678836
リンテック,2019,Q1,49.33659270587292
リンテック,2019,Q2,38.01590531500109
リンテック,2019,Q3,39.954568529184506
リンテック,2019,Q4,35.665885149155685
リンテック,2020,Q1,29.52706322825832
リンテック,2020,Q2,37.27522905411976
リンテック,2020,Q3,40.268802081359624
リンテック,2020,Q4,29.740072529869472
リンナイ,2018,Q1,81.02299397876705
リンナイ,2018,Q2,90.1865273507436
リンナイ,2018,Q3,131.39730922393747
リンナイ,2018,Q4,90.20012895989248
リンナイ,2019,Q1,86.76640291592744
リンナイ,2019,Q2,84.25831626153453
リンナイ,2019,Q3,121.62116925914832
リンナイ,2019,Q4,109.95226896269648
リンナイ,2020,Q1,83.91511287151744
リンナイ,2020,Q2,90.44511977702923
リンナイ,2020,Q3,145.22551219553227
リンナイ,2020,Q4,136.59071251080601
レイズネクスト,2018,Q1,12.696890461432648
レイズネクスト,2018,Q2,36.90758346952832
レイズネクスト,2018,Q3,21.3153074471069
レイズネクスト,2018,Q4,30.545227690194544
レイズネクスト,2019,Q1,14.560037645011985
レイズネクスト,2019,Q2,35.07937727497992
レイズネクスト,2019,Q3,58.041392081079856
レイズネクスト,2019,Q4,30.281910665414557
レイズネクスト,2020,Q1,19.797062414740434
レイズネクスト,2020,Q2,103.11206089148757
レイズネクスト,2020,Q3,35.11204300459049
レイズネクスト,2020,Q4,35.0120664379202
レオン自動機,2018,Q1,18.812518133328517
レオン自動機,2018,Q2,30.850689059040043
レオン自動機,2018,Q3,26.797898408976323
レオン自動機,2018,Q4,22.75679665149431
レオン自動機,2019,Q1,19.141359901046265
レオン自動機,2019,Q2,25.2569247947211
レオン自動機,2019,Q3,33.74386364959097
レオン自動機,2019,Q4,12.08968016534327
レオン自動機,2020,Q1,17.15933534074405
レオン自動機,2020,Q2,22.532005234374672
レオン自動機,2020,Q3,24.50193428290296
レオン自動機,2020,Q4,11.226948859120823
レシップホールディングス,2018,Q1,-25.668492046740887
レシップホールディングス,2018,Q2,-21.49883611476218
レシップホールディングス,2018,Q3,-6.968812582444201
レシップホールディングス,2018,Q4,35.50955036915417
レシップホールディングス,2019,Q1,-13.336691353916688
レシップホールディングス,2019,Q2,-1.6257251349558295
レシップホールディングス,2019,Q3,30.608949901812217
レシップホールディングス,2019,Q4,46.649563548350876
レシップホールディングス,2020,Q1,-6.985818850811533
レシップホールディングス,2020,Q2,5.913133037362674
レシップホールディングス,2020,Q3,12.532438763460268
レシップホールディングス,2020,Q4,6.236965991142827
レック,2018,Q1,43.88285405532026
レック,2018,Q2,26.89731576137026
レック,2018,Q3,54.591469879274335
レック,2018,Q4,8.39678682209826
レック,2019,Q1,35.546515744085056
レック,2019,Q2,18.60362421695335
レック,2019,Q3,41.02189388540337
レック,2019,Q4,1.264020826692351
レック,2020,Q1,19.48174099475643
レック,2020,Q2,27.493927656406566
レック,2020,Q3,31.472695000759597
レック,2020,Q4,10.911310759437667
レンゴー,2018,Q1,21.832400112464143
レンゴー,2018,Q2,13.555339667104755
レンゴー,2018,Q3,23.855390805170465
レンゴー,2018,Q4,19.04753599585747
レンゴー,2019,Q1,18.968418604936097
レンゴー,2019,Q2,21.392836314448893
レンゴー,2019,Q3,22.62980842772865
レンゴー,2019,Q4,21.945547088098987
レンゴー,2020,Q1,26.393927035312366
レンゴー,2020,Q2,25.662138925533288
レンゴー,2020,Q3,33.67918167853399
レンゴー,2020,Q4,19.4501703974862
ロート製薬,2018,Q1,15.53270613138056
ロート製薬,2018,Q2,27.783548113611555
ロート製薬,2018,Q3,36.800931913163666
ロート製薬,2018,Q4,5.057333079162181
ロート製薬,2019,Q1,21.939739830666863
ロート製薬,2019,Q2,31.280229229446604
ロート製薬,2019,Q3,33.34847813021659
ロート製薬,2019,Q4,1.9470730117605224
ロート製薬,2020,Q1,22.03662905114597
ロート製薬,2020,Q2,35.879912942602495
ロート製薬,2020,Q3,41.5160092092692
ロート製薬,2020,Q4,23.18917680534387
ローム,2018,Q1,76.92951004247527
ローム,2018,Q2,119.01202457351751
ローム,2018,Q3,119.65862264694302
ローム,2018,Q4,34.1402397829584
ローム,2019,Q1,100.01100829334919
ローム,2019,Q2,112.61138890325587
ローム,2019,Q3,97.12655943063703
ローム,2019,Q4,10.738604878281844
ローム,2020,Q1,71.05896618417096
ローム,2020,Q2,83.30248095531948
ローム,2020,Q3,68.54314612535501
ローム,2020,Q4,17.67414140714385
ワイエイシイホールディングス,2018,Q1,0.11848213953891644
ワイエイシイホールディングス,2018,Q2,16.488920481640868
ワイエイシイホールディングス,2018,Q3,12.731947230315157
ワイエイシイホールディングス,2018,Q4,35.244746893719146
ワイエイシイホールディングス,2019,Q1,13.309969861140285
ワイエイシイホールディングス,2019,Q2,5.513442001216489
ワイエイシイホールディングス,2019,Q3,13.691977910226544
ワイエイシイホールディングス,2019,Q4,11.81173464931994
ワイエイシイホールディングス,2020,Q1,-11.095002761240933
ワイエイシイホールディングス,2020,Q2,-5.8699399843287265
ワイエイシイホールディングス,2020,Q3,-28.754090238727542
ワイエイシイホールディングス,2020,Q4,42.404405106124024
ワコム,2018,Q1,-29.41897065812575
ワコム,2018,Q2,44.624496968059155
ワコム,2018,Q3,59.649290897012044
ワコム,2018,Q4,-47.849058425786936
ワコム,2019,Q1,-20.087970668209486
ワコム,2019,Q2,30.38328549207255
ワコム,2019,Q3,35.08379368101331
ワコム,2019,Q4,-23.32828638373319
ワコム,2020,Q1,-8.535896546060618
ワコム,2020,Q2,25.74597790907567
ワコム,2020,Q3,28.948670880041483
ワコム,2020,Q4,0.30826970111130264
ワコールホールディングス,2018,Q1,24.260624385972857
ワコールホールディングス,2018,Q2,29.66540960797342
ワコールホールディングス,2018,Q3,54.31292423235865
ワコールホールディングス,2018,Q4,7.778331362974799
ワコールホールディングス,2019,Q1,45.55386731098164
ワコールホールディングス,2019,Q2,44.05501664911927
ワコールホールディングス,2019,Q3,-37.87737841292818
ワコールホールディングス,2019,Q4,-0.5323970743237936
ワコールホールディングス,2020,Q1,-0.3944332913383789
ワコールホールディングス,2020,Q2,40.06306398267139
ワコールホールディングス,2020,Q3,46.87653553430866
ワコールホールディングス,2020,Q4,-61.842359953145184
ワタミ,2018,Q1,-5.244428009043624
ワタミ,2018,Q2,-6.123423469476238
ワタミ,2018,Q3,22.911482486487056
ワタミ,2018,Q4,-10.378794337575245
ワタミ,2019,Q1,-0.6905020494574797
ワタミ,2019,Q2,-4.497305163071836
ワタミ,2019,Q3,30.945985990914494
ワタミ,2019,Q4,-13.541077097238679
ワタミ,2020,Q1,-24.80862612010307
ワタミ,2020,Q2,-52.882699227562114
ワタミ,2020,Q3,-6.32127757945719
ワタミ,2020,Q4,-71.40865071194791
三ツ星ベルト,2018,Q1,22.973598418139193
三ツ星ベルト,2018,Q2,32.60953012558122
三ツ星ベルト,2018,Q3,28.481522264348808
三ツ星ベルト,2018,Q4,26.7189288179896
三ツ星ベルト,2019,Q1,35.83725633589656
三ツ星ベルト,2019,Q2,38.59314156090036
三ツ星ベルト,2019,Q3,56.48501801215688
三ツ星ベルト,2019,Q4,34.57698203579154
三ツ星ベルト,2020,Q1,46.98055282220726
三ツ星ベルト,2020,Q2,38.24574581848327
三ツ星ベルト,2020,Q3,34.2017909872796
三ツ星ベルト,2020,Q4,31.599312862797326
三井不動産,2018,Q1,48.72354224071691
三井不動産,2018,Q2,25.841070418669243
三井不動産,2018,Q3,28.670144317985848
三井不動産,2018,Q4,64.40578682957606
三井不動産,2019,Q1,44.73752441332425
三井不動産,2019,Q2,31.70280549839532
三井不動産,2019,Q3,34.62104987484103
三井不動産,2019,Q4,61.51175335825813
三井不動産,2020,Q1,45.79244772157334
三井不動産,2020,Q2,30.34671451807032
三井不動産,2020,Q3,26.827534886069106
三井不動産,2020,Q4,80.62426301093215
三井住友建設,2018,Q1,21.528423219719034
三井住友建設,2018,Q2,14.068148670543275
三井住友建設,2018,Q3,46.80769010913073
三井住友建設,2018,Q4,30.42163605103692
三井住友建設,2019,Q1,21.58440104666203
三井住友建設,2019,Q2,29.138229311349114
三井住友建設,2019,Q3,33.489341975355096
三井住友建設,2019,Q4,23.901942681134475
三井住友建設,2020,Q1,19.52384458103162
三井住友建設,2020,Q2,21.603900514532704
三井住友建設,2020,Q3,17.53526324805268
三井住友建設,2020,Q4,21.587177289236397
三井化学,2018,Q1,44.500324677573104
三井化学,2018,Q2,75.13487791105368
三井化学,2018,Q3,136.86479129915895
三井化学,2018,Q4,60.12259993223838
三井化学,2019,Q1,111.9934356631541
三井化学,2019,Q2,70.11246987301418
三井化学,2019,Q3,59.092741839920805
三井化学,2019,Q4,64.26070696702773
三井化学,2020,Q1,42.87005943977735
三井化学,2020,Q2,2.2566246473557805
三井化学,2020,Q3,58.915714077956956
三井化学,2020,Q4,72.74087230151285
三井松島ホールディングス,2018,Q1,24.666234542934426
三井松島ホールディングス,2018,Q2,20.135017708690487
三井松島ホールディングス,2018,Q3,40.46757521023439
三井松島ホールディングス,2018,Q4,87.31770190544165
三井松島ホールディングス,2019,Q1,26.0125504641251
三井松島ホールディングス,2019,Q2,40.85408781088821
三井松島ホールディングス,2019,Q3,65.81001725041904
三井松島ホールディングス,2019,Q4,-1.2602230579656406
三井松島ホールディングス,2020,Q1,48.036492988979724
三井松島ホールディングス,2020,Q2,44.12964790515355
三井松島ホールディングス,2020,Q3,28.474744566749642
三井松島ホールディングス,2020,Q4,16.707393662874683
三井金属鉱業,2018,Q1,169.59588734488202
三井金属鉱業,2018,Q2,10.29031924058811
三井金属鉱業,2018,Q3,163.4543528150658
三井金属鉱業,2018,Q4,-190.15925222059929
三井金属鉱業,2019,Q1,-24.958640128249755
三井金属鉱業,2019,Q2,10.2629199020314
三井金属鉱業,2019,Q3,8.891166518773591
三井金属鉱業,2019,Q4,-16.345124954884966
三井金属鉱業,2020,Q1,22.260591373077112
三井金属鉱業,2020,Q2,1.369686327963396
三井金属鉱業,2020,Q3,67.65495476833496
三井金属鉱業,2020,Q4,-50.87450345587434
三井Ｅ＆Ｓホールディングス,2018,Q1,-1.7560565593426083
三井Ｅ＆Ｓホールディングス,2018,Q2,2.637752244548019
三井Ｅ＆Ｓホールディングス,2018,Q3,82.62036140642769
三井Ｅ＆Ｓホールディングス,2018,Q4,-69.06075126824175
三井Ｅ＆Ｓホールディングス,2019,Q1,-69.61347783721155
三井Ｅ＆Ｓホールディングス,2019,Q2,-580.8338022276922
三井Ｅ＆Ｓホールディングス,2019,Q3,-182.59543034283794
三井Ｅ＆Ｓホールディングス,2019,Q4,-265.58801661677376
三井Ｅ＆Ｓホールディングス,2020,Q1,-21.376287993452845
三井Ｅ＆Ｓホールディングス,2020,Q2,-716.9705921936207
三井Ｅ＆Ｓホールディングス,2020,Q3,-94.97621795920573
三井Ｅ＆Ｓホールディングス,2020,Q4,-82.87606614018082
三信電気,2018,Q1,3.16380214267782
三信電気,2018,Q2,8.668564587744523
三信電気,2018,Q3,16.728522670627278
三信電気,2018,Q4,20.48230539367598
三信電気,2019,Q1,8.454768291379386
三信電気,2019,Q2,22.61894536613398
三信電気,2019,Q3,28.599776418484613
三信電気,2019,Q4,22.494613630284285
三信電気,2020,Q1,4.291948661492422
三信電気,2020,Q2,28.83671081005615
三信電気,2020,Q3,6.701478893348219
三信電気,2020,Q4,27.796241894406187
三共生興,2018,Q1,4.254997241610964
三共生興,2018,Q2,9.62662689047513
三共生興,2018,Q3,21.81024557624284
三共生興,2018,Q4,7.022737882087651
三共生興,2019,Q1,5.555657789148555
三共生興,2019,Q2,9.642276102917712
三共生興,2019,Q3,20.078256160766276
三共生興,2019,Q4,13.383919412391833
三共生興,2020,Q1,2.673479118586581
三共生興,2020,Q2,12.488291026696235
三共生興,2020,Q3,40.234654031130894
三共生興,2020,Q4,-2.061981249399788
三和ホールディングス,2018,Q1,9.02823006613934
三和ホールディングス,2018,Q2,19.941491846626743
三和ホールディングス,2018,Q3,14.96875472908656
三和ホールディングス,2018,Q4,40.76799509875891
三和ホールディングス,2019,Q1,10.298520727721026
三和ホールディングス,2019,Q2,22.73322699376888
三和ホールディングス,2019,Q3,21.616267303491377
三和ホールディングス,2019,Q4,42.05351549610732
三和ホールディングス,2020,Q1,12.05157378811335
三和ホールディングス,2020,Q2,23.979974848699797
三和ホールディングス,2020,Q3,18.018226858481462
三和ホールディングス,2020,Q4,46.2068589484457
三城ホールディングス,2018,Q1,-5.793104809656837
三城ホールディングス,2018,Q2,4.7908284633378475
三城ホールディングス,2018,Q3,2.1259393649503133
三城ホールディングス,2018,Q4,-29.249219477734083
三城ホールディングス,2019,Q1,-3.745538813261986
三城ホールディングス,2019,Q2,3.4760538802248204
三城ホールディングス,2019,Q3,-1.158091485070554
三城ホールディングス,2019,Q4,-22.89905760436195
三城ホールディングス,2020,Q1,-3.2106744961848817
三城ホールディングス,2020,Q2,-0.7413895171783598
三城ホールディングス,2020,Q3,4.742640007738933
三城ホールディングス,2020,Q4,-17.812584105246042
三愛石油,2018,Q1,23.977999519880797
三愛石油,2018,Q2,21.727738687408635
三愛石油,2018,Q3,30.106611580089623
三愛石油,2018,Q4,27.228970813128182
三愛石油,2019,Q1,26.334221452595052
三愛石油,2019,Q2,26.524675678154665
三愛石油,2019,Q3,25.314338602242287
三愛石油,2019,Q4,26.94875744686715
三愛石油,2020,Q1,34.34597709776641
三愛石油,2020,Q2,21.870503854485012
三愛石油,2020,Q3,28.575558793943703
三愛石油,2020,Q4,29.338686931746604
三晃金属工業,2018,Q1,133.89020951452162
三晃金属工業,2018,Q2,90.2720992849307
三晃金属工業,2018,Q3,148.56560007603434
三晃金属工業,2018,Q4,111.44356454128047
三晃金属工業,2019,Q1,112.2674926891239
三晃金属工業,2019,Q2,133.55683404117437
三晃金属工業,2019,Q3,137.33548976065322
三晃金属工業,2019,Q4,127.36516481477213
三晃金属工業,2020,Q1,22.178272553338196
三晃金属工業,2020,Q2,83.72243718027796
三晃金属工業,2020,Q3,112.99938795510896
三晃金属工業,2020,Q4,90.92428605964174
三桜工業,2018,Q1,77.76302150404058
三桜工業,2018,Q2,8.782883830800046
三桜工業,2018,Q3,11.608108219234602
三桜工業,2018,Q4,25.15029356149723
三桜工業,2019,Q1,-122.99445517408549
三桜工業,2019,Q2,4.1903034308027856
三桜工業,2019,Q3,-2.6537028374260294
三桜工業,2019,Q4,-96.02573061373957
三桜工業,2020,Q1,14.190962031319614
三桜工業,2020,Q2,19.491135545358425
三桜工業,2020,Q3,-1.231594595984112
三桜工業,2020,Q4,0.2648319841537557
三機工業,2018,Q1,5.379513218709527
三機工業,2018,Q2,5.654925196862568
三機工業,2018,Q3,18.334269330882783
三機工業,2018,Q4,40.747258302496334
三機工業,2019,Q1,28.140067245713976
三機工業,2019,Q2,14.832220104990592
三機工業,2019,Q3,33.20951793741848
三機工業,2019,Q4,79.98964716049821
三機工業,2020,Q1,15.421246209633699
三機工業,2020,Q2,23.031773218918516
三機工業,2020,Q3,25.505014165373474
三機工業,2020,Q4,56.65250565090135
三洋化成工業,2018,Q1,99.48517599959996
三洋化成工業,2018,Q2,120.07952503981053
三洋化成工業,2018,Q3,148.54447172811368
三洋化成工業,2018,Q4,96.04918866178096
三洋化成工業,2019,Q1,-22.697741630947142
三洋化成工業,2019,Q2,91.46701504633313
三洋化成工業,2019,Q3,117.42415544451626
三洋化成工業,2019,Q4,-128.9848507795787
三洋化成工業,2020,Q1,106.7993286984115
三洋化成工業,2020,Q2,82.58251878027535
三洋化成工業,2020,Q3,83.4915511179443
三洋化成工業,2020,Q4,58.493806804010504
三洋工業,2018,Q1,213.43226322295195
三洋工業,2018,Q2,-5.040380204622363
三洋工業,2018,Q3,38.6999367769259
三洋工業,2018,Q4,164.98868706855052
三洋工業,2019,Q1,-36.61621425121994
三洋工業,2019,Q2,31.445472466311692
三洋工業,2019,Q3,86.99632923389568
三洋工業,2019,Q4,184.6254600695175
三洋工業,2020,Q1,9.086026530187548
三洋工業,2020,Q2,76.82203982784233
三洋工業,2020,Q3,114.24853942867284
三洋工業,2020,Q4,169.05692951910424
三浦工業,2018,Q1,15.073788845700596
三浦工業,2018,Q2,29.645262914759975
三浦工業,2018,Q3,26.73082590750094
三浦工業,2018,Q4,27.506712016291345
三浦工業,2019,Q1,21.945895796997142
三浦工業,2019,Q2,28.379464112662077
三浦工業,2019,Q3,31.498460447295873
三浦工業,2019,Q4,30.745275227096634
三浦工業,2020,Q1,23.083678276410165
三浦工業,2020,Q2,32.7104505898751
三浦工業,2020,Q3,29.993755849466687
三浦工業,2020,Q4,33.5538430510118
三菱ケミカルホールディングス,2018,Q1,33.6272640976119
三菱ケミカルホールディングス,2018,Q2,39.7928472343283
三菱ケミカルホールディングス,2018,Q3,42.35292871095487
三菱ケミカルホールディングス,2018,Q4,27.60482620385044
三菱ケミカルホールディングス,2019,Q1,26.302791878872643
三菱ケミカルホールディングス,2019,Q2,35.2047912762929
三菱ケミカルホールディングス,2019,Q3,29.134650760829988
三菱ケミカルホールディングス,2019,Q4,-0.02983167209774571
三菱ケミカルホールディングス,2020,Q1,9.59141025436468
三菱ケミカルホールディングス,2020,Q2,17.321384337104483
三菱ケミカルホールディングス,2020,Q3,-22.956937890880436
三菱ケミカルホールディングス,2020,Q4,-10.055334024515862
三菱ロジスネクスト,2018,Q1,4.258170112530186
三菱ロジスネクスト,2018,Q2,6.662089030465029
三菱ロジスネクスト,2018,Q3,6.8781814826855285
三菱ロジスネクスト,2018,Q4,19.98184989263766
三菱ロジスネクスト,2019,Q1,11.071242812310928
