企業名,会計年度,四半期,end_month_date,end_month_price
あらた,2018,Q1,2018-05-31,6790.0
あらた,2018,Q2,2018-08-31,5260.0
あらた,2018,Q3,2018-11-30,4930.0
あらた,2018,Q4,2019-02-28,4245.0
あらた,2019,Q1,2019-05-31,3760.0
あらた,2019,Q2,2019-08-30,3640.0
あらた,2019,Q3,2019-11-29,4310.0
あらた,2019,Q4,2020-02-28,4130.0
あらた,2020,Q1,2020-05-29,4555.0
あらた,2020,Q2,2020-08-31,5070.0
あらた,2020,Q3,2020-11-30,4960.0
あらた,2020,Q4,2021-02-26,4480.0
いすゞ自動車,2018,Q1,2018-05-31,1459.0
いすゞ自動車,2018,Q2,2018-08-31,1607.0
いすゞ自動車,2018,Q3,2018-11-30,1616.0
いすゞ自動車,2018,Q4,2019-02-28,1595.5
いすゞ自動車,2019,Q1,2019-05-31,1200.0
いすゞ自動車,2019,Q2,2019-08-30,1143.0
いすゞ自動車,2019,Q3,2019-11-29,1280.5
いすゞ自動車,2019,Q4,2020-02-28,1016.0
いすゞ自動車,2020,Q1,2020-05-29,1009.5
いすゞ自動車,2020,Q2,2020-08-31,1049.0
いすゞ自動車,2020,Q3,2020-11-30,1018.0
いすゞ自動車,2020,Q4,2021-02-26,1114.0
いなげや,2018,Q1,2018-05-31,1782.0
いなげや,2018,Q2,2018-08-31,1652.0
いなげや,2018,Q3,2018-11-30,1582.0
いなげや,2018,Q4,2019-02-28,1307.0
いなげや,2019,Q1,2019-05-31,1339.0
いなげや,2019,Q2,2019-08-30,1571.0
いなげや,2019,Q3,2019-11-29,1469.0
いなげや,2019,Q4,2020-02-28,1259.0
いなげや,2020,Q1,2020-05-29,1688.0
いなげや,2020,Q2,2020-08-31,1794.0
いなげや,2020,Q3,2020-11-30,2039.0
いなげや,2020,Q4,2021-02-26,1653.0
かどや製油,2018,Q1,2018-05-31,6150.0
かどや製油,2018,Q2,2018-08-31,6060.0
かどや製油,2018,Q3,2018-11-30,5840.0
かどや製油,2018,Q4,2019-02-28,5270.0
かどや製油,2019,Q1,2019-05-31,4235.0
かどや製油,2019,Q2,2019-08-30,3530.0
かどや製油,2019,Q3,2019-11-29,3840.0
かどや製油,2019,Q4,2020-02-28,3400.0
かどや製油,2020,Q1,2020-05-29,3715.0
かどや製油,2020,Q2,2020-08-31,3605.0
かどや製油,2020,Q3,2020-11-30,3880.0
かどや製油,2020,Q4,2021-02-26,4095.0
きんでん,2018,Q1,2018-05-31,1793.0
きんでん,2018,Q2,2018-08-31,1753.0
きんでん,2018,Q3,2018-11-30,1966.0
きんでん,2018,Q4,2019-02-28,1806.0
きんでん,2019,Q1,2019-05-31,1670.0
きんでん,2019,Q2,2019-08-30,1555.0
きんでん,2019,Q3,2019-11-29,1634.0
きんでん,2019,Q4,2020-02-28,1631.0
きんでん,2020,Q1,2020-05-29,1803.0
きんでん,2020,Q2,2020-08-31,1750.0
きんでん,2020,Q3,2020-11-30,1673.0
きんでん,2020,Q4,2021-02-26,1739.0
さくらインターネット,2018,Q1,2018-05-31,818.0
さくらインターネット,2018,Q2,2018-08-31,705.0
さくらインターネット,2018,Q3,2018-11-30,592.0
さくらインターネット,2018,Q4,2019-02-28,555.0
さくらインターネット,2019,Q1,2019-05-31,502.0
さくらインターネット,2019,Q2,2019-08-30,578.0
さくらインターネット,2019,Q3,2019-11-29,666.0
さくらインターネット,2019,Q4,2020-02-28,493.0
さくらインターネット,2020,Q1,2020-05-29,649.0
さくらインターネット,2020,Q2,2020-08-31,611.0
さくらインターネット,2020,Q3,2020-11-30,736.0
さくらインターネット,2020,Q4,2021-02-26,649.0
たけびし,2018,Q1,2018-05-31,1677.0
たけびし,2018,Q2,2018-08-31,1626.0
たけびし,2018,Q3,2018-11-30,1478.0
たけびし,2018,Q4,2019-02-28,1492.0
たけびし,2019,Q1,2019-05-31,1259.0
たけびし,2019,Q2,2019-08-30,1236.0
たけびし,2019,Q3,2019-11-29,1465.0
たけびし,2019,Q4,2020-02-28,1251.0
たけびし,2020,Q1,2020-05-29,1467.0
たけびし,2020,Q2,2020-08-31,1473.0
たけびし,2020,Q3,2020-11-30,1498.0
たけびし,2020,Q4,2021-02-26,1546.0
なとり,2018,Q1,2018-05-31,1866.0
なとり,2018,Q2,2018-08-31,1751.0
なとり,2018,Q3,2018-11-30,1875.0
なとり,2018,Q4,2019-02-28,1681.0
なとり,2019,Q1,2019-05-31,1552.0
なとり,2019,Q2,2019-08-30,1561.0
なとり,2019,Q3,2019-11-29,1698.0
なとり,2019,Q4,2020-02-28,1564.0
なとり,2020,Q1,2020-05-29,1751.0
なとり,2020,Q2,2020-08-31,1837.0
なとり,2020,Q3,2020-11-30,1990.0
なとり,2020,Q4,2021-02-26,1981.0
はせがわ,2018,Q1,2018-05-31,481.0
はせがわ,2018,Q2,2018-08-31,486.0
はせがわ,2018,Q3,2018-11-30,465.0
はせがわ,2018,Q4,2019-02-28,408.0
はせがわ,2019,Q1,2019-05-31,393.0
はせがわ,2019,Q2,2019-08-30,399.0
はせがわ,2019,Q3,2019-11-29,404.0
はせがわ,2019,Q4,2020-02-28,371.0
はせがわ,2020,Q1,2020-05-29,346.0
はせがわ,2020,Q2,2020-08-31,288.0
はせがわ,2020,Q3,2020-11-30,296.0
はせがわ,2020,Q4,2021-02-26,290.0
はるやまホールディングス,2018,Q1,2018-05-31,1020.0
はるやまホールディングス,2018,Q2,2018-08-31,932.0
はるやまホールディングス,2018,Q3,2018-11-30,896.0
はるやまホールディングス,2018,Q4,2019-02-28,863.0
はるやまホールディングス,2019,Q1,2019-05-31,807.0
はるやまホールディングス,2019,Q2,2019-08-30,773.0
はるやまホールディングス,2019,Q3,2019-11-29,849.0
はるやまホールディングス,2019,Q4,2020-02-28,742.0
はるやまホールディングス,2020,Q1,2020-05-29,745.0
はるやまホールディングス,2020,Q2,2020-08-31,715.0
はるやまホールディングス,2020,Q3,2020-11-30,690.0
はるやまホールディングス,2020,Q4,2021-02-26,701.0
ぴあ,2018,Q1,2018-05-31,6080.0
ぴあ,2018,Q2,2018-08-31,5180.0
ぴあ,2018,Q3,2018-11-30,5110.0
ぴあ,2018,Q4,2019-02-28,3995.0
ぴあ,2019,Q1,2019-05-31,4835.0
ぴあ,2019,Q2,2019-08-30,4220.0
ぴあ,2019,Q3,2019-11-29,4820.0
ぴあ,2019,Q4,2020-02-28,2910.0
ぴあ,2020,Q1,2020-05-29,3795.0
ぴあ,2020,Q2,2020-08-31,3010.0
ぴあ,2020,Q3,2020-11-30,2715.0
ぴあ,2020,Q4,2021-02-26,3280.0
りらいあコミュニケーションズ,2018,Q1,2018-05-31,1548.0
りらいあコミュニケーションズ,2018,Q2,2018-08-31,1446.0
りらいあコミュニケーションズ,2018,Q3,2018-11-30,1061.0
りらいあコミュニケーションズ,2018,Q4,2019-02-28,972.0
りらいあコミュニケーションズ,2019,Q1,2019-05-31,1174.0
りらいあコミュニケーションズ,2019,Q2,2019-08-30,1343.0
りらいあコミュニケーションズ,2019,Q3,2019-11-29,1415.0
りらいあコミュニケーションズ,2019,Q4,2020-02-28,1206.0
りらいあコミュニケーションズ,2020,Q1,2020-05-29,1225.0
りらいあコミュニケーションズ,2020,Q2,2020-08-31,1260.0
りらいあコミュニケーションズ,2020,Q3,2020-11-30,1234.0
りらいあコミュニケーションズ,2020,Q4,2021-02-26,1334.0
わかもと製薬,2018,Q1,2018-05-31,294.0
わかもと製薬,2018,Q2,2018-08-31,287.0
わかもと製薬,2018,Q3,2018-11-30,298.0
わかもと製薬,2018,Q4,2019-02-28,276.0
わかもと製薬,2019,Q1,2019-05-31,265.0
わかもと製薬,2019,Q2,2019-08-30,254.0
わかもと製薬,2019,Q3,2019-11-29,275.0
わかもと製薬,2019,Q4,2020-02-28,217.0
わかもと製薬,2020,Q1,2020-05-29,252.0
わかもと製薬,2020,Q2,2020-08-31,258.0
わかもと製薬,2020,Q3,2020-11-30,273.0
わかもと製薬,2020,Q4,2021-02-26,243.0
アイカ工業,2018,Q1,2018-05-31,4070.0
アイカ工業,2018,Q2,2018-08-31,4275.0
アイカ工業,2018,Q3,2018-11-30,3825.0
アイカ工業,2018,Q4,2019-02-28,3875.0
アイカ工業,2019,Q1,2019-05-31,3595.0
アイカ工業,2019,Q2,2019-08-30,3035.0
アイカ工業,2019,Q3,2019-11-29,3485.0
アイカ工業,2019,Q4,2020-02-28,3195.0
アイカ工業,2020,Q1,2020-05-29,3210.0
アイカ工業,2020,Q2,2020-08-31,3640.0
アイカ工業,2020,Q3,2020-11-30,3690.0
アイカ工業,2020,Q4,2021-02-26,3685.0
アイコム,2018,Q1,2018-05-31,2726.0
アイコム,2018,Q2,2018-08-31,2445.0
アイコム,2018,Q3,2018-11-30,2352.0
アイコム,2018,Q4,2019-02-28,2312.0
アイコム,2019,Q1,2019-05-31,2195.0
アイコム,2019,Q2,2019-08-30,2213.0
アイコム,2019,Q3,2019-11-29,2583.0
アイコム,2019,Q4,2020-02-28,2318.0
アイコム,2020,Q1,2020-05-29,2976.0
アイコム,2020,Q2,2020-08-31,2668.0
アイコム,2020,Q3,2020-11-30,2658.0
アイコム,2020,Q4,2021-02-26,2701.0
アイシン,2018,Q1,2018-05-31,5480.0
アイシン,2018,Q2,2018-08-31,5140.0
アイシン,2018,Q3,2018-11-30,4490.0
アイシン,2018,Q4,2019-02-28,4345.0
アイシン,2019,Q1,2019-05-31,3605.0
アイシン,2019,Q2,2019-08-30,3150.0
アイシン,2019,Q3,2019-11-29,4140.0
アイシン,2019,Q4,2020-02-28,3500.0
アイシン,2020,Q1,2020-05-29,3395.0
アイシン,2020,Q2,2020-08-31,3645.0
アイシン,2020,Q3,2020-11-30,3095.0
アイシン,2020,Q4,2021-02-26,3625.0
アイダエンジニアリング,2018,Q1,2018-05-31,1303.0
アイダエンジニアリング,2018,Q2,2018-08-31,998.0
アイダエンジニアリング,2018,Q3,2018-11-30,909.0
アイダエンジニアリング,2018,Q4,2019-02-28,812.0
アイダエンジニアリング,2019,Q1,2019-05-31,723.0
アイダエンジニアリング,2019,Q2,2019-08-30,803.0
アイダエンジニアリング,2019,Q3,2019-11-29,1000.0
アイダエンジニアリング,2019,Q4,2020-02-28,804.0
アイダエンジニアリング,2020,Q1,2020-05-29,735.0
アイダエンジニアリング,2020,Q2,2020-08-31,688.0
アイダエンジニアリング,2020,Q3,2020-11-30,884.0
アイダエンジニアリング,2020,Q4,2021-02-26,895.0
アイチコーポレーション,2018,Q1,2018-05-31,719.0
アイチコーポレーション,2018,Q2,2018-08-31,628.0
アイチコーポレーション,2018,Q3,2018-11-30,657.0
アイチコーポレーション,2018,Q4,2019-02-28,716.0
アイチコーポレーション,2019,Q1,2019-05-31,652.0
アイチコーポレーション,2019,Q2,2019-08-30,648.0
アイチコーポレーション,2019,Q3,2019-11-29,712.0
アイチコーポレーション,2019,Q4,2020-02-28,622.0
アイチコーポレーション,2020,Q1,2020-05-29,749.0
アイチコーポレーション,2020,Q2,2020-08-31,821.0
アイチコーポレーション,2020,Q3,2020-11-30,928.0
アイチコーポレーション,2020,Q4,2021-02-26,850.0
アイティフォー,2018,Q1,2018-05-31,1288.0
アイティフォー,2018,Q2,2018-08-31,986.0
アイティフォー,2018,Q3,2018-11-30,855.0
アイティフォー,2018,Q4,2019-02-28,841.0
アイティフォー,2019,Q1,2019-05-31,835.0
アイティフォー,2019,Q2,2019-08-30,867.0
アイティフォー,2019,Q3,2019-11-29,875.0
アイティフォー,2019,Q4,2020-02-28,649.0
アイティフォー,2020,Q1,2020-05-29,725.0
アイティフォー,2020,Q2,2020-08-31,802.0
アイティフォー,2020,Q3,2020-11-30,921.0
アイティフォー,2020,Q4,2021-02-26,836.0
アイティメディア,2018,Q1,2018-05-31,719.0
アイティメディア,2018,Q2,2018-08-31,730.0
アイティメディア,2018,Q3,2018-11-30,608.0
アイティメディア,2018,Q4,2019-02-28,441.0
アイティメディア,2019,Q1,2019-05-31,491.0
アイティメディア,2019,Q2,2019-08-30,728.0
アイティメディア,2019,Q3,2019-11-29,782.0
アイティメディア,2019,Q4,2020-02-28,942.0
アイティメディア,2020,Q1,2020-05-29,1063.0
アイティメディア,2020,Q2,2020-08-31,2543.0
アイティメディア,2020,Q3,2020-11-30,2560.0
アイティメディア,2020,Q4,2021-02-26,1744.0
アイネス,2018,Q1,2018-05-31,1075.0
アイネス,2018,Q2,2018-08-31,1224.0
アイネス,2018,Q3,2018-11-30,1269.0
アイネス,2018,Q4,2019-02-28,1302.0
アイネス,2019,Q1,2019-05-31,1184.0
アイネス,2019,Q2,2019-08-30,1096.0
アイネス,2019,Q3,2019-11-29,1338.0
アイネス,2019,Q4,2020-02-28,1474.0
アイネス,2020,Q1,2020-05-29,1402.0
アイネス,2020,Q2,2020-08-31,1335.0
アイネス,2020,Q3,2020-11-30,1424.0
アイネス,2020,Q4,2021-02-26,1320.0
アイネット,2018,Q1,2018-05-31,1702.0
アイネット,2018,Q2,2018-08-31,1845.0
アイネット,2018,Q3,2018-11-30,1669.0
アイネット,2018,Q4,2019-02-28,1405.0
アイネット,2019,Q1,2019-05-31,1243.0
アイネット,2019,Q2,2019-08-30,1339.0
アイネット,2019,Q3,2019-11-29,1494.0
アイネット,2019,Q4,2020-02-28,1250.0
アイネット,2020,Q1,2020-05-29,1537.0
アイネット,2020,Q2,2020-08-31,1502.0
アイネット,2020,Q3,2020-11-30,1488.0
アイネット,2020,Q4,2021-02-26,1461.0
アイホン,2018,Q1,2018-05-31,1853.0
アイホン,2018,Q2,2018-08-31,1611.0
アイホン,2018,Q3,2018-11-30,1717.0
アイホン,2018,Q4,2019-02-28,1726.0
アイホン,2019,Q1,2019-05-31,1613.0
アイホン,2019,Q2,2019-08-30,1585.0
アイホン,2019,Q3,2019-11-29,1894.0
アイホン,2019,Q4,2020-02-28,1522.0
アイホン,2020,Q1,2020-05-29,1585.0
アイホン,2020,Q2,2020-08-31,1379.0
アイホン,2020,Q3,2020-11-30,1539.0
アイホン,2020,Q4,2021-02-26,1743.0
アイロムグループ,2018,Q1,2018-05-31,1956.0
アイロムグループ,2018,Q2,2018-08-31,1880.0
アイロムグループ,2018,Q3,2018-11-30,2193.0
アイロムグループ,2018,Q4,2019-02-28,1578.0
アイロムグループ,2019,Q1,2019-05-31,1570.0
アイロムグループ,2019,Q2,2019-08-30,1661.0
アイロムグループ,2019,Q3,2019-11-29,1457.0
アイロムグループ,2019,Q4,2020-02-28,1149.0
アイロムグループ,2020,Q1,2020-05-29,2288.0
アイロムグループ,2020,Q2,2020-08-31,2057.0
アイロムグループ,2020,Q3,2020-11-30,1815.0
アイロムグループ,2020,Q4,2021-02-26,1892.0
アキレス,2018,Q1,2018-05-31,2271.0
アキレス,2018,Q2,2018-08-31,2285.0
アキレス,2018,Q3,2018-11-30,2256.0
アキレス,2018,Q4,2019-02-28,2017.0
アキレス,2019,Q1,2019-05-31,1957.0
アキレス,2019,Q2,2019-08-30,1480.0
アキレス,2019,Q3,2019-11-29,1841.0
アキレス,2019,Q4,2020-02-28,1706.0
アキレス,2020,Q1,2020-05-29,1695.0
アキレス,2020,Q2,2020-08-31,1774.0
アキレス,2020,Q3,2020-11-30,1424.0
アキレス,2020,Q4,2021-02-26,1445.0
アクシアル　リテイリング,2018,Q1,2018-05-31,4105.0
アクシアル　リテイリング,2018,Q2,2018-08-31,3900.0
アクシアル　リテイリング,2018,Q3,2018-11-30,4035.0
アクシアル　リテイリング,2018,Q4,2019-02-28,3555.0
アクシアル　リテイリング,2019,Q1,2019-05-31,3975.0
アクシアル　リテイリング,2019,Q2,2019-08-30,3800.0
アクシアル　リテイリング,2019,Q3,2019-11-29,3835.0
アクシアル　リテイリング,2019,Q4,2020-02-28,3435.0
アクシアル　リテイリング,2020,Q1,2020-05-29,4125.0
アクシアル　リテイリング,2020,Q2,2020-08-31,4805.0
アクシアル　リテイリング,2020,Q3,2020-11-30,4745.0
アクシアル　リテイリング,2020,Q4,2021-02-26,4550.0
アクセル,2018,Q1,2018-05-31,962.0
アクセル,2018,Q2,2018-08-31,719.0
アクセル,2018,Q3,2018-11-30,586.0
アクセル,2018,Q4,2019-02-28,504.0
アクセル,2019,Q1,2019-05-31,553.0
アクセル,2019,Q2,2019-08-30,600.0
アクセル,2019,Q3,2019-11-29,710.0
アクセル,2019,Q4,2020-02-28,689.0
アクセル,2020,Q1,2020-05-29,845.0
アクセル,2020,Q2,2020-08-31,892.0
アクセル,2020,Q3,2020-11-30,807.0
アクセル,2020,Q4,2021-02-26,762.0
アジアパイルホールディングス,2018,Q1,2018-05-31,678.0
アジアパイルホールディングス,2018,Q2,2018-08-31,875.0
アジアパイルホールディングス,2018,Q3,2018-11-30,694.0
アジアパイルホールディングス,2018,Q4,2019-02-28,644.0
アジアパイルホールディングス,2019,Q1,2019-05-31,615.0
アジアパイルホールディングス,2019,Q2,2019-08-30,500.0
アジアパイルホールディングス,2019,Q3,2019-11-29,545.0
アジアパイルホールディングス,2019,Q4,2020-02-28,467.0
アジアパイルホールディングス,2020,Q1,2020-05-29,462.0
アジアパイルホールディングス,2020,Q2,2020-08-31,465.0
アジアパイルホールディングス,2020,Q3,2020-11-30,455.0
アジアパイルホールディングス,2020,Q4,2021-02-26,517.0
アステラス製薬,2018,Q1,2018-05-31,1664.5
アステラス製薬,2018,Q2,2018-08-31,1882.0
アステラス製薬,2018,Q3,2018-11-30,1744.5
アステラス製薬,2018,Q4,2019-02-28,1718.5
アステラス製薬,2019,Q1,2019-05-31,1462.5
アステラス製薬,2019,Q2,2019-08-30,1472.0
アステラス製薬,2019,Q3,2019-11-29,1867.5
アステラス製薬,2019,Q4,2020-02-28,1699.0
アステラス製薬,2020,Q1,2020-05-29,1914.5
アステラス製薬,2020,Q2,2020-08-31,1664.5
アステラス製薬,2020,Q3,2020-11-30,1483.5
アステラス製薬,2020,Q4,2021-02-26,1674.0
アズビル,2018,Q1,2018-05-31,5330.0
アズビル,2018,Q2,2018-08-31,4845.0
アズビル,2018,Q3,2018-11-30,2450.0
アズビル,2018,Q4,2019-02-28,2458.0
アズビル,2019,Q1,2019-05-31,2552.0
アズビル,2019,Q2,2019-08-30,2710.0
アズビル,2019,Q3,2019-11-29,3100.0
アズビル,2019,Q4,2020-02-28,2673.0
アズビル,2020,Q1,2020-05-29,2749.0
アズビル,2020,Q2,2020-08-31,3330.0
アズビル,2020,Q3,2020-11-30,4685.0
アズビル,2020,Q4,2021-02-26,4525.0
アズワン,2018,Q1,2018-05-31,7660.0
アズワン,2018,Q2,2018-08-31,8010.0
アズワン,2018,Q3,2018-11-30,8380.0
アズワン,2018,Q4,2019-02-28,8670.0
アズワン,2019,Q1,2019-05-31,9750.0
アズワン,2019,Q2,2019-08-30,9460.0
アズワン,2019,Q3,2019-11-29,9430.0
アズワン,2019,Q4,2020-02-28,8110.0
アズワン,2020,Q1,2020-05-29,11890.0
アズワン,2020,Q2,2020-08-31,13540.0
アズワン,2020,Q3,2020-11-30,16040.0
アズワン,2020,Q4,2021-02-26,13660.0
アツギ,2018,Q1,2018-05-31,1202.0
アツギ,2018,Q2,2018-08-31,1166.0
アツギ,2018,Q3,2018-11-30,1071.0
アツギ,2018,Q4,2019-02-28,978.0
アツギ,2019,Q1,2019-05-31,910.0
アツギ,2019,Q2,2019-08-30,822.0
アツギ,2019,Q3,2019-11-29,822.0
アツギ,2019,Q4,2020-02-28,692.0
アツギ,2020,Q1,2020-05-29,618.0
アツギ,2020,Q2,2020-08-31,497.0
アツギ,2020,Q3,2020-11-30,525.0
アツギ,2020,Q4,2021-02-26,543.0
アドウェイズ,2018,Q1,2018-05-31,532.0
アドウェイズ,2018,Q2,2018-08-31,690.0
アドウェイズ,2018,Q3,2018-11-30,503.0
アドウェイズ,2018,Q4,2019-02-28,405.0
アドウェイズ,2019,Q1,2019-05-31,322.0
アドウェイズ,2019,Q2,2019-08-30,280.0
アドウェイズ,2019,Q3,2019-11-29,374.0
アドウェイズ,2019,Q4,2020-02-28,286.0
アドウェイズ,2020,Q1,2020-05-29,316.0
アドウェイズ,2020,Q2,2020-08-31,349.0
アドウェイズ,2020,Q3,2020-11-30,531.0
アドウェイズ,2020,Q4,2021-02-26,833.0
アドソル日進,2018,Q1,2018-05-31,1622.0
アドソル日進,2018,Q2,2018-08-31,1880.0
アドソル日進,2018,Q3,2018-11-30,1962.0
アドソル日進,2018,Q4,2019-02-28,1691.0
アドソル日進,2019,Q1,2019-05-31,1650.0
アドソル日進,2019,Q2,2019-08-30,2076.0
アドソル日進,2019,Q3,2019-11-29,2385.0
アドソル日進,2019,Q4,2020-02-28,2162.0
アドソル日進,2020,Q1,2020-05-29,2593.0
アドソル日進,2020,Q2,2020-08-31,2481.0
アドソル日進,2020,Q3,2020-11-30,2958.0
アドソル日進,2020,Q4,2021-02-26,2635.0
アドバンテスト,2018,Q1,2018-05-31,2557.0
アドバンテスト,2018,Q2,2018-08-31,2664.0
アドバンテスト,2018,Q3,2018-11-30,2436.0
アドバンテスト,2018,Q4,2019-02-28,2629.0
アドバンテスト,2019,Q1,2019-05-31,2551.0
アドバンテスト,2019,Q2,2019-08-30,4365.0
アドバンテスト,2019,Q3,2019-11-29,5350.0
アドバンテスト,2019,Q4,2020-02-28,4915.0
アドバンテスト,2020,Q1,2020-05-29,5320.0
アドバンテスト,2020,Q2,2020-08-31,5070.0
アドバンテスト,2020,Q3,2020-11-30,7260.0
アドバンテスト,2020,Q4,2021-02-26,8750.0
アドヴァングループ,2018,Q1,2018-05-31,974.0
アドヴァングループ,2018,Q2,2018-08-31,1016.0
アドヴァングループ,2018,Q3,2018-11-30,1099.0
アドヴァングループ,2018,Q4,2019-02-28,1038.0
アドヴァングループ,2019,Q1,2019-05-31,1020.0
アドヴァングループ,2019,Q2,2019-08-30,1147.0
アドヴァングループ,2019,Q3,2019-11-29,1299.0
アドヴァングループ,2019,Q4,2020-02-28,1042.0
アドヴァングループ,2020,Q1,2020-05-29,1210.0
アドヴァングループ,2020,Q2,2020-08-31,1351.0
アドヴァングループ,2020,Q3,2020-11-30,1301.0
アドヴァングループ,2020,Q4,2021-02-26,1038.0
アマダ,2018,Q1,2018-05-31,1184.0
アマダ,2018,Q2,2018-08-31,1188.0
アマダ,2018,Q3,2018-11-30,1232.0
アマダ,2018,Q4,2019-02-28,1171.0
アマダ,2019,Q1,2019-05-31,1120.0
アマダ,2019,Q2,2019-08-30,1107.0
アマダ,2019,Q3,2019-11-29,1220.0
アマダ,2019,Q4,2020-02-28,1008.0
アマダ,2020,Q1,2020-05-29,961.0
アマダ,2020,Q2,2020-08-31,944.0
アマダ,2020,Q3,2020-11-30,1006.0
アマダ,2020,Q4,2021-02-26,1291.0
アマノ,2018,Q1,2018-05-31,2714.0
アマノ,2018,Q2,2018-08-31,2323.0
アマノ,2018,Q3,2018-11-30,2448.0
アマノ,2018,Q4,2019-02-28,2364.0
アマノ,2019,Q1,2019-05-31,2820.0
アマノ,2019,Q2,2019-08-30,3175.0
アマノ,2019,Q3,2019-11-29,3275.0
アマノ,2019,Q4,2020-02-28,2650.0
アマノ,2020,Q1,2020-05-29,2329.0
アマノ,2020,Q2,2020-08-31,2210.0
アマノ,2020,Q3,2020-11-30,2454.0
アマノ,2020,Q4,2021-02-26,2388.0
アミューズ,2018,Q1,2018-05-31,3090.0
アミューズ,2018,Q2,2018-08-31,3235.0
アミューズ,2018,Q3,2018-11-30,2737.0
アミューズ,2018,Q4,2019-02-28,2421.0
アミューズ,2019,Q1,2019-05-31,2581.0
アミューズ,2019,Q2,2019-08-30,2534.0
アミューズ,2019,Q3,2019-11-29,3080.0
アミューズ,2019,Q4,2020-02-28,2249.0
アミューズ,2020,Q1,2020-05-29,2403.0
アミューズ,2020,Q2,2020-08-31,2350.0
アミューズ,2020,Q3,2020-11-30,2575.0
アミューズ,2020,Q4,2021-02-26,2649.0
アリアケジャパン,2018,Q1,2018-05-31,9450.0
アリアケジャパン,2018,Q2,2018-08-31,10000.0
アリアケジャパン,2018,Q3,2018-11-30,9810.0
アリアケジャパン,2018,Q4,2019-02-28,5870.0
アリアケジャパン,2019,Q1,2019-05-31,7030.0
アリアケジャパン,2019,Q2,2019-08-30,8050.0
アリアケジャパン,2019,Q3,2019-11-29,7810.0
アリアケジャパン,2019,Q4,2020-02-28,6880.0
アリアケジャパン,2020,Q1,2020-05-29,7480.0
アリアケジャパン,2020,Q2,2020-08-31,7290.0
アリアケジャパン,2020,Q3,2020-11-30,6910.0
アリアケジャパン,2020,Q4,2021-02-26,6610.0
アルインコ,2018,Q1,2018-05-31,1073.0
アルインコ,2018,Q2,2018-08-31,1064.0
アルインコ,2018,Q3,2018-11-30,1099.0
アルインコ,2018,Q4,2019-02-28,998.0
アルインコ,2019,Q1,2019-05-31,960.0
アルインコ,2019,Q2,2019-08-30,919.0
アルインコ,2019,Q3,2019-11-29,1163.0
アルインコ,2019,Q4,2020-02-28,968.0
アルインコ,2020,Q1,2020-05-29,954.0
アルインコ,2020,Q2,2020-08-31,934.0
アルインコ,2020,Q3,2020-11-30,908.0
アルインコ,2020,Q4,2021-02-26,960.0
アルコニックス,2018,Q1,2018-05-31,1761.0
アルコニックス,2018,Q2,2018-08-31,1626.0
アルコニックス,2018,Q3,2018-11-30,1305.0
アルコニックス,2018,Q4,2019-02-28,1231.0
アルコニックス,2019,Q1,2019-05-31,1348.0
アルコニックス,2019,Q2,2019-08-30,1150.0
アルコニックス,2019,Q3,2019-11-29,1444.0
アルコニックス,2019,Q4,2020-02-28,1112.0
アルコニックス,2020,Q1,2020-05-29,1271.0
アルコニックス,2020,Q2,2020-08-31,1409.0
アルコニックス,2020,Q3,2020-11-30,1379.0
アルコニックス,2020,Q4,2021-02-26,1574.0
アルゴグラフィックス,2018,Q1,2018-05-31,3690.0
アルゴグラフィックス,2018,Q2,2018-08-31,4360.0
アルゴグラフィックス,2018,Q3,2018-11-30,4540.0
アルゴグラフィックス,2018,Q4,2019-02-28,4910.0
アルゴグラフィックス,2019,Q1,2019-05-31,2307.0
アルゴグラフィックス,2019,Q2,2019-08-30,2665.0
アルゴグラフィックス,2019,Q3,2019-11-29,3260.0
アルゴグラフィックス,2019,Q4,2020-02-28,3200.0
アルゴグラフィックス,2020,Q1,2020-05-29,3715.0
アルゴグラフィックス,2020,Q2,2020-08-31,3505.0
アルゴグラフィックス,2020,Q3,2020-11-30,3200.0
アルゴグラフィックス,2020,Q4,2021-02-26,2936.0
アルファ,2018,Q1,2018-05-31,1701.0
アルファ,2018,Q2,2018-08-31,1440.0
アルファ,2018,Q3,2018-11-30,1395.0
アルファ,2018,Q4,2019-02-28,1365.0
アルファ,2019,Q1,2019-05-31,1182.0
アルファ,2019,Q2,2019-08-30,1146.0
アルファ,2019,Q3,2019-11-29,1313.0
アルファ,2019,Q4,2020-02-28,1021.0
アルファ,2020,Q1,2020-05-29,950.0
アルファ,2020,Q2,2020-08-31,932.0
アルファ,2020,Q3,2020-11-30,970.0
アルファ,2020,Q4,2021-02-26,1046.0
アルファシステムズ,2018,Q1,2018-05-31,2197.0
アルファシステムズ,2018,Q2,2018-08-31,2719.0
アルファシステムズ,2018,Q3,2018-11-30,2666.0
アルファシステムズ,2018,Q4,2019-02-28,2648.0
アルファシステムズ,2019,Q1,2019-05-31,2753.0
アルファシステムズ,2019,Q2,2019-08-30,2600.0
アルファシステムズ,2019,Q3,2019-11-29,2818.0
アルファシステムズ,2019,Q4,2020-02-28,2600.0
アルファシステムズ,2020,Q1,2020-05-29,3960.0
アルファシステムズ,2020,Q2,2020-08-31,3705.0
アルファシステムズ,2020,Q3,2020-11-30,3520.0
アルファシステムズ,2020,Q4,2021-02-26,3475.0
アルフレッサ　ホールディングス,2018,Q1,2018-05-31,2753.0
