企業名,会計年度,四半期,end_month_date,end_month_price
東海理化電機製作所,2019,Q4,2020-02-28,1627.0
東海理化電機製作所,2020,Q1,2020-05-29,1577.0
東海理化電機製作所,2020,Q2,2020-08-31,1592.0
東海理化電機製作所,2020,Q3,2020-11-30,1597.0
東海理化電機製作所,2020,Q4,2021-02-26,1731.0
東海運,2018,Q1,2018-05-31,384.0
東海運,2018,Q2,2018-08-31,328.0
東海運,2018,Q3,2018-11-30,350.0
東海運,2018,Q4,2019-02-28,281.0
東海運,2019,Q1,2019-05-31,248.0
東海運,2019,Q2,2019-08-30,277.0
東海運,2019,Q3,2019-11-29,283.0
東海運,2019,Q4,2020-02-28,250.0
東海運,2020,Q1,2020-05-29,266.0
東海運,2020,Q2,2020-08-31,282.0
東海運,2020,Q3,2020-11-30,306.0
東海運,2020,Q4,2021-02-26,318.0
東祥,2018,Q1,2018-05-31,4020.0
東祥,2018,Q2,2018-08-31,4315.0
東祥,2018,Q3,2018-11-30,4230.0
東祥,2018,Q4,2019-02-28,3315.0
東祥,2019,Q1,2019-05-31,2955.0
東祥,2019,Q2,2019-08-30,2674.0
東祥,2019,Q3,2019-11-29,2518.0
東祥,2019,Q4,2020-02-28,1572.0
東祥,2020,Q1,2020-05-29,1418.0
東祥,2020,Q2,2020-08-31,1330.0
東祥,2020,Q3,2020-11-30,1330.0
東祥,2020,Q4,2021-02-26,1967.0
東芝テック,2018,Q1,2018-05-31,657.0
東芝テック,2018,Q2,2018-08-31,666.0
東芝テック,2018,Q3,2018-11-30,3065.0
東芝テック,2018,Q4,2019-02-28,3130.0
東芝テック,2019,Q1,2019-05-31,2680.0
東芝テック,2019,Q2,2019-08-30,3085.0
東芝テック,2019,Q3,2019-11-29,4440.0
東芝テック,2019,Q4,2020-02-28,3980.0
東芝テック,2020,Q1,2020-05-29,3745.0
東芝テック,2020,Q2,2020-08-31,4435.0
東芝テック,2020,Q3,2020-11-30,3750.0
東芝テック,2020,Q4,2021-02-26,3900.0
東邦アセチレン,2018,Q1,2018-05-31,1540.0
東邦アセチレン,2018,Q2,2018-08-31,1537.0
東邦アセチレン,2018,Q3,2018-11-30,1436.0
東邦アセチレン,2018,Q4,2019-02-28,1427.0
東邦アセチレン,2019,Q1,2019-05-31,1323.0
東邦アセチレン,2019,Q2,2019-08-30,1211.0
東邦アセチレン,2019,Q3,2019-11-29,1362.0
東邦アセチレン,2019,Q4,2020-02-28,1200.0
東邦アセチレン,2020,Q1,2020-05-29,1282.0
東邦アセチレン,2020,Q2,2020-08-31,1284.0
東邦アセチレン,2020,Q3,2020-11-30,1231.0
東邦アセチレン,2020,Q4,2021-02-26,1342.0
東邦システムサイエンス,2018,Q1,2018-05-31,872.0
東邦システムサイエンス,2018,Q2,2018-08-31,868.0
東邦システムサイエンス,2018,Q3,2018-11-30,905.0
東邦システムサイエンス,2018,Q4,2019-02-28,914.0
東邦システムサイエンス,2019,Q1,2019-05-31,912.0
東邦システムサイエンス,2019,Q2,2019-08-30,914.0
東邦システムサイエンス,2019,Q3,2019-11-29,945.0
東邦システムサイエンス,2019,Q4,2020-02-28,794.0
東邦システムサイエンス,2020,Q1,2020-05-29,896.0
東邦システムサイエンス,2020,Q2,2020-08-31,946.0
東邦システムサイエンス,2020,Q3,2020-11-30,932.0
東邦システムサイエンス,2020,Q4,2021-02-26,918.0
東邦チタニウム,2018,Q1,2018-05-31,1157.0
東邦チタニウム,2018,Q2,2018-08-31,1167.0
東邦チタニウム,2018,Q3,2018-11-30,1395.0
東邦チタニウム,2018,Q4,2019-02-28,932.0
東邦チタニウム,2019,Q1,2019-05-31,1079.0
東邦チタニウム,2019,Q2,2019-08-30,748.0
東邦チタニウム,2019,Q3,2019-11-29,965.0
東邦チタニウム,2019,Q4,2020-02-28,721.0
東邦チタニウム,2020,Q1,2020-05-29,672.0
東邦チタニウム,2020,Q2,2020-08-31,694.0
東邦チタニウム,2020,Q3,2020-11-30,689.0
東邦チタニウム,2020,Q4,2021-02-26,956.0
東邦ホールディングス,2018,Q1,2018-05-31,2673.0
東邦ホールディングス,2018,Q2,2018-08-31,2927.0
東邦ホールディングス,2018,Q3,2018-11-30,3015.0
東邦ホールディングス,2018,Q4,2019-02-28,2818.0
東邦ホールディングス,2019,Q1,2019-05-31,2429.0
東邦ホールディングス,2019,Q2,2019-08-30,2537.0
東邦ホールディングス,2019,Q3,2019-11-29,2514.0
東邦ホールディングス,2019,Q4,2020-02-28,2040.0
東邦ホールディングス,2020,Q1,2020-05-29,2151.0
東邦ホールディングス,2020,Q2,2020-08-31,2050.0
東邦ホールディングス,2020,Q3,2020-11-30,1903.0
東邦ホールディングス,2020,Q4,2021-02-26,1841.0
東邦亜鉛,2018,Q1,2018-05-31,4285.0
東邦亜鉛,2018,Q2,2018-08-31,3695.0
東邦亜鉛,2018,Q3,2018-11-30,3830.0
東邦亜鉛,2018,Q4,2019-02-28,3250.0
東邦亜鉛,2019,Q1,2019-05-31,2326.0
東邦亜鉛,2019,Q2,2019-08-30,1850.0
東邦亜鉛,2019,Q3,2019-11-29,2119.0
東邦亜鉛,2019,Q4,2020-02-28,1522.0
東邦亜鉛,2020,Q1,2020-05-29,1498.0
東邦亜鉛,2020,Q2,2020-08-31,1877.0
東邦亜鉛,2020,Q3,2020-11-30,2040.0
東邦亜鉛,2020,Q4,2021-02-26,2281.0
東邦瓦斯,2018,Q1,2018-05-31,3435.0
東邦瓦斯,2018,Q2,2018-08-31,3725.0
東邦瓦斯,2018,Q3,2018-11-30,4590.0
東邦瓦斯,2018,Q4,2019-02-28,5060.0
東邦瓦斯,2019,Q1,2019-05-31,4230.0
東邦瓦斯,2019,Q2,2019-08-30,4125.0
東邦瓦斯,2019,Q3,2019-11-29,4135.0
東邦瓦斯,2019,Q4,2020-02-28,3685.0
東邦瓦斯,2020,Q1,2020-05-29,5310.0
東邦瓦斯,2020,Q2,2020-08-31,4670.0
東邦瓦斯,2020,Q3,2020-11-30,6830.0
東邦瓦斯,2020,Q4,2021-02-26,6260.0
東都水産,2018,Q1,2018-05-31,1883.0
東都水産,2018,Q2,2018-08-31,2145.0
東都水産,2018,Q3,2018-11-30,2012.0
東都水産,2018,Q4,2019-02-28,2515.0
東都水産,2019,Q1,2019-05-31,2526.0
東都水産,2019,Q2,2019-08-30,2510.0
東都水産,2019,Q3,2019-11-29,2644.0
東都水産,2019,Q4,2020-02-28,2650.0
東都水産,2020,Q1,2020-05-29,3235.0
東都水産,2020,Q2,2020-08-31,3045.0
東都水産,2020,Q3,2020-11-30,4550.0
東都水産,2020,Q4,2021-02-26,3855.0
東鉄工業,2018,Q1,2018-05-31,3440.0
東鉄工業,2018,Q2,2018-08-31,2983.0
東鉄工業,2018,Q3,2018-11-30,3340.0
東鉄工業,2018,Q4,2019-02-28,3035.0
東鉄工業,2019,Q1,2019-05-31,2988.0
東鉄工業,2019,Q2,2019-08-30,3090.0
東鉄工業,2019,Q3,2019-11-29,3245.0
東鉄工業,2019,Q4,2020-02-28,2774.0
東鉄工業,2020,Q1,2020-05-29,2877.0
東鉄工業,2020,Q2,2020-08-31,2629.0
東鉄工業,2020,Q3,2020-11-30,2800.0
東鉄工業,2020,Q4,2021-02-26,2566.0
東陽倉庫,2018,Q1,2018-05-31,347.0
東陽倉庫,2018,Q2,2018-08-31,350.0
東陽倉庫,2018,Q3,2018-11-30,314.0
東陽倉庫,2018,Q4,2019-02-28,319.0
東陽倉庫,2019,Q1,2019-05-31,308.0
東陽倉庫,2019,Q2,2019-08-30,292.0
東陽倉庫,2019,Q3,2019-11-29,336.0
東陽倉庫,2019,Q4,2020-02-28,276.0
東陽倉庫,2020,Q1,2020-05-29,340.0
東陽倉庫,2020,Q2,2020-08-31,322.0
東陽倉庫,2020,Q3,2020-11-30,304.0
東陽倉庫,2020,Q4,2021-02-26,321.0
松井建設,2018,Q1,2018-05-31,881.0
松井建設,2018,Q2,2018-08-31,896.0
松井建設,2018,Q3,2018-11-30,853.0
松井建設,2018,Q4,2019-02-28,735.0
松井建設,2019,Q1,2019-05-31,609.0
松井建設,2019,Q2,2019-08-30,680.0
松井建設,2019,Q3,2019-11-29,779.0
松井建設,2019,Q4,2020-02-28,627.0
松井建設,2020,Q1,2020-05-29,620.0
松井建設,2020,Q2,2020-08-31,702.0
松井建設,2020,Q3,2020-11-30,733.0
松井建設,2020,Q4,2021-02-26,693.0
松屋フーズホールディングス,2018,Q1,2018-05-31,3735.0
松屋フーズホールディングス,2018,Q2,2018-08-31,3635.0
松屋フーズホールディングス,2018,Q3,2018-11-30,3895.0
松屋フーズホールディングス,2018,Q4,2019-02-28,3750.0
松屋フーズホールディングス,2019,Q1,2019-05-31,3320.0
松屋フーズホールディングス,2019,Q2,2019-08-30,3810.0
松屋フーズホールディングス,2019,Q3,2019-11-29,4425.0
松屋フーズホールディングス,2019,Q4,2020-02-28,3805.0
松屋フーズホールディングス,2020,Q1,2020-05-29,3955.0
松屋フーズホールディングス,2020,Q2,2020-08-31,3555.0
松屋フーズホールディングス,2020,Q3,2020-11-30,3430.0
松屋フーズホールディングス,2020,Q4,2021-02-26,3610.0
松田産業,2018,Q1,2018-05-31,1708.0
松田産業,2018,Q2,2018-08-31,1549.0
松田産業,2018,Q3,2018-11-30,1492.0
松田産業,2018,Q4,2019-02-28,1458.0
松田産業,2019,Q1,2019-05-31,1450.0
松田産業,2019,Q2,2019-08-30,1414.0
松田産業,2019,Q3,2019-11-29,1563.0
松田産業,2019,Q4,2020-02-28,1411.0
松田産業,2020,Q1,2020-05-29,1445.0
松田産業,2020,Q2,2020-08-31,1559.0
松田産業,2020,Q3,2020-11-30,1721.0
松田産業,2020,Q4,2021-02-26,1873.0
松風,2018,Q1,2018-05-31,1412.0
松風,2018,Q2,2018-08-31,1295.0
松風,2018,Q3,2018-11-30,1233.0
松風,2018,Q4,2019-02-28,1328.0
松風,2019,Q1,2019-05-31,1273.0
松風,2019,Q2,2019-08-30,1515.0
松風,2019,Q3,2019-11-29,1675.0
松風,2019,Q4,2020-02-28,1656.0
松風,2020,Q1,2020-05-29,1637.0
松風,2020,Q2,2020-08-31,1377.0
松風,2020,Q3,2020-11-30,1823.0
松風,2020,Q4,2021-02-26,1785.0
林兼産業,2018,Q1,2018-05-31,807.0
林兼産業,2018,Q2,2018-08-31,695.0
林兼産業,2018,Q3,2018-11-30,672.0
林兼産業,2018,Q4,2019-02-28,608.0
林兼産業,2019,Q1,2019-05-31,597.0
林兼産業,2019,Q2,2019-08-30,560.0
林兼産業,2019,Q3,2019-11-29,724.0
林兼産業,2019,Q4,2020-02-28,585.0
林兼産業,2020,Q1,2020-05-29,578.0
林兼産業,2020,Q2,2020-08-31,560.0
林兼産業,2020,Q3,2020-11-30,604.0
林兼産業,2020,Q4,2021-02-26,618.0
栄研化学,2018,Q1,2018-05-31,2461.0
栄研化学,2018,Q2,2018-08-31,2301.0
栄研化学,2018,Q3,2018-11-30,2605.0
栄研化学,2018,Q4,2019-02-28,2612.0
栄研化学,2019,Q1,2019-05-31,1915.0
栄研化学,2019,Q2,2019-08-30,1597.0
栄研化学,2019,Q3,2019-11-29,1974.0
栄研化学,2019,Q4,2020-02-28,1897.0
栄研化学,2020,Q1,2020-05-29,1845.0
栄研化学,2020,Q2,2020-08-31,1907.0
栄研化学,2020,Q3,2020-11-30,1937.0
栄研化学,2020,Q4,2021-02-26,2030.0
栗本鉄工所,2018,Q1,2018-05-31,1966.0
栗本鉄工所,2018,Q2,2018-08-31,1803.0
栗本鉄工所,2018,Q3,2018-11-30,1645.0
栗本鉄工所,2018,Q4,2019-02-28,1497.0
栗本鉄工所,2019,Q1,2019-05-31,1318.0
栗本鉄工所,2019,Q2,2019-08-30,1345.0
栗本鉄工所,2019,Q3,2019-11-29,1959.0
栗本鉄工所,2019,Q4,2020-02-28,1821.0
栗本鉄工所,2020,Q1,2020-05-29,1869.0
栗本鉄工所,2020,Q2,2020-08-31,1870.0
栗本鉄工所,2020,Q3,2020-11-30,1711.0
栗本鉄工所,2020,Q4,2021-02-26,1705.0
栗田工業,2018,Q1,2018-05-31,3130.0
栗田工業,2018,Q2,2018-08-31,3300.0
栗田工業,2018,Q3,2018-11-30,3045.0
栗田工業,2018,Q4,2019-02-28,2804.0
栗田工業,2019,Q1,2019-05-31,2609.0
栗田工業,2019,Q2,2019-08-30,2763.0
栗田工業,2019,Q3,2019-11-29,3060.0
栗田工業,2019,Q4,2020-02-28,2795.0
栗田工業,2020,Q1,2020-05-29,2987.0
栗田工業,2020,Q2,2020-08-31,3320.0
栗田工業,2020,Q3,2020-11-30,3850.0
栗田工業,2020,Q4,2021-02-26,4310.0
森永乳業,2018,Q1,2018-05-31,4275.0
森永乳業,2018,Q2,2018-08-31,3015.0
森永乳業,2018,Q3,2018-11-30,3325.0
森永乳業,2018,Q4,2019-02-28,3560.0
森永乳業,2019,Q1,2019-05-31,3945.0
森永乳業,2019,Q2,2019-08-30,4390.0
森永乳業,2019,Q3,2019-11-29,4570.0
森永乳業,2019,Q4,2020-02-28,3830.0
森永乳業,2020,Q1,2020-05-29,4530.0
森永乳業,2020,Q2,2020-08-31,5150.0
森永乳業,2020,Q3,2020-11-30,5070.0
森永乳業,2020,Q4,2021-02-26,4850.0
森永製菓,2018,Q1,2018-05-31,5400.0
森永製菓,2018,Q2,2018-08-31,4320.0
森永製菓,2018,Q3,2018-11-30,4990.0
森永製菓,2018,Q4,2019-02-28,4990.0
森永製菓,2019,Q1,2019-05-31,4910.0
森永製菓,2019,Q2,2019-08-30,5250.0
森永製菓,2019,Q3,2019-11-29,5580.0
森永製菓,2019,Q4,2020-02-28,4265.0
森永製菓,2020,Q1,2020-05-29,4625.0
森永製菓,2020,Q2,2020-08-31,3885.0
森永製菓,2020,Q3,2020-11-30,3810.0
森永製菓,2020,Q4,2021-02-26,3840.0
植木組,2018,Q1,2018-05-31,2606.0
植木組,2018,Q2,2018-08-31,2555.0
植木組,2018,Q3,2018-11-30,2453.0
植木組,2018,Q4,2019-02-28,2352.0
植木組,2019,Q1,2019-05-31,2112.0
植木組,2019,Q2,2019-08-30,2311.0
植木組,2019,Q3,2019-11-29,2512.0
植木組,2019,Q4,2020-02-28,2327.0
植木組,2020,Q1,2020-05-29,2465.0
植木組,2020,Q2,2020-08-31,2591.0
植木組,2020,Q3,2020-11-30,2745.0
植木組,2020,Q4,2021-02-26,2900.0
椿本チエイン,2018,Q1,2018-05-31,851.0
椿本チエイン,2018,Q2,2018-08-31,994.0
椿本チエイン,2018,Q3,2018-11-30,4245.0
椿本チエイン,2018,Q4,2019-02-28,4125.0
椿本チエイン,2019,Q1,2019-05-31,3260.0
椿本チエイン,2019,Q2,2019-08-30,3225.0
椿本チエイン,2019,Q3,2019-11-29,3740.0
椿本チエイン,2019,Q4,2020-02-28,2943.0
椿本チエイン,2020,Q1,2020-05-29,2785.0
椿本チエイン,2020,Q2,2020-08-31,2487.0
椿本チエイン,2020,Q3,2020-11-30,2529.0
椿本チエイン,2020,Q4,2021-02-26,2884.0
椿本興業,2018,Q1,2018-05-31,3960.0
椿本興業,2018,Q2,2018-08-31,3275.0
椿本興業,2018,Q3,2018-11-30,3370.0
椿本興業,2018,Q4,2019-02-28,3915.0
椿本興業,2019,Q1,2019-05-31,2962.0
椿本興業,2019,Q2,2019-08-30,3150.0
椿本興業,2019,Q3,2019-11-29,4015.0
椿本興業,2019,Q4,2020-02-28,3625.0
椿本興業,2020,Q1,2020-05-29,3265.0
椿本興業,2020,Q2,2020-08-31,3160.0
椿本興業,2020,Q3,2020-11-30,3645.0
椿本興業,2020,Q4,2021-02-26,3775.0
極東開発工業,2018,Q1,2018-05-31,1697.0
極東開発工業,2018,Q2,2018-08-31,1681.0
極東開発工業,2018,Q3,2018-11-30,1646.0
極東開発工業,2018,Q4,2019-02-28,1484.0
極東開発工業,2019,Q1,2019-05-31,1316.0
極東開発工業,2019,Q2,2019-08-30,1203.0
極東開発工業,2019,Q3,2019-11-29,1614.0
極東開発工業,2019,Q4,2020-02-28,1242.0
極東開発工業,2020,Q1,2020-05-29,1377.0
極東開発工業,2020,Q2,2020-08-31,1308.0
極東開発工業,2020,Q3,2020-11-30,1381.0
極東開発工業,2020,Q4,2021-02-26,1520.0
極洋,2018,Q1,2018-05-31,3780.0
極洋,2018,Q2,2018-08-31,3145.0
極洋,2018,Q3,2018-11-30,3225.0
極洋,2018,Q4,2019-02-28,3005.0
極洋,2019,Q1,2019-05-31,2708.0
極洋,2019,Q2,2019-08-30,2863.0
極洋,2019,Q3,2019-11-29,2904.0
極洋,2019,Q4,2020-02-28,2579.0
極洋,2020,Q1,2020-05-29,2695.0
極洋,2020,Q2,2020-08-31,2687.0
極洋,2020,Q3,2020-11-30,2795.0
極洋,2020,Q4,2021-02-26,3005.0
横河ブリッジホールディングス,2018,Q1,2018-05-31,2501.0
横河ブリッジホールディングス,2018,Q2,2018-08-31,2228.0
横河ブリッジホールディングス,2018,Q3,2018-11-30,1860.0
横河ブリッジホールディングス,2018,Q4,2019-02-28,2074.0
横河ブリッジホールディングス,2019,Q1,2019-05-31,1554.0
横河ブリッジホールディングス,2019,Q2,2019-08-30,1522.0
横河ブリッジホールディングス,2019,Q3,2019-11-29,1905.0
横河ブリッジホールディングス,2019,Q4,2020-02-28,1964.0
横河ブリッジホールディングス,2020,Q1,2020-05-29,2180.0
横河ブリッジホールディングス,2020,Q2,2020-08-31,1919.0
横河ブリッジホールディングス,2020,Q3,2020-11-30,1982.0
横河ブリッジホールディングス,2020,Q4,2021-02-26,1936.0
横河電機,2018,Q1,2018-05-31,1989.0
横河電機,2018,Q2,2018-08-31,2279.0
横河電機,2018,Q3,2018-11-30,2086.0
横河電機,2018,Q4,2019-02-28,2144.0
横河電機,2019,Q1,2019-05-31,2113.0
横河電機,2019,Q2,2019-08-30,1930.0
横河電機,2019,Q3,2019-11-29,2003.0
横河電機,2019,Q4,2020-02-28,1737.0
横河電機,2020,Q1,2020-05-29,1552.0
横河電機,2020,Q2,2020-08-31,1733.0
横河電機,2020,Q3,2020-11-30,1844.0
横河電機,2020,Q4,2021-02-26,2016.0
橋本総業ホールディングス,2018,Q1,2018-05-31,1752.0
橋本総業ホールディングス,2018,Q2,2018-08-31,1620.0
橋本総業ホールディングス,2018,Q3,2018-11-30,1460.0
橋本総業ホールディングス,2018,Q4,2019-02-28,1571.0
橋本総業ホールディングス,2019,Q1,2019-05-31,1405.0
橋本総業ホールディングス,2019,Q2,2019-08-30,1487.0
橋本総業ホールディングス,2019,Q3,2019-11-29,1770.0
橋本総業ホールディングス,2019,Q4,2020-02-28,1417.0
橋本総業ホールディングス,2020,Q1,2020-05-29,1862.0
橋本総業ホールディングス,2020,Q2,2020-08-31,2058.0
橋本総業ホールディングス,2020,Q3,2020-11-30,2317.0
橋本総業ホールディングス,2020,Q4,2021-02-26,2486.0
武田薬品工業,2018,Q1,2018-05-31,4452.0
武田薬品工業,2018,Q2,2018-08-31,4653.0
武田薬品工業,2018,Q3,2018-11-30,4255.0
武田薬品工業,2018,Q4,2019-02-28,4469.0
武田薬品工業,2019,Q1,2019-05-31,3669.0
武田薬品工業,2019,Q2,2019-08-30,3590.0
武田薬品工業,2019,Q3,2019-11-29,4455.0
武田薬品工業,2019,Q4,2020-02-28,3763.0
武田薬品工業,2020,Q1,2020-05-29,4191.0
武田薬品工業,2020,Q2,2020-08-31,3959.0
武田薬品工業,2020,Q3,2020-11-30,3745.0
武田薬品工業,2020,Q4,2021-02-26,3582.0
武蔵精密工業,2018,Q1,2018-05-31,4000.0
武蔵精密工業,2018,Q2,2018-08-31,3745.0
武蔵精密工業,2018,Q3,2018-11-30,1796.0
武蔵精密工業,2018,Q4,2019-02-28,1586.0
武蔵精密工業,2019,Q1,2019-05-31,1343.0
武蔵精密工業,2019,Q2,2019-08-30,1231.0
武蔵精密工業,2019,Q3,2019-11-29,1522.0
武蔵精密工業,2019,Q4,2020-02-28,1191.0
武蔵精密工業,2020,Q1,2020-05-29,971.0
武蔵精密工業,2020,Q2,2020-08-31,1064.0
武蔵精密工業,2020,Q3,2020-11-30,1539.0
武蔵精密工業,2020,Q4,2021-02-26,1755.0
永大産業,2018,Q1,2018-05-31,541.0
永大産業,2018,Q2,2018-08-31,502.0
永大産業,2018,Q3,2018-11-30,449.0
永大産業,2018,Q4,2019-02-28,451.0
永大産業,2019,Q1,2019-05-31,333.0
永大産業,2019,Q2,2019-08-30,312.0
永大産業,2019,Q3,2019-11-29,342.0
永大産業,2019,Q4,2020-02-28,285.0
永大産業,2020,Q1,2020-05-29,301.0
永大産業,2020,Q2,2020-08-31,291.0
永大産業,2020,Q3,2020-11-30,290.0
永大産業,2020,Q4,2021-02-26,299.0
永谷園ホールディングス,2018,Q1,2018-05-31,1495.0
永谷園ホールディングス,2018,Q2,2018-08-31,1497.0
永谷園ホールディングス,2018,Q3,2018-11-30,2787.0
永谷園ホールディングス,2018,Q4,2019-02-28,2383.0
永谷園ホールディングス,2019,Q1,2019-05-31,2143.0
永谷園ホールディングス,2019,Q2,2019-08-30,2011.0
永谷園ホールディングス,2019,Q3,2019-11-29,2150.0
永谷園ホールディングス,2019,Q4,2020-02-28,2015.0
永谷園ホールディングス,2020,Q1,2020-05-29,2203.0
永谷園ホールディングス,2020,Q2,2020-08-31,2249.0
永谷園ホールディングス,2020,Q3,2020-11-30,2250.0
永谷園ホールディングス,2020,Q4,2021-02-26,2298.0
池上通信機,2018,Q1,2018-05-31,153.0
池上通信機,2018,Q2,2018-08-31,146.0
池上通信機,2018,Q3,2018-11-30,1431.0
池上通信機,2018,Q4,2019-02-28,1155.0
池上通信機,2019,Q1,2019-05-31,1095.0
池上通信機,2019,Q2,2019-08-30,1017.0
池上通信機,2019,Q3,2019-11-29,1042.0
池上通信機,2019,Q4,2020-02-28,906.0
池上通信機,2020,Q1,2020-05-29,898.0
池上通信機,2020,Q2,2020-08-31,783.0
池上通信機,2020,Q3,2020-11-30,949.0
池上通信機,2020,Q4,2021-02-26,826.0
沢藤電機,2018,Q1,2018-05-31,2292.0
沢藤電機,2018,Q2,2018-08-31,2002.0
沢藤電機,2018,Q3,2018-11-30,1953.0
沢藤電機,2018,Q4,2019-02-28,1685.0
沢藤電機,2019,Q1,2019-05-31,1628.0
沢藤電機,2019,Q2,2019-08-30,1660.0
沢藤電機,2019,Q3,2019-11-29,2162.0
沢藤電機,2019,Q4,2020-02-28,1583.0
沢藤電機,2020,Q1,2020-05-29,1584.0
沢藤電機,2020,Q2,2020-08-31,1600.0
沢藤電機,2020,Q3,2020-11-30,1813.0
沢藤電機,2020,Q4,2021-02-26,2411.0
河合楽器製作所,2018,Q1,2018-05-31,5340.0
河合楽器製作所,2018,Q2,2018-08-31,4355.0
河合楽器製作所,2018,Q3,2018-11-30,4030.0
河合楽器製作所,2018,Q4,2019-02-28,3280.0
河合楽器製作所,2019,Q1,2019-05-31,2668.0
河合楽器製作所,2019,Q2,2019-08-30,2825.0
河合楽器製作所,2019,Q3,2019-11-29,3715.0
河合楽器製作所,2019,Q4,2020-02-28,2628.0
河合楽器製作所,2020,Q1,2020-05-29,2931.0
河合楽器製作所,2020,Q2,2020-08-31,2592.0
河合楽器製作所,2020,Q3,2020-11-30,2700.0
河合楽器製作所,2020,Q4,2021-02-26,3600.0
河西工業,2018,Q1,2018-05-31,1454.0
河西工業,2018,Q2,2018-08-31,1223.0
河西工業,2018,Q3,2018-11-30,997.0
河西工業,2018,Q4,2019-02-28,923.0
河西工業,2019,Q1,2019-05-31,746.0
河西工業,2019,Q2,2019-08-30,714.0
河西工業,2019,Q3,2019-11-29,859.0
河西工業,2019,Q4,2020-02-28,660.0
河西工業,2020,Q1,2020-05-29,517.0
河西工業,2020,Q2,2020-08-31,381.0
河西工業,2020,Q3,2020-11-30,347.0
河西工業,2020,Q4,2021-02-26,401.0
油研工業,2018,Q1,2018-05-31,2778.0
油研工業,2018,Q2,2018-08-31,2397.0
油研工業,2018,Q3,2018-11-30,2045.0
油研工業,2018,Q4,2019-02-28,1878.0
油研工業,2019,Q1,2019-05-31,1610.0
油研工業,2019,Q2,2019-08-30,1596.0
油研工業,2019,Q3,2019-11-29,1694.0
油研工業,2019,Q4,2020-02-28,1526.0
油研工業,2020,Q1,2020-05-29,1501.0
油研工業,2020,Q2,2020-08-31,1465.0
油研工業,2020,Q3,2020-11-30,1514.0
油研工業,2020,Q4,2021-02-26,1630.0
浅沼組,2018,Q1,2018-05-31,359.0
浅沼組,2018,Q2,2018-08-31,336.0
浅沼組,2018,Q3,2018-11-30,3475.0
浅沼組,2018,Q4,2019-02-28,2703.0
浅沼組,2019,Q1,2019-05-31,3515.0
浅沼組,2019,Q2,2019-08-30,3550.0
浅沼組,2019,Q3,2019-11-29,4350.0
浅沼組,2019,Q4,2020-02-28,4450.0
浅沼組,2020,Q1,2020-05-29,4230.0
浅沼組,2020,Q2,2020-08-31,4435.0
浅沼組,2020,Q3,2020-11-30,3975.0
浅沼組,2020,Q4,2021-02-26,4580.0
淀川製鋼所,2018,Q1,2018-05-31,2796.0
淀川製鋼所,2018,Q2,2018-08-31,2615.0
淀川製鋼所,2018,Q3,2018-11-30,2429.0
淀川製鋼所,2018,Q4,2019-02-28,2188.0
淀川製鋼所,2019,Q1,2019-05-31,1960.0
淀川製鋼所,2019,Q2,2019-08-30,1782.0
淀川製鋼所,2019,Q3,2019-11-29,2127.0
淀川製鋼所,2019,Q4,2020-02-28,1817.0
淀川製鋼所,2020,Q1,2020-05-29,1720.0
淀川製鋼所,2020,Q2,2020-08-31,1846.0
淀川製鋼所,2020,Q3,2020-11-30,1973.0
淀川製鋼所,2020,Q4,2021-02-26,2194.0
清水建設,2018,Q1,2018-05-31,1065.0
清水建設,2018,Q2,2018-08-31,972.0
清水建設,2018,Q3,2018-11-30,970.0
清水建設,2018,Q4,2019-02-28,978.0
清水建設,2019,Q1,2019-05-31,885.0
清水建設,2019,Q2,2019-08-30,886.0
清水建設,2019,Q3,2019-11-29,1048.0
清水建設,2019,Q4,2020-02-28,982.0
清水建設,2020,Q1,2020-05-29,912.0
清水建設,2020,Q2,2020-08-31,816.0
清水建設,2020,Q3,2020-11-30,793.0
清水建設,2020,Q4,2021-02-26,805.0
滝沢鉄工所,2018,Q1,2018-05-31,1905.0
滝沢鉄工所,2018,Q2,2018-08-31,1810.0
滝沢鉄工所,2018,Q3,2018-11-30,1615.0
滝沢鉄工所,2018,Q4,2019-02-28,1669.0
滝沢鉄工所,2019,Q1,2019-05-31,1396.0
滝沢鉄工所,2019,Q2,2019-08-30,1206.0
滝沢鉄工所,2019,Q3,2019-11-29,1394.0
滝沢鉄工所,2019,Q4,2020-02-28,1154.0
滝沢鉄工所,2020,Q1,2020-05-29,1046.0
滝沢鉄工所,2020,Q2,2020-08-31,1008.0
滝沢鉄工所,2020,Q3,2020-11-30,1003.0
滝沢鉄工所,2020,Q4,2021-02-26,1047.0
焼津水産化学工業,2018,Q1,2018-05-31,1207.0
焼津水産化学工業,2018,Q2,2018-08-31,1115.0
焼津水産化学工業,2018,Q3,2018-11-30,1092.0
焼津水産化学工業,2018,Q4,2019-02-28,1197.0
焼津水産化学工業,2019,Q1,2019-05-31,1090.0
焼津水産化学工業,2019,Q2,2019-08-30,1015.0
焼津水産化学工業,2019,Q3,2019-11-29,1050.0
焼津水産化学工業,2019,Q4,2020-02-28,969.0
焼津水産化学工業,2020,Q1,2020-05-29,926.0
焼津水産化学工業,2020,Q2,2020-08-31,919.0
焼津水産化学工業,2020,Q3,2020-11-30,991.0
焼津水産化学工業,2020,Q4,2021-02-26,990.0
熊谷組,2018,Q1,2018-05-31,3670.0
熊谷組,2018,Q2,2018-08-31,3005.0
熊谷組,2018,Q3,2018-11-30,3595.0
