,SARIMA: BR,SARIMA: G,SARIMA: F
MAE,49.342600559258116,74.47744340106776,60.7720688733701
MAPE,0.6145589981300843,1.1890525507930811,0.7262932363399173
MSE,6540.643912087957,11353.24081913161,10657.72409893301
RMSE,80.87424752099989,106.5515875955474,103.23625380133187
RMSPE,1.4163898998126851,3.2340326589739843,1.6558482589912547
