,SARIMA: BR,SARIMA: G,SARIMA: F,"MLP: hid 100, lr 1e-2, step 20k","MLP: hid 100, lr 1e-3, step 20k","MLP: hid 100, lr 1e-5, step 20k","MLP: hid 200, lr 1e-3, step 20k","MLP: hid 1k, lr 1e-3, step 20k","LSTM hid 100, lr 0.005, epoch 1k","LSTM hid 100, lr 0.001, epoch 1k","LSTM hid 200, lr 0.001, epoch 1k","LSTM hid 500, lr 0.001, epoch 1k"
MAE,49.342600559258116,74.47744340106776,60.7720688733701,117.96836035499999,89.49248137500001,167.87525359375002,81.88337718750002,74.4507430875,105.09851193904878,99.35922458648682,99.34822013854982,87.344603805542
MAPE,0.6145589981300843,1.1890525507930811,0.7262932363399173,0.7533251418988767,0.5030900700240941,0.922163822198858,0.4688909034722166,0.532016748979628,0.7484788866070942,0.7137069245848372,0.6980256774418949,0.6705825275953818
MSE,2.006160348291388,10.458967239310338,2.741833456804369,1.1548964926044318,0.33780971563712714,0.8577730956332341,0.3390774538496468,0.5942251609361818,1.2011303227528614,1.1852629962916863,0.9584678441581471,1.2938200394481059
RMSE,80.87424752099989,106.5515875955474,103.23625380133187,161.054414739731,109.07661302243055,182.74870549801517,100.02915709869107,96.81761964441625,117.22175420502985,112.84509280211932,110.1252649417224,102.11518447091802
RMSPE,1.4163898998126851,3.2340326589739843,1.6558482589912547,1.0746611059326712,0.5812140015838634,0.9261604049154952,0.5823035753364793,0.7708600138392067,1.0959609129676393,1.0886978443497013,0.9790137098928426,1.1374621046206796
