,,,,,,決算期,決算月数,本決算・中間決算フラグ,実績・予想フラグ,連結基準フラグ,データ更新日,売上高,営業利益,経常利益,当期利益,一株利益,一株利益（自己株除く）
,,,,,,EARNING'ACC,EARNING'MACC,EARNING'HACC,EARNING'RPFLG,EARNING'CFLAG,EARNING'FLUPDATE,EARNING'ITEM02,EARNING'ITEM03,EARNING'ITEM04,EARNING'ITEM05,EARNING'ITEM06,EARNING'ITEM43
,,,,,,年月,ヶ月,,,,年月日,百万円,百万円,百万円,百万円,円,円
月次(M),2004/05,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2004/05,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2004/05,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2004/05,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2004/05,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2004/05,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2004/05,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2004/05,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2004/05,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2004/05,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2004/05,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2004/05,トヨタ自動車,T7203,,,2004/05,,1,,,,,,,,,
月次(M),2004/06,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2004/06,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2004/06,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2004/06,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2004/06,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2004/06,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2004/06,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2004/06,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2004/06,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2004/06,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2004/06,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2004/06,トヨタ自動車,T7203,,,2004/06,,1,,,,,,,,,
月次(M),2004/07,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2004/07,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2004/07,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2004/07,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2004/07,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2004/07,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2004/07,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2004/07,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2004/07,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2004/07,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2004/07,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2004/07,トヨタ自動車,T7203,,,2004/07,,1,,,,,,,,,
月次(M),2004/08,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2004/08,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2004/08,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2004/08,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2004/08,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2004/08,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2004/08,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2004/08,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2004/08,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2004/08,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2004/08,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2004/08,トヨタ自動車,T7203,,,2004/08,,1,,,,,,,,,
月次(M),2004/09,トヨタ自動車,T7203,#001,#001,2004/09,6,2,2,2,2003/12/13,8400000,780000,820000,530000,146.81,-
月次(M),2004/09,トヨタ自動車,T7203,#002,#002,2004/09,6,2,2,2,2004/03/13,8300000,780000,820000,530000,146.81,-
月次(M),2004/09,トヨタ自動車,T7203,#003,#003,2004/09,6,2,2,2,2004/05/11,8600000,800000,850000,550000,152.35,-
月次(M),2004/09,トヨタ自動車,T7203,#004,#004,2004/09,6,2,2,2,2004/09/13,8600000,800000,850000,550000,152.35,-
月次(M),2004/09,トヨタ自動車,T7203,#005,#005,2004/09,6,2,2,2,2004/09/14,8600000,800000,850000,550000,152.35,-
月次(M),2004/09,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2004/09,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2004/09,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2004/09,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2004/09,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2004/09,トヨタ自動車,T7203,#999,#999,2004/09,6,2,0,2,2005/11/04,9025665,866249,913215,584038,176.32,-
月次(M),2004/09,トヨタ自動車,T7203,,,,,,,,,,,,,,
月次(M),2004/10,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2004/10,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2004/10,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2004/10,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2004/10,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2004/10,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2004/10,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2004/10,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2004/10,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2004/10,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2004/10,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2004/10,トヨタ自動車,T7203,,,2004/10,,2,,,,,,,,,
月次(M),2004/11,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2004/11,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2004/11,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2004/11,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2004/11,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2004/11,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2004/11,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2004/11,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2004/11,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2004/11,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2004/11,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2004/11,トヨタ自動車,T7203,,,2004/11,,2,,,,,,,,,
月次(M),2004/12,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2004/12,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2004/12,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2004/12,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2004/12,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2004/12,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2004/12,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2004/12,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2004/12,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2004/12,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2004/12,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2004/12,トヨタ自動車,T7203,,,2004/12,,2,,,,,,,,,
月次(M),2005/01,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2005/01,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2005/01,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2005/01,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2005/01,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2005/01,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2005/01,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2005/01,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2005/01,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2005/01,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2005/01,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2005/01,トヨタ自動車,T7203,,,2005/01,,2,,,,,,,,,
月次(M),2005/02,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2005/02,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2005/02,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2005/02,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2005/02,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2005/02,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2005/02,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2005/02,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2005/02,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2005/02,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2005/02,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2005/02,トヨタ自動車,T7203,,,2005/02,,2,,,,,,,,,
月次(M),2005/03,トヨタ自動車,T7203,#001,#001,2005/03,12,1,2,2,2004/05/11,18100000,1700000,1780000,1180000,326.87,-
月次(M),2005/03,トヨタ自動車,T7203,#002,#002,2005/03,12,1,2,2,2004/09/13,18100000,1700000,1780000,1180000,326.87,-
月次(M),2005/03,トヨタ自動車,T7203,#003,#003,2005/03,12,1,2,2,2004/09/14,18100000,1700000,1780000,1180000,326.87,-
月次(M),2005/03,トヨタ自動車,T7203,#004,#004,2005/03,12,1,2,2,2004/11/01,18300000,-,1850000,1200000,332.41,-
月次(M),2005/03,トヨタ自動車,T7203,#005,#005,2005/03,12,1,2,2,2004/11/17,18300000,1740000,1850000,1200000,332.41,-
月次(M),2005/03,トヨタ自動車,T7203,#006,#006,2005/03,12,1,2,2,2004/11/25,18300000,1760000,1850000,1200000,332.41,-
月次(M),2005/03,トヨタ自動車,T7203,#007,#007,2005/03,12,1,2,2,2005/03/09,18300000,1760000,1850000,1200000,332.41,-
月次(M),2005/03,トヨタ自動車,T7203,#008,#008,2005/03,12,1,2,2,2005/03/15,18300000,1760000,1850000,1200000,332.41,-
月次(M),2005/03,トヨタ自動車,T7203,#009,#009,2005/03,12,1,2,2,2005/04/27,18200000,1670000,1720000,1170000,324.1,-
月次(M),2005/03,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2005/03,トヨタ自動車,T7203,#999,#999,2005/03,12,1,0,2,2006/05/10,18551526,1672187,1754637,1171260,355.35,-
月次(M),2005/03,トヨタ自動車,T7203,,,,,,,,,,,,,,
月次(M),2005/04,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2005/04,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2005/04,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2005/04,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2005/04,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2005/04,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2005/04,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2005/04,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2005/04,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2005/04,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2005/04,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2005/04,トヨタ自動車,T7203,,,2005/04,,1,,,,,,,,,
月次(M),2005/05,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2005/05,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2005/05,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2005/05,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2005/05,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2005/05,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2005/05,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2005/05,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2005/05,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2005/05,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2005/05,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2005/05,トヨタ自動車,T7203,,,2005/05,,1,,,,,,,,,
月次(M),2005/06,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2005/06,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2005/06,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2005/06,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2005/06,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2005/06,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2005/06,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2005/06,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2005/06,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2005/06,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2005/06,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2005/06,トヨタ自動車,T7203,,,2005/06,,1,,,,,,,,,
月次(M),2005/07,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2005/07,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2005/07,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2005/07,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2005/07,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2005/07,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2005/07,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2005/07,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2005/07,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2005/07,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2005/07,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2005/07,トヨタ自動車,T7203,,,2005/07,,1,,,,,,,,,
月次(M),2005/08,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2005/08,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2005/08,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2005/08,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2005/08,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2005/08,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2005/08,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2005/08,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2005/08,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2005/08,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2005/08,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2005/08,トヨタ自動車,T7203,,,2005/08,,1,,,,,,,,,
月次(M),2005/09,トヨタ自動車,T7203,#001,#001,2005/09,6,2,2,2,2004/12/14,9700000,920000,970000,630000,174.52,-
月次(M),2005/09,トヨタ自動車,T7203,#002,#002,2005/09,6,2,2,2,2005/03/15,9700000,890000,940000,610000,168.98,-
月次(M),2005/09,トヨタ自動車,T7203,#003,#003,2005/09,6,2,2,2,2005/04/27,9100000,800000,830000,550000,152.35,-
月次(M),2005/09,トヨタ自動車,T7203,#004,#004,2005/09,6,2,2,2,2005/05/10,9100000,800000,830000,550000,152.35,-
月次(M),2005/09,トヨタ自動車,T7203,#005,#005,2005/09,6,2,2,2,2005/06/15,9500000,800000,830000,550000,152.35,-
月次(M),2005/09,トヨタ自動車,T7203,#006,#006,2005/09,6,2,2,2,2005/09/07,9500000,800000,830000,550000,152.35,-
月次(M),2005/09,トヨタ自動車,T7203,#007,#007,2005/09,6,2,2,2,2005/09/14,9500000,800000,830000,550000,152.35,-
月次(M),2005/09,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2005/09,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2005/09,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2005/09,トヨタ自動車,T7203,#999,#999,2005/09,6,2,0,2,2006/11/07,9953160,809491,855997,570520,175.13,-
月次(M),2005/09,トヨタ自動車,T7203,,,,,,,,,,,,,,
月次(M),2005/10,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2005/10,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2005/10,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2005/10,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2005/10,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2005/10,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2005/10,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2005/10,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2005/10,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2005/10,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2005/10,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2005/10,トヨタ自動車,T7203,,,2005/10,,2,,,,,,,,,
月次(M),2005/11,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2005/11,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2005/11,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2005/11,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2005/11,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2005/11,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2005/11,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2005/11,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2005/11,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2005/11,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2005/11,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2005/11,トヨタ自動車,T7203,,,2005/11,,2,,,,,,,,,
月次(M),2005/12,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2005/12,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2005/12,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2005/12,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2005/12,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2005/12,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2005/12,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2005/12,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2005/12,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2005/12,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2005/12,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2005/12,トヨタ自動車,T7203,,,2005/12,,2,,,,,,,,,
月次(M),2006/01,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2006/01,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2006/01,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2006/01,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2006/01,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2006/01,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2006/01,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2006/01,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2006/01,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2006/01,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2006/01,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2006/01,トヨタ自動車,T7203,,,2006/01,,2,,,,,,,,,
月次(M),2006/02,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2006/02,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2006/02,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2006/02,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2006/02,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2006/02,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2006/02,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2006/02,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2006/02,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2006/02,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2006/02,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2006/02,トヨタ自動車,T7203,,,2006/02,,2,,,,,,,,,
月次(M),2006/03,トヨタ自動車,T7203,#001,#001,2006/03,12,1,2,2,2005/05/10,19000000,1650000,1700000,1140000,315.79,-
月次(M),2006/03,トヨタ自動車,T7203,#002,#002,2006/03,12,1,2,2,2005/06/15,19000000,1600000,1680000,1100000,304.71,-
月次(M),2006/03,トヨタ自動車,T7203,#003,#003,2006/03,12,1,2,2,2005/08/04,19000000,1700000,1780000,1200000,332.41,-
月次(M),2006/03,トヨタ自動車,T7203,#004,#004,2006/03,12,1,2,2,2005/09/07,19500000,1700000,1780000,1200000,332.41,-
月次(M),2006/03,トヨタ自動車,T7203,#005,#005,2006/03,12,1,2,2,2005/09/14,19500000,1700000,1780000,1200000,332.41,-
月次(M),2006/03,トヨタ自動車,T7203,#006,#006,2006/03,12,1,2,2,2005/11/04,20000000,1750000,1850000,1230000,340.72,-
月次(M),2006/03,トヨタ自動車,T7203,#007,#007,2006/03,12,1,2,2,2006/02/08,20000000,1750000,1950000,1300000,360.11,-
月次(M),2006/03,トヨタ自動車,T7203,#008,#008,2006/03,12,1,2,2,2006/03/08,20000000,1750000,1950000,1300000,360.11,-
月次(M),2006/03,トヨタ自動車,T7203,#009,#009,2006/03,12,1,2,2,2006/03/15,20000000,1750000,1950000,1300000,360.11,-
月次(M),2006/03,トヨタ自動車,T7203,#010,#010,2006/03,12,1,2,2,2006/04/25,20700000,1800000,1950000,1300000,360.11,-
月次(M),2006/03,トヨタ自動車,T7203,#999,#999,2006/03,12,1,0,2,2007/05/09,21036909,1878342,2087360,1372180,421.76,-
月次(M),2006/03,トヨタ自動車,T7203,,,,,,,,,,,,,,
月次(M),2006/04,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2006/04,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2006/04,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2006/04,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2006/04,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2006/04,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2006/04,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2006/04,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2006/04,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2006/04,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2006/04,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2006/04,トヨタ自動車,T7203,,,2006/04,,1,,,,,,,,,
月次(M),2006/05,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2006/05,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2006/05,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2006/05,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2006/05,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2006/05,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2006/05,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2006/05,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2006/05,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2006/05,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2006/05,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2006/05,トヨタ自動車,T7203,,,2006/05,,1,,,,,,,,,
月次(M),2006/06,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2006/06,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2006/06,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2006/06,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2006/06,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2006/06,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2006/06,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2006/06,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2006/06,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2006/06,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
